Hybridization REF	TCGA-E2-A15E-01A-11R-A12D-07
CD93	5.1235
SULF2	-0.59425
CEP164	0.033125
P53AIP1	1.19916666666667
TOR2A	-0.126166666666667
ZNF136	0.58875
MGP	3.0843
CCDC144A	-0.478166666666667
TRPC1	-0.9065
SMS	-0.250666666666667
MAPK7	-0.391
RRAGC	0.40425
PARD6A	0.175666666666667
NUB1	0.9185
SYNGR4	-0.201
OR11H12	-1.0015
WIF1	4.507375
GCH1	0.184
OR11H4	-0.3355
SLC44A5	1.982
GPRIN2	1.85033333333333
LOC401431	0.40525
CPA4	-2.2988
MELK	-2.45088888888889
IL15RA	-0.21925
CUL3	0.777
HMBOX1	0.98625
PODXL	-2.069
CCT6B	1.6405
COMTD1	0.4295
MUC20	0.970333333333333
GPX2	-1.790375
ITK	-1.389625
FBXL5	2.04775
C13orf27	-1.37925
DEFA5	0.3585
TRHDE	-0.889
MTP18	-0.414833333333333
UQCRQ	0.2756
ITGB2	0.650333333333333
CSRP2BP	-0.24
TAS2R44	-0.38
PHPT1	0.17925
FAM44C	0.71525
ERH	-1.25375
MPHOSPH1	-0.975333333333333
MORC1	-2.67
PARVB	-0.82025
LAMA1	-1.58981818181818
PGBD3	0.105
GIMAP6	3.70625
AREG	1.14283333333333
LIPT1	0.07675
MGC99813	-1.23825
C1orf201	0.1645
GRIN2A	-0.734
MAN2C1	-0.713
NSUN5	-0.307
SF3B5	0.079
MYC	-1.0924375
NRXN1	-0.244083333333333
ZNF18	0.217
SPDYA	-0.308
SLC37A1	1.115
DECR2	0.08475
ANKRD38	0.911375
SPTLC3	-0.4965
SUPT16H	-0.712
DTWD2	0.34
ULBP1	-0.242
ZADH1	1.36733333333333
OIP5	-3.56
IL10RB	0.736333333333333
OTUB2	0.265375
VWA3A	0.0665
SPIC	0.361666666666667
OR6C4	-0.562
PSCD4	0.932333333333333
DPY19L2P2	-0.762
TRAPPC6A	1.77716666666667
C21orf2	-0.185666666666667
CEMP1	-0.2395
LIN7B	0.304
E2F7	-3.31283333333333
VCP	-0.23975
LAMA3	2.47166666666667
BGN	0.97125
GPR160	1.28383333333333
COCH	-4.62866666666667
GPR81	2.14816666666667
APOBEC3F	-0.36925
tcag7.1017	-0.52375
C1orf32	0.1275
SCGB1D2	4.94475
FLJ43987	-0.021
C6orf170	0.092
KLK9	0.2015
GPD1L	1.026
VPS37B	0.15475
ATG3	-0.0466666666666667
ADAMTS17	-0.053
KLHDC2	0.898166666666667
NDUFV2	-0.029
BLK	-3.0785
MATN4	-1.866
GPM6A	0.749333333333333
GBP4	2.05366666666667
TMEM162	0.575166666666666
PKP2	0.342
HRASLS	-1.46444444444444
MMP1	-4.49
SFXN3	-0.9187
FSD1	-2.10433333333333
ST6GALNAC3	-2.3315
CA12	2.9658
NCOA6	0.52675
C19orf58	-0.0102
PPP4R1	0.820333333333333
MAN1A2	0.346
IKBKAP	-1.391
UPF1	-0.435166666666667
KIAA1219	0.7135
WNT16	0.3072
SNW1	-0.155
IL18RAP	1.87625
RPP30	0.01125
CDC40	-0.181785714285714
SETD3	0.516166666666667
SLAMF6	-0.0965
ELK4	-0.7245
TRIM47	0.431833333333333
ACOX3	1.334375
TRIM6	0.84625
KIAA0372	-0.056
TP53AP1	1.555375
SMURF2	-1.008
ADAD1	0.594
EBP	-1.4491
KRTAP13-2	-0.106
FLJ36874	-0.7295
TOR1A	0.01
P2RY4	0.022
GPBP1	0.0415
TRPV1	-0.007375
ADAMTS12	0.3455
PES1	-0.7987
ATG4A	0.762
MAGEA10	-5.28625
WFS1	0.879
CC2D1B	-0.812
PABPN1	-0.48925
SLC25A30	0.73125
SLCO1C1	-0.0165
SLC22A5	0.99425
KIF23	-1.26333333333333
SYN2	0.0698333333333334
ASPN	7.061
CENTG2	0.442
QSOX2	-2.39866666666667
FLJ10815	0.0471666666666667
STK24	-0.01275
SPEG	0.1562
STK10	-0.4015
DACT2	0.7515
AAAS	0.0205
SSX3	-0.59125
ABCD3	1.3053
C4orf12	0.58825
PARVG	0.355166666666667
FIG4	1.24625
C9orf46	1.0665
TMCO6	-0.02
IGHMBP2	-0.528
DUS2L	-0.4615
FAM3C	0.16075
TMEM16D	-1.569375
DCTN4	0.76025
KCNH3	0.15475
EIF2AK2	-0.906
AP1S3	0.340625
CST4	1.4125
PAM	-0.07875
NUTF2	-0.45375
CITED2	0.2661
SLC39A4	0.675
C2orf52	-1.2
GRM3	-0.43375
C12orf49	0.89825
CCDC49	0.264
GRAMD1B	-1.62971428571429
FNDC4	1.07275
SIAH2	1.681625
GDPD4	-0.72
C21orf87	0.646
ATP5A1	0.770166666666667
C16orf63	-0.301625
LOC388135	1.11966666666667
ATP5J2	0.059
MMP3	-0.7685
EMID2	-0.4295
CRHR1	0.299
WDR70	-0.12425
C13orf31	0.9995
ZFAND1	0.31375
CCL18	3.7005
C3orf49	-1.314
RINT1	-0.9185
KIAA0408	-1.51816666666667
F13A1	4.5232
SLC10A1	-0.265166666666667
OGN	2.8705
GIPC2	-1.50166666666667
XPO6	-0.635
LCE1A	0.1225
FMR1	-0.3959
LOC374920	-0.572
DUSP3	0.0255
ANKMY1	0.016
C7orf50	0.25125
BBS9	-0.2188
UNC119B	-0.00762499999999999
C9orf72	0.117
MGC35440	-0.486
ENTPD6	0.058375
PPP1R2P9	0.06275
ERCC4	-0.106
FAHD2B	0.351
HMHA1	-1.1335
HACL1	-1.2015
RAD23A	-0.867333333333333
FAM83B	-0.56425
PPP5C	0.0505
RNASEH2C	-0.3185
C9orf153	-0.22925
SCAMP4	0.094375
GHITM	-0.2217
NDUFB7	0.430625
ADCYAP1	2.44516666666667
SP110	1.21833333333333
MAP3K7IP2	0.40175
DHH	0.636
AGRN	0.557285714285714
WDR33	-0.212
CEP290	-0.832166666666667
PRPS1L1	-0.936166666666667
KLRA1	-0.00950000000000001
GPR97	-0.2305
CHD7	-0.475916666666667
TLR10	0.82275
SLC30A8	-2.182
HIC1	1.057
IAPP	-1.165
RXFP4	-0.14975
GP1BB	-0.91575
SHQ1	0.586
NKX2-3	0.0525
API5	0.2785
FTHP1	1.2495
MOV10L1	0.856833333333333
TRIM6-TRIM34	1.2035
ADHFE1	2.116
FAM117A	-1.015
DDI1	0.462333333333333
CDON	-0.647333333333333
TRIM73	-1.7945
IGKC	2.6305
MMP14	-0.373833333333333
DYNC1LI1	-0.119
C11orf66	0.882
TRBV3-1	-2.36275
FASTKD5	-0.8165
BIVM	-0.80925
LHX4	-0.11325
CXCL2	1.2081
RAB2B	1.3725
IZUMO1	-0.32525
MAP3K15	-1.503125
FAM19A2	0.846166666666667
ZC3H8	-0.319166666666667
ZMAT1	1.796
SPINK5L3	-3.53075
SLC10A6	0.7835
APPL2	0.73725
CARD10	-0.6295
LOC402176	0.8035
EEF1D	1.3798
RAB6A	0.5482
C12orf5	-0.976375
PAPOLG	0.17225
MSRB2	1.59825
BCR	0.0138888888888889
PUS3	-0.694
TIAM2	0.42325
ZNF317	0.395
CHD2	0.475642857142857
FZD5	-2.65554545454545
NUDT8	0.096
ZNF763	1.344
PRC1	-1.98188888888889
ABCB9	-0.0461666666666667
SPATA3	-0.0166666666666667
TRAK2	0.549375
STAB1	2.346
LRRTM2	0.553666666666667
psiTPTE22	-0.58175
DBI	1.06425
SERPINA11	0.6335
NAT5	1.0895
C20orf58	-2.036
RPS6KA4	-0.0761666666666667
FLJ90650	0.1235
TGFBRAP1	-0.293
CHRDL2	0.755875
FAHD2A	-0.000499999999999998
CNTN1	0.62975
BBS4	0.2592
TMEM181	-0.38475
MINPP1	0.35075
MPHOSPH6	0.479333333333333
HOXC10	1.7234
ITPKB	0.17225
CLPTM1L	-0.6215
MEOX2	0.919166666666667
ATP6V0C	0.477875
PRPF8	-0.301666666666667
TMC5	2.86575
FKBP3	-0.14125
PLEKHB2	-0.745
OR4D6	0.5765
ZNF544	-0.3438
D2HGDH	-0.493375
RPL18A	0.0676
HEL308	0.09425
MPP6	-2.40875
TCERG1	-1.09125
KRT16	0.228333333333333
KLF17	-1.3265
KLF5	-0.2045
CDR1	1.382375
VCX3A	-2.366
FBLN2	1.543
C14orf104	-0.11425
HBE1	-5.5078
OR4S2	0.3655
C1orf108	-0.466333333333333
ROBO4	2.664
CPEB4	0.483375
C11orf80	0.653166666666667
BCKDHA	0.951666666666667
MYOC	1.57325
GIF	-0.159
CKMT1A	1.8415
RPL3	0.6808
THBS1	2.08575
APOO	-1.073
ARMCX1	1.344
HSZFP36	1.34625
SNAPC5	0.415
EIF4ENIF1	0.005
ZNF433	1.4155
TNFRSF21	-0.214
TMPRSS7	0.305
SPATA18	1.2858
HPDL	-2.841
MKL2	1.5194
TBX3	1.04253846153846
C21orf93	0.110666666666667
DAXX	-0.31625
ELMO1	0.274125
RGS13	2.97716666666667
TAF11	-0.0455
UNC13A	-2.70542857142857
LOC653314	0.4821
ORC3L	-0.68925
IMAA	-2.429
TARBP2	-0.04475
CABIN1	-0.9151
TRIOBP	0.2211875
HIST1H2AC	0.49125
RGS22	0.293666666666667
NCOA1	1.02933333333333
IL25	1.3045
SNCG	0.2985
GPR6	0.709
AMDHD1	-0.892666666666667
CHEK2	-1.609125
C6orf142	0.02525
DRD4	-1.15
C14orf68	-1.48525
GDF11	-2.52275
SEMG2	0.5195
CD247	-2.09075
CDAN1	-0.20975
RBMX2	-0.0298333333333333
TGS1	0.512
OIT3	0.48525
SYF2	0.35175
MCM4	-0.8165
PKHD1L1	0.87375
CEP192	-0.979833333333333
IFT88	1.2895
RPL9	-0.229
RAB32	0.50625
DDX43	-2.8975
P2RX2	0.007
OR5D18	0.3385
UBE1	0.436416666666667
SLC24A1	1.210875
ARHGAP5	0.46175
CETP	-1.2275
KIAA1731	-1.06766666666667
SLC9A4	-0.134
PTPN6	0.52775
BAHD1	0.4325
GRIK3	0.114
CACNB2	-0.157
PDE10A	-0.967
DGCR14	-0.0595
PCDHB9	-0.633
RHOQ	0.0421666666666667
MAP3K4	0.398
KTI12	-0.962
RPL23AP13	-0.21425
GNG11	-1.33975
CLCN3	-0.289166666666667
GPAM	-0.7345
VSTM2A	0.8485
SLAMF7	0.6445
INTS2	-1.37475
PPP2CA	0.3196
LRP12	-0.4706
SEC14L2	2.53811111111111
DKFZP586H2123	3.7685
MC3R	0.129
CIRH1A	-1.12983333333333
HIST1H2AB	0.838
POLH	-1.06675
MGC16703	-1.76366666666667
SNAPC2	-0.3865
FILIP1L	1.68225
RASGRP4	0.038
LRRC1	1.41
GAS1	1.87425
PRAC	-0.66475
DGKA	-0.099
NT5C3	-1.037
PEG3	-2.94458333333333
NADK	-0.7575
PRR17	-1.9685
LOC374569	0.6885
SGSH	0.331333333333333
NLRP8	0.6515
GALT	-0.7679
MCF2	-0.212
ZNF263	0.4515
TACSTD1	0.904333333333333
TYR	-6.9143
ATP6AP2	0.77925
RNUXA	0.10175
ABHD10	0.2079
GDPD2	-0.642333333333333
SLC35C1	0.402
UBE2A	0.131375
HERC5	-1.45166666666667
FAM112B	-5.29533333333333
FBXL16	1.67125
DKFZP434A0131	-0.5745
ELA3A	-2.5885
RBM41	-1.35775
HAO2	1.23225
RNH1	0.06175
SHANK2	1.185
OSBP2	-1.548875
DAK	0.210333333333333
C3orf58	0.429416666666667
TCL1B	-1.049
KBTBD2	-0.173
SUGT1L1	0.3515
UBE2E2	0.625
MYL9	2.018
CDC23	-0.474166666666667
PBXIP1	0.9962
CXorf40B	-0.2165
NBL1	0.5145
RTBDN	-0.348
RAB11FIP5	0.285
TTTY13	-0.6455
SCOTIN	0.0508333333333333
SOHLH1	-0.257833333333333
CDKN1A	-0.262571428571429
NCK1	-0.22775
ZNF550	-0.47775
SAPS3	0.0746666666666666
SPIN3	0.469333333333333
MAGEE2	1.0435
MIS12	-0.556166666666667
OR8H2	-0.16
KIAA0774	-1.544
UNC5D	-2.632
CUL7	-0.1095
LIPC	-3.27533333333333
DIO1	2.56025
C20orf11	0.3146
CTRL	-0.934
HS3ST2	1.7535
PAK4	0.506833333333333
CCRL1	3.54225
RNF10	-0.097625
ZNF567	0.224
ZNF660	-0.743
TCEAL3	0.837
MAGOH	0.113666666666667
CENPB	-0.765333333333333
C19orf7	0.206857142857143
LOC388965	0.51775
ZCCHC13	0.8175
JMJD1A	-0.402
HIST1H4H	0.7825
TBRG1	0.208
GPC3	-3.07025
TAF1C	-1.090125
EBNA1BP2	-0.681833333333333
CIAPIN1	-0.42275
PDGFRA	0.029
CSTB	-0.2505
CENPI	-2.052
GTF2E2	0.571666666666667
RPP21	0.17675
CCNF	-0.917166666666667
KCNQ3	1.129
FAM79A	1.13525
SLC22A12	0.0045
NOVA1	1.0905
FZD3	1.4133
AKAP8	-0.36225
SOCS5	0.38
CFDP1	-0.60375
DLG5	0.43225
PGM5	1.28941666666667
C1orf144	-0.105083333333333
HDAC10	-1.651
RND2	0.4875
C20orf199	-1.4135
RNMT	-0.5145
SLURP1	1.734125
ASTN1	0.935857142857143
SH3BGR	2.38675
MYCL1	0.722625
ZHX1	-0.0256666666666667
CENPK	-3.431
FOSB	1.8238
LOC643406	1.072875
C2orf59	-0.4725
TMEM135	1.14425
SLC27A2	1.01275
KRT33A	3.1295
OVOL1	0.310625
PAMCI	-1.84933333333333
S100A7	-1.896
ZNF789	-0.998
HARS2	0.18575
RPL23A	-0.634833333333333
TCF23	-0.18325
UPF3B	-1.773
C17orf78	0.255
HLA-DOB	0.192166666666667
C14orf142	0.557666666666667
TEKT5	1.6025
DMWD	0.4545
POLD1	-1.6215
GSCL	-0.0365
CALD1	0.7853
SCRT1	-0.565333333333333
AIG1	1.00425
UNC84B	0.047
ZNF404	0.51
TMED6	-3.474
KIAA1462	0.002
LRRC27	1.58033333333333
PYGO1	-0.025
PIGU	-0.0425
ALAS2	-4.65116666666667
WRNIP1	0.164
CNNM3	-0.268
ZNF2	0.044
ST3GAL5	-1.56458333333333
MRPL23	0.13475
TSSK6	-0.11175
PSMA6	-0.9585
C16orf70	-0.29275
KIAA1602	0.1535
ALMS1	-0.319
DCN	2.411875
TMEM132D	-0.80925
SUCLG2	1.76875
ABHD14A	0.701
DEXI	0.8465
AMPD2	-1.1745
IFNAR2	-0.330833333333333
CYB5A	2.854
TLOC1	0.7573
NXF5	-0.819666666666667
NRBF2	0.0525
KCTD3	0.59025
ITGAE	-0.705
SLC30A3	-2.54733333333333
ZRF1	-1.313
IFRD2	-0.262375
XAB1	-0.51025
PYCR2	-0.937333333333333
SERPINB3	-4.962
TMLHE	0.1222
GEFT	-1.639625
ABCA5	-0.00675000000000002
EMR4	0.213333333333333
TSFM	-0.866
HIST3H2BB	0.43875
ARHGEF19	-0.038
TSPAN17	0.646
ABCC8	3.53675
MAP1S	-0.104333333333333
C22orf36	0.71775
BNC2	-0.425214285714286
HIST1H4A	-1.72475
NDUFS3	-0.618333333333333
WDR3	-1.133
XKR4	-0.43675
TTC33	0.0595714285714286
STMN2	3.15275
CPN2	-1.32916666666667
HSPC105	1.367125
PCOLCE2	-3.85025
C3orf55	2.5615
KLHDC9	2.20166666666667
TBC1D23	0.1635
ATXN2L	-1.70283333333333
MAP2K3	0.084
SCAP	0.41325
ZNF486	0.744666666666667
C20orf96	-1.607
NARS	-0.25475
ADAMTSL1	-1.10214285714286
PRCC	0.1345
CCDC126	1.62916666666667
ZNF675	0.92675
CALCOCO1	1.306
ANKRD43	3.14225
CWF19L2	0.264333333333333
ZBTB32	1.1255
BRAF	0.45675
ODF4	0.08175
MGC14376	0.694666666666667
HORMAD1	-2.92766666666667
AAK1	-0.531083333333333
PEBP1	-0.30275
TNFSF5IP1	0.867
DKFZp564N2472	0.15225
RMND1	0.675625
IGKV1-5	3.356
COL1A2	1.791
SERPINA5	1.0135
AANAT	0.403
C19orf21	-0.0616666666666667
GEMIN5	-0.71775
UBR4	-0.0815
LTBP3	0.510333333333333
AMHR2	-1.68933333333333
PROCR	-2.044
MYBBP1A	-1.05975
C20orf39	0.145833333333333
ZNF697	-0.821875
PASK	-0.8337
ZNF776	0.0318333333333333
RFXDC2	-0.88475
KIAA0467	0.34225
C10orf96	-2.66966666666667
ZNF503	-0.161
GULP1	-1.287
KCNE4	-1.00866666666667
DKFZp434K191	0.05
LOC196913	-2.3865
BHLHB4	-0.913
CH25H	0.982
LOC81691	-0.927833333333333
ALPL	1.17657142857143
COL12A1	2.261375
FOLR3	-1.55516666666667
GPR123	0.478
TRIM62	0.421071428571429
ABLIM1	0.768333333333333
MAST3	-0.107
RHBDD1	0.530833333333333
LOC338809	-0.31
RYBP	-0.337
TTC26	0.550125
ZNF22	1.1415
ISCA2	-0.3625
RDM1	-2.126
PIGM	0.87775
GNB3	-1.2385
ACTR2	-0.2071
HMGB1	-0.35055
EDG1	3.07966666666667
SOAT2	-3.6235
OR10AD1	0.275
RAP1GDS1	0.9405
LCE1F	0.2455
ESM1	-0.8615
RCN3	1.683
CREBL1	-0.3565
DBNL	-0.157
PTGER3	2.592375
USP30	0.0781666666666666
BCL2L12	-0.9345
KIF26B	1.90425
ZNF416	0.44275
ZNF225	0.5815
C17orf70	-0.192
ZNF554	0.341
RAE1	-0.513333333333333
TNIK	0.206333333333333
ACTN3	0.7745
MGC45922	-0.091
CCNA1	0.813166666666667
RYK	0.672833333333333
IL26	0.676
LRP3	0.748
QARS	1.041
SOX7	0.8555
BID	-1.204625
OR2S2	0.658
CXCL14	3.5995
C11orf47	-0.4795
MGC29891	-0.698166666666667
HSPB8	1.44
PRDM14	-2.41
NUFIP2	-0.50775
MNAT1	-0.754125
ZDHHC2	-0.74525
MBNL2	-0.1095
ADD3	1.471375
CSNK2A1P	-0.73075
KLK6	1.22766666666667
TMEM111	0.5859
KIAA1279	1.4465
NUBP2	0.182
RAB42	-2.132
ID3	-1.1556
TM9SF1	0.86625
MDP-1	-0.00925
POU4F2	0.5635
IQCK	1.83875
C16orf14	-0.401
CAPN3	-1.359
FAM43B	0.03125
RECQL	-0.79975
AP1G1	-0.0190714285714286
CTNNBL1	-0.0811666666666667
ECHDC1	-0.897833333333333
SMARCC1	-0.6347
FOXQ1	-1.9675
GNAI3	0.187333333333333
POLG2	-1.56575
CD4	0.9275
ITLN1	-0.6845
EBI2	3.6845
IRF1	-0.4045
PTPRE	1.1921
PTK2B	-0.91525
NXNL2	1.281
SOX4	0.186777777777778
TSPAN3	-0.0631666666666667
SH2D1A	-4.137
C8orf58	-0.1515
USP20	-0.71075
DUSP22	-0.123416666666667
CALB1	-2.96883333333333
L3MBTL2	1.04691666666667
MCRS1	-0.022
TMEM118	-1.42866666666667
C18orf8	0.476333333333333
FLJ10241	-0.0115
GJA12	0.3045
PKD1	-0.2385
ZFP3	0.6865
JAM3	-0.632875
LAPTM4A	0.2247
DIRC2	0.034
KIAA2022	0.0661666666666667
MYOM1	0.721666666666667
TRPM8	-2.91266666666667
MOP-1	0.14575
PHKG2	0.29725
ZNF650	0.375375
KIAA1522	1.165375
PSG8	-0.989333333333333
DDX19B	0.104
MOBKL1B	0.6515
DIAPH2	-0.352833333333333
PTPN12	-0.06225
CLN8	-0.4317
CRYZL1	0.016
CRY2	0.454833333333333
FCGR2B	3.3895
PNPLA4	2.446875
ZNF454	0.8845
DKFZp434B1231	-0.57225
CLDN11	1.0488
RFWD2	0.133833333333333
CIB2	-1.0685
MXRA8	3.089875
HRK	-1.275125
MAML2	0.72825
C4orf31	0.98825
C6orf192	-1.0155
COG6	0.235375
FAM5B	0.444
NFATC1	-0.3169
SEPT10	-0.47075
SCYL1	-0.451
RPP40	-0.73925
SCOC	1.556
KIAA1450	0.54775
CTDSPL2	-0.20275
TBX5	1.83033333333333
NAPG	-1.05
RHD	-5.677
C14orf45	2.45666666666667
ZBTB22	0.7085
PLCG1	-0.8595
ANKRD10	0.139625
AQP7P2	1.40675
TAGLN2	-0.00683333333333333
HTR2C	-1.62716666666667
SLC16A7	-0.801166666666667
C17orf83	-0.140333333333333
TSGA14	-0.264833333333333
MDH1	-1.271
PPP3R2	0.418333333333333
DCBLD2	-1.85421428571429
RBM33	-0.06075
DPH3	-1.334
SYT10	-2.174
FMO4	3.06125
THYN1	-0.0285
DRD5	-1.891
OTOR	0.880125
PGRMC2	0.2853
KATNAL1	-0.432
PAQR6	-1.99625
UBE2I	-0.07975
C14orf28	1.1265
C8orf70	0.184
FLYWCH1	-0.4035
ANGPTL3	-1.0355
GLRX2	-0.0575
ATP11A	-1.59735714285714
ARL5B	-0.056375
MUC16	-0.43875
SLC25A5	-0.232642857142857
ACRC	-0.6955
MYO1C	-0.398875
FAM89B	0.558333333333333
FAS	1.15
KIFAP3	1.36975
GLRA2	-0.0715
BTN3A2	-0.138
CNKSR3	-0.69475
CSTF3	-0.8335
ARPM1	1.82375
KIAA1530	-0.8435
C9orf150	1.49733333333333
PRKCI	-0.52
tcag7.1015	-0.88675
SOD3	0.70125
ZNF574	0.76575
CYP21A2	2.2335
RPL12	0.1075
COMMD2	0.686
WIZ	-0.40475
LOC344405	-1.915
ALDH4A1	0.296294117647059
CRYAB	3.2495
COPA	-0.156566666666667
PCDHGA7	0.0305
KIF11	-2.00518181818182
RASD2	-0.659875
SLC26A3	2.579
ZNF175	0.3135
JAKMIP2	-2.8275
C8orf4	3.6485
PTHLH	3.556
SLC40A1	3.80716666666667
OR7D4	0.2715
PCDHB17	1.0775
CD36	5.4505
C6orf203	0.6555
PRKG2	-1.053
LOC400566	1.12675
ANAPC13	0.6305
SLCO3A1	-0.3525
ZNF692	-1.385
FANCL	-1.6915
SH3GLB1	0.33375
C12orf61	0.5615
KBTBD6	0.7735
SUPT5H	0.60425
XRCC6	-0.1085
HUS1B	-1.2383
FAM133B	-0.435071428571429
LOC728276	-0.7475
KCTD18	1.0895
SOS2	1.04716666666667
CCDC99	-1.50625
C1QTNF5	3.514
NNAT	1.83516666666667
USP16	0.14675
LARS	-0.732625
ZBTB2	0.2885
ABO	-0.08
TRAF3	-0.839
GALNT5	-2.055
NAP5	0.212625
ALG14	0.7445
KIAA0515	-0.458423076923077
WDR75	-0.934166666666667
TEX261	0.8625
LY86	-0.0975
LOC389072	-0.33
FLJ13611	0.015
MRGPRX2	-0.0765
SNRPA	-0.48175
OR2G2	0.468
GPRASP2	0.892
C7orf42	0.604
C9orf163	-0.5925
CYP11B2	-0.0635
FCRL3	0.877
PRDX1	0.1065
FGB	-2.49116666666667
COX17	-0.115333333333333
C16orf33	0.38225
PIWIL1	-0.3365
FOLR1	-1.69716666666667
KIAA0082	-0.3045
FREQ	-1.43583333333333
TMCC2	-1.87383333333333
TCF12	0.2805
ZNF721	0.09525
FAM130A2	1.37925
POU4F1	-3.518
SNRPF	-1.34
SGIP1	1.803
ZNF641	1.35883333333333
EMG1	-0.584
PRRG4	0.8585
HIRA	-1.055
MYNN	0.496333333333333
AEBP2	-0.410416666666667
TBXA2R	-0.4245
ISL2	-1.1245
PCDHB11	0.2385
RNF144A	-0.73725
MARCH5	0.40425
DULLARD	-0.144333333333333
DCLRE1B	-0.1352
ITGA8	-0.4465
TP73	-0.144125
PRKCD	1.663
NDUFB4	-0.01775
ATP13A4	4.26075
ANTXR2	-1.098
COL4A3	-1.1855
MYO10	-1.4543
SLC6A18	0.166
PEX1	0.5185
TMEM74	-1.72366666666667
RBM19	-0.57725
TAPBP	-0.10815
RUNX1	1.925375
MID1	1.07216666666667
GPR64	-1.0325
RASEF	3.59225
GABRG1	-0.584714285714286
MYO16	-1.86375
DBF4	-1.00633333333333
TSHZ2	3.88125
RIPK2	0.575375
PPTC7	-0.569
KIF4B	-1.409
LRRC31	3.697875
ZNF540	2.3865
EFNB3	0.479
LOH12CR1	0.231875
STON2	-0.0391666666666667
GLP1R	0.4215
CSTF2T	-0.9325
IREB2	-1.07175
GRSF1	0.372
PDCD7	-0.0783333333333333
LRRC43	0.09
CNR1	0.863333333333333
IL1F7	-1.3155
C12orf64	-0.376
FAM69B	-1.47375
NR2E1	-2.49466666666667
MS4A6A	2.057
FTL	-0.266
C7orf36	0.063
PCLO	2.7491
DYRK2	-0.108166666666667
ARIH2	-0.599625
SAMD7	0.2605
SCNN1D	-0.66925
SLC32A1	-1.167125
C22orf25	0.00299999999999999
MRPS18A	-0.3244
GPR112	0.2065
EARS2	0.3895
ERN2	-0.008
ATPBD3	0.212333333333333
PRH2	-0.2335
CDKN2D	-1.15233333333333
PGLYRP2	0.3345
TRIM40	-0.24225
SEC14L3	0.425166666666667
SLC22A1	0.21
BTN2A3	-0.78125
RASA4	-0.33675
CCNL2	-0.7515
MYBPC3	0.0945
GJA4	3.12925
CDC42SE1	0.324125
TRPV2	-2.24425
MYPN	-3.61822222222222
SIM1	0.3995
CDADC1	0.664
ZFHX4	0.852
NIBP	1.7025
ADAMTS19	-1.99225
ABTB2	-1.608
TSPYL2	-0.011
EIF2S3	-0.4769
SOX30	-0.0935
AP2A1	-0.595166666666667
DKFZP564O0523	0.0718333333333333
LOC285398	-0.66575
CDH18	-5.2425
CHL1	2.660125
GATS	-0.7673
TBC1D2B	0.172
OR1J1	-0.3975
GSN	1.69383333333333
DPCR1	0.14425
GARNL4	-0.666
SMARCA5	-0.353
PLEKHG3	0.626
ZBTB45	0.4895
FRMD6	1.19766666666667
PLS1	0.6485
DGKZ	-0.1535
EFNA1	1.3094
WDR85	-0.85675
ANK2	0.24575
PAGE4	0.354833333333333
SENP6	0.809833333333333
AKR7A2	1.00266666666667
FKBP10	-2.441
VEGFC	-1.059
LARP1	-0.4468125
SRBD1	-0.4545
ITGB6	3.63575
SLC1A2	-0.365923076923077
INVS	-1.3575
MPO	0.1135
MOBKL3	0.3723
CUTL2	2.50975
KLK2	0.971166666666667
VIM	-0.952
REG1B	-0.0298
PCDHGC4	-0.97225
C3orf34	0.683166666666667
SUMO3	0.0351666666666667
CST9L	0.329
MLL4	0.19425
SPR	1.58566666666667
SAMD9L	0.4675
ABCE1	-0.56175
SUPT3H	-0.37
ACTBL1	-2.1105
ADAMTS4	0.397833333333333
SLIT3	2.619
RHEBL1	-1.2315
NPM2	0.07375
MAN1C1	0.726125
KIAA1856	-0.236833333333333
HSPA6	0.13775
LOC388152	-2.069
C10orf140	0.87175
ZDHHC12	-0.597
LIN7A	0.3786
PHC2	0.436916666666667
SPHK1	-0.51225
TRIM26	0.3778125
FAM83E	0.5485
C18orf24	-1.53483333333333
ZNF578	1.08266666666667
ORAI1	-0.56775
RUVBL1	-0.376166666666667
C7orf20	-0.144333333333333
APAF1	-1.2315
SLC36A4	-1.5735
MYH11	3.945
NEK1	0.2187
MPP2	-0.676
C12orf24	-3.18075
TNK2	-0.055875
ZNF289	0.31425
MATN3	-0.223857142857143
IFNGR2	0.988
ITPR1	1.138125
EBF3	2.7176
TBC1D20	-0.1162
OR10P1	-0.142
DDAH2	0.935
SHPRH	-0.443375
STX7	-0.107
LOC554248	-1.58525
BCAR1	0.312
ATXN3	-0.19375
TRIM27	-0.3825
CDC42EP2	-0.028
CHP	0.495571428571429
SOX17	1.182125
ZNF259	-0.218333333333333
CHCHD1	-0.2615
ZDHHC19	-0.4395
GBP2	2.1045
GARNL3	1.321125
MRC2	-0.04
C1orf52	-0.60175
AOF2	-0.206166666666667
LRPPRC	-0.5298
ACVR1C	0.769666666666667
TM4SF18	3.789
TMEM169	-0.094
PPP1R16A	0.486875
EBF1	-0.316166666666667
RRS1	0.567333333333333
SNX2	-0.20475
OR2T2	0.214
RBX1	0.65875
ANKRD54	0.263333333333333
TSNAX	0.719333333333333
TMEM83	-2.74766666666667
ZBTB7A	-0.3705
ATM	-1.06054545454545
LOC338328	2.00466666666667
TIE1	0.9045
HIST1H3G	0.191333333333333
PASD1	-5.32433333333333
TINAG	-0.01275
PCDHAC2	-0.502
LRRC15	-0.11425
WBSCR17	-0.551
TFF2	-0.408
PARP2	-0.0515
