Hybridization REF	TCGA-BH-A18R-11A-42R-A12D-07
IKZF2	0.171333333333333
MYD88	0.00287499999999999
PML	-0.30485
TAF1A	-0.95275
CBFB	-1.44775
HIST1H3H	-2.1428
C7orf29	-2.9145
COMMD4	-1.23933333333333
DPP3	-2.74
DAB2	1.99825
LOC388882	-0.0335
YPEL4	0.723
AGBL3	1.8485
LRP6	0.1494
SERPINH1	-0.264166666666666
TLE1	-0.5605
CD244	0.881
ZDHHC15	-1.0095
MGLL	1.6923
PLDN	-1.50425
LOC654346	0.797
FAP	1.09225
GPR37	-1.29916666666667
SCARA5	4.44483333333333
EBF4	0.635
LSM6	0.59
MLLT1	1.33573333333333
SLC5A12	-0.055
A2BP1	0.933833333333333
COPS5	0.34
TPM4	-0.491071428571429
TNFSF4	-1.11
ACADSB	1.44816666666667
HERPUD1	0.7555
BCL2L11	0.962833333333334
CEP78	-1.88075
CDCA3	-1.71
WBSCR19	2.0213
MYO1A	-0.7165
PPEF1	-1.10316666666667
LOC440348	0.1905
CPEB2	-0.163625
BPTF	0.12775
RPL21	2.0531875
GSX2	-0.026
ADPRH	0.481833333333333
C17orf68	-1.057
KCNS1	1.385
MLLT6	0.2201
PIWIL4	1.76925
RNF26	-0.614
RAP1B	2.673
ADAMTS1	-0.2284
ZNF571	0.6445
P2RY6	-1.757
TRIM21	1.3295
CADM3	1.53675
NLRC5	-0.0154999999999999
ADRA2B	-0.142333333333333
LOC90835	-1.22375
PCF11	-0.418
LOC400451	0.06175
GLTSCR1	1.4046
C17orf88	0.194833333333333
CDH16	2.81425
FGF7	3.312125
PCSK4	-0.6705
NPC1L1	-0.914833333333333
TAT	1.542625
TBCA	-0.2815
MGC33407	-0.40875
GPR115	-0.71475
CYGB	-0.715
FNBP4	-0.774166666666667
C12orf43	-0.704
CBL	-0.9332
CLECL1	0.77375
PPAPDC1A	-2.33825
WDR25	-1.1672
SGCA	0.888
C22orf29	-1.11016666666667
YIPF1	0.2205
GALK2	-0.50825
RAB3B	-1.75725
LOC440087	-0.54225
UCP1	0.0185
REEP5	2.094375
FADD	-1.7518
FOXA1	2.24125
CACNA1A	4.45633333333333
ABI1	0.626666666666667
GRIN2D	-0.88175
SLC1A4	-1.61566666666667
LOC401127	-1.7455
HINT2	0.17325
PLD4	-0.439333333333333
ZNF286A	-2.425
ENY2	-0.50725
IL1F6	1.842
PXDNL	-0.1985
C20orf79	-0.7675
TNFSF13B	2.78783333333333
DENND3	-0.59725
JARID1D	-1.14825
HIST1H2AK	-1.009
LOC93349	-1.0823
SSH1	-2.1158
ENSA	-0.93825
LOC219854	-0.0971666666666667
CKAP2	-2.4801
DKFZP564J102	-0.293833333333333
MGC87315	-0.916166666666667
HNRPAB	-2.14275
AMH	-0.318
ZNF526	-0.546
BRUNOL5	1.19966666666667
CACNG3	2.63533333333333
TRPM1	-0.3935
PPP2R1A	1.676375
COL2A1	-0.73775
DDN	0.867166666666667
FLJ25770	1.1375
HK2	-0.900857142857143
ELOVL6	-1.722375
MDK	-0.859
EPHX1	1.3575
RASSF2	1.22375
DKFZP434B0335	-2.375
DLX3	2.13614285714286
PRTN3	-0.4875
AVPR1A	0.56075
C21orf125	-0.93625
TNFAIP8	1.96133333333333
GNB2L1	-0.083
CALCRL	1.9835
SCGB2A2	9.24633333333333
UBXD7	-1.83225
ZNF674	0.9855
TMEM35	1.029
BRSK2	-0.37725
HECTD3	0.355166666666667
TMEM188	-0.0628333333333333
LGALS9	0.690125
SCARB2	0.023
USP34	-0.769916666666667
C17orf28	2.25566666666667
ZDHHC23	-1.116
AQP12B	0.6885
SLC16A3	-3.94375
APLP2	-0.15875
ITIH2	-5.14625
MICAL3	-1.0165
TNNI3K	0.9993
HDAC2	0.16375
PRR7	-2.2071
THBS2	-0.573625
LOC751071	-1.50666666666667
CA2	-0.379
RANBP17	-1.55625
RLN3	0.20325
CRYZ	0.468
GBAS	1.22233333333333
TAS1R1	0.6345
MPZL3	-0.0525
PCDH8	-0.62425
HSP90B1	0.448333333333333
KCNK15	1.6005
TNIP2	-2.3745
GPR146	2.225
NOL6	0.2605
SPC25	-4.954
STEAP2	2.33757142857143
VAMP3	0.743166666666667
TCIRG1	-1.306
ZP4	-0.000499999999999982
PARL	0.6615
TRIM39	-0.526833333333333
KIAA1305	1.544
CRNN	0.84
GRN	-1.57425
HSH2D	-1.903
SCAMP1	0.1434375
KIAA1913	0.491
PTS	-0.15
BANP	-0.960642857142857
PRKACG	-0.355
ADCY6	0.1345
C16orf46	0.264
CYP51A1	-0.217125
DDC	-3.925
ANPEP	0.144833333333333
PROM1	2.15833333333333
SIGLEC10	-0.35775
COPG	-0.4525
FAM26E	0.6655
TRIP4	0.216
SNX3	1.07683333333333
C1orf175	2.48683333333333
PPY2	0.03875
C14orf152	1.56475
FTSJ1	-0.534
DST	1.4786
LOC554235	2.3045
GLRX5	-0.72675
C20orf12	0.7141
CAB39	0.502
MSH2	-0.438833333333333
PIP4K2C	1.21825
CYLD	-0.198125
WTAP	1.75275
MGAT4A	0.0111111111111111
TSC22D4	-1.1713
CHRM2	-1.4305
PPYR1	1.901
CCNH	0.156833333333333
RRM1	-0.5765
ECAT8	-3.7075
LOC400120	1.3495
GABRA4	0.196125
C14orf4	2.96333333333333
C1orf59	-0.6515
CTDSPL	0.988083333333333
NHEDC2	-2.2695
PDE11A	0.67975
KLHL29	2.30975
CD5	-0.2321
TSPAN9	0.36125
WDR67	-1.97775
THUMPD1	0.2321
C18orf17	-0.41925
CLYBL	1.03216666666667
FLJ13231	-0.516125
CMBL	0.241875
LECT2	0.14
NKAPL	3.30433333333333
LOC654780	1.3595
OR4C6	3.8745
RAB30	0.997333333333333
TSSK4	0.105
TMEM163	-0.408
OSBPL11	0.612727272727273
GNB5	-1.90766666666667
CCL21	2.88125
C1orf121	-0.246833333333333
FMO2	5.371
RPTN	0.7195
MSTN	0.1335
VCL	-0.478071428571429
FYTTD1	-0.015
C11orf1	0.8415
CCDC88C	-0.509875
HFE	-0.362294117647059
MOGAT1	1.436
FAM125B	-0.759166666666667
IRGQ	-0.1055
RAVER2	1.4305
AKAP5	null
SSSCA1	-0.7205
C11orf63	0.796
ACTG2	4.1294
PORCN	-0.174
DTL	-3.48827272727273
TMEM151	2.951
FAM122C	-1.8985
RSAD2	0.2602
BAT4	-1.259
KRTDAP	-0.8075
MYH8	0.753
CRTC3	-0.327
LRRFIP2	0.1685
INTS4	-0.7055
TTN	-0.353166666666667
SLC26A5	0.3505
PLLP	-0.246
RGS6	0.83975
SRGAP3	0.687875
ZNF525	0.0603333333333334
NBR2	0.0361666666666667
C13orf1	0.3515
ZNF137	0.3385
CEP27	-1.621
BEST2	0.4665
RNF121	-0.525
DMRTC2	0.476
C8orf76	-0.7035
BCCIP	0.169625
MEST	1.18525
HTRA2	-1.0475
ANGPTL2	2.32525
ILKAP	-0.0983333333333333
ERAS	0.191
HBS1L	-0.70675
CPA5	4.818
TMEM30A	0.507833333333333
CD300LF	0.0113333333333333
WISP3	0.6305
CRK	-0.898928571428572
PDS5A	-0.0533
BRPF3	-0.270166666666667
NEDD9	0.84225
SMPDL3B	0.07775
PSG6	0.6715
PSMD13	-0.33625
ETV5	-0.93775
OR51A4	0.1195
BTBD7	-0.00608333333333331
GSTO1	-2.10825
hCG_16001	1.971
MAD2L1BP	-1.2065
COX6A2	0.16
SCNN1A	0.0241666666666667
LSM1	-0.039
UGT2B11	2.35
IDUA	-0.75075
PPP2R3C	0.0116666666666667
COX11	-0.38
PDZK1	-1.80325
ZNF443	-0.101
MGC21874	-0.7645
ZNF323	1.4849
KRTAP10-10	0.9945
CXCL6	0.41925
SLC34A2	1.0469
LOC284402	0.753
NPTN	0.458166666666667
UPP1	-2.67341666666667
SLC6A9	-2.157
OR7G3	0.098
CISD1	-0.256
ZNF545	-0.4045
SYT14	0.0405
NT5C3L	-1.1295
ZNHIT3	0.142
SNRPD3	-0.34775
KIAA0701	0.623
UNC93B1	-0.451666666666667
GMNN	-0.033375
SPCS2	1.31833333333333
LOC388524	1.2085
NAPRT1	-0.8975
PNLIPRP1	0.766
OR6V1	2.305
PRKAB1	-1.655
EYA4	-1.4645
KIF20A	-4.74625
ALG10	-1.25075
ITPKC	-0.220333333333333
LMX1B	1.4575
RPUSD4	-0.281
C7orf34	1.83716666666667
DLGAP2	0.216
PFN1	-1.0905
MICALL2	-2.84325
ZNF654	-0.1225
SS18L1	-2.356
SLC16A8	1.02775
MKI67IP	0.170166666666667
ITGB3	-1.427875
TCEA3	1.956
CEP152	-2.23526666666667
CLIP1	-0.3435
ZNF75	0.2905
ATP5C1	0.1835
NUDT5	-1.80933333333333
PSCDBP	0.5525
UBP1	-0.53375
RBM27	-2.12025
C13orf15	3.197
ZNF282	-1.50666666666667
ZNF222	0.8903
COL10A1	1.37225
PRDM15	-0.316571428571429
TTTY5	1.06
FAM9C	-0.127222222222222
C20orf67	0.0277500000000001
GNG13	7.9885
F12	-2.2165
C1orf41	-1.14875
CPXCR1	0.4035
GSK3A	-1.034375
SUPT6H	-0.8715
PI16	4.7705
ELL2	0.1825
C9orf167	-2.90083333333333
PVRL3	-0.3111
FLJ38596	-0.205
ADAM20	-0.66675
GPR89A	-0.6765
GPR87	-0.146
ZNF30	1.0625
SMR3B	2.802
ZNF770	-0.217375
TRPC4AP	-1.368
DKFZP686E2158	0.711666666666667
C2orf28	-0.531833333333333
FREM1	1.236
LAMA4	1.127
ADPRHL2	-1.233
EIF4G2	1.87983333333333
GUCA1A	2.474
CTNNA2	-1.01675
NUDT15	-0.7025
CEPT1	0.169666666666667
ZNFX1	-0.5559
CCDC92	1.4525
TDRD1	-0.533
KCNK5	-1.1785
ETNK1	-0.6825
LTA	0.5565
TTPA	0.748833333333333
B3GALNT2	-2.09675
SC65	-2.65166666666667
PEX5L	-0.559875
EPS15L1	-1.592
MGEA5	0.296375
HIST1H3A	-1.62775
ING1	-0.18125
BCAT1	-2.88171428571429
ORC6L	-3.33236363636364
KLK11	-0.173666666666667
C19orf28	-2.742875
DNER	-1.065625
MED22	-1.04157142857143
ETV6	0.871166666666667
CHAC2	-2.3885
CD300E	0.186
CEBPB	1.98716666666667
ZNF398	-0.13375
LRCH3	0.121
HMGA1	0.1005
CAPN7	0.546833333333333
MGC5566	-1.33
CCL3	2.8505
NANOS1	-0.224375
ZFYVE19	-1.5135
APITD1	-1.62866666666667
PARD3	0.19525
IRAK4	-1.30316666666667
SERPINI2	0.474
CEP170L	-1.16375
TTC9	0.95075
MYOM3	-1.5465
MLPH	-1.54875
LOC222699	2.1065
NRG1	0.985
TBC1D9	2.76718181818182
TTK	-4.17216666666667
ZNF557	0.3003
DDX41	-1.13983333333333
FANK1	1.335
UBE2D2	-0.307625
PSMB10	-0.65375
MYH7B	0.261
GABARAPL2	0.6355
MARVELD2	-0.583166666666667
DGCR2	0.0178333333333333
UNC45A	-0.988833333333333
C6orf72	1
ZNF683	2.54575
GIT2	-0.273375
CASK	-0.292666666666667
C14orf161	1.447
LRRC44	-0.1575
TIFA	0.516875
UTP11L	-0.7055
C6orf65	-0.7285
FDPS	-1.0285
DUSP9	-0.1028
SLC17A8	0.49725
OR51G1	0.389833333333333
NANS	-0.98275
OLFML1	2.12825
ATP10B	0.029125
NPAS3	-0.51775
PRKCA	-1.1043
GGA2	0.21575
LCE4A	2.9615
SPANXN3	0.5445
CCDC115	1.081
SDCCAG3	-1.2045
GLIPR1L1	-0.187333333333333
TTC1	-0.056
C17orf76	0.48325
MAD2L2	-2.58
HIPK1	-1.1864
LRRC3B	1.86383333333333
CLN3	-1.16481818181818
C17orf47	-0.757
FMN2	-1.2285
TUBB1	-1.16725
WAPAL	-0.644833333333333
C3orf21	-1.97875
SCN5A	0.7162
SMYD1	4.74125
BEX5	1.847
ZNF192	0.06
SEC22A	-0.1155
GRIA2	1.07121428571429
KIAA0825	-0.636
NUSAP1	-3.87609090909091
LANCL1	-0.677
C15orf40	0.0243
ZNF645	1.520375
GPR61	1.648
NLRP14	0.036
SNX21	0.0135
C1QTNF8	0.543
C17orf46	2.505
IFNA8	1.0075
SPRR1B	-1.03816666666667
FLRT1	-0.77325
SNX17	-1.08733333333333
ASB2	-0.208
HBG1	-4.6065
RPRML	-0.2625
JOSD2	0.478833333333333
PLSCR3	-0.014
SPOCD1	-0.766
RAB39	-0.759
GHRH	-0.0726666666666667
ITIH5L	2.65425
C17orf37	0.766
SMCR8	0.08825
DPY19L2P3	-0.276
IL11RA	1.1255
GDF3	-3.61216666666667
RPS6KB1	-1.54458333333333
DNAJC19	0.8327
TOP1	-0.9205
CRCT1	1.24285714285714
MPST	0.807
DPM2	-0.140875
FAM38B	-1.74933333333333
SLC18A1	-0.920166666666667
FARP1	-1.02483333333333
PAX7	0.367
TUBD1	-2.09825
GNL3	0.021
BTG2	2.66933333333333
NDUFS6	-0.9605
C1orf79	-1.00325
ERAL1	-0.893
ECHS1	0.753
VPS4A	-0.613
CYP11A1	1.69825
ABCC6	-0.132571428571429
PBX4	-2.142
MOSC1	2.450375
NCF4	-1.67725
HYMAI	0.404
NAGPA	-1.236375
OTOP2	1.62725
ACOT12	0.62425
MTHFD2L	-0.455
LOC441376	1.63
C19orf34	0.7345
RAB1B	-0.37175
ALDOAP2	-2.7175
NTRK1	-0.610333333333333
ARTS-1	0.4502
SLC6A11	-0.305
NAP1L2	2.338
CNGB1	1.01416666666667
EPB41L4B	1.28125
FAM134B	2.320875
HS3ST3A1	-1.896
CPXM2	5.17525
SIRPB2	0.441
CHORDC1	-0.94
TRIB3	-2.955
SLC2A5	0.37325
C2orf49	-1.07516666666667
DDX5	-0.1055
OR5L1	-0.1025
ANAPC4	0.558666666666667
ZSWIM1	-0.588875
LOC93622	-0.481625
KCNK3	0.3062
RP11-35N6.1	1.711875
ZFP161	0.541
AQP9	0.56125
SLC15A2	-0.517166666666667
MREG	-0.258333333333333
OR9I1	0.5765
PDLIM2	0.414
ADAM7	0.634
GSTCD	-0.8715
WDR21A	-0.365125
SLC12A8	0.264666666666667
TMEM174	0.9785
IGSF3	-0.42475
LRRN1	-0.014
LOC402117	-0.3545
SRPK1	-1.41966666666667
LY6K	-0.887375
NFIA	2.5745
PTCD3	0.158
LEP	4.17033333333333
PCDH21	0.850166666666667
MAPKAPK2	-1.0075
NMNAT1	-1.6325
LHFPL2	0.1285
C9orf43	-1.02025
DIP2A	-1.15933333333333
ACTR8	-0.071625
CCDC34	-0.407
PTPN22	-0.949125
ITGA3	-1.16625
FAM129C	1.62275
RABGGTA	-1.58666666666667
UNC45B	0.2475
KIAA1033	-0.474
ZNF510	-0.3788
CYP2D6	-0.401333333333333
SLC26A10	-2.1465
STX8	0.85875
LUZP1	-0.365375
WDR89	0.0491666666666667
EIF4G3	-1.8801
C5AR1	1.001375
ZNF623	-1.3365
A2M	1.273
TGM7	4.6735
GRPEL1	-0.639333333333333
LMNB2	-2.99
ROCK2	-0.823
SNX16	0.54425
CCDC66	-0.00424999999999999
ANXA3	1.2765
KIAA1609	-0.77775
EED	-0.34475
RNF32	0.2445
HES1	0.8934
CLC	0.131333333333333
ISL1	-0.268
KIAA0528	0.239625
MANEA	0.86
C1orf61	-1.59
hCG_2001000	2.0335
RAPGEF6	-0.4288
KIAA0020	0.2025
NEIL1	0.7055
C16orf45	-0.754875
RBM10	-1.44333333333333
C10orf125	-1.6045
MRS2L	-0.6905
DNAH17	-0.5845
C19orf10	-1.3295
C1orf160	-0.73975
SLFN12	0.3775
EXOC3	-1.08383333333333
HIST3H3	-0.85425
NCOR2	-0.351
TNFRSF9	0.16125
MFSD8	0.0535
ALX1	-2.16316666666667
NOL1	-2.4075
PODN	2.06925
TIAL1	-0.81225
HIST1H1E	-0.157
NPY6R	0.89725
TM4SF4	0.84125
CORO2A	-1.874
ETNK2	-1.73483333333333
APOE	0.3056
ANGPT4	3.091
HDGF2	-2.661
G30	0.4505
ST8SIA4	-0.378125
F2RL1	-1.082375
FAM19A4	2.7295
CCAR1	-0.336
B3GNT7	1.1995
OPHN1	1.38288888888889
DSCR6	-1.7665
C21orf13	0.00666666666666666
GAS2L1	0.724916666666667
RFX3	-0.957
COPS4	0.29025
BCHE	-1.52316666666667
BCL2	3.459375
HBZ	-3.3765
ARL13B	-0.104875
MAPBPIP	0.181125
MYO15B	1.060625
SPZ1	1.309
KIAA1324	2.67644444444444
PLCL2	0.4965
C4orf29	-1.0865
WDFY2	-1.002375
ZNF284	-1.71
NAALADL1	-0.9065
DUSP5	0.362666666666667
PXDN	0.397875
SLMO1	-1.9465
TNXB	2.8235
BIRC7	-0.399
A4GALT	0.295166666666667
TIMM22	-0.19925
FAM110C	0.21025
TOMM34	-1.990625
ABHD9	1.2955
ADAM32	1.634
CRHBP	2.5515
AQP2	1.1075
LOC130355	0.60775
ZNF187	0.370833333333333
ZNF816A	0.7865
F7	3.30528571428571
CNOT1	-0.2802
SLC13A4	-0.97375
ZBTB11	0.677
B3GALT5	0.29575
EXOC2	0.156833333333333
IRS1	1.3408
TMEM1	0.043
MRPL34	-1.209
SAMM50	-0.47025
CDC42EP3	1.8035
HSF2	-0.1046
MFN2	-0.16175
TSPAN7	0.65
NUCB1	2.17333333333333
RHOH	-1.09025
ARL16	-0.193
TACR1	0.416
SFRS5	1.0895
SNX25	-0.457625
RHBDF1	-1.334
PCDH18	4.432
HMG1L1	-0.624
MYO5C	1.004125
MAPK10	-1.298
LDHAL6A	0.5835
NUDT12	0.690666666666667
NCAM1	1.214875
GLIS2	4.2305
GGTL4	1.654
DAPP1	-1.0085
ATF7	0.298625
KIAA0748	-1.89025
NFIL3	0.05775
TM6SF1	0.4823
SEZ6	1.37325
NANOS3	0.192
DNAJA3	-2.15883333333333
CLDN6	-0.516
CIITA	1.255
EPHA4	-0.43525
FANCC	-1.4725
CMTM3	-1.30075
PSG3	0.643
MRPL15	-0.44425
C21orf59	-0.51225
PLCXD2	1.4735
C2orf34	-0.003
UBE2L6	1.18175
MED14	-0.3675
HP1BP3	-0.7016
C6orf208	1.336
TPBG	-1.1595
OSR2	0.694875
XPC	-1.50933333333333
KLHL7	-0.513416666666667
CCR3	0.890166666666667
AGTPBP1	-0.0453333333333333
PCSK6	-1.75
STAT5A	-0.9973
FAM18B	1.14725
LONRF2	-0.737666666666667
PTPN2	-0.1815
SF3A3	-1.89466666666667
EFCBP2	2.40025
HCFC1	-2.11666666666667
AHNAK	0.1988
ACTR5	-1.59925
KIF14	-5.04266666666667
TENC1	0.7955
HEATR5B	0.393
YIPF2	-0.411166666666667
MYEOV2	2.0746
DUSP18	-0.0895
KIAA1012	-0.22825
AHR	0.540833333333333
C17orf53	-1.45516666666667
PTPRH	-3.0835
ATP6V1C1	-0.223
TAS2R3	-1.229
LOC440356	-0.60375
COQ10B	0.396
PSMF1	0.217916666666667
SORBS2	2.36275
NFE2L2	0.63925
TMCO7	-1.2125
SH3PXD2A	-1.2513
SH2D2A	-0.62775
SPINK5	-0.99875
MRPS24	-0.87375
OPA3	0.630375
TRAF7	-1.15633333333333
C4orf35	1.7246
MT1G	-0.635125
MGC39545	1.2965
HS1BP3	-1.05977777777778
OR2B2	0.812
CHRM4	0.262
SFRP2	1.61191666666667
RIC3	0.88275
ART1	0.1225
C6orf1	-0.124375
DUS4L	-0.3495
C10orf104	0.50275
TNFAIP6	-0.19075
RTEL1	-1.819
CCT4	0.5615
ZNF709	0.34
CHMP6	-0.336166666666667
UPP2	0.10375
CYP19A1	-1.18128571428571
CD151	-0.652666666666667
NDUFA13	-0.573166666666667
ARFRP1	-1.40816666666667
FAM26B	1.36775
CRYBA1	-0.567
MRPL41	-1.4625
NPFFR2	-0.53375
HRH2	3.166
SCAMP3	-1.86216666666667
MTMR6	0.3056
MTG1	-1.92433333333333
UBTD1	0.77475
CRABP1	0.538
FLJ33790	-0.0305
KIAA1908	-0.586166666666667
GPR158	-1.01025
PACSIN3	-1.75016666666667
OMD	4.41366666666667
CATSPER1	-0.1834
HOXB8	-0.933
FBXO46	-0.838
OAS1	-0.261166666666667
SVIL	0.3105
PHB2	-0.86175
ADCY3	-0.5555
NDRG2	3.06916666666667
ERMAP	-0.3357
APBA2	-0.285833333333333
IGSF9	-0.19275
WNT6	0.123785714285714
MYCBPAP	0.26825
ATP2B2	1.1509
CPVL	0.4924
TRAM2	0.597666666666667
NOP5/NOP58	-0.64
ZNRF4	2.92375
TLK1	0.262875
MTMR12	-0.328142857142857
ZNF384	0.0690000000000001
FAM9B	-1.321
RPN1	-0.4249
PMVK	-0.2655
EIF3D	1.2813
SIX2	-1.547
HPS1	-1.11785714285714
RNF7	0.39725
PSKH2	0.7945
KCTD13	0.441833333333333
CSMD3	0.00630000000000001
FBF1	0.4855
IL8	-4.280125
SERPINB13	1.18691666666667
FBXL20	-0.73725
BLR1	1.53475
SH2B1	-0.174666666666667
RFNG	1.222
RAB20	-0.334166666666667
RBM7	0.506
POLR1A	-0.028
TMPRSS4	-2.22025
TAF9	-0.095875
TERF2	-0.837333333333333
TNFRSF1A	-0.486583333333333
ACADVL	-1.25216666666667
GTF2H5	0.19825
EDG8	-0.425166666666667
C9orf140	-1.642375
UST6	0.30975
ZBTB8OS	-0.48025
ZNF710	-0.1355
GPR174	-0.1135
ATP6V0A2	-1.80825
KIAA0319L	-1.26466666666667
XKRX	-0.71
DOPEY2	-0.9842
SDHD	0.758
SUMF1	0.969
OSM	-0.178
OPN3	-1.894
DAGLB	-2.6275
PPFIBP1	-0.0808
TRIM63	-0.849
C10orf53	0.306
LYPD3	0.411333333333333
BCL7A	0.569875
AGER	0.975333333333333
TCF19	-1.800625
SAT2	0.72775
PFTK1	-1.1875
GABRE	0.169125
C15orf38	0.5541
FIS1	0.272
KCNV2	5.1475
CLPS	0.89075
PPCDC	-1.063625
FOXN2	-0.715166666666667
NT5E	-1.5007
CD83	0.30775
IL18	-0.61375
VPS16	-1.5515
IGFBP2	-2.492
NOTCH2	1.39025
SIGLEC1	1.133375
CD93	3.454
SULF2	-1.39125
CEP164	-0.610125
P53AIP1	3.51866666666667
TOR2A	0.876666666666667
ZNF136	-0.7135
MGP	5.9928
CCDC144A	0.125833333333333
TRPC1	0.683666666666667
SMS	-1.1895
MAPK7	-0.345
RRAGC	1.28375
PARD6A	-0.540333333333333
NUB1	-0.683666666666667
SYNGR4	0.30975
OR11H12	0.27
WIF1	2.537875
GCH1	-0.925
OR11H4	0.691
SLC44A5	-0.417
GPRIN2	0.891833333333333
LOC401431	0.13075
CPA4	-1.4799
MELK	-4.65055555555556
IL15RA	1.172
CUL3	0.906375
HMBOX1	0.64125
PODXL	-0.87225
CCT6B	1.2655
COMTD1	-2.12025
MUC20	0.585833333333333
GPX2	-1.903125
ITK	-1.397375
FBXL5	2.20675
C13orf27	-0.9255
DEFA5	-0.6145
TRHDE	-0.5125
MTP18	-1.89283333333333
UQCRQ	-0.768
ITGB2	-0.0785833333333333
CSRP2BP	0.545
TAS2R44	1.4345
PHPT1	-0.683875
FAM44C	-0.79825
ERH	-0.6875
MPHOSPH1	-1.16216666666667
MORC1	1.392
PARVB	-1.662
LAMA1	-2.08625
PGBD3	0.31975
GIMAP6	4.49025
AREG	-1.2375
LIPT1	1.52275
MGC99813	-1.1095
C1orf201	0.325833333333333
GRIN2A	-0.845444444444444
MAN2C1	-2.304375
NSUN5	-2.02525
SF3B5	-0.02325
MYC	0.1642
NRXN1	0.874272727272727
ZNF18	-0.6205
SPDYA	0.684625
SLC37A1	-0.733
DECR2	-1.13675
ANKRD38	1.742625
SPTLC3	-1.28483333333333
SUPT16H	-1.1125
DTWD2	-0.79425
ULBP1	0.351
ZADH1	0.990333333333333
OIP5	-4.105
IL10RB	-0.281833333333333
OTUB2	-1.67614285714286
VWA3A	1.05383333333333
SPIC	1.57866666666667
OR6C4	0.0915
PSCD4	0.258833333333333
DPY19L2P2	-1.0415
TRAPPC6A	0.0166666666666667
C21orf2	-0.864166666666667
CEMP1	-0.88225
LIN7B	-0.0495
E2F7	-3.6855
VCP	-0.831875
LAMA3	2.14766666666667
BGN	1.637
GPR160	0.628833333333333
COCH	-3.63733333333333
GPR81	2.626
APOBEC3F	-0.47225
tcag7.1017	-0.54075
C1orf32	1.55
SCGB1D2	7.45325
FLJ43987	1.057
C6orf170	-0.456
KLK9	3.42
GPD1L	1.36625
VPS37B	-0.99025
ATG3	0.2805
ADAMTS17	3.6635
KLHDC2	0.971666666666667
NDUFV2	-0.28025
BLK	-2.69475
MATN4	-0.234
GPM6A	1.99642857142857
GBP4	1.77766666666667
TMEM162	1.20233333333333
PKP2	0.879
HRASLS	-0.396777777777778
MMP1	-5.254
SFXN3	0.4575
FSD1	-0.444
ST6GALNAC3	0.0583333333333333
CA12	0.1422
NCOA6	0.2235
C19orf58	-0.0320999999999999
PPP4R1	-1.754
MAN1A2	-1.22
IKBKAP	-1.12575
UPF1	-1.565
KIAA1219	0.00375
WNT16	0.333333333333333
SNW1	0.325375
IL18RAP	3.16275
RPP30	-0.66225
CDC40	-0.332857142857143
SETD3	-0.185833333333333
SLAMF6	0.36475
ELK4	-1.091
TRIM47	-0.0376666666666666
ACOX3	-0.232875
TRIM6	1.06275
KIAA0372	0.0103333333333333
TP53AP1	0.313375
SMURF2	-1.15375
ADAD1	0.5345
EBP	-1.2455
KRTAP13-2	0.161
FLJ36874	-1.14
TOR1A	-0.544166666666667
P2RY4	0.2585
GPBP1	0.97525
TRPV1	1.479625
ADAMTS12	0.934833333333333
PES1	-0.2486
ATG4A	0.2465
MAGEA10	-4.582
WFS1	0.2005
CC2D1B	-1.7595
PABPN1	-0.00287499999999988
SLC25A30	-0.069
SLCO1C1	0.569833333333333
SLC22A5	0.4515
KIF23	-3.98483333333333
SYN2	1.11216666666667
ASPN	5.384
CENTG2	-1.37775
QSOX2	-2.2577
FLJ10815	0.394833333333333
STK24	-0.291625
SPEG	0.7145
STK10	-0.858666666666667
DACT2	0.96
AAAS	-0.11725
SSX3	0.597
ABCD3	0.0792
C4orf12	1.431
PARVG	-0.734666666666667
FIG4	-0.23525
C9orf46	1.069
TMCO6	0.2925
IGHMBP2	-2.18425
DUS2L	-1.98966666666667
FAM3C	0.9035
TMEM16D	-1.83214285714286
DCTN4	0.815
KCNH3	1.302
EIF2AK2	-1.47675
AP1S3	-1.43775
CST4	-0.4095
PAM	1.354875
NUTF2	-1.08425
CITED2	2.6936
SLC39A4	0.0702499999999999
C2orf52	-1.8985
GRM3	0.6165
C12orf49	-0.429875
CCDC49	-1.0101
GRAMD1B	-1.627875
FNDC4	0.86275
SIAH2	-1.987875
GDPD4	0.912
C21orf87	1.0365
ATP5A1	0.0136666666666667
C16orf63	-0.90475
LOC388135	-0.0253333333333333
ATP5J2	-0.70675
MMP3	-4.00575
EMID2	-0.12
CRHR1	1.0755
WDR70	-0.296
C13orf31	-0.067
ZFAND1	1.4525
CCL18	1.872
C3orf49	-0.4265
RINT1	-0.6175
KIAA0408	0.5085
F13A1	4.7235
SLC10A1	0.331166666666667
OGN	5.30675
GIPC2	-0.0456666666666667
XPO6	-2.01616666666667
LCE1A	1.2235
FMR1	-1.0393
LOC374920	1.226
DUSP3	0.05525
ANKMY1	-1.9085
C7orf50	-2.0115
BBS9	-0.8965
UNC119B	-0.062625
C9orf72	0.5005
MGC35440	-1.16533333333333
ENTPD6	-0.961375
PPP1R2P9	0.675
ERCC4	0.877333333333333
FAHD2B	-0.035
HMHA1	-1.7235
HACL1	-0.04025
RAD23A	-2.37383333333333
FAM83B	-1.144
PPP5C	-2.08616666666667
RNASEH2C	-1.188875
C9orf153	-0.98225
SCAMP4	0.021875
GHITM	1.0907
NDUFB7	0.611
ADCYAP1	0.686
SP110	0.950833333333333
MAP3K7IP2	1.81775
DHH	0.859
AGRN	-0.987142857142857
