Hybridization REF	TCGA-BH-A0DD-11A-23R-A12P-07
SOX13	0.761
SDCCAG8	1.3049
KEL	-2.41216666666667
NUP210L	-3.06433333333333
GK	-1.654375
DNAJB1	1.2015
ALPK3	1.63
CHID1	0.3954
CYLC2	2.4446
IKZF5	0.838
C8orf51	-1.8605
PPM1J	-1.478
GIMAP8	5.4375
GPR101	0.2925
NR2F1	-1.123
ACAD8	0.27225
RBM35A	-2.5295
GNAI2	0.0898333333333333
METTL8	-0.181
SLC39A7	-0.1235
FBXO8	1.73075
CAMK1	2.10375
RFC3	-1.21875
FAM129A	0.707142857142857
ILF2	-1.7905
FGFBP3	-0.334625
NOM1	-1.5876
PSMA3	-0.136
ASCC3	-1.1564
ZYG11A	-4.1275
SOX21	-2.080625
LYRM1	1.47375
DEFB1	4.0495
LOC91431	-2.543
OR7C2	0.2515
FAM46B	-1.90125
TMEM18	0.343375
ARHGAP30	1.41516666666667
TMEM86A	1.531
EPHA2	0.291166666666667
C10orf46	0.7881
TCHH	1.06966666666667
C3orf30	-0.7514
LOC285636	-0.0993333333333333
PAIP2	1.1935
CYP2U1	1.15375
C12orf34	-1.14
SARS2	-1.09233333333333
ZCWPW1	1.2215
SAMD12	-0.406
KIAA1430	0.61675
ACAT1	1.53275
MEOX1	5.44983333333333
ADAMDEC1	3.6695
PHKA2	-0.216
CARD11	-1.54383333333333
CALML4	0.879
TSSC1	-0.832
TMEM45A	0.113333333333333
MPP7	0.084
POU1F1	0.587
SLC2A13	-0.6882
FBN2	-1.99841666666667
ZC3H7A	0.1306
LAIR2	-1.0855
ST3GAL1	-0.0646666666666667
LCT	-3.04
GEMIN8	0.282
KLF16	-1.1631
HIF3A	1.5037
FAM44A	-0.881642857142857
AQP10	-1.3171
PLA2G2A	2.599
FOLH1	0.7415
C20orf186	-0.975
MAPKAP1	1.336875
SPRR2D	-1.703
UBQLN4	-0.269833333333333
RSHL1	0.117333333333333
PIAS3	-0.57225
MRPL24	0.4305
GREB1	-2.97125
FAM27E3	-2.4375
NUP62CL	-2.5235
NEUROG3	-1.9355
REEP3	0.891583333333333
MARK1	2.576
LMBRD1	2.29175
PRPF19	-2.118
PNMT	0.0828333333333333
CTGLF1	-0.076
SLC25A16	2.29025
EIF2B3	-0.3135
RPA2	-0.2115
PAK6	-0.0186666666666667
CCDC26	-3.645
SEMA3E	2.666875
MXD4	1.2548
TNFSF10	4.0213
SMARCB1	-1.205
DTX3L	0.612666666666667
PLA2G4E	0.9105
PPAP2A	3.38
ULK1	-0.244083333333333
TAS1R3	0.164
SLC2A3	-0.975181818181818
ARID3A	-2.3235
GNG5	-1.82575
ACOX1	1.0904
KIF5B	0.075
NUP153	-0.98525
MUC7	0.0375
CSDE1	1.041
CLPTM1	-0.7965
C3orf23	0.143125
LRRC17	1.02733333333333
TTYH3	-0.865125
ATP5B	-0.229
ELF3	-2.3285
CPSF3L	-0.445166666666667
ZNF665	0.552833333333333
TLR6	0.6971
GPI	-0.685375
RAD9A	-0.67925
NDST4	-3.31575
AGPAT3	0.59125
MAGI3	0.299166666666667
ADORA2A	-0.26675
CACNG7	-0.6425
CAMK2D	0.183357142857143
CCHCR1	-1.6185
RPS27A	0.06525
OR10G7	0.105166666666667
GCM2	-0.187
FAM135B	0.353222222222222
E2F1	-2.5915
PLCB3	1.01575
OR2AE1	0.905
COIL	-0.222166666666667
CDC25C	-4.2725
RAB11FIP2	1.16041666666667
TSC2	0.28375
CTGLF5	-2.1105
CCDC108	-0.333444444444444
OR13C4	0.55725
C10orf81	-1.048
PTPRB	4.21875
ACP2	0.7985
LAG3	-0.30125
MRPL54	-0.00175
LOC201175	-0.811
ITGB1BP3	-2.35466666666667
SPTAN1	0.346
SIPA1L2	-0.83575
RCAN2	0.5545
CDX2	0.7585
ECOP	0.02825
ACTR1A	1.04935714285714
PPARG	3.988
BBS10	1.45883333333333
TMEM44	-0.77325
BPIL2	-0.935
CITED1	-1.217
IRF6	0.5685
PRDM4	-0.11
RRP9	-1.09816666666667
OR10H4	0.39875
IL31RA	-0.735666666666667
GNB1L	-2.29
MYBL2	-3.49125
ZNF407	0.871
PPIG	-0.493166666666667
TTC18	2.712
RPSA	-1.055
MAPT	1.57071428571429
MRE11A	-0.722214285714286
C8orf37	-1.014
RASGEF1C	-1.2055
STBD1	3.3915
CTAG2	-0.0185
MGAT5B	-2.00466666666667
ECM1	0.6735
RLN1	-0.417
PARP14	0.063375
EPB41L1	1.5673
HOXA3	0.3225
MAGEA9	-4.197
RPS8	-0.431166666666667
RPS19BP1	0.87875
FOXJ2	0.7755
C10orf76	0.44625
IL17RE	0.63175
C10orf65	2.16925
ZNF343	0.494333333333333
FBXO33	0.955625
UHMK1	0.7132
LY6G6C	-0.90225
FGF19	-1.2735
C14orf128	0.919
IFIT2	2.066125
TIGD1	-0.75625
S100G	null
GUCY1B3	2.8945
NR3C1	1.6217
CORO1B	0.0455
PARP11	1.12983333333333
DNALI1	2.22616666666667
OR4N4	-0.0591428571428571
MAP2K6	-0.794833333333333
FSTL4	-0.73425
ANKRD47	2.3545
TMEM171	-1.603
PNLIP	0.215333333333333
YY1	-0.5535
CCDC138	-2.062
AASDHPPT	-0.9063
CKS1B	-0.6327
MCM3	-1.71083333333333
ANAPC7	-0.4145
FAM110A	-0.73925
CDC37L1	2.53966666666667
THTPA	1.06175
NBPF20	-1.8115
WDR24	0.068
NPTX2	-3.4555
CBLB	0.892833333333333
CETN1	0.246666666666667
RPUSD1	-0.51725
FAF1	-0.625
CDK6	-2.2315
HMX2	0.407
CSK	-0.791666666666667
TEAD2	0.883
SNAP25	-1.908
TUFT1	-0.5102
TMTC3	0.150666666666667
LCK	-2.49575
SGOL1	-2.91075
AKTIP	2.4955
FURIN	1.20125
SOX12	-1.9035
DEFB103A	0.2595
RAMP1	-2.65825
KIR3DX1	-0.731
GAS2L3	-1.38233333333333
PDE8A	-0.157
EDN3	-0.8585
GMIP	-0.1255
SF3A2	0.01125
FN3KRP	0.463
SMAD7	1.04375
RHBDD2	-0.0065
OR11H6	0.0875
PPP1R3B	1.3684
C9orf23	-0.978
CADPS	0.269
GOLGA8A	-2.41875
TMEM57	-0.209166666666667
RGL3	-1.1995
S100A14	-3.225
FGFR2	0.479
XRCC3	-1.749
RTN4RL2	0.1745
MGC3771	0.5945
GH2	0.1672
BTBD2	-0.263
LMO2	2.02425
RDBP	-0.729375
ACRBP	-1.20125
AMY2A	4.157
DUOXA1	1.045
PTK7	-1.52066666666667
TWF2	0.8745
FAM80A	-1.402
TNNI2	-2.28483333333333
GLT25D1	-0.038
OCC-1	-3.00575
CYC1	-1.41683333333333
RPL22	0.682318181818182
MORN3	-0.0341666666666666
DISP1	1.3645
PRB2	-0.524
CHUK	0.12225
HR	-0.168375
CCDC134	-0.34675
DENND4B	-0.52225
C14orf130	-0.448125
RAB33A	-1.59075
DCST2	0.288
TNMD	5.492
PEX7	0.396
FAM62A	1.42925
SRD5A2L	-0.2325
IL22	0.42975
RPS26	-2.534
HOXC5	0.8525
SPATA6	1.5555
FLJ38482	0.908375
ZNF234	0.2345
C18orf22	0.99325
SPATA22	4.45875
THOC1	-0.50825
CYP7B1	2.97475
KCNC3	0.679
C8orf42	-0.167
ALDH1B1	-0.102
CCDC100	0.5502
ARMC4	-2.1405
FAM18B2	0.925
SLC44A1	0.66125
FBXO17	-0.2465
C6orf107	-0.707
C19orf29	-0.57975
ZC3HAV1L	-0.478
PARP6	0.576
SULT2A1	-4.215375
C1orf159	-1.193
TMC1	1.11466666666667
CHST14	0.480625
GAMT	-1.69783333333333
SMCP	-0.504333333333333
TSPAN33	0.775416666666667
MIDN	-0.234857142857143
NOX4	3.98025
RNASEN	-0.4489
TBX1	-2.1802
SALL2	-1.24825
C10orf35	-0.655
CYP2E1	-0.61475
LRFN2	0.0851666666666667
ACO1	2.45583333333333
IQCG	1.393
MEGF9	2.0965
TM7SF4	3.0705
PLEKHA1	0.737133333333333
STK33	-1.981
C1orf210	-0.03925
SNUPN	0.3922
KIAA0406	-1.1184
C20orf29	0.2515
TMEM55B	0.20725
OSTM1	0.822125
CLCN7	-0.35375
OTP	-0.51925
FLJ23049	0.291666666666667
HEATR4	0.2445
MAP3K10	-0.843666666666667
PCDHGA9	1.1595
AMDHD2	0.1705
LCTL	-2.2915
PDCD2L	-0.576
CABLES2	-1.89075
SLC5A9	-0.50375
CLCA2	1.0025
MGC16025	-0.9615
STRAP	0.0423333333333333
C20orf196	-0.4325
RRBP1	0.0768333333333333
NAT13	-0.594
MAT2B	1.15075
CSNK1D	-1.661
KIR3DL1	0.33575
PRKAG3	0.254
ZNF599	-0.1265
PRM3	0.143
PER2	0.5
ASPHD1	-3.357
PRMT6	-1.3845
KCNE1L	1.19835714285714
FAM118A	0.143333333333333
TAF4	-1.1245
NDUFB6	-0.036
TRIM9	-1.21618181818182
PMFBP1	0.1985
KY	-0.236
DKFZp762E1312	-4.55481818181818
CSMD1	-0.93025
TBP	-0.440333333333333
OR1Q1	0.714333333333333
RETNLB	0.36675
HPGD	0.530714285714286
DNAJC12	-2.23366666666667
FKBP1B	-0.9885
ANKRD24	-0.356
CXXC5	-0.200333333333333
IL3	-0.349625
DRAM	0.846
PTCH1	0.1455
TP53BP1	-0.5255
SLC17A7	-0.142833333333333
COL25A1	-0.4097
AMACR	-0.416333333333333
RHCG	0.50775
VPS13A	-0.621833333333333
FAM55D	0.085
PRPF38B	-0.456909090909091
OSBPL6	-0.61475
PFDN5	1.0569
CMTM6	0.22525
KCNK12	-1.77675
RP2	0.4605
C16orf52	-0.499
PICK1	-0.4155
IFNE1	-1.852
SEMA4B	-0.9905
TYRO3	1.6925
OR12D2	0.4275
CSNK1A1	0.2325
FANCF	-0.30525
LONP2	0.066
TBL1Y	-0.57325
LDOC1L	0.469625
CCNC	0.23125
C3orf60	-0.36275
CHKA	-1.618
UBAP1	0.54675
MAP3K1	-1.3445
ANKRD9	-0.512
FAM92A1	0.915333333333333
GAB2	0.803625
AZU1	0.089
DIS3	0.374416666666667
C21orf109	-0.5925
IQCB1	-1.0125
SPATS2	-1.34966666666667
EFCAB3	0.27925
PRB3	-0.104375
FUZ	0.124333333333333
ZNF813	-0.27975
BMPER	1.449
HEG1	1.40975
ALS2CR11	0.1555
SURF2	-0.6105
PSMC1	0.564
OR2D2	1.077
SLC7A8	1.313
C4orf40	-0.978
SPATA7	1.49575
MAZ	-1.349
PIN4	1.11525
PDE1A	1.43575
TAF6L	-1.2215
OR2T34	0.4745
KIAA0284	0.736
ACADS	2.31318181818182
MKRN2	0.051
C18orf56	-3.431
MS4A6E	2.18216666666667
GALNT4	-0.35
C22orf31	0.833
FLJ36070	0.409
PSME4	-0.711
TFG	-0.1232
EPHX2	1.534625
ANXA5	2.07825
KRTAP1-1	-0.380125
BATF	-1.417
KARS	-0.58775
MSTP9	0.307
GPR26	-0.0685
CCDC72	-0.17275
TEF	1.60783333333333
FOXK1	-0.6748
PRLHR	-0.3935
EMX1	0.7425
C11orf30	-1.037875
ICK	0.612875
THSD7B	0.217
C21orf100	-2.1735
DUOX1	1.118
EFCAB4B	-0.613
UBE2G2	-0.766166666666667
C3orf54	0.40025
PARP1	-1.79525
FAM60A	-2.45881818181818
C6orf146	1.92475
OR9K2	0.595
DDX55	-1.21633333333333
RPS15	-0.481083333333333
ZNF618	0.0786875
DKFZp686D0972	0.93475
SSPO	-1.8305
SHFM3P1	1.887
CPA6	0.45675
JAG2	1.72525
DEFA3	1.908
PPBPL2	0.182333333333333
CD34	5.773875
SLCO4A1	-2.255
AFG3L1	-1.87116666666667
SHD	-1.06975
RP13-122B23.3	-0.616666666666667
PRKCSH	-1.33133333333333
DPH5	-0.0583333333333333
HLA-F	2.52125
TBC1D4	0.764
RIG	0.0405
GLUD1	-0.275333333333333
HNRPCL1	-0.010625
HBXIP	-0.58875
RNF207	-1.335
APIP	0.997
PLA2G3	-2.49016666666667
CCDC84	-1.3965
MYLIP	0.0345384615384616
PHIP	-0.055
AARS2	-0.733166666666667
DHX32	-0.116
SCAPER	0.306
MEN1	-0.107142857142857
NIP7	-1.2805
FLJ25404	-0.7615
FASTKD3	-0.585
TMEM158	-4.03183333333333
RARA	1.2745
BDH1	-0.594
ANKRD16	-0.3785
CARM1	-0.648
SS18	0.531333333333333
IKZF2	-0.7625
MYD88	0.601
PML	0.76145
TAF1A	-0.93325
CBFB	-1.202875
HIST1H3H	-3.09816666666667
C7orf29	-1.81625
COMMD4	-1.0585
DPP3	-1.57175
DAB2	2.25575
LOC388882	0.679
YPEL4	0.433125
AGBL3	0.65975
LRP6	-0.1042
SERPINH1	0.7675
TLE1	0.83325
CD244	0.819666666666667
ZDHHC15	-0.4955
MGLL	3.4142
PLDN	-0.0625
LOC654346	1.395
FAP	2.229
GPR37	-1.94433333333333
SCARA5	4.55616666666667
EBF4	-0.432
LSM6	0.6805
MLLT1	0.072
SLC5A12	0.547666666666667
A2BP1	-1.3188
COPS5	0.2775
TPM4	-1.24007142857143
TNFSF4	0.434
ACADSB	0.860333333333333
HERPUD1	0.733
BCL2L11	-1.42583333333333
CEP78	-1.87075
CDCA3	-2.701625
WBSCR19	1.35622222222222
MYO1A	-1.6095
PPEF1	-2.0382
LOC440348	-0.4835
CPEB2	1.059125
BPTF	-0.44675
RPL21	0.242625
GSX2	0.6585
ADPRH	2.41883333333333
C17orf68	-0.350166666666667
KCNS1	-1.5835
MLLT6	0.1721
PIWIL4	1.754
RNF26	-0.928
RAP1B	2.320625
ADAMTS1	1.7151
ZNF571	1.4265
P2RY6	-0.912
TRIM21	1.30733333333333
CADM3	1.73225
NLRC5	1.4105
ADRA2B	1.64083333333333
LOC90835	-2.423875
PCF11	-0.4135
LOC400451	-1.4815
GLTSCR1	-0.283
C17orf88	-0.557666666666667
CDH16	-1.7775
FGF7	4.243625
PCSK4	-0.632666666666667
NPC1L1	-1.431
TAT	0.7962
TBCA	-0.3955
MGC33407	-0.23875
GPR115	-0.971166666666667
CYGB	2.1325
FNBP4	-1.37883333333333
C12orf43	0.50075
CBL	-0.46
CLECL1	-0.2715
PPAPDC1A	-3.17275
WDR25	0.568333333333333
SGCA	3.01
C22orf29	-0.2914
YIPF1	0.734
GALK2	-0.004
RAB3B	-3.46088888888889
LOC440087	-0.117
UCP1	1.1975
REEP5	1.870125
FADD	-0.1679
FOXA1	-2.641625
CACNA1A	0.0853333333333333
ABI1	0.517333333333333
GRIN2D	-1.87325
SLC1A4	-1.35233333333333
LOC401127	-1.3705
HINT2	0.98075
PLD4	-1.4255
ZNF286A	-1.38825
ENY2	-0.52725
IL1F6	0.4635
PXDNL	3.37175
C20orf79	-0.380333333333333
TNFSF13B	2.62616666666667
DENND3	1.66575
JARID1D	1.28525
HIST1H2AK	-0.497625
LOC93349	-0.1407
SSH1	-0.5866
ENSA	-0.17675
LOC219854	1.33616666666667
CKAP2	-2.3135
DKFZP564J102	3.30333333333333
MGC87315	-0.276333333333333
HNRPAB	-0.9595
AMH	-2.4705
ZNF526	0.0335
BRUNOL5	-0.1686
CACNG3	-0.833666666666667
TRPM1	-2.167
PPP2R1A	0.159875
COL2A1	-1.43325
DDN	-0.0716666666666667
FLJ25770	1.36583333333333
HK2	0.00357142857142857
ELOVL6	-1.9235
MDK	-2.98875
EPHX1	2.50525
RASSF2	0.829125
DKFZP434B0335	-0.4655
DLX3	-0.113125
PRTN3	-0.82225
AVPR1A	2.54875
C21orf125	-2.2745
TNFAIP8	1.71866666666667
GNB2L1	-0.38275
CALCRL	4.138
SCGB2A2	6.46033333333333
UBXD7	-0.22625
ZNF674	-0.088
TMEM35	1.743375
BRSK2	-1.14425
HECTD3	0.798833333333333
TMEM188	0.545416666666667
LGALS9	1.43575
SCARB2	1.36283333333333
USP34	0.238583333333333
C17orf28	0.154833333333333
ZDHHC23	-2.169
AQP12B	-0.582
SLC16A3	-3.694
APLP2	0.80975
ITIH2	-5.76375
MICAL3	-0.043125
TNNI3K	0.8323
HDAC2	0.109125
PRR7	-2.7246
THBS2	-1.647875
LOC751071	-1.09566666666667
CA2	-1.8175
RANBP17	-1.1225
RLN3	0.61
CRYZ	0.0796666666666667
GBAS	1.02433333333333
TAS1R1	-0.00474999999999995
MPZL3	-1.496
PCDH8	-0.992333333333333
HSP90B1	-0.153916666666667
KCNK15	-0.887
TNIP2	1.367
GPR146	3.81
NOL6	-0.7795
SPC25	-5.14211111111111
STEAP2	3.17328571428571
VAMP3	1.60766666666667
TCIRG1	-0.638
ZP4	0.58225
PARL	0.84175
TRIM39	0.576666666666667
KIAA1305	2.1285
CRNN	-0.2632
GRN	0.1295
HSH2D	-3.20025
SCAMP1	0.33575
KIAA1913	-0.0655
PTS	-0.64625
BANP	-0.549785714285714
PRKACG	0.7755
ADCY6	1.92533333333333
C16orf46	-0.028
CYP51A1	-1.2085
DDC	-6.33166666666667
ANPEP	0.4125
PROM1	-4.9
SIGLEC10	1.52875
COPG	0.258
FAM26E	3.069125
TRIP4	0.4735
SNX3	1.72916666666667
C1orf175	0.596333333333333
PPY2	0.635333333333333
C14orf152	-0.41775
FTSJ1	-0.4525
DST	0.25965
LOC554235	-0.4435
GLRX5	0.2345
C20orf12	1.0808
CAB39	0.730166666666667
MSH2	-1.46416666666667
PIP4K2C	-0.247375
CYLD	0.948375
WTAP	1.005625
MGAT4A	0.365555555555556
TSC22D4	-0.6425
CHRM2	-2.134
PPYR1	0.162833333333333
CCNH	0.455
RRM1	-0.8355
ECAT8	-2.344
LOC400120	3.29825
GABRA4	-0.941875
C14orf4	1.792
C1orf59	-0.569
CTDSPL	0.777666666666667
NHEDC2	-0.5295
PDE11A	2.5630625
KLHL29	1.80175
CD5	-1.3833
TSPAN9	1.60553333333333
WDR67	-1.23225
THUMPD1	0.1232
C18orf17	0.46225
CLYBL	1.27066666666667
FLJ13231	-0.914375
CMBL	0.081375
LECT2	-1.93033333333333
NKAPL	5.43433333333333
LOC654780	1.1465
OR4C6	-0.2625
RAB30	0.924333333333333
TSSK4	0.4525
TMEM163	1.296
OSBPL11	1.60066666666667
GNB5	-1.9135
CCL21	0.94675
C1orf121	0.233333333333333
FMO2	4.97083333333333
RPTN	2.5615
MSTN	2.833
VCL	0.217714285714286
FYTTD1	0.48925
C11orf1	-0.0835
CCDC88C	-0.8251875
HFE	0.953
MOGAT1	1.833
FAM125B	1.50766666666667
IRGQ	-0.2395
RAVER2	0.26225
AKAP5	-1.0405
SSSCA1	-1.341
C11orf63	1.332625
ACTG2	-0.0848999999999999
PORCN	-1.3275
DTL	-3.9023
TMEM151	-0.0135
FAM122C	-0.3465
RSAD2	1.8216
BAT4	-0.5115
KRTDAP	-2.5246
MYH8	0.64275
CRTC3	1.45525
LRRFIP2	0.596
INTS4	-0.917
TTN	0.6984
SLC26A5	-0.083
PLLP	0.04725
RGS6	1.620875
SRGAP3	-0.577
ZNF525	-0.580666666666667
NBR2	0.000666666666666649
C13orf1	0.1762
ZNF137	-0.2415
CEP27	-1.312
BEST2	0.00949999999999998
RNF121	-0.275
DMRTC2	-0.739
C8orf76	-0.037
BCCIP	0.23775
MEST	2.966
HTRA2	0.5125
ANGPTL2	3.0755
ILKAP	-0.620666666666667
ERAS	-0.858
HBS1L	-0.383
CPA5	0.0535
TMEM30A	0.647333333333333
CD300LF	1.6955
WISP3	1.537
CRK	1.19714285714286
PDS5A	0.0077
BRPF3	0.161833333333333
NEDD9	0.6975
SMPDL3B	-1.714
PSG6	-1.1395
PSMD13	0.2205
ETV5	-1.9969375
OR51A4	0.169
BTBD7	0.374666666666667
GSTO1	-1.42425
hCG_16001	0.348
MAD2L1BP	-1.04716666666667
COX6A2	-1.697
SCNN1A	-1.78816666666667
LSM1	0.655666666666667
UGT2B11	-3.88975
IDUA	0.27225
PPP2R3C	0.5295
COX11	-0.3145
PDZK1	-3.004
ZNF443	-0.7645
MGC21874	1.19433333333333
ZNF323	1.9145
KRTAP10-10	0.396
CXCL6	-0.438666666666667
SLC34A2	0.343
LOC284402	-0.072
NPTN	-0.0718333333333332
UPP1	-1.0325
SLC6A9	-1.398
OR7G3	-0.3035
CISD1	-1.46866666666667
ZNF545	0.0985
SYT14	-1.1615
NT5C3L	0.617166666666667
ZNHIT3	-0.2175
SNRPD3	-0.32225
KIAA0701	0.847375
UNC93B1	-0.534333333333333
GMNN	-1.956625
SPCS2	0.4465
LOC388524	-0.628
NAPRT1	0.02225
PNLIPRP1	-0.59
OR6V1	1.0525
PRKAB1	-0.132
EYA4	0.736
KIF20A	-4.69625
ALG10	0.0955
ITPKC	0.875166666666667
LMX1B	-0.720666666666667
RPUSD4	0.3605
C7orf34	0.2902
DLGAP2	1.394375
PFN1	-0.9781
MICALL2	-2.37291666666667
ZNF654	-0.564
SS18L1	-1.228625
SLC16A8	0.4315
MKI67IP	-0.663
ITGB3	-0.06675
TCEA3	0.21175
CEP152	-2.34142857142857
CLIP1	0.6395
ZNF75	0.832375
ATP5C1	0.0153333333333333
NUDT5	-0.789166666666667
PSCDBP	0.10975
UBP1	-0.2475
RBM27	-0.9215
C13orf15	3.714875
ZNF282	-0.221833333333333
ZNF222	0.515
COL10A1	-0.4935
PRDM15	-0.9995
TTTY5	-0.033
FAM9C	-1.33244444444444
C20orf67	-0.7025
GNG13	-0.0115
F12	-3.964
C1orf41	-2.10125
CPXCR1	-1.86
GSK3A	-0.339
SUPT6H	0.023
PI16	4.40833333333333
ELL2	0.915333333333333
C9orf167	-1.22933333333333
PVRL3	0.4178
FLJ38596	1.51075
ADAM20	0.46625
GPR89A	-0.3425
GPR87	-2.787
ZNF30	0.585
SMR3B	0.773
ZNF770	-0.00362499999999999
TRPC4AP	-0.147833333333333
DKFZP686E2158	0.2
C2orf28	0.0705
FREM1	3.21716666666667
LAMA4	3.0075
ADPRHL2	0.0935
EIF4G2	0.732833333333333
GUCA1A	1.2745
CTNNA2	-1.564125
NUDT15	0.2645
CEPT1	1.5235
ZNFX1	0.7302
CCDC92	2.10975
TDRD1	-4.4565
KCNK5	-1.67983333333333
ETNK1	-0.876909090909091
LTA	-0.035
TTPA	2.05266666666667
B3GALNT2	-0.97975
SC65	-1.1085
PEX5L	-2.126
EPS15L1	-0.783
MGEA5	0.476875
HIST1H3A	-0.29175
ING1	0.69075
BCAT1	-1.681375
ORC6L	-4.10263636363636
KLK11	-5.444
C19orf28	-1.959375
DNER	-2.381125
MED22	-0.812
ETV6	-0.0765833333333333
CHAC2	-0.576
CD300E	-1.35
CEBPB	1.95541666666667
ZNF398	-0.372
LRCH3	-0.163
HMGA1	-2.454
CAPN7	0.571666666666667
MGC5566	-1.55625
CCL3	3.48371428571429
NANOS1	1.104
ZFYVE19	-0.485
APITD1	-1.09133333333333
PARD3	1.021125
IRAK4	-0.217666666666667
SERPINI2	1.4125
CEP170L	-0.99625
TTC9	-0.286
MYOM3	-1.8815
MLPH	-1.436
LOC222699	0.172
NRG1	-2.05718181818182
TBC1D9	1.93963636363636
TTK	-4.802
ZNF557	0.3597
DDX41	-0.634333333333333
FANK1	0.919
UBE2D2	-0.212625
PSMB10	-0.069375
MYH7B	2.6045
GABARAPL2	1.35575
MARVELD2	-1.8232
DGCR2	0.6675
UNC45A	0.6435
C6orf72	1.0915
ZNF683	3.67
GIT2	0.598125
CASK	-0.242666666666667
C14orf161	0.547666666666667
LRRC44	0.2455
TIFA	-0.599625
UTP11L	-0.14475
C6orf65	-0.40425
FDPS	-0.273
DUSP9	-1.5579
SLC17A8	1.6255
OR51G1	-0.2635
NANS	-1.179
OLFML1	2.53225
ATP10B	-1.269375
NPAS3	0.09625
PRKCA	-1.6138
GGA2	-0.432625
LCE4A	-0.0385
SPANXN3	1.83633333333333
CCDC115	1.9575
SDCCAG3	-0.9125
GLIPR1L1	0.681
TTC1	0.6445
C17orf76	2.166
MAD2L2	-1.84125
HIPK1	-0.3941
LRRC3B	1.6675
CLN3	-0.652409090909091
C17orf47	0.2265
FMN2	0.523125
TUBB1	-0.358428571428571
WAPAL	-0.273666666666667
C3orf21	-0.045375
SCN5A	-0.633
SMYD1	-0.3195
BEX5	0.445
ZNF192	0.8675
SEC22A	0.158833333333333
GRIA2	0.790583333333333
KIAA0825	-1.25275
NUSAP1	-4.39381818181818
LANCL1	0.00700000000000003
C15orf40	0.5817
ZNF645	-0.479857142857143
GPR61	-0.989
NLRP14	0.71
SNX21	1.9588
C1QTNF8	0.1335
C17orf46	0.4795
IFNA8	0.6565
SPRR1B	-1.648
FLRT1	-0.5535
SNX17	0.871166666666667
ASB2	-1.00383333333333
HBG1	-4.7785
RPRML	0.15225
JOSD2	-0.303666666666667
PLSCR3	0.27975
SPOCD1	-0.279
RAB39	-2.021
GHRH	0.0378
ITIH5L	-0.95575
C17orf37	0.0845
SMCR8	0.2305
DPY19L2P3	-0.069
IL11RA	2.525
GDF3	-3.89933333333333
RPS6KB1	-0.903666666666667
DNAJC19	0.4137
TOP1	-1.035
CRCT1	-1.31483333333333
MPST	0.976625
DPM2	-0.842285714285714
FAM38B	-1.95966666666667
SLC18A1	-1.30875
FARP1	-0.7095
PAX7	-0.2115
TUBD1	-1.1015
GNL3	-0.887
BTG2	2.55073333333333
NDUFS6	-0.25675
C1orf79	-2.356
ERAL1	-1.2105
ECHS1	1.93275
VPS4A	0.0683333333333333
CYP11A1	1.159125
ABCC6	1.78157142857143
PBX4	-1.4375
MOSC1	3.678
NCF4	2.136
HYMAI	0.7785
NAGPA	0.189625
OTOP2	-0.264333333333333
ACOT12	1.0265
MTHFD2L	0.08775
LOC441376	-1.0675
C19orf34	-0.992
RAB1B	-0.00275
ALDOAP2	-0.5885
NTRK1	-1.63783333333333
ARTS-1	2.9629
SLC6A11	-0.876
NAP1L2	1.232
CNGB1	0.722
EPB41L4B	3.32808333333333
FAM134B	2.866
HS3ST3A1	-1.88466666666667
CPXM2	6.1905
SIRPB2	0.901
CHORDC1	-1.06
TRIB3	-3.16216666666667
SLC2A5	-0.016
C2orf49	-0.682833333333333
DDX5	0.36025
OR5L1	3.706
ANAPC4	0.196666666666667
ZSWIM1	-0.364125
LOC93622	-0.315625
KCNK3	-0.6597
RP11-35N6.1	-0.911375
ZFP161	1.18766666666667
AQP9	3.74475
SLC15A2	-0.997833333333333
MREG	-1.2135
OR9I1	0.284
PDLIM2	1.09875
ADAM7	0.3985
GSTCD	-2.0715
WDR21A	-0.38575
SLC12A8	-0.056
TMEM174	0.53525
IGSF3	-2.07333333333333
LRRN1	-1.7975
LOC402117	-1.305
SRPK1	-1.76233333333333
LY6K	-1.21
NFIA	3.0535
PTCD3	-0.061125
LEP	4.6775
PCDH21	-0.8374
MAPKAPK2	-0.101857142857143
NMNAT1	0.130833333333333
LHFPL2	0.17725
C9orf43	-0.71925
DIP2A	-0.7045
ACTR8	0.152625
CCDC34	-0.587
PTPN22	-1.64
ITGA3	-1.502125
FAM129C	0.57175
RABGGTA	0.358166666666667
UNC45B	1.18075
KIAA1033	0.491375
ZNF510	0.666
CYP2D6	-0.640666666666667
SLC26A10	-1.354
STX8	1.59875
LUZP1	1.022
WDR89	-0.3315
EIF4G3	-0.242
C5AR1	1.42325
ZNF623	-0.0005
A2M	2.4705
TGM7	0.8825
GRPEL1	-0.3
LMNB2	-2.798
ROCK2	1.08
SNX16	1.29525
CCDC66	1.42925
ANXA3	1.311
KIAA1609	-0.504
EED	-0.58825
RNF32	-0.0726
HES1	-0.4222
CLC	0.0353333333333333
ISL1	-0.1378
KIAA0528	-0.0885
MANEA	0.548
C1orf61	-1.462
hCG_2001000	0.35325
RAPGEF6	-1.5227
KIAA0020	-0.0403333333333333
NEIL1	0.72525
C16orf45	0.354375
RBM10	-0.741
C10orf125	-0.4365
MRS2L	-0.94375
DNAH17	-1.52557142857143
C19orf10	-1.27275
C1orf160	0.12775
