Hybridization REF	TCGA-E2-A152-01A-11R-A12D-07
ZNF136	-0.12425
MGP	2.0786
CCDC144A	0.151333333333333
TRPC1	-0.5045
SMS	-0.128166666666667
MAPK7	-0.1785
RRAGC	0.59
PARD6A	-0.132
NUB1	0.273666666666667
SYNGR4	1.74275
OR11H12	0.041
WIF1	0.661875
GCH1	-0.445
OR11H4	0.143
SLC44A5	3.4115
GPRIN2	2.07766666666667
LOC401431	1.39675
CPA4	-1.3457
MELK	-2.32611111111111
IL15RA	0.2945
CUL3	0.112875
HMBOX1	0.967
PODXL	-1.93625
CCT6B	1.26166666666667
COMTD1	-0.156
MUC20	-0.253166666666667
GPX2	-0.80975
ITK	-2.143125
FBXL5	1.762
C13orf27	-2.2225
DEFA5	0.6155
TRHDE	-0.445
MTP18	1.2585
UQCRQ	1.6471
ITGB2	1.93608333333333
CSRP2BP	1.063
TAS2R44	0.9225
PHPT1	0.350875
FAM44C	-0.2975
ERH	0.8375
MPHOSPH1	-2.07333333333333
MORC1	-0.3975
PARVB	-1.426
LAMA1	-2.11233333333333
PGBD3	-0.1125
GIMAP6	3.8145
AREG	1.25983333333333
LIPT1	-0.24375
MGC99813	-1.55325
C1orf201	0.358
GRIN2A	-0.428777777777778
MAN2C1	-0.751
NSUN5	-0.73175
SF3B5	0.14725
MYC	-2.838125
NRXN1	-0.924818181818182
ZNF18	-0.187
SPDYA	-0.388625
SLC37A1	2.331
DECR2	-0.394
ANKRD38	2.069
SPTLC3	-1.44083333333333
SUPT16H	-0.34825
DTWD2	1.78675
ULBP1	-0.893
ZADH1	0.810166666666667
OIP5	-2.61675
IL10RB	-0.107
OTUB2	0.4035
VWA3A	-0.0765
SPIC	0.163666666666667
OR6C4	0.1595
PSCD4	1.6395
DPY19L2P2	-0.625
TRAPPC6A	0.229333333333333
C21orf2	-0.2145
CEMP1	0.574
LIN7B	1.6185
E2F7	-2.14316666666667
VCP	-0.0751875
LAMA3	-0.637916666666667
BGN	2.7305
GPR160	1.93416666666667
COCH	-4.80883333333333
GPR81	1.439
APOBEC3F	-1.072
tcag7.1017	-0.76275
C1orf32	0.625
SCGB1D2	2.37825
FLJ43987	-0.202
C6orf170	0.36125
KLK9	0.3015
GPD1L	0.613875
VPS37B	1.051
ATG3	-0.371666666666667
ADAMTS17	0.095
KLHDC2	-0.0735
NDUFV2	-0.55675
BLK	-3.0265
MATN4	-1.6185
GPM6A	-0.620625
GBP4	2.952
TMEM162	0.487666666666667
PKP2	-0.2095
HRASLS	1.71011111111111
MMP1	3.1675
SFXN3	-0.0448
FSD1	-1.87083333333333
ST6GALNAC3	-1.6395
CA12	1.6398
NCOA6	-0.00524999999999999
C19orf58	-0.2807
PPP4R1	-0.4385
MAN1A2	1.08
IKBKAP	-1.26
UPF1	-0.0536666666666667
KIAA1219	0.735
WNT16	1.2945
SNW1	-0.2
IL18RAP	1.72325
RPP30	-0.405875
CDC40	-0.00942857142857142
SETD3	0.611833333333333
SLAMF6	-0.477
ELK4	-0.544
TRIM47	0.421666666666667
ACOX3	2.12525
TRIM6	0.837375
KIAA0372	0.0791666666666667
TP53AP1	0.7255
SMURF2	-0.15175
ADAD1	0.41775
EBP	-0.7748
KRTAP13-2	-0.203
FLJ36874	-1.378
TOR1A	-0.134333333333333
P2RY4	0.981
GPBP1	0.367
TRPV1	-0.5455
ADAMTS12	1.27816666666667
PES1	0.8886
ATG4A	0.677666666666667
MAGEA10	-4.3425
WFS1	2.05825
CC2D1B	-0.378166666666667
PABPN1	0.125625
SLC25A30	-0.41375
SLCO1C1	-0.139
SLC22A5	0.00575
KIF23	-2.76233333333333
SYN2	-0.5335
ASPN	8.18333333333333
CENTG2	0.966
QSOX2	-2.372
FLJ10815	0.915166666666667
STK24	-0.6735
SPEG	-0.1665
STK10	-0.512666666666667
DACT2	-1.2875
AAAS	-1.0125
SSX3	-1.846125
ABCD3	-0.232
C4orf12	0.859875
PARVG	1.07333333333333
FIG4	0.53525
C9orf46	-0.4325
TMCO6	-0.993
IGHMBP2	-0.37675
DUS2L	0.373833333333333
FAM3C	0.46025
TMEM16D	-3.114
DCTN4	0.458
KCNH3	-0.24775
EIF2AK2	0.703
AP1S3	-0.070125
CST4	1.3045
PAM	0.457375
NUTF2	-0.3935
CITED2	-0.2566
SLC39A4	0.25275
C2orf52	-1.173
GRM3	-0.13425
C12orf49	1.31925
CCDC49	-0.6526
GRAMD1B	-1.251
FNDC4	1.02525
SIAH2	-0.6725
GDPD4	-0.22375
C21orf87	1.29475
ATP5A1	-1.0435
C16orf63	-0.348625
LOC388135	-0.6555
ATP5J2	-0.813125
MMP3	-0.05575
EMID2	-0.10025
CRHR1	0.252
WDR70	-0.21425
C13orf31	1.86225
ZFAND1	-0.275
CCL18	4.42433333333333
C3orf49	0.691
RINT1	-1.9425
KIAA0408	-1.69883333333333
F13A1	5.5762
SLC10A1	0.2985
OGN	3.2725
GIPC2	-2.65216666666667
XPO6	-0.535
LCE1A	0.903
FMR1	0.7879
LOC374920	0.41675
DUSP3	0.246625
ANKMY1	0.21
C7orf50	0.44425
BBS9	-0.7834
UNC119B	0.121
C9orf72	-1.239875
MGC35440	-0.152
ENTPD6	0.26825
PPP1R2P9	0.476333333333333
ERCC4	0.252
FAHD2B	-0.2325
HMHA1	-0.2625
HACL1	-1.18525
RAD23A	0.00616666666666667
FAM83B	1.653
PPP5C	-0.527166666666667
RNASEH2C	0.140875
C9orf153	-1.10175
SCAMP4	0.6675
GHITM	0.1643
NDUFB7	-0.319375
ADCYAP1	-1.0584
SP110	1.80066666666667
MAP3K7IP2	0.77075
DHH	-0.0425
AGRN	0.419285714285714
WDR33	-0.109333333333333
CEP290	1.34066666666667
PRPS1L1	-1.9675
KLRA1	-0.4355
GPR97	-0.1455
CHD7	-0.776083333333333
TLR10	0.138333333333333
SLC30A8	-0.91
HIC1	1.48783333333333
IAPP	0.504
RXFP4	0.422
GP1BB	1.778
SHQ1	-0.7225
NKX2-3	0.4495
API5	-0.40575
FTHP1	-0.4995
MOV10L1	1.6235
TRIM6-TRIM34	2.8505
ADHFE1	-0.59625
FAM117A	-1.46925
DDI1	0.4265
CDON	-1.1975
TRIM73	-2
IGKC	2.405
MMP14	1.64783333333333
DYNC1LI1	-0.953625
C11orf66	-0.6275
TRBV3-1	-1.42366666666667
FASTKD5	-0.25
BIVM	-1.2285
LHX4	0.2545
CXCL2	-2.2904
RAB2B	-0.0913333333333333
IZUMO1	-1.237
MAP3K15	-2.254
FAM19A2	-0.162
ZC3H8	-1.08116666666667
ZMAT1	2.670125
SPINK5L3	-2.27066666666667
SLC10A6	0.005
APPL2	-0.13
CARD10	0.541833333333333
LOC402176	-1.264
EEF1D	1.0278
RAB6A	1.4641
C12orf5	-0.87975
PAPOLG	0.352
MSRB2	1.29875
BCR	2.28861111111111
PUS3	0.23725
TIAM2	0.11625
ZNF317	-0.521666666666667
CHD2	0.0319285714285714
FZD5	-1.66404545454545
NUDT8	2.37725
ZNF763	-0.425
PRC1	-0.999777777777778
ABCB9	1.16216666666667
SPATA3	0.284
TRAK2	0.171625
STAB1	2.934875
LRRTM2	-0.199833333333333
psiTPTE22	1.81625
DBI	1.193
SERPINA11	-2.17025
NAT5	0.8585
C20orf58	-1.2935
RPS6KA4	0.423
FLJ90650	-1.008
TGFBRAP1	0.0875
CHRDL2	-1.137375
FAHD2A	-0.18
CNTN1	0.605
BBS4	-0.028
TMEM181	0.53875
MINPP1	-1.20375
MPHOSPH6	2.37966666666667
HOXC10	2.3719
ITPKB	0.532125
CLPTM1L	-0.27975
MEOX2	-3.22616666666667
ATP6V0C	1.040625
PRPF8	-0.927
TMC5	4.81225
FKBP3	0.08025
PLEKHB2	0.119625
OR4D6	0.2695
ZNF544	-0.6392
D2HGDH	-0.244
RPL18A	-0.9301
HEL308	-0.111875
MPP6	-3.9995
TCERG1	-1.719
KRT16	-0.260166666666667
KLF17	-1.36466666666667
KLF5	-0.054875
CDR1	3.600875
VCX3A	-4.3695
FBLN2	2.161375
C14orf104	0.09125
HBE1	-4.4946
OR4S2	-0.253
C1orf108	0.496833333333333
ROBO4	3.60466666666667
CPEB4	1.40475
C11orf80	0.712833333333333
BCKDHA	1.3475
MYOC	0.3625
GIF	-0.912
CKMT1A	-1.658
RPL3	1.2603
THBS1	2.52975
APOO	-0.625
ARMCX1	2.17875
HSZFP36	-0.394
SNAPC5	-0.12975
EIF4ENIF1	1.67475
ZNF433	-1.0285
TNFRSF21	0.6715
TMPRSS7	-0.226
SPATA18	0.8853
HPDL	-2.7755
MKL2	0.773
TBX3	2.12515384615385
C21orf93	0.5965
DAXX	0.00975
ELMO1	-0.582
RGS13	2.056
TAF11	-1.6135
UNC13A	-2.056125
LOC653314	-0.4114
ORC3L	-0.7035
IMAA	-3.066
TARBP2	-0.2005
CABIN1	1.5532
TRIOBP	1.8884375
HIST1H2AC	1.716375
RGS22	-2.66116666666667
NCOA1	0.626666666666667
IL25	1.529
SNCG	1.695
GPR6	0.4895
AMDHD1	-1.69066666666667
CHEK2	0.068125
C6orf142	-1.24325
DRD4	1.443
C14orf68	-1.14775
GDF11	-0.84325
SEMG2	0.9085
CD247	-2.43725
CDAN1	-0.5
RBMX2	-0.0295
TGS1	-1.09775
OIT3	0.61675
SYF2	0.10125
MCM4	-1.3665
PKHD1L1	0.0235
CEP192	-1.04233333333333
IFT88	-0.475
RPL9	0.497357142857143
RAB32	-0.1575
DDX43	0.7815
P2RX2	0.429666666666667
OR5D18	-0.272
UBE1	-0.2065
SLC24A1	-0.686625
ARHGAP5	0.94725
CETP	-0.32475
KIAA1731	-0.5375
SLC9A4	0.1505
PTPN6	0.98475
BAHD1	0.21475
GRIK3	0.053
CACNB2	-1.124
PDE10A	2.009
DGCR14	0.17775
PCDHB9	-0.658166666666667
RHOQ	1.00483333333333
MAP3K4	-0.384
KTI12	-0.402166666666667
RPL23AP13	-1.8755
GNG11	-0.1125
CLCN3	1.39583333333333
GPAM	-0.85525
VSTM2A	1.161
SLAMF7	1.46466666666667
INTS2	-2.069
PPP2CA	0.019
LRP12	0.0897333333333333
SEC14L2	1.18066666666667
DKFZP586H2123	1.23525
MC3R	-0.2565
CIRH1A	-1.34983333333333
HIST1H2AB	1.39
POLH	-0.164375
MGC16703	-1.79033333333333
SNAPC2	-0.017
FILIP1L	1.8845
RASGRP4	-0.239
LRRC1	1.572
GAS1	1.82325
PRAC	-0.95575
DGKA	0.374166666666667
NT5C3	-1.073
PEG3	-2.08525
NADK	-0.36425
PRR17	1.13175
LOC374569	-0.6525
SGSH	0.872
NLRP8	-0.2995
GALT	-0.5393
MCF2	-0.731
ZNF263	0.322
TACSTD1	2.39433333333333
TYR	-5.9304
ATP6AP2	1.31625
RNUXA	0.11775
ABHD10	-0.5869
GDPD2	-0.9925
SLC35C1	0.04275
UBE2A	0.928875
HERC5	-0.686833333333333
FAM112B	-4.33533333333333
FBXL16	-2.582
DKFZP434A0131	-0.507
ELA3A	-1.8455
RBM41	-0.42125
HAO2	0.000333333333333371
RNH1	0.107625
SHANK2	1.62483333333333
OSBP2	-0.101375
DAK	-0.751333333333333
C3orf58	-0.532916666666667
TCL1B	-0.2475
KBTBD2	-0.557625
SUGT1L1	-0.51
UBE2E2	-0.333
MYL9	3.277
CDC23	-0.7435
PBXIP1	2.0814
CXorf40B	0.592
NBL1	1.7985
RTBDN	0.141
RAB11FIP5	0.346
TTTY13	-0.5035
SCOTIN	-0.0631666666666667
SOHLH1	0.0524
CDKN1A	0.770785714285714
NCK1	-0.32925
ZNF550	0.646
SAPS3	0.924833333333333
SPIN3	-0.290666666666667
MAGEE2	0.0205
MIS12	-1.46516666666667
OR8H2	0.635
KIAA0774	-2.4012
UNC5D	-1.782
CUL7	-0.268
LIPC	-2.6285
DIO1	-2.78275
C20orf11	0.1005
CTRL	-0.595
HS3ST2	3.95325
PAK4	1.59716666666667
CCRL1	4.58075
RNF10	0.514125
ZNF567	0.20025
ZNF660	-0.127
TCEAL3	1.21625
MAGOH	-1.21783333333333
CENPB	0.448166666666667
C19orf7	0.920875
LOC388965	-0.000999999999999994
ZCCHC13	0.0685
JMJD1A	-0.5386
HIST1H4H	2.381
TBRG1	-1.2107
GPC3	-2.1885
TAF1C	-0.529125
EBNA1BP2	-0.8955
CIAPIN1	-0.17825
PDGFRA	-0.160722222222222
CSTB	0.109875
CENPI	-1.597
GTF2E2	-0.811666666666667
RPP21	-0.8495
CCNF	-0.616666666666667
KCNQ3	0.579
FAM79A	1.2695
SLC22A12	0.461
NOVA1	-1.27283333333333
FZD3	-0.4176
AKAP8	-0.61775
SOCS5	0.345125
CFDP1	-0.26875
DLG5	0.30625
PGM5	0.21475
C1orf144	0.67775
HDAC10	-0.9855
RND2	-1.06475
C20orf199	-0.8385
RNMT	-0.633625
SLURP1	1.32275
ASTN1	-1.5315
SH3BGR	-0.028
MYCL1	-0.129375
ZHX1	0.833
CENPK	-1.75475
FOSB	0.2673
LOC643406	0.646375
C2orf59	-0.83
TMEM135	-0.31325
SLC27A2	-3.5285
KRT33A	1.3005
OVOL1	0.317875
PAMCI	-3.02783333333333
S100A7	2.5295
ZNF789	-1.842
HARS2	0.16625
RPL23A	-1.34616666666667
TCF23	-0.0325
UPF3B	-0.98175
C17orf78	-0.8515
HLA-DOB	0.219
C14orf142	0.29
TEKT5	0.599
DMWD	0.622
POLD1	-1.41933333333333
GSCL	-0.9965
CALD1	0.8782
SCRT1	1.13166666666667
AIG1	0.7945
UNC84B	2.11625
ZNF404	0.4475
TMED6	-4.15675
KIAA1462	0.952
LRRC27	1.24816666666667
PYGO1	0.16
PIGU	-0.389
ALAS2	-3.53466666666667
WRNIP1	-0.251375
CNNM3	0.2085
ZNF2	0.45775
ST3GAL5	0.659416666666667
MRPL23	-1.2395
TSSK6	-0.25875
PSMA6	0.00375
C16orf70	-0.2515
KIAA1602	0.23925
ALMS1	-0.027
DCN	3.629
TMEM132D	-0.74975
SUCLG2	-0.7105
ABHD14A	-0.285
DEXI	0.0865
AMPD2	-0.673166666666667
IFNAR2	0.390666666666667
CYB5A	1.4877
TLOC1	0.2731
NXF5	-0.574333333333333
NRBF2	-0.02
KCTD3	0.08925
ITGAE	-0.753166666666667
SLC30A3	-1.8505
ZRF1	-1.0125
IFRD2	-0.91475
XAB1	-0.237
PYCR2	0.00733333333333333
SERPINB3	-4.323
TMLHE	-0.3183
GEFT	-1.347625
ABCA5	-2.8905
EMR4	-0.0142
TSFM	0.033
HIST3H2BB	0.4695
ARHGEF19	1.49925
TSPAN17	0.703166666666667
ABCC8	0.11975
MAP1S	0.0411666666666667
C22orf36	2.377
BNC2	0.833857142857143
HIST1H4A	-0.51225
NDUFS3	-0.0345
WDR3	-1.3015
XKR4	-1.28125
TTC33	-0.303714285714286
STMN2	4.191
CPN2	-0.555
HSPC105	2.100125
PCOLCE2	-5.15025
C3orf55	1.6135
KLHDC9	2.12383333333333
TBC1D23	0.485625
ATXN2L	-0.551083333333333
MAP2K3	-0.234166666666667
SCAP	-0.5795
ZNF486	0.184666666666667
C20orf96	1.42925
NARS	-0.5125
ADAMTSL1	0.262142857142857
PRCC	0.139333333333333
CCDC126	0.148833333333333
ZNF675	-0.7585
CALCOCO1	0.3505
ANKRD43	4.29775
CWF19L2	-0.858666666666667
ZBTB32	1.164
BRAF	0.74425
ODF4	0.4375
MGC14376	0.3335
HORMAD1	-3.3004
AAK1	-0.535583333333333
PEBP1	1.41883333333333
TNFSF5IP1	-0.534833333333333
DKFZp564N2472	0.24325
RMND1	-0.995
IGKV1-5	2.89775
COL1A2	4.33541666666667
SERPINA5	-2.34675
AANAT	0.138
C19orf21	-0.169333333333333
GEMIN5	-0.48575
UBR4	-0.379333333333333
LTBP3	1.2205
AMHR2	-1.59066666666667
PROCR	-1.324
MYBBP1A	-1.082
C20orf39	3.13383333333333
ZNF697	0.5365
PASK	-1.1383
ZNF776	0.749833333333333
RFXDC2	-0.425875
KIAA0467	0.219
C10orf96	-2.32166666666667
ZNF503	0.30375
GULP1	-0.941583333333333
KCNE4	1.23133333333333
DKFZp434K191	-1.152125
LOC196913	0.414
BHLHB4	1.806
CH25H	-0.20425
LOC81691	-0.872166666666667
ALPL	-0.213214285714286
COL12A1	2.841625
FOLR3	-2.11216666666667
GPR123	0.138625
TRIM62	1.02992857142857
ABLIM1	1.07016666666667
MAST3	-1.3275
RHBDD1	0.272333333333333
LOC338809	-0.4015
RYBP	1.41225
TTC26	-0.66725
ZNF22	0.095
ISCA2	0.17675
RDM1	-2.266
PIGM	0.21175
GNB3	-0.8255
ACTR2	1.0058
HMGB1	-0.13525
EDG1	1.84133333333333
SOAT2	-2.73825
OR10AD1	0.0535
RAP1GDS1	0.290666666666667
LCE1F	0.5625
ESM1	-0.085625
RCN3	3.355
CREBL1	-0.9925
DBNL	0.771833333333333
PTGER3	1.5415
USP30	0.190166666666667
BCL2L12	-0.162333333333333
KIF26B	2.74425
ZNF416	0.94025
ZNF225	0.264
C17orf70	0.0915
ZNF554	0.45825
RAE1	-1.10683333333333
TNIK	2.28833333333333
ACTN3	1.346
MGC45922	0.999
CCNA1	0.751333333333333
RYK	0.197666666666667
IL26	0.4845
LRP3	1.41266666666667
QARS	-0.20925
SOX7	0.9135
BID	-0.768125
OR2S2	-0.4585
CXCL14	2.08575
C11orf47	-0.5295
MGC29891	0.544666666666667
HSPB8	-0.0318
PRDM14	-3.2215
NUFIP2	0.31325
MNAT1	-0.092
ZDHHC2	-0.96075
MBNL2	0.0905
ADD3	-1.5365
CSNK2A1P	-0.485
KLK6	-1.42166666666667
TMEM111	-0.2943
KIAA1279	0.167
NUBP2	0.462166666666667
RAB42	0.4165
ID3	1.5336
TM9SF1	0.21525
MDP-1	-0.24875
POU4F2	-0.26325
IQCK	0.79275
C16orf14	-0.7695
CAPN3	-1.237
FAM43B	-0.128625
RECQL	-0.87425
AP1G1	0.496928571428571
CTNNBL1	-0.7145
ECHDC1	-1.87266666666667
SMARCC1	-0.1354
FOXQ1	-0.884375
GNAI3	0.167
POLG2	-2.6995
CD4	1.3705
ITLN1	-0.44225
EBI2	3.5005
IRF1	0.4525
PTPRE	2.2443
PTK2B	-0.2705
NXNL2	-0.855
SOX4	0.821
TSPAN3	0.433666666666667
SH2D1A	-3.42333333333333
C8orf58	-0.287333333333333
USP20	-0.04975
DUSP22	-0.596833333333333
CALB1	-2.22683333333333
L3MBTL2	0.690416666666667
MCRS1	-0.3605
TMEM118	-0.266666666666667
C18orf8	0.377833333333333
FLJ10241	0.290625
GJA12	0.82775
PKD1	0.120333333333333
ZFP3	-0.3555
JAM3	-0.398375
LAPTM4A	1.7748
DIRC2	0.48875
KIAA2022	3.18716666666667
MYOM1	-0.395666666666667
TRPM8	-2.51516666666667
MOP-1	1.12725
PHKG2	-0.0555
ZNF650	0.209875
KIAA1522	1.685875
PSG8	-2.36966666666667
DDX19B	0.1075
MOBKL1B	-0.238
DIAPH2	-0.905583333333333
PTPN12	0.49125
CLN8	0.7667
CRYZL1	-0.0306666666666667
CRY2	0.693083333333333
FCGR2B	4.90383333333333
PNPLA4	1.114625
ZNF454	2.277
DKFZp434B1231	-0.0555
CLDN11	-0.0455
RFWD2	0.182333333333333
CIB2	-0.163
MXRA8	3.817375
HRK	1.21075
MAML2	-0.81225
C4orf31	0.81325
C6orf192	-0.493
COG6	0.094
FAM5B	-0.43725
NFATC1	0.1139
SEPT10	0.1765
SCYL1	0.578
RPP40	-1.23175
SCOC	1.0123
KIAA1450	1.698
CTDSPL2	-0.6755
TBX5	3.7222
NAPG	0.693875
RHD	-4.59325
C14orf45	2.5015
ZBTB22	0.8395
PLCG1	-0.874
ANKRD10	-2.0645
AQP7P2	-1.26025
TAGLN2	0.763333333333333
HTR2C	-0.867666666666667
SLC16A7	-1.45966666666667
C17orf83	0.3935
TSGA14	-0.432083333333333
MDH1	-0.21425
PPP3R2	0.0706666666666667
DCBLD2	-1.75492857142857
RBM33	-0.203875
DPH3	-1.389
SYT10	-1.763
FMO4	2.66675
THYN1	-0.89375
DRD5	-3.603
OTOR	3.688
PGRMC2	0.5701
KATNAL1	-1.226375
PAQR6	-2.8945
UBE2I	-0.77425
C14orf28	0.57
C8orf70	1.532
FLYWCH1	-0.165375
ANGPTL3	-1.164
GLRX2	0.0115
ATP11A	-0.984571428571429
ARL5B	0.560125
MUC16	-2.94425
SLC25A5	-0.439357142857143
ACRC	-1.47375
MYO1C	0.21625
FAM89B	1.92216666666667
FAS	0.13525
KIFAP3	1.08525
GLRA2	0.178
BTN3A2	0.0948
CNKSR3	-0.140625
CSTF3	-0.516333333333333
ARPM1	0.30925
KIAA1530	-0.721
C9orf150	1.65916666666667
PRKCI	0.109
tcag7.1015	-0.47875
SOD3	-1.13925
ZNF574	0.551
CYP21A2	0.571
RPL12	-0.6535
COMMD2	-0.5055
WIZ	-0.14575
LOC344405	-2.90975
ALDH4A1	0.019
CRYAB	1.80575
COPA	0.474266666666667
PCDHGA7	0.559
KIF11	-1.043
RASD2	2.536125
SLC26A3	0.9525
ZNF175	-0.2915
JAKMIP2	-0.8595
C8orf4	0.946333333333333
PTHLH	2.599
SLC40A1	2.25683333333333
OR7D4	0.276
PCDHB17	-0.242
CD36	1.14407142857143
C6orf203	0.9134
PRKG2	-0.1205
LOC400566	0.46225
ANAPC13	0.205
SLCO3A1	-0.96075
ZNF692	-2.0505
FANCL	-1.397
SH3GLB1	1.1085
C12orf61	-1.883
KBTBD6	-0.96825
SUPT5H	0.190125
XRCC6	-0.2209
HUS1B	-0.8272
FAM133B	-0.0648571428571428
LOC728276	0.5605
KCTD18	0.23875
SOS2	1.40333333333333
CCDC99	-1.73425
C1QTNF5	4.2805
NNAT	-0.0338333333333333
USP16	0.562
LARS	-0.3525
ZBTB2	0.16225
ABO	0.136
TRAF3	-0.00674999999999999
GALNT5	-0.4395
NAP5	2.678375
ALG14	0.154
KIAA0515	0.780346153846154
WDR75	-0.9705
TEX261	-0.28325
LY86	1.218
LOC389072	-1.179
FLJ13611	0.7725
MRGPRX2	-0.2645
SNRPA	-1.48975
OR2G2	0.46
GPRASP2	0.78475
C7orf42	0.1477
C9orf163	-0.352
CYP11B2	-0.657
FCRL3	0.4716
PRDX1	-0.3545
FGB	-5.74316666666667
COX17	0.6144
C16orf33	-0.625
PIWIL1	0.379166666666667
FOLR1	-2.63533333333333
KIAA0082	-0.33475
FREQ	-0.257333333333333
TMCC2	-1.3115
TCF12	0.132083333333333
ZNF721	0.46925
FAM130A2	0.38325
POU4F1	-1.06075
SNRPF	0.09575
SGIP1	3.36416666666667
ZNF641	0.324166666666667
EMG1	-0.804125
PRRG4	1.3925
HIRA	0.1485
MYNN	0.02
AEBP2	-0.01225
TBXA2R	-0.0343333333333333
ISL2	-0.9685
PCDHB11	-0.0165
RNF144A	0.315875
MARCH5	0.5585
DULLARD	-0.287166666666667
DCLRE1B	-0.835333333333333
ITGA8	2.3265
TP73	-0.050875
PRKCD	0.718
NDUFB4	0.14475
ATP13A4	0.575625
ANTXR2	0.1915
COL4A3	-1.323
MYO10	-0.3131
SLC6A18	0.168
PEX1	0.0615
TMEM74	-3.092
RBM19	1.032
TAPBP	0.6784
RUNX1	0.13775
MID1	-2.35533333333333
GPR64	-1.53666666666667
RASEF	4.41725
GABRG1	0.262375
MYO16	-1.732
DBF4	-1.68266666666667
TSHZ2	2.2905
RIPK2	-0.038
PPTC7	0.3615
KIF4B	-0.885
LRRC31	5.409625
ZNF540	1.64825
EFNB3	-0.207
LOH12CR1	-0.02575
STON2	0.400833333333333
GLP1R	-0.0425
CSTF2T	-0.8905
IREB2	-0.5745
GRSF1	-0.147
PDCD7	-1.217
LRRC43	-0.5185
CNR1	-0.860166666666667
IL1F7	0.1405
C12orf64	-0.3715
FAM69B	-0.89675
NR2E1	-1.73083333333333
MS4A6A	3.0286
FTL	-0.0647
C7orf36	0.1585
PCLO	-0.8106
DYRK2	1.54925
ARIH2	-0.55825
SAMD7	0.4005
SCNN1D	-1.09
SLC32A1	-1.394375
C22orf25	-0.388833333333333
MRPS18A	0.1828
GPR112	0.634
EARS2	-1.116
ERN2	0.162
ATPBD3	0.451833333333333
PRH2	-0.374
CDKN2D	-0.0663333333333333
PGLYRP2	0.06275
TRIM40	-0.5095
SEC14L3	-0.08
SLC22A1	0.19825
BTN2A3	0.88675
RASA4	-0.47925
CCNL2	-1.04758333333333
MYBPC3	0.5185
GJA4	2.90825
CDC42SE1	1.274875
TRPV2	-0.93225
MYPN	-3.553
SIM1	0.591
CDADC1	0.0159166666666667
ZFHX4	1.93375
NIBP	0.758833333333333
ADAMTS19	-0.527
ABTB2	-0.022
TSPYL2	-0.288125
EIF2S3	-0.9211
SOX30	0.1655
AP2A1	-0.251833333333333
DKFZP564O0523	-0.537333333333333
LOC285398	-0.3085
CDH18	-4.7175
CHL1	1.911625
GATS	-0.6721
TBC1D2B	0.399166666666667
OR1J1	1.5535
GSN	1.431
DPCR1	0.239428571428571
GARNL4	-0.118333333333333
SMARCA5	-0.1215
PLEKHG3	1.92833333333333
ZBTB45	0.9605
FRMD6	0.438333333333333
PLS1	-0.593
DGKZ	1.2505
EFNA1	0.6844
WDR85	-0.7725
ANK2	-0.497
PAGE4	-1.66966666666667
SENP6	0.684
AKR7A2	-0.0473333333333333
FKBP10	-2.025
VEGFC	-0.0238333333333333
LARP1	0.2510625
SRBD1	0.2345
ITGB6	6.0875
SLC1A2	-0.836923076923077
INVS	-0.785333333333333
MPO	0.9525
MOBKL3	0.0426
CUTL2	-2.23866666666667
KLK2	0.132583333333333
VIM	0.09825
REG1B	-0.726166666666667
PCDHGC4	1.529
C3orf34	-1.01316666666667
SUMO3	0.258166666666667
CST9L	-2.2425
MLL4	-0.59475
SPR	-0.646166666666667
SAMD9L	1.09175
ABCE1	-0.58525
SUPT3H	-2.13983333333333
ACTBL1	-2.43575
ADAMTS4	1.33216666666667
SLIT3	3.5115
RHEBL1	-1.3935
NPM2	-2.224
MAN1C1	1.80875
KIAA1856	0.972583333333333
HSPA6	1.4685
LOC388152	1.9455
C10orf140	-2.0665
ZDHHC12	0.6995
LIN7A	-0.884
PHC2	0.571666666666667
SPHK1	1.1935
TRIM26	0.4669375
FAM83E	2.35
C18orf24	-2
ZNF578	-0.00566666666666667
ORAI1	0.28775
RUVBL1	-0.929833333333333
C7orf20	-0.156333333333333
APAF1	-1.2005
SLC36A4	-1.29866666666667
MYH11	4.8985
NEK1	0.8136
MPP2	-1.176875
C12orf24	-2.81275
TNK2	0.6928125
ZNF289	0.4055
MATN3	-1.46457142857143
IFNGR2	1.46183333333333
ITPR1	0.353625
EBF3	1.3579
TBC1D20	0.8591
OR10P1	0.58275
DDAH2	1.12375
SHPRH	-0.517625
STX7	-0.2815
LOC554248	-1.74525
BCAR1	0.2985
ATXN3	0.2795
TRIM27	-0.05775
CDC42EP2	1.38
CHP	0.401142857142857
SOX17	2.123875
ZNF259	-1.47716666666667
CHCHD1	0.166875
ZDHHC19	0.657
GBP2	3.1985
GARNL3	1.987625
MRC2	1.3495
C1orf52	-0.3525
AOF2	-1.34183333333333
LRPPRC	-1.0598
ACVR1C	0.0231666666666667
TM4SF18	2.67516666666667
TMEM169	0.0402
PPP1R16A	0.079125
EBF1	-0.5605
RRS1	-0.145666666666667
SNX2	-0.29125
OR2T2	-0.2415
RBX1	-0.162
ANKRD54	1.97
TSNAX	-0.1665
TMEM83	-1.96375
ZBTB7A	1.395
ATM	-2.09208333333333
LOC338328	1.656
TIE1	1.37233333333333
HIST1H3G	0.779833333333333
PASD1	-4.20066666666667
TINAG	0.65275
PCDHAC2	-0.112
LRRC15	2.058125
WBSCR17	1.917
TFF2	0.843
PARP2	-0.73025
NDFIP2	-1.679
PCDHGB2	-0.012
