Hybridization REF	TCGA-E2-A15A-01A-11R-A12D-07
POU2F1	-0.33775
CNNM2	-0.452916666666667
LOXHD1	0.0113333333333333
ZC3H15	0.1805
ELK3	0.409666666666667
FAM111B	-1.38575
CBLC	3.25966666666667
SBNO1	0.07225
ANKMY2	0.103
PLEKHA5	0.12825
DHX58	2.42866666666667
ARCN1	0.206833333333333
TREML1	0.5559
KNCN	0.136
SEC24A	-0.41525
PSCA	1.56825
MGC24125	0.459166666666667
DNA2L	-1.07325
CIB4	2.050375
HIGD2A	-0.253
TBX6	0.036
TTLL5	-0.913833333333333
SGK3	2.1325
GCN1L1	0.182
AMOT	-0.1929
LDOC1	0.926
NRK	0.2708
ASB9	-3.3755
NAT1	4.1107
TRAFD1	0.45275
PEAR1	0.349166666666667
FAM36A	-0.01125
OR1S2	0.705333333333333
LOC388323	-1.61325
PGS1	-0.007
LEPREL1	-3.69025
TFF1	-1.57958333333333
HAP1	0.33575
EPHB2	0.324
ACTG1	0.454333333333333
ZFP42	-1.91983333333333
HAVCR2	1.0636
NME1	-0.2725
SNX26	-0.498333333333333
LACTB	1.41066666666667
ZKSCAN2	-0.704125
C5orf35	0.644
ANKS3	-0.64125
RBM28	-0.7895
DKFZP586P0123	-0.0265
HNRNPA1	-0.435
BCAS3	-1.39766666666667
FLJ20184	0.614
POLA2	-1.581
TMC7	-0.843666666666667
HSD17B6	2.92
ZNF658B	-0.816166666666667
TTTY10	0.182166666666667
RANBP9	0.138583333333333
CPNE7	-2.351
EVL	0.739882352941176
LNX1	1.12833333333333
IFNA21	0.271666666666667
CFD	2.98525
PYCARD	1.1315
MYBPC2	-1.7525
ENPP3	-2.237
ACSL4	-1.64275
LOC440258	-0.941
TMEM176B	3.44583333333333
SOX2	-2.406125
SCO1	-0.2275
COMT	-0.7835
AOC2	-0.296
PDLIM5	1.249
SPHK2	0.567666666666667
NXPH2	0.373
GPR108	0.194333333333333
RAD51L1	-0.364333333333333
TMEM54	1.84125
LETMD1	-1.09544444444444
SLC6A17	-0.09875
KRT75	1.076
STT3B	-0.266
CD3EAP	-0.307
TMEM63A	0.6805
DUSP13	-0.545
CD1C	-1.18533333333333
LASS2	0.910666666666667
AVP	0.084
PITPNM1	-0.4855
FLJ22795	-0.6455
MCTP1	-2.10125
TRIM68	0.824666666666667
UCK2	-0.328333333333333
ABHD1	1.2255
FAM50A	0.2315
RNASEH1	-0.806
PCP2	1.04683333333333
OR52H1	0.3725
C20orf149	0.9485
RBP5	-1.00483333333333
HYAL3	-0.33825
CLPB	-1.3785
SMNDC1	-0.21375
DONSON	-0.944
FLJ27523	0.826
BARHL2	0.398833333333333
SLC30A9	0.382833333333333
TMPRSS11B	-0.39475
E2F8	-0.0296666666666667
CCDC25	-0.447833333333333
C14orf48	-0.294
C20orf116	0.308
TSPAN11	0.3005
YIF1B	-0.387666666666667
FAM12B	1.19675
OR1L6	0.5305
HPN	0.4457
NBN	1.39875
C14orf94	-0.908666666666667
OCLM	-0.7375
ZSCAN18	-1.4457
L3MBTL	-1.3861
TSTA3	1.437
RAC1	0.376375
C19orf15	-0.0396
NFE2	-3.66725
KLK14	0.274
ARSF	-0.127
MAST2	-0.435166666666667
AMICA1	1.9185
GTF2A1	-0.025125
ATP1A3	-0.893
TC2N	1.8076
PNKP	0.1445
ODZ2	-0.96025
MATR3	0.336375
S100P	-0.888125
KRT82	-0.56
CA13	-0.6276
PROZ	-1.927
AASDH	0.146
C19orf40	0.391
DCK	0.327153846153846
FAM5C	-2.017
SLC6A4	-1.3785
MID1IP1	0.093
TESSP5	0.447
TMOD4	-0.895333333333333
DOCK2	-0.828333333333333
TUG1	-0.11625
NUP214	-1.35925
DPYSL2	-0.706090909090909
GOLM1	0.715416666666667
MPFL	0.30525
SOX13	1.20975
SDCCAG8	0.9037
KEL	-2.07583333333333
NUP210L	-2.69425
GK	-1.26175
DNAJB1	-0.049
ALPK3	-0.6755
CHID1	0.6629
CYLC2	0.501833333333333
IKZF5	0.50025
C8orf51	2.5585
PPM1J	1.48725
GIMAP8	3.235
GPR101	-1.597
NR2F1	-1.4625
ACAD8	0.21
RBM35A	2.93975
GNAI2	-0.124
METTL8	-0.467666666666667
SLC39A7	-0.12375
FBXO8	0.615
CAMK1	-0.76125
RFC3	-1.2525
FAM129A	-0.320142857142857
ILF2	-0.1925
FGFBP3	0.413625
NOM1	-1.412
PSMA3	-0.118
ASCC3	-0.1893
ZYG11A	-1.01125
SOX21	-1.750625
LYRM1	0.96675
DEFB1	-0.164
LOC91431	-2.55633333333333
OR7C2	2.333
FAM46B	0.426875
TMEM18	0.026875
ARHGAP30	1.19266666666667
TMEM86A	2.17816666666667
EPHA2	-2.0205
C10orf46	0.50585
TCHH	-0.3385
C3orf30	0.7472
LOC285636	0.0246666666666667
PAIP2	0.5265
CYP2U1	-0.70875
C12orf34	1.3515
SARS2	-0.335166666666667
ZCWPW1	-0.703
SAMD12	2.323125
KIAA1430	0.267
ACAT1	-0.17975
MEOX1	-0.472333333333333
ADAMDEC1	7.09025
PHKA2	-0.6665
CARD11	-1.18566666666667
CALML4	-0.7525
TSSC1	-0.18125
TMEM45A	-1.05211111111111
MPP7	1.025375
POU1F1	-0.08625
SLC2A13	-0.5777
FBN2	0.246642857142857
ZC3H7A	0.254
LAIR2	-0.323
ST3GAL1	1.51433333333333
LCT	-3.74175
GEMIN8	0.588333333333333
KLF16	-0.2585
HIF3A	-0.295222222222222
FAM44A	0.00885714285714286
AQP10	-1.4384
PLA2G2A	-2.2865
FOLH1	1.42266666666667
C20orf186	0.826
MAPKAP1	-1.38225
SPRR2D	-2.0235
UBQLN4	-0.271166666666667
RSHL1	0.295
PIAS3	0.30875
MRPL24	0.352
GREB1	0.398125
FAM27E3	-1.8745
NUP62CL	-2.01675
NEUROG3	-1.406
REEP3	1.05841666666667
MARK1	1.237375
LMBRD1	1.1625
PRPF19	-1.255
PNMT	0.5815
CTGLF1	-1.5605
SLC25A16	0.3495
EIF2B3	-0.751
RPA2	-0.684
PAK6	1.93416666666667
CCDC26	-4.475375
SEMA3E	-0.04025
MXD4	0.3839
TNFSF10	3.1052
SMARCB1	-0.597166666666667
DTX3L	1.29983333333333
PLA2G4E	-0.067
PPAP2A	0.4815
ULK1	0.538916666666667
TAS1R3	0.1945
SLC2A3	-3.14609090909091
ARID3A	-1.483
GNG5	-0.3685
ACOX1	0.7614
KIF5B	0.84475
NUP153	-0.33125
MUC7	0.104
CSDE1	-0.531642857142857
CLPTM1	0.42525
C3orf23	-0.330125
LRRC17	-0.0885
TTYH3	-0.73525
ATP5B	-1.019
ELF3	2.1214
CPSF3L	-0.4655
ZNF665	0.551833333333333
TLR6	0.164
GPI	-0.829625
RAD9A	0.540625
NDST4	-3.2035
AGPAT3	0.981333333333333
MAGI3	1.22216666666667
ADORA2A	-0.332375
CACNG7	0.015
CAMK2D	0.127142857142857
CCHCR1	-0.68425
RPS27A	-0.277
OR10G7	-0.1405
GCM2	1.919
FAM135B	1.139
E2F1	-0.24325
PLCB3	0.656
OR2AE1	0.5255
COIL	0.408333333333333
CDC25C	-1.13316666666667
RAB11FIP2	-0.325833333333333
TSC2	0.29325
CTGLF5	-2.363
CCDC108	0.2203
OR13C4	-0.27425
C10orf81	5.94675
PTPRB	0.802
ACP2	1
LAG3	1.4335
MRPL54	-0.29975
LOC201175	0.3205
ITGB1BP3	-1.92925
SPTAN1	-0.587666666666667
SIPA1L2	0.47625
RCAN2	-0.3395
CDX2	-1.4725
ECOP	0.35475
ACTR1A	0.648142857142857
PPARG	-1.576
BBS10	-0.450333333333333
TMEM44	-0.973
BPIL2	1.24075
CITED1	-0.3295
IRF6	3.1225
PRDM4	0.385166666666667
RRP9	-0.9385
OR10H4	0.256
IL31RA	-1.36425
GNB1L	-0.345333333333333
MYBL2	-1.048875
ZNF407	0.547166666666667
PPIG	-0.311166666666667
TTC18	3.23175
RPSA	-1.023
MAPT	0.346875
MRE11A	-0.290642857142857
C8orf37	-0.069
RASGEF1C	-1.2955
STBD1	0.64025
CTAG2	-1.5688
MGAT5B	-2.92166666666667
ECM1	0.42725
RLN1	1.542
PARP14	1.230375
EPB41L1	1.3527
HOXA3	-1.67475
MAGEA9	-4.8455
RPS8	-0.381
RPS19BP1	0.12575
FOXJ2	0.261
C10orf76	0.80475
IL17RE	-0.2335
C10orf65	-0.16125
ZNF343	-0.773333333333333
FBXO33	-0.560625
UHMK1	1.2482
LY6G6C	0.17975
FGF19	-2.78433333333333
C14orf128	0.293166666666667
IFIT2	2.03575
TIGD1	-0.4155
S100G	-0.882
GUCY1B3	2.538
NR3C1	-0.2332
CORO1B	1.038
PARP11	1.32625
DNALI1	4.10883333333333
OR4N4	0.236428571428571
MAP2K6	-1.51633333333333
FSTL4	-0.49125
ANKRD47	0.94325
TMEM171	-1.503
PNLIP	0.468
YY1	-0.773666666666667
CCDC138	-1.2985
AASDHPPT	-0.3079
CKS1B	-0.2844
MCM3	-0.7275
ANAPC7	0.0603333333333333
FAM110A	1.36675
CDC37L1	0.597
THTPA	0.3385
NBPF20	-1.288
WDR24	0.0625
NPTX2	-3.60675
CBLB	-0.766
CETN1	-0.1352
RPUSD1	0.428
FAF1	-1.059
CDK6	-3.0352
HMX2	1.273
CSK	-0.4535
TEAD2	0.97775
SNAP25	-0.90325
TUFT1	2.1403
TMTC3	0.798
LCK	-1.481
SGOL1	-0.774166666666667
AKTIP	1.786
FURIN	0.15775
SOX12	-0.985833333333333
DEFB103A	-1.0575
RAMP1	3.92425
KIR3DX1	-0.0415
GAS2L3	-0.54675
PDE8A	-0.3767
EDN3	-1.1565
GMIP	0.7405
SF3A2	-0.5905
FN3KRP	0.45
SMAD7	0.87975
RHBDD2	0.8365
OR11H6	0.489
PPP1R3B	-0.0259
C9orf23	-0.26525
CADPS	-1.944
GOLGA8A	-3.915375
TMEM57	0.5625
RGL3	-1.03
S100A14	2.714
FGFR2	1.170625
XRCC3	-0.46025
RTN4RL2	0.67125
MGC3771	1.8695
GH2	0.2284
BTBD2	-0.34575
LMO2	-0.71025
RDBP	0.202125
ACRBP	-0.92425
AMY2A	0.7655
DUOXA1	0.0835
PTK7	0.152
TWF2	-0.423
FAM80A	1.43225
TNNI2	-2.62166666666667
GLT25D1	-0.315333333333333
OCC-1	-1.60325
CYC1	0.1135
RPL22	-0.210090909090909
MORN3	1.63116666666667
DISP1	1.09825
PRB2	-0.0735
CHUK	1.03125
HR	-0.051875
CCDC134	0.456125
DENND4B	-1.0465
C14orf130	-0.437
RAB33A	-0.979
DCST2	0.213
TNMD	-2.6235
PEX7	1.68525
FAM62A	-0.043125
SRD5A2L	1.97675
IL22	0.09275
RPS26	-0.0283333333333333
HOXC5	0.3145
SPATA6	0.2105
FLJ38482	0.912375
ZNF234	-0.1885
C18orf22	0.04725
SPATA22	-0.24175
THOC1	-0.21975
CYP7B1	2.75
KCNC3	-0.22525
C8orf42	0.021
ALDH1B1	-0.430166666666667
CCDC100	0.0256
ARMC4	-4.636
FAM18B2	0.349
SLC44A1	0.549
FBXO17	-1.426
C6orf107	0.097
C19orf29	-0.71625
ZC3HAV1L	-0.09075
PARP6	-0.00779999999999998
SULT2A1	-5.0625
C1orf159	-0.19125
TMC1	-0.645333333333333
CHST14	0.253625
GAMT	0.248333333333333
SMCP	0.253
TSPAN33	1.40475
MIDN	-0.2215
NOX4	3.52425
RNASEN	-0.11
TBX1	1.122
SALL2	-1.578
C10orf35	2.002
CYP2E1	0.462375
LRFN2	2.42416666666667
ACO1	-0.9225
IQCG	1.0923
MEGF9	0.293
TM7SF4	3.24975
PLEKHA1	1.00066666666667
STK33	-3.4265
C1orf210	2.894
SNUPN	0.3955
KIAA0406	-0.2411
C20orf29	-0.30025
TMEM55B	-0.33775
OSTM1	-0.6571875
CLCN7	0.4515
OTP	0.5905
FLJ23049	-1.81833333333333
HEATR4	0.4825
MAP3K10	-0.300166666666667
PCDHGA9	0.6645
AMDHD2	0.31725
LCTL	-1.8775
PDCD2L	-0.55475
CABLES2	0.8065
SLC5A9	-0.45725
CLCA2	-2.9215
MGC16025	1.1335
STRAP	-0.507666666666667
C20orf196	-1.005
RRBP1	-0.265
NAT13	-0.2385
MAT2B	0.47
CSNK1D	-0.8545
KIR3DL1	0.0675
PRKAG3	0.5945
ZNF599	0.3225
PRM3	1.1725
PER2	0.793
ASPHD1	-1.572
PRMT6	-0.09625
KCNE1L	-0.903857142857143
FAM118A	-0.803666666666667
TAF4	0.56575
NDUFB6	-0.31625
TRIM9	-1.63125
PMFBP1	-0.65325
KY	0.152
DKFZp762E1312	-2.01936363636364
CSMD1	-1.45433333333333
TBP	-0.229833333333333
OR1Q1	0.487833333333333
RETNLB	0.2785
HPGD	1.05021428571429
DNAJC12	0.0101666666666667
FKBP1B	-1.94425
ANKRD24	-0.935
CXXC5	1.66633333333333
IL3	0.143857142857143
DRAM	1.793
PTCH1	-1.3135
TP53BP1	-0.17425
SLC17A7	0.137375
COL25A1	-1.8713
AMACR	-0.32
RHCG	-0.2455
VPS13A	-1.49625
FAM55D	-0.1245
PRPF38B	-0.419583333333333
OSBPL6	-0.636
PFDN5	0.0491
CMTM6	0.844125
KCNK12	-0.53475
RP2	1.60875
C16orf52	-1.5965
PICK1	-0.2215
IFNE1	-1.4054
SEMA4B	0.45625
TYRO3	-2.33325
OR12D2	0.161
CSNK1A1	0.34055
FANCF	1.6465
LONP2	1.2255
TBL1Y	0.77525
LDOC1L	0.3315
CCNC	-0.0685
C3orf60	0.3315
CHKA	0.3215
UBAP1	-0.1795
MAP3K1	1.3355
ANKRD9	-1.05975
FAM92A1	-0.726166666666667
GAB2	1.104
AZU1	2.09
DIS3	-0.42625
C21orf109	-2.932
IQCB1	0.1335
SPATS2	-0.632333333333333
EFCAB3	-0.73825
PRB3	0.39175
FUZ	0.2805
ZNF813	0.9505
BMPER	-1.635
HEG1	-0.516625
ALS2CR11	-2.684
SURF2	-0.27325
PSMC1	-0.1965
OR2D2	0.6545
SLC7A8	0.924833333333333
C4orf40	0.074
SPATA7	-0.35075
MAZ	-0.269416666666667
PIN4	1.34775
PDE1A	-1.009375
TAF6L	0.130666666666667
OR2T34	0.4255
KIAA0284	-0.021
ACADS	0.812181818181818
MKRN2	-0.9295
C18orf56	0.0885
MS4A6E	0.641166666666667
GALNT4	0.7638
C22orf31	0.4375
FLJ36070	0.196
PSME4	0.29275
TFG	-0.4779
EPHX2	-0.362375
ANXA5	-0.84775
KRTAP1-1	-0.2964
BATF	1.53425
KARS	-1.25875
MSTP9	-1.034
GPR26	-0.4325
CCDC72	0.26775
TEF	0.462833333333333
FOXK1	-0.9299
PRLHR	-0.633
EMX1	3.29925
C11orf30	0.278625
ICK	1.06475
THSD7B	-0.345
C21orf100	-1.142
DUOX1	1.905
EFCAB4B	0.57975
UBE2G2	-1.22516666666667
C3orf54	-0.07525
PARP1	-0.248
FAM60A	-1.06441666666667
C6orf146	-0.036
OR9K2	0.819
DDX55	-0.844333333333333
RPS15	-0.272916666666667
ZNF618	-0.091875
DKFZp686D0972	0.0295
SSPO	-1.511
SHFM3P1	-0.191833333333333
CPA6	-0.672
JAG2	0.5715
DEFA3	0.43275
PPBPL2	0.3985
CD34	4.027875
SLCO4A1	-2.534
AFG3L1	-1.426
SHD	-0.2495
RP13-122B23.3	-1.08966666666667
PRKCSH	-0.511833333333333
DPH5	-0.947166666666667
HLA-F	1.938375
TBC1D4	-1.14375
RIG	0.486
GLUD1	0.440666666666667
HNRPCL1	0.0745
HBXIP	-0.09025
RNF207	-1.076
APIP	0.53225
PLA2G3	-3.04966666666667
CCDC84	-1.3905
MYLIP	-0.205769230769231
PHIP	-0.35525
AARS2	-0.4385
DHX32	0.71975
SCAPER	-0.557166666666667
MEN1	-0.0438571428571429
NIP7	-0.6665
FLJ25404	-0.1625
FASTKD3	0.1885
TMEM158	-2.31066666666667
RARA	1.47275
BDH1	0.4875
ANKRD16	1.296
CARM1	0.3905
SS18	-0.140666666666667
IKZF2	0.29975
MYD88	-0.4255
PML	0.2062
TAF1A	-1.032
CBFB	0.05975
HIST1H3H	0.0983333333333333
C7orf29	-1.6495
COMMD4	-0.0348333333333333
DPP3	0.64175
DAB2	0.573125
LOC388882	-0.1885
YPEL4	-0.5645
AGBL3	0.2925
LRP6	-0.9476
SERPINH1	-0.54625
TLE1	-0.50525
CD244	1.366
ZDHHC15	-0.3245
MGLL	-0.2462
PLDN	-0.0139166666666667
LOC654346	1.477
FAP	3.5455
GPR37	-1.62266666666667
SCARA5	-1.35183333333333
EBF4	1.37390909090909
LSM6	-0.318
MLLT1	0.464375
SLC5A12	1.887
A2BP1	-2.23833333333333
COPS5	1.16216666666667
TPM4	-0.728642857142857
TNFSF4	2.399
ACADSB	2.51905555555556
HERPUD1	1.103
BCL2L11	-0.598611111111111
CEP78	-1.314875
CDCA3	-0.666
WBSCR19	-0.2761
MYO1A	-1.5735
PPEF1	3.30933333333333
LOC440348	-1.121
CPEB2	1.424875
BPTF	-0.323166666666667
RPL21	-0.2694375
GSX2	-0.4935
ADPRH	1.04316666666667
C17orf68	0.099
KCNS1	-1.23233333333333
MLLT6	-0.1158
PIWIL4	0.02075
RNF26	-0.775
RAP1B	0.52725
ADAMTS1	-2.8095
ZNF571	1.1005
P2RY6	0.9135
TRIM21	1.02016666666667
CADM3	-0.46075
NLRC5	0.8755
ADRA2B	0.1755
LOC90835	0.938375
PCF11	0.35375
LOC400451	1.99925
GLTSCR1	0.0327
C17orf88	-0.645833333333333
CDH16	-1.60375
FGF7	1.299875
PCSK4	-0.599333333333333
NPC1L1	0.0156666666666667
TAT	-0.195625
TBCA	-0.02175
MGC33407	0.28425
GPR115	-0.83125
CYGB	0.595
FNBP4	-0.703666666666667
C12orf43	-0.0965
CBL	-0.655
CLECL1	1.8655
PPAPDC1A	2.15375
WDR25	-0.274
SGCA	-0.081
C22orf29	-0.245
YIPF1	0.83075
GALK2	-0.442
RAB3B	-3.19016666666667
LOC440087	1.1065
UCP1	-0.9115
REEP5	1.692125
FADD	1.8092
FOXA1	2.953875
CACNA1A	0.244333333333333
ABI1	1.02583333333333
GRIN2D	-0.728
SLC1A4	0.146833333333333
LOC401127	-0.55525
HINT2	-0.4245
PLD4	0.0975
ZNF286A	-0.352
ENY2	0.6095
IL1F6	0.243
PXDNL	1.63
C20orf79	0.1105
TNFSF13B	4.30733333333333
DENND3	0.676125
JARID1D	-2.765
HIST1H2AK	0.988875
LOC93349	0.241
SSH1	-0.4496
ENSA	0.405
LOC219854	0.294
CKAP2	-0.3049
DKFZP564J102	-1.16733333333333
MGC87315	0.0128333333333333
HNRPAB	-0.3365
AMH	-2.0485
ZNF526	0.3905
BRUNOL5	0.0797
CACNG3	0.193
TRPM1	-4.4255
PPP2R1A	0.24
COL2A1	-0.94225
DDN	-0.244666666666667
FLJ25770	0.769909090909091
HK2	-1.4145
ELOVL6	-0.579375
MDK	0.587
EPHX1	2.2125
RASSF2	0.664
DKFZP434B0335	-0.24275
DLX3	1.206375
PRTN3	0.1965
AVPR1A	0.357666666666667
C21orf125	-1.60175
TNFAIP8	-0.6175
GNB2L1	-0.801
CALCRL	2.8925
SCGB2A2	6.97466666666667
UBXD7	-0.63675
ZNF674	-0.631
TMEM35	0.36175
BRSK2	1.04275
HECTD3	0.427333333333333
TMEM188	0.171333333333333
LGALS9	1.787
SCARB2	1.26925
USP34	-0.172833333333333
C17orf28	2.22216666666667
ZDHHC23	-0.36275
AQP12B	-0.196
SLC16A3	-0.6385
APLP2	0.165875
ITIH2	-5.40725
MICAL3	-0.896
TNNI3K	0.4983
HDAC2	0.29375
PRR7	-0.5463
THBS2	0.6165
LOC751071	-0.621
CA2	-1.33116666666667
RANBP17	0.809
RLN3	0.2665
CRYZ	-0.866
GBAS	0.491833333333333
TAS1R1	-0.533
MPZL3	1.0155
PCDH8	-2.769
HSP90B1	0.331166666666667
KCNK15	3.1325
TNIP2	-0.326666666666667
GPR146	-0.45475
NOL6	-0.673375
SPC25	-2.10466666666667
STEAP2	0.864785714285714
VAMP3	-0.334166666666667
TCIRG1	1.43525
ZP4	-0.63
PARL	0.291625
TRIM39	0.796666666666667
KIAA1305	1.592
CRNN	-0.734333333333333
GRN	0.728
HSH2D	0.35225
SCAMP1	0.667
KIAA1913	1.843
PTS	0.25825
BANP	0.193571428571429
PRKACG	0.15075
ADCY6	0.295333333333333
C16orf46	1.017
CYP51A1	-0.304875
DDC	-5.42725
ANPEP	-0.743
PROM1	-2.636
SIGLEC10	2.59425
COPG	0.9705
FAM26E	1.946875
TRIP4	0.6925
SNX3	0.07
C1orf175	0.399666666666667
PPY2	-0.26875
C14orf152	0.20575
FTSJ1	-0.665
DST	-0.32265
LOC554235	0.2875
GLRX5	-0.42625
C20orf12	1.7068
CAB39	0.732333333333333
MSH2	-0.334666666666667
PIP4K2C	1.718375
CYLD	0.9535
WTAP	0.571625
MGAT4A	2.44766666666667
TSC22D4	-0.1024
CHRM2	-1.8205
PPYR1	0.149
CCNH	-0.760833333333333
RRM1	0.407
ECAT8	-3.53
LOC400120	-0.18475
GABRA4	0.231428571428571
C14orf4	0.457
C1orf59	0.93725
CTDSPL	-0.158416666666667
NHEDC2	-1.1725
PDE11A	-1.47021428571429
KLHL29	-1.725
CD5	-0.1425
TSPAN9	1.5265
WDR67	0.145
THUMPD1	0.1062
C18orf17	0.47575
CLYBL	-1.4975
FLJ13231	-1.01875
CMBL	0.88725
LECT2	-0.82775
NKAPL	2.7415
LOC654780	0.732
OR4C6	0.48
RAB30	1.34416666666667
TSSK4	-0.3695
TMEM163	1.804
OSBPL11	0.641
GNB5	-1.41533333333333
CCL21	0.497
C1orf121	0.365333333333333
FMO2	1.73616666666667
RPTN	null
MSTN	0.6635
VCL	-0.341928571428571
FYTTD1	1.10275
C11orf1	-1.219
CCDC88C	0.27425
HFE	0.358555555555556
MOGAT1	-1.474
FAM125B	0.235833333333333
IRGQ	0.504
RAVER2	-1.14275
AKAP5	-1.995
SSSCA1	0.0455
C11orf63	0.5815
ACTG2	0.4718
PORCN	-1.005
DTL	-1.05127272727273
TMEM151	0.35625
FAM122C	-1.33775
RSAD2	3.9255
BAT4	-0.099
KRTDAP	-1.312
MYH8	0.562875
CRTC3	-0.09175
LRRFIP2	-0.3382
INTS4	0.812
TTN	-2.2866
SLC26A5	0.1985
PLLP	-1.21125
RGS6	0.1225
SRGAP3	0.293625
ZNF525	0.269
NBR2	-0.356
C13orf1	0.7285
ZNF137	0.573
CEP27	-1.0805
BEST2	0.4375
RNF121	-0.2945
DMRTC2	0.756
C8orf76	1.35075
BCCIP	0.447125
MEST	-1.03675
HTRA2	-0.5125
ANGPTL2	0.5505
ILKAP	0.194666666666667
ERAS	0.267
HBS1L	-0.548375
CPA5	0.839
TMEM30A	1.18333333333333
CD300LF	2.62166666666667
WISP3	1.204
CRK	-0.222785714285714
PDS5A	0.8778
BRPF3	0.472333333333333
NEDD9	-0.676875
SMPDL3B	0.604
PSG6	-0.87425
PSMD13	0.51275
ETV5	-2.20825
OR51A4	-0.105
BTBD7	-0.477
GSTO1	-0.739375
hCG_16001	1.2785
MAD2L1BP	0.262333333333333
COX6A2	-0.539
SCNN1A	1.93283333333333
LSM1	0.0225
UGT2B11	-3.7175
IDUA	0.26075
PPP2R3C	0.393833333333333
COX11	-0.670166666666667
PDZK1	-0.056
ZNF443	0.6525
MGC21874	1.05683333333333
ZNF323	1.7054
KRTAP10-10	0.823
CXCL6	-0.72025
SLC34A2	0.366555555555556
LOC284402	0.1775
NPTN	1.53883333333333
UPP1	-1.67308333333333
SLC6A9	-0.072
OR7G3	-0.144
CISD1	-0.321666666666667
ZNF545	0.664666666666667
SYT14	-0.4925
NT5C3L	-0.52
ZNHIT3	0.2955
SNRPD3	0.0965
KIAA0701	0.347875
UNC93B1	1.51316666666667
GMNN	-0.62375
SPCS2	0.488166666666667
LOC388524	-0.4695
NAPRT1	2.32975
PNLIPRP1	0.255666666666667
OR6V1	0.711
PRKAB1	0.06425
EYA4	-1.5125
KIF20A	-1.85175
ALG10	0.26275
ITPKC	1.29516666666667
LMX1B	1.03583333333333
RPUSD4	-0.9225
C7orf34	-0.218
DLGAP2	0.318
PFN1	-0.1963
MICALL2	0.4125
ZNF654	-0.589
SS18L1	0.38925
SLC16A8	0.34925
MKI67IP	0.146
ITGB3	-1.75875
TCEA3	1.51808333333333
CEP152	-1.8005
CLIP1	0.673375
ZNF75	0.7091875
ATP5C1	0.328333333333333
NUDT5	-0.0623333333333333
PSCDBP	1.2045
UBP1	-0.5415
RBM27	-0.238
C13orf15	2.17125
ZNF282	-0.164166666666667
ZNF222	-0.4622
COL10A1	4.81475
PRDM15	-0.61825
TTTY5	-2
FAM9C	-0.741083333333333
C20orf67	0.4235
GNG13	1.604
F12	1.102
C1orf41	-0.96
CPXCR1	-0.235
GSK3A	0.53775
SUPT6H	0.0261666666666667
PI16	-1.1925
ELL2	-0.734916666666666
C9orf167	-2.1
PVRL3	-2.8379
FLJ38596	1.5285
ADAM20	-0.91775
GPR89A	0.8015
GPR87	0.0725
ZNF30	0.50575
SMR3B	0.768333333333333
ZNF770	0.138625
TRPC4AP	-0.0831666666666666
DKFZP686E2158	0.966
C2orf28	0.162166666666667
FREM1	-2.20916666666667
LAMA4	0.385833333333333
ADPRHL2	-0.09925
EIF4G2	0.787833333333333
GUCA1A	-0.55
CTNNA2	-2.021125
NUDT15	-0.343166666666667
CEPT1	0.186333333333333
ZNFX1	0.9437
CCDC92	0.8965
TDRD1	-0.112
KCNK5	-0.764666666666666
ETNK1	0.554083333333333
LTA	0.2925
TTPA	0.170833333333333
B3GALNT2	0.51125
SC65	-0.0898333333333333
PEX5L	-1.753
EPS15L1	0.42275
MGEA5	-0.618125
HIST1H3A	0.824
ING1	-0.294375
BCAT1	-2.928
ORC6L	-1.36263636363636
KLK11	-2.41266666666667
C19orf28	-1.249375
DNER	-4.77275
MED22	-0.641571428571429
ETV6	0.787166666666667
CHAC2	-1.907
CD300E	-0.0365
CEBPB	0.80625
ZNF398	-0.0585
LRCH3	-0.238
HMGA1	-1.06766666666667
CAPN7	0.0896666666666667
MGC5566	-2.53825
CCL3	2.487
NANOS1	-0.350875
ZFYVE19	0.6615
APITD1	-0.365166666666667
PARD3	0.296625
IRAK4	0.381
SERPINI2	-0.0195
CEP170L	-0.153
TTC9	3.013125
MYOM3	-2.1445
MLPH	1.391
LOC222699	-0.0035
NRG1	-2.29558333333333
TBC1D9	3.73418181818182
TTK	-1.3875
ZNF557	0.5773
DDX41	-0.330833333333333
FANK1	2.0395
UBE2D2	0.201
PSMB10	0.6985
MYH7B	-0.0745
GABARAPL2	0.532625
MARVELD2	1.34166666666667
DGCR2	0.376666666666667
UNC45A	0.108333333333333
C6orf72	0.6015
ZNF683	4.3725
GIT2	0.01475
CASK	1.61033333333333
C14orf161	-0.35375
LRRC44	-0.2645
TIFA	0.488375
UTP11L	-0.557
C6orf65	-0.000750000000000001
FDPS	-0.66925
DUSP9	-1.6123
SLC17A8	0.994
OR51G1	0.0365
NANS	-0.27825
OLFML1	1.63525
ATP10B	-2.286
NPAS3	0.39975
PRKCA	-2.7963
GGA2	-0.4965
LCE4A	0.4535
SPANXN3	0.8205
CCDC115	1.474
SDCCAG3	-0.9235
GLIPR1L1	-0.45075
TTC1	-0.459
C17orf76	0.815
MAD2L2	-1.615
HIPK1	-0.2247
LRRC3B	-0.422666666666667
CLN3	-0.126
C17orf47	0.195
FMN2	-2.212625
TUBB1	-0.703857142857142
WAPAL	0.248
C3orf21	-0.0855
SCN5A	-0.6467
SMYD1	1.3775
BEX5	0.30925
ZNF192	-1.0635
SEC22A	0.591166666666667
GRIA2	0.394818181818182
KIAA0825	-1.44375
