Hybridization REF	TCGA-E2-A15M-01A-11R-A12D-07
PTS	-0.652
BANP	0.157785714285714
PRKACG	0.302
ADCY6	0.429333333333333
C16orf46	-0.1935
CYP51A1	-0.0765
DDC	-4.34275
ANPEP	0.1295
PROM1	-2.606
SIGLEC10	1.989
COPG	0.539
FAM26E	1.363625
TRIP4	0.82225
SNX3	1.02833333333333
C1orf175	0.132333333333333
PPY2	-0.048
C14orf152	0.29175
FTSJ1	-0.5455
DST	-0.44115
LOC554235	0.10325
GLRX5	-0.633
C20orf12	0.6282
CAB39	0.6115
MSH2	-0.862
PIP4K2C	0.934875
CYLD	1.801
WTAP	0.44
MGAT4A	1.352
TSC22D4	-0.1784
CHRM2	-1.42
PPYR1	-0.0245
CCNH	0.197166666666667
RRM1	-0.4385
ECAT8	-3.46725
LOC400120	-0.0405
GABRA4	-0.050625
C14orf4	0.318666666666667
C1orf59	-0.05075
CTDSPL	-0.0116666666666667
NHEDC2	-0.3775
PDE11A	-0.7259375
KLHL29	-0.4525
CD5	1.6683
TSPAN9	1.3168125
WDR67	-0.112
THUMPD1	0.2609
C18orf17	-0.109
CLYBL	-0.636
FLJ13231	-0.17175
CMBL	0.553125
LECT2	-0.10175
NKAPL	1.25083333333333
LOC654780	0.308
OR4C6	-0.2385
RAB30	0.849166666666667
TSSK4	-0.367
TMEM163	0.1165
OSBPL11	0.394666666666667
GNB5	-0.891
CCL21	0.909
C1orf121	0.1605
FMO2	2.65283333333333
RPTN	-0.1445
MSTN	0.6545
VCL	0.0409285714285714
FYTTD1	0.392
C11orf1	-0.99425
CCDC88C	0.413
HFE	-0.630555555555556
MOGAT1	0.2765
FAM125B	0.465333333333333
IRGQ	0.08
RAVER2	-0.6235
AKAP5	0.3775
SSSCA1	-0.42575
C11orf63	0.53
ACTG2	-0.4822
PORCN	-0.7815
DTL	-1.58309090909091
TMEM151	0.20975
FAM122C	-0.2965
RSAD2	3.585
BAT4	-0.4595
KRTDAP	-0.9645
MYH8	0.042125
CRTC3	0.90175
LRRFIP2	0.2877
INTS4	-0.729166666666667
TTN	-0.210666666666667
SLC26A5	0.1605
PLLP	-0.501
RGS6	-0.275375
SRGAP3	0.846625
ZNF525	0.446333333333333
NBR2	-0.210333333333333
C13orf1	-0.5687
ZNF137	1.067
CEP27	-1.31
BEST2	-0.157
RNF121	-0.59475
DMRTC2	0.053
C8orf76	-0.03925
BCCIP	-0.0795
MEST	0.15775
HTRA2	-0.2575
ANGPTL2	1.006
ILKAP	-0.0288333333333333
ERAS	-0.0465
HBS1L	0.23025
CPA5	0.0235
TMEM30A	1.1065
CD300LF	1.96466666666667
WISP3	0.1455
CRK	0.125642857142857
PDS5A	0.1591
BRPF3	0.2285
NEDD9	-0.23625
SMPDL3B	0.64
PSG6	-0.20125
PSMD13	0.59575
ETV5	-1.1494375
OR51A4	0.0455
BTBD7	0.1495
GSTO1	-0.62975
hCG_16001	-0.3125
MAD2L1BP	0.250333333333333
COX6A2	1.335
SCNN1A	1.888
LSM1	0.425833333333333
UGT2B11	2.24125
IDUA	0.70925
PPP2R3C	-0.437333333333333
COX11	-0.990166666666667
PDZK1	-1.44825
ZNF443	1.1775
MGC21874	0.917
ZNF323	1.8213
KRTAP10-10	-0.11
CXCL6	0.33725
SLC34A2	3.7821
LOC284402	0.1535
NPTN	1.07333333333333
UPP1	-1.262
SLC6A9	0.2645
OR7G3	0.0635
CISD1	-0.522666666666667
ZNF545	0.0333333333333333
SYT14	-0.804
NT5C3L	-1.11216666666667
ZNHIT3	-0.592166666666667
SNRPD3	0.28625
KIAA0701	0.3125
UNC93B1	0.758333333333333
GMNN	-1.301875
SPCS2	0.135333333333333
LOC388524	-0.5245
NAPRT1	0.815375
PNLIPRP1	0.1445
OR6V1	0.461
PRKAB1	-0.07925
EYA4	-2.55433333333333
KIF20A	-1.25125
ALG10	-0.42075
ITPKC	0.8915
LMX1B	0.786166666666667
RPUSD4	-0.803666666666667
C7orf34	0.1675
DLGAP2	0.34925
PFN1	-0.1528
MICALL2	-0.48075
ZNF654	-0.1325
SS18L1	-0.632
SLC16A8	0.26475
MKI67IP	-0.421166666666667
ITGB3	-0.458875
TCEA3	2.13466666666667
CEP152	-1.7075
CLIP1	0.54025
ZNF75	0.671875
ATP5C1	0.191166666666667
NUDT5	-0.401166666666667
PSCDBP	2.367
UBP1	-0.14225
RBM27	0.38925
C13orf15	2.858875
ZNF282	-0.176666666666667
ZNF222	0.1101
COL10A1	5.69025
PRDM15	-0.50225
TTTY5	0.6675
FAM9C	-0.528916666666667
C20orf67	0.09325
GNG13	-0.019
F12	1.89475
C1orf41	-0.96325
CPXCR1	-0.0485
GSK3A	0.577375
SUPT6H	-0.289333333333333
PI16	4.32583333333333
ELL2	-0.333083333333333
C9orf167	-0.881666666666667
PVRL3	-1.4108
FLJ38596	0.254
ADAM20	0.0915
GPR89A	0.3775
GPR87	-3.847
ZNF30	1.03125
SMR3B	0.41275
ZNF770	-0.00762500000000001
TRPC4AP	-0.175166666666667
DKFZP686E2158	0.610166666666667
C2orf28	-0.370666666666667
FREM1	-1.33516666666667
LAMA4	1.265
ADPRHL2	0.1055
EIF4G2	0.606166666666667
GUCA1A	-0.219
CTNNA2	-0.9815
NUDT15	-0.916
CEPT1	0.46
ZNFX1	1.2427
CCDC92	1.088
TDRD1	-0.4565
KCNK5	-1.5375
ETNK1	-0.0393333333333334
LTA	0.49
TTPA	-0.183333333333333
B3GALNT2	0.54525
SC65	-0.801833333333333
PEX5L	-0.549
EPS15L1	0.91125
MGEA5	-0.016375
HIST1H3A	1.10675
ING1	0.28575
BCAT1	-2.5455
ORC6L	-2.25672727272727
KLK11	-0.985
C19orf28	-1.070625
DNER	-3.522125
MED22	-0.779714285714286
ETV6	1.07358333333333
CHAC2	-1.024
CD300E	0.1275
CEBPB	0.64775
ZNF398	-0.61625
LRCH3	-0.0355
HMGA1	-1.45116666666667
CAPN7	-0.173333333333333
MGC5566	-1.7345
CCL3	3.303375
NANOS1	0.078125
ZFYVE19	-0.033
APITD1	-0.83
PARD3	-0.09025
IRAK4	-0.0095
SERPINI2	-0.2165
CEP170L	0.2535
TTC9	1.793375
MYOM3	-0.931
MLPH	1.248375
LOC222699	0.049
NRG1	-1.56441666666667
TBC1D9	2.46072727272727
TTK	-0.7575
ZNF557	0.8588
DDX41	-0.0575
FANK1	1.804
UBE2D2	-0.092625
PSMB10	0.73525
MYH7B	0.2225
GABARAPL2	0.1265
MARVELD2	1.1255
DGCR2	0.761333333333333
UNC45A	-0.246166666666667
C6orf72	0.604
ZNF683	4.9965
GIT2	0.668
CASK	0.2775
C14orf161	2.06066666666667
LRRC44	-0.668
TIFA	0.00775
UTP11L	-0.5605
C6orf65	-0.473
FDPS	-0.79075
DUSP9	-2.1861
SLC17A8	0.1145
OR51G1	-0.127
NANS	0.14175
OLFML1	2.1395
ATP10B	-0.535875
NPAS3	-0.3055
PRKCA	-1.8955
GGA2	-0.3736875
LCE4A	0.153
SPANXN3	0.11175
CCDC115	1.271
SDCCAG3	-1.1265
GLIPR1L1	0.36225
TTC1	0.06325
C17orf76	1.377
MAD2L2	-1.56425
HIPK1	0.0892
LRRC3B	0.7335
CLN3	-0.283772727272727
C17orf47	0.1765
FMN2	-2.219
TUBB1	-1.113
WAPAL	0.439833333333333
C3orf21	-0.15025
SCN5A	-0.3834
SMYD1	0.0725
BEX5	0.03125
ZNF192	-0.5575
SEC22A	-0.0775
GRIA2	1.727
KIAA0825	-1.01775
NUSAP1	-1.49218181818182
LANCL1	-0.420125
C15orf40	-1.0655
ZNF645	0.225714285714286
GPR61	0.12275
NLRP14	0.0015
SNX21	0.0427
C1QTNF8	0.235
C17orf46	0.0595
IFNA8	0.183
SPRR1B	-0.961666666666667
FLRT1	-0.38425
SNX17	-0.25
ASB2	0.778666666666667
HBG1	-5.8915
RPRML	-1.1995
JOSD2	0.280666666666667
PLSCR3	0.23375
SPOCD1	-0.528833333333333
RAB39	0.0185
GHRH	0.197166666666667
ITIH5L	-0.0865
C17orf37	0.0655
SMCR8	0.26975
DPY19L2P3	-0.3935
IL11RA	0.878
GDF3	-3.83883333333333
RPS6KB1	-1.17083333333333
DNAJC19	0.2697
TOP1	0.026
CRCT1	0.082875
MPST	-0.248
DPM2	-0.343375
FAM38B	-1.5035
SLC18A1	-1.329
FARP1	-0.2175
PAX7	-0.06825
TUBD1	-1.32975
GNL3	-0.446625
BTG2	1.93673333333333
NDUFS6	-0.209
C1orf79	-1.26125
ERAL1	-0.89975
ECHS1	0.73075
VPS4A	-0.5535
CYP11A1	0.05425
ABCC6	-1.5265
PBX4	-0.663
MOSC1	1.055375
NCF4	1.97375
HYMAI	0.077
NAGPA	0.023125
OTOP2	0.15175
ACOT12	-0.064
MTHFD2L	-0.868375
LOC441376	5.4515
C19orf34	0.01
RAB1B	0.365
ALDOAP2	-0.4775
NTRK1	-1.2195
ARTS-1	0.136
SLC6A11	-0.4675
NAP1L2	-0.202
CNGB1	-0.264666666666667
EPB41L4B	0.886583333333333
FAM134B	3.881625
HS3ST3A1	-1.56983333333333
CPXM2	5.81675
SIRPB2	-0.3825
CHORDC1	-1.07516666666667
TRIB3	-1.5745
SLC2A5	0.59325
C2orf49	-0.667166666666667
DDX5	0.068
OR5L1	0.5825
ANAPC4	-0.289833333333333
ZSWIM1	0.381875
LOC93622	-0.16025
KCNK3	0.6972
RP11-35N6.1	-1.47725
ZFP161	0.695666666666667
AQP9	2.5425
SLC15A2	-0.6745
MREG	0.617
OR9I1	0.003
PDLIM2	0.622125
ADAM7	0.2415
GSTCD	-0.296333333333333
WDR21A	-0.60725
SLC12A8	1.181
TMEM174	0.077
IGSF3	0.843416666666667
LRRN1	1.702
LOC402117	-0.2535
SRPK1	-1.1395
LY6K	-1.5224375
NFIA	2.498
PTCD3	-0.588875
LEP	3.06966666666667
PCDH21	0.0588333333333333
MAPKAPK2	1.03721428571429
NMNAT1	-0.699333333333333
LHFPL2	0.982
C9orf43	-0.372
DIP2A	-0.360333333333333
ACTR8	0.137125
CCDC34	-0.344
PTPN22	0.449125
ITGA3	-1.90275
FAM129C	0.897
RABGGTA	0.0365
UNC45B	0.57975
KIAA1033	0.438125
ZNF510	-0.216833333333333
CYP2D6	-0.5255
SLC26A10	-2.028
STX8	0.173
LUZP1	0.273875
WDR89	-0.2905
EIF4G3	-0.0665
C5AR1	1.02175
ZNF623	0.3845
A2M	2.147
TGM7	0.076
GRPEL1	-0.522166666666667
LMNB2	-0.9971
ROCK2	-0.224833333333333
SNX16	0.702625
CCDC66	0.26375
ANXA3	-0.389
KIAA1609	-0.419625
EED	-0.8465
RNF32	-0.122166666666667
HES1	0.4408
CLC	0.69
ISL1	-0.830333333333333
KIAA0528	-0.0405
MANEA	0.53875
C1orf61	-1.7465
hCG_2001000	-0.1505
RAPGEF6	0.0329
KIAA0020	-0.486
NEIL1	0.43875
C16orf45	-0.85975
RBM10	-0.115166666666667
C10orf125	-0.587
MRS2L	-0.34225
DNAH17	-0.252
C19orf10	-0.0495
C1orf160	0.318
SLFN12	0.947
EXOC3	0.0675
HIST3H3	0.5425
NCOR2	0.029
TNFRSF9	0.96975
MFSD8	0.3885
ALX1	-2.22166666666667
NOL1	-1.5385
PODN	3.444
TIAL1	-0.623
HIST1H1E	-0.081
NPY6R	-0.04925
TM4SF4	-0.05025
CORO2A	-0.056
ETNK2	-0.299833333333333
APOE	1.6959
ANGPT4	-0.184
HDGF2	0.039
G30	0.234
ST8SIA4	0.609625
F2RL1	0.13625
FAM19A4	-2.282
CCAR1	-0.74825
B3GNT7	0.0135
OPHN1	-0.3789
DSCR6	0.8175
C21orf13	0.491333333333333
GAS2L1	0.167916666666667
RFX3	0.077
COPS4	-0.158875
BCHE	-2.5975
BCL2	2.4665
HBZ	-3.6265
ARL13B	-0.0555
MAPBPIP	0.77425
MYO15B	-0.0755
SPZ1	0.16625
KIAA1324	2.17566666666667
PLCL2	0.804
C4orf29	-0.86525
WDFY2	-0.634375
ZNF284	-0.554
NAALADL1	0.4055
DUSP5	0.023
PXDN	0.535125
SLMO1	-1.10475
TNXB	0.7353
BIRC7	-1.178
A4GALT	0.985666666666667
TIMM22	-0.12
FAM110C	0.778
TOMM34	-0.86475
ABHD9	-0.132
ADAM32	0.5515
CRHBP	1.367
AQP2	0.239
LOC130355	0.27
ZNF187	0.485
ZNF816A	1.125
F7	0.007125
CNOT1	-0.5514
SLC13A4	0.1615
ZBTB11	-0.099
B3GALT5	1.516
EXOC2	1.30616666666667
IRS1	0.6745
TMEM1	0.363833333333333
MRPL34	-0.221666666666667
SAMM50	-0.1905
CDC42EP3	0.413125
HSF2	-0.536
MFN2	-0.095
TSPAN7	0.460166666666667
NUCB1	1.11433333333333
RHOH	0.423
ARL16	-0.9455
TACR1	-0.1505
SFRS5	-0.798833333333333
SNX25	-0.037125
RHBDF1	0.532
PCDH18	2.842
HMG1L1	-0.39775
MYO5C	0.229125
MAPK10	1.1825
LDHAL6A	-0.187833333333333
NUDT12	0.772666666666667
NCAM1	-0.25125
GLIS2	0.4345
GGTL4	-0.1915
DAPP1	0.57525
ATF7	0.723375
KIAA0748	0.74625
NFIL3	-0.5825
TM6SF1	0.7758
SEZ6	-0.032125
NANOS3	-0.414166666666667
DNAJA3	0.0966666666666667
CLDN6	-2.151
CIITA	3.0886
EPHA4	-0.0281666666666667
FANCC	-0.954
CMTM3	0.717875
PSG3	-0.210428571428571
MRPL15	-0.045
C21orf59	-0.2895
PLCXD2	0.021
C2orf34	-0.083875
UBE2L6	1.6785
MED14	0.126666666666667
HP1BP3	0.109
C6orf208	0.1585
TPBG	1.65875
OSR2	1.11275
XPC	0.2145
KLHL7	-0.100833333333333
CCR3	-0.235
AGTPBP1	-0.228333333333333
PCSK6	0.429333333333333
STAT5A	-0.3472
FAM18B	-0.132
LONRF2	0.167333333333333
PTPN2	-0.393875
SF3A3	-0.544
EFCBP2	-0.26925
HCFC1	-0.332833333333333
AHNAK	0.41085
ACTR5	0.248
KIF14	-1.356
TENC1	1.80325
HEATR5B	0.511
YIPF2	0.923
MYEOV2	0.721666666666667
DUSP18	0.88925
KIAA1012	0.1585
AHR	1.134
C17orf53	-1.30366666666667
PTPRH	-3.56325
ATP6V1C1	0.3635
TAS2R3	0.092
LOC440356	-1.2
COQ10B	0.6815
PSMF1	0.25775
SORBS2	1.6675
NFE2L2	0.2775
TMCO7	-0.675
SH3PXD2A	0.1283
SH2D2A	0.39625
SPINK5	-1.753
MRPS24	-1.0565
OPA3	0.332125
TRAF7	0.0153333333333333
C4orf35	-0.0403333333333333
MT1G	-1.40725
MGC39545	0.2055
HS1BP3	-0.0188
OR2B2	0.073
CHRM4	-0.0865
SFRP2	4.76841666666667
RIC3	1.1605
ART1	-0.086
C6orf1	0.81325
DUS4L	-1.549
C10orf104	0.38325
TNFAIP6	2.65425
RTEL1	-0.6365
CCT4	-0.1322
ZNF709	0.37325
CHMP6	0.0181666666666667
UPP2	0.0775
CYP19A1	-0.385875
CD151	-0.854333333333333
NDUFA13	-0.148166666666667
ARFRP1	-0.552833333333333
FAM26B	2.66575
CRYBA1	-1.2285
MRPL41	0.0736666666666667
NPFFR2	-0.5485
HRH2	0.003
SCAMP3	0.0325
MTMR6	0.2894
MTG1	-1.14983333333333
UBTD1	1.10975
CRABP1	-2.68
FLJ33790	-0.4415
KIAA1908	-0.829
GPR158	-1.76275
PACSIN3	-0.284166666666667
OMD	4.00066666666667
CATSPER1	-0.0698333333333333
HOXB8	-0.038
FBXO46	1.183
OAS1	2.53833333333333
SVIL	1.045
PHB2	-1.15025
ADCY3	0.404
NDRG2	1.379
ERMAP	0.8293
APBA2	-1.35983333333333
IGSF9	2.0495
WNT6	-0.000785714285714342
MYCBPAP	-0.23425
ATP2B2	-0.3023
CPVL	0.9362
TRAM2	-0.573583333333333
NOP5/NOP58	-0.49775
ZNRF4	0.16675
TLK1	0.302375
MTMR12	0.918357142857143
ZNF384	-0.1535
FAM9B	-1.904
RPN1	0.382
PMVK	0.142
EIF3D	0.0765
SIX2	-0.4895
HPS1	0.266285714285714
RNF7	0.25575
PSKH2	0.17
KCTD13	-0.117
CSMD3	-0.2947
FBF1	-0.0495
IL8	-4.841625
SERPINB13	0.274916666666667
FBXL20	-0.002
BLR1	0.09275
SH2B1	-0.3335
RFNG	-0.317
RAB20	0.41
RBM7	-0.391
POLR1A	-0.305666666666667
TMPRSS4	-2.9505
TAF9	-0.453375
TERF2	0.134333333333333
TNFRSF1A	0.6595
ACADVL	-0.0878333333333333
GTF2H5	0.37475
EDG8	-0.00316666666666666
C9orf140	-1.983625
UST6	-0.18875
ZBTB8OS	-0.54275
ZNF710	0.4745
GPR174	0.4265
ATP6V0A2	-0.37825
KIAA0319L	0.0383333333333334
XKRX	-0.3025
DOPEY2	2.2994
SDHD	-0.152
SUMF1	1.15475
OSM	2.98325
OPN3	-0.10875
DAGLB	-0.0653333333333333
PPFIBP1	0.1129
TRIM63	-3.24075
C10orf53	-0.0295
LYPD3	-0.373666666666667
BCL7A	-0.5165
AGER	-0.935166666666667
TCF19	-0.829125
SAT2	-0.6105
PFTK1	0.0618333333333333
GABRE	-2.13325
C15orf38	1.2119
FIS1	-0.11
KCNV2	0.0775
CLPS	0.223
PPCDC	-0.9445
FOXN2	0.5415
NT5E	-2.1522
CD83	1.663
IL18	1.0895
VPS16	0.15525
IGFBP2	0.713833333333333
NOTCH2	0.55175
SIGLEC1	3.340125
CD93	5.3085
SULF2	0.2025
CEP164	-0.259625
P53AIP1	-0.215
TOR2A	-0.103333333333333
ZNF136	0.794
MGP	2.8884
CCDC144A	0.116166666666667
TRPC1	-0.639166666666667
SMS	-0.2335
MAPK7	-0.5665
RRAGC	0.898
PARD6A	0.021
NUB1	0.7315
SYNGR4	0.66525
OR11H12	0.299
WIF1	-0.064625
GCH1	1.012
OR11H4	0.137
SLC44A5	0.505
GPRIN2	0.250166666666667
LOC401431	-0.05525
CPA4	-3.0678
MELK	-1.15266666666667
IL15RA	1.20675
CUL3	0.277
HMBOX1	-0.0755
PODXL	-0.91375
CCT6B	-0.298333333333333
COMTD1	-0.8575
MUC20	-0.535166666666667
GPX2	-3.6455
ITK	0.75125
FBXL5	1.52975
C13orf27	-1.38125
DEFA5	0.2025
TRHDE	-0.085
MTP18	-1.35966666666667
UQCRQ	0.5043
ITGB2	2.80591666666667
CSRP2BP	0.1625
TAS2R44	-0.1645
PHPT1	-0.36125
FAM44C	-0.1925
ERH	-0.34525
MPHOSPH1	-0.920666666666667
MORC1	-0.043
PARVB	-0.693
LAMA1	-2.07058333333333
PGBD3	0.1165
GIMAP6	4.737
AREG	-4.22833333333333
LIPT1	-0.09875
MGC99813	-0.8065
C1orf201	-0.349833333333333
GRIN2A	-0.5234
MAN2C1	-0.908875
NSUN5	-0.71425
SF3B5	0.57
MYC	-1.1543125
NRXN1	-0.209833333333333
ZNF18	0.2695
SPDYA	-0.359625
SLC37A1	1.492
DECR2	0.0255
ANKRD38	0.3575
SPTLC3	-1.12725
SUPT16H	-0.404
DTWD2	0.04825
ULBP1	-0.069
ZADH1	-1.02216666666667
OIP5	-1.165
IL10RB	0.436
OTUB2	-0.15125
VWA3A	-0.218166666666667
SPIC	0.409333333333333
OR6C4	-0.287
PSCD4	2.1455
DPY19L2P2	-1.42
TRAPPC6A	0.7045
C21orf2	-0.498833333333333
CEMP1	-0.22825
LIN7B	0.748
E2F7	-2.25666666666667
VCP	0.059125
LAMA3	0.148166666666667
BGN	2.36075
GPR160	1.53916666666667
COCH	-3.648
GPR81	1.29533333333333
APOBEC3F	-0.33075
tcag7.1017	-1.112
C1orf32	0.373
SCGB1D2	7.16075
FLJ43987	0.3245
C6orf170	-0.2355
KLK9	0.0585
GPD1L	1.03425
VPS37B	-0.18525
ATG3	1.83616666666667
ADAMTS17	0.2465
KLHDC2	0.246166666666667
NDUFV2	-0.432
BLK	-0.48225
MATN4	-1.2695
GPM6A	0.070625
GBP4	4.4925
TMEM162	0.172833333333333
PKP2	-0.9545
HRASLS	0.383111111111111
MMP1	-3.14725
SFXN3	-0.0297
FSD1	-1.903
ST6GALNAC3	-0.1915
CA12	2.5681
NCOA6	0.48475
C19orf58	0.2243
PPP4R1	-0.0855
MAN1A2	0.763333333333333
IKBKAP	-0.30025
UPF1	0.222833333333333
KIAA1219	0.3275
WNT16	0.1325
SNW1	-0.180625
IL18RAP	3.7225
RPP30	-0.214125
CDC40	0.269
SETD3	0.1105
SLAMF6	1.0115
ELK4	-0.047
TRIM47	0.389833333333333
ACOX3	1.33275
TRIM6	0.69575
KIAA0372	0.0788333333333333
TP53AP1	-0.1565
SMURF2	-0.2855
ADAD1	0.103
EBP	-1.3416
KRTAP13-2	-0.502
FLJ36874	-0.086
TOR1A	-0.00833333333333333
P2RY4	0.5645
GPBP1	0.5315
TRPV1	0.394375
ADAMTS12	0.550333333333333
PES1	-0.5411
ATG4A	0.8565
MAGEA10	-4.38325
WFS1	1.412
CC2D1B	-0.2155
PABPN1	-0.523875
SLC25A30	-0.14825
SLCO1C1	0.543166666666667
SLC22A5	0.75
KIF23	-1.02016666666667
SYN2	-0.1355
ASPN	7.55366666666667
CENTG2	0.31525
QSOX2	-1.2901
FLJ10815	-0.0321666666666667
STK24	0.070375
SPEG	-0.000299999999999992
STK10	1.16316666666667
DACT2	-1.242
AAAS	-0.71525
SSX3	-1.285625
ABCD3	1.0472
C4orf12	0.188375
PARVG	1.95433333333333
FIG4	1.166
C9orf46	0.872
TMCO6	-0.8785
IGHMBP2	-0.02925
DUS2L	-0.842
FAM3C	-0.02625
TMEM16D	-1.12475
DCTN4	0.4865
KCNH3	0.25125
EIF2AK2	0.8385
AP1S3	0.0192499999999999
CST4	2.5145
PAM	1.1305625
NUTF2	-0.48525
CITED2	1.1132
SLC39A4	-0.9925
C2orf52	-1.675
GRM3	0.09425
C12orf49	0.651
CCDC49	-0.1976
GRAMD1B	-0.852375
FNDC4	1.31825
SIAH2	0.45375
GDPD4	-0.18575
C21orf87	-0.146
ATP5A1	-0.492666666666667
C16orf63	-0.257625
LOC388135	-0.489166666666667
ATP5J2	-1.18
MMP3	0.0985
EMID2	-0.3365
CRHR1	0.19575
WDR70	0.044
C13orf31	1.51475
ZFAND1	-0.10725
CCL18	4.01433333333333
C3orf49	-0.002
RINT1	-0.889
KIAA0408	-0.6305
F13A1	5.0995
SLC10A1	0.0615
OGN	3.33775
GIPC2	-0.358833333333333
XPO6	-0.478166666666667
LCE1A	0.837
FMR1	0.2891
LOC374920	-0.33425
DUSP3	0.02875
ANKMY1	-0.084
C7orf50	-0.209
BBS9	0.0848
UNC119B	-0.77125
C9orf72	0.169625
MGC35440	-0.1005
ENTPD6	-0.29725
PPP1R2P9	0.345
ERCC4	-0.01175
FAHD2B	-0.728
HMHA1	1.0565
HACL1	-0.68125
RAD23A	0.0695
FAM83B	-0.30475
PPP5C	0.00333333333333333
RNASEH2C	-0.0235
C9orf153	0.11475
SCAMP4	0.047875
GHITM	0.4783
NDUFB7	-0.009625
ADCYAP1	-0.335833333333333
SP110	2.616
MAP3K7IP2	0.737
DHH	0.1145
AGRN	0.404857142857143
WDR33	-0.0493333333333333
CEP290	-0.547166666666667
PRPS1L1	-1.6975
KLRA1	-0.6215
GPR97	-0.37
CHD7	-0.4895
TLR10	1.56775
SLC30A8	5.3615
HIC1	1.67066666666667
IAPP	0.2745
RXFP4	0.04525
GP1BB	1.01175
SHQ1	0.316
NKX2-3	0.275666666666667
API5	-0.00425
FTHP1	0.5895
MOV10L1	0.307166666666667
TRIM6-TRIM34	2.04833333333333
ADHFE1	0.74375
FAM117A	-0.12025
DDI1	0.410333333333333
CDON	0.169666666666667
TRIM73	-0.8495
IGKC	4.263
MMP14	-0.416
DYNC1LI1	0.359625
C11orf66	0.1355
TRBV3-1	-0.174
FASTKD5	-0.44225
BIVM	-1.069
LHX4	0.19375
CXCL2	-0.2995
RAB2B	-0.181166666666667
IZUMO1	-0.36225
MAP3K15	-1.522875
FAM19A2	0.0965
ZC3H8	-0.723
ZMAT1	0.8855
SPINK5L3	-2.396
SLC10A6	0.226
APPL2	0.034
CARD10	-0.0635
LOC402176	-0.60575
EEF1D	0.4935
RAB6A	0.3387
C12orf5	-0.3075
PAPOLG	0.7535
MSRB2	0.4475
BCR	1.13838888888889
PUS3	-0.60925
TIAM2	-0.02825
ZNF317	0.4345
CHD2	-0.105
FZD5	-1.63954545454545
NUDT8	-0.26225
ZNF763	-0.00299999999999999
PRC1	-1.33855555555556
ABCB9	-0.0536666666666666
SPATA3	-0.0965
TRAK2	0.763875
STAB1	3.732625
LRRTM2	0.337333333333333
psiTPTE22	1.24175
DBI	0.686
SERPINA11	-1.51525
NAT5	0.1005
C20orf58	-2.38325
RPS6KA4	0.355333333333333
FLJ90650	1.2605
TGFBRAP1	-0.13975
CHRDL2	-0.275125
FAHD2A	-1.01833333333333
CNTN1	0.56275
BBS4	-0.3995
TMEM181	0.33725
MINPP1	-0.47675
MPHOSPH6	-0.443916666666667
HOXC10	1.3331
ITPKB	0.47525
CLPTM1L	0.2025
MEOX2	2.368
ATP6V0C	0.724625
PRPF8	-0.466333333333333
TMC5	2.019
FKBP3	-0.41425
PLEKHB2	-0.298625
OR4D6	-0.143
ZNF544	-0.9041
D2HGDH	-0.44625
RPL18A	-0.2848
HEL308	-0.128125
MPP6	-2.69325
TCERG1	-1.11325
KRT16	-2.39183333333333
KLF17	-0.74925
KLF5	-0.323125
CDR1	3.303
VCX3A	-3.781
FBLN2	3.01175
C14orf104	-0.18075
HBE1	-4.98
OR4S2	0.4225
C1orf108	-0.692333333333333
ROBO4	4.25966666666667
CPEB4	0.962125
C11orf80	-0.719166666666667
BCKDHA	0.928166666666667
MYOC	0.85075
GIF	0.1615
CKMT1A	1.6245
RPL3	0.0839
THBS1	2.744125
APOO	-1.115
ARMCX1	2.0745
HSZFP36	0.857
SNAPC5	-0.3675
EIF4ENIF1	0.49925
ZNF433	-0.40175
TNFRSF21	-0.4005
TMPRSS7	0.329
SPATA18	0.677
HPDL	-3.4025
MKL2	1.2367
TBX3	1.08569230769231
C21orf93	0.3195
DAXX	0.4825
ELMO1	0.826125
RGS13	1.7925
TAF11	-0.419
UNC13A	-1.42575
LOC653314	-0.1701
ORC3L	0.30075
IMAA	-2.61
TARBP2	-0.205
CABIN1	-0.1018
TRIOBP	0.1694375
HIST1H2AC	0.943125
RGS22	-0.04
NCOA1	0.900666666666667
IL25	0.504
SNCG	1.085
GPR6	0.392
AMDHD1	-1.2235
CHEK2	-0.540125
C6orf142	-0.044
DRD4	0.695
C14orf68	-0.89675
GDF11	-1.90175
SEMG2	0.814
CD247	1.603
CDAN1	-0.589
RBMX2	0.2445
TGS1	-0.22325
OIT3	0.10925
SYF2	0.56375
MCM4	-2.023625
PKHD1L1	0.46875
CEP192	-0.599166666666667
IFT88	0.4695
RPL9	0.1345
RAB32	0.345625
DDX43	-2.00375
P2RX2	0.152833333333333
OR5D18	0.3325
UBE1	-0.0425
SLC24A1	0.064625
ARHGAP5	0.15
CETP	-0.1055
KIAA1731	-0.881
SLC9A4	-0.1785
PTPN6	1.3445
BAHD1	0.2785
GRIK3	0.493
CACNB2	-0.6085
PDE10A	-0.066
DGCR14	0.117
PCDHB9	0.166
RHOQ	0.673
MAP3K4	0.3485
KTI12	-0.406666666666667
RPL23AP13	0.47175
GNG11	0.89125
CLCN3	0.170166666666667
GPAM	1.047625
VSTM2A	0.2415
SLAMF7	3.74783333333333
INTS2	-0.98075
PPP2CA	-0.00970000000000001
LRP12	0.151066666666667
SEC14L2	1.26011111111111
DKFZP586H2123	3.52125
MC3R	-0.123
CIRH1A	-1.4705
HIST1H2AB	0.692166666666667
POLH	-0.32125
