Hybridization REF	TCGA-BH-A0B5-01A-11R-A12P-07
COX6A2	-0.1325
SCNN1A	1.9775
LSM1	0.55
UGT2B11	-2.353
IDUA	0.8515
PPP2R3C	-0.481666666666667
COX11	-1.016
PDZK1	0.4305
ZNF443	0.546333333333333
MGC21874	0.985166666666667
ZNF323	0.4065
KRTAP10-10	0.169
CXCL6	-0.4095
SLC34A2	0.4503
LOC284402	-0.101
NPTN	0.939666666666667
UPP1	-1.97158333333333
SLC6A9	-0.004
OR7G3	0.16425
CISD1	-1.14
ZNF545	-0.760833333333333
SYT14	-0.5415
NT5C3L	-0.430333333333333
ZNHIT3	-0.018
SNRPD3	-0.13375
KIAA0701	0.7795
UNC93B1	-0.1005
GMNN	-0.226125
SPCS2	0.569333333333333
LOC388524	0.2365
NAPRT1	-0.03425
PNLIPRP1	0.4235
OR6V1	0.341
PRKAB1	0.49825
EYA4	-3.00866666666667
KIF20A	-0.80975
ALG10	0.83425
ITPKC	0.776
LMX1B	0.454333333333333
RPUSD4	-0.25
C7orf34	0.156333333333333
DLGAP2	0.20475
PFN1	-0.5371
MICALL2	-0.333583333333333
ZNF654	-0.578
SS18L1	-0.81375
SLC16A8	-0.11725
MKI67IP	0.249
ITGB3	-0.543
TCEA3	2.06133333333333
CEP152	-1.45225
CLIP1	0.4635
ZNF75	0.5170625
ATP5C1	-0.2505
NUDT5	-0.561333333333333
PSCDBP	1.285
UBP1	1.09125
RBM27	-0.06725
C13orf15	2.3825
ZNF282	0.466333333333333
ZNF222	0.0095
COL10A1	5.06275
PRDM15	-0.588625
TTTY5	-0.0255
FAM9C	-0.402916666666667
C20orf67	-0.32575
GNG13	0.6185
F12	0.17375
C1orf41	-0.90375
CPXCR1	0.8855
GSK3A	-0.0235
SUPT6H	-0.354833333333333
PI16	0.742833333333333
ELL2	0.251333333333333
C9orf167	-1.5795
PVRL3	-1.9088
FLJ38596	-0.0955000000000001
ADAM20	0.2445
GPR89A	0.7775
GPR87	-0.4875
ZNF30	0.69
SMR3B	2.7305
ZNF770	-0.1825
TRPC4AP	-0.504333333333333
DKFZP686E2158	1.048
C2orf28	-0.1375
FREM1	-0.196166666666667
LAMA4	0.442833333333333
ADPRHL2	0.44475
EIF4G2	0.620666666666667
GUCA1A	-0.4795
CTNNA2	0.8035
NUDT15	-0.454833333333333
CEPT1	0.436
ZNFX1	0.7848
CCDC92	1.51425
TDRD1	-0.5035
KCNK5	0.135166666666667
ETNK1	0.0745833333333333
LTA	0.221
TTPA	0.9755
B3GALNT2	-0.798625
SC65	0.0205
PEX5L	-1.356125
EPS15L1	0.043
MGEA5	1.007375
HIST1H3A	1.4265
ING1	1.099875
BCAT1	-2.599875
ORC6L	-2.24618181818182
KLK11	-3.16266666666667
C19orf28	-1.481375
DNER	-3.649625
MED22	-0.436928571428571
ETV6	1.431
CHAC2	-1.4145
CD300E	0.22
CEBPB	0.563916666666667
ZNF398	0.167
LRCH3	0.056
HMGA1	-1.93616666666667
CAPN7	0.199666666666667
MGC5566	-2.10625
CCL3	3.339875
NANOS1	0.2545
ZFYVE19	-0.0625
APITD1	-0.187666666666667
PARD3	0.585375
IRAK4	0.0775
SERPINI2	1.8395
CEP170L	-1.0475
TTC9	2.18375
MYOM3	-1.263
MLPH	1.639875
LOC222699	-0.1895
NRG1	-1.37541666666667
TBC1D9	3.43972727272727
TTK	-1.75683333333333
ZNF557	0.8488
DDX41	-0.0258333333333333
FANK1	3.5825
UBE2D2	0.404375
PSMB10	0.4765
MYH7B	0.3825
GABARAPL2	-0.01725
MARVELD2	1.93933333333333
DGCR2	0.450833333333333
UNC45A	-0.102666666666667
C6orf72	-0.27
ZNF683	3.89075
GIT2	0.412625
CASK	0.548666666666667
C14orf161	3.22083333333333
LRRC44	0.12025
TIFA	0.9625
UTP11L	-0.28075
C6orf65	-0.541
FDPS	0.1595
DUSP9	-1.5786
SLC17A8	1.07016666666667
OR51G1	0.091
NANS	-0.1095
OLFML1	1.25925
ATP10B	-1.24125
NPAS3	0.401
PRKCA	-2.1746
GGA2	0.1683125
LCE4A	0.672
SPANXN3	-0.3705
CCDC115	1.856625
SDCCAG3	-1.05875
GLIPR1L1	0.0485
TTC1	0.24925
C17orf76	1.816
MAD2L2	-0.947
HIPK1	-0.4846
LRRC3B	-0.47
CLN3	0.333090909090909
C17orf47	0.3875
FMN2	-2.422375
TUBB1	-1.874625
WAPAL	0.435
C3orf21	-0.301375
SCN5A	-0.1789
SMYD1	0.17
BEX5	-0.046
ZNF192	0.0145
SEC22A	0.472666666666667
GRIA2	1.11585714285714
KIAA0825	-0.4735
NUSAP1	-0.935363636363636
LANCL1	-0.142375
C15orf40	-0.5019
ZNF645	-0.039125
GPR61	-0.14625
NLRP14	0.2925
SNX21	-0.0855
C1QTNF8	0.0065
C17orf46	0.06075
IFNA8	0.42
SPRR1B	-2.01483333333333
FLRT1	-0.62225
SNX17	0.378333333333333
ASB2	-0.512833333333333
HBG1	-4.923
RPRML	-1.6765
JOSD2	-0.235166666666667
PLSCR3	0.1715
SPOCD1	-1.04483333333333
RAB39	-0.633
GHRH	-0.106
ITIH5L	-0.37975
C17orf37	0.20575
SMCR8	0.36825
DPY19L2P3	0.100166666666667
IL11RA	0.854166666666667
GDF3	-3.77433333333333
RPS6KB1	-1.27816666666667
DNAJC19	0.4863
TOP1	-0.103
CRCT1	-0.588
MPST	-0.2585
DPM2	-0.206125
FAM38B	-0.763166666666667
SLC18A1	-1.094
FARP1	0.701833333333333
PAX7	0.03525
TUBD1	-1.65475
GNL3	0.09725
BTG2	2.51553333333333
NDUFS6	0.2005
C1orf79	-0.8045
ERAL1	-0.97225
ECHS1	0.46525
VPS4A	-0.896166666666667
CYP11A1	-0.22
ABCC6	-1.45564285714286
PBX4	0.295
MOSC1	-0.302875
NCF4	1.158
HYMAI	-0.9945
NAGPA	-0.257375
OTOP2	0.12425
ACOT12	0.27575
MTHFD2L	-0.06725
LOC441376	1.491
C19orf34	0.0505
RAB1B	-0.93
ALDOAP2	-0.24
NTRK1	-0.934666666666667
ARTS-1	1.3417
SLC6A11	0.1385
NAP1L2	-1.1775
CNGB1	-0.303833333333333
EPB41L4B	-0.364333333333333
FAM134B	3.377625
HS3ST3A1	0.817666666666667
CPXM2	4.44675
SIRPB2	-0.3065
CHORDC1	-1.13383333333333
TRIB3	-0.566666666666667
SLC2A5	0.61825
C2orf49	-0.844333333333333
DDX5	0.42975
OR5L1	0.646
ANAPC4	-0.0225
ZSWIM1	0.01875
LOC93622	0.082375
KCNK3	-0.1611
RP11-35N6.1	-2.258
ZFP161	0.774666666666667
AQP9	3.393
SLC15A2	-0.5795
MREG	0.868666666666667
OR9I1	0.4355
PDLIM2	0.51575
ADAM7	0.404
GSTCD	0.138833333333333
WDR21A	0.488875
SLC12A8	1.0165
TMEM174	0.18875
IGSF3	1.22533333333333
LRRN1	2.99825
LOC402117	-0.2515
SRPK1	-0.956666666666667
LY6K	-2.01625
NFIA	2.79
PTCD3	0.1385
LEP	2.1845
PCDH21	-0.258833333333333
MAPKAPK2	0.3955
NMNAT1	-1.04183333333333
LHFPL2	0.596125
C9orf43	-0.0365
DIP2A	0.222166666666667
ACTR8	0.23825
CCDC34	-0.5605
PTPN22	-0.95375
ITGA3	-1.09675
FAM129C	0.26925
RABGGTA	0.1855
UNC45B	0.45825
KIAA1033	0.349875
ZNF510	0.0378333333333333
CYP2D6	-0.179666666666667
SLC26A10	-0.472
STX8	0.1915
LUZP1	0.053
WDR89	-0.419833333333333
EIF4G3	-0.6752
C5AR1	1.244375
ZNF623	0.3865
A2M	0.8245
TGM7	0.261
GRPEL1	-0.928333333333333
LMNB2	-0.5687
ROCK2	-0.352
SNX16	-0.0665
CCDC66	0.52975
ANXA3	1.5845
KIAA1609	-0.310625
EED	-0.09825
RNF32	0.52
HES1	1.2037
CLC	0.580666666666667
ISL1	-0.789833333333333
KIAA0528	0.193625
MANEA	0.041125
C1orf61	-1.494
hCG_2001000	0.30925
RAPGEF6	0.0843
KIAA0020	-0.134833333333333
NEIL1	0.33925
C16orf45	0.909625
RBM10	0.0395
C10orf125	-1.412875
MRS2L	-0.86775
DNAH17	-0.879
C19orf10	-0.669
C1orf160	0.2915
SLFN12	1.21575
EXOC3	-0.252166666666667
HIST3H3	1.12825
NCOR2	0.321833333333333
TNFRSF9	0.936
MFSD8	0.12275
ALX1	-4.435
NOL1	-0.928
PODN	3.05
TIAL1	-0.8305
HIST1H1E	-0.7895
NPY6R	0.33475
TM4SF4	-0.06
CORO2A	0.2595
ETNK2	1.51383333333333
APOE	1.3148
ANGPT4	-0.046
HDGF2	0.50225
G30	-0.218
ST8SIA4	0.903875
F2RL1	-0.1275
FAM19A4	-0.57275
CCAR1	0.18625
B3GNT7	0.0525
OPHN1	-0.4439
DSCR6	3.1085
C21orf13	1.36233333333333
GAS2L1	0.0916666666666667
RFX3	0.543666666666667
COPS4	-0.177
BCHE	-4.188
BCL2	2.510125
HBZ	-3.5985
ARL13B	0.84275
MAPBPIP	1.084375
MYO15B	1.08175
SPZ1	0.606333333333333
KIAA1324	3.03777777777778
PLCL2	-0.1255
C4orf29	-0.776
WDFY2	-0.228
ZNF284	-0.3775
NAALADL1	0.1445
DUSP5	0.5295
PXDN	0.7915
SLMO1	-0.58125
TNXB	0.079
BIRC7	-0.63325
A4GALT	0.521833333333333
TIMM22	-0.20325
FAM110C	0.96875
TOMM34	-0.881125
ABHD9	-0.256
ADAM32	1.9095
CRHBP	-0.14025
AQP2	0.189625
LOC130355	1.05175
ZNF187	0.239166666666667
ZNF816A	0.621
F7	1.947125
CNOT1	-0.8431
SLC13A4	-0.0645
ZBTB11	-0.119
B3GALT5	0.7575
EXOC2	1.234
IRS1	0.3806
TMEM1	0.0801666666666667
MRPL34	-0.775833333333333
SAMM50	-0.868
CDC42EP3	0.418375
HSF2	-0.5709
MFN2	-0.00625
TSPAN7	-1.47666666666667
NUCB1	0.615416666666667
RHOH	-0.5575
ARL16	0.0065
TACR1	-0.068
SFRS5	0.3515
SNX25	-0.261875
RHBDF1	1.185
PCDH18	2.4755
HMG1L1	0.449
MYO5C	1.021375
MAPK10	1.535
LDHAL6A	-0.0168333333333333
NUDT12	0.0475
NCAM1	-0.160625
GLIS2	0.513
GGTL4	-0.32125
DAPP1	0.38325
ATF7	0.592625
KIAA0748	-0.1645
NFIL3	-1.78675
TM6SF1	0.1449
SEZ6	0.057875
NANOS3	0.121333333333333
DNAJA3	-0.663333333333333
CLDN6	-1.5465
CIITA	2.6319
EPHA4	-1.69908333333333
FANCC	0.06775
CMTM3	1.08875
PSG3	-0.71175
MRPL15	-0.40875
C21orf59	0.21
PLCXD2	0.035
C2orf34	-0.829125
UBE2L6	1.642125
MED14	-0.279
HP1BP3	-0.2947
C6orf208	-0.2795
TPBG	-0.155
OSR2	-0.071625
XPC	0.290833333333333
KLHL7	-0.739583333333333
CCR3	-0.5568
AGTPBP1	-1.11783333333333
PCSK6	1.0374
STAT5A	-0.7087
FAM18B	0.429
LONRF2	1.50833333333333
PTPN2	-0.2055
SF3A3	-0.830166666666667
EFCBP2	-0.069
HCFC1	0.0025
AHNAK	0.5898
ACTR5	-0.16475
KIF14	-1.53885714285714
TENC1	1.30575
HEATR5B	0.923
YIPF2	0.254
MYEOV2	0.337
DUSP18	0.60725
KIAA1012	-0.157
AHR	-0.5945
C17orf53	-0.196
PTPRH	-3.10025
ATP6V1C1	0.0528
TAS2R3	-0.0705
LOC440356	-0.192
COQ10B	0.9115
PSMF1	0.49275
SORBS2	3.02408333333333
NFE2L2	0.0495
TMCO7	-0.97375
SH3PXD2A	0.3435
SH2D2A	-0.935
SPINK5	-3.56
MRPS24	-1.2515
OPA3	-0.0475
TRAF7	0.327166666666667
C4orf35	0.3335
MT1G	-1.449375
MGC39545	0.0433333333333333
HS1BP3	-0.00659999999999999
OR2B2	0.0305
CHRM4	-0.042
SFRP2	3.67708333333333
RIC3	-0.72325
ART1	0.405
C6orf1	0.101
DUS4L	-0.76
C10orf104	1.0655
TNFAIP6	3.08275
RTEL1	-1.0635
CCT4	-0.628
ZNF709	0.186
CHMP6	-0.178166666666667
UPP2	0.66075
CYP19A1	-2.303625
CD151	-0.3225
NDUFA13	-0.418166666666667
ARFRP1	-0.823
FAM26B	1.6975
CRYBA1	-1.9145
MRPL41	-0.471166666666667
NPFFR2	-0.610875
HRH2	0.2155
SCAMP3	0.219333333333333
MTMR6	0.0159
MTG1	-0.645333333333333
UBTD1	1.22
CRABP1	-2.4125
FLJ33790	1.3494
KIAA1908	-0.610166666666667
GPR158	0.18625
PACSIN3	0.350833333333333
OMD	3.4475
CATSPER1	-0.325
HOXB8	-1.48475
FBXO46	1.1105
OAS1	1.97616666666667
SVIL	1.3235
PHB2	-0.6955
ADCY3	-0.3525
NDRG2	1.041
ERMAP	1.1795
APBA2	-1.4585
IGSF9	2.587
WNT6	-0.975285714285714
MYCBPAP	2.253
ATP2B2	-0.4086
CPVL	-0.1009
TRAM2	-0.614916666666667
NOP5/NOP58	-0.29275
ZNRF4	0.031
TLK1	0.775375
MTMR12	0.570785714285714
ZNF384	0.4525
FAM9B	-1.92925
RPN1	0.2059
PMVK	1.17225
EIF3D	-0.4036
SIX2	2.09975
HPS1	0.514071428571428
RNF7	0.50175
PSKH2	0.0745
KCTD13	0.0103333333333333
CSMD3	-0.526222222222222
FBF1	-1.3465
IL8	-2.886625
SERPINB13	0.343083333333333
FBXL20	0.0755
BLR1	0.238
SH2B1	0.11
RFNG	-0.195
RAB20	1.47183333333333
RBM7	-0.347
POLR1A	-0.266
TMPRSS4	-2.42875
TAF9	-0.2295
TERF2	-0.301666666666667
TNFRSF1A	0.473666666666667
ACADVL	-0.557833333333333
GTF2H5	-0.4165
EDG8	-0.296166666666667
C9orf140	-1.291125
UST6	0.203666666666667
ZBTB8OS	-0.658
ZNF710	1.568
GPR174	-1.0185
ATP6V0A2	-0.309
KIAA0319L	-0.119
XKRX	-1.349
DOPEY2	1.2661
SDHD	-0.276166666666667
SUMF1	1.228
OSM	2.30725
OPN3	-2.015
DAGLB	-0.177
PPFIBP1	-0.1375
TRIM63	-0.9975
C10orf53	-0.3865
LYPD3	0.1245
BCL7A	0.125375
AGER	-0.500166666666667
TCF19	-0.407
SAT2	-0.17275
PFTK1	0.675666666666667
GABRE	-2.29975
C15orf38	1.4634
FIS1	-0.078
KCNV2	0.43275
CLPS	-0.141
PPCDC	-0.401125
FOXN2	-0.665666666666667
NT5E	-3.4295
CD83	1.227
IL18	1.90025
VPS16	0.51375
IGFBP2	0.726833333333333
NOTCH2	0.80525
SIGLEC1	2.526375
CD93	4.5585
SULF2	1.4755
CEP164	-0.173375
P53AIP1	0.6045
TOR2A	-0.113166666666667
ZNF136	0.671
MGP	3.413
CCDC144A	-0.310666666666667
TRPC1	-0.523666666666667
SMS	-0.275166666666667
MAPK7	-0.405166666666667
RRAGC	0.7375
PARD6A	-0.4755
NUB1	1.07816666666667
SYNGR4	0.0075
OR11H12	0.061
WIF1	-0.023375
GCH1	-0.3925
OR11H4	0.0115
SLC44A5	1.819
GPRIN2	1.9315
LOC401431	0.531
CPA4	-2.3034
MELK	-0.985222222222222
IL15RA	0.24275
CUL3	1.211875
HMBOX1	-2.026
PODXL	-1.47175
CCT6B	1.05583333333333
COMTD1	-1.21475
MUC20	0.358333333333333
GPX2	-3.24775
ITK	-0.42025
FBXL5	1.057
C13orf27	-0.38375
DEFA5	0.0285
TRHDE	4.9785
MTP18	-0.621
UQCRQ	-0.1886
ITGB2	2.56766666666667
CSRP2BP	0.495
TAS2R44	0.1305
PHPT1	-0.389125
FAM44C	0.13925
ERH	-0.09825
MPHOSPH1	-0.498666666666667
MORC1	-0.0125
PARVB	-1.57125
LAMA1	-1.63608333333333
PGBD3	0.9835
GIMAP6	3.6785
AREG	-0.108166666666667
LIPT1	0.386
MGC99813	-0.93825
C1orf201	0.122
GRIN2A	-0.5041
MAN2C1	-0.53075
NSUN5	-0.67025
SF3B5	-0.20175
MYC	-1.2184375
NRXN1	-0.356916666666667
ZNF18	0.14875
SPDYA	0.834875
SLC37A1	1.4685
DECR2	0.21425
ANKRD38	1.317375
SPTLC3	-1.26266666666667
SUPT16H	-0.874
DTWD2	1.04125
ULBP1	-0.534
ZADH1	0.125666666666667
OIP5	-1.4575
IL10RB	0.175666666666667
OTUB2	-0.453875
VWA3A	0.801833333333333
SPIC	0.266666666666667
OR6C4	0.2945
PSCD4	1.08366666666667
DPY19L2P2	0.31
TRAPPC6A	0.782333333333333
C21orf2	0.401833333333333
CEMP1	0.524
LIN7B	-0.3205
E2F7	-0.0765
VCP	-0.3188125
LAMA3	0.24525
BGN	1.61575
GPR160	2.0055
COCH	-4.78133333333333
GPR81	1.6155
APOBEC3F	-1.616
tcag7.1017	-0.33175
C1orf32	0.2605
SCGB1D2	3.9935
FLJ43987	-0.1245
C6orf170	-0.17425
KLK9	0.213
GPD1L	1.632625
VPS37B	-0.28425
ATG3	0.295666666666667
ADAMTS17	-0.065
KLHDC2	0.219833333333333
NDUFV2	-0.00675
BLK	-2.41525
MATN4	-1.74
GPM6A	0.788428571428571
GBP4	3.3485
TMEM162	-0.0615
PKP2	0.3615
HRASLS	-1.61788888888889
MMP1	-5.0285
SFXN3	-0.1321
FSD1	-1.56
ST6GALNAC3	-1.81066666666667
CA12	2.6891
NCOA6	0.5845
C19orf58	-0.0917
PPP4R1	0.736333333333333
MAN1A2	-0.293
IKBKAP	-1.6565
UPF1	0.3705
KIAA1219	0.75225
WNT16	1.36216666666667
SNW1	0.267875
IL18RAP	2.22825
RPP30	0.267875
CDC40	-0.172714285714286
SETD3	0.0366666666666667
SLAMF6	0.37275
ELK4	-0.6485
TRIM47	-0.235166666666667
ACOX3	1.29325
TRIM6	0.50225
KIAA0372	-0.000833333333333343
TP53AP1	0.967125
SMURF2	-0.69025
ADAD1	0.61425
EBP	-0.8197
KRTAP13-2	-0.492
FLJ36874	-0.5795
TOR1A	-0.304333333333333
P2RY4	0.0615
GPBP1	1.0715
TRPV1	0.22025
ADAMTS12	0.597333333333333
PES1	-0.6996
ATG4A	0.391666666666667
MAGEA10	-4.674
WFS1	0.65825
CC2D1B	-0.173333333333333
PABPN1	-0.51175
SLC25A30	0.32975
SLCO1C1	-0.403833333333333
SLC22A5	0.64375
KIF23	-0.7475
SYN2	-0.167
ASPN	7.28066666666667
CENTG2	0.6855
QSOX2	-1.5919
FLJ10815	-0.201833333333333
STK24	0.7326875
SPEG	0.8353
STK10	0.026
DACT2	-1.822
AAAS	-0.871
SSX3	-1.073375
ABCD3	0.2245
C4orf12	-0.39625
PARVG	0.967833333333333
FIG4	1.175
C9orf46	1.47175
TMCO6	-0.6915
IGHMBP2	-0.384
DUS2L	-1.0305
FAM3C	0.00418749999999999
TMEM16D	-2.061625
DCTN4	0.7715
KCNH3	0.06525
EIF2AK2	0.95025
AP1S3	-0.033875
CST4	0.814
PAM	1.2151875
NUTF2	-0.54275
CITED2	0.0506
SLC39A4	-1.57775
C2orf52	-0.909
GRM3	-0.38075
C12orf49	0.34875
CCDC49	-0.159
GRAMD1B	-1.64057142857143
FNDC4	0.55025
SIAH2	0.46275
GDPD4	0.19925
C21orf87	-0.071625
ATP5A1	0.0631666666666667
C16orf63	0.12275
LOC388135	-0.2225
ATP5J2	-0.7065
MMP3	-0.26575
EMID2	-0.36025
CRHR1	-0.04875
WDR70	0.12875
C13orf31	1.19475
ZFAND1	0.079
CCL18	4.4915
C3orf49	1.131
RINT1	-0.888
KIAA0408	-1.7058
F13A1	4.5483
SLC10A1	0.252833333333333
OGN	2.6485
GIPC2	-0.824666666666667
XPO6	-0.120333333333333
LCE1A	0.444
FMR1	0.1699
LOC374920	0.776
DUSP3	-0.337625
ANKMY1	1.3055
C7orf50	0.21825
BBS9	0.1412
UNC119B	-0.3795
C9orf72	0.15925
MGC35440	-0.08175
ENTPD6	-0.303375
PPP1R2P9	0.318666666666667
ERCC4	0.43325
FAHD2B	-0.0205
HMHA1	-0.114
HACL1	0.025
RAD23A	-1.1645
FAM83B	0.671
PPP5C	-0.679666666666667
RNASEH2C	-1.34975
C9orf153	-0.575
SCAMP4	0.403375
GHITM	0.4067
NDUFB7	-0.20575
ADCYAP1	3.89166666666667
SP110	1.82916666666667
MAP3K7IP2	0.82375
DHH	-0.026
AGRN	0.598642857142857
WDR33	0.0286666666666667
CEP290	-0.4065
PRPS1L1	-1.3855
KLRA1	0.581
GPR97	0.1065
CHD7	-0.580583333333333
TLR10	0.55575
SLC30A8	-0.2605
HIC1	1.46
IAPP	-0.0145
RXFP4	0.12575
GP1BB	0.108
SHQ1	0.497
NKX2-3	-0.160666666666667
API5	-0.71275
FTHP1	0.3065
MOV10L1	0.607333333333333
TRIM6-TRIM34	1.62533333333333
ADHFE1	1.094
FAM117A	-0.1535
DDI1	-0.262
CDON	0.911166666666667
TRIM73	-1.005
IGKC	2.0565
MMP14	0.42125
DYNC1LI1	0.185625
C11orf66	0.33725
TRBV3-1	-1.838
FASTKD5	0.02625
BIVM	-0.9625
LHX4	-0.639333333333333
CXCL2	-0.2899
RAB2B	-0.463333333333333
IZUMO1	-0.58975
MAP3K15	-1.80525
FAM19A2	0.326833333333333
ZC3H8	0.236166666666667
ZMAT1	2.07375
SPINK5L3	-2.55725
SLC10A6	0.73
APPL2	0.480375
CARD10	-0.299
LOC402176	-0.392375
EEF1D	1.0984
RAB6A	0.9191
C12orf5	-0.0195
PAPOLG	0.713
MSRB2	0.611
BCR	0.556611111111111
PUS3	-0.436
TIAM2	0.07475
ZNF317	0.0326666666666667
CHD2	-0.2185
FZD5	-1.50336363636364
NUDT8	-1.9125
ZNF763	-0.4325
PRC1	-0.884777777777778
ABCB9	0.699333333333333
SPATA3	0.44575
TRAK2	0.969875
STAB1	2.173625
LRRTM2	0.0836666666666667
psiTPTE22	-0.04625
DBI	1.55575
SERPINA11	-1.754
NAT5	0.42875
C20orf58	-1.4135
RPS6KA4	-0.640333333333333
FLJ90650	-0.2305
TGFBRAP1	-0.0285
CHRDL2	1.393125
FAHD2A	-0.6435
CNTN1	0.44875
BBS4	-0.3401
TMEM181	-0.51675
MINPP1	-1.069
MPHOSPH6	-1.04391666666667
HOXC10	1.323
ITPKB	0.602625
CLPTM1L	0.294875
MEOX2	0.599333333333333
ATP6V0C	0.201125
PRPF8	-0.773666666666667
TMC5	3.45825
FKBP3	0.28625
PLEKHB2	-0.557875
OR4D6	0.24
ZNF544	-0.0567
D2HGDH	0.009875
RPL18A	-0.4896
HEL308	-0.05725
MPP6	-3.6135
TCERG1	-0.7715
KRT16	-0.2625
KLF17	-1.51075
KLF5	1.5975
CDR1	1.34275
VCX3A	-3.901
FBLN2	2.24125
C14orf104	0.014
HBE1	-4.5461
OR4S2	0.2585
C1orf108	-1.0915
ROBO4	2.80883333333333
CPEB4	0.792
C11orf80	-0.0885
BCKDHA	0.6555
MYOC	0.22325
GIF	0.347
CKMT1A	1.003
RPL3	0.3239
THBS1	2.083625
APOO	-0.909
ARMCX1	2.018
HSZFP36	1.03725
SNAPC5	-0.2455
EIF4ENIF1	0.57625
ZNF433	-0.24075
TNFRSF21	-1.443125
TMPRSS7	0.193
SPATA18	1.574
HPDL	-2.8255
MKL2	1.9995
TBX3	0.401230769230769
C21orf93	0.132666666666667
DAXX	-0.0875
ELMO1	-0.15325
RGS13	3.13066666666667
TAF11	-0.02025
UNC13A	-2.4065
LOC653314	-0.2967
ORC3L	-0.757
IMAA	-2.3695
TARBP2	-0.24425
CABIN1	-0.7866
TRIOBP	0.28075
HIST1H2AC	0.35925
RGS22	-0.932
NCOA1	1.27333333333333
IL25	1.1195
SNCG	-0.4835
GPR6	0.369
AMDHD1	-1.00166666666667
CHEK2	-0.55725
C6orf142	-1.03425
DRD4	-0.29
C14orf68	-0.77675
GDF11	-2.17675
SEMG2	-0.634
CD247	-0.94625
CDAN1	-1.1195
RBMX2	0.702166666666667
TGS1	-0.34425
OIT3	-1.161
SYF2	0.88575
MCM4	-1.116
PKHD1L1	0.28725
CEP192	0.0856666666666667
IFT88	1.18375
RPL9	-0.292071428571429
RAB32	-0.005125
DDX43	-0.78425
P2RX2	0.0723333333333333
OR5D18	0.528
UBE1	-0.0373333333333333
SLC24A1	0.650375
ARHGAP5	-0.43725
CETP	-1.154
KIAA1731	-0.58
SLC9A4	0.7565
PTPN6	1.43975
BAHD1	0.23875
GRIK3	0.159
CACNB2	-0.8846
PDE10A	-0.8385
DGCR14	-0.641
PCDHB9	-0.648166666666667
RHOQ	0.359666666666667
MAP3K4	0.0365
KTI12	-0.194833333333333
RPL23AP13	-0.897
GNG11	-0.1515
CLCN3	0.389166666666667
GPAM	-0.491125
VSTM2A	3.965
SLAMF7	2.31133333333333
INTS2	-0.88925
PPP2CA	0.9082
LRP12	-0.382733333333333
SEC14L2	2.43822222222222
DKFZP586H2123	1.51825
MC3R	-0.0535
CIRH1A	-1.66516666666667
HIST1H2AB	-0.367833333333333
POLH	-0.68925
MGC16703	-1.144
SNAPC2	-0.318
FILIP1L	1.46875
RASGRP4	0.3785
LRRC1	2.91825
GAS1	0.9075
PRAC	-0.5965
DGKA	-0.427166666666667
NT5C3	-0.412
PEG3	-3.49816666666667
NADK	-0.4075
PRR17	-0.10475
LOC374569	-0.275
SGSH	0.230833333333333
NLRP8	0.147
GALT	-0.4707
MCF2	-0.5885
ZNF263	1.48375
TACSTD1	2.10083333333333
TYR	-5.6639
ATP6AP2	0.53475
RNUXA	0.20925
ABHD10	0.0181
GDPD2	-0.84075
SLC35C1	-0.75925
UBE2A	0.519
HERC5	-0.327333333333333
FAM112B	-4.378
FBXL16	0.01025
DKFZP434A0131	-0.54225
ELA3A	-1.8155
RBM41	-0.220375
HAO2	0.371
RNH1	0.00537499999999998
SHANK2	1.3685
OSBP2	-1.875125
DAK	-0.0925
C3orf58	0.920166666666667
TCL1B	-0.7255
KBTBD2	0.134875
SUGT1L1	0.82175
UBE2E2	0.100166666666667
MYL9	2.136625
CDC23	-0.296166666666667
PBXIP1	1.1993
CXorf40B	0.1955
NBL1	0.969
RTBDN	-0.077
RAB11FIP5	0.432875
TTTY13	-0.3135
SCOTIN	0.522916666666667
SOHLH1	-0.529333333333333
CDKN1A	-0.403142857142857
NCK1	0.50475
ZNF550	0.669
SAPS3	0.2185
SPIN3	0.938
MAGEE2	0.251
MIS12	-0.825
OR8H2	0.233
KIAA0774	-1.85966666666667
UNC5D	-0.8205
CUL7	-0.389333333333333
LIPC	-3.56283333333333
DIO1	-1.381
C20orf11	0.0546
CTRL	-0.36125
HS3ST2	1.701
PAK4	0.351666666666667
CCRL1	2.104
RNF10	-0.121625
ZNF567	0.831
ZNF660	-1.742
TCEAL3	2.27675
MAGOH	-0.530666666666667
CENPB	-0.1655
C19orf7	0.673625
LOC388965	0.57025
ZCCHC13	-0.084
JMJD1A	-0.1368
HIST1H4H	-0.512
TBRG1	-0.3913
GPC3	-2.6055
TAF1C	-0.770125
EBNA1BP2	-0.462333333333333
CIAPIN1	-0.56175
PDGFRA	-0.0517222222222222
CSTB	-0.785625
CENPI	-0.5095
GTF2E2	-0.2585
RPP21	-1.199
CCNF	-0.4155
KCNQ3	0.2205
FAM79A	0.9465
SLC22A12	-0.1985
NOVA1	-0.760166666666667
FZD3	0.4626
AKAP8	-0.02325
SOCS5	0.794375
CFDP1	-0.36875
DLG5	1.138
PGM5	0.22275
C1orf144	-0.00275000000000002
HDAC10	-0.7045
RND2	-0.49675
C20orf199	-0.52125
RNMT	-0.32725
SLURP1	-0.03925
ASTN1	-0.064
SH3BGR	2.248
MYCL1	-0.455375
ZHX1	0.434166666666667
CENPK	-0.13875
FOSB	2.5159
LOC643406	0.0055
C2orf59	-0.113125
