Hybridization REF	TCGA-AR-A1AV-01A-21R-A12P-07
ZADH1	-0.989166666666667
OIP5	-2.3425
IL10RB	0.538833333333333
OTUB2	0.099625
VWA3A	-0.00199999999999998
SPIC	3.56116666666667
OR6C4	-0.4685
PSCD4	2.911
DPY19L2P2	-0.8555
TRAPPC6A	0.807833333333333
C21orf2	-0.151333333333333
CEMP1	-0.057
LIN7B	-0.3045
E2F7	-2.49183333333333
VCP	-0.1308125
LAMA3	-0.271454545454545
BGN	1.44375
GPR160	1.37716666666667
COCH	-3.01533333333333
GPR81	2.07666666666667
APOBEC3F	0.937
tcag7.1017	-0.6075
C1orf32	2.384
SCGB1D2	5.65675
FLJ43987	-0.7345
C6orf170	0.731
KLK9	0.4575
GPD1L	-1.058875
VPS37B	0.039
ATG3	0.116666666666667
ADAMTS17	-0.8255
KLHDC2	0.270166666666667
NDUFV2	-0.754
BLK	1.66425
MATN4	-1.3665
GPM6A	0.307142857142857
GBP4	4.48533333333333
TMEM162	0.963333333333333
PKP2	-1.9235
HRASLS	-2.48266666666667
MMP1	-1.2765
SFXN3	-0.4578
FSD1	-1.58516666666667
ST6GALNAC3	-2.027
CA12	1.9879
NCOA6	0.59625
C19orf58	0.297
PPP4R1	-0.534333333333333
MAN1A2	0.149
IKBKAP	-0.93625
UPF1	0.323
KIAA1219	1.08175
WNT16	1.379
SNW1	-0.21225
IL18RAP	5.03775
RPP30	-0.139375
CDC40	0.543214285714286
SETD3	-0.133833333333333
SLAMF6	3.42225
ELK4	-0.3445
TRIM47	0.2515
ACOX3	1.22375
TRIM6	-1.0095
KIAA0372	-0.0873333333333333
TP53AP1	1.19575
SMURF2	-0.03025
ADAD1	1.11825
EBP	-1.444
KRTAP13-2	0.2875
FLJ36874	0.268333333333333
TOR1A	-0.3135
P2RY4	0.456
GPBP1	0.31525
TRPV1	0.9775
ADAMTS12	0.437166666666667
PES1	-0.7288
ATG4A	0.782166666666667
MAGEA10	-4.5775
WFS1	0.33275
CC2D1B	-0.625
PABPN1	-0.11225
SLC25A30	0.3015
SLCO1C1	-0.581333333333333
SLC22A5	0.23225
KIF23	-2.17866666666667
SYN2	-0.920166666666667
ASPN	6.84633333333333
CENTG2	0.112
QSOX2	-1.3698
FLJ10815	0.2125
STK24	-0.271625
SPEG	-1.1281
STK10	1.23533333333333
DACT2	0.7245
AAAS	-0.37875
SSX3	-2.65625
ABCD3	-0.1337
C4orf12	-0.45
PARVG	2.955
FIG4	1.29725
C9orf46	1.1505
TMCO6	-0.1745
IGHMBP2	-0.7035
DUS2L	-0.380833333333333
FAM3C	0.4563125
TMEM16D	-2.540875
DCTN4	0.36375
KCNH3	0.17
EIF2AK2	0.89325
AP1S3	-0.04275
CST4	2.378
PAM	-0.2461875
NUTF2	-1.16375
CITED2	0.9482
SLC39A4	0.67375
C2orf52	-1.121
GRM3	0.07275
C12orf49	0.49975
CCDC49	0.3342
GRAMD1B	-1.09925
FNDC4	-0.06875
SIAH2	1.013375
GDPD4	0.783
C21orf87	0.051
ATP5A1	-0.127833333333333
C16orf63	-0.45525
LOC388135	-1.14766666666667
ATP5J2	-0.40275
MMP3	-0.45025
EMID2	-0.02775
CRHR1	0.49625
WDR70	0.335
C13orf31	1.74275
ZFAND1	0.497
CCL18	3.9885
C3orf49	-6.275
RINT1	-0.1615
KIAA0408	-1.5394
F13A1	5.0798
SLC10A1	-0.216166666666667
OGN	2.025
GIPC2	-2.03566666666667
XPO6	-0.443666666666667
LCE1A	0.682
FMR1	0.2077
LOC374920	-0.04525
DUSP3	0.086
ANKMY1	0.28375
C7orf50	-0.51325
BBS9	-0.2294
UNC119B	-0.87575
C9orf72	0.599375
MGC35440	-0.825
ENTPD6	-0.3645
PPP1R2P9	1.29825
ERCC4	-0.724
FAHD2B	-0.113
HMHA1	1.5615
HACL1	-0.482
RAD23A	0.306666666666667
FAM83B	-3.26625
PPP5C	-0.0971666666666667
RNASEH2C	-0.153375
C9orf153	-1.413
SCAMP4	0.0975
GHITM	0.4159
NDUFB7	0.817125
ADCYAP1	-0.181666666666667
SP110	2.9905
MAP3K7IP2	0.9225
DHH	0.5305
AGRN	0.531142857142857
WDR33	0.315333333333333
CEP290	-0.448166666666667
PRPS1L1	-1.099
KLRA1	-0.5285
GPR97	-0.0485
CHD7	-0.0553333333333333
TLR10	5.348
SLC30A8	-2.3415
HIC1	1.30116666666667
IAPP	-0.955
RXFP4	0.5075
GP1BB	1.01075
SHQ1	0.5105
NKX2-3	0.4208
API5	0.355
FTHP1	0.48
MOV10L1	-0.79975
TRIM6-TRIM34	1.629
ADHFE1	1.94975
FAM117A	1.16625
DDI1	1.76616666666667
CDON	-1.1535
TRIM73	-0.4065
IGKC	4.8205
MMP14	-0.842416666666667
DYNC1LI1	-0.152375
C11orf66	0.26275
TRBV3-1	1.58575
FASTKD5	0.98375
BIVM	-1.41925
LHX4	-1.37325
CXCL2	-0.9333
RAB2B	0.584333333333333
IZUMO1	-0.716
MAP3K15	-2.612
FAM19A2	1.11316666666667
ZC3H8	0.0715
ZMAT1	1.768375
SPINK5L3	-1.84575
SLC10A6	-1.092
APPL2	0.713
CARD10	-0.723166666666667
LOC402176	0.03575
EEF1D	1.0295
RAB6A	0.0276
C12orf5	-0.052375
PAPOLG	0.76025
MSRB2	-0.13525
BCR	0.354444444444444
PUS3	-0.6365
TIAM2	0.988
ZNF317	0.599666666666667
CHD2	0.192
FZD5	-2.67795454545455
NUDT8	-1.72875
ZNF763	1.1525
PRC1	-2.09033333333333
ABCB9	-0.00216666666666666
SPATA3	0.456
TRAK2	0.037125
STAB1	3.072125
LRRTM2	-0.112666666666667
psiTPTE22	0.695
DBI	0.861
SERPINA11	-3.44125
NAT5	-0.1595
C20orf58	-2.90125
RPS6KA4	0.579833333333333
FLJ90650	-0.036
TGFBRAP1	-0.153
CHRDL2	0.8005
FAHD2A	-0.583333333333333
CNTN1	0.23425
BBS4	-0.6313
TMEM181	-0.21975
MINPP1	0.5425
MPHOSPH6	-0.48325
HOXC10	1.4895
ITPKB	0.890625
CLPTM1L	-0.13075
MEOX2	1.04783333333333
ATP6V0C	0.787875
PRPF8	0.102666666666667
TMC5	1.406
FKBP3	-0.8475
PLEKHB2	0.487125
OR4D6	0.254
ZNF544	-1.0201
D2HGDH	-0.160875
RPL18A	0.5075
HEL308	0.33325
MPP6	-2.43275
TCERG1	-0.961
KRT16	-1.8695
KLF17	-1.37
KLF5	-0.34175
CDR1	1.15075
VCX3A	-4.509
FBLN2	1.861875
C14orf104	-0.31725
HBE1	-4.6117
OR4S2	-0.6075
C1orf108	-0.554833333333333
ROBO4	2.97333333333333
CPEB4	0.940875
C11orf80	0.715333333333333
BCKDHA	0.9985
MYOC	2.6535
GIF	0.498
CKMT1A	-0.2675
RPL3	0.1269
THBS1	0.94625
APOO	-0.849
ARMCX1	0.90925
HSZFP36	0.813
SNAPC5	-0.50675
EIF4ENIF1	0.67075
ZNF433	1.16975
TNFRSF21	-0.932375
TMPRSS7	1.016
SPATA18	0.2578
HPDL	-2.0765
MKL2	0.67
TBX3	0.888230769230769
C21orf93	-0.2665
DAXX	0.07925
ELMO1	1.5225
RGS13	5.85616666666667
TAF11	-0.43325
UNC13A	-2.3525
LOC653314	-0.0843
ORC3L	0.06875
IMAA	-2.29
TARBP2	-0.581
CABIN1	-0.2599
TRIOBP	-0.1563125
HIST1H2AC	1.31525
RGS22	-3.14516666666667
NCOA1	1.3215
IL25	1.4105
SNCG	0.9295
GPR6	0.0655
AMDHD1	-2.64066666666667
CHEK2	-0.77225
C6orf142	-1.91475
DRD4	0.6715
C14orf68	-1.6
GDF11	-1.83575
SEMG2	-1.252
CD247	2.4745
CDAN1	-0.62475
RBMX2	-0.350166666666667
TGS1	0.4605
OIT3	1.8315
SYF2	0.095
MCM4	-1.637125
PKHD1L1	2.876375
CEP192	-0.627666666666667
IFT88	0.65775
RPL9	-0.288928571428571
RAB32	-0.353125
DDX43	-2.8505
P2RX2	0.226833333333333
OR5D18	0.241
UBE1	-0.0055
SLC24A1	-0.2245
ARHGAP5	-0.23475
CETP	1.16525
KIAA1731	-0.8835
SLC9A4	0.934
PTPN6	2.2355
BAHD1	-0.1995
GRIK3	0.124
CACNB2	-0.9085
PDE10A	-0.32275
DGCR14	0.0625
PCDHB9	-0.985
RHOQ	0.634666666666667
MAP3K4	-0.096
KTI12	-0.380333333333333
RPL23AP13	-2.04975
GNG11	-1.1295
CLCN3	0.0536666666666667
GPAM	-0.346625
VSTM2A	0.909
SLAMF7	4.96383333333333
INTS2	-0.47125
PPP2CA	0.0186
LRP12	-0.271733333333333
SEC14L2	2.81066666666667
DKFZP586H2123	3.14225
MC3R	-0.4315
CIRH1A	-1.38166666666667
HIST1H2AB	0.283333333333333
POLH	-0.8825
MGC16703	-2.29116666666667
SNAPC2	0.6395
FILIP1L	1.46825
RASGRP4	0.962
LRRC1	0.5135
GAS1	1.30275
PRAC	-0.7825
DGKA	1.32033333333333
NT5C3	-0.06275
PEG3	0.682333333333334
NADK	0.35475
PRR17	-0.43375
LOC374569	-1.19375
SGSH	0.111833333333333
NLRP8	0.9985
GALT	-0.0277
MCF2	-0.325
ZNF263	-0.306
TACSTD1	-0.103
TYR	-6.6528
ATP6AP2	1.07375
RNUXA	-0.61375
ABHD10	0.181222222222222
GDPD2	-3.46033333333333
SLC35C1	0.03125
UBE2A	0.00299999999999999
HERC5	1.711
FAM112B	-2.65333333333333
FBXL16	-0.6055
DKFZP434A0131	-0.555
ELA3A	-2.4655
RBM41	-0.879
HAO2	0.34625
RNH1	-0.034625
SHANK2	0.845166666666667
OSBP2	-1.516375
DAK	-0.839166666666667
C3orf58	0.418083333333333
TCL1B	0.649
KBTBD2	0.216625
SUGT1L1	0.28575
UBE2E2	0.391166666666667
MYL9	2.01275
CDC23	-0.625833333333333
PBXIP1	1.7566
CXorf40B	0.1155
NBL1	1.0335
RTBDN	2.5505
RAB11FIP5	-0.42225
TTTY13	-0.706
SCOTIN	0.288166666666667
SOHLH1	-1.2676
CDKN1A	-0.235214285714286
NCK1	1.0745
ZNF550	0.119
SAPS3	0.749416666666667
SPIN3	-0.197166666666667
MAGEE2	0.04925
MIS12	-0.0625
OR8H2	0.447
KIAA0774	-2.48633333333333
UNC5D	-3.1545
CUL7	-0.515
LIPC	-2.17216666666667
DIO1	-0.75925
C20orf11	-0.2268
CTRL	0.21325
HS3ST2	2.8745
PAK4	0.467
CCRL1	3.581
RNF10	0.1625
ZNF567	0.404
ZNF660	-1.7125
TCEAL3	0.12525
MAGOH	-0.044
CENPB	-0.2735
C19orf7	0.486125
LOC388965	-0.07825
ZCCHC13	1.064
JMJD1A	-0.2478
HIST1H4H	0.2595
TBRG1	0.00650000000000001
GPC3	-2.498
TAF1C	-0.7835
EBNA1BP2	-0.962333333333333
CIAPIN1	-0.8225
PDGFRA	0.696277777777778
CSTB	-0.034
CENPI	-1.88633333333333
GTF2E2	-0.383166666666667
RPP21	-0.08225
CCNF	-1.64033333333333
KCNQ3	0.5495
FAM79A	0.6805
SLC22A12	0.1185
NOVA1	0.419
FZD3	0.55
AKAP8	0.53025
SOCS5	0.124125
CFDP1	-0.99075
DLG5	0.19
PGM5	0.73975
C1orf144	0.244083333333333
HDAC10	-0.6845
RND2	-0.90475
C20orf199	-0.404
RNMT	-0.665125
SLURP1	0.561375
ASTN1	-0.975125
SH3BGR	1.2405
MYCL1	1.027625
ZHX1	0.404166666666667
CENPK	-2.24175
FOSB	0.904
LOC643406	0.0695
C2orf59	-0.688375
TMEM135	0.04425
SLC27A2	-1.382
KRT33A	0.8345
OVOL1	0.629
PAMCI	-3.45983333333333
S100A7	-2.0645
ZNF789	-0.6905
HARS2	-0.28275
RPL23A	-0.622333333333333
TCF23	0.53775
UPF3B	-1.38825
C17orf78	0.5415
HLA-DOB	3.02
C14orf142	0.0121666666666667
TEKT5	2.12433333333333
DMWD	0.586
POLD1	-1.13083333333333
GSCL	-0.156
CALD1	-0.4793
SCRT1	0.380333333333333
AIG1	-0.1985
UNC84B	0.05375
ZNF404	0.17025
TMED6	-3.195
KIAA1462	0.1095
LRRC27	2.52666666666667
PYGO1	-1.033
PIGU	-0.2675
ALAS2	-3.81666666666667
WRNIP1	-0.067875
CNNM3	0.042
ZNF2	0.3405
ST3GAL5	1.11591666666667
MRPL23	-0.03925
TSSK6	-0.80025
PSMA6	0.02775
C16orf70	-0.19425
KIAA1602	0.08825
ALMS1	0.425666666666667
DCN	3.2385
TMEM132D	-0.83275
SUCLG2	0.036
ABHD14A	0.6065
DEXI	0.255833333333333
AMPD2	-1.16466666666667
IFNAR2	0.4685
CYB5A	1.8824
TLOC1	0.77075
NXF5	-0.973
NRBF2	0.44075
KCTD3	0.9035
ITGAE	0.691833333333333
SLC30A3	-0.805833333333333
ZRF1	-0.9185
IFRD2	-0.92475
XAB1	-0.12525
PYCR2	-0.328666666666667
SERPINB3	-5.2225
TMLHE	-0.3778
GEFT	-1.947125
ABCA5	-1.214
EMR4	-0.129166666666667
TSFM	-0.33575
HIST3H2BB	-0.753
ARHGEF19	0.66775
TSPAN17	0.0126666666666667
ABCC8	3.76775
MAP1S	0.697166666666667
C22orf36	0.486
BNC2	-0.507428571428571
HIST1H4A	-0.2005
NDUFS3	-0.700166666666667
WDR3	-0.904333333333333
XKR4	0.63475
TTC33	0.0227692307692308
STMN2	3.61025
CPN2	-1.11966666666667
HSPC105	1.205375
PCOLCE2	-1.53
C3orf55	0.2105
KLHDC9	2.1765
TBC1D23	0.313625
ATXN2L	-0.88175
MAP2K3	0.0930833333333333
SCAP	-0.09925
ZNF486	0.377333333333333
C20orf96	0.86925
NARS	-0.4685
ADAMTSL1	-0.251142857142857
PRCC	0.6985
CCDC126	0.80625
ZNF675	0.1125
CALCOCO1	1.224
ANKRD43	4.212
CWF19L2	0.3425
ZBTB32	4.3205
BRAF	-0.05225
ODF4	0.8285
MGC14376	0.384166666666667
HORMAD1	-2.11616666666667
AAK1	0.312363636363636
PEBP1	0.134833333333333
TNFSF5IP1	-0.0131666666666667
DKFZp564N2472	0.33575
RMND1	-0.341125
IGKV1-5	4.71675
COL1A2	2.18341666666667
SERPINA5	1.71825
AANAT	0.7395
C19orf21	-2.66033333333333
GEMIN5	-0.5985
UBR4	-0.352333333333333
LTBP3	0.444
AMHR2	-2.703
PROCR	-1.4865
MYBBP1A	-0.66575
C20orf39	0.9365
ZNF697	-0.79325
PASK	0.7238
ZNF776	0.589
RFXDC2	-0.792
KIAA0467	0.5995
C10orf96	-4.614
ZNF503	0.90975
GULP1	-1.824
KCNE4	-1.03283333333333
DKFZp434K191	-0.45875
LOC196913	-0.037
BHLHB4	0.6225
CH25H	1.72475
LOC81691	-1.492
ALPL	0.9445
COL12A1	1.656375
FOLR3	-3.26766666666667
GPR123	0.148125
TRIM62	-0.0431428571428572
ABLIM1	0.823666666666667
MAST3	0.87025
RHBDD1	1.3795
LOC338809	0.9655
RYBP	0.163
TTC26	-0.599125
ZNF22	0.3065
ISCA2	0.1655
RDM1	-1.40425
PIGM	0.5545
GNB3	-0.9755
ACTR2	0.5611
HMGB1	-0.10215
EDG1	3.68
SOAT2	-2.97775
OR10AD1	-1.405
RAP1GDS1	0.439
LCE1F	0.32
ESM1	-2.88425
RCN3	1.7465
CREBL1	-0.10925
DBNL	-0.235833333333333
PTGER3	1.68375
USP30	0.5205
BCL2L12	0.00533333333333334
KIF26B	1.47075
ZNF416	0.0955
ZNF225	0.367
C17orf70	0.4235
ZNF554	-0.00725
RAE1	-0.508
TNIK	1.24283333333333
ACTN3	-0.7655
MGC45922	0.4765
CCNA1	-0.973666666666667
RYK	-0.1355
IL26	0.579
LRP3	0.8425
QARS	-0.214
SOX7	0.265785714285714
BID	0.174125
OR2S2	-0.735
CXCL14	4.08125
C11orf47	-0.5155
MGC29891	0.9905
HSPB8	1.9305
PRDM14	-2.7465
NUFIP2	0.42825
MNAT1	-0.643
ZDHHC2	-0.0934166666666667
MBNL2	-0.0115
ADD3	1.06575
CSNK2A1P	0.10775
KLK6	-2.76616666666667
TMEM111	-0.1758
KIAA1279	1.12075
NUBP2	-0.203166666666667
RAB42	-0.30625
ID3	-1.4938
TM9SF1	0.27625
MDP-1	-0.31025
POU4F2	-0.21575
IQCK	1.28125
C16orf14	-0.269
CAPN3	-1.1535
FAM43B	-0.129375
RECQL	-0.16025
AP1G1	-0.155428571428571
CTNNBL1	0.038
ECHDC1	-0.7015
SMARCC1	-0.6002
FOXQ1	-1.60025
GNAI3	0.305833333333333
POLG2	-0.71975
CD4	2.701875
ITLN1	2.2975
EBI2	5.7925
IRF1	2.079
PTPRE	2.0238
PTK2B	0.97
NXNL2	0.954
SOX4	-0.28
TSPAN3	-0.295666666666667
SH2D1A	1.62516666666667
C8orf58	-0.744166666666667
USP20	-0.30925
DUSP22	-0.197416666666667
CALB1	-3.372
L3MBTL2	0.862916666666667
MCRS1	-0.1585
TMEM118	-0.521
C18orf8	0.9465
FLJ10241	0.222625
GJA12	-0.25225
PKD1	-0.686333333333333
ZFP3	0.8505
JAM3	-1.644875
LAPTM4A	0.8495
DIRC2	0.1675
KIAA2022	0.0713333333333333
MYOM1	0.114
TRPM8	-3.314
MOP-1	1.174
PHKG2	-0.221875
ZNF650	0.93125
KIAA1522	0.496
PSG8	-2.2588
DDX19B	-0.189
MOBKL1B	1.19275
DIAPH2	-0.696166666666667
PTPN12	0.00675
CLN8	-0.3917
CRYZL1	-0.4755
CRY2	-0.0538333333333333
FCGR2B	4.9495
PNPLA4	0.8075
ZNF454	-0.565
DKFZp434B1231	-0.239
CLDN11	0.525
RFWD2	0.649166666666667
CIB2	-0.438666666666667
MXRA8	2.502
HRK	0.37
MAML2	0.58675
C4orf31	-1.44575
C6orf192	-0.08225
COG6	0.709375
FAM5B	4.03925
NFATC1	1.1338
SEPT10	-0.553
SCYL1	-0.0734
RPP40	-1.30825
SCOC	0.3814
KIAA1450	0.64275
CTDSPL2	-0.3415
TBX5	1.84
NAPG	-0.802875
RHD	-5.10225
C14orf45	1.75766666666667
ZBTB22	0.6775
PLCG1	-1.035
ANKRD10	-0.09175
AQP7P2	-0.08475
TAGLN2	0.117833333333333
HTR2C	-1.78983333333333
SLC16A7	-0.609166666666667
C17orf83	-0.272333333333333
TSGA14	0.489833333333333
MDH1	-0.39475
PPP3R2	0.397333333333333
DCBLD2	-2.33607142857143
RBM33	-0.56875
DPH3	-0.7555
SYT10	-3.1855
FMO4	2.4375
THYN1	0.291
DRD5	-1.7585
OTOR	0.155625
PGRMC2	-0.0977
KATNAL1	-0.647125
PAQR6	-0.14525
UBE2I	-0.5245
C14orf28	0.1855
C8orf70	1.332
FLYWCH1	-0.090375
ANGPTL3	-2.156
GLRX2	-0.285
ATP11A	-0.636071428571429
ARL5B	0.5165
MUC16	-2.844
SLC25A5	-0.936785714285714
ACRC	0.06275
MYO1C	-0.34225
FAM89B	0.979833333333333
FAS	2.26525
KIFAP3	1.20475
GLRA2	0.145
BTN3A2	1.9875
CNKSR3	-1.285375
CSTF3	-0.380666666666667
ARPM1	0.58175
KIAA1530	-0.4605
C9orf150	0.762166666666667
PRKCI	-0.6675
tcag7.1015	-1.2575
SOD3	0.4495
ZNF574	0.77425
CYP21A2	1.641
RPL12	-0.00675
COMMD2	-0.4745
WIZ	0.78625
LOC344405	-1.228
ALDH4A1	-0.793529411764706
CRYAB	1.348
COPA	0.5061
PCDHGA7	0.4145
KIF11	-0.920583333333333
RASD2	-0.17425
SLC26A3	0.347
ZNF175	0.4365
JAKMIP2	-0.575125
C8orf4	-0.864333333333333
PTHLH	1.36975
SLC40A1	3.29825
OR7D4	0.6405
PCDHB17	-3.248
CD36	2.52442857142857
C6orf203	0.5141
PRKG2	0.0235
LOC400566	1.1
ANAPC13	0.138
SLCO3A1	-0.3315
ZNF692	-0.957
FANCL	-0.7945
SH3GLB1	0.58575
C12orf61	0.554
KBTBD6	-0.9075
SUPT5H	0.53275
XRCC6	-0.4784
HUS1B	-0.5466
FAM133B	-0.235214285714286
LOC728276	-0.029
KCTD18	0.7565
SOS2	0.55
CCDC99	-1.388
C1QTNF5	3.182
NNAT	1.4715
USP16	0.00725
LARS	-0.80025
ZBTB2	1.279
ABO	0.1215
TRAF3	1.02975
GALNT5	-2.95
NAP5	-1.716625
ALG14	0.422
KIAA0515	-0.306153846153846
WDR75	-0.398666666666667
TEX261	0.144916666666667
LY86	1.73075
LOC389072	0.0905
FLJ13611	0.04525
MRGPRX2	0.3755
SNRPA	-0.646
OR2G2	0.4665
GPRASP2	-0.39875
C7orf42	0.8173
C9orf163	-0.508
CYP11B2	1.5255
FCRL3	4.425
PRDX1	-0.39525
FGB	-7.899
COX17	-0.172333333333333
C16orf33	-0.1275
PIWIL1	-2.754
FOLR1	-2.83333333333333
KIAA0082	0.27425
FREQ	-1.48016666666667
TMCC2	-0.583
TCF12	0.05225
ZNF721	-0.0535
FAM130A2	0.11475
POU4F1	-2.5275
SNRPF	-0.93075
SGIP1	1.60266666666667
ZNF641	0.747333333333333
EMG1	-0.57725
PRRG4	0.3155
HIRA	-0.63275
MYNN	0.748666666666667
AEBP2	0.135833333333333
TBXA2R	0.0231666666666667
ISL2	-1.243
PCDHB11	-0.9895
RNF144A	-0.712625
MARCH5	1.148375
DULLARD	0.323833333333333
DCLRE1B	-0.7645
ITGA8	0.7015
TP73	-0.387625
PRKCD	1.37625
NDUFB4	0.1045
ATP13A4	0.227571428571429
ANTXR2	0.101333333333333
COL4A3	-0.2175
MYO10	-1.5732
SLC6A18	0.47275
PEX1	0.3585
TMEM74	-1.92116666666667
RBM19	0.4805
TAPBP	1.18965
RUNX1	-0.132625
MID1	-1.60575
GPR64	-0.364333333333333
RASEF	1.93575
GABRG1	0.0795
MYO16	-2.42125
DBF4	-1.019
TSHZ2	3.33875
RIPK2	0.65475
PPTC7	0.112333333333333
KIF4B	-1.609
LRRC31	2.546375
ZNF540	1.625
EFNB3	1.30183333333333
LOH12CR1	0.12325
STON2	-0.731666666666667
GLP1R	0.246
CSTF2T	-0.131125
IREB2	-0.658875
GRSF1	0.169
PDCD7	-0.759333333333333
LRRC43	0.4665
CNR1	1.76433333333333
IL1F7	-1.068
C12orf64	-1.3235
FAM69B	-0.81925
NR2E1	-3.72216666666667
MS4A6A	4.1091
FTL	0.5096
C7orf36	0.056
PCLO	1.6507
DYRK2	0.53025
ARIH2	-0.344125
SAMD7	0.909
SCNN1D	-0.03725
SLC32A1	2.002875
C22orf25	-0.303166666666667
MRPS18A	0.0475
GPR112	-0.028
EARS2	-0.239
ERN2	0.3015
ATPBD3	0.492
PRH2	-0.4675
CDKN2D	1.04383333333333
PGLYRP2	3.33525
TRIM40	0.32225
SEC14L3	0.0891666666666667
SLC22A1	0.4885
BTN2A3	0.0455
RASA4	0.40025
CCNL2	-0.475083333333333
MYBPC3	1.3875
GJA4	3.432
CDC42SE1	0.8495
TRPV2	0.54625
MYPN	-5.01422222222222
SIM1	0.3395
CDADC1	0.293833333333333
ZFHX4	0.51425
NIBP	1.887
ADAMTS19	-0.946
ABTB2	-0.384
TSPYL2	0.032625
EIF2S3	-1.0041
SOX30	-0.197
AP2A1	-0.0686666666666667
DKFZP564O0523	0.326666666666667
LOC285398	-0.1225
CDH18	-5.12925
CHL1	2.73025
GATS	-0.2225
TBC1D2B	0.921833333333333
OR1J1	-0.806
GSN	1.26333333333333
DPCR1	-0.0265714285714286
GARNL4	-1.01733333333333
SMARCA5	-0.06475
PLEKHG3	0.108
ZBTB45	1.0115
FRMD6	-0.342833333333333
PLS1	-0.812166666666667
DGKZ	0.073
EFNA1	0.2013
WDR85	-0.63225
ANK2	0.87325
PAGE4	-1.52916666666667
SENP6	1.45466666666667
AKR7A2	0.0133333333333333
FKBP10	-2.58225
VEGFC	-1.42616666666667
LARP1	-0.24275
SRBD1	0.1225
ITGB6	1.39
SLC1A2	-0.917833333333333
INVS	-0.382666666666667
MPO	2.16175
MOBKL3	0.0665
CUTL2	1.189625
KLK2	-0.222833333333333
VIM	-0.13375
REG1B	0.534166666666667
PCDHGC4	0.47325
C3orf34	-0.464833333333333
SUMO3	0.590666666666667
CST9L	-1.48475
MLL4	0.21125
SPR	-0.666166666666667
SAMD9L	3.31725
ABCE1	-0.138
SUPT3H	-0.151833333333333
ACTBL1	-0.7465
ADAMTS4	1.65566666666667
SLIT3	2.8535
RHEBL1	-0.30325
NPM2	-1.645
MAN1C1	1.360375
KIAA1856	0.4895
HSPA6	2.077
LOC388152	-2.367
C10orf140	-2.2975
ZDHHC12	-0.2615
LIN7A	-1.512
PHC2	-0.0923333333333333
SPHK1	-0.6445
TRIM26	0.3984375
FAM83E	-1.2425
C18orf24	-1.7965
ZNF578	0.806833333333333
ORAI1	0.28
RUVBL1	-0.901666666666667
C7orf20	-0.271
APAF1	-0.313
SLC36A4	-1.03566666666667
MYH11	3.86866666666667
NEK1	1.0094
MPP2	-0.995
C12orf24	-2.74275
TNK2	0.614625
ZNF289	-0.54325
MATN3	-1.65985714285714
IFNGR2	1.4375
ITPR1	0.900875
EBF3	3.3926
TBC1D20	1.2328
OR10P1	0.62575
DDAH2	0.695
SHPRH	-0.137125
STX7	0.75
LOC554248	-1.2135
BCAR1	-0.82775
ATXN3	0.0540833333333333
TRIM27	-0.301
CDC42EP2	-0.4675
CHP	-0.557857142857143
SOX17	1.897625
ZNF259	-0.797833333333333
CHCHD1	0.63
ZDHHC19	0.1
GBP2	3.8325
GARNL3	0.942375
MRC2	-0.34875
C1orf52	-0.57575
AOF2	-0.727833333333333
LRPPRC	-0.3422
ACVR1C	-0.0295
TM4SF18	1.80033333333333
TMEM169	-0.639333333333333
PPP1R16A	0.630625
EBF1	1.07966666666667
RRS1	0.261166666666667
SNX2	0.322
OR2T2	0.277
RBX1	-0.27925
ANKRD54	0.0966666666666667
TSNAX	0.439833333333333
TMEM83	-2.86225
ZBTB7A	0.44275
ATM	-0.316090909090909
LOC338328	1.673
TIE1	0.817333333333333
HIST1H3G	-0.535333333333333
PASD1	-4.3215
TINAG	0.1655
PCDHAC2	0.3215
LRRC15	0.785625
WBSCR17	-1.437
TFF2	-0.305
PARP2	-0.2575
NDFIP2	-0.379875
PCDHGB2	-1.0945
WDR60	1.012
MAP7D2	-2.668
USP45	-0.93075
GSDML	0.6325
TNS1	-0.2949
PLCD4	-0.2505
IQCD	0.246
SMPX	-3.8685
CD9	0.615333333333333
SRGN	3.121625
CASP7	1.29475
INOC1	0.178
DKFZp451M2119	-1.499375
VMAC	1.3275
USP53	-0.3165
CAMK1G	0.931875
TMEM106A	0.710833333333333
CDC20	-1.8735
ACSL5	1.49133333333333
CBWD5	-0.168125
C1orf87	-2.937
KIAA1274	0.34375
PRUNE2	-2.99328571428571
LYPLA2	-0.623333333333333
DOK6	-2.16833333333333
GPR149	-0.4665
FAM30A	4.7725
TMEM129	0.3235
SLC35B3	1.16925
ACPP	-0.4981
LOC200261	-1.387
SLC4A7	-0.2485
CCDC40	1.8165
GART	-0.99325
THOP1	-1.64325
SCARB1	-1.16525
CACNA1F	-0.08075
TRIAP1	-0.68
SYT14L	0.141
SFRS8	-0.244
PBOV1	-0.546
GOLSYN	-1.46775
GJB7	-2.0955
CAMK2N1	0.273333333333333
GREM1	2.00541666666667
FLJ20433	0.59975
QPCT	-2.731875
PRKAG2	1.29983333333333
H2AFX	-1.1645
C6orf154	0.9975
PLOD3	-1.075
ZBTB39	-0.367833333333333
WASF3	-0.79175
DRG1	-0.52875
PRR4	-0.5205
SPCS1	0.46725
KDELR3	-0.553666666666667
SRP19	-0.0933333333333333
GABRA6	-0.0276666666666667
MFSD1	1.127
MMEL1	1.0995
PDXDC2	-0.6724
BUB1	-1.655
RNF138	-0.283
MYLPF	-0.6995
