Hybridization REF	TCGA-E2-A15M-11A-22R-A12D-07
CA13	-0.0913749999999999
PROZ	-1.7005
AASDH	-0.13225
C19orf40	-1.13033333333333
DCK	-0.577
FAM5C	-0.738
SLC6A4	-0.9855
MID1IP1	-0.444875
TESSP5	0.3735
TMOD4	-0.600166666666667
DOCK2	-1.62916666666667
TUG1	-1.484125
NUP214	-2.164
DPYSL2	1.06031818181818
GOLM1	0.4965
MPFL	0.149
SOX13	0.715
SDCCAG8	1.4463
KEL	-2.0615
NUP210L	-1.93325
GK	-1.843625
DNAJB1	0.53325
ALPK3	-0.166
CHID1	0.0855
CYLC2	1.6114
IKZF5	0.98925
C8orf51	-1.81083333333333
PPM1J	-0.14325
GIMAP8	5.2015
GPR101	1.509
NR2F1	-0.593
ACAD8	-0.313
RBM35A	0.2925
GNAI2	0.584
METTL8	-0.4265
SLC39A7	-1.00775
FBXO8	1.6955
CAMK1	0.62125
RFC3	-0.842875
FAM129A	2.83207142857143
ILF2	-0.92325
FGFBP3	-0.303375
NOM1	-1.17666666666667
PSMA3	-0.80425
ASCC3	-1.5801
ZYG11A	-1.76875
SOX21	-0.813
LYRM1	1.24225
DEFB1	1.936
LOC91431	-3.48816666666667
OR7C2	0.406
FAM46B	1.25375
TMEM18	0.564875
ARHGAP30	0.3125
TMEM86A	1.227
EPHA2	0.0253333333333333
C10orf46	0.95355
TCHH	-0.246833333333333
C3orf30	-0.1165
LOC285636	0.141166666666667
PAIP2	0.7975
CYP2U1	1.09757142857143
C12orf34	-0.0275
SARS2	-1.729
ZCWPW1	1.18225
SAMD12	1.971625
KIAA1430	0.44075
ACAT1	0.7715
MEOX1	3.7915
ADAMDEC1	2.03675
PHKA2	-1.12725
CARD11	-1.38816666666667
CALML4	0.4525
TSSC1	-1.0115
TMEM45A	-0.618777777777778
MPP7	1.153375
POU1F1	0.46
SLC2A13	-1.36
FBN2	-1.14266666666667
ZC3H7A	-0.2173
LAIR2	-1.87875
ST3GAL1	-1.71816666666667
LCT	-1.84475
GEMIN8	0.101666666666667
KLF16	-1.2538
HIF3A	0.6484
FAM44A	-0.680214285714286
AQP10	-1.5361
PLA2G2A	3.866
FOLH1	2.3198
C20orf186	0.321
MAPKAP1	-0.442125
SPRR2D	-0.56475
UBQLN4	-0.875
RSHL1	0.273
PIAS3	-0.451125
MRPL24	-0.5585
GREB1	-1.570875
FAM27E3	-1.466
NUP62CL	-1.0175
NEUROG3	-2.941
REEP3	0.671083333333333
MARK1	1.3115
LMBRD1	1.77975
PRPF19	-1.2375
PNMT	-0.098
CTGLF1	-1.2645
SLC25A16	0.7715
EIF2B3	-1.348
RPA2	-0.17375
PAK6	0.6105
CCDC26	-2.83183333333333
SEMA3E	2.07425
MXD4	0.0317
TNFSF10	5.42
SMARCB1	-0.417833333333333
DTX3L	1.12233333333333
PLA2G4E	0.537
PPAP2A	2.472
ULK1	-0.929083333333334
TAS1R3	0.172
SLC2A3	0.0815454545454545
ARID3A	-3.6095
GNG5	-1.60225
ACOX1	0.1494
KIF5B	0.982
NUP153	-0.75075
MUC7	0.256
CSDE1	1.33335714285714
CLPTM1	-0.27425
C3orf23	-0.16425
LRRC17	1.39
TTYH3	-1.68275
ATP5B	-0.7695
ELF3	0.880333333333333
CPSF3L	-0.837666666666667
ZNF665	0.3985
TLR6	0.494
GPI	-1.1405
RAD9A	-0.24675
NDST4	-4.893
AGPAT3	-0.35725
MAGI3	0.1685
ADORA2A	-1.056125
CACNG7	-0.6955
CAMK2D	-0.366571428571429
CCHCR1	-1.2795
RPS27A	0.49175
OR10G7	-0.8278
GCM2	null
FAM135B	0.300111111111111
E2F1	-2.56825
PLCB3	0.323
OR2AE1	3.14
COIL	0.2775
CDC25C	-3.93066666666667
RAB11FIP2	0.677166666666667
TSC2	-0.9085
CTGLF5	-2.18
CCDC108	-0.0525000000000001
OR13C4	0.10475
C10orf81	4.255
PTPRB	4.3465
ACP2	-1.64
LAG3	-0.70775
MRPL54	-0.197
LOC201175	-1.6805
ITGB1BP3	-1.59725
SPTAN1	0.861833333333333
SIPA1L2	-0.53
RCAN2	1.3705
CDX2	0.079
ECOP	-0.00900000000000001
ACTR1A	0.498571428571429
PPARG	2.8755
BBS10	1.07716666666667
TMEM44	-1.330375
BPIL2	-0.80575
CITED1	1.533
IRF6	4.14275
PRDM4	0.496833333333333
RRP9	-1.55983333333333
OR10H4	0.148
IL31RA	0.8705
GNB1L	-2.14
MYBL2	-3.401
ZNF407	0.804166666666667
PPIG	-0.0746666666666667
TTC18	1.9875
RPSA	-0.41
MAPT	1.51575
MRE11A	-0.131666666666667
C8orf37	-0.2915
RASGEF1C	1.51825
STBD1	1.29675
CTAG2	0.1715
MGAT5B	-2.128
ECM1	1.133
RLN1	0.5405
PARP14	0.0711333333333333
EPB41L1	0.0704
HOXA3	0.0994166666666668
MAGEA9	-5.02675
RPS8	0.684666666666667
RPS19BP1	0.15425
FOXJ2	0.826375
C10orf76	0.347375
IL17RE	-0.3165
C10orf65	0.19
ZNF343	-0.1266
FBXO33	1.312625
UHMK1	-0.3755
LY6G6C	0.09925
FGF19	-0.8355
C14orf128	1.27516666666667
IFIT2	1.406875
TIGD1	-0.43075
S100G	-0.3785
GUCY1B3	3.224
NR3C1	1.135
CORO1B	-0.547666666666667
PARP11	0.536166666666667
DNALI1	4.022
OR4N4	0.218875
MAP2K6	-0.0541666666666667
FSTL4	0.09875
ANKRD47	1.759375
TMEM171	-0.358
PNLIP	0.341
YY1	-1.70483333333333
CCDC138	-1.35016666666667
AASDHPPT	-0.3974
CKS1B	-0.5713
MCM3	-1.60716666666667
ANAPC7	-0.804833333333333
FAM110A	-0.18575
CDC37L1	2.5975
THTPA	0.56575
NBPF20	-1.9295
WDR24	-0.68675
NPTX2	-1.11675
CBLB	1.0155
CETN1	-0.663
RPUSD1	-1.17725
FAF1	-0.69325
CDK6	-2.13788888888889
HMX2	0.258
CSK	-0.761666666666667
TEAD2	0.6165
SNAP25	-1.2695
TUFT1	0.0964
TMTC3	0.270166666666667
LCK	-1.78775
SGOL1	-1.8705
AKTIP	1.4475
FURIN	-0.20275
SOX12	-0.909666666666667
DEFB103A	0.981333333333333
RAMP1	0.3525
KIR3DX1	0.4405
GAS2L3	0.237
PDE8A	-0.6313
EDN3	5.3095
GMIP	-0.039
SF3A2	-0.5235
FN3KRP	0.2655
SMAD7	1.00425
RHBDD2	-1.06725
OR11H6	-1.0325
PPP1R3B	1.9057
C9orf23	-0.83175
CADPS	-1.388
GOLGA8A	-3.48675
TMEM57	0.931833333333333
RGL3	-0.887
S100A14	0.3555
FGFR2	0.956533333333333
XRCC3	-0.51225
RTN4RL2	-0.09925
MGC3771	-0.012
GH2	-0.9925
BTBD2	-0.13475
LMO2	2.31275
RDBP	-0.887625
ACRBP	-1.748
AMY2A	2.65075
DUOXA1	-0.0375
PTK7	-0.215
TWF2	-0.637
FAM80A	-1.39325
TNNI2	-2.3895
GLT25D1	-0.494
OCC-1	0.053
CYC1	-1.70766666666667
RPL22	1.45454545454545
MORN3	-0.0528333333333333
DISP1	2.11475
PRB2	0.5045
CHUK	0.143
HR	-0.317
CCDC134	-0.62025
DENND4B	-1.29525
C14orf130	0.338875
RAB33A	-1.60275
DCST2	0.321
TNMD	4.05375
PEX7	0.6565
FAM62A	1.3075
SRD5A2L	0.02625
IL22	-0.471666666666667
RPS26	-2.4174
HOXC5	-0.787
SPATA6	1.51275
FLJ38482	0.087125
ZNF234	-0.79
C18orf22	0.824
SPATA22	1.59766666666667
THOC1	0.02825
CYP7B1	3.0655
KCNC3	-0.1875
C8orf42	0.665
ALDH1B1	-0.560666666666667
CCDC100	1.0807
ARMC4	-0.372333333333333
FAM18B2	1.80025
SLC44A1	1.559625
FBXO17	-0.419166666666667
C6orf107	-0.0575
C19orf29	-0.66975
ZC3HAV1L	-0.70575
PARP6	-0.569
SULT2A1	-4.35328571428571
C1orf159	-1.4815
TMC1	1.40833333333333
CHST14	-0.089625
GAMT	-1.641
SMCP	0.334666666666667
TSPAN33	-0.725166666666667
MIDN	-0.13
NOX4	3.36775
RNASEN	-0.2876
TBX1	-0.2465
SALL2	0.13725
C10orf35	0.32875
CYP2E1	-0.629
LRFN2	-0.80025
ACO1	0.407666666666667
IQCG	1.2299
MEGF9	1.76
TM7SF4	0.1485
PLEKHA1	0.4486
STK33	-3.00025
C1orf210	0.84975
SNUPN	0.6196
KIAA0406	-0.5464
C20orf29	-0.31875
TMEM55B	-0.38475
OSTM1	0.4179375
CLCN7	-2.05025
OTP	0.15625
FLJ23049	0.157
HEATR4	-0.685
MAP3K10	-1.49583333333333
PCDHGA9	-0.101
AMDHD2	-0.5635
LCTL	-1.2925
PDCD2L	-1.3195
CABLES2	-0.90625
SLC5A9	-0.20925
CLCA2	3.632
MGC16025	-0.917
STRAP	-0.4105
C20orf196	-1.3035
RRBP1	1.11733333333333
NAT13	-0.94525
MAT2B	1.613625
CSNK1D	-1.3485
KIR3DL1	0.48075
PRKAG3	-1.958
ZNF599	-0.923
PRM3	0.437
PER2	1.08266666666667
ASPHD1	-3.079
PRMT6	-0.36375
KCNE1L	-0.624857142857143
FAM118A	-0.796333333333333
TAF4	-0.97675
NDUFB6	-0.64025
TRIM9	-0.771111111111111
PMFBP1	-0.7285
KY	0.4075
DKFZp762E1312	-4.95854545454545
CSMD1	-0.083
TBP	-0.283
OR1Q1	-0.4366
RETNLB	0.11525
HPGD	0.643384615384615
DNAJC12	0.0668333333333333
FKBP1B	-0.4435
ANKRD24	0.208166666666667
CXXC5	-0.436333333333333
IL3	0.2
DRAM	2.02922222222222
PTCH1	-0.544625
TP53BP1	-0.66825
SLC17A7	0.332
COL25A1	-0.84775
AMACR	-0.128333333333333
RHCG	0.7645
VPS13A	-0.632333333333333
FAM55D	3.0925
PRPF38B	0.0816363636363637
OSBPL6	-0.524
PFDN5	1.3384
CMTM6	0.868875
KCNK12	-1.63575
RP2	0.6525
C16orf52	-0.9465
PICK1	-1.5425
IFNE1	0.6408
SEMA4B	-0.8785
TYRO3	-0.46
OR12D2	-0.117
CSNK1A1	1.1258
FANCF	0.014
LONP2	-0.061125
TBL1Y	-2.55925
LDOC1L	0.210875
CCNC	0.57825
C3orf60	-0.686
CHKA	-1.47425
UBAP1	0.2805
MAP3K1	0.141
ANKRD9	-2.06325
FAM92A1	0.111833333333333
GAB2	0.437571428571429
AZU1	0.06125
DIS3	-0.204916666666667
C21orf109	-0.92
IQCB1	-0.59175
SPATS2	-1.318
EFCAB3	0.00475000000000003
PRB3	0.20325
FUZ	-0.689833333333333
ZNF813	0.59425
BMPER	0.3632
HEG1	1.026875
ALS2CR11	-0.779
SURF2	-0.19475
PSMC1	0.381083333333333
OR2D2	0.8845
SLC7A8	1.51183333333333
C4orf40	1.173
SPATA7	1.26675
MAZ	-0.645833333333333
PIN4	0.9105
PDE1A	1.4335
TAF6L	-1.88266666666667
OR2T34	0.0785
KIAA0284	-0.5285
ACADS	0.687272727272727
MKRN2	-0.5135
C18orf56	-2.81275
MS4A6E	0.445
GALNT4	-0.0392
C22orf31	1.304
FLJ36070	0.526
PSME4	-0.5005
TFG	-0.0347
EPHX2	1.416125
ANXA5	2.074375
KRTAP1-1	-0.375888888888889
BATF	2.13225
KARS	-0.70625
MSTP9	-0.564
GPR26	0.431
CCDC72	-0.04075
TEF	-0.314666666666667
FOXK1	-0.9147
PRLHR	-1.894
EMX1	0.60375
C11orf30	-1.37675
ICK	0.818142857142857
THSD7B	0.556
C21orf100	0.0585000000000001
DUOX1	0.9515
EFCAB4B	-0.1285
UBE2G2	-1.85933333333333
C3orf54	0.51875
PARP1	-1.556
FAM60A	-1.22016666666667
C6orf146	0.768666666666667
OR9K2	0.3765
DDX55	-1.4435
RPS15	1.23425
ZNF618	0.203625
DKFZp686D0972	1.7425
SSPO	-2.0085
SHFM3P1	0.161
CPA6	-1.24566666666667
JAG2	1.269
DEFA3	1.40625
PPBPL2	0.5988
CD34	6.3335
SLCO4A1	-2.627625
AFG3L1	-2.96316666666667
SHD	-1.19025
RP13-122B23.3	-1.77183333333333
PRKCSH	-0.592833333333333
DPH5	0.2285
HLA-F	3.21925
TBC1D4	0.58
RIG	0.743
GLUD1	0.3075
HNRPCL1	0.373375
HBXIP	-0.81975
RNF207	-0.5685
APIP	0.15325
PLA2G3	-1.91416666666667
CCDC84	-1.47075
MYLIP	-0.610538461538461
PHIP	0.9245
AARS2	-0.7795
DHX32	0.536
SCAPER	0.0613333333333334
MEN1	-0.115
NIP7	-0.7825
FLJ25404	-0.6215
FASTKD3	-0.91125
TMEM158	-3.70816666666667
RARA	1.53225
BDH1	-1.366
ANKRD16	-0.9115
CARM1	-0.193
SS18	0.812333333333333
IKZF2	0.0257272727272727
MYD88	-0.496875
PML	0.28885
TAF1A	-0.41775
CBFB	-1.033375
HIST1H3H	-2.0915
C7orf29	-2.37875
COMMD4	-0.918
DPP3	-2.6695
DAB2	2.74725
LOC388882	-0.4735
YPEL4	0.504875
AGBL3	0.03375
LRP6	-0.1398
SERPINH1	0.51875
TLE1	-0.308
CD244	0.28
ZDHHC15	0.356
MGLL	2.0982
PLDN	-1.34808333333333
LOC654346	0.6185
FAP	2.78675
GPR37	-0.314333333333333
SCARA5	4.62216666666667
EBF4	1.15963636363636
LSM6	0.08525
MLLT1	-0.4913125
SLC5A12	-0.0226666666666667
A2BP1	-1.04333333333333
COPS5	0.163
TPM4	0.622714285714286
TNFSF4	0.108333333333333
ACADSB	2.10711111111111
HERPUD1	0.5795
BCL2L11	-0.264555555555556
CEP78	-1.651875
CDCA3	-2.633375
WBSCR19	0.918111111111111
MYO1A	-1.3745
PPEF1	-1.661
LOC440348	-0.59825
CPEB2	1.16675
BPTF	-0.484333333333333
RPL21	1.6589375
GSX2	-0.8355
ADPRH	0.9505
C17orf68	-0.804833333333333
KCNS1	-0.3765
MLLT6	-0.1573
PIWIL4	1.39175
RNF26	-1.09475
RAP1B	3.0145
ADAMTS1	2.6791
ZNF571	0.932
P2RY6	-0.70825
TRIM21	1.04833333333333
CADM3	0.9735
NLRC5	0.397333333333333
ADRA2B	0.531333333333333
LOC90835	-1.8225
PCF11	-0.14175
LOC400451	0.32575
GLTSCR1	-0.8196
C17orf88	-0.384166666666667
CDH16	-0.1855
FGF7	3.9195
PCSK4	-0.473833333333333
NPC1L1	-1.2205
TAT	3.2995
TBCA	-0.47
MGC33407	0.41725
GPR115	-1.33233333333333
CYGB	0.248
FNBP4	-0.526
C12orf43	-0.11225
CBL	-1.1005
CLECL1	0.59725
PPAPDC1A	-2.12825
WDR25	-0.601666666666667
SGCA	3.9535
C22orf29	-1.6282
YIPF1	1.2005
GALK2	-0.224
RAB3B	-2.86909090909091
LOC440087	0.83475
UCP1	1.0235
REEP5	2.151625
FADD	-1.2839
FOXA1	2.19325
CACNA1A	0.2354
ABI1	1.28666666666667
GRIN2D	-2.935
SLC1A4	-1.4635
LOC401127	-1.48025
HINT2	-0.02925
PLD4	0.147166666666667
ZNF286A	-0.98875
ENY2	-0.78575
IL1F6	-1.1265
PXDNL	1.3975
C20orf79	-0.38725
TNFSF13B	3.07916666666667
DENND3	0.443
JARID1D	-2.7285
HIST1H2AK	-0.848375
LOC93349	-0.4112
SSH1	-1.50966666666667
ENSA	-0.8565
LOC219854	0.163333333333333
CKAP2	-2.1195
DKFZP564J102	1.76366666666667
MGC87315	-1.42216666666667
HNRPAB	-1.44775
AMH	-1.5825
ZNF526	-0.3445
BRUNOL5	0.00155555555555556
CACNG3	0.192166666666667
TRPM1	-0.0515
PPP2R1A	1.33175
COL2A1	-0.19225
DDN	0.044
FLJ25770	0.798083333333333
HK2	-1.46307142857143
ELOVL6	-1.661625
MDK	-0.565
EPHX1	2.1295
RASSF2	0.7265
DKFZP434B0335	-1.62475
DLX3	-0.330428571428572
PRTN3	-1.38375
AVPR1A	2.2615
C21orf125	-2.2
TNFAIP8	0.990333333333333
GNB2L1	-0.11975
CALCRL	3.34725
SCGB2A2	9.68916666666667
UBXD7	-1.4975
ZNF674	null
TMEM35	1.912125
BRSK2	-0.923571428571428
HECTD3	-0.856
TMEM188	0.130416666666667
LGALS9	1.128
SCARB2	1.25325
USP34	-0.328583333333333
C17orf28	0.609833333333333
ZDHHC23	-1.03325
AQP12B	-0.065
SLC16A3	-3.495125
APLP2	0.862625
ITIH2	-5.2055
MICAL3	-0.0405714285714286
TNNI3K	1.5014
HDAC2	0.884875
PRR7	-2.9947
THBS2	0.58475
LOC751071	-1.5715
CA2	0.0325
RANBP17	-1.42133333333333
RLN3	0.345
CRYZ	0.220666666666667
GBAS	1.437
TAS1R1	0.122
MPZL3	0.73
PCDH8	-0.14325
HSP90B1	0.69975
KCNK15	-0.314
TNIP2	-0.8695
GPR146	2.465
NOL6	-0.92875
SPC25	-5.31388888888889
STEAP2	2.8085
VAMP3	0.926666666666667
TCIRG1	-1.189
ZP4	0.231666666666667
PARL	1.278125
TRIM39	0.392
KIAA1305	2.21875
CRNN	-0.1442
GRN	-0.751
HSH2D	-2.8105
SCAMP1	0.8014375
KIAA1913	1.7915
PTS	-0.20975
BANP	-0.5885
PRKACG	0.281
ADCY6	0.378333333333333
C16orf46	0.1745
CYP51A1	-1.242625
DDC	-4.022
ANPEP	0.385333333333333
PROM1	2.062
SIGLEC10	0.356
COPG	0.0835
FAM26E	2.135375
TRIP4	0.51875
SNX3	1.2725
C1orf175	-0.033
PPY2	0.76225
C14orf152	0.3985
FTSJ1	-1.24483333333333
DST	2.00545
LOC554235	0.3095
GLRX5	-0.4075
C20orf12	0.5623
CAB39	0.837
MSH2	-0.782166666666667
PIP4K2C	0.44475
CYLD	0.811375
WTAP	2.029625
MGAT4A	1.20144444444444
TSC22D4	-0.9273
CHRM2	-1.6245
PPYR1	0.033
CCNH	-0.0588333333333333
RRM1	-0.5935
ECAT8	-4.39833333333333
LOC400120	0.7535
GABRA4	1.41042857142857
C14orf4	2.79866666666667
C1orf59	-0.59375
CTDSPL	1.03525
NHEDC2	-0.2245
PDE11A	0.6435
KLHL29	2.31375
CD5	-0.2258
TSPAN9	1.661
WDR67	-1.635
THUMPD1	0.2836
C18orf17	-0.24575
CLYBL	0.707333333333333
FLJ13231	-0.605875
CMBL	0.75925
LECT2	-0.096
NKAPL	3.77833333333333
LOC654780	0.603
OR4C6	1.035
RAB30	0.325333333333333
TSSK4	0.412
TMEM163	-0.9845
OSBPL11	0.987916666666667
GNB5	-1.15783333333333
CCL21	2.4515
C1orf121	0.0838333333333333
FMO2	5.16916666666667
RPTN	1.245
MSTN	0.9665
VCL	0.609642857142857
FYTTD1	0.60125
C11orf1	0.0245
CCDC88C	-0.764666666666667
HFE	-0.194111111111111
MOGAT1	-1.543
FAM125B	0.1834
IRGQ	-0.7305
RAVER2	1.01125
AKAP5	null
SSSCA1	-0.69525
C11orf63	1.600625
ACTG2	5.3653
PORCN	-1.232
DTL	-3.13545454545455
TMEM151	-1.4305
FAM122C	-0.49025
RSAD2	0.2272
BAT4	-1.0215
KRTDAP	-0.770666666666667
MYH8	0.836428571428571
CRTC3	0.5405
LRRFIP2	0.949
INTS4	-0.651833333333333
TTN	-1.09516666666667
SLC26A5	0.1685
PLLP	0.004
RGS6	1.19033333333333
SRGAP3	0.077375
ZNF525	-0.194833333333333
NBR2	-0.2875
C13orf1	0.0864
ZNF137	0.531
CEP27	-1.38925
BEST2	-0.1065
RNF121	-0.14075
DMRTC2	0.366666666666667
C8orf76	-0.3935
BCCIP	0.21325
MEST	1.68625
HTRA2	-0.6275
ANGPTL2	2.6815
ILKAP	0.3505
ERAS	-2.0675
HBS1L	-1.0195
CPA5	0.3205
TMEM30A	1.57683333333333
CD300LF	-0.2535
WISP3	3.8805
CRK	-0.097
PDS5A	-0.0273
BRPF3	0.212166666666667
NEDD9	2.1785
SMPDL3B	-0.2815
PSG6	0.29225
PSMD13	-0.19925
ETV5	-1.0380625
OR51A4	-0.7325
BTBD7	0.4915
GSTO1	-1.422875
hCG_16001	1.696
MAD2L1BP	-0.977
COX6A2	-2.5865
SCNN1A	1.00233333333333
LSM1	0.189833333333333
UGT2B11	2.94425
IDUA	-0.67075
PPP2R3C	-0.526333333333333
COX11	-0.34
PDZK1	1.86025
ZNF443	-0.122333333333333
MGC21874	0.6445
ZNF323	1.3934
KRTAP10-10	0.285
CXCL6	0.39975
SLC34A2	1.44033333333333
LOC284402	0.127
NPTN	1.05233333333333
UPP1	-2.09233333333333
SLC6A9	-0.514
OR7G3	0.29225
CISD1	-0.620666666666667
ZNF545	-0.209166666666667
SYT14	0.5655
NT5C3L	-0.371833333333333
ZNHIT3	-0.2415
SNRPD3	-0.29625
KIAA0701	0.760571428571429
UNC93B1	-0.52
GMNN	0.576375
SPCS2	1.38816666666667
LOC388524	0.7205
NAPRT1	-0.743375
PNLIPRP1	0.87375
OR6V1	0.404
PRKAB1	-0.52825
EYA4	-1.90666666666667
KIF20A	-4.04025
ALG10	-0.28225
ITPKC	0.924
LMX1B	-0.192
RPUSD4	0.0015
C7orf34	0.3126
DLGAP2	0.256571428571429
PFN1	-0.7726
MICALL2	-1.78591666666667
ZNF654	-0.4525
SS18L1	-1.64925
SLC16A8	-0.52125
MKI67IP	-0.2355
ITGB3	-0.769375
TCEA3	1.52441666666667
CEP152	-1.83273333333333
CLIP1	0.32225
ZNF75	0.6199375
ATP5C1	-0.116833333333333
NUDT5	-1.16716666666667
PSCDBP	0.973
UBP1	0.45725
RBM27	-1.327
C13orf15	4.04375
ZNF282	-0.998166666666667
ZNF222	0.6118
COL10A1	1.01975
PRDM15	-1.051
TTTY5	0.6355
FAM9C	0.500555555555556
C20orf67	0.092
GNG13	0.273
F12	-2.9155
C1orf41	-1.48175
CPXCR1	-1.826
GSK3A	-0.163125
SUPT6H	-0.191
PI16	5.877
ELL2	0.414916666666667
C9orf167	-2.47966666666667
PVRL3	-0.22
FLJ38596	-1.9475
ADAM20	-0.05975
GPR89A	0.117
GPR87	1.052
ZNF30	0.485
SMR3B	0.70325
ZNF770	0.336
TRPC4AP	-1.01716666666667
DKFZP686E2158	0.591166666666667
C2orf28	-0.450166666666667
FREM1	1.395
LAMA4	1.63833333333333
ADPRHL2	-0.947
EIF4G2	2.30416666666667
GUCA1A	0.133
CTNNA2	-1.006
NUDT15	-0.653166666666667
CEPT1	0.904
ZNFX1	-0.1185
CCDC92	1.32375
TDRD1	-0.58
KCNK5	-1.3975
ETNK1	-0.0942727272727273
LTA	0.565
TTPA	0.7562
B3GALNT2	-1.648625
SC65	-2.0945
PEX5L	-1.18257142857143
EPS15L1	-0.667
MGEA5	-0.722125
HIST1H3A	-0.61225
ING1	0.70125
BCAT1	-2.405125
ORC6L	-4.29527272727273
KLK11	-3.74733333333333
C19orf28	-2.511875
DNER	-1.6735
MED22	-0.985071428571429
ETV6	0.782416666666667
CHAC2	-1.55433333333333
CD300E	0.255
CEBPB	2.23691666666667
ZNF398	-0.06775
LRCH3	0.0905
HMGA1	-2.16733333333333
CAPN7	0.769
MGC5566	-2.652
CCL3	5.269625
NANOS1	0.27075
ZFYVE19	-0.78275
APITD1	-1.21433333333333
PARD3	0.782
IRAK4	-0.327666666666667
SERPINI2	-1.633
CEP170L	-1.21125
TTC9	1.10425
MYOM3	-1.95775
MLPH	0.0075
LOC222699	-0.537
NRG1	-0.484
TBC1D9	2.69127272727273
TTK	-3.90633333333333
ZNF557	0.826
DDX41	-1.005
FANK1	2.235
UBE2D2	-0.27725
PSMB10	-0.4105
MYH7B	0.132
GABARAPL2	0.710125
MARVELD2	0.0676666666666667
DGCR2	0.550333333333333
UNC45A	-0.385833333333333
C6orf72	1.388
ZNF683	2.83933333333333
GIT2	0.53675
CASK	0.405333333333333
C14orf161	0.4514
LRRC44	-0.0595
TIFA	0.607
UTP11L	0.12225
C6orf65	0.110333333333333
FDPS	-0.96775
DUSP9	-1.5712
SLC17A8	-0.145666666666667
OR51G1	-0.2135
NANS	-0.9255
OLFML1	2.57225
ATP10B	-0.83125
NPAS3	0.00625000000000001
PRKCA	-1.50125
GGA2	-0.06975
LCE4A	0.4855
SPANXN3	-0.0245
CCDC115	1.83125
SDCCAG3	-1.2525
GLIPR1L1	0.763666666666667
TTC1	0.22525
C17orf76	1.6345
MAD2L2	-1.93675
HIPK1	-1.0178
LRRC3B	3.23233333333333
CLN3	-1.06972727272727
C17orf47	-0.7245
FMN2	-1.017
TUBB1	-0.4075
WAPAL	0.176833333333333
C3orf21	-1.065875
SCN5A	-0.346111111111111
SMYD1	1.45725
BEX5	2.341
ZNF192	-1.177
SEC22A	0.4215
GRIA2	0.662454545454546
KIAA0825	-0.35525
NUSAP1	-4.22309090909091
LANCL1	-0.318625
C15orf40	0.4904
ZNF645	-0.7456
GPR61	0.91025
NLRP14	-0.311
SNX21	0.1033
C1QTNF8	0.7125
C17orf46	-0.0665
IFNA8	1.725
SPRR1B	-2.369
FLRT1	-0.04525
SNX17	-0.122
ASB2	1.172
HBG1	-5.307
RPRML	0.1995
JOSD2	0.368666666666667
PLSCR3	0.3705
SPOCD1	-1.74183333333333
RAB39	-1.381
GHRH	-0.07
ITIH5L	-1.32675
C17orf37	-0.10625
SMCR8	0.22925
DPY19L2P3	-0.292166666666667
IL11RA	1.746
GDF3	-4.1825
RPS6KB1	-1.56791666666667
DNAJC19	0.0268
TOP1	-0.2375
CRCT1	1.105125
MPST	0.424125
DPM2	0.0206250000000001
FAM38B	-0.698666666666667
SLC18A1	-1.30366666666667
FARP1	-0.159
PAX7	0.00199999999999999
TUBD1	-1.13675
GNL3	-0.23475
BTG2	4.9526
NDUFS6	-1.01125
C1orf79	-2.17325
ERAL1	-0.511
ECHS1	0.9145
VPS4A	-0.423333333333333
CYP11A1	0.211375
ABCC6	-0.708857142857143
PBX4	-2.3355
MOSC1	2.42975
NCF4	0.96025
HYMAI	1.8615
NAGPA	-0.910625
OTOP2	0.1845
ACOT12	0.62525
MTHFD2L	-0.523125
LOC441376	0.60875
C19orf34	0.231
RAB1B	0.062
ALDOAP2	-2.1505
NTRK1	-2.142
ARTS-1	0.5899
SLC6A11	1.0305
NAP1L2	2.254
CNGB1	-0.339
EPB41L4B	1.25733333333333
FAM134B	2.163875
HS3ST3A1	-3.05083333333333
CPXM2	7.40225
SIRPB2	0.398
CHORDC1	-0.529166666666667
TRIB3	-2.92
SLC2A5	1.11875
C2orf49	-0.652833333333333
DDX5	0.62025
OR5L1	0.576
ANAPC4	0.0313333333333333
ZSWIM1	0.254375
LOC93622	-0.71825
KCNK3	-0.62025
RP11-35N6.1	-0.432
ZFP161	0.8815
AQP9	0.465
SLC15A2	-0.228
MREG	0.333166666666667
OR9I1	0.706
PDLIM2	0.758125
ADAM7	0.6755
GSTCD	-0.5985
WDR21A	-0.572
SLC12A8	-0.243666666666667
TMEM174	-0.51875
IGSF3	-0.437181818181818
LRRN1	1.57975
LOC402117	0.209333333333333
SRPK1	-1.321
LY6K	-1.10657142857143
NFIA	2.367
PTCD3	-0.00812499999999998
LEP	5.6076
PCDH21	0.00416666666666673
MAPKAPK2	-0.424928571428571
NMNAT1	-1.11566666666667
LHFPL2	0.10625
C9orf43	0.57525
DIP2A	-0.905833333333333
ACTR8	0.256
CCDC34	0.16025
PTPN22	-1.09057142857143
ITGA3	-0.088375
FAM129C	-0.06
RABGGTA	-0.680166666666667
UNC45B	2.812
KIAA1033	-0.088
ZNF510	-0.166
CYP2D6	-0.115833333333333
SLC26A10	-2.374
STX8	1.33125
LUZP1	0.68225
WDR89	0.178166666666667
EIF4G3	-0.5163
C5AR1	0.538625
ZNF623	-0.603
A2M	2.92025
TGM7	0.186
GRPEL1	-0.289
LMNB2	-2.9194
ROCK2	0.496666666666667
SNX16	1.1175
CCDC66	0.2715
ANXA3	2.57075
