Hybridization REF	TCGA-E2-A15K-06A-11R-A12P-07
IRS1	-0.47
TMEM1	0.1455
MRPL34	0.419166666666667
SAMM50	-0.3275
CDC42EP3	-2.573
HSF2	-0.9272
MFN2	-0.14325
TSPAN7	-2.217
NUCB1	1.34366666666667
RHOH	-0.265
ARL16	-0.542
TACR1	0.38375
SFRS5	0.383166666666667
SNX25	0.633
RHBDF1	1.81316666666667
PCDH18	-0.689833333333333
HMG1L1	-0.8695
MYO5C	2.2435
MAPK10	0.3305
LDHAL6A	0.398
NUDT12	2.379
NCAM1	0.225125
GLIS2	0.681
GGTL4	0.483
DAPP1	1.177
ATF7	0.7965
KIAA0748	-1.41975
NFIL3	-3.8605
TM6SF1	0.783
SEZ6	0.373125
NANOS3	0.981166666666667
DNAJA3	0.598166666666667
CLDN6	-1.8505
CIITA	2.0475
EPHA4	-0.05225
FANCC	-0.15
CMTM3	-1.52525
PSG3	-1.052375
MRPL15	-0.631
C21orf59	0.314
PLCXD2	0.14575
C2orf34	0.6835
UBE2L6	1.301875
MED14	0.0258333333333333
HP1BP3	-0.0856
C6orf208	-0.1445
TPBG	1.4595
OSR2	1.567625
XPC	0.305833333333333
KLHL7	-1.44441666666667
CCR3	0.703666666666667
AGTPBP1	-2.9335
PCSK6	-0.0032
STAT5A	-1.6761
FAM18B	0.7665
LONRF2	2.30616666666667
PTPN2	-1.030625
SF3A3	-1.00616666666667
EFCBP2	0.12825
HCFC1	-0.511333333333333
AHNAK	-0.13055
ACTR5	-0.5215
KIF14	-2.82871428571429
TENC1	1.916
HEATR5B	1.062
YIPF2	1.06616666666667
MYEOV2	0.982166666666667
DUSP18	1.30825
KIAA1012	0.9575
AHR	-0.139166666666667
C17orf53	-0.677833333333333
PTPRH	-4.1135
ATP6V1C1	-0.4669
TAS2R3	0.1555
LOC440356	2.43375
COQ10B	0.56575
PSMF1	0.529916666666667
SORBS2	3.00308333333333
NFE2L2	0.27225
TMCO7	-1.169
SH3PXD2A	-0.7514
SH2D2A	-2.996
SPINK5	-2.1585
MRPS24	-0.61525
OPA3	0.54475
TRAF7	1.357
C4orf35	0.459833333333333
MT1G	-0.0742500000000001
MGC39545	0.75
HS1BP3	0.7968
OR2B2	0.5025
CHRM4	0.184
SFRP2	-4.3165
RIC3	-1.96475
ART1	0.0755
C6orf1	1.228
DUS4L	-0.46975
C10orf104	0.93125
TNFAIP6	-1.47225
RTEL1	-0.33625
CCT4	-0.726
ZNF709	0.163
CHMP6	0.685666666666667
UPP2	0.38175
CYP19A1	-3.159125
CD151	1.00033333333333
NDUFA13	0.798166666666667
ARFRP1	-1.006
FAM26B	1.517
CRYBA1	-2.3295
MRPL41	0.911833333333333
NPFFR2	1.651
HRH2	0.286
SCAMP3	0.895
MTMR6	-0.0947
MTG1	-0.231166666666667
UBTD1	1.06975
CRABP1	-3.42
FLJ33790	0.0848
KIAA1908	0.210166666666667
GPR158	-3.12925
PACSIN3	0.8245
OMD	2.31133333333333
CATSPER1	-0.496333333333333
HOXB8	-1.483875
FBXO46	1.364
OAS1	1.2135
SVIL	0.32575
PHB2	-0.0985
ADCY3	-1.267
NDRG2	1.03566666666667
ERMAP	0.8566
APBA2	-2.32166666666667
IGSF9	1.615
WNT6	-0.453857142857143
MYCBPAP	2.10175
ATP2B2	0.00510000000000001
CPVL	-2.2182
TRAM2	-0.8905
NOP5/NOP58	-0.98
ZNRF4	0.54775
TLK1	0.726
MTMR12	0.869214285714286
ZNF384	0.0121666666666667
FAM9B	-3.53475
RPN1	0.6901
PMVK	1.4685
EIF3D	0.176
SIX2	2.05925
HPS1	0.822142857142857
RNF7	0.18575
PSKH2	-0.2445
KCTD13	0.916166666666667
CSMD3	-0.7773
FBF1	0.449
IL8	-5.747875
SERPINB13	0.315181818181818
FBXL20	0.37725
BLR1	0.3245
SH2B1	1.1165
RFNG	0.701
RAB20	-0.435
RBM7	-1.862
POLR1A	-0.2355
TMPRSS4	-3.46375
TAF9	-0.8055
TERF2	-0.270666666666667
TNFRSF1A	0.138333333333333
ACADVL	0.486666666666667
GTF2H5	0.6835
EDG8	-0.357666666666667
C9orf140	-0.71275
UST6	0.275333333333333
ZBTB8OS	-0.6375
ZNF710	0.61
GPR174	-2.3005
ATP6V0A2	-1.1895
KIAA0319L	0.479166666666667
XKRX	1.386
DOPEY2	2.2987
SDHD	-0.801916666666667
SUMF1	1.969
OSM	3.054
OPN3	-1.56225
DAGLB	-0.204333333333333
PPFIBP1	-3.1491
TRIM63	-1.62525
C10orf53	0.138
LYPD3	2.22016666666667
BCL7A	-0.326125
AGER	-0.741166666666667
TCF19	-0.78125
SAT2	0.2405
PFTK1	-0.978166666666667
GABRE	-3.758875
C15orf38	0.4822
FIS1	0.9495
KCNV2	0.54775
CLPS	0.2995
PPCDC	0.0595
FOXN2	-2.01816666666667
NT5E	-4.9098
CD83	0.00649999999999999
IL18	1.521125
VPS16	0.55525
IGFBP2	0.383
NOTCH2	0.52525
SIGLEC1	1.832
CD93	4.2655
SULF2	-0.73225
CEP164	-0.582
P53AIP1	0.434333333333333
TOR2A	0.331
ZNF136	0.38
MGP	3.049
CCDC144A	-0.111
TRPC1	-3.74733333333333
SMS	-1.828
MAPK7	-0.224833333333333
RRAGC	-0.162
PARD6A	0.822666666666667
NUB1	0.638333333333333
SYNGR4	1.458
OR11H12	0.332
WIF1	-0.108375
GCH1	-0.929
OR11H4	0.0135
SLC44A5	-0.3595
GPRIN2	1.78116666666667
LOC401431	-0.06675
CPA4	-3.357
MELK	-2.36155555555556
IL15RA	-1.8245
CUL3	1.197125
HMBOX1	-2.722
PODXL	-3.211
CCT6B	0.929
COMTD1	-0.08
MUC20	-1.33166666666667
GPX2	-3.17
ITK	-2.496875
FBXL5	1.94025
C13orf27	-2.2355
DEFA5	-0.1705
TRHDE	-0.488
MTP18	0.783166666666667
UQCRQ	1.196
ITGB2	1.29075
CSRP2BP	-0.1515
TAS2R44	0.2395
PHPT1	0.425375
FAM44C	-0.09375
ERH	-0.069
MPHOSPH1	-0.733166666666667
MORC1	-0.9525
PARVB	-2.24225
LAMA1	-2.91291666666667
PGBD3	0.31325
GIMAP6	3.58175
AREG	-4.93366666666667
LIPT1	-0.021
MGC99813	-1.47725
C1orf201	0.585833333333333
GRIN2A	-1.2113
MAN2C1	-0.1755
NSUN5	-0.4645
SF3B5	-0.21625
MYC	-2.801375
NRXN1	-0.748727272727273
ZNF18	1.64475
SPDYA	0.381625
SLC37A1	1.452
DECR2	0.785
ANKRD38	0.07475
SPTLC3	-2.84225
SUPT16H	-0.628125
DTWD2	0.4915
ULBP1	-0.2935
ZADH1	0.294333333333333
OIP5	-1.7965
IL10RB	0.23
OTUB2	1.4815
VWA3A	1.2785
SPIC	-0.194833333333333
OR6C4	0.2635
PSCD4	0.816666666666667
DPY19L2P2	-0.633
TRAPPC6A	1.52233333333333
C21orf2	0.717333333333333
CEMP1	0.59025
LIN7B	0.3125
E2F7	-2.29883333333333
VCP	0.21425
LAMA3	-1.3325
BGN	0.7535
GPR160	1.90716666666667
COCH	-5.60516666666667
GPR81	1.98283333333333
APOBEC3F	-2.00125
tcag7.1017	-0.552
C1orf32	0.336
SCGB1D2	3.97575
FLJ43987	-0.608
C6orf170	1.28975
KLK9	0.7625
GPD1L	1.221375
VPS37B	0.68425
ATG3	-0.456166666666667
ADAMTS17	-0.091
KLHDC2	0.954666666666667
NDUFV2	0.51475
BLK	-3.24725
MATN4	-1.357
GPM6A	-0.658666666666667
GBP4	0.565
TMEM162	-0.104333333333333
PKP2	-0.665
HRASLS	-4.56288888888889
MMP1	-4.28225
SFXN3	0.1849
FSD1	-1.81966666666667
ST6GALNAC3	-2.92833333333333
CA12	3.4362
NCOA6	0.282
C19orf58	0.329
PPP4R1	0.568333333333333
MAN1A2	0.209333333333333
IKBKAP	-0.629
UPF1	0.327666666666667
KIAA1219	1.0715
WNT16	-0.2118
SNW1	0.140875
IL18RAP	0.45075
RPP30	-0.40625
CDC40	-0.356642857142857
SETD3	-0.228
SLAMF6	-0.59925
ELK4	-0.234
TRIM47	0.803666666666667
ACOX3	2.25225
TRIM6	1.00375
KIAA0372	-0.256833333333333
TP53AP1	2.143875
SMURF2	-0.886
ADAD1	0.7425
EBP	-0.7967
KRTAP13-2	-0.2095
FLJ36874	-1.258
TOR1A	-0.0365
P2RY4	1.0335
GPBP1	-0.04125
TRPV1	0.674
ADAMTS12	-1.12083333333333
PES1	-0.0242
ATG4A	0.322333333333333
MAGEA10	-4.87025
WFS1	0.7175
CC2D1B	-0.487
PABPN1	-0.046125
SLC25A30	0.346
SLCO1C1	0.325333333333333
SLC22A5	1.82925
KIF23	-1.90316666666667
SYN2	-0.838
ASPN	4.81733333333333
CENTG2	0.10625
QSOX2	-1.9087
FLJ10815	-0.0755
STK24	0.00212500000000001
SPEG	-0.3613
STK10	-0.00383333333333334
DACT2	-4.2295
AAAS	0.4295
SSX3	-0.403125
ABCD3	1.2847
C4orf12	-0.611875
PARVG	1.16916666666667
FIG4	1.95225
C9orf46	2.28975
TMCO6	-0.22
IGHMBP2	1.1075
DUS2L	-1.03066666666667
FAM3C	-1.6461875
TMEM16D	-2.855
DCTN4	1.27075
KCNH3	-0.18025
EIF2AK2	-0.76775
AP1S3	0.41875
CST4	-0.2165
PAM	-0.8825
NUTF2	-0.93425
CITED2	1.8161
SLC39A4	0.09
C2orf52	-0.7815
GRM3	0.29425
C12orf49	0.6125
CCDC49	-0.2264
GRAMD1B	-2.19142857142857
FNDC4	-2.01325
SIAH2	2.4685
GDPD4	0.2065
C21orf87	0.9015
ATP5A1	0.536833333333333
C16orf63	-0.00837499999999999
LOC388135	-1.8485
ATP5J2	-0.045875
MMP3	-6.42075
EMID2	0.104
CRHR1	0.33125
WDR70	-0.47375
C13orf31	1.592
ZFAND1	-1.00775
CCL18	0.726
C3orf49	-0.339
RINT1	-1.263
KIAA0408	-3.1674
F13A1	3.9921
SLC10A1	0.171666666666667
OGN	-1.91625
GIPC2	-3.11416666666667
XPO6	0.0536666666666667
LCE1A	0.4215
FMR1	-0.1705
LOC374920	-0.38375
DUSP3	0.382125
ANKMY1	1.49925
C7orf50	0.57325
BBS9	-0.3986
UNC119B	0.76925
C9orf72	-0.96225
MGC35440	-0.481
ENTPD6	0.987625
PPP1R2P9	0.927
ERCC4	0.84525
FAHD2B	-0.3575
HMHA1	-0.182
HACL1	-0.67125
RAD23A	-0.413166666666667
FAM83B	-3.652
PPP5C	0.429833333333333
RNASEH2C	-0.37075
C9orf153	-1.11125
SCAMP4	1.382
GHITM	0.255
NDUFB7	0.300375
ADCYAP1	-1.3644
SP110	1.042
MAP3K7IP2	-0.94125
DHH	0.3475
AGRN	0.376571428571429
WDR33	0.370333333333333
CEP290	-0.557166666666667
PRPS1L1	-1.64083333333333
KLRA1	-0.034
GPR97	-0.1615
CHD7	-1.058
TLR10	0.679
SLC30A8	5.4455
HIC1	0.3035
IAPP	-0.144
RXFP4	0.51575
GP1BB	1.60925
SHQ1	1.3965
NKX2-3	0.645666666666667
API5	0.111
FTHP1	-0.2225
MOV10L1	-0.309666666666667
TRIM6-TRIM34	1.6125
ADHFE1	2.94125
FAM117A	-0.365
DDI1	0.640333333333333
CDON	1.2645
TRIM73	-1.277
IGKC	4.9425
MMP14	-1.86458333333333
DYNC1LI1	0.110875
C11orf66	0.87625
TRBV3-1	-2.48
FASTKD5	-0.2525
BIVM	-4.8765
LHX4	0.35475
CXCL2	-3.0276
RAB2B	-0.110166666666667
IZUMO1	-0.9875
MAP3K15	-2.396
FAM19A2	-0.335333333333333
ZC3H8	-0.732333333333333
ZMAT1	2.4345
SPINK5L3	-2.90925
SLC10A6	-0.4275
APPL2	0.4995
CARD10	0.577666666666667
LOC402176	-1.212625
EEF1D	0.6009
RAB6A	-0.1798
C12orf5	-0.937375
PAPOLG	-0.05275
MSRB2	1.5965
BCR	0.393333333333333
PUS3	-4.57425
TIAM2	-1.8505
ZNF317	0.295
CHD2	0.243785714285714
FZD5	-2.32559090909091
NUDT8	0.64825
ZNF763	0.578
PRC1	-1.73911111111111
ABCB9	2.22166666666667
SPATA3	0.5535
TRAK2	2.182125
STAB1	3.103375
LRRTM2	0.0383333333333333
psiTPTE22	1.72375
DBI	0.884
SERPINA11	0.73325
NAT5	0.38075
C20orf58	-2.16725
RPS6KA4	-0.0903333333333333
FLJ90650	-1.603
TGFBRAP1	0.18075
CHRDL2	-1.6855
FAHD2A	-0.574666666666667
CNTN1	-0.2575
BBS4	0.8398
TMEM181	0.225
MINPP1	-0.94625
MPHOSPH6	-1.113
HOXC10	1.8557
ITPKB	0.361
CLPTM1L	-0.041125
MEOX2	-1.2015
ATP6V0C	1.49175
PRPF8	0.429
TMC5	3.836
FKBP3	0.1175
PLEKHB2	-0.445
OR4D6	0.415
ZNF544	-0.0607
D2HGDH	0.707375
RPL18A	-0.6943
HEL308	-0.03775
MPP6	-5.7025
TCERG1	-1.6275
KRT16	-1.946
KLF17	-0.643
KLF5	1.22825
CDR1	-1.279
VCX3A	2.338
FBLN2	-1.35675
C14orf104	-0.1325
HBE1	-5.134
OR4S2	0.2705
C1orf108	-0.769
ROBO4	2.8475
CPEB4	0.502625
C11orf80	2.446
BCKDHA	1.32233333333333
MYOC	-0.2875
GIF	0.114
CKMT1A	1.855
RPL3	0.509
THBS1	3.034625
APOO	-0.78125
ARMCX1	1.603
HSZFP36	0.895
SNAPC5	-0.6015
EIF4ENIF1	0.806
ZNF433	1.3825
TNFRSF21	-3.532875
TMPRSS7	-0.1805
SPATA18	0.7166
HPDL	-3.9545
MKL2	2.7277
TBX3	0.312769230769231
C21orf93	0.550833333333333
DAXX	0.69975
ELMO1	-0.224625
RGS13	2.15833333333333
TAF11	-1.12325
UNC13A	-2.303
LOC653314	0.0093
ORC3L	-0.55975
IMAA	-2.441
TARBP2	0.17
CABIN1	0.00230000000000003
TRIOBP	0.2904375
HIST1H2AC	1.36825
RGS22	2.77333333333333
NCOA1	1.79716666666667
IL25	1.221
SNCG	1.446
GPR6	0.65
AMDHD1	-2.4845
CHEK2	-0.563125
C6orf142	-2.22825
DRD4	1.23475
C14orf68	-1.36825
GDF11	-2.29675
SEMG2	0.247
CD247	-3.9845
CDAN1	0.29425
RBMX2	0.161
TGS1	-0.72675
OIT3	-0.20575
SYF2	0.48375
MCM4	-2.385875
PKHD1L1	0.09
CEP192	-0.835833333333333
IFT88	1.50725
RPL9	-0.410642857142857
RAB32	-1.9065
DDX43	-4.56075
P2RX2	0.316
OR5D18	1.124
UBE1	0.810583333333333
SLC24A1	1.149625
ARHGAP5	-0.34725
CETP	-0.95925
KIAA1731	-1.62533333333333
SLC9A4	0.8515
PTPN6	1.91575
BAHD1	0.747
GRIK3	0.4045
CACNB2	-0.851
PDE10A	-2.74275
DGCR14	0.37075
PCDHB9	-1.68966666666667
RHOQ	-1.808
MAP3K4	-0.1265
KTI12	-0.41
RPL23AP13	-0.69275
GNG11	-2.3135
CLCN3	0.972833333333333
GPAM	-0.868125
VSTM2A	1.685
SLAMF7	1.53216666666667
INTS2	-0.8615
PPP2CA	0.3885
LRP12	-3.4414
SEC14L2	3.473
DKFZP586H2123	0.827
MC3R	0.6485
CIRH1A	-2.26183333333333
HIST1H2AB	0.150333333333333
POLH	-0.428875
MGC16703	-1.8175
SNAPC2	0.976
FILIP1L	-0.62025
RASGRP4	0.9605
LRRC1	1.9715
GAS1	-3.54275
PRAC	-1.92925
DGKA	1.15066666666667
NT5C3	-1.0405
PEG3	-5.1505
NADK	0.08175
PRR17	0.849
LOC374569	-0.378
SGSH	0.548
NLRP8	0.74
GALT	-0.5473
MCF2	-2.082
ZNF263	1.30525
TACSTD1	1.6235
TYR	-6.8033
ATP6AP2	0.64525
RNUXA	-0.51425
ABHD10	1.0006
GDPD2	-1.1275
SLC35C1	0.00525
UBE2A	0.274
HERC5	-3.20516666666667
FAM112B	-5.17766666666667
FBXL16	3.28525
DKFZP434A0131	-1.1975
ELA3A	-2.4135
RBM41	-1.631
HAO2	0.44175
RNH1	0.405875
SHANK2	1.049
OSBP2	-1.526
DAK	0.0121666666666667
C3orf58	-0.549416666666667
TCL1B	-1.6985
KBTBD2	-0.50925
SUGT1L1	0.7055
UBE2E2	-2.01566666666667
MYL9	1.7445
CDC23	-0.643833333333333
PBXIP1	1.9194
CXorf40B	0.6505
NBL1	0.77975
RTBDN	0.4695
RAB11FIP5	0.773875
TTTY13	-0.2915
SCOTIN	0.391916666666667
SOHLH1	1.47333333333333
CDKN1A	-1.32471428571429
NCK1	-0.345
ZNF550	-0.615
SAPS3	1.076
SPIN3	0.180333333333333
MAGEE2	-0.23725
MIS12	-0.7265
OR8H2	0.3375
KIAA0774	-2.6805
UNC5D	-2.3105
CUL7	1.00433333333333
LIPC	-3.65816666666667
DIO1	-0.64625
C20orf11	-0.5203
CTRL	-1.09075
HS3ST2	-1.4055
PAK4	1.2105
CCRL1	0.59675
RNF10	0.52225
ZNF567	-0.03975
ZNF660	-2.597
TCEAL3	1.08475
MAGOH	0.118666666666667
CENPB	0.609
C19orf7	0.806875
LOC388965	-0.04125
ZCCHC13	-0.7065
JMJD1A	-0.8608
HIST1H4H	0.172
TBRG1	-0.6173
GPC3	-1.967875
TAF1C	-1.02275
EBNA1BP2	-0.513833333333333
CIAPIN1	-1.076
PDGFRA	-2.74394117647059
CSTB	0.15025
CENPI	-2.14383333333333
GTF2E2	-1.6065
RPP21	0.31825
CCNF	-0.639333333333333
KCNQ3	1.1575
FAM79A	0.768
SLC22A12	0.6105
NOVA1	-1.73016666666667
FZD3	0.1414
AKAP8	-0.8705
SOCS5	-0.3035
CFDP1	-1.57975
DLG5	1.38425
PGM5	0.0460833333333333
C1orf144	0.292666666666667
HDAC10	-0.058
RND2	-0.2555
C20orf199	-2.0305
RNMT	-0.689625
SLURP1	0.5435
ASTN1	-0.93475
SH3BGR	2.77525
MYCL1	-0.95175
ZHX1	0.0333333333333333
CENPK	-2.804
FOSB	1.9113
LOC643406	0.747625
C2orf59	-1.518875
TMEM135	-0.63625
SLC27A2	-2.26225
KRT33A	2.1265
OVOL1	2.60475
PAMCI	-4.5165
S100A7	-1.867
ZNF789	-0.9475
HARS2	0.33525
RPL23A	-0.252166666666667
TCF23	0.915
UPF3B	-1.982125
C17orf78	-0.261
HLA-DOB	0.0866666666666667
C14orf142	0.531333333333333
TEKT5	1.84483333333333
DMWD	0.408
POLD1	-1.33116666666667
GSCL	-0.281
CALD1	-2.8229
SCRT1	0.9285
AIG1	0.866
UNC84B	-0.24475
ZNF404	0.537
TMED6	-3.25975
KIAA1462	-0.082
LRRC27	1.85216666666667
PYGO1	-1.0745
PIGU	0.173666666666667
ALAS2	-4.21916666666667
WRNIP1	0.359375
CNNM3	1.2375
ZNF2	0.58975
ST3GAL5	-1.23591666666667
MRPL23	-0.0665
TSSK6	0.2855
PSMA6	-0.42
C16orf70	-0.331
KIAA1602	-0.5265
ALMS1	0.15
DCN	-2.206875
TMEM132D	-0.538
SUCLG2	0.6095
ABHD14A	1.353
DEXI	-0.207666666666667
AMPD2	-1.003
IFNAR2	-1.03
CYB5A	2.6894
TLOC1	1.21095
NXF5	-0.245
NRBF2	-0.66875
KCTD3	2.1745
ITGAE	-0.665
SLC30A3	-2.52133333333333
ZRF1	-1.2
IFRD2	-0.23025
XAB1	-0.50525
PYCR2	0.9935
SERPINB3	-4.1565
TMLHE	0.3384
GEFT	-0.856
ABCA5	-1.22025
EMR4	0.172166666666667
TSFM	-0.171
HIST3H2BB	0.67875
ARHGEF19	1.4965
TSPAN17	0.389
ABCC8	3.93175
MAP1S	0.570833333333333
C22orf36	2
BNC2	-2.4405
HIST1H4A	-1.037
NDUFS3	-0.169666666666667
WDR3	-1.42
XKR4	-0.789
TTC33	-0.221307692307692
STMN2	1.0005
CPN2	-1.0535
HSPC105	0.447125
PCOLCE2	-7.10875
C3orf55	-0.9675
KLHDC9	3.255
TBC1D23	0.212875
ATXN2L	-0.427416666666667
MAP2K3	-0.16675
SCAP	0.04125
ZNF486	0.223666666666667
C20orf96	-0.2105
NARS	-0.15275
ADAMTSL1	-2.10171428571429
PRCC	1.07233333333333
CCDC126	3.65216666666667
ZNF675	0.50325
CALCOCO1	1.53275
ANKRD43	3.33325
CWF19L2	-0.507166666666667
ZBTB32	1.20333333333333
BRAF	-0.087
ODF4	0.28925
MGC14376	-0.795333333333333
HORMAD1	-2.79666666666667
AAK1	-0.21
PEBP1	0.73
TNFSF5IP1	-0.096
DKFZp564N2472	0.7735
RMND1	0.31
IGKV1-5	4.41125
COL1A2	-1.338
SERPINA5	0.48725
AANAT	0.472
C19orf21	1.75283333333333
GEMIN5	-0.47025
UBR4	-0.120666666666667
LTBP3	1.56616666666667
AMHR2	-2.15933333333333
PROCR	-0.67475
MYBBP1A	-1.155
C20orf39	-2.67566666666667
ZNF697	0.20225
PASK	0.4872
ZNF776	0.878166666666667
RFXDC2	0.263
KIAA0467	0.60975
C10orf96	-2.175
ZNF503	0.18275
GULP1	-4.294
KCNE4	1.83016666666667
DKFZp434K191	-1.776125
LOC196913	0.3235
BHLHB4	1.7735
CH25H	-2.82025
LOC81691	0.249
ALPL	0.676857142857143
COL12A1	1.943625
FOLR3	-2.733
GPR123	-0.005375
TRIM62	1.02778571428571
ABLIM1	-0.1275
MAST3	0.5605
RHBDD1	1.27533333333333
LOC338809	-0.5685
RYBP	0.269
TTC26	0.448375
ZNF22	-2.83866666666667
ISCA2	-0.60625
RDM1	-3.7335
PIGM	1.1805
GNB3	-0.487
ACTR2	-0.4827
HMGB1	-0.1215
EDG1	1.50916666666667
SOAT2	-4.1595
OR10AD1	1.1995
RAP1GDS1	0.778083333333333
LCE1F	0.519
ESM1	-0.905375
RCN3	0.2695
CREBL1	-0.23775
DBNL	-0.415666666666667
PTGER3	-0.637125
USP30	0.734666666666667
BCL2L12	-0.5615
KIF26B	0.78225
ZNF416	0.7755
ZNF225	0.5255
C17orf70	0.4535
ZNF554	0.93925
RAE1	-1.0225
TNIK	0.401666666666667
ACTN3	-0.268
MGC45922	1.3335
CCNA1	-3.365
RYK	0.9985
IL26	0.95
LRP3	0.828166666666667
QARS	0.6355
SOX7	0.242357142857143
BID	-1.131875
OR2S2	0.3665
CXCL14	-3.61775
C11orf47	-0.9815
MGC29891	0.917666666666667
HSPB8	-1.5517
PRDM14	-3.271
NUFIP2	0.12825
MNAT1	-0.35975
ZDHHC2	-2.25408333333333
MBNL2	0.579625
ADD3	-3.863125
CSNK2A1P	-0.885
KLK6	-2.77283333333333
TMEM111	0.5929
KIAA1279	1.48275
NUBP2	1.17816666666667
RAB42	-0.992
ID3	-1.8772
TM9SF1	1.25225
MDP-1	-0.6115
POU4F2	0.24125
IQCK	3.20675
C16orf14	1.027
CAPN3	-1.76225
FAM43B	-0.918
RECQL	-1.359
AP1G1	-0.340785714285714
CTNNBL1	-0.6635
ECHDC1	-1.34716666666667
SMARCC1	-0.7503
FOXQ1	-2.35525
GNAI3	-0.242666666666667
POLG2	-1.81475
CD4	1.92075
ITLN1	-1.36925
EBI2	3.00525
IRF1	0.0215
PTPRE	-0.8498
PTK2B	0.07375
NXNL2	1.258
SOX4	0.0560555555555555
TSPAN3	-0.521
SH2D1A	-4.95383333333333
C8orf58	-0.824833333333333
USP20	-0.47325
DUSP22	-1.11408333333333
CALB1	-2.3628
L3MBTL2	1.86666666666667
MCRS1	0.5345
TMEM118	-0.919166666666667
C18orf8	0.317833333333333
FLJ10241	0.142625
GJA12	-0.32425
PKD1	0.773
ZFP3	0.7035
JAM3	-3.278875
LAPTM4A	1.6825
DIRC2	0.57375
KIAA2022	-0.910333333333333
MYOM1	0.097
TRPM8	-3.04316666666667
MOP-1	1.29025
PHKG2	1.50175
ZNF650	0.651875
KIAA1522	1.8805
PSG8	-2.54366666666667
DDX19B	-0.7145
MOBKL1B	-0.09275
DIAPH2	-2.98941666666667
PTPN12	-0.06125
CLN8	-1.4762
CRYZL1	-0.598833333333333
CRY2	0.90375
FCGR2B	4.0945
PNPLA4	2.17525
ZNF454	-3.0145
DKFZp434B1231	-0.174
CLDN11	-0.2138
RFWD2	0.418833333333333
CIB2	-0.675666666666667
MXRA8	0.526
HRK	-0.960125
MAML2	-1.57525
C4orf31	3.3005
C6orf192	-2.27825
COG6	1.379125
FAM5B	-0.849
NFATC1	0.3919
SEPT10	-0.05725
SCYL1	0.2651
RPP40	-1.92375
SCOC	0.4364
KIAA1450	-1.062
CTDSPL2	-0.62575
TBX5	0.220166666666667
NAPG	-0.780625
RHD	-4.774
C14orf45	3.886
ZBTB22	1.0455
PLCG1	-1.7455
ANKRD10	-0.271125
AQP7P2	-0.2905
TAGLN2	-0.122666666666667
HTR2C	-1.35583333333333
SLC16A7	-3.6625
C17orf83	-0.1445
TSGA14	-0.37525
MDH1	-0.22925
PPP3R2	0.366166666666667
DCBLD2	-2.63564285714286
RBM33	-1.05275
DPH3	-2.15275
SYT10	-2.2225
FMO4	3.05175
THYN1	-1.31675
DRD5	-2.437
OTOR	0.734125
PGRMC2	1.4163
KATNAL1	-1.062875
PAQR6	-1.0525
UBE2I	0.2225
C14orf28	-0.09225
C8orf70	-3.798
FLYWCH1	0.83425
ANGPTL3	-0.668666666666667
GLRX2	0.281333333333333
ATP11A	-1.94935714285714
ARL5B	-0.378375
MUC16	1.70525
SLC25A5	-0.829857142857143
ACRC	-0.4885
MYO1C	0.238125
FAM89B	0.739666666666667
FAS	-1.780625
KIFAP3	0.4205
GLRA2	1.1605
BTN3A2	-0.1669
CNKSR3	1.803125
CSTF3	-0.7555
ARPM1	1.12225
KIAA1530	0.615
C9orf150	1.91033333333333
PRKCI	-1.01025
tcag7.1015	-0.77225
SOD3	0.88225
ZNF574	0.87325
CYP21A2	2.3795
RPL12	-0.163
COMMD2	-0.9965
WIZ	0.192
LOC344405	-0.66075
ALDH4A1	0.704352941176471
CRYAB	-0.7475
COPA	1.02733333333333
PCDHGA7	0.7055
KIF11	-1.05133333333333
RASD2	0.082375
SLC26A3	1.5595
ZNF175	0.445
JAKMIP2	-3.320125
C8orf4	-0.7555
PTHLH	-1.2505
SLC40A1	2.17525
OR7D4	0.7925
PCDHB17	0.397
CD36	1.156
C6orf203	0.5435
PRKG2	0.427
LOC400566	1.86375
ANAPC13	1.2785
SLCO3A1	-2.07875
ZNF692	-0.065
FANCL	-1
SH3GLB1	0.11575
C12orf61	0.71
KBTBD6	0.485
SUPT5H	0.490125
XRCC6	0.0387
HUS1B	3.3069
FAM133B	-0.352714285714286
LOC728276	0.2055
KCTD18	1.26775
SOS2	0.914166666666667
CCDC99	-2.14675
C1QTNF5	2.047
NNAT	-0.483666666666667
USP16	0.0425
LARS	-1.353375
ZBTB2	0.80725
ABO	0.6175
TRAF3	-0.018
GALNT5	1.919
NAP5	0.767125
ALG14	1.05016666666667
KIAA0515	0.219615384615385
WDR75	-1.32183333333333
TEX261	0.39775
LY86	0.721
LOC389072	-1.3495
FLJ13611	0.42675
MRGPRX2	0.3625
SNRPA	-0.588
OR2G2	0.4435
GPRASP2	0.74425
C7orf42	0.9703
C9orf163	-0.1965
CYP11B2	0.8745
FCRL3	0.257333333333333
PRDX1	-0.16425
FGB	-7.04883333333333
COX17	0.454333333333333
C16orf33	1.0405
PIWIL1	-0.241166666666667
FOLR1	-3.17416666666667
KIAA0082	0.31925
FREQ	-2.50333333333333
TMCC2	-1.81516666666667
TCF12	-0.0183333333333333
ZNF721	0.935
FAM130A2	0.29025
POU4F1	-2.7195
SNRPF	-0.748375
SGIP1	-1.2515
ZNF641	0.412
EMG1	-1.23
PRRG4	0.401
HIRA	-1.66875
MYNN	0.6005
AEBP2	-0.266083333333333
TBXA2R	0.5255
ISL2	-1.67966666666667
