Hybridization REF	TCGA-BH-A1EW-11B-33R-A137-07
MGP	4.6883
CCDC144A	-0.481666666666667
TRPC1	0.244333333333333
SMS	-0.215666666666667
MAPK7	-0.245166666666667
RRAGC	1.30825
PARD6A	0.198666666666667
NUB1	0.5665
SYNGR4	-0.355
OR11H12	0.2165
WIF1	1.101625
GCH1	-0.14075
OR11H4	0.8005
SLC44A5	0.3055
GPRIN2	1.59666666666667
LOC401431	0.79225
CPA4	-2.4606
MELK	-2.63877777777778
IL15RA	1.01575
CUL3	1.808375
HMBOX1	-0.0915
PODXL	-1.2175
CCT6B	2.92683333333333
COMTD1	-1.7925
MUC20	0.479333333333333
GPX2	-3.294375
ITK	-0.287625
FBXL5	1.838
C13orf27	-0.05025
DEFA5	1.319
TRHDE	0.5755
MTP18	-1.4385
UQCRQ	1.0934
ITGB2	0.0499166666666666
CSRP2BP	0.7925
TAS2R44	0.595
PHPT1	-0.95825
FAM44C	0.084
ERH	0.11375
MPHOSPH1	-2.11183333333333
MORC1	-0.126
PARVB	-2.057
LAMA1	-2.51866666666667
PGBD3	1.49925
GIMAP6	5.123
AREG	3.24316666666667
LIPT1	1.80075
MGC99813	-1.19225
C1orf201	-0.148333333333333
GRIN2A	-1.2272
MAN2C1	-2.202625
NSUN5	-2.31775
SF3B5	-0.0265
MYC	-0.789125
NRXN1	0.114166666666667
ZNF18	0.016
SPDYA	-0.257
SLC37A1	0.297
DECR2	-0.99475
ANKRD38	1.4535
SPTLC3	-1.58958333333333
SUPT16H	-1.578625
DTWD2	0.23
ULBP1	-0.4315
ZADH1	0.790166666666667
OIP5	-3.047
IL10RB	-0.8805
OTUB2	-1.017
VWA3A	0.5475
SPIC	0.555
OR6C4	0.1355
PSCD4	0.764666666666666
DPY19L2P2	-1.5405
TRAPPC6A	-0.246333333333333
C21orf2	-1.0775
CEMP1	-0.3175
LIN7B	0.761
E2F7	-2.64016666666667
VCP	-1.1805625
LAMA3	2.13408333333333
BGN	0.01525
GPR160	2.44633333333333
COCH	-3.92133333333333
GPR81	1.56433333333333
APOBEC3F	-2.36125
tcag7.1017	-0.835
C1orf32	0.6235
SCGB1D2	6.86325
FLJ43987	-0.2935
C6orf170	-0.3
KLK9	1.5425
GPD1L	0.138375
VPS37B	-0.40375
ATG3	0.290666666666667
ADAMTS17	0.6475
KLHDC2	1.24066666666667
NDUFV2	0.352
BLK	-4.4545
MATN4	-1.2685
GPM6A	2.36575
GBP4	2.07983333333333
TMEM162	0.865
PKP2	-0.5295
HRASLS	2.385
MMP1	-5.55925
SFXN3	-0.4243
FSD1	-2.14883333333333
ST6GALNAC3	-0.600666666666667
CA12	2.4167
NCOA6	0.7955
C19orf58	-0.6131
PPP4R1	-0.971333333333333
MAN1A2	-0.851833333333333
IKBKAP	-0.62475
UPF1	-1.12483333333333
KIAA1219	0.9055
WNT16	1.14316666666667
SNW1	-0.096375
IL18RAP	5.29625
RPP30	0.620125
CDC40	-0.149571428571429
SETD3	-0.456166666666667
SLAMF6	0.90575
ELK4	-1.2995
TRIM47	-0.834333333333333
ACOX3	1.275
TRIM6	1.681
KIAA0372	0.0243333333333334
TP53AP1	1.27125
SMURF2	-1.11725
ADAD1	0.47875
EBP	-1.2677
KRTAP13-2	0.365
FLJ36874	-1.314
TOR1A	-0.329666666666667
P2RY4	-0.141
GPBP1	0.87225
TRPV1	1.18425
ADAMTS12	1.16483333333333
PES1	-1.7409
ATG4A	0.8575
MAGEA10	-4.349
WFS1	0.7595
CC2D1B	-1.10433333333333
PABPN1	-0.612
SLC25A30	0.18325
SLCO1C1	1.1425
SLC22A5	2.223
KIF23	-3.274
SYN2	0.1735
ASPN	7.4975
CENTG2	-1.39525
QSOX2	-1.8321
FLJ10815	-1.01083333333333
STK24	-0.6701875
SPEG	0.2687
STK10	-1.0275
DACT2	1.626
AAAS	-1.7545
SSX3	-0.579625
ABCD3	0.9344
C4orf12	1.8515
PARVG	-0.676833333333334
FIG4	-0.14425
C9orf46	1.997
TMCO6	-0.7715
IGHMBP2	-2.206
DUS2L	-2.00733333333333
FAM3C	0.616875
TMEM16D	-2.034375
DCTN4	0.85325
KCNH3	0.69425
EIF2AK2	-1.17675
AP1S3	-0.808625
CST4	0.6035
PAM	0.4624375
NUTF2	-2.27525
CITED2	1.1689
SLC39A4	-1.92675
C2orf52	-2.1875
GRM3	0.20875
C12orf49	-0.0885
CCDC49	-1.0234
GRAMD1B	-1.88425
FNDC4	0.255
SIAH2	-0.227875
GDPD4	0.4085
C21orf87	0.50925
ATP5A1	0.128166666666667
C16orf63	0.020625
LOC388135	-0.14
ATP5J2	-1.020375
MMP3	-1.2275
EMID2	-0.18125
CRHR1	0.51725
WDR70	-0.14375
C13orf31	0.81
ZFAND1	0.95925
CCL18	5.39166666666667
C3orf49	-0.946
RINT1	-0.3215
KIAA0408	-0.250666666666667
F13A1	6.3955
SLC10A1	0.00449999999999995
OGN	5.9475
GIPC2	0.1375
XPO6	-1.55966666666667
LCE1A	0.274
FMR1	-0.14
LOC374920	0.41425
DUSP3	-0.43075
ANKMY1	-1.608
C7orf50	-2.37975
BBS9	-0.102
UNC119B	-0.4705
C9orf72	1.25275
MGC35440	-1.08233333333333
ENTPD6	-0.425
PPP1R2P9	0.89425
ERCC4	-0.597
FAHD2B	-0.8395
HMHA1	-0.478
HACL1	0.1175
RAD23A	-2.39683333333333
FAM83B	-2.202
PPP5C	-3.03983333333333
RNASEH2C	-2.05625
C9orf153	-0.82475
SCAMP4	-0.2765
GHITM	1.3313
NDUFB7	-0.362375
ADCYAP1	3.23616666666667
SP110	1.63366666666667
MAP3K7IP2	1.612
DHH	0.3085
AGRN	-1.51471428571429
WDR33	-0.618166666666667
CEP290	-1.347
PRPS1L1	-1.67716666666667
KLRA1	-0.944
GPR97	0.02
CHD7	-0.607166666666667
TLR10	0.176
SLC30A8	0.393
HIC1	1.0135
IAPP	0.397
RXFP4	-0.26275
GP1BB	2.20375
SHQ1	-0.8325
NKX2-3	1.90416666666667
API5	-0.75
FTHP1	0.133
MOV10L1	-0.167166666666667
TRIM6-TRIM34	1.277
ADHFE1	2.4705
FAM117A	0.01225
DDI1	-0.0228333333333334
CDON	0.321166666666667
TRIM73	0.2325
IGKC	5.7205
MMP14	-1.60158333333333
DYNC1LI1	-0.20575
C11orf66	-0.537
TRBV3-1	-1.46225
FASTKD5	0.589
BIVM	-1.2775
LHX4	0.04875
CXCL2	3.7203
RAB2B	-0.051
IZUMO1	-0.1025
MAP3K15	-1.065125
FAM19A2	0.921333333333333
ZC3H8	0.278666666666667
ZMAT1	2.2135
SPINK5L3	-2.48825
SLC10A6	0.4425
APPL2	-0.292625
CARD10	-0.214
LOC402176	1.02975
EEF1D	-0.2609
RAB6A	-0.2015
C12orf5	0.740625
PAPOLG	0.66325
MSRB2	0.92125
BCR	-1.23138888888889
PUS3	0.69025
TIAM2	0.697
ZNF317	0.0451666666666667
CHD2	0.0216428571428572
FZD5	-1.06531818181818
NUDT8	-1.5895
ZNF763	-0.111
PRC1	-2.80722222222222
ABCB9	-1.08866666666667
SPATA3	1.69975
TRAK2	-0.11925
STAB1	2.30075
LRRTM2	1.49933333333333
psiTPTE22	0.1685
DBI	1.79225
SERPINA11	-1.79575
NAT5	1.4595
C20orf58	-2.36925
RPS6KA4	-1.8765
FLJ90650	2.335
TGFBRAP1	-1.592
CHRDL2	0.79775
FAHD2A	-0.933833333333333
CNTN1	0.26925
BBS4	-0.5638
TMEM181	0.64675
MINPP1	0.0715
MPHOSPH6	1.15491666666667
HOXC10	0.2352
ITPKB	-0.49225
CLPTM1L	0.664375
MEOX2	2.0705
ATP6V0C	-0.791125
PRPF8	-1.36116666666667
TMC5	2.4705
FKBP3	0.43475
PLEKHB2	-1.122
OR4D6	0.3665
ZNF544	-0.6817
D2HGDH	-0.72
RPL18A	-0.127
HEL308	0.931125
MPP6	-2.45925
TCERG1	-1.51
KRT16	-0.789833333333333
KLF17	-1.338
KLF5	0.410625
CDR1	3.87475
VCX3A	-3.32
FBLN2	1.225
C14orf104	0.05725
HBE1	-5.0607
OR4S2	0.387
C1orf108	-1.29333333333333
ROBO4	4.0125
CPEB4	0.433625
C11orf80	-1.6225
BCKDHA	-0.817666666666667
MYOC	5.105
GIF	0.485
CKMT1A	0.244
RPL3	1.004
THBS1	2.248875
APOO	-0.265
ARMCX1	3.187
HSZFP36	1.75225
SNAPC5	-0.207
EIF4ENIF1	1.3935
ZNF433	-0.00900000000000004
TNFRSF21	-0.054
TMPRSS7	0.1055
SPATA18	1.8264
HPDL	-2.0425
MKL2	2.3888
TBX3	0.472461538461538
C21orf93	1.69
DAXX	-1.44725
ELMO1	-0.5785
RGS13	3.98016666666667
TAF11	-0.53625
UNC13A	-3.615625
LOC653314	0.3166
ORC3L	0.24175
IMAA	-3.063
TARBP2	-1.22275
CABIN1	-1.9219
TRIOBP	0.18975
HIST1H2AC	-0.748625
RGS22	-0.2435
NCOA1	0.8605
IL25	2.8095
SNCG	1.6265
GPR6	0.2165
AMDHD1	-0.916666666666667
CHEK2	-0.74775
C6orf142	0.5475
DRD4	-0.53975
C14orf68	-1.10025
GDF11	-2.269
SEMG2	-0.015
CD247	-1.10425
CDAN1	-2.1885
RBMX2	0.214666666666667
TGS1	-1.574
OIT3	1.0675
SYF2	1.32325
MCM4	-3.25525
PKHD1L1	1.95875
CEP192	-0.135333333333333
IFT88	1.70425
RPL9	2.03457142857143
RAB32	0.72275
DDX43	-0.73975
P2RX2	0.444333333333333
OR5D18	-0.551
UBE1	-1.53658333333333
SLC24A1	1.847
ARHGAP5	-0.7935
CETP	-2.27725
KIAA1731	-1.227
SLC9A4	-0.346
PTPN6	-0.699
BAHD1	-0.1445
GRIK3	2.708
CACNB2	-0.0804
PDE10A	0.685
DGCR14	-1.328
PCDHB9	1.97933333333333
RHOQ	0.863
MAP3K4	-0.1605
KTI12	0.0905
RPL23AP13	-1.37325
GNG11	1.5155
CLCN3	-0.259
GPAM	1.145375
VSTM2A	1.1695
SLAMF7	3.77283333333333
INTS2	-0.44175
PPP2CA	0.0311
LRP12	-0.185533333333333
SEC14L2	2.60266666666667
DKFZP586H2123	4.14975
MC3R	1.2775
CIRH1A	-1.8535
HIST1H2AB	-0.8275
POLH	-1.3975
MGC16703	-1.87616666666667
SNAPC2	-0.4945
FILIP1L	1.929
RASGRP4	2.009
LRRC1	1.555
GAS1	2.258
PRAC	-1.288
DGKA	-1.8285
NT5C3	0.34525
PEG3	-3.22125
NADK	-2.55625
PRR17	-0.7145
LOC374569	-0.60075
SGSH	-0.784
NLRP8	0.682
GALT	0.0868
MCF2	-1.042
ZNF263	-1.2505
TACSTD1	2.03
TYR	-6.2911
ATP6AP2	1.4015
RNUXA	0.47525
ABHD10	0.6259
GDPD2	-1.27075
SLC35C1	-0.5085
UBE2A	1.10475
HERC5	1.91116666666667
FAM112B	-4.49766666666667
FBXL16	-0.36225
DKFZP434A0131	-0.62625
ELA3A	-1.879
RBM41	-0.74975
HAO2	0.3345
RNH1	-1.631875
SHANK2	2.44033333333333
OSBP2	-2.82025
DAK	-2.2025
C3orf58	1.29608333333333
TCL1B	-2.4465
KBTBD2	-0.023875
SUGT1L1	1.3815
UBE2E2	-0.234666666666667
MYL9	3.1425
CDC23	0.108333333333333
PBXIP1	1.115
CXorf40B	0.7385
NBL1	-0.3575
RTBDN	1.6155
RAB11FIP5	-0.390125
TTTY13	1.2405
SCOTIN	-0.360916666666667
SOHLH1	-0.5704
CDKN1A	-0.501857142857143
NCK1	0.743
ZNF550	1.60825
SAPS3	0.805583333333333
SPIN3	0.630333333333333
MAGEE2	0.822
MIS12	0.398666666666667
OR8H2	0.4705
KIAA0774	-1.02066666666667
UNC5D	-1.248
CUL7	-1.73966666666667
LIPC	-1.54066666666667
DIO1	-0.0895
C20orf11	-0.3531
CTRL	-1.0185
HS3ST2	1.284
PAK4	-0.112666666666667
CCRL1	5.31625
RNF10	-1.38175
ZNF567	1.7525
ZNF660	-1.192
TCEAL3	1.08425
MAGOH	0.915166666666667
CENPB	-0.589333333333333
C19orf7	0.853625
LOC388965	1.16175
ZCCHC13	0.618
JMJD1A	-0.3864
HIST1H4H	-1.0355
TBRG1	-0.1455
GPC3	-1.68325
TAF1C	-0.099375
EBNA1BP2	-0.610666666666667
CIAPIN1	-1.499
PDGFRA	1.03994444444444
CSTB	-0.356
CENPI	-2.629
GTF2E2	-0.8185
RPP21	-0.7545
CCNF	-3.0125
KCNQ3	-0.535
FAM79A	0.9605
SLC22A12	0.4495
NOVA1	2.2875
FZD3	1.1772
AKAP8	-0.60775
SOCS5	0.5225
CFDP1	-1.11725
DLG5	-0.32175
PGM5	1.82683333333333
C1orf144	-0.562166666666667
HDAC10	-2.026
RND2	-0.7675
C20orf199	1.33125
RNMT	-0.2615
SLURP1	0.78275
ASTN1	0.655875
SH3BGR	1.6285
MYCL1	0.933375
ZHX1	1.61516666666667
CENPK	-1.73375
FOSB	4.0573
LOC643406	-0.10575
C2orf59	-1.28875
TMEM135	-0.535375
SLC27A2	-0.61
KRT33A	0.9545
OVOL1	1.083
PAMCI	0.107333333333333
S100A7	-1.4855
ZNF789	-0.2695
HARS2	0.24875
RPL23A	-0.446833333333333
TCF23	4.02275
UPF3B	-1.0085
C17orf78	0.1395
HLA-DOB	1.6045
C14orf142	1.0675
TEKT5	1.26333333333333
DMWD	0.8305
POLD1	-3.14933333333333
GSCL	-0.6045
CALD1	0.1062
SCRT1	0.555
AIG1	1.77275
UNC84B	-2.90825
ZNF404	1.35975
TMED6	-1.0045
KIAA1462	-0.4505
LRRC27	1.2535
PYGO1	-1.25
PIGU	-0.781333333333333
ALAS2	-3.72433333333333
WRNIP1	0.222625
CNNM3	-2.298
ZNF2	0.01175
ST3GAL5	-0.771083333333333
MRPL23	-0.67
TSSK6	-0.468
PSMA6	0.09025
C16orf70	-0.867
KIAA1602	-1.332
ALMS1	-0.493833333333333
DCN	5.10275
TMEM132D	-0.80725
SUCLG2	-0.67125
ABHD14A	-0.63875
DEXI	-0.193166666666667
AMPD2	-2.15583333333333
IFNAR2	-1.06566666666667
CYB5A	3.1499
TLOC1	1.41015
NXF5	-0.368833333333333
NRBF2	0.855625
KCTD3	1.4835
ITGAE	0.649333333333333
SLC30A3	-1.56383333333333
ZRF1	-0.3225
IFRD2	-1.511625
XAB1	0.28975
PYCR2	-1.56183333333333
SERPINB3	-4.029
TMLHE	0.3904
GEFT	-1.4345
ABCA5	1.345125
EMR4	1.02433333333333
TSFM	-0.4115
HIST3H2BB	-1.619
ARHGEF19	-0.95325
TSPAN17	-1.002
ABCC8	1.80775
MAP1S	-0.872666666666667
C22orf36	0.84075
BNC2	-0.6705
HIST1H4A	-1.3435
NDUFS3	-0.0803333333333333
WDR3	-0.9195
XKR4	-0.162
TTC33	0.590785714285714
STMN2	5.38225
CPN2	-0.4375
HSPC105	1.090875
PCOLCE2	1.52675
C3orf55	3.109
KLHDC9	2.68783333333333
TBC1D23	-0.069625
ATXN2L	-2.12
MAP2K3	-0.85325
SCAP	-1.79325
ZNF486	0.250166666666667
C20orf96	-1.4105
NARS	-0.57675
ADAMTSL1	-0.803714285714286
PRCC	-1.01183333333333
CCDC126	1.75475
ZNF675	-0.259
CALCOCO1	0.302
ANKRD43	4.91475
CWF19L2	0.1065
ZBTB32	1.83966666666667
BRAF	-0.8085
ODF4	0.4065
MGC14376	2.85533333333333
HORMAD1	-1.15533333333333
AAK1	-0.180636363636364
PEBP1	1.07116666666667
TNFSF5IP1	0.406666666666667
DKFZp564N2472	0.763
RMND1	0.838
IGKV1-5	5.58475
COL1A2	0.981916666666667
SERPINA5	0.607375
AANAT	0.5555
C19orf21	-1.83783333333333
GEMIN5	-1.09625
UBR4	-1.267
LTBP3	-1.23533333333333
AMHR2	-1.68866666666667
PROCR	0.012
MYBBP1A	-2.13125
C20orf39	-2.03916666666667
ZNF697	-0.384625
PASK	-1.3179
ZNF776	0.424166666666667
RFXDC2	0.0215
KIAA0467	-0.74525
C10orf96	-1.55066666666667
ZNF503	-0.6005
GULP1	0.348333333333333
KCNE4	-2.13666666666667
DKFZp434K191	0.685875
LOC196913	0.3375
BHLHB4	0.24
CH25H	3.9445
LOC81691	-1.67816666666667
ALPL	-0.0382857142857143
COL12A1	0.514625
FOLR3	-2.15783333333333
GPR123	0.26
TRIM62	-0.773928571428571
ABLIM1	1.3175
MAST3	-1.76325
RHBDD1	0.0766666666666667
LOC338809	0.476
RYBP	-0.53975
TTC26	-0.51075
ZNF22	0.516833333333333
ISCA2	-0.06675
RDM1	-0.93625
PIGM	0.3475
GNB3	-2.1335
ACTR2	-0.8268
HMGB1	0.435
EDG1	4.4745
SOAT2	-2.75125
OR10AD1	0.667
RAP1GDS1	1.2515
LCE1F	0.855
ESM1	-2.2585
RCN3	0.4065
CREBL1	-0.078
DBNL	-2.445
PTGER3	3.061625
USP30	1.5125
BCL2L12	-0.728833333333333
KIF26B	1.317
ZNF416	0.59675
ZNF225	0.221
C17orf70	-1.98775
ZNF554	0.89525
RAE1	-1.32633333333333
TNIK	0.619666666666667
ACTN3	-1.576
MGC45922	2.3505
CCNA1	0.856666666666667
RYK	0.123333333333333
IL26	0.444
LRP3	0.895
QARS	-1.52375
SOX7	1.96642857142857
BID	-0.565375
OR2S2	0.791
CXCL14	5.03975
C11orf47	-1.0735
MGC29891	-0.478833333333333
HSPB8	1.0746
PRDM14	-1.4655
NUFIP2	1.29925
MNAT1	0.759625
ZDHHC2	0.966833333333333
MBNL2	1.53525
ADD3	1.419
CSNK2A1P	-2.1715
KLK6	0.25
TMEM111	0.2969
KIAA1279	0.36075
NUBP2	-1.58383333333333
RAB42	-1.91275
ID3	-0.138
TM9SF1	-0.96525
MDP-1	0.5295
POU4F2	0.639
IQCK	1.362
C16orf14	-2.36625
CAPN3	-1.4275
FAM43B	0.304375
RECQL	-1.12825
AP1G1	-0.632928571428571
CTNNBL1	-1.21383333333333
ECHDC1	0.580666666666667
SMARCC1	-2.0503
FOXQ1	-2.298875
GNAI3	0.0866666666666667
POLG2	-0.5815
CD4	1.406875
ITLN1	-0.0515
EBI2	5.27625
IRF1	-1.031
PTPRE	1.5534
PTK2B	-1.948
NXNL2	0.6835
SOX4	0.421444444444445
TSPAN3	0.284
SH2D1A	-0.6715
C8orf58	-0.186666666666667
USP20	-1.969
DUSP22	0.036
CALB1	-2.24433333333333
L3MBTL2	-0.470583333333333
MCRS1	-1.8035
TMEM118	-1.30666666666667
C18orf8	1.08366666666667
FLJ10241	-1.425625
GJA12	1.63575
PKD1	-1.39583333333333
ZFP3	0.9855
JAM3	-0.994625
LAPTM4A	2.3243
DIRC2	0.5235
KIAA2022	1.42983333333333
MYOM1	2.08866666666667
TRPM8	-2.6505
MOP-1	1.9265
PHKG2	-1.425125
ZNF650	0.878125
KIAA1522	0.33025
PSG8	-1.19666666666667
DDX19B	-0.9385
MOBKL1B	-0.12525
DIAPH2	-0.237416666666667
PTPN12	0.86875
CLN8	-0.3127
CRYZL1	0.866666666666667
CRY2	1.12158333333333
FCGR2B	3.73466666666667
PNPLA4	2.07075
ZNF454	0.998
DKFZp434B1231	0.89225
CLDN11	1.3905
RFWD2	0.200166666666667
CIB2	-1.00283333333333
MXRA8	1.0035
HRK	-0.293375
MAML2	0.0215
C4orf31	3.7345
C6orf192	1.3005
COG6	1.3525
FAM5B	0.0565
NFATC1	0.0403
SEPT10	0.61925
SCYL1	-1.905
RPP40	-0.159
SCOC	2.1093
KIAA1450	0.995
CTDSPL2	0.3025
TBX5	1.37716666666667
NAPG	-0.80675
RHD	-4.09175
C14orf45	3.194
ZBTB22	0.2015
PLCG1	-2.122
ANKRD10	-0.00512500000000003
AQP7P2	3.89675
TAGLN2	-0.775666666666667
HTR2C	-1.43233333333333
SLC16A7	0.212166666666667
C17orf83	0.467
TSGA14	-0.369333333333333
MDH1	0.73925
PPP3R2	0.310333333333333
DCBLD2	-1.7565
RBM33	-0.477625
DPH3	0.04875
SYT10	-1.238
FMO4	2.1575
THYN1	-0.21475
DRD5	0.102
OTOR	0.302625
PGRMC2	1.0297
KATNAL1	0.247125
PAQR6	-1.141
UBE2I	-1.079
C14orf28	0.801
C8orf70	1.331
FLYWCH1	-1.794125
ANGPTL3	-1.29825
GLRX2	-0.00883333333333337
ATP11A	-0.995857142857143
ARL5B	-0.00437500000000001
MUC16	-2.44725
SLC25A5	-0.0111428571428572
ACRC	0.72975
MYO1C	-1.4155
FAM89B	-0.245333333333333
FAS	2.075875
KIFAP3	1.34125
GLRA2	-0.0415
BTN3A2	-0.267
CNKSR3	0.68075
CSTF3	-0.255
ARPM1	1.4075
KIAA1530	0.074
C9orf150	2.11583333333333
PRKCI	-1.51275
tcag7.1015	-2.2375
SOD3	1.16925
ZNF574	0.67075
CYP21A2	1.08525
RPL12	1.15875
COMMD2	-0.6195
WIZ	-0.2955
LOC344405	0.61375
ALDH4A1	-0.685411764705882
CRYAB	4.65875
COPA	0.550833333333334
PCDHGA7	1.0215
KIF11	-2.10933333333333
RASD2	0.468125
SLC26A3	2.419
ZNF175	0.1715
JAKMIP2	-2.89825
C8orf4	3.24
PTHLH	1.133
SLC40A1	4.16716666666667
OR7D4	0.293166666666667
PCDHB17	0.886
CD36	6.81321428571429
C6orf203	1.8372
PRKG2	-1
LOC400566	0.9825
ANAPC13	0.037
SLCO3A1	-1.16625
ZNF692	-2.493
FANCL	-0.0145
SH3GLB1	1.175
C12orf61	-0.525
KBTBD6	-0.39475
SUPT5H	-0.79625
XRCC6	0.0872
HUS1B	-0.4359
FAM133B	0.292714285714286
LOC728276	-0.197
KCTD18	1.2025
SOS2	1.36733333333333
CCDC99	-1.81825
C1QTNF5	2.055
NNAT	1.16483333333333
USP16	1.1645
LARS	-1.4155
ZBTB2	0.96725
ABO	-0.0505
TRAF3	-0.51075
GALNT5	-3.1945
NAP5	-0.885625
ALG14	1.9075
KIAA0515	-0.427115384615385
WDR75	-0.064
TEX261	-0.801333333333333
LY86	0.554
LOC389072	-1.1285
FLJ13611	0.99725
MRGPRX2	1.049
SNRPA	-2.263125
OR2G2	0.5525
GPRASP2	2.78675
C7orf42	-0.098
C9orf163	0.4545
CYP11B2	1.1675
FCRL3	0.122833333333333
PRDX1	-0.04125
FGB	-3.075
COX17	0.835666666666667
C16orf33	-0.87375
PIWIL1	-0.1055
FOLR1	-1.6445
KIAA0082	-0.992
FREQ	-1.76916666666667
TMCC2	-0.510666666666666
TCF12	-0.958416666666667
ZNF721	1.68175
FAM130A2	0.817
POU4F1	-1.661
SNRPF	-0.501125
SGIP1	1.7035
ZNF641	1.13766666666667
EMG1	-0.39425
PRRG4	0.1555
HIRA	-1.9665
MYNN	1.25183333333333
AEBP2	0.45625
TBXA2R	-0.2995
ISL2	-2.0725
PCDHB11	-0.0035
RNF144A	-1.08825
MARCH5	1.485375
DULLARD	-1.05783333333333
DCLRE1B	-0.898333333333333
ITGA8	-0.01375
TP73	-0.48975
PRKCD	-0.53025
NDUFB4	0.75175
ATP13A4	1.539375
ANTXR2	-0.679666666666667
COL4A3	-0.3286
MYO10	-1.9686
SLC6A18	1.09075
PEX1	0.87825
TMEM74	-0.7985
RBM19	-1.45375
TAPBP	-0.10475
RUNX1	1.950375
MID1	0.473083333333333
GPR64	0.683166666666667
RASEF	3.093
GABRG1	0.109571428571429
MYO16	-1.45966666666667
DBF4	-1.4245
TSHZ2	3.35975
RIPK2	0.319625
PPTC7	-0.4785
KIF4B	-2.5135
LRRC31	3.529875
ZNF540	3.03325
EFNB3	0.868833333333333
LOH12CR1	0.451625
STON2	-0.716666666666667
GLP1R	0.1785
CSTF2T	0.449875
IREB2	-0.62725
GRSF1	0.39475
PDCD7	-1.31433333333333
LRRC43	0.113
CNR1	1.174
IL1F7	-0.345
C12orf64	-0.262666666666667
FAM69B	-1.1685
NR2E1	-2.35916666666667
MS4A6A	3.6364
FTL	-1.4281
C7orf36	1.81675
PCLO	0.3067
DYRK2	1.14516666666667
ARIH2	-0.29825
SAMD7	0.841
SCNN1D	-0.606
SLC32A1	-1.019125
C22orf25	-1.63216666666667
MRPS18A	-0.2819
GPR112	0.4285
EARS2	-0.69675
ERN2	1.6545
ATPBD3	-1.72716666666667
PRH2	-0.675
CDKN2D	0.0401666666666667
PGLYRP2	0.99125
TRIM40	1.15566666666667
SEC14L3	0.522166666666667
SLC22A1	-0.62075
BTN2A3	-0.96925
RASA4	0.74575
CCNL2	-0.81425
MYBPC3	0.7005
GJA4	3.112
CDC42SE1	-0.53875
TRPV2	-1.9565
MYPN	-4.86944444444444
SIM1	0.804
CDADC1	1.38366666666667
ZFHX4	1.749
NIBP	-0.0618333333333333
ADAMTS19	-1.7165
ABTB2	-1.7505
TSPYL2	-0.889
EIF2S3	-0.6741
SOX30	0.20425
AP2A1	-1.29583333333333
DKFZP564O0523	0.599166666666667
LOC285398	-0.83025
CDH18	-4.51725
CHL1	4.061375
GATS	-0.5979
TBC1D2B	-0.00666666666666671
OR1J1	2.5825
GSN	1.3815
DPCR1	-0.07125
GARNL4	-1.28216666666667
SMARCA5	-0.61725
PLEKHG3	-0.384666666666667
ZBTB45	-0.2765
FRMD6	-0.4425
PLS1	-0.735833333333333
DGKZ	-2.00683333333333
EFNA1	0.1332
WDR85	-1.595375
ANK2	0.476
PAGE4	-0.494833333333333
SENP6	1.8025
AKR7A2	-1.11433333333333
FKBP10	-2.6895
VEGFC	-0.592666666666667
LARP1	-1.49575
SRBD1	0.056
ITGB6	2.01225
SLC1A2	-0.565384615384615
INVS	-1.19183333333333
MPO	0.996
MOBKL3	1.0611
CUTL2	0.33475
KLK2	0.343916666666667
VIM	-1.77925
REG1B	0.376833333333333
PCDHGC4	0.561666666666667
C3orf34	0.383
SUMO3	-0.492333333333333
CST9L	3.0595
MLL4	-2.4005
SPR	-0.593666666666667
SAMD9L	1.77675
ABCE1	-0.000749999999999987
SUPT3H	-0.532
ACTBL1	-0.82725
ADAMTS4	-0.180333333333333
SLIT3	4.28275
RHEBL1	-1.50475
NPM2	1.35475
MAN1C1	0.258375
KIAA1856	0.21725
HSPA6	0.469
LOC388152	-2.7055
C10orf140	-0.89775
ZDHHC12	-1.9295
LIN7A	0.0437
PHC2	-0.533083333333333
SPHK1	-1.29825
TRIM26	-1.157875
FAM83E	-0.9725
C18orf24	-2.9315
ZNF578	0.609
ORAI1	-1.60625
RUVBL1	-1.951
C7orf20	-1.71166666666667
APAF1	-1.004
SLC36A4	-0.867666666666667
MYH11	5.35883333333333
NEK1	0.2304
MPP2	-1.2255
C12orf24	-2.053
TNK2	0.7096875
ZNF289	-2.6305
MATN3	-2.72714285714286
IFNGR2	0.766
ITPR1	1.648125
EBF3	4.4071
TBC1D20	-0.4235
OR10P1	1.93075
DDAH2	0.34925
SHPRH	-0.066125
STX7	0.7795
LOC554248	-1.64
BCAR1	-1.92375
ATXN3	0.312
TRIM27	-1.6605
CDC42EP2	1.098
CHP	-0.271
SOX17	2.37975
ZNF259	-1.71483333333333
CHCHD1	1.030375
ZDHHC19	0.1155
GBP2	2.4175
GARNL3	-0.197375
MRC2	-0.30275
C1orf52	-0.6145
AOF2	-1.61966666666667
LRPPRC	0.1482
ACVR1C	2.92933333333333
TM4SF18	4.45783333333333
TMEM169	-0.995666666666667
PPP1R16A	-1.164875
EBF1	1.416
RRS1	-0.0425
SNX2	0.06
OR2T2	2.2615
RBX1	0.672
ANKRD54	-0.537333333333333
TSNAX	0.84
TMEM83	-1.032
ZBTB7A	-2.12825
ATM	-2.11733333333333
LOC338328	3.76333333333333
TIE1	0.476833333333333
HIST1H3G	-0.9055
PASD1	-4.21766666666667
TINAG	0.469
PCDHAC2	-0.8985
LRRC15	-2.034875
WBSCR17	-1.491
TFF2	0.547
