Hybridization REF	TCGA-A7-A13E-01A-11R-A12P-07
C17orf46	0.746
IFNA8	0.3525
SPRR1B	-2.2885
FLRT1	-0.51425
SNX17	0.9495
ASB2	-1.61566666666667
HBG1	-4.9845
RPRML	2.78425
JOSD2	0.137333333333333
PLSCR3	1.44125
SPOCD1	0.512166666666667
RAB39	-1.865
GHRH	-0.341166666666667
ITIH5L	0.3545
C17orf37	0.933
SMCR8	0.28025
DPY19L2P3	-1.56883333333333
IL11RA	0.165166666666667
GDF3	-3.97883333333333
RPS6KB1	-1.48466666666667
DNAJC19	0.1124
TOP1	-0.808
CRCT1	-0.52075
MPST	0.652125
DPM2	-0.193625
FAM38B	-2.99
SLC18A1	-2.021
FARP1	1.02
PAX7	-0.03025
TUBD1	-0.37325
GNL3	0.5835
BTG2	-0.155266666666667
NDUFS6	0.14275
C1orf79	-0.42725
ERAL1	-0.019
ECHS1	-0.03875
VPS4A	-0.167833333333333
CYP11A1	-0.78625
ABCC6	-2.19521428571429
PBX4	0.216
MOSC1	-1.817125
NCF4	-0.22575
HYMAI	0.7845
NAGPA	-0.144625
OTOP2	0.27125
ACOT12	-0.02225
MTHFD2L	1.47725
LOC441376	4.69425
C19orf34	0.2835
RAB1B	-0.284
ALDOAP2	-0.986
NTRK1	-1.17516666666667
ARTS-1	-1.2912
SLC6A11	-0.7535
NAP1L2	-3.95575
CNGB1	-0.361333333333333
EPB41L4B	0.04975
FAM134B	1.999
HS3ST3A1	-1.84616666666667
CPXM2	3.98
SIRPB2	0.8815
CHORDC1	1.335
TRIB3	-0.441833333333333
SLC2A5	1.1535
C2orf49	-0.719166666666667
DDX5	-0.513
OR5L1	0.2545
ANAPC4	-0.299
ZSWIM1	0.4165
LOC93622	-0.35525
KCNK3	-0.6923
RP11-35N6.1	-1.884625
ZFP161	0.956333333333333
AQP9	4.57575
SLC15A2	2.021
MREG	-1.122
OR9I1	0.413
PDLIM2	-0.333
ADAM7	0.672
GSTCD	-1.65166666666667
WDR21A	1.076625
SLC12A8	2.0615
TMEM174	0.368
IGSF3	0.0975833333333333
LRRN1	2.05025
LOC402117	0.01675
SRPK1	-0.2905
LY6K	0.4828125
NFIA	-0.5745
PTCD3	0.155
LEP	2.151
PCDH21	-1.18283333333333
MAPKAPK2	0.668428571428571
NMNAT1	-0.403
LHFPL2	0.340625
C9orf43	0.5695
DIP2A	0.329
ACTR8	0.02475
CCDC34	0.10775
PTPN22	-0.656875
ITGA3	-1.94425
FAM129C	0.18225
RABGGTA	0.744666666666667
UNC45B	0.7155
KIAA1033	-0.496
ZNF510	0.0703333333333333
CYP2D6	-0.363666666666667
SLC26A10	-0.9675
STX8	0.19625
LUZP1	-0.019375
WDR89	-0.505833333333333
EIF4G3	0.08
C5AR1	0.835
ZNF623	0.6675
A2M	-0.4535
TGM7	0.2365
GRPEL1	-1.05516666666667
LMNB2	-1.3082
ROCK2	0.5755
SNX16	1.884875
CCDC66	0.0595
ANXA3	2.8255
KIAA1609	1.792375
EED	1.07175
RNF32	1.30133333333333
HES1	1.4586
CLC	0.398333333333333
ISL1	-1.24516666666667
KIAA0528	0.276625
MANEA	0.5895
C1orf61	0.337
hCG_2001000	0.5655
RAPGEF6	-0.9766
KIAA0020	1.07533333333333
NEIL1	0.56925
C16orf45	-0.6635
RBM10	-0.7715
C10orf125	-0.01875
MRS2L	0.21
DNAH17	-0.158
C19orf10	1.3135
C1orf160	0.498
SLFN12	-0.83925
EXOC3	0.0263333333333333
HIST3H3	0.52025
NCOR2	-0.0221666666666667
TNFRSF9	-0.38925
MFSD8	0.73825
ALX1	-4.034
NOL1	-0.44525
PODN	1.969
TIAL1	-0.73475
HIST1H1E	-0.8685
NPY6R	0.237
TM4SF4	1.93625
CORO2A	-0.36575
ETNK2	-0.683333333333333
APOE	0.607
ANGPT4	0.146
HDGF2	1.086
G30	-0.584
ST8SIA4	-1.034375
F2RL1	-0.466375
FAM19A4	-1.134
CCAR1	0.4285
B3GNT7	0.23575
OPHN1	-0.2942
DSCR6	-0.2265
C21orf13	1.02016666666667
GAS2L1	0.9795
RFX3	1.29766666666667
COPS4	0.228375
BCHE	-4.34033333333333
BCL2	1.659875
HBZ	-3.03866666666667
ARL13B	-0.8335
MAPBPIP	1.048
MYO15B	0.449
SPZ1	0.39825
KIAA1324	-0.483666666666667
PLCL2	-1.888625
C4orf29	-0.2105
WDFY2	0.232125
ZNF284	0.1035
NAALADL1	-0.4905
DUSP5	-2.177
PXDN	1.891375
SLMO1	1.7295
TNXB	0.4396
BIRC7	-0.74475
A4GALT	-0.227166666666667
TIMM22	0.59475
FAM110C	0.401
TOMM34	-0.287625
ABHD9	2.3475
ADAM32	3.894
CRHBP	-0.53125
AQP2	0.7515
LOC130355	1.04675
ZNF187	0.456333333333333
ZNF816A	-0.1875
F7	-0.704875
CNOT1	-0.3639
SLC13A4	-0.8175
ZBTB11	-0.524
B3GALT5	0.389
EXOC2	-0.134166666666667
IRS1	-1.3934
TMEM1	0.0863333333333333
MRPL34	1.33383333333333
SAMM50	-0.7955
CDC42EP3	0.975125
HSF2	0.1363
MFN2	0.07
TSPAN7	-3.56283333333333
NUCB1	1.11091666666667
RHOH	-3.61425
ARL16	-0.003
TACR1	0.128666666666667
SFRS5	-1.105
SNX25	0.045375
RHBDF1	0.5905
PCDH18	2.25883333333333
HMG1L1	-0.989
MYO5C	0.164875
MAPK10	0.7935
LDHAL6A	0.0316666666666667
NUDT12	-0.2565
NCAM1	-0.02925
GLIS2	0.645
GGTL4	-0.8085
DAPP1	-1.452
ATF7	0.29275
KIAA0748	-1.92225
NFIL3	0.75725
TM6SF1	-1.5305
SEZ6	0.3165
NANOS3	2.55233333333333
DNAJA3	-0.470833333333333
CLDN6	-1.905
CIITA	1.7206
EPHA4	-1.12233333333333
FANCC	0.62025
CMTM3	-0.662125
PSG3	-0.412375
MRPL15	1.1005
C21orf59	-0.09
PLCXD2	-0.0635
C2orf34	1.6355
UBE2L6	-0.111375
MED14	-0.429833333333333
HP1BP3	-0.3354
C6orf208	-0.16
TPBG	-2.173
OSR2	-2.00025
XPC	-0.955166666666667
KLHL7	0.92575
CCR3	-0.265
AGTPBP1	0.119666666666667
PCSK6	-2.3144
STAT5A	-0.9699
FAM18B	0.55375
LONRF2	-2.59833333333333
PTPN2	0.65925
SF3A3	-0.944833333333333
EFCBP2	-0.59475
HCFC1	-0.557666666666667
AHNAK	-0.24925
ACTR5	-0.21125
KIF14	-1.24828571428571
TENC1	0.11175
HEATR5B	1.2785
YIPF2	2.88383333333333
MYEOV2	-0.0164
DUSP18	0.612
KIAA1012	1.06925
AHR	0.3945
C17orf53	-1.06866666666667
PTPRH	-3.26875
ATP6V1C1	-0.0609
TAS2R3	0.387
LOC440356	1.54025
COQ10B	0.1865
PSMF1	0.392
SORBS2	3.12183333333333
NFE2L2	-0.84425
TMCO7	-0.775
SH3PXD2A	-0.8109
SH2D2A	0.88025
SPINK5	-4.113
MRPS24	0.40225
OPA3	0.112375
TRAF7	0.346
C4orf35	0.166
MT1G	0.66375
MGC39545	0.832
HS1BP3	0.9854
OR2B2	0.1875
CHRM4	-0.068
SFRP2	1.37416666666667
RIC3	-1.556
ART1	-0.347
C6orf1	0.721625
DUS4L	0.35625
C10orf104	0.3115
TNFAIP6	2.73
RTEL1	-1.12425
CCT4	0.3183
ZNF709	1.57175
CHMP6	0.424333333333333
UPP2	0.3295
CYP19A1	-2.995375
CD151	-0.042
NDUFA13	0.4145
ARFRP1	-0.048
FAM26B	0.9665
CRYBA1	-2.4435
MRPL41	1.04233333333333
NPFFR2	-2.441
HRH2	0.0475
SCAMP3	0.838833333333333
MTMR6	0.9026
MTG1	-1.00833333333333
UBTD1	0.98
CRABP1	0.119
FLJ33790	0.2372
KIAA1908	-0.733166666666667
GPR158	-0.22425
PACSIN3	0.679
OMD	0.730166666666667
CATSPER1	-0.891833333333333
HOXB8	-1.515625
FBXO46	0.6145
OAS1	1.078
SVIL	1.936
PHB2	-0.19525
ADCY3	0.7425
NDRG2	2.36566666666667
ERMAP	0.491
APBA2	-0.0815
IGSF9	2.3685
WNT6	1.587
MYCBPAP	3.1085
ATP2B2	-0.1886
CPVL	-1.5236
TRAM2	-0.646
NOP5/NOP58	-0.794
ZNRF4	0.16075
TLK1	-0.25775
MTMR12	1.85828571428571
ZNF384	0.0353333333333333
FAM9B	-2.95
RPN1	0.5943
PMVK	1.466
EIF3D	-0.0882
SIX2	-1.0125
HPS1	0.317571428571429
RNF7	0.3445
PSKH2	0.203
KCTD13	0.0508333333333333
CSMD3	-0.8232
FBF1	0.5665
IL8	-3.824
SERPINB13	0.744666666666666
FBXL20	0.03125
BLR1	1.0015
SH2B1	-0.1995
RFNG	0.303125
RAB20	-0.0798333333333334
RBM7	0.09125
POLR1A	0.0775
TMPRSS4	-2.99625
TAF9	-1.33425
TERF2	0.314
TNFRSF1A	0.2565
ACADVL	0.336833333333333
GTF2H5	-0.017
EDG8	3.4895
C9orf140	0.228625
UST6	-0.34975
ZBTB8OS	-0.0345
ZNF710	0.062
GPR174	-2.7275
ATP6V0A2	0.8715
KIAA0319L	-1.4535
XKRX	1.101
DOPEY2	1.2684
SDHD	-0.814
SUMF1	1.18075
OSM	0.85025
OPN3	0.343
DAGLB	0.1175
PPFIBP1	0.4516
TRIM63	-4.3835
C10orf53	0.54
LYPD3	1.83416666666667
BCL7A	-0.26425
AGER	-0.841833333333333
TCF19	-1.029125
SAT2	0.8025
PFTK1	-1.53716666666667
GABRE	-3.108375
C15orf38	0.9832
FIS1	0.3245
KCNV2	0.6875
CLPS	0.46125
PPCDC	-0.622625
FOXN2	-0.313666666666667
NT5E	-2.4561
CD83	0.97125
IL18	0.996125
VPS16	0.00775
IGFBP2	-3.42216666666667
NOTCH2	0.0315
SIGLEC1	2.619875
CD93	4.491
SULF2	-2.15025
CEP164	-0.015375
P53AIP1	0.297666666666667
TOR2A	-0.549333333333333
ZNF136	1.758
MGP	0.3107
CCDC144A	0.564833333333333
TRPC1	-1.4335
SMS	-0.876666666666667
MAPK7	0.117
RRAGC	0.9905
PARD6A	0.2225
NUB1	0.435833333333333
SYNGR4	0.54275
OR11H12	0.2165
WIF1	0.0905
GCH1	-0.40175
OR11H4	0.2585
SLC44A5	-2.5975
GPRIN2	4.07733333333333
LOC401431	0.24175
CPA4	-2.107
MELK	-0.00611111111111111
IL15RA	1.47375
CUL3	-0.69225
HMBOX1	-0.49175
PODXL	-0.586
CCT6B	1.81033333333333
COMTD1	-0.46375
MUC20	1.5395
GPX2	-3.59975
ITK	-2.16725
FBXL5	0.375
C13orf27	-1.1795
DEFA5	0.9665
TRHDE	-1.5265
MTP18	-0.728833333333333
UQCRQ	-0.4915
ITGB2	0.994083333333333
CSRP2BP	-0.0355
TAS2R44	0.398
PHPT1	-0.45
FAM44C	-0.38
ERH	-0.702
MPHOSPH1	-1.14983333333333
MORC1	-0.82
PARVB	-0.12525
LAMA1	-2.438
PGBD3	2.171
GIMAP6	3.264
AREG	-1.68366666666667
LIPT1	-0.58
MGC99813	-1.10575
C1orf201	0.540333333333333
GRIN2A	-0.959
MAN2C1	-1.099125
NSUN5	-0.50975
SF3B5	0.82325
MYC	0.415625
NRXN1	-0.816833333333333
ZNF18	0.6275
SPDYA	-0.34375
SLC37A1	0.7055
DECR2	-0.044
ANKRD38	0.063375
SPTLC3	-0.663916666666667
SUPT16H	-1.034625
DTWD2	-1.5925
ULBP1	-0.096
ZADH1	0.334833333333333
OIP5	-1.6135
IL10RB	0.3685
OTUB2	0.609125
VWA3A	-0.053
SPIC	0.258833333333333
OR6C4	0.2355
PSCD4	0.687833333333333
DPY19L2P2	-0.363
TRAPPC6A	0.827166666666667
C21orf2	-0.57
CEMP1	0.603
LIN7B	-0.141
E2F7	-1.91116666666667
VCP	0.0808125
LAMA3	1.23
BGN	1.6605
GPR160	0.137833333333333
COCH	0.286833333333333
GPR81	-1.88566666666667
APOBEC3F	-2.169
tcag7.1017	-0.03175
C1orf32	0.1715
SCGB1D2	-0.263
FLJ43987	-0.107
C6orf170	0.85175
KLK9	0.124
GPD1L	0.49925
VPS37B	-0.1545
ATG3	0.073
ADAMTS17	-1.4145
KLHDC2	0.1825
NDUFV2	-0.01175
BLK	-3.082
MATN4	3.6095
GPM6A	-0.3145
GBP4	1.183
TMEM162	0.375666666666667
PKP2	0.458
HRASLS	2.68588888888889
MMP1	-1.39525
SFXN3	-0.2824
FSD1	-0.541333333333333
ST6GALNAC3	-2.9425
CA12	-1.7313
NCOA6	0.764
C19orf58	1.5801
PPP4R1	0.637833333333333
MAN1A2	0.858833333333333
IKBKAP	-1.50125
UPF1	0.1275
KIAA1219	0.56125
WNT16	-0.639166666666667
SNW1	-0.631625
IL18RAP	1.70875
RPP30	-0.262875
CDC40	-0.0918571428571429
SETD3	-0.123666666666667
SLAMF6	-1.292
ELK4	0.2425
TRIM47	1.18583333333333
ACOX3	0.18225
TRIM6	-0.473
KIAA0372	-0.2705
TP53AP1	-2.455375
SMURF2	0.40525
ADAD1	0.64375
EBP	-1.4344
KRTAP13-2	-0.023
FLJ36874	-0.299333333333333
TOR1A	-0.462333333333333
P2RY4	0.962
GPBP1	-0.27175
TRPV1	0.061125
ADAMTS12	-0.123833333333333
PES1	-0.4242
ATG4A	-0.362333333333333
MAGEA10	-4.24575
WFS1	-0.652
CC2D1B	-0.1658
PABPN1	-0.257125
SLC25A30	0.943
SLCO1C1	0.246666666666667
SLC22A5	-1.45825
KIF23	-1.6915
SYN2	-0.855833333333333
ASPN	7.13716666666667
CENTG2	-0.7725
QSOX2	-0.1643
FLJ10815	0.264333333333333
STK24	0.4641875
SPEG	0.905
STK10	-0.675166666666667
DACT2	2.808
AAAS	-0.3615
SSX3	-1.678875
ABCD3	-0.4941
C4orf12	-0.1865
PARVG	0.685666666666667
FIG4	0.48475
C9orf46	1.0215
TMCO6	0.2895
IGHMBP2	-1.36075
DUS2L	0.319333333333333
FAM3C	0.0759375
TMEM16D	-2.348
DCTN4	-0.45575
KCNH3	0.0235
EIF2AK2	-0.19
AP1S3	0.104625
CST4	0.468
PAM	1.971
NUTF2	-0.397
CITED2	0.4716
SLC39A4	0.701
C2orf52	-0.3975
GRM3	-0.269
C12orf49	0.6565
CCDC49	0.0594
GRAMD1B	-1.734875
FNDC4	2.439
SIAH2	-0.322
GDPD4	0.38375
C21orf87	1.791375
ATP5A1	0.612
C16orf63	-0.3025
LOC388135	-1.65216666666667
ATP5J2	-0.572375
MMP3	-2.85625
EMID2	0.11125
CRHR1	0.589
WDR70	0.52525
C13orf31	1.0755
ZFAND1	0.92525
CCL18	4.36133333333333
C3orf49	0.2075
RINT1	0.1395
KIAA0408	-2.19733333333333
F13A1	4.9199
SLC10A1	-0.0421666666666667
OGN	-1.32925
GIPC2	0.1725
XPO6	-0.686666666666667
LCE1A	0.4635
FMR1	-0.157
LOC374920	0.2355
DUSP3	0.08925
ANKMY1	-0.355
C7orf50	-0.324
BBS9	0.2207
UNC119B	0.000875000000000015
C9orf72	1.531375
MGC35440	1.0875
ENTPD6	-0.075
PPP1R2P9	0.341
ERCC4	0.0905
FAHD2B	1.239
HMHA1	-0.7285
HACL1	-0.27275
RAD23A	1.2185
FAM83B	1.675
PPP5C	-0.933166666666667
RNASEH2C	-0.728625
C9orf153	-0.14275
SCAMP4	-0.1115
GHITM	-0.4331
NDUFB7	0.6665
ADCYAP1	-0.598666666666667
SP110	0.163
MAP3K7IP2	0.4025
DHH	0.605
AGRN	0.477857142857143
WDR33	-0.6865
CEP290	-1.369
PRPS1L1	-3.4295
KLRA1	0.393
GPR97	0.0795
CHD7	0.0853333333333334
TLR10	0.78725
SLC30A8	-1.919
HIC1	0.444166666666667
IAPP	0.014
RXFP4	0.57675
GP1BB	0.58275
SHQ1	-0.4235
NKX2-3	0.3085
API5	-0.38125
FTHP1	-0.946
MOV10L1	-0.3744
TRIM6-TRIM34	0.723
ADHFE1	-1.40675
FAM117A	-0.91425
DDI1	0.213833333333333
CDON	-0.745333333333333
TRIM73	-1.2505
IGKC	3.024
MMP14	-0.467333333333333
DYNC1LI1	-0.112375
C11orf66	0.714
TRBV3-1	-1.3845
FASTKD5	0.787
BIVM	-1.30475
LHX4	0.4755
CXCL2	0.0251
RAB2B	-0.329333333333333
IZUMO1	1.39975
MAP3K15	-2.575125
FAM19A2	0.266333333333333
ZC3H8	-0.0675
ZMAT1	0.636125
SPINK5L3	-3.40925
SLC10A6	2.125
APPL2	-0.498
CARD10	-0.8405
LOC402176	-0.658875
EEF1D	0.1455
RAB6A	0.6357
C12orf5	-1.837875
PAPOLG	0.858
MSRB2	-0.505
BCR	0.523944444444445
PUS3	-0.06775
TIAM2	1.4515
ZNF317	1.2355
CHD2	0.201642857142857
FZD5	-2.00090909090909
NUDT8	-1.204
ZNF763	2.0605
PRC1	-1.50922222222222
ABCB9	-0.513333333333333
SPATA3	0.85525
TRAK2	-0.5635
STAB1	2.618875
LRRTM2	-0.126833333333333
psiTPTE22	0.6945
DBI	0.47075
SERPINA11	-3.09675
NAT5	0.03175
C20orf58	-2.5525
RPS6KA4	-0.328833333333333
FLJ90650	0.125
TGFBRAP1	-0.805
CHRDL2	0.485625
FAHD2A	1.09933333333333
CNTN1	-0.50025
BBS4	-1.4934
TMEM181	-0.24125
MINPP1	-1.17525
MPHOSPH6	0.5625
HOXC10	-0.0365
ITPKB	0.325875
CLPTM1L	0.3185
MEOX2	-1.046
ATP6V0C	0.33375
PRPF8	0.0236666666666667
TMC5	-0.88075
FKBP3	-0.921
PLEKHB2	-0.382125
OR4D6	0.9235
ZNF544	-0.7222
D2HGDH	-0.2075
RPL18A	0.9084
HEL308	0.162875
MPP6	-0.2915
TCERG1	-1.25025
KRT16	4.5545
KLF17	-1.6235
KLF5	2.686125
CDR1	0.9995
VCX3A	-5.2955
FBLN2	0.588875
C14orf104	0.096
HBE1	-4.624
OR4S2	0.321
C1orf108	-0.988333333333333
ROBO4	2.8095
CPEB4	-0.388625
C11orf80	0.767666666666667
BCKDHA	0.662333333333333
MYOC	-0.75525
GIF	0.6775
CKMT1A	1.5535
RPL3	-0.2229
THBS1	2.049875
APOO	-0.23025
ARMCX1	0.4555
HSZFP36	1.708
SNAPC5	-0.6815
EIF4ENIF1	0.36225
ZNF433	2.945
TNFRSF21	-0.443125
TMPRSS7	-0.0875
SPATA18	1.5316
HPDL	1.1295
MKL2	0.7258
TBX3	-3.54161538461539
C21orf93	-0.161666666666667
DAXX	-0.05925
ELMO1	0.534
RGS13	1.04633333333333
TAF11	-0.03075
UNC13A	-1.666875
LOC653314	-0.3913
ORC3L	-0.42025
IMAA	-2.413
TARBP2	-0.6475
CABIN1	-0.606
TRIOBP	-0.095625
HIST1H2AC	-0.078375
RGS22	-2.25533333333333
NCOA1	1.189
IL25	1.9805
SNCG	-0.829
GPR6	0.529
AMDHD1	-1.906
CHEK2	-0.318625
C6orf142	2.8
DRD4	0.71175
C14orf68	-0.746
GDF11	-1.2365
SEMG2	-0.7695
CD247	-2.47275
CDAN1	-1.3815
RBMX2	-0.603666666666667
TGS1	0.09875
OIT3	0.592
SYF2	0.387
MCM4	-1.249125
PKHD1L1	-0.3215
CEP192	0.0513333333333333
IFT88	0.0775
RPL9	-0.430928571428571
RAB32	0.02025
DDX43	-3.596
P2RX2	0.4
OR5D18	-0.3425
UBE1	0.0834166666666667
SLC24A1	0.3445
ARHGAP5	-0.80475
CETP	-1.3155
KIAA1731	0.705
SLC9A4	-0.00900000000000001
PTPN6	1.19375
BAHD1	-0.037
GRIK3	-0.0445
CACNB2	-0.4336
PDE10A	2.69925
DGCR14	-0.309
PCDHB9	1.99483333333333
RHOQ	0.670666666666667
MAP3K4	0.43975
KTI12	-0.19
RPL23AP13	-0.441
GNG11	-1.69375
CLCN3	0.528166666666667
GPAM	-1.044
VSTM2A	0.6805
SLAMF7	1.22416666666667
INTS2	-0.59825
PPP2CA	-0.5905
LRP12	0.605066666666667
SEC14L2	0.525111111111111
DKFZP586H2123	1.48375
MC3R	-0.2125
CIRH1A	-0.860333333333333
HIST1H2AB	1.00683333333333
POLH	-0.995
MGC16703	-2.1124
SNAPC2	-0.5125
FILIP1L	0.41325
RASGRP4	0.398
LRRC1	2.008
GAS1	0.849
PRAC	-0.41
DGKA	-0.636
NT5C3	-0.12125
PEG3	-4.15275
NADK	-0.19075
PRR17	-0.1225
LOC374569	1.1435
SGSH	-0.1955
NLRP8	0.1585
GALT	0.0201
MCF2	-1.6585
ZNF263	0.172
TACSTD1	2.97083333333333
TYR	-6.1196
ATP6AP2	-0.24475
RNUXA	-0.495
ABHD10	0.271888888888889
GDPD2	-1.479
SLC35C1	0.01875
UBE2A	-0.57875
HERC5	1.327
FAM112B	-4.90983333333333
FBXL16	1.03525
DKFZP434A0131	-0.6185
ELA3A	-1.9955
RBM41	-1.18275
HAO2	0.37575
RNH1	0.001375
SHANK2	1.3865
OSBP2	-2.684625
DAK	-0.235333333333333
C3orf58	1.86725
TCL1B	-1.4275
KBTBD2	0.28
SUGT1L1	-0.298
UBE2E2	1.57333333333333
MYL9	2.24875
CDC23	-0.641166666666667
PBXIP1	1.4767
CXorf40B	-0.9925
NBL1	0.082
RTBDN	0.343
RAB11FIP5	0.26475
TTTY13	-0.3975
SCOTIN	0.215916666666667
SOHLH1	-0.962
CDKN1A	-0.855
NCK1	0.959
ZNF550	-0.2405
SAPS3	-0.171
SPIN3	-0.2015
MAGEE2	-0.19075
MIS12	-0.755666666666667
OR8H2	0.2405
KIAA0774	-2.416
UNC5D	1.4585
CUL7	0.686
LIPC	-3.47033333333333
DIO1	-3.01375
C20orf11	0.6028
CTRL	-0.52625
HS3ST2	2.38575
PAK4	1.17483333333333
CCRL1	2.456
RNF10	-0.24475
ZNF567	1.1895
ZNF660	-3.705
TCEAL3	-0.23625
MAGOH	0.9535
CENPB	-0.0888333333333334
C19orf7	0.599
LOC388965	-0.2065
ZCCHC13	0.0795
JMJD1A	0.4739
HIST1H4H	-0.62
TBRG1	-1.2286
GPC3	-5.136375
TAF1C	-0.629375
EBNA1BP2	-0.496833333333333
CIAPIN1	-0.1035
PDGFRA	-0.776055555555555
CSTB	1.369
CENPI	-1.29366666666667
GTF2E2	-0.783333333333333
RPP21	-0.082
CCNF	-1.54666666666667
KCNQ3	0.6885
FAM79A	1.70325
SLC22A12	0.4
NOVA1	-1.5155
FZD3	1.776
AKAP8	0.68425
SOCS5	1.1475
CFDP1	-0.7065
DLG5	0.11125
PGM5	-0.693083333333333
C1orf144	-0.0989166666666667
HDAC10	-1.3395
RND2	1.097
C20orf199	-0.962
RNMT	0.8615
SLURP1	1.77
ASTN1	-1.014125
SH3BGR	2.59775
MYCL1	-0.835875
ZHX1	0.474
CENPK	-2.02975
FOSB	0.1096
LOC643406	0.097
C2orf59	-1.33175
TMEM135	0.63225
SLC27A2	-2.40675
KRT33A	2.9755
OVOL1	0.418625
PAMCI	-4.22583333333333
S100A7	-1.5205
ZNF789	-0.6255
HARS2	-0.396
RPL23A	-0.718833333333333
TCF23	0.3015
UPF3B	-1.75525
C17orf78	0.391
HLA-DOB	1.036
C14orf142	-0.4505
TEKT5	-0.244333333333333
DMWD	0.5725
POLD1	-1.61833333333333
GSCL	0.239
CALD1	0.5864
SCRT1	0.5745
AIG1	0.3475
UNC84B	-0.09725
ZNF404	0.273
TMED6	-3.234
KIAA1462	-0.0735
LRRC27	1.406
PYGO1	-1.2885
PIGU	0.203
ALAS2	-3.828
WRNIP1	0.422625
CNNM3	-0.5665
ZNF2	-0.4465
ST3GAL5	-2.45575
MRPL23	-0.4185
TSSK6	0.3275
PSMA6	-0.724
C16orf70	0.00600000000000001
KIAA1602	-0.233
ALMS1	0.798333333333333
DCN	1.418875
TMEM132D	-0.219333333333333
SUCLG2	-0.5635
ABHD14A	-0.465
DEXI	-0.118333333333333
AMPD2	-0.761
IFNAR2	-0.2145
CYB5A	-0.6761
TLOC1	-0.3339
NXF5	-0.563666666666667
NRBF2	1.4
KCTD3	1.16925
ITGAE	-0.256833333333333
SLC30A3	-1.94383333333333
ZRF1	-0.062
IFRD2	0.067375
XAB1	1.4305
PYCR2	0.274
SERPINB3	-4.2685
TMLHE	-0.3284
GEFT	-1.50775
ABCA5	-3.848125
EMR4	-0.0698333333333333
TSFM	-0.336
HIST3H2BB	-1.2105
ARHGEF19	1.74725
TSPAN17	-0.542166666666667
ABCC8	-1.4115
MAP1S	0.863833333333333
C22orf36	-0.664
BNC2	-1.84635714285714
HIST1H4A	-1.0495
NDUFS3	-0.538166666666667
WDR3	-1.08266666666667
XKR4	-0.76375
TTC33	0.425142857142857
STMN2	3.47225
CPN2	-1.128
HSPC105	-2.31085714285714
PCOLCE2	-2.585
C3orf55	4.112
KLHDC9	2.34
TBC1D23	0.807125
ATXN2L	-0.599666666666667
MAP2K3	0.716666666666667
SCAP	0.2955
ZNF486	-0.143833333333333
C20orf96	0.264
NARS	0.756
ADAMTSL1	-0.621357142857143
PRCC	0.8615
CCDC126	1.91845454545455
ZNF675	-0.1615
CALCOCO1	0.463
ANKRD43	-1.405
CWF19L2	0.159833333333333
ZBTB32	1.074
BRAF	0.95275
ODF4	0.4525
MGC14376	0.8525
HORMAD1	5.55816666666667
AAK1	0.0749166666666667
PEBP1	0.310333333333333
TNFSF5IP1	0.716333333333333
DKFZp564N2472	0.41675
RMND1	-0.012625
IGKV1-5	3.11675
COL1A2	1.97358333333333
SERPINA5	-4.3355
AANAT	0.3865
C19orf21	-1.174
GEMIN5	-0.91575
UBR4	0.2995
LTBP3	0.630333333333333
AMHR2	-2.05133333333333
PROCR	-2.128
MYBBP1A	-0.42525
C20orf39	0.5575
ZNF697	-1.23125
PASK	-1.2041
ZNF776	-0.131666666666667
RFXDC2	-0.897875
KIAA0467	0.299
C10orf96	-2.199
ZNF503	-1.6355
GULP1	-0.08025
KCNE4	-1.8665
DKFZp434K191	-0.793875
LOC196913	-0.257
BHLHB4	0.656
CH25H	-2.58275
LOC81691	-1.353
ALPL	-0.116285714285714
COL12A1	1.923
FOLR3	-1.087
GPR123	0.041
TRIM62	-0.352642857142857
ABLIM1	0.6825
MAST3	-0.757
RHBDD1	0.6145
LOC338809	1.64
RYBP	-0.294
TTC26	0.72
ZNF22	-0.576166666666667
ISCA2	-1.19375
RDM1	-3.274
PIGM	0.764
GNB3	-0.4755
ACTR2	0.1093
HMGB1	-0.5219
EDG1	2.272
SOAT2	-3.657
OR10AD1	-0.2825
RAP1GDS1	0.825083333333333
LCE1F	0.738
ESM1	-1.3555
RCN3	2.59875
CREBL1	-0.17025
DBNL	-0.356666666666667
PTGER3	0.8235
USP30	0.434333333333333
BCL2L12	-0.422333333333333
KIF26B	2.9115
ZNF416	0.61225
ZNF225	-0.3775
C17orf70	0.2065
ZNF554	0.0005
RAE1	-0.342
TNIK	0.133333333333333
ACTN3	0.3625
MGC45922	0.792
CCNA1	1.2525
RYK	0.632833333333333
IL26	0.6825
LRP3	0.535833333333333
QARS	0.56375
SOX7	0.289642857142857
BID	-0.14825
OR2S2	0.8255
CXCL14	0.13425
C11orf47	-1.1885
MGC29891	1.01566666666667
HSPB8	-1.0015
PRDM14	-2.2555
NUFIP2	0.05625
MNAT1	-0.794375
ZDHHC2	0.292583333333333
MBNL2	1.324375
ADD3	-2.4815
CSNK2A1P	-0.15025
KLK6	1.15266666666667
TMEM111	-0.0702
KIAA1279	1.11025
NUBP2	-0.106
RAB42	-0.6
ID3	-1.5577
TM9SF1	-0.4015
MDP-1	-0.45325
POU4F2	0.0135
IQCK	1.65475
C16orf14	-0.4645
CAPN3	-1.509875
FAM43B	-0.03175
RECQL	0.59175
AP1G1	0.299857142857143
CTNNBL1	-0.094
ECHDC1	0.321
