Hybridization REF	TCGA-BH-A18J-11A-31R-A12D-07
SLC2A13	-1.0188
FBN2	-2.68707142857143
ZC3H7A	-0.0712
LAIR2	-2.24275
ST3GAL1	-0.5105
LCT	-4.00475
GEMIN8	0.5675
KLF16	-0.2425
HIF3A	1.5662
FAM44A	-0.00571428571428569
AQP10	-1.7364
PLA2G2A	2.3235
FOLH1	2.48666666666667
C20orf186	-0.521
MAPKAP1	-1.3995
SPRR2D	-2.07175
UBQLN4	-1.88166666666667
RSHL1	0.3355
PIAS3	-0.7945
MRPL24	-0.088
GREB1	-2.64675
FAM27E3	-1.1665
NUP62CL	-1.02375
NEUROG3	-0.613
REEP3	1.2775
MARK1	1.53225
LMBRD1	1.65025
PRPF19	-1.9
PNMT	-0.200166666666667
CTGLF1	-1.4375
SLC25A16	0.6015
EIF2B3	-0.9695
RPA2	-0.2795
PAK6	1.19816666666667
CCDC26	-3.72785714285714
SEMA3E	3.5865
MXD4	0.2772
TNFSF10	4.7582
SMARCB1	-2.04316666666667
DTX3L	0.579666666666667
PLA2G4E	0.5215
PPAP2A	2.1435
ULK1	-0.842416666666667
TAS1R3	-0.091
SLC2A3	-2.03118181818182
ARID3A	-2.429
GNG5	-1.09525
ACOX1	0.189
KIF5B	0.21425
NUP153	-1.44025
MUC7	0.1475
CSDE1	0.2595
CLPTM1	-2.02225
C3orf23	-0.594125
LRRC17	-0.0258333333333333
TTYH3	-1.8305
ATP5B	-1.564
ELF3	0.8564
CPSF3L	-1.00483333333333
ZNF665	0.495
TLR6	0.3318
GPI	-1.37125
RAD9A	-0.761
NDST4	-4.14575
AGPAT3	-0.303
MAGI3	0.486833333333333
ADORA2A	-1.4775
CACNG7	-0.6355
CAMK2D	-0.119714285714286
CCHCR1	-1.27175
RPS27A	0.4285
OR10G7	-0.0356666666666666
GCM2	-0.2085
FAM135B	0.8071
E2F1	-1.957
PLCB3	-1.109
OR2AE1	0.1185
COIL	-0.0466666666666667
CDC25C	-3.54733333333333
RAB11FIP2	1.0885
TSC2	-0.43625
CTGLF5	-1.852
CCDC108	-0.055
OR13C4	-0.207
C10orf81	6.82975
PTPRB	3.207
ACP2	-0.79375
LAG3	-0.52375
MRPL54	0.47175
LOC201175	0.136
ITGB1BP3	-2.55225
SPTAN1	-1.32383333333333
SIPA1L2	-1.099
RCAN2	-0.4395
CDX2	-0.511
ECOP	-1.2245
ACTR1A	-0.112571428571429
PPARG	2.41183333333333
BBS10	0.640666666666667
TMEM44	-1.58925
BPIL2	-1.11925
CITED1	-0.057
IRF6	3.746
PRDM4	0.272
RRP9	-1.21083333333333
OR10H4	-0.354
IL31RA	-1.1915
GNB1L	-1.15883333333333
MYBL2	-3.147875
ZNF407	0.9535
PPIG	-0.0408333333333333
TTC18	3.90225
RPSA	-0.3185
MAPT	0.89075
MRE11A	0.0464285714285715
C8orf37	0.0818333333333333
RASGEF1C	0.338166666666667
STBD1	1.1225
CTAG2	-0.324833333333333
MGAT5B	-2.717
ECM1	-0.661375
RLN1	1.166
PARP14	0.2085625
EPB41L1	0.8152
HOXA3	1.09591666666667
MAGEA9	-4.17075
RPS8	0.293666666666667
RPS19BP1	-0.083
FOXJ2	0.297
C10orf76	0.386125
IL17RE	0.208
C10orf65	-0.06525
ZNF343	-0.615833333333333
FBXO33	0.539375
UHMK1	-0.1546
LY6G6C	-0.26625
FGF19	-4.80675
C14orf128	2.001
IFIT2	1.387125
TIGD1	-0.446
S100G	3.853
GUCY1B3	1.9895
NR3C1	0.9068
CORO1B	-1.40116666666667
PARP11	1.17791666666667
DNALI1	3.93266666666667
OR4N4	0.292
MAP2K6	0.544666666666667
FSTL4	-0.52325
ANKRD47	1.79175
TMEM171	-2.733
PNLIP	-0.0355
YY1	-1.14066666666667
CCDC138	-1.9975
AASDHPPT	-0.5681
CKS1B	-0.4972
MCM3	-1.70733333333333
ANAPC7	-0.679666666666667
FAM110A	0.47975
CDC37L1	1.9905
THTPA	0.654
NBPF20	-1.609
WDR24	-0.80325
NPTX2	-0.6515
CBLB	0.0191666666666666
CETN1	-0.0396666666666667
RPUSD1	-0.68475
FAF1	-1.017
CDK6	-1.8451
HMX2	0.8575
CSK	-1.64483333333333
TEAD2	-1.6405
SNAP25	-0.266
TUFT1	0.3384
TMTC3	0.2705
LCK	-2.45675
SGOL1	-2.82216666666667
AKTIP	1.43525
FURIN	-0.800375
SOX12	-2.60866666666667
DEFB103A	0.55675
RAMP1	-0.6615
KIR3DX1	-0.1285
GAS2L3	-2.85375
PDE8A	-0.6058
EDN3	5.15975
GMIP	0.043
SF3A2	0.34875
FN3KRP	-0.033
SMAD7	0.0525
RHBDD2	-0.76675
OR11H6	-0.204
PPP1R3B	1.8954
C9orf23	0.50625
CADPS	-2.46975
GOLGA8A	-1.684875
TMEM57	-0.00850000000000001
RGL3	0.087
S100A14	1.1145
FGFR2	2.1850625
XRCC3	-1.74025
RTN4RL2	0.4165
MGC3771	1.0595
GH2	-0.193166666666667
BTBD2	-1.34525
LMO2	1.12475
RDBP	-0.782375
ACRBP	-2.11425
AMY2A	3.958
DUOXA1	2.1665
PTK7	-0.726333333333333
TWF2	-0.4725
FAM80A	-0.8795
TNNI2	-0.860333333333333
GLT25D1	-1.38066666666667
OCC-1	-1.7185
CYC1	-1.79933333333333
RPL22	1.18854545454545
MORN3	0.0431666666666667
DISP1	1.49525
PRB2	1.234
CHUK	-0.0255
HR	0.177875
CCDC134	-1.211
DENND4B	-1.33475
C14orf130	-0.269375
RAB33A	-1.007
DCST2	-0.503
TNMD	3.49325
PEX7	1.24
FAM62A	0.632875
SRD5A2L	0.398
IL22	-0.12625
RPS26	-2.17916666666667
HOXC5	0.268
SPATA6	1.72775
FLJ38482	0.270625
ZNF234	0.742
C18orf22	1.0835
SPATA22	2.3055
THOC1	-0.5325
CYP7B1	3.64475
KCNC3	0.31475
C8orf42	0.0415
ALDH1B1	-0.666666666666667
CCDC100	0.2352
ARMC4	-1.6565
FAM18B2	0.108333333333333
SLC44A1	0.715125
FBXO17	-1.05833333333333
C6orf107	-2.5085
C19orf29	-1.05
ZC3HAV1L	0.343
PARP6	-0.3834
SULT2A1	-4.60425
C1orf159	-0.79425
TMC1	0.285
CHST14	-0.517125
GAMT	-1.02883333333333
SMCP	0.312
TSPAN33	-0.884
MIDN	-0.538375
NOX4	2.392
RNASEN	-0.0733
TBX1	-0.1064
SALL2	-0.0225
C10orf35	1.2195
CYP2E1	-0.885375
LRFN2	0.104
ACO1	0.590833333333333
IQCG	1.4851
MEGF9	1.77375
TM7SF4	1.18625
PLEKHA1	1.17206666666667
STK33	-2.51125
C1orf210	1.88925
SNUPN	0.3205
KIAA0406	-1.9912
C20orf29	0.24525
TMEM55B	-0.6215
OSTM1	0.0968125
CLCN7	-1.38125
OTP	-0.18375
FLJ23049	-0.99875
HEATR4	0.096
MAP3K10	0.0511666666666667
PCDHGA9	0.2635
AMDHD2	-0.945
LCTL	-2.583
PDCD2L	-0.739
CABLES2	-1.1285
SLC5A9	-0.64275
CLCA2	2.2875
MGC16025	-0.5635
STRAP	-0.8405
C20orf196	-0.8645
RRBP1	0.386833333333333
NAT13	-0.595
MAT2B	1.13025
CSNK1D	-1.6165
KIR3DL1	-0.415
PRKAG3	0.1035
ZNF599	-0.6885
PRM3	1.68
PER2	2.37616666666667
ASPHD1	-1.8655
PRMT6	-0.4135
KCNE1L	-0.253214285714286
FAM118A	0.494666666666667
TAF4	-0.65675
NDUFB6	-0.13575
TRIM9	-1.71316666666667
PMFBP1	-0.72275
KY	2.317
DKFZp762E1312	-4.39054545454545
CSMD1	-2.52175
TBP	-0.0175
OR1Q1	0.7975
RETNLB	-0.0343333333333333
HPGD	1.04153846153846
DNAJC12	-0.0795
FKBP1B	-0.56075
ANKRD24	-0.6275
CXXC5	-0.660166666666667
IL3	0.34225
DRAM	0.644
PTCH1	-0.482625
TP53BP1	-0.76925
SLC17A7	1.201875
COL25A1	-0.639333333333333
AMACR	-0.931
RHCG	-0.15725
VPS13A	-0.225
FAM55D	2.054
PRPF38B	0.297333333333333
OSBPL6	-0.04625
PFDN5	1.0501
CMTM6	0.649875
KCNK12	-2.10025
RP2	0.49075
C16orf52	-0.1615
PICK1	-0.895
IFNE1	-0.0248333333333333
SEMA4B	-0.85025
TYRO3	-0.1895
OR12D2	0.687
CSNK1A1	1.21815
FANCF	0.89525
LONP2	0.475625
TBL1Y	-0.875
LDOC1L	0.35125
CCNC	0.5185
C3orf60	-0.34925
CHKA	-0.879
UBAP1	-0.43625
MAP3K1	0.0465
ANKRD9	-0.884
FAM92A1	-0.195166666666667
GAB2	0.51825
AZU1	-0.131
DIS3	-0.206916666666667
C21orf109	-1.30875
IQCB1	0.049
SPATS2	-1.50566666666667
EFCAB3	-0.85125
PRB3	0.272625
FUZ	-0.2465
ZNF813	0.23075
BMPER	-0.0905
HEG1	-0.301125
ALS2CR11	-1.2635
SURF2	-0.149
PSMC1	-0.11925
OR2D2	0.1705
SLC7A8	1.8035
C4orf40	0.048
SPATA7	1.4505
MAZ	-1.53866666666667
PIN4	0.92675
PDE1A	-0.442375
TAF6L	-1.06766666666667
OR2T34	-0.1625
KIAA0284	0.36775
ACADS	0.944363636363636
MKRN2	-1.1835
C18orf56	-2.445
MS4A6E	1.14666666666667
GALNT4	-0.0779
C22orf31	1.833
FLJ36070	1.407
PSME4	-0.719
TFG	-0.476
EPHX2	1.57325
ANXA5	0.70675
KRTAP1-1	0.9168
BATF	1.373
KARS	-1.38375
MSTP9	0.694
GPR26	0.0525
CCDC72	-0.17725
TEF	0.743666666666667
FOXK1	-0.7289
PRLHR	1.2235
EMX1	0.432
C11orf30	-1.159875
ICK	0.82125
THSD7B	0.77125
C21orf100	-1.604
DUOX1	2.863
EFCAB4B	-0.98825
UBE2G2	-1.5395
C3orf54	0.6485
PARP1	-1.33675
FAM60A	-0.97575
C6orf146	-0.179
OR9K2	-0.256
DDX55	-1.3115
RPS15	0.533416666666667
ZNF618	0.6290625
DKFZp686D0972	1.29175
SSPO	-1.808
SHFM3P1	-0.346333333333333
CPA6	-1.75775
JAG2	1.132
DEFA3	1.35125
PPBPL2	-0.827
CD34	5.024
SLCO4A1	-1.915375
AFG3L1	-1.79166666666667
SHD	-1.0975
RP13-122B23.3	-1.4815
PRKCSH	-2.35716666666667
DPH5	0.1105
HLA-F	1.893625
TBC1D4	0.37425
RIG	0.271
GLUD1	-0.1685
HNRPCL1	-0.04225
HBXIP	0.00325
RNF207	-0.6195
APIP	0.12225
PLA2G3	-2.019
CCDC84	-0.23025
MYLIP	0.169230769230769
PHIP	0.573
AARS2	-0.429166666666667
DHX32	0.226
SCAPER	0.0896666666666667
MEN1	-0.344
NIP7	-0.3985
FLJ25404	0.1
FASTKD3	-0.5335
TMEM158	-2.46866666666667
RARA	1.4215
BDH1	-0.787
ANKRD16	-0.42675
CARM1	-0.7805
SS18	0.168166666666667
IKZF2	-0.17825
MYD88	-1.065625
PML	0.1985
TAF1A	-0.765
CBFB	-0.83
HIST1H3H	-2.536
C7orf29	-1.709
COMMD4	-1.029
DPP3	-2.47675
DAB2	1.875375
LOC388882	-0.864
YPEL4	0.35875
AGBL3	0.489
LRP6	0.1237
SERPINH1	-0.58375
TLE1	0.459
CD244	0.825333333333333
ZDHHC15	0.43275
MGLL	1.6042
PLDN	-0.407
LOC654346	0.6595
FAP	1.5165
GPR37	-1.2485
SCARA5	3.91166666666667
EBF4	1.45272727272727
LSM6	0.64225
MLLT1	-0.4683125
SLC5A12	0.44525
A2BP1	-1.22633333333333
COPS5	0.307833333333333
TPM4	-0.364785714285714
TNFSF4	-1.9155
ACADSB	2.19894444444444
HERPUD1	0.4415
BCL2L11	-0.720611111111111
CEP78	-1.306125
CDCA3	-2.81575
WBSCR19	1.0616
MYO1A	-1.684
PPEF1	0.270666666666667
LOC440348	-0.603
CPEB2	-0.070625
BPTF	-0.103583333333333
RPL21	1.1265625
GSX2	-0.0185
ADPRH	0.853333333333333
C17orf68	-0.219166666666667
KCNS1	3.38916666666667
MLLT6	-0.1006
PIWIL4	2.358
RNF26	-0.94325
RAP1B	1.944875
ADAMTS1	1.1202
ZNF571	1.02825
P2RY6	-1.35975
TRIM21	1.03066666666667
CADM3	-0.09775
NLRC5	0.324333333333333
ADRA2B	0.3005
LOC90835	-0.64475
PCF11	0.109
LOC400451	0.9205
GLTSCR1	0.1658
C17orf88	-1.09733333333333
CDH16	0.606
FGF7	4.0625
PCSK4	0.045
NPC1L1	-1.03283333333333
TAT	3.494125
TBCA	-0.77875
MGC33407	-0.17375
GPR115	-1.169625
CYGB	0.701
FNBP4	-0.4205
C12orf43	-0.52275
CBL	-0.8063
CLECL1	1.9855
PPAPDC1A	-2.0895
WDR25	-0.688833333333333
SGCA	1.194
C22orf29	-0.6385
YIPF1	0.58625
GALK2	-0.2785
RAB3B	-4.8708
LOC440087	-1.8625
UCP1	1.0885
REEP5	2.259
FADD	-1.0347
FOXA1	1.37275
CACNA1A	0.808
ABI1	0.332
GRIN2D	-0.75725
SLC1A4	-1.47166666666667
LOC401127	-1.87825
HINT2	0.2605
PLD4	-0.4365
ZNF286A	-1.1505
ENY2	-0.223
IL1F6	-1.085
PXDNL	-0.1025
C20orf79	0.260333333333333
TNFSF13B	2.57183333333333
DENND3	0.54925
JARID1D	-3.2695
HIST1H2AK	-0.250875
LOC93349	-0.965
SSH1	-1.291
ENSA	-0.818
LOC219854	0.887833333333333
CKAP2	-2.4908
DKFZP564J102	0.902833333333333
MGC87315	-0.836666666666667
HNRPAB	-1.462
AMH	-2.373
ZNF526	-0.117
BRUNOL5	0.1706
CACNG3	0.194166666666667
TRPM1	-3.463
PPP2R1A	-0.1825
COL2A1	-0.55875
DDN	-0.6175
FLJ25770	1.599
HK2	-0.460428571428571
ELOVL6	-1.7495
MDK	-0.949
EPHX1	0.1305
RASSF2	0.61325
DKFZP434B0335	-0.733
DLX3	-0.040375
PRTN3	-1.4715
AVPR1A	1.40725
C21orf125	-3.37975
TNFAIP8	0.808
GNB2L1	-0.059
CALCRL	2.85
SCGB2A2	8.79733333333333
UBXD7	-0.45625
ZNF674	0.182
TMEM35	1.028625
BRSK2	-1.235625
HECTD3	-1.25083333333333
TMEM188	0.0239166666666666
LGALS9	0.705875
SCARB2	0.444666666666667
USP34	-0.380916666666667
C17orf28	0.59325
ZDHHC23	-0.85175
AQP12B	0.613
SLC16A3	-3.427875
APLP2	-0.573125
ITIH2	-4.9935
MICAL3	-0.13275
TNNI3K	1.6218
HDAC2	0.79325
PRR7	-1.6192
THBS2	-0.444375
LOC751071	-0.714833333333333
CA2	-0.610833333333333
RANBP17	0.13075
RLN3	0.23525
CRYZ	0.588333333333333
GBAS	0.377833333333333
TAS1R1	0.1955
MPZL3	1.6535
PCDH8	0.72525
HSP90B1	0.0434166666666667
KCNK15	-0.8205
TNIP2	-0.566
GPR146	1.94825
NOL6	-0.7615
SPC25	-4.61511111111111
STEAP2	3.10628571428571
VAMP3	-0.0638333333333333
TCIRG1	-0.61225
ZP4	0.00850000000000003
PARL	0.17475
TRIM39	-0.159333333333333
KIAA1305	1.28625
CRNN	-0.0908
GRN	-0.8975
HSH2D	-2.963
SCAMP1	0.936375
KIAA1913	1.2755
PTS	-0.03075
BANP	-0.362214285714286
PRKACG	0.42875
ADCY6	0.5005
C16orf46	0.089
CYP51A1	-0.791875
DDC	-2.30825
ANPEP	0.5645
PROM1	3.54083333333333
SIGLEC10	1.88975
COPG	-0.884
FAM26E	1.451875
TRIP4	0.25975
SNX3	0.648833333333333
C1orf175	1.387
PPY2	0.23625
C14orf152	1.01575
FTSJ1	-1.985
DST	2.10505
LOC554235	0.655666666666667
GLRX5	-0.16825
C20orf12	0.9371
CAB39	0.286833333333333
MSH2	-0.956
PIP4K2C	0.08025
CYLD	0.546
WTAP	1.470125
MGAT4A	1.25544444444444
TSC22D4	-1.1838
CHRM2	-2.046
PPYR1	0.546166666666667
CCNH	0.2495
RRM1	-0.9415
ECAT8	-3.517
LOC400120	0.051
GABRA4	0.134142857142857
C14orf4	2.362
C1orf59	-0.05125
CTDSPL	1.126
NHEDC2	-0.6395
PDE11A	0.4000625
KLHL29	2.67725
CD5	-1.0438
TSPAN9	1.21633333333333
WDR67	-1.13425
THUMPD1	1.1659
C18orf17	-0.0425
CLYBL	1.49633333333333
FLJ13231	-0.672375
CMBL	-0.200625
LECT2	-1.4905
NKAPL	4.72
LOC654780	0.788
OR4C6	0.212
RAB30	-0.0851666666666667
TSSK4	-0.5635
TMEM163	-0.694
OSBPL11	1.02325
GNB5	-0.942666666666667
CCL21	1.297
C1orf121	-0.0986666666666667
FMO2	4.91983333333333
RPTN	-0.067
MSTN	1.112
VCL	-0.0737857142857142
FYTTD1	0.40175
C11orf1	0.477
CCDC88C	-0.4568125
HFE	-0.465611111111111
MOGAT1	1.627
FAM125B	-0.1835
IRGQ	-0.1365
RAVER2	0.30475
AKAP5	-2.834
SSSCA1	-0.90575
C11orf63	0.991625
ACTG2	4.2979
PORCN	-0.8165
DTL	-3.70736363636364
TMEM151	0.54975
FAM122C	-0.46375
RSAD2	1.2774
BAT4	-0.0595
KRTDAP	-0.572333333333333
MYH8	0.786125
CRTC3	0.01825
LRRFIP2	0.0716
INTS4	-0.596666666666667
TTN	-0.894333333333333
SLC26A5	-0.6
PLLP	-0.44875
RGS6	1.412375
SRGAP3	0.408625
ZNF525	-0.1685
NBR2	-0.743666666666667
C13orf1	0.4312
ZNF137	-0.244
CEP27	-1.7475
BEST2	0.001
RNF121	-0.6655
DMRTC2	-0.33275
C8orf76	-0.222
BCCIP	0.2625
MEST	0.91075
HTRA2	-0.7715
ANGPTL2	2.41425
ILKAP	0.112
ERAS	0.05
HBS1L	-0.34525
CPA5	1.288
TMEM30A	0.555166666666667
CD300LF	1.65266666666667
WISP3	3.7515
CRK	-0.0547857142857143
PDS5A	-0.0113
BRPF3	0.281
NEDD9	1.749375
SMPDL3B	-0.40025
PSG6	-0.4645
PSMD13	-0.8605
ETV5	-0.517
OR51A4	-0.0425
BTBD7	1.062
GSTO1	-1.10225
hCG_16001	1.566
MAD2L1BP	-0.363666666666667
COX6A2	-0.484
SCNN1A	0.6335
LSM1	0.289833333333333
UGT2B11	2.13625
IDUA	0.0985
PPP2R3C	-0.3705
COX11	-0.506833333333333
PDZK1	1.1205
ZNF443	-0.852166666666667
MGC21874	0.435166666666667
ZNF323	1.2302
KRTAP10-10	0.449
CXCL6	1.48975
SLC34A2	2.8098
LOC284402	0.502
NPTN	1.303
UPP1	-1.38516666666667
SLC6A9	-2.7985
OR7G3	0.260333333333333
CISD1	-0.760666666666667
ZNF545	-0.5005
SYT14	-0.8775
NT5C3L	-0.458833333333333
ZNHIT3	0.0268333333333333
SNRPD3	0.028
KIAA0701	0.728875
UNC93B1	-1.0575
GMNN	-0.533
SPCS2	0.757166666666667
LOC388524	0.5275
NAPRT1	0.0895
PNLIPRP1	2.397
OR6V1	0.7615
PRKAB1	-1.18025
EYA4	-2.70283333333333
KIF20A	-4.10675
ALG10	-0.449
ITPKC	1.48233333333333
LMX1B	0.445
RPUSD4	-0.366166666666667
C7orf34	0.623
DLGAP2	0.14
PFN1	-2.0784
MICALL2	-1.17841666666667
ZNF654	-0.3255
SS18L1	-0.6915
SLC16A8	0.91675
MKI67IP	0.266333333333333
ITGB3	-0.81325
TCEA3	1.9245
CEP152	-2.3138125
CLIP1	0.15575
ZNF75	0.2458125
ATP5C1	-0.676166666666667
NUDT5	-0.967
PSCDBP	1.1115
UBP1	-0.30025
RBM27	-0.22275
C13orf15	4.539125
ZNF282	-0.522666666666667
ZNF222	0.5461
COL10A1	0.75725
PRDM15	-0.968875
TTTY5	0.1865
FAM9C	-0.678
C20orf67	-1.1905
GNG13	2.7545
F12	-0.98175
C1orf41	-1.512
CPXCR1	null
GSK3A	-0.66175
SUPT6H	-1.09433333333333
PI16	3.90633333333333
ELL2	0.192583333333333
C9orf167	-2.016
PVRL3	-0.4647
FLJ38596	0.411
ADAM20	0.49425
GPR89A	-0.3735
GPR87	0.923
ZNF30	0.10375
SMR3B	5.38775
ZNF770	-0.153
TRPC4AP	-1.669
DKFZP686E2158	0.693666666666667
C2orf28	-0.145333333333333
FREM1	1.7775
LAMA4	1.24033333333333
ADPRHL2	-0.5135
EIF4G2	0.763
GUCA1A	-0.2025
CTNNA2	-1.89257142857143
NUDT15	-0.189
CEPT1	0.480333333333333
ZNFX1	-0.4431
CCDC92	0.7135
TDRD1	-2.705
KCNK5	-1.89216666666667
ETNK1	0.167083333333333
LTA	0.0155
TTPA	0.658166666666667
B3GALNT2	-0.799375
SC65	-2.0995
PEX5L	-3.149625
EPS15L1	-1.73375
MGEA5	0.494875
HIST1H3A	0.289
ING1	0.162
BCAT1	-3.4865
ORC6L	-3.64127272727273
KLK11	-1.19133333333333
C19orf28	-1.731
DNER	-2.68175
MED22	-1.06464285714286
ETV6	1.22591666666667
CHAC2	-1.26425
CD300E	-0.3915
CEBPB	1.69933333333333
ZNF398	0.2175
LRCH3	-0.0295
HMGA1	-2.12683333333333
CAPN7	0.310166666666667
MGC5566	-2.9555
CCL3	3.394125
NANOS1	0.664
ZFYVE19	-0.6775
APITD1	-0.962166666666667
PARD3	0.86925
IRAK4	-0.853333333333333
SERPINI2	-0.129
CEP170L	-1.3515
TTC9	1.749125
MYOM3	-1.25175
MLPH	-0.130375
LOC222699	-0.5475
NRG1	0.216416666666667
TBC1D9	2.67236363636364
TTK	-3.717
ZNF557	0.5651
DDX41	-1.1215
FANK1	2.2795
UBE2D2	-0.654875
PSMB10	0.276125
MYH7B	1.2475
GABARAPL2	0.377875
MARVELD2	0.975333333333333
DGCR2	0.921166666666667
UNC45A	-0.410333333333333
C6orf72	0.5825
ZNF683	5.03875
GIT2	0.15375
CASK	0.0993333333333333
C14orf161	3.22033333333333
LRRC44	0.7405
TIFA	0.519125
UTP11L	-0.55975
C6orf65	-1.91875
FDPS	-0.98075
DUSP9	-1.6801
SLC17A8	0.984666666666667
OR51G1	-0.251166666666667
NANS	-0.4795
OLFML1	2.13
ATP10B	-0.942875
NPAS3	0.7495
PRKCA	-1.8575
GGA2	0.489125
LCE4A	0.339
SPANXN3	0.478
CCDC115	1.28825
SDCCAG3	-0.848
GLIPR1L1	0.026
TTC1	-0.06075
C17orf76	0.932
MAD2L2	-2.0505
HIPK1	-0.3648
LRRC3B	2.86133333333333
CLN3	-0.576136363636364
C17orf47	1.021
FMN2	-2.16285714285714
TUBB1	-0.660285714285714
WAPAL	-0.142333333333333
C3orf21	-1.555375
SCN5A	-0.7068
SMYD1	3.60225
BEX5	2.60225
ZNF192	-1.1735
SEC22A	0.1975
GRIA2	1.92515384615385
KIAA0825	-1.4915
NUSAP1	-3.79127272727273
LANCL1	-0.104375
C15orf40	0.0831
ZNF645	0.22425
GPR61	0.2065
NLRP14	-0.555
SNX21	0.2792
C1QTNF8	0.509
C17orf46	0.535
IFNA8	0.426
SPRR1B	-2.455
FLRT1	-1.36225
SNX17	-1.21066666666667
ASB2	0.1335
HBG1	-5.1215
RPRML	2.238
JOSD2	-0.721
PLSCR3	0.5515
SPOCD1	-1.331
RAB39	-0.081
GHRH	1.11433333333333
ITIH5L	0.815
C17orf37	-0.0275
SMCR8	0.01925
DPY19L2P3	-0.323333333333333
IL11RA	2.23833333333333
GDF3	-4.188
RPS6KB1	-1.12766666666667
DNAJC19	0.6107
TOP1	-0.702
CRCT1	-0.16275
MPST	0.45325
DPM2	-0.824125
FAM38B	-2.2105
SLC18A1	-3.3156
FARP1	0.082
PAX7	-0.405
TUBD1	-1.02725
GNL3	-0.232625
BTG2	2.38513333333333
NDUFS6	-0.76425
C1orf79	-0.61625
ERAL1	-1.691
ECHS1	0.55975
VPS4A	-0.57
CYP11A1	0.1065
ABCC6	-0.610214285714286
PBX4	-0.8805
MOSC1	2.097
NCF4	-0.12575
HYMAI	1.936
NAGPA	-0.756375
OTOP2	0.17175
ACOT12	-0.09375
MTHFD2L	0.531125
LOC441376	2.3315
C19orf34	-0.3155
RAB1B	-2.1435
ALDOAP2	-2.3
NTRK1	-2.48366666666667
ARTS-1	2.4253
SLC6A11	-1.178
NAP1L2	2.616
CNGB1	-0.0413333333333333
EPB41L4B	1.58441666666667
FAM134B	2.16175
HS3ST3A1	-1.67216666666667
CPXM2	5.9135
SIRPB2	1.0425
CHORDC1	-0.2895
TRIB3	-2.20666666666667
SLC2A5	0.59575
C2orf49	-0.415166666666667
DDX5	0.62025
OR5L1	1.823
ANAPC4	0.773666666666667
ZSWIM1	0.368125
LOC93622	-0.58125
KCNK3	0.4528
RP11-35N6.1	0.22175
ZFP161	0.466166666666667
AQP9	2.72175
SLC15A2	0.0773333333333333
MREG	-0.1585
OR9I1	0.2205
PDLIM2	0.34025
ADAM7	0.197
GSTCD	-1.49733333333333
WDR21A	0.13725
SLC12A8	-0.202333333333333
TMEM174	0.52125
IGSF3	-0.52625
LRRN1	0.92125
LOC402117	-0.31125
SRPK1	-0.869
LY6K	-0.7491875
NFIA	3.451
PTCD3	0.115375
LEP	4.20716666666667
PCDH21	-1.42766666666667
MAPKAPK2	-0.614214285714286
NMNAT1	-0.234
LHFPL2	0.0108750000000001
C9orf43	0.15725
DIP2A	-1.429
ACTR8	0.038625
CCDC34	-0.42925
PTPN22	-0.78375
ITGA3	-1.12975
FAM129C	-0.752
RABGGTA	-0.574333333333333
UNC45B	-0.31425
KIAA1033	-0.074125
ZNF510	-0.800333333333333
CYP2D6	-0.703333333333333
SLC26A10	-0.6715
STX8	0.685
LUZP1	-0.15825
WDR89	-0.108666666666667
EIF4G3	-0.8581
C5AR1	0.946125
ZNF623	-1.473
A2M	1.78
TGM7	1.402
GRPEL1	-0.3945
LMNB2	-2.1136
ROCK2	0.280166666666667
SNX16	1.04525
CCDC66	0.352
ANXA3	2.246
KIAA1609	-0.4895
EED	-0.16025
RNF32	0.00199999999999996
HES1	0.5459
CLC	0.366
ISL1	-1.556
KIAA0528	0.226375
MANEA	0.435875
C1orf61	-3.046
hCG_2001000	1.78825
RAPGEF6	0.1347
KIAA0020	0.699333333333333
NEIL1	1.70525
C16orf45	0.2595
RBM10	-0.470833333333333
C10orf125	-0.353125
MRS2L	-1.0765
DNAH17	-1.859
C19orf10	-1.41475
C1orf160	-0.1355
SLFN12	1.2185
EXOC3	-0.799
HIST3H3	0.31175
NCOR2	-0.238333333333333
TNFRSF9	-1.47225
MFSD8	0.618
ALX1	-3.95
NOL1	-2.27525
PODN	3.19375
TIAL1	-0.97475
HIST1H1E	-1.777
NPY6R	-0.10325
TM4SF4	0.824333333333333
CORO2A	-0.48875
ETNK2	-1.54616666666667
APOE	0.582
ANGPT4	-0.247
HDGF2	-1.56775
G30	0.7145
ST8SIA4	-0.671875
F2RL1	0.3645
FAM19A4	2.19875
CCAR1	-0.85725
B3GNT7	0.33825
OPHN1	-0.0266666666666667
DSCR6	-1.9225
C21orf13	1.30716666666667
GAS2L1	0.0623333333333333
RFX3	0.3115
COPS4	0.48975
BCHE	-3.19066666666667
BCL2	3.317875
HBZ	-3.441
ARL13B	0.547625
MAPBPIP	0.160875
MYO15B	0.53225
SPZ1	0.130333333333333
KIAA1324	3.42877777777778
PLCL2	0.169875
C4orf29	-0.659
WDFY2	-0.283375
ZNF284	-1.7535
NAALADL1	-0.1045
DUSP5	0.759333333333333
PXDN	0.5145
SLMO1	-0.86075
TNXB	1.21
BIRC7	-1.537
A4GALT	0.686
TIMM22	-0.264
FAM110C	0.19575
TOMM34	-1.66875
ABHD9	0.864
ADAM32	4.788
CRHBP	2.60275
AQP2	0.258125
LOC130355	1.51075
ZNF187	0.9045
ZNF816A	0.4975
F7	0.711625
CNOT1	-1.255
SLC13A4	-1.26325
