Hybridization REF	TCGA-BH-A0HA-01A-11R-A12P-07
EPHA2	-0.608666666666667
C10orf46	0.59195
TCHH	-1.24033333333333
C3orf30	0.267333333333333
LOC285636	-0.0386666666666667
PAIP2	0.03325
CYP2U1	0.14625
C12orf34	-0.04
SARS2	-0.114
ZCWPW1	0.26775
SAMD12	1.684
KIAA1430	0.177
ACAT1	-0.444
MEOX1	3.51533333333333
ADAMDEC1	6.36075
PHKA2	-1.096
CARD11	-0.878333333333333
CALML4	-0.607
TSSC1	-0.583
TMEM45A	-0.633777777777778
MPP7	0.935375
POU1F1	0.6255
SLC2A13	0.1776
FBN2	0.5655
ZC3H7A	-0.1774
LAIR2	-1.16175
ST3GAL1	-0.198833333333333
LCT	-3.53625
GEMIN8	1.02316666666667
KLF16	0.7801
HIF3A	-0.2455
FAM44A	-0.607714285714286
AQP10	-1.3677
PLA2G2A	0.995
FOLH1	2.46333333333333
C20orf186	0.436
MAPKAP1	0.283375
SPRR2D	-1.5105
UBQLN4	0.382666666666667
RSHL1	0.263166666666667
PIAS3	-0.00550000000000001
MRPL24	1.005
GREB1	-1.3275
FAM27E3	-2.026
NUP62CL	-1.80375
NEUROG3	1.178
REEP3	0.79375
MARK1	2.708625
LMBRD1	0.831
PRPF19	-1.3895
PNMT	-0.753166666666667
CTGLF1	-1.0885
SLC25A16	0.15
EIF2B3	-1.0005
RPA2	-0.316
PAK6	1.2805
CCDC26	-5.09233333333333
SEMA3E	1.19125
MXD4	1.1321
TNFSF10	4.1818
SMARCB1	0.438166666666667
DTX3L	0.745833333333333
PLA2G4E	-0.4065
PPAP2A	1.5105
ULK1	-0.3935
TAS1R3	0.095
SLC2A3	-3.03354545454545
ARID3A	-2.03775
GNG5	0.04525
ACOX1	-0.2282
KIF5B	0.106
NUP153	-0.26875
MUC7	-0.7675
CSDE1	-0.209071428571429
CLPTM1	0.601
C3orf23	-0.412875
LRRC17	1.44966666666667
TTYH3	-0.641875
ATP5B	-0.621
ELF3	2.1548
CPSF3L	0.542666666666667
ZNF665	0.516833333333333
TLR6	0.1438
GPI	-1.163
RAD9A	-0.445
NDST4	-3.982
AGPAT3	0.410666666666667
MAGI3	0.747833333333333
ADORA2A	2.706125
CACNG7	0.124
CAMK2D	-0.2585
CCHCR1	-1.25975
RPS27A	-0.26775
OR10G7	0.331166666666667
GCM2	-0.754
FAM135B	0.4005
E2F1	-2.154
PLCB3	0.3945
OR2AE1	-0.3855
COIL	0.0218333333333333
CDC25C	-3.19183333333333
RAB11FIP2	0.2085
TSC2	0.81325
CTGLF5	-1.6905
CCDC108	0.1692
OR13C4	-0.44925
C10orf81	4.78175
PTPRB	2.41725
ACP2	0.4835
LAG3	0.20325
MRPL54	0.428
LOC201175	0.7375
ITGB1BP3	-2.1965
SPTAN1	1.34133333333333
SIPA1L2	0.1035
RCAN2	0.195
CDX2	-0.8885
ECOP	0.29425
ACTR1A	0.193071428571429
PPARG	-0.770666666666667
BBS10	0.256833333333333
TMEM44	-0.970625
BPIL2	-0.15275
CITED1	-0.57225
IRF6	3.70825
PRDM4	0.417166666666667
RRP9	-0.556166666666667
OR10H4	0.62875
IL31RA	0.0835
GNB1L	-1.26166666666667
MYBL2	-3.0205
ZNF407	1.32983333333333
PPIG	-0.7995
TTC18	1.14025
RPSA	-0.3295
MAPT	2.16614285714286
MRE11A	-0.228
C8orf37	-0.385333333333333
RASGEF1C	-0.531666666666667
STBD1	0.1835
CTAG2	-0.981666666666667
MGAT5B	-2.15466666666667
ECM1	1.910125
RLN1	0.805
PARP14	0.7200625
EPB41L1	0.326
HOXA3	0.129333333333333
MAGEA9	-4.98675
RPS8	0.222
RPS19BP1	0.11525
FOXJ2	0.398875
C10orf76	0.308625
IL17RE	-0.22675
C10orf65	-2.1895
ZNF343	-0.062
FBXO33	-0.718125
UHMK1	1.2389
LY6G6C	-0.72725
FGF19	-2.0935
C14orf128	-0.611833333333333
IFIT2	1.16175
TIGD1	-0.71425
S100G	-0.049
GUCY1B3	2.9435
NR3C1	-0.0104
CORO1B	0.6015
PARP11	0.520833333333333
DNALI1	3.46766666666667
OR4N4	0.656625
MAP2K6	0.0995
FSTL4	-0.268
ANKRD47	1.76375
TMEM171	-1.232
PNLIP	0.78925
YY1	-0.0923333333333333
CCDC138	-1.84133333333333
AASDHPPT	-0.8032
CKS1B	-0.9565
MCM3	-1.3195
ANAPC7	-0.404333333333333
FAM110A	1.017
CDC37L1	1.531
THTPA	1.15575
NBPF20	-1.4635
WDR24	0.66575
NPTX2	-0.12
CBLB	0.773833333333333
CETN1	0.448333333333333
RPUSD1	0.20025
FAF1	-0.53275
CDK6	-2.685
HMX2	-0.038
CSK	0.353833333333333
TEAD2	1.4415
SNAP25	-0.8055
TUFT1	1.0477
TMTC3	0.1795
LCK	-1.30825
SGOL1	-2.64933333333333
AKTIP	0.878
FURIN	0.337
SOX12	-0.0786666666666666
DEFB103A	-0.873
RAMP1	0.37425
KIR3DX1	0.1035
GAS2L3	-2.16225
PDE8A	-1.057
EDN3	3.8655
GMIP	0.739
SF3A2	0.94925
FN3KRP	0.1545
SMAD7	1.0505
RHBDD2	0.7885
OR11H6	-0.7725
PPP1R3B	0.881
C9orf23	-0.1245
CADPS	-1.01225
GOLGA8A	-3.0595
TMEM57	0.447333333333333
RGL3	0.517
S100A14	3.01625
FGFR2	2.337875
XRCC3	-0.701
RTN4RL2	0.21
MGC3771	1.5975
GH2	0.4775
BTBD2	0.733
LMO2	0.943
RDBP	-0.667625
ACRBP	-1.75475
AMY2A	2.07225
DUOXA1	0.719
PTK7	1.64916666666667
TWF2	0.265666666666667
FAM80A	-2.03075
TNNI2	-2.56583333333333
GLT25D1	-0.437333333333333
OCC-1	-1.566
CYC1	-0.587333333333333
RPL22	0.301636363636364
MORN3	1.65666666666667
DISP1	1.91875
PRB2	-0.539
CHUK	0.23875
HR	-0.049125
CCDC134	-0.1705
DENND4B	-0.13525
C14orf130	-0.222375
RAB33A	-1.51125
DCST2	0.3035
TNMD	-1.60525
PEX7	0.26725
FAM62A	0.054625
SRD5A2L	0.274
IL22	-0.32175
RPS26	-0.690833333333333
HOXC5	0.9335
SPATA6	1.239
FLJ38482	-0.00375000000000002
ZNF234	0.533
C18orf22	0.7275
SPATA22	0.56025
THOC1	-0.729
CYP7B1	3.16475
KCNC3	0.75075
C8orf42	0.0995
ALDH1B1	0.278333333333333
CCDC100	0.4872
ARMC4	-1.677
FAM18B2	0.22375
SLC44A1	0.961
FBXO17	-0.959666666666667
C6orf107	-0.81925
C19orf29	-0.0895
ZC3HAV1L	-0.2565
PARP6	-0.0392
SULT2A1	-4.844375
C1orf159	-0.4775
TMC1	0.204
CHST14	0.38375
GAMT	-0.411
SMCP	-0.00516666666666665
TSPAN33	0.25675
MIDN	-0.255
NOX4	2.2775
RNASEN	-0.7569
TBX1	1.02066666666667
SALL2	0.397
C10orf35	1.0935
CYP2E1	-0.625625
LRFN2	1.67316666666667
ACO1	-1.3465
IQCG	0.919
MEGF9	1.92875
TM7SF4	2.128
PLEKHA1	0.4906
STK33	-2.93
C1orf210	2.4125
SNUPN	0.2211
KIAA0406	-0.8429
C20orf29	-0.4655
TMEM55B	0.12775
OSTM1	-1.072
CLCN7	0.4975
OTP	-0.25825
FLJ23049	-0.07125
HEATR4	0.7975
MAP3K10	1.07433333333333
PCDHGA9	0.3465
AMDHD2	0.54375
LCTL	-2.5125
PDCD2L	-0.704
CABLES2	-0.888
SLC5A9	-0.71425
CLCA2	0.00566666666666666
MGC16025	-0.957
STRAP	-1.02383333333333
C20orf196	0.117
RRBP1	0.0201666666666667
NAT13	-0.77325
MAT2B	0.484125
CSNK1D	-0.744333333333333
KIR3DL1	0.44725
PRKAG3	-0.6555
ZNF599	1.207
PRM3	0.652
PER2	1.0575
ASPHD1	-2.8275
PRMT6	-0.35125
KCNE1L	0.220357142857143
FAM118A	0.4945
TAF4	-0.527
NDUFB6	-0.76475
TRIM9	-0.166916666666667
PMFBP1	-1.33275
KY	0.762
DKFZp762E1312	-3.87018181818182
CSMD1	-0.96675
TBP	-0.622833333333333
OR1Q1	-0.0346666666666667
RETNLB	0.151
HPGD	2.97285714285714
DNAJC12	3.0845
FKBP1B	-1.26625
ANKRD24	0.0464
CXXC5	-0.347833333333333
IL3	-0.04675
DRAM	0.3932
PTCH1	-1.0765
TP53BP1	0.60525
SLC17A7	-0.304875
COL25A1	-1.6563
AMACR	0.0555
RHCG	-0.26125
VPS13A	-0.87825
FAM55D	0.777
PRPF38B	-0.790083333333333
OSBPL6	-1.08325
PFDN5	0.5517
CMTM6	0.61475
KCNK12	-1.3565
RP2	0.1505
C16orf52	-1.693
PICK1	1
IFNE1	-1.43216666666667
SEMA4B	1.3085
TYRO3	-1.79325
OR12D2	-0.77
CSNK1A1	0.2839
FANCF	0.566
LONP2	-0.384
TBL1Y	0.49975
LDOC1L	0.246
CCNC	-0.2595
C3orf60	-0.22425
CHKA	-1.1155
UBAP1	0.853
MAP3K1	0.6525
ANKRD9	-1.2805
FAM92A1	-1.36266666666667
GAB2	0.440125
AZU1	-0.63175
DIS3	-0.092
C21orf109	-2.66175
IQCB1	-0.171
SPATS2	-0.313666666666667
EFCAB3	-0.692
PRB3	-0.092375
FUZ	0.422
ZNF813	0.7095
BMPER	-0.512666666666667
HEG1	0.760375
ALS2CR11	-2.53475
SURF2	-0.24975
PSMC1	-0.3685
OR2D2	-2.3355
SLC7A8	1.98333333333333
C4orf40	-0.022
SPATA7	0.469
MAZ	0.310833333333333
PIN4	-0.24225
PDE1A	1.246125
TAF6L	0.508
OR2T34	0.1265
KIAA0284	0.18875
ACADS	0.582090909090909
MKRN2	-0.121
C18orf56	-4.0045
MS4A6E	0.306333333333333
GALNT4	0.3609
C22orf31	0.034
FLJ36070	-0.327
PSME4	0.28275
TFG	-0.2059
EPHX2	1.725375
ANXA5	-0.00812500000000001
KRTAP1-1	-0.6657
BATF	2.5285
KARS	-1.6115
MSTP9	-0.9255
GPR26	-0.132625
CCDC72	-0.0735
TEF	1.23966666666667
FOXK1	-0.6936
PRLHR	0.5625
EMX1	0.8295
C11orf30	-0.20925
ICK	0.099375
THSD7B	0.58075
C21orf100	-0.8125
DUOX1	2.506
EFCAB4B	-0.21925
UBE2G2	-1.19383333333333
C3orf54	0.48275
PARP1	-0.276
FAM60A	-0.831833333333333
C6orf146	0.2695
OR9K2	0.421
DDX55	-1.79066666666667
RPS15	0.528083333333333
ZNF618	0.89775
DKFZp686D0972	1.1145
SSPO	-0.7095
SHFM3P1	0.863333333333333
CPA6	-0.04575
JAG2	1.40275
DEFA3	-0.0975
PPBPL2	-0.4266
CD34	4.41175
SLCO4A1	-2.8315
AFG3L1	-1.5535
SHD	-1.37775
RP13-122B23.3	-0.288333333333333
PRKCSH	0.124166666666667
DPH5	-0.314166666666667
HLA-F	1.8325
TBC1D4	-0.51425
RIG	-0.200166666666667
GLUD1	0.3255
HNRPCL1	0.70025
HBXIP	-0.52225
RNF207	-0.337
APIP	-0.491
PLA2G3	3.0575
CCDC84	-1.60575
MYLIP	-0.00507692307692312
PHIP	-0.1275
AARS2	-0.240833333333333
DHX32	0.45775
SCAPER	-0.00366666666666664
MEN1	0.361571428571429
NIP7	-1.525
FLJ25404	0.188
FASTKD3	-0.79725
TMEM158	-1.60133333333333
RARA	1.748
BDH1	0.2425
ANKRD16	0.80525
CARM1	-0.108
SS18	0.574166666666667
IKZF2	-0.371583333333333
MYD88	0.5635
PML	0.44715
TAF1A	-0.8645
CBFB	-0.772625
HIST1H3H	-1.867
C7orf29	-1.29975
COMMD4	-0.570833333333333
DPP3	-0.73125
DAB2	0.701375
LOC388882	0.1835
YPEL4	0.341625
AGBL3	0.7875
LRP6	0.3441
SERPINH1	0.273583333333333
TLE1	-0.80775
CD244	0.925
ZDHHC15	0.1905
MGLL	0.4752
PLDN	-0.242
LOC654346	2.043
FAP	3.52925
GPR37	-1.022
SCARA5	2.7885
EBF4	1.39
LSM6	-0.411
MLLT1	-0.00512500000000001
SLC5A12	-1.04975
A2BP1	-2.0895
COPS5	-0.264
TPM4	-0.087
TNFSF4	0.4635
ACADSB	0.898888888888889
HERPUD1	0.116
BCL2L11	-0.281111111111111
CEP78	-1.368625
CDCA3	-2.367625
WBSCR19	-0.1342
MYO1A	-2.2665
PPEF1	1.77466666666667
LOC440348	-0.55775
CPEB2	0.898625
BPTF	-0.411333333333333
RPL21	0.255125
GSX2	-0.168
ADPRH	1.71066666666667
C17orf68	0.7925
KCNS1	-0.641666666666667
MLLT6	0.4617
PIWIL4	0.79525
RNF26	-0.58775
RAP1B	0.765375
ADAMTS1	-1.1204
ZNF571	1.31825
P2RY6	-0.129
TRIM21	0.817
CADM3	0.4715
NLRC5	0.376833333333333
ADRA2B	-0.0903333333333333
LOC90835	0.309875
PCF11	0.4265
LOC400451	2.19
GLTSCR1	0.7411
C17orf88	-0.6815
CDH16	-2.0295
FGF7	3.037125
PCSK4	0.182
NPC1L1	-0.5515
TAT	0.173375
TBCA	-0.83425
MGC33407	-0.08175
GPR115	-2.16775
CYGB	1.512
FNBP4	-1.27533333333333
C12orf43	0.057
CBL	-0.4809
CLECL1	1.9495
PPAPDC1A	1.76925
WDR25	0.6145
SGCA	1.447
C22orf29	0.439
YIPF1	1.0785
GALK2	-0.56425
RAB3B	-3.31091666666667
LOC440087	1.0785
UCP1	-0.444
REEP5	1.323
FADD	-0.3919
FOXA1	3.13525
CACNA1A	0.193833333333333
ABI1	0.188166666666667
GRIN2D	1.37675
SLC1A4	-0.558166666666667
LOC401127	-1.36875
HINT2	0.27425
PLD4	1.34883333333333
ZNF286A	-0.843
ENY2	-0.709
IL1F6	0.2485
PXDNL	1.86225
C20orf79	0.26575
TNFSF13B	2.6155
DENND3	-0.166375
JARID1D	-3.913
HIST1H2AK	-0.239625
LOC93349	-0.8893
SSH1	-1.0245
ENSA	0.17175
LOC219854	0.254166666666667
CKAP2	-1.8999
DKFZP564J102	0.830333333333333
MGC87315	-0.493833333333333
HNRPAB	-0.876
AMH	-2.2335
ZNF526	0.6975
BRUNOL5	-0.6498
CACNG3	-0.216333333333333
TRPM1	-2.7765
PPP2R1A	0.539375
COL2A1	-0.76075
DDN	-0.370666666666667
FLJ25770	1.76483333333333
HK2	-0.867785714285714
ELOVL6	-0.94975
MDK	-0.27275
EPHX1	1.4445
RASSF2	0.714875
DKFZP434B0335	-0.518
DLX3	-0.666625
PRTN3	-0.85075
AVPR1A	1.7285
C21orf125	-2.15875
TNFAIP8	-1.12266666666667
GNB2L1	0.25175
CALCRL	4.2915
SCGB2A2	5.34083333333333
UBXD7	-0.61375
ZNF674	0.113
TMEM35	0.823875
BRSK2	-0.00675
HECTD3	0.605333333333333
TMEM188	-0.399333333333333
LGALS9	2.11875
SCARB2	1.34991666666667
USP34	0.336083333333333
C17orf28	1.66183333333333
ZDHHC23	-0.87775
AQP12B	0.042
SLC16A3	-2.564375
APLP2	-0.0275
ITIH2	-3.41675
MICAL3	-0.464
TNNI3K	0.8231
HDAC2	0.064125
PRR7	-0.2447
THBS2	0.68925
LOC751071	-0.716
CA2	-0.975166666666667
RANBP17	-1.32675
RLN3	0.4315
CRYZ	-0.134166666666667
GBAS	0.683666666666667
TAS1R1	-0.337
MPZL3	0.295
PCDH8	-2.55475
HSP90B1	-0.568666666666667
KCNK15	0.0315
TNIP2	0.199666666666667
GPR146	0.246
NOL6	-0.07325
SPC25	-4.41133333333333
STEAP2	4.0195
VAMP3	0.275333333333333
TCIRG1	-0.0565
ZP4	-0.405333333333333
PARL	0.0305
TRIM39	0.156
KIAA1305	1.45025
CRNN	0.27
GRN	0.56925
HSH2D	-0.801
SCAMP1	0.2928125
KIAA1913	1.74925
PTS	-0.85475
BANP	-0.0443571428571429
PRKACG	0.2035
ADCY6	0.841
C16orf46	0.7945
CYP51A1	-0.27575
DDC	-5.60575
ANPEP	-0.0166666666666667
PROM1	3.56883333333333
SIGLEC10	2.218
COPG	0.885
FAM26E	2.003375
TRIP4	0.2165
SNX3	0.556833333333333
C1orf175	0.311333333333333
PPY2	-0.218
C14orf152	1.41525
FTSJ1	-0.2635
DST	0.5452
LOC554235	-0.3485
GLRX5	0.165
C20orf12	1.0282
CAB39	0.460333333333333
MSH2	-1.61966666666667
PIP4K2C	0.7885
CYLD	0.607
WTAP	0.739875
MGAT4A	1.78788888888889
TSC22D4	-0.0616
CHRM2	-1.6425
PPYR1	0.0266666666666667
CCNH	-0.968666666666667
RRM1	-1.46275
ECAT8	-3.42875
LOC400120	-0.286
GABRA4	0.392285714285714
C14orf4	1.99133333333333
C1orf59	-0.112
CTDSPL	0.378666666666667
NHEDC2	-0.1295
PDE11A	-1.1331875
KLHL29	-0.3805
CD5	-0.3169
TSPAN9	1.8175
WDR67	-1.96375
THUMPD1	0.5985
C18orf17	-0.29
CLYBL	-0.705666666666667
FLJ13231	-0.522625
CMBL	0.164875
LECT2	-0.406666666666667
NKAPL	2.31033333333333
LOC654780	0.656
OR4C6	0.231
RAB30	1.63333333333333
TSSK4	-0.421
TMEM163	0.2185
OSBPL11	0.188083333333333
GNB5	-1.8735
CCL21	3.08125
C1orf121	-0.0108333333333333
FMO2	3.027
RPTN	2.065
MSTN	0.1145
VCL	0.0269285714285714
FYTTD1	0.05625
C11orf1	0.1
CCDC88C	-0.1909375
HFE	-0.561722222222222
MOGAT1	-0.5945
FAM125B	0.578
IRGQ	0.2115
RAVER2	-0.13325
AKAP5	-1.6
SSSCA1	-0.2935
C11orf63	1.498375
ACTG2	1.8816
PORCN	-1.247
DTL	-2.15027272727273
TMEM151	0.148
FAM122C	-0.525
RSAD2	2.4631
BAT4	-0.6755
KRTDAP	-0.5475
MYH8	1.156375
CRTC3	0.9855
LRRFIP2	0.0592
INTS4	0.0826666666666667
TTN	-1.38333333333333
SLC26A5	0.6155
PLLP	-0.43925
RGS6	-0.46525
SRGAP3	0.251
ZNF525	0.412833333333333
NBR2	-0.225833333333333
C13orf1	-0.5737
ZNF137	0.4985
CEP27	-2.1495
BEST2	-0.2635
RNF121	-0.49925
DMRTC2	2.8485
C8orf76	-0.86775
BCCIP	-0.674375
MEST	-0.07025
HTRA2	0.088
ANGPTL2	1.47225
ILKAP	-0.354333333333333
ERAS	-0.363
HBS1L	-1.098375
CPA5	-0.5245
TMEM30A	0.98
CD300LF	2.16866666666667
WISP3	2.846
CRK	0.711357142857143
PDS5A	-0.2658
BRPF3	0.643333333333333
NEDD9	0.631875
SMPDL3B	1.53875
PSG6	0.0535000000000001
PSMD13	0.4785
ETV5	-1.45075
OR51A4	0.159
BTBD7	0.464583333333333
GSTO1	-1.0845
hCG_16001	0.7475
MAD2L1BP	-0.3965
COX6A2	1.795
SCNN1A	2.1855
LSM1	-0.0141666666666667
UGT2B11	-3.388
IDUA	1.56125
PPP2R3C	-0.6285
COX11	-0.984666666666667
PDZK1	-3.5175
ZNF443	0.983833333333333
MGC21874	1.19266666666667
ZNF323	2.1692
KRTAP10-10	0.184
CXCL6	-0.582
SLC34A2	2.6567
LOC284402	-0.0265
NPTN	1.14825
UPP1	-1.96283333333333
SLC6A9	-0.637
OR7G3	-0.1165
CISD1	-0.642333333333333
ZNF545	-0.064
SYT14	-1.1375
NT5C3L	0.0793333333333333
ZNHIT3	-0.601333333333333
SNRPD3	-0.3175
KIAA0701	0.480125
UNC93B1	0.117
GMNN	-2.396875
SPCS2	0.300333333333333
LOC388524	0.0545
NAPRT1	-0.000625000000000004
PNLIPRP1	-0.536333333333333
OR6V1	0.601
PRKAB1	0.33175
EYA4	-2.67666666666667
KIF20A	-3.1825
ALG10	-0.3735
ITPKC	1.0005
LMX1B	1.384
RPUSD4	-0.6435
C7orf34	0.0821666666666667
DLGAP2	0.458375
PFN1	0.2826
MICALL2	-0.19825
ZNF654	-0.7555
SS18L1	-0.855375
SLC16A8	0.703
MKI67IP	-0.198166666666667
ITGB3	-0.68375
TCEA3	1.2065
CEP152	-2.720375
CLIP1	0.468
ZNF75	0.2721875
ATP5C1	-0.846
NUDT5	-1.21566666666667
PSCDBP	0.62275
UBP1	0.104
RBM27	-0.444
C13orf15	2.487125
ZNF282	0.560333333333333
ZNF222	-0.0614
COL10A1	4.85625
PRDM15	-0.8105
TTTY5	-0.8405
FAM9C	-0.982583333333333
C20orf67	1.20275
GNG13	-0.8065
F12	0.42125
C1orf41	-1.1775
CPXCR1	0.356
GSK3A	0.449125
SUPT6H	0.596666666666667
PI16	2.35466666666667
ELL2	-1.03933333333333
C9orf167	-1.454
PVRL3	-1.9339
FLJ38596	0.642
ADAM20	-0.04125
GPR89A	0.012
GPR87	-0.709
ZNF30	1.32075
SMR3B	0.652
ZNF770	0.021875
TRPC4AP	-0.293
DKFZP686E2158	0.502166666666667
C2orf28	0.311166666666667
FREM1	0.6815
LAMA4	0.686833333333333
ADPRHL2	-0.107
EIF4G2	0.704666666666667
GUCA1A	-0.466
CTNNA2	-2.705
NUDT15	-0.957833333333333
CEPT1	-0.07
ZNFX1	1.1343
CCDC92	1.283
TDRD1	-1.345
KCNK5	-1.07883333333333
ETNK1	0.35275
LTA	0.0285
TTPA	0.303166666666667
B3GALNT2	-0.268625
SC65	0.362833333333333
PEX5L	-2.04257142857143
EPS15L1	0.673
MGEA5	-0.463
HIST1H3A	0.74825
ING1	0.15925
BCAT1	-3.341125
ORC6L	-4.24663636363636
KLK11	-3.80366666666667
C19orf28	-1.263875
DNER	-4.091
MED22	-0.564428571428571
ETV6	1.34516666666667
CHAC2	-2.28925
CD300E	-0.096
CEBPB	-0.0478333333333333
ZNF398	-0.2075
LRCH3	-0.206
HMGA1	-2.082
CAPN7	-0.1395
MGC5566	-3.00625
CCL3	2.59728571428571
NANOS1	0.169
ZFYVE19	-0.13625
APITD1	-0.7385
PARD3	0.745
IRAK4	-0.0893333333333333
SERPINI2	1.489
CEP170L	-0.0355
TTC9	2.643375
MYOM3	-1.11575
MLPH	1.046
LOC222699	0.591
NRG1	-1.37591666666667
TBC1D9	4.08790909090909
TTK	-3.591
ZNF557	0.5186
DDX41	-0.145166666666667
FANK1	1.82
UBE2D2	-0.10775
PSMB10	0.446
MYH7B	0.6225
GABARAPL2	-0.565625
MARVELD2	1.47766666666667
DGCR2	0.748166666666667
UNC45A	0.229
C6orf72	0.3345
ZNF683	4.0375
GIT2	0.16025
CASK	0.368
C14orf161	2.01666666666667
LRRC44	-0.34825
TIFA	0.50725
UTP11L	-0.54525
C6orf65	0.3155
FDPS	-0.12125
DUSP9	-1.9089
SLC17A8	0.144333333333333
OR51G1	-0.0226666666666667
NANS	-0.155
OLFML1	1.86875
ATP10B	-1.2475
NPAS3	-0.79925
PRKCA	-2.156
GGA2	-0.3286875
LCE4A	0.278
SPANXN3	0.20875
CCDC115	1.387875
SDCCAG3	-0.73175
GLIPR1L1	1.23833333333333
TTC1	-0.06475
C17orf76	0.49525
MAD2L2	-1.28925
HIPK1	-0.2844
LRRC3B	0.9035
CLN3	-0.537409090909091
C17orf47	-0.909
FMN2	-1.7135
TUBB1	-2.235
WAPAL	0.0255
C3orf21	-0.249625
SCN5A	-0.476
SMYD1	0.899
BEX5	0.89575
ZNF192	0.00899999999999995
SEC22A	-0.1995
GRIA2	1.36328571428571
KIAA0825	-1.22975
NUSAP1	-3.26536363636364
LANCL1	-0.22575
C15orf40	-0.738
ZNF645	0.453125
GPR61	-0.09325
NLRP14	0.0635
SNX21	-0.1294
C1QTNF8	-0.1525
C17orf46	0.17075
IFNA8	-0.014
SPRR1B	-2.60833333333333
FLRT1	-0.7
SNX17	0.334666666666667
ASB2	0.147666666666667
HBG1	-4.4975
RPRML	-1.58925
JOSD2	0.703166666666667
PLSCR3	0.69475
SPOCD1	-1.65166666666667
RAB39	-0.827
GHRH	-0.5295
ITIH5L	0.321
C17orf37	0.57675
SMCR8	0.3345
DPY19L2P3	-0.901833333333334
IL11RA	0.9595
GDF3	-3.76966666666667
RPS6KB1	-1.25283333333333
DNAJC19	-0.0444
TOP1	0.00350000000000001
CRCT1	-0.716625
MPST	0.169125
DPM2	0.4435
FAM38B	0.779666666666667
SLC18A1	-1.2855
FARP1	1.13183333333333
PAX7	-0.06825
TUBD1	-1.6635
GNL3	-0.346125
BTG2	2.66033333333333
NDUFS6	-0.87075
C1orf79	-1.73825
ERAL1	0.553
ECHS1	0.34175
VPS4A	-0.671
CYP11A1	-0.2
ABCC6	-1.52864285714286
PBX4	-2.939
MOSC1	-0.775625
NCF4	0.261
HYMAI	0.846
NAGPA	-0.093625
OTOP2	0.03475
ACOT12	-0.58225
MTHFD2L	-0.522125
LOC441376	1.30875
C19orf34	-3.014
RAB1B	0.5815
ALDOAP2	-0.7165
NTRK1	-0.927
ARTS-1	-0.1349
SLC6A11	-1.112
NAP1L2	1.1565
CNGB1	-0.173666666666667
EPB41L4B	0.952833333333333
FAM134B	1.087625
HS3ST3A1	-1.11366666666667
CPXM2	4.82
SIRPB2	-0.6715
CHORDC1	-1.27483333333333
TRIB3	-1.25233333333333
SLC2A5	0.25
C2orf49	-0.815833333333333
DDX5	-0.20625
OR5L1	1.247
ANAPC4	-0.6655
ZSWIM1	0.34425
LOC93622	-0.330625
KCNK3	-0.5774
RP11-35N6.1	-1.4955
ZFP161	0.503166666666667
AQP9	1.78975
SLC15A2	1.4635
MREG	0.108
OR9I1	0.611
PDLIM2	0.3565
ADAM7	0.5195
GSTCD	-0.254666666666667
WDR21A	0.64525
SLC12A8	1.73633333333333
TMEM174	0.04125
IGSF3	1.21691666666667
LRRN1	0.04925
LOC402117	-0.2305
SRPK1	-1.705
LY6K	-1.0531875
NFIA	2.9055
PTCD3	-0.623375
LEP	2.2865
PCDH21	-0.301333333333333
MAPKAPK2	1.039
NMNAT1	-0.3685
LHFPL2	0.820125
C9orf43	-0.095
DIP2A	-0.638833333333333
ACTR8	-0.192
CCDC34	-1.06775
PTPN22	-0.67625
ITGA3	0.252
FAM129C	0.6375
RABGGTA	0.431333333333333
UNC45B	0.3835
KIAA1033	-0.1855
ZNF510	0.3475
CYP2D6	-0.6295
SLC26A10	-1.602
STX8	-0.08875
LUZP1	0.42075
WDR89	-0.201333333333333
EIF4G3	-0.4259
C5AR1	0.815375
ZNF623	0.291
A2M	1.73325
TGM7	-1.166
GRPEL1	-0.838333333333333
LMNB2	-1.4828
ROCK2	-0.189666666666667
SNX16	0.4335
CCDC66	0.25025
ANXA3	0.25325
KIAA1609	-0.68925
EED	-0.993
RNF32	0.3705
HES1	1.1079
CLC	0.971333333333333
ISL1	-0.551166666666667
KIAA0528	0.065125
MANEA	0.433875
C1orf61	-1.97
hCG_2001000	0.672
RAPGEF6	-0.4614
KIAA0020	-0.425
NEIL1	1.12175
C16orf45	0.735375
RBM10	-0.0428333333333333
C10orf125	-1.31025
MRS2L	-0.7775
DNAH17	-1.26875
C19orf10	-0.3705
C1orf160	0.764
SLFN12	1.68175
EXOC3	0.126166666666667
HIST3H3	0.414
NCOR2	0.0835
TNFRSF9	0.58525
MFSD8	0.06
ALX1	-4.17783333333333
NOL1	-0.667
PODN	3.066
TIAL1	-0.743
HIST1H1E	-1.82575
NPY6R	0.50275
TM4SF4	0.28575
CORO2A	-0.21625
ETNK2	0.389
APOE	0.9138
ANGPT4	0.3365
HDGF2	-0.24925
G30	-2.013
ST8SIA4	-0.68725
F2RL1	-0.517125
FAM19A4	-3.6895
CCAR1	-0.888
B3GNT7	0.25625
OPHN1	-0.4279
DSCR6	-2.798
C21orf13	0.856833333333333
GAS2L1	0.60925
RFX3	0.814833333333333
COPS4	-0.193875
BCHE	-3.3115
BCL2	3.307875
HBZ	-2.704
ARL13B	-0.08975
MAPBPIP	1.053625
MYO15B	0.0735
SPZ1	0.8525
KIAA1324	2.35522222222222
PLCL2	0.375625
