Hybridization REF	TCGA-E2-A1B5-01A-21R-A12P-07
PNLIPRP1	-0.0907499999999999
OR6V1	1.1505
PRKAB1	-0.49275
EYA4	-2.7565
KIF20A	-0.8155
ALG10	-1.9455
ITPKC	1.2505
LMX1B	0.400833333333333
RPUSD4	0.198
C7orf34	-0.127
DLGAP2	0.2285
PFN1	0.5084
MICALL2	0.607916666666667
ZNF654	-0.8475
SS18L1	-1.207875
SLC16A8	2.57375
MKI67IP	-0.4525
ITGB3	-1.243625
TCEA3	1.73158333333333
CEP152	-0.76225
CLIP1	0.34025
ZNF75	0.755
ATP5C1	-0.306333333333333
NUDT5	0.202166666666667
PSCDBP	3.19075
UBP1	-0.24975
RBM27	0.10175
C13orf15	2.324
ZNF282	-0.256
ZNF222	-0.1532
COL10A1	4.2185
PRDM15	0.340875
TTTY5	-0.0065
FAM9C	-0.55125
C20orf67	0.612
GNG13	0.996
F12	-0.62025
C1orf41	-0.47125
CPXCR1	-0.0785
GSK3A	0.388625
SUPT6H	0.107833333333333
PI16	0.566833333333333
ELL2	-1.77358333333333
C9orf167	-1.021
PVRL3	-2.6261
FLJ38596	0.019
ADAM20	0.227
GPR89A	-0.205
GPR87	-2.1795
ZNF30	0.199
SMR3B	0.66325
ZNF770	-0.383
TRPC4AP	-0.788833333333333
DKFZP686E2158	-0.773833333333333
C2orf28	-0.338
FREM1	0.366333333333333
LAMA4	0.5555
ADPRHL2	0.4465
EIF4G2	-0.141666666666667
GUCA1A	-0.6085
CTNNA2	-1.4165
NUDT15	-1.49666666666667
CEPT1	-1.4135
ZNFX1	0.7554
CCDC92	1.74975
TDRD1	-0.8725
KCNK5	2.5175
ETNK1	-0.920666666666667
LTA	1.0835
TTPA	-0.45
B3GALNT2	0.258625
SC65	-1.23716666666667
PEX5L	-1.174875
EPS15L1	0.444
MGEA5	0.4595
HIST1H3A	0.61425
ING1	0.418125
BCAT1	-3.401375
ORC6L	-0.963636363636364
KLK11	0.489333333333333
C19orf28	0.145
DNER	-3.61425
MED22	-0.762785714285714
ETV6	2.40633333333333
CHAC2	-1.37325
CD300E	-0.005
CEBPB	1.15525
ZNF398	0.284
LRCH3	0.0355
HMGA1	-0.6225
CAPN7	-0.576333333333333
MGC5566	-1.515
CCL3	2.951875
NANOS1	-1.506125
ZFYVE19	-0.657
APITD1	-1.1275
PARD3	0.0415
IRAK4	-0.515666666666667
SERPINI2	0.031
CEP170L	-0.0905
TTC9	0.71875
MYOM3	-1.0875
MLPH	-2.685375
LOC222699	-0.381
NRG1	-1.09908333333333
TBC1D9	-1.21418181818182
TTK	-1.4335
ZNF557	0.1135
DDX41	-0.14
FANK1	1.8165
UBE2D2	-0.59225
PSMB10	2.0335
MYH7B	0.2215
GABARAPL2	-0.5115
MARVELD2	0.392166666666667
DGCR2	0.883
UNC45A	-0.1475
C6orf72	-0.191
ZNF683	5.0215
GIT2	0.564625
CASK	0.8945
C14orf161	0.749666666666667
LRRC44	0.29275
TIFA	0.252875
UTP11L	-0.605125
C6orf65	-0.285
FDPS	-0.84775
DUSP9	-1.1169
SLC17A8	-0.273833333333333
OR51G1	-0.0776666666666667
NANS	0.031
OLFML1	1.07975
ATP10B	-0.968625
NPAS3	-0.1125
PRKCA	-0.8364
GGA2	0.3614375
LCE4A	0.4715
SPANXN3	0.4605
CCDC115	0.816625
SDCCAG3	-0.8775
GLIPR1L1	0.17775
TTC1	-0.85125
C17orf76	0.4245
MAD2L2	-1.524
HIPK1	-0.0241000000000001
LRRC3B	0.515333333333333
CLN3	-0.953863636363636
C17orf47	0.342
FMN2	-0.903875
TUBB1	-1.75925
WAPAL	-0.42
C3orf21	-0.517
SCN5A	0.1687
SMYD1	0.78225
BEX5	0.318
ZNF192	-0.2265
SEC22A	-0.086
GRIA2	2.41585714285714
KIAA0825	-1.18475
NUSAP1	-1.33836363636364
LANCL1	-0.885125
C15orf40	-0.7305
ZNF645	0.1135
GPR61	0.0615
NLRP14	-0.845
SNX21	-0.1177
C1QTNF8	0.34
C17orf46	0.73825
IFNA8	0.6905
SPRR1B	-1.415
FLRT1	-0.32375
SNX17	-0.9615
ASB2	2.20516666666667
HBG1	-4.4185
RPRML	-0.017
JOSD2	0.8865
PLSCR3	1.14725
SPOCD1	-0.345166666666667
RAB39	-0.2275
GHRH	0.056
ITIH5L	0.50625
C17orf37	0.5955
SMCR8	0.20725
DPY19L2P3	-0.276666666666667
IL11RA	0.833333333333333
GDF3	-3.27033333333333
RPS6KB1	-1.04075
DNAJC19	0.0944
TOP1	-0.193
CRCT1	0.073875
MPST	0.565375
DPM2	-0.225125
FAM38B	-2.37916666666667
SLC18A1	-1.271
FARP1	0.572666666666667
PAX7	0.1305
TUBD1	-0.75375
GNL3	-0.011875
BTG2	1.49426666666667
NDUFS6	-0.802
C1orf79	0.33875
ERAL1	0.661
ECHS1	0.307
VPS4A	0.226666666666667
CYP11A1	0.0945
ABCC6	-1.47221428571429
PBX4	1.0175
MOSC1	0.14225
NCF4	1.15025
HYMAI	0.424
NAGPA	-0.312375
OTOP2	0.3615
ACOT12	0.114
MTHFD2L	-0.740625
LOC441376	2.38175
C19orf34	-0.0355
RAB1B	-1.10275
ALDOAP2	-1.541
NTRK1	-0.905333333333333
ARTS-1	-0.3228
SLC6A11	-0.7575
NAP1L2	-0.78125
CNGB1	0.200833333333333
EPB41L4B	-1.3695
FAM134B	1.05625
HS3ST3A1	-0.3665
CPXM2	4.37675
SIRPB2	-0.109
CHORDC1	-0.222166666666667
TRIB3	-2.07333333333333
SLC2A5	0.77525
C2orf49	-0.72
DDX5	-0.185
OR5L1	1.2525
ANAPC4	0.233833333333333
ZSWIM1	0.992875
LOC93622	0.254125
KCNK3	0.0397
RP11-35N6.1	-1.041375
ZFP161	0.507666666666667
AQP9	3.003
SLC15A2	1.244
MREG	-0.898666666666667
OR9I1	0.225
PDLIM2	0.186375
ADAM7	0.273
GSTCD	-0.7845
WDR21A	0.47875
SLC12A8	0.198333333333333
TMEM174	0.19975
IGSF3	-0.108583333333333
LRRN1	1.873
LOC402117	0.32575
SRPK1	-1.048
LY6K	-0.27025
NFIA	1.07
PTCD3	-0.6015
LEP	1.05016666666667
PCDH21	-0.223333333333333
MAPKAPK2	0.298214285714286
NMNAT1	-1.1645
LHFPL2	0.164125
C9orf43	-0.1915
DIP2A	-0.549333333333333
ACTR8	-0.19775
CCDC34	-1.147
PTPN22	0.476625
ITGA3	-0.225125
FAM129C	4.38475
RABGGTA	-0.0485
UNC45B	0.70475
KIAA1033	-1.162875
ZNF510	-0.139166666666667
CYP2D6	0.0645
SLC26A10	-1.13
STX8	-0.13925
LUZP1	-0.259625
WDR89	0.503166666666667
EIF4G3	-0.089
C5AR1	0.671625
ZNF623	-0.585
A2M	1.277
TGM7	0.6655
GRPEL1	0.5195
LMNB2	-0.4938
ROCK2	-0.887666666666667
SNX16	0.191
CCDC66	1.31275
ANXA3	-0.47775
KIAA1609	0.361
EED	-0.5015
RNF32	0.0246666666666667
HES1	-0.4524
CLC	0.577166666666667
ISL1	-0.516666666666667
KIAA0528	0.45
MANEA	-1.042125
C1orf61	-0.916
hCG_2001000	0.339
RAPGEF6	0.7551
KIAA0020	-0.141
NEIL1	0.607
C16orf45	-1.582625
RBM10	0.445666666666667
C10orf125	0.4055
MRS2L	-0.435
DNAH17	0.674625
C19orf10	-0.166
C1orf160	1.44975
SLFN12	0.81075
EXOC3	-0.517333333333333
HIST3H3	0.375
NCOR2	0.603833333333333
TNFRSF9	2.583
MFSD8	-1.22925
ALX1	-3.68466666666667
NOL1	0.8405
PODN	1.79425
TIAL1	-1.364
HIST1H1E	0.14975
NPY6R	0.5455
TM4SF4	-0.593
CORO2A	-0.6345
ETNK2	-1.43416666666667
APOE	1.1612
ANGPT4	1.1175
HDGF2	0.18875
G30	0.9135
ST8SIA4	0.018
F2RL1	-2.017375
FAM19A4	-0.10425
CCAR1	-0.48825
B3GNT7	0.48625
OPHN1	-0.1749
DSCR6	-0.914
C21orf13	0.8165
GAS2L1	0.691
RFX3	0.648333333333333
COPS4	-1.11025
BCHE	-4.8375
BCL2	1.884875
HBZ	-2.6295
ARL13B	-0.7045
MAPBPIP	0.268
MYO15B	0.543125
SPZ1	1.22125
KIAA1324	1.68022222222222
PLCL2	-0.386625
C4orf29	-1.77675
WDFY2	0.714125
ZNF284	-0.1785
NAALADL1	0.7395
DUSP5	0.118666666666667
PXDN	-0.648125
SLMO1	1.00475
TNXB	0.6372
BIRC7	-0.42225
A4GALT	0.6345
TIMM22	0.21025
FAM110C	-0.42525
TOMM34	-0.98125
ABHD9	0.7555
ADAM32	0.8325
CRHBP	0.00749999999999999
AQP2	0.88725
LOC130355	-0.365
ZNF187	0.0183333333333333
ZNF816A	-0.0235
F7	-0.063625
CNOT1	-0.4845
SLC13A4	-0.3095
ZBTB11	-0.90425
B3GALT5	-0.00875000000000001
EXOC2	0.0736666666666667
IRS1	-1.3625
TMEM1	-0.0293333333333333
MRPL34	0.729166666666667
SAMM50	-0.26825
CDC42EP3	1.47975
HSF2	-0.9237
MFN2	-0.3245
TSPAN7	-1.91566666666667
NUCB1	0.421083333333333
RHOH	0.5225
ARL16	-0.553
TACR1	0.332
SFRS5	-0.361833333333333
SNX25	-0.305125
RHBDF1	0.632666666666667
PCDH18	1.1715
HMG1L1	0.06925
MYO5C	0.6825
MAPK10	2.766
LDHAL6A	-0.0265
NUDT12	-1.3455
NCAM1	0.285875
GLIS2	0.506
GGTL4	0.24275
DAPP1	0.874
ATF7	0.28
KIAA0748	2.49
NFIL3	-0.991
TM6SF1	-0.5092
SEZ6	0.19975
NANOS3	0.2865
DNAJA3	-0.159166666666667
CLDN6	-1.249
CIITA	3.5572
EPHA4	-0.250083333333333
FANCC	0.805
CMTM3	-0.721375
PSG3	-0.38125
MRPL15	0.559
C21orf59	0.30375
PLCXD2	0.2625
C2orf34	0.30625
UBE2L6	1.87675
MED14	-0.6625
HP1BP3	-0.5995
C6orf208	-0.211
TPBG	-1.445
OSR2	-1.97975
XPC	0.216833333333333
KLHL7	-0.914833333333333
CCR3	0.8155
AGTPBP1	-0.618666666666667
PCSK6	-0.9376
STAT5A	-0.4273
FAM18B	-0.9985
LONRF2	-3.65783333333333
PTPN2	0.35075
SF3A3	-0.432333333333333
EFCBP2	0.06575
HCFC1	-0.637166666666667
AHNAK	-0.46025
ACTR5	0.34275
KIF14	-1.61585714285714
TENC1	0.41975
HEATR5B	0.2565
YIPF2	0.268333333333333
MYEOV2	-0.0295
DUSP18	0.97375
KIAA1012	0.1165
AHR	-0.838
C17orf53	-1.07116666666667
PTPRH	-2.6045
ATP6V1C1	-1.1752
TAS2R3	-0.1365
LOC440356	0.87025
COQ10B	-0.3625
PSMF1	-0.138416666666667
SORBS2	0.682333333333333
NFE2L2	-0.81775
TMCO7	-0.224
SH3PXD2A	0.8705
SH2D2A	1.728
SPINK5	-2.083
MRPS24	-0.1275
OPA3	0.747375
TRAF7	0.350666666666667
C4orf35	0.373833333333333
MT1G	0.57975
MGC39545	0.3
HS1BP3	0.3077
OR2B2	0.4945
CHRM4	0.3995
SFRP2	0.0595
RIC3	1.92125
ART1	0.0245
C6orf1	0.815375
DUS4L	-1.33125
C10orf104	-0.1095
TNFAIP6	2.66375
RTEL1	0.27925
CCT4	-1.3633
ZNF709	-0.199
CHMP6	0.715833333333333
UPP2	0.25225
CYP19A1	-1.834375
CD151	-0.114166666666667
NDUFA13	0.443333333333333
ARFRP1	-0.0826666666666667
FAM26B	1.40175
CRYBA1	-1.8545
MRPL41	0.4975
NPFFR2	-1.32675
HRH2	0.488
SCAMP3	-0.394166666666667
MTMR6	-0.1018
MTG1	-1.15283333333333
UBTD1	0.14625
CRABP1	-0.4845
FLJ33790	-0.2678
KIAA1908	-0.904
GPR158	2.96125
PACSIN3	0.0481666666666667
OMD	-0.0805
CATSPER1	-0.295833333333333
HOXB8	-1.200625
FBXO46	1.376
OAS1	2.95533333333333
SVIL	0.05225
PHB2	-0.155
ADCY3	0.8215
NDRG2	2.66266666666667
ERMAP	-0.5169
APBA2	-0.206166666666667
IGSF9	0.8005
WNT6	2.26314285714286
MYCBPAP	0.51425
ATP2B2	-0.025
CPVL	-1.0568
TRAM2	-0.4275
NOP5/NOP58	0.552
ZNRF4	0.23975
TLK1	-0.386
MTMR12	-0.921
ZNF384	0.109
FAM9B	-2.23875
RPN1	0.8824
PMVK	0.56925
EIF3D	0.1384
SIX2	1.9205
HPS1	1.1465
RNF7	-0.1375
PSKH2	0.071
KCTD13	-0.0546666666666667
CSMD3	-0.6592
FBF1	-0.213
IL8	-5.151625
SERPINB13	0.2775
FBXL20	-0.3955
BLR1	0.3585
SH2B1	0.360166666666667
RFNG	-0.2825
RAB20	0.3775
RBM7	-2.41125
POLR1A	-0.319666666666667
TMPRSS4	-2.78075
TAF9	-1.56175
TERF2	0.144833333333333
TNFRSF1A	0.86375
ACADVL	-0.821
GTF2H5	0.00975
EDG8	2.71016666666667
C9orf140	-0.885
UST6	0.344
ZBTB8OS	0.553
ZNF710	-0.2555
GPR174	-0.1905
ATP6V0A2	0.119
KIAA0319L	-0.538333333333333
XKRX	-0.309
DOPEY2	1.0291
SDHD	-0.413583333333333
SUMF1	0.0365
OSM	2.4245
OPN3	-0.628
DAGLB	-0.336333333333333
PPFIBP1	0.5408
TRIM63	-4.015
C10orf53	0.427
LYPD3	0.4685
BCL7A	0.379125
AGER	0.283666666666667
TCF19	-0.952625
SAT2	-0.08175
PFTK1	1.9765
GABRE	-1.296375
C15orf38	0.2222
FIS1	-0.02
KCNV2	0.61175
CLPS	0.0895
PPCDC	0.201125
FOXN2	1.47516666666667
NT5E	-2.9271
CD83	2.461
IL18	0.57175
VPS16	-0.16975
IGFBP2	-1.13633333333333
NOTCH2	-0.25775
SIGLEC1	3.24975
CD93	3.653
SULF2	-0.89675
CEP164	0.810375
P53AIP1	0.647
TOR2A	0.225833333333333
ZNF136	0.3125
MGP	3.0796
CCDC144A	0.397833333333333
TRPC1	-0.570166666666667
SMS	-0.832166666666667
MAPK7	-0.0705
RRAGC	0.43625
PARD6A	-0.00533333333333334
NUB1	0.944166666666667
SYNGR4	1.153
OR11H12	0.3685
WIF1	1.658625
GCH1	0.18175
OR11H4	-0.1195
SLC44A5	-0.376
GPRIN2	1.55966666666667
LOC401431	0.8965
CPA4	-1.595
MELK	-0.825333333333333
IL15RA	1.1865
CUL3	-0.457
HMBOX1	0.0265
PODXL	-1.716
CCT6B	-0.0876666666666667
COMTD1	-0.37875
MUC20	0.882666666666667
GPX2	-2.35225
ITK	1.8325
FBXL5	0.52675
C13orf27	-0.98125
DEFA5	0.253
TRHDE	0.2625
MTP18	0.016
UQCRQ	-0.1838
ITGB2	2.57125
CSRP2BP	-0.33375
TAS2R44	1.051
PHPT1	-0.27225
FAM44C	-1.2305
ERH	-0.1735
MPHOSPH1	-2.74916666666667
MORC1	-0.256
PARVB	0.15975
LAMA1	-0.303416666666667
PGBD3	-0.31275
GIMAP6	5.05
AREG	-3.45716666666667
LIPT1	-0.6525
MGC99813	-0.40525
C1orf201	0.608166666666667
GRIN2A	-0.4132
MAN2C1	-0.618125
NSUN5	-0.32875
SF3B5	0.898
MYC	-1.5335
NRXN1	-0.44525
ZNF18	0.824
SPDYA	0.0535
SLC37A1	1.454
DECR2	0.2745
ANKRD38	3.75325
SPTLC3	-1.01258333333333
SUPT16H	-0.899625
DTWD2	-2.08525
ULBP1	-1.244
ZADH1	-1.03833333333333
OIP5	-1.39
IL10RB	-0.236666666666667
OTUB2	-1.10075
VWA3A	0.247333333333333
SPIC	1.83516666666667
OR6C4	-0.0385
PSCD4	2.636
DPY19L2P2	-0.411
TRAPPC6A	0.286166666666667
C21orf2	0.0878333333333333
CEMP1	0.9295
LIN7B	0.4705
E2F7	-1.422
VCP	-0.1310625
LAMA3	0.180083333333333
BGN	1.47175
GPR160	-2.40516666666667
COCH	-2.99766666666667
GPR81	-0.340833333333333
APOBEC3F	0.48525
tcag7.1017	-0.147
C1orf32	0.6895
SCGB1D2	4.30825
FLJ43987	-1.347
C6orf170	-0.22825
KLK9	0.745
GPD1L	-1.110375
VPS37B	1.58075
ATG3	-0.3325
ADAMTS17	-0.7555
KLHDC2	-1.92883333333333
NDUFV2	-0.626
BLK	3.08475
MATN4	2.458
GPM6A	0.94525
GBP4	4.79183333333333
TMEM162	0.193333333333333
PKP2	-1.627
HRASLS	-1.01266666666667
MMP1	-2.5225
SFXN3	-0.58
FSD1	-1.22183333333333
ST6GALNAC3	-1.99516666666667
CA12	-1.6558
NCOA6	0.4665
C19orf58	0.3061
PPP4R1	-1.068
MAN1A2	0.682833333333333
IKBKAP	-1.5535
UPF1	0.1955
KIAA1219	0.10025
WNT16	1.41716666666667
SNW1	-0.421
IL18RAP	4.98975
RPP30	-0.918125
CDC40	-0.132071428571429
SETD3	0.620333333333333
SLAMF6	1.237
ELK4	0.4205
TRIM47	2.37083333333333
ACOX3	1.166375
TRIM6	0.156125
KIAA0372	-1.587
TP53AP1	0.55075
SMURF2	-1.77175
ADAD1	0.93075
EBP	-0.404
KRTAP13-2	0.2235
FLJ36874	0.364666666666667
TOR1A	-0.526
P2RY4	0.763
GPBP1	-0.09425
TRPV1	0.7855
ADAMTS12	-0.363
PES1	-0.2403
ATG4A	0.28
MAGEA10	-4.30325
WFS1	1.0685
CC2D1B	0.219166666666667
PABPN1	0.589
SLC25A30	0.1085
SLCO1C1	-0.232666666666667
SLC22A5	0.24375
KIF23	-1.00833333333333
SYN2	0.9195
ASPN	3.18133333333333
CENTG2	-1.53875
QSOX2	-0.7901
FLJ10815	0.406833333333333
STK24	-0.09275
SPEG	1.2913
STK10	1.397
DACT2	0.555
AAAS	0.003
SSX3	-0.885
ABCD3	-1.8507
C4orf12	-0.29425
PARVG	2.73533333333333
FIG4	-0.304
C9orf46	0.63475
TMCO6	0.0085
IGHMBP2	-0.63625
DUS2L	-0.435333333333333
FAM3C	-1.773375
TMEM16D	-1.9045
DCTN4	-0.10025
KCNH3	0.3855
EIF2AK2	2.28675
AP1S3	-1.368875
CST4	0.152
PAM	0.151
NUTF2	-0.3215
CITED2	-0.5127
SLC39A4	1.32125
C2orf52	-1.0395
GRM3	-0.05325
C12orf49	0.242875
CCDC49	-0.6644
GRAMD1B	-0.608125
FNDC4	0.8035
SIAH2	-0.539125
GDPD4	-0.105
C21orf87	0.437375
ATP5A1	-1.16016666666667
C16orf63	-1.132375
LOC388135	-1.13666666666667
ATP5J2	0.38375
MMP3	-0.86175
EMID2	-0.194
CRHR1	0.5245
WDR70	-0.639
C13orf31	1.553
ZFAND1	0.22125
CCL18	4.91766666666667
C3orf49	-0.4485
RINT1	-0.772
KIAA0408	-1.31583333333333
F13A1	2.3407
SLC10A1	0.782
OGN	-1.3995
GIPC2	-2.02466666666667
XPO6	-0.1855
LCE1A	1.325
FMR1	0.3893
LOC374920	0.96475
DUSP3	-0.19475
ANKMY1	-0.3825
C7orf50	0.88825
BBS9	-0.7804
UNC119B	-0.454125
C9orf72	-0.617
MGC35440	-0.1765
ENTPD6	0.225875
PPP1R2P9	1.089
ERCC4	-0.172
FAHD2B	-0.581
HMHA1	2.1855
HACL1	-0.54775
RAD23A	0.308
FAM83B	0.6505
PPP5C	-0.562833333333333
RNASEH2C	-0.2115
C9orf153	-0.252
SCAMP4	0.349625
GHITM	-0.4955
NDUFB7	1.065875
ADCYAP1	-0.316833333333333
SP110	3.9315
MAP3K7IP2	0.52325
DHH	0.233
AGRN	0.206928571428571
WDR33	1.44983333333333
CEP290	-0.563166666666667
PRPS1L1	-1.8155
KLRA1	0.922
GPR97	0.6775
CHD7	0.64225
TLR10	1.90575
SLC30A8	-0.2605
HIC1	1.31316666666667
IAPP	0.9885
RXFP4	0.44675
GP1BB	1.581
SHQ1	0.448
NKX2-3	0.374
API5	-0.61525
FTHP1	-0.1915
MOV10L1	0.018
TRIM6-TRIM34	2.672
ADHFE1	1.533
FAM117A	1.37825
DDI1	0.675833333333333
CDON	-0.7015
TRIM73	0.1445
IGKC	4.5585
MMP14	-0.29475
DYNC1LI1	-0.904625
C11orf66	0.565
TRBV3-1	0.804
FASTKD5	-0.749
BIVM	-0.29825
LHX4	-0.03875
CXCL2	-0.6365
RAB2B	-0.643666666666667
IZUMO1	0.4205
MAP3K15	-1.261375
FAM19A2	0.178666666666667
ZC3H8	-1.14983333333333
ZMAT1	3.075625
SPINK5L3	-2.244
SLC10A6	0.8995
APPL2	-1.028125
CARD10	-0.743
LOC402176	-1.03975
EEF1D	1.2553
RAB6A	0.7409
C12orf5	0.582
PAPOLG	-0.40375
MSRB2	0.60575
BCR	0.883222222222222
PUS3	0.7015
TIAM2	0.855
ZNF317	0.232333333333333
CHD2	0.271928571428571
FZD5	-1.63381818181818
NUDT8	0.15475
ZNF763	-0.103
PRC1	-0.640888888888889
ABCB9	0.220166666666667
SPATA3	0.42225
TRAK2	0.241
STAB1	2.4235
LRRTM2	0.104
psiTPTE22	1.403
DBI	0.73625
SERPINA11	-2.39775
NAT5	-0.6015
C20orf58	-2.0295
RPS6KA4	1.42966666666667
FLJ90650	-0.83025
TGFBRAP1	-0.264
CHRDL2	4.33775
FAHD2A	-0.58
CNTN1	-0.8035
BBS4	-0.7918
TMEM181	-0.2515
MINPP1	-2.74825
MPHOSPH6	-0.87075
HOXC10	1.0561
ITPKB	1.2555
CLPTM1L	-0.475875
MEOX2	-0.0971666666666667
ATP6V0C	0.88275
PRPF8	-0.134166666666667
TMC5	0.79
FKBP3	-1.44875
PLEKHB2	-1.494375
OR4D6	0.297
ZNF544	-0.2609
D2HGDH	0.2135
RPL18A	-0.1019
HEL308	-0.06
MPP6	-2.663
TCERG1	-0.957
KRT16	1.949
KLF17	-1.49375
KLF5	3.01525
CDR1	0.849125
VCX3A	-3.0225
FBLN2	1.2995
C14orf104	-1.33625
HBE1	-4.2262
OR4S2	0.522
C1orf108	-0.6205
ROBO4	2.8835
CPEB4	-0.703375
C11orf80	-0.108166666666667
BCKDHA	0.277
MYOC	0.306
GIF	0.1975
CKMT1A	2.4565
RPL3	-0.2425
THBS1	0.043375
APOO	-0.58075
ARMCX1	-0.16225
HSZFP36	-0.47575
SNAPC5	-0.08075
EIF4ENIF1	0.8585
ZNF433	0.13775
TNFRSF21	-0.127
TMPRSS7	0.884
SPATA18	0.0127
HPDL	-0.142
MKL2	-0.124
TBX3	-0.989
C21orf93	0.447
DAXX	0.69675
ELMO1	1.65925
RGS13	2.1865
TAF11	-1.236
UNC13A	-1.215375
LOC653314	-0.2309
ORC3L	-0.17875
IMAA	-1.9885
TARBP2	-0.37975
CABIN1	0.6546
TRIOBP	0.1595625
HIST1H2AC	0.648
RGS22	-2.45866666666667
NCOA1	1.52033333333333
IL25	0.4245
SNCG	1.249
GPR6	0.604
AMDHD1	-1.7175
CHEK2	0.358
C6orf142	-0.7505
DRD4	1.0385
C14orf68	-0.6565
GDF11	-0.87475
SEMG2	0.2955
CD247	3.1895
CDAN1	-0.33375
RBMX2	0.166166666666667
TGS1	-0.691
OIT3	0.493
SYF2	-0.2505
MCM4	-0.82225
PKHD1L1	0.42525
CEP192	-0.338666666666667
IFT88	-0.385
RPL9	-0.415357142857143
RAB32	-0.463
DDX43	-1.0725
P2RX2	0.356
OR5D18	0.2435
UBE1	-0.116583333333333
SLC24A1	-0.046625
ARHGAP5	-1.7855
CETP	1.375
KIAA1731	0.332
SLC9A4	0.3525
PTPN6	2.454
BAHD1	0.857
GRIK3	0.133
CACNB2	-0.2916
PDE10A	-0.88125
DGCR14	0.90425
PCDHB9	0.341666666666667
RHOQ	0.744333333333333
MAP3K4	0.6325
KTI12	0.196833333333333
RPL23AP13	0.50025
GNG11	-0.3345
CLCN3	0.5045
GPAM	-1.81025
VSTM2A	0.377
SLAMF7	4.646
INTS2	-1.19225
PPP2CA	-1.4277
LRP12	-0.3232
SEC14L2	1.06677777777778
DKFZP586H2123	1.63575
MC3R	0.0915
CIRH1A	-1.42283333333333
HIST1H2AB	0.911166666666667
POLH	-0.652875
MGC16703	-1.4685
SNAPC2	0.309
FILIP1L	-0.2605
RASGRP4	0.465
LRRC1	0.36725
GAS1	-0.24475
PRAC	-0.226
DGKA	1.83583333333333
NT5C3	0.13875
PEG3	-1.59991666666667
NADK	-0.40425
PRR17	0.324
LOC374569	0.99975
SGSH	0.177333333333333
NLRP8	-0.437
GALT	0.5883
MCF2	0.0495
ZNF263	0.012
TACSTD1	0.365166666666667
TYR	-5.5406
ATP6AP2	-0.768
RNUXA	-1.0205
ABHD10	-0.3908
GDPD2	2.005
SLC35C1	0.5315
UBE2A	-0.23675
HERC5	2.3905
FAM112B	-2.9655
FBXL16	0.94275
DKFZP434A0131	0.2425
ELA3A	-1.15
RBM41	-1.1965
HAO2	0.0175
RNH1	0.192875
SHANK2	0.6595
OSBP2	-1.96625
DAK	-1.02483333333333
C3orf58	0.280833333333333
TCL1B	0.6425
KBTBD2	-0.740375
SUGT1L1	-0.106
UBE2E2	0.126833333333333
MYL9	2.4445
CDC23	-1.30883333333333
PBXIP1	1.9204
CXorf40B	-0.3615
NBL1	0.34575
RTBDN	0.587
RAB11FIP5	-0.20575
TTTY13	-0.1565
SCOTIN	0.00141666666666668
SOHLH1	-0.0988333333333333
CDKN1A	-0.475857142857143
NCK1	0.32125
ZNF550	-0.69975
SAPS3	0.240333333333333
SPIN3	0.295
MAGEE2	0.0075
MIS12	-1.11
OR8H2	0.377
KIAA0774	-1.60433333333333
UNC5D	1.0715
CUL7	-0.577333333333333
LIPC	-2.929
DIO1	-2.4265
C20orf11	-0.1184
CTRL	0.40075
HS3ST2	0.46775
PAK4	0.958666666666667
CCRL1	1.87675
RNF10	1.10475
ZNF567	-0.21
ZNF660	-0.9245
TCEAL3	0.3815
MAGOH	1.00816666666667
CENPB	-0.103666666666667
C19orf7	0.82275
LOC388965	-0.066
ZCCHC13	1.8215
JMJD1A	-1.3923
HIST1H4H	1.2725
TBRG1	-0.0990000000000001
GPC3	-4.09875
TAF1C	-0.229
EBNA1BP2	-0.779666666666667
CIAPIN1	0.11875
PDGFRA	0.651444444444445
CSTB	0.79375
CENPI	-1.89916666666667
GTF2E2	-0.166
RPP21	0.69175
CCNF	-1.06083333333333
KCNQ3	0.603
FAM79A	0.239
SLC22A12	0.7315
NOVA1	-1.32783333333333
FZD3	-1.7781
AKAP8	0.262
SOCS5	-1.41375
CFDP1	-0.765
DLG5	-1.109
PGM5	0.27475
C1orf144	0.0790833333333333
HDAC10	-0.8855
RND2	-0.089
C20orf199	-0.86625
RNMT	-0.723125
SLURP1	1.347375
ASTN1	-0.02325
SH3BGR	2.431
MYCL1	0.098125
ZHX1	0.0306666666666667
CENPK	-2.45
FOSB	0.2286
LOC643406	0.05925
C2orf59	-0.5575
TMEM135	-1.53025
SLC27A2	-3.22975
KRT33A	2.037
OVOL1	-0.899125
PAMCI	-2.94883333333333
S100A7	-1.1245
ZNF789	-0.319
HARS2	-0.125
RPL23A	-0.608666666666667
TCF23	0.64975
UPF3B	-0.433
C17orf78	0.2745
HLA-DOB	2.91366666666667
C14orf142	-0.5345
TEKT5	0.671333333333333
DMWD	0.67
POLD1	-0.335666666666667
GSCL	-0.1115
CALD1	0.8906
SCRT1	1.07866666666667
AIG1	-0.704
UNC84B	-0.265
ZNF404	-0.24325
TMED6	-1.32825
KIAA1462	-0.3165
LRRC27	0.1405
PYGO1	0.344
PIGU	-1.00266666666667
ALAS2	-3.308
WRNIP1	0.8795
CNNM3	-0.11
ZNF2	-0.6435
ST3GAL5	0.612916666666667
MRPL23	0.6635
TSSK6	0.18275
PSMA6	-0.976
C16orf70	-0.661
KIAA1602	0.274
ALMS1	0.192666666666667
DCN	0.211125
