Hybridization REF	TCGA-E2-A15I-11A-32R-A137-07
TTK	-5.38
ZNF557	-0.1049
DDX41	-0.884666666666667
FANK1	0.052
UBE2D2	0.198125
PSMB10	0.20075
MYH7B	2.6435
GABARAPL2	0.843375
MARVELD2	-1.13383333333333
DGCR2	0.484333333333333
UNC45A	0.280833333333333
C6orf72	1.177
ZNF683	4.283
GIT2	0.26775
CASK	-0.0345
C14orf161	1.505
LRRC44	-0.65525
TIFA	-0.223
UTP11L	-0.409625
C6orf65	-1.958
FDPS	-0.8495
DUSP9	-1.6894
SLC17A8	-1.1642
OR51G1	0.324333333333333
NANS	-1.109
OLFML1	2.7085
ATP10B	-1.08085714285714
NPAS3	0.2555
PRKCA	-1.7355
GGA2	-0.4844375
LCE4A	0.657
SPANXN3	-0.4155
CCDC115	1.109375
SDCCAG3	-0.7425
GLIPR1L1	0.295
TTC1	-0.25125
C17orf76	1.071
MAD2L2	-1.45325
HIPK1	-0.1882
LRRC3B	2.86833333333333
CLN3	-1.05072727272727
C17orf47	-0.515
FMN2	-1.204375
TUBB1	-1.8885
WAPAL	-0.457833333333333
C3orf21	-1.3195
SCN5A	-0.3603
SMYD1	2.08525
BEX5	1.71825
ZNF192	0.223
SEC22A	0.134333333333333
GRIA2	1.46607692307692
KIAA0825	-2.0205
NUSAP1	-4.59409090909091
LANCL1	0.255375
C15orf40	0.196
ZNF645	0.320875
GPR61	0.342666666666667
NLRP14	0.244
SNX21	1.2894
C1QTNF8	0.277
C17orf46	-0.0625
IFNA8	-0.7215
SPRR1B	-2.667
FLRT1	-0.633
SNX17	-0.5275
ASB2	0.0735
HBG1	-4.804
RPRML	-0.37125
JOSD2	0.485333333333333
PLSCR3	0.1215
SPOCD1	-2.061
RAB39	-1.6655
GHRH	-0.163833333333333
ITIH5L	0.12375
C17orf37	0.20475
SMCR8	0.6875
DPY19L2P3	-0.046
IL11RA	2.30666666666667
GDF3	-3.67766666666667
RPS6KB1	-1.09166666666667
DNAJC19	1.0626
TOP1	-1.2395
CRCT1	0.297875
MPST	1.341625
DPM2	-0.50025
FAM38B	-2.02016666666667
SLC18A1	-2.212
FARP1	-0.935833333333333
PAX7	0.2095
TUBD1	-0.66525
GNL3	-1.266625
BTG2	4.06033333333333
NDUFS6	-0.5025
C1orf79	-1.35575
ERAL1	-0.26225
ECHS1	2.34875
VPS4A	0.409166666666667
CYP11A1	1.152375
ABCC6	0.579214285714286
PBX4	-1.518
MOSC1	3.67725
NCF4	-0.38125
HYMAI	-0.731
NAGPA	-0.523
OTOP2	0.55175
ACOT12	0.0115
MTHFD2L	0.10125
LOC441376	1.5155
C19orf34	-0.082
RAB1B	-0.343
ALDOAP2	-0.7625
NTRK1	-1.03216666666667
ARTS-1	1.5551
SLC6A11	-1.7115
NAP1L2	2.09025
CNGB1	0.430833333333333
EPB41L4B	3.81433333333333
FAM134B	3.001875
HS3ST3A1	-2.02333333333333
CPXM2	5.90375
SIRPB2	0.483
CHORDC1	-1.55533333333333
TRIB3	-3.26633333333333
SLC2A5	0.89
C2orf49	-0.408333333333333
DDX5	-0.563
OR5L1	1.1555
ANAPC4	0.04
ZSWIM1	0.503375
LOC93622	-0.471625
KCNK3	-0.4461
RP11-35N6.1	-0.5495
ZFP161	0.581666666666667
AQP9	0.7995
SLC15A2	-0.723166666666667
MREG	-1.8345
OR9I1	0.482
PDLIM2	0.32175
ADAM7	0.4775
GSTCD	-1.50616666666667
WDR21A	-0.433625
SLC12A8	-0.8725
TMEM174	0.20025
IGSF3	-1.52825
LRRN1	-0.55925
LOC402117	0.2275
SRPK1	-2.25833333333333
LY6K	0.04175
NFIA	3.514
PTCD3	0.00512499999999998
LEP	4.116
PCDH21	-1.3655
MAPKAPK2	-0.136714285714286
NMNAT1	-0.232
LHFPL2	-0.413875
C9orf43	0.28125
DIP2A	-1.04366666666667
ACTR8	-0.079375
CCDC34	-0.96925
PTPN22	-1.6655
ITGA3	-1.485375
FAM129C	0.303
RABGGTA	0.3705
UNC45B	0.99775
KIAA1033	0.112
ZNF510	0.428
CYP2D6	1.73866666666667
SLC26A10	-0.873
STX8	1.0285
LUZP1	0.203875
WDR89	-0.505166666666667
EIF4G3	-0.7429
C5AR1	1.111375
ZNF623	-0.3955
A2M	1.57875
TGM7	0.2675
GRPEL1	-0.3255
LMNB2	-2.779
ROCK2	0.503666666666667
SNX16	0.8515
CCDC66	-0.01825
ANXA3	1.8545
KIAA1609	-0.6575
EED	-0.61325
RNF32	0.1914
HES1	-1.2918
CLC	0.0993333333333333
ISL1	-0.186333333333333
KIAA0528	0.306625
MANEA	0.809875
C1orf61	-1.7645
hCG_2001000	1.32675
RAPGEF6	-0.9208
KIAA0020	-0.270833333333333
NEIL1	1.098
C16orf45	-0.0465
RBM10	-0.31
C10orf125	0.63975
MRS2L	-0.319
DNAH17	-0.73075
C19orf10	-1.14825
C1orf160	0.727
SLFN12	0.816
EXOC3	0.100333333333333
HIST3H3	-0.43
NCOR2	-0.221
TNFRSF9	-2.234
MFSD8	0.6795
ALX1	-3.3885
NOL1	-2.06525
PODN	3.89625
TIAL1	-0.408
HIST1H1E	-0.96975
NPY6R	0.6695
TM4SF4	0.71925
CORO2A	-1.74175
ETNK2	-1.777
APOE	1.8374
ANGPT4	0.4725
HDGF2	-0.30125
G30	-1.4595
ST8SIA4	-0.210375
F2RL1	-1.839375
FAM19A4	-0.92075
CCAR1	-1.3055
B3GNT7	0.33075
OPHN1	-0.0225
DSCR6	-2.688
C21orf13	-0.1305
GAS2L1	0.5615
RFX3	-0.317666666666667
COPS4	0.478375
BCHE	-1.051
BCL2	3.296875
HBZ	-2.87866666666667
ARL13B	-0.2645
MAPBPIP	0.049375
MYO15B	0.820375
SPZ1	0.50875
KIAA1324	1.47811111111111
PLCL2	1.7585
C4orf29	-0.96825
WDFY2	-0.12725
ZNF284	-1.176
NAALADL1	1.167
DUSP5	-0.5815
PXDN	1.4045
SLMO1	-1.528
TNXB	1.6316
BIRC7	-1.08925
A4GALT	0.886
TIMM22	0.11325
FAM110C	-1.42025
TOMM34	-2.036625
ABHD9	0.2925
ADAM32	2.5025
CRHBP	4.83725
AQP2	0.596875
LOC130355	1.811
ZNF187	0.698666666666667
ZNF816A	0.0435
F7	-0.339875
CNOT1	-0.6354
SLC13A4	-0.69825
ZBTB11	-0.49225
B3GALT5	-0.57225
EXOC2	-0.101166666666667
IRS1	1.5184
TMEM1	-0.341166666666667
MRPL34	0.0568333333333333
SAMM50	0.55425
CDC42EP3	1.1815
HSF2	-0.1569
MFN2	0.0595
TSPAN7	0.9555
NUCB1	1.00608333333333
RHOH	-2.41075
ARL16	-0.621
TACR1	0.4915
SFRS5	-0.621333333333333
SNX25	-0.481625
RHBDF1	-0.440666666666667
PCDH18	4.7135
HMG1L1	-1.10075
MYO5C	0.07
MAPK10	4.3435
LDHAL6A	0.683
NUDT12	0.521333333333333
NCAM1	-0.00912499999999998
GLIS2	-0.133
GGTL4	-0.3835
DAPP1	-1.7785
ATF7	1.040375
KIAA0748	-1.22475
NFIL3	1.04475
TM6SF1	0.3078
SEZ6	0.190625
NANOS3	-0.341333333333333
DNAJA3	-0.898333333333333
CLDN6	-1.8625
CIITA	2.2615
EPHA4	0.346666666666667
FANCC	-1.10575
CMTM3	-0.2925
PSG3	-0.053375
MRPL15	-0.74675
C21orf59	-0.9695
PLCXD2	-0.244666666666667
C2orf34	-0.408125
UBE2L6	0.6225
MED14	-0.3095
HP1BP3	0.3804
C6orf208	0.618
TPBG	-1.71875
OSR2	1.547875
XPC	-0.542333333333333
KLHL7	-0.466833333333333
CCR3	-0.3638
AGTPBP1	0.257166666666667
PCSK6	-1.33686666666667
STAT5A	0.7437
FAM18B	0.33375
LONRF2	-0.512166666666667
PTPN2	-0.53375
SF3A3	-0.626666666666667
EFCBP2	-1.2395
HCFC1	-1.38033333333333
AHNAK	1.02565
ACTR5	-0.62125
KIF14	-5.98985714285714
TENC1	3.112
HEATR5B	1.447
YIPF2	0.204833333333333
MYEOV2	0.948666666666667
DUSP18	1.02425
KIAA1012	0.58925
AHR	-0.0866666666666667
C17orf53	-0.349
PTPRH	-2.578
ATP6V1C1	0.1196
TAS2R3	-0.137
LOC440356	-1.67775
COQ10B	0.65125
PSMF1	0.154666666666667
SORBS2	2.30558333333333
NFE2L2	0.35525
TMCO7	-0.21275
SH3PXD2A	0.2343
SH2D2A	-1.5515
SPINK5	-0.09775
MRPS24	-0.19475
OPA3	0.332125
TRAF7	-1.024
C4orf35	0.332
MT1G	0.345625
MGC39545	0.1545
HS1BP3	0.2106
OR2B2	0.4125
CHRM4	0.1155
SFRP2	2.46125
RIC3	1.84725
ART1	0.247
C6orf1	-0.243625
DUS4L	-0.738
C10orf104	1.223
TNFAIP6	2.12425
RTEL1	-1.3795
CCT4	-0.6983
ZNF709	-0.57975
CHMP6	0.366833333333333
UPP2	0.58125
CYP19A1	-2.5355
CD151	0.477
NDUFA13	0.222166666666667
ARFRP1	-0.419
FAM26B	2.047
CRYBA1	-2.111
MRPL41	0.801333333333333
NPFFR2	-0.621375
HRH2	0.361
SCAMP3	-0.395
MTMR6	0.5354
MTG1	-0.983166666666667
UBTD1	2.37725
CRABP1	-1.0975
FLJ33790	-0.9301
KIAA1908	-0.0131666666666667
GPR158	-0.03675
PACSIN3	-0.993
OMD	4.73433333333333
CATSPER1	-1.3205
HOXB8	-0.13125
FBXO46	0.22
OAS1	0.344666666666667
SVIL	1.63925
PHB2	-0.47275
ADCY3	0.1965
NDRG2	2.97916666666667
ERMAP	0.876
APBA2	-1.44716666666667
IGSF9	-0.89175
WNT6	0.647
MYCBPAP	1.4695
ATP2B2	-1.0194
CPVL	-0.2225
TRAM2	-0.96925
NOP5/NOP58	-1.69675
ZNRF4	0.38125
TLK1	0.051125
MTMR12	0.304142857142857
ZNF384	-0.236333333333333
FAM9B	-2.7725
RPN1	-0.3243
PMVK	0.436
EIF3D	0.224
SIX2	-0.36325
HPS1	0.2935
RNF7	-0.015
PSKH2	-0.087
KCTD13	-1.05783333333333
CSMD3	-0.9294
FBF1	-0.3145
IL8	-4.545875
SERPINB13	0.4139
FBXL20	-0.19825
BLR1	0.45875
SH2B1	-0.586833333333333
RFNG	0.034
RAB20	0.4215
RBM7	0.5145
POLR1A	-0.8625
TMPRSS4	-3.124
TAF9	-0.150375
TERF2	0.2565
TNFRSF1A	0.418416666666667
ACADVL	0.636166666666667
GTF2H5	0.64725
EDG8	-1.81783333333333
C9orf140	-2.6755
UST6	1.318
ZBTB8OS	-0.148
ZNF710	-0.826
GPR174	-2.6115
ATP6V0A2	-0.79175
KIAA0319L	-1.21866666666667
XKRX	-1.8035
DOPEY2	-0.2426
SDHD	1.20608333333333
SUMF1	1.04375
OSM	1.164
OPN3	-1.955
DAGLB	-0.4115
PPFIBP1	0.4583
TRIM63	-1.93925
C10orf53	0.442
LYPD3	-1.83916666666667
BCL7A	-0.08475
AGER	-1.11933333333333
TCF19	-2.093875
SAT2	1.61825
PFTK1	0.548166666666667
GABRE	1.792125
C15orf38	2.0944
FIS1	1.205
KCNV2	0.50175
CLPS	0.846
PPCDC	-0.7635
FOXN2	1.89383333333333
NT5E	-1.436
CD83	0.24575
IL18	-0.65825
VPS16	0.11775
IGFBP2	-2.25416666666667
NOTCH2	0.87975
SIGLEC1	2.99675
CD93	6.444
SULF2	-1.51475
CEP164	-0.21925
P53AIP1	0.786333333333333
TOR2A	-0.299166666666667
ZNF136	0.08125
MGP	3.7563
CCDC144A	0.213
TRPC1	1.01383333333333
SMS	-1.59633333333333
MAPK7	0.181333333333333
RRAGC	1.56775
PARD6A	0.0648333333333333
NUB1	0.913666666666667
SYNGR4	-0.46825
OR11H12	0.368
WIF1	4.166125
GCH1	-0.94275
OR11H4	0.3075
SLC44A5	-1.0945
GPRIN2	1.743
LOC401431	2.65075
CPA4	-2.5664
MELK	-4.55
IL15RA	2.0005
CUL3	1.32575
HMBOX1	0.53625
PODXL	-1.48625
CCT6B	1.5425
COMTD1	-0.842
MUC20	-0.193
GPX2	-3.241125
ITK	-1.717625
FBXL5	2.782
C13orf27	-0.95625
DEFA5	-0.3865
TRHDE	2.468
MTP18	-1.90933333333333
UQCRQ	0.5777
ITGB2	-0.0135833333333334
CSRP2BP	0.50525
TAS2R44	0.606
PHPT1	-0.0325
FAM44C	-0.0185
ERH	-0.00600000000000001
MPHOSPH1	-2.36783333333333
MORC1	-0.12
PARVB	0.5015
LAMA1	-2.07166666666667
PGBD3	0.24125
GIMAP6	5.26925
AREG	-1.69683333333333
LIPT1	1.19675
MGC99813	-1.1285
C1orf201	0.178166666666667
GRIN2A	-1.67255555555556
MAN2C1	0.183375
NSUN5	-1.27125
SF3B5	0.22825
MYC	-0.47725
NRXN1	0.645583333333333
ZNF18	0.1905
SPDYA	-1.36942857142857
SLC37A1	-0.512
DECR2	-0.2335
ANKRD38	1.2945
SPTLC3	-1.206
SUPT16H	-1.23575
DTWD2	-0.21675
ULBP1	-0.3485
ZADH1	-0.1965
OIP5	-4.855
IL10RB	0.0526666666666667
OTUB2	-0.676625
VWA3A	-0.4225
SPIC	-0.1095
OR6C4	0.644
PSCD4	0.666
DPY19L2P2	-1.547
TRAPPC6A	0.122
C21orf2	-0.419166666666667
CEMP1	-0.10675
LIN7B	0.9225
E2F7	-4.06733333333333
VCP	-0.6063125
LAMA3	2.15741666666667
BGN	0.07825
GPR160	-0.397333333333333
COCH	-1.79483333333333
GPR81	2.34683333333333
APOBEC3F	-1.1365
tcag7.1017	-0.611
C1orf32	0.618
SCGB1D2	6.208
FLJ43987	-1.156
C6orf170	-0.90025
KLK9	0.6695
GPD1L	2.345
VPS37B	0.3465
ATG3	-0.296
ADAMTS17	0.2775
KLHDC2	0.898666666666667
NDUFV2	0.0045
BLK	-2.1385
MATN4	-0.202
GPM6A	3.68585714285714
GBP4	3.52983333333333
TMEM162	-0.253
PKP2	0.854
HRASLS	-0.320777777777778
MMP1	-5.46025
SFXN3	0.1751
FSD1	-1.836
ST6GALNAC3	0.966
CA12	-0.906
NCOA6	0.1355
C19orf58	-0.028
PPP4R1	-1.09233333333333
MAN1A2	0.167666666666667
IKBKAP	-1.35075
UPF1	-0.4795
KIAA1219	-0.20075
WNT16	1.5688
SNW1	-0.346375
IL18RAP	3.621
RPP30	0.35675
CDC40	0.101
SETD3	0.422666666666667
SLAMF6	-0.923
ELK4	-0.8085
TRIM47	-0.081
ACOX3	0.608375
TRIM6	0.572125
KIAA0372	0.0145
TP53AP1	1.385375
SMURF2	-0.448
ADAD1	0.2655
EBP	-1.6347
KRTAP13-2	-0.0845
FLJ36874	-0.739666666666667
TOR1A	-0.340166666666667
P2RY4	0.8085
GPBP1	0.10925
TRPV1	0.530625
ADAMTS12	2.87083333333333
PES1	-1.1373
ATG4A	0.562333333333333
MAGEA10	-4.257
WFS1	1.4225
CC2D1B	-0.38
PABPN1	-0.604125
SLC25A30	0.24825
SLCO1C1	3.67083333333333
SLC22A5	-0.229
KIF23	-5.56316666666667
SYN2	1.98933333333333
ASPN	7.21366666666667
CENTG2	-0.55925
QSOX2	-1.6981
FLJ10815	-0.565
STK24	0.2434375
SPEG	-0.5954
STK10	0.0456666666666667
DACT2	2.324
AAAS	-0.79825
SSX3	-1.35128571428571
ABCD3	-0.4715
C4orf12	2.60475
PARVG	-0.37
FIG4	0.4715
C9orf46	0.531
TMCO6	0.3175
IGHMBP2	-1.1435
DUS2L	-1.10033333333333
FAM3C	-0.3665
TMEM16D	-1.122125
DCTN4	0.90325
KCNH3	0.057
EIF2AK2	-0.30925
AP1S3	-2.058375
CST4	-0.9775
PAM	1.067875
NUTF2	-0.93525
CITED2	3.0313
SLC39A4	-1.663
C2orf52	-0.7625
GRM3	0.817
C12orf49	0.016625
CCDC49	-0.0111
GRAMD1B	-1.521
FNDC4	2.45125
SIAH2	-0.822375
GDPD4	-0.096
C21orf87	0.454625
ATP5A1	0.163666666666667
C16orf63	-0.21275
LOC388135	-0.351666666666667
ATP5J2	-0.621875
MMP3	-4.3045
EMID2	0.2075
CRHR1	0.6415
WDR70	-0.415
C13orf31	1.21775
ZFAND1	1.0665
CCL18	4.91733333333333
C3orf49	0.0385
RINT1	-0.325
KIAA0408	2.6785
F13A1	5.726
SLC10A1	0.0666666666666667
OGN	5.6355
GIPC2	1.44433333333333
XPO6	-1.2485
LCE1A	0.217
FMR1	0.1789
LOC374920	0.1135
DUSP3	0.220125
ANKMY1	-0.6505
C7orf50	-0.50925
BBS9	0.3265
UNC119B	0.3155
C9orf72	1.62475
MGC35440	-1.60025
ENTPD6	-0.195
PPP1R2P9	0.94775
ERCC4	-0.74625
FAHD2B	0.7055
HMHA1	-1.232
HACL1	0.373
RAD23A	-0.231333333333333
FAM83B	-2.5235
PPP5C	-1.25866666666667
RNASEH2C	-0.34175
C9orf153	-0.36275
SCAMP4	-0.15975
GHITM	1.0198
NDUFB7	0.800875
ADCYAP1	0.567333333333333
SP110	1.35766666666667
MAP3K7IP2	1.04175
DHH	0.5875
AGRN	-1.20542857142857
WDR33	-0.235666666666667
CEP290	-0.781166666666667
PRPS1L1	-1.9125
KLRA1	-0.738
GPR97	0.703
CHD7	-1.41641666666667
TLR10	0.57925
SLC30A8	-3.667
HIC1	2.23166666666667
IAPP	0.247
RXFP4	0.453
GP1BB	0.90325
SHQ1	-0.5805
NKX2-3	-0.341
API5	-0.644
FTHP1	0.068
MOV10L1	1.93916666666667
TRIM6-TRIM34	1.31883333333333
ADHFE1	4.132
FAM117A	0.2295
DDI1	1.116
CDON	1.18966666666667
TRIM73	-1.726
IGKC	5.184
MMP14	-1.31691666666667
DYNC1LI1	-0.496875
C11orf66	0.477
TRBV3-1	-1.379
FASTKD5	-0.4255
BIVM	-0.63675
LHX4	-1.0995
CXCL2	3.7617
RAB2B	0.0455
IZUMO1	-0.08425
MAP3K15	-0.638875
FAM19A2	1.20683333333333
ZC3H8	-0.645
ZMAT1	2.54975
SPINK5L3	-3.971
SLC10A6	3.14
APPL2	0.253375
CARD10	-0.184333333333333
LOC402176	1.0395
EEF1D	0.6524
RAB6A	0.0185
C12orf5	-1.946125
PAPOLG	0.64275
MSRB2	1.50175
BCR	0.0882777777777778
PUS3	-0.2785
TIAM2	0.11925
ZNF317	-0.363166666666667
CHD2	-0.345928571428571
FZD5	0.413727272727273
NUDT8	0.3535
ZNF763	-0.462
PRC1	-3.97788888888889
ABCB9	-0.302666666666667
SPATA3	0.246
TRAK2	1.19825
STAB1	3.101375
LRRTM2	1.16216666666667
psiTPTE22	0.55525
DBI	1.931
SERPINA11	-2.933
NAT5	0.18125
C20orf58	-1.90875
RPS6KA4	0.259166666666667
FLJ90650	6.18625
TGFBRAP1	-0.73
CHRDL2	3.305625
FAHD2A	0.8025
CNTN1	0.46075
BBS4	-0.5378
TMEM181	-0.6785
MINPP1	-0.697
MPHOSPH6	-0.481666666666667
HOXC10	-1.0028
ITPKB	0.80425
CLPTM1L	-0.38625
MEOX2	3.51316666666667
ATP6V0C	0.3385
PRPF8	0.0811666666666667
TMC5	0.9645
FKBP3	-0.458
PLEKHB2	-1.378
OR4D6	1.4815
ZNF544	-0.975
D2HGDH	-0.24225
RPL18A	0.2198
HEL308	0.659
MPP6	-1.52525
TCERG1	-1.8125
KRT16	-0.227833333333333
KLF17	-2.127
KLF5	0.3575
CDR1	6.015375
VCX3A	-4.038
FBLN2	3.423875
C14orf104	-1.0685
HBE1	-4.5017
OR4S2	1.044
C1orf108	-1.0585
ROBO4	4.61666666666667
CPEB4	0.44625
C11orf80	-2.1125
BCKDHA	1.18916666666667
MYOC	6.9185
GIF	0.997
CKMT1A	-0.896
RPL3	0.8662
THBS1	0.727125
APOO	-1.357
ARMCX1	2.396
HSZFP36	-0.15075
SNAPC5	-0.06475
EIF4ENIF1	0.841
ZNF433	-1.368
TNFRSF21	1.274625
TMPRSS7	1.442
SPATA18	1.9353
HPDL	-2.9625
MKL2	1.4607
TBX3	0.0603076923076923
C21orf93	0.539833333333333
DAXX	-0.8355
ELMO1	0.7805
RGS13	3.63766666666667
TAF11	-0.7835
UNC13A	-2.792875
LOC653314	0.2968
ORC3L	0.34825
IMAA	-2.882
TARBP2	-0.742
CABIN1	-0.9869
TRIOBP	0.3906875
HIST1H2AC	-0.078
RGS22	2.4325
NCOA1	1.22116666666667
IL25	3.096
SNCG	2.391
GPR6	0.685
AMDHD1	-1.54833333333333
CHEK2	-1.504625
C6orf142	3.59525
DRD4	0.286
C14orf68	-1.24875
GDF11	-2.325
SEMG2	-3.014
CD247	-1.9515
CDAN1	-0.93
RBMX2	0.110833333333333
TGS1	-0.779
OIT3	0.17
SYF2	0.952
MCM4	-3.82825
PKHD1L1	2.43125
CEP192	-0.507333333333333
IFT88	0.614
RPL9	1.39385714285714
RAB32	0.33475
DDX43	-0.2175
P2RX2	0.643833333333333
OR5D18	-0.9615
UBE1	-0.458833333333333
SLC24A1	0.820625
ARHGAP5	-0.3955
CETP	1.34
KIAA1731	-1.444
SLC9A4	0.2515
PTPN6	-0.37025
BAHD1	0.05825
GRIK3	0.119
CACNB2	-0.1744
PDE10A	-0.33675
DGCR14	-0.01325
PCDHB9	-0.1145
RHOQ	1.95283333333333
MAP3K4	-0.0525
KTI12	-0.340166666666667
RPL23AP13	1.488
GNG11	2.2605
CLCN3	0.399833333333333
GPAM	4.351125
VSTM2A	0.775
SLAMF7	2.7615
INTS2	-1.1035
PPP2CA	-0.924
LRP12	-0.353
SEC14L2	-0.516888888888889
DKFZP586H2123	4.6085
MC3R	0.13
CIRH1A	-0.7925
HIST1H2AB	0.0176666666666667
POLH	-1.520375
MGC16703	-2.46133333333333
SNAPC2	-0.6985
FILIP1L	2.5165
RASGRP4	0.267
LRRC1	-0.28775
GAS1	3.0685
PRAC	-1.59025
DGKA	-1.232
NT5C3	-0.54325
PEG3	-1.57808333333333
NADK	-0.87325
PRR17	-0.39
LOC374569	1.796
SGSH	-0.124166666666667
NLRP8	0.207
GALT	0.9852
MCF2	-1.437
ZNF263	-0.90425
TACSTD1	-1.56833333333333
TYR	-5.9358
ATP6AP2	-0.21125
RNUXA	-0.0325
ABHD10	0.2889
GDPD2	-1.439
SLC35C1	0.5195
UBE2A	-0.19575
HERC5	0.816
FAM112B	-4.67
FBXL16	-2.82975
DKFZP434A0131	-0.669
ELA3A	-1.7165
RBM41	-0.678625
HAO2	0.1635
RNH1	0.158125
SHANK2	0.8734
OSBP2	-2.511875
DAK	-1.11866666666667
C3orf58	1.38666666666667
TCL1B	-1.809
KBTBD2	-0.025
SUGT1L1	0.74775
UBE2E2	1.29216666666667
MYL9	3.571125
CDC23	-0.693666666666667
PBXIP1	2.0064
CXorf40B	-0.684
NBL1	1.84875
RTBDN	0.405
RAB11FIP5	0.0135
TTTY13	-0.3855
SCOTIN	-0.442666666666667
SOHLH1	-0.0541666666666667
CDKN1A	1.12692857142857
NCK1	0.88225
ZNF550	0.19
SAPS3	0.530666666666667
SPIN3	0.368
MAGEE2	0.926
MIS12	-0.5985
OR8H2	0.339
KIAA0774	-1.80833333333333
UNC5D	-1.8315
CUL7	-0.311833333333333
LIPC	-1.64116666666667
DIO1	-2.9165
C20orf11	-0.4734
CTRL	-0.63525
HS3ST2	1.27725
PAK4	-0.245666666666667
CCRL1	5.37325
RNF10	0.02475
ZNF567	-0.05225
ZNF660	-0.813
TCEAL3	-0.41075
MAGOH	0.431833333333333
CENPB	-0.346333333333333
C19orf7	1.003125
LOC388965	1.05025
ZCCHC13	0.2815
JMJD1A	-0.9044
HIST1H4H	-0.55
TBRG1	-0.0408
GPC3	0.340625
TAF1C	-0.613625
EBNA1BP2	-1.61016666666667
CIAPIN1	-0.92675
PDGFRA	1.71361111111111
CSTB	0.148375
CENPI	-3.61183333333333
GTF2E2	0.149666666666667
RPP21	0.00625
CCNF	-1.97533333333333
KCNQ3	0.268
FAM79A	1.76975
SLC22A12	0.4085
NOVA1	2.58866666666667
FZD3	-1.2869
AKAP8	-1.47725
SOCS5	0.351
CFDP1	-0.39025
DLG5	-0.1195
PGM5	2.80241666666667
C1orf144	0.0965833333333334
HDAC10	-1.6725
RND2	-0.7295
C20orf199	-0.16225
RNMT	-0.581625
SLURP1	0.08
ASTN1	0.760125
SH3BGR	1.4905
MYCL1	-1.608375
ZHX1	1.67366666666667
CENPK	-4.9755
FOSB	4.4117
LOC643406	0.830125
C2orf59	-1.257
TMEM135	1.57
SLC27A2	1.53125
KRT33A	-0.1765
OVOL1	-2.56925
PAMCI	-0.176333333333333
S100A7	-1.8
ZNF789	-1.116
HARS2	-0.297
RPL23A	-0.487166666666667
TCF23	0.2105
UPF3B	-1.626625
C17orf78	-0.6705
HLA-DOB	0.920666666666667
C14orf142	-0.376
TEKT5	-0.160333333333333
DMWD	0.4415
POLD1	-2.4185
GSCL	-0.2855
CALD1	0.376
SCRT1	0.7585
AIG1	1.845
UNC84B	0.14825
ZNF404	1.08625
TMED6	-0.273
KIAA1462	1.93
LRRC27	1.61666666666667
PYGO1	0.0495
PIGU	-0.923166666666667
ALAS2	-3.448
WRNIP1	-0.146875
CNNM3	-0.002
ZNF2	0.24475
ST3GAL5	0.61675
MRPL23	-0.29225
TSSK6	-0.64175
PSMA6	-0.7105
C16orf70	-0.4945
KIAA1602	-0.291
ALMS1	-0.0823333333333333
DCN	4.97975
TMEM132D	-1.1465
SUCLG2	0.7325
ABHD14A	1.54
DEXI	0.318666666666667
AMPD2	-1.597
IFNAR2	-0.115333333333333
CYB5A	3.6892
TLOC1	1.4841
NXF5	-0.660166666666667
NRBF2	0.923125
KCTD3	0.0785
ITGAE	0.240666666666667
SLC30A3	-1.73133333333333
ZRF1	-1.5415
IFRD2	-0.367875
XAB1	-0.1545
PYCR2	-0.876833333333333
SERPINB3	-5.376
TMLHE	1.7486
GEFT	-0.7715
ABCA5	1.62825
EMR4	0.0195
TSFM	-0.52925
HIST3H2BB	-1.7865
ARHGEF19	-0.941
TSPAN17	-0.538166666666667
ABCC8	0.9945
MAP1S	-0.149166666666667
C22orf36	0.60675
BNC2	0.0157142857142857
HIST1H4A	-1.47925
NDUFS3	0.147833333333333
WDR3	-0.972333333333333
XKR4	-0.3465
TTC33	0.414857142857143
STMN2	3.81575
CPN2	0.198666666666667
HSPC105	-0.391375
PCOLCE2	3.744
C3orf55	5.0695
KLHDC9	1.46033333333333
TBC1D23	0.668125
ATXN2L	-1.538
MAP2K3	-0.164916666666667
SCAP	-0.1885
ZNF486	-0.127166666666667
C20orf96	-1.3485
NARS	-1.0375
ADAMTSL1	0.0251428571428571
PRCC	-0.456333333333333
CCDC126	1.76041666666667
ZNF675	-0.824
CALCOCO1	2.10975
ANKRD43	3.09325
CWF19L2	0.960833333333333
ZBTB32	0.899
BRAF	-0.3375
ODF4	0.546
MGC14376	1.74783333333333
HORMAD1	-3.51533333333333
AAK1	-0.285583333333333
PEBP1	0.9745
TNFSF5IP1	0.720666666666667
DKFZp564N2472	0.0365
RMND1	0.948
IGKV1-5	5.02875
COL1A2	1.43516666666667
SERPINA5	-1.55975
AANAT	0.583
C19orf21	-3.1995
GEMIN5	-0.393
UBR4	-0.672
LTBP3	0.9365
AMHR2	-2.14533333333333
PROCR	0.787
MYBBP1A	-1.55575
C20orf39	-1.36733333333333
ZNF697	-0.36375
PASK	-1.8843
ZNF776	-0.0716666666666667
RFXDC2	-0.480625
KIAA0467	0.8
C10orf96	-2.23975
ZNF503	0.5315
GULP1	0.721083333333333
KCNE4	-0.614333333333333
DKFZp434K191	0.5575
LOC196913	0.423
BHLHB4	0.873
CH25H	2.3225
LOC81691	-0.813
ALPL	0.4705
COL12A1	0.903625
FOLR3	-1.77633333333333
GPR123	0.288625
TRIM62	-0.252785714285714
ABLIM1	1.73866666666667
