Hybridization REF	TCGA-BH-A18V-11A-52R-A12D-07
KLK14	0.1115
ARSF	0.1505
MAST2	0.0691666666666667
AMICA1	2.10866666666667
GTF2A1	0.318875
ATP1A3	0.0915
TC2N	2.2697
PNKP	0.005
ODZ2	2.743375
MATR3	-0.09725
S100P	-4.26825
KRT82	-0.545
CA13	0.5267
PROZ	-1.91983333333333
AASDH	0.85075
C19orf40	-0.983166666666667
DCK	-1.65746153846154
FAM5C	-1.3125
SLC6A4	-2.427
MID1IP1	-1.204
TESSP5	1.5235
TMOD4	-0.126666666666667
DOCK2	-0.862
TUG1	0.026625
NUP214	0.44725
DPYSL2	0.556318181818182
GOLM1	0.24325
MPFL	-0.15975
SOX13	0.04175
SDCCAG8	1.4033
KEL	-2.00216666666667
NUP210L	-3.00175
GK	-2.190125
DNAJB1	1.25375
ALPK3	0.114
CHID1	0.9035
CYLC2	0.653333333333333
IKZF5	-0.2275
C8orf51	-0.977333333333333
PPM1J	0.19025
GIMAP8	3.61733333333333
GPR101	-0.737
NR2F1	2.1015
ACAD8	0.3235
RBM35A	-0.28875
GNAI2	-0.697833333333333
METTL8	-1.138
SLC39A7	-1.61
FBXO8	0.462
CAMK1	0.53
RFC3	-2.201375
FAM129A	1.48021428571429
ILF2	-1.71475
FGFBP3	-0.590125
NOM1	-2.0545
PSMA3	-0.8995
ASCC3	0.2323
ZYG11A	-2.17425
SOX21	-1.381375
LYRM1	0.32725
DEFB1	3.538
LOC91431	-2.40983333333333
OR7C2	0.79
FAM46B	1.239875
TMEM18	0.590625
ARHGAP30	0.8785
TMEM86A	1.74808333333333
EPHA2	0.709166666666667
C10orf46	-0.3017
TCHH	-1.396
C3orf30	0.3222
LOC285636	-0.458666666666667
PAIP2	-0.2205
CYP2U1	0.428571428571429
C12orf34	0.69675
SARS2	-0.660833333333333
ZCWPW1	1.28
SAMD12	1.36225
KIAA1430	-0.42675
ACAT1	-0.66375
MEOX1	3.456
ADAMDEC1	1.63175
PHKA2	-0.145
CARD11	-0.870833333333333
CALML4	-0.947
TSSC1	-1.211
TMEM45A	-1.05866666666667
MPP7	1.608125
POU1F1	-0.0045
SLC2A13	-1.2296
FBN2	-2.25
ZC3H7A	0.2148
LAIR2	-2.29375
ST3GAL1	0.118833333333333
LCT	-0.21775
GEMIN8	0.675666666666667
KLF16	0.2678
HIF3A	0.5179
FAM44A	0.982142857142857
AQP10	-1.4012
PLA2G2A	0.8465
FOLH1	2.74033333333333
C20orf186	-0.126
MAPKAP1	-0.365625
SPRR2D	-2.009
UBQLN4	-0.345666666666667
RSHL1	0.0935
PIAS3	-0.144875
MRPL24	-0.23625
GREB1	-1.425
FAM27E3	-0.4915
NUP62CL	-2.05575
NEUROG3	-0.045
REEP3	0.436583333333333
MARK1	1.141875
LMBRD1	1.23725
PRPF19	-2.161
PNMT	-0.577
CTGLF1	0.78
SLC25A16	-0.57475
EIF2B3	0.0435
RPA2	0.297
PAK6	1.44733333333333
CCDC26	-4.702625
SEMA3E	3.871875
MXD4	1.1583
TNFSF10	4.572
SMARCB1	-0.7295
DTX3L	0.188833333333333
PLA2G4E	0.6145
PPAP2A	1.6165
ULK1	0.133916666666667
TAS1R3	-0.456
SLC2A3	-1.12836363636364
ARID3A	-1.95675
GNG5	-1.49025
ACOX1	-0.0627
KIF5B	-0.97225
NUP153	-1.41675
MUC7	-0.149
CSDE1	-0.345357142857143
CLPTM1	-0.7335
C3orf23	-1.007375
LRRC17	0.733666666666667
TTYH3	-1.174
ATP5B	-1.273
ELF3	1.7726
CPSF3L	-0.0328333333333333
ZNF665	0.00200000000000003
TLR6	0.5282
GPI	-1.734375
RAD9A	-0.36475
NDST4	-3.842
AGPAT3	-0.319166666666667
MAGI3	1.38966666666667
ADORA2A	-0.33975
CACNG7	-0.1055
CAMK2D	0.189285714285714
CCHCR1	-0.423
RPS27A	0.8325
OR10G7	-0.0153333333333333
GCM2	0.5635
FAM135B	0.6103
E2F1	-2.0695
PLCB3	-0.40975
OR2AE1	0.169
COIL	-1.015
CDC25C	-4.53183333333333
RAB11FIP2	0.674416666666667
TSC2	1.17375
CTGLF5	-0.0885
CCDC108	0.0599
OR13C4	0.3425
C10orf81	5.88075
PTPRB	2.241
ACP2	-0.3865
LAG3	-0.237
MRPL54	0.42925
LOC201175	0.8295
ITGB1BP3	-1.98275
SPTAN1	-0.162666666666667
SIPA1L2	0.12175
RCAN2	-1.955
CDX2	-0.2255
ECOP	-0.6905
ACTR1A	-0.00550000000000001
PPARG	1.735
BBS10	0.708166666666667
TMEM44	-0.702625
BPIL2	-0.288
CITED1	2.221
IRF6	4.062
PRDM4	-0.169166666666667
RRP9	-0.607666666666667
OR10H4	0.212
IL31RA	-0.61625
GNB1L	-1.13583333333333
MYBL2	-3.310125
ZNF407	1.03783333333333
PPIG	0.1995
TTC18	3.5065
RPSA	0.095
MAPT	1.053
MRE11A	-0.0312307692307692
C8orf37	-1.0225
RASGEF1C	0.756333333333333
STBD1	0.9855
CTAG2	-0.118833333333333
MGAT5B	-2.50266666666667
ECM1	-1.389375
RLN1	0.699
PARP14	0.31275
EPB41L1	0.6449
HOXA3	1.05016666666667
MAGEA9	-4.919
RPS8	0.355166666666667
RPS19BP1	0.111
FOXJ2	0.566375
C10orf76	0.267
IL17RE	0.448
C10orf65	-0.765
ZNF343	-0.1785
FBXO33	0.373
UHMK1	-0.542
LY6G6C	-0.393
FGF19	-1.22925
C14orf128	1.11566666666667
IFIT2	1.80125
TIGD1	0.1035
S100G	0.0865
GUCY1B3	0.725
NR3C1	0.3538
CORO1B	-0.198666666666667
PARP11	0.581583333333333
DNALI1	3.1285
OR4N4	0.327
MAP2K6	0.899
FSTL4	-0.42325
ANKRD47	1.76025
TMEM171	-1.828
PNLIP	0.27025
YY1	-0.209333333333333
CCDC138	-2.95616666666667
AASDHPPT	-1.068
CKS1B	-1.3815
MCM3	-1.75983333333333
ANAPC7	-1.14483333333333
FAM110A	1.054
CDC37L1	1.324
THTPA	0.40775
NBPF20	0.1725
WDR24	0.3895
NPTX2	-5.245
CBLB	0.930666666666667
CETN1	0.0643333333333333
RPUSD1	0.36125
FAF1	0.29125
CDK6	-1.4762
HMX2	0.3295
CSK	-0.579333333333333
TEAD2	-0.2745
SNAP25	-1.11875
TUFT1	-0.0574
TMTC3	0.6245
LCK	-1.95575
SGOL1	-3.36333333333333
AKTIP	0.43225
FURIN	0.528875
SOX12	-1.06616666666667
DEFB103A	-0.204
RAMP1	-0.33175
KIR3DX1	0.1555
GAS2L3	-1.20375
PDE8A	-1.724
EDN3	6.005
GMIP	-0.0315
SF3A2	0.6235
FN3KRP	0.41425
SMAD7	0.2425
RHBDD2	0.3975
OR11H6	-0.0875
PPP1R3B	1.336
C9orf23	0.2255
CADPS	-2.3935
GOLGA8A	0.14175
TMEM57	-0.2755
RGL3	0.313
S100A14	0.718
FGFR2	1.6406875
XRCC3	-1.12725
RTN4RL2	0.274
MGC3771	-0.1005
GH2	0.302166666666667
BTBD2	-0.07225
LMO2	1.0275
RDBP	-0.81425
ACRBP	-2.027
AMY2A	3.6445
DUOXA1	1.2425
PTK7	0.497
TWF2	-0.0393333333333333
FAM80A	-1.7685
TNNI2	-1.59416666666667
GLT25D1	-0.918833333333333
OCC-1	-2.10625
CYC1	-1.821
RPL22	0.462454545454545
MORN3	0.190833333333333
DISP1	1.13025
PRB2	0.342
CHUK	-1.584
HR	0.93825
CCDC134	-0.709625
DENND4B	-0.061
C14orf130	-0.908375
RAB33A	-2.564
DCST2	0.1715
TNMD	3.8985
PEX7	0.2495
FAM62A	0.177125
SRD5A2L	-0.7185
IL22	-0.3875
RPS26	-1.37266666666667
HOXC5	0.042
SPATA6	0.8985
FLJ38482	0.697625
ZNF234	2.399
C18orf22	0.26825
SPATA22	1.17625
THOC1	-1.62225
CYP7B1	4.194
KCNC3	0.59975
C8orf42	-0.611
ALDH1B1	-1.00633333333333
CCDC100	-0.606
ARMC4	-1.7755
FAM18B2	-0.01075
SLC44A1	0.334625
FBXO17	-1.098
C6orf107	-0.80875
C19orf29	-0.60125
ZC3HAV1L	-0.464
PARP6	0.2398
SULT2A1	-4.84725
C1orf159	-0.52325
TMC1	-0.183
CHST14	-0.06175
GAMT	-0.102666666666667
SMCP	0.377333333333333
TSPAN33	0.9595
MIDN	-0.54
NOX4	0.427
RNASEN	-0.5093
TBX1	-1.3945
SALL2	0.12075
C10orf35	0.85225
CYP2E1	0.206125
LRFN2	-0.00616666666666667
ACO1	-0.543666666666667
IQCG	0.5454
MEGF9	1.1475
TM7SF4	0.81325
PLEKHA1	0.503
STK33	-3.22625
C1orf210	2.043
SNUPN	-0.2549
KIAA0406	-1.3246
C20orf29	-0.56675
TMEM55B	0.12475
OSTM1	-1.2619375
CLCN7	-0.197
OTP	-0.229
FLJ23049	-0.61525
HEATR4	0.436
MAP3K10	0.453833333333333
PCDHGA9	0.1785
AMDHD2	0.09025
LCTL	-2.7175
PDCD2L	-0.88525
CABLES2	-0.975
SLC5A9	-0.041
CLCA2	1.1095
MGC16025	0.6295
STRAP	-1.6845
C20orf196	-0.7315
RRBP1	0.218
NAT13	-1.0795
MAT2B	-0.35575
CSNK1D	-1.2565
KIR3DL1	0.11225
PRKAG3	0.3445
ZNF599	0.8685
PRM3	0.375
PER2	2.27833333333333
ASPHD1	-2.103
PRMT6	-1.3345
KCNE1L	0.00871428571428572
FAM118A	-1.04983333333333
TAF4	-0.946
NDUFB6	-0.82475
TRIM9	-0.66525
PMFBP1	-1.2005
KY	1.549
DKFZp762E1312	-5.34809090909091
CSMD1	-2.2115
TBP	-0.384333333333333
OR1Q1	0.334666666666667
RETNLB	-0.06325
HPGD	1.24271428571429
DNAJC12	-0.167666666666667
FKBP1B	-1.0285
ANKRD24	-0.233666666666667
CXXC5	0.052
IL3	-0.1205
DRAM	0.2473
PTCH1	-0.25975
TP53BP1	0.074
SLC17A7	1.07025
COL25A1	-0.7994
AMACR	-1.10433333333333
RHCG	1.647
VPS13A	0.2095
FAM55D	1.7345
PRPF38B	-0.295583333333333
OSBPL6	-0.7925
PFDN5	1.711
CMTM6	0.408
KCNK12	-1.25075
RP2	-0.79
C16orf52	-1.49
PICK1	0.4035
IFNE1	0.8205
SEMA4B	0.2295
TYRO3	-0.61225
OR12D2	-0.4705
CSNK1A1	0.5146
FANCF	-0.215
LONP2	-0.253875
TBL1Y	-0.3605
LDOC1L	-0.410875
CCNC	-1.1425
C3orf60	-0.8705
CHKA	-0.5515
UBAP1	-0.13475
MAP3K1	1.4425
ANKRD9	-0.19175
FAM92A1	-1.17583333333333
GAB2	0.757625
AZU1	-0.275
DIS3	-0.601916666666667
C21orf109	-2.12175
IQCB1	-0.34475
SPATS2	-1.09883333333333
EFCAB3	0.22725
PRB3	0.1985
FUZ	0.646
ZNF813	-0.669125
BMPER	-0.225
HEG1	-0.10975
ALS2CR11	-0.78225
SURF2	-0.12175
PSMC1	-0.29975
OR2D2	0.439
SLC7A8	1.00533333333333
C4orf40	0.3675
SPATA7	1.10425
MAZ	-1.15841666666667
PIN4	0.21225
PDE1A	-0.5235
TAF6L	-0.601833333333333
OR2T34	0.0265
KIAA0284	0.35825
ACADS	1.20554545454545
MKRN2	-1.26
C18orf56	-3.9255
MS4A6E	-0.203333333333333
GALNT4	0.3044
C22orf31	0.861
FLJ36070	0.6115
PSME4	-0.43875
TFG	-0.9814
EPHX2	1.5415
ANXA5	-0.16175
KRTAP1-1	0.0951
BATF	0.87025
KARS	-1.36525
MSTP9	0.499
GPR26	-0.117625
CCDC72	-0.13475
TEF	0.646833333333333
FOXK1	-0.0121
PRLHR	0.7435
EMX1	0.3115
C11orf30	-0.283125
ICK	0.763375
THSD7B	-0.0665
C21orf100	-0.9895
DUOX1	2.445
EFCAB4B	0.14825
UBE2G2	-0.309666666666667
C3orf54	0.00725000000000001
PARP1	-2.0675
FAM60A	-1.04666666666667
C6orf146	-0.16325
OR9K2	-0.005
DDX55	-1.16983333333333
RPS15	0.3225
ZNF618	0.850125
DKFZp686D0972	1.9255
SSPO	-1.145
SHFM3P1	0.9945
CPA6	-1.56775
JAG2	2.638
DEFA3	0.87175
PPBPL2	0.505333333333333
CD34	4.74875
SLCO4A1	-2.944375
AFG3L1	-1.11766666666667
SHD	-1.7525
RP13-122B23.3	-0.236166666666667
PRKCSH	-0.657833333333333
DPH5	-0.386833333333333
HLA-F	1.552875
TBC1D4	0.324
RIG	0.591833333333333
GLUD1	-0.2695
HNRPCL1	0.9595
HBXIP	-0.88675
RNF207	-0.115
APIP	-1.15375
PLA2G3	-2.44
CCDC84	-1.17275
MYLIP	0.527769230769231
PHIP	0.51775
AARS2	-0.528166666666667
DHX32	0.1245
SCAPER	0.224
MEN1	-0.27725
NIP7	-1.2825
FLJ25404	0.6185
FASTKD3	-1.13275
TMEM158	-2.73225
RARA	0.63375
BDH1	0.7825
ANKRD16	0.02775
CARM1	0.7145
SS18	0.307666666666667
IKZF2	-0.05575
MYD88	-0.2275
PML	0.3749
TAF1A	-1.582
CBFB	-1.556125
HIST1H3H	-2.3665
C7orf29	-1.52125
COMMD4	-0.730666666666667
DPP3	-1.3875
DAB2	0.9155
LOC388882	-0.158
YPEL4	1.057625
AGBL3	0.47875
LRP6	1.2831
SERPINH1	-0.821
TLE1	1.2745
CD244	0.699166666666667
ZDHHC15	0.0375
MGLL	1.594
PLDN	-0.149833333333333
LOC654346	1.6265
FAP	1.31075
GPR37	-0.786333333333333
SCARA5	3.48783333333333
EBF4	1.67136363636364
LSM6	-0.07925
MLLT1	-0.237875
SLC5A12	-0.5425
A2BP1	-0.871666666666667
COPS5	-0.274666666666667
TPM4	-0.510857142857143
TNFSF4	-1.61783333333333
ACADSB	0.499
HERPUD1	0.66
BCL2L11	-0.465111111111111
CEP78	-1.7335
CDCA3	-2.811875
WBSCR19	0.8124
MYO1A	-2.545
PPEF1	0.200333333333333
LOC440348	-0.25275
CPEB2	-0.274875
BPTF	-0.21
RPL21	1.0450625
GSX2	-1.7335
ADPRH	1.76466666666667
C17orf68	-0.00699999999999999
KCNS1	0.826666666666667
MLLT6	0.5611
PIWIL4	1.647
RNF26	-0.53575
RAP1B	-0.026875
ADAMTS1	0.4958
ZNF571	0.3345
P2RY6	-1.45
TRIM21	0.633333333333333
CADM3	0.17725
NLRC5	0.269333333333333
ADRA2B	0.228166666666667
LOC90835	-0.663625
PCF11	-0.1215
LOC400451	1.22475
GLTSCR1	0.7401
C17orf88	-0.439333333333333
CDH16	-0.2675
FGF7	3.542625
PCSK4	0.262166666666667
NPC1L1	-1.12733333333333
TAT	2.303
TBCA	-0.75675
MGC33407	-0.21675
GPR115	-1.507625
CYGB	0.321
FNBP4	-0.470666666666667
C12orf43	-0.402
CBL	-0.3826
CLECL1	1.8265
PPAPDC1A	-2.8075
WDR25	0.2675
SGCA	0.5365
C22orf29	-0.1615
YIPF1	0.73425
GALK2	-0.683
RAB3B	-2.97683333333333
LOC440087	-0.61475
UCP1	-0.1995
REEP5	1.765875
FADD	-0.9752
FOXA1	1.334375
CACNA1A	0.180166666666667
ABI1	-0.633666666666667
GRIN2D	0.78475
SLC1A4	-1.40716666666667
LOC401127	-2.0485
HINT2	0.46025
PLD4	0.079
ZNF286A	-1.8295
ENY2	-0.814
IL1F6	0.885
PXDNL	0.856
C20orf79	-0.465
TNFSF13B	1.65966666666667
DENND3	0.39275
JARID1D	-3.93825
HIST1H2AK	0.132375
LOC93349	0.3613
SSH1	-1.2773
ENSA	-1.25175
LOC219854	0.241666666666667
CKAP2	-3.201
DKFZP564J102	1.13866666666667
MGC87315	0.8545
HNRPAB	-2.24125
AMH	-2.002
ZNF526	0.6675
BRUNOL5	0.1197
CACNG3	-0.0796666666666666
TRPM1	-2.5385
PPP2R1A	0.174625
COL2A1	-0.8545
DDN	-0.0805
FLJ25770	1.82666666666667
HK2	-1.32271428571429
ELOVL6	-2.191625
MDK	-1.6415
EPHX1	0.923
RASSF2	0.340375
DKFZP434B0335	0.31825
DLX3	0.314
PRTN3	-0.47425
AVPR1A	0.202
C21orf125	-3.002
TNFAIP8	-0.684
GNB2L1	1.2895
CALCRL	1.80625
SCGB2A2	7.7565
UBXD7	0.7015
ZNF674	-0.5045
TMEM35	-0.17725
BRSK2	-0.841
HECTD3	0.0536666666666667
TMEM188	-0.90925
LGALS9	1.083
SCARB2	0.0739166666666666
USP34	-0.279416666666667
C17orf28	0.96125
ZDHHC23	-1.31725
AQP12B	0.0565
SLC16A3	-3.208375
APLP2	0.49525
ITIH2	-2.79825
MICAL3	0.61175
TNNI3K	1.7178
HDAC2	-0.402875
PRR7	-0.8813
THBS2	-0.416
LOC751071	-1.551
CA2	0.749333333333333
RANBP17	-0.32875
RLN3	0.11875
CRYZ	-0.873
GBAS	-0.285666666666667
TAS1R1	0.10525
MPZL3	0.3545
PCDH8	-2.7065
HSP90B1	-0.524583333333333
KCNK15	-1.5065
TNIP2	0.426333333333333
GPR146	2.016
NOL6	-0.47
SPC25	-6.36233333333333
STEAP2	2.28971428571429
VAMP3	0.425666666666667
TCIRG1	-0.4985
ZP4	-0.779333333333333
PARL	-0.154875
TRIM39	0.266
KIAA1305	1.44075
CRNN	0.444
GRN	-0.28075
HSH2D	-1.2075
SCAMP1	0.3399375
KIAA1913	0.15575
PTS	-0.60575
BANP	0.310071428571429
PRKACG	-0.17175
ADCY6	0.832
C16orf46	0.837
CYP51A1	-0.503375
DDC	-3.35725
ANPEP	2.01033333333333
PROM1	3.25466666666667
SIGLEC10	1.673
COPG	0.0645
FAM26E	0.661125
TRIP4	0.063
SNX3	-0.284333333333333
C1orf175	1.024
PPY2	0.79
C14orf152	0.48725
FTSJ1	-1.2465
DST	2.13525
LOC554235	0.05925
GLRX5	-1.05975
C20orf12	1.748
CAB39	-0.250666666666667
MSH2	-1.762
PIP4K2C	-0.006875
CYLD	0.42975
WTAP	0.125625
MGAT4A	-0.505222222222222
TSC22D4	0.5303
CHRM2	-0.9975
PPYR1	0.230833333333333
CCNH	-0.646833333333333
RRM1	-1.64425
ECAT8	-4.071
LOC400120	1.585
GABRA4	1.0875
C14orf4	0.657166666666667
C1orf59	-0.62675
CTDSPL	1.353
NHEDC2	-0.5035
PDE11A	0.0188125
KLHL29	1.40525
CD5	-1.2795
TSPAN9	1.04375
WDR67	-2.06925
THUMPD1	0.5749
C18orf17	-0.826
CLYBL	0.504
FLJ13231	-0.0191250000000001
CMBL	-0.61275
LECT2	-0.48325
NKAPL	3.86766666666667
LOC654780	0.2975
OR4C6	0.036
RAB30	0.351166666666667
TSSK4	0.232
TMEM163	0.4125
OSBPL11	0.252333333333333
GNB5	-1.60733333333333
CCL21	3.1515
C1orf121	-0.649333333333333
FMO2	4.38566666666667
RPTN	0.853
MSTN	0.2855
VCL	-0.5065
FYTTD1	-0.601
C11orf1	0.538
CCDC88C	0.2171875
HFE	-0.396
MOGAT1	1.556
FAM125B	0.623
IRGQ	0.26
RAVER2	1.0465
AKAP5	null
SSSCA1	-0.81625
C11orf63	1.016
ACTG2	3.3406
PORCN	-1.4175
DTL	-4.61472727272727
TMEM151	0.22925
FAM122C	-1.21825
RSAD2	0.8255
BAT4	-0.202
KRTDAP	0.229333333333333
MYH8	0.25125
CRTC3	1.166
LRRFIP2	0.2228
INTS4	-0.864333333333333
TTN	-0.394333333333333
SLC26A5	1.043
PLLP	-0.054
RGS6	0.78175
SRGAP3	1.13875
ZNF525	-0.370666666666667
NBR2	0.0878333333333333
C13orf1	-0.4749
ZNF137	-0.6055
CEP27	-1.82225
BEST2	-0.4475
RNF121	-1.04875
DMRTC2	0.68575
C8orf76	-0.6945
BCCIP	-0.12275
MEST	-0.0035
HTRA2	0.196
ANGPTL2	2.3125
ILKAP	-0.712833333333333
ERAS	0.2315
HBS1L	-0.184
CPA5	0.6525
TMEM30A	-1.1875
CD300LF	1.17166666666667
WISP3	4.2845
CRK	0.0464285714285714
PDS5A	-1.0669
BRPF3	0.308333333333333
NEDD9	0.674125
SMPDL3B	0.907
PSG6	-0.36725
PSMD13	0.09475
ETV5	-0.0128125
OR51A4	-0.085
BTBD7	0.932416666666667
GSTO1	-1.544875
hCG_16001	0.5425
MAD2L1BP	-0.708666666666667
COX6A2	1.2655
SCNN1A	1.79633333333333
LSM1	-0.00216666666666667
UGT2B11	1.007
IDUA	0.86575
PPP2R3C	-0.769166666666667
COX11	-1.6715
PDZK1	1.12275
ZNF443	-0.543
MGC21874	1.06133333333333
ZNF323	0.517
KRTAP10-10	0.421
CXCL6	0.465
SLC34A2	2.3849
LOC284402	0.4155
NPTN	0.00841666666666664
UPP1	-2.34575
SLC6A9	-0.7245
OR7G3	-0.34075
CISD1	-0.886166666666667
ZNF545	-0.4565
SYT14	-0.884
NT5C3L	0.2075
ZNHIT3	-0.260666666666667
SNRPD3	-0.578
KIAA0701	-0.035875
UNC93B1	-0.120666666666667
GMNN	-1.4865
SPCS2	-0.577666666666667
LOC388524	-0.337
NAPRT1	-0.657625
PNLIPRP1	-0.10125
OR6V1	0.406
PRKAB1	-0.64875
EYA4	-3.763
KIF20A	-4.8745
ALG10	-1.41875
ITPKC	1.4495
LMX1B	0.385666666666667
RPUSD4	0.335333333333333
C7orf34	-0.00316666666666667
DLGAP2	0.573875
PFN1	-1.1531
MICALL2	-0.38325
ZNF654	0.3935
SS18L1	-1.450125
SLC16A8	1.7845
MKI67IP	-0.248333333333333
ITGB3	-0.541875
TCEA3	1.891
CEP152	-1.6630625
CLIP1	0.92975
ZNF75	0.5345625
ATP5C1	-0.744666666666667
NUDT5	-1.49233333333333
PSCDBP	0.40425
UBP1	-0.5285
RBM27	-0.57375
C13orf15	3.53975
ZNF282	-0.00716666666666665
ZNF222	-0.2336
COL10A1	0.142
PRDM15	-0.288875
TTTY5	-0.1615
FAM9C	-0.348666666666667
C20orf67	-0.3055
GNG13	2.5765
F12	-2.0275
C1orf41	-1.09125
CPXCR1	0.1025
GSK3A	-0.385
SUPT6H	0.0315
PI16	3.768
ELL2	-0.5365
C9orf167	-1.65016666666667
PVRL3	-0.9058
FLJ38596	0.53325
ADAM20	0.124
GPR89A	-0.423
GPR87	0.3655
ZNF30	-0.25475
SMR3B	4.747
ZNF770	-0.024
TRPC4AP	-0.4155
DKFZP686E2158	-0.2455
C2orf28	-0.267666666666667
FREM1	2.0655
LAMA4	1.58383333333333
ADPRHL2	0.33
EIF4G2	-0.244833333333333
GUCA1A	-0.904
CTNNA2	-1.679125
NUDT15	-0.888666666666667
CEPT1	-0.817
ZNFX1	0.1316
CCDC92	1.375
TDRD1	0.6535
KCNK5	-0.648166666666667
ETNK1	-1.29008333333333
LTA	0.3535
TTPA	0.878833333333333
B3GALNT2	-0.204125
SC65	-1.02583333333333
PEX5L	-1.553
EPS15L1	-1.165
MGEA5	0.6325
HIST1H3A	0.1395
ING1	-0.00187500000000001
BCAT1	-3.928125
ORC6L	-4.39518181818182
KLK11	-1.32716666666667
C19orf28	-1.864125
DNER	-4.116625
MED22	-0.0722142857142857
ETV6	1.63975
CHAC2	-3.4755
CD300E	0.012
CEBPB	0.656916666666667
ZNF398	-0.266
LRCH3	0.17
HMGA1	-2.1215
CAPN7	-0.254333333333333
MGC5566	-3.122
CCL3	2.60125
NANOS1	0.193875
ZFYVE19	-0.3555
APITD1	-1.3615
PARD3	1.36025
IRAK4	-0.651833333333333
SERPINI2	-0.0445
CEP170L	-2.009
TTC9	1.670875
MYOM3	-0.94
MLPH	0.67175
LOC222699	-0.317
NRG1	1.11208333333333
TBC1D9	2.09545454545455
TTK	-5.1835
ZNF557	-0.2012
DDX41	-0.435
FANK1	2.335
UBE2D2	-0.546875
PSMB10	0.015375
MYH7B	1.8185
GABARAPL2	0.50425
MARVELD2	1.55266666666667
DGCR2	0.434833333333333
UNC45A	0.825166666666667
C6orf72	0.8415
ZNF683	4.01775
GIT2	-0.094625
CASK	-0.209
C14orf161	2.29933333333333
LRRC44	1.23925
TIFA	0.241875
UTP11L	-0.903375
C6orf65	-1.6825
FDPS	-0.30375
DUSP9	-1.6525
SLC17A8	0.0991666666666666
OR51G1	0.168333333333333
NANS	-0.72075
OLFML1	1.91525
ATP10B	-1.822
NPAS3	0.57375
PRKCA	-1.6927
GGA2	0.0229375
LCE4A	0.313
SPANXN3	0.019
CCDC115	0.930125
SDCCAG3	-1.0495
GLIPR1L1	0.2415
TTC1	-0.4325
C17orf76	0.081
MAD2L2	-1.36575
HIPK1	-0.3248
LRRC3B	2.94366666666667
CLN3	-0.208909090909091
C17orf47	0.5545
FMN2	-1.71125
TUBB1	-1.81675
WAPAL	-0.879833333333333
C3orf21	-1.407875
SCN5A	-0.2869
SMYD1	2.62225
BEX5	1.4525
ZNF192	0.1095
SEC22A	-0.094
GRIA2	1.8025
KIAA0825	-1.8665
NUSAP1	-4.90409090909091
LANCL1	-1.243125
C15orf40	-0.193
ZNF645	0.27225
GPR61	-0.28275
NLRP14	-0.1045
SNX21	0.4163
C1QTNF8	0.1675
C17orf46	0.343
IFNA8	0.6315
SPRR1B	-2.85516666666667
FLRT1	-0.66625
SNX17	-0.573666666666667
ASB2	-0.381833333333333
HBG1	-4.766
RPRML	-0.852
JOSD2	-0.645666666666667
PLSCR3	0.12425
SPOCD1	-2.36833333333333
RAB39	-0.867
GHRH	-0.3925
ITIH5L	0.30225
C17orf37	0.32125
SMCR8	0.372
DPY19L2P3	-0.784166666666667
IL11RA	2.24383333333333
GDF3	-3.89233333333333
RPS6KB1	-1.27291666666667
DNAJC19	-0.00849999999999998
TOP1	-1.3185
CRCT1	0.72275
MPST	0.493375
DPM2	-0.40925
FAM38B	-0.154666666666667
SLC18A1	-2.36233333333333
FARP1	0.822
PAX7	-0.117
TUBD1	-0.092
GNL3	-0.700875
BTG2	1.9592
NDUFS6	-0.9885
C1orf79	-0.72275
ERAL1	-0.90975
ECHS1	0.57225
VPS4A	-0.0583333333333333
CYP11A1	0.835625
ABCC6	-0.552928571428571
PBX4	-1.39
MOSC1	1.35275
NCF4	0.2135
HYMAI	-0.0895
NAGPA	-0.55275
OTOP2	0.28375
ACOT12	0.15275
MTHFD2L	0.066
LOC441376	2.081
C19orf34	-0.9565
RAB1B	-0.89325
ALDOAP2	-1.0835
NTRK1	-1.22
ARTS-1	0.4784
SLC6A11	-0.766
NAP1L2	1.0565
CNGB1	-0.041
EPB41L4B	0.684166666666667
FAM134B	1.513625
HS3ST3A1	-3.18366666666667
CPXM2	5.74375
SIRPB2	0.5215
CHORDC1	-1.68266666666667
TRIB3	-2.07466666666667
SLC2A5	-0.11925
C2orf49	-0.544333333333333
DDX5	0.122
OR5L1	0.1655
ANAPC4	0.208833333333333
ZSWIM1	0.064
LOC93622	-0.41625
KCNK3	0.744
RP11-35N6.1	-0.44975
ZFP161	-0.495
AQP9	1.716
SLC15A2	-0.524666666666667
MREG	0.016
OR9I1	-0.074
PDLIM2	0.143375
ADAM7	0.244
GSTCD	-0.888
WDR21A	-0.251375
SLC12A8	0.449666666666667
TMEM174	-0.248
IGSF3	0.133833333333333
LRRN1	0.5725
LOC402117	-0.25325
SRPK1	-1.755
LY6K	0.1488125
NFIA	3.692
PTCD3	-0.913875
LEP	3.528
PCDH21	-0.771666666666667
MAPKAPK2	-0.0721428571428572
NMNAT1	0.0331666666666667
LHFPL2	1.04875
C9orf43	0.26375
DIP2A	-0.366166666666667
ACTR8	-0.311375
CCDC34	-1.0495
PTPN22	-1.53557142857143
ITGA3	-0.389625
FAM129C	0.22075
RABGGTA	0.687333333333333
UNC45B	0.3675
KIAA1033	-0.20125
ZNF510	-0.156333333333333
CYP2D6	0.0601666666666667
SLC26A10	0.5865
STX8	0.88875
LUZP1	0.234375
WDR89	-0.266
EIF4G3	-0.2331
C5AR1	1.395625
