Hybridization REF	TCGA-E2-A1AZ-01A-11R-A12P-07
MGP	3.9295
CCDC144A	0.798666666666667
TRPC1	-0.166166666666667
SMS	0.193166666666667
MAPK7	0.377333333333333
RRAGC	0.81625
PARD6A	-0.1875
NUB1	1.01166666666667
SYNGR4	1.1795
OR11H12	0.0395
WIF1	2.36675
GCH1	0.2685
OR11H4	-0.0585
SLC44A5	-1.3525
GPRIN2	2.23366666666667
LOC401431	1.40575
CPA4	0.3495
MELK	0.620555555555555
IL15RA	1.592
CUL3	-0.368125
HMBOX1	0.08125
PODXL	-1.117
CCT6B	-0.863
COMTD1	0.41425
MUC20	-1.872
GPX2	-3.700875
ITK	1.059875
FBXL5	0.77825
C13orf27	-0.73
DEFA5	0.793
TRHDE	-0.8845
MTP18	-0.780833333333333
UQCRQ	0.3308
ITGB2	1.97691666666667
CSRP2BP	-0.372
TAS2R44	1.418
PHPT1	-0.233375
FAM44C	0.1855
ERH	0.474
MPHOSPH1	0.6825
MORC1	-1.208
PARVB	-0.595
LAMA1	-2.40766666666667
PGBD3	1.27825
GIMAP6	4.40475
AREG	-3.23316666666667
LIPT1	-0.3945
MGC99813	-0.80425
C1orf201	0.0271666666666667
GRIN2A	-0.1222
MAN2C1	-1.323
NSUN5	0.094
SF3B5	0.15825
MYC	0.0520625
NRXN1	-1.46463636363636
ZNF18	-0.179
SPDYA	-1.071625
SLC37A1	1.155
DECR2	-1.056
ANKRD38	3.30325
SPTLC3	-0.553333333333333
SUPT16H	-0.61675
DTWD2	-0.38875
ULBP1	-2.697
ZADH1	-0.100333333333333
OIP5	-1.93325
IL10RB	-0.0568333333333333
OTUB2	-0.062625
VWA3A	0.650166666666667
SPIC	1.83066666666667
OR6C4	0.231
PSCD4	1.77566666666667
DPY19L2P2	-0.9185
TRAPPC6A	0.251166666666667
C21orf2	-0.0765
CEMP1	0.0525
LIN7B	0.012
E2F7	-1.047
VCP	0.207
LAMA3	0.229416666666667
BGN	2.4565
GPR160	-1.80666666666667
COCH	-3.36166666666667
GPR81	-0.3735
APOBEC3F	-0.5595
tcag7.1017	-0.282
C1orf32	0.2575
SCGB1D2	3.04575
FLJ43987	-0.5345
C6orf170	0.40325
KLK9	0.274
GPD1L	0.1295
VPS37B	-0.228
ATG3	0.259833333333333
ADAMTS17	-0.3605
KLHDC2	-0.445666666666667
NDUFV2	-1.353
BLK	-1.755
MATN4	-0.1075
GPM6A	0.287125
GBP4	3.43583333333333
TMEM162	-0.114666666666667
PKP2	1.8975
HRASLS	0.166444444444444
MMP1	-2.80525
SFXN3	-0.734
FSD1	-1.41166666666667
ST6GALNAC3	-1.249
CA12	-2.7635
NCOA6	0.47375
C19orf58	-0.0467
PPP4R1	-0.258833333333333
MAN1A2	0.136166666666667
IKBKAP	-1.0215
UPF1	-0.0991666666666667
KIAA1219	0.63475
WNT16	0.4175
SNW1	-0.2785
IL18RAP	4.23225
RPP30	0.49325
CDC40	-0.145357142857143
SETD3	0.179833333333333
SLAMF6	1.11725
ELK4	0.1575
TRIM47	1.37616666666667
ACOX3	1.417875
TRIM6	1.02125
KIAA0372	-0.179833333333333
TP53AP1	0.062875
SMURF2	0.768
ADAD1	2.204
EBP	-0.4896
KRTAP13-2	-0.364
FLJ36874	0.588666666666667
TOR1A	-0.291166666666667
P2RY4	-0.3225
GPBP1	-0.11875
TRPV1	0.5885
ADAMTS12	1.08366666666667
PES1	-0.9441
ATG4A	0.801166666666667
MAGEA10	-5.00275
WFS1	0.102
CC2D1B	-0.269833333333333
PABPN1	0.200375
SLC25A30	0.021
SLCO1C1	0.384333333333333
SLC22A5	-1.0635
KIF23	-1.60833333333333
SYN2	1.15066666666667
ASPN	6.84133333333333
CENTG2	-1.0175
QSOX2	-1.6499
FLJ10815	0.528
STK24	0.20575
SPEG	0.3939
STK10	0.293833333333333
DACT2	-1.1275
AAAS	-0.4125
SSX3	-2.1505
ABCD3	0.1286
C4orf12	-0.730375
PARVG	1.94466666666667
FIG4	0.6865
C9orf46	1.62675
TMCO6	-0.218
IGHMBP2	-0.60675
DUS2L	-0.374666666666667
FAM3C	0.2628125
TMEM16D	-1.67325
DCTN4	0.3005
KCNH3	0.02475
EIF2AK2	1.1515
AP1S3	-0.924625
CST4	2.6505
PAM	1.043375
NUTF2	-0.01875
CITED2	-0.2594
SLC39A4	0.835
C2orf52	-2.0645
GRM3	0.10125
C12orf49	0.27025
CCDC49	-0.2339
GRAMD1B	-1.04085714285714
FNDC4	1.28375
SIAH2	-0.329625
GDPD4	0.1135
C21orf87	0.073875
ATP5A1	-0.942833333333333
C16orf63	-0.8815
LOC388135	-0.5065
ATP5J2	0.571125
MMP3	0.1505
EMID2	2.11775
CRHR1	0.546
WDR70	0.47775
C13orf31	1.613
ZFAND1	0.39575
CCL18	4.25466666666667
C3orf49	0.5505
RINT1	0.169
KIAA0408	-0.856666666666667
F13A1	4.7456
SLC10A1	-0.142666666666667
OGN	1.23025
GIPC2	-0.9565
XPO6	0.0443333333333333
LCE1A	0.3475
FMR1	0.8422
LOC374920	0.2325
DUSP3	0.2095
ANKMY1	-0.6785
C7orf50	0.32825
BBS9	-0.0324
UNC119B	-0.828875
C9orf72	1.337625
MGC35440	-0.41975
ENTPD6	0.4375
PPP1R2P9	-0.0665
ERCC4	-0.41775
FAHD2B	-0.7595
HMHA1	-0.3115
HACL1	-1.01
RAD23A	-0.596833333333333
FAM83B	-0.00275
PPP5C	-0.0381666666666667
RNASEH2C	-0.0375
C9orf153	-0.69475
SCAMP4	0.059875
GHITM	0.4747
NDUFB7	0.014875
ADCYAP1	-0.7768
SP110	1.57033333333333
MAP3K7IP2	0.4665
DHH	0.028
AGRN	0.0154285714285714
WDR33	0.2635
CEP290	-1.1755
PRPS1L1	-1.09866666666667
KLRA1	0.2465
GPR97	-0.285
CHD7	0.79175
TLR10	2.65875
SLC30A8	-1.781
HIC1	1.79566666666667
IAPP	-0.3005
RXFP4	0.16075
GP1BB	-0.2715
SHQ1	0.955
NKX2-3	-0.00516666666666665
API5	0.45325
FTHP1	0.098
MOV10L1	-0.4276
TRIM6-TRIM34	1.35866666666667
ADHFE1	0.87625
FAM117A	-0.27275
DDI1	-0.0848333333333333
CDON	-0.627666666666667
TRIM73	-1.799
IGKC	4.611
MMP14	0.387083333333333
DYNC1LI1	0.33125
C11orf66	0.238
TRBV3-1	-0.16125
FASTKD5	0.51825
BIVM	-0.5805
LHX4	-0.4155
CXCL2	0.0797
RAB2B	0.201833333333333
IZUMO1	-0.48925
MAP3K15	-2.0505
FAM19A2	0.399833333333333
ZC3H8	0.403333333333333
ZMAT1	1.222125
SPINK5L3	-4.195
SLC10A6	0.7035
APPL2	0.00537499999999999
CARD10	-1.67366666666667
LOC402176	-0.094
EEF1D	0.3912
RAB6A	1.1758
C12orf5	0.8125
PAPOLG	0.34225
MSRB2	1.5445
BCR	0.100444444444444
PUS3	0.40675
TIAM2	0.5595
ZNF317	-0.004
CHD2	-0.513
FZD5	-2.32295454545454
NUDT8	-0.18875
ZNF763	-0.6315
PRC1	-1.88688888888889
ABCB9	0.147166666666667
SPATA3	-0.23675
TRAK2	-0.5595
STAB1	2.984875
LRRTM2	-0.00783333333333334
psiTPTE22	-0.38625
DBI	0.41925
SERPINA11	-3.53775
NAT5	0.1755
C20orf58	-2.389
RPS6KA4	0.9835
FLJ90650	-1.2565
TGFBRAP1	-0.31625
CHRDL2	0.92725
FAHD2A	-1.15466666666667
CNTN1	1.19825
BBS4	-1.7724
TMEM181	-0.69275
MINPP1	0.56425
MPHOSPH6	0.770916666666667
HOXC10	0.5567
ITPKB	0.074375
CLPTM1L	0.31575
MEOX2	0.359
ATP6V0C	0.74875
PRPF8	0.087
TMC5	1.16325
FKBP3	-0.15375
PLEKHB2	-0.30925
OR4D6	0.1945
ZNF544	-0.0038
D2HGDH	-0.569125
RPL18A	0.0486
HEL308	-0.178875
MPP6	-1.07025
TCERG1	-0.5555
KRT16	2.27583333333333
KLF17	-2.4225
KLF5	0.285375
CDR1	2.9675
VCX3A	-4.5275
FBLN2	3.02025
C14orf104	0.018
HBE1	-5.0216
OR4S2	0.9095
C1orf108	-0.0983333333333333
ROBO4	3.52533333333333
CPEB4	-0.35925
C11orf80	0.1
BCKDHA	-0.0866666666666667
MYOC	0.78275
GIF	0.029
CKMT1A	1.449
RPL3	-0.1899
THBS1	1.4215
APOO	-0.11075
ARMCX1	1.947
HSZFP36	0.074
SNAPC5	-0.92325
EIF4ENIF1	0.05825
ZNF433	0.9825
TNFRSF21	-0.05025
TMPRSS7	-0.0295
SPATA18	0.7314
HPDL	-0.018
MKL2	0.601
TBX3	-1.98253846153846
C21orf93	0.238666666666667
DAXX	0.267
ELMO1	0.641
RGS13	2.741
TAF11	-0.45025
UNC13A	-2.117375
LOC653314	-0.1888
ORC3L	-0.0755
IMAA	-1.72
TARBP2	-0.3195
CABIN1	-0.7885
TRIOBP	-0.3694375
HIST1H2AC	-0.8775
RGS22	-3.045
NCOA1	1.08416666666667
IL25	0.2565
SNCG	1.047
GPR6	0.2545
AMDHD1	-2.21783333333333
CHEK2	-0.097875
C6orf142	-1.24
DRD4	0.2655
C14orf68	-1.792
GDF11	-1.60375
SEMG2	-1.1455
CD247	0.76775
CDAN1	-0.60925
RBMX2	0.4245
TGS1	0.48625
OIT3	1.11625
SYF2	-0.19275
MCM4	-0.889125
PKHD1L1	0.961714285714286
CEP192	-1.07
IFT88	-0.25675
RPL9	-0.5165
RAB32	0.890875
DDX43	-4.79925
P2RX2	-0.1195
OR5D18	1.497
UBE1	0.69025
SLC24A1	-0.844625
ARHGAP5	-0.48
CETP	0.17675
KIAA1731	0.0356666666666667
SLC9A4	0.354
PTPN6	1.82075
BAHD1	-0.14
GRIK3	-0.206
CACNB2	0.2051
PDE10A	-0.652
DGCR14	-0.51625
PCDHB9	0.347166666666667
RHOQ	0.451166666666667
MAP3K4	-0.449
KTI12	0.389
RPL23AP13	-2.24625
GNG11	-0.6785
CLCN3	0.704666666666667
GPAM	0.10875
VSTM2A	-0.1115
SLAMF7	3.456
INTS2	-0.5405
PPP2CA	-0.21
LRP12	0.655533333333333
SEC14L2	0.827333333333333
DKFZP586H2123	3.255
MC3R	-0.115
CIRH1A	-0.663166666666667
HIST1H2AB	-0.0701666666666667
POLH	-0.937
MGC16703	-2.19383333333333
SNAPC2	-0.117
FILIP1L	1.34575
RASGRP4	0.669
LRRC1	0.845
GAS1	0.49175
PRAC	-0.63725
DGKA	0.752333333333333
NT5C3	-0.33125
PEG3	0.417916666666667
NADK	-0.73875
PRR17	-1.113
LOC374569	-0.515
SGSH	-0.1925
NLRP8	0.354
GALT	0.6842
MCF2	-0.5185
ZNF263	0.0405
TACSTD1	2.05366666666667
TYR	-6.71
ATP6AP2	0.911
RNUXA	-0.17075
ABHD10	0.228888888888889
GDPD2	-0.94625
SLC35C1	1.0115
UBE2A	0.71375
HERC5	1.91366666666667
FAM112B	-4.91266666666667
FBXL16	-2.7305
DKFZP434A0131	-0.3575
ELA3A	-2.6715
RBM41	-0.2445
HAO2	1.6855
RNH1	-0.630625
SHANK2	-0.199166666666667
OSBP2	-2.2065
DAK	-1.22733333333333
C3orf58	1.008
TCL1B	-1.382
KBTBD2	-0.286625
SUGT1L1	0.04625
UBE2E2	1.8425
MYL9	2.29
CDC23	-0.425666666666667
PBXIP1	1.8343
CXorf40B	0.526
NBL1	0.06825
RTBDN	-0.1495
RAB11FIP5	-0.267125
TTTY13	-0.4055
SCOTIN	0.146333333333333
SOHLH1	-0.7005
CDKN1A	-0.2255
NCK1	0.99675
ZNF550	1.31525
SAPS3	0.784166666666667
SPIN3	1.12266666666667
MAGEE2	2.3615
MIS12	-0.906
OR8H2	-0.107
KIAA0774	-1.37416666666667
UNC5D	-3.4375
CUL7	-0.650666666666667
LIPC	-3.5425
DIO1	-3.53575
C20orf11	-0.0563
CTRL	-0.4575
HS3ST2	1.505
PAK4	0.999333333333333
CCRL1	2.69825
RNF10	0.15825
ZNF567	0.46775
ZNF660	-0.671
TCEAL3	-0.014
MAGOH	1.13683333333333
CENPB	-0.420333333333333
C19orf7	0.64725
LOC388965	0.537
ZCCHC13	0.5125
JMJD1A	-0.8053
HIST1H4H	-1.0015
TBRG1	-0.5509
GPC3	-4.373
TAF1C	-0.22725
EBNA1BP2	0.049
CIAPIN1	0.17275
PDGFRA	0.115944444444444
CSTB	0.420625
CENPI	0.225
GTF2E2	0.9545
RPP21	0.1365
CCNF	-0.751666666666667
KCNQ3	0.124
FAM79A	0.726
SLC22A12	0.511
NOVA1	-0.272833333333333
FZD3	1.4592
AKAP8	0.0765
SOCS5	0.088
CFDP1	0.6385
DLG5	0.299
PGM5	0.299666666666667
C1orf144	0.661416666666667
HDAC10	-1.301
RND2	0.847
C20orf199	-0.30325
RNMT	-0.845875
SLURP1	2.734125
ASTN1	-0.18925
SH3BGR	0.55725
MYCL1	-1.0995
ZHX1	0.818166666666667
CENPK	-1.6665
FOSB	1.7396
LOC643406	1.16225
C2orf59	-0.958875
TMEM135	-0.4105
SLC27A2	-3.45675
KRT33A	0.801
OVOL1	1.60275
PAMCI	-0.0015
S100A7	3.2185
ZNF789	-0.3385
HARS2	0.40475
RPL23A	-0.2835
TCF23	-0.18425
UPF3B	0.38975
C17orf78	0.445
HLA-DOB	1.37183333333333
C14orf142	-0.117
TEKT5	0.267
DMWD	0.803
POLD1	-0.531166666666667
GSCL	-0.06
CALD1	0.9794
SCRT1	-0.306
AIG1	-0.59525
UNC84B	-0.84525
ZNF404	-0.01925
TMED6	-4.844
KIAA1462	0.8685
LRRC27	1.75516666666667
PYGO1	0.5585
PIGU	-0.254333333333333
ALAS2	-4.05916666666667
WRNIP1	0.271
CNNM3	-0.896
ZNF2	0.481
ST3GAL5	-0.839583333333333
MRPL23	-0.37575
TSSK6	-0.598
PSMA6	-0.458
C16orf70	0.63625
KIAA1602	0.12625
ALMS1	-0.102666666666667
DCN	2.461
TMEM132D	-1.19475
SUCLG2	-0.97925
ABHD14A	-0.537
DEXI	0.325666666666667
AMPD2	-0.67
IFNAR2	0.383666666666667
CYB5A	0.9067
TLOC1	-0.1294
NXF5	-0.984166666666667
NRBF2	0.987125
KCTD3	-0.35675
ITGAE	-0.621833333333333
SLC30A3	-1.985
ZRF1	0.1325
IFRD2	-1.162
XAB1	0.4085
PYCR2	-0.906
SERPINB3	-4.9385
TMLHE	0.4705
GEFT	-1.782375
ABCA5	-0.903125
EMR4	-0.212666666666667
TSFM	-0.27925
HIST3H2BB	-1.02225
ARHGEF19	1.3855
TSPAN17	0.083
ABCC8	-1.22525
MAP1S	-0.110333333333333
C22orf36	0.32125
BNC2	-0.667642857142857
HIST1H4A	-0.721
NDUFS3	-0.00516666666666666
WDR3	-0.214666666666667
XKR4	-0.94375
TTC33	0.0493846153846154
STMN2	3.708
CPN2	-1.4325
HSPC105	2.792
PCOLCE2	-0.5655
C3orf55	3.013
KLHDC9	1.3905
TBC1D23	0.6115
ATXN2L	-0.861833333333334
MAP2K3	0.661916666666667
SCAP	-0.278
ZNF486	0.1985
C20orf96	0.77825
NARS	-0.15075
ADAMTSL1	-0.419642857142857
PRCC	0.575
CCDC126	0.59425
ZNF675	0.1465
CALCOCO1	0.95925
ANKRD43	-0.75575
CWF19L2	0.207666666666667
ZBTB32	3.15933333333333
BRAF	0.595
ODF4	0.327
MGC14376	0.871666666666667
HORMAD1	-2.6765
AAK1	-0.164666666666667
PEBP1	0.52975
TNFSF5IP1	-0.580666666666667
DKFZp564N2472	0.64925
RMND1	-0.737625
IGKV1-5	4.52725
COL1A2	2.822
SERPINA5	-1.301875
AANAT	0.6405
C19orf21	-3.02616666666667
GEMIN5	-0.0165
UBR4	0.6575
LTBP3	1.442
AMHR2	-2.8655
PROCR	0.06625
MYBBP1A	-0.73
C20orf39	-2.0505
ZNF697	-0.736125
PASK	-0.939
ZNF776	0.611333333333333
RFXDC2	-0.820125
KIAA0467	0.6535
C10orf96	-3.18375
ZNF503	0.576
GULP1	0.400416666666667
KCNE4	-1.2045
DKFZp434K191	-0.45975
LOC196913	-0.3735
BHLHB4	-0.452
CH25H	2.73125
LOC81691	-0.518166666666667
ALPL	0.597571428571429
COL12A1	1.7685
FOLR3	-1.57933333333333
GPR123	0.202375
TRIM62	0.258571428571429
ABLIM1	1.33983333333333
MAST3	-0.38
RHBDD1	-0.378666666666667
LOC338809	-0.002
RYBP	0.528
TTC26	0.36275
ZNF22	0.552833333333333
ISCA2	0.00424999999999999
RDM1	-0.481
PIGM	-0.5055
GNB3	-1.3065
ACTR2	0.1057
HMGB1	0.1099
EDG1	3.209
SOAT2	-3.112
OR10AD1	-0.205
RAP1GDS1	0.313333333333333
LCE1F	0.6055
ESM1	1.0255
RCN3	2.37075
CREBL1	-0.391
DBNL	-0.569
PTGER3	1.8195
USP30	0.671
BCL2L12	1.18966666666667
KIF26B	1.92825
ZNF416	0.87825
ZNF225	-0.2395
C17orf70	0.4985
ZNF554	-0.5185
RAE1	-0.6565
TNIK	0.587833333333333
ACTN3	0.739
MGC45922	-0.0765
CCNA1	2.2975
RYK	0.925
IL26	-0.0405
LRP3	-0.0235
QARS	-1.0175
SOX7	2.2825
BID	0.07325
OR2S2	-0.163
CXCL14	4.22175
C11orf47	-0.176
MGC29891	0.403833333333333
HSPB8	1.2243
PRDM14	-2.545
NUFIP2	0.3555
MNAT1	-0.477125
ZDHHC2	0.0699166666666667
MBNL2	0.0475
ADD3	0.873125
CSNK2A1P	0.03875
KLK6	4.40766666666667
TMEM111	-0.2404
KIAA1279	0.87875
NUBP2	-0.422166666666667
RAB42	-0.37875
ID3	-0.5165
TM9SF1	-0.24425
MDP-1	-0.605
POU4F2	-0.391666666666667
IQCK	0.53425
C16orf14	0.0335
CAPN3	-1.887625
FAM43B	-0.550625
RECQL	0.46825
AP1G1	0.0989285714285714
CTNNBL1	0.0575
ECHDC1	-0.0815
SMARCC1	0.0204
FOXQ1	-1.181375
GNAI3	0.2485
POLG2	-0.786
CD4	1.860625
ITLN1	0.1205
EBI2	4.8215
IRF1	1.28875
PTPRE	2.4173
PTK2B	1.062
NXNL2	-1.5995
SOX4	-0.242333333333333
TSPAN3	-0.528833333333333
SH2D1A	-0.783
C8orf58	-0.2085
USP20	-0.88825
DUSP22	-0.187916666666667
CALB1	-3.64533333333333
L3MBTL2	-0.30725
MCRS1	0.101
TMEM118	0.378166666666667
C18orf8	1.30783333333333
FLJ10241	-0.495
GJA12	1.268
PKD1	-0.300166666666667
ZFP3	0.7155
JAM3	-1.258375
LAPTM4A	1.19
DIRC2	0.4995
KIAA2022	1.81133333333333
MYOM1	-0.479833333333333
TRPM8	-3.181
MOP-1	0.41775
PHKG2	0.2415
ZNF650	0.9965
KIAA1522	0.6375
PSG8	-2.0955
DDX19B	-0.111
MOBKL1B	0.4765
DIAPH2	0.530666666666667
PTPN12	0.3695
CLN8	-0.888
CRYZL1	-0.178833333333333
CRY2	0.38475
FCGR2B	3.82516666666667
PNPLA4	0.476875
ZNF454	2.2425
DKFZp434B1231	0.17375
CLDN11	0.9945
RFWD2	0.594
CIB2	0.768166666666667
MXRA8	3.83325
HRK	0.66375
MAML2	0.6595
C4orf31	-0.61625
C6orf192	0.4605
COG6	1.020375
FAM5B	-0.95275
NFATC1	-0.2645
SEPT10	-0.4425
SCYL1	-0.1107
RPP40	-0.13225
SCOC	0.5312
KIAA1450	0.62025
CTDSPL2	-0.9085
TBX5	2.2525
NAPG	-1.06925
RHD	-5.292
C14orf45	1.029
ZBTB22	0.8835
PLCG1	-0.688
ANKRD10	-0.125125
AQP7P2	0.276
TAGLN2	0.911166666666667
HTR2C	-1.71333333333333
SLC16A7	-0.631
C17orf83	-0.73425
TSGA14	0.0144166666666667
MDH1	-0.47775
PPP3R2	0.201333333333333
DCBLD2	-0.893214285714286
RBM33	0.30675
DPH3	-0.3315
SYT10	-2.5098
FMO4	2.155875
THYN1	0.04125
DRD5	-3.006
OTOR	0.135375
PGRMC2	0.4637
KATNAL1	-0.557125
PAQR6	-2.91825
UBE2I	-0.7455
C14orf28	-0.191
C8orf70	0.274
FLYWCH1	-0.52375
ANGPTL3	-1.656
GLRX2	0.419333333333333
ATP11A	-0.0802857142857142
ARL5B	1.78
MUC16	-1.7005
SLC25A5	0.171857142857143
ACRC	-1.15225
MYO1C	-0.72125
FAM89B	1.36633333333333
FAS	2.824
KIFAP3	1.1395
GLRA2	0.114
BTN3A2	0.9946
CNKSR3	1.075
CSTF3	-0.343333333333333
ARPM1	1.37925
KIAA1530	-1.168
C9orf150	1.22816666666667
PRKCI	-0.5925
tcag7.1015	0.7175
SOD3	-0.3675
ZNF574	0.52475
CYP21A2	-0.89525
RPL12	0.39575
COMMD2	-0.255
WIZ	0.0535
LOC344405	-1.79475
ALDH4A1	-1.01505882352941
CRYAB	3.84975
COPA	0.554733333333333
PCDHGA7	0.357333333333333
KIF11	0.498416666666667
RASD2	0.080875
SLC26A3	-0.9515
ZNF175	-1.468
JAKMIP2	-1.724875
C8orf4	1.043
PTHLH	0.98225
SLC40A1	1.60308333333333
OR7D4	0.486666666666667
PCDHB17	0.207
CD36	3.63071428571428
C6orf203	0.1333
PRKG2	0.082
LOC400566	0.556
ANAPC13	-1.336
SLCO3A1	-0.6565
ZNF692	-1.4065
FANCL	-0.797
SH3GLB1	1.13425
C12orf61	0.177
KBTBD6	-1.04
SUPT5H	0.855875
XRCC6	-0.584
HUS1B	-0.3829
FAM133B	0.0472857142857143
LOC728276	-0.736
KCTD18	-0.038
SOS2	0.1565
CCDC99	-0.67475
C1QTNF5	4.2015
NNAT	0.247166666666667
USP16	0.3065
LARS	-0.9155
ZBTB2	0.182
ABO	0.103666666666667
TRAF3	0.90625
GALNT5	-2.2155
NAP5	-0.82525
ALG14	-0.1875
KIAA0515	0.0259615384615385
WDR75	0.820166666666667
TEX261	0.3325
LY86	1.49125
LOC389072	-0.6945
FLJ13611	-0.61075
MRGPRX2	0.6435
SNRPA	-0.420375
OR2G2	0.208
GPRASP2	1.498
C7orf42	0.8975
C9orf163	-0.0755
CYP11B2	0.2215
FCRL3	3.18566666666667
PRDX1	0.0225
FGB	-6.97316666666667
COX17	0.389166666666667
C16orf33	-0.5455
PIWIL1	-1.45533333333333
FOLR1	-1.27416666666667
KIAA0082	-0.09475
FREQ	-0.3475
TMCC2	-0.225666666666667
TCF12	-0.418833333333333
ZNF721	0.09675
FAM130A2	1.73325
POU4F1	0.61125
SNRPF	-0.108125
SGIP1	0.738
ZNF641	0.662666666666667
EMG1	1.242
PRRG4	0.794
HIRA	-1.73825
MYNN	0.2095
AEBP2	1.01041666666667
TBXA2R	0.417166666666667
ISL2	-1.493
PCDHB11	1.6705
RNF144A	0.12025
MARCH5	0.87125
DULLARD	0.184166666666667
DCLRE1B	0.0893333333333333
ITGA8	0.6135
TP73	-0.948125
PRKCD	0.74575
NDUFB4	0.42375
ATP13A4	-0.232875
ANTXR2	-0.432833333333333
COL4A3	-0.707
MYO10	-0.0144
SLC6A18	0.06875
PEX1	0.556
TMEM74	-1.01683333333333
RBM19	0.58925
TAPBP	0.5844
RUNX1	0.28425
MID1	0.8565
GPR64	-1.48483333333333
RASEF	0.96725
GABRG1	-0.207714285714286
MYO16	-2.51975
DBF4	-0.349
TSHZ2	3.30025
RIPK2	1.181625
PPTC7	-0.143166666666667
KIF4B	0.2825
LRRC31	0.375
ZNF540	0.524
EFNB3	0.123
LOH12CR1	0.686125
STON2	-0.5355
GLP1R	0.19925
CSTF2T	0.23275
IREB2	-0.853125
GRSF1	0.317
PDCD7	-0.982833333333333
LRRC43	-0.285
CNR1	0.623333333333333
IL1F7	-0.972
C12orf64	-1.06825
FAM69B	-1.68275
NR2E1	-0.927166666666667
MS4A6A	3.7018
FTL	0.1005
C7orf36	0.01575
PCLO	1.1118
DYRK2	1.15308333333333
ARIH2	-0.990125
SAMD7	-0.474
SCNN1D	-1.2605
SLC32A1	-0.422375
C22orf25	-1.02366666666667
MRPS18A	-0.1963
GPR112	-1.0735
EARS2	-1.03925
ERN2	-0.096
ATPBD3	0.827666666666667
PRH2	1.38
CDKN2D	0.0833333333333333
PGLYRP2	-0.478
TRIM40	1.22175
SEC14L3	0.221666666666667
SLC22A1	-0.97825
BTN2A3	-0.06525
RASA4	0.8055
CCNL2	-0.256083333333333
MYBPC3	0.5435
GJA4	3.663
CDC42SE1	0.8455
TRPV2	-0.725
MYPN	-4.3994
SIM1	0.2795
CDADC1	0.0941666666666667
ZFHX4	0.73475
NIBP	1.264
ADAMTS19	-2.42525
ABTB2	0.01
TSPYL2	0.247625
EIF2S3	-0.2359
SOX30	2.70625
AP2A1	0.611
DKFZP564O0523	0.1675
LOC285398	-0.8615
CDH18	-5.68025
CHL1	1.56325
GATS	-0.1517
TBC1D2B	0.147333333333333
OR1J1	0.18
GSN	1.22066666666667
DPCR1	0.258125
GARNL4	0.012
SMARCA5	0.43975
PLEKHG3	0.0211666666666667
ZBTB45	0.499
FRMD6	-0.0911666666666667
PLS1	-0.693333333333333
DGKZ	1.07466666666667
EFNA1	0.7839
WDR85	-0.369625
ANK2	0.31575
PAGE4	-2.24983333333333
SENP6	0.519666666666667
AKR7A2	-0.444833333333333
FKBP10	-1.77275
VEGFC	-1.575
LARP1	-0.1144375
SRBD1	-0.21325
ITGB6	4.10075
SLC1A2	-1.55523076923077
INVS	-1.05583333333333
MPO	2.27325
MOBKL3	-0.6934
CUTL2	-0.471875
KLK2	-0.17325
VIM	-0.8315
REG1B	-0.131
PCDHGC4	0.43275
C3orf34	-0.915166666666667
SUMO3	0.175
CST9L	-0.88475
MLL4	-0.072
SPR	0.657
SAMD9L	2.45325
ABCE1	0.3385
SUPT3H	-1.1745
ACTBL1	-1.331
ADAMTS4	1.06066666666667
SLIT3	3.0275
RHEBL1	-0.97475
NPM2	0.439
MAN1C1	0.4975
KIAA1856	-0.196083333333333
HSPA6	1.82075
LOC388152	-1.3475
C10orf140	-1.026
ZDHHC12	0.242
LIN7A	-1.9605
PHC2	0.0709166666666666
SPHK1	0.9515
TRIM26	0.1608125
FAM83E	-0.6025
C18orf24	-0.222666666666667
ZNF578	0.864666666666667
ORAI1	0.6825
RUVBL1	-0.14725
C7orf20	-0.454166666666667
APAF1	-0.687
SLC36A4	-0.1145
MYH11	4.233
NEK1	0.00710000000000001
MPP2	-1.324625
C12orf24	-1.29375
TNK2	-0.062375
ZNF289	-0.25125
MATN3	0.0665714285714286
IFNGR2	1.2165
ITPR1	-0.7115
EBF3	2.6529
TBC1D20	-0.1495
OR10P1	0.21725
DDAH2	1.00625
SHPRH	-0.4465
STX7	0.4005
LOC554248	-0.7435
BCAR1	0.59925
ATXN3	0.05325
TRIM27	-0.66
CDC42EP2	0.885
CHP	-0.494714285714286
SOX17	1.664375
ZNF259	0.6675
CHCHD1	1.37225
ZDHHC19	-0.024
GBP2	2.2215
GARNL3	0.3935
MRC2	0.40675
C1orf52	0.14925
AOF2	0.279333333333333
LRPPRC	0.1696
ACVR1C	1.67133333333333
TM4SF18	3.38066666666667
TMEM169	-0.502833333333333
PPP1R16A	0.474625
EBF1	-0.477833333333333
RRS1	0.392666666666667
SNX2	-0.07
OR2T2	0.8275
RBX1	-0.85475
ANKRD54	-0.173666666666667
TSNAX	-0.0225
TMEM83	-2.92525
ZBTB7A	-0.61375
ATM	-1.67633333333333
LOC338328	2.10083333333333
TIE1	2.24
HIST1H3G	-0.391666666666667
PASD1	-4.70666666666667
TINAG	0.2525
PCDHAC2	-0.3195
LRRC15	-0.728
WBSCR17	1.5155
TFF2	-0.105
PARP2	-0.7
NDFIP2	0.10625
PCDHGB2	1.731
WDR60	-0.11975
MAP7D2	-2.5003
USP45	-0.9965
GSDML	0.16125
TNS1	-0.1671
