Hybridization REF	TCGA-BH-A0BZ-01A-31R-A12P-07
ACTG2	1.2091
PORCN	-0.8665
DTL	-1.12327272727273
TMEM151	0.5955
FAM122C	-1.42525
RSAD2	4.9179
BAT4	-0.2435
KRTDAP	-2.87483333333333
MYH8	1.1865
CRTC3	1.27775
LRRFIP2	0.1053
INTS4	-0.364666666666667
TTN	-1.4695
SLC26A5	-0.223
PLLP	0.06975
RGS6	-0.221857142857143
SRGAP3	0.766
ZNF525	-0.399833333333333
NBR2	-0.5715
C13orf1	0.0797
ZNF137	-0.042
CEP27	-1.9885
BEST2	0.4085
RNF121	0.23075
DMRTC2	0.394
C8orf76	0.525
BCCIP	0.24075
MEST	-1.14
HTRA2	-0.0555
ANGPTL2	1.14425
ILKAP	0.301166666666667
ERAS	0.0825
HBS1L	-1.1415
CPA5	-0.101
TMEM30A	0.828833333333333
CD300LF	3.2585
WISP3	1.0635
CRK	0.693357142857143
PDS5A	-0.4266
BRPF3	0.745
NEDD9	-1.111625
SMPDL3B	-1.0085
PSG6	-0.83725
PSMD13	0.92175
ETV5	-1.7635
OR51A4	0.027
BTBD7	-0.3095
GSTO1	-0.69525
hCG_16001	-0.085
MAD2L1BP	0.384333333333333
COX6A2	2.1385
SCNN1A	2.816
LSM1	0.6885
UGT2B11	-4.364
IDUA	1.4645
PPP2R3C	-0.8345
COX11	-1.15066666666667
PDZK1	-2.233
ZNF443	0.5805
MGC21874	2.13783333333333
ZNF323	-0.0342
KRTAP10-10	0.7985
CXCL6	-0.116333333333333
SLC34A2	0.3221
LOC284402	0.034
NPTN	0.495666666666667
UPP1	-1.50641666666667
SLC6A9	-0.6215
OR7G3	0.50675
CISD1	-0.716
ZNF545	-0.0966666666666667
SYT14	-0.8435
NT5C3L	0.978833333333333
ZNHIT3	-0.592
SNRPD3	-0.12575
KIAA0701	0.10875
UNC93B1	2.57816666666667
GMNN	-1.36175
SPCS2	0.771833333333333
LOC388524	-0.729
NAPRT1	2.8055
PNLIPRP1	0.719666666666667
OR6V1	0.7355
PRKAB1	0.84025
EYA4	-3.55733333333333
KIF20A	-0.79325
ALG10	-0.6545
ITPKC	1.57916666666667
LMX1B	1.3605
RPUSD4	-0.416833333333333
C7orf34	-0.2584
DLGAP2	-0.0537142857142857
PFN1	0.4624
MICALL2	0.89925
ZNF654	-1.061
SS18L1	0.012625
SLC16A8	0.90025
MKI67IP	-0.684166666666667
ITGB3	-1.11925
TCEA3	2.78933333333333
CEP152	-2.46546666666667
CLIP1	0.22125
ZNF75	0.563
ATP5C1	-0.719
NUDT5	-0.468833333333333
PSCDBP	1.4625
UBP1	-0.511
RBM27	0.02025
C13orf15	2.41425
ZNF282	1.21016666666667
ZNF222	-0.2878
COL10A1	6.111
PRDM15	-0.559
TTTY5	0.477
FAM9C	-0.571
C20orf67	0.64875
GNG13	0.579
F12	-0.16
C1orf41	-0.82225
CPXCR1	0.6535
GSK3A	0.5645
SUPT6H	0.928666666666667
PI16	-1.0446
ELL2	-1.07291666666667
C9orf167	-0.745666666666667
PVRL3	-1.8038
FLJ38596	0.4795
ADAM20	-0.4425
GPR89A	1.786
GPR87	-1.051
ZNF30	0.56125
SMR3B	0.928
ZNF770	-0.561875
TRPC4AP	0.421833333333333
DKFZP686E2158	0.235666666666667
C2orf28	0.08
FREM1	-1.7755
LAMA4	0.4605
ADPRHL2	1.31775
EIF4G2	0.110166666666667
GUCA1A	-0.4495
CTNNA2	-1.899
NUDT15	-1.15683333333333
CEPT1	0.1915
ZNFX1	2.046
CCDC92	1.17825
TDRD1	-1.4885
KCNK5	-1.42966666666667
ETNK1	-0.472333333333333
LTA	0.337
TTPA	-0.483333333333333
B3GALNT2	-0.447875
SC65	1.10383333333333
PEX5L	-1.3425
EPS15L1	1.322
MGEA5	-2.031875
HIST1H3A	0.6135
ING1	0.051875
BCAT1	-2.703125
ORC6L	-1.877
KLK11	-6.10633333333333
C19orf28	-0.672625
DNER	-5.06325
MED22	0.254428571428571
ETV6	0.95
CHAC2	-1.84275
CD300E	0.438
CEBPB	0.997166666666667
ZNF398	-0.21775
LRCH3	-0.368
HMGA1	-1.7945
CAPN7	-0.119333333333333
MGC5566	-2.25
CCL3	3.476875
NANOS1	-0.9395
ZFYVE19	0.7615
APITD1	-0.530166666666667
PARD3	0.056375
IRAK4	-0.654666666666667
SERPINI2	-1.2955
CEP170L	-0.49175
TTC9	2.767375
MYOM3	-0.40525
MLPH	1.8225
LOC222699	-1.3425
NRG1	-1.55766666666667
TBC1D9	2.41109090909091
TTK	-1.67916666666667
ZNF557	0.2207
DDX41	0.8455
FANK1	0.4965
UBE2D2	-0.514
PSMB10	1.425125
MYH7B	0.305
GABARAPL2	-0.555875
MARVELD2	2.3975
DGCR2	0.777833333333333
UNC45A	1.55433333333333
C6orf72	-0.5445
ZNF683	5.092
GIT2	0.376125
CASK	0.214666666666667
C14orf161	0.8715
LRRC44	-0.10675
TIFA	0.4365
UTP11L	-0.41475
C6orf65	0.1225
FDPS	0.63425
DUSP9	-1.248
SLC17A8	0.684833333333333
OR51G1	0.303833333333333
NANS	0.1035
OLFML1	1.78375
ATP10B	-1.1415
NPAS3	-0.9345
PRKCA	-2.3129
GGA2	-0.05425
LCE4A	0.151
SPANXN3	0.356666666666667
CCDC115	1.99575
SDCCAG3	-0.12
GLIPR1L1	0.1295
TTC1	0.3465
C17orf76	0.97
MAD2L2	-0.98675
HIPK1	-0.3786
LRRC3B	-1.37633333333333
CLN3	0.930136363636364
C17orf47	0.6685
FMN2	-1.671625
TUBB1	-0.995625
WAPAL	-0.411333333333333
C3orf21	0.362375
SCN5A	0.298666666666667
SMYD1	-0.44075
BEX5	-0.268
ZNF192	0.668
SEC22A	0.290333333333333
GRIA2	0.467384615384615
KIAA0825	-1.09575
NUSAP1	-1.98827272727273
LANCL1	-0.501875
C15orf40	-0.4594
ZNF645	0.57975
GPR61	0.2905
NLRP14	0.0415
SNX21	0.578
C1QTNF8	-0.0675
C17orf46	0.03725
IFNA8	0.273
SPRR1B	-2.1394
FLRT1	-0.4555
SNX17	1.083
ASB2	0.607333333333333
HBG1	-5.929
RPRML	-1.645
JOSD2	0.843
PLSCR3	0.4175
SPOCD1	0.792
RAB39	0.357
GHRH	-0.551
ITIH5L	0.209
C17orf37	1.07975
SMCR8	0.21875
DPY19L2P3	-0.868
IL11RA	0.532
GDF3	-4.178
RPS6KB1	-1.38708333333333
DNAJC19	-0.4779
TOP1	0.271
CRCT1	0.355875
MPST	0.129625
DPM2	1.264375
FAM38B	-2.00516666666667
SLC18A1	-1.56416666666667
FARP1	-0.221166666666667
PAX7	0.347
TUBD1	-1.6505
GNL3	-0.31025
BTG2	-0.1842
NDUFS6	0.5105
C1orf79	-1.76225
ERAL1	0.30375
ECHS1	0.308
VPS4A	-0.0793333333333333
CYP11A1	-0.0415
ABCC6	-1.946
PBX4	-1.36
MOSC1	-1.545875
NCF4	2.2835
HYMAI	-0.1125
NAGPA	0.764375
OTOP2	0.51125
ACOT12	0.24
MTHFD2L	-2.364375
LOC441376	0.379
C19orf34	0.5195
RAB1B	1.52775
ALDOAP2	1.0095
NTRK1	-1.28766666666667
ARTS-1	0.5324
SLC6A11	-0.3355
NAP1L2	-0.28075
CNGB1	0.0876666666666667
EPB41L4B	-0.28475
FAM134B	0.959875
HS3ST3A1	-0.552666666666667
CPXM2	5.73925
SIRPB2	2.262
CHORDC1	-1.76333333333333
TRIB3	-1.10233333333333
SLC2A5	0.996
C2orf49	-0.798
DDX5	-0.4535
OR5L1	1.2575
ANAPC4	-0.67
ZSWIM1	1.014375
LOC93622	0.66175
KCNK3	-0.4861
RP11-35N6.1	-2.02825
ZFP161	0.0453333333333333
AQP9	4.72
SLC15A2	-0.513166666666667
MREG	0.79
OR9I1	0.5225
PDLIM2	0.70825
ADAM7	0.7395
GSTCD	-0.8065
WDR21A	-0.03275
SLC12A8	1.6895
TMEM174	0.26775
IGSF3	1.1055
LRRN1	-1.92875
LOC402117	0.3405
SRPK1	-1.12116666666667
LY6K	-2.8676875
NFIA	0.6305
PTCD3	-0.63425
LEP	1.16883333333333
PCDH21	0.0521666666666667
MAPKAPK2	1.44942857142857
NMNAT1	-1.17266666666667
LHFPL2	1.342125
C9orf43	0.067
DIP2A	-0.1715
ACTR8	0.193625
CCDC34	-0.70475
PTPN22	-0.189
ITGA3	-0.092125
FAM129C	0.298
RABGGTA	1.59683333333333
UNC45B	0.2675
KIAA1033	-0.1285
ZNF510	-0.195833333333333
CYP2D6	-0.188333333333333
SLC26A10	-1.99
STX8	-0.22075
LUZP1	0.572875
WDR89	-0.608166666666667
EIF4G3	-0.4882
C5AR1	1.327375
ZNF623	2.3245
A2M	1.209
TGM7	0.7575
GRPEL1	0.308
LMNB2	-0.775
ROCK2	0.0225
SNX16	1.403
CCDC66	-0.86925
ANXA3	-2.50125
KIAA1609	0.43925
EED	-1.2865
RNF32	-0.0416666666666666
HES1	0.4979
CLC	0.9745
ISL1	0.232833333333333
KIAA0528	-0.66325
MANEA	-0.28975
C1orf61	-2.01
hCG_2001000	-0.312
RAPGEF6	-0.765
KIAA0020	-1.06216666666667
NEIL1	-1.84075
C16orf45	-2.062125
RBM10	0.248
C10orf125	-0.03625
MRS2L	-0.3725
DNAH17	-0.693857142857143
C19orf10	0.03825
C1orf160	1.184
SLFN12	0.12425
EXOC3	0.394666666666667
HIST3H3	1.08025
NCOR2	0.641666666666667
TNFRSF9	2.39825
MFSD8	0.716
ALX1	-3.3925
NOL1	-0.344
PODN	2.94575
TIAL1	-1.11925
HIST1H1E	-0.2035
NPY6R	0.4695
TM4SF4	-0.6015
CORO2A	0.86
ETNK2	2.51283333333333
APOE	2.9508
ANGPT4	0.73
HDGF2	1.15975
G30	-0.856
ST8SIA4	0.543571428571429
F2RL1	0.547625
FAM19A4	-3.92975
CCAR1	-0.929
B3GNT7	0.28875
OPHN1	-1.0938
DSCR6	-1.138
C21orf13	-0.2775
GAS2L1	0.800833333333333
RFX3	-1.246
COPS4	-0.130375
BCHE	-4.70066666666667
BCL2	0.0655
HBZ	-4.28016666666667
ARL13B	-0.3005
MAPBPIP	1.139625
MYO15B	-0.469
SPZ1	0.3935
KIAA1324	2.48888888888889
PLCL2	0.115125
C4orf29	-0.72675
WDFY2	-0.877125
ZNF284	-0.9085
NAALADL1	1.489
DUSP5	-0.0903333333333333
PXDN	0.38225
SLMO1	-1.1475
TNXB	0.8148
BIRC7	-0.30075
A4GALT	1.2035
TIMM22	0.42975
FAM110C	1.81675
TOMM34	0.14325
ABHD9	0.5305
ADAM32	2.314
CRHBP	-0.2265
AQP2	0.627125
LOC130355	0.976
ZNF187	-0.476
ZNF816A	0.2835
F7	0.4005
CNOT1	-0.8131
SLC13A4	-0.39925
ZBTB11	-0.749
B3GALT5	0.0875
EXOC2	0.772333333333333
IRS1	-0.1882
TMEM1	0.3642
MRPL34	-0.689833333333333
SAMM50	-0.3265
CDC42EP3	-0.080875
HSF2	-1.7915
MFN2	0.123
TSPAN7	-2.09216666666667
NUCB1	1.31891666666667
RHOH	-1.22925
ARL16	0.364
TACR1	-0.0385
SFRS5	-1.5
SNX25	-0.81275
RHBDF1	1.7435
PCDH18	1.61416666666667
HMG1L1	-0.04225
MYO5C	0.6735
MAPK10	0.19
LDHAL6A	0.0575
NUDT12	0.0993333333333333
NCAM1	-0.103
GLIS2	1.546
GGTL4	0.29675
DAPP1	0.64525
ATF7	0.566125
KIAA0748	-0.02525
NFIL3	-1.62625
TM6SF1	0.4642
SEZ6	0.316625
NANOS3	0.0223333333333333
DNAJA3	-0.185
CLDN6	-2.4075
CIITA	3.2708
EPHA4	-1.18658333333333
FANCC	-0.42025
CMTM3	1.51575
PSG3	0.19875
MRPL15	-0.265
C21orf59	0.0525
PLCXD2	0.34875
C2orf34	0.19175
UBE2L6	3.373875
MED14	-0.7778
HP1BP3	-0.9137
C6orf208	0.1515
TPBG	0.81375
OSR2	1.936
XPC	0.432666666666667
KLHL7	-1.28575
CCR3	-0.500833333333333
AGTPBP1	-1.3235
PCSK6	0.2214
STAT5A	-0.5283
FAM18B	-0.15625
LONRF2	-0.190166666666667
PTPN2	-0.645625
SF3A3	-0.384166666666667
EFCBP2	-0.15125
HCFC1	-0.0876666666666667
AHNAK	-0.6237
ACTR5	1.37375
KIF14	-2.35814285714286
TENC1	1.27625
HEATR5B	0.2965
YIPF2	1.24883333333333
MYEOV2	0.373
DUSP18	0.539
KIAA1012	-0.54575
AHR	-0.460333333333333
C17orf53	-0.127333333333333
PTPRH	-1.75
ATP6V1C1	0.7697
TAS2R3	0.415
LOC440356	-2.0055
COQ10B	0.68775
PSMF1	0.00808333333333333
SORBS2	-0.160916666666667
NFE2L2	-0.51675
TMCO7	-0.47225
SH3PXD2A	-0.9682
SH2D2A	0.14175
SPINK5	-0.87
MRPS24	-0.83
OPA3	0.78275
TRAF7	0.2195
C4orf35	-0.135166666666667
MT1G	-0.41475
MGC39545	0.441
HS1BP3	0.6993
OR2B2	0.7185
CHRM4	0.3765
SFRP2	3.8715
RIC3	-0.092
ART1	0.1615
C6orf1	1.513875
DUS4L	-0.934
C10orf104	0.0815
TNFAIP6	3.14725
RTEL1	0.83525
CCT4	-0.9249
ZNF709	-0.3735
CHMP6	1.4105
UPP2	-0.161
CYP19A1	-3.10757142857143
CD151	0.00716666666666667
NDUFA13	0.6415
ARFRP1	1.05933333333333
FAM26B	1.5405
CRYBA1	-3.175
MRPL41	1.183
NPFFR2	-1.775125
HRH2	0.6605
SCAMP3	1.398
MTMR6	0.0737
MTG1	-0.724666666666667
UBTD1	2.165
CRABP1	-2.5355
FLJ33790	2.4408
KIAA1908	0.2445
GPR158	-1.4955
PACSIN3	1.87516666666667
OMD	3.53166666666667
CATSPER1	-0.0808333333333333
HOXB8	-0.43925
FBXO46	0.8675
OAS1	4.03733333333333
SVIL	0.50825
PHB2	-1.24
ADCY3	-0.454
NDRG2	0.209833333333333
ERMAP	0.5378
APBA2	-0.329
IGSF9	2.00425
WNT6	0.349142857142857
MYCBPAP	-1.11675
ATP2B2	-0.3374
CPVL	-0.0535
TRAM2	-0.3785
NOP5/NOP58	-0.7575
ZNRF4	0.28325
TLK1	-0.48825
MTMR12	-0.0101428571428572
ZNF384	0.280833333333333
FAM9B	-2.8065
RPN1	1.0364
PMVK	1.46
EIF3D	-0.1377
SIX2	-1.299
HPS1	0.594214285714286
RNF7	0.26175
PSKH2	-0.144
KCTD13	0.258833333333333
CSMD3	-0.2672
FBF1	-1.1735
IL8	-5.877875
SERPINB13	0.0845
FBXL20	-0.1445
BLR1	0.53475
SH2B1	-0.346833333333333
RFNG	1.61325
RAB20	1.08483333333333
RBM7	-1.21125
POLR1A	0.4835
TMPRSS4	0.37225
TAF9	-1.089
TERF2	0.508666666666667
TNFRSF1A	0.745916666666667
ACADVL	0.119333333333333
GTF2H5	-0.183
EDG8	1.4425
C9orf140	0.66625
UST6	-0.012
ZBTB8OS	-0.5915
ZNF710	1.0655
GPR174	0.041
ATP6V0A2	-1.2545
KIAA0319L	-0.5435
XKRX	-0.3595
DOPEY2	2.1434
SDHD	-0.847083333333333
SUMF1	1.65125
OSM	3.271
OPN3	-1.0555
DAGLB	1.00766666666667
PPFIBP1	-0.1656
TRIM63	-2.43125
C10orf53	-0.325
LYPD3	2.31283333333333
BCL7A	-0.273875
AGER	-1.305
TCF19	0.20525
SAT2	-0.4445
PFTK1	0.0513333333333333
GABRE	-3.6915
C15orf38	1.2076
FIS1	0.412
KCNV2	0.4675
CLPS	0.77175
PPCDC	-0.116375
FOXN2	-0.508
NT5E	-1.9706
CD83	1.36
IL18	1.947875
VPS16	0.201
IGFBP2	-1.07616666666667
NOTCH2	0.07875
SIGLEC1	3.086625
CD93	5.1085
SULF2	0.01275
CEP164	-0.181
P53AIP1	0.228
TOR2A	0.155666666666667
ZNF136	0.46975
MGP	2.5265
CCDC144A	-0.6025
TRPC1	-1.05933333333333
SMS	-0.8295
MAPK7	-0.454
RRAGC	0.781
PARD6A	0.746
NUB1	1.77116666666667
SYNGR4	0.227
OR11H12	0.391
WIF1	0.761375
GCH1	1.179
OR11H4	0.391
SLC44A5	-0.7605
GPRIN2	0.226833333333333
LOC401431	1.64325
CPA4	-2.5543
MELK	-0.949
IL15RA	1.59775
CUL3	0.204625
HMBOX1	0.28575
PODXL	-1.44025
CCT6B	0.267333333333333
COMTD1	0.17775
MUC20	-0.570166666666667
GPX2	-2.65875
ITK	0.2605
FBXL5	1.18075
C13orf27	-2.34325
DEFA5	0.62
TRHDE	0.2575
MTP18	-0.901166666666667
UQCRQ	0.0269
ITGB2	2.98175
CSRP2BP	0.311
TAS2R44	0.268
PHPT1	1.312625
FAM44C	0.25175
ERH	-0.76275
MPHOSPH1	-1.78266666666667
MORC1	-0.7265
PARVB	-1.20525
LAMA1	-1.58316666666667
PGBD3	-0.05825
GIMAP6	4.568
AREG	0.173833333333333
LIPT1	-0.50825
MGC99813	0.24625
C1orf201	0.429333333333333
GRIN2A	-0.749
MAN2C1	-0.70775
NSUN5	0.16175
SF3B5	0.19325
MYC	-2.3634375
NRXN1	-0.958583333333333
ZNF18	-0.31025
SPDYA	-0.812428571428571
SLC37A1	1.896
DECR2	-0.65075
ANKRD38	1.569625
SPTLC3	-3.24291666666667
SUPT16H	0.16825
DTWD2	0.4985
ULBP1	1.388
ZADH1	-2.011
OIP5	-2.65525
IL10RB	1.177
OTUB2	0.286875
VWA3A	0.1352
SPIC	1.085
OR6C4	-0.2515
PSCD4	1.827
DPY19L2P2	-0.59
TRAPPC6A	1.68483333333333
C21orf2	-0.0162
CEMP1	0.30175
LIN7B	1.5595
E2F7	-2.15016666666667
VCP	1.2401875
LAMA3	0.539
BGN	2.938
GPR160	1.11083333333333
COCH	-5.505
GPR81	1.3805
APOBEC3F	-0.16825
tcag7.1017	-0.223
C1orf32	0.7925
SCGB1D2	4.7975
FLJ43987	-0.091
C6orf170	-0.61325
KLK9	0.889
GPD1L	1.194
VPS37B	-0.14625
ATG3	-0.506666666666667
ADAMTS17	0.0615
KLHDC2	-0.728666666666667
NDUFV2	0.3935
BLK	-2.03775
MATN4	-2.474
GPM6A	0.153375
GBP4	5.02483333333333
TMEM162	0.4448
PKP2	-1.0775
HRASLS	0.166555555555556
MMP1	1.29175
SFXN3	0.0789
FSD1	-1.60683333333333
ST6GALNAC3	-2.91833333333333
CA12	2.8234
NCOA6	0.2645
C19orf58	0.287
PPP4R1	0.908833333333333
MAN1A2	0.328166666666667
IKBKAP	-1.2785
UPF1	0.695166666666667
KIAA1219	1.28675
WNT16	-0.0658333333333333
SNW1	-0.325625
IL18RAP	3.775
RPP30	0.00849999999999998
CDC40	-0.830142857142857
SETD3	0.455666666666667
SLAMF6	1.0575
ELK4	-0.7305
TRIM47	1.9565
ACOX3	2.465375
TRIM6	-1.300875
KIAA0372	-0.861166666666667
TP53AP1	0.798125
SMURF2	0.2625
ADAD1	0.3245
EBP	-0.631
KRTAP13-2	0.8065
FLJ36874	-0.0588333333333333
TOR1A	0.834333333333333
P2RY4	1.0655
GPBP1	-0.24175
TRPV1	-0.634125
ADAMTS12	1.24016666666667
PES1	0.4289
ATG4A	0.400666666666667
MAGEA10	-5.45725
WFS1	2.0615
CC2D1B	0.235
PABPN1	-0.142125
SLC25A30	-0.03925
SLCO1C1	0.2868
SLC22A5	1.455
KIF23	-1.59383333333333
SYN2	-0.7865
ASPN	7.439
CENTG2	-0.069
QSOX2	-0.0548
FLJ10815	0.418833333333333
STK24	0.010125
SPEG	-0.4405
STK10	1.12166666666667
DACT2	-1.947
AAAS	-0.1045
SSX3	-1.060125
ABCD3	0.1725
C4orf12	-0.749125
PARVG	1.51966666666667
FIG4	0.2975
C9orf46	0.5595
TMCO6	-0.7175
IGHMBP2	0.598
DUS2L	0.180333333333333
FAM3C	0.1119375
TMEM16D	-2.278875
DCTN4	0.5775
KCNH3	0.117
EIF2AK2	1.40975
AP1S3	0.554875
CST4	1.2265
PAM	0.2750625
NUTF2	0.238
CITED2	-1.3005
SLC39A4	0.39875
C2orf52	-1.2605
GRM3	0.15225
C12orf49	1.432375
CCDC49	0.2529
GRAMD1B	-0.669
FNDC4	1.56275
SIAH2	0.47
GDPD4	0.152
C21orf87	0.13525
ATP5A1	-0.749166666666667
C16orf63	-0.667625
LOC388135	-0.5
ATP5J2	-0.734125
MMP3	1.1245
EMID2	-0.13225
CRHR1	0.54075
WDR70	-0.9255
C13orf31	1.3625
ZFAND1	0.77325
CCL18	4.60483333333333
C3orf49	1.343
RINT1	-0.8805
KIAA0408	-1.86333333333333
F13A1	4.8122
SLC10A1	-0.12
OGN	0.942
GIPC2	-1.12633333333333
XPO6	0.234
LCE1A	1.396
FMR1	0.9233
LOC374920	-0.25425
DUSP3	0.660875
ANKMY1	0.14425
C7orf50	0.85225
BBS9	-0.3769
UNC119B	-1.04157142857143
C9orf72	-0.698875
MGC35440	-0.792333333333333
ENTPD6	0.5625
PPP1R2P9	0.352
ERCC4	-0.17725
FAHD2B	-0.1815
HMHA1	1.283
HACL1	-1.46625
RAD23A	0.216166666666667
FAM83B	-0.09625
PPP5C	0.5965
RNASEH2C	0.343875
C9orf153	-1.03233333333333
SCAMP4	0.683625
GHITM	0.0163
NDUFB7	0.671625
ADCYAP1	-1.2725
SP110	2.72116666666667
MAP3K7IP2	0.1575
DHH	0.5985
AGRN	1.51578571428571
WDR33	-0.3655
CEP290	-1.15883333333333
PRPS1L1	-1.4085
KLRA1	-2.0415
GPR97	0.655
CHD7	-0.822416666666667
TLR10	2.04525
SLC30A8	-0.8695
HIC1	1.876
IAPP	0.01
RXFP4	0.4095
GP1BB	2.05075
SHQ1	-0.657
NKX2-3	0.577666666666667
API5	0.343
FTHP1	0.542
MOV10L1	0.687333333333333
TRIM6-TRIM34	1.842
ADHFE1	-1.23225
FAM117A	-1.13175
DDI1	0.142
CDON	-0.592
TRIM73	-1.7725
IGKC	4.5245
MMP14	0.39275
DYNC1LI1	-0.22325
C11orf66	-0.022
TRBV3-1	-1.6135
FASTKD5	-0.35625
BIVM	-3.08275
LHX4	-0.073
CXCL2	-3.1555
RAB2B	-0.0996666666666667
IZUMO1	-0.306
MAP3K15	-2.368375
FAM19A2	-0.202
ZC3H8	-0.648166666666667
ZMAT1	-0.3665
SPINK5L3	-3.017
SLC10A6	0.315
APPL2	-0.184625
CARD10	0.266666666666667
LOC402176	-1.527625
EEF1D	1.8035
RAB6A	1.2836
C12orf5	-0.25525
PAPOLG	0.3025
MSRB2	0.448
BCR	1.146
PUS3	-0.81225
TIAM2	-0.07575
ZNF317	0.0655
CHD2	0.415285714285714
FZD5	-1.28045454545455
NUDT8	-1.1645
ZNF763	-0.7605
PRC1	-0.732
ABCB9	1.446
SPATA3	0.29875
TRAK2	0.38725
STAB1	3.0885
LRRTM2	-0.0778333333333333
psiTPTE22	2.154
DBI	-0.05775
SERPINA11	-2.866
NAT5	0.722
C20orf58	-2.02375
RPS6KA4	1.324
FLJ90650	-1.19575
TGFBRAP1	0.46875
CHRDL2	0.238
FAHD2A	-0.455333333333333
CNTN1	1.038
BBS4	-0.4505
TMEM181	-1.325
MINPP1	-0.426
MPHOSPH6	-0.547416666666667
HOXC10	0.4293
ITPKB	0.705125
CLPTM1L	0.980625
MEOX2	-0.841333333333333
ATP6V0C	0.928875
PRPF8	-0.447833333333333
TMC5	1.31375
FKBP3	-0.4385
PLEKHB2	0.16075
OR4D6	0.746
ZNF544	-0.2346
D2HGDH	0.00325
RPL18A	-0.6958
HEL308	-0.722
MPP6	-4.23325
TCERG1	-1.16975
KRT16	-0.579166666666667
KLF17	-0.96475
KLF5	-0.722375
CDR1	1.464
VCX3A	-2.782
FBLN2	2.95125
C14orf104	-1.0475
HBE1	-5.6783
OR4S2	1.871
C1orf108	-0.7535
ROBO4	3.31816666666667
CPEB4	0.303
C11orf80	0.969833333333333
BCKDHA	0.939166666666667
MYOC	0.39325
GIF	null
CKMT1A	1.777
RPL3	-0.3024
THBS1	2.947
APOO	-1.65675
ARMCX1	0.38025
HSZFP36	0.50725
SNAPC5	0.02225
EIF4ENIF1	0.15525
ZNF433	0.493
TNFRSF21	-0.10425
TMPRSS7	0.5935
SPATA18	0.5344
HPDL	-3.407
MKL2	0.6498
TBX3	-0.250307692307692
C21orf93	0.419166666666667
DAXX	1.004
ELMO1	0.36575
RGS13	1.10716666666667
TAF11	0.16475
UNC13A	-2.3725
LOC653314	-0.3593
ORC3L	-0.93325
IMAA	-2.66
TARBP2	-0.157
CABIN1	-0.7619
TRIOBP	0.5383125
HIST1H2AC	1.00975
RGS22	-2.6765
NCOA1	0.5075
IL25	0.1115
SNCG	1.4355
GPR6	0.3775
AMDHD1	-1.62233333333333
CHEK2	-1.535875
C6orf142	0.7585
DRD4	1.58625
C14orf68	-1.17725
GDF11	-1.7025
SEMG2	-0.6925
CD247	0.758
CDAN1	-1.241
RBMX2	0.105666666666667
TGS1	-0.0735
OIT3	1.6085
SYF2	0.00399999999999999
MCM4	-1.098875
PKHD1L1	-0.263333333333333
CEP192	-0.8415
IFT88	-0.5995
RPL9	-0.664571428571429
RAB32	0.259375
DDX43	-2.13875
P2RX2	0.634
OR5D18	-0.752
UBE1	0.860916666666667
SLC24A1	0.324875
ARHGAP5	-0.28625
CETP	-0.5325
KIAA1731	-1.91916666666667
SLC9A4	0.657
PTPN6	1.99325
BAHD1	-0.205
GRIK3	0.018
CACNB2	-1.0879
PDE10A	-0.46475
DGCR14	0.56175
PCDHB9	-1.06883333333333
RHOQ	0.0223333333333333
MAP3K4	-0.038
KTI12	-0.0971666666666667
RPL23AP13	-1.88775
GNG11	-0.21875
CLCN3	0.0731666666666667
GPAM	-1.669
VSTM2A	-0.0625
SLAMF7	3.86566666666667
INTS2	-0.16375
PPP2CA	0.7219
LRP12	0.204133333333333
SEC14L2	0.334777777777778
DKFZP586H2123	1.91975
MC3R	-0.1415
CIRH1A	-1.57766666666667
HIST1H2AB	0.0876666666666667
POLH	-0.819125
MGC16703	-1.83766666666667
SNAPC2	0.6445
FILIP1L	2.0015
RASGRP4	0.736
LRRC1	2.952
GAS1	1.285
PRAC	-1.3805
DGKA	0.391666666666667
NT5C3	-0.876
PEG3	-3.35225
NADK	0.30975
PRR17	0.3875
LOC374569	-0.32575
SGSH	1.20833333333333
NLRP8	-0.375
GALT	1.0288
MCF2	-0.063
ZNF263	1.33925
TACSTD1	2.49916666666667
TYR	-7.3338
ATP6AP2	-0.28175
RNUXA	-0.48425
ABHD10	0.139
GDPD2	0.68325
SLC35C1	0.1365
UBE2A	0.467
HERC5	0.557166666666667
FAM112B	-4.96333333333333
FBXL16	0.85325
DKFZP434A0131	-1.242
ELA3A	-2.4935
RBM41	-0.664625
HAO2	-0.871666666666667
RNH1	0.6235
SHANK2	-0.1465
OSBP2	-2.09925
DAK	0.716
C3orf58	0.81825
TCL1B	-2.0585
KBTBD2	-0.182125
SUGT1L1	-0.46075
UBE2E2	1.2015
MYL9	3.15425
CDC23	-0.820666666666667
PBXIP1	2.026
CXorf40B	0.036
NBL1	1.76375
RTBDN	1.9475
RAB11FIP5	0.208875
TTTY13	0.1085
SCOTIN	0.818083333333333
SOHLH1	0.597166666666667
CDKN1A	1.54914285714286
NCK1	-0.21425
ZNF550	-0.8455
SAPS3	1.15933333333333
SPIN3	0.279666666666667
MAGEE2	-0.109
MIS12	-1.61066666666667
OR8H2	0.4075
KIAA0774	-1.824
UNC5D	-1.403
CUL7	0.599666666666667
LIPC	-3.87783333333333
DIO1	-3.067
C20orf11	1.4268
CTRL	-0.596
HS3ST2	1.67625
PAK4	1.26983333333333
CCRL1	3.606
RNF10	0.53375
ZNF567	-0.101
ZNF660	-0.9315
TCEAL3	-0.28225
