Hybridization REF	TCGA-BH-A18P-11A-43R-A12D-07
CATSPER1	-1.283
HOXB8	-0.018875
FBXO46	0.0115
OAS1	0.639833333333333
SVIL	1.1255
PHB2	-0.4295
ADCY3	0.419
NDRG2	3.1805
ERMAP	1.0984
APBA2	-2.18633333333333
IGSF9	1.0755
WNT6	0.339285714285714
MYCBPAP	1.84975
ATP2B2	-0.1456
CPVL	-1.2004
TRAM2	-0.91225
NOP5/NOP58	-1.3315
ZNRF4	-0.0175
TLK1	0.044375
MTMR12	0.407714285714286
ZNF384	-0.4564
FAM9B	-1.91925
RPN1	-0.3312
PMVK	0.499
EIF3D	-0.0093
SIX2	-1.0785
HPS1	0.333214285714286
RNF7	0.59775
PSKH2	0.1845
KCTD13	-0.5035
CSMD3	-0.1617
FBF1	-0.123
IL8	-5.15075
SERPINB13	0.876727272727273
FBXL20	-0.03925
BLR1	0.34275
SH2B1	0.148
RFNG	0.3075
RAB20	0.741166666666667
RBM7	0.07325
POLR1A	-0.809166666666667
TMPRSS4	-3.66975
TAF9	-0.4205
TERF2	0.2305
TNFRSF1A	0.60375
ACADVL	0.629333333333333
GTF2H5	0.71175
EDG8	0.529
C9orf140	-3.093375
UST6	0.54675
ZBTB8OS	-0.12425
ZNF710	-0.6935
GPR174	-0.5665
ATP6V0A2	-1.03375
KIAA0319L	-0.0405
XKRX	-1.029
DOPEY2	-0.1557
SDHD	0.5375
SUMF1	1.179
OSM	2.32125
OPN3	-1.608
DAGLB	-0.769166666666667
PPFIBP1	0.6277
TRIM63	-2.42
C10orf53	0.19
LYPD3	0.0525
BCL7A	0.09
AGER	-0.9875
TCF19	-1.842625
SAT2	1.60725
PFTK1	0.4125
GABRE	1.701
C15orf38	1.4918
FIS1	0.943
KCNV2	0.5565
CLPS	0.158
PPCDC	-0.70775
FOXN2	1.66433333333333
NT5E	-2.678
CD83	0.544
IL18	-1.204
VPS16	-0.01075
IGFBP2	-1.35166666666667
NOTCH2	0.514
SIGLEC1	1.6725
CD93	5.1355
SULF2	-1.5955
CEP164	-0.356125
P53AIP1	0.627666666666667
TOR2A	-0.349166666666667
ZNF136	0.183
MGP	3.946
CCDC144A	1.07483333333333
TRPC1	0.517833333333333
SMS	-1.458
MAPK7	-0.338666666666667
RRAGC	1.70275
PARD6A	-0.561333333333333
NUB1	0.598833333333333
SYNGR4	-0.37375
OR11H12	-0.108
WIF1	4.59725
GCH1	-0.84075
OR11H4	0.288
SLC44A5	0.6455
GPRIN2	2.6675
LOC401431	2.207
CPA4	-2.2816
MELK	-5.80255555555556
IL15RA	0.89725
CUL3	1.017
HMBOX1	1.45575
PODXL	-1.44725
CCT6B	1.54433333333333
COMTD1	-1.1745
MUC20	0.902333333333333
GPX2	-1.273375
ITK	-1.79325
FBXL5	2.51775
C13orf27	-1.353
DEFA5	-0.0135
TRHDE	0.3615
MTP18	-1.93866666666667
UQCRQ	-0.1682
ITGB2	0.48275
CSRP2BP	0.336
TAS2R44	0.16
PHPT1	-0.09175
FAM44C	-0.1675
ERH	-0.532
MPHOSPH1	-2.36983333333333
MORC1	-0.4185
PARVB	-0.06175
LAMA1	-2.22391666666667
PGBD3	-0.08125
GIMAP6	4.91925
AREG	-2.06083333333333
LIPT1	0.52625
MGC99813	-1.49225
C1orf201	0.299
GRIN2A	-0.8057
MAN2C1	-0.646625
NSUN5	-1.4715
SF3B5	0.17475
MYC	-1.2438125
NRXN1	1.77183333333333
ZNF18	0.4405
SPDYA	-0.418375
SLC37A1	0.302
DECR2	0.2285
ANKRD38	1.65275
SPTLC3	-0.685666666666667
SUPT16H	-0.764875
DTWD2	0.35775
ULBP1	-0.417
ZADH1	0.459166666666667
OIP5	-5.449
IL10RB	0.206166666666667
OTUB2	-0.400625
VWA3A	-0.3235
SPIC	0.322833333333333
OR6C4	0.353
PSCD4	0.854833333333333
DPY19L2P2	-0.0245
TRAPPC6A	0.442666666666667
C21orf2	0.244166666666667
CEMP1	0.09825
LIN7B	1.072
E2F7	-4.51116666666667
VCP	-0.5184375
LAMA3	2.447
BGN	-0.18125
GPR160	0.0805
COCH	-3.48333333333333
GPR81	2.34266666666667
APOBEC3F	-0.51275
tcag7.1017	-0.67625
C1orf32	-0.0225
SCGB1D2	6.227
FLJ43987	-0.835
C6orf170	-0.427
KLK9	0.9795
GPD1L	2.2375
VPS37B	0.034
ATG3	-0.0736666666666667
ADAMTS17	-0.355
KLHDC2	0.429833333333333
NDUFV2	-0.0655
BLK	-2.81175
MATN4	-0.8945
GPM6A	0.597875
GBP4	3.4755
TMEM162	0.117
PKP2	0.1825
HRASLS	-0.21
MMP1	-6.5185
SFXN3	-0.2297
FSD1	-2.0945
ST6GALNAC3	0.332333333333333
CA12	0.6316
NCOA6	0.12125
C19orf58	-0.3918
PPP4R1	-0.789666666666667
MAN1A2	0.5695
IKBKAP	-1.539
UPF1	-0.2605
KIAA1219	0.07975
WNT16	0.384833333333333
SNW1	-0.176125
IL18RAP	2.53125
RPP30	-0.407875
CDC40	0.262285714285714
SETD3	0.708
SLAMF6	-0.05175
ELK4	-0.7885
TRIM47	0.035
ACOX3	1.15075
TRIM6	1.262375
KIAA0372	0.022
TP53AP1	0.9895
SMURF2	-0.491
ADAD1	-0.312
EBP	-1.5265
KRTAP13-2	-0.6055
FLJ36874	-0.546833333333333
TOR1A	-0.310666666666667
P2RY4	0.146
GPBP1	0.0385
TRPV1	0.2335
ADAMTS12	2.4602
PES1	-0.8162
ATG4A	0.497166666666667
MAGEA10	-4.83225
WFS1	1.43975
CC2D1B	0.0598333333333333
PABPN1	-0.559125
SLC25A30	1.1975
SLCO1C1	1.4435
SLC22A5	0.281
KIF23	-5.32316666666667
SYN2	1.4975
ASPN	4.00383333333333
CENTG2	-0.35525
QSOX2	-1.9723
FLJ10815	-0.238
STK24	0.1419375
SPEG	0.824
STK10	-0.194
DACT2	1.8665
AAAS	-0.90225
SSX3	-1.382375
ABCD3	-0.09
C4orf12	1.945875
PARVG	-0.773666666666667
FIG4	0.5045
C9orf46	0.9205
TMCO6	-0.331
IGHMBP2	-0.56
DUS2L	-1.079
FAM3C	-0.3329375
TMEM16D	-1.32485714285714
DCTN4	0.752
KCNH3	0.7305
EIF2AK2	0.6675
AP1S3	-1.08825
CST4	0.036
PAM	0.536
NUTF2	-0.78825
CITED2	1.5103
SLC39A4	-1.36675
C2orf52	-0.593
GRM3	-0.2995
C12orf49	0.2155
CCDC49	0.3397
GRAMD1B	-1.554
FNDC4	2.573
SIAH2	-0.75175
GDPD4	-0.03975
C21orf87	0.424125
ATP5A1	0.287833333333333
C16orf63	-0.284
LOC388135	-0.397333333333333
ATP5J2	-0.56925
MMP3	-4.03375
EMID2	-0.21675
CRHR1	0.038
WDR70	-0.354
C13orf31	1.288
ZFAND1	1.0875
CCL18	2.1475
C3orf49	-0.233
RINT1	-0.9345
KIAA0408	1.96183333333333
F13A1	4.6305
SLC10A1	0.331333333333333
OGN	4.46575
GIPC2	0.556
XPO6	-1.20366666666667
LCE1A	0.034
FMR1	0.4974
LOC374920	0.60225
DUSP3	0.314
ANKMY1	-0.03975
C7orf50	-0.17775
BBS9	0.1638
UNC119B	0.06375
C9orf72	0.509125
MGC35440	-0.06625
ENTPD6	-0.743125
PPP1R2P9	0.3455
ERCC4	-0.23375
FAHD2B	0.5475
HMHA1	-0.828
HACL1	0.4895
RAD23A	-0.0246666666666667
FAM83B	-0.745
PPP5C	-1.02366666666667
RNASEH2C	-0.339
C9orf153	-0.57275
SCAMP4	0.244125
GHITM	0.6231
NDUFB7	0.93325
ADCYAP1	0.499166666666667
SP110	1.0545
MAP3K7IP2	1.11925
DHH	0.017
AGRN	-0.404928571428571
WDR33	-0.0936666666666667
CEP290	0.380833333333333
PRPS1L1	-1.98383333333333
KLRA1	0.305
GPR97	-0.03
CHD7	-0.913083333333333
TLR10	0.30325
SLC30A8	-1.2665
HIC1	1.84116666666667
IAPP	0.3755
RXFP4	-0.2115
GP1BB	0.355
SHQ1	-0.6185
NKX2-3	0.045
API5	-0.33575
FTHP1	0.561
MOV10L1	1.62183333333333
TRIM6-TRIM34	1.79133333333333
ADHFE1	3.71825
FAM117A	0.4265
DDI1	0.854333333333333
CDON	0.555666666666667
TRIM73	0.0585
IGKC	3.405
MMP14	-1.2495
DYNC1LI1	-0.44675
C11orf66	1.04875
TRBV3-1	-1.7845
FASTKD5	-0.342
BIVM	-0.4885
LHX4	-0.566
CXCL2	2.6591
RAB2B	-0.117833333333333
IZUMO1	0.245
MAP3K15	-1.160625
FAM19A2	0.709833333333333
ZC3H8	-0.5075
ZMAT1	2.43825
SPINK5L3	-2.69875
SLC10A6	1.356
APPL2	0.636875
CARD10	-0.128
LOC402176	0.471125
EEF1D	0.6722
RAB6A	0.1857
C12orf5	-1.674
PAPOLG	0.251
MSRB2	1.41425
BCR	0.494833333333333
PUS3	-0.3315
TIAM2	0.36
ZNF317	-0.332833333333333
CHD2	0.199357142857143
FZD5	0.0584090909090909
NUDT8	-0.2245
ZNF763	0.394
PRC1	-4.21644444444444
ABCB9	-0.0853333333333333
SPATA3	-0.124
TRAK2	1.446125
STAB1	2.842375
LRRTM2	0.513166666666667
psiTPTE22	0.1625
DBI	2.0395
SERPINA11	-2.75975
NAT5	-0.0535
C20orf58	-2.54375
RPS6KA4	-0.0103333333333333
FLJ90650	4.5755
TGFBRAP1	-0.317
CHRDL2	-0.0215
FAHD2A	0.498333333333333
CNTN1	0.62575
BBS4	-0.1263
TMEM181	-0.48075
MINPP1	-0.98775
MPHOSPH6	-0.416583333333333
HOXC10	-0.3813
ITPKB	0.79725
CLPTM1L	-0.43725
MEOX2	2.9155
ATP6V0C	0.154
PRPF8	-0.206166666666667
TMC5	0.60375
FKBP3	-0.528
PLEKHB2	-1.307625
OR4D6	0.4085
ZNF544	-1.0101
D2HGDH	-0.351375
RPL18A	-0.8512
HEL308	0.607
MPP6	-1.13325
TCERG1	-2.01625
KRT16	1.3625
KLF17	-1.21125
KLF5	0.204
CDR1	4.801125
VCX3A	-2.823
FBLN2	2.089375
C14orf104	-0.665
HBE1	-5.6856
OR4S2	-0.034
C1orf108	-0.411
ROBO4	4.46183333333333
CPEB4	0.77575
C11orf80	-1.09233333333333
BCKDHA	0.940333333333333
MYOC	3.5575
GIF	0.28
CKMT1A	-0.2975
RPL3	0.6844
THBS1	1.024625
APOO	-1.2225
ARMCX1	1.77225
HSZFP36	0.75625
SNAPC5	0.28325
EIF4ENIF1	0.91475
ZNF433	0.22825
TNFRSF21	0.578375
TMPRSS7	0.0105
SPATA18	1.5651
HPDL	-3.5075
MKL2	1.0182
TBX3	1.09
C21orf93	0.0956666666666667
DAXX	-0.46775
ELMO1	0.372125
RGS13	1.436
TAF11	-0.5765
UNC13A	-2.16242857142857
LOC653314	-0.2313
ORC3L	0.032
IMAA	-3.4795
TARBP2	-1.05075
CABIN1	-0.674
TRIOBP	0.4278125
HIST1H2AC	-0.421125
RGS22	1.17033333333333
NCOA1	1.24366666666667
IL25	1.6355
SNCG	3.154
GPR6	0.0405
AMDHD1	-1.00833333333333
CHEK2	-2.405125
C6orf142	1.5615
DRD4	-0.037
C14orf68	-0.88775
GDF11	-2.80325
SEMG2	0.587
CD247	-1.153
CDAN1	-0.66775
RBMX2	0.0768333333333333
TGS1	-0.869
OIT3	0.19425
SYF2	1.3355
MCM4	-4.19325
PKHD1L1	0.478875
CEP192	-1.326
IFT88	0.43
RPL9	0.598714285714286
RAB32	0.027875
DDX43	-1.50075
P2RX2	0.882
OR5D18	0.7525
UBE1	-0.503833333333333
SLC24A1	0.7565
ARHGAP5	0.727
CETP	3.254
KIAA1731	-0.804666666666667
SLC9A4	0.2995
PTPN6	-0.3785
BAHD1	0.115
GRIK3	0.9315
CACNB2	-0.4021
PDE10A	-0.746
DGCR14	-0.18525
PCDHB9	0.078
RHOQ	2.26733333333333
MAP3K4	-0.159
KTI12	-0.434166666666667
RPL23AP13	0.99475
GNG11	1.9535
CLCN3	1.06
GPAM	4.172875
VSTM2A	0.626
SLAMF7	0.8205
INTS2	-1.19375
PPP2CA	-0.6287
LRP12	-0.255
SEC14L2	1.79211111111111
DKFZP586H2123	4.546
MC3R	-0.025
CIRH1A	-1.23016666666667
HIST1H2AB	-0.550333333333333
POLH	-0.78425
MGC16703	-2.14566666666667
SNAPC2	-0.3225
FILIP1L	1.27375
RASGRP4	0.326
LRRC1	-0.004
GAS1	2.02325
PRAC	-0.56675
DGKA	-0.736666666666667
NT5C3	-0.67
PEG3	-2.2765
NADK	-0.76875
PRR17	-0.3735
LOC374569	2.441
SGSH	0.234666666666667
NLRP8	0.4635
GALT	0.5511
MCF2	-0.0695
ZNF263	-0.0955
TACSTD1	-0.795833333333333
TYR	-6.9653
ATP6AP2	-0.05925
RNUXA	-0.01475
ABHD10	0.0894
GDPD2	-0.86725
SLC35C1	0.19225
UBE2A	-0.20425
HERC5	0.2245
FAM112B	-5.59083333333333
FBXL16	-0.50925
DKFZP434A0131	-0.628
ELA3A	-2.386
RBM41	-0.368625
HAO2	-0.001
RNH1	0.22625
SHANK2	1.31183333333333
OSBP2	-1.82525
DAK	-0.980333333333333
C3orf58	0.908166666666667
TCL1B	-0.978
KBTBD2	-0.4695
SUGT1L1	0.5685
UBE2E2	1.27833333333333
MYL9	2.8835
CDC23	-1.1405
PBXIP1	1.6216
CXorf40B	0.0455
NBL1	1.27175
RTBDN	0.06
RAB11FIP5	-0.12425
TTTY13	0.075
SCOTIN	-0.333333333333333
SOHLH1	-0.199
CDKN1A	0.552785714285714
NCK1	0.5325
ZNF550	-0.34425
SAPS3	-0.112
SPIN3	0.144166666666667
MAGEE2	-0.111
MIS12	-0.509833333333333
OR8H2	0.4025
KIAA0774	-0.877
UNC5D	-2.1025
CUL7	-0.402
LIPC	-3.09033333333333
DIO1	-1.99175
C20orf11	-0.5177
CTRL	-0.984
HS3ST2	0.5755
PAK4	0.117333333333333
CCRL1	3.958
RNF10	-0.107125
ZNF567	-0.1015
ZNF660	0.6095
TCEAL3	1.176
MAGOH	0.381333333333333
CENPB	-0.397333333333333
C19orf7	0.90325
LOC388965	0.672
ZCCHC13	-0.0455
JMJD1A	-1.034
HIST1H4H	-1.707
TBRG1	-0.0592
GPC3	-1.396
TAF1C	-0.499
EBNA1BP2	-1.43066666666667
CIAPIN1	-1.08825
PDGFRA	0.561722222222222
CSTB	0.06075
CENPI	-3.41666666666667
GTF2E2	-0.0386666666666667
RPP21	-0.27925
CCNF	-1.61433333333333
KCNQ3	0.43
FAM79A	1.80675
SLC22A12	0.101
NOVA1	1.1145
FZD3	0.0875
AKAP8	-1.125
SOCS5	0.78675
CFDP1	-0.06625
DLG5	0.1885
PGM5	1.72416666666667
C1orf144	0.39725
HDAC10	-1.807
RND2	-0.47825
C20orf199	-0.61175
RNMT	-0.612125
SLURP1	0.14075
ASTN1	0.687375
SH3BGR	1.92175
MYCL1	-0.586375
ZHX1	1.49883333333333
CENPK	-4.97475
FOSB	4.0916
LOC643406	-0.078625
C2orf59	-1.82
TMEM135	1.5925
SLC27A2	0.65675
KRT33A	1.523
OVOL1	0.861375
PAMCI	0.1585
S100A7	-0.4395
ZNF789	-0.813
HARS2	-0.14725
RPL23A	-0.950833333333333
TCF23	-0.12025
UPF3B	-1.270375
C17orf78	0.833
HLA-DOB	0.0768333333333333
C14orf142	-0.205
TEKT5	0.245
DMWD	-0.2265
POLD1	-2.67383333333333
GSCL	-0.2235
CALD1	0.7015
SCRT1	-0.0596666666666667
AIG1	1.74375
UNC84B	1.021
ZNF404	-0.5255
TMED6	-1.829
KIAA1462	1.136
LRRC27	1.02633333333333
PYGO1	-0.2895
PIGU	-1.2375
ALAS2	-4.15166666666667
WRNIP1	-0.185375
CNNM3	-0.1525
ZNF2	0.18
ST3GAL5	-0.08925
MRPL23	-0.153
TSSK6	-0.8705
PSMA6	-1.12725
C16orf70	-0.77725
KIAA1602	-0.0285
ALMS1	-0.033
DCN	3.053
TMEM132D	-0.48225
SUCLG2	1.1775
ABHD14A	0.8945
DEXI	0.114666666666667
AMPD2	-1.30833333333333
IFNAR2	-0.682333333333333
CYB5A	3.3131
TLOC1	1.29635
NXF5	-0.505166666666667
NRBF2	0.987875
KCTD3	0.33725
ITGAE	0.048
SLC30A3	-2.343
ZRF1	-1.3615
IFRD2	-0.235375
XAB1	-0.53475
PYCR2	-0.333
SERPINB3	-4.339
TMLHE	1.1966
GEFT	-0.052
ABCA5	0.848625
EMR4	0.6875
TSFM	-0.432
HIST3H2BB	-2.13375
ARHGEF19	-0.39675
TSPAN17	-0.785666666666667
ABCC8	1.45125
MAP1S	-0.104333333333333
C22orf36	0.90575
BNC2	0.0814285714285714
HIST1H4A	-0.6765
NDUFS3	-0.000333333333333334
WDR3	-1.19016666666667
XKR4	0.74225
TTC33	0.429857142857143
STMN2	2.461
CPN2	0.331833333333333
HSPC105	0.449125
PCOLCE2	2.645
C3orf55	4.2085
KLHDC9	1.4315
TBC1D23	0.697125
ATXN2L	-1.26383333333333
MAP2K3	0.156083333333333
SCAP	0.012
ZNF486	0.516666666666667
C20orf96	-0.601
NARS	-1.47325
ADAMTSL1	-0.769928571428571
PRCC	-0.3905
CCDC126	1.42825
ZNF675	0.23825
CALCOCO1	2.003
ANKRD43	2.67775
CWF19L2	0.831166666666667
ZBTB32	-0.428833333333333
BRAF	0.1525
ODF4	0.2535
MGC14376	2.19233333333333
HORMAD1	-1.519
AAK1	0.272416666666667
PEBP1	1.18366666666667
TNFSF5IP1	0.708166666666667
DKFZp564N2472	0.373
RMND1	0.456625
IGKV1-5	3.92975
COL1A2	0.708833333333333
SERPINA5	-2.064875
AANAT	0.1335
C19orf21	-2.64033333333333
GEMIN5	-0.61275
UBR4	-0.413333333333333
LTBP3	0.787666666666667
AMHR2	-2.36283333333333
PROCR	-0.51525
MYBBP1A	-1.54075
C20orf39	0.193166666666667
ZNF697	-0.12725
PASK	-1.6196
ZNF776	0.0718333333333333
RFXDC2	-0.2985
KIAA0467	0.68
C10orf96	-0.986
ZNF503	0.616
GULP1	0.447583333333333
KCNE4	-0.831333333333333
DKFZp434K191	-1.023125
LOC196913	-1.0465
BHLHB4	0.4135
CH25H	2.38175
LOC81691	-1.01516666666667
ALPL	0.983785714285714
COL12A1	0.825625
FOLR3	-1.53516666666667
GPR123	-0.15325
TRIM62	-0.122571428571429
ABLIM1	1.274
MAST3	-0.1505
RHBDD1	0.5185
LOC338809	-0.0105
RYBP	-0.01375
TTC26	-1.763375
ZNF22	0.801333333333333
ISCA2	0.09825
RDM1	-4.02475
PIGM	0.05975
GNB3	-1.8305
ACTR2	-0.1386
HMGB1	0.16885
EDG1	4.41766666666667
SOAT2	-3.26825
OR10AD1	1.206
RAP1GDS1	0.1615
LCE1F	0.2465
ESM1	-0.972125
RCN3	1.358
CREBL1	-0.71175
DBNL	-0.592833333333333
PTGER3	3.33875
USP30	0.642166666666667
BCL2L12	-1.62816666666667
KIF26B	0.65475
ZNF416	0.33025
ZNF225	0.464
C17orf70	-0.8815
ZNF554	0.69075
RAE1	-1.8445
TNIK	-0.123833333333333
ACTN3	0.3925
MGC45922	-0.1105
CCNA1	-0.181166666666667
RYK	0.858
IL26	-0.4215
LRP3	0.714166666666667
QARS	-0.0965
SOX7	1.72978571428571
BID	-0.872125
OR2S2	0.3375
CXCL14	4.89725
C11orf47	-0.306
MGC29891	0.587
HSPB8	1.4487
PRDM14	-1.4215
NUFIP2	-0.159
MNAT1	0.017375
ZDHHC2	0.333166666666667
MBNL2	1.07125
ADD3	0.321125
CSNK2A1P	-0.2565
KLK6	1.12783333333333
TMEM111	1.4766
KIAA1279	0.42075
NUBP2	-0.326833333333333
RAB42	-1.231
ID3	-0.3807
TM9SF1	-0.50775
MDP-1	-0.147
POU4F2	-0.08175
IQCK	0.48725
C16orf14	-0.86275
CAPN3	-1.191875
FAM43B	-0.508125
RECQL	-0.712
AP1G1	-0.588857142857143
CTNNBL1	-0.418833333333333
ECHDC1	1.472
SMARCC1	-1.0645
FOXQ1	-1.8415
GNAI3	-0.621833333333333
POLG2	-1.666
CD4	0.576625
ITLN1	4.0355
EBI2	2.76325
IRF1	0.0685
PTPRE	1.1157
PTK2B	-0.2635
NXNL2	0.014
SOX4	-0.336944444444444
TSPAN3	2.02583333333333
SH2D1A	-3.56733333333333
C8orf58	-0.203166666666667
USP20	-0.98925
DUSP22	0.393583333333333
CALB1	-2.12433333333333
L3MBTL2	0.91175
MCRS1	-0.7455
TMEM118	-2.5085
C18orf8	0.386833333333333
FLJ10241	0.003125
GJA12	1.10725
PKD1	0.315666666666667
ZFP3	0.838
JAM3	-0.205625
LAPTM4A	1.2568
DIRC2	0.66
KIAA2022	0.438666666666667
MYOM1	2.99383333333333
TRPM8	-1.298
MOP-1	0.066
PHKG2	-0.768125
ZNF650	0.98575
KIAA1522	0.3395
PSG8	-0.870333333333333
DDX19B	0.067
MOBKL1B	-0.844
DIAPH2	1.2865
PTPN12	0.255
CLN8	0.4279
CRYZL1	0.708333333333333
CRY2	1.67816666666667
FCGR2B	1.9205
PNPLA4	1.676
ZNF454	0.444
DKFZp434B1231	0.34225
CLDN11	0.5783
RFWD2	0.109833333333333
CIB2	0.720833333333333
MXRA8	3.249
HRK	-0.74975
MAML2	1.20075
C4orf31	1.463
C6orf192	-0.072
COG6	0.45475
FAM5B	0.14
NFATC1	1.0896
SEPT10	0.55725
SCYL1	0.1836
RPP40	-1.2725
SCOC	0.9128
KIAA1450	1.82125
CTDSPL2	-0.81675
TBX5	1.4
NAPG	-0.65025
RHD	-4.073
C14orf45	1.23783333333333
ZBTB22	1.126
PLCG1	-1.3315
ANKRD10	-0.769125
AQP7P2	4.855
TAGLN2	-0.7725
HTR2C	-0.8665
SLC16A7	3.9375
C17orf83	0.841
TSGA14	-1.04991666666667
MDH1	0.718
PPP3R2	0.2385
DCBLD2	-1.17642857142857
RBM33	-0.765375
DPH3	-1.33475
SYT10	-0.845
FMO4	2.31875
THYN1	0.66875
DRD5	-0.828
OTOR	0.46925
PGRMC2	1.1246
KATNAL1	1.28425
PAQR6	-2.59575
UBE2I	-1.0545
C14orf28	1.482
C8orf70	1.2875
FLYWCH1	-0.38075
ANGPTL3	-0.606
GLRX2	-0.170166666666667
ATP11A	-0.721214285714286
ARL5B	-0.27775
MUC16	-2.1615
SLC25A5	-1.09235714285714
ACRC	0.471
MYO1C	0.461125
FAM89B	1.07433333333333
FAS	0.976125
KIFAP3	0.53425
GLRA2	0.271
BTN3A2	0.1827
CNKSR3	-0.5955
CSTF3	-1.659
ARPM1	1.5985
KIAA1530	-1.0625
C9orf150	1.58883333333333
PRKCI	-0.296
tcag7.1015	-1.66925
SOD3	2.60025
ZNF574	0.3
CYP21A2	0.04
RPL12	0.1415
COMMD2	-0.5445
WIZ	0.302
LOC344405	-0.277
ALDH4A1	0.835117647058824
CRYAB	4.485
COPA	0.358933333333333
PCDHGA7	0.057
KIF11	-2.89725
RASD2	0.854625
SLC26A3	2.578
ZNF175	-0.1125
JAKMIP2	-2.427375
C8orf4	2.18333333333333
PTHLH	2.146
SLC40A1	2.07291666666667
OR7D4	0.175166666666667
PCDHB17	0.837
CD36	6.53571428571429
C6orf203	1.581
PRKG2	-0.128
LOC400566	2.07375
ANAPC13	0.73375
SLCO3A1	0.1505
ZNF692	-2.3405
FANCL	-1.6465
SH3GLB1	1.341
C12orf61	-0.626
KBTBD6	0.09875
SUPT5H	0.206
XRCC6	-0.5271
HUS1B	-0.39
FAM133B	-0.161928571428571
LOC728276	-0.4915
KCTD18	1.42075
SOS2	1.224
CCDC99	-2.577
C1QTNF5	2.5295
NNAT	2.32916666666667
USP16	0.6565
LARS	-0.994875
ZBTB2	0.297125
ABO	0.207
TRAF3	-0.1755
GALNT5	-3.8665
NAP5	0.43675
ALG14	1.40433333333333
KIAA0515	-0.0644615384615385
WDR75	-0.858333333333333
TEX261	0.45925
LY86	0.0995
LOC389072	-0.6075
FLJ13611	-0.03325
MRGPRX2	0.0985
SNRPA	-0.88
OR2G2	0.171
GPRASP2	2.2855
C7orf42	0.1286
C9orf163	0.094
CYP11B2	0.7085
FCRL3	0.224
PRDX1	-1.388
FGB	-7.2168
COX17	0.1225
C16orf33	-0.77175
PIWIL1	-0.0402
FOLR1	-1.05183333333333
KIAA0082	-0.566
FREQ	-1.55066666666667
TMCC2	-0.9985
TCF12	-0.255583333333333
ZNF721	-0.015
FAM130A2	1.09325
POU4F1	-1.7125
SNRPF	-1.777125
SGIP1	0.566166666666667
ZNF641	0.9595
EMG1	-0.753375
PRRG4	-0.099
HIRA	-3.09625
MYNN	0.412833333333333
AEBP2	-0.3235
TBXA2R	0.392833333333333
ISL2	-1.20783333333333
PCDHB11	0.478
RNF144A	-0.504875
MARCH5	0.528125
DULLARD	0.145833333333333
DCLRE1B	-1.2035
ITGA8	0.9025
TP73	-0.054375
PRKCD	1.53275
NDUFB4	0.2555
ATP13A4	1.30325
ANTXR2	1.617
COL4A3	-0.00383333333333334
MYO10	-1.4799
SLC6A18	0.40575
PEX1	0.266
TMEM74	-0.204666666666667
RBM19	-0.33
TAPBP	-0.1012
RUNX1	-0.283625
MID1	-0.00158333333333333
GPR64	2.48883333333333
RASEF	0.80125
GABRG1	-0.0313333333333333
MYO16	1.059
DBF4	-2.66866666666667
TSHZ2	4.2545
RIPK2	-0.5075
PPTC7	0.3205
KIF4B	-2.5845
LRRC31	0.25875
ZNF540	2.33025
EFNB3	0.304166666666667
LOH12CR1	0.198875
STON2	-0.137
GLP1R	0.25175
CSTF2T	-0.32925
IREB2	-0.766625
GRSF1	-0.28325
PDCD7	-0.0501666666666667
LRRC43	0.5555
CNR1	0.982833333333333
IL1F7	-0.1195
C12orf64	-0.36575
FAM69B	-0.75225
NR2E1	-1.6125
MS4A6A	1.8369
FTL	0.3721
C7orf36	0.305
PCLO	0.9888
DYRK2	0.198583333333333
ARIH2	-0.050875
SAMD7	-0.1065
SCNN1D	-0.95
SLC32A1	-0.681428571428571
C22orf25	-0.0708333333333333
MRPS18A	-0.1444
GPR112	0.5835
EARS2	-1.9445
ERN2	0.129
ATPBD3	-0.3485
PRH2	0.4135
CDKN2D	-0.238666666666667
PGLYRP2	1.85725
TRIM40	0.21925
SEC14L3	0.7402
SLC22A1	0.20675
BTN2A3	-0.0305
RASA4	0.69375
CCNL2	-1.06408333333333
MYBPC3	0.0265
GJA4	3.681
CDC42SE1	-0.078875
TRPV2	-1.72175
MYPN	-2.9033
SIM1	0.725
CDADC1	1.17075
ZFHX4	2.5895
NIBP	0.2265
ADAMTS19	-1.70233333333333
ABTB2	-1.6865
TSPYL2	0.53325
EIF2S3	-0.1659
SOX30	0.54725
AP2A1	-0.2045
DKFZP564O0523	0.998666666666667
LOC285398	-0.58275
CDH18	-5.03175
CHL1	4.0185
GATS	-0.2139
TBC1D2B	1.35383333333333
OR1J1	-0.7525
GSN	3.59666666666667
DPCR1	-0.112625
GARNL4	-0.577
SMARCA5	-0.89425
PLEKHG3	0.974166666666667
ZBTB45	0.4325
FRMD6	-0.058
PLS1	-1.25066666666667
DGKZ	-0.0288333333333333
EFNA1	0.6389
WDR85	-0.9735
ANK2	1.437
PAGE4	-0.595166666666667
SENP6	0.825666666666667
AKR7A2	0.282833333333333
FKBP10	-3.15425
VEGFC	-0.869166666666667
LARP1	-0.529125
SRBD1	0.31375
ITGB6	1.9225
SLC1A2	-0.636714285714286
INVS	-0.371666666666667
MPO	0.6085
MOBKL3	-0.2326
CUTL2	-1.431375
KLK2	0.144666666666667
VIM	1.1335
REG1B	-0.17
PCDHGC4	0.38925
C3orf34	-0.4215
SUMO3	-0.0653333333333333
CST9L	0.4085
MLL4	-0.50275
SPR	0.962
SAMD9L	0.579
ABCE1	-0.86925
