Hybridization REF	TCGA-E2-A15A-06A-11R-A12D-07
WNT1	0.318
DBP	-0.267375
COL5A3	0.33625
RHOD	2.4195
COL4A2	2.60775
LOC201164	0.21225
HEBP1	0.7545
LUM	1.75425
ZCCHC6	0.1405
PAGE1	-2.81816666666667
DTX2	0.3515
SLC7A13	1.24325
H3F3A	0.963214285714285
RABIF	0.854625
D4S234E	-2.5135
DYRK3	-0.844833333333333
PFAS	-1.381
ALOXE3	0.148666666666667
RPLP0	-0.484714285714286
RBM34	0.364666666666667
C12orf28	2.2135
U2AF2	-0.3235
MKNK2	-0.4239375
SEC16A	0.365583333333333
ZNF44	-0.4879
YWHAG	-0.03525
IGF2BP2	-2.26525
OR1D5	0.1995
SIX6	-3.19825
CCR6	1.64825
PALM	0.55225
PUM2	0.270642857142857
SPRYD5	-1.948
ALG10B	-0.557
ZNF365	-0.33875
PHC1	-1.88475
KIAA0913	-0.21275
ARX	0.192714285714286
PPP3CB	0.4265
IRX6	-0.1553
ANGPTL4	-2.3156
LSM14B	-0.0314
PCDHGB7	-0.243
INSM1	2.61133333333333
WBP2NL	0.0655
ZNF493	0.1263125
NGEF	-2.48825
RNASE13	0.388
SPPL2A	0.424833333333333
SFXN1	-1.42925
FAM102A	1.108875
SAPS2	0.204083333333333
JTV1	-0.5475
OR51B4	-0.3355
SCGB1A1	0.156833333333333
NEUROD2	0.132625
tAKR	0.1885
C1orf26	0.36175
RICH2	-0.8215
TEDDM1	-0.14
CYP2S1	0.072
TBCE	0.550166666666667
MAPK1	-0.966
HDHD1A	0.21625
MRM1	-0.48775
ATP9A	0.581214285714286
HSD17B3	0.0621666666666667
HN1L	0.706833333333333
RNF216	-0.109125
HOXD12	0.52
PPP1R14B	-0.26125
SBF1	0.4755
TAS2R42	0.1265
USP46	1.55466666666667
LILRB3	2.83116666666667
SPI1	1.552
OXSM	-0.73075
GYS2	0.139666666666667
NUPL2	0.076
C8orf46	-0.047875
SF3A1	-0.14755
C21orf99	-0.106
HOXB4	0.7817
YRDC	-0.4595
GPRC5D	0.2065
BLVRA	1.232625
KIF12	2.3115
LRRC23	0.71325
FAM14A	-0.1215
RASL12	0.96025
DAZAP2	0.8335
IKBKB	-0.0854285714285714
ZNF271	0.0985
BOK	1.14925
CXorf6	-0.3555
MYEOV	0.29575
BTN2A2	0.0265
FRG1	-0.2105
HSP90AB6P	0.2665
ENOX1	-0.304833333333333
ZNF706	1.3145
DOK1	1.0388
PGAP1	0.114375
TMEM136	-0.22025
FSCN1	-2.28425
KIF17	0.222
TRIM66	-0.435
CBR3	-0.802333333333333
C13orf24	0.0161666666666667
C19orf52	-0.265
BNIP1	0.118
AQP3	-1.118
KRT6C	-3.27816666666667
SIRPA	0.295333333333333
IGFBP6	-1.968
PLEKHK1	-0.63925
RNASE7	-0.355
ARHGEF15	0.3015
NPHS2	0.228
SRD5A1	0.1915
REXO4	-0.83
EEF1DP3	0.679
SLC37A2	0.294
ZNF142	1.44175
ANKHD1	-0.266
MUT	0.8845
VPS37A	-0.109
GPRIN1	0.2215
SLC38A3	-0.494875
BAZ2B	0.9615
WDR87	0.161166666666667
BRD7	0.48425
POU6F2	-0.4845
NISCH	0.383125
TCEB1	0.677
LINGO2	-2.683
TAX1BP3	0.073
RPL34	0.0624444444444444
MARK2	1.27033333333333
AKAP12	-1.4459
AMBN	-0.17
SLC25A27	-1.52666666666667
FLJ21865	0.30525
KIR2DS2	0.412166666666667
WDR77	-0.98775
ATF2	-0.311333333333333
ITFG3	0.389
SLC39A13	0.8435
ARL6IP5	0.353125
C10orf137	-0.29925
QTRT1	-0.528666666666667
CCNT1	-0.10125
DYNLL1	0.8632
WDR53	0.36425
LIPG	0.300333333333333
ASAH3	0.1355
HELB	0.00100000000000001
PHACTR2	0.195125
VENTX	-0.05675
LAD1	0.856666666666667
PAOX	1.6165
MAPK8	-0.644
CCDC38	-0.41175
DNAJC8	-0.2301
RBBP8	-1.323
WNT11	-0.1981
KCNJ12	-2.066
HDAC8	-0.1685
STARD4	-2.45325
ACVR1	0.777666666666667
C14orf65	-0.314333333333333
KLB	-2.073
C1orf65	1.28425
ZFYVE28	0.72725
NSUN6	-0.54725
KIF27	0.3045
SYTL2	-0.0688333333333333
UBXD2	0.6244
OR6T1	0.0395
CCDC91	1.07821428571429
GRID2	0.009
CALN1	-0.548125
ZNF423	0.02675
PSMB4	-0.101333333333333
XPNPEP3	0.274333333333333
ARPP-21	-2.7424
SART1	-0.24725
RACGAP1P	-0.76
SPTA1	-4.1855
C6orf113	-0.0598333333333333
C7orf16	-1.53175
CHST7	-0.4705
C21orf29	-0.128833333333333
SEMA6D	-1.51675
PCMTD1	1.425
KIAA1754	-1.0045
MYCN	-0.3929375
KCNJ3	4.644
MAPK13	3.0043
ERO1LB	-0.425
NTF3	-1.86966666666667
NKX6-2	-0.21375
GTF2B	-0.13775
GSPT1	-0.405833333333333
GUSB	-0.195333333333333
LOC221091	-2.6615
LIG1	-0.3815
EXTL3	-0.399
NID2	-1.32425
TTC29	-0.40725
TMEM97	-0.275625
EXTL2	-1.063
SUZ12	-0.311
IL1F8	0.526
KRT18	0.568181818181818
MRPS16	-0.4315
PI4K2B	-0.32675
LACRT	0.0775
OR51F2	0.33
JMJD2C	-0.311375
KGFLP1	0.96125
CDK5RAP3	-0.3743
YTHDF2	0.167166666666667
GGCX	0.35825
ARPC4	0.1705
EGLN2	1.765
KBTBD4	0.826428571428571
ROBO3	-0.6981
DEFB118	0.9725
KIAA1543	0.858
RTCD1	-0.654333333333333
MZF1	-0.682
C18orf26	0.0235
CNIH4	-0.3165
ZFP2	1.77083333333333
HTATSF1	1.23325
WFDC2	2.2045
NDUFA7	0.1705
TTC22	0.371666666666667
FAM40B	-1.903875
DCPS	-0.88025
SH2D1B	0.801333333333333
MRGPRE	0.1855
SBK1	0.666
UNQ6411	0.1495
OSBPL9	-0.73675
NUP107	-1.1395
MYOZ3	-0.4947
PDE4B	-0.329
FAM113A	-0.427
IDH3G	0.3935
FBXL7	-0.161875
ARFGAP3	-0.4695
MAPRE2	-0.687384615384615
IL1RN	-0.6068
KIF13A	0.488
RAC3	-0.4165
TCTE1	-0.513
TMEM14B	-0.481166666666667
ADIPOR1	0.352166666666667
GRINA	2.1445
CLIP4	-1.40325
LRIT2	0.015
TFPI	1.92392857142857
FABP6	0.62625
SLITRK2	0.1365
HKR1	0.471
SMTN	0.28625
C1orf75	0.24
CD209	0.67275
CYB5R2	1.26125
DNTTIP2	-0.2315
CSGlcA-T	0.36075
GABRB3	-1.69775
PCBD1	0.627666666666667
TAF3	0.675083333333333
HOXD3	-0.331833333333333
GIPC3	-0.148166666666667
P11	0.0993
BFSP1	0.26325
LCP2	1.39175
TAS2R8	0.3255
SEZ6L	-0.86875
NR2C1	-0.783875
EXDL2	0.617
TNFRSF13B	-0.446166666666667
MKI67	-1.45325
GLS	-0.400666666666667
C7orf54	-0.7218
LGALS13	0.242166666666667
IL4R	0.43175
SEC11A	-0.242
SPP2	0.174166666666667
C18orf32	0.83825
CLSPN	-1.1245
SPAG1	0.845125
C9orf82	-0.54375
TM4SF1	-3.413
EMILIN2	0.57925
SMG7	0.586333333333333
TAS2R13	-0.044
ZNF628	0.0255
DZIP1L	-0.61
ANKRD13A	0.1157
VASP	0.29725
ZCCHC11	-1.426875
SYPL1	0.340125
MGC34774	0.108
C4orf28	-0.50825
KIAA1211	0.541
RPS27L	0.8525
TATDN3	-0.24025
PDCD1	1.79
OR5P2	0.2975
IFIT1L	1.122
MIPOL1	1.07625
OR51D1	0.23425
C1orf92	-0.611166666666667
LAMP2	0.640166666666667
CAT	0.1835
C16orf80	-0.20275
C15orf32	0.252
ZNF746	0.47775
C1orf76	-0.572
ATXN1	0.07025
LAMC2	-1.068875
SLC2A7	-0.7035
CPOX	-2.27725
APH1B	1.1225
LOC442245	-0.48125
CTNND1	0.0273333333333333
GABRG2	-0.044
MADCAM1	0.00766666666666667
F5	-1.96475
SEMA4F	0.337166666666667
NUDCD3	0.5845
PDZD11	0.241
TRIML1	-0.187
GCNT3	-2.09766666666667
TMEM120A	0.63275
CNDP1	0.6235
N4BP1	0.505375
SLC35F2	-0.68925
LCP1	0.610083333333333
IGBP1	-0.11
DCAKD	0.213375
ELA2A	-0.3475
C12orf56	1.94825
PITRM1	0.232214285714286
GUK1	0.0696666666666667
RASSF8	-1.3063125
OR2A14	0.378
ADM	-4.17588888888889
FGD3	2.52516666666667
GHRHR	0.223166666666667
RHPN2	0.55125
C4orf39	-0.277333333333333
VPS72	-0.035
SERF2	1.2385
CD22	2.20683333333333
CD47	-0.2047
PPIC	-0.563166666666667
IMPDH1	0.129166666666667
ACP6	-0.468833333333333
PRKACA	-0.026125
PPP1R1A	-1.629125
TRPV3	0.28425
ASXL1	-0.433125
C17orf55	-0.366333333333333
FXYD1	0.0736666666666667
LMOD2	0.409
ANKRD33	-0.01
LCE2C	-0.023625
ZNF620	0.0055
DKFZP566E164	0.2555
VSIG2	-0.235
KIAA1128	0.942
USO1	-0.0741666666666667
NUDT4	0.148428571428571
CLDN1	-0.8995
OR4Q3	0.0535
FASTK	-0.270333333333333
ICOS	2.35833333333333
LDB1	0.70775
GSTA5	1.4215
ABCC1	-1.14966666666667
FAM54A	-1.22275
PCBP2	-0.486833333333333
NUP205	-1.04325
ACTA1	-1.565
GABBR2	-0.934
PIP5K1B	-0.897666666666667
AGXT	-1.3195
RNF181	0.1325
ATP8A2	-1.134
AFTPH	1.61875
FGF21	0.25225
FCER1G	1.513125
SNTB1	-1.624
SLC24A3	2.20475
TXNL4B	-0.7934
RPL10L	-0.0125
LOC389517	-0.42535
TSGA13	-0.0375
SHOX2	-0.347666666666667
ITGA7	-0.5256
KCNIP2	-0.1175
KLF13	1.25
ZFAND2A	-0.09525
CEACAM1	-1.44142857142857
PFKFB4	-2.27116666666667
MED19	-0.84275
LRRC57	0.989833333333333
RNF11	-0.8225
ANKRD32	-3.08825
P117	0.947
OBFC2A	-0.2255
POLD3	-0.815583333333333
RAB18	1.001
TPH2	0.106833333333333
PHB	-0.0946
JDP2	0.267833333333333
MORF4L1	-0.4389
POU2F1	0.13425
CNNM2	0.151333333333333
LOXHD1	-0.352
ZC3H15	0.0365
ELK3	-0.233166666666667
FAM111B	-0.91875
CBLC	2.63166666666667
SBNO1	0.287
ANKMY2	0.01725
PLEKHA5	0.199
DHX58	1.35933333333333
ARCN1	-0.342166666666667
TREML1	0.4901
KNCN	0.167
SEC24A	-1.100875
PSCA	1.312
MGC24125	0.381833333333333
DNA2L	-1.50625
CIB4	1.284625
HIGD2A	-0.0755
TBX6	-0.143666666666667
TTLL5	-0.621
SGK3	1.01133333333333
GCN1L1	-0.0575
AMOT	-0.0078
LDOC1	1.255
NRK	-0.0893333333333333
ASB9	-3.71425
NAT1	4.4413
TRAFD1	0.67025
PEAR1	0.479666666666667
FAM36A	0.112375
OR1S2	0.0458
LOC388323	-1.64625
PGS1	-0.298333333333333
LEPREL1	-2.8835
TFF1	-4.96941666666667
HAP1	0.1255
EPHB2	0.895
ACTG1	1.07483333333333
ZFP42	-0.289666666666667
HAVCR2	0.6518
NME1	-0.6275
SNX26	-0.0691666666666666
LACTB	1.54
ZKSCAN2	-0.441
C5orf35	0.2175
ANKS3	-0.50125
RBM28	-0.80175
DKFZP586P0123	0.95625
HNRNPA1	-0.225166666666667
BCAS3	-1.32341666666667
FLJ20184	-0.082
POLA2	-1.22833333333333
TMC7	-0.2085
HSD17B6	1.0195
ZNF658B	-0.290666666666667
TTTY10	-0.181833333333333
RANBP9	0.258916666666667
CPNE7	-2.54183333333333
EVL	1.45017647058824
LNX1	1.23258333333333
IFNA21	-0.0758333333333333
CFD	2.95375
PYCARD	0.7895
MYBPC2	-0.9065
ENPP3	-1.88666666666667
ACSL4	-1.63025
LOC440258	-0.320833333333333
TMEM176B	3.13433333333333
SOX2	-5.09675
SCO1	-0.00733333333333334
COMT	-0.4625
AOC2	-0.4205
PDLIM5	0.591428571428572
SPHK2	0.3705
NXPH2	-0.051
GPR108	0.276833333333333
RAD51L1	-0.200333333333333
TMEM54	1.341
LETMD1	-0.935888888888889
SLC6A17	0.14775
KRT75	-0.003
STT3B	-0.979166666666667
CD3EAP	-0.251
TMEM63A	0.96475
DUSP13	-0.36725
CD1C	1.63366666666667
LASS2	1.1305
AVP	0.1775
PITPNM1	0.67975
FLJ22795	-0.694
MCTP1	-1.84375
TRIM68	0.821
UCK2	-0.6645
ABHD1	0.61075
FAM50A	0.322
RNASEH1	-0.960666666666667
PCP2	0.503
OR52H1	0.2115
C20orf149	1.01825
RBP5	1.59383333333333
HYAL3	-0.08225
CLPB	-1.73425
SMNDC1	-1.0115
DONSON	-1.578
FLJ27523	0.2195
BARHL2	0.2315
SLC30A9	0.0643333333333333
TMPRSS11B	-0.178
E2F8	-0.676333333333333
CCDC25	-0.477
C14orf48	-0.179166666666667
C20orf116	0.048375
TSPAN11	0.2905
YIF1B	-0.590333333333333
FAM12B	-0.08175
OR1L6	-0.0625
HPN	-0.1104
NBN	0.77
C14orf94	-0.2585
OCLM	-0.0315
ZSCAN18	-0.75
L3MBTL	-0.986
TSTA3	1.39866666666667
RAC1	0.70725
C19orf15	0.0035
NFE2	-3.53075
KLK14	0.0125
ARSF	0.0975
MAST2	0.0158333333333333
AMICA1	3.19916666666667
GTF2A1	-0.013
ATP1A3	0.0545
TC2N	1.0265
PNKP	-0.042
ODZ2	-1.779875
MATR3	0.391625
S100P	-0.993125
KRT82	0.08
CA13	-0.3234
PROZ	-1.46
AASDH	0.371
C19orf40	-0.128833333333333
DCK	-0.465615384615385
FAM5C	-1.52175
SLC6A4	-1.677
MID1IP1	0.238875
TESSP5	0.4185
TMOD4	0.00949999999999999
DOCK2	0.371166666666667
TUG1	-0.192375
NUP214	-0.93475
DPYSL2	-0.579181818181818
GOLM1	1.3875
MPFL	0.01075
SOX13	1.08725
SDCCAG8	1.1019
KEL	-0.958166666666667
NUP210L	-2.11025
GK	-1.380125
DNAJB1	0.72475
ALPK3	-0.05
CHID1	0.2931
CYLC2	0.264333333333333
IKZF5	0.08025
C8orf51	1.80433333333333
PPM1J	1.59575
GIMAP8	3.393
GPR101	-0.4995
NR2F1	0.372
ACAD8	0.30225
RBM35A	2.62875
GNAI2	0.2955
METTL8	-0.0655
SLC39A7	-1.0505
FBXO8	0.28475
CAMK1	-0.5135
RFC3	-0.8035
FAM129A	-0.540214285714286
ILF2	-0.44775
FGFBP3	-0.372
NOM1	-1.183
PSMA3	-0.287
ASCC3	0.0074
ZYG11A	-0.7315
SOX21	-1.121375
LYRM1	0.26125
DEFB1	-0.2285
LOC91431	-1.957
OR7C2	1.2305
FAM46B	0.213875
TMEM18	0.275875
ARHGAP30	2.39866666666667
TMEM86A	1.73933333333333
EPHA2	-1.61116666666667
C10orf46	-0.1851
TCHH	-0.760666666666667
C3orf30	0.243
LOC285636	-0.087
PAIP2	0.66375
CYP2U1	0.025375
C12orf34	0.8985
SARS2	-0.299833333333333
ZCWPW1	-0.478
SAMD12	1.1135
KIAA1430	-0.034
ACAT1	-0.39325
MEOX1	3.28516666666667
ADAMDEC1	5.207
PHKA2	-0.40275
CARD11	0.491833333333333
CALML4	-0.3725
TSSC1	-0.025
TMEM45A	-2.50611111111111
MPP7	0.487125
POU1F1	-0.1925
SLC2A13	-0.8087
FBN2	0.287642857142857
ZC3H7A	0.6201
LAIR2	0.078
ST3GAL1	2.158
LCT	-2.24475
GEMIN8	1.04633333333333
KLF16	0.0737
HIF3A	0.077
FAM44A	0.134214285714286
AQP10	-1.0613
PLA2G2A	-2.013
FOLH1	0.162833333333333
C20orf186	0.76
MAPKAP1	-0.22325
SPRR2D	-0.92125
UBQLN4	0.410666666666667
RSHL1	0.063
PIAS3	0.39225
MRPL24	0.879
GREB1	0.716875
FAM27E3	-1.554
NUP62CL	-2.538
NEUROG3	0.0995
REEP3	-0.136583333333333
MARK1	2.131
LMBRD1	0.8085
PRPF19	-0.6925
PNMT	-0.617833333333333
CTGLF1	-1.1015
SLC25A16	-0.37425
EIF2B3	-1.121
RPA2	-0.285
PAK6	1.978
CCDC26	-3.310875
SEMA3E	1.408125
MXD4	0.5512
TNFSF10	2.0596
SMARCB1	-0.0188333333333333
DTX3L	0.657666666666667
PLA2G4E	0.2
PPAP2A	1.05775
ULK1	0.709583333333333
TAS1R3	-0.275
SLC2A3	-3.20290909090909
ARID3A	-1.54575
GNG5	-0.52175
ACOX1	0.2031
KIF5B	-0.10025
NUP153	-0.71425
MUC7	-0.225
CSDE1	-0.913428571428571
CLPTM1	0.04975
C3orf23	-0.55
LRRC17	-0.807166666666667
TTYH3	-0.301625
ATP5B	-0.9515
ELF3	0.9377
CPSF3L	-0.205666666666667
ZNF665	0.389
TLR6	1.029
GPI	-1.200375
RAD9A	0.35925
NDST4	-3.2745
AGPAT3	0.64125
MAGI3	0.988166666666667
ADORA2A	0.221375
CACNG7	0.2865
CAMK2D	0.182642857142857
CCHCR1	-0.4145
RPS27A	-0.144
OR10G7	0.0791666666666667
GCM2	0.0485
FAM135B	0.6764
E2F1	-0.48525
PLCB3	0.83325
OR2AE1	0.407
COIL	-0.131
CDC25C	-1.03616666666667
RAB11FIP2	0.024
TSC2	0.3025
CTGLF5	-1.7035
CCDC108	-0.0352
OR13C4	0.1325
C10orf81	4.7495
PTPRB	0.63725
ACP2	0.963
LAG3	1.15575
MRPL54	-0.436
LOC201175	-0.065
ITGB1BP3	-1.51525
SPTAN1	0.0528333333333333
SIPA1L2	0.14125
RCAN2	-1.29
CDX2	-0.379
ECOP	0.5975
ACTR1A	0.473428571428571
PPARG	-2.2025
BBS10	-0.033
TMEM44	-0.899
BPIL2	0.35075
CITED1	-1.67375
IRF6	3.1275
PRDM4	0.478333333333333
RRP9	-0.8935
OR10H4	0.1645
IL31RA	-0.168
GNB1L	-0.122666666666667
MYBL2	-0.719
ZNF407	0.809333333333333
PPIG	0.351833333333333
TTC18	-0.179
RPSA	-0.7675
MAPT	0.348
MRE11A	-0.197714285714286
C8orf37	-0.406833333333333
RASGEF1C	-0.634666666666667
STBD1	0.81825
CTAG2	-0.2185
MGAT5B	-2.48366666666667
ECM1	-1.311875
RLN1	0.717
PARP14	1.099
EPB41L1	1.6128
HOXA3	-0.888333333333333
MAGEA9	-2.86775
RPS8	-0.554
RPS19BP1	-0.1185
FOXJ2	0.219875
C10orf76	0.865125
IL17RE	-0.28825
C10orf65	0.04
ZNF343	-0.27
FBXO33	-1.043375
UHMK1	0.3839
LY6G6C	-0.47925
FGF19	-1.74325
C14orf128	-0.175
IFIT2	1.406125
TIGD1	0.0255
S100G	-0.0725
GUCY1B3	2.112
NR3C1	-0.5079
CORO1B	1.48833333333333
PARP11	1.21908333333333
DNALI1	3.98183333333333
OR4N4	0.31425
MAP2K6	-1.12466666666667
FSTL4	-0.38925
ANKRD47	1.04025
TMEM171	-1.455
PNLIP	0.19425
YY1	-0.0766666666666667
CCDC138	-1.32366666666667
AASDHPPT	-0.8941
CKS1B	-0.5587
MCM3	-0.286333333333333
ANAPC7	0.238166666666667
FAM110A	1.15375
CDC37L1	0.589333333333333
THTPA	0.50075
NBPF20	-0.3565
WDR24	-0.33775
NPTX2	-4.6705
CBLB	0.065
CETN1	0.294666666666667
RPUSD1	0.1705
FAF1	-0.63975
CDK6	-3.3316
HMX2	1.1895
CSK	0.028
TEAD2	0.95425
SNAP25	-0.44725
TUFT1	1.6187
TMTC3	0.135666666666667
LCK	0.0545
SGOL1	-1.1725
AKTIP	1.06375
FURIN	0.184625
SOX12	-0.545833333333333
DEFB103A	-0.10475
RAMP1	3.7875
KIR3DX1	0.245
GAS2L3	-0.2935
PDE8A	-1.6624
EDN3	-0.367
GMIP	1.4615
SF3A2	0.271
FN3KRP	0.6575
SMAD7	0.73925
RHBDD2	0.784
OR11H6	-0.037
PPP1R3B	-0.4864
C9orf23	-0.52375
CADPS	-1.85175
GOLGA8A	-2.666875
TMEM57	0.226333333333333
RGL3	-0.408
S100A14	2.495
FGFR2	0.580625
XRCC3	-0.51375
RTN4RL2	0.19425
MGC3771	0.398
GH2	0.0161666666666667
BTBD2	-0.028
LMO2	-0.05875
RDBP	0.594625
ACRBP	-0.6255
AMY2A	1.94775
DUOXA1	0.156
PTK7	0.4125
TWF2	0.186833333333333
FAM80A	-0.32975
TNNI2	-2.1545
GLT25D1	-0.100333333333333
OCC-1	-1.541
CYC1	-0.279833333333333
RPL22	-0.0483636363636364
MORN3	0.577333333333333
DISP1	1.4675
PRB2	-0.063
CHUK	0.29725
HR	0.278
CCDC134	0.758
DENND4B	-0.3425
C14orf130	-1.17175
RAB33A	-0.59175
DCST2	0.096
TNMD	-1.49425
PEX7	0.83575
FAM62A	0.15175
SRD5A2L	1.4585
IL22	-0.11025
RPS26	-0.307666666666667
HOXC5	0.583
SPATA6	0.254
FLJ38482	0.6635
ZNF234	-0.122
C18orf22	-0.0435
SPATA22	0.49125
THOC1	-0.469
CYP7B1	3.292
KCNC3	-0.31125
C8orf42	-0.0785
ALDH1B1	-0.836833333333333
CCDC100	-0.156
ARMC4	-2.35575
FAM18B2	0.19025
SLC44A1	-0.109125
FBXO17	-0.963666666666667
C6orf107	-0.1715
C19orf29	-0.262
ZC3HAV1L	-0.546
PARP6	-0.2103
SULT2A1	-4.3615
C1orf159	-0.10825
TMC1	0.11
CHST14	0.598125
GAMT	-0.147166666666667
SMCP	0.0385
TSPAN33	1.50333333333333
MIDN	-0.272625
NOX4	2.30275
RNASEN	0.0683000000000001
TBX1	1.99666666666667
SALL2	-0.88125
C10orf35	1.5895
CYP2E1	1.5385
LRFN2	1.6995
ACO1	-0.807
IQCG	1.3852
MEGF9	0.42975
TM7SF4	1.7715
PLEKHA1	0.4832
STK33	-1.8725
C1orf210	1.53225
SNUPN	0.0157
KIAA0406	0.1501
C20orf29	-0.2005
TMEM55B	-0.1115
OSTM1	-0.6088125
CLCN7	0.4775
OTP	0.266
FLJ23049	-0.38275
HEATR4	0.0895
MAP3K10	0.235166666666667
PCDHGA9	0.1425
AMDHD2	0.10825
LCTL	-1.1715
PDCD2L	-0.31175
CABLES2	1.15475
SLC5A9	-0.42
CLCA2	-1.27866666666667
MGC16025	-0.289
STRAP	-0.761666666666667
C20orf196	-0.4705
RRBP1	-0.3725
NAT13	-1.13875
MAT2B	0.033375
CSNK1D	-0.835666666666667
KIR3DL1	0.00825
PRKAG3	-0.2475
ZNF599	0.544
PRM3	0.0855
PER2	1.32016666666667
ASPHD1	-1.84
PRMT6	0.8475
KCNE1L	-0.715571428571429
FAM118A	-0.610666666666667
TAF4	0.3275
NDUFB6	-0.4015
TRIM9	-0.881666666666667
PMFBP1	-0.45525
KY	0.472
DKFZp762E1312	-1.49936363636364
CSMD1	-0.786
TBP	0.0101666666666667
OR1Q1	0.2325
RETNLB	0.23975
HPGD	0.960785714285714
DNAJC12	0.4665
FKBP1B	-1.93875
ANKRD24	-0.543166666666667
CXXC5	1.9395
IL3	-0.015625
DRAM	0.9319
PTCH1	-0.822625
TP53BP1	0.22475
SLC17A7	0.32975
COL25A1	-0.5243
AMACR	-0.0998333333333333
RHCG	-0.09725
VPS13A	-0.553916666666667
FAM55D	-0.599
PRPF38B	0.0345
OSBPL6	-0.344
PFDN5	0.3691
CMTM6	0.581625
KCNK12	0.049
RP2	-0.05225
C16orf52	-1.71575
PICK1	0.348
IFNE1	-0.983166666666667
SEMA4B	0.22225
TYRO3	-2.568
OR12D2	0.752
CSNK1A1	-0.144
FANCF	1.2685
LONP2	0.645875
TBL1Y	0.69725
LDOC1L	0.711
CCNC	-0.06125
C3orf60	0.1985
CHKA	0.1895
UBAP1	-0.364
MAP3K1	1.0245
ANKRD9	-1.96725
FAM92A1	-0.891833333333333
GAB2	2.036125
AZU1	2.66975
DIS3	-0.0968333333333333
C21orf109	-1.17825
IQCB1	-0.45475
SPATS2	-0.729333333333333
EFCAB3	-0.1975
PRB3	-0.023875
FUZ	-0.474833333333333
ZNF813	0.475375
BMPER	-0.5602
HEG1	-0.22575
ALS2CR11	-0.76475
SURF2	-0.28375
PSMC1	-0.084
OR2D2	0.557
SLC7A8	0.228333333333333
C4orf40	0.3665
SPATA7	-0.32275
MAZ	-0.134166666666667
PIN4	1.67375
PDE1A	-1.00125
TAF6L	0.113166666666667
OR2T34	-0.037
KIAA0284	0.44125
ACADS	0.607090909090909
MKRN2	-0.5535
C18orf56	-1.4245
MS4A6E	0.186333333333333
GALNT4	0.7721
C22orf31	0.4215
FLJ36070	0.208
PSME4	-0.187
TFG	-0.5082
EPHX2	0.327625
ANXA5	-0.70275
KRTAP1-1	0.1809
BATF	1.64775
KARS	-1.13825
MSTP9	-0.121
GPR26	-0.041625
CCDC72	0.222
TEF	0.3985
FOXK1	-0.261
PRLHR	-0.1585
EMX1	1.63175
C11orf30	1.33375
ICK	0.662625
THSD7B	-0.0915
C21orf100	-0.0915
DUOX1	0.8535
EFCAB4B	0.223
UBE2G2	-0.938166666666667
C3orf54	0.28775
PARP1	-0.5725
FAM60A	-1.10575
C6orf146	-0.0393333333333333
OR9K2	0.468
DDX55	-0.443166666666667
RPS15	-0.332416666666667
ZNF618	-0.089375
DKFZp686D0972	0.6615
SSPO	-0.472
SHFM3P1	0.7675
CPA6	0.177
JAG2	0.64175
DEFA3	0.22975
PPBPL2	0.0246666666666667
CD34	3.239625
SLCO4A1	-3.901375
AFG3L1	-0.511833333333333
SHD	-0.27125
RP13-122B23.3	-0.6725
PRKCSH	-0.476
DPH5	-0.404666666666667
HLA-F	2.151125
TBC1D4	-0.61025
RIG	0.197833333333333
GLUD1	-0.733333333333333
HNRPCL1	0.128875
HBXIP	-0.667
RNF207	-0.211
APIP	-0.2295
PLA2G3	-1.87933333333333
CCDC84	-1.26425
MYLIP	-0.794615384615385
PHIP	0.19875
AARS2	-0.4075
DHX32	-0.075
SCAPER	-0.4965
MEN1	0.0535
NIP7	-0.73
FLJ25404	0.0285
FASTKD3	-0.33725
TMEM158	-3.87916666666667
RARA	1.10625
BDH1	0.4515
ANKRD16	1.15975
CARM1	0.1095
SS18	0.103
IKZF2	0.392416666666667
MYD88	0.484
PML	0.28175
TAF1A	-1.0335
CBFB	-0.206625
HIST1H3H	-0.222333333333333
C7orf29	-1.6595
COMMD4	-0.515333333333333
DPP3	1.47325
DAB2	0.10875
LOC388882	-0.045
YPEL4	-0.71425
AGBL3	0.31975
LRP6	-0.7339
SERPINH1	-0.6585
TLE1	-0.54825
CD244	1.57733333333333
ZDHHC15	-0.05775
MGLL	-0.2819
PLDN	0.345333333333333
LOC654346	1.455
FAP	2.8585
GPR37	-1.46316666666667
SCARA5	-0.479833333333333
EBF4	1.62772727272727
LSM6	-0.5965
MLLT1	0.6429375
SLC5A12	1.748
A2BP1	-0.960833333333333
COPS5	1.31933333333333
TPM4	-0.911214285714286
TNFSF4	0.172666666666667
ACADSB	2.24227777777778
HERPUD1	0.57275
BCL2L11	-0.349277777777778
CEP78	-1.189375
CDCA3	-0.404125
WBSCR19	-0.1055
MYO1A	-1.942
PPEF1	1.211
LOC440348	-0.422
CPEB2	0.723875
BPTF	-0.439833333333333
RPL21	-0.338
GSX2	-0.134
ADPRH	0.921833333333333
C17orf68	0.275166666666667
KCNS1	-0.499666666666667
MLLT6	0.2424
PIWIL4	0.492
RNF26	-0.6785
RAP1B	0.3295
ADAMTS1	-3.653
ZNF571	0.90275
P2RY6	0.6785
TRIM21	1.16683333333333
CADM3	0.0125
NLRC5	1.25833333333333
ADRA2B	-0.0801666666666667
LOC90835	0.419375
PCF11	0.07025
LOC400451	1.26275
GLTSCR1	0.3021
C17orf88	-0.259333333333333
CDH16	-0.929
FGF7	1.40375
PCSK4	-0.556666666666667
