Hybridization REF	TCGA-A7-A13F-11A-42R-A12P-07
CRNN	0.1425
GRN	-0.2265
HSH2D	-2.39275
SCAMP1	0.3425
KIAA1913	0.50775
PTS	-0.7365
BANP	-0.206642857142857
PRKACG	0.2945
ADCY6	0.968833333333333
C16orf46	0.467
CYP51A1	-0.659125
DDC	-5.44033333333333
ANPEP	1.94166666666667
PROM1	3.721
SIGLEC10	1.83525
COPG	0.197
FAM26E	2.161625
TRIP4	0.18575
SNX3	0.710166666666667
C1orf175	1.21533333333333
PPY2	0.38875
C14orf152	0.32925
FTSJ1	-1.39616666666667
DST	2.03785
LOC554235	-0.22775
GLRX5	-0.28525
C20orf12	1.0153
CAB39	0.323833333333333
MSH2	-1.6055
PIP4K2C	0.312625
CYLD	0.5695
WTAP	0.960375
MGAT4A	0.467222222222222
TSC22D4	0.0312
CHRM2	-1.1025
PPYR1	0.191333333333333
CCNH	0.282166666666667
RRM1	-1.2545
ECAT8	-3.5045
LOC400120	-0.013
GABRA4	-0.210625
C14orf4	1.83716666666667
C1orf59	-0.46025
CTDSPL	1.00216666666667
NHEDC2	-0.374
PDE11A	1.265125
KLHL29	2.3945
CD5	-1.2033
TSPAN9	1.23125
WDR67	-1.51375
THUMPD1	0.5719
C18orf17	0.10475
CLYBL	1.20016666666667
FLJ13231	-0.259
CMBL	-0.35925
LECT2	-0.5855
NKAPL	4.86016666666667
LOC654780	0.5885
OR4C6	-0.5895
RAB30	0.108
TSSK4	-0.2535
TMEM163	0.5745
OSBPL11	0.727666666666667
GNB5	-0.9935
CCL21	3.43875
C1orf121	-0.0635
FMO2	4.68966666666667
RPTN	0.4325
MSTN	1.0105
VCL	0.4255
FYTTD1	0.03675
C11orf1	0.16775
CCDC88C	-0.577625
HFE	-0.103388888888889
MOGAT1	2.4145
FAM125B	1.16383333333333
IRGQ	0.2155
RAVER2	1.14725
AKAP5	-2.3425
SSSCA1	-0.84475
C11orf63	0.847125
ACTG2	3.1514
PORCN	-0.8545
DTL	-4.08045454545455
TMEM151	0.35425
FAM122C	-0.57975
RSAD2	1.2266
BAT4	-0.208
KRTDAP	-0.484
MYH8	0.0728750000000001
CRTC3	0.613
LRRFIP2	-0.0565
INTS4	-0.718166666666667
TTN	-0.331833333333333
SLC26A5	0.498
PLLP	-0.39625
RGS6	0.9525
SRGAP3	0.83975
ZNF525	-0.224833333333333
NBR2	-0.968166666666667
C13orf1	0.1172
ZNF137	-0.2815
CEP27	-1.6145
BEST2	-0.143
RNF121	-0.59075
DMRTC2	0.4485
C8orf76	-0.66475
BCCIP	-0.5285
MEST	2.015
HTRA2	-0.064
ANGPTL2	3.3145
ILKAP	-0.457166666666667
ERAS	-0.1725
HBS1L	-0.273375
CPA5	0.3135
TMEM30A	0.196166666666667
CD300LF	0.9025
WISP3	3.9795
CRK	0.813
PDS5A	-0.4535
BRPF3	-0.0645
NEDD9	1.834875
SMPDL3B	0.17825
PSG6	-2.02325
PSMD13	-0.4255
ETV5	-0.3611875
OR51A4	-0.199
BTBD7	0.727916666666667
GSTO1	-1.36625
hCG_16001	0.784
MAD2L1BP	-0.636
COX6A2	0.6025
SCNN1A	1.35233333333333
LSM1	0.00566666666666666
UGT2B11	-1.97075
IDUA	0.5815
PPP2R3C	-0.209
COX11	-0.463833333333333
PDZK1	-0.249
ZNF443	-0.202833333333333
MGC21874	0.7285
ZNF323	1.1212
KRTAP10-10	0.363
CXCL6	0.9675
SLC34A2	3.2188
LOC284402	0.171
NPTN	0.97275
UPP1	-1.7765
SLC6A9	-0.631
OR7G3	0.43725
CISD1	-0.9
ZNF545	-0.455
SYT14	-1.1885
NT5C3L	0.033
ZNHIT3	-0.4535
SNRPD3	-0.634
KIAA0701	0.043875
UNC93B1	-0.294333333333333
GMNN	-1.868625
SPCS2	0.0688333333333333
LOC388524	0.1955
NAPRT1	-0.62025
PNLIPRP1	0.25725
OR6V1	0.494
PRKAB1	-0.42975
EYA4	-1.96983333333333
KIF20A	-4.38175
ALG10	-0.832
ITPKC	1.96766666666667
LMX1B	0.319333333333333
RPUSD4	-0.06
C7orf34	0.101
DLGAP2	0.28975
PFN1	-0.8106
MICALL2	-0.735416666666667
ZNF654	-0.461
SS18L1	-1.316875
SLC16A8	1.0965
MKI67IP	-0.573
ITGB3	-0.156125
TCEA3	1.67625
CEP152	-2.1615625
CLIP1	0.636375
ZNF75	0.296625
ATP5C1	-0.770166666666667
NUDT5	-1.22283333333333
PSCDBP	0.7125
UBP1	-0.3835
RBM27	-0.3445
C13orf15	3.98825
ZNF282	-0.103
ZNF222	0.0227
COL10A1	0.502
PRDM15	-0.563875
TTTY5	0.413
FAM9C	-0.561
C20orf67	-0.12825
GNG13	-0.5485
F12	-0.98425
C1orf41	-1.49375
CPXCR1	0.584
GSK3A	-0.376875
SUPT6H	-0.135166666666667
PI16	4.74266666666667
ELL2	0.5915
C9orf167	-1.46766666666667
PVRL3	-0.5283
FLJ38596	0.2385
ADAM20	0.5735
GPR89A	-1.3015
GPR87	0.4635
ZNF30	0.04375
SMR3B	0.6935
ZNF770	-0.13125
TRPC4AP	-0.0725
DKFZP686E2158	-0.142166666666667
C2orf28	0.063
FREM1	2.19733333333333
LAMA4	2.523
ADPRHL2	-0.18325
EIF4G2	0.0908333333333333
GUCA1A	-0.238
CTNNA2	-1.7285
NUDT15	-0.784666666666667
CEPT1	0.265166666666667
ZNFX1	0.191
CCDC92	1.9395
TDRD1	0.2005
KCNK5	-1.21916666666667
ETNK1	-0.454166666666667
LTA	0.3185
TTPA	1.68866666666667
B3GALNT2	-1.077875
SC65	-1.63416666666667
PEX5L	-1.7095
EPS15L1	-0.63225
MGEA5	0.671875
HIST1H3A	-0.254
ING1	-0.258875
BCAT1	-2.72375
ORC6L	-4.32081818181818
KLK11	-0.734333333333333
C19orf28	-1.827
DNER	-3.525375
MED22	-0.558785714285714
ETV6	1.40958333333333
CHAC2	-2.161
CD300E	-0.2545
CEBPB	1.37158333333333
ZNF398	-0.3035
LRCH3	0.142
HMGA1	-2.0875
CAPN7	0.3365
MGC5566	-2.67625
CCL3	3.424125
NANOS1	1.721375
ZFYVE19	-0.3575
APITD1	-1.24616666666667
PARD3	0.83825
IRAK4	-0.611666666666667
SERPINI2	0.72
CEP170L	-0.86475
TTC9	1.4765
MYOM3	-1.1695
MLPH	-1.296375
LOC222699	-0.369
NRG1	-0.13325
TBC1D9	2.10645454545455
TTK	-4.711
ZNF557	0.0288
DDX41	-0.8175
FANK1	1.364
UBE2D2	-0.174125
PSMB10	0.380375
MYH7B	2.4365
GABARAPL2	0.427375
MARVELD2	0.0816666666666667
DGCR2	0.637333333333333
UNC45A	0.1405
C6orf72	0.581
ZNF683	4.163
GIT2	0.435
CASK	0.186333333333333
C14orf161	2.81416666666667
LRRC44	-0.99175
TIFA	0.22075
UTP11L	-0.702625
C6orf65	-1.17325
FDPS	-0.839
DUSP9	-1.9026
SLC17A8	-0.294666666666667
OR51G1	0.123833333333333
NANS	-1.04
OLFML1	2.37775
ATP10B	-1.351375
NPAS3	0.8325
PRKCA	-1.3952
GGA2	0.0709375
LCE4A	0.58
SPANXN3	-0.67925
CCDC115	1.193875
SDCCAG3	-0.7295
GLIPR1L1	-0.0507499999999999
TTC1	-0.15975
C17orf76	0.9245
MAD2L2	-1.81775
HIPK1	-0.0178
LRRC3B	3.1825
CLN3	-0.773318181818182
C17orf47	-0.7285
FMN2	-1.510375
TUBB1	-0.890375
WAPAL	-0.563166666666667
C3orf21	-0.97025
SCN5A	0.16
SMYD1	1.846
BEX5	1.553
ZNF192	0.447
SEC22A	0.122333333333333
GRIA2	1.78078571428571
KIAA0825	-1.51125
NUSAP1	-4.57563636363636
LANCL1	-0.068875
C15orf40	-0.1819
ZNF645	0.181
GPR61	-0.22375
NLRP14	0.1405
SNX21	0.9497
C1QTNF8	-0.3125
C17orf46	0.21325
IFNA8	-0.1625
SPRR1B	-1.89266666666667
FLRT1	-1.00975
SNX17	-0.367666666666667
ASB2	0.0646666666666667
HBG1	-4.9345
RPRML	0.6075
JOSD2	-0.259166666666667
PLSCR3	0.5455
SPOCD1	-1.90333333333333
RAB39	-0.236
GHRH	-0.510833333333333
ITIH5L	-0.12025
C17orf37	0.18625
SMCR8	0.2275
DPY19L2P3	-0.147833333333333
IL11RA	2.41066666666667
GDF3	-4.01866666666667
RPS6KB1	-1.03216666666667
DNAJC19	-0.0179
TOP1	-0.7245
CRCT1	0.063125
MPST	0.45675
DPM2	-0.615125
FAM38B	-1.897
SLC18A1	-2.16366666666667
FARP1	0.256
PAX7	-0.04225
TUBD1	-1.23175
GNL3	-0.5815
BTG2	2.87326666666667
NDUFS6	-0.6035
C1orf79	-0.98925
ERAL1	-0.699
ECHS1	1.49825
VPS4A	-0.0241666666666667
CYP11A1	1.654125
ABCC6	1.0345
PBX4	-0.8555
MOSC1	2.830125
NCF4	0.6055
HYMAI	-0.162
NAGPA	-0.388
OTOP2	0.2115
ACOT12	0.151
MTHFD2L	0.29825
LOC441376	2.57275
C19orf34	-0.1695
RAB1B	-0.77025
ALDOAP2	-1.1755
NTRK1	-0.9655
ARTS-1	2.044
SLC6A11	-0.296
NAP1L2	1.64875
CNGB1	0.306
EPB41L4B	1.61766666666667
FAM134B	1.989875
HS3ST3A1	-2.32366666666667
CPXM2	6.1455
SIRPB2	0.146
CHORDC1	-1.35
TRIB3	-2.2735
SLC2A5	1.3595
C2orf49	-0.701666666666667
DDX5	0.13725
OR5L1	0.0415
ANAPC4	0.2905
ZSWIM1	0.2825
LOC93622	-0.373125
KCNK3	0.5412
RP11-35N6.1	-0.291125
ZFP161	0.127833333333333
AQP9	2.136
SLC15A2	-0.2945
MREG	-0.923
OR9I1	0.335
PDLIM2	0.66425
ADAM7	0.2415
GSTCD	-1.04366666666667
WDR21A	-0.01275
SLC12A8	0.489166666666667
TMEM174	-0.03575
IGSF3	-0.733666666666667
LRRN1	0.8805
LOC402117	-0.9
SRPK1	-1.63966666666667
LY6K	-1.0190625
NFIA	3.3155
PTCD3	-0.6135
LEP	4.3785
PCDH21	-1.04566666666667
MAPKAPK2	-0.16
NMNAT1	-0.0505
LHFPL2	0.8275
C9orf43	-0.28875
DIP2A	-0.868333333333333
ACTR8	-0.197625
CCDC34	-0.9415
PTPN22	-0.874625
ITGA3	-0.59075
FAM129C	-0.1535
RABGGTA	0.321666666666667
UNC45B	1.3835
KIAA1033	0.033375
ZNF510	0.185333333333333
CYP2D6	-0.758
SLC26A10	-0.248
STX8	0.57425
LUZP1	0.128875
WDR89	-0.386
EIF4G3	-0.4112
C5AR1	1.558875
ZNF623	-0.7115
A2M	1.99675
TGM7	0.2265
GRPEL1	-0.663166666666667
LMNB2	-2.4992
ROCK2	0.669333333333333
SNX16	0.834
CCDC66	0.42525
ANXA3	1.481
KIAA1609	-0.423125
EED	-0.72225
RNF32	-0.294333333333333
HES1	0.0661
CLC	0.5185
ISL1	-1.351
KIAA0528	0.3355
MANEA	0.307
C1orf61	-1.477
hCG_2001000	0.89975
RAPGEF6	-0.5033
KIAA0020	-0.111
NEIL1	1.9
C16orf45	0.344125
RBM10	-0.430166666666667
C10orf125	-0.20075
MRS2L	-1.02625
DNAH17	-0.422375
C19orf10	-1.05025
C1orf160	0.67725
SLFN12	0.9955
EXOC3	-0.151333333333333
HIST3H3	0.00675
NCOR2	0.31
TNFRSF9	-2.22625
MFSD8	0.36325
ALX1	-4.14366666666667
NOL1	-1.867
PODN	3.44725
TIAL1	-1.031
HIST1H1E	-2.00825
NPY6R	0.2575
TM4SF4	0.02575
CORO2A	-0.7155
ETNK2	-1.16683333333333
APOE	0.0614
ANGPT4	0.54
HDGF2	-0.744
G30	1.1815
ST8SIA4	-0.38175
F2RL1	-0.369125
FAM19A4	-2.29225
CCAR1	-1.028
B3GNT7	-0.03625
OPHN1	-0.0941
DSCR6	-2.0345
C21orf13	0.847
GAS2L1	0.846
RFX3	-0.0813333333333333
COPS4	0.093125
BCHE	-2.36616666666667
BCL2	2.71875
HBZ	-3.06783333333333
ARL13B	-0.183125
MAPBPIP	0.013875
MYO15B	0.69725
SPZ1	0.90075
KIAA1324	2.50755555555556
PLCL2	1.082625
C4orf29	-1.427
WDFY2	-0.6675
ZNF284	-1.154
NAALADL1	1.471
DUSP5	-0.281
PXDN	0.889
SLMO1	-0.83875
TNXB	1.5531
BIRC7	-1.21075
A4GALT	1.55733333333333
TIMM22	0.000750000000000001
FAM110C	-0.02625
TOMM34	-1.673375
ABHD9	0.6125
ADAM32	2.182
CRHBP	3.44625
AQP2	0.313125
LOC130355	1.35275
ZNF187	0.548
ZNF816A	0.0585
F7	-0.75775
CNOT1	-0.5854
SLC13A4	-1.2165
ZBTB11	-0.57875
B3GALT5	0.51
EXOC2	-0.0293333333333333
IRS1	1.3384
TMEM1	0.125
MRPL34	-0.183166666666667
SAMM50	-0.0335
CDC42EP3	1.341125
HSF2	-0.3408
MFN2	0.0905
TSPAN7	0.924333333333333
NUCB1	0.78475
RHOH	-1.2135
ARL16	-0.313
TACR1	0.15575
SFRS5	0.0643333333333333
SNX25	-0.372875
RHBDF1	0.276666666666667
PCDH18	4.19316666666667
HMG1L1	-0.63475
MYO5C	0.4945
MAPK10	2.0275
LDHAL6A	0.135
NUDT12	0.872666666666667
NCAM1	-0.0995
GLIS2	-0.1875
GGTL4	-0.254
DAPP1	-0.12075
ATF7	0.951
KIAA0748	-1.45975
NFIL3	0.5755
TM6SF1	0.8039
SEZ6	0.162875
NANOS3	0.570166666666667
DNAJA3	-1.0425
CLDN6	-2.4295
CIITA	2.3599
EPHA4	0.486166666666667
FANCC	-0.55
CMTM3	0.71425
PSG3	-0.528375
MRPL15	-0.8195
C21orf59	-0.58025
PLCXD2	-0.597666666666667
C2orf34	-0.348125
UBE2L6	0.58425
MED14	-0.709166666666667
HP1BP3	0.2397
C6orf208	-0.1385
TPBG	-0.66175
OSR2	1.4435
XPC	-0.1815
KLHL7	-0.6495
CCR3	-0.519166666666667
AGTPBP1	-0.142833333333333
PCSK6	-1.51806666666667
STAT5A	0.4092
FAM18B	0.68975
LONRF2	-0.150833333333333
PTPN2	-0.50725
SF3A3	-1.02633333333333
EFCBP2	-0.24175
HCFC1	-0.800666666666667
AHNAK	1.87035
ACTR5	-0.54375
KIF14	-5.53242857142857
TENC1	2.42975
HEATR5B	0.913
YIPF2	0.2575
MYEOV2	0.6895
DUSP18	1.09275
KIAA1012	0.135
AHR	0.305166666666667
C17orf53	-2.05416666666667
PTPRH	-2.631
ATP6V1C1	-0.2315
TAS2R3	-0.1055
LOC440356	-1.415
COQ10B	0.60075
PSMF1	0.3235
SORBS2	3.454
NFE2L2	0.19825
TMCO7	-0.132
SH3PXD2A	0.3335
SH2D2A	-1.81275
SPINK5	-2.785
MRPS24	-0.59925
OPA3	0.072875
TRAF7	-1.06416666666667
C4orf35	0.0321666666666667
MT1G	0.337375
MGC39545	0.4
HS1BP3	0.0709
OR2B2	0.509
CHRM4	-0.4585
SFRP2	2.98591666666667
RIC3	1.5085
ART1	0.1595
C6orf1	-0.0105
DUS4L	-1.52875
C10orf104	0.96825
TNFAIP6	2.765
RTEL1	-1.02525
CCT4	-0.8551
ZNF709	-0.167
CHMP6	0.2895
UPP2	0.56025
CYP19A1	-2.82014285714286
CD151	1.06833333333333
NDUFA13	-0.0128333333333333
ARFRP1	-0.890166666666667
FAM26B	2.089
CRYBA1	-2.08
MRPL41	0.2625
NPFFR2	-1.913875
HRH2	0.0575
SCAMP3	-0.528166666666667
MTMR6	0.6967
MTG1	-1.0785
UBTD1	1.10625
CRABP1	-0.907
FLJ33790	-1.2098
KIAA1908	0.109166666666667
GPR158	-0.69
PACSIN3	-0.3715
OMD	4.25233333333333
CATSPER1	-1.36983333333333
HOXB8	-1.3095
FBXO46	0.411
OAS1	0.215166666666667
SVIL	1.22225
PHB2	-0.74125
ADCY3	0.575
NDRG2	3.5995
ERMAP	0.8886
APBA2	-1.438
IGSF9	0.395
WNT6	0.667357142857143
MYCBPAP	0.951
ATP2B2	-0.2123
CPVL	0.024
TRAM2	-0.316
NOP5/NOP58	-0.966
ZNRF4	-0.047
TLK1	0.07975
MTMR12	0.448928571428571
ZNF384	-0.232166666666667
FAM9B	-2.62
RPN1	0.16
PMVK	0.471
EIF3D	0.3986
SIX2	-0.18225
HPS1	0.470857142857143
RNF7	-0.25425
PSKH2	-0.0125
KCTD13	-0.808
CSMD3	-0.5153
FBF1	0.0605
IL8	-4.927
SERPINB13	0.238083333333333
FBXL20	-0.88625
BLR1	0.2735
SH2B1	-0.597
RFNG	-0.287875
RAB20	0.582833333333333
RBM7	0.07525
POLR1A	-0.581166666666667
TMPRSS4	-3.6575
TAF9	-0.761125
TERF2	-0.0506666666666667
TNFRSF1A	0.85875
ACADVL	0.780333333333333
GTF2H5	0.69375
EDG8	0.551333333333333
C9orf140	-2.342125
UST6	0.28625
ZBTB8OS	-0.60825
ZNF710	-0.213
GPR174	-2.057
ATP6V0A2	-1.031
KIAA0319L	-0.943916666666667
XKRX	-1.07
DOPEY2	-0.2249
SDHD	0.0676666666666667
SUMF1	1.44625
OSM	1.2905
OPN3	-1.61875
DAGLB	-0.39
PPFIBP1	0.2732
TRIM63	-1.12875
C10orf53	-0.7015
LYPD3	-0.313333333333333
BCL7A	-0.328875
AGER	-0.823
TCF19	-1.795625
SAT2	0.89125
PFTK1	0.854666666666667
GABRE	1.03075
C15orf38	0.9872
FIS1	0.309
KCNV2	-0.2335
CLPS	0.16825
PPCDC	-0.595375
FOXN2	0.880166666666667
NT5E	-1.4105
CD83	0.162
IL18	-0.437375
VPS16	-0.225
IGFBP2	-0.9745
NOTCH2	0.89375
SIGLEC1	3.341375
CD93	6.5415
SULF2	-0.5675
CEP164	0.013375
P53AIP1	1.28083333333333
TOR2A	-0.428
ZNF136	0.135
MGP	4.1832
CCDC144A	-0.0526666666666667
TRPC1	0.371833333333333
SMS	-1.29066666666667
MAPK7	0.0418333333333333
RRAGC	1.22975
PARD6A	-0.2045
NUB1	0.364833333333333
SYNGR4	-0.52375
OR11H12	-0.4505
WIF1	3.75
GCH1	-0.84475
OR11H4	-0.146
SLC44A5	-0.844
GPRIN2	2.8365
LOC401431	1.40075
CPA4	-1.6642
MELK	-4.52522222222222
IL15RA	1.52875
CUL3	0.961375
HMBOX1	-2.038
PODXL	-0.26
CCT6B	1.10566666666667
COMTD1	-0.87775
MUC20	1.40033333333333
GPX2	-2.87175
ITK	-1.35375
FBXL5	2.267
C13orf27	-1.66475
DEFA5	0.468
TRHDE	0.9425
MTP18	-1.33433333333333
UQCRQ	0.1143
ITGB2	1.18533333333333
CSRP2BP	0.1965
TAS2R44	0.355
PHPT1	-0.2405
FAM44C	-0.281
ERH	-0.0715
MPHOSPH1	-2.66083333333333
MORC1	-0.8335
PARVB	-0.3545
LAMA1	-1.89941666666667
PGBD3	0.314
GIMAP6	5.082
AREG	0.496166666666667
LIPT1	0.49975
MGC99813	-1.55025
C1orf201	0.0791666666666667
GRIN2A	-0.7382
MAN2C1	-0.5485
NSUN5	-1.2455
SF3B5	0.18875
MYC	-0.1829375
NRXN1	0.9045
ZNF18	0.10875
SPDYA	-1.1135
SLC37A1	0.033
DECR2	0.2565
ANKRD38	1.841375
SPTLC3	-0.787833333333333
SUPT16H	-0.993
DTWD2	0.3175
ULBP1	-0.1275
ZADH1	-0.0106666666666667
OIP5	-5.01925
IL10RB	0.0303333333333333
OTUB2	-0.385375
VWA3A	-0.414666666666667
SPIC	-0.141666666666667
OR6C4	0.121
PSCD4	1.7425
DPY19L2P2	-0.9185
TRAPPC6A	0.304166666666667
C21orf2	-0.137166666666667
CEMP1	0.386
LIN7B	0.744
E2F7	-3.92916666666667
VCP	-0.410125
LAMA3	2.82133333333333
BGN	-0.37775
GPR160	-0.742
COCH	-3.40933333333333
GPR81	1.992
APOBEC3F	-1.087
tcag7.1017	-0.6415
C1orf32	0.1155
SCGB1D2	6.0695
FLJ43987	-0.9415
C6orf170	-0.000749999999999997
KLK9	0.531
GPD1L	0.610125
VPS37B	0.7245
ATG3	-0.250333333333333
ADAMTS17	-0.2185
KLHDC2	0.34
NDUFV2	-0.4715
BLK	-2.47325
MATN4	0.297
GPM6A	1.994
GBP4	3.034
TMEM162	0.5445
PKP2	-0.5495
HRASLS	0.695
MMP1	-6.0815
SFXN3	0.1581
FSD1	-2.1985
ST6GALNAC3	0.0206666666666667
CA12	0.6715
NCOA6	0.11175
C19orf58	-0.4477
PPP4R1	-0.635666666666667
MAN1A2	0.104833333333333
IKBKAP	-1.33225
UPF1	-0.0943333333333333
KIAA1219	0.2285
WNT16	0.1012
SNW1	-0.178625
IL18RAP	4.237
RPP30	-0.333875
CDC40	0.0397142857142857
SETD3	0.431666666666667
SLAMF6	-0.38375
ELK4	-0.4325
TRIM47	0.502333333333333
ACOX3	1.282
TRIM6	1.346875
KIAA0372	-0.1155
TP53AP1	0.695125
SMURF2	-0.8135
ADAD1	-0.02325
EBP	-1.6324
KRTAP13-2	-0.0815
FLJ36874	-1.10583333333333
TOR1A	-0.4385
P2RY4	-0.0605
GPBP1	0.1445
TRPV1	0.23475
ADAMTS12	1.74666666666667
PES1	-1.0461
ATG4A	0.546833333333333
MAGEA10	-4.792
WFS1	1.57125
CC2D1B	-0.167833333333333
PABPN1	0.063125
SLC25A30	0.68675
SLCO1C1	1.7745
SLC22A5	1.4425
KIF23	-5.01483333333333
SYN2	1.63116666666667
ASPN	7.408
CENTG2	0.021
QSOX2	-1.8549
FLJ10815	0.1265
STK24	-0.222375
SPEG	0.5655
STK10	0.0841666666666667
DACT2	2.3945
AAAS	-0.80325
SSX3	-1.482625
ABCD3	-0.6655
C4orf12	1.357875
PARVG	0.083
FIG4	0.57125
C9orf46	-0.114
TMCO6	-0.5125
IGHMBP2	-0.79425
DUS2L	-0.665833333333333
FAM3C	-0.192125
TMEM16D	-1.06325
DCTN4	0.383
KCNH3	0.93425
EIF2AK2	0.054
AP1S3	-1.44725
CST4	0.5715
PAM	1.6898125
NUTF2	-0.7985
CITED2	1.7555
SLC39A4	-1.569
C2orf52	-1.0665
GRM3	0.4395
C12orf49	0.198
CCDC49	-0.0964
GRAMD1B	-1.658625
FNDC4	2.4605
SIAH2	-0.744875
GDPD4	0.00950000000000004
C21orf87	0.393
ATP5A1	-0.2365
C16orf63	-0.66825
LOC388135	0.691
ATP5J2	-0.834875
MMP3	-3.90475
EMID2	-0.1565
CRHR1	0.22675
WDR70	-0.251
C13orf31	1.90925
ZFAND1	0.5295
CCL18	5.43433333333333
C3orf49	-0.4445
RINT1	-0.9425
KIAA0408	1.488
F13A1	5.9309
SLC10A1	0.222666666666667
OGN	4.9015
GIPC2	1.486
XPO6	-0.967166666666667
LCE1A	0.274
FMR1	0.1602
LOC374920	0.70375
DUSP3	0.34
ANKMY1	-0.427
C7orf50	-0.20625
BBS9	0.1478
UNC119B	-0.034875
C9orf72	0.5915
MGC35440	-0.82725
ENTPD6	0.11025
PPP1R2P9	0.7045
ERCC4	-0.73575
FAHD2B	0.2575
HMHA1	-0.4095
HACL1	0.2405
RAD23A	-0.298833333333333
FAM83B	-1.189
PPP5C	-1.36433333333333
RNASEH2C	-0.116125
C9orf153	-0.4625
SCAMP4	0.17975
GHITM	0.4623
NDUFB7	0.485625
ADCYAP1	-0.7045
SP110	1.23933333333333
MAP3K7IP2	1.082
DHH	0.0105
AGRN	-0.321785714285714
WDR33	0.169666666666667
CEP290	-0.292666666666667
PRPS1L1	-2.185
KLRA1	-0.614
GPR97	0.1075
CHD7	-0.973166666666667
TLR10	0.9975
SLC30A8	-2.824
HIC1	1.76966666666667
IAPP	0.0135
RXFP4	-0.0335
GP1BB	0.379
SHQ1	-0.552
NKX2-3	0.135333333333333
API5	-0.42325
FTHP1	0.8525
MOV10L1	1.42316666666667
TRIM6-TRIM34	2.07266666666667
ADHFE1	2.71475
FAM117A	0.31875
DDI1	0.0126666666666667
CDON	0.615666666666667
TRIM73	-0.7495
IGKC	4.9765
MMP14	-1.38425
DYNC1LI1	-0.727375
C11orf66	0.72875
TRBV3-1	-1.9965
FASTKD5	-0.336
BIVM	-0.45475
LHX4	-0.0175
CXCL2	4.0827
RAB2B	-0.1035
IZUMO1	-0.45375
MAP3K15	-0.92
FAM19A2	0.848166666666667
ZC3H8	-0.673166666666667
ZMAT1	2.452
SPINK5L3	-2.9065
SLC10A6	2.22
APPL2	0.128375
CARD10	-0.0165
LOC402176	0.637
EEF1D	0.8264
RAB6A	0.2266
C12orf5	-0.90375
PAPOLG	0.01625
MSRB2	1.17125
BCR	0.757222222222222
PUS3	0.32325
TIAM2	0.6275
ZNF317	-0.207666666666667
CHD2	0.145357142857143
FZD5	-0.0997727272727273
NUDT8	0.07175
ZNF763	-0.0875
PRC1	-3.90166666666667
ABCB9	0.0241666666666667
SPATA3	0.127
TRAK2	0.74525
STAB1	3.302625
LRRTM2	1.28733333333333
psiTPTE22	0.221
DBI	1.8735
SERPINA11	-2.0285
NAT5	-0.41925
C20orf58	-2.48525
RPS6KA4	0.0141666666666667
FLJ90650	5.58525
TGFBRAP1	-0.36075
CHRDL2	1.952375
FAHD2A	0.2275
CNTN1	0.4955
BBS4	-0.2936
TMEM181	0.1075
MINPP1	-0.6265
MPHOSPH6	-0.111166666666667
HOXC10	-1.5932
ITPKB	0.6675
CLPTM1L	-0.284125
MEOX2	2.9475
ATP6V0C	0.139625
PRPF8	-0.175666666666667
TMC5	2.042
FKBP3	-0.61125
PLEKHB2	-1.37725
OR4D6	0.825
ZNF544	-0.8198
D2HGDH	-0.101375
RPL18A	0.1161
HEL308	0.324
MPP6	-1.89825
TCERG1	-1.379
KRT16	2.30983333333333
KLF17	-1.03275
KLF5	1.463625
CDR1	4.7845
VCX3A	-3.2235
FBLN2	3.220875
C14orf104	-0.7515
HBE1	-4.8435
OR4S2	0.59
C1orf108	-0.663
ROBO4	4.29316666666667
CPEB4	0.887625
C11orf80	-0.981
BCKDHA	0.541666666666667
MYOC	6.35125
GIF	0.241
CKMT1A	0.1925
RPL3	1.0021
THBS1	1.920875
APOO	-1.82425
ARMCX1	2.09325
HSZFP36	0.1295
SNAPC5	-0.1245
EIF4ENIF1	0.86375
ZNF433	-0.1625
TNFRSF21	1.219625
TMPRSS7	1.874
SPATA18	2.0341
HPDL	-2.7365
MKL2	1.8205
TBX3	0.436846153846154
C21orf93	0.109
DAXX	-0.321
ELMO1	0.941125
RGS13	2.2755
TAF11	-1.11475
UNC13A	-2.81514285714286
LOC653314	0.1499
ORC3L	-0.5625
IMAA	-2.598
TARBP2	-0.99025
CABIN1	-0.5522
TRIOBP	0.41025
HIST1H2AC	-0.372625
RGS22	0.169
NCOA1	1.4675
IL25	3.3955
SNCG	4.2575
GPR6	0.2525
AMDHD1	-1.27866666666667
CHEK2	-1.359
C6orf142	1.28925
DRD4	0.20925
C14orf68	-1.2265
GDF11	-2.5655
SEMG2	0.274
CD247	-0.607
CDAN1	-0.90275
RBMX2	0.179166666666667
TGS1	-0.5525
OIT3	0.1255
SYF2	0.767
MCM4	-3.55025
PKHD1L1	2.0795
CEP192	-0.537333333333333
IFT88	0.4005
RPL9	0.743642857142857
RAB32	0.37125
DDX43	-0.3075
P2RX2	0.145166666666667
OR5D18	0.757
UBE1	-0.4145
SLC24A1	0.657125
ARHGAP5	-0.13575
CETP	0.11025
KIAA1731	-0.875
SLC9A4	0.2865
PTPN6	0.24325
BAHD1	0.1485
GRIK3	0.3295
CACNB2	-0.1379
PDE10A	-0.2565
DGCR14	-0.14225
PCDHB9	-0.299166666666667
RHOQ	2.21916666666667
MAP3K4	0.06475
KTI12	-0.447
RPL23AP13	1.30025
GNG11	2.57175
CLCN3	0.584333333333333
GPAM	4.343875
VSTM2A	0.136
