Hybridization REF	TCGA-A7-A13F-01A-11R-A12P-07
SEMA3E	-1.31675
MXD4	0.5865
TNFSF10	1.1776
SMARCB1	1.77
DTX3L	-0.125833333333333
PLA2G4E	-1.1995
PPAP2A	0.6205
ULK1	0.406666666666667
TAS1R3	0.239
SLC2A3	-1.99354545454545
ARID3A	-1.08425
GNG5	-0.916
ACOX1	-0.5711
KIF5B	0.1445
NUP153	0.1585
MUC7	1.2145
CSDE1	-0.00971428571428573
CLPTM1	2.77275
C3orf23	-0.132
LRRC17	-1.49116666666667
TTYH3	0.388375
ATP5B	0.102
ELF3	2.7417
CPSF3L	1.13883333333333
ZNF665	0.248
TLR6	0.172
GPI	-0.7065
RAD9A	0.042375
NDST4	-2.959
AGPAT3	0.3375
MAGI3	2.3135
ADORA2A	3.068875
CACNG7	0.146
CAMK2D	-0.890153846153846
CCHCR1	-0.03975
RPS27A	-1.08925
OR10G7	0.5812
GCM2	0.176
FAM135B	2.1918
E2F1	-0.17975
PLCB3	1.85325
OR2AE1	1.0215
COIL	0.8665
CDC25C	-1.01766666666667
RAB11FIP2	-0.75275
TSC2	1.1745
CTGLF5	-1.1805
CCDC108	0.325222222222222
OR13C4	-0.01625
C10orf81	4.49275
PTPRB	1.78975
ACP2	1.047
LAG3	-1.334
MRPL54	0.23375
LOC201175	0.213
ITGB1BP3	-1.561
SPTAN1	1.15516666666667
SIPA1L2	1.208
RCAN2	-0.849
CDX2	0.826
ECOP	-0.761
ACTR1A	0.575857142857143
PPARG	1.24333333333333
BBS10	-0.532
TMEM44	-0.447375
BPIL2	0.16275
CITED1	-1.65925
IRF6	4.00825
PRDM4	-0.152166666666667
RRP9	0.2235
OR10H4	0.75075
IL31RA	0.761
GNB1L	-1.67383333333333
MYBL2	0.87025
ZNF407	0.5165
PPIG	-0.348833333333333
TTC18	0.334
RPSA	0.1875
MAPT	1.3535
MRE11A	0.235769230769231
C8orf37	-0.671333333333333
RASGEF1C	-0.122833333333333
STBD1	1.52625
CTAG2	-0.2666
MGAT5B	0.453166666666667
ECM1	2.724125
RLN1	0.8725
PARP14	0.0674375
EPB41L1	0.9354
HOXA3	-1.933
MAGEA9	-3.9095
RPS8	-0.0648333333333333
RPS19BP1	0.917
FOXJ2	0.94325
C10orf76	0.949875
IL17RE	-0.1005
C10orf65	-3.32675
ZNF343	0.833
FBXO33	-1.916625
UHMK1	2.2845
LY6G6C	-0.746
FGF19	-1.5365
C14orf128	-2.52616666666667
IFIT2	0.25725
TIGD1	-0.75875
S100G	-3.303
GUCY1B3	1.5385
NR3C1	-0.3085
CORO1B	1.70666666666667
PARP11	-0.0626666666666667
DNALI1	3.0105
OR4N4	0.768333333333333
MAP2K6	0.206333333333333
FSTL4	0.84725
ANKRD47	1.250375
TMEM171	-1.195
PNLIP	1.52625
YY1	-0.189833333333333
CCDC138	-1.51316666666667
AASDHPPT	-0.9096
CKS1B	-0.9175
MCM3	-0.0831666666666667
ANAPC7	0.713666666666667
FAM110A	0.60275
CDC37L1	0.847166666666667
THTPA	0.07
NBPF20	-1.4215
WDR24	1.03325
NPTX2	-4.978
CBLB	0.887333333333333
CETN1	0.541
RPUSD1	0.55625
FAF1	-0.1225
CDK6	-3.9013
HMX2	0.322
CSK	1.381
TEAD2	1.8755
SNAP25	0.71825
TUFT1	1.297
TMTC3	0.865833333333333
LCK	-3.5
SGOL1	-0.998333333333333
AKTIP	1.4355
FURIN	2.9095
SOX12	1.68433333333333
DEFB103A	-0.61625
RAMP1	3
KIR3DX1	0.777
GAS2L3	-0.29975
PDE8A	-1.7061
EDN3	0.393
GMIP	1.267
SF3A2	0.419
FN3KRP	1.48425
SMAD7	0.2665
RHBDD2	1.6585
OR11H6	0.326
PPP1R3B	1.6755
C9orf23	-1.0995
CADPS	-2.967
GOLGA8A	-4.8755
TMEM57	0.114666666666667
RGL3	0.6945
S100A14	4.25475
FGFR2	1.2472
XRCC3	0.0795
RTN4RL2	0.498
MGC3771	1.0005
GH2	0.3314
BTBD2	1.90375
LMO2	-0.59625
RDBP	-0.109875
ACRBP	-1.071
AMY2A	0.76525
DUOXA1	-0.016
PTK7	0.843666666666667
TWF2	0.992166666666667
FAM80A	-3.62475
TNNI2	-1.92633333333333
GLT25D1	1.326
OCC-1	0.5915
CYC1	-0.0301666666666667
RPL22	-0.952
MORN3	2.27416666666667
DISP1	0.13025
PRB2	0.2535
CHUK	-0.05425
HR	0.1015
CCDC134	0.674
DENND4B	-0.6135
C14orf130	-0.716375
RAB33A	-1.95075
DCST2	0.4715
TNMD	-1.707
PEX7	0.5935
FAM62A	1.535625
SRD5A2L	1.70825
IL22	-0.38825
RPS26	-0.717666666666667
HOXC5	2.3445
SPATA6	0.80075
FLJ38482	0.519875
ZNF234	0.509
C18orf22	0.7385
SPATA22	-1.32066666666667
THOC1	-0.7285
CYP7B1	3.14675
KCNC3	1.15525
C8orf42	1.1805
ALDH1B1	1.00783333333333
CCDC100	-0.1301
ARMC4	-4.11866666666667
FAM18B2	0.68525
SLC44A1	0.47075
FBXO17	-0.171833333333333
C6orf107	0.59225
C19orf29	0.45175
ZC3HAV1L	-0.76325
PARP6	0.1577
SULT2A1	-3.856375
C1orf159	-0.34725
TMC1	0.80575
CHST14	1.6145
GAMT	1.14433333333333
SMCP	-0.718666666666667
TSPAN33	2.2035
MIDN	-0.108
NOX4	1.7855
RNASEN	-0.6912
TBX1	-0.999166666666667
SALL2	-0.096
C10orf35	1.326
CYP2E1	-1.72928571428571
LRFN2	1.86533333333333
ACO1	0.0433333333333333
IQCG	1.5952
MEGF9	0.02475
TM7SF4	2.11425
PLEKHA1	-0.679666666666667
STK33	-2.88675
C1orf210	2.97225
SNUPN	1.0205
KIAA0406	1.3178
C20orf29	-0.7795
TMEM55B	-0.32575
OSTM1	-1.7770625
CLCN7	1.101
OTP	0.0465
FLJ23049	0.017
HEATR4	0.579
MAP3K10	-0.0831666666666667
PCDHGA9	-0.0765
AMDHD2	1.35075
LCTL	-2.929
PDCD2L	-1.23825
CABLES2	0.216
SLC5A9	-0.39425
CLCA2	2.18366666666667
MGC16025	-1.333
STRAP	-0.974333333333333
C20orf196	0.176
RRBP1	-0.00433333333333332
NAT13	-0.2575
MAT2B	-0.451875
CSNK1D	-0.570833333333333
KIR3DL1	0.05575
PRKAG3	-0.168
ZNF599	0.0945
PRM3	1.0315
PER2	0.542333333333333
ASPHD1	-0.567
PRMT6	-0.8435
KCNE1L	-1.42385714285714
FAM118A	-0.130333333333333
TAF4	-1.4525
NDUFB6	-0.00499999999999999
TRIM9	-1.10541666666667
PMFBP1	-0.7955
KY	0.138
DKFZp762E1312	-2.15572727272727
CSMD1	-1.87975
TBP	-1.921
OR1Q1	0.659166666666667
RETNLB	0.25475
HPGD	-1.04869230769231
DNAJC12	2.24116666666667
FKBP1B	-2.5395
ANKRD24	0.901666666666667
CXXC5	1.9045
IL3	0.821625
DRAM	0.6468
PTCH1	-1.92225
TP53BP1	0.867
SLC17A7	0.00125000000000004
COL25A1	-1.139
AMACR	1.13516666666667
RHCG	-0.1305
VPS13A	-1.2935
FAM55D	1.159
PRPF38B	-0.90675
OSBPL6	0.929
PFDN5	0.4232
CMTM6	-0.701875
KCNK12	-0.48625
RP2	-0.199
C16orf52	-2.5025
PICK1	3.0645
IFNE1	-0.8255
SEMA4B	2.16025
TYRO3	-0.09825
OR12D2	0.7655
CSNK1A1	0.36065
FANCF	0.1905
LONP2	0.757625
TBL1Y	-1.7435
LDOC1L	0.51975
CCNC	-0.87
C3orf60	-0.1795
CHKA	-1.2465
UBAP1	0.4425
MAP3K1	0.9375
ANKRD9	-0.7385
FAM92A1	-2.95733333333333
GAB2	-0.50975
AZU1	1.31275
DIS3	-1.25466666666667
C21orf109	-0.509
IQCB1	-1.19
SPATS2	0.137833333333333
EFCAB3	-0.820666666666667
PRB3	-0.400375
FUZ	1.20916666666667
ZNF813	0.45125
BMPER	-0.581333333333333
HEG1	0.50125
ALS2CR11	-1.56625
SURF2	-0.55175
PSMC1	-0.6665
OR2D2	-0.4675
SLC7A8	2.31466666666667
C4orf40	0.2315
SPATA7	-0.76875
MAZ	0.451083333333333
PIN4	0.41975
PDE1A	-0.947
TAF6L	0.299166666666667
OR2T34	-0.021
KIAA0284	-0.4625
ACADS	0.884818181818182
MKRN2	-0.023
C18orf56	-1.888
MS4A6E	0.2552
GALNT4	1.3889
C22orf31	1.1895
FLJ36070	0.274
PSME4	0.84875
TFG	0.2941
EPHX2	-3.112375
ANXA5	0.381875
KRTAP1-1	-0.0888
BATF	1.296
KARS	-0.1325
MSTP9	-0.035
GPR26	-0.084375
CCDC72	0.29425
TEF	0.776833333333333
FOXK1	-1.3975
PRLHR	-0.915
EMX1	0.86
C11orf30	-0.219875
ICK	0.109857142857143
THSD7B	-0.15275
C21orf100	-0.052
DUOX1	-0.041
EFCAB4B	1.29575
UBE2G2	-0.2735
C3orf54	-0.47925
PARP1	-0.55325
FAM60A	-3.09608333333333
C6orf146	-1.2535
OR9K2	0.0275
DDX55	-0.8605
RPS15	0.254583333333333
ZNF618	0.7631875
DKFZp686D0972	2.4695
SSPO	-1.425
SHFM3P1	2.3395
CPA6	5.15175
JAG2	2.13325
DEFA3	-0.46575
PPBPL2	0.11125
CD34	3.995375
SLCO4A1	-4.08075
AFG3L1	-1.43383333333333
SHD	-1.36
RP13-122B23.3	-0.0878333333333333
PRKCSH	1.76016666666667
DPH5	-0.0816666666666667
HLA-F	1.70925
TBC1D4	-0.41175
RIG	0.127166666666667
GLUD1	-0.231
HNRPCL1	1.74875
HBXIP	-0.97575
RNF207	0.432
APIP	-0.97175
PLA2G3	-2.9096
CCDC84	-2.076
MYLIP	1.36676923076923
PHIP	-0.659
AARS2	-0.252166666666667
DHX32	0.34
SCAPER	-0.186166666666667
MEN1	0.370375
NIP7	-1.54
FLJ25404	-0.1395
FASTKD3	-1.47575
TMEM158	-3.4325
RARA	1.62725
BDH1	1.437
ANKRD16	0.88075
CARM1	1.1025
SS18	0.796666666666667
IKZF2	-2.26166666666667
MYD88	1.730875
PML	0.0166
TAF1A	-1.301
CBFB	-0.5675
HIST1H3H	0.0801666666666667
C7orf29	-1.83175
COMMD4	1.2915
DPP3	-0.42525
DAB2	-0.100625
LOC388882	-0.6675
YPEL4	-0.713625
AGBL3	-0.15975
LRP6	-1.535
SERPINH1	0.533666666666667
TLE1	-1.926
CD244	0.754166666666667
ZDHHC15	-2.798
MGLL	1.9375
PLDN	0.810083333333333
LOC654346	2.348
FAP	2.4485
GPR37	0.914166666666667
SCARA5	-0.621833333333333
EBF4	1.95036363636364
LSM6	-1.58925
MLLT1	0.5448125
SLC5A12	-0.30725
A2BP1	-1.70916666666667
COPS5	0.587833333333333
TPM4	0.873285714285714
TNFSF4	-0.133
ACADSB	1.63605555555556
HERPUD1	-0.58975
BCL2L11	-0.344611111111111
CEP78	-0.868125
CDCA3	-0.297625
WBSCR19	-0.3184
MYO1A	-2.5915
PPEF1	1.75383333333333
LOC440348	-1.5195
CPEB2	1.72125
BPTF	-0.577083333333333
RPL21	-0.894375
GSX2	-0.3385
ADPRH	0.722166666666667
C17orf68	0.179833333333333
KCNS1	-1.73066666666667
MLLT6	0.1653
PIWIL4	-2.22475
RNF26	0.05875
RAP1B	0.867
ADAMTS1	-1.7393
ZNF571	0.74975
P2RY6	-0.9775
TRIM21	-0.0405
CADM3	-0.0905
NLRC5	0.194333333333333
ADRA2B	1.01166666666667
LOC90835	-0.255125
PCF11	0.27325
LOC400451	2.408
GLTSCR1	0.4859
C17orf88	-0.431333333333333
CDH16	-0.1385
FGF7	1.064375
PCSK4	-0.689166666666667
NPC1L1	-1.52516666666667
TAT	0.492714285714286
TBCA	-0.77725
MGC33407	-0.35725
GPR115	-1.02933333333333
CYGB	1.8775
FNBP4	-1.79716666666667
C12orf43	0.77575
CBL	-1.17422222222222
CLECL1	0.78525
PPAPDC1A	1.61125
WDR25	0.4115
SGCA	-0.024
C22orf29	0.293166666666667
YIPF1	2.202
GALK2	-0.39925
RAB3B	-2.83263636363636
LOC440087	0.26425
UCP1	-0.372
REEP5	2.21775
FADD	0.0318999999999999
FOXA1	2.817875
CACNA1A	0.465333333333333
ABI1	0.262333333333333
GRIN2D	-0.74375
SLC1A4	1.43633333333333
LOC401127	-0.51575
HINT2	0.9065
PLD4	1.653
ZNF286A	0.02975
ENY2	-0.891
IL1F6	-0.7355
PXDNL	0.61775
C20orf79	-0.0816666666666667
TNFSF13B	1.3625
DENND3	0.4525
JARID1D	-3.71875
HIST1H2AK	0.8755
LOC93349	0.8822
SSH1	-1.0305
ENSA	1.2825
LOC219854	0.541666666666667
CKAP2	-1.5712
DKFZP564J102	0.492833333333333
MGC87315	1.03033333333333
HNRPAB	0.214
AMH	-0.8805
ZNF526	0.7325
BRUNOL5	-0.3874
CACNG3	0.294833333333333
TRPM1	-1.0715
PPP2R1A	1.928875
COL2A1	-1.43825
DDN	-0.463333333333333
FLJ25770	0.624636363636364
HK2	-1.77357142857143
ELOVL6	-2.391375
MDK	-0.32225
EPHX1	3.03075
RASSF2	-0.52175
DKFZP434B0335	-0.767
DLX3	0.489625
PRTN3	1.44125
AVPR1A	0.0632500000000001
C21orf125	-1.99433333333333
TNFAIP8	-0.671666666666667
GNB2L1	0.49675
CALCRL	3.47825
SCGB2A2	7.5885
UBXD7	-0.18475
ZNF674	-0.927
TMEM35	-0.1955
BRSK2	-0.810125
HECTD3	1.871
TMEM188	-0.0965833333333333
LGALS9	2.486375
SCARB2	0.972083333333334
USP34	-0.272583333333333
C17orf28	2.54375
ZDHHC23	0.08425
AQP12B	-0.3225
SLC16A3	-2.12325
APLP2	2.73475
ITIH2	-5.98975
MICAL3	-0.9685
TNNI3K	-0.1494
HDAC2	-0.78875
PRR7	-1.8223
THBS2	-0.411375
LOC751071	-1.31483333333333
CA2	-1.86516666666667
RANBP17	-0.3045
RLN3	0.36075
CRYZ	-0.5355
GBAS	0.1865
TAS1R1	-0.222
MPZL3	0.725
PCDH8	-1.77275
HSP90B1	0.65925
KCNK15	2.8225
TNIP2	1.4445
GPR146	0.21825
NOL6	0.892625
SPC25	-1.41433333333333
STEAP2	-0.622285714285714
VAMP3	0.139
TCIRG1	0.366
ZP4	-0.393666666666667
PARL	0.70975
TRIM39	0.547
KIAA1305	0.69025
CRNN	0.469833333333333
GRN	2.1855
HSH2D	1.28175
SCAMP1	0.792375
KIAA1913	0.337
PTS	0.08075
BANP	0.0780714285714286
PRKACG	0.23475
ADCY6	0.925166666666667
C16orf46	2.4235
CYP51A1	0.1195
DDC	-6.36766666666667
ANPEP	-0.162166666666667
PROM1	-1.43233333333333
SIGLEC10	1.45
COPG	2.3755
FAM26E	0.6665
TRIP4	0.0635
SNX3	-0.4335
C1orf175	0.491
PPY2	-0.06425
C14orf152	0.15925
FTSJ1	0.644
DST	-0.221736842105263
LOC554235	0.169
GLRX5	-0.70425
C20orf12	0.5903
CAB39	-0.342166666666667
MSH2	-1.04033333333333
PIP4K2C	1.11014285714286
CYLD	0.970375
WTAP	-0.26575
MGAT4A	2.54255555555556
TSC22D4	1.1748
CHRM2	-1.71
PPYR1	0.436333333333333
CCNH	-0.898833333333333
RRM1	0.10425
ECAT8	-4.95025
LOC400120	0.341666666666667
GABRA4	0.412857142857143
C14orf4	0.8555
C1orf59	-0.20625
CTDSPL	0.826083333333333
NHEDC2	-0.8385
PDE11A	-0.452538461538462
KLHL29	-2.73425
CD5	-1.7333
TSPAN9	1.1391875
WDR67	-1.422
THUMPD1	-0.6599
C18orf17	-0.41125
CLYBL	-1.49233333333333
FLJ13231	-0.294375
CMBL	1.180125
LECT2	-0.301
NKAPL	1.07966666666667
LOC654780	-0.0855
OR4C6	0.061
RAB30	1.74033333333333
TSSK4	0.529
TMEM163	3.7215
OSBPL11	0.406083333333333
GNB5	-0.143333333333333
CCL21	1.31975
C1orf121	-0.386833333333333
FMO2	2.19683333333333
RPTN	-0.0535
MSTN	0.2425
VCL	0.410857142857143
FYTTD1	-0.2415
C11orf1	0.4615
CCDC88C	-0.234933333333333
HFE	1.45066666666667
MOGAT1	-1.288
FAM125B	0.521666666666667
IRGQ	-0.5295
RAVER2	1.0815
AKAP5	-0.854
SSSCA1	-0.50925
C11orf63	0.806375
ACTG2	-1.0719
PORCN	-1.3085
DTL	0.249454545454545
TMEM151	0.29825
FAM122C	-1.755
RSAD2	0.6671
BAT4	-0.6685
KRTDAP	-1.4834
MYH8	0.193285714285714
CRTC3	1.45
LRRFIP2	0.5381
INTS4	-0.386166666666667
TTN	-2.01616666666667
SLC26A5	0.00700000000000001
PLLP	0.244
RGS6	-0.811125
SRGAP3	0.18775
ZNF525	-0.305833333333333
NBR2	0.118833333333333
C13orf1	-1.2805
ZNF137	0.288
CEP27	-0.7
BEST2	-0.0525
RNF121	0.313
DMRTC2	-0.18125
C8orf76	-0.39525
BCCIP	-0.1075
MEST	-2.04375
HTRA2	0.435
ANGPTL2	0.8855
ILKAP	0.230166666666667
ERAS	0.279
HBS1L	-1.30742857142857
CPA5	0.104
TMEM30A	0.299833333333333
CD300LF	1.81616666666667
WISP3	1.514
CRK	0.734928571428571
PDS5A	0.0122
BRPF3	0.587833333333333
NEDD9	0.88125
SMPDL3B	3.27825
PSG6	0.13725
PSMD13	1.445
ETV5	-1.661625
OR51A4	-0.0610000000000001
BTBD7	-0.86775
GSTO1	-1.083125
hCG_16001	0.473
MAD2L1BP	-0.670666666666667
COX6A2	-0.6215
SCNN1A	3.51733333333333
LSM1	0.696
UGT2B11	-2.8925
IDUA	2.6265
PPP2R3C	-1.8095
COX11	-1.15883333333333
PDZK1	3.86925
ZNF443	0.398
MGC21874	0.766166666666667
ZNF323	1.0343
KRTAP10-10	0.5165
CXCL6	-0.755666666666667
SLC34A2	4.0004
LOC284402	0.3245
NPTN	-1.05625
UPP1	-1.54208333333333
SLC6A9	2.296
OR7G3	0.39175
CISD1	-1.78316666666667
ZNF545	0.456166666666667
SYT14	-0.9935
NT5C3L	1.79933333333333
ZNHIT3	-0.212166666666667
SNRPD3	0.08725
KIAA0701	0.200625
UNC93B1	0.863
GMNN	-1.004875
SPCS2	0.062
LOC388524	0.247
NAPRT1	-0.350875
PNLIPRP1	-0.168666666666667
OR6V1	0.358
PRKAB1	0.60525
EYA4	-2.99366666666667
KIF20A	-0.9575
ALG10	0.322
ITPKC	1.451
LMX1B	1.54816666666667
RPUSD4	-0.5725
C7orf34	0.517
DLGAP2	0.983142857142857
PFN1	1.1413
MICALL2	-0.18175
ZNF654	-0.7685
SS18L1	-0.72575
SLC16A8	0.1045
MKI67IP	-0.941333333333333
ITGB3	0.467625
TCEA3	2.32675
CEP152	-1.637375
CLIP1	1.622625
ZNF75	-0.3943125
ATP5C1	-0.2495
NUDT5	-1.01283333333333
PSCDBP	-1.105
UBP1	0.53675
RBM27	-0.3105
C13orf15	2.097875
ZNF282	0.507666666666667
ZNF222	0.5236
COL10A1	5.226
PRDM15	-0.843875
TTTY5	-2.808
FAM9C	-0.974818181818182
C20orf67	2.1135
GNG13	-0.7205
F12	-3.69125
C1orf41	-0.29775
CPXCR1	0.00999999999999995
GSK3A	1.040125
SUPT6H	1.75966666666667
PI16	-0.216
ELL2	0.142333333333333
C9orf167	-1.83983333333333
PVRL3	-3.5142
FLJ38596	2.66566666666667
ADAM20	-0.56
GPR89A	1.4325
GPR87	-1.3255
ZNF30	0.297
SMR3B	0.319666666666667
ZNF770	0.28875
TRPC4AP	1.02883333333333
DKFZP686E2158	0.1495
C2orf28	0.188
FREM1	-2.41466666666667
LAMA4	-0.260666666666667
ADPRHL2	1.107
EIF4G2	0.0655
GUCA1A	-0.098
CTNNA2	-0.537625
NUDT15	-0.109333333333333
CEPT1	0.100333333333333
ZNFX1	0.9313
CCDC92	1.35825
TDRD1	0.169
KCNK5	-1.80183333333333
ETNK1	0.280083333333333
LTA	0.6875
TTPA	0.8142
B3GALNT2	-0.149625
SC65	1.77833333333333
PEX5L	1.25725
EPS15L1	1.479
MGEA5	-1.612625
HIST1H3A	0.34475
ING1	-0.5735
BCAT1	-3.03175
ORC6L	-1.73409090909091
KLK11	-5.86116666666667
C19orf28	-0.72425
DNER	-4.95871428571429
MED22	-0.3795
ETV6	0.681583333333333
CHAC2	-1.38725
CD300E	-0.1615
CEBPB	1.62741666666667
ZNF398	-0.57675
LRCH3	0.092
HMGA1	-0.650833333333333
CAPN7	0.167833333333333
MGC5566	-2.56866666666667
CCL3	1.774
NANOS1	-1.67575
ZFYVE19	0.9925
APITD1	-0.412
PARD3	1.150875
IRAK4	-0.126666666666667
SERPINI2	-0.134
CEP170L	-0.237
TTC9	1.064375
MYOM3	-0.5745
MLPH	2.482125
LOC222699	0.42
NRG1	-1.43383333333333
TBC1D9	2.56645454545455
TTK	-2.0935
ZNF557	0.0567
DDX41	0.728166666666667
FANK1	1.7625
UBE2D2	-0.269875
PSMB10	-0.417625
MYH7B	0.0315
GABARAPL2	-0.69375
MARVELD2	1.464
DGCR2	1.20666666666667
UNC45A	1.85583333333333
C6orf72	0.534
ZNF683	2.925
GIT2	0.031375
CASK	1.26116666666667
C14orf161	0.0975
LRRC44	0.2245
TIFA	0.084875
UTP11L	-0.20675
C6orf65	-1.55125
FDPS	0.71325
DUSP9	-1.3226
SLC17A8	1.82316666666667
OR51G1	0.417333333333333
NANS	0.27425
OLFML1	1.24425
ATP10B	-0.887625
NPAS3	-1.452
PRKCA	-3.3489
GGA2	-1.1564375
LCE4A	1.0475
SPANXN3	0.200333333333333
CCDC115	1.573875
SDCCAG3	-1.13375
GLIPR1L1	-0.00825000000000001
TTC1	0.159
C17orf76	0.58625
MAD2L2	0.00475
HIPK1	-0.1661
LRRC3B	-0.567
CLN3	0.0535909090909091
C17orf47	0.3445
FMN2	-2.462625
TUBB1	-0.826125
WAPAL	-0.503
C3orf21	0.218
SCN5A	-0.1188
SMYD1	-0.746
BEX5	-1.7665
ZNF192	-0.313
SEC22A	0.1715
GRIA2	-0.00736363636363634
KIAA0825	-0.92075
NUSAP1	-0.672272727272727
LANCL1	-0.3495
C15orf40	-0.0143
ZNF645	0.00924999999999995
GPR61	0.27225
NLRP14	-0.9915
SNX21	1.1936
C1QTNF8	0.393
C17orf46	0.2615
IFNA8	-1.3175
SPRR1B	-1.6928
FLRT1	-0.1585
SNX17	1.89783333333333
ASB2	-1.64816666666667
HBG1	-5.433
RPRML	-1.90775
JOSD2	1.34183333333333
PLSCR3	-0.337
SPOCD1	-0.203666666666667
RAB39	0.706
GHRH	-0.136666666666667
ITIH5L	0.156
C17orf37	0.8465
SMCR8	-0.127
DPY19L2P3	-1.37316666666667
IL11RA	-0.2255
GDF3	-4.43066666666667
RPS6KB1	-0.842
DNAJC19	0.0299
TOP1	0.53075
CRCT1	0.351428571428571
MPST	0.8265
DPM2	0.738125
FAM38B	-1.88716666666667
SLC18A1	-1.9908
FARP1	0.688833333333333
PAX7	-0.431
TUBD1	-1.234
GNL3	-0.7165
BTG2	2.6326
NDUFS6	-0.1645
C1orf79	-3.104
ERAL1	1.719
ECHS1	0.762
VPS4A	-0.124333333333333
CYP11A1	-0.623125
ABCC6	0.538357142857143
PBX4	-2.4905
MOSC1	0.446
NCF4	1.52775
HYMAI	1.399
NAGPA	0.701625
OTOP2	0.41125
ACOT12	0.15175
MTHFD2L	-1.664875
LOC441376	0.4
C19orf34	0.726
RAB1B	2.6015
ALDOAP2	0.578
NTRK1	-2.40275
ARTS-1	-0.2253
SLC6A11	-0.3235
NAP1L2	-1.18725
CNGB1	0.257
EPB41L4B	-1.3783
FAM134B	2.51725
HS3ST3A1	-2.33016666666667
CPXM2	3.838
SIRPB2	1.533
CHORDC1	-1.63116666666667
TRIB3	-0.268166666666667
SLC2A5	0.5785
C2orf49	-1.32066666666667
DDX5	-0.53475
OR5L1	1.1575
ANAPC4	-1.16433333333333
ZSWIM1	1.585375
LOC93622	-0.24125
KCNK3	-0.8989
RP11-35N6.1	-1.35942857142857
ZFP161	-0.541166666666667
AQP9	2.65775
SLC15A2	-1.552
MREG	0.0615
OR9I1	-0.427
PDLIM2	0.691375
ADAM7	0.352
GSTCD	0.141833333333333
WDR21A	-1.414125
SLC12A8	3.252
TMEM174	-1.04775
IGSF3	0.910083333333333
LRRN1	-0.3005
LOC402117	-0.08275
SRPK1	-0.923166666666667
LY6K	-3.09223076923077
NFIA	0.4905
PTCD3	-1.074625
LEP	-0.064
PCDH21	-1.24033333333333
MAPKAPK2	1.04021428571429
NMNAT1	-0.554333333333333
LHFPL2	0.591625
C9orf43	1.18575
DIP2A	0.429666666666667
ACTR8	-0.2715
CCDC34	-0.9225
PTPN22	-1.558625
ITGA3	1.198375
FAM129C	0.868
RABGGTA	1.14966666666667
UNC45B	-0.37275
KIAA1033	-0.403625
ZNF510	0.004
CYP2D6	-0.276666666666667
SLC26A10	-1.5225
STX8	0.98875
LUZP1	0.165125
WDR89	-1.1795
EIF4G3	-0.9059
C5AR1	1.167375
ZNF623	1.351
A2M	0.854
TGM7	-0.09
GRPEL1	-0.268833333333333
LMNB2	-0.7619
ROCK2	-1.02516666666667
SNX16	0.09825
CCDC66	-0.1835
ANXA3	0.177
KIAA1609	-0.2415
EED	-1.86
RNF32	-0.191166666666667
HES1	0.5998
CLC	0.349666666666667
ISL1	-1.05133333333333
KIAA0528	-0.22975
MANEA	1.0615
C1orf61	-2.2175
hCG_2001000	0.406
RAPGEF6	-0.3961
KIAA0020	-0.943333333333333
NEIL1	0.61925
C16orf45	0.56925
RBM10	0.054
C10orf125	-2.301375
MRS2L	-0.6485
DNAH17	0.04225
C19orf10	0.7185
C1orf160	0.64025
SLFN12	-0.894
EXOC3	0.476833333333333
HIST3H3	-0.08875
NCOR2	-0.2535
TNFRSF9	-1.8645
MFSD8	1.0735
ALX1	-2.91416666666667
NOL1	0.11475
PODN	2.68225
TIAL1	-0.64775
HIST1H1E	0.2765
NPY6R	-0.89925
TM4SF4	-0.9245
CORO2A	-0.72625
ETNK2	3.4985
APOE	1.6591
ANGPT4	-1.218
HDGF2	1.27275
G30	0.353
ST8SIA4	-0.30875
F2RL1	2.266375
FAM19A4	-4.96625
CCAR1	-0.53
B3GNT7	0.1255
OPHN1	-0.7108
DSCR6	3.1245
C21orf13	0.827833333333333
GAS2L1	1.40366666666667
RFX3	-0.921166666666667
COPS4	-0.451375
BCHE	-4.7785
BCL2	1.35075
HBZ	-3.907
ARL13B	0.080875
MAPBPIP	2.146375
MYO15B	-0.128375
SPZ1	0.15975
KIAA1324	3.20355555555556
PLCL2	-1.21625
C4orf29	-0.67375
WDFY2	-1.316125
ZNF284	-0.6175
NAALADL1	0.1765
DUSP5	1.703
PXDN	1.852
SLMO1	-1.127
TNXB	0.2746
BIRC7	-0.71075
A4GALT	0.783166666666667
TIMM22	0.90475
FAM110C	0.929
TOMM34	0.849625
ABHD9	0.44
ADAM32	3.37
CRHBP	-0.26575
AQP2	0.0635
LOC130355	0.16725
ZNF187	-0.698333333333333
ZNF816A	0.186
F7	-0.16975
CNOT1	0.4366
SLC13A4	-0.709
ZBTB11	-0.28875
B3GALT5	0.269
EXOC2	-0.295333333333333
IRS1	0.6811
TMEM1	-0.456166666666667
MRPL34	-0.327833333333333
SAMM50	0.428
CDC42EP3	-0.81075
HSF2	-1.1984
MFN2	-1.07325
TSPAN7	-2.0145
NUCB1	1.88933333333333
RHOH	-1.4105
ARL16	0.591
TACR1	0.72125
SFRS5	-0.7305
SNX25	-2.1665
RHBDF1	0.616166666666667
PCDH18	1.56633333333333
HMG1L1	-0.8075
MYO5C	1.759375
MAPK10	1.24
LDHAL6A	-0.448166666666667
NUDT12	1.17716666666667
NCAM1	-0.189375
GLIS2	1.094
GGTL4	1.06275
DAPP1	-1.05025
