Hybridization REF	TCGA-BH-A18H-01A-11R-A12D-07
PRTN3	-0.4605
AVPR1A	0.0265
C21orf125	-1.5555
TNFAIP8	0.446666666666667
GNB2L1	0.72275
CALCRL	3.118
SCGB2A2	7.70383333333333
UBXD7	0.022
ZNF674	-0.3095
TMEM35	-0.82625
BRSK2	-1.04925
HECTD3	0.0145
TMEM188	-0.144583333333333
LGALS9	2.17475
SCARB2	0.128833333333333
USP34	-0.613166666666667
C17orf28	2.05158333333333
ZDHHC23	-1.4835
AQP12B	-0.363
SLC16A3	-1.607375
APLP2	1.118
ITIH2	-5.53175
MICAL3	-0.7095
TNNI3K	0.0449
HDAC2	-0.557
PRR7	0.547
THBS2	-1.156125
LOC751071	-1.36716666666667
CA2	2.328
RANBP17	0.89125
RLN3	0.378
CRYZ	0.258333333333333
GBAS	-1.20933333333333
TAS1R1	-0.582
MPZL3	0.178
PCDH8	-3.106
HSP90B1	0.222833333333333
KCNK15	0.8085
TNIP2	2.39266666666667
GPR146	-0.51675
NOL6	0.28075
SPC25	-3.21366666666667
STEAP2	1.36757142857143
VAMP3	0.328
TCIRG1	0.819
ZP4	-0.252166666666667
PARL	-0.033
TRIM39	0.228833333333333
KIAA1305	-1.188
CRNN	0.223666666666667
GRN	0.409
HSH2D	2.012
SCAMP1	0.0975625
KIAA1913	0.57
PTS	-0.64975
BANP	0.365285714285714
PRKACG	0.00224999999999999
ADCY6	0.435833333333333
C16orf46	0.8925
CYP51A1	0.875
DDC	-5.70175
ANPEP	1.52566666666667
PROM1	-2.83783333333333
SIGLEC10	2.18225
COPG	0.631
FAM26E	0.083375
TRIP4	-0.1905
SNX3	-0.159833333333333
C1orf175	0.3615
PPY2	-0.00249999999999997
C14orf152	0.59475
FTSJ1	-0.3185
DST	-0.47825
LOC554235	0.139
GLRX5	-0.985
C20orf12	0.1579
CAB39	-0.307166666666667
MSH2	-2.23666666666667
PIP4K2C	0.8955
CYLD	1.59875
WTAP	0.5638125
MGAT4A	0.651222222222222
TSC22D4	0.1221
CHRM2	-1.837
PPYR1	0.380666666666667
CCNH	-0.342833333333333
RRM1	-1.3445
ECAT8	-4.07225
LOC400120	-0.278333333333333
GABRA4	0.550142857142857
C14orf4	1.02116666666667
C1orf59	-1.132
CTDSPL	0.396583333333333
NHEDC2	-1.06
PDE11A	-1.76430769230769
KLHL29	-1.51725
CD5	1.5868
TSPAN9	0.9805625
WDR67	-0.83775
THUMPD1	0.5974
C18orf17	-0.784
CLYBL	0.0508333333333333
FLJ13231	-0.44525
CMBL	1.15075
LECT2	-0.04475
NKAPL	2.71633333333333
LOC654780	0.7465
OR4C6	-0.0155
RAB30	1.83233333333333
TSSK4	-0.0875
TMEM163	1.669
OSBPL11	0.24225
GNB5	-1.59066666666667
CCL21	1.03775
C1orf121	-0.294
FMO2	1.37966666666667
RPTN	3.53
MSTN	0.837
VCL	-0.120857142857143
FYTTD1	-0.15825
C11orf1	-0.01375
CCDC88C	1.2189375
HFE	-0.682111111111111
MOGAT1	-1.794
FAM125B	0.763666666666667
IRGQ	-0.1895
RAVER2	-0.866
AKAP5	1.1545
SSSCA1	-0.59425
C11orf63	-1.15475
ACTG2	0.5372
PORCN	-0.693
DTL	-2.55381818181818
TMEM151	0.717
FAM122C	-1.138
RSAD2	3.2689
BAT4	-0.972
KRTDAP	-1.59783333333333
MYH8	0.996571428571429
CRTC3	1.1465
LRRFIP2	1.5079
INTS4	-0.852666666666667
TTN	-0.423
SLC26A5	0.536
PLLP	-0.21775
RGS6	-0.59225
SRGAP3	1.12175
ZNF525	0.8275
NBR2	-0.486166666666667
C13orf1	-0.8341
ZNF137	1.4285
CEP27	-1.8795
BEST2	0.131
RNF121	-0.369
DMRTC2	1.40325
C8orf76	0.2445
BCCIP	0.7515
MEST	-2.33725
HTRA2	0.2355
ANGPTL2	-0.023
ILKAP	-1.08683333333333
ERAS	-1.074
HBS1L	0.029375
CPA5	-0.14
TMEM30A	0.429666666666667
CD300LF	2.0875
WISP3	-0.9875
CRK	0.407214285714286
PDS5A	-0.4699
BRPF3	-0.176
NEDD9	-0.52625
SMPDL3B	1.32625
PSG6	0.10725
PSMD13	0.65725
ETV5	-2.7319375
OR51A4	0.242
BTBD7	0.16575
GSTO1	-0.800125
hCG_16001	-0.0905
MAD2L1BP	0.0621666666666667
COX6A2	3.041
SCNN1A	2.73533333333333
LSM1	-0.379
UGT2B11	2.8335
IDUA	1.27075
PPP2R3C	-0.694666666666667
COX11	-1.26533333333333
PDZK1	-0.279
ZNF443	0.1975
MGC21874	1.73483333333333
ZNF323	-0.0506
KRTAP10-10	0.379
CXCL6	0.471666666666667
SLC34A2	0.2712
LOC284402	0.0655
NPTN	0.804916666666667
UPP1	-0.758166666666667
SLC6A9	0.00650000000000001
OR7G3	-0.29175
CISD1	-0.798
ZNF545	-1.37466666666667
SYT14	-0.8735
NT5C3L	-0.523833333333333
ZNHIT3	-1.06233333333333
SNRPD3	-0.31675
KIAA0701	0.153375
UNC93B1	1.191
GMNN	-2.71575
SPCS2	0.580166666666667
LOC388524	0.1435
NAPRT1	1.617375
PNLIPRP1	0.518
OR6V1	0.879
PRKAB1	-0.83425
EYA4	-3.466
KIF20A	-2.90875
ALG10	-0.39575
ITPKC	2.11916666666667
LMX1B	1.21583333333333
RPUSD4	-0.604666666666667
C7orf34	-0.231833333333333
DLGAP2	0.561
PFN1	-0.3832
MICALL2	0.246916666666667
ZNF654	0.658
SS18L1	-0.953125
SLC16A8	0.5045
MKI67IP	0.2195
ITGB3	0.426875
TCEA3	3.12708333333333
CEP152	-2.310875
CLIP1	1.562875
ZNF75	0.885266666666667
ATP5C1	-0.1295
NUDT5	-0.533833333333333
PSCDBP	2.66475
UBP1	-0.28575
RBM27	0.289
C13orf15	2.93075
ZNF282	0.9135
ZNF222	0.7662
COL10A1	5.238
PRDM15	-0.847125
TTTY5	-0.2235
FAM9C	0.00599999999999998
C20orf67	-0.1215
GNG13	0.522
F12	0.417
C1orf41	-0.48375
CPXCR1	-0.222
GSK3A	0.005125
SUPT6H	0.129
PI16	-0.207666666666667
ELL2	-0.48725
C9orf167	-0.857
PVRL3	-2.0912
FLJ38596	0.418
ADAM20	-0.07825
GPR89A	1.252
GPR87	-2.6135
ZNF30	-0.22775
SMR3B	0.418666666666667
ZNF770	-0.024875
TRPC4AP	-0.146166666666667
DKFZP686E2158	0.34
C2orf28	-0.426333333333333
FREM1	-0.561833333333333
LAMA4	-0.0745
ADPRHL2	1.082
EIF4G2	0.0763333333333333
GUCA1A	-0.9575
CTNNA2	-1.468875
NUDT15	-1.45933333333333
CEPT1	-0.484
ZNFX1	1.4274
CCDC92	1.21575
TDRD1	-0.406
KCNK5	-1.0785
ETNK1	0.65925
LTA	0.7375
TTPA	0.2652
B3GALNT2	1.116125
SC65	-0.489666666666667
PEX5L	-1.88033333333333
EPS15L1	-0.123
MGEA5	0.325125
HIST1H3A	0.916
ING1	0.211375
BCAT1	-3.177875
ORC6L	-2.90481818181818
KLK11	-2.60416666666667
C19orf28	-0.387375
DNER	-4.97325
MED22	-0.329571428571429
ETV6	1.04816666666667
CHAC2	-1.90825
CD300E	0.737
CEBPB	0.841666666666667
ZNF398	0.35125
LRCH3	-0.2615
HMGA1	-1.02166666666667
CAPN7	-0.415333333333333
MGC5566	-2.7895
CCL3	3.269
NANOS1	-1.691875
ZFYVE19	-0.03925
APITD1	-0.662833333333333
PARD3	0.68825
IRAK4	0.0361666666666667
SERPINI2	0.1
CEP170L	-1.305
TTC9	1.488625
MYOM3	-1.04525
MLPH	2.261125
LOC222699	-0.8335
NRG1	-1.81141666666667
TBC1D9	4.42736363636364
TTK	-3.24633333333333
ZNF557	0.7404
DDX41	0.1725
FANK1	2.934
UBE2D2	-0.176625
PSMB10	1.462625
MYH7B	-0.004
GABARAPL2	0.0385
MARVELD2	2.46783333333333
DGCR2	-0.0398333333333333
UNC45A	0.7165
C6orf72	0.435
ZNF683	4.47725
GIT2	-0.131375
CASK	0.473333333333333
C14orf161	2.75283333333333
LRRC44	-0.37325
TIFA	-0.20125
UTP11L	-0.774
C6orf65	-1.66975
FDPS	0.27625
DUSP9	-1.3973
SLC17A8	-0.1904
OR51G1	-0.105333333333333
NANS	1.2615
OLFML1	1.4215
ATP10B	-1.814875
NPAS3	-1.4045
PRKCA	-2.8338
GGA2	-0.211
LCE4A	0.638
SPANXN3	0.22225
CCDC115	1.13175
SDCCAG3	-0.30625
GLIPR1L1	0.64775
TTC1	-0.04425
C17orf76	-0.78575
MAD2L2	-0.29175
HIPK1	0.1013
LRRC3B	-0.558333333333333
CLN3	0.240954545454546
C17orf47	1.1495
FMN2	-3.448
TUBB1	-1.576
WAPAL	0.239
C3orf21	-0.821
SCN5A	-0.0264444444444444
SMYD1	0.000249999999999993
BEX5	1.207
ZNF192	0.247
SEC22A	0.789166666666667
GRIA2	6.00778571428572
KIAA0825	-1.99775
NUSAP1	-2.48390909090909
LANCL1	-1.0125
C15orf40	-1.4792
ZNF645	-0.13325
GPR61	0.49175
NLRP14	-0.6075
SNX21	-0.9038
C1QTNF8	0.4155
C17orf46	0.4385
IFNA8	1.073
SPRR1B	-3.16316666666667
FLRT1	-0.1075
SNX17	0.242666666666667
ASB2	0.266833333333333
HBG1	-5.0155
RPRML	-2.681
JOSD2	0.415833333333333
PLSCR3	-0.63625
SPOCD1	1.0285
RAB39	-0.374
GHRH	1.32933333333333
ITIH5L	0.3235
C17orf37	0.8
SMCR8	0.34025
DPY19L2P3	-0.565666666666667
IL11RA	-0.438166666666667
GDF3	-3.83866666666667
RPS6KB1	-0.8045
DNAJC19	0.7884
TOP1	-0.02575
CRCT1	-0.3855
MPST	-0.11125
DPM2	1.137625
FAM38B	-2.56283333333333
SLC18A1	-1.8542
FARP1	0.404
PAX7	0.1895
TUBD1	-0.6495
GNL3	-0.090375
BTG2	1.96826666666667
NDUFS6	0.20725
C1orf79	-0.52975
ERAL1	-1.454
ECHS1	0.5125
VPS4A	-0.15
CYP11A1	-0.632875
ABCC6	-1.42021428571429
PBX4	-0.4215
MOSC1	-2.16975
NCF4	1.007
HYMAI	0.585
NAGPA	-0.528625
OTOP2	0.32575
ACOT12	0.21775
MTHFD2L	0.090375
LOC441376	0.97175
C19orf34	-0.0335
RAB1B	0.3935
ALDOAP2	1.1545
NTRK1	-0.417166666666667
ARTS-1	0.2611
SLC6A11	0.067
NAP1L2	-1.5675
CNGB1	0.242666666666667
EPB41L4B	0.2765
FAM134B	3.559375
HS3ST3A1	0.0565
CPXM2	3.8055
SIRPB2	-0.118
CHORDC1	-0.81
TRIB3	-1.11033333333333
SLC2A5	0.7095
C2orf49	-0.153666666666667
DDX5	0.293
OR5L1	1.637
ANAPC4	-0.5145
ZSWIM1	0.376
LOC93622	0.267125
KCNK3	-0.1654
RP11-35N6.1	-2.20285714285714
ZFP161	-0.673
AQP9	4.55825
SLC15A2	0.2635
MREG	2.06066666666667
OR9I1	0.6485
PDLIM2	-0.98275
ADAM7	0.2125
GSTCD	0.3505
WDR21A	-0.57175
SLC12A8	0.900833333333333
TMEM174	-0.00349999999999999
IGSF3	0.382666666666667
LRRN1	0.22525
LOC402117	0.1095
SRPK1	-1.137
LY6K	-2.5056875
NFIA	1.922
PTCD3	-0.650125
LEP	1.49316666666667
PCDH21	-0.435333333333333
MAPKAPK2	1.55228571428571
NMNAT1	-0.247833333333333
LHFPL2	0.749714285714286
C9orf43	1.00575
DIP2A	0.048
ACTR8	-0.201875
CCDC34	-1.177
PTPN22	0.3075
ITGA3	-0.280625
FAM129C	-0.0117499999999999
RABGGTA	0.536833333333333
UNC45B	1.255
KIAA1033	-0.287
ZNF510	0.122333333333333
CYP2D6	-0.000166666666666685
SLC26A10	-1.4405
STX8	0.341
LUZP1	0.149875
WDR89	-0.190333333333333
EIF4G3	-0.2336
C5AR1	2.331625
ZNF623	1.2345
A2M	0.9255
TGM7	0.1775
GRPEL1	0.547666666666667
LMNB2	-1.2971
ROCK2	-0.229166666666667
SNX16	-0.142
CCDC66	1.28
ANXA3	-1.48625
KIAA1609	-1.25675
EED	-1.3165
RNF32	0.2744
HES1	0.3446
CLC	1.11316666666667
ISL1	-0.3292
KIAA0528	0.0675
MANEA	0.354375
C1orf61	-1.9595
hCG_2001000	-0.09675
RAPGEF6	-0.0657
KIAA0020	-0.663166666666667
NEIL1	1.30675
C16orf45	-0.59125
RBM10	0.152166666666667
C10orf125	-0.815
MRS2L	-1.2445
DNAH17	-1.12225
C19orf10	-0.46075
C1orf160	1.24525
SLFN12	-0.3405
EXOC3	0.18
HIST3H3	1.04425
NCOR2	0.500333333333333
TNFRSF9	1.761
MFSD8	0.2
ALX1	-3.89216666666667
NOL1	-0.4835
PODN	2.6085
TIAL1	-0.7725
HIST1H1E	0.3975
NPY6R	0.365
TM4SF4	1.08975
CORO2A	0.38325
ETNK2	0.368666666666667
APOE	1.4701
ANGPT4	0.4655
HDGF2	0.36375
G30	0.801
ST8SIA4	-0.058
F2RL1	-0.198625
FAM19A4	-1.7545
CCAR1	-0.61475
B3GNT7	0.67575
OPHN1	0.5505
DSCR6	-0.61
C21orf13	1.471
GAS2L1	0.290166666666667
RFX3	-0.359166666666667
COPS4	-0.441
BCHE	-5.30633333333333
BCL2	2.0615
HBZ	-3.1445
ARL13B	0.34175
MAPBPIP	0.891375
MYO15B	0.9915
SPZ1	1.17025
KIAA1324	2.77977777777778
PLCL2	-0.721
C4orf29	-1.044
WDFY2	-1.458125
ZNF284	-0.7375
NAALADL1	0.384
DUSP5	1.84883333333333
PXDN	-0.6205
SLMO1	-1.23
TNXB	0.9042
BIRC7	0.2535
A4GALT	1.78883333333333
TIMM22	0.0405
FAM110C	1.246
TOMM34	-0.52475
ABHD9	0.3725
ADAM32	-0.335
CRHBP	-0.71425
AQP2	0.77425
LOC130355	1.1965
ZNF187	-0.282
ZNF816A	2.215
F7	0.930375
CNOT1	-1.0564
SLC13A4	-1.15575
ZBTB11	-0.14975
B3GALT5	0.5915
EXOC2	0.319333333333333
IRS1	-0.299
TMEM1	0.159333333333333
MRPL34	-0.614166666666667
SAMM50	-0.88125
CDC42EP3	0.118625
HSF2	-1.2259
MFN2	0.1535
TSPAN7	-0.696166666666667
NUCB1	1.10541666666667
RHOH	1.77275
ARL16	-0.19
TACR1	-0.14325
SFRS5	-0.251
SNX25	0.271125
RHBDF1	0.702166666666667
PCDH18	0.517666666666667
HMG1L1	-0.2435
MYO5C	1.005
MAPK10	1.59
LDHAL6A	-0.0145
NUDT12	1.147
NCAM1	-0.042125
GLIS2	1.2375
GGTL4	-0.1725
DAPP1	1.156
ATF7	0.74125
KIAA0748	-0.15475
NFIL3	-0.34475
TM6SF1	0.3161
SEZ6	-0.120875
NANOS3	-0.788333333333333
DNAJA3	-0.355333333333333
CLDN6	-1.8345
CIITA	2.6193
EPHA4	-1.09358333333333
FANCC	0.1295
CMTM3	0.128625
PSG3	-0.00114285714285716
MRPL15	-0.7445
C21orf59	-0.079
PLCXD2	0.04275
C2orf34	-1.134125
UBE2L6	2.388
MED14	-0.203166666666667
HP1BP3	-0.299
C6orf208	-0.5765
TPBG	1.19825
OSR2	2.681375
XPC	0.7595
KLHL7	-1.93408333333333
CCR3	-0.369333333333333
AGTPBP1	-0.551
PCSK6	0.0776666666666667
STAT5A	-0.1486
FAM18B	-0.0445
LONRF2	0.074
PTPN2	-0.792625
SF3A3	-0.5915
EFCBP2	0.179
HCFC1	-0.632833333333333
AHNAK	1.56895
ACTR5	0.16
KIF14	-4.002
TENC1	2.0835
HEATR5B	0.097
YIPF2	0.596
MYEOV2	0.270333333333333
DUSP18	0.86875
KIAA1012	-0.58525
AHR	0.453333333333333
C17orf53	-1.39216666666667
PTPRH	-3.3875
ATP6V1C1	-0.1371
TAS2R3	0.5495
LOC440356	-1.71925
COQ10B	0.329
PSMF1	0.112833333333333
SORBS2	2.49583333333333
NFE2L2	-0.64
TMCO7	-1.38825
SH3PXD2A	-0.4232
SH2D2A	1.58875
SPINK5	0.93575
MRPS24	-1.352
OPA3	0.957875
TRAF7	-0.170833333333333
C4orf35	0.1928
MT1G	-1.238375
MGC39545	-0.2545
HS1BP3	0.183444444444444
OR2B2	-0.384
CHRM4	-0.218
SFRP2	1.9695
RIC3	-1.05025
ART1	0.2745
C6orf1	0.47225
DUS4L	-1.8485
C10orf104	0.17375
TNFAIP6	3.48125
RTEL1	-0.6265
CCT4	-1.0257
ZNF709	-0.5515
CHMP6	0.3615
UPP2	0.0425
CYP19A1	-2.770375
CD151	0.723333333333333
NDUFA13	0.376833333333333
ARFRP1	-0.560333333333333
FAM26B	0.55225
CRYBA1	-1.5875
MRPL41	1.51083333333333
NPFFR2	-1.984125
HRH2	0.27
SCAMP3	0.457166666666667
MTMR6	0.0549
MTG1	-0.756833333333333
UBTD1	1.73375
CRABP1	-3.5885
FLJ33790	0.5194
KIAA1908	-0.535166666666667
GPR158	0.478
PACSIN3	0.165666666666667
OMD	2.098
CATSPER1	-0.731666666666667
HOXB8	-1.376
FBXO46	1.0595
OAS1	1.78716666666667
SVIL	0.10975
PHB2	-1.515
ADCY3	-0.911
NDRG2	0.0478333333333333
ERMAP	-0.6601
APBA2	-1.02183333333333
IGSF9	0.84775
WNT6	0.0462142857142857
MYCBPAP	0.26775
ATP2B2	0.2138
CPVL	-0.5357
TRAM2	-0.561333333333333
NOP5/NOP58	0.10275
ZNRF4	0.29375
TLK1	-0.34875
MTMR12	0.429785714285714
ZNF384	0.0825
FAM9B	-3.04433333333333
RPN1	0.0701
PMVK	1.1405
EIF3D	-0.1541
SIX2	1.9995
HPS1	0.791357142857143
RNF7	0.694
PSKH2	0.3605
KCTD13	-0.187
CSMD3	-0.2389
FBF1	0.5885
IL8	-2.759
SERPINB13	0.116363636363636
FBXL20	-1.96375
BLR1	0.54525
SH2B1	0.143666666666667
RFNG	0.528375
RAB20	1.57866666666667
RBM7	-0.9905
POLR1A	-0.215666666666667
TMPRSS4	-3.8025
TAF9	0.182875
TERF2	-0.397
TNFRSF1A	0.609333333333333
ACADVL	-0.183833333333333
GTF2H5	0.7785
EDG8	-0.00416666666666668
C9orf140	-0.456375
UST6	-0.1695
ZBTB8OS	-0.2015
ZNF710	0.9355
GPR174	-0.7745
ATP6V0A2	-0.871
KIAA0319L	0.568166666666667
XKRX	-0.533
DOPEY2	0.8521
SDHD	-0.807833333333333
SUMF1	0.4455
OSM	3.043
OPN3	-2.065
DAGLB	0.8125
PPFIBP1	0.2175
TRIM63	-3.49175
C10orf53	0.4915
LYPD3	0.586666666666667
BCL7A	-0.9615
AGER	-0.651666666666667
TCF19	-1.60475
SAT2	-0.885
PFTK1	0.555333333333333
GABRE	-3.122375
C15orf38	0.7452
FIS1	0.02
KCNV2	0.366
CLPS	-0.23725
PPCDC	-0.623125
FOXN2	0.829
NT5E	-3.6011
CD83	1.5635
IL18	1.269375
VPS16	0.22325
IGFBP2	0.575333333333333
NOTCH2	0.47375
SIGLEC1	1.948
CD93	5.203
SULF2	-0.41
CEP164	-0.571375
P53AIP1	0.198333333333333
TOR2A	0.276
ZNF136	0.32225
MGP	2.3418
CCDC144A	-0.4315
TRPC1	-1.76933333333333
SMS	-0.514333333333333
MAPK7	-0.6055
RRAGC	0.95475
PARD6A	0.265
NUB1	1.462
SYNGR4	0.421
OR11H12	-0.2335
WIF1	0.064625
GCH1	-0.07
OR11H4	-0.2635
SLC44A5	-0.647
GPRIN2	-0.524666666666667
LOC401431	-0.686
CPA4	-2.6158
MELK	-3.33355555555556
IL15RA	1.0435
CUL3	-0.45225
HMBOX1	-0.21825
PODXL	-1.78375
CCT6B	0.183333333333333
COMTD1	-0.36975
MUC20	0.2795
GPX2	-3.258125
ITK	0.76
FBXL5	1.24925
C13orf27	-1.54575
DEFA5	-0.284
TRHDE	-0.097
MTP18	-0.058
UQCRQ	0.881
ITGB2	2.4255
CSRP2BP	-0.39175
TAS2R44	0.5645
PHPT1	0.787375
FAM44C	0.251
ERH	-0.5835
MPHOSPH1	-2.78083333333333
MORC1	-0.5845
PARVB	-1.187
LAMA1	-2.282
PGBD3	-0.62575
GIMAP6	4.414
AREG	-0.314333333333333
LIPT1	0.05975
MGC99813	-1.8485
C1orf201	-0.0211666666666667
GRIN2A	-0.631
MAN2C1	0.1855
NSUN5	0.01475
SF3B5	0.9395
MYC	-1.5273125
NRXN1	-1.2025
ZNF18	-0.41175
SPDYA	-0.228
SLC37A1	1.989
DECR2	-0.16425
ANKRD38	-0.308857142857143
SPTLC3	-1.51983333333333
SUPT16H	-0.937625
DTWD2	-0.20575
ULBP1	-0.961
ZADH1	0.0211666666666667
OIP5	-3.47725
IL10RB	0.5085
OTUB2	-1.587625
VWA3A	0.226666666666667
SPIC	0.564666666666667
OR6C4	-0.043
PSCD4	2.01366666666667
DPY19L2P2	-0.37
TRAPPC6A	0.961833333333333
C21orf2	0.385166666666667
CEMP1	0.124
LIN7B	-0.0075
E2F7	-2.44966666666667
VCP	0.42275
LAMA3	1.46233333333333
BGN	1.51925
GPR160	0.9645
COCH	-4.83016666666667
GPR81	1.48216666666667
APOBEC3F	-0.97825
tcag7.1017	-0.35975
C1orf32	1.391
SCGB1D2	3.84
FLJ43987	0.0695
C6orf170	-0.5385
KLK9	0.2675
GPD1L	0.929125
VPS37B	0.11975
ATG3	-0.594166666666667
ADAMTS17	0.756
KLHDC2	-0.931833333333333
NDUFV2	0.0455
BLK	-0.478
MATN4	-0.507
GPM6A	0.191285714285714
GBP4	5.2925
TMEM162	0.795
PKP2	0.1015
HRASLS	-1.46666666666667
MMP1	-3.7335
SFXN3	-0.2739
FSD1	-1.81566666666667
ST6GALNAC3	-1.7465
CA12	3.2648
NCOA6	0.2
C19orf58	0.4982
PPP4R1	-0.121666666666667
MAN1A2	1.19416666666667
IKBKAP	-0.80275
UPF1	0.708666666666667
KIAA1219	0.37425
WNT16	1.64916666666667
SNW1	-0.753
IL18RAP	4.69125
RPP30	0.302
CDC40	-0.235285714285714
SETD3	0.0161666666666667
SLAMF6	1.26075
ELK4	-0.1485
TRIM47	1.696
ACOX3	2.998125
TRIM6	0.1475
KIAA0372	-0.628666666666667
TP53AP1	0.557875
SMURF2	-0.44325
ADAD1	0.243
EBP	-0.3792
KRTAP13-2	0.148
FLJ36874	-1.1885
TOR1A	0.285666666666667
P2RY4	1.5985
GPBP1	0.81725
TRPV1	0.04875
ADAMTS12	-0.0835
PES1	0.3205
ATG4A	0.694833333333333
MAGEA10	-4.88075
WFS1	1.03425
CC2D1B	0.0782
PABPN1	-0.7565
SLC25A30	-0.241
SLCO1C1	0.452333333333333
SLC22A5	1.57875
KIF23	-3.38516666666667
SYN2	-1.1446
ASPN	6.59716666666667
CENTG2	-0.4155
QSOX2	-1.275
FLJ10815	-0.182666666666667
STK24	0.5446875
SPEG	-0.648
STK10	1.11733333333333
DACT2	-1.271
AAAS	-0.7275
SSX3	-0.50325
ABCD3	0.1264
C4orf12	-1.268375
PARVG	1.70483333333333
FIG4	0.46675
C9orf46	1.197
TMCO6	-1.7265
IGHMBP2	0.619
DUS2L	-0.336666666666667
FAM3C	-0.948875
TMEM16D	-2.611375
DCTN4	0.3275
KCNH3	-0.5175
EIF2AK2	1.03675
AP1S3	0.171625
CST4	1.8215
PAM	-0.847
NUTF2	-0.17625
CITED2	-0.9567
SLC39A4	0.1245
C2orf52	-2.2195
GRM3	0.15275
C12orf49	0.49475
CCDC49	-0.1536
GRAMD1B	-1.19485714285714
FNDC4	0.791
SIAH2	1.823125
GDPD4	0.54575
C21orf87	0.17625
ATP5A1	-1.174
C16orf63	-0.401875
LOC388135	-1.00116666666667
ATP5J2	-0.788125
MMP3	-0.95525
EMID2	-0.11425
CRHR1	0.221
WDR70	-0.75775
C13orf31	1.56675
ZFAND1	-0.057
CCL18	4.98683333333333
C3orf49	1.1595
RINT1	-1.4645
KIAA0408	-2.48016666666667
F13A1	4.0637
SLC10A1	1.36216666666667
OGN	-1.128
GIPC2	-1.24833333333333
XPO6	0.568666666666667
LCE1A	0.5205
FMR1	0.7723
LOC374920	-1.0465
DUSP3	0.152375
ANKMY1	0.1315
C7orf50	0.92325
BBS9	-1.18
UNC119B	-0.744
C9orf72	-0.442625
MGC35440	-1.259
ENTPD6	0.603625
PPP1R2P9	1.24775
ERCC4	0.17
FAHD2B	-0.199
HMHA1	0.7695
HACL1	-0.334
RAD23A	0.658666666666667
FAM83B	2.074
PPP5C	-0.6525
RNASEH2C	-0.694375
C9orf153	-0.448
SCAMP4	1.37775
GHITM	0.3736
NDUFB7	0.077875
ADCYAP1	1.973
SP110	1.48033333333333
MAP3K7IP2	0.37075
DHH	0.1675
AGRN	0.873142857142857
WDR33	0.612166666666667
CEP290	0.711666666666667
PRPS1L1	-2.21133333333333
KLRA1	-0.552
GPR97	0.4455
CHD7	-0.5495
TLR10	1.2565
SLC30A8	-0.505
HIC1	0.978666666666667
IAPP	0.4855
RXFP4	-0.05375
GP1BB	2.85925
SHQ1	0.4065
NKX2-3	0.3588
API5	-0.835
FTHP1	-0.1355
MOV10L1	-0.2008
TRIM6-TRIM34	2.16783333333333
ADHFE1	0.96375
FAM117A	-0.37325
DDI1	0.2084
CDON	-0.0338333333333333
TRIM73	0.883
IGKC	5.835
MMP14	-0.200166666666667
DYNC1LI1	-0.439125
C11orf66	-0.01575
TRBV3-1	-0.25575
FASTKD5	-0.90875
BIVM	-1.835
LHX4	0.057
CXCL2	-0.3326
RAB2B	-1.07483333333333
IZUMO1	-1.174
MAP3K15	-2.828125
FAM19A2	-0.126166666666667
ZC3H8	-0.633166666666667
ZMAT1	3.07725
SPINK5L3	-3.1875
SLC10A6	0.2205
APPL2	-0.713125
CARD10	-0.277166666666667
LOC402176	0.0495
EEF1D	1.5019
RAB6A	1.0914
C12orf5	-1.111375
PAPOLG	0.40025
MSRB2	0.9655
BCR	1.53088888888889
PUS3	-0.49975
TIAM2	0.118
ZNF317	-0.113333333333333
CHD2	0.815
FZD5	-0.897136363636364
NUDT8	-0.32225
ZNF763	-0.4275
PRC1	-2.06844444444444
ABCB9	0.7455
SPATA3	0.5355
TRAK2	-0.125375
STAB1	2.971875
LRRTM2	-0.00516666666666665
psiTPTE22	2.8485
DBI	1.3935
SERPINA11	-0.27925
NAT5	0.553
C20orf58	-2.29175
RPS6KA4	0.646833333333333
FLJ90650	-0.419333333333333
TGFBRAP1	0.47775
CHRDL2	-0.70725
FAHD2A	-0.791666666666667
CNTN1	0.661
BBS4	0.014
TMEM181	0.4115
MINPP1	-1.487
MPHOSPH6	-0.0513333333333333
HOXC10	2.7537
ITPKB	0.03725
CLPTM1L	0.293375
MEOX2	-1.223
ATP6V0C	1.161875
PRPF8	-0.281833333333333
TMC5	3.9845
FKBP3	-0.671
PLEKHB2	0.50225
OR4D6	0.4655
ZNF544	1.226
D2HGDH	-0.403
RPL18A	-0.3918
HEL308	-0.7395
MPP6	-4.9115
TCERG1	-1.402
KRT16	-1.09366666666667
KLF17	-1.8025
KLF5	-1.055125
CDR1	0.786125
VCX3A	-1.3435
FBLN2	1.7885
C14orf104	-1.40625
HBE1	-4.9862
OR4S2	0.101
C1orf108	0.256833333333333
ROBO4	3.43733333333333
CPEB4	1.155
C11orf80	0.0916666666666667
BCKDHA	0.780833333333333
MYOC	-0.640333333333333
GIF	-0.3705
CKMT1A	-1.8405
RPL3	0.4532
THBS1	3.16825
APOO	-1.0705
ARMCX1	0.52675
HSZFP36	0.105
SNAPC5	0.42125
EIF4ENIF1	-0.08025
ZNF433	-0.5115
TNFRSF21	-1.054625
TMPRSS7	-0.1815
SPATA18	-0.5665
HPDL	-3.3305
MKL2	1.0242
TBX3	2.11676923076923
C21orf93	0.786666666666667
DAXX	1.42875
ELMO1	0.412625
