Hybridization REF	TCGA-BH-A1F0-01A-11R-A137-07
ATP8A2	0.184
AFTPH	1.34775
FGF21	1.25375
FCER1G	3.87025
SNTB1	-0.031
SLC24A3	0.641
TXNL4B	-0.6677
RPL10L	-0.0286666666666667
LOC389517	-1.0201
TSGA13	-0.325
SHOX2	-1.63233333333333
ITGA7	0.5598
KCNIP2	0.0075
KLF13	0.5932
ZFAND2A	-0.04275
CEACAM1	2.16235714285714
PFKFB4	-2.116
MED19	-0.00825
LRRC57	0.315666666666667
RNF11	0.422
ANKRD32	-2.93275
P117	0.44775
OBFC2A	0.915833333333333
POLD3	-0.5825
RAB18	1.21175
TPH2	-0.8105
PHB	-0.0273
JDP2	1.77766666666667
MORF4L1	-0.2215
POU2F1	-0.29975
CNNM2	-0.68875
LOXHD1	0.183
ZC3H15	-0.6125
ELK3	0.938
FAM111B	-1.39875
CBLC	3.56633333333333
SBNO1	-0.377
ANKMY2	-0.66225
PLEKHA5	-0.3115
DHX58	3.22916666666667
ARCN1	-0.288833333333333
TREML1	0.8406
KNCN	-0.018
SEC24A	-0.619
PSCA	0.9645
MGC24125	0.356
DNA2L	-1.84675
CIB4	0.363
HIGD2A	0.247666666666667
TBX6	-0.304833333333333
TTLL5	-1.0505
SGK3	1.57616666666667
GCN1L1	-0.29725
AMOT	0.1093
LDOC1	0.307333333333333
NRK	0.0336666666666667
ASB9	-1.56175
NAT1	0.2589
TRAFD1	-0.435
PEAR1	1.0205
FAM36A	-0.22225
OR1S2	0.534666666666667
LOC388323	-2.31325
PGS1	0.5095
LEPREL1	-2.03525
TFF1	-4.24891666666667
HAP1	0.39275
EPHB2	1.40925
ACTG1	0.738333333333333
ZFP42	-0.519833333333333
HAVCR2	2.2569
NME1	-0.808
SNX26	-0.197833333333333
LACTB	1.0295
ZKSCAN2	-0.724
C5orf35	-0.20925
ANKS3	-0.32075
RBM28	-0.4
DKFZP586P0123	-1.02875
HNRNPA1	-0.350833333333333
BCAS3	-1.69758333333333
FLJ20184	0.011
POLA2	-1.19266666666667
TMC7	-0.3255
HSD17B6	-0.293
ZNF658B	0.6555
TTTY10	-0.0511666666666667
RANBP9	-0.715416666666667
CPNE7	-2.087
EVL	-0.430176470588235
LNX1	-0.758666666666667
IFNA21	0.0188333333333333
CFD	3.253
PYCARD	2.22666666666667
MYBPC2	-1.505
ENPP3	-2.55916666666667
ACSL4	-0.17775
LOC440258	-1.1635
TMEM176B	4.35266666666667
SOX2	-5.0545
SCO1	0.282833333333333
COMT	0.6465
AOC2	0.312
PDLIM5	1.06807142857143
SPHK2	0.4045
NXPH2	0.275
GPR108	0.314166666666667
RAD51L1	0.142833333333333
TMEM54	0.90475
LETMD1	-1.17644444444444
SLC6A17	0.49175
KRT75	2.5875
STT3B	-0.96
CD3EAP	0.103
TMEM63A	1.19625
DUSP13	-2.733
CD1C	1.31366666666667
LASS2	0.079
AVP	0.0305
PITPNM1	-0.915
FLJ22795	-1.4365
MCTP1	-1.8485
TRIM68	0.170666666666667
UCK2	0.708833333333333
ABHD1	0.39875
FAM50A	0.0255
RNASEH1	0.0431666666666667
PCP2	-0.577833333333333
OR52H1	0.385
C20orf149	-0.48525
RBP5	1.80266666666667
HYAL3	0.7065
CLPB	-0.11425
SMNDC1	-0.30625
DONSON	-1.89083333333333
FLJ27523	-0.2675
BARHL2	0.430666666666667
SLC30A9	-0.4775
TMPRSS11B	-0.58725
E2F8	-1.2585
CCDC25	-0.459
C14orf48	-0.657833333333333
C20orf116	0.065
TSPAN11	0.807
YIF1B	-0.527
FAM12B	0.904
OR1L6	0.554
HPN	-0.109
NBN	0.5525
C14orf94	-0.803333333333333
OCLM	-1.073
ZSCAN18	-0.6483
L3MBTL	-1.5582
TSTA3	1.024
RAC1	0.595375
C19orf15	-0.189666666666667
NFE2	-4.48175
KLK14	0.406
ARSF	0.00749999999999999
MAST2	-0.144333333333333
AMICA1	3.34666666666667
GTF2A1	-0.2585
ATP1A3	0.54175
TC2N	2.184
PNKP	0.414
ODZ2	0.41025
MATR3	0.12325
S100P	-3.847
KRT82	0.4375
CA13	-0.0291
PROZ	-1.79483333333333
AASDH	-0.0435
C19orf40	0.159333333333333
DCK	0.595384615384616
FAM5C	-1.32925
SLC6A4	-0.909
MID1IP1	-0.2575
TESSP5	0.1115
TMOD4	-0.151666666666667
DOCK2	0.948166666666667
TUG1	-0.153875
NUP214	-0.65125
DPYSL2	0.297363636363636
GOLM1	0.159416666666667
MPFL	0.218
SOX13	0.52175
SDCCAG8	0.8247
KEL	-1.98283333333333
NUP210L	-2.77475
GK	-0.18275
DNAJB1	0.01325
ALPK3	0.855
CHID1	0.0554
CYLC2	0.688166666666667
IKZF5	0.002
C8orf51	0.6465
PPM1J	0.818
GIMAP8	5.06383333333333
GPR101	0.277
NR2F1	-0.6575
ACAD8	0.05375
RBM35A	1.03925
GNAI2	0.122166666666667
METTL8	0.712333333333333
SLC39A7	-0.4365
FBXO8	0.40225
CAMK1	0.5275
RFC3	-0.309375
FAM129A	1.79364285714286
ILF2	0.22775
FGFBP3	-0.75425
NOM1	-0.756666666666667
PSMA3	-0.00575
ASCC3	-0.0211
ZYG11A	-0.624
SOX21	-1.7845
LYRM1	0.0575
DEFB1	4.7135
LOC91431	-2.164
OR7C2	1.7505
FAM46B	1.771875
TMEM18	-0.260875
ARHGAP30	2.94083333333333
TMEM86A	2.5025
EPHA2	0.326833333333333
C10orf46	0.9262
TCHH	0.755166666666667
C3orf30	0.231
LOC285636	0.477
PAIP2	-0.30125
CYP2U1	1.013875
C12orf34	-0.39925
SARS2	-0.400833333333333
ZCWPW1	-0.17225
SAMD12	1.05425
KIAA1430	-0.72575
ACAT1	-0.49675
MEOX1	3.81466666666667
ADAMDEC1	7.60575
PHKA2	-0.96075
CARD11	0.560333333333333
CALML4	0.47
TSSC1	-0.455
TMEM45A	0.374666666666667
MPP7	-1.293625
POU1F1	0.11075
SLC2A13	-0.4858
FBN2	0.271071428571429
ZC3H7A	-0.4183
LAIR2	2.67
ST3GAL1	0.503
LCT	0.24925
GEMIN8	0.856
KLF16	0.4208
HIF3A	0.158
FAM44A	-1.09071428571429
AQP10	-1.2277
PLA2G2A	3.0865
FOLH1	2.75866666666667
C20orf186	0.308
MAPKAP1	-0.75275
SPRR2D	-1.4205
UBQLN4	0.091
RSHL1	0.3415
PIAS3	-0.00412500000000001
MRPL24	0.3345
GREB1	-3.477625
FAM27E3	-1.357
NUP62CL	-2.48525
NEUROG3	-0.0635
REEP3	0.736
MARK1	1.526625
LMBRD1	1.2385
PRPF19	-1.852
PNMT	-0.520333333333333
CTGLF1	-1.1405
SLC25A16	-0.017
EIF2B3	-1.202
RPA2	-0.2685
PAK6	1.949
CCDC26	-5.286125
SEMA3E	0.855125
MXD4	0.6017
TNFSF10	4.6896
SMARCB1	-0.457
DTX3L	1.82833333333333
PLA2G4E	0.485
PPAP2A	1.50625
ULK1	-0.69175
TAS1R3	0.2585
SLC2A3	-1.89909090909091
ARID3A	-1.11425
GNG5	0.346
ACOX1	0.2236
KIF5B	0.55575
NUP153	-1.1765
MUC7	0.135
CSDE1	-0.175785714285714
CLPTM1	0.10775
C3orf23	-0.19575
LRRC17	-1.45533333333333
TTYH3	0.337
ATP5B	-0.9475
ELF3	1.5518
CPSF3L	-0.1575
ZNF665	0.182333333333333
TLR6	2.1409
GPI	-0.6335
RAD9A	-0.2305
NDST4	-4.2755
AGPAT3	0.199583333333333
MAGI3	0.932666666666667
ADORA2A	0.88975
CACNG7	0.1865
CAMK2D	0.155
CCHCR1	-0.82225
RPS27A	0.58325
OR10G7	0.3324
GCM2	0.368
FAM135B	0.8138
E2F1	-1.03275
PLCB3	0.66175
OR2AE1	0.1235
COIL	-0.675333333333333
CDC25C	-1.67383333333333
RAB11FIP2	0.0878333333333333
TSC2	0.16425
CTGLF5	-2.459
CCDC108	0.0513
OR13C4	0.24825
C10orf81	5.841
PTPRB	2.57525
ACP2	0.802
LAG3	3.548
MRPL54	0.42725
LOC201175	1.847
ITGB1BP3	-1.98875
SPTAN1	-0.131166666666667
SIPA1L2	0.64375
RCAN2	0.051
CDX2	-0.4325
ECOP	0.54625
ACTR1A	0.328428571428571
PPARG	0.694166666666667
BBS10	-0.0505
TMEM44	-1.0785
BPIL2	-0.6595
CITED1	-1.92275
IRF6	4.25875
PRDM4	-0.0303333333333333
RRP9	-0.316333333333333
OR10H4	0.47275
IL31RA	-0.909
GNB1L	-0.837833333333333
MYBL2	-1.112875
ZNF407	0.641333333333333
PPIG	-0.6245
TTC18	-0.02075
RPSA	-0.567
MAPT	-0.691625
MRE11A	-0.232714285714286
C8orf37	-1.17516666666667
RASGEF1C	2.86483333333333
STBD1	1.1485
CTAG2	4.03633333333333
MGAT5B	-2.10616666666667
ECM1	0.425375
RLN1	0.55
PARP14	1.5408125
EPB41L1	0.7691
HOXA3	-0.514166666666667
MAGEA9	4.7085
RPS8	-0.421166666666667
RPS19BP1	0.6915
FOXJ2	0.031875
C10orf76	0.411875
IL17RE	1.01
C10orf65	-1.8935
ZNF343	-0.640166666666667
FBXO33	0.28775
UHMK1	0.8021
LY6G6C	-0.557
FGF19	-2.12975
C14orf128	0.289333333333333
IFIT2	5.199625
TIGD1	-0.188
S100G	-0.9885
GUCY1B3	2.148
NR3C1	-0.347
CORO1B	0.6235
PARP11	1.06583333333333
DNALI1	0.857833333333333
OR4N4	0.295625
MAP2K6	0.212
FSTL4	0.534
ANKRD47	1.7305
TMEM171	0.0065
PNLIP	0.439
YY1	-0.607333333333333
CCDC138	-0.915666666666667
AASDHPPT	-0.6719
CKS1B	0.6987
MCM3	-1.41966666666667
ANAPC7	-0.861666666666667
FAM110A	0.75425
CDC37L1	1.9095
THTPA	0.26925
NBPF20	-1.8805
WDR24	0.11275
NPTX2	-0.75275
CBLB	1.11216666666667
CETN1	0.435
RPUSD1	0.0575
FAF1	-0.1395
CDK6	-0.6906
HMX2	0.334
CSK	0.6515
TEAD2	0.6085
SNAP25	-0.18925
TUFT1	0.3256
TMTC3	0.2605
LCK	0.023
SGOL1	-0.5595
AKTIP	0.9865
FURIN	0.18625
SOX12	-1.68466666666667
DEFB103A	-0.4765
RAMP1	0.54925
KIR3DX1	0.5235
GAS2L3	-0.54725
PDE8A	-0.8377
EDN3	1.50475
GMIP	1.893
SF3A2	0.74475
FN3KRP	0.2475
SMAD7	0.41325
RHBDD2	0.4645
OR11H6	0.414
PPP1R3B	1.167
C9orf23	0.343
CADPS	-1.45575
GOLGA8A	-3.839375
TMEM57	0.647166666666667
RGL3	-1.656
S100A14	-0.641
FGFR2	1.907875
XRCC3	-0.6265
RTN4RL2	0.7435
MGC3771	-0.482
GH2	-0.0543333333333333
BTBD2	-0.327
LMO2	1.9485
RDBP	-0.207375
ACRBP	-0.717
AMY2A	2.04875
DUOXA1	1.899
PTK7	1.16433333333333
TWF2	0.654166666666667
FAM80A	-2.01975
TNNI2	-1.44233333333333
GLT25D1	-0.0721666666666667
OCC-1	-1.505
CYC1	-0.684333333333333
RPL22	0.178863636363636
MORN3	3.29533333333333
DISP1	1.02425
PRB2	-0.316
CHUK	-0.29625
HR	0.38875
CCDC134	-0.16825
DENND4B	-0.076
C14orf130	-1.0455
RAB33A	-0.12225
DCST2	0.1185
TNMD	0.91575
PEX7	-0.53825
FAM62A	0.021375
SRD5A2L	0.5795
IL22	-0.4615
RPS26	-0.763333333333333
HOXC5	-0.2045
SPATA6	0.697
FLJ38482	-0.756375
ZNF234	-0.0985
C18orf22	0.32125
SPATA22	2.034
THOC1	-0.67
CYP7B1	5.21825
KCNC3	0.6755
C8orf42	-1.5155
ALDH1B1	0.922333333333333
CCDC100	-0.4223
ARMC4	-3.0155
FAM18B2	-0.1405
SLC44A1	0.343625
FBXO17	-0.6375
C6orf107	0.0775
C19orf29	-0.21225
ZC3HAV1L	0.07425
PARP6	0.2522
SULT2A1	-5.65425
C1orf159	-0.30325
TMC1	0.31175
CHST14	-0.126375
GAMT	-2.338
SMCP	0.0178333333333333
TSPAN33	1.90866666666667
MIDN	-0.505875
NOX4	2.221
RNASEN	-0.6036
TBX1	1.357
SALL2	-2.57125
C10orf35	1.20925
CYP2E1	-1.331875
LRFN2	-0.953333333333333
ACO1	-0.677666666666667
IQCG	1.286
MEGF9	0.4945
TM7SF4	3.886
PLEKHA1	0.722333333333333
STK33	-2.56025
C1orf210	2.563
SNUPN	0.056
KIAA0406	-1.1859
C20orf29	-0.178
TMEM55B	0.09575
OSTM1	-0.30525
CLCN7	0.24775
OTP	-0.157
FLJ23049	-1.1505
HEATR4	0.5865
MAP3K10	0.559166666666667
PCDHGA9	0.3295
AMDHD2	0.75175
LCTL	-2.7145
PDCD2L	0.43
CABLES2	-0.36575
SLC5A9	-0.68375
CLCA2	-1.67383333333333
MGC16025	1.798
STRAP	-1.262
C20orf196	-1.158
RRBP1	0.5545
NAT13	-0.3705
MAT2B	0.66625
CSNK1D	-0.395833333333333
KIR3DL1	0.73425
PRKAG3	3.8695
ZNF599	-0.5905
PRM3	0.5835
PER2	-0.370166666666667
ASPHD1	0.031
PRMT6	-0.68175
KCNE1L	0.738357142857143
FAM118A	-0.707833333333333
TAF4	-0.6665
NDUFB6	0.3935
TRIM9	-1.03941666666667
PMFBP1	0.29575
KY	0.2095
DKFZp762E1312	-1.88336363636364
CSMD1	-0.44675
TBP	0.041
OR1Q1	0.0556666666666667
RETNLB	-0.6715
HPGD	0.0788571428571428
DNAJC12	-3.03716666666667
FKBP1B	-1.23075
ANKRD24	-0.538333333333333
CXXC5	-1.1405
IL3	0.522375
DRAM	1.9866
PTCH1	-0.560125
TP53BP1	-0.48075
SLC17A7	-0.1665
COL25A1	-1.2053
AMACR	-0.383666666666667
RHCG	2.7675
VPS13A	-1.15825
FAM55D	1.5185
PRPF38B	-0.619916666666667
OSBPL6	-2.66625
PFDN5	0.5174
CMTM6	0.533875
KCNK12	-1.1875
RP2	0.7
C16orf52	-1.439
PICK1	0.1905
IFNE1	-0.089
SEMA4B	0.66825
TYRO3	-1.37475
OR12D2	0.4445
CSNK1A1	0.0474000000000001
FANCF	0.015
LONP2	-0.044
TBL1Y	-0.44075
LDOC1L	-0.52225
CCNC	0.12175
C3orf60	0.147
CHKA	-0.12025
UBAP1	0.823
MAP3K1	0.0885
ANKRD9	-0.253
FAM92A1	-0.0416666666666667
GAB2	1.29075
AZU1	-0.338
DIS3	-0.816363636363636
C21orf109	-1.474
IQCB1	-0.47275
SPATS2	-0.522833333333333
EFCAB3	-0.6935
PRB3	-0.08925
FUZ	-0.2195
ZNF813	-0.044875
BMPER	0.179833333333333
HEG1	0.400375
ALS2CR11	-1.20925
SURF2	0.12675
PSMC1	-0.2635
OR2D2	2.811
SLC7A8	0.979
C4orf40	-0.04
SPATA7	0.397
MAZ	-0.317083333333333
PIN4	-0.1755
PDE1A	0.041375
TAF6L	0.0868333333333333
OR2T34	0.658
KIAA0284	0.07125
ACADS	0.524
MKRN2	-1.1305
C18orf56	-1.531
MS4A6E	0.740333333333333
GALNT4	-0.7578
C22orf31	-0.452
FLJ36070	0.08
PSME4	1.4515
TFG	0.1376
EPHX2	-0.02225
ANXA5	0.19075
KRTAP1-1	-0.0486
BATF	1.607
KARS	-1.455
MSTP9	-0.3675
GPR26	0.14675
CCDC72	-0.14225
TEF	0.588166666666667
FOXK1	-0.2088
PRLHR	0.2345
EMX1	0.314
C11orf30	-0.4545
ICK	0.03925
THSD7B	-0.533
C21orf100	-3.5055
DUOX1	3.2415
EFCAB4B	-0.49825
UBE2G2	-1.07166666666667
C3orf54	0.9105
PARP1	-0.775
FAM60A	-1.17725
C6orf146	0.245
OR9K2	0.38
DDX55	-1.58883333333333
RPS15	0.256416666666667
ZNF618	0.984875
DKFZp686D0972	1.87575
SSPO	-1.52
SHFM3P1	-0.2725
CPA6	-1.318
JAG2	1.4815
DEFA3	0.68325
PPBPL2	0.399166666666667
CD34	4.91725
SLCO4A1	-1.25025
AFG3L1	-1.8065
SHD	-0.10475
RP13-122B23.3	-0.507333333333333
PRKCSH	-0.848833333333333
DPH5	-0.571
HLA-F	3.317625
TBC1D4	0.236
RIG	0.038
GLUD1	-0.959
HNRPCL1	-0.291
HBXIP	-0.00949999999999999
RNF207	-0.4755
APIP	0.22125
PLA2G3	-2.32916666666667
CCDC84	-1.25175
MYLIP	-0.945769230769231
PHIP	-0.07075
AARS2	-0.248833333333333
DHX32	0.15175
SCAPER	-0.409666666666667
MEN1	0.06525
NIP7	-0.58125
FLJ25404	0.522
FASTKD3	-0.091
TMEM158	-0.695333333333333
RARA	1.16125
BDH1	0.86
ANKRD16	1.11925
CARM1	0.43
SS18	-0.154666666666667
IKZF2	0.200083333333333
MYD88	1.38975
PML	1.4044
TAF1A	-0.8055
CBFB	-0.13675
HIST1H3H	-0.962333333333333
C7orf29	-0.39175
COMMD4	-0.5815
DPP3	-0.9945
DAB2	1.87475
LOC388882	-0.3225
YPEL4	0.230125
AGBL3	0.5655
LRP6	-0.1045
SERPINH1	-0.04375
TLE1	0.54175
CD244	1.56916666666667
ZDHHC15	-1.18
MGLL	0.9649
PLDN	-0.431333333333333
LOC654346	2.9295
FAP	2.65175
GPR37	1.09
SCARA5	3.39666666666667
EBF4	0.367636363636364
LSM6	0.4175
MLLT1	-0.24125
SLC5A12	1.40375
A2BP1	-2.59383333333333
COPS5	0.182333333333333
TPM4	-0.165428571428571
TNFSF4	1.25716666666667
ACADSB	-0.872777777777778
HERPUD1	1.00625
BCL2L11	-0.724111111111111
CEP78	-1.358875
CDCA3	-0.57075
WBSCR19	0.1345
MYO1A	-0.9995
PPEF1	-0.0891666666666667
LOC440348	-0.81025
CPEB2	0.027375
BPTF	-1.03966666666667
RPL21	0.0844375
GSX2	0.165
ADPRH	2.20133333333333
C17orf68	0.351833333333333
KCNS1	0.812333333333333
MLLT6	1.7779
PIWIL4	2.56775
RNF26	-0.4035
RAP1B	1.4955
ADAMTS1	-1.1942
ZNF571	0.59225
P2RY6	1.851
TRIM21	1.86283333333333
CADM3	0.513
NLRC5	1.47933333333333
ADRA2B	1.558
LOC90835	-1.23775
PCF11	-0.825
LOC400451	-0.2895
GLTSCR1	0.4245
C17orf88	-1.073
CDH16	-2.1055
FGF7	4.766
PCSK4	-1.22566666666667
NPC1L1	-1.807
TAT	0.20075
TBCA	-1.202
MGC33407	0.2095
GPR115	-1.185875
CYGB	1.2015
FNBP4	-0.819833333333333
C12orf43	-0.52025
CBL	-0.00909999999999999
CLECL1	3.2545
PPAPDC1A	0.17575
WDR25	-0.219
SGCA	3.149
C22orf29	0.252
YIPF1	0.888
GALK2	0.0225
RAB3B	-4.07241666666667
LOC440087	0.70875
UCP1	-0.6005
REEP5	0.542
FADD	-0.2747
FOXA1	-1.980125
CACNA1A	0.242166666666667
ABI1	1.05266666666667
GRIN2D	0.567
SLC1A4	-1.1585
LOC401127	-0.327
HINT2	0.4935
PLD4	1.2635
ZNF286A	0.20175
ENY2	-0.08775
IL1F6	0.1265
PXDNL	3.366
C20orf79	-0.2265
TNFSF13B	5.06016666666667
DENND3	1.77525
JARID1D	-3.3525
HIST1H2AK	0.138375
LOC93349	0.6791
SSH1	-0.7812
ENSA	-0.76175
LOC219854	0.124333333333333
CKAP2	-0.6814
DKFZP564J102	0.268
MGC87315	-0.61
HNRPAB	-1.33475
AMH	-1.461
ZNF526	0.7855
BRUNOL5	0.2755
CACNG3	0.237833333333333
TRPM1	-4.4645
PPP2R1A	0.3265
COL2A1	-1.7345
DDN	-0.026
FLJ25770	0.339666666666667
HK2	-0.226857142857143
ELOVL6	-1.014625
MDK	-0.59325
EPHX1	1.00275
RASSF2	1.38325
DKFZP434B0335	-0.0165
DLX3	-0.05225
PRTN3	-0.83975
AVPR1A	1.9135
C21orf125	-2.1645
TNFAIP8	0.916333333333333
GNB2L1	-0.3005
CALCRL	3.17425
SCGB2A2	6.26883333333333
UBXD7	-0.16775
ZNF674	-0.0995
TMEM35	0.559375
BRSK2	-1.083125
HECTD3	0.0838333333333333
TMEM188	0.000416666666666653
LGALS9	3.564625
SCARB2	1.27683333333333
USP34	0.601583333333333
C17orf28	0.844916666666667
ZDHHC23	0.4265
AQP12B	-0.332
SLC16A3	-0.78
APLP2	0.73425
ITIH2	-5.5465
MICAL3	0.293625
TNNI3K	0.369
HDAC2	0.1375
PRR7	-0.173
THBS2	0.131
LOC751071	-0.8455
CA2	0.278166666666667
RANBP17	1.24375
RLN3	0.50475
CRYZ	0.374833333333333
GBAS	0.0353333333333333
TAS1R1	-0.15775
MPZL3	1.136
PCDH8	-1.9245
HSP90B1	-0.153166666666667
KCNK15	-0.987
TNIP2	0.3355
GPR146	1.2435
NOL6	0.230125
SPC25	-1.85877777777778
STEAP2	1.48435714285714
VAMP3	0.267333333333333
TCIRG1	0.92425
ZP4	1.07933333333333
PARL	0.81325
TRIM39	0.1295
KIAA1305	1.9605
CRNN	0.496833333333333
GRN	1.2135
HSH2D	0.53725
SCAMP1	-0.4815
KIAA1913	0.76825
PTS	0.057
BANP	-0.342142857142857
PRKACG	0.51925
ADCY6	0.105666666666667
C16orf46	0.155
CYP51A1	-0.344125
DDC	-3.53625
ANPEP	0.528833333333333
PROM1	3.18083333333333
SIGLEC10	3.73775
COPG	1.0405
FAM26E	1.691625
TRIP4	0.51825
SNX3	1.46783333333333
C1orf175	0.654666666666667
PPY2	0.0665
C14orf152	0.322666666666667
FTSJ1	-0.2565
DST	-0.2254
LOC554235	0.15275
GLRX5	-0.6465
C20orf12	1.3468
CAB39	0.0585
MSH2	-0.278166666666667
PIP4K2C	0.646
CYLD	1.117625
WTAP	0.811125
MGAT4A	1.78766666666667
TSC22D4	0.0493
CHRM2	0.588
PPYR1	0.550666666666667
CCNH	-0.6695
RRM1	-1.5915
ECAT8	2.39825
LOC400120	1.343
GABRA4	0.102125
C14orf4	1.50483333333333
C1orf59	0.593
CTDSPL	-0.374166666666667
NHEDC2	-0.118
PDE11A	-1.6784
KLHL29	0.7975
CD5	1.0647
TSPAN9	1.07625
WDR67	-0.60075
THUMPD1	0.0471
C18orf17	-0.1345
CLYBL	-0.00449999999999999
FLJ13231	-0.021125
CMBL	-2.1955
LECT2	-0.17825
NKAPL	3.13566666666667
LOC654780	1.049
OR4C6	1.0515
RAB30	-0.401
TSSK4	-0.683
TMEM163	1.8745
OSBPL11	0.59
GNB5	-1.12616666666667
CCL21	3.8275
C1orf121	0.984666666666667
FMO2	3.15766666666667
RPTN	0.6205
MSTN	3.3005
VCL	-0.276357142857143
FYTTD1	-0.14925
C11orf1	-0.47075
CCDC88C	0.1146875
HFE	-0.171888888888889
MOGAT1	0.1695
FAM125B	1.171
IRGQ	0.4445
RAVER2	0.87275
AKAP5	-1.568
SSSCA1	-0.33925
C11orf63	-0.349125
ACTG2	3.4309
PORCN	-0.877
DTL	-1.99681818181818
TMEM151	0.3305
FAM122C	0.09075
RSAD2	6.0707
BAT4	-0.5175
KRTDAP	-2.35333333333333
MYH8	0.447375
CRTC3	0.61425
LRRFIP2	0.4172
INTS4	-0.391166666666667
TTN	-0.400333333333333
SLC26A5	0.36
PLLP	-1.18425
RGS6	0.683125
SRGAP3	0.295125
ZNF525	-0.147333333333333
NBR2	0.255666666666667
C13orf1	-0.0288
ZNF137	-0.2395
CEP27	-1.328
BEST2	0.1135
RNF121	0.2585
DMRTC2	0.18175
C8orf76	-0.271
BCCIP	-0.191
MEST	-0.335
HTRA2	0.007
ANGPTL2	1.25625
ILKAP	-0.433666666666667
ERAS	-0.2035
HBS1L	2.083125
CPA5	0.2655
TMEM30A	0.847333333333333
CD300LF	3.5075
WISP3	3.1885
CRK	-0.0218571428571429
PDS5A	-0.6728
BRPF3	0.402666666666667
NEDD9	-0.08375
SMPDL3B	1.89975
PSG6	0.86275
PSMD13	-0.1235
ETV5	-0.0636875
OR51A4	0.045
BTBD7	0.0461666666666667
GSTO1	-0.6785
hCG_16001	1.416
MAD2L1BP	0.1025
COX6A2	0.726
SCNN1A	-0.6465
LSM1	0.5635
UGT2B11	-3.39675
IDUA	0.49025
PPP2R3C	-0.236166666666667
COX11	-1.153
PDZK1	-3.83575
ZNF443	-0.636666666666667
MGC21874	0.329666666666667
ZNF323	-0.0319
KRTAP10-10	0.4875
CXCL6	2.068
SLC34A2	4.0963
LOC284402	0.9125
NPTN	0.364583333333333
UPP1	-0.458333333333333
SLC6A9	0.187
OR7G3	-0.0475
CISD1	-0.536333333333333
ZNF545	-0.398833333333333
SYT14	-0.5085
NT5C3L	0.563833333333333
ZNHIT3	-0.0866666666666667
SNRPD3	0.0835
KIAA0701	0.51175
UNC93B1	1.46533333333333
GMNN	-1.440375
SPCS2	0.926
LOC388524	-0.039
NAPRT1	0.854125
PNLIPRP1	-0.215333333333333
OR6V1	1.2355
PRKAB1	-0.95175
EYA4	-3.84966666666667
KIF20A	-2.19925
ALG10	-0.201
ITPKC	1.3675
LMX1B	-0.307333333333333
RPUSD4	-0.00683333333333333
C7orf34	0.312333333333333
DLGAP2	0.510375
PFN1	0.0424
MICALL2	-0.597083333333333
ZNF654	-0.9435
SS18L1	-1.092
SLC16A8	0.7195
MKI67IP	0.0646666666666667
ITGB3	-0.478875
TCEA3	1.23925
CEP152	-2.0329375
CLIP1	-0.178125
ZNF75	0.180625
ATP5C1	0.1475
NUDT5	0.375
PSCDBP	3.04125
UBP1	0.262
RBM27	0.5435
C13orf15	4.105625
ZNF282	-0.015
ZNF222	0.328
COL10A1	4.7905
PRDM15	-0.43725
TTTY5	0.278
FAM9C	0.00225000000000001
C20orf67	0.07725
GNG13	-0.7165
F12	0.46475
C1orf41	-0.2445
CPXCR1	0.342
GSK3A	0.165375
SUPT6H	0.181333333333333
PI16	3.38816666666667
ELL2	-0.21525
C9orf167	-0.689666666666667
PVRL3	-2.0739
FLJ38596	0.631
ADAM20	-0.095
GPR89A	-0.292
GPR87	0.7855
ZNF30	0.215
SMR3B	4.431
ZNF770	-0.192375
TRPC4AP	-0.579666666666667
DKFZP686E2158	-0.259333333333333
C2orf28	-0.206666666666667
FREM1	0.639333333333333
LAMA4	0.709
ADPRHL2	0.20525
EIF4G2	0.663333333333333
GUCA1A	-0.043
CTNNA2	-2.100625
NUDT15	0.0623333333333333
CEPT1	0.658
ZNFX1	1.0498
CCDC92	1.4105
TDRD1	-1.241
KCNK5	0.321
ETNK1	-0.354166666666667
LTA	0.889
TTPA	0.777
B3GALNT2	-0.229625
SC65	-0.881666666666667
PEX5L	-2.137625
EPS15L1	-0.71275
MGEA5	-0.64325
HIST1H3A	0.63175
ING1	-0.070375
BCAT1	-2.15025
ORC6L	-2.55990909090909
KLK11	-3.69633333333333
C19orf28	-0.197875
DNER	-4.575125
MED22	-0.408142857142857
ETV6	1.53
CHAC2	-0.34225
CD300E	0.601
CEBPB	1.75833333333333
ZNF398	-0.2075
LRCH3	0.0425
HMGA1	-0.352166666666667
CAPN7	-0.486833333333333
MGC5566	-1.972
CCL3	4.2685
NANOS1	0.71375
ZFYVE19	-0.726
APITD1	-0.957833333333333
PARD3	0.532875
IRAK4	-0.491166666666667
SERPINI2	0.0775
CEP170L	-0.439
TTC9	2.42175
MYOM3	-1.7235
MLPH	-2.51075
LOC222699	-0.5815
NRG1	-1.58466666666667
TBC1D9	0.529
TTK	-0.927
ZNF557	0.4716
DDX41	-0.0373333333333333
FANK1	0.775
UBE2D2	-0.275
PSMB10	1.393875
MYH7B	-0.0395
GABARAPL2	0.034875
MARVELD2	-0.388166666666667
DGCR2	0.558833333333333
UNC45A	-0.115833333333333
C6orf72	0.218
ZNF683	5.152
GIT2	0.3855
CASK	0.808166666666667
C14orf161	3.0845
LRRC44	-1.05725
TIFA	0.6795
UTP11L	0.007625
C6orf65	-1.09575
FDPS	-0.271
