Hybridization REF	TCGA-BH-A18R-01A-11R-A12D-07
CYB5R2	0.44225
DNTTIP2	0.0315
CSGlcA-T	0.65475
GABRB3	-2.12825
PCBD1	-0.306166666666667
TAF3	0.06325
HOXD3	-1.23516666666667
GIPC3	-0.254833333333333
P11	0.8179
BFSP1	-0.3555
LCP2	-0.02725
TAS2R8	0.087
SEZ6L	-1.111625
NR2C1	-0.87775
EXDL2	0.6939
TNFRSF13B	-1.95816666666667
MKI67	-0.34325
GLS	-0.716166666666667
C7orf54	-0.8314
LGALS13	0.133333333333333
IL4R	0.142
SEC11A	-0.643
SPP2	0.178333333333333
C18orf32	1.0655
CLSPN	-0.795333333333333
SPAG1	0.407875
C9orf82	0.34425
TM4SF1	0.770166666666667
EMILIN2	1.0025
SMG7	0.455333333333333
TAS2R13	0.2185
ZNF628	0.4445
DZIP1L	-0.844833333333333
ANKRD13A	0.015
VASP	0.388625
ZCCHC11	-0.7945
SYPL1	-0.458625
MGC34774	0.37
C4orf28	-0.2995
KIAA1211	1.26858333333333
RPS27L	-1.27425
TATDN3	-0.59725
PDCD1	0.07825
OR5P2	0.4435
IFIT1L	0.504
MIPOL1	-0.6965
OR51D1	0.229
C1orf92	-0.582833333333333
LAMP2	1.37505555555556
CAT	0.2405
C16orf80	-0.30075
C15orf32	0.5025
ZNF746	0.45725
C1orf76	-0.2735
ATXN1	-0.3855
LAMC2	0.004125
SLC2A7	-0.342
CPOX	-0.3175
APH1B	-0.455833333333333
LOC442245	-1.103
CTNND1	1.10594444444444
GABRG2	-0.4185
MADCAM1	-0.3215
F5	-3.002375
SEMA4F	-1.93883333333333
NUDCD3	0.23475
PDZD11	-0.2995
TRIML1	-0.0585
GCNT3	-2.41716666666667
TMEM120A	0.783
CNDP1	2.2415
N4BP1	0.094625
SLC35F2	-1.055625
LCP1	-0.46525
IGBP1	-0.3943
DCAKD	-0.487
ELA2A	-0.3635
C12orf56	-1.315875
PITRM1	0.694714285714286
GUK1	1.153
RASSF8	-0.185125
OR2A14	0.23925
ADM	-3.06166666666667
FGD3	-0.399333333333333
GHRHR	0.0273333333333333
RHPN2	1.1305
C4orf39	0.1935
VPS72	-0.1725
SERF2	0.680388888888889
CD22	0.362833333333333
CD47	0.0406
PPIC	-0.82
IMPDH1	0.304333333333333
ACP6	-0.902666666666667
PRKACA	0.32725
PPP1R1A	-0.09375
TRPV3	0.0885
ASXL1	-0.672625
C17orf55	0.522666666666667
FXYD1	0.320666666666667
LMOD2	0.537
ANKRD33	0.329
LCE2C	-0.326125
ZNF620	0.7275
DKFZP566E164	-0.73475
VSIG2	0.6035
KIAA1128	0.8595
USO1	0.0836666666666667
NUDT4	0.953857142857143
CLDN1	-1.888
OR4Q3	0.772
FASTK	-0.441833333333333
ICOS	1.704
LDB1	0.5545
GSTA5	-1.30275
ABCC1	-2.06916666666667
FAM54A	0.261
PCBP2	0.422833333333333
NUP205	-0.937
ACTA1	-1.10833333333333
GABBR2	-1.46275
PIP5K1B	-0.748333333333333
AGXT	-1.49883333333333
RNF181	0.10325
ATP8A2	3.6655
AFTPH	0.7865625
FGF21	0.14125
FCER1G	1.355625
SNTB1	-2.2125
SLC24A3	-0.0975
TXNL4B	-0.305
RPL10L	-0.377333333333333
LOC389517	-0.4322
TSGA13	0.748
SHOX2	-0.557166666666667
ITGA7	-0.7133
KCNIP2	-0.2175
KLF13	-0.0464
ZFAND2A	-0.844
CEACAM1	-1.49192857142857
PFKFB4	-1.91333333333333
MED19	0.2395
LRRC57	0.406333333333333
RNF11	0.01825
ANKRD32	-2.37475
P117	0.26775
OBFC2A	-0.634333333333333
POLD3	1.15075
RAB18	1.76125
TPH2	-0.3425
PHB	1.1274
JDP2	0.954666666666667
MORF4L1	-0.1543
POU2F1	-0.63625
CNNM2	-0.726333333333333
LOXHD1	0.0315
ZC3H15	-0.18225
ELK3	-0.0105
FAM111B	1.4265
CBLC	3.61616666666667
SBNO1	0.50225
ANKMY2	-0.26575
PLEKHA5	0.23825
DHX58	1.14916666666667
ARCN1	-0.2625
TREML1	0.4869
KNCN	-0.101
SEC24A	-0.933125
PSCA	-0.30475
MGC24125	0.021
DNA2L	-0.49475
CIB4	0.04025
HIGD2A	0.077
TBX6	-0.103
TTLL5	-0.430166666666667
SGK3	-1.19583333333333
GCN1L1	0.62325
AMOT	0.135
LDOC1	0.0971666666666666
NRK	0.361333333333333
ASB9	-3.3235
NAT1	1.242
TRAFD1	0.8075
PEAR1	0.443
FAM36A	0.374625
OR1S2	0.556833333333333
LOC388323	-0.77975
PGS1	0.399666666666667
LEPREL1	-3.43075
TFF1	-3.97675
HAP1	0.143
EPHB2	-0.10425
ACTG1	1.00533333333333
ZFP42	-0.5735
HAVCR2	0.00479999999999997
NME1	0.353
SNX26	-0.217583333333333
LACTB	0.345333333333333
ZKSCAN2	-0.63725
C5orf35	0.311
ANKS3	-0.764
RBM28	-1.08375
DKFZP586P0123	-0.53925
HNRNPA1	0.0831666666666666
BCAS3	-0.99925
FLJ20184	0.3505
POLA2	-1.19083333333333
TMC7	-0.462333333333333
HSD17B6	1.0715
ZNF658B	0.0241666666666667
TTTY10	-0.0933333333333333
RANBP9	0.804583333333333
CPNE7	-0.8145
EVL	-0.295529411764706
LNX1	1.43033333333333
IFNA21	-0.257333333333333
CFD	1.376
PYCARD	1.38766666666667
MYBPC2	-1.232
ENPP3	-1.52066666666667
ACSL4	-2.1855
LOC440258	-0.640666666666667
TMEM176B	2.98033333333333
SOX2	-4.199375
SCO1	0.339833333333333
COMT	1.47575
AOC2	-0.34475
PDLIM5	0.1915
SPHK2	0.147166666666667
NXPH2	0.4505
GPR108	0.491
RAD51L1	-0.428833333333333
TMEM54	0.39275
LETMD1	-0.538
SLC6A17	0.2385
KRT75	-0.303
STT3B	-0.139166666666667
CD3EAP	0.2375
TMEM63A	0.31725
DUSP13	-2.302
CD1C	0.257833333333333
LASS2	0.241166666666667
AVP	0.5655
PITPNM1	-1.266
FLJ22795	-1.3275
MCTP1	-2.27725
TRIM68	-0.13
UCK2	0.0435
ABHD1	0.18775
FAM50A	-0.255
RNASEH1	-0.862666666666667
PCP2	-0.356333333333333
OR52H1	0.6185
C20orf149	0.4525
RBP5	2.91816666666667
HYAL3	-1.75025
CLPB	0.11575
SMNDC1	0.42275
DONSON	-1.39833333333333
FLJ27523	0.35025
BARHL2	0.0758333333333333
SLC30A9	0.724
TMPRSS11B	0.22775
E2F8	-0.1305
CCDC25	-0.150833333333333
C14orf48	0.165666666666667
C20orf116	-0.016625
TSPAN11	0.4445
YIF1B	-0.773333333333333
FAM12B	0.3625
OR1L6	0.2445
HPN	0.7531
NBN	0.763125
C14orf94	0.047
OCLM	-0.089
ZSCAN18	1.0512
L3MBTL	-1.7022
TSTA3	2.09216666666667
RAC1	0.032125
C19orf15	0.493333333333333
NFE2	-4.43575
KLK14	0.3455
ARSF	0.1835
MAST2	0.245833333333333
AMICA1	2.77133333333333
GTF2A1	0.41075
ATP1A3	0.71425
TC2N	2.4722
PNKP	0.584
ODZ2	1.486125
MATR3	0.525
S100P	-3.66525
KRT82	0.6625
CA13	-0.6984
PROZ	-1.39466666666667
AASDH	0.115625
C19orf40	-1.0865
DCK	-0.0355384615384615
FAM5C	-0.88225
SLC6A4	-0.599
MID1IP1	0.582625
TESSP5	0.1205
TMOD4	-0.0771666666666666
DOCK2	-0.895166666666667
TUG1	0.58125
NUP214	-0.89975
DPYSL2	-0.626136363636364
GOLM1	-0.544916666666667
MPFL	0.08425
SOX13	0.90925
SDCCAG8	0.8513
KEL	-2.6035
NUP210L	-2.3945
GK	-0.59125
DNAJB1	0.813
ALPK3	-0.1655
CHID1	0.1915
CYLC2	0.363
IKZF5	0.45075
C8orf51	1.1995
PPM1J	-0.154
GIMAP8	2.21016666666667
GPR101	-0.0715
NR2F1	0.7025
ACAD8	-0.025
RBM35A	2.13425
GNAI2	-0.409666666666667
METTL8	0.0803333333333333
SLC39A7	-0.16375
FBXO8	-0.011
CAMK1	-0.9435
RFC3	0.053125
FAM129A	0.226142857142857
ILF2	-0.10175
FGFBP3	-1.3735
NOM1	-0.682
PSMA3	-0.4755
ASCC3	-0.1686
ZYG11A	0.26875
SOX21	-1.23275
LYRM1	-0.807
DEFB1	0.077
LOC91431	-1.9475
OR7C2	0.658
FAM46B	-0.413625
TMEM18	0.602625
ARHGAP30	0.969333333333333
TMEM86A	2.85158333333333
EPHA2	-1.29716666666667
C10orf46	0.87875
TCHH	-0.847166666666667
C3orf30	-0.211166666666667
LOC285636	-0.356333333333333
PAIP2	0.5785
CYP2U1	-0.6905
C12orf34	1.11375
SARS2	-0.1305
ZCWPW1	-0.1495
SAMD12	1.041
KIAA1430	-0.32625
ACAT1	-1.18275
MEOX1	2.28966666666667
ADAMDEC1	4.46875
PHKA2	-0.97625
CARD11	-0.8855
CALML4	-1.339
TSSC1	-0.24825
TMEM45A	-1.97011111111111
MPP7	1.70975
POU1F1	-0.015
SLC2A13	0.1006
FBN2	2.09878571428571
ZC3H7A	0.3449
LAIR2	-0.723
ST3GAL1	1.4605
LCT	-2.246
GEMIN8	0.192333333333333
KLF16	0.3138
HIF3A	0.026
FAM44A	0.426214285714286
AQP10	-0.9321
PLA2G2A	-1.625
FOLH1	1.133
C20orf186	0.3985
MAPKAP1	-0.45025
SPRR2D	-0.82125
UBQLN4	0.0155
RSHL1	0.044
PIAS3	0.319
MRPL24	0.32575
GREB1	-2.484125
FAM27E3	-1.152
NUP62CL	-0.309
NEUROG3	0.391
REEP3	0.126333333333333
MARK1	-0.592875
LMBRD1	0.3705
PRPF19	-1.8275
PNMT	1.72266666666667
CTGLF1	-0.723
SLC25A16	-0.4085
EIF2B3	-0.4705
RPA2	-1.25175
PAK6	1.87216666666667
CCDC26	-3.358375
SEMA3E	1.21075
MXD4	1.1813
TNFSF10	2.5399
SMARCB1	0.311666666666667
DTX3L	0.928833333333333
PLA2G4E	0.015
PPAP2A	-0.29825
ULK1	0.342
TAS1R3	0.0315
SLC2A3	-3.14136363636364
ARID3A	-0.69125
GNG5	-0.63875
ACOX1	1.365
KIF5B	-0.0955
NUP153	0.0355
MUC7	-0.0395
CSDE1	-0.5255
CLPTM1	0.44125
C3orf23	-0.227
LRRC17	-0.212166666666667
TTYH3	-1.239125
ATP5B	0.33
ELF3	1.3806
CPSF3L	-0.395166666666667
ZNF665	0.307666666666667
TLR6	-0.1074
GPI	-0.338875
RAD9A	-0.317625
NDST4	-0.42775
AGPAT3	0.3675
MAGI3	1.68183333333333
ADORA2A	2.26325
CACNG7	0.308
CAMK2D	-0.778857142857143
CCHCR1	-0.71325
RPS27A	-0.6645
OR10G7	0.0951666666666667
GCM2	0.281
FAM135B	0.2855
E2F1	-0.73975
PLCB3	-0.1955
OR2AE1	0.2265
COIL	0.947666666666667
CDC25C	-1.06683333333333
RAB11FIP2	-0.487333333333333
TSC2	-0.0635
CTGLF5	-1.116
CCDC108	0.2933
OR13C4	-0.1495
C10orf81	4.22625
PTPRB	0.97425
ACP2	-0.27675
LAG3	0.32025
MRPL54	0.7365
LOC201175	0.227
ITGB1BP3	-1.333
SPTAN1	-0.353666666666667
SIPA1L2	-0.0825
RCAN2	-0.8925
CDX2	-1.0235
ECOP	-0.96475
ACTR1A	0.629214285714286
PPARG	-2.29283333333333
BBS10	0.0513333333333333
TMEM44	-1.635125
BPIL2	0.6775
CITED1	0.1645
IRF6	3.73375
PRDM4	1.04483333333333
RRP9	-1.05433333333333
OR10H4	0.21375
IL31RA	-0.1815
GNB1L	-0.5685
MYBL2	-1.185625
ZNF407	0.928166666666667
PPIG	-0.5345
TTC18	1.38525
RPSA	-0.2665
MAPT	-0.141375
MRE11A	0.0376428571428572
C8orf37	-0.387
RASGEF1C	0.4655
STBD1	0.489
CTAG2	-0.484333333333333
MGAT5B	-2.175
ECM1	-0.312625
RLN1	0.095
PARP14	0.55675
EPB41L1	0.0714
HOXA3	-0.40975
MAGEA9	-4.04675
RPS8	-0.136333333333333
RPS19BP1	0.106
FOXJ2	1.324375
C10orf76	0.27975
IL17RE	0.532
C10orf65	0.915
ZNF343	-0.451666666666667
FBXO33	-0.401125
UHMK1	1.4787
LY6G6C	0.4175
FGF19	-2.345
C14orf128	-0.149166666666667
IFIT2	1.541375
TIGD1	-0.2425
S100G	0.0405
GUCY1B3	1.609
NR3C1	-1.0855
CORO1B	0.804333333333333
PARP11	0.282666666666667
DNALI1	4.0755
OR4N4	0.119
MAP2K6	-0.549833333333333
FSTL4	0.1135
ANKRD47	1.17875
TMEM171	-1.223
PNLIP	-0.347333333333333
YY1	0.0685
CCDC138	-1.91183333333333
AASDHPPT	1.6386
CKS1B	-0.2691
MCM3	-0.545
ANAPC7	0.5485
FAM110A	1.159
CDC37L1	0.383666666666667
THTPA	0.3285
NBPF20	-0.7395
WDR24	0.24525
NPTX2	-4.388
CBLB	0.561166666666667
CETN1	-0.215333333333333
RPUSD1	0.5895
FAF1	-0.55
CDK6	-3.1324
HMX2	-0.0885
CSK	-0.238333333333333
TEAD2	0.60725
SNAP25	0.2835
TUFT1	1.2624
TMTC3	2.53516666666667
LCK	-1.52975
SGOL1	-0.625166666666667
AKTIP	1.5255
FURIN	0.23775
SOX12	-0.554
DEFB103A	0.01025
RAMP1	-0.76875
KIR3DX1	-0.5735
GAS2L3	0.399
PDE8A	-1.31
EDN3	2.714
GMIP	0.3495
SF3A2	0.33175
FN3KRP	-0.81275
SMAD7	0.89775
RHBDD2	0.48525
OR11H6	0.1345
PPP1R3B	0.411666666666667
C9orf23	0.14825
CADPS	-2.31225
GOLGA8A	-3.783
TMEM57	-0.0363333333333333
RGL3	0.639
S100A14	3.131
FGFR2	0.1298125
XRCC3	-0.58975
RTN4RL2	0.22375
MGC3771	0.447
GH2	0.365666666666667
BTBD2	0.2925
LMO2	-0.4365
RDBP	0.11375
ACRBP	-1.28575
AMY2A	2.38
DUOXA1	0.53
PTK7	0.981666666666667
TWF2	-0.449
FAM80A	-1.321
TNNI2	-2.64933333333333
GLT25D1	-0.781666666666667
OCC-1	-2.25475
CYC1	0.937
RPL22	-0.559227272727273
MORN3	0.734333333333333
DISP1	2.6565
PRB2	0.06
CHUK	0.81425
HR	-0.36625
CCDC134	-0.431875
DENND4B	-0.6415
C14orf130	0.659
RAB33A	-1.48025
DCST2	0.2585
TNMD	-1.082
PEX7	0.812
FAM62A	0.05425
SRD5A2L	0.982
IL22	-0.45875
RPS26	-0.108666666666667
HOXC5	0.257
SPATA6	-0.30025
FLJ38482	-0.18875
ZNF234	1.6015
C18orf22	1.108
SPATA22	0.81375
THOC1	-0.55375
CYP7B1	2.381
KCNC3	0.36125
C8orf42	-0.49
ALDH1B1	0.376166666666667
CCDC100	0.2591
ARMC4	-1.783
FAM18B2	0.31325
SLC44A1	0.769625
FBXO17	-1.45133333333333
C6orf107	-0.09525
C19orf29	-0.354
ZC3HAV1L	0.40175
PARP6	-0.0816
SULT2A1	-4.787125
C1orf159	-0.73875
TMC1	1.05125
CHST14	0.1425
GAMT	0.759
SMCP	0.223166666666667
TSPAN33	0.721583333333333
MIDN	-0.588
NOX4	1.39625
RNASEN	-0.3769
TBX1	-1.36833333333333
SALL2	-0.97325
C10orf35	0.432
CYP2E1	-0.678
LRFN2	3.104
ACO1	-2.39416666666667
IQCG	0.1016
MEGF9	1.10325
TM7SF4	0.851
PLEKHA1	0.239333333333333
STK33	-3.04675
C1orf210	2.5795
SNUPN	-0.0923
KIAA0406	-0.9318
C20orf29	-0.687
TMEM55B	-0.0225
OSTM1	-0.7870625
CLCN7	-0.74125
OTP	0.24775
FLJ23049	0.3825
HEATR4	1.0495
MAP3K10	-0.218333333333333
PCDHGA9	0.197
AMDHD2	1.11025
LCTL	-1.0145
PDCD2L	-0.3545
CABLES2	-0.196
SLC5A9	-0.6635
CLCA2	2.557
MGC16025	0.1495
STRAP	-0.120666666666667
C20orf196	-1.23
RRBP1	0.015
NAT13	0.02075
MAT2B	0.20925
CSNK1D	-1.158
KIR3DL1	0.27425
PRKAG3	0.445
ZNF599	0.332
PRM3	0.546
PER2	1.85183333333333
ASPHD1	-2.356
PRMT6	-1.035
KCNE1L	-0.506714285714286
FAM118A	-1.03216666666667
TAF4	0.217
NDUFB6	-0.146
TRIM9	-1.11736363636364
PMFBP1	-0.62625
KY	0.958
DKFZp762E1312	-1.01572727272727
CSMD1	-1.18425
TBP	-1.0145
OR1Q1	0.0338333333333333
RETNLB	0.26825
HPGD	0.00885714285714285
DNAJC12	0.710666666666667
FKBP1B	-2.48725
ANKRD24	-0.2425
CXXC5	0.530833333333333
IL3	0.273875
DRAM	0.2307
PTCH1	-1.17875
TP53BP1	0.0715
SLC17A7	-0.026
COL25A1	-0.561888888888889
AMACR	-0.493166666666667
RHCG	0.60175
VPS13A	-0.722333333333333
FAM55D	1.438
PRPF38B	-0.106333333333333
OSBPL6	0.305
PFDN5	-0.276
CMTM6	1.11075
KCNK12	-1.765
RP2	0.32175
C16orf52	-1.954
PICK1	0.4215
IFNE1	-1.23516666666667
SEMA4B	0.3675
TYRO3	-1.64125
OR12D2	0.1085
CSNK1A1	0.83535
FANCF	0.60025
LONP2	0.594875
TBL1Y	0.74625
LDOC1L	-0.090625
CCNC	-0.3705
C3orf60	0.67875
CHKA	0.36125
UBAP1	0.275
MAP3K1	1.34
ANKRD9	-1.39125
FAM92A1	-1.01416666666667
GAB2	0.255375
AZU1	-0.1575
DIS3	-0.437333333333333
C21orf109	-0.79075
IQCB1	0.6265
SPATS2	0.366
EFCAB3	-0.15775
PRB3	0.488625
FUZ	0.263166666666667
ZNF813	0.640625
BMPER	-1.045
HEG1	-0.706125
ALS2CR11	-0.8925
SURF2	0.43225
PSMC1	0.21825
OR2D2	0.2665
SLC7A8	2.71783333333333
C4orf40	0.5035
SPATA7	-0.45
MAZ	0.89375
PIN4	-0.4275
PDE1A	-1.354125
TAF6L	-0.481833333333333
OR2T34	0.428
KIAA0284	0.39075
ACADS	1.75754545454545
MKRN2	0.463
C18orf56	-1.3945
MS4A6E	-0.00683333333333333
GALNT4	-0.0259
C22orf31	0.5215
FLJ36070	0.325
PSME4	-0.469
TFG	0.2389
EPHX2	1.106125
ANXA5	-1.00175
KRTAP1-1	-0.1711
BATF	1.97825
KARS	-0.71175
MSTP9	-0.513
GPR26	-0.193
CCDC72	0.645
TEF	0.920666666666667
FOXK1	-0.5494
PRLHR	0.184
EMX1	0.33625
C11orf30	0.218375
ICK	0.68925
THSD7B	-0.25225
C21orf100	-0.523
DUOX1	1.804
EFCAB4B	0.40025
UBE2G2	-0.6605
C3orf54	-0.26575
PARP1	-0.2595
FAM60A	-1.0215
C6orf146	-0.04525
OR9K2	0.4235
DDX55	-0.256833333333333
RPS15	0.181333333333333
ZNF618	0.572125
DKFZp686D0972	0.45925
SSPO	-0.733
SHFM3P1	0.554666666666667
CPA6	-1.306
JAG2	1.4655
DEFA3	0.14075
PPBPL2	0.0621666666666667
CD34	3.677625
SLCO4A1	-2.721125
AFG3L1	-0.991833333333333
SHD	-0.246
RP13-122B23.3	0.26
PRKCSH	-0.4625
DPH5	-0.000833333333333335
HLA-F	1.919
TBC1D4	-0.18175
RIG	0.1135
GLUD1	0.681333333333333
HNRPCL1	1.018
HBXIP	-0.348
RNF207	-0.4145
APIP	-0.3805
PLA2G3	1.12433333333333
CCDC84	-2.29575
MYLIP	1.05361538461538
PHIP	-0.093
AARS2	-0.4135
DHX32	-0.00925
SCAPER	0.304666666666667
MEN1	-0.36425
NIP7	0.08525
FLJ25404	0.227
FASTKD3	-0.39575
TMEM158	-3.17041666666667
RARA	1.355
BDH1	1.482
ANKRD16	0.68825
CARM1	0.265
SS18	0.649833333333333
IKZF2	-0.0935833333333333
MYD88	0.36775
PML	-0.03035
TAF1A	-0.86525
CBFB	-0.713125
HIST1H3H	-1.13983333333333
C7orf29	-3.372
COMMD4	-0.415166666666667
DPP3	0.36575
DAB2	-0.23025
LOC388882	-0.11
YPEL4	-0.83125
AGBL3	0.32425
LRP6	0.6771
SERPINH1	-0.188583333333333
TLE1	-0.172
CD244	0.644166666666667
ZDHHC15	-1.1735
MGLL	-0.5479
PLDN	0.57475
LOC654346	1.019
FAP	2.153
GPR37	1.24383333333333
SCARA5	1.66466666666667
EBF4	0.565090909090909
LSM6	0.61725
MLLT1	0.4129375
SLC5A12	0.498
A2BP1	-1.47183333333333
COPS5	-1.25283333333333
TPM4	-0.438071428571429
TNFSF4	0.761666666666667
ACADSB	0.961111111111111
HERPUD1	1.3
BCL2L11	-0.786333333333333
CEP78	-1.096375
CDCA3	-0.315625
WBSCR19	0.6739
MYO1A	-1.6325
PPEF1	1.01416666666667
LOC440348	-0.88225
CPEB2	0.756625
BPTF	1.91283333333333
RPL21	-0.024
GSX2	0.0815
ADPRH	0.489
C17orf68	0.2725
KCNS1	-0.366666666666667
MLLT6	-0.1592
PIWIL4	0.21675
RNF26	-1.41125
RAP1B	0.543
ADAMTS1	-1.8948
ZNF571	0.46725
P2RY6	1.5715
TRIM21	0.5995
CADM3	0.0365
NLRC5	0.506666666666667
ADRA2B	0.136166666666667
LOC90835	-0.409625
PCF11	-0.5175
LOC400451	1.26975
GLTSCR1	0.3451
C17orf88	-0.794166666666667
CDH16	-1.4425
FGF7	2.054375
PCSK4	-0.236333333333333
NPC1L1	-0.822666666666667
TAT	0.5585
TBCA	-0.418
MGC33407	-0.25225
GPR115	-1.407125
CYGB	-0.204
FNBP4	-0.8085
C12orf43	0.57825
CBL	-1.0075
CLECL1	1.01525
PPAPDC1A	1.13275
WDR25	0.4375
SGCA	-0.073
C22orf29	0.140166666666667
YIPF1	1.4755
GALK2	-0.865
RAB3B	-2.77575
LOC440087	-0.652
UCP1	-0.069
REEP5	1.99275
FADD	2.1504
FOXA1	2.653375
CACNA1A	0.0761666666666667
ABI1	0.1335
GRIN2D	0.3785
SLC1A4	-0.422333333333333
LOC401127	0.242
HINT2	-0.097
PLD4	0.319333333333333
ZNF286A	-0.52225
ENY2	-0.60525
IL1F6	0.388
PXDNL	1.09075
C20orf79	0.250666666666667
TNFSF13B	2.32133333333333
DENND3	-0.434375
JARID1D	-3.02375
HIST1H2AK	0.447375
LOC93349	0.3801
SSH1	-0.0644
ENSA	0.23125
LOC219854	-0.801833333333333
CKAP2	0.0537
DKFZP564J102	-0.493333333333333
MGC87315	0.383833333333333
HNRPAB	-0.18125
AMH	-0.7625
ZNF526	0.548
BRUNOL5	-0.0919
CACNG3	0.0396666666666667
TRPM1	-2.434
PPP2R1A	0.651875
COL2A1	-0.57425
DDN	0.229833333333333
FLJ25770	0.463833333333333
HK2	0.453571428571428
ELOVL6	-0.51075
MDK	-2.19525
EPHX1	0.512
RASSF2	0.5275
DKFZP434B0335	-0.80275
DLX3	0.821
PRTN3	-0.2605
AVPR1A	0.35325
C21orf125	-1.289
TNFAIP8	-0.605166666666667
GNB2L1	0.1375
CALCRL	1.92475
SCGB2A2	6.71166666666667
UBXD7	0.03575
ZNF674	-0.00600000000000001
TMEM35	-0.313
BRSK2	-0.900375
HECTD3	-0.0836666666666667
TMEM188	0.131083333333333
LGALS9	1.079375
SCARB2	1.48033333333333
USP34	-0.0878333333333333
C17orf28	2.95125
ZDHHC23	0.6295
AQP12B	-0.0365
SLC16A3	-2.459875
APLP2	-0.07925
ITIH2	-5.705
MICAL3	-0.31875
TNNI3K	0.3964
HDAC2	0.59525
PRR7	0.347
THBS2	-0.568625
LOC751071	-1.68566666666667
CA2	-1.87683333333333
RANBP17	1.44825
RLN3	0.0885
CRYZ	-0.639666666666667
GBAS	-0.481333333333333
TAS1R1	-0.42525
MPZL3	0.2745
PCDH8	-1.2405
HSP90B1	0.0434166666666667
KCNK15	-0.616
TNIP2	0.066
GPR146	-0.22675
NOL6	0.3565
SPC25	-1.38933333333333
STEAP2	2.07414285714286
VAMP3	-0.667166666666667
TCIRG1	-1.0995
ZP4	-0.2755
PARL	0.16525
TRIM39	0.4325
KIAA1305	1.80275
CRNN	0.489
GRN	-0.64525
HSH2D	0.03025
SCAMP1	1.432625
KIAA1913	0.215
PTS	-1.147
BANP	0.221928571428571
PRKACG	0.45625
ADCY6	1.04133333333333
C16orf46	0.3785
CYP51A1	0.192875
DDC	-4.42425
ANPEP	-1.40966666666667
PROM1	0.183166666666667
SIGLEC10	1.741
COPG	1.4145
FAM26E	0.455375
TRIP4	0.304
SNX3	0.946166666666667
C1orf175	0.379
PPY2	-0.05075
C14orf152	0.18075
FTSJ1	-0.607666666666667
DST	0.06195
LOC554235	0.08125
GLRX5	0.117
C20orf12	0.2966
CAB39	0.02
MSH2	-1.732
PIP4K2C	1.33325
CYLD	0.4905
WTAP	-0.3515625
MGAT4A	1.43888888888889
TSC22D4	0.0359
CHRM2	-1.97
PPYR1	-0.049
CCNH	-0.724333333333333
RRM1	-0.2695
ECAT8	-2.295
LOC400120	0.12025
GABRA4	0.079375
C14orf4	1.27133333333333
C1orf59	-0.54475
CTDSPL	0.05875
NHEDC2	-1.279
PDE11A	-1.19125
KLHL29	-0.3335
CD5	-0.2639
TSPAN9	1.2101875
WDR67	-0.3015
THUMPD1	-0.0287
C18orf17	0.18425
CLYBL	-0.689333333333333
FLJ13231	-0.80925
CMBL	0.7015
LECT2	0.02725
NKAPL	1.12416666666667
LOC654780	0.3625
OR4C6	0.1915
RAB30	-0.873
TSSK4	-0.1925
TMEM163	0.837
OSBPL11	0.8145
GNB5	-1.834
CCL21	2.047
C1orf121	0.1205
FMO2	2.23566666666667
RPTN	-0.8665
MSTN	0.601
VCL	-1.13778571428571
FYTTD1	-0.14075
C11orf1	-0.81475
CCDC88C	0.724
HFE	-0.286722222222222
MOGAT1	-0.02
FAM125B	0.471666666666667
IRGQ	0.3205
RAVER2	0.51775
AKAP5	-0.0635
SSSCA1	-0.07925
C11orf63	1.12675
ACTG2	0.5934
PORCN	-1.817
DTL	0.212454545454545
TMEM151	0.538
FAM122C	-1.39725
RSAD2	1.75166666666667
BAT4	-0.0275
KRTDAP	-1.39633333333333
MYH8	0.304625
CRTC3	-0.16625
LRRFIP2	0.3559
INTS4	1.63516666666667
TTN	-0.763166666666667
SLC26A5	0.481
PLLP	-0.23475
RGS6	-0.653125
SRGAP3	0.8775
ZNF525	0.160666666666667
NBR2	-0.990666666666667
C13orf1	0.4358
ZNF137	0.3195
CEP27	-1.6975
BEST2	0.3625
RNF121	-0.831
DMRTC2	0.34525
C8orf76	0.894
BCCIP	0.14725
MEST	0.002
HTRA2	-0.029
ANGPTL2	-0.31425
ILKAP	0.420166666666667
ERAS	0.1815
HBS1L	0.341125
CPA5	-0.1115
TMEM30A	0.573833333333333
CD300LF	1.275
WISP3	1.0685
CRK	0.361071428571429
PDS5A	0.0994
BRPF3	0.556333333333333
NEDD9	-0.587
SMPDL3B	1.1505
PSG6	-1.12775
PSMD13	0.45975
ETV5	-2.0568125
OR51A4	-0.0955
BTBD7	0.760666666666667
GSTO1	-0.893125
hCG_16001	-0.3345
MAD2L1BP	0.201166666666667
COX6A2	0.428
SCNN1A	1.828
LSM1	0.293333333333333
UGT2B11	-2.53775
IDUA	-0.20925
PPP2R3C	-0.891166666666667
COX11	0.3025
PDZK1	-4.381
ZNF443	0.793166666666667
MGC21874	1.30033333333333
ZNF323	1.4047
KRTAP10-10	0.0405
CXCL6	0.07475
SLC34A2	0.7801
LOC284402	0.2825
NPTN	0.739
UPP1	-2.73075
SLC6A9	-0.062
OR7G3	-0.01075
CISD1	-1.06966666666667
ZNF545	-0.119833333333333
SYT14	-0.66
NT5C3L	-0.488333333333333
ZNHIT3	-0.9125
SNRPD3	-0.39675
KIAA0701	0.612625
UNC93B1	0.346
GMNN	-1.779125
SPCS2	1.5115
LOC388524	0.567
NAPRT1	0.555625
