Hybridization REF	TCGA-BH-A1EU-01A-11R-A137-07
KIAA0528	0.428125
MANEA	0.036125
C1orf61	-1.7355
hCG_2001000	0.0535
RAPGEF6	0.1851
KIAA0020	-0.295166666666667
NEIL1	0.93325
C16orf45	-0.84575
RBM10	-0.615
C10orf125	-0.471375
MRS2L	-1.00575
DNAH17	-0.87075
C19orf10	-0.6405
C1orf160	0.41725
SLFN12	1.78525
EXOC3	-0.3175
HIST3H3	0.29275
NCOR2	0.516
TNFRSF9	0.89775
MFSD8	0.50325
ALX1	-4.01833333333333
NOL1	-1.33225
PODN	2.90075
TIAL1	-0.95175
HIST1H1E	-0.4385
NPY6R	0.2955
TM4SF4	0.10425
CORO2A	0.231
ETNK2	0.824666666666667
APOE	0.768
ANGPT4	0.249
HDGF2	-0.7415
G30	0.6915
ST8SIA4	0.3435
F2RL1	-0.1795
FAM19A4	-3.8285
CCAR1	-0.24075
B3GNT7	-0.05975
OPHN1	-0.208
DSCR6	0.7955
C21orf13	1.80933333333333
GAS2L1	0.205333333333333
RFX3	0.106166666666667
COPS4	0.311375
BCHE	-2.78433333333333
BCL2	3.56775
HBZ	-2.93766666666667
ARL13B	-0.00887499999999997
MAPBPIP	0.630375
MYO15B	0.112875
SPZ1	-0.183
KIAA1324	3.60455555555555
PLCL2	0.93175
C4orf29	-0.65575
WDFY2	-0.541625
ZNF284	-0.497
NAALADL1	1.016
DUSP5	0.481833333333333
PXDN	0.050625
SLMO1	-0.75775
TNXB	0.2701
BIRC7	-0.54175
A4GALT	0.747333333333333
TIMM22	-0.1325
FAM110C	0.2765
TOMM34	-0.87675
ABHD9	-0.2245
ADAM32	2.2685
CRHBP	2.2475
AQP2	0.199875
LOC130355	1.095
ZNF187	0.6175
ZNF816A	0.643
F7	0.189375
CNOT1	-0.4763
SLC13A4	-0.09275
ZBTB11	0.18475
B3GALT5	-0.2745
EXOC2	0.206833333333333
IRS1	0.9603
TMEM1	0.1395
MRPL34	-0.322166666666667
SAMM50	-0.4005
CDC42EP3	0.5335
HSF2	-0.405
MFN2	-0.0615
TSPAN7	0.5415
NUCB1	0.290666666666667
RHOH	-0.49025
ARL16	-0.6425
TACR1	0.12875
SFRS5	-0.307333333333333
SNX25	-0.371375
RHBDF1	0.445
PCDH18	3.17166666666667
HMG1L1	-1.05925
MYO5C	1.224
MAPK10	0.7905
LDHAL6A	-0.22
NUDT12	2.03033333333333
NCAM1	-0.1325
GLIS2	-0.4115
GGTL4	-0.1615
DAPP1	0.8445
ATF7	1.361375
KIAA0748	0.34325
NFIL3	-1.12925
TM6SF1	0.8823
SEZ6	0.123125
NANOS3	-0.333
DNAJA3	-0.727
CLDN6	-1.525
CIITA	2.86
EPHA4	-1.007
FANCC	-0.638
CMTM3	0.70825
PSG3	-0.328625
MRPL15	-0.55925
C21orf59	-0.2705
PLCXD2	-0.1195
C2orf34	-0.12075
UBE2L6	1.338125
MED14	-0.157166666666667
HP1BP3	0.6124
C6orf208	-0.0445
TPBG	1.09425
OSR2	1.18975
XPC	-0.556833333333333
KLHL7	-0.613583333333333
CCR3	-0.3265
AGTPBP1	0.0868333333333333
PCSK6	0.447533333333333
STAT5A	-1.0652
FAM18B	0.78825
LONRF2	1.10333333333333
PTPN2	-0.355625
SF3A3	-1.18116666666667
EFCBP2	0.02425
HCFC1	-0.5275
AHNAK	0.42955
ACTR5	-0.38575
KIF14	-3.512
TENC1	1.6005
HEATR5B	1.214
YIPF2	0.480166666666667
MYEOV2	0.162
DUSP18	0.78825
KIAA1012	0.176
AHR	0.044
C17orf53	-1.6985
PTPRH	-2.7205
ATP6V1C1	0.2543
TAS2R3	0.213
LOC440356	-1.2155
COQ10B	0.6835
PSMF1	0.36425
SORBS2	2.2805
NFE2L2	0.32275
TMCO7	-0.62475
SH3PXD2A	0.2232
SH2D2A	0.037
SPINK5	-2.4375
MRPS24	-0.8915
OPA3	0.046375
TRAF7	-0.114833333333333
C4orf35	0.262
MT1G	-1.153125
MGC39545	-0.627
HS1BP3	-0.2466
OR2B2	0.2165
CHRM4	-0.1755
SFRP2	4.12416666666667
RIC3	0.77675
ART1	0.378
C6orf1	0.71975
DUS4L	-0.38
C10orf104	0.4945
TNFAIP6	2.53775
RTEL1	-1.536
CCT4	-0.9692
ZNF709	0.5685
CHMP6	-0.212333333333333
UPP2	0.253
CYP19A1	-1.3215
CD151	0.086
NDUFA13	-0.226166666666667
ARFRP1	-0.677833333333333
FAM26B	2.20225
CRYBA1	-1.612
MRPL41	-0.338666666666667
NPFFR2	-0.9615
HRH2	0.1775
SCAMP3	-0.0883333333333333
MTMR6	0.4199
MTG1	-1.15533333333333
UBTD1	0.59875
CRABP1	-1.275
FLJ33790	-1.4723
KIAA1908	-0.049
GPR158	-1.875
PACSIN3	-0.812166666666667
OMD	3.61183333333333
CATSPER1	-0.0561666666666667
HOXB8	-1.13725
FBXO46	0.156
OAS1	1.69966666666667
SVIL	0.331
PHB2	-0.55025
ADCY3	-0.0025
NDRG2	1.72983333333333
ERMAP	0.5127
APBA2	-1.14766666666667
IGSF9	1.3665
WNT6	-0.414642857142857
MYCBPAP	1.0665
ATP2B2	-0.7585
CPVL	0.7309
TRAM2	-0.492916666666667
NOP5/NOP58	-0.53675
ZNRF4	0.07775
TLK1	0.4295
MTMR12	0.621428571428571
ZNF384	-0.2745
FAM9B	-2.42275
RPN1	0.1583
PMVK	0.4265
EIF3D	-0.1221
SIX2	-0.7465
HPS1	0.377214285714286
RNF7	0.289
PSKH2	0.148
KCTD13	-0.331
CSMD3	-0.1752
FBF1	-0.293
IL8	-3.329875
SERPINB13	0.230666666666667
FBXL20	-0.33275
BLR1	0.357
SH2B1	-0.345166666666667
RFNG	-0.384
RAB20	0.586333333333333
RBM7	0.0095
POLR1A	-0.837
TMPRSS4	-1.98175
TAF9	-0.705125
TERF2	-0.00949999999999999
TNFRSF1A	0.391166666666667
ACADVL	-0.239666666666667
GTF2H5	-0.253
EDG8	-0.069
C9orf140	-2.294
UST6	0.40775
ZBTB8OS	-0.519
ZNF710	0.1415
GPR174	-0.0125
ATP6V0A2	-0.208
KIAA0319L	-0.793583333333333
XKRX	-0.1145
DOPEY2	1.3695
SDHD	-0.0170833333333333
SUMF1	1.44225
OSM	2.8295
OPN3	-1.437
DAGLB	-0.4585
PPFIBP1	-0.3888
TRIM63	-1.813
C10orf53	0.583
LYPD3	-0.0496666666666667
BCL7A	-0.65
AGER	-0.5145
TCF19	-1.434
SAT2	0.37725
PFTK1	0.1715
GABRE	-1.676625
C15orf38	1.1288
FIS1	0.6515
KCNV2	-0.0435
CLPS	0.05175
PPCDC	-0.53925
FOXN2	-0.142166666666667
NT5E	-2.1189
CD83	1.685
IL18	1.73575
VPS16	0.058
IGFBP2	-0.618666666666667
NOTCH2	1.595
SIGLEC1	2.98375
CD93	5.298
SULF2	-0.08675
CEP164	-0.286
P53AIP1	0.209
TOR2A	-0.0268333333333333
ZNF136	0.31675
MGP	3.2512
CCDC144A	0.163166666666667
TRPC1	-0.115166666666667
SMS	-0.473
MAPK7	-0.232333333333333
RRAGC	0.72025
PARD6A	0.393
NUB1	0.967833333333333
SYNGR4	-0.1775
OR11H12	0.3755
WIF1	1.637625
GCH1	0.275
OR11H4	0.1785
SLC44A5	-0.3545
GPRIN2	1.82783333333333
LOC401431	0.41975
CPA4	-2.4046
MELK	-2.86866666666667
IL15RA	1.25325
CUL3	1.421625
HMBOX1	0.0605
PODXL	-1.49175
CCT6B	1.14316666666667
COMTD1	-0.998
MUC20	1.84083333333333
GPX2	-2.90125
ITK	0.55975
FBXL5	1.92475
C13orf27	-1.55075
DEFA5	0.321
TRHDE	-0.2045
MTP18	-0.959833333333333
UQCRQ	0.7198
ITGB2	2.47191666666667
CSRP2BP	0.62275
TAS2R44	0.3195
PHPT1	-0.026375
FAM44C	0.1295
ERH	-0.614
MPHOSPH1	-1.5545
MORC1	-0.375
PARVB	-0.73175
LAMA1	-1.956
PGBD3	0.614
GIMAP6	4.22675
AREG	-0.4285
LIPT1	0.5345
MGC99813	-0.34425
C1orf201	-0.423833333333333
GRIN2A	-0.7552
MAN2C1	-0.696
NSUN5	-1.16875
SF3B5	0.0145
MYC	-1.5791875
NRXN1	0.0075
ZNF18	0.71675
SPDYA	-0.77825
SLC37A1	1.134
DECR2	-0.05075
ANKRD38	0.613625
SPTLC3	-0.451083333333333
SUPT16H	-1.253875
DTWD2	0.8145
ULBP1	-0.4815
ZADH1	0.421
OIP5	-2.89125
IL10RB	0.2855
OTUB2	-0.622
VWA3A	0.4075
SPIC	1.80666666666667
OR6C4	0.075
PSCD4	1.94083333333333
DPY19L2P2	-0.061
TRAPPC6A	0.53
C21orf2	0.212833333333333
CEMP1	-0.0485
LIN7B	0.02
E2F7	-2.80616666666667
VCP	-0.437625
LAMA3	0.858333333333333
BGN	1.4395
GPR160	1.731
COCH	-3.9765
GPR81	2.0165
APOBEC3F	-0.064
tcag7.1017	-0.424
C1orf32	0.3605
SCGB1D2	4.873
FLJ43987	-0.806
C6orf170	-0.35125
KLK9	0.1295
GPD1L	0.748375
VPS37B	0.0515
ATG3	0.251833333333333
ADAMTS17	-0.1745
KLHDC2	0.6865
NDUFV2	-0.20025
BLK	0.2395
MATN4	-1.315
GPM6A	0.761625
GBP4	3.206
TMEM162	0.0796666666666667
PKP2	-0.0325
HRASLS	1.535
MMP1	-4.58125
SFXN3	-0.0213
FSD1	-1.73183333333333
ST6GALNAC3	-0.470833333333333
CA12	2.6923
NCOA6	0.315
C19orf58	0.0349
PPP4R1	-0.592333333333333
MAN1A2	0.9765
IKBKAP	-0.73575
UPF1	-0.0943333333333333
KIAA1219	0.35125
WNT16	3.1685
SNW1	-0.013125
IL18RAP	3.868
RPP30	-0.233625
CDC40	-0.142857142857143
SETD3	-0.2145
SLAMF6	0.56225
ELK4	-0.7305
TRIM47	-0.067
ACOX3	0.463625
TRIM6	1.060125
KIAA0372	0.0903333333333333
TP53AP1	1.05175
SMURF2	-1.046
ADAD1	0.14725
EBP	-0.8487
KRTAP13-2	-0.5185
FLJ36874	-0.542833333333333
TOR1A	-0.01
P2RY4	0.273
GPBP1	0.15725
TRPV1	0.1255
ADAMTS12	0.729166666666667
PES1	-0.8494
ATG4A	0.768333333333333
MAGEA10	-4.13375
WFS1	1.06425
CC2D1B	-0.667666666666667
PABPN1	-0.850625
SLC25A30	0.45525
SLCO1C1	1.24583333333333
SLC22A5	1.33375
KIF23	-3.1185
SYN2	0.1285
ASPN	6.87283333333333
CENTG2	-0.37775
QSOX2	-1.3039
FLJ10815	-0.0953333333333333
STK24	-0.43525
SPEG	0.3666
STK10	0.8125
DACT2	-0.602
AAAS	-0.2835
SSX3	-1.232875
ABCD3	0.2589
C4orf12	0.751625
PARVG	1.9385
FIG4	0.82875
C9orf46	1.685
TMCO6	-0.499
IGHMBP2	-0.78
DUS2L	-0.777166666666667
FAM3C	0.3550625
TMEM16D	-1.512375
DCTN4	0.765
KCNH3	-0.038
EIF2AK2	-0.088
AP1S3	0.39325
CST4	0.052
PAM	1.47775
NUTF2	-1.056
CITED2	0.9853
SLC39A4	-1.1765
C2orf52	-1.1445
GRM3	-0.18625
C12orf49	0.25725
CCDC49	-0.5841
GRAMD1B	-1.609375
FNDC4	1.15975
SIAH2	0.616375
GDPD4	-0.16675
C21orf87	0.31225
ATP5A1	-0.345
C16orf63	-0.033625
LOC388135	0.299833333333333
ATP5J2	-0.47775
MMP3	-0.56075
EMID2	-0.22675
CRHR1	0.1105
WDR70	-0.084
C13orf31	1.2805
ZFAND1	0.3
CCL18	4.01833333333333
C3orf49	-0.627
RINT1	-0.4345
KIAA0408	-0.9095
F13A1	4.8124
SLC10A1	0.0373333333333333
OGN	4.3255
GIPC2	0.0423333333333333
XPO6	-0.56
LCE1A	0.1855
FMR1	-0.1037
LOC374920	-0.12775
DUSP3	-0.220875
ANKMY1	0.0505
C7orf50	-0.0135
BBS9	0.1127
UNC119B	0.318
C9orf72	0.86775
MGC35440	-0.846
ENTPD6	-0.066
PPP1R2P9	1.37125
ERCC4	0.03275
FAHD2B	-0.029
HMHA1	0.9965
HACL1	-0.168
RAD23A	-1.394
FAM83B	-0.36925
PPP5C	-0.632333333333333
RNASEH2C	-0.0145
C9orf153	-0.932
SCAMP4	0.58425
GHITM	0.042
NDUFB7	-0.1345
ADCYAP1	2.3695
SP110	1.834
MAP3K7IP2	0.50775
DHH	-0.0185
AGRN	-0.472285714285714
WDR33	-0.1845
CEP290	-1.0695
PRPS1L1	-1.39983333333333
KLRA1	-0.0395
GPR97	0.138
CHD7	-0.150416666666667
TLR10	3.29075
SLC30A8	0.2905
HIC1	1.76333333333333
IAPP	-0.0955
RXFP4	0.112
GP1BB	0.2335
SHQ1	0.201
NKX2-3	-0.0568333333333333
API5	-0.1695
FTHP1	0.6705
MOV10L1	0.708333333333333
TRIM6-TRIM34	1.38983333333333
ADHFE1	1.6265
FAM117A	0.35975
DDI1	0.3135
CDON	0.844
TRIM73	-1.026
IGKC	4.142
MMP14	-0.553083333333333
DYNC1LI1	0.475125
C11orf66	0.5095
TRBV3-1	0.0435
FASTKD5	0.589
BIVM	-1.399
LHX4	-1.15
CXCL2	2.1186
RAB2B	-0.455
IZUMO1	-0.37675
MAP3K15	-1.99775
FAM19A2	0.577333333333333
ZC3H8	-0.185
ZMAT1	2.53875
SPINK5L3	-2.3195
SLC10A6	0.3805
APPL2	0.01025
CARD10	-0.118
LOC402176	0.10225
EEF1D	0.5332
RAB6A	0.1939
C12orf5	-0.00537499999999998
PAPOLG	0.337
MSRB2	0.444
BCR	0.207166666666667
PUS3	0.24575
TIAM2	0.12875
ZNF317	-0.00683333333333333
CHD2	0.141214285714286
FZD5	-1.48636363636364
NUDT8	-1.75425
ZNF763	0.505
PRC1	-2.36122222222222
ABCB9	-0.0983333333333333
SPATA3	0.149
TRAK2	0.647375
STAB1	2.6195
LRRTM2	0.389166666666667
psiTPTE22	0.16125
DBI	1.0705
SERPINA11	0.60025
NAT5	0.68075
C20orf58	-1.85825
RPS6KA4	0.4165
FLJ90650	1.5305
TGFBRAP1	-0.23
CHRDL2	0.9065
FAHD2A	-0.391833333333333
CNTN1	0.4355
BBS4	0.1691
TMEM181	-0.43625
MINPP1	-0.3055
MPHOSPH6	-0.49425
HOXC10	1.8679
ITPKB	0.541
CLPTM1L	-0.55775
MEOX2	1.95516666666667
ATP6V0C	0.603375
PRPF8	-0.398833333333333
TMC5	2.86825
FKBP3	-0.282
PLEKHB2	0.18275
OR4D6	0.3565
ZNF544	-0.4458
D2HGDH	-0.433125
RPL18A	-0.3372
HEL308	0.1815
MPP6	-2.36075
TCERG1	-0.96575
KRT16	0.1545
KLF17	-1.54525
KLF5	-0.454125
CDR1	2.763625
VCX3A	-3.307
FBLN2	2.102125
C14orf104	-0.2885
HBE1	-4.1404
OR4S2	0.6345
C1orf108	-1.13316666666667
ROBO4	3.40583333333333
CPEB4	0.75875
C11orf80	-0.904166666666667
BCKDHA	0.302833333333333
MYOC	3.09375
GIF	0.236
CKMT1A	1.4085
RPL3	0.6038
THBS1	1.69325
APOO	-0.661
ARMCX1	3.11025
HSZFP36	1.13375
SNAPC5	-0.41775
EIF4ENIF1	0.68075
ZNF433	0.8385
TNFRSF21	-0.25075
TMPRSS7	0.179
SPATA18	1.8808
HPDL	-3.117
MKL2	1.4385
TBX3	-0.510923076923077
C21orf93	0.0905
DAXX	-0.32125
ELMO1	0.607875
RGS13	4.27883333333333
TAF11	-1.05
UNC13A	-1.971875
LOC653314	-0.1847
ORC3L	-0.14525
IMAA	-2.9115
TARBP2	-0.08875
CABIN1	-0.7813
TRIOBP	-0.133375
HIST1H2AC	0.662375
RGS22	-0.5
NCOA1	1.35683333333333
IL25	2.1455
SNCG	0.9835
GPR6	0.3745
AMDHD1	-1.05616666666667
CHEK2	-1.090375
C6orf142	0.59975
DRD4	-0.07275
C14orf68	-1.06425
GDF11	-1.91225
SEMG2	-0.252
CD247	0.80475
CDAN1	-0.82575
RBMX2	0.033
TGS1	-0.589
OIT3	0.704
SYF2	0.425
MCM4	-3.040875
PKHD1L1	0.974875
CEP192	-0.7725
IFT88	1.0285
RPL9	0.0332857142857143
RAB32	0.40375
DDX43	-1.2205
P2RX2	-0.064
OR5D18	0.3205
UBE1	0.08525
SLC24A1	1.149875
ARHGAP5	-0.64725
CETP	1.112
KIAA1731	-0.403666666666667
SLC9A4	0.55
PTPN6	1.56125
BAHD1	0.46175
GRIK3	-0.005
CACNB2	-0.1107
PDE10A	-0.3305
DGCR14	-0.3555
PCDHB9	0.404333333333333
RHOQ	0.1805
MAP3K4	-0.235
KTI12	-0.382166666666667
RPL23AP13	0.0485
GNG11	1.23375
CLCN3	0.158166666666667
GPAM	1.044375
VSTM2A	2.362
SLAMF7	2.92766666666667
INTS2	-1.23825
PPP2CA	0.184
LRP12	-0.768933333333333
SEC14L2	2.44144444444444
DKFZP586H2123	2.93475
MC3R	-0.501
CIRH1A	-1.4065
HIST1H2AB	0.115333333333333
POLH	-1.437125
MGC16703	-0.883
SNAPC2	0.349
FILIP1L	1.09025
RASGRP4	0.3455
LRRC1	0.974
GAS1	1.9465
PRAC	-0.8255
DGKA	0.326833333333333
NT5C3	-0.626
PEG3	-3.58025
NADK	-1.116
PRR17	-0.857
LOC374569	-0.07575
SGSH	0.0496666666666667
NLRP8	0.054
GALT	0.2071
MCF2	-1.0725
ZNF263	0.516
TACSTD1	0.361333333333333
TYR	-5.5018
ATP6AP2	1.01025
RNUXA	0.05775
ABHD10	0.6016
GDPD2	-1.0745
SLC35C1	-0.01975
UBE2A	0.11125
HERC5	-0.238666666666667
FAM112B	-3.58483333333333
FBXL16	1.18575
DKFZP434A0131	-0.619
ELA3A	-1.485
RBM41	-0.4705
HAO2	0.224
RNH1	0.1945
SHANK2	1.527
OSBP2	-1.718875
DAK	-0.560333333333333
C3orf58	0.7345
TCL1B	-0.6845
KBTBD2	-0.27275
SUGT1L1	1.163
UBE2E2	0.385833333333333
MYL9	2.020125
CDC23	-0.296
PBXIP1	1.4667
CXorf40B	0.0405
NBL1	1.0305
RTBDN	-0.017
RAB11FIP5	0.512125
TTTY13	-0.4755
SCOTIN	0.448
SOHLH1	-1.51583333333333
CDKN1A	-0.252357142857143
NCK1	0.90975
ZNF550	0.917
SAPS3	0.0944166666666667
SPIN3	0.850666666666667
MAGEE2	0.30525
MIS12	-0.278
OR8H2	0.3315
KIAA0774	-1.26666666666667
UNC5D	-2.5655
CUL7	-0.531333333333333
LIPC	-2.52933333333333
DIO1	-1.57875
C20orf11	-0.239
CTRL	-0.3665
HS3ST2	3.4065
PAK4	0.3995
CCRL1	3.558
RNF10	-0.1145
ZNF567	0.799
ZNF660	-0.772
TCEAL3	2.28125
MAGOH	0.1785
CENPB	-0.231833333333333
C19orf7	0.27425
LOC388965	0.91175
ZCCHC13	0.0795
JMJD1A	-0.6218
HIST1H4H	-0.476
TBRG1	-0.1869
GPC3	-2.30575
TAF1C	-0.542875
EBNA1BP2	-0.832666666666666
CIAPIN1	-0.76925
PDGFRA	0.643611111111111
CSTB	0.005125
CENPI	-2.6115
GTF2E2	-0.551666666666667
RPP21	-0.49825
CCNF	-1.5035
KCNQ3	0.8485
FAM79A	1.25525
SLC22A12	0.069
NOVA1	-0.341
FZD3	1.1291
AKAP8	-0.17425
SOCS5	0.56075
CFDP1	-0.7805
DLG5	-0.0685
PGM5	0.937083333333333
C1orf144	-0.262083333333333
HDAC10	-1.5295
RND2	-0.28725
C20orf199	-0.47525
RNMT	-0.569
SLURP1	-0.047875
ASTN1	0.39775
SH3BGR	2.156
MYCL1	-0.4415
ZHX1	0.869
CENPK	-3.27525
FOSB	2.5899
LOC643406	0.219375
C2orf59	-0.84425
TMEM135	0.091375
SLC27A2	-2.57575
KRT33A	0.5365
OVOL1	1.6235
PAMCI	-1.11
S100A7	1.245
ZNF789	-0.962
HARS2	0.22
RPL23A	-1.029
TCF23	-0.04675
UPF3B	-0.918375
C17orf78	0.2295
HLA-DOB	1.34333333333333
C14orf142	0.230833333333333
TEKT5	1.0375
DMWD	0.0305
POLD1	-2.359
GSCL	-0.3705
CALD1	0.2993
SCRT1	0.0635
AIG1	1.16075
UNC84B	-0.3935
ZNF404	1.165
TMED6	-2.10825
KIAA1462	0.644
LRRC27	1.2445
PYGO1	-0.2655
PIGU	-0.6815
ALAS2	-3.20716666666667
WRNIP1	-0.118375
CNNM3	-0.4595
ZNF2	0.557
ST3GAL5	-0.0531666666666667
MRPL23	0.0955
TSSK6	-0.16925
PSMA6	-0.285
C16orf70	0.0855
KIAA1602	-0.07275
ALMS1	-0.1595
DCN	4.302125
TMEM132D	-1.002
SUCLG2	0.096
ABHD14A	0.2605
DEXI	-0.1825
AMPD2	-0.807333333333333
IFNAR2	-0.4425
CYB5A	3.0341
TLOC1	0.93495
NXF5	-0.326666666666667
NRBF2	0.2935
KCTD3	0.6325
ITGAE	-0.210833333333333
SLC30A3	-1.6155
ZRF1	-0.5035
IFRD2	-0.81275
XAB1	-0.15
PYCR2	-0.289166666666667
SERPINB3	-3.796
TMLHE	0.2515
GEFT	-1.61175
ABCA5	0.2585
EMR4	0.197833333333333
TSFM	-0.36475
HIST3H2BB	-0.22875
ARHGEF19	-0.25025
TSPAN17	0.158166666666667
ABCC8	2.78775
MAP1S	-0.0193333333333333
C22orf36	0.74575
BNC2	0.516
HIST1H4A	-0.9975
NDUFS3	-0.308666666666667
WDR3	-0.551833333333333
XKR4	-0.62625
TTC33	0.165071428571429
STMN2	3.58475
CPN2	-0.440833333333333
HSPC105	0.9685
PCOLCE2	-0.0135
C3orf55	2.699
KLHDC9	2.39
TBC1D23	0.27625
ATXN2L	-1.29208333333333
MAP2K3	-0.0995
SCAP	-0.3385
ZNF486	0.350666666666667
C20orf96	-0.39025
NARS	-0.75675
ADAMTSL1	-0.189
PRCC	-0.0873333333333333
CCDC126	2.43833333333333
ZNF675	-0.04375
CALCOCO1	1.30775
ANKRD43	4.40975
CWF19L2	-0.1415
ZBTB32	2.80766666666667
BRAF	-0.2605
ODF4	0.3375
MGC14376	0.827666666666667
HORMAD1	-2.37333333333333
AAK1	0.0838333333333333
PEBP1	0.5925
TNFSF5IP1	-0.221333333333333
DKFZp564N2472	0.32075
RMND1	-0.405375
IGKV1-5	3.53275
COL1A2	3.034
SERPINA5	-3.786
AANAT	0.1565
C19orf21	-2.08833333333333
GEMIN5	-1.1505
UBR4	-0.5305
LTBP3	0.712333333333333
AMHR2	-1.91016666666667
PROCR	-0.59
MYBBP1A	-1.0915
C20orf39	0.589666666666667
ZNF697	-0.06575
PASK	-0.0627
ZNF776	0.574333333333333
RFXDC2	-0.279125
KIAA0467	0.32825
C10orf96	-2.479
ZNF503	-0.5165
GULP1	0.402666666666667
KCNE4	0.6985
DKFZp434K191	0.00599999999999999
LOC196913	0.0535
BHLHB4	0.349
CH25H	3.0885
LOC81691	-1.34783333333333
ALPL	0.856642857142857
COL12A1	2.848875
FOLR3	-1.1475
GPR123	0.218875
TRIM62	0.231857142857143
ABLIM1	0.820666666666667
MAST3	0.023
RHBDD1	0.753333333333333
LOC338809	0.6005
RYBP	-0.08875
TTC26	-0.76525
ZNF22	-0.2005
ISCA2	-0.10225
RDM1	-2.2835
PIGM	0.8825
GNB3	-1.184
ACTR2	-0.0488
HMGB1	-0.2721
EDG1	4.05783333333333
SOAT2	-3.026
OR10AD1	0.129
RAP1GDS1	0.165
LCE1F	-0.0105
ESM1	-1.552
RCN3	1.76
CREBL1	-0.51025
DBNL	-0.388
PTGER3	2.855875
USP30	-0.25
BCL2L12	-1.06266666666667
KIF26B	1.81925
ZNF416	0.7595
ZNF225	0.461
C17orf70	-0.82775
ZNF554	0.68725
RAE1	-0.8975
TNIK	1.45383333333333
ACTN3	-0.2595
MGC45922	0.0215
CCNA1	-0.209166666666667
RYK	0.6365
IL26	-0.213
LRP3	0.422
QARS	-0.2625
SOX7	1.39714285714286
BID	-0.35625
OR2S2	0.014
CXCL14	4.11925
C11orf47	-0.0615
MGC29891	0.655666666666667
HSPB8	0.7754
PRDM14	-2.1825
NUFIP2	0.4
MNAT1	-0.22425
ZDHHC2	0.802666666666667
MBNL2	0.25225
ADD3	0.581875
CSNK2A1P	-0.632
KLK6	-0.818333333333333
TMEM111	0.6396
KIAA1279	0.5405
NUBP2	-0.4005
RAB42	-0.5995
ID3	-0.342
TM9SF1	-0.2005
MDP-1	0.06075
POU4F2	-0.108
IQCK	1.40525
C16orf14	-1.0455
CAPN3	-0.94125
FAM43B	-0.21725
RECQL	-0.55275
AP1G1	-0.274071428571429
CTNNBL1	-0.420166666666667
ECHDC1	-0.356
SMARCC1	-1.3062
FOXQ1	-2.0515
GNAI3	0.202
POLG2	-1.4235
CD4	1.7865
ITLN1	0.24875
EBI2	5.33425
IRF1	0.82125
PTPRE	1.603
PTK2B	-0.04925
NXNL2	1.814
SOX4	0.122
TSPAN3	0.324
SH2D1A	0.0493333333333333
C8orf58	-0.0856666666666667
USP20	-0.54
DUSP22	-0.149333333333333
CALB1	-2.20383333333333
L3MBTL2	0.866
MCRS1	-0.13625
TMEM118	-1.0605
C18orf8	0.186166666666667
FLJ10241	-0.19775
GJA12	0.8985
PKD1	-0.0265
ZFP3	0.672
JAM3	-0.73575
LAPTM4A	1.4782
DIRC2	0.7055
KIAA2022	0.912333333333333
MYOM1	1.03233333333333
TRPM8	-2.26166666666667
MOP-1	0.29375
PHKG2	-0.169625
ZNF650	0.5135
KIAA1522	0.61375
PSG8	-1.405
DDX19B	-0.242
MOBKL1B	0.08025
DIAPH2	0.190666666666667
PTPN12	0.4755
CLN8	-0.0707
CRYZL1	0.345166666666667
CRY2	0.92225
FCGR2B	4.26183333333333
PNPLA4	2.0025
ZNF454	0.1375
DKFZp434B1231	0.5645
CLDN11	0.5909
RFWD2	0.3305
CIB2	-0.999166666666667
MXRA8	2.954125
HRK	-0.71125
MAML2	0.2625
C4orf31	-0.2505
C6orf192	0.843
COG6	0.4585
FAM5B	2.0735
NFATC1	0.4941
SEPT10	-0.0565
SCYL1	-0.2473
RPP40	-1.1645
SCOC	0.8429
KIAA1450	0.65525
CTDSPL2	0.04625
TBX5	2.45716666666667
NAPG	-0.982125
RHD	-4.15525
C14orf45	2.6225
ZBTB22	0.3755
PLCG1	-1.537
ANKRD10	-0.157
AQP7P2	2.9955
TAGLN2	-0.0516666666666667
HTR2C	-1.22783333333333
SLC16A7	0.193833333333333
C17orf83	-0.07125
TSGA14	-0.346583333333333
MDH1	-0.4115
PPP3R2	-0.0601666666666667
DCBLD2	-2.35192857142857
RBM33	-0.54075
DPH3	-1.1735
SYT10	-1.08516666666667
FMO4	2.0795
THYN1	-0.21325
DRD5	-1.6915
OTOR	0.839875
PGRMC2	0.0103
KATNAL1	0.114875
PAQR6	0.3785
UBE2I	-0.56575
C14orf28	0.5515
C8orf70	-0.11225
FLYWCH1	-0.44625
ANGPTL3	-1.123
GLRX2	-0.2205
ATP11A	-0.969
ARL5B	-0.417
MUC16	-2.482
SLC25A5	-0.792714285714286
ACRC	0.36475
MYO1C	-0.658375
FAM89B	0.778666666666667
FAS	1.312625
KIFAP3	0.94475
GLRA2	0.266
BTN3A2	0.3257
CNKSR3	0.400375
CSTF3	-0.644166666666667
ARPM1	1.38275
KIAA1530	-0.877
C9orf150	1.87433333333333
PRKCI	-1.19075
tcag7.1015	-1.4455
SOD3	1.27575
ZNF574	0.3865
CYP21A2	1.359
RPL12	0.44975
COMMD2	-0.43625
WIZ	-0.16425
LOC344405	0.0555
ALDH4A1	-0.394882352941176
CRYAB	2.94725
COPA	0.557433333333333
PCDHGA7	0.206166666666667
KIF11	-2.07408333333333
RASD2	0.511875
SLC26A3	1.0465
