Hybridization REF	TCGA-BH-A18U-01A-21R-A12D-07
ACADVL	-1.103
GTF2H5	0.28525
EDG8	0.0755
C9orf140	-0.002875
UST6	0.453
ZBTB8OS	-0.1895
ZNF710	0.182
GPR174	-2.023
ATP6V0A2	-0.61625
KIAA0319L	-0.908583333333333
XKRX	1.319
DOPEY2	1.3941
SDHD	0.728833333333333
SUMF1	1.5975
OSM	3.55
OPN3	-0.62575
DAGLB	-1.0145
PPFIBP1	-0.1929
TRIM63	-3.91925
C10orf53	-0.042
LYPD3	-0.835166666666667
BCL7A	0.201625
AGER	-1.58066666666667
TCF19	0.222125
SAT2	0.0625
PFTK1	-0.184166666666667
GABRE	-0.7395
C15orf38	1.0344
FIS1	0.1365
KCNV2	0.35475
CLPS	1.07675
PPCDC	-0.122125
FOXN2	-1.7455
NT5E	-2.259
CD83	1.127
IL18	1.761375
VPS16	0.72625
IGFBP2	0.776
NOTCH2	-0.1945
SIGLEC1	3.6285
CD93	4.936
SULF2	-0.741
CEP164	0.12675
P53AIP1	0.4415
TOR2A	0.158166666666667
ZNF136	0.06425
MGP	4.0728
CCDC144A	-0.4088
TRPC1	-1.314
SMS	0.209166666666667
MAPK7	-1.56583333333333
RRAGC	0.60525
PARD6A	1.21283333333333
NUB1	0.304166666666667
SYNGR4	1.03925
OR11H12	0.33
WIF1	0.195142857142857
GCH1	1.16275
OR11H4	0.575
SLC44A5	0.33
GPRIN2	-0.448666666666667
LOC401431	-0.04625
CPA4	-1.9599
MELK	-0.859333333333333
IL15RA	0.44
CUL3	1.446625
HMBOX1	0.2445
PODXL	-2.03275
CCT6B	1.78566666666667
COMTD1	0.079
MUC20	0.228333333333333
GPX2	-3.722875
ITK	-1.035875
FBXL5	0.862
C13orf27	-1.013
DEFA5	0.246
TRHDE	0.218
MTP18	-1.29483333333333
UQCRQ	0.1796
ITGB2	2.22958333333333
CSRP2BP	0.7605
TAS2R44	-0.07
PHPT1	0.360625
FAM44C	0.15425
ERH	-1.06425
MPHOSPH1	-0.0288333333333333
MORC1	-0.4105
PARVB	-0.70825
LAMA1	-1.80075
PGBD3	-0.121
GIMAP6	3.7615
AREG	-0.769
LIPT1	0.86325
MGC99813	0.85975
C1orf201	0.520166666666667
GRIN2A	-1.124
MAN2C1	-1.18875
NSUN5	-0.78725
SF3B5	0.6985
MYC	-0.443125
NRXN1	-0.834583333333333
ZNF18	-2.0355
SPDYA	1.625
SLC37A1	0.92
DECR2	0.17575
ANKRD38	0.5145
SPTLC3	0.192916666666667
SUPT16H	-0.83225
DTWD2	0.1725
ULBP1	0.2085
ZADH1	0.184333333333333
OIP5	-0.54575
IL10RB	0.023
OTUB2	-0.247
VWA3A	1.09133333333333
SPIC	1.44983333333333
OR6C4	0.467
PSCD4	1.19283333333333
DPY19L2P2	-0.713
TRAPPC6A	1.10116666666667
C21orf2	-1.07183333333333
CEMP1	-0.39525
LIN7B	1.366
E2F7	-1.4245
VCP	-0.2321875
LAMA3	-0.410666666666667
BGN	1.6915
GPR160	2.00383333333333
COCH	-4.73733333333333
GPR81	1.91066666666667
APOBEC3F	-1.91775
tcag7.1017	-0.8405
C1orf32	0.549
SCGB1D2	6.10925
FLJ43987	-0.194
C6orf170	0.6355
KLK9	0.217
GPD1L	1.262375
VPS37B	-0.583
ATG3	0.299
ADAMTS17	0.0075
KLHDC2	-0.397833333333333
NDUFV2	-0.094
BLK	-3.49375
MATN4	-1.712
GPM6A	-0.725571428571429
GBP4	3.205
TMEM162	0.275833333333333
PKP2	-0.3545
HRASLS	-0.0661111111111111
MMP1	0.84825
SFXN3	0.0507
FSD1	-2.152
ST6GALNAC3	-2.15316666666667
CA12	2.6567
NCOA6	0.65025
C19orf58	0.1703
PPP4R1	0.139666666666667
MAN1A2	-0.4045
IKBKAP	-0.633
UPF1	0.202166666666667
KIAA1219	1.19475
WNT16	-0.65125
SNW1	0.003625
IL18RAP	2.05825
RPP30	-0.39475
CDC40	0.718571428571429
SETD3	0.490666666666667
SLAMF6	0.898
ELK4	-0.6905
TRIM47	-0.263666666666667
ACOX3	0.25775
TRIM6	-1.205875
KIAA0372	-0.0873333333333333
TP53AP1	0.16825
SMURF2	0.046
ADAD1	0.32275
EBP	-1.0666
KRTAP13-2	-0.011
FLJ36874	0.509833333333333
TOR1A	-0.087
P2RY4	0.1185
GPBP1	0.7545
TRPV1	0.1035
ADAMTS12	1.17866666666667
PES1	-0.0287
ATG4A	1.1185
MAGEA10	-1.791
WFS1	0.8915
CC2D1B	-0.52
PABPN1	-0.946
SLC25A30	0.1875
SLCO1C1	-0.363166666666667
SLC22A5	0.806
KIF23	-0.932666666666667
SYN2	-0.714166666666667
ASPN	7.52766666666667
CENTG2	1.06025
QSOX2	-0.5717
FLJ10815	-0.740833333333333
STK24	-0.0658125
SPEG	-1.0548
STK10	-0.117833333333333
DACT2	-2.9975
AAAS	-0.74825
SSX3	4.867125
ABCD3	1.0381
C4orf12	-0.1985
PARVG	0.613
FIG4	1.40775
C9orf46	0.79
TMCO6	-0.0145
IGHMBP2	0.0125
DUS2L	-0.682833333333333
FAM3C	0.546
TMEM16D	-2.79142857142857
DCTN4	0.9045
KCNH3	0.18225
EIF2AK2	0.39125
AP1S3	0.3885
CST4	1.326
PAM	0.602125
NUTF2	-0.01875
CITED2	1.6894
SLC39A4	-0.1505
C2orf52	0.667
GRM3	-0.89
C12orf49	0.884625
CCDC49	0.1927
GRAMD1B	-1.425875
FNDC4	-0.07825
SIAH2	0.58425
GDPD4	0.37425
C21orf87	1.32225
ATP5A1	-0.671166666666667
C16orf63	0.338
LOC388135	-1.00733333333333
ATP5J2	-0.72775
MMP3	0.527
EMID2	-0.19075
CRHR1	0.20875
WDR70	-0.15175
C13orf31	1.44675
ZFAND1	1.21775
CCL18	4.7425
C3orf49	1.979
RINT1	-0.455
KIAA0408	-2.5716
F13A1	5.3529
SLC10A1	-0.08
OGN	0.31225
GIPC2	-1.7575
XPO6	-0.066
LCE1A	0.6885
FMR1	-0.3346
LOC374920	0.17175
DUSP3	0.396375
ANKMY1	0.415
C7orf50	-0.63575
BBS9	-0.5374
UNC119B	-0.469125
C9orf72	0.11525
MGC35440	0.5385
ENTPD6	-0.227125
PPP1R2P9	-0.80475
ERCC4	0.076
FAHD2B	1.1695
HMHA1	-0.6015
HACL1	-0.38075
RAD23A	-1.40533333333333
FAM83B	-3.46
PPP5C	-0.3815
RNASEH2C	0.863
C9orf153	-0.29175
SCAMP4	0.4365
GHITM	0.9249
NDUFB7	0.26075
ADCYAP1	1.83133333333333
SP110	2.58
MAP3K7IP2	0.9075
DHH	0.225
AGRN	-0.236857142857143
WDR33	0.214333333333333
CEP290	-1.21066666666667
PRPS1L1	-1.151
KLRA1	-1.9425
GPR97	0.12
CHD7	-0.967
TLR10	1.03625
SLC30A8	-0.836
HIC1	0.842
IAPP	-0.1325
RXFP4	0.4495
GP1BB	-1.257
SHQ1	1.214
NKX2-3	0.174666666666667
API5	-0.03725
FTHP1	1.939
MOV10L1	-0.00800000000000001
TRIM6-TRIM34	1.15383333333333
ADHFE1	0.41425
FAM117A	-0.1415
DDI1	0.0486
CDON	-1.94916666666667
TRIM73	-2.354
IGKC	4.2445
MMP14	0.257416666666667
DYNC1LI1	0.631875
C11orf66	1.05575
TRBV3-1	-1.603
FASTKD5	0.67575
BIVM	-1.73825
LHX4	-0.5635
CXCL2	-1.9556
RAB2B	-0.1455
IZUMO1	-1.15225
MAP3K15	-2.7805
FAM19A2	0.2205
ZC3H8	-0.1
ZMAT1	0.364625
SPINK5L3	-3.16075
SLC10A6	0.334
APPL2	-0.404625
CARD10	-0.751833333333333
LOC402176	-1.716
EEF1D	1.3917
RAB6A	1.2699
C12orf5	-0.31325
PAPOLG	0.77275
MSRB2	0.30825
BCR	0.746055555555555
PUS3	-0.0855
TIAM2	-0.29075
ZNF317	0.239666666666667
CHD2	0.195769230769231
FZD5	-2.16981818181818
NUDT8	-1.4675
ZNF763	-0.787
PRC1	-0.435888888888889
ABCB9	0.880333333333333
SPATA3	0.2675
TRAK2	0.13875
STAB1	2.492875
LRRTM2	-0.680166666666667
psiTPTE22	-0.953
DBI	0.96775
SERPINA11	0.13025
NAT5	1.01025
C20orf58	-2.3585
RPS6KA4	-0.025
FLJ90650	0.06125
TGFBRAP1	-0.14775
CHRDL2	-0.57775
FAHD2A	0.522333333333333
CNTN1	1.55575
BBS4	-0.0367
TMEM181	-0.61975
MINPP1	0.11175
MPHOSPH6	0.07925
HOXC10	2.0079
ITPKB	-0.67725
CLPTM1L	0.531125
MEOX2	-1.45933333333333
ATP6V0C	0.031875
PRPF8	-0.602333333333333
TMC5	2.004
FKBP3	-0.1415
PLEKHB2	-0.738625
OR4D6	0.348
ZNF544	0.1005
D2HGDH	-0.58275
RPL18A	-0.4098
HEL308	-0.63575
MPP6	-3.8825
TCERG1	-0.8995
KRT16	1.15283333333333
KLF17	-2.11166666666667
KLF5	-1.714
CDR1	0.7945
VCX3A	-0.791
FBLN2	2.18575
C14orf104	-0.46575
HBE1	-5.1087
OR4S2	-0.012
C1orf108	-0.929833333333333
ROBO4	2.91316666666667
CPEB4	0.862625
C11orf80	0.310333333333333
BCKDHA	0.933833333333333
MYOC	0.481
GIF	0.545
CKMT1A	2.1765
RPL3	0.5458
THBS1	3.018875
APOO	-0.663
ARMCX1	0.6105
HSZFP36	-0.069
SNAPC5	0.57075
EIF4ENIF1	1.071
ZNF433	-1.167
TNFRSF21	-0.162875
TMPRSS7	0.2365
SPATA18	0.4568
HPDL	-2.037
MKL2	1.8912
TBX3	0.335
C21orf93	0.1972
DAXX	-0.25775
ELMO1	0.248
RGS13	2.75733333333333
TAF11	0.515
UNC13A	-1.44
LOC653314	0.4688
ORC3L	-0.368
IMAA	-2.703
TARBP2	-0.75875
CABIN1	-0.4635
TRIOBP	0.417875
HIST1H2AC	0.412875
RGS22	-2.479
NCOA1	0.481166666666667
IL25	1.2235
SNCG	-0.102
GPR6	0.1485
AMDHD1	0.519166666666667
CHEK2	0.978
C6orf142	-1.47625
DRD4	-0.28875
C14orf68	-0.94925
GDF11	-2.09325
SEMG2	1.335
CD247	-1.43775
CDAN1	-0.9375
RBMX2	0.0463333333333333
TGS1	0.22325
OIT3	-1.13133333333333
SYF2	0.59075
MCM4	-1.000375
PKHD1L1	0.907
CEP192	-0.729833333333333
IFT88	0.77575
RPL9	-0.308857142857143
RAB32	-0.1275
DDX43	-3.69475
P2RX2	0.147833333333333
OR5D18	0.475
UBE1	0.0264166666666667
SLC24A1	0.23575
ARHGAP5	-0.1385
CETP	-1.07
KIAA1731	-0.3315
SLC9A4	0.403
PTPN6	1.04975
BAHD1	0.07525
GRIK3	1.0295
CACNB2	-1.1787
PDE10A	0.97225
DGCR14	0.0555
PCDHB9	-1.06833333333333
RHOQ	0.0836666666666667
MAP3K4	0.3255
KTI12	0.226166666666667
RPL23AP13	-3.71725
GNG11	-1.333
CLCN3	-0.447666666666667
GPAM	-0.241375
VSTM2A	2.131
SLAMF7	2.75816666666667
INTS2	-0.259
PPP2CA	1.0031
LRP12	-0.5762
SEC14L2	-1.16666666666667
DKFZP586H2123	1.65925
MC3R	-0.0185
CIRH1A	-1.17716666666667
HIST1H2AB	0.648
POLH	-1.010875
MGC16703	-2.29233333333333
SNAPC2	0.008
FILIP1L	1.7535
RASGRP4	0.674
LRRC1	1.7725
GAS1	1.681
PRAC	-1.3035
DGKA	-0.786333333333333
NT5C3	-0.941
PEG3	-4.6975
NADK	0.1705
PRR17	-0.892
LOC374569	-0.33225
SGSH	-0.930166666666667
NLRP8	0.186
GALT	0.0427
MCF2	-1.348
ZNF263	0.485
TACSTD1	0.969833333333333
TYR	-6.6182
ATP6AP2	-0.12725
RNUXA	0.553
ABHD10	0.7912
GDPD2	-2.4575
SLC35C1	-0.10775
UBE2A	0.612375
HERC5	-0.0788333333333333
FAM112B	0.170833333333333
FBXL16	1.40375
DKFZP434A0131	-1.256
ELA3A	-2.26
RBM41	-0.242625
HAO2	-0.07
RNH1	-0.517375
SHANK2	0.834166666666667
OSBP2	-1.206375
DAK	0.698833333333333
C3orf58	-0.146083333333333
TCL1B	-1.71
KBTBD2	-0.394
SUGT1L1	1.608
UBE2E2	1.52383333333333
MYL9	2.630375
CDC23	0.358
PBXIP1	-0.0389000000000001
CXorf40B	0.8225
NBL1	0.55625
RTBDN	0.9875
RAB11FIP5	0.043125
TTTY13	-0.2235
SCOTIN	0.3905
SOHLH1	-0.5398
CDKN1A	-0.317071428571429
NCK1	0.60725
ZNF550	0.31375
SAPS3	1.09391666666667
SPIN3	1.66483333333333
MAGEE2	0.11425
MIS12	-0.302
OR8H2	0.67
KIAA0774	-2.64516666666667
UNC5D	-2.5235
CUL7	-0.7475
LIPC	-3.573
DIO1	3.0555
C20orf11	1.1579
CTRL	-0.2965
HS3ST2	3.291
PAK4	0.447833333333333
CCRL1	4.64625
RNF10	-0.1695
ZNF567	0.5765
ZNF660	-1.547
TCEAL3	2.539
MAGOH	0.455
CENPB	0.185833333333333
C19orf7	0.423
LOC388965	-0.24475
ZCCHC13	-0.3375
JMJD1A	-0.1798
HIST1H4H	0.806
TBRG1	-0.0395
GPC3	-2.563625
TAF1C	-1.292375
EBNA1BP2	-0.6645
CIAPIN1	-0.13825
PDGFRA	-1.28733333333333
CSTB	-1.1275
CENPI	0.0941666666666667
GTF2E2	-0.562
RPP21	-0.035
CCNF	-0.488166666666667
KCNQ3	0.604
FAM79A	0.4495
SLC22A12	0.4345
NOVA1	-1.39333333333333
FZD3	1.0868
AKAP8	-0.40525
SOCS5	-0.200625
CFDP1	-0.33
DLG5	1.0635
PGM5	-0.0535833333333334
C1orf144	0.207833333333333
HDAC10	-0.801
RND2	-1.0625
C20orf199	0.03675
RNMT	0.079125
SLURP1	0.34725
ASTN1	-0.612125
SH3BGR	2.81875
MYCL1	0.254
ZHX1	0.787333333333333
CENPK	-0.73675
FOSB	0.1524
LOC643406	0.825875
C2orf59	-0.804375
TMEM135	1.533625
SLC27A2	-2.3155
KRT33A	2.374
OVOL1	1.05366666666667
PAMCI	-3.616
S100A7	4.776
ZNF789	-1.2965
HARS2	0.564
RPL23A	-0.317333333333333
TCF23	0.392
UPF3B	-1.745
C17orf78	0.321
HLA-DOB	0.244
C14orf142	0.633166666666667
TEKT5	2.2825
DMWD	0.1345
POLD1	-1.54933333333333
GSCL	-0.086
CALD1	-0.4703
SCRT1	-0.502833333333333
AIG1	2.3875
UNC84B	0.2885
ZNF404	0.00700000000000001
TMED6	-2.38825
KIAA1462	0.3635
LRRC27	1.6995
PYGO1	-0.5575
PIGU	0.9575
ALAS2	-4.07033333333333
WRNIP1	-0.031875
CNNM3	-0.614
ZNF2	1.1815
ST3GAL5	-0.7425
MRPL23	-1.234
TSSK6	0.361
PSMA6	-0.192
C16orf70	-0.685
KIAA1602	-0.01425
ALMS1	-0.389333333333333
DCN	2.89925
TMEM132D	-1.43575
SUCLG2	1.87675
ABHD14A	-0.0545
DEXI	-0.032
AMPD2	-1.88383333333333
IFNAR2	-0.771833333333333
CYB5A	1.8582
TLOC1	0.83795
NXF5	-0.320666666666667
NRBF2	0.651
KCTD3	2.1715
ITGAE	-0.668833333333333
SLC30A3	-2.84683333333333
ZRF1	-0.9025
IFRD2	-0.16575
XAB1	-0.262
PYCR2	0.0305
SERPINB3	-3.8435
TMLHE	-1.1569
GEFT	-1.616125
ABCA5	-2.359
EMR4	0.143
TSFM	-0.33575
HIST3H2BB	0.403
ARHGEF19	0.4345
TSPAN17	0.2625
ABCC8	4.4315
MAP1S	0.324166666666667
C22orf36	0.752
BNC2	-0.757571428571429
HIST1H4A	-0.99675
NDUFS3	-0.213
WDR3	-0.663666666666667
XKR4	-0.71725
TTC33	0.7995
STMN2	3.66825
CPN2	-0.6275
HSPC105	0.19825
PCOLCE2	-3.8415
C3orf55	0.8885
KLHDC9	2.95183333333333
TBC1D23	0.498
ATXN2L	-1.05266666666667
MAP2K3	-0.259583333333333
SCAP	0.1575
ZNF486	-0.191666666666667
C20orf96	-1.023
NARS	0.0685
ADAMTSL1	-0.851785714285714
PRCC	0.7635
CCDC126	1.35558333333333
ZNF675	-0.60275
CALCOCO1	0.52925
ANKRD43	3.95825
CWF19L2	1.166
ZBTB32	2.62183333333333
BRAF	0.36075
ODF4	0.36725
MGC14376	0.318333333333333
HORMAD1	-2.62816666666667
AAK1	-0.94075
PEBP1	0.23025
TNFSF5IP1	0.537333333333333
DKFZp564N2472	0.559
RMND1	1.626
IGKV1-5	4.41775
COL1A2	2.45475
SERPINA5	-3.300875
AANAT	0.4835
C19orf21	-2.1965
GEMIN5	-0.279
UBR4	-0.416333333333333
LTBP3	0.114666666666667
AMHR2	-2.3445
PROCR	-1.279
MYBBP1A	-0.92025
C20orf39	1.24683333333333
ZNF697	-0.76575
PASK	0.0411
ZNF776	0.552
RFXDC2	-0.562875
KIAA0467	-0.497
C10orf96	-3.16625
ZNF503	-0.94175
GULP1	-0.955833333333334
KCNE4	1.03166666666667
DKFZp434K191	-1.495625
LOC196913	0.6275
BHLHB4	-0.9235
CH25H	0.23
LOC81691	1.38266666666667
ALPL	-0.109642857142857
COL12A1	3.592625
FOLR3	-1.23783333333333
GPR123	0.044375
TRIM62	0.342071428571429
ABLIM1	1.2905
MAST3	-0.21925
RHBDD1	0.628666666666667
LOC338809	1.7575
RYBP	-0.4535
TTC26	1.043875
ZNF22	-0.459333333333333
ISCA2	-0.239
RDM1	1.69775
PIGM	0.94175
GNB3	-1.339
ACTR2	0.078
HMGB1	-0.0194
EDG1	2.2905
SOAT2	-3.0545
OR10AD1	1.8475
RAP1GDS1	-0.27175
LCE1F	0.129
ESM1	1.00825
RCN3	1.67775
CREBL1	-0.384
DBNL	-0.426833333333333
PTGER3	2.14725
USP30	0.641833333333333
BCL2L12	-0.318666666666667
KIF26B	2.69066666666667
ZNF416	0.69775
ZNF225	0.929
C17orf70	-0.04375
ZNF554	0.86975
RAE1	0.0963333333333333
TNIK	1.37416666666667
ACTN3	0.171
MGC45922	-0.337
CCNA1	-1.491
RYK	1.08316666666667
IL26	0.321
LRP3	-0.0515
QARS	0.3995
SOX7	0.39
BID	0.586875
OR2S2	0.524
CXCL14	5.10975
C11orf47	-0.323
MGC29891	1.01366666666667
HSPB8	2.6807
PRDM14	-2.2075
NUFIP2	0.07125
MNAT1	-0.084125
ZDHHC2	-1.275
MBNL2	-0.447125
ADD3	-1.518375
CSNK2A1P	0.20575
KLK6	-3.04966666666667
TMEM111	1.0377
KIAA1279	0.9865
NUBP2	0.395333333333333
RAB42	-0.89975
ID3	-0.2932
TM9SF1	-0.62625
MDP-1	0.1305
POU4F2	0.82
IQCK	1.80175
C16orf14	-0.4615
CAPN3	-1.44575
FAM43B	-0.715375
RECQL	-0.871
AP1G1	-0.312428571428571
CTNNBL1	0.131333333333333
ECHDC1	-2.08933333333333
SMARCC1	-0.1873
FOXQ1	-1.642625
GNAI3	0.0545
POLG2	-1.3005
CD4	0.973875
ITLN1	0.48325
EBI2	3.392
IRF1	0.729
PTPRE	0.3973
PTK2B	-0.48625
NXNL2	-1.89
SOX4	0.378722222222222
TSPAN3	0.224333333333333
SH2D1A	-2.66683333333333
C8orf58	-0.594
USP20	-0.93225
DUSP22	-1.6035
CALB1	-2.88283333333333
L3MBTL2	0.990583333333333
MCRS1	-0.269
TMEM118	0.193333333333333
C18orf8	0.913
FLJ10241	0.70125
GJA12	0.06625
PKD1	-0.722833333333333
ZFP3	0.951
JAM3	-0.978875
LAPTM4A	1.0862
DIRC2	0.019
KIAA2022	2.21266666666667
MYOM1	0.188
TRPM8	-2.32633333333333
MOP-1	0.37675
PHKG2	-0.18575
ZNF650	0.25775
KIAA1522	0.3585
PSG8	0.386333333333333
DDX19B	-0.351
MOBKL1B	0.61375
DIAPH2	-0.90925
PTPN12	-0.161
CLN8	-1.2984
CRYZL1	-0.354666666666667
CRY2	0.134666666666667
FCGR2B	4.73816666666667
PNPLA4	2.153625
ZNF454	-1.02
DKFZp434B1231	0.174
CLDN11	0.345
RFWD2	0.648833333333333
CIB2	-1.15
MXRA8	2.61925
HRK	-1.337125
MAML2	-0.667
C4orf31	-0.057
C6orf192	-1.132
COG6	-0.36325
FAM5B	-0.53775
NFATC1	-0.3805
SEPT10	-0.40925
SCYL1	0.11
RPP40	-0.73425
SCOC	0.7323
KIAA1450	0.7005
CTDSPL2	0.36775
TBX5	4.3392
NAPG	-0.373375
RHD	-5.64775
C14orf45	1.62183333333333
ZBTB22	1.554
PLCG1	-0.9845
ANKRD10	-1.467875
AQP7P2	-0.041
TAGLN2	0.084
HTR2C	-0.927166666666667
SLC16A7	-2.29683333333333
C17orf83	0.51475
TSGA14	0.0971666666666667
MDH1	-0.47725
PPP3R2	0.4375
DCBLD2	-3.41207142857143
RBM33	0.128375
DPH3	-0.8835
SYT10	-0.988
FMO4	1.637125
THYN1	0.07
DRD5	-2.4825
OTOR	1.77275
PGRMC2	1.8887
KATNAL1	-1.845
PAQR6	-1.72375
UBE2I	-0.19975
C14orf28	0.69175
C8orf70	-0.631
FLYWCH1	-0.703625
ANGPTL3	-2.63125
GLRX2	-0.289166666666667
ATP11A	-1.556
ARL5B	0.58825
MUC16	-2.91425
SLC25A5	-0.725
ACRC	-0.97225
MYO1C	-1.16925
FAM89B	0.768166666666667
FAS	0.576375
KIFAP3	1.43575
GLRA2	0.47
BTN3A2	-0.6503
CNKSR3	-0.114875
CSTF3	0.5155
ARPM1	0.20975
KIAA1530	-0.2885
C9orf150	2.8415
PRKCI	-0.62
tcag7.1015	-1.2285
SOD3	-1.12425
ZNF574	0.53575
CYP21A2	2.12375
RPL12	0.2
COMMD2	-0.3315
WIZ	0.0705
LOC344405	-1.347
ALDH4A1	-0.283352941176471
CRYAB	1.7335
COPA	0.434033333333333
PCDHGA7	0.137666666666667
KIF11	-0.167416666666667
RASD2	-0.00675
SLC26A3	-0.014
ZNF175	-0.311
JAKMIP2	-2.438375
C8orf4	3.9495
PTHLH	2.549
SLC40A1	2.42516666666667
OR7D4	0.3955
PCDHB17	0.113
CD36	5.362
C6orf203	1.7136
PRKG2	-0.2415
LOC400566	1.04225
ANAPC13	0.4925
SLCO3A1	-1.47025
ZNF692	-1.6785
FANCL	0.171
SH3GLB1	0.046
C12orf61	2.3665
KBTBD6	-0.20325
SUPT5H	0.168375
XRCC6	0.705
HUS1B	-0.4136
FAM133B	-0.499928571428571
LOC728276	-0.412
KCTD18	1.503
SOS2	0.0971666666666667
CCDC99	-0.55575
C1QTNF5	3.3035
NNAT	-0.372
USP16	0.36975
LARS	-0.3985
ZBTB2	1.09
ABO	0.958833333333333
TRAF3	-0.41375
GALNT5	-2.004
NAP5	-0.78175
ALG14	0.590833333333333
KIAA0515	-1.11684615384615
WDR75	-0.714166666666667
TEX261	-0.176916666666667
LY86	0.80675
LOC389072	-0.729
FLJ13611	0.63075
MRGPRX2	0.6135
SNRPA	-0.542375
OR2G2	0.6435
GPRASP2	-0.3335
C7orf42	-0.0892
C9orf163	-0.2765
CYP11B2	0.5605
FCRL3	1.90416666666667
PRDX1	0.0685
FGB	-5.30116666666667
COX17	0.728333333333333
C16orf33	-0.42525
PIWIL1	-0.956
FOLR1	-2.61866666666667
KIAA0082	-0.06225
FREQ	-1.221
TMCC2	-1.67083333333333
TCF12	-0.828833333333333
ZNF721	-0.43975
FAM130A2	0.31175
POU4F1	-1.81825
SNRPF	-1.013875
SGIP1	2.379
ZNF641	0.306833333333333
EMG1	-0.242625
PRRG4	1.111
HIRA	-1.55075
MYNN	1.04616666666667
AEBP2	-0.8605
TBXA2R	-0.0815
ISL2	-1.44266666666667
PCDHB11	-0.537
RNF144A	-1.357125
MARCH5	0.331875
DULLARD	-0.456833333333333
DCLRE1B	-0.834333333333333
ITGA8	-0.88025
TP73	-0.309875
PRKCD	1.95975
NDUFB4	0.38025
ATP13A4	1.300375
ANTXR2	-0.1715
COL4A3	-0.895333333333333
MYO10	-0.7948
SLC6A18	0.64025
PEX1	0.82075
TMEM74	-2.36066666666667
RBM19	-0.07875
TAPBP	0.36935
RUNX1	-0.51575
MID1	-1.93283333333333
GPR64	-2.30333333333333
RASEF	1.2445
GABRG1	-0.540375
MYO16	-2.29975
DBF4	-0.718
TSHZ2	1.6395
RIPK2	0.62925
PPTC7	-0.856333333333333
KIF4B	-0.44
LRRC31	1.571625
ZNF540	1.319
EFNB3	-0.370333333333333
LOH12CR1	0.256875
STON2	-0.437666666666667
GLP1R	0.87125
CSTF2T	1.562875
IREB2	-0.11575
GRSF1	-0.08575
PDCD7	-1.38983333333333
LRRC43	0.4705
CNR1	0.605833333333333
IL1F7	-1.7805
C12orf64	-0.432
FAM69B	-2.7565
NR2E1	-2.35733333333333
MS4A6A	2.6207
FTL	0.0932
C7orf36	-0.04175
PCLO	1.5462
DYRK2	0.0449166666666667
ARIH2	-0.093875
SAMD7	0.534
SCNN1D	-1.2335
SLC32A1	-1.44175
C22orf25	0.200333333333333
MRPS18A	0.4719
GPR112	1.186
EARS2	0.586
ERN2	0.304
ATPBD3	0.2525
PRH2	-0.673
CDKN2D	1.20316666666667
PGLYRP2	2.862
TRIM40	1.0675
SEC14L3	0.623
SLC22A1	-1.00375
BTN2A3	-0.398
RASA4	0.1535
CCNL2	-0.978
MYBPC3	0.571
GJA4	3.157
CDC42SE1	1.525375
TRPV2	-1.06125
MYPN	-4.7836
SIM1	0.4865
CDADC1	0.523
ZFHX4	0.53625
NIBP	1.2185
ADAMTS19	0.1795
ABTB2	-0.86
TSPYL2	-1.407375
EIF2S3	0.4854
SOX30	0.273666666666667
AP2A1	-0.406
DKFZP564O0523	0.490666666666667
LOC285398	0.38075
CDH18	-3.45975
CHL1	2.399875
GATS	-0.648555555555556
TBC1D2B	-0.700166666666667
OR1J1	0.2445
GSN	0.786
DPCR1	0.143125
GARNL4	0.0171666666666667
SMARCA5	-0.6695
PLEKHG3	-0.2155
ZBTB45	0.2505
FRMD6	-0.680333333333333
PLS1	2.12383333333333
DGKZ	-0.079
EFNA1	1.7265
WDR85	-0.275125
ANK2	0.463
PAGE4	-1.42883333333333
SENP6	-0.0353333333333333
AKR7A2	-0.560833333333333
FKBP10	-2.47575
VEGFC	-1.628
LARP1	0.0838125
SRBD1	0.85775
ITGB6	4.825
SLC1A2	0.663846153846154
INVS	-0.645333333333333
MPO	0.46525
MOBKL3	0.7011
CUTL2	-3.02914285714286
KLK2	-0.0768333333333333
VIM	-1.648
REG1B	0.411666666666667
PCDHGC4	0.43125
C3orf34	0.310333333333333
SUMO3	-0.5465
CST9L	-1.41525
MLL4	-0.5945
SPR	1.569
SAMD9L	1.52025
ABCE1	0.06
SUPT3H	-1.34116666666667
ACTBL1	-1.0145
ADAMTS4	0.994666666666666
SLIT3	2.7615
RHEBL1	0.027
NPM2	-1.87
MAN1C1	0.08625
KIAA1856	-0.188416666666667
HSPA6	2.37425
LOC388152	-1.011
C10orf140	0.2615
ZDHHC12	-0.237
LIN7A	-1.3106
PHC2	-0.1715
SPHK1	-0.487
TRIM26	0.4169375
FAM83E	-0.8585
C18orf24	-0.641166666666667
ZNF578	0.788
ORAI1	-0.645
RUVBL1	0.568166666666667
C7orf20	-0.7265
APAF1	-0.1225
SLC36A4	-1.03466666666667
MYH11	3.52083333333333
NEK1	-0.1786
MPP2	1.201625
C12orf24	-1.45025
TNK2	0.1448125
ZNF289	-0.8565
MATN3	-0.531571428571429
IFNGR2	0.671333333333333
ITPR1	2.119
EBF3	2.2804
TBC1D20	0.9968
OR10P1	0.63175
DDAH2	0.2115
SHPRH	-1.12575
STX7	0.344
LOC554248	-1.73875
BCAR1	-1.08475
ATXN3	0.08325
TRIM27	-0.07275
CDC42EP2	0.4635
