Hybridization REF	TCGA-E2-A1B1-01A-21R-A12P-07
C1orf61	-2.0605
hCG_2001000	-0.38075
RAPGEF6	-0.8884
KIAA0020	-0.5435
NEIL1	0.15425
C16orf45	-0.988625
RBM10	-0.458666666666667
C10orf125	-0.458375
MRS2L	-1.27575
DNAH17	-0.726
C19orf10	-1.075
C1orf160	0.8985
SLFN12	1.6245
EXOC3	-0.182166666666667
HIST3H3	1.00275
NCOR2	0.0198333333333333
TNFRSF9	2.21325
MFSD8	0.89625
ALX1	-4.10066666666667
NOL1	-0.65325
PODN	3.4105
TIAL1	-1.06225
HIST1H1E	-0.65175
NPY6R	0.55125
TM4SF4	0.01725
CORO2A	-0.316
ETNK2	2.6725
APOE	1.4518
ANGPT4	0.328
HDGF2	0.8275
G30	0.099
ST8SIA4	-0.132857142857143
F2RL1	0.207
FAM19A4	-3.56075
CCAR1	-0.351
B3GNT7	0.01725
OPHN1	-0.0724999999999999
DSCR6	-1.111
C21orf13	0.895
GAS2L1	0.19275
RFX3	-0.414
COPS4	-0.208
BCHE	-4.48533333333333
BCL2	2.0835
HBZ	-4.02066666666667
ARL13B	0.32775
MAPBPIP	-0.186125
MYO15B	1.277125
SPZ1	0.41
KIAA1324	2.22444444444444
PLCL2	0.539625
C4orf29	-0.906
WDFY2	-0.2065
ZNF284	-1.1435
NAALADL1	0.9695
DUSP5	0.572333333333333
PXDN	1.035
SLMO1	-0.52875
TNXB	0.7213
BIRC7	-0.569
A4GALT	1.86166666666667
TIMM22	0.1695
FAM110C	0.74975
TOMM34	-0.40625
ABHD9	0.1535
ADAM32	1.472
CRHBP	0.9885
AQP2	0.198375
LOC130355	-0.25325
ZNF187	0.300333333333333
ZNF816A	0.513
F7	-0.673142857142857
CNOT1	-0.5353
SLC13A4	-1.3625
ZBTB11	-0.31225
B3GALT5	2.27975
EXOC2	0.3345
IRS1	0.4544
TMEM1	0.356666666666667
MRPL34	0.0356666666666667
SAMM50	-0.72025
CDC42EP3	0.501875
HSF2	-0.4818
MFN2	-0.0145
TSPAN7	0.477666666666667
NUCB1	0.859
RHOH	0.32025
ARL16	-0.552
TACR1	-0.64425
SFRS5	-0.293166666666667
SNX25	-0.568125
RHBDF1	1.19916666666667
PCDH18	2.50183333333333
HMG1L1	-0.21875
MYO5C	1.326625
MAPK10	1.261
LDHAL6A	-0.0311666666666667
NUDT12	0.545
NCAM1	-0.087875
GLIS2	1.722
GGTL4	-0.298
DAPP1	1.743
ATF7	0.504571428571429
KIAA0748	0.28275
NFIL3	-0.67
TM6SF1	0.6328
SEZ6	-0.608125
NANOS3	-0.318833333333333
DNAJA3	-0.8075
CLDN6	-2.0275
CIITA	3.072
EPHA4	-0.99325
FANCC	-0.54625
CMTM3	1.737875
PSG3	-0.346833333333333
MRPL15	-0.46575
C21orf59	-0.529
PLCXD2	0.604
C2orf34	-0.213625
UBE2L6	2.13325
MED14	-0.8435
HP1BP3	-1.0255
C6orf208	-0.1105
TPBG	0.84225
OSR2	0.678875
XPC	0.7255
KLHL7	-0.715583333333333
CCR3	-0.8118
AGTPBP1	-0.799
PCSK6	0.157933333333333
STAT5A	0.00820000000000002
FAM18B	0.6925
LONRF2	-1.52416666666667
PTPN2	-0.4755
SF3A3	-1.01233333333333
EFCBP2	0.17
HCFC1	-0.135333333333333
AHNAK	1.398
ACTR5	0.12225
KIF14	-3.73914285714286
TENC1	2.23775
HEATR5B	0.553
YIPF2	1.4465
MYEOV2	-0.7465
DUSP18	0.48725
KIAA1012	-0.694
AHR	0.459666666666667
C17orf53	-1.13866666666667
PTPRH	-3.28775
ATP6V1C1	0.0501
TAS2R3	-0.3815
LOC440356	-1.7085
COQ10B	1.20725
PSMF1	0.84
SORBS2	2.26783333333333
NFE2L2	-0.49725
TMCO7	-0.45025
SH3PXD2A	-0.1284
SH2D2A	-0.58575
SPINK5	-3.28475
MRPS24	-1.5795
OPA3	0.135625
TRAF7	0.231833333333333
C4orf35	0.1626
MT1G	-1.297375
MGC39545	0.554333333333333
HS1BP3	0.709
OR2B2	-0.065
CHRM4	0.9205
SFRP2	4.49791666666667
RIC3	1.7535
ART1	1.6855
C6orf1	0.701125
DUS4L	-1.282
C10orf104	0.05225
TNFAIP6	3.36875
RTEL1	-1.63025
CCT4	-1.0309
ZNF709	0.5025
CHMP6	0.00600000000000001
UPP2	-0.2885
CYP19A1	-1.662
CD151	0.9635
NDUFA13	-0.966
ARFRP1	-0.106666666666667
FAM26B	1.756
CRYBA1	-0.883
MRPL41	-0.609166666666667
NPFFR2	-1.498875
HRH2	0.263
SCAMP3	0.265833333333333
MTMR6	0.1211
MTG1	-0.977166666666667
UBTD1	1.92625
CRABP1	-2.6205
FLJ33790	0.0182
KIAA1908	-0.283
GPR158	-2.4015
PACSIN3	0.666833333333334
OMD	4.353
CATSPER1	-0.359666666666667
HOXB8	-1.792625
FBXO46	0.0955
OAS1	3.7
SVIL	0.519
PHB2	-1.2565
ADCY3	-0.12
NDRG2	2.4985
ERMAP	1.3314
APBA2	-0.511166666666667
IGSF9	1.30325
WNT6	-0.546
MYCBPAP	0.02775
ATP2B2	0.65875
CPVL	0.4294
TRAM2	-0.796090909090909
NOP5/NOP58	-0.85925
ZNRF4	0.1485
TLK1	0.455875
MTMR12	0.416785714285714
ZNF384	0.388
FAM9B	-3.456
RPN1	0.2013
PMVK	1.231
EIF3D	-0.2517
SIX2	-0.347
HPS1	1.13621428571429
RNF7	0.91225
PSKH2	1.3345
KCTD13	0.0468333333333333
CSMD3	-0.737
FBF1	-0.746
IL8	-4.581625
SERPINB13	0.3939
FBXL20	0.2525
BLR1	0.648
SH2B1	0.055
RFNG	0.63125
RAB20	2.282
RBM7	-0.35325
POLR1A	-0.29
TMPRSS4	0.57525
TAF9	-0.725125
TERF2	0.579833333333333
TNFRSF1A	1.07083333333333
ACADVL	-0.0726666666666667
GTF2H5	-0.5515
EDG8	0.0315
C9orf140	-0.869625
UST6	-0.0226666666666666
ZBTB8OS	-1.25875
ZNF710	1.6905
GPR174	-1.182
ATP6V0A2	-0.35225
KIAA0319L	-0.206166666666667
XKRX	-0.5125
DOPEY2	1.5101
SDHD	-0.63675
SUMF1	1.26925
OSM	2.4395
OPN3	-2.2725
DAGLB	0.8165
PPFIBP1	0.0375
TRIM63	-2.8795
C10orf53	-0.5255
LYPD3	2.698
BCL7A	-0.847375
AGER	-1.14166666666667
TCF19	-0.013125
SAT2	-0.33275
PFTK1	0.0431666666666667
GABRE	-2.146375
C15orf38	1.2176
FIS1	0.5355
KCNV2	0.01675
CLPS	0.518
PPCDC	-0.451875
FOXN2	-0.6545
NT5E	-2.5648
CD83	1.712
IL18	1.768125
VPS16	0.41425
IGFBP2	-0.379833333333333
NOTCH2	0.41275
SIGLEC1	4.06275
CD93	5.431
SULF2	0.70075
CEP164	-0.547625
P53AIP1	0.616166666666667
TOR2A	-0.312666666666667
ZNF136	1.3505
MGP	3.7618
CCDC144A	-1.5832
TRPC1	-0.308333333333333
SMS	-0.581333333333333
MAPK7	-0.212666666666667
RRAGC	1.31325
PARD6A	0.222333333333333
NUB1	1.50616666666667
SYNGR4	-0.7445
OR11H12	0.125
WIF1	1.78375
GCH1	0.311
OR11H4	-0.326
SLC44A5	-0.4095
GPRIN2	0.503166666666667
LOC401431	0.54875
CPA4	-2.1359
MELK	-2.52244444444444
IL15RA	0.81725
CUL3	0.305125
HMBOX1	0.4465
PODXL	-1.78125
CCT6B	0.629166666666667
COMTD1	-0.972
MUC20	-0.446333333333333
GPX2	-3.18475
ITK	0.1255
FBXL5	1.15625
C13orf27	-1.026
DEFA5	0.243
TRHDE	-1.432
MTP18	-0.9105
UQCRQ	-1.4095
ITGB2	3.4405
CSRP2BP	0.335
TAS2R44	0.264
PHPT1	-0.02625
FAM44C	0.012
ERH	-1.522
MPHOSPH1	-1.93216666666667
MORC1	-0.7145
PARVB	-0.94875
LAMA1	-1.81408333333333
PGBD3	0.19725
GIMAP6	4.30975
AREG	-0.969666666666667
LIPT1	0.20625
MGC99813	-1.7085
C1orf201	-0.178833333333333
GRIN2A	-1.12
MAN2C1	0.105125
NSUN5	-0.3245
SF3B5	0.671
MYC	-1.2334375
NRXN1	-1.36081818181818
ZNF18	-0.064
SPDYA	0.220285714285714
SLC37A1	1.555
DECR2	-0.82425
ANKRD38	1.24375
SPTLC3	-0.609666666666667
SUPT16H	-0.802625
DTWD2	0.50975
ULBP1	-0.646
ZADH1	0.0265
OIP5	-3.4985
IL10RB	1.4115
OTUB2	-0.0475
VWA3A	0.0568
SPIC	2.126
OR6C4	0.0825
PSCD4	1.45066666666667
DPY19L2P2	-0.299
TRAPPC6A	1.38983333333333
C21orf2	0.377333333333333
CEMP1	0.054
LIN7B	0.1305
E2F7	-2.59566666666667
VCP	0.6344375
LAMA3	1.92966666666667
BGN	2.39075
GPR160	1.44316666666667
COCH	-4.12783333333333
GPR81	1.86
APOBEC3F	0.19325
tcag7.1017	-0.75975
C1orf32	0.302
SCGB1D2	5.9565
FLJ43987	-2.834
C6orf170	0.28975
KLK9	0.453
GPD1L	0.041875
VPS37B	-0.27575
ATG3	0.0245
ADAMTS17	-0.739
KLHDC2	-0.087
NDUFV2	-0.052
BLK	-1.6565
MATN4	-1.616
GPM6A	0.1405
GBP4	4.57
TMEM162	-0.281
PKP2	-0.142
HRASLS	-1.64522222222222
MMP1	-3.559
SFXN3	-0.0725
FSD1	-1.93716666666667
ST6GALNAC3	-1.51183333333333
CA12	1.7501
NCOA6	0.54175
C19orf58	1.1496
PPP4R1	1.01166666666667
MAN1A2	-0.197333333333333
IKBKAP	-1.898
UPF1	0.153
KIAA1219	0.91025
WNT16	0.898166666666667
SNW1	0.024
IL18RAP	3.19725
RPP30	0.1405
CDC40	0.207714285714286
SETD3	0.348
SLAMF6	1.75975
ELK4	-0.637
TRIM47	1.61483333333333
ACOX3	0.876125
TRIM6	1.411625
KIAA0372	-0.722666666666667
TP53AP1	0.823625
SMURF2	0.257
ADAD1	0.3795
EBP	-1.1332
KRTAP13-2	-0.559
FLJ36874	-0.6645
TOR1A	0.180166666666667
P2RY4	0.4165
GPBP1	0.393
TRPV1	0.0941250000000001
ADAMTS12	1.069
PES1	0.3642
ATG4A	0.645166666666667
MAGEA10	-5.455
WFS1	1.75075
CC2D1B	-0.0451666666666666
PABPN1	-1.2435
SLC25A30	0.77275
SLCO1C1	0.5215
SLC22A5	0.1575
KIF23	-2.4925
SYN2	-0.064
ASPN	7.6475
CENTG2	0.02275
QSOX2	-1.8905
FLJ10815	-0.322833333333333
STK24	1.286125
SPEG	0.3454
STK10	1.205
DACT2	-0.7565
AAAS	-1.277
SSX3	-1.374375
ABCD3	0.6731
C4orf12	0.194875
PARVG	1.80516666666667
FIG4	0.67875
C9orf46	1.66025
TMCO6	-1.509
IGHMBP2	0.39725
DUS2L	0.522166666666667
FAM3C	0.2449375
TMEM16D	-2.6115
DCTN4	0.2265
KCNH3	-0.13275
EIF2AK2	1.6475
AP1S3	0.873625
CST4	1.357
PAM	0.727875
NUTF2	0.20675
CITED2	-0.1316
SLC39A4	-0.42975
C2orf52	-2.057
GRM3	-1.75675
C12orf49	0.597375
CCDC49	0.0257
GRAMD1B	-1.3235
FNDC4	2.08175
SIAH2	0.134375
GDPD4	0.124
C21orf87	-0.07425
ATP5A1	0.123
C16orf63	-0.57625
LOC388135	0.317833333333333
ATP5J2	-1.1295
MMP3	1.64475
EMID2	-0.5575
CRHR1	0.058
WDR70	-1.05925
C13orf31	1.90375
ZFAND1	0.34575
CCL18	4.56716666666667
C3orf49	0.079
RINT1	-2.0035
KIAA0408	-1.25416666666667
F13A1	5.275
SLC10A1	-0.712
OGN	4.11125
GIPC2	0.1575
XPO6	0.044
LCE1A	0.7735
FMR1	0.0229
LOC374920	-0.056
DUSP3	-0.28925
ANKMY1	1.6285
C7orf50	0.3095
BBS9	-0.4945
UNC119B	-1.398375
C9orf72	0.22925
MGC35440	-1.133
ENTPD6	-0.321625
PPP1R2P9	0.301
ERCC4	-0.1375
FAHD2B	-0.334
HMHA1	0.3375
HACL1	-0.738
RAD23A	0.0253333333333333
FAM83B	0.13425
PPP5C	0.0666666666666667
RNASEH2C	-1.12025
C9orf153	0.056
SCAMP4	0.22775
GHITM	0.0714
NDUFB7	0.817
ADCYAP1	2.28016666666667
SP110	2.47616666666667
MAP3K7IP2	0.76925
DHH	-0.1415
AGRN	1.2115
WDR33	0.245666666666667
CEP290	-0.690833333333333
PRPS1L1	-1.368
KLRA1	-1.842
GPR97	0.255
CHD7	-1.528
TLR10	0.87525
SLC30A8	-0.822
HIC1	2.4555
IAPP	-0.663
RXFP4	0.09275
GP1BB	0.811
SHQ1	-0.0945
NKX2-3	-0.0101666666666667
API5	-0.79275
FTHP1	0.219
MOV10L1	0.616166666666667
TRIM6-TRIM34	2.47983333333333
ADHFE1	0.682
FAM117A	0.40475
DDI1	-0.352
CDON	-0.121833333333333
TRIM73	-0.448
IGKC	4.2455
MMP14	1.00883333333333
DYNC1LI1	-0.49875
C11orf66	0.4025
TRBV3-1	-0.7535
FASTKD5	-0.229
BIVM	-1.88025
LHX4	0.52125
CXCL2	1.7961
RAB2B	-0.981333333333333
IZUMO1	-0.289
MAP3K15	-2.3745
FAM19A2	-0.300166666666667
ZC3H8	0.260833333333333
ZMAT1	0.868875
SPINK5L3	-2.80125
SLC10A6	0.5
APPL2	-0.469875
CARD10	-0.2095
LOC402176	-0.455875
EEF1D	1.1606
RAB6A	1.0919
C12orf5	-0.01975
PAPOLG	0.209
MSRB2	0.4865
BCR	1.37366666666667
PUS3	-0.524
TIAM2	0.55975
ZNF317	0.218333333333333
CHD2	-0.154285714285714
FZD5	-1.10368181818182
NUDT8	-0.88425
ZNF763	0.69
PRC1	-1.55177777777778
ABCB9	-0.0428333333333333
SPATA3	1.052
TRAK2	0.328375
STAB1	2.86025
LRRTM2	0.8018
psiTPTE22	1.58125
DBI	1.275
SERPINA11	-2.801
NAT5	0.4545
C20orf58	-2.27175
RPS6KA4	0.027
FLJ90650	0.5875
TGFBRAP1	0.83825
CHRDL2	0.585
FAHD2A	-0.7565
CNTN1	2.10625
BBS4	-0.0261
TMEM181	-0.7645
MINPP1	-1.78925
MPHOSPH6	0.365833333333333
HOXC10	-0.3004
ITPKB	0.253125
CLPTM1L	-0.04475
MEOX2	0.760166666666667
ATP6V0C	0.54825
PRPF8	-0.611333333333333
TMC5	2.6985
FKBP3	0.00625
PLEKHB2	-0.2455
OR4D6	0.015
ZNF544	-0.3363
D2HGDH	0.00175
RPL18A	0.0524
HEL308	-0.117
MPP6	-2.9515
TCERG1	-1.8435
KRT16	3.4665
KLF17	-1.581
KLF5	1.175
CDR1	2.747625
VCX3A	-3.66
FBLN2	3.29
C14orf104	-0.29875
HBE1	-5.4127
OR4S2	3.418
C1orf108	-0.527833333333333
ROBO4	3.573
CPEB4	0.43875
C11orf80	0.688833333333333
BCKDHA	0.5425
MYOC	2.051
GIF	1.276
CKMT1A	1.318
RPL3	0.5801
THBS1	1.962625
APOO	-2.35575
ARMCX1	1.32325
HSZFP36	1.8365
SNAPC5	0.181
EIF4ENIF1	0.1515
ZNF433	1.12875
TNFRSF21	-0.4605
TMPRSS7	-0.135
SPATA18	1.0886
HPDL	-2.795
MKL2	1.1297
TBX3	1.34069230769231
C21orf93	0.0101666666666666
DAXX	0.8045
ELMO1	0.1695
RGS13	1.93283333333333
TAF11	0.4515
UNC13A	-1.798875
LOC653314	0.2251
ORC3L	-0.67325
IMAA	-2.843
TARBP2	-0.54975
CABIN1	-0.7194
TRIOBP	0.4954375
HIST1H2AC	-0.16675
RGS22	-1.48316666666667
NCOA1	1.15416666666667
IL25	0.537
SNCG	1.245
GPR6	0.1425
AMDHD1	-2.69116666666667
CHEK2	-1.85025
C6orf142	-0.84825
DRD4	0.89275
C14orf68	-1.58
GDF11	-2.463
SEMG2	0.3935
CD247	-0.10275
CDAN1	-1.1925
RBMX2	-0.0566666666666667
TGS1	-0.39025
OIT3	0.403
SYF2	0.80925
MCM4	-2.006875
PKHD1L1	0.294625
CEP192	-1.16566666666667
IFT88	-0.3725
RPL9	0.197714285714286
RAB32	0.392
DDX43	-1.4955
P2RX2	-0.127666666666667
OR5D18	-1.805
UBE1	0.67
SLC24A1	0.21225
ARHGAP5	-0.3415
CETP	-0.26075
KIAA1731	-1.215
SLC9A4	-0.9805
PTPN6	1.965
BAHD1	0.1175
GRIK3	-0.0735
CACNB2	-0.6405
PDE10A	-0.38075
DGCR14	-0.12475
PCDHB9	0.00816666666666677
RHOQ	0.540333333333333
MAP3K4	-0.04625
KTI12	-0.237833333333333
RPL23AP13	-0.788
GNG11	0.6635
CLCN3	0.595833333333333
GPAM	-0.3945
VSTM2A	3.252
SLAMF7	3.00033333333333
INTS2	0.17575
PPP2CA	0.3456
LRP12	-0.4088
SEC14L2	3.14644444444444
DKFZP586H2123	3.77125
MC3R	-0.0935
CIRH1A	-0.387666666666667
HIST1H2AB	0.274833333333333
POLH	-0.877625
MGC16703	-2.19783333333333
SNAPC2	-0.5795
FILIP1L	1.7615
RASGRP4	-0.00750000000000001
LRRC1	1.76575
GAS1	1.78725
PRAC	-1.233
DGKA	0.705333333333333
NT5C3	0.172
PEG3	-3.34466666666667
NADK	0.783
PRR17	-1.538
LOC374569	-0.1915
SGSH	0.648833333333333
NLRP8	0.388
GALT	-0.2508
MCF2	-2.177
ZNF263	1.777
TACSTD1	0.858166666666667
TYR	-7.45966666666667
ATP6AP2	0.60575
RNUXA	-0.20325
ABHD10	0.8257
GDPD2	-0.719
SLC35C1	-0.43175
UBE2A	-0.00425000000000002
HERC5	0.900333333333333
FAM112B	-5.15883333333333
FBXL16	-0.56225
DKFZP434A0131	-1.0325
ELA3A	-3.093
RBM41	-1.1465
HAO2	-0.50575
RNH1	0.9245
SHANK2	0.8865
OSBP2	-1.726125
DAK	0.775333333333333
C3orf58	0.445
TCL1B	-0.9275
KBTBD2	-0.09325
SUGT1L1	0.82875
UBE2E2	1.6665
MYL9	2.608
CDC23	-1.1795
PBXIP1	1.169
CXorf40B	0.24
NBL1	1.54
RTBDN	-0.057
RAB11FIP5	0.208125
TTTY13	-0.9015
SCOTIN	1.52716666666667
SOHLH1	-0.969
CDKN1A	0.463071428571429
NCK1	0.2535
ZNF550	0.38325
SAPS3	-0.223833333333333
SPIN3	0.245833333333333
MAGEE2	0.29275
MIS12	-1.14133333333333
OR8H2	0.117
KIAA0774	0.6425
UNC5D	-2.5975
CUL7	-0.035
LIPC	-3.29416666666667
DIO1	-1.75
C20orf11	-0.098
CTRL	-0.26
HS3ST2	2.934
PAK4	0.667333333333333
CCRL1	4.077
RNF10	-0.413875
ZNF567	0.19
ZNF660	-0.0745
TCEAL3	1.90075
MAGOH	-1.383
CENPB	0.0338333333333333
C19orf7	0.504875
LOC388965	0.16675
ZCCHC13	1.0095
JMJD1A	-0.7783
HIST1H4H	-0.2815
TBRG1	0.0926
GPC3	-3.47425
TAF1C	-0.06375
EBNA1BP2	-0.669333333333333
CIAPIN1	0.318
PDGFRA	0.682
CSTB	-0.7785
CENPI	-2.61666666666667
GTF2E2	-0.739833333333333
RPP21	-0.7285
CCNF	-0.342166666666667
KCNQ3	0.4745
FAM79A	1.556
SLC22A12	-0.1145
NOVA1	-0.729333333333333
FZD3	-0.6763
AKAP8	0.79575
SOCS5	0.634125
CFDP1	-0.39125
DLG5	0.19375
PGM5	0.767083333333333
C1orf144	0.467333333333333
HDAC10	-0.788
RND2	0.0155
C20orf199	-1.3865
RNMT	-0.3705
SLURP1	0.0825
ASTN1	-0.324
SH3BGR	0.44875
MYCL1	0.08825
ZHX1	0.381333333333333
CENPK	-2.66525
FOSB	3.1992
LOC643406	0.03375
C2orf59	-1.178
TMEM135	-0.56325
SLC27A2	-3.4935
KRT33A	3.848
OVOL1	0.329125
PAMCI	-1.1635
S100A7	2.0035
ZNF789	-0.6695
HARS2	0.38375
RPL23A	-1.0795
TCF23	0.7515
UPF3B	-0.894125
C17orf78	-0.101
HLA-DOB	1.0215
C14orf142	0.1825
TEKT5	0.661166666666667
DMWD	-0.325
POLD1	-2.553
GSCL	-0.2175
CALD1	0.7995
SCRT1	0.333833333333333
AIG1	0.3455
UNC84B	2.7715
ZNF404	-0.38925
TMED6	-3.14075
KIAA1462	0.418
LRRC27	1.87083333333333
PYGO1	0.346
PIGU	0.350166666666667
ALAS2	-4.39066666666667
WRNIP1	0.043
CNNM3	0.411
ZNF2	1.02125
ST3GAL5	-0.0828333333333333
MRPL23	-0.6735
TSSK6	-0.334
PSMA6	-0.277
C16orf70	-0.47825
KIAA1602	0.4495
ALMS1	-0.548333333333333
DCN	4.266625
TMEM132D	-0.3445
SUCLG2	0.52825
ABHD14A	-0.5905
DEXI	-0.334166666666667
AMPD2	0.1255
IFNAR2	0.591833333333333
CYB5A	1.2206
TLOC1	0.6117
NXF5	-0.755
NRBF2	0.517
KCTD3	0.97625
ITGAE	-1.1845
SLC30A3	-2.26483333333333
ZRF1	-0.6105
IFRD2	-0.8025
XAB1	-0.514
PYCR2	-0.326
SERPINB3	-4.984
TMLHE	-0.1963
GEFT	-0.828875
ABCA5	0.117625
EMR4	0.634
TSFM	-0.63975
HIST3H2BB	-0.02025
ARHGEF19	1.86625
TSPAN17	1.02933333333333
ABCC8	-0.068
MAP1S	1.35383333333333
C22orf36	-0.108
BNC2	1.15042857142857
HIST1H4A	-1.015
NDUFS3	0.130166666666667
WDR3	-0.948666666666667
XKR4	-1.1545
TTC33	-0.0183571428571428
STMN2	2.261
CPN2	-0.676
HSPC105	1.59475
PCOLCE2	-1.7065
C3orf55	2.2335
KLHDC9	0.5475
TBC1D23	0.022
ATXN2L	-1.10883333333333
MAP2K3	0.805916666666667
SCAP	0.297
ZNF486	0.3715
C20orf96	-0.4245
NARS	-0.70175
ADAMTSL1	-0.696571428571429
PRCC	-0.150666666666667
CCDC126	0.857
ZNF675	0.43075
CALCOCO1	0.63
ANKRD43	4.44525
CWF19L2	-0.0135
ZBTB32	2.24216666666667
BRAF	-1.274
ODF4	0.112
MGC14376	0.514166666666667
HORMAD1	-1.8326
AAK1	0.16425
PEBP1	0.382666666666667
TNFSF5IP1	0.630333333333333
DKFZp564N2472	0.77725
RMND1	0.239625
IGKV1-5	4.66625
COL1A2	3.12475
SERPINA5	-3.54675
AANAT	0.174
C19orf21	0.786
GEMIN5	-0.44475
UBR4	0.177
LTBP3	0.960833333333333
AMHR2	-2.172
PROCR	-0.80575
MYBBP1A	-0.7715
C20orf39	2.40166666666667
ZNF697	-0.14775
PASK	-0.043
ZNF776	-0.165333333333333
RFXDC2	-0.69575
KIAA0467	-0.26975
C10orf96	-1.94333333333333
ZNF503	-0.98125
GULP1	-0.133833333333333
KCNE4	-0.731666666666667
DKFZp434K191	-1.417625
LOC196913	0.146
BHLHB4	1.371
CH25H	2.5475
LOC81691	-0.609833333333333
ALPL	1.05885714285714
COL12A1	2.940875
FOLR3	-2.003
GPR123	0.350625
TRIM62	0.936857142857143
ABLIM1	1.23433333333333
MAST3	0.764
RHBDD1	0.150333333333333
LOC338809	0.907
RYBP	0.221
TTC26	-1.144
ZNF22	0.196666666666667
ISCA2	-0.4605
RDM1	-3.1225
PIGM	0.11025
GNB3	-0.8035
ACTR2	0.4947
HMGB1	0.15015
EDG1	3.5325
SOAT2	-3.6705
OR10AD1	2.5805
RAP1GDS1	0.3935
LCE1F	0.2295
ESM1	-1.063375
RCN3	2.96175
CREBL1	-0.156
DBNL	1.69483333333333
PTGER3	2.1195
USP30	0.0926666666666666
BCL2L12	-2.0495
KIF26B	2.41525
ZNF416	0.20825
ZNF225	0.782
C17orf70	0.15825
ZNF554	0.53475
RAE1	-1.06683333333333
TNIK	0.916
ACTN3	1.3185
MGC45922	0.3605
CCNA1	0.185666666666667
RYK	-0.151166666666667
IL26	-0.259
LRP3	0.828333333333333
QARS	0.66125
SOX7	1.66871428571429
BID	-0.7225
OR2S2	1.355
CXCL14	4.64125
C11orf47	-0.5045
MGC29891	-0.578
HSPB8	1.9005
PRDM14	-1.3095
NUFIP2	0.65275
MNAT1	-0.971375
ZDHHC2	-0.323166666666667
MBNL2	0.459375
ADD3	0.591875
CSNK2A1P	-0.123
KLK6	1.68233333333333
TMEM111	0.5113
KIAA1279	-0.066
NUBP2	0.2635
RAB42	-0.47025
ID3	-0.3022
TM9SF1	-0.07275
MDP-1	-0.921
POU4F2	-0.208
IQCK	0.281
C16orf14	-1.66125
CAPN3	-0.867625
FAM43B	-0.595625
RECQL	-0.963
AP1G1	0.230928571428571
CTNNBL1	0.659
ECHDC1	0.144333333333333
SMARCC1	-0.5019
FOXQ1	-1.446125
GNAI3	0.158833333333333
POLG2	-0.883
CD4	1.637625
ITLN1	-1.5
EBI2	5.00475
IRF1	2.6985
PTPRE	1.0771
PTK2B	0.539
NXNL2	0.138
SOX4	0.697333333333333
TSPAN3	0.385
SH2D1A	-0.876833333333333
C8orf58	-0.326333333333333
USP20	0.0325
DUSP22	-0.231416666666667
CALB1	-2.83366666666667
L3MBTL2	0.0789166666666667
MCRS1	0.212
TMEM118	-1.92916666666667
C18orf8	0.617666666666667
FLJ10241	-0.288125
GJA12	0.62625
PKD1	0.376166666666667
ZFP3	0.748
JAM3	-0.04525
LAPTM4A	1.1747
DIRC2	-0.049
KIAA2022	1.06616666666667
MYOM1	0.519666666666667
TRPM8	-2.879
MOP-1	0.7925
PHKG2	-0.23725
ZNF650	-0.34325
KIAA1522	1.505
PSG8	0.068
DDX19B	1.3885
MOBKL1B	-0.2435
DIAPH2	-0.23725
PTPN12	0.29
CLN8	-0.9156
CRYZL1	-0.1745
CRY2	1.32425
FCGR2B	4.41266666666667
PNPLA4	1.218
ZNF454	2.116
DKFZp434B1231	0.0335
CLDN11	1.1787
RFWD2	-0.142666666666667
CIB2	0.0718333333333333
MXRA8	3.599875
HRK	-0.5045
MAML2	0.05375
C4orf31	0.1485
C6orf192	0.321
COG6	-0.1435
FAM5B	0.41225
NFATC1	1.6271
SEPT10	-0.07875
SCYL1	0.8539
RPP40	-0.79875
SCOC	0.936
KIAA1450	0.672
CTDSPL2	0.05925
TBX5	3.07216666666667
NAPG	-0.263625
RHD	-5.068
C14orf45	1.9815
ZBTB22	1.9295
PLCG1	0.051
ANKRD10	-0.591625
AQP7P2	2.00225
TAGLN2	0.408833333333333
HTR2C	-1.2042
SLC16A7	-0.420333333333333
C17orf83	-0.18625
TSGA14	-0.940666666666667
MDH1	-0.44675
PPP3R2	-0.1712
DCBLD2	-1.7165
RBM33	-0.925875
DPH3	-2.06425
SYT10	-1.98
FMO4	2.035375
THYN1	0.203
DRD5	-1.933
OTOR	1.1695
PGRMC2	0.5185
KATNAL1	-1.06625
PAQR6	-2.586
UBE2I	-0.30925
C14orf28	0.56475
C8orf70	1.168
FLYWCH1	-0.361375
ANGPTL3	-0.4925
GLRX2	-0.260833333333333
ATP11A	-1.02892857142857
ARL5B	0.199875
MUC16	1.6765
SLC25A5	-0.578071428571429
ACRC	-0.66825
MYO1C	0.14125
FAM89B	0.735166666666667
FAS	1.13925
KIFAP3	1.00375
GLRA2	null
BTN3A2	-0.048
CNKSR3	0.02225
CSTF3	-1.025
ARPM1	0.3045
KIAA1530	-0.624
C9orf150	1.81116666666667
PRKCI	-0.397
tcag7.1015	-1.40275
SOD3	0.6845
ZNF574	0.494
CYP21A2	0.8725
RPL12	-0.20525
COMMD2	-0.4195
WIZ	1.50775
LOC344405	-1.25125
ALDH4A1	0.547176470588235
CRYAB	2.88825
COPA	0.692233333333333
PCDHGA7	0.809166666666667
KIF11	-2.00858333333333
RASD2	-0.000499999999999976
SLC26A3	1.1535
ZNF175	0.136
JAKMIP2	-1.771875
C8orf4	2.46683333333333
