Hybridization REF	TCGA-AR-A1AI-01A-11R-A12P-07
KLHL7	-0.385583333333333
CCR3	-0.65625
AGTPBP1	-0.263166666666667
PCSK6	-2.301
STAT5A	0.0721
FAM18B	0.3465
LONRF2	-5.5575
PTPN2	0.191375
SF3A3	-0.43
EFCBP2	0.085
HCFC1	-0.333833333333333
AHNAK	-1.20935
ACTR5	-0.22125
KIF14	-0.584142857142857
TENC1	-0.7365
HEATR5B	1.1845
YIPF2	1.51283333333333
MYEOV2	1.43583333333333
DUSP18	1.15425
KIAA1012	0.70175
AHR	-1.1185
C17orf53	-0.1575
PTPRH	-3.6755
ATP6V1C1	0.178
TAS2R3	-0.579
LOC440356	0.52
COQ10B	0.32025
PSMF1	0.260083333333333
SORBS2	3.43233333333333
NFE2L2	0.847
TMCO7	-0.13975
SH3PXD2A	0.4931
SH2D2A	0.4375
SPINK5	-2.41575
MRPS24	-0.5075
OPA3	0.584875
TRAF7	0.928833333333333
C4orf35	0.4764
MT1G	0.650625
MGC39545	0.6155
HS1BP3	0.3297
OR2B2	-0.1005
CHRM4	0.716
SFRP2	0.41875
RIC3	-1.464
ART1	-0.3825
C6orf1	-0.888625
DUS4L	-0.7655
C10orf104	0.6065
TNFAIP6	2.0545
RTEL1	-0.16125
CCT4	0.1548
ZNF709	0.00125
CHMP6	0.2955
UPP2	0.499
CYP19A1	-3.64075
CD151	-0.0971666666666667
NDUFA13	0.003
ARFRP1	-0.437333333333333
FAM26B	0.93475
CRYBA1	-1.544
MRPL41	-0.4885
NPFFR2	-2.13025
HRH2	0.5665
SCAMP3	0.611
MTMR6	0.8484
MTG1	-0.229166666666667
UBTD1	0.8415
CRABP1	2.822
FLJ33790	-1.5576
KIAA1908	-1.42633333333333
GPR158	-0.30525
PACSIN3	0.329666666666667
OMD	1.86966666666667
CATSPER1	-0.278333333333333
HOXB8	-1.668
FBXO46	0.8425
OAS1	1.193
SVIL	1.95775
PHB2	-0.64025
ADCY3	0.021
NDRG2	2.3755
ERMAP	0.326
APBA2	-0.711
IGSF9	2.66425
WNT6	0.562428571428571
MYCBPAP	-1.81275
ATP2B2	-1.32588888888889
CPVL	0.0975
TRAM2	0.0261666666666667
NOP5/NOP58	-0.0995
ZNRF4	0.0795
TLK1	0.8125
MTMR12	2.34042857142857
ZNF384	-0.0025
FAM9B	-3.13
RPN1	0.8794
PMVK	0.425
EIF3D	0.4408
SIX2	-0.23975
HPS1	1.09978571428571
RNF7	-0.055
PSKH2	-0.0355
KCTD13	1.52116666666667
CSMD3	-0.920777777777778
FBF1	0.581
IL8	-3.013625
SERPINB13	-0.2877
FBXL20	0.42575
BLR1	0.526
SH2B1	-0.409166666666667
RFNG	0.260375
RAB20	0.304166666666667
RBM7	-0.01025
POLR1A	0.659666666666667
TMPRSS4	-0.32175
TAF9	-1.60475
TERF2	0.696
TNFRSF1A	-0.224916666666667
ACADVL	-0.430333333333333
GTF2H5	0.399
EDG8	-1.263
C9orf140	-0.93875
UST6	-0.390333333333333
ZBTB8OS	-0.311
ZNF710	1.5715
GPR174	-0.084
ATP6V0A2	0.368
KIAA0319L	-0.703083333333333
XKRX	1.587
DOPEY2	1.7745
SDHD	-0.2785
SUMF1	0.40875
OSM	3.67475
OPN3	0.877
DAGLB	-0.189333333333333
PPFIBP1	0.0355
TRIM63	-4.42725
C10orf53	-2.421
LYPD3	0.8955
BCL7A	-0.5795
AGER	-0.803833333333333
TCF19	-0.55875
SAT2	-0.313
PFTK1	0.799666666666667
GABRE	-1.115
C15orf38	0.0814
FIS1	0.046
KCNV2	-0.69325
CLPS	2.03775
PPCDC	-0.796375
FOXN2	0.0693333333333333
NT5E	-4.0548
CD83	1.16575
IL18	1.291
VPS16	0.2545
IGFBP2	-1.73166666666667
NOTCH2	0.88325
SIGLEC1	3.36325
CD93	4.468
SULF2	-0.6575
CEP164	0.1865
P53AIP1	-0.2682
TOR2A	-0.121833333333333
ZNF136	-0.86875
MGP	4.0941
CCDC144A	-0.219
TRPC1	-1.2875
SMS	-0.4385
MAPK7	0.2085
RRAGC	0.66825
PARD6A	-0.338666666666667
NUB1	1.20483333333333
SYNGR4	-0.34225
OR11H12	0.899
WIF1	-0.179875
GCH1	0.709
OR11H4	-0.4005
SLC44A5	-0.8755
GPRIN2	3.4745
LOC401431	-2.03875
CPA4	-1.7928
MELK	-0.217222222222222
IL15RA	1.83025
CUL3	-0.368875
HMBOX1	0.844
PODXL	0.0075
CCT6B	-0.2515
COMTD1	-0.73025
MUC20	1.6935
GPX2	-4.106375
ITK	0.732625
FBXL5	0.417
C13orf27	-1.2555
DEFA5	1.2695
TRHDE	-1.3665
MTP18	0.369166666666667
UQCRQ	0.4923
ITGB2	2.44583333333333
CSRP2BP	-0.29625
TAS2R44	0.5575
PHPT1	-1.017375
FAM44C	-0.24725
ERH	0.222
MPHOSPH1	0.9385
MORC1	0.0365
PARVB	-0.40225
LAMA1	-2.93236363636364
PGBD3	0.38175
GIMAP6	4.54775
AREG	-2.89866666666667
LIPT1	-0.22725
MGC99813	-0.80025
C1orf201	0.740666666666667
GRIN2A	-1.45611111111111
MAN2C1	-0.833375
NSUN5	-0.121
SF3B5	0.8555
MYC	-0.289
NRXN1	-1.0403
ZNF18	-0.59
SPDYA	-0.69825
SLC37A1	1.647
DECR2	-0.49975
ANKRD38	1.747625
SPTLC3	-0.127
SUPT16H	-0.791125
DTWD2	0.59225
ULBP1	-0.173
ZADH1	-1.3685
OIP5	-1.3115
IL10RB	-0.0593333333333333
OTUB2	0.3585
VWA3A	0.237333333333333
SPIC	1.26066666666667
OR6C4	0.3795
PSCD4	1.64516666666667
DPY19L2P2	-1.605
TRAPPC6A	0.388
C21orf2	-0.598666666666667
CEMP1	-0.09475
LIN7B	-0.464
E2F7	-2.49366666666667
VCP	-0.3970625
LAMA3	-0.537
BGN	0.5525
GPR160	-0.344166666666667
COCH	-1.39266666666667
GPR81	0.131833333333333
APOBEC3F	0.196
tcag7.1017	-0.5525
C1orf32	2.0665
SCGB1D2	-1.536
FLJ43987	-0.109
C6orf170	1.13175
KLK9	0.072
GPD1L	-0.727125
VPS37B	0.87775
ATG3	0.388333333333333
ADAMTS17	0.0095
KLHDC2	-0.956833333333333
NDUFV2	-1.0035
BLK	-0.95125
MATN4	0.171
GPM6A	-0.0855
GBP4	4.064
TMEM162	0.364333333333333
PKP2	1.0525
HRASLS	3.137
MMP1	-2.8445
SFXN3	-0.9038
FSD1	0.306
ST6GALNAC3	-3.15366666666667
CA12	-2.9299
NCOA6	0.4495
C19orf58	0.5363
PPP4R1	0.245833333333333
MAN1A2	1.90933333333333
IKBKAP	-1.51175
UPF1	-0.2505
KIAA1219	0.55075
WNT16	0.294666666666667
SNW1	-0.547125
IL18RAP	4.851
RPP30	0.60475
CDC40	0.639928571428571
SETD3	-0.405
SLAMF6	2.05675
ELK4	0.902
TRIM47	1.65033333333333
ACOX3	0.74325
TRIM6	-0.16675
KIAA0372	-1.25766666666667
TP53AP1	-1.995625
SMURF2	0.662
ADAD1	3.63675
EBP	-1.0432
KRTAP13-2	0.8115
FLJ36874	0.651
TOR1A	-0.665
P2RY4	1.202
GPBP1	-0.9615
TRPV1	-0.166
ADAMTS12	-1.14633333333333
PES1	0.2401
ATG4A	1.24933333333333
MAGEA10	-4.797
WFS1	-0.82475
CC2D1B	-0.286
PABPN1	0.5765
SLC25A30	-0.20675
SLCO1C1	-1.38666666666667
SLC22A5	-0.80625
KIF23	-0.781666666666667
SYN2	-2.232
ASPN	6.20216666666667
CENTG2	0.89975
QSOX2	-2.1324
FLJ10815	0.693833333333333
STK24	0.2130625
SPEG	0.1078
STK10	0.448833333333333
DACT2	0.544
AAAS	-0.595
SSX3	-2.0035
ABCD3	0.7953
C4orf12	-1.542625
PARVG	2.07333333333333
FIG4	1.56925
C9orf46	-0.097
TMCO6	-0.142
IGHMBP2	-1.27925
DUS2L	-0.1255
FAM3C	0.13175
TMEM16D	-3.33771428571429
DCTN4	0.11
KCNH3	-0.02225
EIF2AK2	0.9495
AP1S3	0.57275
CST4	1.23
PAM	-0.27725
NUTF2	0.116
CITED2	1.0366
SLC39A4	-0.4035
C2orf52	-1.5615
GRM3	-0.0435
C12orf49	1.0075
CCDC49	-0.1488
GRAMD1B	-1.20871428571429
FNDC4	0.31125
SIAH2	0.338875
GDPD4	-0.40725
C21orf87	0.675375
ATP5A1	-0.183833333333333
C16orf63	0.20825
LOC388135	-2.352
ATP5J2	0.171625
MMP3	-2.3515
EMID2	0.4035
CRHR1	0.1525
WDR70	0.902
C13orf31	1.66325
ZFAND1	0.25775
CCL18	4.1525
C3orf49	-1.971
RINT1	-0.4935
KIAA0408	-2.69166666666667
F13A1	4.5876
SLC10A1	-0.219666666666667
OGN	-1.7445
GIPC2	-1.3385
XPO6	0.4805
LCE1A	0.774
FMR1	0.9488
LOC374920	0.153
DUSP3	1.103875
ANKMY1	-0.15475
C7orf50	-0.06775
BBS9	-0.3153
UNC119B	-0.441125
C9orf72	0.62225
MGC35440	1.19325
ENTPD6	0.8635
PPP1R2P9	0.92875
ERCC4	0.4445
FAHD2B	0.312
HMHA1	-0.6905
HACL1	-0.83175
RAD23A	-0.135
FAM83B	2.7255
PPP5C	0.295833333333333
RNASEH2C	-0.37775
C9orf153	-0.735
SCAMP4	0.287125
GHITM	0.3153
NDUFB7	0.274875
ADCYAP1	2.25033333333333
SP110	1.1705
MAP3K7IP2	1.57025
DHH	0.497
AGRN	-0.0229285714285714
WDR33	-0.0866666666666667
CEP290	-1.43716666666667
PRPS1L1	-0.9585
KLRA1	-0.6685
GPR97	0.0055
CHD7	-0.0249166666666667
TLR10	2.27675
SLC30A8	-2.371
HIC1	1.18683333333333
IAPP	-0.282
RXFP4	-0.1995
GP1BB	1.80325
SHQ1	0.1025
NKX2-3	-0.270333333333333
API5	0.951
FTHP1	0.723
MOV10L1	-0.4538
TRIM6-TRIM34	1.12883333333333
ADHFE1	-0.82225
FAM117A	-0.2275
DDI1	0.2296
CDON	-0.596833333333333
TRIM73	-2.496
IGKC	4.6975
MMP14	-0.821583333333333
DYNC1LI1	-0.331375
C11orf66	0.2335
TRBV3-1	-0.9335
FASTKD5	0.35875
BIVM	-2.369
LHX4	0.35425
CXCL2	-0.4195
RAB2B	0.147166666666667
IZUMO1	-1.341
MAP3K15	-2.238375
FAM19A2	-0.278666666666667
ZC3H8	-0.529333333333333
ZMAT1	-0.998375
SPINK5L3	-6.41933333333333
SLC10A6	1.206
APPL2	-0.576
CARD10	-1.93716666666667
LOC402176	0.36225
EEF1D	0.0409
RAB6A	0.6171
C12orf5	-0.53175
PAPOLG	1.39275
MSRB2	1.059
BCR	1.09422222222222
PUS3	-0.323
TIAM2	2.17
ZNF317	0.055
CHD2	0.03075
FZD5	-0.113
NUDT8	-0.995
ZNF763	-1.014
PRC1	-1.56277777777778
ABCB9	-0.2445
SPATA3	0.37775
TRAK2	-0.255125
STAB1	2.580125
LRRTM2	-0.704166666666667
psiTPTE22	1.495
DBI	0.51525
SERPINA11	-3.3865
NAT5	0.85325
C20orf58	-2.699
RPS6KA4	1.02066666666667
FLJ90650	-0.849
TGFBRAP1	0.2145
CHRDL2	-0.883875
FAHD2A	0.152666666666667
CNTN1	-0.492666666666667
BBS4	-1.9369
TMEM181	0.04025
MINPP1	1.085
MPHOSPH6	1.09033333333333
HOXC10	-1.5011
ITPKB	-0.048
CLPTM1L	1.1805
MEOX2	-2.02516666666667
ATP6V0C	0.915125
PRPF8	0.2385
TMC5	1.20225
FKBP3	-0.83575
PLEKHB2	-0.09225
OR4D6	0.7545
ZNF544	-0.7704
D2HGDH	0.196375
RPL18A	0.5865
HEL308	-0.061125
MPP6	-1.32925
TCERG1	-0.53925
KRT16	3.02733333333333
KLF17	-2.93925
KLF5	-0.792
CDR1	0.2385
VCX3A	-5.793
FBLN2	0.1515
C14orf104	0.04525
HBE1	-4.9087
OR4S2	0.705
C1orf108	1.17333333333333
ROBO4	2.77983333333333
CPEB4	-0.145375
C11orf80	0.3765
BCKDHA	1.0775
MYOC	-1.2275
GIF	-0.0845
CKMT1A	1.196
RPL3	0.178
THBS1	1.464625
APOO	-0.11225
ARMCX1	1.531
HSZFP36	-0.53675
SNAPC5	-0.54025
EIF4ENIF1	0.48575
ZNF433	-0.751
TNFRSF21	1.773
TMPRSS7	1.4755
SPATA18	0.987
HPDL	-0.735
MKL2	1.4769
TBX3	-1.22276923076923
C21orf93	0.588666666666667
DAXX	0.157
ELMO1	0.512875
RGS13	2.03783333333333
TAF11	-0.5545
UNC13A	-3.12475
LOC653314	-0.0661
ORC3L	0.15875
IMAA	-2.659
TARBP2	-0.593
CABIN1	-0.2239
TRIOBP	0.0298125
HIST1H2AC	1.132875
RGS22	-4.52283333333333
NCOA1	1.30266666666667
IL25	0.688
SNCG	-0.731
GPR6	-0.203
AMDHD1	-3.67366666666667
CHEK2	0.60075
C6orf142	0.56075
DRD4	0.67925
C14orf68	-1.383
GDF11	-1.953
SEMG2	0.845
CD247	0.9255
CDAN1	-0.7515
RBMX2	0.416833333333333
TGS1	0.5275
OIT3	1.05766666666667
SYF2	0.041
MCM4	-1.12175
PKHD1L1	2.3085
CEP192	-0.816333333333333
IFT88	0.569
RPL9	-0.872571428571429
RAB32	-0.748
DDX43	-2.67325
P2RX2	0.1995
OR5D18	0.9935
UBE1	1.01508333333333
SLC24A1	-1.104625
ARHGAP5	0.08625
CETP	-1.3765
KIAA1731	-0.779333333333333
SLC9A4	-0.286
PTPN6	1.769
BAHD1	0.22675
GRIK3	-0.74
CACNB2	-0.3389
PDE10A	-1.53175
DGCR14	0.11525
PCDHB9	-0.292833333333333
RHOQ	0.968666666666667
MAP3K4	0.2185
KTI12	0.434333333333333
RPL23AP13	-3.36125
GNG11	-2.672
CLCN3	1.01633333333333
GPAM	0.590625
VSTM2A	1.093
SLAMF7	4.3715
INTS2	-1.4445
PPP2CA	0.3626
LRP12	-1.04293333333333
SEC14L2	0.479777777777778
DKFZP586H2123	1.8845
MC3R	0.1525
CIRH1A	-0.288833333333333
HIST1H2AB	0.114166666666667
POLH	-0.849375
MGC16703	-2.1416
SNAPC2	-0.727
FILIP1L	0.54575
RASGRP4	0.553
LRRC1	2.03375
GAS1	-0.489
PRAC	-1.2535
DGKA	0.0733333333333333
NT5C3	-1.06875
PEG3	-4.65472727272727
NADK	0.256
PRR17	-0.13025
LOC374569	-1.03275
SGSH	-0.3855
NLRP8	-0.7565
GALT	-0.6436
MCF2	-0.605
ZNF263	0.123
TACSTD1	1.865
TYR	-6.6321
ATP6AP2	0.89325
RNUXA	0.24525
ABHD10	0.1066
GDPD2	-1.57075
SLC35C1	0.42275
UBE2A	0.38075
HERC5	1.60733333333333
FAM112B	-3.754
FBXL16	-2.661
DKFZP434A0131	-0.62125
ELA3A	-2.5395
RBM41	-0.347875
HAO2	-0.371
RNH1	-0.3435
SHANK2	-0.129833333333333
OSBP2	-1.375875
DAK	-1.06766666666667
C3orf58	3.06058333333333
TCL1B	-1.751
KBTBD2	-0.54575
SUGT1L1	-1.1485
UBE2E2	1.30866666666667
MYL9	2.775125
CDC23	0.244833333333333
PBXIP1	1.6597
CXorf40B	0.484
NBL1	-1.17475
RTBDN	0.2785
RAB11FIP5	-0.12975
TTTY13	-0.8925
SCOTIN	-0.710916666666667
SOHLH1	-1.24383333333333
CDKN1A	-0.611285714285714
NCK1	1.69025
ZNF550	-0.56725
SAPS3	0.549333333333333
SPIN3	0.102166666666667
MAGEE2	-1.0355
MIS12	-1.21866666666667
OR8H2	0.297
KIAA0774	-1.62133333333333
UNC5D	-2.4035
CUL7	0.209333333333333
LIPC	-3.69866666666667
DIO1	-3.684
C20orf11	0.2038
CTRL	0.27475
HS3ST2	2.56
PAK4	0.811333333333333
CCRL1	2.55125
RNF10	0.033875
ZNF567	1.46775
ZNF660	-2.0285
TCEAL3	-0.25575
MAGOH	0.6815
CENPB	0.425166666666667
C19orf7	0.340875
LOC388965	0.31675
ZCCHC13	-0.1095
JMJD1A	0.0658
HIST1H4H	0.3765
TBRG1	-1.6862
GPC3	-4.928375
TAF1C	-0.5835
EBNA1BP2	0.0916666666666667
CIAPIN1	-0.1765
PDGFRA	-1.54527777777778
CSTB	2.5355
CENPI	0.898333333333333
GTF2E2	0.4515
RPP21	0.09225
CCNF	-0.505666666666667
KCNQ3	0.7675
FAM79A	1.283
SLC22A12	0.4835
NOVA1	-2.54866666666667
FZD3	0.9325
AKAP8	0.11
SOCS5	0.79275
CFDP1	-0.242
DLG5	-0.7235
PGM5	0.264916666666667
C1orf144	1.06075
HDAC10	-1.113
RND2	0.365
C20orf199	-0.68025
RNMT	0.519875
SLURP1	0.208625
ASTN1	-0.9625
SH3BGR	1.11425
MYCL1	1.189875
ZHX1	0.3655
CENPK	-2.27525
FOSB	-0.1118
LOC643406	-0.350875
C2orf59	-1.111375
TMEM135	-0.856875
SLC27A2	-2.253
KRT33A	1.9035
OVOL1	-0.545571428571429
PAMCI	-4.6735
S100A7	4.738
ZNF789	-0.2955
HARS2	-0.58175
RPL23A	0.347333333333333
TCF23	0.0495
UPF3B	-0.532625
C17orf78	0.6155
HLA-DOB	2.4405
C14orf142	-0.377666666666667
TEKT5	0.396666666666667
DMWD	0.869
POLD1	-0.674
GSCL	-0.1415
CALD1	1.5059
SCRT1	0.753833333333333
AIG1	0.0825
UNC84B	-0.294
ZNF404	-0.589
TMED6	-3.9155
KIAA1462	-1.1645
LRRC27	1.65916666666667
PYGO1	-0.023
PIGU	-0.741333333333333
ALAS2	-4.191
WRNIP1	0.275
CNNM3	-0.417
ZNF2	0.23425
ST3GAL5	-0.645
MRPL23	-0.381
TSSK6	0.55225
PSMA6	-0.5245
C16orf70	0.2195
KIAA1602	-0.48325
ALMS1	0.595333333333333
DCN	1.177
TMEM132D	-0.799
SUCLG2	-0.85125
ABHD14A	-0.28225
DEXI	0.275333333333333
AMPD2	-0.381833333333333
IFNAR2	0.585666666666667
CYB5A	0.4875
TLOC1	-0.1277
NXF5	-0.936666666666667
NRBF2	0.3945
KCTD3	-1.38025
ITGAE	-0.3675
SLC30A3	-1.21716666666667
ZRF1	-0.243
IFRD2	-0.549375
XAB1	0.759
PYCR2	-1.386
SERPINB3	-4.57
TMLHE	0.8437
GEFT	-2.71175
ABCA5	-1.481375
EMR4	0.0378000000000001
TSFM	-0.29075
HIST3H2BB	-0.147
ARHGEF19	2.1135
TSPAN17	0.400666666666667
ABCC8	-2.2915
MAP1S	0.754666666666667
C22orf36	0.092
BNC2	-2.30678571428572
HIST1H4A	0.027
NDUFS3	-0.335166666666667
WDR3	0.325833333333333
XKR4	-1.177
TTC33	-0.173857142857143
STMN2	2.69675
CPN2	-1.1655
HSPC105	2.350875
PCOLCE2	0.36175
C3orf55	4.1325
KLHDC9	-0.2895
TBC1D23	1.442125
ATXN2L	-0.867833333333333
MAP2K3	0.105083333333333
SCAP	-0.41775
ZNF486	-0.259833333333333
C20orf96	0.27925
NARS	0.16225
ADAMTSL1	-1.3015
PRCC	1.46583333333333
CCDC126	0.306416666666667
ZNF675	-0.62975
CALCOCO1	0.3635
ANKRD43	-0.50975
CWF19L2	-0.0288333333333333
ZBTB32	3.34516666666667
BRAF	1.69725
ODF4	0.15125
MGC14376	-0.389666666666667
HORMAD1	-3.009
AAK1	-0.170181818181818
PEBP1	0.243
TNFSF5IP1	-0.267166666666667
DKFZp564N2472	-0.50825
RMND1	0.3195
IGKV1-5	5.0825
COL1A2	0.733333333333333
SERPINA5	-4.646125
AANAT	0.7035
C19orf21	-1.91033333333333
GEMIN5	-0.2465
UBR4	0.379166666666667
LTBP3	-0.196333333333333
AMHR2	-2.57616666666667
PROCR	-1.99175
MYBBP1A	-0.791
C20orf39	-2.7335
ZNF697	-0.0955
PASK	-0.1488
ZNF776	0.250666666666667
RFXDC2	-0.30825
KIAA0467	0.31975
C10orf96	-2.241
ZNF503	-2.44275
GULP1	-3.40416666666667
KCNE4	-2.64983333333333
DKFZp434K191	-0.8585
LOC196913	-0.7415
BHLHB4	1.685
CH25H	0.26175
LOC81691	-3.12316666666667
ALPL	0.8895
COL12A1	0.4655
FOLR3	-2.27383333333333
GPR123	0.0655714285714285
TRIM62	-0.0514285714285714
ABLIM1	1.30833333333333
MAST3	0.1765
RHBDD1	1.0785
LOC338809	-1.05
RYBP	0.0985
TTC26	1.1795
ZNF22	0.484833333333333
ISCA2	-0.58075
RDM1	-0.54525
PIGM	0.30425
GNB3	-0.788
ACTR2	0.9029
HMGB1	0.5176
EDG1	2.19466666666667
SOAT2	-3.63075
OR10AD1	-0.556
RAP1GDS1	0.39575
LCE1F	0.715
ESM1	-1.587
RCN3	2.72725
CREBL1	-0.20675
DBNL	-0.376666666666667
PTGER3	-0.106857142857143
USP30	0.304
BCL2L12	1.20583333333333
KIF26B	0.999
ZNF416	0.24325
ZNF225	-0.363
C17orf70	0.018
ZNF554	-0.13875
RAE1	-0.408666666666667
TNIK	0.0158333333333333
ACTN3	0.7995
MGC45922	1.1635
CCNA1	0.302333333333333
RYK	0.912
IL26	1.907
LRP3	1.25433333333333
QARS	-0.716
SOX7	0.916357142857143
BID	0.279625
OR2S2	0.9095
CXCL14	0.577
C11orf47	-0.9585
MGC29891	0.857333333333333
HSPB8	-1.6486
PRDM14	-4.759
NUFIP2	0.35875
MNAT1	-0.602
ZDHHC2	-1.54208333333333
MBNL2	0.58025
ADD3	0.78525
CSNK2A1P	0.27325
KLK6	1.44416666666667
TMEM111	-1.1768
KIAA1279	0.62175
NUBP2	0.438833333333333
RAB42	0.1085
ID3	-1.3012
TM9SF1	-0.46475
MDP-1	-2.09525
POU4F2	-0.746666666666667
IQCK	1.4445
C16orf14	-0.43825
CAPN3	-1.66425
FAM43B	-1.32025
RECQL	-0.4805
AP1G1	0.447428571428571
CTNNBL1	-0.296166666666667
ECHDC1	-0.337
SMARCC1	0.1417
FOXQ1	-0.73575
GNAI3	0.717166666666667
POLG2	-1.21225
CD4	2.292625
ITLN1	1.58375
EBI2	4.9985
IRF1	1.9705
PTPRE	1.303
PTK2B	0.66175
NXNL2	-1.546
SOX4	1.25916666666667
TSPAN3	-1.17783333333333
SH2D1A	-0.349333333333333
C8orf58	-0.066
USP20	-1.14825
DUSP22	-0.738
CALB1	-3.46283333333333
L3MBTL2	0.153583333333333
MCRS1	0.262
TMEM118	-0.307
C18orf8	0.974666666666667
FLJ10241	-0.288875
GJA12	0.55475
PKD1	-0.109333333333333
ZFP3	-0.134
JAM3	-3.49825
LAPTM4A	1.4381
DIRC2	0.44825
KIAA2022	-1.81666666666667
MYOM1	-0.489166666666667
TRPM8	-4.46
MOP-1	1.4965
PHKG2	0.281
ZNF650	0.816375
KIAA1522	1.974875
PSG8	-1.5756
DDX19B	0.142
MOBKL1B	1.4725
DIAPH2	0.10525
PTPN12	0.88275
CLN8	-1.1842
CRYZL1	-0.698333333333333
CRY2	-0.28125
FCGR2B	5.1855
PNPLA4	-1.835875
ZNF454	1.2325
DKFZp434B1231	-0.03425
CLDN11	0.0253
RFWD2	1.23183333333333
CIB2	0.623
MXRA8	0.36725
HRK	1.7415
MAML2	1.35625
C4orf31	-2.78375
C6orf192	0.67375
COG6	0.2455
FAM5B	0.0445
NFATC1	-0.0474
SEPT10	0.30125
SCYL1	-0.0618
RPP40	-0.1995
SCOC	0.2928
KIAA1450	0.53025
CTDSPL2	-0.20375
TBX5	2.1058
NAPG	-0.43075
RHD	-5.22875
C14orf45	0.691333333333333
ZBTB22	0.337
PLCG1	-1.0675
ANKRD10	-1.405375
AQP7P2	-0.84725
TAGLN2	0.815833333333333
HTR2C	-0.426166666666667
SLC16A7	-1.8605
C17orf83	-0.7065
TSGA14	0.3755
MDH1	0.53125
PPP3R2	-0.087
DCBLD2	-3.88592857142857
RBM33	-0.04825
DPH3	-0.3865
SYT10	-2.25783333333333
FMO4	2.95225
THYN1	-1.1995
DRD5	-2.087
OTOR	0.341857142857143
PGRMC2	0.2712
KATNAL1	-0.139375
PAQR6	-1.96425
UBE2I	-0.19675
C14orf28	-0.82125
C8orf70	-2.2005
FLYWCH1	-0.250125
ANGPTL3	-0.921
GLRX2	-0.240833333333333
ATP11A	-0.801071428571428
ARL5B	2.86725
MUC16	0.59625
SLC25A5	0.352071428571429
ACRC	-1.6875
MYO1C	-0.625375
FAM89B	1.04716666666667
FAS	3.413625
KIFAP3	1.03875
GLRA2	1.0545
BTN3A2	0.9166
CNKSR3	1.827
CSTF3	1.29433333333333
ARPM1	2.45375
KIAA1530	-1.73
C9orf150	-0.1245
PRKCI	0.3195
tcag7.1015	-0.0315
SOD3	-1.5715
ZNF574	0.91975
CYP21A2	-1.15225
RPL12	0.00724999999999999
COMMD2	0.9295
WIZ	-0.1435
LOC344405	-1.8735
ALDH4A1	-0.885823529411765
CRYAB	2.85625
COPA	0.805066666666667
PCDHGA7	0.43
KIF11	0.588083333333333
RASD2	1.94175
SLC26A3	-1.689
ZNF175	-2.1345
JAKMIP2	-1.998875
C8orf4	1.96533333333333
PTHLH	3.7015
SLC40A1	0.721
OR7D4	-0.0663333333333333
PCDHB17	-1.9425
CD36	1.18092857142857
C6orf203	0.5668
PRKG2	-1.579
LOC400566	-0.716
ANAPC13	-0.19325
SLCO3A1	-1.50275
ZNF692	-1.621
FANCL	0.1765
SH3GLB1	1.81575
C12orf61	0.629
KBTBD6	-0.508
SUPT5H	0.3525
XRCC6	0.4759
HUS1B	-0.6076
FAM133B	0.0548571428571428
LOC728276	-2.126
KCTD18	-0.29525
SOS2	0.558
CCDC99	-1.12375
C1QTNF5	2.2315
NNAT	-0.135166666666667
USP16	0.55025
LARS	-0.196125
ZBTB2	0.5765
ABO	0.111
TRAF3	0.93575
GALNT5	-2.888
NAP5	1.01125
ALG14	0.344333333333333
KIAA0515	0.144884615384615
WDR75	-0.430333333333333
TEX261	0.981583333333333
LY86	0.547
LOC389072	0.295
FLJ13611	-0.8105
MRGPRX2	-0.1735
SNRPA	0.0775
OR2G2	0.1075
GPRASP2	0.06625
C7orf42	1.0596
C9orf163	-0.5885
CYP11B2	-0.75
FCRL3	2.51683333333333
PRDX1	0.4355
FGB	-6.3052
COX17	0.703
C16orf33	-0.18925
PIWIL1	0.262833333333333
FOLR1	-2.39
KIAA0082	0.3475
FREQ	-0.3275
TMCC2	-0.631833333333333
TCF12	0.08775
ZNF721	-1.198
FAM130A2	-0.3405
POU4F1	-2.29025
SNRPF	-0.394375
SGIP1	1.899
ZNF641	1.187
EMG1	-0.737625
PRRG4	1.8065
HIRA	-0.55475
MYNN	1.07533333333333
AEBP2	1.03958333333333
TBXA2R	-0.590833333333333
ISL2	-1.32233333333333
PCDHB11	0.3825
RNF144A	0.211625
MARCH5	1.26575
DULLARD	0.3725
DCLRE1B	0.0915
ITGA8	0.49025
TP73	-0.042875
PRKCD	1.14725
NDUFB4	0.65575
ATP13A4	2.07325
ANTXR2	-1.4245
COL4A3	-1.28416666666667
MYO10	1.2818
SLC6A18	0.78225
PEX1	0.2015
TMEM74	-2.2865
RBM19	0.29725
TAPBP	1.1643
RUNX1	-0.950125
MID1	0.987833333333333
GPR64	-3.1296
RASEF	0.2575
GABRG1	-0.176714285714286
MYO16	-2.0295
DBF4	-0.930666666666667
TSHZ2	3.903
RIPK2	1.2245
PPTC7	0.261333333333333
KIF4B	0.499
LRRC31	0.01175
ZNF540	0.18575
EFNB3	0.2925
LOH12CR1	0.227625
STON2	-0.7265
GLP1R	-0.57125
CSTF2T	-2.08075
IREB2	-0.52275
GRSF1	-0.113
PDCD7	-0.838166666666667
LRRC43	-0.4095
CNR1	0.0821666666666668
IL1F7	-0.9825
C12orf64	-1.094
FAM69B	-2.1915
NR2E1	-0.8515
MS4A6A	3.1966
FTL	-0.4656
