Hybridization REF	TCGA-BH-A1EO-11A-31R-A137-07
PIAS3	-0.566625
MRPL24	0.133
GREB1	-3.426625
FAM27E3	-1.977
NUP62CL	-2.97575
NEUROG3	-0.41
REEP3	1.2365
MARK1	2.621125
LMBRD1	1.6805
PRPF19	-1.974
PNMT	-0.101166666666667
CTGLF1	-1.382
SLC25A16	2.04525
EIF2B3	-0.794
RPA2	-0.36
PAK6	0.204666666666667
CCDC26	-4.179875
SEMA3E	1.904625
MXD4	1.0884
TNFSF10	4.27
SMARCB1	-1.4995
DTX3L	1.04866666666667
PLA2G4E	0.0915
PPAP2A	3.117
ULK1	-1.00633333333333
TAS1R3	0.549
SLC2A3	-1.55627272727273
ARID3A	-1.79425
GNG5	0.0675
ACOX1	0.6232
KIF5B	-0.00175
NUP153	-1.5375
MUC7	-0.303
CSDE1	0.296357142857143
CLPTM1	-1.13
C3orf23	-0.519125
LRRC17	2.06016666666667
TTYH3	-0.871125
ATP5B	-1.3655
ELF3	-2.548
CPSF3L	-0.782
ZNF665	0.1755
TLR6	1.4972
GPI	-1.255375
RAD9A	-0.6325
NDST4	-3.19325
AGPAT3	0.23175
MAGI3	0.309166666666667
ADORA2A	-0.637875
CACNG7	0.099
CAMK2D	0.289714285714286
CCHCR1	-1.52575
RPS27A	0.524
OR10G7	0.752333333333333
GCM2	-0.703
FAM135B	1.0919
E2F1	-2.22175
PLCB3	-0.52925
OR2AE1	0.5065
COIL	-0.850333333333333
CDC25C	-3.7975
RAB11FIP2	1.10691666666667
TSC2	-0.0795
CTGLF5	-2.678
CCDC108	0.1041
OR13C4	-0.01
C10orf81	-1.7295
PTPRB	4.449
ACP2	-0.3935
LAG3	-0.1955
MRPL54	1.044
LOC201175	0.554
ITGB1BP3	-1.4385
SPTAN1	-0.00916666666666667
SIPA1L2	-0.298
RCAN2	-0.0545
CDX2	-0.07
ECOP	0.132
ACTR1A	1.11064285714286
PPARG	3.50416666666667
BBS10	1.114
TMEM44	-0.679125
BPIL2	-1.20133333333333
CITED1	-1.22975
IRF6	-0.08575
PRDM4	0.137
RRP9	-0.813
OR10H4	0.15
IL31RA	-0.193666666666667
GNB1L	-0.959166666666667
MYBL2	-2.9855
ZNF407	1.365
PPIG	-0.223333333333333
TTC18	1.76425
RPSA	-0.5565
MAPT	0.282428571428571
MRE11A	-0.289928571428571
C8orf37	-0.333666666666667
RASGEF1C	0.343833333333333
STBD1	2.53225
CTAG2	-0.412833333333333
MGAT5B	-1.89783333333333
ECM1	1.67625
RLN1	-0.2605
PARP14	0.5799375
EPB41L1	1.2006
HOXA3	0.282
MAGEA9	-4.461
RPS8	-0.333666666666667
RPS19BP1	0.3875
FOXJ2	0.31325
C10orf76	0.298875
IL17RE	0.94675
C10orf65	1.06175
ZNF343	-0.346333333333333
FBXO33	1.09325
UHMK1	-0.7872
LY6G6C	-0.937
FGF19	-1.66175
C14orf128	0.76
IFIT2	2.334125
TIGD1	-0.443
S100G	-0.2965
GUCY1B3	3.226
NR3C1	1.1221
CORO1B	-0.553
PARP11	1.34525
DNALI1	3.37183333333333
OR4N4	0.416285714285714
MAP2K6	-0.348833333333333
FSTL4	-0.736
ANKRD47	2.751125
TMEM171	-1.928
PNLIP	0.3455
YY1	-1.1505
CCDC138	-2.35416666666667
AASDHPPT	-1.0589
CKS1B	-0.21
MCM3	-1.90866666666667
ANAPC7	-1.36716666666667
FAM110A	-0.209
CDC37L1	2.04433333333333
THTPA	1.17375
NBPF20	-1.3315
WDR24	0.0995
NPTX2	-1.73125
CBLB	0.518333333333333
CETN1	0.745833333333333
RPUSD1	-0.383
FAF1	-0.41725
CDK6	-1.89
HMX2	0.383
CSK	-0.507666666666667
TEAD2	-0.39825
SNAP25	-1.0145
TUFT1	-0.4508
TMTC3	0.3045
LCK	-2.12825
SGOL1	-2.494
AKTIP	1.452
FURIN	-0.29625
SOX12	-2.442
DEFB103A	0.99925
RAMP1	-0.97275
KIR3DX1	0.58
GAS2L3	-0.78225
PDE8A	-0.2757
EDN3	-0.58525
GMIP	1.21375
SF3A2	0.3675
FN3KRP	0.4885
SMAD7	-0.00924999999999999
RHBDD2	0.01525
OR11H6	0.34
PPP1R3B	1.2279
C9orf23	-0.29275
CADPS	-2.4705
GOLGA8A	-3.200875
TMEM57	-0.157666666666667
RGL3	-0.867
S100A14	-3.8745
FGFR2	-0.423875
XRCC3	-0.90175
RTN4RL2	0.44975
MGC3771	0.0875
GH2	0.51
BTBD2	-0.78675
LMO2	2.2245
RDBP	-0.760875
ACRBP	-1.2755
AMY2A	3.26075
DUOXA1	1.063
PTK7	-1.06116666666667
TWF2	0.337833333333333
FAM80A	-0.78575
TNNI2	-1.36033333333333
GLT25D1	-0.387833333333333
OCC-1	-1.90425
CYC1	-1.67116666666667
RPL22	1.13640909090909
MORN3	-0.0523333333333333
DISP1	1.99675
PRB2	-0.405
CHUK	-0.515
HR	0.039
CCDC134	-0.4515
DENND4B	-0.707
C14orf130	-0.439
RAB33A	0.085
DCST2	0.3875
TNMD	5.3235
PEX7	0.4355
FAM62A	1.443875
SRD5A2L	0.241
IL22	-0.347
RPS26	-0.753
HOXC5	-0.485
SPATA6	1.79925
FLJ38482	0.51725
ZNF234	0.9815
C18orf22	1.06525
SPATA22	3.6255
THOC1	-1.57675
CYP7B1	4.165
KCNC3	0.084
C8orf42	-0.495
ALDH1B1	-0.592333333333333
CCDC100	0.1422
ARMC4	-3.359
FAM18B2	-0.3755
SLC44A1	0.526375
FBXO17	-0.471166666666667
C6orf107	-0.6365
C19orf29	-0.5575
ZC3HAV1L	-0.32275
PARP6	-0.0839
SULT2A1	-4.46775
C1orf159	-0.95925
TMC1	-0.149
CHST14	-0.18875
GAMT	-1.13866666666667
SMCP	0.459
TSPAN33	0.03975
MIDN	-0.024
NOX4	3.86325
RNASEN	-0.7355
TBX1	-0.764666666666667
SALL2	-1.187
C10orf35	-1.15475
CYP2E1	-1.3785
LRFN2	-0.758333333333333
ACO1	1.34916666666667
IQCG	0.8828
MEGF9	1.08875
TM7SF4	3.971
PLEKHA1	0.705
STK33	-1.647
C1orf210	-0.896
SNUPN	0.2849
KIAA0406	-2.0368
C20orf29	0.69125
TMEM55B	-0.1335
OSTM1	0.8515625
CLCN7	-0.9815
OTP	-0.07775
FLJ23049	-1.24575
HEATR4	-0.0525
MAP3K10	-0.0595
PCDHGA9	0.9155
AMDHD2	0.032
LCTL	-1.596
PDCD2L	-0.334
CABLES2	-1.37925
SLC5A9	-0.4525
CLCA2	0.145166666666667
MGC16025	-0.5325
STRAP	-0.782
C20orf196	-1.144
RRBP1	0.821666666666667
NAT13	-0.825
MAT2B	0.18075
CSNK1D	-1.3175
KIR3DL1	0.60725
PRKAG3	0.2885
ZNF599	0.4675
PRM3	0.4605
PER2	0.804
ASPHD1	-2.7705
PRMT6	-0.99375
KCNE1L	1.668
FAM118A	-1.05733333333333
TAF4	-0.515
NDUFB6	0.341
TRIM9	-0.974727272727273
PMFBP1	1.094
KY	-0.164
DKFZp762E1312	-4.31909090909091
CSMD1	-1.007
TBP	-0.214833333333333
OR1Q1	0.645166666666667
RETNLB	0.262
HPGD	1.91892857142857
DNAJC12	-2.5175
FKBP1B	0.3585
ANKRD24	-0.573
CXXC5	-0.0521666666666667
IL3	0.160142857142857
DRAM	1.7734
PTCH1	-0.715
TP53BP1	-0.3115
SLC17A7	0.530875
COL25A1	-0.3586
AMACR	0.2415
RHCG	1.50525
VPS13A	-0.800083333333333
FAM55D	1.625
PRPF38B	-0.381166666666667
OSBPL6	-0.3745
PFDN5	1.9803
CMTM6	0.076375
KCNK12	-1.04225
RP2	0.3435
C16orf52	-0.65625
PICK1	-1.559
IFNE1	-1.06716666666667
SEMA4B	-0.845
TYRO3	1.22325
OR12D2	-0.235
CSNK1A1	0.1243
FANCF	-0.36675
LONP2	-0.04325
TBL1Y	-0.45
LDOC1L	-0.17125
CCNC	-0.38925
C3orf60	0.31325
CHKA	-1.8235
UBAP1	-0.21525
MAP3K1	-0.724
ANKRD9	-0.1495
FAM92A1	0.76
GAB2	0.925125
AZU1	-1.093
DIS3	-0.109333333333333
C21orf109	-0.59125
IQCB1	-1.14425
SPATS2	-1.198
EFCAB3	0.3645
PRB3	0.0665
FUZ	0.218
ZNF813	-0.333875
BMPER	1.05883333333333
HEG1	0.927
ALS2CR11	0.40325
SURF2	-0.11825
PSMC1	0.399083333333333
OR2D2	-0.1535
SLC7A8	1.22133333333333
C4orf40	0.0955
SPATA7	1.79275
MAZ	-1.18933333333333
PIN4	0.62525
PDE1A	2.451
TAF6L	-0.427666666666667
OR2T34	0.2695
KIAA0284	-0.837
ACADS	2.13227272727273
MKRN2	-1.2755
C18orf56	-3.43675
MS4A6E	3.53416666666667
GALNT4	0.00179999999999999
C22orf31	0.2255
FLJ36070	-0.055
PSME4	-0.59
TFG	-0.6658
EPHX2	0.694375
ANXA5	1.8785
KRTAP1-1	-0.255
BATF	0.685
KARS	-1.8545
MSTP9	-1.6
GPR26	0.097875
CCDC72	0.36875
TEF	1.08233333333333
FOXK1	-1.1492
PRLHR	0.0445
EMX1	0.354
C11orf30	-0.979875
ICK	-0.06125
THSD7B	0.7595
C21orf100	-0.6855
DUOX1	1.962
EFCAB4B	-0.6445
UBE2G2	-0.851833333333333
C3orf54	1.75
PARP1	-2.0685
FAM60A	-2.12958333333333
C6orf146	0.35425
OR9K2	0.9525
DDX55	-1.63283333333333
RPS15	0.812083333333333
ZNF618	0.175125
DKFZp686D0972	0.098
SSPO	0.015
SHFM3P1	-0.259166666666667
CPA6	-0.799
JAG2	1.38075
DEFA3	5.07875
PPBPL2	0.332666666666667
CD34	6.306625
SLCO4A1	-1.922875
AFG3L1	-2.72016666666667
SHD	-0.78775
RP13-122B23.3	-1.17183333333333
PRKCSH	-2.34916666666667
DPH5	-0.153166666666667
HLA-F	2.73725
TBC1D4	0.20475
RIG	-0.229166666666667
GLUD1	-0.135
HNRPCL1	-0.500125
HBXIP	0.47125
RNF207	-1.197
APIP	0.2415
PLA2G3	-2.80366666666667
CCDC84	-1.1835
MYLIP	-0.173846153846154
PHIP	-0.23075
AARS2	-0.442833333333333
DHX32	0.05775
SCAPER	0.3025
MEN1	-0.489714285714286
NIP7	-0.411
FLJ25404	0.6
FASTKD3	-0.22775
TMEM158	-3.10691666666667
RARA	1.5005
BDH1	-0.97
ANKRD16	0.3025
CARM1	-0.03
SS18	0.0848333333333333
IKZF2	-0.719166666666667
MYD88	0.01725
PML	0.84235
TAF1A	-0.41925
CBFB	-1.067625
HIST1H3H	-2.83716666666667
C7orf29	-2.9195
COMMD4	-0.618166666666667
DPP3	-2.02725
DAB2	3.278125
LOC388882	-0.6105
YPEL4	0.78825
AGBL3	1.04875
LRP6	0.3436
SERPINH1	0.563416666666667
TLE1	0.68
CD244	1.43316666666667
ZDHHC15	0.46475
MGLL	2.8107
PLDN	-0.7155
LOC654346	2.069
FAP	3.31325
GPR37	-1.7155
SCARA5	5.09216666666667
EBF4	0.391090909090909
LSM6	1.189
MLLT1	-0.56475
SLC5A12	-0.72175
A2BP1	-1.438
COPS5	-0.0205
TPM4	-0.245785714285714
TNFSF4	0.502666666666667
ACADSB	-0.156833333333333
HERPUD1	0.37475
BCL2L11	-1.15305555555556
CEP78	-1.478625
CDCA3	-2.24025
WBSCR19	-0.1871
MYO1A	-0.28
PPEF1	-2.087
LOC440348	-1.0945
CPEB2	0.31775
BPTF	-0.605166666666667
RPL21	1.44475
GSX2	0.162
ADPRH	2.07333333333333
C17orf68	-0.0533333333333333
KCNS1	-0.9765
MLLT6	-0.1872
PIWIL4	2.07875
RNF26	-0.63475
RAP1B	2.622625
ADAMTS1	1.2073
ZNF571	1.1605
P2RY6	0.40625
TRIM21	1.45583333333333
CADM3	1.694
NLRC5	0.402666666666667
ADRA2B	1.67433333333333
LOC90835	-2.0305
PCF11	-0.137
LOC400451	-0.548
GLTSCR1	-0.1633
C17orf88	-0.623833333333333
CDH16	-1.44775
FGF7	4.122125
PCSK4	-0.222
NPC1L1	-0.977
TAT	0.645428571428571
TBCA	-0.42825
MGC33407	0.46475
GPR115	-1.4275
CYGB	2.2685
FNBP4	-1.25
C12orf43	0.19075
CBL	-0.1198
CLECL1	4.081
PPAPDC1A	-0.707
WDR25	-0.195
SGCA	2.9155
C22orf29	-0.586
YIPF1	0.6145
GALK2	0.01125
RAB3B	-3.58033333333333
LOC440087	0.00749999999999999
UCP1	-1.191
REEP5	1.9505
FADD	-1.2778
FOXA1	-6.444625
CACNA1A	0.488166666666667
ABI1	0.251166666666667
GRIN2D	-0.14
SLC1A4	-1.3885
LOC401127	-1.26625
HINT2	1.15625
PLD4	-0.9835
ZNF286A	-1.0525
ENY2	0.6835
IL1F6	0.198
PXDNL	4.29575
C20orf79	-0.162666666666667
TNFSF13B	3.87733333333333
DENND3	1.074625
JARID1D	-3.10675
HIST1H2AK	-1.0245
LOC93349	-0.302
SSH1	-0.9101
ENSA	-1.77275
LOC219854	0.905666666666667
CKAP2	-2.1131
DKFZP564J102	1.90966666666667
MGC87315	-0.6465
HNRPAB	-2.25275
AMH	-1.934
ZNF526	0.8595
BRUNOL5	-0.4842
CACNG3	-0.0866666666666667
TRPM1	-1.3755
PPP2R1A	0.232875
COL2A1	-1.9805
DDN	0.155666666666667
FLJ25770	1.302
HK2	-0.5695
ELOVL6	-1.604625
MDK	-2.204
EPHX1	1.86875
RASSF2	1.465625
DKFZP434B0335	0.15975
DLX3	-0.243375
PRTN3	-0.097
AVPR1A	2.61525
C21orf125	-1.84225
TNFAIP8	1.24333333333333
GNB2L1	-0.41475
CALCRL	3.82075
SCGB2A2	2.42466666666667
UBXD7	-0.57425
ZNF674	-0.9095
TMEM35	2.613875
BRSK2	-0.667
HECTD3	-0.347166666666667
TMEM188	0.196666666666667
LGALS9	2.13425
SCARB2	0.954666666666667
USP34	-0.188666666666667
C17orf28	0.00191666666666669
ZDHHC23	-1.96575
AQP12B	-0.8345
SLC16A3	-2.258375
APLP2	0.125
ITIH2	-5.1695
MICAL3	-1.1485
TNNI3K	1.2764
HDAC2	0.47725
PRR7	-1.7084
THBS2	-0.63375
LOC751071	-0.649
CA2	-1.703
RANBP17	-1.7475
RLN3	0.197
CRYZ	-0.201
GBAS	0.286666666666667
TAS1R1	0.1165
MPZL3	-0.2155
PCDH8	-1.93175
HSP90B1	-0.573
KCNK15	-0.88
TNIP2	0.0926666666666667
GPR146	3.799
NOL6	-1.047875
SPC25	-4.50433333333333
STEAP2	2.63328571428571
VAMP3	1.20166666666667
TCIRG1	0.462
ZP4	-0.4434
PARL	0.499375
TRIM39	0.145833333333333
KIAA1305	2.54225
CRNN	-0.3725
GRN	-0.3705
HSH2D	-2.3155
SCAMP1	0.242875
KIAA1913	1.1865
PTS	-0.36825
BANP	-0.856285714285714
PRKACG	-0.0165
ADCY6	0.672833333333334
C16orf46	-0.9845
CYP51A1	-0.771
DDC	-4.8665
ANPEP	0.0583333333333334
PROM1	-3.67883333333333
SIGLEC10	0.70875
COPG	-0.1125
FAM26E	2.96
TRIP4	0.45225
SNX3	1.10583333333333
C1orf175	0.439166666666667
PPY2	-0.00749999999999999
C14orf152	0.25575
FTSJ1	-1.4275
DST	0.3662
LOC554235	0.22825
GLRX5	-0.20575
C20orf12	0.4274
CAB39	0.4615
MSH2	-1.99133333333333
PIP4K2C	-0.0555
CYLD	0.666125
WTAP	0.991875
MGAT4A	0.853888888888889
TSC22D4	-1.2048
CHRM2	-1.251
PPYR1	0.481333333333333
CCNH	0.470833333333333
RRM1	-1.252
ECAT8	-2.249
LOC400120	1.39925
GABRA4	0.174428571428571
C14orf4	2.58333333333333
C1orf59	-0.2275
CTDSPL	0.495083333333333
NHEDC2	0.818
PDE11A	1.821875
KLHL29	0.7895
CD5	-0.8935
TSPAN9	1.2816875
WDR67	-1.138
THUMPD1	0.0454
C18orf17	0.20575
CLYBL	1.041
FLJ13231	-0.55675
CMBL	0.66675
LECT2	-0.45675
NKAPL	5.456
LOC654780	1.533
OR4C6	0.373
RAB30	-0.133666666666667
TSSK4	-0.432
TMEM163	-0.17
OSBPL11	1.44841666666667
GNB5	-1.119
CCL21	2.3815
C1orf121	0.363
FMO2	5.13366666666667
RPTN	0.422
MSTN	1.148
VCL	-0.234428571428571
FYTTD1	0.344
C11orf1	0.52725
CCDC88C	-0.609375
HFE	0.341277777777778
MOGAT1	2.234
FAM125B	0.7205
IRGQ	0.072
RAVER2	0.75975
AKAP5	-2.082
SSSCA1	-0.73475
C11orf63	1.266375
ACTG2	1.6791
PORCN	-0.8945
DTL	-3.26481818181818
TMEM151	0.60375
FAM122C	-0.38775
RSAD2	1.5089
BAT4	-0.6675
KRTDAP	-1.82083333333333
MYH8	0.177857142857143
CRTC3	0.99725
LRRFIP2	0.237
INTS4	-1.01
TTN	0.393
SLC26A5	0.313
PLLP	-0.942
RGS6	1.641125
SRGAP3	-0.287
ZNF525	0.0685
NBR2	-0.461333333333333
C13orf1	0.4425
ZNF137	-0.2165
CEP27	-0.78375
BEST2	0.377
RNF121	-0.07425
DMRTC2	0.1435
C8orf76	-0.0075
BCCIP	-0.17475
MEST	1.858
HTRA2	-0.0975
ANGPTL2	3.7815
ILKAP	-0.513333333333333
ERAS	0.2465
HBS1L	-0.465
CPA5	0.717
TMEM30A	0.2025
CD300LF	2.2135
WISP3	0.3225
CRK	0.310785714285714
PDS5A	-0.3671
BRPF3	0.233
NEDD9	0.321
SMPDL3B	-2.14566666666667
PSG6	-1.712
PSMD13	-0.23825
ETV5	-0.7556875
OR51A4	-0.321
BTBD7	0.745916666666667
GSTO1	-0.65325
hCG_16001	2.173
MAD2L1BP	-0.295666666666667
COX6A2	0.3225
SCNN1A	-2.21683333333333
LSM1	0.643166666666667
UGT2B11	-3.4875
IDUA	1.01675
PPP2R3C	0.247666666666667
COX11	-0.846666666666667
PDZK1	-4.076
ZNF443	-0.630833333333333
MGC21874	0.692166666666667
ZNF323	1.8429
KRTAP10-10	0.5875
CXCL6	-0.21375
SLC34A2	0.4048
LOC284402	0.7845
NPTN	0.657333333333333
UPP1	-0.0156666666666667
SLC6A9	-0.371
OR7G3	0.22775
CISD1	-0.0916666666666667
ZNF545	-0.258
SYT14	-0.7535
NT5C3L	-0.137833333333333
ZNHIT3	0.0728333333333333
SNRPD3	-0.2225
KIAA0701	1.23775
UNC93B1	-0.4175
GMNN	-1.50225
SPCS2	0.433666666666667
LOC388524	0.055
NAPRT1	0.253375
PNLIPRP1	-0.4365
OR6V1	1.2825
PRKAB1	-0.79775
EYA4	-2.30566666666667
KIF20A	-3.66975
ALG10	-0.1165
ITPKC	1.01933333333333
LMX1B	-0.279666666666667
RPUSD4	0.202833333333333
C7orf34	0.2422
DLGAP2	0.743857142857143
PFN1	-1.1888
MICALL2	-1.61841666666667
ZNF654	-0.5885
SS18L1	-1.693375
SLC16A8	1.53525
MKI67IP	-0.0213333333333333
ITGB3	0.133375
TCEA3	1.00708333333333
CEP152	-1.5728125
CLIP1	0.086625
ZNF75	0.459866666666667
ATP5C1	-0.341333333333333
NUDT5	-0.356166666666667
PSCDBP	1.67375
UBP1	-0.32375
RBM27	-0.39125
C13orf15	5.25275
ZNF282	-0.691666666666667
ZNF222	0.6528
COL10A1	2.1915
PRDM15	-0.972625
TTTY5	-1.403
FAM9C	0.99575
C20orf67	-0.507
GNG13	-0.2055
F12	-3.3955
C1orf41	-0.81175
CPXCR1	-0.504
GSK3A	-0.39075
SUPT6H	-0.471166666666667
PI16	5.5165
ELL2	-0.724583333333333
C9orf167	-0.684166666666667
PVRL3	0.2894
FLJ38596	0.836
ADAM20	0.52225
GPR89A	-1.506
GPR87	-3.788
ZNF30	0.37925
SMR3B	0.63475
ZNF770	-0.2835
TRPC4AP	-0.937333333333333
DKFZP686E2158	0.1485
C2orf28	0.475666666666667
FREM1	3.09166666666667
LAMA4	2.88
ADPRHL2	-0.45475
EIF4G2	1.37983333333333
GUCA1A	-0.5535
CTNNA2	-1.08585714285714
NUDT15	-0.395
CEPT1	0.115666666666667
ZNFX1	0.0685
CCDC92	1.72275
TDRD1	-0.6745
KCNK5	-1.391
ETNK1	-0.831583333333333
LTA	0.8695
TTPA	1.0475
B3GALNT2	-0.9875
SC65	-1.6245
PEX5L	-1.176875
EPS15L1	-0.6775
MGEA5	-0.1275
HIST1H3A	0.5915
ING1	0.13125
BCAT1	-1.345375
ORC6L	-4.213
KLK11	-5.10616666666667
C19orf28	-1.373625
DNER	-2.376375
MED22	-0.705285714285714
ETV6	0.440916666666667
CHAC2	-0.56
CD300E	0.249
CEBPB	1.2265
ZNF398	-0.0765
LRCH3	-0.293
HMGA1	-2.24433333333333
CAPN7	0.0871666666666667
MGC5566	-2.3125
CCL3	4.4875
NANOS1	0.571875
ZFYVE19	-0.85325
APITD1	-1.01866666666667
PARD3	0.3365
IRAK4	-0.213333333333333
SERPINI2	0.8365
CEP170L	-1.15125
TTC9	-0.182375
MYOM3	-0.89125
MLPH	-2.20875
LOC222699	-0.144
NRG1	-1.20416666666667
TBC1D9	1.03381818181818
TTK	-4.58683333333333
ZNF557	0.8561
DDX41	-0.551833333333333
FANK1	0.531
UBE2D2	0.237125
PSMB10	0.81375
MYH7B	0.639
GABARAPL2	1.2495
MARVELD2	-2.293
DGCR2	0.317666666666667
UNC45A	0.072
C6orf72	1.371
ZNF683	3.59425
GIT2	0.33925
CASK	-0.327166666666667
C14orf161	0.4175
LRRC44	-2.16
TIFA	-0.64975
UTP11L	0.074375
C6orf65	0.666
FDPS	-0.743
DUSP9	-1.2685
SLC17A8	0.740666666666667
OR51G1	0.651166666666667
NANS	-0.638
OLFML1	3.3745
ATP10B	-1.41475
NPAS3	-0.15375
PRKCA	-2.2065
GGA2	0.138
LCE4A	0.8595
SPANXN3	0.019
CCDC115	0.82925
SDCCAG3	-0.61875
GLIPR1L1	0.327666666666667
TTC1	-0.14975
C17orf76	2.12775
MAD2L2	-1.161
HIPK1	-0.3772
LRRC3B	2.95816666666667
CLN3	-1.22195454545455
C17orf47	-0.945
FMN2	-2.172625
TUBB1	-0.517125
WAPAL	-0.4675
C3orf21	-0.74025
SCN5A	-0.7638
SMYD1	-0.51625
BEX5	1.094
ZNF192	0.117
SEC22A	0.471166666666667
GRIA2	0.212076923076923
KIAA0825	-2.31175
NUSAP1	-4.21627272727273
LANCL1	-0.2965
C15orf40	-0.0057
ZNF645	0.513833333333333
GPR61	0.1765
NLRP14	0.472
SNX21	1.4258
C1QTNF8	0.585
C17orf46	0.64675
IFNA8	0.984
SPRR1B	-3.352
FLRT1	-0.19975
SNX17	-1.05166666666667
ASB2	0.048
HBG1	-5.404
RPRML	0.6525
JOSD2	0.675166666666667
PLSCR3	0.3295
SPOCD1	0.396833333333333
RAB39	0.238
GHRH	-0.213833333333333
ITIH5L	-0.517
C17orf37	0.72275
SMCR8	0.2455
DPY19L2P3	-0.3075
IL11RA	2.92816666666667
GDF3	-3.42
RPS6KB1	-1.30033333333333
DNAJC19	0.7967
TOP1	-1.15375
CRCT1	-0.1545
MPST	1.073
DPM2	-0.28375
FAM38B	-0.107166666666667
SLC18A1	-1.6632
FARP1	-0.0888333333333334
PAX7	0.47075
TUBD1	-0.859
GNL3	-0.9045
BTG2	2.8282
NDUFS6	-0.3175
C1orf79	-1.6885
ERAL1	-0.64525
ECHS1	1.43425
VPS4A	0.071
CYP11A1	1.0135
ABCC6	0.337642857142857
PBX4	-1.472
MOSC1	3.045125
NCF4	1.37675
HYMAI	0.342
NAGPA	-0.43725
OTOP2	0.33475
ACOT12	-0.01925
MTHFD2L	-0.65775
LOC441376	-1.60325
C19orf34	-0.1855
RAB1B	-0.79725
ALDOAP2	-1.5645
NTRK1	-1.18983333333333
ARTS-1	1.9629
SLC6A11	-0.7825
NAP1L2	0.986
CNGB1	0.503666666666667
EPB41L4B	1.8115
FAM134B	2.2395
HS3ST3A1	-0.844333333333333
CPXM2	6.87625
SIRPB2	0.7305
CHORDC1	-0.977
TRIB3	-3.2375
SLC2A5	1.087
C2orf49	-0.053
DDX5	-0.28475
OR5L1	0.325
ANAPC4	-0.0631666666666667
ZSWIM1	0.82575
LOC93622	-0.6465
KCNK3	-0.038
RP11-35N6.1	-1.91325
ZFP161	0.412
AQP9	5.6905
SLC15A2	-1.0985
MREG	-1.16416666666667
OR9I1	0.693
PDLIM2	0.83125
ADAM7	0.5815
GSTCD	-1.26933333333333
WDR21A	-0.266125
SLC12A8	-0.493
TMEM174	0.8745
IGSF3	-1.55308333333333
LRRN1	0.33725
LOC402117	0.21575
SRPK1	-1.91816666666667
LY6K	0.328625
NFIA	3.3555
PTCD3	0.101
LEP	4.9435
PCDH21	-0.8418
MAPKAPK2	0.156428571428571
NMNAT1	-0.1085
LHFPL2	1.0335
C9orf43	-0.63225
DIP2A	-0.880333333333333
ACTR8	0.287375
CCDC34	-1.59075
PTPN22	-1.12375
ITGA3	-1.48225
FAM129C	0.0505
RABGGTA	0.245
UNC45B	0.94275
KIAA1033	-0.41025
ZNF510	0.07
CYP2D6	-0.273333333333333
SLC26A10	-1.363
STX8	1.258
LUZP1	0.542125
WDR89	0.0366666666666667
EIF4G3	-0.435
C5AR1	2.297
ZNF623	-1.3415
A2M	2.47525
TGM7	0.1215
GRPEL1	-0.302833333333333
LMNB2	-2.2094
ROCK2	0.894166666666667
SNX16	1.139
CCDC66	0.22225
ANXA3	1.73775
KIAA1609	-0.1255
EED	-0.59675
RNF32	-0.872
HES1	-0.6861
CLC	4.75233333333333
ISL1	-0.8955
KIAA0528	0.361375
MANEA	-0.14425
C1orf61	-2.208
hCG_2001000	1.80925
RAPGEF6	-1.005
KIAA0020	-0.259333333333333
NEIL1	0.25725
C16orf45	1.02875
RBM10	-0.580666666666667
C10orf125	0.927625
MRS2L	-1.03975
DNAH17	-0.58575
C19orf10	-0.8585
C1orf160	0.652
SLFN12	1.736
EXOC3	0.000833333333333334
HIST3H3	-0.0435
NCOR2	-0.455666666666667
TNFRSF9	-0.772
MFSD8	0.63075
ALX1	-3.04483333333333
NOL1	-1.7165
PODN	4.29225
TIAL1	-0.4805
HIST1H1E	-2.00075
NPY6R	0.9085
TM4SF4	2.14225
CORO2A	-1.015
ETNK2	-1.1395
APOE	1.7733
ANGPT4	0.7725
HDGF2	-1.08925
G30	0.966
ST8SIA4	0.45975
F2RL1	-2.1325
FAM19A4	-1.98425
CCAR1	-0.84175
B3GNT7	0.521
OPHN1	-0.2397
DSCR6	-2.475
C21orf13	-0.122
GAS2L1	0.655333333333333
RFX3	0.0586666666666667
COPS4	0.5545
BCHE	-2.47166666666667
BCL2	2.658875
HBZ	-3.17666666666667
ARL13B	0.597375
MAPBPIP	0.6705
MYO15B	0.093375
SPZ1	-0.0975
KIAA1324	-3.64111111111111
PLCL2	1.564375
C4orf29	-1.4165
WDFY2	-0.260125
ZNF284	-0.4415
NAALADL1	1.477
DUSP5	-0.130666666666667
PXDN	1.081375
SLMO1	-1.44275
TNXB	1.783
BIRC7	-0.13025
A4GALT	1.808
TIMM22	0.4685
FAM110C	-0.90125
TOMM34	-2.18475
ABHD9	0.535
ADAM32	2.2315
CRHBP	4.4445
AQP2	0.890375
LOC130355	2.2455
ZNF187	0.8915
ZNF816A	0.321
F7	-0.9895
CNOT1	-0.7136
SLC13A4	-1.00475
ZBTB11	-0.692
B3GALT5	-0.1315
EXOC2	0.061
IRS1	0.6875
TMEM1	-0.8415
MRPL34	0.129833333333333
SAMM50	0.05025
CDC42EP3	0.79075
HSF2	-0.7156
MFN2	0.07125
TSPAN7	1.31416666666667
NUCB1	1.31341666666667
RHOH	-3.00375
ARL16	-0.393
TACR1	-0.0585
SFRS5	-1.05033333333333
SNX25	-0.371625
RHBDF1	-0.332333333333333
