Hybridization REF	TCGA-BH-A1EU-11A-23R-A137-07
MGC21874	0.4585
ZNF323	0.6407
KRTAP10-10	1.0015
CXCL6	0.81
SLC34A2	3.7513
LOC284402	1.27
NPTN	0.884666666666667
UPP1	-2.05425
SLC6A9	-0.8275
OR7G3	0.0433333333333333
CISD1	-0.5715
ZNF545	-0.723166666666667
SYT14	-0.803
NT5C3L	-0.1765
ZNHIT3	0.2425
SNRPD3	-0.341
KIAA0701	0.114375
UNC93B1	-0.398333333333333
GMNN	-0.9455
SPCS2	0.4465
LOC388524	0.427
NAPRT1	-0.04275
PNLIPRP1	0.58625
OR6V1	2.37
PRKAB1	-0.73825
EYA4	-2.477
KIF20A	-5.00825
ALG10	-0.97075
ITPKC	0.642833333333333
LMX1B	1.29233333333333
RPUSD4	-0.078
C7orf34	1.26633333333333
DLGAP2	1.17425
PFN1	-1.0838
MICALL2	-1.32866666666667
ZNF654	-1.4935
SS18L1	-1.60875
SLC16A8	1.27725
MKI67IP	0.221333333333333
ITGB3	-1.46375
TCEA3	1.49316666666667
CEP152	-2.62446666666667
CLIP1	-0.2045
ZNF75	0.586125
ATP5C1	-0.574
NUDT5	-1.22833333333333
PSCDBP	-0.19875
UBP1	-0.00700000000000001
RBM27	-1.1445
C13orf15	3.15325
ZNF282	-0.378333333333333
ZNF222	0.4221
COL10A1	-0.29875
PRDM15	-0.5295
TTTY5	1.7435
FAM9C	-0.338583333333333
C20orf67	0.1175
GNG13	4.705
F12	-1.72775
C1orf41	-0.798
CPXCR1	0.234
GSK3A	-0.523625
SUPT6H	-0.424833333333333
PI16	4.90633333333333
ELL2	-0.565916666666667
C9orf167	-2.108
PVRL3	-1.0302
FLJ38596	-0.566666666666667
ADAM20	0.56
GPR89A	-1.1815
GPR87	2.716
ZNF30	0.239
SMR3B	4.057
ZNF770	-0.773
TRPC4AP	-1.00516666666667
DKFZP686E2158	0.329166666666667
C2orf28	-0.4095
FREM1	1.67533333333333
LAMA4	1.12633333333333
ADPRHL2	0.12
EIF4G2	0.3475
GUCA1A	2.3415
CTNNA2	-1.35375
NUDT15	-0.941666666666667
CEPT1	-0.0363333333333333
ZNFX1	0.0151
CCDC92	1.6325
TDRD1	-2.5255
KCNK5	-2.02216666666667
ETNK1	-0.544166666666667
LTA	1.0855
TTPA	0.399166666666667
B3GALNT2	-1.8385
SC65	-1.88833333333333
PEX5L	-1.95416666666667
EPS15L1	-1.31125
MGEA5	0.460625
HIST1H3A	-0.328
ING1	-0.412375
BCAT1	-3.29725
ORC6L	-3.73609090909091
KLK11	-1.81166666666667
C19orf28	-1.80075
DNER	-3.147375
MED22	-0.619428571428571
ETV6	0.996583333333333
CHAC2	-2.65775
CD300E	1.1615
CEBPB	1.55358333333333
ZNF398	0.20125
LRCH3	-0.074
HMGA1	-0.791833333333333
CAPN7	-0.215666666666667
MGC5566	-3.2535
CCL3	3.109375
NANOS1	0.43125
ZFYVE19	-0.49825
APITD1	-1.356
PARD3	0.35
IRAK4	-0.770333333333333
SERPINI2	0.0835
CEP170L	-1.87175
TTC9	1.206625
MYOM3	-1.096
MLPH	-0.131875
LOC222699	-0.021
NRG1	1.26625
TBC1D9	2.191
TTK	-4.76716666666667
ZNF557	0.4129
DDX41	-0.569833333333333
FANK1	2.288
UBE2D2	-0.215625
PSMB10	0.306375
MYH7B	0.963
GABARAPL2	1.195375
MARVELD2	0.1115
DGCR2	0.707666666666667
UNC45A	0.452
C6orf72	0.4005
ZNF683	4.45125
GIT2	-0.30625
CASK	-0.232666666666667
C14orf161	2.44
LRRC44	-0.26525
TIFA	0.167875
UTP11L	-0.5895
C6orf65	-2.00625
FDPS	-0.643
DUSP9	-1.2145
SLC17A8	-0.3088
OR51G1	0.404666666666667
NANS	-0.689
OLFML1	2.50925
ATP10B	-0.987875
NPAS3	-0.65275
PRKCA	-1.333
GGA2	0.291875
LCE4A	2.5355
SPANXN3	1.2045
CCDC115	1.3875
SDCCAG3	-1.20275
GLIPR1L1	1.03075
TTC1	-0.67425
C17orf76	0.56
MAD2L2	-1.58825
HIPK1	-0.4963
LRRC3B	3.02433333333333
CLN3	-0.324909090909091
C17orf47	-0.515
FMN2	-2.716125
TUBB1	-1.439
WAPAL	-0.673833333333334
C3orf21	-1.246375
SCN5A	0.4178
SMYD1	2.94425
BEX5	3.0235
ZNF192	-2.148
SEC22A	-0.0173333333333333
GRIA2	2.88971428571429
KIAA0825	-1.982
NUSAP1	-4.85927272727273
LANCL1	-0.83175
C15orf40	-0.6979
ZNF645	0.34375
GPR61	1.47175
NLRP14	0.48
SNX21	0.3371
C1QTNF8	0.5325
C17orf46	1.799
IFNA8	-2.302
SPRR1B	-2.17033333333333
FLRT1	-1.08475
SNX17	-0.339833333333333
ASB2	0.074
HBG1	-5.4735
RPRML	-2.5365
JOSD2	-0.0431666666666667
PLSCR3	0.49925
SPOCD1	-1.948
RAB39	-1.1805
GHRH	1.10033333333333
ITIH5L	2.31625
C17orf37	0.535
SMCR8	0.39475
DPY19L2P3	-0.744666666666667
IL11RA	2.18616666666667
GDF3	-4.14366666666667
RPS6KB1	-1.47266666666667
DNAJC19	0.4481
TOP1	-1.26925
CRCT1	0.951714285714286
MPST	0.911875
DPM2	-0.4395
FAM38B	-2.14883333333333
SLC18A1	-2.06016666666667
FARP1	0.118666666666667
PAX7	-0.212
TUBD1	-1.2765
GNL3	-0.23775
BTG2	2.03826666666667
NDUFS6	-0.79725
C1orf79	-0.2335
ERAL1	-0.94675
ECHS1	0.6095
VPS4A	-0.367166666666667
CYP11A1	0.597625
ABCC6	0.00499999999999998
PBX4	-0.6505
MOSC1	0.9745
NCF4	0.0125
HYMAI	0.281
NAGPA	-0.686625
OTOP2	1.70475
ACOT12	0.80675
MTHFD2L	0.010625
LOC441376	2.3805
C19orf34	-0.69
RAB1B	-1.551
ALDOAP2	-0.6165
NTRK1	-1.4925
ARTS-1	0.3656
SLC6A11	-0.911
NAP1L2	2.447
CNGB1	-0.021
EPB41L4B	0.38875
FAM134B	1.648875
HS3ST3A1	-3.20366666666667
CPXM2	6.08925
SIRPB2	0.6705
CHORDC1	-0.916333333333333
TRIB3	-2.17233333333333
SLC2A5	0.28375
C2orf49	-1.1945
DDX5	0.1285
OR5L1	-2.483
ANAPC4	0.288
ZSWIM1	0.065125
LOC93622	-0.10825
KCNK3	0.155
RP11-35N6.1	-0.1255
ZFP161	0.214
AQP9	0.59475
SLC15A2	0.506
MREG	-0.1385
OR9I1	-0.445
PDLIM2	1.74025
ADAM7	0.176
GSTCD	-1.3015
WDR21A	0.349625
SLC12A8	-0.472666666666667
TMEM174	1.358
IGSF3	-0.455333333333333
LRRN1	0.62075
LOC402117	0.65025
SRPK1	-1.38383333333333
LY6K	-1.8089375
NFIA	2.501
PTCD3	-0.373125
LEP	4.56366666666667
PCDH21	-1.1535
MAPKAPK2	-0.247928571428571
NMNAT1	-0.82
LHFPL2	0.131375
C9orf43	-0.496
DIP2A	-0.712166666666667
ACTR8	-0.348125
CCDC34	-1.12425
PTPN22	-2.184
ITGA3	-0.462875
FAM129C	-0.732
RABGGTA	0.2195
UNC45B	0.5425
KIAA1033	-0.70325
ZNF510	-0.758166666666667
CYP2D6	-0.618166666666667
SLC26A10	0.0785
STX8	0.82275
LUZP1	-0.419
WDR89	-0.34
EIF4G3	-1.2369
C5AR1	0.735125
ZNF623	-1.419
A2M	1.48725
TGM7	3.1195
GRPEL1	-0.9195
LMNB2	-2.4856
ROCK2	-0.2855
SNX16	0.189875
CCDC66	-0.1295
ANXA3	3.0405
KIAA1609	-0.507
EED	-0.3025
RNF32	-0.3905
HES1	1.136
CLC	0.065
ISL1	1.89133333333333
KIAA0528	-0.1345
MANEA	-0.48
C1orf61	-2.021
hCG_2001000	0.865
RAPGEF6	-0.2742
KIAA0020	-0.104333333333333
NEIL1	1.568
C16orf45	0.396875
RBM10	-0.529
C10orf125	-0.781875
MRS2L	-1.25925
DNAH17	-0.9525
C19orf10	-1.197
C1orf160	0.674
SLFN12	0.693
EXOC3	-0.617833333333333
HIST3H3	-0.06875
NCOR2	-0.007
TNFRSF9	-0.92525
MFSD8	-0.1185
ALX1	-2.6395
NOL1	-1.61825
PODN	4.329
TIAL1	-1.30125
HIST1H1E	-1.07075
NPY6R	1.12675
TM4SF4	-0.26875
CORO2A	-1.1595
ETNK2	-0.939166666666667
APOE	0.5356
ANGPT4	1.796
HDGF2	-0.70025
G30	-0.842
ST8SIA4	-1.269875
F2RL1	-0.324375
FAM19A4	4.13675
CCAR1	-0.604
B3GNT7	2.147
OPHN1	1.3512
DSCR6	-3.039
C21orf13	0.6755
GAS2L1	0.639833333333333
RFX3	0.4265
COPS4	0.419625
BCHE	-2.79766666666667
BCL2	3.428625
HBZ	-3.68316666666667
ARL13B	0.055875
MAPBPIP	-0.094875
MYO15B	1.3815
SPZ1	2.39925
KIAA1324	3.09
PLCL2	-0.194625
C4orf29	-1.502
WDFY2	-0.54
ZNF284	-1.0935
NAALADL1	1.338
DUSP5	0.321333333333333
PXDN	-0.223125
SLMO1	-1.317
TNXB	3.1701
BIRC7	-0.657
A4GALT	1.59483333333333
TIMM22	-0.0025
FAM110C	-0.12575
TOMM34	-1.821875
ABHD9	1.664
ADAM32	1.472
CRHBP	1.96275
AQP2	1.499875
LOC130355	1.16775
ZNF187	0.629166666666667
ZNF816A	0.2615
F7	1.667375
CNOT1	-1.0418
SLC13A4	-1.0025
ZBTB11	-0.3925
B3GALT5	0.14075
EXOC2	0.0903333333333333
IRS1	1.4784
TMEM1	-0.195166666666667
MRPL34	-0.362333333333333
SAMM50	-0.3205
CDC42EP3	0.694
HSF2	-0.3151
MFN2	0.22375
TSPAN7	0.450833333333333
NUCB1	0.943666666666667
RHOH	-1.36
ARL16	-0.515
TACR1	-0.03425
SFRS5	-0.335833333333333
SNX25	-0.781625
RHBDF1	0.337166666666667
PCDH18	3.362
HMG1L1	-1.38725
MYO5C	0.504375
MAPK10	0.8865
LDHAL6A	0.45
NUDT12	0.379666666666667
NCAM1	1.098875
GLIS2	3.214
GGTL4	0.758
DAPP1	-0.38425
ATF7	0.1645
KIAA0748	-1.927
NFIL3	-0.211
TM6SF1	0.3821
SEZ6	1.27675
NANOS3	0.505333333333333
DNAJA3	-1.24433333333333
CLDN6	-3.182
CIITA	2.0512
EPHA4	-1.03925
FANCC	-0.48375
CMTM3	0.00949999999999997
PSG3	1.202625
MRPL15	-0.80975
C21orf59	-0.49475
PLCXD2	0.85375
C2orf34	-1.228375
UBE2L6	0.76675
MED14	-0.650833333333333
HP1BP3	-0.4308
C6orf208	1.0775
TPBG	-0.05875
OSR2	0.19575
XPC	-0.681666666666667
KLHL7	-0.991833333333333
CCR3	0.8214
AGTPBP1	-0.460166666666667
PCSK6	-1.11346666666667
STAT5A	-0.7533
FAM18B	0.9935
LONRF2	0.4915
PTPN2	-0.415125
SF3A3	-1.1635
EFCBP2	0.94125
HCFC1	-1.51616666666667
AHNAK	1.44725
ACTR5	-0.657
KIF14	-5.63871428571429
TENC1	2.51825
HEATR5B	0.55
YIPF2	0.00983333333333333
MYEOV2	0.655166666666667
DUSP18	0.59925
KIAA1012	-0.29375
AHR	0.0686666666666667
C17orf53	-2.26633333333333
PTPRH	-3.29875
ATP6V1C1	-0.4867
TAS2R3	0.457
LOC440356	-1.22775
COQ10B	0.08225
PSMF1	0.10425
SORBS2	3.24741666666667
NFE2L2	0.27025
TMCO7	-0.39575
SH3PXD2A	-0.7228
SH2D2A	-1.843
SPINK5	-1.44925
MRPS24	-0.73925
OPA3	0.84775
TRAF7	-1.0935
C4orf35	1.1195
MT1G	0.316
MGC39545	0.823
HS1BP3	-0.2523
OR2B2	1.229
CHRM4	-0.888
SFRP2	2.71575
RIC3	2.55875
ART1	0.544
C6orf1	0.291625
DUS4L	-1.36725
C10orf104	0.69175
TNFAIP6	0.865
RTEL1	-1.53025
CCT4	-0.3786
ZNF709	-0.03225
CHMP6	0.252833333333333
UPP2	1.06475
CYP19A1	-2.040875
CD151	0.823666666666667
NDUFA13	-0.411333333333333
ARFRP1	-0.859833333333333
FAM26B	2.26475
CRYBA1	-1.663
MRPL41	-0.687666666666667
NPFFR2	-1.732875
HRH2	2.04
SCAMP3	-0.507833333333333
MTMR6	-0.1064
MTG1	-1.20566666666667
UBTD1	1.52725
CRABP1	-1.236
FLJ33790	0.0437
KIAA1908	-0.004
GPR158	-3.39925
PACSIN3	-0.4455
OMD	4.63116666666667
CATSPER1	-2.1668
HOXB8	-2.063375
FBXO46	0.2205
OAS1	0.0565
SVIL	1.276
PHB2	-0.939
ADCY3	0.134
NDRG2	3.56783333333333
ERMAP	0.0681
APBA2	-1.26783333333333
IGSF9	1.01625
WNT6	1.736
MYCBPAP	-0.09475
ATP2B2	0.6538
CPVL	-0.4313
TRAM2	-0.600166666666667
NOP5/NOP58	-0.8925
ZNRF4	1.891
TLK1	-0.2225
MTMR12	-0.385214285714286
ZNF384	0.3895
FAM9B	-2.73825
RPN1	-0.2712
PMVK	0.54675
EIF3D	0.6634
SIX2	-1.5915
HPS1	0.356214285714286
RNF7	0.273
PSKH2	1.6645
KCTD13	-0.0390000000000001
CSMD3	-0.2374
FBF1	-1.42
IL8	-4.0355
SERPINB13	0.3633
FBXL20	-1.14875
BLR1	0.4995
SH2B1	0.0466666666666667
RFNG	0.86775
RAB20	0.6675
RBM7	0.52625
POLR1A	-0.781
TMPRSS4	-3.506
TAF9	-0.31275
TERF2	-0.5505
TNFRSF1A	0.553666666666667
ACADVL	0.322166666666667
GTF2H5	-0.22825
EDG8	0.0665
C9orf140	-1.93775
UST6	0.557
ZBTB8OS	-0.58825
ZNF710	0.318
GPR174	-1.7175
ATP6V0A2	-1.03475
KIAA0319L	-1.30575
XKRX	-2.092
DOPEY2	-0.0987
SDHD	0.54625
SUMF1	1.27875
OSM	1.03375
OPN3	-2.20225
DAGLB	-0.346833333333333
PPFIBP1	-0.1081
TRIM63	-1.7455
C10orf53	-0.13
LYPD3	0.6115
BCL7A	-0.116625
AGER	-0.299
TCF19	-1.997375
SAT2	0.83525
PFTK1	0.262666666666667
GABRE	0.335625
C15orf38	0.4082
FIS1	0.6345
KCNV2	4.1015
CLPS	0.78175
PPCDC	-1.174875
FOXN2	-0.893833333333333
NT5E	-1.3792
CD83	-0.02875
IL18	-0.59425
VPS16	-0.116
IGFBP2	-0.0993333333333333
NOTCH2	0.75775
SIGLEC1	3.22857142857143
CD93	4.7095
SULF2	-1.0175
CEP164	-0.21275
P53AIP1	3.313
TOR2A	0.476
ZNF136	-0.0645
MGP	4.9432
CCDC144A	0.320166666666667
TRPC1	0.758666666666667
SMS	-1.12216666666667
MAPK7	0.217166666666667
RRAGC	0.95625
PARD6A	0.364666666666667
NUB1	0.369666666666667
SYNGR4	-0.207
OR11H12	1.7885
WIF1	5.225125
GCH1	-1.00375
OR11H4	0.997
SLC44A5	-0.5995
GPRIN2	2.61
LOC401431	-0.33525
CPA4	-2.0286
MELK	-4.77655555555556
IL15RA	1.1865
CUL3	0.848875
HMBOX1	-0.6695
PODXL	-1.32
CCT6B	1.2565
COMTD1	-1.026
MUC20	1.8045
GPX2	-0.9395
ITK	-1.382875
FBXL5	1.6405
C13orf27	-1.03075
DEFA5	-0.9035
TRHDE	0.32
MTP18	-1.039
UQCRQ	-0.3693
ITGB2	0.805083333333333
CSRP2BP	0.52575
TAS2R44	1.212
PHPT1	-0.58475
FAM44C	-0.15825
ERH	-0.23775
MPHOSPH1	-2.79783333333333
MORC1	-0.1465
PARVB	-1.40775
LAMA1	-2.28608333333333
PGBD3	0.32725
GIMAP6	4.962
AREG	-1.1055
LIPT1	0.831
MGC99813	-1.25625
C1orf201	-0.118333333333333
GRIN2A	-1.29655555555556
MAN2C1	-0.085875
NSUN5	-1.38075
SF3B5	0.18025
MYC	-1.5105
NRXN1	1.29066666666667
ZNF18	-0.35375
SPDYA	-0.500428571428572
SLC37A1	-0.342
DECR2	-0.37525
ANKRD38	1.06825
SPTLC3	-1.81308333333333
SUPT16H	-1.469125
DTWD2	-1.4205
ULBP1	0.504
ZADH1	0.575833333333333
OIP5	-5.0885
IL10RB	-0.303666666666667
OTUB2	-1.55125
VWA3A	0.00466666666666668
SPIC	0.8126
OR6C4	0.94
PSCD4	1.30716666666667
DPY19L2P2	-0.00800000000000001
TRAPPC6A	0.6415
C21orf2	0.366333333333333
CEMP1	0.0755
LIN7B	0.399
E2F7	-4.11333333333333
VCP	-0.5946
LAMA3	3.21783333333333
BGN	1.368
GPR160	0.169666666666667
COCH	-4.21733333333333
GPR81	2.5305
APOBEC3F	-0.95575
tcag7.1017	-0.592
C1orf32	1.3735
SCGB1D2	7.1335
FLJ43987	-0.202
C6orf170	-0.31375
KLK9	2.6405
GPD1L	0.3595
VPS37B	0.265
ATG3	-0.123
ADAMTS17	1.1555
KLHDC2	0.546166666666667
NDUFV2	-0.42825
BLK	-2.906
MATN4	0.547
GPM6A	1.92014285714286
GBP4	1.981
TMEM162	2.2025
PKP2	-0.4045
HRASLS	-0.508555555555555
MMP1	-6.126
SFXN3	0.5066
FSD1	-1.24783333333333
ST6GALNAC3	-0.480333333333333
CA12	1.4293
NCOA6	0.314
C19orf58	-0.2487
PPP4R1	-0.778166666666667
MAN1A2	-0.246833333333333
IKBKAP	-1.51825
UPF1	-0.385666666666667
KIAA1219	0.1195
WNT16	0.064
SNW1	-0.16875
IL18RAP	3.575
RPP30	-0.139
CDC40	-0.636571428571429
SETD3	-0.436666666666667
SLAMF6	-0.5775
ELK4	-1.9065
TRIM47	0.998166666666667
ACOX3	0.812625
TRIM6	1.214875
KIAA0372	-0.450666666666667
TP53AP1	0.8705
SMURF2	-1.241
ADAD1	0.205
EBP	-1.2635
KRTAP13-2	0.2725
FLJ36874	-1.31183333333333
TOR1A	-0.739166666666667
P2RY4	1.339
GPBP1	0.25525
TRPV1	1.04125
ADAMTS12	0.818833333333333
PES1	-0.6417
ATG4A	0.340333333333333
MAGEA10	-4.635
WFS1	1.05275
CC2D1B	-0.745
PABPN1	-0.714375
SLC25A30	0.3625
SLCO1C1	0.8494
SLC22A5	0.673
KIF23	-4.6775
SYN2	0.220166666666667
ASPN	6.375
CENTG2	-0.99925
QSOX2	-1.8375
FLJ10815	-0.532333333333333
STK24	-0.483125
SPEG	1.6838
STK10	-0.1245
DACT2	1.1145
AAAS	-0.982
SSX3	-0.433875
ABCD3	-0.1322
C4orf12	1.3205
PARVG	0.0321666666666666
FIG4	0.0895
C9orf46	0.87875
TMCO6	-0.708
IGHMBP2	-0.94675
DUS2L	-1.10216666666667
FAM3C	0.192375
TMEM16D	-2.46625
DCTN4	0.31375
KCNH3	1.8915
EIF2AK2	-1.30525
AP1S3	-1.18025
CST4	0.1895
PAM	1.0104375
NUTF2	-1.1925
CITED2	1.1098
SLC39A4	-1.03
C2orf52	-1.474
GRM3	0.16575
C12orf49	-0.20525
CCDC49	-0.5885
GRAMD1B	-1.883875
FNDC4	1.834
SIAH2	-1.1085
GDPD4	1.10725
C21orf87	0.229125
ATP5A1	-0.0733333333333333
C16orf63	-0.810375
LOC388135	0.325166666666667
ATP5J2	-1.107
MMP3	-1.89875
EMID2	-0.3055
CRHR1	0.86775
WDR70	-0.58975
C13orf31	0.466
ZFAND1	0.689
CCL18	4.86766666666667
C3orf49	-0.61
RINT1	-1.057
KIAA0408	-0.0883333333333333
F13A1	6.0821
SLC10A1	0.331333333333333
OGN	5.86225
GIPC2	0.217166666666667
XPO6	-0.910333333333333
LCE1A	1.33
FMR1	-0.4142
LOC374920	0.643
DUSP3	-0.16875
ANKMY1	-0.86125
C7orf50	-0.33675
BBS9	-0.6161
UNC119B	0.579875
C9orf72	-0.17675
MGC35440	-1.70666666666667
ENTPD6	-0.1015
PPP1R2P9	0.85575
ERCC4	-0.705
FAHD2B	0.2375
HMHA1	-0.7025
HACL1	-0.14375
RAD23A	-1.4655
FAM83B	-2.191
PPP5C	-1.3315
RNASEH2C	-0.792375
C9orf153	-0.27975
SCAMP4	0.20275
GHITM	0.4922
NDUFB7	-0.022625
ADCYAP1	1.3065
SP110	0.772333333333333
MAP3K7IP2	1.028
DHH	1.43
AGRN	-0.0892142857142857
WDR33	-0.250166666666667
CEP290	-1.64466666666667
PRPS1L1	-2.271
KLRA1	-1.1645
GPR97	0.7125
CHD7	-0.932583333333333
TLR10	1.31166666666667
SLC30A8	-1.1605
HIC1	2.49233333333333
IAPP	0.97
RXFP4	0.497
GP1BB	3.5785
SHQ1	-0.7315
NKX2-3	2.20716666666667
API5	-1.05625
FTHP1	0.3155
MOV10L1	1.0274
TRIM6-TRIM34	0.859833333333333
ADHFE1	1.65425
FAM117A	0.09525
DDI1	1.22683333333333
CDON	0.71
TRIM73	-2.0405
IGKC	4.5135
MMP14	-0.821833333333333
DYNC1LI1	-0.4705
C11orf66	-0.1935
TRBV3-1	-1.60225
FASTKD5	-0.067
BIVM	-1.3265
LHX4	0.36925
CXCL2	3.5664
RAB2B	-0.646
IZUMO1	-0.51225
MAP3K15	-1.85175
FAM19A2	0.372833333333333
ZC3H8	-0.542166666666667
ZMAT1	2.018625
SPINK5L3	-3.937
SLC10A6	1.0165
APPL2	-0.098375
CARD10	0.5555
LOC402176	0.451
EEF1D	0.7835
RAB6A	-0.139
C12orf5	-0.921375
PAPOLG	0.119
MSRB2	0.70175
BCR	0.712166666666667
PUS3	0.57125
TIAM2	0.89825
ZNF317	0.418666666666667
CHD2	-0.104692307692308
FZD5	-1.35286363636364
NUDT8	-0.55625
ZNF763	-0.6295
PRC1	-4.07788888888889
ABCB9	-0.150666666666667
SPATA3	2.158
TRAK2	0.111625
STAB1	3.338875
LRRTM2	2.55933333333333
psiTPTE22	2.1505
DBI	1.11175
SERPINA11	-1.84375
NAT5	0.42075
C20orf58	-2.53675
RPS6KA4	-0.384166666666667
FLJ90650	2.48075
TGFBRAP1	-0.64475
CHRDL2	0.623125
FAHD2A	-0.00566666666666667
CNTN1	0.986
BBS4	-0.6838
TMEM181	-0.137
MINPP1	-1.557
MPHOSPH6	0.719333333333333
HOXC10	-0.5596
ITPKB	-0.120125
CLPTM1L	-0.300375
MEOX2	1.327
ATP6V0C	-0.011
PRPF8	0.0383333333333333
TMC5	2.75425
FKBP3	-0.316
PLEKHB2	-0.93975
OR4D6	-0.2545
ZNF544	-0.7756
D2HGDH	-0.292
RPL18A	0.0741
HEL308	0.13375
MPP6	-2.26275
TCERG1	-1.68875
KRT16	2.1205
KLF17	0.20375
KLF5	0.48525
CDR1	2.993125
VCX3A	-2.627
FBLN2	2.640625
C14orf104	-0.51375
HBE1	-5.0165
OR4S2	3.909
C1orf108	-1.78033333333333
ROBO4	4.48633333333333
CPEB4	0.0427499999999999
C11orf80	-0.670333333333333
BCKDHA	0.194
MYOC	4.9595
GIF	1.641
CKMT1A	0.507
RPL3	1.5951
THBS1	1.401875
APOO	-1.54925
ARMCX1	2.4145
HSZFP36	0.8025
SNAPC5	-0.455
EIF4ENIF1	1.37675
ZNF433	-0.36375
TNFRSF21	-1.027
TMPRSS7	-0.385
SPATA18	1.4759
HPDL	-3.325
MKL2	1.9844
TBX3	0.672384615384615
C21orf93	1.8825
DAXX	-0.51425
ELMO1	-0.405125
RGS13	1.9836
TAF11	-1.0405
UNC13A	-2.914125
LOC653314	0.74
ORC3L	-0.39225
IMAA	-2.767
TARBP2	-0.9565
CABIN1	-1.0305
TRIOBP	1.2086875
HIST1H2AC	-1.04475
RGS22	-1.23533333333333
NCOA1	1.29583333333333
IL25	4.2185
SNCG	2.537
GPR6	0.1415
AMDHD1	-1.8225
CHEK2	-0.743
C6orf142	1.29975
DRD4	1.43425
C14orf68	-0.4895
GDF11	-2.692
SEMG2	-0.012
CD247	-1.296
CDAN1	-1.714
RBMX2	-0.074
TGS1	-1.12475
OIT3	-1.26
SYF2	0.971
MCM4	-3.83675
PKHD1L1	1.707375
CEP192	-1.098
IFT88	0.12375
RPL9	1.34228571428571
RAB32	0.88375
DDX43	-0.72975
P2RX2	1.4765
OR5D18	1.135
UBE1	-0.22175
SLC24A1	0.952625
ARHGAP5	-0.791
CETP	-0.69575
KIAA1731	-1.45216666666667
SLC9A4	0.6375
PTPN6	0.26975
BAHD1	0.063
GRIK3	3.642
CACNB2	0.4083
PDE10A	-1.1615
DGCR14	0.05225
PCDHB9	2.436
RHOQ	0.667833333333333
MAP3K4	-0.179
KTI12	-0.308166666666667
RPL23AP13	0.62275
GNG11	1.92075
CLCN3	-0.0741666666666667
GPAM	1.578875
VSTM2A	-0.534
SLAMF7	1.62583333333333
INTS2	-1.304
PPP2CA	-0.4696
LRP12	-1.05506666666667
SEC14L2	2.50433333333333
DKFZP586H2123	5.57425
MC3R	1.6905
CIRH1A	-1.40866666666667
HIST1H2AB	-1.08233333333333
POLH	-1.782375
MGC16703	-0.8425
SNAPC2	-0.198
FILIP1L	0.925
RASGRP4	2.205
LRRC1	0.92
GAS1	2.98075
PRAC	-0.549333333333333
DGKA	-0.611166666666667
NT5C3	-0.87425
PEG3	-3.02433333333333
NADK	-1.709
PRR17	-0.1275
LOC374569	0.471
SGSH	0.262333333333333
NLRP8	1.5795
GALT	0.2204
MCF2	-3.584
ZNF263	0.0505
TACSTD1	0.420666666666667
TYR	-6.5145
ATP6AP2	0.241
RNUXA	-0.24075
ABHD10	0.235666666666667
GDPD2	-0.96475
SLC35C1	-0.2375
UBE2A	-0.371875
HERC5	-1.02466666666667
FAM112B	-4.85666666666667
FBXL16	-0.14025
DKFZP434A0131	-0.0365
ELA3A	-0.7135
RBM41	-1.548875
HAO2	1.1935
RNH1	0.636125
SHANK2	1.713
OSBP2	-2.19125
DAK	-0.645666666666667
C3orf58	0.805166666666667
TCL1B	-1.794
KBTBD2	-0.718375
SUGT1L1	0.736
UBE2E2	0.454
MYL9	3.994875
CDC23	-1.14083333333333
PBXIP1	1.5801
CXorf40B	0.005
NBL1	1.2625
RTBDN	2.298
RAB11FIP5	0.467
TTTY13	1.6725
SCOTIN	1.0365
SOHLH1	-0.322166666666667
CDKN1A	-0.979357142857143
NCK1	0.6025
ZNF550	0.73925
SAPS3	-0.360833333333333
SPIN3	0.5075
MAGEE2	1.02275
MIS12	-0.577833333333333
OR8H2	0.7035
KIAA0774	0.0491666666666667
UNC5D	-1.191
CUL7	-0.343833333333333
LIPC	-2.728
DIO1	-3.0125
C20orf11	-0.4389
CTRL	0.1935
HS3ST2	1.19175
PAK4	1.049
CCRL1	5.69025
RNF10	-0.523875
ZNF567	0.5095
ZNF660	-1.339
TCEAL3	1.77975
MAGOH	0.446333333333333
CENPB	1.05833333333333
C19orf7	0.765875
LOC388965	0.66925
ZCCHC13	2.187
JMJD1A	-0.7784
HIST1H4H	-2.0465
TBRG1	-0.081
GPC3	-0.832875
TAF1C	0.71625
EBNA1BP2	-0.625666666666667
CIAPIN1	-0.65425
PDGFRA	1.49711111111111
CSTB	-0.243125
CENPI	-3.7935
GTF2E2	-0.925666666666667
RPP21	-0.40375
CCNF	-2.77683333333333
KCNQ3	0.2355
FAM79A	1.74125
SLC22A12	1.6945
NOVA1	1.28416666666667
FZD3	0.7655
AKAP8	-1.10875
SOCS5	1.02275
CFDP1	-0.67125
DLG5	0.0495
PGM5	2.92875
C1orf144	-0.0943333333333333
HDAC10	-1.5075
RND2	-0.3355
C20orf199	0.1065
RNMT	-1.0635
SLURP1	1.631875
ASTN1	0.46525
SH3BGR	1.23825
MYCL1	-0.16575
ZHX1	1.01366666666667
CENPK	-4.91
FOSB	2.8235
LOC643406	0.6185
C2orf59	-1.050875
TMEM135	-0.807125
SLC27A2	-3.72
KRT33A	2.8875
OVOL1	0.394285714285714
PAMCI	-0.607
S100A7	-0.314
ZNF789	-0.8935
HARS2	0.21125
