Hybridization REF	TCGA-C8-A1HF-01A-11R-A137-07
BTN2A2	0.1082
FRG1	0.91375
HSP90AB6P	-0.701
ENOX1	-0.244833333333333
ZNF706	0.2485
DOK1	0.3954
PGAP1	-1.617
TMEM136	-0.518
FSCN1	-1.8025
KIF17	0.62575
TRIM66	0.28
CBR3	1.64516666666667
C13orf24	0.176833333333333
C19orf52	-0.3645
BNIP1	1.43325
AQP3	-1.980625
KRT6C	-2.29283333333333
SIRPA	-0.058
IGFBP6	-1.51983333333333
PLEKHK1	0.71375
RNASE7	0.449
ARHGEF15	0.16575
NPHS2	-0.09275
SRD5A1	-0.25675
REXO4	-0.44575
EEF1DP3	0.51025
SLC37A2	1.11325
ZNF142	0.7595
ANKHD1	-2.3205
MUT	0.333
VPS37A	0.50725
GPRIN1	1.14775
SLC38A3	-1.320375
BAZ2B	0.223
WDR87	0.311
BRD7	0.03925
POU6F2	-0.37
NISCH	-0.596625
TCEB1	0.152
LINGO2	-2.19675
TAX1BP3	-0.79975
RPL34	0.118444444444444
MARK2	0.1195
AKAP12	-2.6595
AMBN	0.2885
SLC25A27	-0.871
FLJ21865	-0.0565
KIR2DS2	0.752833333333333
WDR77	-0.492
ATF2	-0.500666666666667
ITFG3	0.123333333333333
SLC39A13	0.73625
ARL6IP5	1.181125
C10orf137	0.316
QTRT1	-0.148
CCNT1	-0.002
DYNLL1	1.4505
WDR53	1.3255
LIPG	-0.379166666666667
ASAH3	0.631
HELB	-1.1235
PHACTR2	1.27375
VENTX	-0.008
LAD1	1.12683333333333
PAOX	1.608
MAPK8	-0.24
CCDC38	0.17575
DNAJC8	-0.0201
RBBP8	0.25825
WNT11	-0.4015
KCNJ12	2.36866666666667
HDAC8	-0.501666666666667
STARD4	-1.58125
ACVR1	0.5445
C14orf65	0.234
KLB	-1.094
C1orf65	0.6295
ZFYVE28	-0.091125
NSUN6	1.42575
KIF27	0.286
SYTL2	-0.356833333333333
UBXD2	-0.1057
OR6T1	0.7265
CCDC91	0.389428571428571
GRID2	0.5735
CALN1	-0.723125
ZNF423	-0.1695
PSMB4	0.2255
XPNPEP3	-0.475833333333333
ARPP-21	-2.9892
SART1	-0.79075
RACGAP1P	-1.0375
SPTA1	-4.4125
C6orf113	0.5495
C7orf16	-2.838
CHST7	-0.2065
C21orf29	-0.531666666666667
SEMA6D	-1.023125
PCMTD1	0.7315
KIAA1754	-0.807
MYCN	-0.461375
KCNJ3	-0.07875
MAPK13	1.9542
ERO1LB	0.5835
NTF3	-0.9145
NKX6-2	-0.2775
GTF2B	0.353
GSPT1	-1.4485
GUSB	-0.428333333333333
LOC221091	-0.642
LIG1	-0.367
EXTL3	0.128666666666667
NID2	0.4595
TTC29	-0.479
TMEM97	0.299
EXTL2	-0.290666666666667
SUZ12	0.00137499999999997
IL1F8	0.386
KRT18	-0.652181818181818
MRPS16	0.2315
PI4K2B	-0.20875
LACRT	1.9705
OR51F2	0.791
JMJD2C	-0.6425
KGFLP1	0.50425
CDK5RAP3	-0.7677
YTHDF2	1.30883333333333
GGCX	0.43425
ARPC4	0.77825
EGLN2	0.639833333333333
KBTBD4	0.139214285714286
ROBO3	-0.5497
DEFB118	-0.221
KIAA1543	0.7865
RTCD1	-0.149333333333333
MZF1	0.484
C18orf26	0.749
CNIH4	0.244166666666667
ZFP2	1.76483333333333
HTATSF1	0.8105
WFDC2	0.856
NDUFA7	-0.1095
TTC22	0.618833333333333
FAM40B	-2.604375
DCPS	-0.66475
SH2D1B	-0.119666666666667
MRGPRE	0.8095
SBK1	1.953
UNQ6411	-0.0785
OSBPL9	-0.97825
NUP107	-1.09075
MYOZ3	-0.0331
PDE4B	2.05308333333333
FAM113A	0.0555
IDH3G	0.798833333333333
FBXL7	-0.18875
ARFGAP3	0.82425
MAPRE2	-0.573230769230769
IL1RN	0.7313
KIF13A	-0.561
RAC3	0.6115
TCTE1	-0.4965
TMEM14B	-0.484666666666667
ADIPOR1	-0.430333333333333
GRINA	0.6
CLIP4	-0.5605
LRIT2	-0.5405
TFPI	-3.1785
FABP6	-1.69225
SLITRK2	-0.2566
HKR1	-0.87675
SMTN	0.5085
C1orf75	0.69175
CD209	0.285375
CYB5R2	2.0395
DNTTIP2	0.0936666666666667
CSGlcA-T	-0.0625
GABRB3	-2.916
PCBD1	-0.369166666666667
TAF3	0.02225
HOXD3	-0.528166666666667
GIPC3	-0.509666666666667
P11	0.2879
BFSP1	0.6055
LCP2	1.74575
TAS2R8	0.002
SEZ6L	-1.38675
NR2C1	-0.889375
EXDL2	0.2128
TNFRSF13B	-1.73533333333333
MKI67	-1.02275
GLS	-0.038
C7orf54	-1.2849
LGALS13	0.5055
IL4R	0.226
SEC11A	-0.895666666666667
SPP2	0.232166666666667
C18orf32	1.31675
CLSPN	-0.448
SPAG1	0.7125
C9orf82	0.457
TM4SF1	-1.90708333333333
EMILIN2	1.571
SMG7	0.109333333333333
TAS2R13	0.7275
ZNF628	0.4475
DZIP1L	-0.27
ANKRD13A	-0.5674
VASP	0.92775
ZCCHC11	-0.49225
SYPL1	-1.015625
MGC34774	-0.592
C4orf28	-0.39275
KIAA1211	1.6255
RPS27L	0.19375
TATDN3	0.06125
PDCD1	2.5805
OR5P2	0.479
IFIT1L	0.382
MIPOL1	0.34675
OR51D1	0.52775
C1orf92	-0.3145
LAMP2	1.24883333333333
CAT	0.665
C16orf80	-0.646
C15orf32	0.1115
ZNF746	-0.41475
C1orf76	-0.9855
ATXN1	1.0605
LAMC2	-2.181125
SLC2A7	-1.2815
CPOX	-1.7185
APH1B	0.660666666666667
LOC442245	-1.571
CTNND1	0.346555555555556
GABRG2	-0.853875
MADCAM1	-0.164333333333333
F5	-2.21
SEMA4F	0.03
NUDCD3	-0.117375
PDZD11	0.4385
TRIML1	-1.5865
GCNT3	-2.68716666666667
TMEM120A	0.199
CNDP1	0.08
N4BP1	0.12025
SLC35F2	-0.127875
LCP1	-0.324916666666667
IGBP1	-0.2046
DCAKD	0.615875
ELA2A	-0.4415
C12orf56	-1.559
PITRM1	-0.245
GUK1	0.397833333333333
RASSF8	-0.738875
OR2A14	0.61225
ADM	-1.50644444444444
FGD3	0.731166666666667
GHRHR	0.387166666666667
RHPN2	-0.19625
C4orf39	1.53116666666667
VPS72	-0.241
SERF2	1.07166666666667
CD22	0.163666666666667
CD47	0.4543
PPIC	0.9745
IMPDH1	-1.21825
ACP6	-1.11783333333333
PRKACA	0.203625
PPP1R1A	2.49975
TRPV3	0.16675
ASXL1	-0.96225
C17orf55	-1.01066666666667
FXYD1	-0.870333333333333
LMOD2	0.1665
ANKRD33	0.733
LCE2C	-0.354125
ZNF620	-0.9025
DKFZP566E164	-1.24125
VSIG2	0.03275
KIAA1128	1.39025
USO1	0.543833333333333
NUDT4	0.361714285714286
CLDN1	-1.94328571428571
OR4Q3	0.388
FASTK	-1.00416666666667
ICOS	3.352
LDB1	-0.005
GSTA5	-1.471
ABCC1	-1.427
FAM54A	-0.986
PCBP2	-0.524
NUP205	-1.842
ACTA1	-1.95666666666667
GABBR2	-1.4105
PIP5K1B	0.702833333333333
AGXT	-2.05166666666667
RNF181	0.40225
ATP8A2	4.0355
AFTPH	0.9454375
FGF21	0.4775
FCER1G	2.884875
SNTB1	-1.743
SLC24A3	0.956
TXNL4B	-0.9324
RPL10L	0.4275
LOC389517	-1.008
TSGA13	0.7835
SHOX2	-1.28866666666667
ITGA7	-0.7926
KCNIP2	-0.367
KLF13	-0.6081
ZFAND2A	0.063
CEACAM1	0.581642857142857
PFKFB4	-2.196
MED19	0.302
LRRC57	0.0201666666666667
RNF11	0.12275
ANKRD32	-1.66175
P117	0.781
OBFC2A	-0.361
POLD3	0.124916666666667
RAB18	0.901625
TPH2	-0.0631666666666667
PHB	0.4395
JDP2	1.94033333333333
MORF4L1	-0.59
POU2F1	-0.502
CNNM2	-1.02358333333333
LOXHD1	0.0703333333333333
ZC3H15	-0.93125
ELK3	0.0546666666666667
FAM111B	0.48175
CBLC	2.02083333333333
SBNO1	0.27825
ANKMY2	-0.43325
PLEKHA5	0.247
DHX58	1.37383333333333
ARCN1	-0.353
TREML1	0.503
KNCN	-0.386
SEC24A	-0.898625
PSCA	-1.2095
MGC24125	1.486
DNA2L	-0.21725
CIB4	0.063875
HIGD2A	0.385
TBX6	0.076
TTLL5	-0.901833333333333
SGK3	0.0623333333333333
GCN1L1	-0.4585
AMOT	0.3646
LDOC1	0.6025
NRK	0.775833333333333
ASB9	-2.679
NAT1	1.7094
TRAFD1	-0.8255
PEAR1	0.232333333333333
FAM36A	-0.788375
OR1S2	0.5455
LOC388323	-1.0525
PGS1	-0.165
LEPREL1	-3.61
TFF1	-4.10241666666667
HAP1	0.57425
EPHB2	0.6615
ACTG1	0.367
ZFP42	-0.45
HAVCR2	1.3435
NME1	0.593
SNX26	0.0943333333333333
LACTB	0.08
ZKSCAN2	-0.052125
C5orf35	0.898
ANKS3	0.02
RBM28	-1.31375
DKFZP586P0123	-1.1675
HNRNPA1	0.408166666666667
BCAS3	-0.90525
FLJ20184	0.4215
POLA2	-0.961333333333333
TMC7	0.079
HSD17B6	2.7875
ZNF658B	1.23083333333333
TTTY10	0.026
RANBP9	0.808666666666667
CPNE7	-0.245
EVL	0.104941176470588
LNX1	1.22933333333333
IFNA21	0.0365
CFD	0.9445
PYCARD	1.87183333333333
MYBPC2	-1.639
ENPP3	-0.8805
ACSL4	-1.1815
LOC440258	-2.17333333333333
TMEM176B	3.762
SOX2	-3.49425
SCO1	-0.308
COMT	1.0785
AOC2	0.191
PDLIM5	1.20721428571429
SPHK2	0.498333333333333
NXPH2	0.9855
GPR108	0.0966666666666667
RAD51L1	-0.341333333333333
TMEM54	0.60025
LETMD1	-0.727444444444444
SLC6A17	0.5355
KRT75	-0.365
STT3B	-1.071
CD3EAP	0.0913333333333333
TMEM63A	-0.035
DUSP13	-2.0815
CD1C	-1.83716666666667
LASS2	-0.637166666666667
AVP	0.789
PITPNM1	-1.455875
FLJ22795	-0.769
MCTP1	-2.21975
TRIM68	-0.2455
UCK2	-0.131
ABHD1	0.6465
FAM50A	0.06025
RNASEH1	-0.712166666666667
PCP2	0.849166666666667
OR52H1	0.387
C20orf149	0.27075
RBP5	2.11366666666667
HYAL3	-0.24075
CLPB	-0.06525
SMNDC1	-0.3095
DONSON	-1.0125
FLJ27523	-0.16725
BARHL2	0.3365
SLC30A9	0.722666666666667
TMPRSS11B	0.0655
E2F8	-0.260333333333333
CCDC25	0.714333333333333
C14orf48	0.354
C20orf116	0.106375
TSPAN11	0.2905
YIF1B	-0.815
FAM12B	0.4995
OR1L6	0.722
HPN	-2.3738
NBN	0.5445
C14orf94	-0.301
OCLM	0.3175
ZSCAN18	-0.2225
L3MBTL	-1.6708
TSTA3	0.268666666666667
RAC1	0.27825
C19orf15	0.285166666666667
NFE2	-4.159
KLK14	0.5845
ARSF	0.6905
MAST2	0.116166666666667
AMICA1	2.29416666666667
GTF2A1	0.461125
ATP1A3	0.1775
TC2N	2.762
PNKP	-0.04325
ODZ2	0.071375
MATR3	0.7605
S100P	-3.7135
KRT82	0.1195
CA13	0.3382
PROZ	-0.3485
AASDH	-0.04225
C19orf40	0.0451666666666667
DCK	0.339846153846154
FAM5C	-1.25775
SLC6A4	-2.1855
MID1IP1	-0.227625
TESSP5	0.4595
TMOD4	0.253666666666667
DOCK2	-0.351333333333333
TUG1	-0.373375
NUP214	-0.61525
DPYSL2	0.452
GOLM1	0.933666666666666
MPFL	0.363
SOX13	0.9115
SDCCAG8	0.9759
KEL	-1.88483333333333
NUP210L	-2.64575
GK	0.53425
DNAJB1	0.33475
ALPK3	0.205
CHID1	0.5977
CYLC2	0.417
IKZF5	0.186
C8orf51	1.61716666666667
PPM1J	0.0325
GIMAP8	3.50516666666667
GPR101	-0.068
NR2F1	-1.871
ACAD8	0.15575
RBM35A	1.27825
GNAI2	-0.906833333333333
METTL8	-0.434333333333333
SLC39A7	-1.5285
FBXO8	1.02825
CAMK1	-0.3675
RFC3	2.50925
FAM129A	1.134
ILF2	-0.2735
FGFBP3	-1.3075
NOM1	-1.79166666666667
PSMA3	0.0725
ASCC3	0.6994
ZYG11A	0.45925
SOX21	-1.13
LYRM1	0.57875
DEFB1	2.304
LOC91431	-2.39816666666667
OR7C2	1.222
FAM46B	0.300625
TMEM18	0.21575
ARHGAP30	1.54583333333333
TMEM86A	2.75191666666667
EPHA2	-1.53033333333333
C10orf46	0.59955
TCHH	0.2105
C3orf30	0.214833333333333
LOC285636	-0.245166666666667
PAIP2	0.051
CYP2U1	-0.229125
C12orf34	1.224
SARS2	-0.325333333333333
ZCWPW1	1.6005
SAMD12	1.155875
KIAA1430	0.5755
ACAT1	-1.504
MEOX1	-0.511166666666667
ADAMDEC1	7.35375
PHKA2	-0.23825
CARD11	-0.586
CALML4	-0.695
TSSC1	-0.2315
TMEM45A	1.48833333333333
MPP7	0.456875
POU1F1	-0.04375
SLC2A13	-0.411
FBN2	-0.838642857142857
ZC3H7A	-0.3349
LAIR2	1.83575
ST3GAL1	-0.692
LCT	-2.12625
GEMIN8	0.476333333333333
KLF16	0.18
HIF3A	-0.3275
FAM44A	-1.3445
AQP10	-0.9444
PLA2G2A	-0.9255
FOLH1	2.20983333333333
C20orf186	0.488
MAPKAP1	-0.936625
SPRR2D	-1.19175
UBQLN4	-1.07766666666667
RSHL1	0.228
PIAS3	0.275
MRPL24	0.6205
GREB1	-3.1425
FAM27E3	-1.2585
NUP62CL	1.222
NEUROG3	-0.068
REEP3	1.16133333333333
MARK1	1.6255
LMBRD1	0.65375
PRPF19	-0.7915
PNMT	4.48166666666667
CTGLF1	-1.692
SLC25A16	0.42675
EIF2B3	-0.6935
RPA2	-0.01025
PAK6	1.31333333333333
CCDC26	-4.080125
SEMA3E	5.16375
MXD4	0.109
TNFSF10	3.7924
SMARCB1	-0.0456666666666667
DTX3L	1.48666666666667
PLA2G4E	0.005
PPAP2A	0.349
ULK1	-0.235666666666667
TAS1R3	0.309
SLC2A3	-3.09090909090909
ARID3A	-2.199
GNG5	0.51775
ACOX1	1.0169
KIF5B	0.146
NUP153	-0.78875
MUC7	-0.0665
CSDE1	0.0575714285714285
CLPTM1	-0.95925
C3orf23	-0.3025
LRRC17	-0.5505
TTYH3	0.230125
ATP5B	-1.0625
ELF3	0.3766
CPSF3L	-0.515833333333333
ZNF665	0.18
TLR6	0.7949
GPI	-1.01325
RAD9A	-0.144
NDST4	-3.014
AGPAT3	0.0595
MAGI3	1.45666666666667
ADORA2A	-0.224625
CACNG7	0.2255
CAMK2D	-0.756285714285714
CCHCR1	0.60575
RPS27A	-0.53875
OR10G7	0.309333333333333
GCM2	1.13
FAM135B	0.0963
E2F1	-0.441
PLCB3	0.00775
OR2AE1	0.5505
COIL	0.606333333333333
CDC25C	-0.472
RAB11FIP2	-0.264666666666667
TSC2	-0.27625
CTGLF5	-2.6785
CCDC108	0.3468
OR13C4	0.755
C10orf81	4.1955
PTPRB	1.24425
ACP2	0.0855
LAG3	2.83775
MRPL54	1.078
LOC201175	0.868
ITGB1BP3	-1.727
SPTAN1	-0.304833333333333
SIPA1L2	-0.0785
RCAN2	0.3245
CDX2	-1.2275
ECOP	0.43625
ACTR1A	0.687071428571429
PPARG	-1.14266666666667
BBS10	0.0221666666666667
TMEM44	-0.710875
BPIL2	-0.37725
CITED1	-0.8265
IRF6	3.01675
PRDM4	0.0748333333333333
RRP9	-0.830166666666667
OR10H4	0.58825
IL31RA	-0.58525
GNB1L	-0.727333333333333
MYBL2	-1.636125
ZNF407	1.489
PPIG	-0.834166666666667
TTC18	3.28
RPSA	-0.1285
MAPT	-0.346
MRE11A	-0.389214285714286
C8orf37	0.1695
RASGEF1C	0.2335
STBD1	-0.66575
CTAG2	-0.477666666666667
MGAT5B	-1.50566666666667
ECM1	0.70125
RLN1	1.229
PARP14	1.0664375
EPB41L1	-0.3233
HOXA3	-0.876833333333333
MAGEA9	-5.41325
RPS8	0.0375
RPS19BP1	0.75075
FOXJ2	0.038875
C10orf76	0.463125
IL17RE	0.8935
C10orf65	-2.61625
ZNF343	-0.257166666666667
FBXO33	-0.127375
UHMK1	-0.0493
LY6G6C	0.865
FGF19	-1.57925
C14orf128	0.183
IFIT2	2.391875
TIGD1	-0.08525
S100G	-0.1
GUCY1B3	3.568
NR3C1	-0.9375
CORO1B	0.193666666666667
PARP11	1.10766666666667
DNALI1	4.80116666666667
OR4N4	0.069375
MAP2K6	-1.36533333333333
FSTL4	-0.309
ANKRD47	0.906375
TMEM171	-1.2585
PNLIP	-0.04275
YY1	-0.622
CCDC138	0.873833333333333
AASDHPPT	-0.7716
CKS1B	-0.4791
MCM3	-0.0175
ANAPC7	-0.228166666666667
FAM110A	1.8235
CDC37L1	1.17066666666667
THTPA	1.16375
NBPF20	-2.203
WDR24	0.015
NPTX2	-3.04825
CBLB	0.758833333333333
CETN1	0.2575
RPUSD1	0.1195
FAF1	0.0135
CDK6	-2.584
HMX2	0.3715
CSK	-0.384833333333333
TEAD2	0.22575
SNAP25	-0.803
TUFT1	0.1827
TMTC3	1.59416666666667
LCK	-0.55225
SGOL1	-0.723
AKTIP	0.35025
FURIN	-0.672875
SOX12	-0.4095
DEFB103A	-0.7405
RAMP1	0.24775
KIR3DX1	0.7335
GAS2L3	0.01
PDE8A	-1.9619
EDN3	-0.607
GMIP	1.3045
SF3A2	0.3195
FN3KRP	0.5645
SMAD7	0.40875
RHBDD2	0.44625
OR11H6	0.4325
PPP1R3B	1.3837
C9orf23	0.7245
CADPS	-0.164
GOLGA8A	-2.94125
TMEM57	1.54933333333333
RGL3	-0.6835
S100A14	3.29125
FGFR2	0.0888125
XRCC3	0.21225
RTN4RL2	0.6805
MGC3771	2.1815
GH2	0.246166666666667
BTBD2	-0.4335
LMO2	-0.123
RDBP	0.029125
ACRBP	-1.58775
AMY2A	2.789
DUOXA1	0.684
PTK7	1.53033333333333
TWF2	-0.212166666666667
FAM80A	-0.6775
TNNI2	-2.15766666666667
GLT25D1	-0.250333333333333
OCC-1	-0.6815
CYC1	-0.773833333333333
RPL22	1.23845454545455
MORN3	2.32183333333333
DISP1	1.24925
PRB2	0.1915
CHUK	-0.23475
HR	1.892
CCDC134	-0.32025
DENND4B	-1.12725
C14orf130	0.342875
RAB33A	-0.1075
DCST2	0.512
TNMD	-2.945
PEX7	1.2935
FAM62A	0.43125
SRD5A2L	0.0925
IL22	-0.16325
RPS26	-0.814
HOXC5	-0.523
SPATA6	1.81675
FLJ38482	0.458375
ZNF234	0.436
C18orf22	0.8945
SPATA22	0.49425
THOC1	-0.553
CYP7B1	2.545
KCNC3	-0.46
C8orf42	-0.409
ALDH1B1	0.161833333333333
CCDC100	-0.4357
ARMC4	-3.482
FAM18B2	-0.244
SLC44A1	0.606625
FBXO17	-1.71916666666667
C6orf107	-0.1815
C19orf29	-0.033
ZC3HAV1L	-0.288
PARP6	-0.5372
SULT2A1	-4.68525
C1orf159	-0.03425
TMC1	1.03125
CHST14	-0.595875
GAMT	-0.404333333333333
SMCP	0.136333333333333
TSPAN33	-0.4235
MIDN	0.224875
NOX4	2.96625
RNASEN	-0.4585
TBX1	2.41033333333333
SALL2	-1.01225
C10orf35	1.502
CYP2E1	-0.60925
LRFN2	4.13066666666667
ACO1	-1.44566666666667
IQCG	2.6481
MEGF9	2.69275
TM7SF4	1.27125
PLEKHA1	0.381266666666667
STK33	-3.45675
C1orf210	2.44275
SNUPN	-0.2753
KIAA0406	-1.0867
C20orf29	1.10925
TMEM55B	-0.22625
OSTM1	-0.478125
CLCN7	-0.60025
OTP	0.529
FLJ23049	-0.41275
HEATR4	0.4835
MAP3K10	-0.0761666666666667
PCDHGA9	0.5105
AMDHD2	-0.32575
LCTL	-1.7015
PDCD2L	-0.602
CABLES2	-0.1195
SLC5A9	-0.52725
CLCA2	4.52766666666667
MGC16025	1.186
STRAP	-0.724833333333333
C20orf196	-0.292
RRBP1	0.8325
NAT13	-0.17575
MAT2B	0.2545
CSNK1D	-0.364166666666667
KIR3DL1	0.442
PRKAG3	1.9275
ZNF599	-0.1675
PRM3	1.0255
PER2	0.0598333333333333
ASPHD1	-2.876
PRMT6	0.602
KCNE1L	-0.431
FAM118A	-0.0508333333333333
TAF4	-0.42075
NDUFB6	0.37225
TRIM9	-1.28533333333333
PMFBP1	0.304
KY	0.828
DKFZp762E1312	-1.48081818181818
CSMD1	-1.37075
TBP	0.0605
OR1Q1	0.358333333333333
RETNLB	0.51375
HPGD	0.225642857142857
DNAJC12	-0.0623333333333333
FKBP1B	-1.67075
ANKRD24	-0.149833333333333
CXXC5	0.449833333333333
IL3	0.36175
DRAM	1.3387
PTCH1	-0.2895
TP53BP1	-0.601
SLC17A7	0.122125
COL25A1	-1.6083
AMACR	0.4815
RHCG	-0.163
VPS13A	-1.2615
FAM55D	-0.5295
PRPF38B	-0.21625
OSBPL6	1.2085
PFDN5	0.7004
CMTM6	-0.381125
KCNK12	-0.18425
RP2	-0.03125
C16orf52	-1.34575
PICK1	0.341
IFNE1	-1.368
SEMA4B	-0.47025
TYRO3	-1.653
OR12D2	0.526
CSNK1A1	0.336
FANCF	1.5865
LONP2	0.70325
TBL1Y	-0.891
LDOC1L	0.696125
CCNC	0.1165
C3orf60	-0.456
CHKA	-1.92925
UBAP1	0.06625
MAP3K1	0.23
ANKRD9	0.737
FAM92A1	-0.2075
GAB2	-0.34775
AZU1	-0.0145
DIS3	-1.00808333333333
C21orf109	-1.07275
IQCB1	-1.04
SPATS2	0.300833333333333
EFCAB3	-0.66175
PRB3	0.64225
FUZ	0.201333333333333
ZNF813	-0.213625
BMPER	-1.187
HEG1	0.00975
ALS2CR11	-2.11125
SURF2	1.09725
PSMC1	-0.2005
OR2D2	0.7335
SLC7A8	2.127
C4orf40	0.343
SPATA7	0.3865
MAZ	0.30525
PIN4	1.77325
PDE1A	-1.4465
TAF6L	0.165166666666667
OR2T34	0.4605
KIAA0284	0.41375
ACADS	-0.977181818181818
MKRN2	-0.6985
C18orf56	-0.393
MS4A6E	0.248833333333333
GALNT4	-0.3298
C22orf31	0.0035
FLJ36070	0.4475
PSME4	0.6765
TFG	-0.3231
EPHX2	1.54
ANXA5	0.308375
KRTAP1-1	0.0708
BATF	2.07475
KARS	-1.8535
MSTP9	-0.1275
GPR26	2.210625
CCDC72	-0.02175
TEF	1.09516666666667
FOXK1	-1.2742
PRLHR	0.2975
EMX1	1.23375
C11orf30	-0.528125
ICK	-0.0385
THSD7B	-0.3935
C21orf100	-0.8725
DUOX1	0.598
EFCAB4B	-0.36775
UBE2G2	-1.64783333333333
C3orf54	0.17125
PARP1	-0.04475
FAM60A	-1.37216666666667
C6orf146	-0.632
OR9K2	0.5045
DDX55	-0.796166666666667
RPS15	0.840333333333333
ZNF618	0.789625
DKFZp686D0972	0.69125
SSPO	-0.9315
SHFM3P1	-0.620833333333333
CPA6	-2.0225
JAG2	-0.1145
DEFA3	0.16
PPBPL2	0.185666666666667
CD34	3.910875
SLCO4A1	-2.981
AFG3L1	-1.882
SHD	-0.18975
RP13-122B23.3	-0.610333333333333
PRKCSH	-1.1815
DPH5	0.5095
HLA-F	2.882375
TBC1D4	-0.0745
RIG	-0.0965
GLUD1	-0.637
HNRPCL1	-0.158375
HBXIP	0.16925
RNF207	-1.0825
APIP	-0.28675
PLA2G3	3.62816666666667
CCDC84	-1.1125
MYLIP	-1.20446153846154
PHIP	0.04225
AARS2	0.0336666666666667
DHX32	0.54025
SCAPER	-0.599833333333333
MEN1	-0.444875
NIP7	-0.99675
FLJ25404	0.5255
FASTKD3	-0.0495
TMEM158	-1.99808333333333
RARA	1.806
BDH1	1.4975
ANKRD16	-0.50775
CARM1	0.0345
SS18	0.593666666666667
IKZF2	-0.593833333333333
MYD88	-0.223
PML	0.47875
TAF1A	-0.98575
CBFB	-0.047375
HIST1H3H	-0.190166666666667
C7orf29	-2.00075
COMMD4	-0.617166666666667
DPP3	-0.351
DAB2	1.285875
LOC388882	0.208
YPEL4	-0.405125
AGBL3	0.72675
LRP6	0.0507
SERPINH1	0.347083333333333
TLE1	0.0315
CD244	1.86516666666667
ZDHHC15	-1.5725
MGLL	-0.65
PLDN	-1.17375
LOC654346	2.288
FAP	3.41825
GPR37	-0.447833333333333
SCARA5	-1.0725
EBF4	0.987272727272727
LSM6	0.33225
MLLT1	0.0126875
SLC5A12	-0.42075
A2BP1	-1.61
COPS5	0.100166666666667
TPM4	-0.2375
TNFSF4	1.49766666666667
ACADSB	-0.59
HERPUD1	-0.027
BCL2L11	0.184388888888889
CEP78	-0.24975
CDCA3	-0.386375
WBSCR19	-0.5211
MYO1A	-1.091
PPEF1	3.206
LOC440348	-0.62925
CPEB2	-0.217625
BPTF	0.104083333333333
RPL21	-0.4264375
GSX2	0.447
ADPRH	0.920666666666667
C17orf68	-0.455
KCNS1	-0.523333333333333
MLLT6	-0.4079
PIWIL4	-0.04525
RNF26	-0.654
RAP1B	0.889625
ADAMTS1	-2.4641
ZNF571	0.46675
P2RY6	1.05575
TRIM21	1.576
CADM3	0.08175
NLRC5	0.996666666666667
ADRA2B	0.554
LOC90835	0.98025
PCF11	-1.2105
LOC400451	1.1395
GLTSCR1	0.2123
C17orf88	-0.9285
CDH16	-1.0425
FGF7	1.417125
PCSK4	-1.207
NPC1L1	-0.965333333333333
TAT	0.18625
TBCA	-0.646
MGC33407	0.50625
GPR115	-1.343
CYGB	-0.4865
FNBP4	-1.29166666666667
C12orf43	-0.08575
CBL	-0.6106
CLECL1	2.59675
PPAPDC1A	3.0965
WDR25	-0.193833333333333
SGCA	0.253
C22orf29	1.283
YIPF1	1.5955
GALK2	-0.55525
RAB3B	-1.931
LOC440087	-1.01975
UCP1	-0.2985
REEP5	1.004
FADD	-0.7276
FOXA1	2.86325
CACNA1A	0.295833333333333
ABI1	0.0301666666666667
GRIN2D	-0.14025
SLC1A4	0.707333333333333
LOC401127	-0.10875
HINT2	1.22225
PLD4	-0.125666666666667
ZNF286A	0.024
ENY2	0.38325
IL1F6	0.4635
PXDNL	0.175
C20orf79	0.16625
TNFSF13B	4.38166666666667
DENND3	-0.4965
JARID1D	-2.7495
HIST1H2AK	0.570125
LOC93349	-0.0886
SSH1	-0.8782
ENSA	-0.39275
LOC219854	0.343166666666667
CKAP2	-0.3755
DKFZP564J102	-1.08033333333333
MGC87315	-1.11116666666667
HNRPAB	-0.48025
AMH	-1.3405
ZNF526	0.396
BRUNOL5	0.00730000000000001
CACNG3	0.0588333333333333
TRPM1	-1.932
PPP2R1A	0.57875
COL2A1	-0.988
DDN	0.260166666666667
FLJ25770	0.473416666666667
HK2	-0.219285714285714
ELOVL6	-0.822375
MDK	-0.02875
EPHX1	1.237
RASSF2	0.786375
DKFZP434B0335	-0.139
DLX3	-0.3265
PRTN3	-0.47825
AVPR1A	0.71275
C21orf125	-1.912
TNFAIP8	0.109666666666667
GNB2L1	-0.52775
CALCRL	2.51175
SCGB2A2	7.81933333333333
UBXD7	0.48675
ZNF674	-0.58
TMEM35	-0.753125
BRSK2	-0.5015
HECTD3	-0.252
TMEM188	-0.6565
LGALS9	2.595625
SCARB2	1.7735
USP34	0.198416666666667
C17orf28	2.28975
ZDHHC23	0.024
AQP12B	-0.0355
SLC16A3	-1.6185
APLP2	-0.399375
ITIH2	-5.021
MICAL3	0.174875
TNNI3K	2.5285
HDAC2	1.958625
PRR7	0.0033
THBS2	1.28875
LOC751071	0.786833333333333
CA2	0.363333333333333
RANBP17	1.00725
RLN3	0.60375
CRYZ	-1.124
GBAS	0.665166666666667
TAS1R1	0.05075
MPZL3	0.7575
PCDH8	-2.3525
HSP90B1	-0.170833333333333
KCNK15	0.929
TNIP2	-0.618333333333333
GPR146	-1.093
NOL6	-0.5715
