Hybridization REF	TCGA-BH-A0BZ-11A-61R-A12P-07
C14orf65	-0.761916666666667
KLB	2.0825
C1orf65	-0.068
ZFYVE28	1.086375
NSUN6	0.38375
KIF27	0.183166666666667
SYTL2	-0.853
UBXD2	-0.2594
OR6T1	0.4085
CCDC91	1.00314285714286
GRID2	-0.2975
CALN1	-0.052
ZNF423	2.16475
PSMB4	-0.6085
XPNPEP3	-1.1045
ARPP-21	-2.75733333333333
SART1	-0.49825
RACGAP1P	-3.195
SPTA1	-1.95625
C6orf113	-0.362166666666667
C7orf16	-0.8735
CHST7	0.474833333333333
C21orf29	-0.5545
SEMA6D	0.17475
PCMTD1	2.135625
KIAA1754	-0.217
MYCN	-1.423125
KCNJ3	-0.929
MAPK13	1.2622
ERO1LB	0.359
NTF3	0.7275
NKX6-2	-1.78475
GTF2B	0.3575
GSPT1	-1.4695
GUSB	0.116666666666667
LOC221091	2.8485
LIG1	-2.2735
EXTL3	-0.443333333333333
NID2	-1.047
TTC29	-0.17775
TMEM97	-2.998
EXTL2	-0.4465
SUZ12	-1.06275
IL1F8	0.6465
KRT18	-1.65554545454545
MRPS16	-0.511833333333333
PI4K2B	-0.71475
LACRT	2.367
OR51F2	0.3415
JMJD2C	-0.28425
KGFLP1	3.65575
CDK5RAP3	-0.6471
YTHDF2	-0.0571666666666667
GGCX	0.71775
ARPC4	0.23025
EGLN2	0.920833333333333
KBTBD4	0.256428571428571
ROBO3	0.4312
DEFB118	1.079
KIAA1543	0.146
RTCD1	-0.199833333333333
MZF1	-0.42
C18orf26	0.244
CNIH4	-0.893833333333333
ZFP2	3.043
HTATSF1	0.79175
WFDC2	2.290875
NDUFA7	-0.415
TTC22	0.835
FAM40B	-4.044125
DCPS	-1.15625
SH2D1B	1.037
MRGPRE	0.49
SBK1	-0.55325
UNQ6411	-0.154
OSBPL9	-0.4985
NUP107	-1.384
MYOZ3	0.0471
PDE4B	0.473083333333333
FAM113A	-0.335
IDH3G	-0.126666666666667
FBXL7	0.587125
ARFGAP3	-0.057
MAPRE2	-0.626
IL1RN	1.4943
KIF13A	0.35925
RAC3	-1.3735
TCTE1	-0.186
TMEM14B	-0.338833333333333
ADIPOR1	-0.3485
GRINA	0.953
CLIP4	1.8325
LRIT2	0.398
TFPI	-0.539285714285714
FABP6	-2.2835
SLITRK2	0.597
HKR1	0.1865
SMTN	0.16525
C1orf75	-0.845
CD209	1.35575
CYB5R2	1.383
DNTTIP2	0.0183333333333333
CSGlcA-T	-0.05325
GABRB3	-1.71675
PCBD1	-0.0853333333333333
TAF3	0.7845
HOXD3	1.14733333333333
GIPC3	-0.21
P11	1.4032
BFSP1	-0.13625
LCP2	0.49775
TAS2R8	-0.478
SEZ6L	-0.684375
NR2C1	-0.808625
EXDL2	0.7234
TNFRSF13B	-2.2114
MKI67	-5.4655
GLS	0.612333333333333
C7orf54	-0.8051
LGALS13	-0.3848
IL4R	0.5945
SEC11A	0.017
SPP2	0.655
C18orf32	1.13425
CLSPN	-3.6504
SPAG1	-0.05125
C9orf82	-0.35625
TM4SF1	0.7335
EMILIN2	2.83175
SMG7	-0.382
TAS2R13	0.4115
ZNF628	-0.1055
DZIP1L	1.02783333333333
ANKRD13A	-0.2832
VASP	0.039375
ZCCHC11	-0.988
SYPL1	0.12975
MGC34774	0.181666666666667
C4orf28	0.53
KIAA1211	-1.78283333333333
RPS27L	0.5755
TATDN3	-0.19125
PDCD1	-1.1865
OR5P2	0.087
IFIT1L	0.5335
MIPOL1	-0.08725
OR51D1	0.4475
C1orf92	-0.6404
LAMP2	0.621166666666667
CAT	2.78066666666667
C16orf80	-0.26925
C15orf32	0.8865
ZNF746	-0.28875
C1orf76	-1.8395
ATXN1	0.018
LAMC2	2.899375
SLC2A7	-0.5565
CPOX	-2.2185
APH1B	1.571
LOC442245	1.6145
CTNND1	1.01338888888889
GABRG2	-1.22285714285714
MADCAM1	0.265666666666667
F5	-2.83725
SEMA4F	0.2995
NUDCD3	-0.070375
PDZD11	-0.0675
TRIML1	-0.0935
GCNT3	-3.60433333333333
TMEM120A	1.22925
CNDP1	-0.421
N4BP1	0.051
SLC35F2	-2.1165
LCP1	-0.4115
IGBP1	0.4434
DCAKD	1.27275
ELA2A	-0.711
C12orf56	-2.527875
PITRM1	0.129
GUK1	0.284
RASSF8	-1.0224375
OR2A14	0.86075
ADM	1.136
FGD3	0.578
GHRHR	0.0868333333333334
RHPN2	-0.237
C4orf39	1.131
VPS72	-0.849
SERF2	0.747333333333333
CD22	0.515833333333333
CD47	0.3594
PPIC	0.874
IMPDH1	-0.36725
ACP6	-0.591166666666667
PRKACA	0.375375
PPP1R1A	4.75275
TRPV3	-0.053
ASXL1	-0.79825
C17orf55	0.184333333333333
FXYD1	3.32566666666667
LMOD2	0.5235
ANKRD33	0.204
LCE2C	0.260625
ZNF620	-1.154
DKFZP566E164	-0.744
VSIG2	3.13725
KIAA1128	1.95425
USO1	0.4115
NUDT4	0.333
CLDN1	-0.400857142857143
OR4Q3	0.069
FASTK	-0.5215
ICOS	1.08033333333333
LDB1	0.14225
GSTA5	-0.31625
ABCC1	-1.10433333333333
FAM54A	-4.967
PCBP2	0.00366666666666666
NUP205	-2.08625
ACTA1	0.896333333333333
GABBR2	-2.227
PIP5K1B	0.419333333333333
AGXT	-1.48783333333333
RNF181	-0.26725
ATP8A2	-0.07875
AFTPH	0.913875
FGF21	0.0305
FCER1G	3.4915
SNTB1	-1.4
SLC24A3	1.59375
TXNL4B	-1.5359
RPL10L	-0.342
LOC389517	-0.73165
TSGA13	-0.284
SHOX2	0.052
ITGA7	2.5871
KCNIP2	3.63066666666667
KLF13	0.2105
ZFAND2A	-0.2015
CEACAM1	0.552285714285714
PFKFB4	-3.06816666666667
MED19	0.28975
LRRC57	0.0611666666666667
RNF11	1.79
ANKRD32	-2.77825
P117	0.30625
OBFC2A	1.48583333333333
POLD3	-1.45366666666667
RAB18	1.396875
TPH2	0.986333333333333
PHB	-0.4941
JDP2	2.777
MORF4L1	0.2819
POU2F1	-0.8105
CNNM2	-1.33733333333333
LOXHD1	0.231666666666667
ZC3H15	-0.70525
ELK3	0.317666666666667
FAM111B	-5.044
CBLC	2.48983333333333
SBNO1	-0.249
ANKMY2	-0.122
PLEKHA5	0.435
DHX58	1.52966666666667
ARCN1	-0.479666666666667
TREML1	1.1752
KNCN	-0.211
SEC24A	-0.682625
PSCA	-0.303
MGC24125	0.2145
DNA2L	-3.37025
CIB4	0.55325
HIGD2A	-0.189
TBX6	0.821333333333333
TTLL5	-0.948
SGK3	1.63983333333333
GCN1L1	-0.55725
AMOT	0.9937
LDOC1	-0.401666666666667
NRK	-0.114666666666667
ASB9	-1.64725
NAT1	3.2085
TRAFD1	0.13075
PEAR1	1.6725
FAM36A	-0.00862500000000003
OR1S2	-0.019
LOC388323	-1.88875
PGS1	-0.5015
LEPREL1	-1.80575
TFF1	-2.78108333333333
HAP1	0.52625
EPHB2	-1.16125
ACTG1	-0.137
ZFP42	-0.958166666666667
HAVCR2	0.9346
NME1	-1.171
SNX26	-0.10625
LACTB	0.6495
ZKSCAN2	-0.93325
C5orf35	0.60225
ANKS3	-0.6295
RBM28	-1.1065
DKFZP586P0123	-1.381
HNRNPA1	-0.294333333333333
BCAS3	-1.264
FLJ20184	0.194
POLA2	-2.20766666666667
TMC7	-0.3395
HSD17B6	-1.73
ZNF658B	1.3475
TTTY10	0.165833333333333
RANBP9	-0.442333333333333
CPNE7	-2.87966666666667
EVL	0.0703529411764705
LNX1	0.719166666666667
IFNA21	0.043
CFD	5.50375
PYCARD	0.0895
MYBPC2	-0.578
ENPP3	-0.635666666666667
ACSL4	-0.13825
LOC440258	-0.435
TMEM176B	4.1155
SOX2	-5.57275
SCO1	-0.00850000000000003
COMT	0.02925
AOC2	0.876
PDLIM5	1.44757142857143
SPHK2	0.548333333333333
NXPH2	0.41
GPR108	0.639166666666667
RAD51L1	-0.261666666666667
TMEM54	0.0375
LETMD1	-0.206444444444444
SLC6A17	-0.22625
KRT75	0.6375
STT3B	-1.1235
CD3EAP	-0.978166666666667
TMEM63A	0.32725
DUSP13	-3.30775
CD1C	0.8005
LASS2	-0.231833333333333
AVP	0.502
PITPNM1	-1.44775
FLJ22795	-2.466
MCTP1	-1.5075
TRIM68	0.881
UCK2	-1.92516666666667
ABHD1	1.61825
FAM50A	-0.292
RNASEH1	-1.084
PCP2	0.3985
OR52H1	0.077
C20orf149	-0.07075
RBP5	0.4625
HYAL3	-1.4415
CLPB	-0.749
SMNDC1	-0.245
DONSON	-3.44083333333333
FLJ27523	2.3225
BARHL2	0.705666666666667
SLC30A9	0.199666666666667
TMPRSS11B	0.67725
E2F8	-3.9305
CCDC25	0.324666666666667
C14orf48	1.10316666666667
C20orf116	0.3445
TSPAN11	1.098
YIF1B	-1.39666666666667
FAM12B	1.35675
OR1L6	0.2135
HPN	-0.5158
NBN	0.4655
C14orf94	-0.29
OCLM	-0.7675
ZSCAN18	1.2694
L3MBTL	-1.4407
TSTA3	-0.331333333333333
RAC1	0.193
C19orf15	0.0121999999999999
NFE2	-3.9705
KLK14	0.4145
ARSF	0.342
MAST2	-0.353333333333333
AMICA1	3.145
GTF2A1	-0.645125
ATP1A3	-0.5185
TC2N	2.2304
PNKP	-0.39
ODZ2	1.6655
MATR3	-0.07525
S100P	-4.734875
KRT82	0.7365
CA13	-0.0651
PROZ	-2.00633333333333
AASDH	0.23
C19orf40	-1.02933333333333
DCK	-0.764384615384615
FAM5C	-1.74875
SLC6A4	-2.074
MID1IP1	-0.47325
TESSP5	0.6185
TMOD4	-0.1655
DOCK2	-0.606666666666667
TUG1	-0.641875
NUP214	-1.1305
DPYSL2	0.905636363636364
GOLM1	0.409583333333333
MPFL	0.59625
SOX13	0.89675
SDCCAG8	0.9762
KEL	-1.85366666666667
NUP210L	-1.827
GK	-1.60625
DNAJB1	0.841
ALPK3	0.8935
CHID1	0.5893
CYLC2	0.1515
IKZF5	0.77325
C8orf51	-1.275
PPM1J	0.48775
GIMAP8	5.05416666666667
GPR101	0.2495
NR2F1	0.1575
ACAD8	0.25025
RBM35A	-0.74125
GNAI2	0.103166666666667
METTL8	-0.413
SLC39A7	-1.398
FBXO8	1.197
CAMK1	1.3555
RFC3	-1.8545
FAM129A	1.73185714285714
ILF2	-1.13025
FGFBP3	-0.496625
NOM1	-0.946166666666667
PSMA3	-0.3155
ASCC3	-0.5529
ZYG11A	-1.98375
SOX21	-1.886125
LYRM1	0.9385
DEFB1	3.9485
LOC91431	-3.15266666666667
OR7C2	0.3565
FAM46B	1.032125
TMEM18	0.094
ARHGAP30	1.30283333333333
TMEM86A	2.02858333333333
EPHA2	0.0103333333333333
C10orf46	0.59655
TCHH	0.795166666666667
C3orf30	0.185
LOC285636	-0.316333333333333
PAIP2	0.258
CYP2U1	0.661625
C12orf34	0.77025
SARS2	-0.696666666666667
ZCWPW1	0.7895
SAMD12	1.087375
KIAA1430	0.241
ACAT1	0.52025
MEOX1	5.00066666666667
ADAMDEC1	1.90775
PHKA2	-0.32275
CARD11	-1.56283333333333
CALML4	0.7595
TSSC1	-1.018
TMEM45A	-1.03188888888889
MPP7	1.459375
POU1F1	0.382
SLC2A13	-0.9508
FBN2	-2.33714285714286
ZC3H7A	-0.2604
LAIR2	-0.7395
ST3GAL1	-0.1615
LCT	-3.38925
GEMIN8	0.401
KLF16	0.1178
HIF3A	1.2666
FAM44A	-0.315142857142857
AQP10	-1.5152
PLA2G2A	4.451
FOLH1	1.94733333333333
C20orf186	-0.1765
MAPKAP1	0.20625
SPRR2D	-1.15425
UBQLN4	-0.765833333333333
RSHL1	-0.0286666666666667
PIAS3	0.03425
MRPL24	0.11975
GREB1	-1.822875
FAM27E3	-1.8755
NUP62CL	-1.77425
NEUROG3	-0.3195
REEP3	0.904916666666666
MARK1	1.84175
LMBRD1	1.734
PRPF19	-1.6705
PNMT	-0.521333333333333
CTGLF1	-0.8585
SLC25A16	1.473
EIF2B3	-0.8575
RPA2	-0.46275
PAK6	1.12783333333333
CCDC26	-5.045375
SEMA3E	3.71775
MXD4	0.9482
TNFSF10	4.2317
SMARCB1	-0.774333333333333
DTX3L	0.309333333333333
PLA2G4E	-0.311
PPAP2A	3.15425
ULK1	-0.571833333333333
TAS1R3	-0.0595
SLC2A3	-1.21909090909091
ARID3A	-2.19375
GNG5	-1.08625
ACOX1	0.6397
KIF5B	0.16975
NUP153	-1.24125
MUC7	-0.194
CSDE1	0.445214285714286
CLPTM1	-0.22575
C3orf23	-0.27525
LRRC17	0.4665
TTYH3	-1.27525
ATP5B	-0.7705
ELF3	0.2833
CPSF3L	-0.754
ZNF665	0.33
TLR6	0.7465
GPI	-0.5585
RAD9A	-0.647625
NDST4	-3.85775
AGPAT3	0.674083333333333
MAGI3	0.628833333333333
ADORA2A	-0.878875
CACNG7	0.1865
CAMK2D	-0.0203571428571429
CCHCR1	-1.72175
RPS27A	0.35625
OR10G7	0.192
GCM2	0.63
FAM135B	1.2959
E2F1	-2.5105
PLCB3	-0.2275
OR2AE1	0.096
COIL	-0.606166666666667
CDC25C	-4.6935
RAB11FIP2	0.526666666666667
TSC2	0.1465
CTGLF5	-1.5675
CCDC108	-0.1838
OR13C4	-0.06975
C10orf81	5.589
PTPRB	3.6225
ACP2	0.5565
LAG3	-0.75775
MRPL54	0.36625
LOC201175	-0.018
ITGB1BP3	-2.1105
SPTAN1	0.641833333333333
SIPA1L2	-0.65125
RCAN2	-0.15
CDX2	0.316
ECOP	-0.21975
ACTR1A	0.515857142857143
PPARG	3.25416666666667
BBS10	1.22333333333333
TMEM44	-0.894875
BPIL2	-0.91575
CITED1	3.34225
IRF6	3.5335
PRDM4	0.137333333333333
RRP9	-1.13316666666667
OR10H4	0.136
IL31RA	-0.7635
GNB1L	-1.75816666666667
MYBL2	-3.970625
ZNF407	0.790833333333333
PPIG	-0.205166666666667
TTC18	2.89075
RPSA	-0.6235
MAPT	1.66925
MRE11A	-0.125
C8orf37	-0.7345
RASGEF1C	0.6065
STBD1	2.00275
CTAG2	-0.5044
MGAT5B	-2.3055
ECM1	0.0845
RLN1	1.614
PARP14	0.6214375
EPB41L1	1.8442
HOXA3	0.857083333333333
MAGEA9	-4.82733333333333
RPS8	-0.175666666666667
RPS19BP1	-0.0085
FOXJ2	0.418375
C10orf76	0.676625
IL17RE	0.6655
C10orf65	1.34625
ZNF343	-0.378833333333333
FBXO33	0.538875
UHMK1	0.6888
LY6G6C	-0.4975
FGF19	-2.557
C14orf128	1.0645
IFIT2	1.83225
TIGD1	-0.97275
S100G	1.8095
GUCY1B3	2.372
NR3C1	0.9263
CORO1B	-0.0491666666666667
PARP11	0.915833333333333
DNALI1	3.59383333333333
OR4N4	-0.0851428571428572
MAP2K6	-0.0613333333333333
FSTL4	-0.9985
ANKRD47	2.20825
TMEM171	-1.9895
PNLIP	0.283666666666667
YY1	-0.717833333333333
CCDC138	-2.53783333333333
AASDHPPT	-0.884
CKS1B	-0.6588
MCM3	-1.72583333333333
ANAPC7	-0.592166666666667
FAM110A	0.681
CDC37L1	1.69816666666667
THTPA	1.38125
NBPF20	-1.522
WDR24	-0.7145
NPTX2	-4.576
CBLB	0.5115
CETN1	0.468333333333333
RPUSD1	-0.44475
FAF1	-0.865
CDK6	-1.9344
HMX2	0.88
CSK	-0.749666666666667
TEAD2	0.44325
SNAP25	-1.76725
TUFT1	-0.2247
TMTC3	0.257666666666667
LCK	-2.651
SGOL1	-3.3335
AKTIP	1.5115
FURIN	0.485
SOX12	-1.95483333333333
DEFB103A	2.60575
RAMP1	-0.6775
KIR3DX1	0.377
GAS2L3	-2.002
PDE8A	-0.449
EDN3	3.042
GMIP	0.48625
SF3A2	0.742
FN3KRP	0.37725
SMAD7	0.63125
RHBDD2	-0.03225
OR11H6	0.0105
PPP1R3B	1.7717
C9orf23	-0.0825
CADPS	-2.51375
GOLGA8A	-2.20925
TMEM57	0.0971666666666667
RGL3	-0.403
S100A14	0.27875
FGFR2	1.622375
XRCC3	-0.97625
RTN4RL2	0.47875
MGC3771	1.1055
GH2	0.228833333333333
BTBD2	0.063
LMO2	1.43075
RDBP	-0.746875
ACRBP	-1.76925
AMY2A	3.1945
DUOXA1	1.497
PTK7	-0.563333333333333
TWF2	-0.0406666666666667
FAM80A	-1.6425
TNNI2	-1.94116666666667
GLT25D1	-0.785833333333333
OCC-1	-2.01925
CYC1	-1.4935
RPL22	0.352590909090909
MORN3	0.4745
DISP1	1.40025
PRB2	1.228
CHUK	-0.44675
HR	0.328
CCDC134	-0.6045
DENND4B	-0.9055
C14orf130	-0.13125
RAB33A	-2.10025
DCST2	0.1465
TNMD	5.27175
PEX7	0.876
FAM62A	0.963625
SRD5A2L	-0.166
IL22	0.21175
RPS26	-1.80566666666667
HOXC5	0.399
SPATA6	1.03625
FLJ38482	0.18875
ZNF234	1.1745
C18orf22	1.085
SPATA22	4.09375
THOC1	-0.66225
CYP7B1	4.15525
KCNC3	0.606
C8orf42	-0.01
ALDH1B1	-0.316666666666667
CCDC100	0.1719
ARMC4	-2.06825
FAM18B2	0.45275
SLC44A1	0.722
FBXO17	-0.257166666666667
C6orf107	-0.494
C19orf29	-0.59375
ZC3HAV1L	-0.07375
PARP6	0.0424
SULT2A1	-5.255625
C1orf159	-1.27175
TMC1	0.235333333333333
CHST14	0.126625
GAMT	-0.963666666666667
SMCP	1.09366666666667
TSPAN33	0.314083333333333
MIDN	-0.4525
NOX4	3.4425
RNASEN	-0.5709
TBX1	-0.354666666666667
SALL2	-0.05425
C10orf35	0.513
CYP2E1	-0.860625
LRFN2	-0.580333333333333
ACO1	1.33866666666667
IQCG	0.9692
MEGF9	1.72475
TM7SF4	0.9745
PLEKHA1	0.698933333333333
STK33	-3.20075
C1orf210	1.76025
SNUPN	0.4828
KIAA0406	-1.3891
C20orf29	0.429
TMEM55B	0.005
OSTM1	0.25025
CLCN7	-0.523
OTP	0.04275
FLJ23049	-1.208
HEATR4	0.521
MAP3K10	0.706666666666667
PCDHGA9	0.422
AMDHD2	-0.54125
LCTL	-2.5465
PDCD2L	-0.885
CABLES2	-1.3515
SLC5A9	-0.69225
CLCA2	0.0015
MGC16025	-0.8115
STRAP	-0.746833333333333
C20orf196	-0.4385
RRBP1	0.152833333333333
NAT13	-1.123
MAT2B	0.561125
CSNK1D	-1.46933333333333
KIR3DL1	0.12775
PRKAG3	-0.126
ZNF599	0.631
PRM3	2.0055
PER2	1.525
ASPHD1	-3.119
PRMT6	-0.8705
KCNE1L	0.879071428571429
FAM118A	-1.43216666666667
TAF4	-0.969
NDUFB6	-0.38375
TRIM9	-1.7055
PMFBP1	-0.52975
KY	1.593
DKFZp762E1312	-5.29
CSMD1	-1.27475
TBP	-0.532666666666667
OR1Q1	0.708166666666667
RETNLB	0.14575
HPGD	0.529928571428571
DNAJC12	-1.37416666666667
FKBP1B	-0.79775
ANKRD24	-0.0743333333333333
CXXC5	-0.372166666666667
IL3	0.503125
DRAM	1.4634
PTCH1	-0.672
TP53BP1	-0.415
SLC17A7	1.007125
COL25A1	-0.4757
AMACR	-0.222833333333333
RHCG	0.64275
VPS13A	-0.35325
FAM55D	1.732
PRPF38B	-0.627333333333333
OSBPL6	-1.302
PFDN5	0.9171
CMTM6	0.610125
KCNK12	-1.8015
RP2	0.01725
C16orf52	-0.92675
PICK1	-0.0685
IFNE1	-0.516666666666667
SEMA4B	-0.004
TYRO3	0.56875
OR12D2	-1.122
CSNK1A1	0.37585
FANCF	0.07825
LONP2	0.3575
TBL1Y	-1.08925
LDOC1L	0.351375
CCNC	-0.0125
C3orf60	0.1965
CHKA	-1.5735
UBAP1	0.22125
MAP3K1	0.051
ANKRD9	-0.6945
FAM92A1	-0.122
GAB2	1.02725
AZU1	0.5985
DIS3	-0.296083333333333
C21orf109	-0.493
IQCB1	-0.74
SPATS2	-1.51983333333333
EFCAB3	-0.163
PRB3	0.121875
FUZ	0.0161666666666667
ZNF813	-0.10825
BMPER	1.11733333333333
HEG1	0.619
ALS2CR11	0.25775
SURF2	-0.33925
PSMC1	0.200916666666667
OR2D2	-0.3125
SLC7A8	1.7985
C4orf40	0.4005
SPATA7	1.058
MAZ	-1.32791666666667
PIN4	0.82325
PDE1A	0.432125
TAF6L	-0.8005
OR2T34	0.4135
KIAA0284	0.75825
ACADS	2.17536363636364
MKRN2	-1.0215
C18orf56	-3.66875
MS4A6E	0.665
GALNT4	-0.3787
C22orf31	1.629
FLJ36070	1.2205
PSME4	-0.7975
TFG	-0.2535
EPHX2	1.6405
ANXA5	1.354
KRTAP1-1	0.4847
BATF	0.96425
KARS	-1.545
MSTP9	-0.9605
GPR26	-0.4215
CCDC72	-0.08075
TEF	0.784166666666667
FOXK1	-0.9301
PRLHR	1.946
EMX1	0.461
C11orf30	-0.555
ICK	0.2935
THSD7B	0.7905
C21orf100	-0.752
DUOX1	2.1455
EFCAB4B	-0.77
UBE2G2	-0.918166666666667
C3orf54	0.32125
PARP1	-1.671
FAM60A	-1.69316666666667
C6orf146	0.83275
OR9K2	-0.024
DDX55	-1.128
RPS15	0.00908333333333337
ZNF618	0.5593125
DKFZp686D0972	1.57175
SSPO	-1.6955
SHFM3P1	1.07816666666667
CPA6	-1.68275
JAG2	1.70025
DEFA3	1.39675
PPBPL2	0.811166666666667
CD34	5.7255
SLCO4A1	-2.851
AFG3L1	-1.64066666666667
SHD	-1.35225
RP13-122B23.3	-0.905166666666667
PRKCSH	-1.07
DPH5	-0.328
HLA-F	2.36475
TBC1D4	0.383
RIG	0.8642
GLUD1	-0.00683333333333334
HNRPCL1	-0.419
HBXIP	-0.486
RNF207	-1.2445
APIP	0.08825
PLA2G3	-2.3555
CCDC84	-0.9405
MYLIP	-0.238307692307692
PHIP	0.08
AARS2	-0.735166666666667
DHX32	-0.125
SCAPER	-0.1245
MEN1	-0.668142857142857
NIP7	-1.30875
FLJ25404	0.396
FASTKD3	-0.74075
TMEM158	-2.64316666666667
RARA	1.38675
BDH1	0.1485
ANKRD16	-0.24775
CARM1	-0.2495
SS18	0.2305
IKZF2	0.293727272727273
MYD88	0.090125
PML	0.75175
TAF1A	-1.06725
CBFB	-1.22175
HIST1H3H	-3.22016666666667
C7orf29	-1.99875
COMMD4	-0.799666666666667
DPP3	-1.73225
DAB2	1.832625
LOC388882	-0.284
YPEL4	0.302875
AGBL3	0.66325
LRP6	0.4256
SERPINH1	0.0899166666666667
TLE1	0.89025
CD244	1.33516666666667
ZDHHC15	-0.0605
MGLL	2.9733
PLDN	-0.141583333333333
LOC654346	1.2735
FAP	1.52875
GPR37	-1.48966666666667
SCARA5	4.15666666666667
EBF4	1.34718181818182
LSM6	0.233
MLLT1	0.1055
SLC5A12	-1.06825
A2BP1	-0.9135
COPS5	-0.112166666666667
TPM4	-0.708357142857143
TNFSF4	-0.831833333333333
ACADSB	1.67916666666667
HERPUD1	0.61475
BCL2L11	-0.988
CEP78	-1.663375
CDCA3	-3.15725
WBSCR19	0.2841
MYO1A	-1.839
PPEF1	-1.40333333333333
LOC440348	-0.61775
CPEB2	0.66275
BPTF	-0.435416666666667
RPL21	0.511125
GSX2	0.375
ADPRH	1.903
C17orf68	-0.557333333333333
KCNS1	0.460833333333333
MLLT6	0.1233
PIWIL4	1.061
RNF26	-0.9325
RAP1B	1.004125
ADAMTS1	1.5733
ZNF571	1.15475
P2RY6	-0.98975
TRIM21	1.12266666666667
CADM3	0.90925
NLRC5	0.725333333333333
ADRA2B	0.886
LOC90835	-1.318375
PCF11	-0.379
LOC400451	0.836
GLTSCR1	0.5899
C17orf88	-0.613666666666667
CDH16	-0.68675
FGF7	4.24325
PCSK4	0.473
NPC1L1	-1.32683333333333
TAT	3.0405
TBCA	-0.82
MGC33407	0.0176666666666667
GPR115	-1.505875
CYGB	2.0185
FNBP4	-1.064
C12orf43	-0.10375
CBL	-0.552
CLECL1	1.5295
PPAPDC1A	-3.0325
WDR25	0.0701666666666667
SGCA	2.318
C22orf29	-0.47
YIPF1	0.90975
GALK2	-0.54025
RAB3B	-4.51841666666667
LOC440087	-0.61075
UCP1	1.918
REEP5	1.929875
FADD	-0.6624
FOXA1	2.041125
CACNA1A	1.62116666666667
ABI1	0.215666666666667
GRIN2D	0.604
SLC1A4	-0.0358333333333333
LOC401127	-1.621
HINT2	0.68825
PLD4	0.124333333333333
ZNF286A	-1.18225
ENY2	-0.57475
IL1F6	0.3275
PXDNL	1.9565
C20orf79	0.1185
TNFSF13B	2.9235
DENND3	1.205125
JARID1D	-3.29075
HIST1H2AK	-0.798375
LOC93349	-0.2781
SSH1	-0.9807
ENSA	-0.30525
LOC219854	0.763166666666667
CKAP2	-2.1073
DKFZP564J102	2.18333333333333
MGC87315	-0.8705
HNRPAB	-1.4445
AMH	-2.957
ZNF526	0.024
BRUNOL5	-0.8019
CACNG3	0.315
TRPM1	-2.275
PPP2R1A	0.407125
COL2A1	-1.1375
DDN	-0.427666666666667
FLJ25770	2.45358333333333
HK2	-0.7775
ELOVL6	-2.62875
MDK	-1.28675
EPHX1	2.4085
RASSF2	0.936
DKFZP434B0335	-0.03925
DLX3	0.612375
PRTN3	-0.4515
AVPR1A	2.004
C21orf125	-2.914
TNFAIP8	0.804333333333333
GNB2L1	-0.4425
CALCRL	2.96875
SCGB2A2	8.658
UBXD7	0.00774999999999999
ZNF674	-0.9235
TMEM35	1.411125
BRSK2	-1.48425
HECTD3	0.356833333333333
TMEM188	0.113916666666667
LGALS9	1.805
SCARB2	1.08508333333333
USP34	-0.00250000000000002
C17orf28	1.00866666666667
ZDHHC23	-1.29175
AQP12B	0.1155
SLC16A3	-3.438125
APLP2	0.6045
ITIH2	-5.65975
MICAL3	-0.0473749999999999
TNNI3K	1.5965
HDAC2	-0.99225
PRR7	-1.2924
THBS2	-0.55475
LOC751071	-1.04783333333333
CA2	1.544
RANBP17	-1.07375
RLN3	0.40175
CRYZ	0.463666666666667
GBAS	0.595666666666667
TAS1R1	-0.10075
MPZL3	0.033
PCDH8	-1.7385
HSP90B1	-0.180916666666667
KCNK15	-0.3395
TNIP2	0.186833333333333
GPR146	2.88025
NOL6	-0.63375
SPC25	-6.21066666666667
STEAP2	3.32964285714286
VAMP3	0.629333333333333
TCIRG1	-0.44675
ZP4	-0.499166666666667
PARL	0.451625
TRIM39	0.0648333333333333
KIAA1305	2.17675
CRNN	1.93283333333333
GRN	0.1285
HSH2D	-2.54825
SCAMP1	0.35425
KIAA1913	0.28025
PTS	-0.3875
BANP	-0.3255
PRKACG	0.483
ADCY6	1.18983333333333
C16orf46	0.894
CYP51A1	-0.45675
DDC	-5.40075
ANPEP	0.901833333333333
PROM1	2.35816666666667
SIGLEC10	1.629
COPG	0.4415
FAM26E	2.699
TRIP4	0.394
SNX3	0.8285
C1orf175	0.8365
PPY2	0.31525
C14orf152	0.924
FTSJ1	-1.10233333333333
DST	1.53565
LOC554235	0.66125
GLRX5	-0.36125
C20orf12	0.8891
CAB39	0.445833333333333
MSH2	-1.27183333333333
PIP4K2C	0.548375
CYLD	0.67325
WTAP	1.0215625
MGAT4A	0.714666666666667
TSC22D4	-0.5517
CHRM2	-1.636
PPYR1	0.3455
CCNH	0.525833333333333
RRM1	-1.31625
ECAT8	-3.1695
LOC400120	1.74
GABRA4	0.452857142857143
C14orf4	1.70433333333333
C1orf59	-0.668
CTDSPL	0.827333333333333
NHEDC2	-0.918
PDE11A	0.354857142857143
KLHL29	1.43975
CD5	-1.2415
TSPAN9	1.5008125
WDR67	-1.34875
THUMPD1	0.352
C18orf17	-0.00200000000000003
CLYBL	0.8845
FLJ13231	-0.88
CMBL	-0.116375
LECT2	-0.577666666666667
NKAPL	4.82333333333333
LOC654780	0.541
OR4C6	0.5185
RAB30	0.713333333333333
TSSK4	-0.2845
