Hybridization REF	TCGA-BH-A18L-11A-42R-A12D-07
SNW1	-0.0385
IL18RAP	3.0045
RPP30	-0.3695
CDC40	0.165857142857143
SETD3	0.462833333333333
SLAMF6	-0.6455
ELK4	-0.893
TRIM47	0.508666666666667
ACOX3	1.231625
TRIM6	1.386
KIAA0372	-0.388333333333333
TP53AP1	0.78725
SMURF2	-0.666
ADAD1	-0.13075
EBP	-1.6072
KRTAP13-2	-0.759
FLJ36874	-1.4145
TOR1A	-0.1615
P2RY4	0.7125
GPBP1	0.23475
TRPV1	0.38875
ADAMTS12	1.40233333333333
PES1	-0.4727
ATG4A	0.546833333333333
MAGEA10	-4.6315
WFS1	1.34225
CC2D1B	-0.502833333333333
PABPN1	-0.1135
SLC25A30	0.70175
SLCO1C1	1.41116666666667
SLC22A5	0.7855
KIF23	-4.75683333333333
SYN2	1.22333333333333
ASPN	6.99233333333333
CENTG2	0.04275
QSOX2	-1.753
FLJ10815	0.1345
STK24	-0.008625
SPEG	0.7238
STK10	0.103166666666667
DACT2	2.821
AAAS	-1.26
SSX3	-1.351125
ABCD3	-0.3492
C4orf12	0.68875
PARVG	0.379166666666667
FIG4	0.54225
C9orf46	0.40825
TMCO6	-0.8025
IGHMBP2	-0.5455
DUS2L	-0.592833333333333
FAM3C	-0.0040625
TMEM16D	-1.04525
DCTN4	0.313
KCNH3	0.493
EIF2AK2	1.256
AP1S3	-0.96225
CST4	-0.1945
PAM	1.791875
NUTF2	-1.0545
CITED2	0.6948
SLC39A4	-1.33475
C2orf52	-1.4895
GRM3	-0.39475
C12orf49	0.078875
CCDC49	0.4357
GRAMD1B	-1.6205
FNDC4	2.15475
SIAH2	-0.419375
GDPD4	0.319
C21orf87	0.36725
ATP5A1	-0.0433333333333333
C16orf63	-0.723375
LOC388135	0.4745
ATP5J2	-0.7545
MMP3	-1.3315
EMID2	-0.32025
CRHR1	0.146
WDR70	-0.29475
C13orf31	1.778
ZFAND1	0.0735
CCL18	5.5345
C3orf49	0.136
RINT1	-1.068
KIAA0408	0.652166666666667
F13A1	5.742
SLC10A1	0.112833333333333
OGN	5.40325
GIPC2	0.169333333333333
XPO6	-0.749333333333333
LCE1A	0.2125
FMR1	0.4085
LOC374920	0.63375
DUSP3	0.319
ANKMY1	-0.1455
C7orf50	-0.42025
BBS9	-0.2539
UNC119B	-0.30825
C9orf72	0.2615
MGC35440	-1.0825
ENTPD6	-0.21025
PPP1R2P9	0.6075
ERCC4	-0.421
FAHD2B	-0.2465
HMHA1	-0.251
HACL1	0.4125
RAD23A	0.202333333333333
FAM83B	-0.9055
PPP5C	-1.31
RNASEH2C	-0.118625
C9orf153	-0.35225
SCAMP4	0.31125
GHITM	0.4516
NDUFB7	0.317
ADCYAP1	-0.5056
SP110	1.717
MAP3K7IP2	1.06475
DHH	-0.14
AGRN	0.383785714285714
WDR33	0.133833333333333
CEP290	0.581
PRPS1L1	-2.10616666666667
KLRA1	-0.331
GPR97	-0.1265
CHD7	-1.152
TLR10	0.2525
SLC30A8	-1.2335
HIC1	2.12533333333333
IAPP	-0.22
RXFP4	0.01775
GP1BB	1.41125
SHQ1	-0.643
NKX2-3	0.00833333333333338
API5	-0.69625
FTHP1	0.3095
MOV10L1	0.935833333333333
TRIM6-TRIM34	2.85833333333333
ADHFE1	2.5985
FAM117A	0.25475
DDI1	-0.4595
CDON	0.640333333333333
TRIM73	-0.706
IGKC	4.3035
MMP14	-0.293416666666667
DYNC1LI1	-0.555625
C11orf66	0.08075
TRBV3-1	-1.033
FASTKD5	-0.2605
BIVM	-0.47825
LHX4	-0.30275
CXCL2	1.9795
RAB2B	-0.558166666666667
IZUMO1	-0.47075
MAP3K15	-1.371375
FAM19A2	0.258666666666667
ZC3H8	-1.2435
ZMAT1	2.497875
SPINK5L3	-2.95325
SLC10A6	0.944
APPL2	0.09975
CARD10	0.177666666666667
LOC402176	0.140125
EEF1D	0.7478
RAB6A	-0.0407
C12orf5	-0.265
PAPOLG	1.095
MSRB2	1.218
BCR	1.06811111111111
PUS3	-0.018
TIAM2	0.3915
ZNF317	-0.323
CHD2	-0.068
FZD5	0.174545454545455
NUDT8	-0.7065
ZNF763	-0.387
PRC1	-3.77266666666667
ABCB9	0.0775
SPATA3	0.669666666666667
TRAK2	0.549
STAB1	3.179
LRRTM2	1.0235
psiTPTE22	1.52525
DBI	1.38575
SERPINA11	-0.868
NAT5	-0.4225
C20orf58	-2.611
RPS6KA4	0.1095
FLJ90650	3.72375
TGFBRAP1	-0.046
CHRDL2	1.7015
FAHD2A	-0.2695
CNTN1	0.37075
BBS4	0.1397
TMEM181	-0.06075
MINPP1	-1.18825
MPHOSPH6	-0.61625
HOXC10	-0.4999
ITPKB	0.291
CLPTM1L	-0.186375
MEOX2	3.36183333333333
ATP6V0C	-0.03475
PRPF8	-0.267833333333333
TMC5	2.5675
FKBP3	-0.7335
PLEKHB2	-0.842625
OR4D6	0.013
ZNF544	-0.7975
D2HGDH	-0.101625
RPL18A	-0.6318
HEL308	0.1035
MPP6	-2.4705
TCERG1	-1.639
KRT16	2.73383333333333
KLF17	-0.802
KLF5	1.2705
CDR1	5.026125
VCX3A	-3.433
FBLN2	3.577375
C14orf104	-0.40725
HBE1	-4.6563
OR4S2	-0.6785
C1orf108	-0.284666666666667
ROBO4	4.48216666666667
CPEB4	0.812
C11orf80	-1.21266666666667
BCKDHA	0.462833333333333
MYOC	5.9765
GIF	0.3835
CKMT1A	0.6635
RPL3	0.5706
THBS1	1.895875
APOO	-1.4495
ARMCX1	2.11625
HSZFP36	0.209
SNAPC5	-0.08325
EIF4ENIF1	0.526
ZNF433	-0.28725
TNFRSF21	0.78025
TMPRSS7	0.097
SPATA18	1.7287
HPDL	-3.055
MKL2	1.6227
TBX3	0.972769230769231
C21orf93	0.834
DAXX	0.0635
ELMO1	0.130625
RGS13	2.66483333333333
TAF11	-0.973
UNC13A	-2.613125
LOC653314	0.116
ORC3L	-0.59025
IMAA	-2.5185
TARBP2	-0.9935
CABIN1	-0.2046
TRIOBP	0.775875
HIST1H2AC	-0.085375
RGS22	0.0323333333333333
NCOA1	1.44466666666667
IL25	1.8465
SNCG	3.4205
GPR6	0.2055
AMDHD1	-1.5475
CHEK2	-1.470625
C6orf142	0.40275
DRD4	0.712
C14orf68	-1.55575
GDF11	-2.7355
SEMG2	0.2605
CD247	-1.50725
CDAN1	-0.365
RBMX2	-0.0603333333333333
TGS1	-0.81975
OIT3	-0.252
SYF2	0.59325
MCM4	-3.391625
PKHD1L1	0.489875
CEP192	-0.697833333333333
IFT88	0.64475
RPL9	0.590428571428571
RAB32	0.35575
DDX43	-1.03625
P2RX2	0.343333333333333
OR5D18	-0.843
UBE1	-0.477916666666667
SLC24A1	0.27975
ARHGAP5	0.453
CETP	1.89325
KIAA1731	-1.25683333333333
SLC9A4	0.053
PTPN6	0.2625
BAHD1	0.186
GRIK3	0.5955
CACNB2	-0.1941
PDE10A	0.00674999999999999
DGCR14	-0.3955
PCDHB9	0.335333333333333
RHOQ	1.87083333333333
MAP3K4	-0.27475
KTI12	-0.188666666666667
RPL23AP13	0.34025
GNG11	2.43975
CLCN3	0.169666666666667
GPAM	3.041625
VSTM2A	-0.35
SLAMF7	1.702
INTS2	-0.9415
PPP2CA	-0.2943
LRP12	-0.0802666666666667
SEC14L2	1.99922222222222
DKFZP586H2123	4.93675
MC3R	-0.7055
CIRH1A	-1.45616666666667
HIST1H2AB	-0.687
POLH	-0.662625
MGC16703	-1.571
SNAPC2	-0.08
FILIP1L	2.77
RASGRP4	0.699
LRRC1	0.56525
GAS1	2.72175
PRAC	-0.6895
DGKA	-0.9025
NT5C3	-0.5585
PEG3	-0.3545
NADK	-0.3905
PRR17	-0.47525
LOC374569	1.35375
SGSH	0.884166666666667
NLRP8	0.418
GALT	0.3791
MCF2	-0.9295
ZNF263	0.19375
TACSTD1	0.268166666666667
TYR	-6.1769
ATP6AP2	0.2885
RNUXA	-0.14275
ABHD10	-0.2454
GDPD2	-1.811
SLC35C1	0.1355
UBE2A	0.4345
HERC5	0.750333333333333
FAM112B	-4.34383333333333
FBXL16	-0.7415
DKFZP434A0131	-0.0765
ELA3A	-2.1195
RBM41	-0.672125
HAO2	0.529
RNH1	0.65625
SHANK2	1.28266666666667
OSBP2	-2.245875
DAK	-0.683666666666667
C3orf58	0.8255
TCL1B	-1.5395
KBTBD2	-0.148875
SUGT1L1	0.93425
UBE2E2	0.688666666666667
MYL9	3.6385
CDC23	-1.0595
PBXIP1	1.7841
CXorf40B	-0.403
NBL1	1.9525
RTBDN	0.295
RAB11FIP5	0.313125
TTTY13	-0.1075
SCOTIN	0.317
SOHLH1	-0.9144
CDKN1A	0.960071428571429
NCK1	0.7765
ZNF550	0.7435
SAPS3	0.46425
SPIN3	-0.136166666666667
MAGEE2	0.2775
MIS12	-0.833333333333333
OR8H2	0.286
KIAA0774	-0.5625
UNC5D	-1.9055
CUL7	-0.318333333333333
LIPC	-2.16766666666667
DIO1	-0.32375
C20orf11	-0.5219
CTRL	-0.75775
HS3ST2	2.6005
PAK4	0.555666666666667
CCRL1	5.9235
RNF10	0.0675
ZNF567	0.168
ZNF660	0.5655
TCEAL3	1.043
MAGOH	-0.921833333333333
CENPB	-0.160166666666667
C19orf7	0.588
LOC388965	0.2775
ZCCHC13	0.4485
JMJD1A	-0.8502
HIST1H4H	-1.5295
TBRG1	-0.0841
GPC3	-0.302
TAF1C	-0.268125
EBNA1BP2	-0.8715
CIAPIN1	-0.89775
PDGFRA	0.851777777777778
CSTB	-0.064375
CENPI	-2.95433333333333
GTF2E2	-0.427166666666667
RPP21	-0.54375
CCNF	-2.10333333333333
KCNQ3	-0.068
FAM79A	1.60925
SLC22A12	0.3165
NOVA1	1.8385
FZD3	0.3266
AKAP8	-1.05725
SOCS5	0.79425
CFDP1	-0.4605
DLG5	0.12525
PGM5	1.88525
C1orf144	0.438916666666667
HDAC10	-1.2685
RND2	-0.57075
C20orf199	-0.76225
RNMT	-0.862625
SLURP1	-0.17875
ASTN1	1.119375
SH3BGR	1.296
MYCL1	-1.454625
ZHX1	1.23233333333333
CENPK	-4.96925
FOSB	4.5181
LOC643406	0.3065
C2orf59	-1.103375
TMEM135	0.404375
SLC27A2	-3.2825
KRT33A	1.809
OVOL1	1.057625
PAMCI	0.127166666666667
S100A7	-0.6035
ZNF789	-0.94
HARS2	-0.153
RPL23A	-0.9945
TCF23	0.775
UPF3B	-1.03975
C17orf78	0.1725
HLA-DOB	0.784833333333333
C14orf142	-0.0923333333333333
TEKT5	0.325333333333333
DMWD	0.0675
POLD1	-2.2055
GSCL	0.058
CALD1	1.3015
SCRT1	0.980833333333333
AIG1	1.443
UNC84B	1.261
ZNF404	-0.06
TMED6	-0.159
KIAA1462	0.709
LRRC27	1.9542
PYGO1	-0.4575
PIGU	-1.10483333333333
ALAS2	-3.76566666666667
WRNIP1	0.0195
CNNM3	0.3455
ZNF2	0.13625
ST3GAL5	0.294416666666667
MRPL23	-0.5505
TSSK6	0.318
PSMA6	-0.676
C16orf70	-0.771
KIAA1602	0.313
ALMS1	0.0195
DCN	5.177375
TMEM132D	-0.7345
SUCLG2	0.01875
ABHD14A	0.73025
DEXI	0.264833333333333
AMPD2	-0.696
IFNAR2	0.0381666666666667
CYB5A	2.6205
TLOC1	1.23435
NXF5	-0.8905
NRBF2	0.463625
KCTD3	0.91175
ITGAE	0.126166666666667
SLC30A3	-2.19233333333333
ZRF1	-1.1635
IFRD2	-0.520125
XAB1	-0.23975
PYCR2	-0.377333333333333
SERPINB3	-4.2005
TMLHE	-0.1465
GEFT	-1.374875
ABCA5	0.656875
EMR4	0.194666666666667
TSFM	-0.391
HIST3H2BB	-2.24925
ARHGEF19	0.2895
TSPAN17	-0.291833333333333
ABCC8	2.207
MAP1S	0.0148333333333333
C22orf36	0.78375
BNC2	0.1895
HIST1H4A	-1.53475
NDUFS3	-0.230833333333333
WDR3	-1.03983333333333
XKR4	0.9705
TTC33	0.157357142857143
STMN2	4.18175
CPN2	-0.2995
HSPC105	0.564125
PCOLCE2	3.53725
C3orf55	3.5655
KLHDC9	1.30866666666667
TBC1D23	0.58225
ATXN2L	-1.29833333333333
MAP2K3	0.599333333333333
SCAP	-3.03576608295941e-18
ZNF486	-0.295833333333333
C20orf96	0.26075
NARS	-0.5975
ADAMTSL1	-0.449571428571429
PRCC	-0.566666666666667
CCDC126	1.35325
ZNF675	-0.7265
CALCOCO1	1.49375
ANKRD43	1.19
CWF19L2	0.336
ZBTB32	0.533166666666667
BRAF	-0.46225
ODF4	0.068
MGC14376	1.85283333333333
HORMAD1	-2.30633333333333
AAK1	0.443166666666667
PEBP1	1.30216666666667
TNFSF5IP1	-0.033
DKFZp564N2472	-0.0625
RMND1	0.205875
IGKV1-5	4.5365
COL1A2	2.70066666666667
SERPINA5	-0.01075
AANAT	0.178
C19orf21	-2.33133333333333
GEMIN5	-0.322
UBR4	-0.305666666666667
LTBP3	1.513
AMHR2	-2.1855
PROCR	-0.061
MYBBP1A	-0.942
C20orf39	-1.60083333333333
ZNF697	-0.2145
PASK	-1.5039
ZNF776	0.23
RFXDC2	-0.321375
KIAA0467	0.39675
C10orf96	-2.456
ZNF503	0.4115
GULP1	0.351416666666667
KCNE4	1.65183333333333
DKFZp434K191	0.772875
LOC196913	-0.541
BHLHB4	1.512
CH25H	3.47275
LOC81691	-1.51
ALPL	1.30585714285714
COL12A1	0.994125
FOLR3	-1.8495
GPR123	-0.22475
TRIM62	-0.209571428571429
ABLIM1	1.96133333333333
MAST3	-0.36225
RHBDD1	-0.113
LOC338809	0.611
RYBP	0.369
TTC26	-1.3335
ZNF22	0.615
ISCA2	-0.2555
RDM1	-3.763
PIGM	-0.0605
GNB3	-1.554
ACTR2	0.0846
HMGB1	0.4602
EDG1	4.33066666666667
SOAT2	-3.16575
OR10AD1	-0.266
RAP1GDS1	0.0279166666666667
LCE1F	0.5445
ESM1	-2.755375
RCN3	2.49275
CREBL1	-0.38875
DBNL	0.052
PTGER3	4.0945
USP30	0.00933333333333333
BCL2L12	-1.29366666666667
KIF26B	0.27325
ZNF416	0.10225
ZNF225	-0.077
C17orf70	-0.22725
ZNF554	0.8445
RAE1	-1.64016666666667
TNIK	-0.0473333333333333
ACTN3	0.887
MGC45922	0.923
CCNA1	-0.143
RYK	0.729166666666667
IL26	0.7675
LRP3	1.3055
QARS	-0.31475
SOX7	2.22585714285714
BID	-0.843625
OR2S2	-0.6195
CXCL14	5.27775
C11orf47	-0.1445
MGC29891	0.435
HSPB8	2.7555
PRDM14	-2.67
NUFIP2	0.18325
MNAT1	-0.023375
ZDHHC2	0.780583333333333
MBNL2	1.297375
ADD3	0.758125
CSNK2A1P	-1.37
KLK6	2.20966666666667
TMEM111	0.3843
KIAA1279	0.44
NUBP2	-0.155333333333333
RAB42	-0.39075
ID3	-0.0521
TM9SF1	-0.34475
MDP-1	-0.291
POU4F2	0.607666666666667
IQCK	0.3465
C16orf14	-1.18375
CAPN3	-1.22125
FAM43B	0.213625
RECQL	-0.9805
AP1G1	-0.515214285714286
CTNNBL1	-0.334666666666667
ECHDC1	0.782666666666667
SMARCC1	-0.7481
FOXQ1	-1.386625
GNAI3	-0.272666666666667
POLG2	-1.869
CD4	1.335
ITLN1	0.257
EBI2	3.5565
IRF1	0.71425
PTPRE	2.39
PTK2B	-0.299
NXNL2	0.495
SOX4	0.0297777777777778
TSPAN3	1.419
SH2D1A	-3.89
C8orf58	-0.42
USP20	-0.55525
DUSP22	0.07175
CALB1	-3.752
L3MBTL2	0.943416666666667
MCRS1	-0.4585
TMEM118	-2.52766666666667
C18orf8	0.529166666666667
FLJ10241	-0.219375
GJA12	1.9135
PKD1	0.0853333333333333
ZFP3	0.616
JAM3	0.182125
LAPTM4A	1.8412
DIRC2	0.285
KIAA2022	0.6035
MYOM1	2.4485
TRPM8	-2.20166666666667
MOP-1	1.10725
PHKG2	-1.024875
ZNF650	0.494
KIAA1522	0.557
PSG8	-1.243
DDX19B	-0.137
MOBKL1B	-0.8375
DIAPH2	0.74425
PTPN12	0.40775
CLN8	0.2603
CRYZL1	0.163833333333333
CRY2	1.83475
FCGR2B	4.54233333333333
PNPLA4	1.505625
ZNF454	1.1685
DKFZp434B1231	0.1865
CLDN11	1.4355
RFWD2	0.0235
CIB2	0.7075
MXRA8	3.647625
HRK	0.0491249999999999
MAML2	0.79525
C4orf31	1.30525
C6orf192	0.45825
COG6	0.797
FAM5B	2.9865
NFATC1	0.8802
SEPT10	0.76175
SCYL1	-0.0961
RPP40	-1.27975
SCOC	0.2434
KIAA1450	1.03575
CTDSPL2	-0.464
TBX5	2.33
NAPG	-0.35125
RHD	-5.19475
C14orf45	1.78433333333333
ZBTB22	0.9885
PLCG1	-1.0435
ANKRD10	-0.76875
AQP7P2	4.5195
TAGLN2	0.147666666666667
HTR2C	-1.32666666666667
SLC16A7	3.08583333333333
C17orf83	-0.4755
TSGA14	-0.97125
MDH1	1.54675
PPP3R2	0.0565
DCBLD2	-1.02635714285714
RBM33	-0.9455
DPH3	-1.315
SYT10	-1.49616666666667
FMO4	2.44825
THYN1	-0.26225
DRD5	-0.7405
OTOR	0.67475
PGRMC2	1.0765
KATNAL1	0.656125
PAQR6	-2.02175
UBE2I	-1.1125
C14orf28	0.86
C8orf70	1.40275
FLYWCH1	-0.3425
ANGPTL3	-0.35025
GLRX2	-0.212166666666667
ATP11A	-0.731714285714286
ARL5B	-0.578375
MUC16	-1.136
SLC25A5	-1.3525
ACRC	-0.54125
MYO1C	0.98375
FAM89B	0.774333333333333
FAS	1.025625
KIFAP3	0.93925
GLRA2	-0.2505
BTN3A2	0.8973
CNKSR3	0.32675
CSTF3	-0.876833333333333
ARPM1	1.23675
KIAA1530	-1.015
C9orf150	1.56116666666667
PRKCI	-0.063
tcag7.1015	-1.71225
SOD3	3.11775
ZNF574	0.208
CYP21A2	1.52975
RPL12	0.18925
COMMD2	-0.7615
WIZ	0.0465
LOC344405	-0.12975
ALDH4A1	0.960117647058824
CRYAB	4.91125
COPA	0.483533333333333
PCDHGA7	0.508
KIF11	-2.93575
RASD2	0.402875
SLC26A3	0.6405
ZNF175	-0.479
JAKMIP2	-2.608375
C8orf4	3.05216666666667
PTHLH	2.8425
SLC40A1	2.71225
OR7D4	0.205
PCDHB17	0.425
CD36	6.65878571428571
C6orf203	0.939
PRKG2	0.4555
LOC400566	0.094
ANAPC13	0.23375
SLCO3A1	0.31525
ZNF692	-1.8935
FANCL	-0.948
SH3GLB1	1.155
C12orf61	0.313
KBTBD6	0.221
SUPT5H	-0.116
XRCC6	-0.2212
HUS1B	-0.5509
FAM133B	0.0183571428571429
LOC728276	-0.0755
KCTD18	0.94725
SOS2	1.17583333333333
CCDC99	-2.602
C1QTNF5	3.703
NNAT	4.2695
USP16	0.43675
LARS	-0.8125
ZBTB2	-0.039625
ABO	-0.405
TRAF3	-0.62825
GALNT5	-2.932
NAP5	0.965375
ALG14	0.719166666666667
KIAA0515	0.0984230769230769
WDR75	-0.856666666666667
TEX261	-0.152833333333333
LY86	0.83975
LOC389072	-1.1295
FLJ13611	-0.22275
MRGPRX2	0.603
SNRPA	-1.560875
OR2G2	0.03
GPRASP2	1.99375
C7orf42	0.2934
C9orf163	-0.426
CYP11B2	0.337
FCRL3	0.6216
PRDX1	-0.62575
FGB	-1.84666666666667
COX17	0.304
C16orf33	-1.05775
PIWIL1	-0.329333333333333
FOLR1	-0.9065
KIAA0082	0.02375
FREQ	-1.41566666666667
TMCC2	-0.477833333333333
TCF12	-0.128166666666667
ZNF721	0.282
FAM130A2	1.33875
POU4F1	-2.5175
SNRPF	-1.386625
SGIP1	0.938333333333333
ZNF641	0.728166666666667
EMG1	-0.706
PRRG4	0.996
HIRA	-0.286
MYNN	0.254833333333333
AEBP2	-0.0239166666666667
TBXA2R	-0.113666666666667
ISL2	-1.35633333333333
PCDHB11	0.726
RNF144A	-0.534125
MARCH5	0.63025
DULLARD	-0.0451666666666667
DCLRE1B	-1.5825
ITGA8	0.3705
TP73	0.123375
PRKCD	1.87375
NDUFB4	0.0025
ATP13A4	1.432375
ANTXR2	1.171
COL4A3	-0.0158333333333333
MYO10	-1.429
SLC6A18	0.396
PEX1	-0.34275
TMEM74	-1.4835
RBM19	0.40275
TAPBP	0.48565
RUNX1	1.00675
MID1	0.622
GPR64	1.9595
RASEF	2.9215
GABRG1	0.013375
MYO16	0.29125
DBF4	-3.10216666666667
TSHZ2	4.40675
RIPK2	-0.216875
PPTC7	0.725166666666667
KIF4B	-2.4045
LRRC31	1.027
ZNF540	1.75025
EFNB3	0.270166666666667
LOH12CR1	-0.548
STON2	0.408166666666667
GLP1R	0.35525
CSTF2T	-0.77625
IREB2	-1.2665
GRSF1	-0.455
PDCD7	-0.287166666666667
LRRC43	0.1285
CNR1	1.529
IL1F7	-0.792
C12orf64	-0.7715
FAM69B	-0.463
NR2E1	-1.9875
MS4A6A	3.6035
FTL	0.2564
C7orf36	0.09725
PCLO	1.6652
DYRK2	0.03875
ARIH2	0.185125
SAMD7	-0.195
SCNN1D	-0.61025
SLC32A1	-1.31728571428571
C22orf25	-0.200666666666667
MRPS18A	-0.2565
GPR112	0.813
EARS2	-1.80375
ERN2	0.621
ATPBD3	0.124833333333333
PRH2	-0.1135
CDKN2D	-0.83
PGLYRP2	1.175
TRIM40	-0.22525
SEC14L3	-0.102666666666667
SLC22A1	-0.44575
BTN2A3	0.11975
RASA4	0.767
CCNL2	-0.652666666666667
MYBPC3	0.5525
GJA4	3.98375
CDC42SE1	-0.06825
TRPV2	-0.5555
MYPN	-4.0522
SIM1	1.1455
CDADC1	1.77066666666667
ZFHX4	2.875
NIBP	-0.052
ADAMTS19	-2.08375
ABTB2	-1.33375
TSPYL2	-0.058125
EIF2S3	-0.8057
SOX30	-0.277
AP2A1	-0.885
DKFZP564O0523	0.4925
LOC285398	-0.0185
CDH18	-4.4775
CHL1	4.3965
GATS	-0.0783
TBC1D2B	0.768333333333333
OR1J1	0.2705
GSN	3.89866666666667
DPCR1	0.094875
GARNL4	-0.350666666666667
SMARCA5	-0.61675
PLEKHG3	0.8715
ZBTB45	0.4515
FRMD6	-0.0671666666666667
PLS1	-0.741666666666667
DGKZ	0.212666666666667
EFNA1	0.7895
WDR85	-0.663375
ANK2	2.01075
PAGE4	-0.744833333333333
SENP6	0.942666666666667
AKR7A2	-0.0781666666666667
FKBP10	-2.61125
VEGFC	-0.160166666666667
LARP1	-0.3139375
SRBD1	0.1855
ITGB6	3.72175
SLC1A2	-0.976714285714286
INVS	-0.910666666666667
MPO	0.515
MOBKL3	-0.2775
CUTL2	-0.773875
KLK2	0.0394166666666666
VIM	1.049
REG1B	0.0855
PCDHGC4	0.053
C3orf34	-0.332833333333333
SUMO3	-0.512833333333333
CST9L	2.1875
MLL4	-0.74425
SPR	0.771
SAMD9L	1.61125
ABCE1	-0.88775
SUPT3H	-0.801166666666667
ACTBL1	-0.06175
ADAMTS4	0.971833333333333
SLIT3	4.146
RHEBL1	-1.8325
NPM2	-0.47725
MAN1C1	1.6575
KIAA1856	0.71875
HSPA6	1.28
LOC388152	-0.81
C10orf140	1.60325
ZDHHC12	-0.5285
LIN7A	-0.7975
PHC2	0.23725
SPHK1	-0.52725
TRIM26	0.0166875
FAM83E	-0.07
C18orf24	-2.8932
ZNF578	-0.084
ORAI1	-0.523
RUVBL1	-1.35616666666667
C7orf20	-0.985166666666667
APAF1	-0.942
SLC36A4	-1.2575
MYH11	5.054
NEK1	0.5853
MPP2	-0.946
C12orf24	-2.482
TNK2	0.5404375
ZNF289	0.0375
MATN3	-2.68585714285714
IFNGR2	1.1505
ITPR1	1.5125
EBF3	4.9198
TBC1D20	-0.1282
OR10P1	0.5395
DDAH2	1.81575
SHPRH	-0.044875
STX7	0.425
LOC554248	-1.53575
BCAR1	-0.24575
ATXN3	0.0206666666666667
TRIM27	-0.7175
CDC42EP2	2.41
CHP	0.582714285714286
SOX17	3.009875
ZNF259	-1.17
CHCHD1	0.0905
ZDHHC19	0.2305
GBP2	3.7135
GARNL3	1.4105
MRC2	0.65425
C1orf52	0.21825
AOF2	-1.37416666666667
LRPPRC	-0.7942
ACVR1C	5.03883333333333
TM4SF18	4.63616666666667
TMEM169	0.0722
PPP1R16A	-0.00450000000000001
EBF1	3.17966666666667
RRS1	-0.277333333333333
SNX2	0.25175
OR2T2	0.2995
RBX1	-0.27225
ANKRD54	0.0358333333333333
TSNAX	-0.018
TMEM83	-2.17725
ZBTB7A	1.1515
ATM	-1.40025
LOC338328	3.452
TIE1	2.63533333333333
HIST1H3G	-0.479
PASD1	-4.38616666666667
TINAG	0.79075
PCDHAC2	-0.109
LRRC15	-2.267125
WBSCR17	0.077
TFF2	1.138
PARP2	-0.85725
NDFIP2	-0.58325
PCDHGB2	-0.184
WDR60	0.334
MAP7D2	-1.4236
USP45	-1.378
GSDML	-0.246
TNS1	1.3424
PLCD4	0.1175
IQCD	-0.0771666666666667
SMPX	-1.80675
CD9	0.259833333333333
SRGN	1.96975
CASP7	1.266375
INOC1	0.2725
DKFZp451M2119	-0.2005
VMAC	1.264
USP53	1.7823
CAMK1G	-0.91075
TMEM106A	0.428166666666667
CDC20	-3.3405
ACSL5	0.936833333333333
CBWD5	-0.9875
C1orf87	-0.5295
KIAA1274	0.0845
PRUNE2	-1.14007142857143
LYPLA2	-0.600833333333333
DOK6	-1.49266666666667
GPR149	-0.29875
FAM30A	1.77875
TMEM129	0.81625
SLC35B3	1.083
ACPP	-0.2294
LOC200261	-1.949
SLC4A7	1.1901
CCDC40	1.78675
GART	-1.921875
THOP1	-1.4165
SCARB1	-0.22725
CACNA1F	-0.04025
TRIAP1	-0.305166666666667
SYT14L	0.0910000000000001
SFRS8	-0.14
PBOV1	0.47075
GOLSYN	2.14775
GJB7	-0.241
CAMK2N1	0.834666666666667
GREM1	1.8435
FLJ20433	1.06075
QPCT	-3.46675
PRKAG2	1.40766666666667
H2AFX	-2.317
C6orf154	-0.438
PLOD3	-1.28225
ZBTB39	-0.9865
WASF3	2.12425
DRG1	-0.635
PRR4	1.6425
SPCS1	-0.7965
KDELR3	0.511833333333333
SRP19	-0.0253333333333333
GABRA6	-0.179
MFSD1	0.8805
MMEL1	0.835
PDXDC2	0.0887
BUB1	-6.27677777777778
RNF138	-1.34575
MYLPF	-0.263666666666667
AIF1	1.16666666666667
DYNLRB1	0.4596
HCN3	-0.98
HIST1H2AI	-0.9885
MAP4K5	-0.00516666666666665
LASP1	0.550375
LOC130951	0.7265
PLAA	0.280625
KRT6A	1.548
C6orf117	-0.88275
ARHGAP23	-0.039
PTF1A	0.373
GPHA2	-0.5065
LCE3B	-0.25325
MCL1	1.41714285714286
EHBP1	0.54775
PRNP	0.61725
ZSCAN1	0.20425
C1orf113	-0.662166666666667
FOXA3	-2.3465
NEB	0.6005
ASGR1	-3.83233333333333
CTGF	2.682
RAB17	0.13
MST101	-0.4855
JARID1B	-0.186
USP37	-0.0288
PTBP1	-1.13116666666667
PTPN7	-1.39966666666667
CDC7	-3.236
SNX7	0.188
ZNF335	-0.21775
CPT2	0.003
HEATR1	-1.018125
HSPC152	-0.13825
C5orf40	0.07775
PSME1	0.0668333333333333
STAG3	-2.58575
TMEM154	0.706666666666667
KLHL32	-0.386166666666667
TSGA10IP	-1.1575
SUV420H2	-0.9245
SF1	-0.5721
2'-PDE	0.08725
PNLIPRP2	-3.105
TRSPAP1	0.00450000000000001
NUP210	-2.121
ANP32C	-1.67633333333333
RAB11B	0.176166666666667
ASB15	-0.0615
ITGB3BP	-1.647
UBASH3A	-2.11625
YWHAB	0.1915
TPRX1	-0.19225
LY6G5C	0.03925
SLC7A2	-1.24825
CLK1	1.1042
HSD3B7	0.181
