Hybridization REF	TCGA-BH-A0BS-01A-11R-A12P-07
EFCBP2	0.0745
HCFC1	-0.763333333333333
AHNAK	0.3798
ACTR5	0.195
KIF14	-3.06442857142857
TENC1	1.54825
HEATR5B	0.3545
YIPF2	1.46933333333333
MYEOV2	1.21316666666667
DUSP18	0.42875
KIAA1012	-0.04825
AHR	0.214833333333333
C17orf53	-1.36866666666667
PTPRH	-3.2535
ATP6V1C1	-0.1658
TAS2R3	-0.491
LOC440356	1.98975
COQ10B	0.136
PSMF1	0.43225
SORBS2	2.23841666666667
NFE2L2	0.016
TMCO7	-0.14225
SH3PXD2A	-0.9846
SH2D2A	-0.834
SPINK5	-3.35775
MRPS24	-0.42275
OPA3	0.6645
TRAF7	0.613333333333333
C4orf35	0.472166666666667
MT1G	-0.9455
MGC39545	-0.21925
HS1BP3	0.1918
OR2B2	0.188
CHRM4	0.0195
SFRP2	2.9575
RIC3	1.475
ART1	0.2695
C6orf1	1.075375
DUS4L	-0.65925
C10orf104	-0.06225
TNFAIP6	2.85675
RTEL1	-0.96725
CCT4	-1.5299
ZNF709	0.128
CHMP6	0.897333333333333
UPP2	-0.10625
CYP19A1	-2.675125
CD151	0.776666666666667
NDUFA13	0.0935
ARFRP1	-0.536666666666667
FAM26B	0.28975
CRYBA1	-0.895
MRPL41	-0.0778333333333333
NPFFR2	-1.2495
HRH2	0.2795
SCAMP3	0.218333333333333
MTMR6	0.6464
MTG1	-0.956333333333333
UBTD1	1.21325
CRABP1	-2.161
FLJ33790	0.8433
KIAA1908	-0.930166666666667
GPR158	0.98425
PACSIN3	1.18116666666667
OMD	3.725
CATSPER1	-0.483333333333333
HOXB8	-1.204125
FBXO46	1.6135
OAS1	2.32916666666667
SVIL	-0.41
PHB2	-0.7445
ADCY3	-1.256
NDRG2	1.202
ERMAP	0.1176
APBA2	-1.4555
IGSF9	2.087
WNT6	0.0162142857142857
MYCBPAP	0.16075
ATP2B2	-0.394
CPVL	-1.4207
TRAM2	0.411583333333333
NOP5/NOP58	-0.10775
ZNRF4	0.335
TLK1	-0.118875
MTMR12	-0.363428571428571
ZNF384	-0.0328333333333333
FAM9B	-2.8505
RPN1	0.9201
PMVK	1.30575
EIF3D	-0.8313
SIX2	-1.13875
HPS1	0.446785714285714
RNF7	0.718
PSKH2	0.5265
KCTD13	0.2515
CSMD3	-0.5707
FBF1	-0.1125
IL8	-5.84075
SERPINB13	0.231416666666667
FBXL20	0.90975
BLR1	0.528
SH2B1	-0.1195
RFNG	0.22775
RAB20	2.30766666666667
RBM7	-1.05825
POLR1A	-0.351833333333333
TMPRSS4	-2.68725
TAF9	-1.606875
TERF2	-0.557666666666667
TNFRSF1A	0.7245
ACADVL	0.8105
GTF2H5	0.26775
EDG8	1.6215
C9orf140	-1.50675
UST6	0.06775
ZBTB8OS	-0.967
ZNF710	0.3635
GPR174	-1.334
ATP6V0A2	0.4115
KIAA0319L	-0.35825
XKRX	0.4575
DOPEY2	1.6017
SDHD	-0.237416666666667
SUMF1	3.32875
OSM	2.08775
OPN3	-0.14875
DAGLB	0.167
PPFIBP1	-0.2303
TRIM63	-3.12425
C10orf53	-0.164
LYPD3	1.652
BCL7A	0.316125
AGER	-0.851
TCF19	-1.513875
SAT2	-0.23075
PFTK1	-0.309333333333333
GABRE	-0.527875
C15orf38	1.5657
FIS1	0.6665
KCNV2	0.00924999999999999
CLPS	0.67125
PPCDC	-0.49875
FOXN2	-0.1725
NT5E	-3.4505
CD83	0.663
IL18	-0.388
VPS16	0.84875
IGFBP2	-1.59016666666667
NOTCH2	0.527
SIGLEC1	2.468125
CD93	4.7525
SULF2	-0.6775
CEP164	0.343875
P53AIP1	0.101333333333333
TOR2A	0.0711666666666667
ZNF136	1.07
MGP	3.8662
CCDC144A	1.65316666666667
TRPC1	-1.42883333333333
SMS	-0.728833333333333
MAPK7	-0.00316666666666667
RRAGC	0.39325
PARD6A	-0.541333333333333
NUB1	1.04516666666667
SYNGR4	1.52
OR11H12	0.321
WIF1	1.19175
GCH1	0.246
OR11H4	0.438
SLC44A5	0.0585
GPRIN2	1.93316666666667
LOC401431	1.105
CPA4	-0.8775
MELK	-2.32511111111111
IL15RA	-0.42325
CUL3	-0.222375
HMBOX1	-1.06775
PODXL	-2.55325
CCT6B	1.7145
COMTD1	0.5065
MUC20	0.963333333333333
GPX2	-3.25075
ITK	-0.796375
FBXL5	1.41425
C13orf27	-1.8295
DEFA5	0.098
TRHDE	0.021
MTP18	-0.365166666666667
UQCRQ	0.05
ITGB2	0.7025
CSRP2BP	0.19625
TAS2R44	1.1275
PHPT1	-1.093625
FAM44C	-0.4075
ERH	1.424
MPHOSPH1	-1.78
MORC1	-0.5775
PARVB	-2.1715
LAMA1	-2.08758333333333
PGBD3	-0.21775
GIMAP6	3.613
AREG	-2.05733333333333
LIPT1	-0.42525
MGC99813	-0.11025
C1orf201	-0.25
GRIN2A	-0.6986
MAN2C1	-0.930125
NSUN5	-0.30875
SF3B5	-0.23025
MYC	-1.883
NRXN1	-0.536333333333333
ZNF18	1.47275
SPDYA	-0.513375
SLC37A1	1.2725
DECR2	1.0855
ANKRD38	1.37775
SPTLC3	0.644333333333333
SUPT16H	0.09525
DTWD2	0.31175
ULBP1	-0.8575
ZADH1	1.35683333333333
OIP5	-4.12325
IL10RB	-0.102
OTUB2	0.93875
VWA3A	-0.0601666666666667
SPIC	-0.0888333333333333
OR6C4	0.272
PSCD4	0.690333333333333
DPY19L2P2	-0.769
TRAPPC6A	1.7225
C21orf2	0.0986666666666667
CEMP1	-0.232
LIN7B	0.838
E2F7	-2.30333333333333
VCP	0.0273125
LAMA3	0.393416666666667
BGN	1.26875
GPR160	1.38466666666667
COCH	-2.73933333333333
GPR81	1.59366666666667
APOBEC3F	-1.12275
tcag7.1017	0.10725
C1orf32	0.393
SCGB1D2	5.66375
FLJ43987	-0.413
C6orf170	0.3545
KLK9	0.4625
GPD1L	1.3505
VPS37B	-0.047
ATG3	-0.464166666666667
ADAMTS17	-0.486
KLHDC2	0.755
NDUFV2	-0.2105
BLK	-1.8185
MATN4	-1.3865
GPM6A	0.62975
GBP4	5.07416666666667
TMEM162	0.239333333333333
PKP2	1.601
HRASLS	-2.704
MMP1	-2.2645
SFXN3	-0.6683
FSD1	-1.55466666666667
ST6GALNAC3	-2.469
CA12	2.1952
NCOA6	0.7105
C19orf58	-0.1389
PPP4R1	0.033
MAN1A2	1.72016666666667
IKBKAP	-1.9915
UPF1	-0.369
KIAA1219	0.4775
WNT16	-0.0645
SNW1	0.583375
IL18RAP	2.04725
RPP30	-0.5585
CDC40	-0.500285714285714
SETD3	1.05183333333333
SLAMF6	-0.34075
ELK4	-0.6305
TRIM47	-0.196333333333333
ACOX3	0.646625
TRIM6	1.478125
KIAA0372	-1.51883333333333
TP53AP1	2.261625
SMURF2	-0.26375
ADAD1	1.088
EBP	-1.0099
KRTAP13-2	-0.2585
FLJ36874	-0.203833333333333
TOR1A	-0.709166666666667
P2RY4	1.0655
GPBP1	-0.50325
TRPV1	1.358
ADAMTS12	-0.159333333333333
PES1	-0.8529
ATG4A	0.556
MAGEA10	-0.92025
WFS1	0.882
CC2D1B	-0.0566666666666667
PABPN1	0.302375
SLC25A30	0.26125
SLCO1C1	0.0423333333333333
SLC22A5	1.703
KIF23	-2.666
SYN2	-0.353666666666667
ASPN	7.49333333333333
CENTG2	0.07425
QSOX2	-2.4377
FLJ10815	0.594
STK24	0.22025
SPEG	0.7734
STK10	-0.498166666666667
DACT2	-1.679
AAAS	0.18075
SSX3	-1.08825
ABCD3	-0.0316
C4orf12	-0.557875
PARVG	0.4445
FIG4	-0.27875
C9orf46	1.886
TMCO6	-0.2865
IGHMBP2	-0.7985
DUS2L	-0.227333333333333
FAM3C	-0.7106875
TMEM16D	-2.64975
DCTN4	0.0495
KCNH3	-0.25425
EIF2AK2	1.55125
AP1S3	-0.0645
CST4	3.2635
PAM	-0.200875
NUTF2	-0.71675
CITED2	0.1094
SLC39A4	0.47875
C2orf52	-0.4015
GRM3	0.03925
C12orf49	0.878
CCDC49	0.0548
GRAMD1B	-1.431875
FNDC4	1.096
SIAH2	1.097125
GDPD4	0.272
C21orf87	0.5725
ATP5A1	-0.178
C16orf63	-0.00262499999999998
LOC388135	-0.425166666666667
ATP5J2	0.01325
MMP3	-0.1995
EMID2	-0.05525
CRHR1	0.55975
WDR70	-0.549
C13orf31	1.5495
ZFAND1	-0.71125
CCL18	3.9755
C3orf49	0.6455
RINT1	-1.612
KIAA0408	-2.40333333333333
F13A1	4.4637
SLC10A1	0.4615
OGN	2.289
GIPC2	-1.50933333333333
XPO6	0.1085
LCE1A	0.8465
FMR1	0.6589
LOC374920	1.1675
DUSP3	0.307375
ANKMY1	0.203
C7orf50	0.742
BBS9	0.4655
UNC119B	-0.66375
C9orf72	-0.977
MGC35440	-0.99325
ENTPD6	0.30475
PPP1R2P9	0.3205
ERCC4	0.7
FAHD2B	-0.2105
HMHA1	-0.516
HACL1	-1.04275
RAD23A	-0.1435
FAM83B	-1.48925
PPP5C	-0.8695
RNASEH2C	-0.42575
C9orf153	-1.30625
SCAMP4	0.490125
GHITM	-0.0508
NDUFB7	-0.076
ADCYAP1	0.557833333333333
SP110	2.9665
MAP3K7IP2	1.0545
DHH	0.213
AGRN	0.958642857142857
WDR33	0.103333333333333
CEP290	0.318833333333333
PRPS1L1	-0.9715
KLRA1	-0.3255
GPR97	0.4155
CHD7	-0.0263333333333333
TLR10	0.99375
SLC30A8	2.3495
HIC1	0.972333333333333
IAPP	0.4335
RXFP4	0.493
GP1BB	1.629
SHQ1	0.903
NKX2-3	0.396166666666667
API5	-0.07425
FTHP1	0.356
MOV10L1	-0.0703333333333333
TRIM6-TRIM34	2.93633333333333
ADHFE1	2.90575
FAM117A	0.50825
DDI1	0.0655
CDON	-2.33566666666667
TRIM73	-1.758
IGKC	3.0485
MMP14	-0.398666666666667
DYNC1LI1	-1.337125
C11orf66	0.80075
TRBV3-1	-0.92225
FASTKD5	0.84025
BIVM	-0.42375
LHX4	0.02825
CXCL2	-0.9918
RAB2B	0.181333333333333
IZUMO1	-0.814
MAP3K15	-1.709375
FAM19A2	0.352666666666667
ZC3H8	-0.561666666666667
ZMAT1	2.613
SPINK5L3	-3.172
SLC10A6	-0.6235
APPL2	-0.23575
CARD10	-1.0765
LOC402176	-0.85425
EEF1D	0.7236
RAB6A	0.7031
C12orf5	-0.226125
PAPOLG	-0.256
MSRB2	1.836
BCR	-0.216555555555556
PUS3	0.324
TIAM2	0.22025
ZNF317	0.264
CHD2	-0.282071428571429
FZD5	-3.00554545454545
NUDT8	-1.892
ZNF763	0.4125
PRC1	-3.18477777777778
ABCB9	-0.222166666666667
SPATA3	-0.067
TRAK2	-0.285125
STAB1	2.241875
LRRTM2	0.114666666666667
psiTPTE22	1.49
DBI	1.33725
SERPINA11	1.64275
NAT5	0.532
C20orf58	-1.7445
RPS6KA4	0.6885
FLJ90650	-0.73375
TGFBRAP1	-0.009
CHRDL2	0.9995
FAHD2A	-0.225
CNTN1	0.22725
BBS4	-0.8419
TMEM181	-0.80175
MINPP1	-0.959
MPHOSPH6	0.12775
HOXC10	1.8946
ITPKB	0.82125
CLPTM1L	-0.569125
MEOX2	-0.389333333333333
ATP6V0C	1.125625
PRPF8	0.0238333333333333
TMC5	2.724
FKBP3	1.07975
PLEKHB2	-0.694625
OR4D6	0.4145
ZNF544	-0.0889
D2HGDH	0.33275
RPL18A	-0.6685
HEL308	-0.315375
MPP6	-3.72125
TCERG1	-1.63825
KRT16	-0.474
KLF17	-0.04525
KLF5	0.54175
CDR1	1.86975
VCX3A	-1.4695
FBLN2	1.93
C14orf104	0.2555
HBE1	-4.6198
OR4S2	0.3795
C1orf108	-0.349
ROBO4	2.72966666666667
CPEB4	-0.19625
C11orf80	0.3025
BCKDHA	0.6235
MYOC	0.24025
GIF	0.635
CKMT1A	2.3
RPL3	-0.1381
THBS1	0.921375
APOO	-0.3605
ARMCX1	0.6825
HSZFP36	1.3445
SNAPC5	-0.39175
EIF4ENIF1	0.703
ZNF433	1.4575
TNFRSF21	-0.884625
TMPRSS7	-0.0165
SPATA18	0.8502
HPDL	0.597
MKL2	1.512
TBX3	1.97153846153846
C21orf93	0.181833333333333
DAXX	0.95925
ELMO1	-0.38475
RGS13	1.50516666666667
TAF11	-0.43925
UNC13A	-2.256
LOC653314	-0.2305
ORC3L	-0.64625
IMAA	-2.342
TARBP2	0.209
CABIN1	-0.5142
TRIOBP	-0.00675000000000002
HIST1H2AC	2.121125
RGS22	-2.6495
NCOA1	1.05666666666667
IL25	1.6305
SNCG	1.674
GPR6	0.6915
AMDHD1	-2.9425
CHEK2	-1.01225
C6orf142	-1.001
DRD4	0.9915
C14orf68	-0.94675
GDF11	-2.072
SEMG2	0.2215
CD247	-0.87475
CDAN1	-0.767
RBMX2	-0.118833333333333
TGS1	-1.10575
OIT3	0.42975
SYF2	-0.385
MCM4	-1.63075
PKHD1L1	-0.160375
CEP192	-1.09716666666667
IFT88	1.18375
RPL9	-0.774571428571429
RAB32	-0.810125
DDX43	-3.2455
P2RX2	0.351833333333333
OR5D18	0.0515
UBE1	0.1985
SLC24A1	0.86875
ARHGAP5	0.38175
CETP	-1.383
KIAA1731	-0.248
SLC9A4	0.5225
PTPN6	1.31425
BAHD1	-0.2165
GRIK3	0.4115
CACNB2	-0.7377
PDE10A	-0.83325
DGCR14	0.04975
PCDHB9	0.283333333333333
RHOQ	-0.8005
MAP3K4	-0.4915
KTI12	0.1335
RPL23AP13	-2.56925
GNG11	-1.16775
CLCN3	0.987833333333333
GPAM	-0.801
VSTM2A	-0.1195
SLAMF7	2.198
INTS2	-0.46975
PPP2CA	-0.8111
LRP12	-1.3752
SEC14L2	3.622
DKFZP586H2123	2.437
MC3R	0.1375
CIRH1A	-1.62283333333333
HIST1H2AB	1.52216666666667
POLH	-0.82175
MGC16703	-1.64166666666667
SNAPC2	1.386
FILIP1L	0.69775
RASGRP4	1.4745
LRRC1	2.36375
GAS1	0.0525
PRAC	-0.9615
DGKA	0.415666666666667
NT5C3	-0.396
PEG3	-2.17016666666667
NADK	-1.21225
PRR17	0.233
LOC374569	0.24925
SGSH	1.03233333333333
NLRP8	0.3325
GALT	0.4906
MCF2	-0.751
ZNF263	0.4925
TACSTD1	0.1035
TYR	-5.8981
ATP6AP2	0.2895
RNUXA	-0.7805
ABHD10	0.063
GDPD2	-0.5395
SLC35C1	0.44725
UBE2A	0.474875
HERC5	-0.442166666666667
FAM112B	-4.40083333333333
FBXL16	1.96275
DKFZP434A0131	-0.548
ELA3A	-1.681
RBM41	-0.44325
HAO2	0.31125
RNH1	0.71975
SHANK2	1.858
OSBP2	-1.40475
DAK	0.308333333333333
C3orf58	-0.512083333333333
TCL1B	0.079
KBTBD2	-0.71625
SUGT1L1	-0.03875
UBE2E2	-0.894333333333333
MYL9	2.384625
CDC23	-1.20083333333333
PBXIP1	1.6123
CXorf40B	0.3245
NBL1	0.98675
RTBDN	0.584
RAB11FIP5	0.064875
TTTY13	-0.289
SCOTIN	0.817583333333333
SOHLH1	-0.601833333333333
CDKN1A	-1.11228571428571
NCK1	-0.107
ZNF550	-0.76875
SAPS3	0.461083333333333
SPIN3	1.20783333333333
MAGEE2	0.4435
MIS12	-0.438833333333333
OR8H2	0.544
KIAA0774	-1.00933333333333
UNC5D	-1.5165
CUL7	0.456666666666667
LIPC	-3.3425
DIO1	3.0365
C20orf11	-0.1537
CTRL	-0.56975
HS3ST2	1.417
PAK4	1.11666666666667
CCRL1	3.68625
RNF10	1.507
ZNF567	0.0495
ZNF660	-1.7255
TCEAL3	1.417
MAGOH	0.788333333333333
CENPB	-0.0191666666666667
C19orf7	1.173875
LOC388965	0.08225
ZCCHC13	-0.0295
JMJD1A	-0.8837
HIST1H4H	2.2195
TBRG1	-0.0635
GPC3	-4.895625
TAF1C	-0.597
EBNA1BP2	-0.406
CIAPIN1	-0.547
PDGFRA	-0.828944444444444
CSTB	-0.090125
CENPI	-2.51366666666667
GTF2E2	0.0586666666666667
RPP21	0.83
CCNF	-0.896333333333333
KCNQ3	0.801
FAM79A	-0.023
SLC22A12	0.6895
NOVA1	0.105
FZD3	-0.5707
AKAP8	-0.39225
SOCS5	-0.55675
CFDP1	-0.838
DLG5	0.07075
PGM5	0.0603333333333333
C1orf144	-0.19375
HDAC10	-1.611
RND2	0.8195
C20orf199	-1.34
RNMT	-0.30575
SLURP1	0.762625
ASTN1	-0.41425
SH3BGR	1.75275
MYCL1	0.58575
ZHX1	0.201833333333333
CENPK	-4.0885
FOSB	0.9019
LOC643406	0.353125
C2orf59	-0.87775
TMEM135	1.156625
SLC27A2	-2.534
KRT33A	3.216
OVOL1	0.7825
PAMCI	-2.69483333333333
S100A7	-1.6035
ZNF789	-1.2215
HARS2	0.24925
RPL23A	-0.672333333333333
TCF23	0.08075
UPF3B	-1.324125
C17orf78	0.5745
HLA-DOB	0.8635
C14orf142	0.174166666666667
TEKT5	2.56133333333333
DMWD	0.5785
POLD1	-1.34616666666667
GSCL	-0.1145
CALD1	0.3543
SCRT1	0.931166666666667
AIG1	0.79225
UNC84B	-1.4365
ZNF404	-0.35125
TMED6	-2.91125
KIAA1462	0.405
LRRC27	2.26466666666667
PYGO1	0.0395
PIGU	-0.194333333333333
ALAS2	-3.7725
WRNIP1	0.980375
CNNM3	-0.037
ZNF2	0.75375
ST3GAL5	0.327333333333333
MRPL23	0.401
TSSK6	-0.01775
PSMA6	0.1045
C16orf70	-0.65225
KIAA1602	0.96225
ALMS1	0.389833333333333
DCN	2.055125
TMEM132D	-0.909
SUCLG2	0.5585
ABHD14A	1.437
DEXI	1.286
AMPD2	-0.673
IFNAR2	-0.7215
CYB5A	2.2734
TLOC1	0.1604
NXF5	-0.309833333333333
NRBF2	-0.36575
KCTD3	1.30225
ITGAE	-1.76783333333333
SLC30A3	-1.3095
ZRF1	-0.8395
IFRD2	-0.188125
XAB1	-0.64775
PYCR2	0.0113333333333333
SERPINB3	-3.5605
TMLHE	0.9072
GEFT	-1.8495
ABCA5	-2.875125
EMR4	0.337333333333333
TSFM	0.6305
HIST3H2BB	1.53625
ARHGEF19	0.5145
TSPAN17	-0.189
ABCC8	3.414
MAP1S	0.191166666666667
C22orf36	1.8085
BNC2	-0.516928571428571
HIST1H4A	-0.3075
NDUFS3	0.0861666666666667
WDR3	0.0198333333333333
XKR4	-0.98125
TTC33	-1.2015
STMN2	3.87475
CPN2	-0.693166666666667
HSPC105	1.658125
PCOLCE2	-5.02225
C3orf55	0.8115
KLHDC9	3.34983333333333
TBC1D23	0.43675
ATXN2L	-0.615416666666667
MAP2K3	0.54325
SCAP	1.08325
ZNF486	-0.467166666666667
C20orf96	0.50975
NARS	-0.4765
ADAMTSL1	-1.11664285714286
PRCC	0.971666666666667
CCDC126	0.504416666666667
ZNF675	-0.9655
CALCOCO1	0.791
ANKRD43	1.80825
CWF19L2	1.042
ZBTB32	1.712
BRAF	1.193
ODF4	0.24375
MGC14376	0.967333333333333
HORMAD1	-1.64533333333333
AAK1	-0.102166666666667
PEBP1	0.964666666666667
TNFSF5IP1	0.0981666666666667
DKFZp564N2472	0.3595
RMND1	-1.112375
IGKV1-5	2.5745
COL1A2	2.8935
SERPINA5	1.399625
AANAT	0.4555
C19orf21	-0.1395
GEMIN5	-0.36025
UBR4	-0.788333333333333
LTBP3	1.11833333333333
AMHR2	-1.87016666666667
PROCR	-1.69975
MYBBP1A	-0.054
C20orf39	1.2115
ZNF697	-0.245
PASK	-0.5833
ZNF776	1.085
RFXDC2	-0.78175
KIAA0467	0.527
C10orf96	-2.593
ZNF503	-1.4455
GULP1	-2.0645
KCNE4	-1.43433333333333
DKFZp434K191	-1.154375
LOC196913	-0.024
BHLHB4	1.4575
CH25H	1.301
LOC81691	-0.976833333333333
ALPL	0.613142857142857
COL12A1	2.155125
FOLR3	-0.937
GPR123	0.021
TRIM62	0.224571428571429
ABLIM1	0.0825
MAST3	-0.792
RHBDD1	0.724
LOC338809	-0.4055
RYBP	0.9195
TTC26	0.2305
ZNF22	-0.410166666666667
ISCA2	1.174
RDM1	-1.247
PIGM	1.603
GNB3	-1.0575
ACTR2	0.00819999999999999
HMGB1	0.73175
EDG1	2.21366666666667
SOAT2	-2.9925
OR10AD1	0.104
RAP1GDS1	-0.0614166666666666
LCE1F	0.7355
ESM1	-1.362
RCN3	2.048
CREBL1	-0.098
DBNL	-0.313166666666667
PTGER3	3.219625
USP30	0.560833333333333
BCL2L12	-0.185333333333333
KIF26B	2.1055
ZNF416	0.6705
ZNF225	0.2635
C17orf70	0.49475
ZNF554	0.3825
RAE1	-0.6665
TNIK	0.372833333333333
ACTN3	0.6605
MGC45922	1.2425
CCNA1	0.207
RYK	1.2205
IL26	0.438
LRP3	1.13716666666667
QARS	-0.10775
SOX7	0.848928571428572
BID	-0.75125
OR2S2	-0.019
CXCL14	4.338
C11orf47	-0.2895
MGC29891	0.536166666666667
HSPB8	1.4921
PRDM14	-2.1605
NUFIP2	0.08575
MNAT1	0.10075
ZDHHC2	-1.87975
MBNL2	-0.739875
ADD3	-0.653625
CSNK2A1P	-1.08625
KLK6	-0.2535
TMEM111	0.6829
KIAA1279	0.03425
NUBP2	0.635666666666667
RAB42	-1.41475
ID3	-1.1548
TM9SF1	1.30075
MDP-1	-0.289
POU4F2	-0.0885
IQCK	1.51075
C16orf14	0.457
CAPN3	-1.984375
FAM43B	-0.176375
RECQL	-1.04225
AP1G1	0.269071428571429
CTNNBL1	0.0848333333333333
ECHDC1	-2.60083333333333
SMARCC1	0.7249
FOXQ1	-1.048375
GNAI3	0.641166666666667
POLG2	-1.419
CD4	1.267125
ITLN1	-0.41325
EBI2	2.94825
IRF1	0.95825
PTPRE	0.4983
PTK2B	-0.68775
NXNL2	0.8625
SOX4	1.23
TSPAN3	-0.099
SH2D1A	-2.46516666666667
C8orf58	-0.629666666666667
USP20	-0.951
DUSP22	0.0165833333333333
CALB1	-2.86883333333333
L3MBTL2	-0.140416666666667
MCRS1	-0.32975
TMEM118	-0.9415
C18orf8	0.416666666666667
FLJ10241	-0.264
GJA12	0.779
PKD1	-0.2005
ZFP3	1.245
JAM3	-1.655125
LAPTM4A	1.0551
DIRC2	0.58675
KIAA2022	-0.454166666666667
MYOM1	0.518833333333333
TRPM8	-2.4185
MOP-1	1.58525
PHKG2	0.907625
ZNF650	-0.05075
KIAA1522	0.530375
PSG8	-0.912666666666667
DDX19B	-0.8785
MOBKL1B	0.099
DIAPH2	-1.61516666666667
PTPN12	-0.176
CLN8	-1.4458
CRYZL1	-0.1445
CRY2	0.83525
FCGR2B	2.73416666666667
PNPLA4	2.401875
ZNF454	-0.8115
DKFZp434B1231	-0.066
CLDN11	0.6326
RFWD2	0.727833333333333
CIB2	-0.251666666666667
MXRA8	2.456625
HRK	-0.267625
MAML2	-0.03975
C4orf31	0.03925
C6orf192	-0.192
COG6	0.875
FAM5B	-0.745
NFATC1	-0.4091
SEPT10	-0.53525
SCYL1	0.362
RPP40	0.9805
SCOC	-0.00610000000000001
KIAA1450	-1.061
CTDSPL2	-1.09625
TBX5	1.6855
NAPG	-0.02575
RHD	-4.452
C14orf45	2.16633333333333
ZBTB22	1.9625
PLCG1	-1.0735
ANKRD10	-0.4935
AQP7P2	0.061
TAGLN2	-0.296
HTR2C	-0.894166666666667
SLC16A7	-1.44083333333333
C17orf83	-0.18525
TSGA14	0.08475
MDH1	-0.94775
PPP3R2	0.2505
DCBLD2	-0.876214285714286
RBM33	0.1015
DPH3	-0.6115
SYT10	-1.21866666666667
FMO4	2.0285
THYN1	0.0745
DRD5	-2.136
OTOR	5.31425
PGRMC2	0.4556
KATNAL1	-0.833
PAQR6	-0.3575
UBE2I	-0.06525
C14orf28	1.80025
C8orf70	-0.94575
FLYWCH1	-0.20075
ANGPTL3	-0.68775
GLRX2	0.2065
ATP11A	-0.810857142857143
ARL5B	0.003875
MUC16	-2.3545
SLC25A5	-1.07407142857143
ACRC	-1.27225
MYO1C	0.219125
FAM89B	0.653666666666667
FAS	0.21025
KIFAP3	0.58575
GLRA2	0.591
BTN3A2	1.5023
CNKSR3	-1.471875
CSTF3	-0.6105
ARPM1	1.75875
KIAA1530	-1.1155
C9orf150	1.11866666666667
PRKCI	0.41625
tcag7.1015	-1.35125
SOD3	2.1435
ZNF574	1.056
CYP21A2	3.0475
RPL12	-0.59125
COMMD2	0.164
WIZ	0.08425
LOC344405	-2.98125
ALDH4A1	-0.715470588235294
CRYAB	2.33875
COPA	0.495033333333333
PCDHGA7	0.6455
KIF11	-1.97216666666667
RASD2	0.301
SLC26A3	1.28
ZNF175	-0.014
JAKMIP2	-2.368125
C8orf4	-0.0281666666666667
PTHLH	0.26575
SLC40A1	3.47933333333333
OR7D4	0.5775
PCDHB17	2.1495
CD36	1.77835714285714
C6orf203	0.854
PRKG2	0.2505
LOC400566	2.99575
ANAPC13	0.795
SLCO3A1	-1.418
ZNF692	-0.9895
FANCL	-1.6455
SH3GLB1	0.307
C12orf61	-0.3395
KBTBD6	0.965
SUPT5H	0.926125
XRCC6	-0.8552
HUS1B	0.2019
FAM133B	0.451785714285714
LOC728276	0.264
KCTD18	0.54375
SOS2	1.38983333333333
CCDC99	-2.403
C1QTNF5	3.4365
NNAT	0.454
USP16	-0.05825
LARS	-1.48225
ZBTB2	0.447875
ABO	0.465
TRAF3	0.7345
GALNT5	-1.957
NAP5	1.649875
ALG14	0.824333333333333
KIAA0515	-0.493884615384615
WDR75	-0.644666666666667
TEX261	-0.196083333333333
LY86	0.561
LOC389072	-1.6775
FLJ13611	-0.42275
MRGPRX2	0.681
SNRPA	-0.988375
OR2G2	0.491
GPRASP2	0.903
C7orf42	1.2279
C9orf163	-0.2185
CYP11B2	-0.5285
FCRL3	1.274
PRDX1	0.1085
FGB	-2.2445
COX17	0.008
C16orf33	-0.0465
PIWIL1	-0.490166666666667
FOLR1	-0.5505
KIAA0082	1.06725
FREQ	-1.3415
TMCC2	-1.53033333333333
TCF12	-0.154333333333333
ZNF721	0.25475
FAM130A2	0.3555
POU4F1	-2.027
SNRPF	-0.101375
SGIP1	1.43233333333333
ZNF641	1.12916666666667
EMG1	0.239875
PRRG4	1.9045
HIRA	-2.0755
MYNN	0.224
AEBP2	-0.273166666666667
TBXA2R	-0.100833333333333
ISL2	-1.28766666666667
PCDHB11	0.8615
RNF144A	-1.062125
MARCH5	0.452875
DULLARD	-0.0765
DCLRE1B	0.00616666666666666
ITGA8	-0.89325
TP73	0.24675
PRKCD	2.50175
NDUFB4	-0.2775
ATP13A4	1.875375
ANTXR2	-0.952666666666667
COL4A3	-0.49
MYO10	-1.7853
SLC6A18	0.47875
PEX1	-0.14425
TMEM74	-1.5305
RBM19	0.991
TAPBP	1.7279
RUNX1	0.737
MID1	-1.85625
GPR64	-1.9775
RASEF	3.62125
GABRG1	-0.469625
MYO16	-1.28375
DBF4	-1.633
TSHZ2	2.179
RIPK2	-0.034375
PPTC7	0.0985
KIF4B	-1.257
LRRC31	2.38875
ZNF540	0.67625
EFNB3	0.445666666666667
LOH12CR1	0.59025
STON2	-0.263333333333333
GLP1R	0.33325
CSTF2T	-0.554125
IREB2	-1.161375
GRSF1	-0.61625
PDCD7	-0.279833333333333
LRRC43	1.4875
CNR1	-0.163333333333333
IL1F7	-0.07
C12orf64	-0.75525
FAM69B	-2.311
NR2E1	-2.15416666666667
MS4A6A	1.8377
FTL	-1.341
C7orf36	0.557
PCLO	2.746
DYRK2	0.696916666666667
ARIH2	-0.276375
SAMD7	0.2195
SCNN1D	-0.67425
SLC32A1	-0.861
C22orf25	-1.08083333333333
MRPS18A	0.7526
GPR112	-0.2715
EARS2	0.563
ERN2	0.6745
