Hybridization REF	TCGA-BH-A1EV-01A-11R-A137-07
WNT16	0.549333333333333
SNW1	0.582
IL18RAP	1.0275
RPP30	-0.035625
CDC40	0.312071428571429
SETD3	0.385666666666667
SLAMF6	-0.68425
ELK4	-0.4065
TRIM47	-0.287833333333333
ACOX3	-0.018875
TRIM6	-0.256375
KIAA0372	-0.168833333333333
TP53AP1	-0.056625
SMURF2	0.27725
ADAD1	0.43575
EBP	-0.9469
KRTAP13-2	0.6225
FLJ36874	-0.575
TOR1A	0.2575
P2RY4	0.2315
GPBP1	0.41225
TRPV1	0.30325
ADAMTS12	1.08433333333333
PES1	0.3289
ATG4A	0.897
MAGEA10	-4.459
WFS1	0.09275
CC2D1B	-0.809833333333333
PABPN1	-0.9455
SLC25A30	0.31025
SLCO1C1	-0.383166666666667
SLC22A5	0.272
KIF23	-1.528
SYN2	-1.001
ASPN	7.51016666666667
CENTG2	0.3185
QSOX2	-1.1347
FLJ10815	-0.114
STK24	-0.547875
SPEG	-0.0749
STK10	-0.451
DACT2	-2.3
AAAS	0.04825
SSX3	-2.42775
ABCD3	0.2397
C4orf12	-0.698
PARVG	0.588
FIG4	0.3335
C9orf46	1.658
TMCO6	-0.5185
IGHMBP2	-0.57475
DUS2L	-0.347833333333333
FAM3C	-0.459375
TMEM16D	-2.95442857142857
DCTN4	-0.03175
KCNH3	0.8485
EIF2AK2	-0.46
AP1S3	-0.0725
CST4	3.6155
PAM	0.139125
NUTF2	-0.66275
CITED2	1.4805
SLC39A4	0.70425
C2orf52	0.4275
GRM3	-0.63125
C12orf49	1.152
CCDC49	2.4227
GRAMD1B	-1.2775
FNDC4	0.792
SIAH2	1.006625
GDPD4	0.03725
C21orf87	1.370875
ATP5A1	-0.965
C16orf63	-0.145625
LOC388135	1.497
ATP5J2	-1.27025
MMP3	-2.333
EMID2	-0.09225
CRHR1	0.589
WDR70	0.7365
C13orf31	0.07725
ZFAND1	0.08775
CCL18	3.08766666666667
C3orf49	1.316
RINT1	-1.083
KIAA0408	-1.94633333333333
F13A1	5.6269
SLC10A1	-0.7505
OGN	2.24475
GIPC2	-2.30183333333333
XPO6	-0.8475
LCE1A	1.141
FMR1	-1.2757
LOC374920	0.13675
DUSP3	-0.1105
ANKMY1	1.64575
C7orf50	0.083
BBS9	0.9074
UNC119B	0.00249999999999998
C9orf72	0.267625
MGC35440	-1.109
ENTPD6	-0.14675
PPP1R2P9	-0.64575
ERCC4	-0.82
FAHD2B	1.308
HMHA1	-1.3295
HACL1	-0.64525
RAD23A	-1.58366666666667
FAM83B	-2.778
PPP5C	0.656833333333333
RNASEH2C	0.003875
C9orf153	-1.60925
SCAMP4	0.930625
GHITM	0.00500000000000003
NDUFB7	-0.124
ADCYAP1	-1.77483333333333
SP110	1.099
MAP3K7IP2	1.14325
DHH	-0.003
AGRN	0.739714285714286
WDR33	0.3885
CEP290	-1.015
PRPS1L1	-0.235166666666667
KLRA1	-0.2585
GPR97	-0.477
CHD7	-0.45725
TLR10	0.534
SLC30A8	4.211
HIC1	2.0215
IAPP	-0.571
RXFP4	0.525
GP1BB	0.38
SHQ1	0.9375
NKX2-3	0.224833333333333
API5	-0.11975
FTHP1	1.098
MOV10L1	0.699666666666667
TRIM6-TRIM34	0.667333333333333
ADHFE1	1.36825
FAM117A	-1.1275
DDI1	0.754833333333333
CDON	-0.365833333333333
TRIM73	-2.2525
IGKC	3.502
MMP14	0.697416666666667
DYNC1LI1	0.2435
C11orf66	1.6815
TRBV3-1	-1.48775
FASTKD5	-0.2925
BIVM	-2.3055
LHX4	-0.792
CXCL2	-2.636
RAB2B	-0.602166666666667
IZUMO1	-0.61875
MAP3K15	-2.222375
FAM19A2	1.18016666666667
ZC3H8	-0.5935
ZMAT1	1.3905
SPINK5L3	-0.26675
SLC10A6	1.362
APPL2	-0.147125
CARD10	-0.601333333333333
LOC402176	0.48725
EEF1D	0.7031
RAB6A	0.5791
C12orf5	-1.48525
PAPOLG	0.63625
MSRB2	1.069
BCR	0.898222222222222
PUS3	-0.0705
TIAM2	0.5325
ZNF317	0.298666666666667
CHD2	0.259857142857143
FZD5	-2.98459090909091
NUDT8	-2.10925
ZNF763	0.555
PRC1	-1.575
ABCB9	1.32483333333333
SPATA3	0.72675
TRAK2	-0.160625
STAB1	3.079625
LRRTM2	-0.550166666666667
psiTPTE22	0.219
DBI	0.237
SERPINA11	2.343
NAT5	0.2705
C20orf58	-1.994
RPS6KA4	0.3625
FLJ90650	-0.4005
TGFBRAP1	-0.626
CHRDL2	-0.60325
FAHD2A	0.596166666666667
CNTN1	1.0235
BBS4	-0.1397
TMEM181	-0.94575
MINPP1	0.431
MPHOSPH6	0.391
HOXC10	1.968
ITPKB	0.0185
CLPTM1L	-0.0735
MEOX2	-0.808666666666667
ATP6V0C	0.701625
PRPF8	-0.824833333333333
TMC5	2.8285
FKBP3	0.16275
PLEKHB2	-1.16725
OR4D6	0.645
ZNF544	-0.2258
D2HGDH	0.87325
RPL18A	-0.1691
HEL308	-0.1185
MPP6	-2.60575
TCERG1	-1.4565
KRT16	-1.96516666666667
KLF17	-0.1865
KLF5	-0.290125
CDR1	1.61425
VCX3A	-4.103
FBLN2	2.712625
C14orf104	-0.13175
HBE1	-4.9718
OR4S2	0.382
C1orf108	-0.760666666666667
ROBO4	3.61533333333333
CPEB4	0.02825
C11orf80	1.84033333333333
BCKDHA	0.976166666666667
MYOC	0.0817500000000001
GIF	0.2125
CKMT1A	1.159
RPL3	0.8831
THBS1	2.3325
APOO	-0.973
ARMCX1	1.475
HSZFP36	1.07925
SNAPC5	-0.05025
EIF4ENIF1	0.99025
ZNF433	0.61425
TNFRSF21	-0.5215
TMPRSS7	-0.0615
SPATA18	2.1983
HPDL	-1.278
MKL2	1.1396
TBX3	-1.40738461538462
C21orf93	0.417333333333333
DAXX	-0.19
ELMO1	0.5295
RGS13	0.5366
TAF11	0.07825
UNC13A	-2.467375
LOC653314	1.7231
ORC3L	-0.32125
IMAA	-3.773
TARBP2	-0.1805
CABIN1	-0.2973
TRIOBP	0.138875
HIST1H2AC	-0.073125
RGS22	-2.04283333333333
NCOA1	1.33233333333333
IL25	3.562
SNCG	3.188
GPR6	0.761
AMDHD1	-2.42683333333333
CHEK2	0.00699999999999999
C6orf142	-1.5535
DRD4	-0.13525
C14orf68	-0.84725
GDF11	-1.674
SEMG2	0.804
CD247	-3.67425
CDAN1	-2.0055
RBMX2	0.295833333333333
TGS1	0.216
OIT3	0.15175
SYF2	0.047
MCM4	-1.074625
PKHD1L1	-0.670375
CEP192	-1.2225
IFT88	0.83125
RPL9	-0.221571428571429
RAB32	-0.180875
DDX43	-2.5635
P2RX2	0.345833333333333
OR5D18	1.456
UBE1	1.08041666666667
SLC24A1	0.42825
ARHGAP5	-0.33175
CETP	0.09625
KIAA1731	-0.849
SLC9A4	0.4045
PTPN6	1.204
BAHD1	0.84925
GRIK3	0.258
CACNB2	-0.7576
PDE10A	-0.1455
DGCR14	0.2475
PCDHB9	0.332166666666667
RHOQ	-0.6355
MAP3K4	-0.242
KTI12	-1.0475
RPL23AP13	-1.8845
GNG11	-0.79775
CLCN3	-0.240833333333333
GPAM	-0.17125
VSTM2A	0.3825
SLAMF7	0.770333333333333
INTS2	-0.09175
PPP2CA	0.3288
LRP12	-0.678933333333333
SEC14L2	1.71177777777778
DKFZP586H2123	1.72575
MC3R	0.516
CIRH1A	-1.67416666666667
HIST1H2AB	-0.175833333333333
POLH	-1.6375
MGC16703	-1.92933333333333
SNAPC2	0.2315
FILIP1L	1.21775
RASGRP4	0.8025
LRRC1	1.343
GAS1	1.562
PRAC	-0.66825
DGKA	0.161333333333333
NT5C3	-1.21825
PEG3	-3.09416666666667
NADK	1.643
PRR17	1.812
LOC374569	-0.7015
SGSH	-0.3215
NLRP8	1.463
GALT	0.2055
MCF2	-2.043
ZNF263	0.24425
TACSTD1	1.586
TYR	-6.664
ATP6AP2	0.6645
RNUXA	-0.41425
ABHD10	0.3798
GDPD2	0.72925
SLC35C1	0.0755
UBE2A	0.15425
HERC5	-1.52616666666667
FAM112B	-5.113
FBXL16	0.2655
DKFZP434A0131	-1.86975
ELA3A	-2.4365
RBM41	-1.327375
HAO2	0.573
RNH1	0.217375
SHANK2	1.38316666666667
OSBP2	-1.3345
DAK	0.412666666666667
C3orf58	-0.129333333333333
TCL1B	0.4675
KBTBD2	0.12175
SUGT1L1	0.17775
UBE2E2	1.39733333333333
MYL9	3.263875
CDC23	-0.579833333333333
PBXIP1	2.3426
CXorf40B	0.625
NBL1	1.34675
RTBDN	-0.0485
RAB11FIP5	0.536875
TTTY13	-0.2
SCOTIN	0.5605
SOHLH1	1.23316666666667
CDKN1A	0.519
NCK1	0.07575
ZNF550	0.056
SAPS3	0.33075
SPIN3	-0.0568333333333333
MAGEE2	0.865
MIS12	-0.982666666666667
OR8H2	1.0825
KIAA0774	2.30433333333333
UNC5D	-1.4875
CUL7	0.586333333333333
LIPC	-2.94566666666667
DIO1	2.391
C20orf11	0.6499
CTRL	-1.0075
HS3ST2	2.874
PAK4	1.18483333333333
CCRL1	3.30375
RNF10	0.35925
ZNF567	0.562
ZNF660	-2.1725
TCEAL3	1.93025
MAGOH	-0.0785
CENPB	0.0618333333333333
C19orf7	1.05
LOC388965	0.30275
ZCCHC13	-2.0215
JMJD1A	0.3361
HIST1H4H	-0.4845
TBRG1	-0.5537
GPC3	-0.78475
TAF1C	-1.1165
EBNA1BP2	0.240166666666667
CIAPIN1	-0.48125
PDGFRA	-0.874333333333333
CSTB	-0.69775
CENPI	-1.60883333333333
GTF2E2	0.422333333333333
RPP21	-0.16
CCNF	-0.640333333333333
KCNQ3	1.753
FAM79A	1.29125
SLC22A12	0.0455
NOVA1	-1.31983333333333
FZD3	0.7774
AKAP8	-0.061
SOCS5	0.32475
CFDP1	-0.2135
DLG5	0.2745
PGM5	0.0424166666666667
C1orf144	-0.0901666666666666
HDAC10	-0.897
RND2	0.12075
C20orf199	-1.82025
RNMT	0.50075
SLURP1	1.49625
ASTN1	-1.291125
SH3BGR	1.76
MYCL1	2.46525
ZHX1	0.208
CENPK	-2.95775
FOSB	0.576
LOC643406	1.187125
C2orf59	-0.6985
TMEM135	1.044125
SLC27A2	-2.41175
KRT33A	1.8925
OVOL1	0.96825
PAMCI	-3.20883333333333
S100A7	3.6945
ZNF789	-1.839
HARS2	-0.2515
RPL23A	1.1105
TCF23	0.1525
UPF3B	-1.904375
C17orf78	0.5965
HLA-DOB	0.255333333333333
C14orf142	0.216
TEKT5	2.07933333333333
DMWD	1.049
POLD1	-1.64183333333333
GSCL	0.252
CALD1	0.0504
SCRT1	-0.2185
AIG1	1.36775
UNC84B	0.11375
ZNF404	0.51475
TMED6	-3.9005
KIAA1462	1.275
LRRC27	2.8015
PYGO1	-0.593
PIGU	0.168833333333333
ALAS2	-4.04416666666667
WRNIP1	0.881125
CNNM3	-0.478
ZNF2	1.67925
ST3GAL5	0.590416666666667
MRPL23	-0.374
TSSK6	0.66675
PSMA6	-0.43375
C16orf70	-0.35525
KIAA1602	0.20775
ALMS1	0.328166666666667
DCN	3.465375
TMEM132D	-2.005
SUCLG2	0.08875
ABHD14A	0.29425
DEXI	0.228333333333333
AMPD2	-0.698833333333333
IFNAR2	-1.61883333333333
CYB5A	2.9228
TLOC1	1.5352
NXF5	-0.4095
NRBF2	0.4465
KCTD3	0.90525
ITGAE	-0.740833333333333
SLC30A3	-1.56333333333333
ZRF1	-1.554
IFRD2	-0.944125
XAB1	0.068
PYCR2	-0.114166666666667
SERPINB3	-4.546
TMLHE	-0.2162
GEFT	-1.54
ABCA5	-2.599625
EMR4	0.33
TSFM	-0.5595
HIST3H2BB	0.2265
ARHGEF19	1.30875
TSPAN17	0.371833333333333
ABCC8	4.626
MAP1S	0.335666666666667
C22orf36	1.091
BNC2	0.855857142857143
HIST1H4A	-1.75975
NDUFS3	-0.8265
WDR3	-0.944666666666667
XKR4	-1.44225
TTC33	0.0822142857142857
STMN2	4.586
CPN2	-1.33266666666667
HSPC105	1.639
PCOLCE2	-6.64525
C3orf55	1.321
KLHDC9	4.05333333333333
TBC1D23	0.38275
ATXN2L	-1.57616666666667
MAP2K3	0.0791666666666667
SCAP	-0.47
ZNF486	0.3135
C20orf96	-1.197
NARS	-0.9425
ADAMTSL1	0.358285714285714
PRCC	0.725833333333333
CCDC126	1.35766666666667
ZNF675	-0.03975
CALCOCO1	1.3445
ANKRD43	5.0965
CWF19L2	0.628833333333333
ZBTB32	0.159666666666667
BRAF	-0.1265
ODF4	0.6645
MGC14376	0.338
HORMAD1	-2.54216666666667
AAK1	-0.177833333333333
PEBP1	-0.1235
TNFSF5IP1	-0.159
DKFZp564N2472	0.141
RMND1	1.09525
IGKV1-5	4.3835
COL1A2	2.9015
SERPINA5	-0.292375
AANAT	0.445
C19orf21	1.11766666666667
GEMIN5	-0.55
UBR4	-0.293333333333333
LTBP3	0.405833333333333
AMHR2	-2.35816666666667
PROCR	-1.6985
MYBBP1A	-1.69175
C20orf39	2.409
ZNF697	-0.891875
PASK	-0.8092
ZNF776	-0.148166666666667
RFXDC2	-1.837125
KIAA0467	0.7905
C10orf96	-2.617
ZNF503	-1.2805
GULP1	-1.08291666666667
KCNE4	-2.69333333333333
DKFZp434K191	-1.495125
LOC196913	-0.522
BHLHB4	0.154
CH25H	-1.1975
LOC81691	-0.775
ALPL	-0.470714285714286
COL12A1	3.544625
FOLR3	-2.52366666666667
GPR123	0.2505
TRIM62	1.25664285714286
ABLIM1	1.44233333333333
MAST3	0.36525
RHBDD1	0.929333333333333
LOC338809	0.4495
RYBP	-0.70225
TTC26	0.320625
ZNF22	0.115
ISCA2	0.269
RDM1	-2.40675
PIGM	1.74125
GNB3	-0.8655
ACTR2	-0.3764
HMGB1	0.8987
EDG1	2.325
SOAT2	-3.62075
OR10AD1	0.294
RAP1GDS1	0.226833333333333
LCE1F	0.754
ESM1	0.494625
RCN3	2.618
CREBL1	-0.14225
DBNL	0.575333333333333
PTGER3	0.800125
USP30	1.30316666666667
BCL2L12	-0.434
KIF26B	2.6805
ZNF416	0.562
ZNF225	1.0375
C17orf70	-0.887
ZNF554	0.6065
RAE1	-0.366833333333333
TNIK	0.466
ACTN3	1.0185
MGC45922	0.3635
CCNA1	0.410666666666667
RYK	1.1805
IL26	0.244
LRP3	1.1345
QARS	0.5525
SOX7	1.06121428571429
BID	-1.169
OR2S2	-0.3955
CXCL14	4.08825
C11orf47	-1.8805
MGC29891	1.07933333333333
HSPB8	1.2368
PRDM14	-2.042
NUFIP2	3.87375
MNAT1	0.098375
ZDHHC2	-0.93825
MBNL2	-0.14625
ADD3	1.877625
CSNK2A1P	0.1995
KLK6	-2.69533333333333
TMEM111	1.2445
KIAA1279	1.19825
NUBP2	0.0298333333333333
RAB42	-1.93175
ID3	-0.8933
TM9SF1	1.244
MDP-1	-0.34575
POU4F2	0.282
IQCK	2.385
C16orf14	-0.64125
CAPN3	-2.065125
FAM43B	-0.215625
RECQL	-0.042
AP1G1	-0.128428571428571
CTNNBL1	0.0405
ECHDC1	-0.81
SMARCC1	-0.9416
FOXQ1	-0.50025
GNAI3	0.489166666666667
POLG2	-1.0605
CD4	1.474125
ITLN1	-0.06925
EBI2	2.87025
IRF1	-0.09625
PTPRE	-0.3077
PTK2B	-0.18575
NXNL2	0.712
SOX4	-0.339611111111111
TSPAN3	-0.547833333333333
SH2D1A	-4.87566666666667
C8orf58	0.382166666666667
USP20	-0.5365
DUSP22	-0.619833333333333
CALB1	-2.805
L3MBTL2	1.46833333333333
MCRS1	0.1645
TMEM118	0.1335
C18orf8	-0.0791666666666667
FLJ10241	0.289125
GJA12	0.57625
PKD1	-0.207
ZFP3	0.5805
JAM3	-0.60975
LAPTM4A	0.821
DIRC2	0.5785
KIAA2022	2.26266666666667
MYOM1	0.627
TRPM8	-2.59516666666667
MOP-1	0.6705
PHKG2	0.065375
ZNF650	0.30375
KIAA1522	1.14025
PSG8	-0.652
DDX19B	-0.2575
MOBKL1B	0.52525
DIAPH2	-0.7125
PTPN12	0.13975
CLN8	0.0668999999999999
CRYZL1	0.1975
CRY2	0.690166666666667
FCGR2B	4.65633333333333
PNPLA4	2.015
ZNF454	-0.111
DKFZp434B1231	-0.70775
CLDN11	0.4089
RFWD2	0.621666666666667
CIB2	0.511
MXRA8	4.419875
HRK	0.14775
MAML2	0.00375
C4orf31	1.111
C6orf192	-1.42725
COG6	0.194625
FAM5B	-0.49625
NFATC1	0.2825
SEPT10	-0.4345
SCYL1	0.3511
RPP40	-0.61975
SCOC	0.6606
KIAA1450	0.911
CTDSPL2	-0.034
TBX5	3.52233333333333
NAPG	-0.6875
RHD	-4.86233333333333
C14orf45	2.593
ZBTB22	1.902
PLCG1	-1.301
ANKRD10	-1.02425
AQP7P2	-0.40525
TAGLN2	0.972666666666667
HTR2C	-1.8882
SLC16A7	-2.6025
C17orf83	1.516
TSGA14	0.00216666666666667
MDH1	-0.518
PPP3R2	-0.372166666666667
DCBLD2	-2.01592857142857
RBM33	-1.018375
DPH3	-0.321
SYT10	-2.0905
FMO4	2.6935
THYN1	-0.51075
DRD5	-2.8985
OTOR	3.3555
PGRMC2	0.2092
KATNAL1	1.200125
PAQR6	-1.113
UBE2I	-0.3455
C14orf28	0.588
C8orf70	-1.32075
FLYWCH1	-0.3295
ANGPTL3	-1.34325
GLRX2	-0.385
ATP11A	-0.793214285714286
ARL5B	0.647625
MUC16	-1.14925
SLC25A5	-0.4605
ACRC	-0.9765
MYO1C	-1.067125
FAM89B	1.3775
FAS	0.231375
KIFAP3	1.84275
GLRA2	-1.286
BTN3A2	-0.5851
CNKSR3	-0.161625
CSTF3	-0.486166666666666
ARPM1	1.74975
KIAA1530	0.22
C9orf150	3.786
PRKCI	-1.08825
tcag7.1015	-0.18725
SOD3	-1.19125
ZNF574	0.9185
CYP21A2	2.53725
RPL12	0.15775
COMMD2	-0.90525
WIZ	0.05075
LOC344405	-2.24625
ALDH4A1	-0.500117647058824
CRYAB	2.08425
COPA	1.86386666666667
PCDHGA7	0.7645
KIF11	-1.27266666666667
RASD2	0.734125
SLC26A3	1.5325
ZNF175	0.0525
JAKMIP2	-1.2855
C8orf4	-0.253666666666667
PTHLH	0.151
SLC40A1	5.16591666666667
OR7D4	0.608166666666667
PCDHB17	-0.3425
CD36	4.08571428571429
C6orf203	2.6358
PRKG2	0.3515
LOC400566	2.422
ANAPC13	0.6355
SLCO3A1	-1.87875
ZNF692	-1.2925
FANCL	-1.769
SH3GLB1	0.4645
C12orf61	-2.8135
KBTBD6	-0.8875
SUPT5H	0.802625
XRCC6	0.2745
HUS1B	2.6998
FAM133B	-0.941642857142857
LOC728276	-0.0355
KCTD18	0.92075
SOS2	0.908333333333333
CCDC99	-1.3945
C1QTNF5	4.375
NNAT	-0.280166666666667
USP16	-0.22375
LARS	-1.618875
ZBTB2	1.61975
ABO	0.848833333333333
TRAF3	0.145
GALNT5	-0.63
NAP5	-0.283
ALG14	1.11833333333333
KIAA0515	-0.226423076923077
WDR75	-0.321
TEX261	0.841666666666666
LY86	1.1455
LOC389072	-1.4115
FLJ13611	0.1235
MRGPRX2	0.91
SNRPA	-0.977125
OR2G2	0.4815
GPRASP2	0.641
C7orf42	0.1186
C9orf163	-0.3285
CYP11B2	-0.264
FCRL3	0.09175
PRDX1	0.355
FGB	-2.80416666666667
COX17	0.199333333333333
C16orf33	-0.27675
PIWIL1	-0.2045
FOLR1	-3.686
KIAA0082	-0.22025
FREQ	-0.6185
TMCC2	-1.61266666666667
TCF12	-1.23675
ZNF721	0.203
FAM130A2	-0.13475
POU4F1	-1.61125
SNRPF	-0.857125
SGIP1	3.50633333333333
ZNF641	1.22
EMG1	-0.795375
PRRG4	-0.252
HIRA	-1.70575
MYNN	1.40116666666667
AEBP2	-0.42025
TBXA2R	0.795333333333333
ISL2	-1.686
PCDHB11	0.6755
RNF144A	-0.69325
MARCH5	0.59975
DULLARD	-0.2735
DCLRE1B	-0.387833333333333
ITGA8	-0.79275
TP73	0.7105
PRKCD	2.28425
NDUFB4	0.04225
ATP13A4	2.63875
ANTXR2	-0.877166666666667
COL4A3	-1.40366666666667
MYO10	-0.8282
SLC6A18	0.58175
PEX1	-0.20425
TMEM74	-2.3132
RBM19	0.049
TAPBP	0.2435
RUNX1	0.424875
MID1	1.66
GPR64	-1.21716666666667
RASEF	0.6355
GABRG1	-0.751
MYO16	-2.92275
DBF4	-1.72316666666667
TSHZ2	2.6935
RIPK2	-0.146
PPTC7	-1.61383333333333
KIF4B	-0.664
LRRC31	5.41125
ZNF540	0.95375
EFNB3	0.0303333333333333
LOH12CR1	0.30975
STON2	-0.573666666666667
GLP1R	-0.198
CSTF2T	-0.00137500000000002
IREB2	-0.659125
GRSF1	-0.24325
PDCD7	-1.56033333333333
LRRC43	3.592
CNR1	-0.2545
IL1F7	-1.055
C12orf64	0.8485
FAM69B	-0.2495
NR2E1	-3.5155
MS4A6A	2.34
FTL	0.0055
C7orf36	0.858
PCLO	-0.1757
DYRK2	0.454666666666667
ARIH2	-1.129875
SAMD7	0.1905
SCNN1D	-0.3585
SLC32A1	-1.32085714285714
C22orf25	0.676166666666667
MRPS18A	0.2147
GPR112	-0.0215
EARS2	-0.33875
ERN2	0.3895
ATPBD3	0.241166666666667
PRH2	-1.1535
CDKN2D	-0.696833333333333
PGLYRP2	1.95475
TRIM40	0.21725
SEC14L3	-0.694833333333333
SLC22A1	-0.67
BTN2A3	-0.7645
RASA4	-0.201
CCNL2	0.3235
MYBPC3	1.1885
GJA4	3.6525
CDC42SE1	1.1235
TRPV2	-1.611
MYPN	-4.2544
SIM1	1.2365
CDADC1	-0.232833333333333
ZFHX4	0.44875
NIBP	1.483
ADAMTS19	-1.33175
ABTB2	-1.42525
TSPYL2	-0.08875
EIF2S3	-0.1029
SOX30	-0.024
AP2A1	0.924166666666667
DKFZP564O0523	-0.658333333333333
LOC285398	-0.199
CDH18	-5.53325
CHL1	0.48575
GATS	-1.302
TBC1D2B	0.1335
OR1J1	-0.618
GSN	0.959166666666667
DPCR1	0.475125
GARNL4	0.0443333333333333
SMARCA5	-0.25025
PLEKHG3	0.9045
ZBTB45	1.176
FRMD6	0.2075
PLS1	-0.618833333333333
DGKZ	0.0575
EFNA1	2.3753
WDR85	-0.717875
ANK2	-0.2175
PAGE4	-1.79933333333333
SENP6	0.393166666666667
AKR7A2	0.0256666666666667
FKBP10	-1.893
VEGFC	-1.834
LARP1	-0.26675
SRBD1	1.0975
ITGB6	5.8045
SLC1A2	-0.451857142857143
INVS	-0.253833333333333
MPO	2.113
MOBKL3	0.2392
CUTL2	-2.25857142857143
KLK2	-0.192083333333333
VIM	-1.236
REG1B	0.698333333333333
PCDHGC4	0.348
C3orf34	-0.129666666666667
SUMO3	1.2505
CST9L	-1.16325
MLL4	0.45
SPR	0.120333333333333
SAMD9L	0.16375
ABCE1	-0.657
SUPT3H	-0.525833333333333
ACTBL1	-0.82075
ADAMTS4	1.68566666666667
SLIT3	3.221
RHEBL1	-1.5245
NPM2	-1.62825
MAN1C1	0.4145
KIAA1856	0.363416666666667
HSPA6	0.91975
LOC388152	-2.5175
C10orf140	-1.55825
ZDHHC12	0.134
LIN7A	-1.6413
PHC2	0.08425
SPHK1	-0.12925
TRIM26	0.507125
FAM83E	1.9245
C18orf24	-1.9515
ZNF578	0.775333333333333
ORAI1	-0.599
RUVBL1	0.4235
C7orf20	-0.338166666666667
APAF1	-0.609
SLC36A4	-3.07983333333333
MYH11	4.50466666666667
NEK1	-0.2308
MPP2	0.26475
C12orf24	-3.38775
TNK2	0.805625
ZNF289	0.3055
MATN3	0.971142857142857
IFNGR2	1.48216666666667
ITPR1	2.636875
EBF3	2.0194
TBC1D20	0.624
OR10P1	0.44625
DDAH2	0.9
SHPRH	-1.259
STX7	-0.1595
LOC554248	-2.51325
BCAR1	-0.1245
ATXN3	0.552833333333333
TRIM27	0.334
CDC42EP2	0.565
CHP	1.00735714285714
SOX17	1.39525
ZNF259	-0.2295
CHCHD1	0.6775
ZDHHC19	-0.015
GBP2	1.8275
GARNL3	1.25025
MRC2	0.62175
C1orf52	-1.12925
AOF2	-0.576333333333333
LRPPRC	-0.0649
ACVR1C	-1.40466666666667
TM4SF18	2.5185
TMEM169	-0.559666666666667
PPP1R16A	0.01725
EBF1	0.393333333333333
RRS1	-0.688333333333333
SNX2	-0.16325
OR2T2	0.373
RBX1	0.486
ANKRD54	0.547666666666667
TSNAX	0.175166666666667
TMEM83	-1.7145
ZBTB7A	-0.13
ATM	-1.15083333333333
LOC338328	2.945
TIE1	1.771
HIST1H3G	-0.896666666666667
PASD1	-4.4945
TINAG	0.36525
PCDHAC2	-2.1855
LRRC15	1.873375
WBSCR17	-1.68725
TFF2	1.03
PARP2	0.11
NDFIP2	-1.22175
PCDHGB2	0.0715
WDR60	-0.09
MAP7D2	-2.8313
USP45	-0.6865
GSDML	1.8425
TNS1	0.1684
PLCD4	2.09725
IQCD	2.77666666666667
SMPX	-3.66975
CD9	1.74433333333333
SRGN	0.08075
CASP7	0.7325
INOC1	1.03783333333333
DKFZp451M2119	-0.151125
VMAC	2.399
USP53	-0.1041
CAMK1G	-0.00162500000000001
TMEM106A	1.2545
CDC20	-0.9524
ACSL5	-1.83366666666667
CBWD5	-0.51875
C1orf87	-0.633333333333333
KIAA1274	1.48575
PRUNE2	-3.05228571428571
LYPLA2	0.302666666666667
DOK6	-1.89433333333333
GPR149	-0.4895
FAM30A	2.20525
TMEM129	0.15775
SLC35B3	1.66975
ACPP	0.8905
LOC200261	-1.125
SLC4A7	-1.9019
CCDC40	2.94025
GART	-0.884625
THOP1	-1.99825
SCARB1	-1.2305
CACNA1F	2.00825
TRIAP1	-0.437666666666667
SYT14L	0.106
SFRS8	-1.30116666666667
PBOV1	0.182
GOLSYN	1.42075
GJB7	-1.9
CAMK2N1	0.965333333333333
GREM1	4.16941666666667
FLJ20433	1.128
QPCT	-3.814
PRKAG2	0.838166666666667
H2AFX	-1.860125
C6orf154	2.34875
PLOD3	-1.5805
ZBTB39	-0.173666666666667
WASF3	0.324083333333333
DRG1	0.76775
PRR4	-1.4665
SPCS1	-0.454
KDELR3	1.35066666666667
SRP19	-0.203166666666667
GABRA6	0.279
MFSD1	0.334
MMEL1	4.3835
PDXDC2	0.2537
BUB1	-2.97633333333333
RNF138	-0.75125
MYLPF	-1.01833333333333
AIF1	0.4365
DYNLRB1	0.7341
HCN3	-1.56983333333333
HIST1H2AI	-0.439
MAP4K5	-0.300166666666667
LASP1	4.10125
LOC130951	2.1115
PLAA	0.349875
KRT6A	-2.9215
C6orf117	-3.038625
ARHGAP23	1.2715
PTF1A	2.761
GPHA2	-0.44875
LCE3B	1.09475
MCL1	0.9895
EHBP1	-1.51016666666667
PRNP	-1.3298125
ZSCAN1	0.91325
C1orf113	1.77383333333333
FOXA3	0.831625
NEB	1.4945
ASGR1	-4.7845
CTGF	2.3675
RAB17	-0.163833333333333
MST101	-0.20375
JARID1B	1.3508
USP37	-0.8479
PTBP1	-0.191666666666667
PTPN7	-1.46183333333333
CDC7	-2.25116666666667
SNX7	-0.6655
ZNF335	0.54675
CPT2	-1.078
HEATR1	-1.160125
HSPC152	0.10875
C5orf40	0.68675
PSME1	0.266166666666667
STAG3	-2.3645
TMEM154	-0.613
KLHL32	-0.4005
TSGA10IP	-1.4555
SUV420H2	-0.251166666666667
SF1	-2.1614
2'-PDE	-0.2861875
PNLIPRP2	0.906
TRSPAP1	-0.49975
NUP210	-0.828333333333333
ANP32C	0.257
RAB11B	0.9235
ASB15	0.4975
ITGB3BP	-0.87825
UBASH3A	-2.52325
YWHAB	-0.00374999999999998
TPRX1	0.126
LY6G5C	0.092375
SLC7A2	-0.030375
