Hybridization REF	TCGA-BH-A18I-01A-11R-A12D-07
C17orf28	1.12466666666667
ZDHHC23	-1.65475
AQP12B	-0.229
SLC16A3	-1.680375
APLP2	-0.28075
ITIH2	-5.77775
MICAL3	-0.770125
TNNI3K	0.2261
HDAC2	-0.618125
PRR7	0.1126
THBS2	1.64375
LOC751071	0.0346666666666667
CA2	3.19666666666667
RANBP17	0.0285
RLN3	0.512
CRYZ	0.302833333333333
GBAS	0.2755
TAS1R1	-0.428
MPZL3	-0.051
PCDH8	-1.3005
HSP90B1	-0.329333333333333
KCNK15	0.8835
TNIP2	0.582166666666667
GPR146	-0.5745
NOL6	-0.100375
SPC25	-2.52688888888889
STEAP2	1.73921428571429
VAMP3	-0.195333333333333
TCIRG1	1.28625
ZP4	0.594666666666667
PARL	-0.063
TRIM39	0.384
KIAA1305	0.31075
CRNN	0.154
GRN	0.485
HSH2D	-1.712
SCAMP1	1.1775625
KIAA1913	1.934
PTS	-0.391
BANP	0.0167857142857143
PRKACG	0.0885
ADCY6	0.347166666666667
C16orf46	0.3465
CYP51A1	0.081
DDC	-5.14625
ANPEP	-0.644166666666667
PROM1	0.0178333333333333
SIGLEC10	2.37275
COPG	0.8335
FAM26E	2.00875
TRIP4	0.4185
SNX3	0.156333333333333
C1orf175	0.2065
PPY2	-0.4405
C14orf152	0.01025
FTSJ1	-0.346166666666667
DST	0.78435
LOC554235	-0.053
GLRX5	-0.15625
C20orf12	1.118
CAB39	0.332666666666667
MSH2	-1.4885
PIP4K2C	0.720125
CYLD	1.125375
WTAP	0.3738125
MGAT4A	1.32355555555556
TSC22D4	-0.515
CHRM2	-1.7415
PPYR1	0.000499999999999997
CCNH	0.0278333333333333
RRM1	-0.54
ECAT8	-3.2165
LOC400120	-0.57825
GABRA4	0.05525
C14orf4	1.03616666666667
C1orf59	-1.44175
CTDSPL	0.626
NHEDC2	-0.979
PDE11A	-0.3064375
KLHL29	-1.042
CD5	0.7258
TSPAN9	1.4989375
WDR67	-0.73775
THUMPD1	0.979
C18orf17	0.71775
CLYBL	-0.469833333333333
FLJ13231	-0.303875
CMBL	0.7605
LECT2	-0.94525
NKAPL	1.47633333333333
LOC654780	0.0675
OR4C6	0.143
RAB30	2.71
TSSK4	0.159
TMEM163	1.375
OSBPL11	0.473333333333333
GNB5	0.280166666666667
CCL21	0.682
C1orf121	-0.0206666666666667
FMO2	2.2105
RPTN	0.955
MSTN	0.2705
VCL	0.955
FYTTD1	0.12525
C11orf1	-0.735
CCDC88C	-0.438
HFE	-0.300777777777778
MOGAT1	-1.0895
FAM125B	1.06
IRGQ	0.1695
RAVER2	-0.48875
AKAP5	0.1595
SSSCA1	-0.15425
C11orf63	0.72
ACTG2	2.897
PORCN	-1.0095
DTL	-1.52972727272727
TMEM151	0.40325
FAM122C	-0.57425
RSAD2	3.0746
BAT4	-0.034
KRTDAP	-1.97833333333333
MYH8	0.375875
CRTC3	0.9405
LRRFIP2	0.9358
INTS4	0.397
TTN	-0.6305
SLC26A5	0.3765
PLLP	-1.4185
RGS6	-0.46825
SRGAP3	0.714
ZNF525	-0.103
NBR2	-0.295166666666667
C13orf1	-0.1918
ZNF137	0.0505
CEP27	-1.358
BEST2	-0.157
RNF121	-0.075
DMRTC2	-0.185
C8orf76	-0.02575
BCCIP	0.32975
MEST	-1.98325
HTRA2	0.065
ANGPTL2	0.94075
ILKAP	-0.056
ERAS	-0.3875
HBS1L	-1.22425
CPA5	-0.213
TMEM30A	0.556833333333333
CD300LF	2.23616666666667
WISP3	-0.4285
CRK	0.362214285714286
PDS5A	-0.0545
BRPF3	0.406
NEDD9	0.5755
SMPDL3B	0.25875
PSG6	-0.768
PSMD13	0.15625
ETV5	-1.3255625
OR51A4	-0.091
BTBD7	0.67725
GSTO1	-0.47075
hCG_16001	-0.399
MAD2L1BP	-0.0878333333333334
COX6A2	0.898
SCNN1A	2.504
LSM1	0.969666666666667
UGT2B11	-3.405
IDUA	1.20025
PPP2R3C	-0.773333333333333
COX11	-0.679333333333333
PDZK1	-0.87475
ZNF443	0.1875
MGC21874	1.49766666666667
ZNF323	3.1634
KRTAP10-10	0.0745
CXCL6	-0.22975
SLC34A2	0.90275
LOC284402	-0.137
NPTN	1.38863636363636
UPP1	-1.28825
SLC6A9	-0.366
OR7G3	0.26975
CISD1	-0.761
ZNF545	0.0485
SYT14	-0.731
NT5C3L	-0.1155
ZNHIT3	-0.667333333333333
SNRPD3	-0.682
KIAA0701	0.297875
UNC93B1	0.516666666666667
GMNN	-1.928625
SPCS2	0.635
LOC388524	-0.7785
NAPRT1	-0.9285
PNLIPRP1	-0.11325
OR6V1	0.3235
PRKAB1	-0.14125
EYA4	-2.52966666666667
KIF20A	-2.18375
ALG10	0.06525
ITPKC	1.75616666666667
LMX1B	1.49733333333333
RPUSD4	-0.954
C7orf34	0.0271666666666667
DLGAP2	0.315
PFN1	-0.1003
MICALL2	-0.39675
ZNF654	-0.133
SS18L1	-0.931
SLC16A8	0.3755
MKI67IP	-0.0388333333333333
ITGB3	-0.191625
TCEA3	2.33733333333333
CEP152	-1.6848125
CLIP1	1.37125
ZNF75	0.2959375
ATP5C1	-0.635666666666667
NUDT5	-1.06883333333333
PSCDBP	1.57825
UBP1	0.12
RBM27	0.448
C13orf15	3.2585
ZNF282	-0.00700000000000001
ZNF222	-0.2544
COL10A1	7.02975
PRDM15	-0.869125
TTTY5	-0.5835
FAM9C	-0.138833333333333
C20orf67	-0.079
GNG13	0.15
F12	-0.754
C1orf41	0.0125
CPXCR1	0.356
GSK3A	0.174125
SUPT6H	-0.124
PI16	-0.166666666666667
ELL2	-0.595333333333333
C9orf167	-1.36733333333333
PVRL3	-1.2149
FLJ38596	0.473
ADAM20	0.1615
GPR89A	-0.1115
GPR87	0.0405
ZNF30	0.9445
SMR3B	0.167333333333333
ZNF770	0.46175
TRPC4AP	-0.356333333333333
DKFZP686E2158	0.663
C2orf28	0.201666666666667
FREM1	-0.708666666666667
LAMA4	1.11733333333333
ADPRHL2	0.3955
EIF4G2	0.497666666666667
GUCA1A	0.423
CTNNA2	-1.166125
NUDT15	-1.043
CEPT1	-0.0626666666666667
ZNFX1	1.023
CCDC92	1.27875
TDRD1	-0.548
KCNK5	-1.70366666666667
ETNK1	0.69475
LTA	0.169
TTPA	0.287833333333333
B3GALNT2	-0.33525
SC65	0.174833333333333
PEX5L	-1.02785714285714
EPS15L1	0.36925
MGEA5	-0.2405
HIST1H3A	0.491
ING1	0.674375
BCAT1	-2.5845
ORC6L	-3.45581818181818
KLK11	-4.75883333333333
C19orf28	-1.167125
DNER	-4.12875
MED22	-0.4945
ETV6	1.16966666666667
CHAC2	-1.5385
CD300E	0.2795
CEBPB	0.793666666666667
ZNF398	-0.287
LRCH3	0.1465
HMGA1	-1.21933333333333
CAPN7	0.283833333333333
MGC5566	-2.61525
CCL3	2.955625
NANOS1	-0.1965
ZFYVE19	-0.0465
APITD1	-0.324666666666667
PARD3	-0.129375
IRAK4	-0.133
SERPINI2	-0.8335
CEP170L	-0.2705
TTC9	1.55
MYOM3	-1.049
MLPH	1.995
LOC222699	-0.954
NRG1	-0.0273333333333333
TBC1D9	5.223
TTK	-2.91283333333333
ZNF557	0.6692
DDX41	-0.282666666666667
FANK1	1.954
UBE2D2	-0.031125
PSMB10	1.023375
MYH7B	-0.352
GABARAPL2	-0.11175
MARVELD2	1.74366666666667
DGCR2	0.123
UNC45A	-0.0995
C6orf72	0.022
ZNF683	3.82125
GIT2	0.309125
CASK	0.677833333333333
C14orf161	1.2914
LRRC44	0.5845
TIFA	0.6365
UTP11L	-0.5455
C6orf65	0.01675
FDPS	-0.8105
DUSP9	-2.0283
SLC17A8	0.364
OR51G1	-0.1205
NANS	0.073
OLFML1	1.91725
ATP10B	-0.857875
NPAS3	1.116
PRKCA	-1.8655
GGA2	0.0771875
LCE4A	0.045
SPANXN3	0.02825
CCDC115	1.201625
SDCCAG3	-0.797
GLIPR1L1	0.633666666666667
TTC1	-0.32675
C17orf76	0.221
MAD2L2	-1.37725
HIPK1	0.3629
LRRC3B	-0.0592
CLN3	0.0818636363636363
C17orf47	0.619
FMN2	-1.6555
TUBB1	-1.165375
WAPAL	0.161666666666667
C3orf21	-0.447375
SCN5A	-0.2953
SMYD1	0.40975
BEX5	-0.97375
ZNF192	0.1995
SEC22A	0.0625
GRIA2	0.153642857142857
KIAA0825	-0.709
NUSAP1	-1.522
LANCL1	-0.2695
C15orf40	-0.6609
ZNF645	-0.020125
GPR61	-0.06575
NLRP14	0.2315
SNX21	-0.2417
C1QTNF8	0.316
C17orf46	0.03025
IFNA8	0.0315
SPRR1B	-1.234
FLRT1	-0.3715
SNX17	0.0755
ASB2	0.335333333333333
HBG1	-5.846
RPRML	-2.285
JOSD2	-0.0956666666666667
PLSCR3	0.434
SPOCD1	0.373
RAB39	0.0615
GHRH	-0.258166666666667
ITIH5L	0.324
C17orf37	0.34075
SMCR8	-0.0445
DPY19L2P3	-0.789333333333333
IL11RA	0.5335
GDF3	-3.89983333333333
RPS6KB1	-0.89875
DNAJC19	-0.021
TOP1	0.20275
CRCT1	0.646625
MPST	-0.430857142857143
DPM2	0.01475
FAM38B	-0.578333333333333
SLC18A1	-1.60333333333333
FARP1	0.357
PAX7	-0.04725
TUBD1	-1.6965
GNL3	-0.159857142857143
BTG2	1.304
NDUFS6	-0.627
C1orf79	-0.71775
ERAL1	-0.65375
ECHS1	0.1635
VPS4A	-0.609333333333333
CYP11A1	-0.148125
ABCC6	-0.873357142857143
PBX4	-0.9885
MOSC1	-0.821875
NCF4	0.74575
HYMAI	-0.3865
NAGPA	0.114
OTOP2	0.0195
ACOT12	0.1215
MTHFD2L	-0.28125
LOC441376	4.0955
C19orf34	-0.824
RAB1B	-0.12775
ALDOAP2	-0.676
NTRK1	-0.3308
ARTS-1	0.331888888888889
SLC6A11	0.0225
NAP1L2	-0.578
CNGB1	-0.135833333333333
EPB41L4B	-0.668166666666667
FAM134B	2.686
HS3ST3A1	0.417333333333333
CPXM2	4.38725
SIRPB2	0.09
CHORDC1	-0.736333333333333
TRIB3	-0.216833333333333
SLC2A5	0.851
C2orf49	-0.62
DDX5	0.11125
OR5L1	0.00600000000000001
ANAPC4	-0.252
ZSWIM1	0.171125
LOC93622	0.08875
KCNK3	-0.3235
RP11-35N6.1	-1.8625
ZFP161	0.5475
AQP9	2.90075
SLC15A2	-0.658333333333333
MREG	0.160333333333333
OR9I1	0.179
PDLIM2	0.7235
ADAM7	0.2055
GSTCD	0.4405
WDR21A	0.157125
SLC12A8	1.02
TMEM174	-0.017
IGSF3	0.4175
LRRN1	0.36225
LOC402117	-0.148
SRPK1	-1.28183333333333
LY6K	-1.893875
NFIA	3.1285
PTCD3	-0.651625
LEP	2.34833333333333
PCDH21	-0.454833333333333
MAPKAPK2	1.08328571428571
NMNAT1	-0.862333333333333
LHFPL2	1.464625
C9orf43	0.00775000000000001
DIP2A	-0.565
ACTR8	-0.187625
CCDC34	-0.50325
PTPN22	0.1405
ITGA3	-0.73325
FAM129C	0.66175
RABGGTA	-0.0178333333333333
UNC45B	0.439
KIAA1033	0.280625
ZNF510	0.280333333333333
CYP2D6	-0.843666666666667
SLC26A10	-1.688
STX8	0.1635
LUZP1	0.386375
WDR89	0.0316666666666667
EIF4G3	0.5191
C5AR1	1.010625
ZNF623	0.3465
A2M	1.12
TGM7	0.1885
GRPEL1	-0.355666666666667
LMNB2	-1.0628
ROCK2	-0.726
SNX16	0.6335
CCDC66	0.2265
ANXA3	-0.8135
KIAA1609	-0.64
EED	-0.7365
RNF32	-0.272833333333333
HES1	-0.2397
CLC	-0.0158333333333334
ISL1	-0.2336
KIAA0528	0.579875
MANEA	0.288
C1orf61	-2.4495
hCG_2001000	-0.22025
RAPGEF6	0.2256
KIAA0020	-0.0458333333333333
NEIL1	0.51425
C16orf45	0.3215
RBM10	-0.361166666666667
C10orf125	-0.947875
MRS2L	-0.62925
DNAH17	-0.846625
C19orf10	-0.5375
C1orf160	0.723
SLFN12	1.3325
EXOC3	-0.162333333333333
HIST3H3	0.40925
NCOR2	0.541666666666667
TNFRSF9	1.382
MFSD8	0.45825
ALX1	-3.16666666666667
NOL1	-0.90125
PODN	3.82075
TIAL1	0.4775
HIST1H1E	0.622
NPY6R	0.10225
TM4SF4	-0.657
CORO2A	1.13475
ETNK2	-0.327666666666667
APOE	0.8987
ANGPT4	-0.243
HDGF2	-0.50575
G30	-0.2275
ST8SIA4	-0.067
F2RL1	1.34175
FAM19A4	-1.84475
CCAR1	-0.21575
B3GNT7	0.028
OPHN1	-0.1358
DSCR6	0.3425
C21orf13	0.421166666666667
GAS2L1	0.15925
RFX3	0.217666666666667
COPS4	0.245125
BCHE	-3.858
BCL2	3.050625
HBZ	-3.60666666666667
ARL13B	0.946375
MAPBPIP	0.384625
MYO15B	-0.077
SPZ1	-0.00174999999999997
KIAA1324	2.97155555555556
PLCL2	0.1805
C4orf29	-0.745
WDFY2	-0.387375
ZNF284	-0.3675
NAALADL1	1.02
DUSP5	-0.2025
PXDN	0.750875
SLMO1	-0.13325
TNXB	0.2071
BIRC7	-1.17825
A4GALT	0.735
TIMM22	0.25025
FAM110C	0.53925
TOMM34	-1.14725
ABHD9	0.503
ADAM32	0.2915
CRHBP	-0.30575
AQP2	0.423875
LOC130355	0.92825
ZNF187	0.111833333333333
ZNF816A	0.537
F7	0.850857142857143
CNOT1	-0.8466
SLC13A4	-0.3575
ZBTB11	-0.00525
B3GALT5	0.39025
EXOC2	0.653666666666667
IRS1	-0.1511
TMEM1	0.150833333333333
MRPL34	-0.392333333333333
SAMM50	-0.952
CDC42EP3	-0.29
HSF2	-1.2084
MFN2	0.3955
TSPAN7	-0.843166666666667
NUCB1	0.393333333333333
RHOH	-0.539
ARL16	-0.425
TACR1	0.27325
SFRS5	0.0443333333333333
SNX25	0.627625
RHBDF1	1.36266666666667
PCDH18	2.84816666666667
HMG1L1	-0.01925
MYO5C	1.2995
MAPK10	0.6325
LDHAL6A	-0.1915
NUDT12	1.148
NCAM1	-0.28675
GLIS2	0.163
GGTL4	-0.8775
DAPP1	0.86375
ATF7	0.7255
KIAA0748	0.06425
NFIL3	-1.077
TM6SF1	0.4528
SEZ6	-0.053625
NANOS3	-0.196666666666667
DNAJA3	0.504833333333333
CLDN6	-2.2655
CIITA	3.3877
EPHA4	-1.07558333333333
FANCC	-0.573
CMTM3	1.389
PSG3	-0.18325
MRPL15	-0.03075
C21orf59	-0.105
PLCXD2	0.059
C2orf34	-0.392875
UBE2L6	1.76875
MED14	-0.167333333333333
HP1BP3	0.5492
C6orf208	0.0275
TPBG	1.175
OSR2	0.512571428571429
XPC	0.32
KLHL7	-0.957416666666667
CCR3	-0.342
AGTPBP1	-1.00216666666667
PCSK6	1.0264
STAT5A	-1.1582
FAM18B	0.6165
LONRF2	1.85233333333333
PTPN2	-0.22325
SF3A3	-0.748333333333333
EFCBP2	-0.15775
HCFC1	-0.200333333333333
AHNAK	0.6723
ACTR5	-0.339
KIF14	-2.92483333333333
TENC1	1.36975
HEATR5B	0.653
YIPF2	0.256
MYEOV2	0.562333333333333
DUSP18	1.0895
KIAA1012	0.869
AHR	0.5665
C17orf53	-1.54416666666667
PTPRH	-3.531
ATP6V1C1	0.9164
TAS2R3	0.434
LOC440356	-1.72625
COQ10B	0.67775
PSMF1	0.246416666666667
SORBS2	1.1745
NFE2L2	0.63575
TMCO7	-0.86475
SH3PXD2A	0.9459
SH2D2A	-0.0695
SPINK5	-3.2445
MRPS24	-0.85625
OPA3	0.183375
TRAF7	1.6035
C4orf35	-0.152666666666667
MT1G	-1.338125
MGC39545	0.0015
HS1BP3	0.3457
OR2B2	0.0475
CHRM4	-0.2515
SFRP2	4.50858333333333
RIC3	-0.558
ART1	0.258
C6orf1	1.216375
DUS4L	-0.95075
C10orf104	0.5395
TNFAIP6	4.054
RTEL1	-0.538
CCT4	-0.7338
ZNF709	-0.03325
CHMP6	0.188166666666667
UPP2	-0.148
CYP19A1	-1.523
CD151	0.312166666666667
NDUFA13	-0.1
ARFRP1	-0.788833333333333
FAM26B	2.02475
CRYBA1	-0.98
MRPL41	0.043
NPFFR2	1.558625
HRH2	0.094
SCAMP3	-0.0618333333333333
MTMR6	0.6207
MTG1	-1.3775
UBTD1	1.31325
CRABP1	-2.638
FLJ33790	0.9365
KIAA1908	-1.30716666666667
GPR158	-1.52175
PACSIN3	0.143166666666667
OMD	4.75433333333333
CATSPER1	-0.275
HOXB8	-0.4005
FBXO46	0.6495
OAS1	1.64983333333333
SVIL	1.253
PHB2	-0.58175
ADCY3	-0.0345
NDRG2	1.022
ERMAP	0.5088
APBA2	-0.811333333333333
IGSF9	1.05725
WNT6	-0.1865
MYCBPAP	0.965
ATP2B2	-0.1606
CPVL	-0.0525
TRAM2	-0.670083333333333
NOP5/NOP58	-0.69625
ZNRF4	-0.17925
TLK1	0.1815
MTMR12	0.179357142857143
ZNF384	-0.203833333333333
FAM9B	-2.8105
RPN1	0.426555555555556
PMVK	0.62725
EIF3D	-0.446222222222222
SIX2	0.33225
HPS1	0.410928571428571
RNF7	0.44475
PSKH2	0.258
KCTD13	0.213
CSMD3	-0.2916
FBF1	0.025
IL8	-4.70875
SERPINB13	0.365416666666667
FBXL20	-0.24225
BLR1	0.46425
SH2B1	0.139333333333333
RFNG	-0.14275
RAB20	1.08616666666667
RBM7	-0.4025
POLR1A	-0.407833333333333
TMPRSS4	-0.27375
TAF9	-0.541125
TERF2	-0.313333333333333
TNFRSF1A	1.0415
ACADVL	-0.504333333333333
GTF2H5	-0.25525
EDG8	0.019
C9orf140	-1.755625
UST6	-0.349666666666667
ZBTB8OS	-0.75825
ZNF710	0.4035
GPR174	-0.5665
ATP6V0A2	0.12725
KIAA0319L	0.699666666666667
XKRX	-0.4185
DOPEY2	0.2068
SDHD	-0.509083333333333
SUMF1	1.633
OSM	2.35875
OPN3	-1.64075
DAGLB	-0.380833333333333
PPFIBP1	0.5227
TRIM63	-2.694
C10orf53	0.068
LYPD3	0.271333333333333
BCL7A	0.131625
AGER	-1.20683333333333
TCF19	-1.074
SAT2	-0.0595
PFTK1	0.912666666666667
GABRE	-3.310125
C15orf38	0.7098
FIS1	0.1145
KCNV2	0.076
CLPS	0.171
PPCDC	-0.9875
FOXN2	0.3435
NT5E	-2.7748
CD83	1.51475
IL18	1.18525
VPS16	0.2455
IGFBP2	0.502166666666667
NOTCH2	0.9275
SIGLEC1	2.383125
CD93	4.998
SULF2	1.2695
CEP164	-0.507875
P53AIP1	0.445666666666667
TOR2A	-0.0251666666666667
ZNF136	0.35575
MGP	2.4109
CCDC144A	1.32616666666667
TRPC1	-0.204166666666667
SMS	-0.719
MAPK7	-0.246666666666667
RRAGC	1.02125
PARD6A	0.238666666666667
NUB1	0.796333333333333
SYNGR4	0.3515
OR11H12	0.1325
WIF1	0.72275
GCH1	0.26475
OR11H4	0.265
SLC44A5	-0.128
GPRIN2	0.928166666666667
LOC401431	1.18425
CPA4	-2.7294
MELK	-1.83611111111111
IL15RA	1.203
CUL3	0.786
HMBOX1	-1.23475
PODXL	-1.63925
CCT6B	0.206666666666667
COMTD1	-0.57925
MUC20	-0.366333333333333
GPX2	-3.628125
ITK	-0.134
FBXL5	1.84
C13orf27	-0.9845
DEFA5	0.28
TRHDE	-0.596
MTP18	-0.410333333333333
UQCRQ	0.5337
ITGB2	2.19491666666667
CSRP2BP	0.11275
TAS2R44	0.0935
PHPT1	0.100125
FAM44C	-0.047
ERH	0.33525
MPHOSPH1	-1.3325
MORC1	-0.525
PARVB	-1.2765
LAMA1	-1.452
PGBD3	0.263
GIMAP6	4.644
AREG	-0.712833333333333
LIPT1	-0.06275
MGC99813	-1.674
C1orf201	-0.0433333333333333
GRIN2A	-0.5806
MAN2C1	-0.924
NSUN5	-0.58575
SF3B5	-0.24575
MYC	-1.0870625
NRXN1	-0.363727272727273
ZNF18	0.608
SPDYA	-0.523125
SLC37A1	1.635
DECR2	0.37375
ANKRD38	1.854
SPTLC3	-0.606666666666667
SUPT16H	-0.313375
DTWD2	1.364
ULBP1	-0.385
ZADH1	0.327833333333333
OIP5	-2.16875
IL10RB	0.180833333333333
OTUB2	0.08725
VWA3A	-0.425666666666667
SPIC	0.408833333333333
OR6C4	0.195
PSCD4	1.35766666666667
DPY19L2P2	-0.3625
TRAPPC6A	0.3645
C21orf2	-0.255666666666667
CEMP1	1.0525
LIN7B	-0.035
E2F7	-1.03766666666667
VCP	0.2704375
LAMA3	1.97483333333333
BGN	2.671
GPR160	1.3595
COCH	-4.16866666666667
GPR81	1.368
APOBEC3F	-1.2455
tcag7.1017	-0.74825
C1orf32	0.333
SCGB1D2	7.87625
FLJ43987	0.464
C6orf170	-0.5095
KLK9	0.0865
GPD1L	0.57475
VPS37B	-0.0905
ATG3	-0.186333333333333
ADAMTS17	-0.0175
KLHDC2	0.342333333333333
NDUFV2	0.0025
BLK	-1.7635
MATN4	-1.646
GPM6A	1.103125
GBP4	4.55883333333333
TMEM162	0.0671666666666667
PKP2	-0.116
HRASLS	-2.71422222222222
MMP1	-0.94675
SFXN3	0.201
FSD1	-1.7835
ST6GALNAC3	-1.84666666666667
CA12	3.7085
NCOA6	0.10375
C19orf58	-0.3705
PPP4R1	0.656833333333333
MAN1A2	0.644
IKBKAP	-0.93125
UPF1	-0.036
KIAA1219	0.3185
WNT16	-0.261
SNW1	-0.0495
IL18RAP	2.97975
RPP30	-0.46475
CDC40	-0.348357142857143
SETD3	0.227166666666667
SLAMF6	0.70725
ELK4	-0.4415
TRIM47	1.033
ACOX3	1.523625
TRIM6	-0.035625
KIAA0372	-0.105833333333333
TP53AP1	0.8365
SMURF2	-0.6415
ADAD1	0.49375
EBP	-1.3912
KRTAP13-2	-0.158
FLJ36874	-0.332833333333333
TOR1A	0.0441666666666667
P2RY4	0.0825
GPBP1	0.461
TRPV1	0.096375
ADAMTS12	1.32066666666667
PES1	-0.8436
ATG4A	0.355666666666667
MAGEA10	-4.5505
WFS1	1.6945
CC2D1B	-0.269
PABPN1	-0.272
SLC25A30	-0.1105
SLCO1C1	-0.0228333333333333
SLC22A5	1.3665
KIF23	-1.66
SYN2	-0.3635
ASPN	9.16016666666667
CENTG2	0.541
QSOX2	-1.4875
FLJ10815	-0.156333333333333
STK24	0.3286875
SPEG	0.1627
STK10	0.219666666666667
DACT2	-1.109
AAAS	-0.7695
SSX3	-1.296
ABCD3	0.7264
C4orf12	0.7225
PARVG	1.2995
FIG4	0.198
C9orf46	1.632
TMCO6	-0.9705
IGHMBP2	0.647
DUS2L	-0.9665
FAM3C	-0.0248125
TMEM16D	-2.04275
DCTN4	0.392
KCNH3	-0.02725
EIF2AK2	0.79925
AP1S3	-0.1005
CST4	3.168
PAM	0.6771875
NUTF2	-0.86175
CITED2	0.1443
SLC39A4	0.25125
C2orf52	-1.869
GRM3	-0.28375
C12orf49	0.418125
CCDC49	0.1242
GRAMD1B	-1.014375
FNDC4	0.863
SIAH2	2.475625
GDPD4	0.13275
C21orf87	0.469625
ATP5A1	0.0065
C16orf63	-0.070625
LOC388135	2.17383333333333
ATP5J2	-0.717125
MMP3	0.0675
EMID2	0.0616666666666667
CRHR1	0.28025
WDR70	-0.36875
C13orf31	1.82133333333333
ZFAND1	0.29975
CCL18	3.61183333333333
C3orf49	0.256
RINT1	-0.3925
KIAA0408	-0.984166666666667
F13A1	5.4475
SLC10A1	-0.0183333333333333
OGN	3.4335
GIPC2	-0.984
XPO6	-0.0005
LCE1A	1.1035
FMR1	0.1054
LOC374920	-0.535
DUSP3	0.6735
ANKMY1	-0.0485
C7orf50	0.01025
BBS9	0.2859
UNC119B	-0.298125
C9orf72	0.00750000000000001
MGC35440	0.43525
ENTPD6	0.009875
PPP1R2P9	0.54475
ERCC4	0.56575
FAHD2B	-0.371
HMHA1	0.444
HACL1	-0.5975
RAD23A	-0.455333333333333
FAM83B	0.97325
PPP5C	-0.9335
RNASEH2C	0.275625
C9orf153	-0.25825
SCAMP4	0.487375
GHITM	0.383
NDUFB7	-0.16475
ADCYAP1	0.939166666666667
SP110	1.6805
MAP3K7IP2	0.292
DHH	-0.161
AGRN	0.494928571428571
WDR33	-0.336833333333333
CEP290	0.395333333333333
PRPS1L1	-1.6735
KLRA1	-0.268
GPR97	-0.047
CHD7	-0.165916666666667
TLR10	1.38825
SLC30A8	-0.4895
HIC1	1.6885
IAPP	0.4585
RXFP4	-0.0195
GP1BB	0.63825
SHQ1	0.785
NKX2-3	0.0508333333333333
API5	-0.13625
FTHP1	0.162
MOV10L1	0.549833333333333
TRIM6-TRIM34	1.96916666666667
ADHFE1	0.83025
FAM117A	-0.61175
DDI1	0.0276
CDON	0.676
TRIM73	-1.0845
IGKC	4.93
MMP14	0.647833333333333
DYNC1LI1	-0.019875
C11orf66	0.4785
TRBV3-1	-1.15425
FASTKD5	-0.101
BIVM	-1.8295
LHX4	0.09075
CXCL2	-0.0155
RAB2B	-0.094
IZUMO1	-0.65325
MAP3K15	-1.550625
FAM19A2	-0.00200000000000002
ZC3H8	-0.47
ZMAT1	1.557375
SPINK5L3	-2.01175
SLC10A6	0.0245
APPL2	0.179125
CARD10	-0.140666666666667
LOC402176	-0.575625
EEF1D	0.6788
RAB6A	2.2026
C12orf5	0.08175
PAPOLG	0.3395
MSRB2	0.51625
BCR	0.115833333333333
PUS3	-0.87525
TIAM2	0.317
ZNF317	-0.0828333333333333
CHD2	0.264857142857143
FZD5	-2.02872727272727
NUDT8	-1.52
ZNF763	0.147
PRC1	-1.55333333333333
ABCB9	0.152833333333333
SPATA3	0.13225
TRAK2	1.392625
STAB1	2.94175
LRRTM2	0.0368333333333333
psiTPTE22	0.844
DBI	0.4885
SERPINA11	-1.60875
NAT5	0.271
C20orf58	-0.99875
RPS6KA4	-0.1065
FLJ90650	-0.503
TGFBRAP1	0.04475
CHRDL2	-0.118625
FAHD2A	-0.758166666666667
CNTN1	0.804
BBS4	0.0947
TMEM181	0.269
MINPP1	-0.29325
MPHOSPH6	-1.0315
HOXC10	-1.4991
ITPKB	0.016875
CLPTM1L	-0.197125
MEOX2	-0.4154
ATP6V0C	1.800375
PRPF8	-0.21
TMC5	4.61675
FKBP3	-0.20175
PLEKHB2	-0.02725
OR4D6	0.177
ZNF544	-0.5183
D2HGDH	-0.260375
RPL18A	-0.9362
HEL308	-0.0515
MPP6	-3.22975
TCERG1	-1.02175
KRT16	-0.333
KLF17	-0.281666666666667
KLF5	0.208375
CDR1	2.67314285714286
VCX3A	-5.195
FBLN2	2.9815
C14orf104	-0.052
HBE1	-4.9527
OR4S2	0.026
C1orf108	-0.243666666666667
ROBO4	3.329
CPEB4	1.044375
C11orf80	-1.04066666666667
BCKDHA	0.964333333333334
MYOC	0.12625
GIF	-0.298
CKMT1A	0.6725
RPL3	-0.1035
THBS1	3.10025
APOO	-1.001
ARMCX1	0.43675
HSZFP36	0.332
SNAPC5	-0.1205
EIF4ENIF1	0.424
ZNF433	0.12325
TNFRSF21	-0.72675
TMPRSS7	-0.301
SPATA18	1.6332
HPDL	-3.2755
MKL2	1.805
TBX3	0.439
C21orf93	0.135833333333333
DAXX	0.29825
ELMO1	0.206571428571429
RGS13	2.9765
TAF11	-0.72175
UNC13A	-1.752375
LOC653314	-0.4534
ORC3L	-0.37675
IMAA	-2.104
TARBP2	-0.46075
CABIN1	-0.75
TRIOBP	0.3858125
HIST1H2AC	1.811
RGS22	0.355
NCOA1	1.31233333333333
IL25	0.1865
SNCG	-0.123
GPR6	0.368
AMDHD1	0.773666666666667
CHEK2	-1.402625
C6orf142	-0.75125
DRD4	0.55975
C14orf68	-0.855
GDF11	-1.916
SEMG2	0.104
CD247	0.4365
CDAN1	-0.534
RBMX2	-0.183
