Hybridization REF	TCGA-BH-A1EO-01A-11R-A137-07
ZNF234	1.06
C18orf22	0.1405
SPATA22	1.183
THOC1	-0.759
CYP7B1	3.7225
KCNC3	1.904
C8orf42	0.4955
ALDH1B1	0.224333333333333
CCDC100	0.359
ARMC4	-2.288
FAM18B2	-0.00700000000000001
SLC44A1	1.64675
FBXO17	-0.787333333333333
C6orf107	-0.50825
C19orf29	-0.3295
ZC3HAV1L	-0.31025
PARP6	-0.8526
SULT2A1	-4.702625
C1orf159	-0.73425
TMC1	0.34125
CHST14	-0.184
GAMT	-0.106
SMCP	0.0233333333333334
TSPAN33	0.185083333333333
MIDN	-0.134625
NOX4	4.259
RNASEN	-0.4706
TBX1	1.44133333333333
SALL2	-0.00424999999999999
C10orf35	2.2285
CYP2E1	-0.9925
LRFN2	2.82683333333333
ACO1	-0.289166666666667
IQCG	0.7562
MEGF9	2.499
TM7SF4	3.68
PLEKHA1	0.404
STK33	-2.6345
C1orf210	1.706
SNUPN	0.039
KIAA0406	-1.2469
C20orf29	0.349
TMEM55B	-0.371
OSTM1	-0.0736875
CLCN7	-0.483
OTP	-0.3955
FLJ23049	-0.8415
HEATR4	0.98
MAP3K10	0.0168333333333333
PCDHGA9	1.1105
AMDHD2	0.502
LCTL	-2.587
PDCD2L	-0.7165
CABLES2	-0.699
SLC5A9	-0.69375
CLCA2	-1.0865
MGC16025	-1.699
STRAP	-0.4845
C20orf196	-0.8475
RRBP1	0.615666666666667
NAT13	-0.42925
MAT2B	1.246125
CSNK1D	-1.187
KIR3DL1	0.383
PRKAG3	0.216
ZNF599	0.958
PRM3	1.3525
PER2	0.388
ASPHD1	-2.797
PRMT6	-0.37225
KCNE1L	-0.516
FAM118A	-0.472
TAF4	-0.558
NDUFB6	0.17475
TRIM9	0.176083333333333
PMFBP1	0.56125
KY	0.841
DKFZp762E1312	-2.75181818181818
CSMD1	-1.064
TBP	-0.491833333333333
OR1Q1	0.515666666666667
RETNLB	-0.34075
HPGD	2.0605
DNAJC12	0.435
FKBP1B	-0.78475
ANKRD24	-0.489
CXXC5	0.143666666666667
IL3	0.05025
DRAM	1.6904
PTCH1	-1.140625
TP53BP1	-0.61075
SLC17A7	0.08225
COL25A1	-1.575
AMACR	1.00516666666667
RHCG	0.10025
VPS13A	-0.77625
FAM55D	-1.4035
PRPF38B	-0.548333333333333
OSBPL6	-0.09625
PFDN5	0.5692
CMTM6	0.70025
KCNK12	-1.227
RP2	0.761
C16orf52	-1.21075
PICK1	-0.8705
IFNE1	-1.623
SEMA4B	-0.3945
TYRO3	-2.48575
OR12D2	-0.088
CSNK1A1	0.906
FANCF	1.324
LONP2	2.852625
TBL1Y	-1.60975
LDOC1L	0.088875
CCNC	0.48975
C3orf60	0.093
CHKA	-1.2715
UBAP1	-0.138
MAP3K1	0.924
ANKRD9	-1.26225
FAM92A1	-0.912666666666667
GAB2	0.099125
AZU1	0.00750000000000001
DIS3	-0.261
C21orf109	-1.52533333333333
IQCB1	-0.63625
SPATS2	-0.678166666666667
EFCAB3	-0.39975
PRB3	-0.28
FUZ	0.396166666666667
ZNF813	1.145125
BMPER	-0.6735
HEG1	0.3035
ALS2CR11	-1.969
SURF2	-0.0745
PSMC1	-0.141416666666667
OR2D2	0.5935
SLC7A8	1.5015
C4orf40	-0.3755
SPATA7	1.029
MAZ	-0.7745
PIN4	1.40975
PDE1A	0.63975
TAF6L	-0.561166666666667
OR2T34	0.6105
KIAA0284	-0.21975
ACADS	-0.162727272727273
MKRN2	-0.4435
C18orf56	-2.74575
MS4A6E	0.186
GALNT4	0.0493
C22orf31	-0.184
FLJ36070	-0.0635
PSME4	-0.29775
TFG	0.0274
EPHX2	-0.75225
ANXA5	0.72125
KRTAP1-1	-0.3081
BATF	2.6555
KARS	-1.372
MSTP9	-2.458
GPR26	-0.374625
CCDC72	0.104
TEF	0.134666666666667
FOXK1	-0.9936
PRLHR	-0.162
EMX1	2.09825
C11orf30	-0.62475
ICK	-0.0975000000000001
THSD7B	-0.04975
C21orf100	-1.358
DUOX1	2.2255
EFCAB4B	-0.565
UBE2G2	-1.79916666666667
C3orf54	0.88175
PARP1	-0.942
FAM60A	-1.64808333333333
C6orf146	-0.44275
OR9K2	-0.2085
DDX55	-1.83333333333333
RPS15	0.721416666666667
ZNF618	0.4748125
DKFZp686D0972	1.12275
SSPO	-0.928
SHFM3P1	-0.430666666666667
CPA6	-0.6855
JAG2	0.911
DEFA3	0.1965
PPBPL2	0.035
CD34	4.57125
SLCO4A1	-3.22725
AFG3L1	-2.71933333333333
SHD	-0.46025
RP13-122B23.3	-1.46116666666667
PRKCSH	-0.916166666666667
DPH5	0.411166666666667
HLA-F	2.59375
TBC1D4	-0.3225
RIG	0.2498
GLUD1	-0.485
HNRPCL1	0.669375
HBXIP	0.29125
RNF207	-0.935
APIP	-0.0775
PLA2G3	-3.3395
CCDC84	-1.18325
MYLIP	0.240461538461539
PHIP	0.096
AARS2	-0.2605
DHX32	0.3195
SCAPER	-0.559666666666667
MEN1	-0.1555
NIP7	-0.5945
FLJ25404	0.595
FASTKD3	-0.10675
TMEM158	-1.8085
RARA	1.49125
BDH1	-0.6485
ANKRD16	0.0225
CARM1	0.507
SS18	0.232
IKZF2	0.1305
MYD88	0.088625
PML	0.02515
TAF1A	-0.15775
CBFB	-0.4395
HIST1H3H	-2.19816666666667
C7orf29	-1.545
COMMD4	-0.3605
DPP3	-1.6425
DAB2	2.248875
LOC388882	0.1275
YPEL4	-0.097
AGBL3	0.62225
LRP6	-0.5598
SERPINH1	0.39775
TLE1	-1.0515
CD244	0.860166666666667
ZDHHC15	0.4075
MGLL	0.5042
PLDN	-0.450916666666667
LOC654346	1.909
FAP	4.65125
GPR37	0.252333333333333
SCARA5	1.6545
EBF4	2.22618181818182
LSM6	0.012
MLLT1	-0.5843125
SLC5A12	-0.057
A2BP1	-0.341166666666667
COPS5	1.51566666666667
TPM4	-0.184428571428571
TNFSF4	2.80766666666667
ACADSB	1.12072222222222
HERPUD1	0.521
BCL2L11	-0.544277777777778
CEP78	-0.8
CDCA3	-1.41225
WBSCR19	0.1974
MYO1A	-1.734
PPEF1	4.10233333333333
LOC440348	-1.26
CPEB2	1.1375
BPTF	-0.6475
RPL21	0.4871875
GSX2	-0.4505
ADPRH	1.70483333333333
C17orf68	-0.401833333333333
KCNS1	-0.9815
MLLT6	-0.3146
PIWIL4	0.73875
RNF26	-1.13625
RAP1B	2.4375
ADAMTS1	-1.7013
ZNF571	1.80325
P2RY6	0.906
TRIM21	1.3485
CADM3	0.0105
NLRC5	0.228333333333333
ADRA2B	-0.246
LOC90835	-0.50625
PCF11	0.227
LOC400451	0.94325
GLTSCR1	-0.1678
C17orf88	-0.8175
CDH16	-1.7745
FGF7	2.7245
PCSK4	0.633333333333333
NPC1L1	-1.28866666666667
TAT	0.441571428571429
TBCA	-0.69125
MGC33407	0.42325
GPR115	-1.348625
CYGB	0.65
FNBP4	-1.38883333333333
C12orf43	-0.39925
CBL	-0.7941
CLECL1	3.81325
PPAPDC1A	3.21875
WDR25	0.0428333333333333
SGCA	2.0815
C22orf29	0.574333333333333
YIPF1	1.7145
GALK2	-0.48375
RAB3B	-3.201
LOC440087	0.60925
UCP1	-0.408
REEP5	2.524375
FADD	-0.7226
FOXA1	2.329
CACNA1A	0.112333333333333
ABI1	0.5925
GRIN2D	-0.20225
SLC1A4	-0.728
LOC401127	-1.29625
HINT2	0.2625
PLD4	0.217166666666667
ZNF286A	-0.98175
ENY2	1.5345
IL1F6	0.123
PXDNL	1.96675
C20orf79	0.318
TNFSF13B	3.899
DENND3	0.4865
JARID1D	-3.22125
HIST1H2AK	-0.3355
LOC93349	-0.4534
SSH1	-1.1339
ENSA	-1.133
LOC219854	0.353333333333333
CKAP2	-0.8503
DKFZP564J102	-0.0265
MGC87315	-1.00433333333333
HNRPAB	-1.59325
AMH	-2.1705
ZNF526	0.4165
BRUNOL5	0.4806
CACNG3	0.056
TRPM1	-2.21
PPP2R1A	0.472
COL2A1	-1.37475
DDN	-0.439666666666667
FLJ25770	0.413083333333333
HK2	-1.512
ELOVL6	-2.082875
MDK	-1.01525
EPHX1	1.38775
RASSF2	1.309375
DKFZP434B0335	-0.99025
DLX3	0.213125
PRTN3	-0.000499999999999997
AVPR1A	0.74975
C21orf125	-1.794
TNFAIP8	1.37283333333333
GNB2L1	0.17625
CALCRL	3.8935
SCGB2A2	7.96033333333333
UBXD7	-0.6305
ZNF674	-0.531
TMEM35	2.21825
BRSK2	-1.084875
HECTD3	-0.342666666666667
TMEM188	1.86741666666667
LGALS9	2.12225
SCARB2	1.02133333333333
USP34	-0.421083333333333
C17orf28	1.69683333333333
ZDHHC23	-1.0805
AQP12B	-0.9575
SLC16A3	-1.4755
APLP2	0.6685
ITIH2	-5.19075
MICAL3	-0.683
TNNI3K	0.1219
HDAC2	0.708375
PRR7	-1.3848
THBS2	2.03975
LOC751071	-0.661
CA2	0.973833333333333
RANBP17	0.7845
RLN3	0.321
CRYZ	1.02133333333333
GBAS	0.624166666666667
TAS1R1	-0.032
MPZL3	1.072
PCDH8	-0.36825
HSP90B1	-0.746
KCNK15	0.8435
TNIP2	-0.735833333333333
GPR146	0.16775
NOL6	-0.747875
SPC25	-3.11433333333333
STEAP2	1.22364285714286
VAMP3	0.385333333333333
TCIRG1	-0.2365
ZP4	1.035
PARL	0.692375
TRIM39	0.429833333333333
KIAA1305	1.69825
CRNN	0.056
GRN	0.06425
HSH2D	-2.61975
SCAMP1	0.92575
KIAA1913	2.01625
PTS	-0.525
BANP	-0.582642857142857
PRKACG	0.30775
ADCY6	-0.133666666666667
C16orf46	-0.1715
CYP51A1	-0.028625
DDC	-5.013
ANPEP	-0.408666666666667
PROM1	-1.88833333333333
SIGLEC10	2.3955
COPG	0.222
FAM26E	3.23675
TRIP4	-0.04625
SNX3	1.40033333333333
C1orf175	0.4575
PPY2	-0.441
C14orf152	0.85325
FTSJ1	-0.620666666666667
DST	-0.56135
LOC554235	0.41075
GLRX5	0.73825
C20orf12	0.4365
CAB39	0.947
MSH2	-1.01683333333333
PIP4K2C	0.80375
CYLD	3.434875
WTAP	1.07475
MGAT4A	2.06366666666667
TSC22D4	-1.0964
CHRM2	-1.428
PPYR1	0.271
CCNH	-0.1665
RRM1	-0.1475
ECAT8	-2.69325
LOC400120	-0.164
GABRA4	-0.065
C14orf4	1.95416666666667
C1orf59	-0.26975
CTDSPL	0.17975
NHEDC2	-0.259
PDE11A	-0.750875
KLHL29	-0.8895
CD5	-0.1289
TSPAN9	1.8070625
WDR67	-0.285
THUMPD1	0.3724
C18orf17	-0.7725
CLYBL	1.34
FLJ13231	-0.697125
CMBL	0.447875
LECT2	-0.084
NKAPL	3.38766666666667
LOC654780	1.2925
OR4C6	-0.209
RAB30	0.613
TSSK4	-0.1505
TMEM163	1.2005
OSBPL11	0.82025
GNB5	-0.882333333333333
CCL21	1.29475
C1orf121	0.275833333333333
FMO2	2.33866666666667
RPTN	1.61
MSTN	-0.7635
VCL	-0.488571428571429
FYTTD1	0.52425
C11orf1	0.17825
CCDC88C	-0.3731875
HFE	-0.0112222222222222
MOGAT1	-1.05
FAM125B	0.359166666666667
IRGQ	0.2145
RAVER2	-0.796
AKAP5	-1.4375
SSSCA1	-0.3455
C11orf63	-0.0562500000000001
ACTG2	1.5268
PORCN	-0.442
DTL	-1.68354545454545
TMEM151	0.8135
FAM122C	-1.161
RSAD2	4.4634
BAT4	-0.61
KRTDAP	-1.28316666666667
MYH8	0.41575
CRTC3	0.42825
LRRFIP2	0.1075
INTS4	-0.2205
TTN	-1.3945
SLC26A5	-0.3515
PLLP	-0.90225
RGS6	0.244875
SRGAP3	0.134375
ZNF525	0.54
NBR2	-0.3765
C13orf1	0.412
ZNF137	0.637
CEP27	-1.58225
BEST2	0.701
RNF121	0.17525
DMRTC2	0.26675
C8orf76	0.791
BCCIP	-0.097375
MEST	-0.7725
HTRA2	-0.462
ANGPTL2	1.719
ILKAP	0.0855
ERAS	0.476
HBS1L	-1.1815
CPA5	0.414
TMEM30A	1.6755
CD300LF	3.11316666666667
WISP3	0.7855
CRK	-0.186
PDS5A	-0.0636
BRPF3	0.7055
NEDD9	0.20175
SMPDL3B	-0.5045
PSG6	2.625
PSMD13	-0.20225
ETV5	-1.098125
OR51A4	0.147
BTBD7	0.36575
GSTO1	-0.56175
hCG_16001	1.421
MAD2L1BP	-0.002
COX6A2	0.2665
SCNN1A	1.3295
LSM1	2.23166666666667
UGT2B11	-0.66175
IDUA	0.5825
PPP2R3C	0.0945
COX11	-0.986
PDZK1	-2.1995
ZNF443	0.0678333333333333
MGC21874	0.806833333333333
ZNF323	2.275
KRTAP10-10	0.295
CXCL6	-0.614
SLC34A2	0.1138
LOC284402	0.45
NPTN	0.841
UPP1	-0.612666666666667
SLC6A9	-1.0745
OR7G3	-0.052
CISD1	-0.329
ZNF545	0.362333333333333
SYT14	-0.213
NT5C3L	-0.0956666666666667
ZNHIT3	0.3305
SNRPD3	0.19625
KIAA0701	0.855625
UNC93B1	-0.27
GMNN	-1.052625
SPCS2	1.31866666666667
LOC388524	0.509
NAPRT1	1.50825
PNLIPRP1	-0.959333333333333
OR6V1	0.8355
PRKAB1	-0.51
EYA4	-2.5545
KIF20A	-2.08475
ALG10	0.2205
ITPKC	0.887166666666667
LMX1B	0.327
RPUSD4	-0.8585
C7orf34	0.5335
DLGAP2	0.497375
PFN1	-0.9905
MICALL2	-0.953166666666667
ZNF654	-1.4785
SS18L1	-0.784875
SLC16A8	1.022
MKI67IP	0.286
ITGB3	-1.09775
TCEA3	1.46016666666667
CEP152	-3.056875
CLIP1	-0.41225
ZNF75	0.338875
ATP5C1	-0.709833333333333
NUDT5	-0.832166666666667
PSCDBP	1.11
UBP1	0.052
RBM27	0.06475
C13orf15	3.91075
ZNF282	-0.409666666666667
ZNF222	1.3034
COL10A1	5.78025
PRDM15	-0.92575
TTTY5	0.084
FAM9C	-0.561416666666667
C20orf67	-0.32
GNG13	-0.0995
F12	-1.407
C1orf41	-0.4845
CPXCR1	0.055
GSK3A	0.31675
SUPT6H	-0.554833333333333
PI16	2.891
ELL2	-0.856583333333333
C9orf167	-1.5445
PVRL3	-1.5736
FLJ38596	0.3755
ADAM20	0.18275
GPR89A	0.2045
GPR87	-2.4105
ZNF30	0.959
SMR3B	0.54875
ZNF770	-0.538875
TRPC4AP	-1.0145
DKFZP686E2158	1.20116666666667
C2orf28	0.316833333333333
FREM1	-0.529666666666667
LAMA4	1.00716666666667
ADPRHL2	-0.05425
EIF4G2	1.17933333333333
GUCA1A	0.496
CTNNA2	-1.45025
NUDT15	-0.1795
CEPT1	0.5075
ZNFX1	0.1366
CCDC92	0.9465
TDRD1	-1.72
KCNK5	-2.619
ETNK1	0.6615
LTA	0.6525
TTPA	-1.57183333333333
B3GALNT2	-0.604375
SC65	-0.655166666666667
PEX5L	-1.61985714285714
EPS15L1	-0.294
MGEA5	-1.2445
HIST1H3A	1.24275
ING1	0.21125
BCAT1	-1.352875
ORC6L	-0.868090909090909
KLK11	-4.33333333333333
C19orf28	-1.257375
DNER	-4.250375
MED22	-0.703
ETV6	1.08558333333333
CHAC2	-1.07375
CD300E	0.186
CEBPB	0.591583333333333
ZNF398	0.2195
LRCH3	-0.4365
HMGA1	-2.06683333333333
CAPN7	0.404833333333333
MGC5566	-2.9535
CCL3	3.692375
NANOS1	-0.11575
ZFYVE19	-0.402
APITD1	-0.2735
PARD3	-0.3235
IRAK4	0.1755
SERPINI2	-0.5185
CEP170L	-0.7445
TTC9	2.192875
MYOM3	-1.93825
MLPH	0.33425
LOC222699	0.619
NRG1	-1.73583333333333
TBC1D9	3.65827272727273
TTK	-1.92116666666667
ZNF557	1.2472
DDX41	-0.553166666666667
FANK1	2.1845
UBE2D2	0.15775
PSMB10	0.412625
MYH7B	0.0985
GABARAPL2	0.581625
MARVELD2	1.00833333333333
DGCR2	0.878166666666667
UNC45A	-0.4185
C6orf72	0.164
ZNF683	4.23825
GIT2	0.064625
CASK	1.86866666666667
C14orf161	3.33133333333333
LRRC44	-1.35125
TIFA	1.033625
UTP11L	-0.243375
C6orf65	1.37725
FDPS	-0.38175
DUSP9	-1.7424
SLC17A8	1.19116666666667
OR51G1	0.3945
NANS	-0.00624999999999999
OLFML1	2.57675
ATP10B	-1.30442857142857
NPAS3	-1.1335
PRKCA	-2.2354
GGA2	0.1209375
LCE4A	0.9825
SPANXN3	-0.11175
CCDC115	1.934125
SDCCAG3	-0.73975
GLIPR1L1	0.61375
TTC1	0.50925
C17orf76	0.691
MAD2L2	-1.004
HIPK1	-0.4429
LRRC3B	0.799
CLN3	-0.567272727272727
C17orf47	1.082
FMN2	-0.195875
TUBB1	-1.46375
WAPAL	-0.597666666666667
C3orf21	-0.587125
SCN5A	-0.6087
SMYD1	-0.11725
BEX5	1.048
ZNF192	-0.406
SEC22A	0.724833333333333
GRIA2	0.211538461538462
KIAA0825	-0.98325
NUSAP1	-2.60645454545455
LANCL1	0.014
C15orf40	-0.7842
ZNF645	0.593875
GPR61	-0.10375
NLRP14	0.0425
SNX21	0.0427
C1QTNF8	0.7365
C17orf46	0.35625
IFNA8	-0.5075
SPRR1B	-2.79683333333333
FLRT1	-0.73475
SNX17	-0.812
ASB2	0.4295
HBG1	-5.306
RPRML	-2.01675
JOSD2	0.880666666666667
PLSCR3	0.31325
SPOCD1	0.0528333333333333
RAB39	0.5445
GHRH	-0.221666666666667
ITIH5L	0.2085
C17orf37	0.4565
SMCR8	0.22425
DPY19L2P3	-1.19316666666667
IL11RA	1.35966666666667
GDF3	-3.57383333333333
RPS6KB1	-1.42641666666667
DNAJC19	0.62
TOP1	-0.59925
CRCT1	-0.01325
MPST	0.288125
DPM2	0.33025
FAM38B	-0.9905
SLC18A1	-2.4186
FARP1	1.21633333333333
PAX7	0.15775
TUBD1	-1.39525
GNL3	-0.502875
BTG2	2.29793333333333
NDUFS6	-0.22975
C1orf79	-1.2235
ERAL1	-0.51775
ECHS1	0.1795
VPS4A	-0.837833333333333
CYP11A1	-0.28725
ABCC6	-0.407642857142857
PBX4	-1.923
MOSC1	-1.218875
NCF4	1.17975
HYMAI	-0.0605
NAGPA	-0.493375
OTOP2	0.2095
ACOT12	0.423
MTHFD2L	-0.722875
LOC441376	4.335
C19orf34	-0.411
RAB1B	0.1585
ALDOAP2	-0.679
NTRK1	-0.0731666666666667
ARTS-1	1.1016
SLC6A11	-0.7705
NAP1L2	-0.2465
CNGB1	0.0315
EPB41L4B	-0.223166666666667
FAM134B	2.004875
HS3ST3A1	-0.0818333333333333
CPXM2	5.3145
SIRPB2	0.5115
CHORDC1	0.0883333333333333
TRIB3	-1.54333333333333
SLC2A5	1.5615
C2orf49	-0.6085
DDX5	-0.453
OR5L1	0.3465
ANAPC4	-0.505
ZSWIM1	0.713
LOC93622	0.190625
KCNK3	-0.554
RP11-35N6.1	-2.39485714285714
ZFP161	0.4815
AQP9	5.19675
SLC15A2	-1.6775
MREG	0.925333333333333
OR9I1	0.4405
PDLIM2	0.565375
ADAM7	0.699
GSTCD	-0.9415
WDR21A	0.447375
SLC12A8	1.70333333333333
TMEM174	0.50625
IGSF3	0.44675
LRRN1	0.67575
LOC402117	-0.49475
SRPK1	-0.635333333333333
LY6K	-1.5465625
NFIA	2.239
PTCD3	-0.476125
LEP	2.412
PCDH21	-0.961333333333333
MAPKAPK2	0.435571428571429
NMNAT1	-0.196333333333333
LHFPL2	1.3415
C9orf43	-0.41825
DIP2A	-1.205
ACTR8	0.0985
CCDC34	-1.4565
PTPN22	0.400125
ITGA3	-1.425625
FAM129C	-0.54425
RABGGTA	-0.113166666666667
UNC45B	0.4815
KIAA1033	-0.877875
ZNF510	0.268333333333333
CYP2D6	-0.4495
SLC26A10	-2.0475
STX8	0.449
LUZP1	0.31925
WDR89	0.0945
EIF4G3	-0.6636
C5AR1	1.5325
ZNF623	1.2745
A2M	0.75825
TGM7	0.2485
GRPEL1	-0.553666666666667
LMNB2	-1.7025
ROCK2	-0.115333333333333
SNX16	1.606875
CCDC66	0.0465
ANXA3	1.8135
KIAA1609	-0.204875
EED	-0.44525
RNF32	0.8145
HES1	-0.7839
CLC	0.8075
ISL1	-1.59066666666667
KIAA0528	-0.093625
MANEA	0.537125
C1orf61	-2.189
hCG_2001000	1.52425
RAPGEF6	-0.3263
KIAA0020	-0.128833333333333
NEIL1	-0.447
C16orf45	1.22925
RBM10	-0.651333333333333
C10orf125	-0.394875
MRS2L	-0.53725
DNAH17	-1.197625
C19orf10	-0.6455
C1orf160	0.267
SLFN12	1.6175
EXOC3	-0.744666666666667
HIST3H3	0.4175
NCOR2	-0.332166666666667
TNFRSF9	0.29175
MFSD8	0.94575
ALX1	-3.85766666666667
NOL1	-1.5125
PODN	3.24825
TIAL1	-0.922
HIST1H1E	-1.8145
NPY6R	-0.03525
TM4SF4	0.38425
CORO2A	0.318
ETNK2	-0.0398333333333333
APOE	1.6042
ANGPT4	0.0755
HDGF2	-1.0005
G30	0.964
ST8SIA4	0.459375
F2RL1	1.29325
FAM19A4	-3.77525
CCAR1	-0.45475
B3GNT7	0.10275
OPHN1	0.4821
DSCR6	-0.346
C21orf13	0.865833333333333
GAS2L1	0.422666666666667
RFX3	-0.243
COPS4	0.622
BCHE	-3.65166666666667
BCL2	2.152
HBZ	-3.21433333333333
ARL13B	-0.4825
MAPBPIP	1.308
MYO15B	-0.840125
SPZ1	0.6935
KIAA1324	2.67577777777778
PLCL2	0.3475
C4orf29	-0.6835
WDFY2	0.127875
ZNF284	0.025
NAALADL1	0.9285
DUSP5	-0.619666666666667
PXDN	1.76925
SLMO1	-0.86625
TNXB	0.3541
BIRC7	-0.343
A4GALT	1.43366666666667
TIMM22	0.10025
FAM110C	0.884
TOMM34	-1.11625
ABHD9	0.0555
ADAM32	1.284
CRHBP	1.4175
AQP2	0.603
LOC130355	1.94175
ZNF187	1.1175
ZNF816A	1.539
F7	-0.069875
CNOT1	-0.4569
SLC13A4	-1.18375
ZBTB11	-0.488
B3GALT5	-0.1695
EXOC2	1.5565
IRS1	0.1845
TMEM1	-0.293666666666667
MRPL34	-0.158333333333333
SAMM50	-0.46025
CDC42EP3	1.780875
HSF2	-0.2058
MFN2	-0.21
TSPAN7	-0.857333333333333
NUCB1	1.33458333333333
RHOH	-1.6565
ARL16	-0.685
TACR1	0.16575
SFRS5	-0.691
SNX25	0.25225
RHBDF1	0.169666666666667
PCDH18	2.81116666666667
HMG1L1	-0.41075
MYO5C	0.393875
MAPK10	0.8315
LDHAL6A	-0.3678
NUDT12	1.24616666666667
NCAM1	0.070375
GLIS2	0.1695
GGTL4	-0.0955
DAPP1	-0.256
ATF7	0.553875
KIAA0748	-0.25575
NFIL3	0.2375
TM6SF1	1.1663
SEZ6	0.188625
NANOS3	0.486666666666667
DNAJA3	-0.899666666666667
CLDN6	-3.048
CIITA	2.8507
EPHA4	-1.43241666666667
FANCC	-0.26625
CMTM3	1.11425
PSG3	1.598125
MRPL15	-0.53625
C21orf59	-0.70225
PLCXD2	0.036
C2orf34	-0.097375
UBE2L6	2.401375
MED14	-0.0281666666666667
HP1BP3	-0.3414
C6orf208	-0.0255
TPBG	0.55375
OSR2	0.366375
XPC	-0.802
KLHL7	0.0724166666666666
CCR3	-0.264333333333333
AGTPBP1	-0.266833333333333
PCSK6	-0.4644
STAT5A	-0.8428
FAM18B	0.1565
LONRF2	0.435333333333333
PTPN2	-0.488375
SF3A3	-1.04466666666667
EFCBP2	-0.1045
HCFC1	-1.39583333333333
AHNAK	-0.08085
ACTR5	-0.32575
KIF14	-2.94142857142857
TENC1	0.16775
HEATR5B	0.774
YIPF2	0.489333333333333
MYEOV2	1.45
DUSP18	1.13825
KIAA1012	-0.08525
AHR	1.53416666666667
C17orf53	-1.75033333333333
PTPRH	-3.437
ATP6V1C1	2.0054
TAS2R3	0.177
LOC440356	-1.05275
COQ10B	0.493
PSMF1	0.16275
SORBS2	0.6975
NFE2L2	0.398
TMCO7	-0.27125
SH3PXD2A	0.4598
SH2D2A	-0.82825
SPINK5	-3.75975
MRPS24	-0.68225
OPA3	0.51075
TRAF7	-0.576333333333333
C4orf35	0.121333333333333
MT1G	-1.1525
MGC39545	0.33
HS1BP3	0.1999
OR2B2	0.0495
CHRM4	0.082
SFRP2	3.892
RIC3	0.02925
ART1	0.9365
C6orf1	1.403875
DUS4L	0.281
C10orf104	0.36075
TNFAIP6	4.1695
RTEL1	-1.23425
CCT4	-0.2183
ZNF709	-0.3655
CHMP6	-0.0583333333333333
UPP2	0.77575
CYP19A1	-0.9505
CD151	-1.1645
NDUFA13	0.458666666666667
ARFRP1	-0.368833333333333
FAM26B	2.249
CRYBA1	-1.414
MRPL41	-0.560833333333333
NPFFR2	-0.28775
HRH2	0.206
SCAMP3	-0.02
MTMR6	1.0247
MTG1	-1.42116666666667
UBTD1	1.05425
CRABP1	-3.137
FLJ33790	1.2104
KIAA1908	-0.550833333333333
GPR158	-0.74825
PACSIN3	-0.252333333333333
OMD	5.22583333333333
CATSPER1	1.07416666666667
HOXB8	-0.94825
FBXO46	0.609
OAS1	1.204
SVIL	0.37175
PHB2	-1.197
ADCY3	-0.6525
NDRG2	0.877
ERMAP	0.4271
APBA2	-0.838666666666667
IGSF9	1.8525
WNT6	-0.867285714285714
MYCBPAP	1.78625
ATP2B2	-0.5552
CPVL	0.9996
TRAM2	-0.306833333333333
NOP5/NOP58	-0.88
ZNRF4	0.11975
TLK1	0.464625
MTMR12	-0.0825714285714286
ZNF384	-0.531666666666667
FAM9B	-3.0785
RPN1	0.2335
PMVK	1.32875
EIF3D	0.3472
SIX2	-0.13475
HPS1	-0.318428571428571
RNF7	0.40675
PSKH2	0.327
KCTD13	-0.446666666666667
CSMD3	-0.232
FBF1	-0.208
IL8	-2.45475
SERPINB13	0.807454545454545
FBXL20	-0.3025
BLR1	0.70525
SH2B1	-1.01483333333333
RFNG	-0.9275
RAB20	1.50733333333333
RBM7	0.3635
POLR1A	-0.575833333333333
TMPRSS4	-3.039
TAF9	-0.02525
TERF2	-0.227166666666667
TNFRSF1A	0.386166666666667
ACADVL	-0.674666666666667
GTF2H5	0.29
EDG8	-0.739333333333333
C9orf140	-2.298375
UST6	0.007
ZBTB8OS	-0.20625
ZNF710	0.7375
GPR174	-1.2695
ATP6V0A2	-0.91775
KIAA0319L	-1.49325
XKRX	-0.61
DOPEY2	0.6548
SDHD	0.691833333333333
SUMF1	2.287
OSM	4.21975
OPN3	0.406
DAGLB	-0.501333333333333
PPFIBP1	0.6857
TRIM63	-1.94175
C10orf53	0.42
LYPD3	0.379666666666667
BCL7A	-0.868125
AGER	-1.2325
TCF19	-1.2125
SAT2	0.396
PFTK1	0.857166666666667
GABRE	-2.9815
C15orf38	1.8556
FIS1	0.952
KCNV2	-0.243
CLPS	0.60425
PPCDC	-0.770875
FOXN2	-0.429666666666667
NT5E	-2.0229
CD83	1.7745
IL18	1.967125
VPS16	0.3725
IGFBP2	-2.05866666666667
NOTCH2	0.59825
SIGLEC1	3.628125
CD93	6.031
SULF2	1.746
CEP164	-0.41275
P53AIP1	0.0825
TOR2A	-0.463166666666667
ZNF136	0.43175
MGP	4.2006
CCDC144A	0.552666666666667
TRPC1	-0.0251666666666667
SMS	0.107333333333333
MAPK7	-0.197
RRAGC	1.474
PARD6A	0.441166666666667
NUB1	0.891666666666667
SYNGR4	-0.28125
OR11H12	0.1685
WIF1	1.099125
GCH1	0.36625
OR11H4	0.777
SLC44A5	0.2485
GPRIN2	-0.5295
LOC401431	1.02475
CPA4	-2.0852
MELK	-2.135
IL15RA	0.61675
CUL3	1.089
HMBOX1	-0.39
PODXL	-1.185
CCT6B	0.588333333333333
COMTD1	-0.8105
