Hybridization REF	TCGA-BH-A18Q-01A-12R-A12D-07
C14orf152	0.27525
FTSJ1	-1.06366666666667
DST	1.6171
LOC554235	-0.31475
GLRX5	-0.80575
C20orf12	2.6557
CAB39	-0.682166666666667
MSH2	-0.478666666666667
PIP4K2C	0.63425
CYLD	1.545
WTAP	0.39425
MGAT4A	0.235444444444444
TSC22D4	-0.0526
CHRM2	1.8315
PPYR1	0.2755
CCNH	-0.52
RRM1	-0.676
ECAT8	-4.15325
LOC400120	-1.12
GABRA4	0.139125
C14orf4	1.497
C1orf59	1.37875
CTDSPL	0.327
NHEDC2	-0.4195
PDE11A	-2.17313333333333
KLHL29	-2.504
CD5	-0.3996
TSPAN9	1.9573125
WDR67	-0.621
THUMPD1	0.4092
C18orf17	-1.0295
CLYBL	0.496333333333333
FLJ13231	-0.448
CMBL	-2.31775
LECT2	-0.135333333333333
NKAPL	1.70566666666667
LOC654780	0.915
OR4C6	-0.4295
RAB30	-0.665333333333333
TSSK4	-0.912
TMEM163	-0.3735
OSBPL11	1.09716666666667
GNB5	-2.07416666666667
CCL21	0.201
C1orf121	0.820333333333333
FMO2	3.577
RPTN	null
MSTN	0.8695
VCL	0.578857142857143
FYTTD1	0.60025
C11orf1	0.2855
CCDC88C	-0.6141875
HFE	-0.443333333333333
MOGAT1	-0.9125
FAM125B	0.9535
IRGQ	0.6
RAVER2	1.19375
AKAP5	-2.0795
SSSCA1	-0.695
C11orf63	0.627875
ACTG2	3.846
PORCN	-1.9295
DTL	-0.421818181818182
TMEM151	0.43625
FAM122C	-1.39575
RSAD2	3.983
BAT4	-0.0225
KRTDAP	-1.53383333333333
MYH8	0.408
CRTC3	0.926
LRRFIP2	0.8519
INTS4	-0.788
TTN	-0.8304
SLC26A5	0.804
PLLP	0.92475
RGS6	1.03175
SRGAP3	0.5495
ZNF525	-0.147
NBR2	-1.00783333333333
C13orf1	-0.2734
ZNF137	0.46
CEP27	-1.91125
BEST2	-0.072
RNF121	-0.0335
DMRTC2	-0.08025
C8orf76	0.09675
BCCIP	-0.478125
MEST	-0.79825
HTRA2	-0.1665
ANGPTL2	-1.18875
ILKAP	-1.01983333333333
ERAS	0.479
HBS1L	0.84975
CPA5	-0.5955
TMEM30A	0.463833333333333
CD300LF	2.3105
WISP3	7.027
CRK	0.371857142857143
PDS5A	-0.6804
BRPF3	0.112666666666667
NEDD9	-1.489125
SMPDL3B	2.0015
PSG6	-0.84025
PSMD13	-0.0105
ETV5	1.172375
OR51A4	-0.0525
BTBD7	-0.253416666666667
GSTO1	-1.8095
hCG_16001	-0.1395
MAD2L1BP	-0.473333333333333
COX6A2	1.4935
SCNN1A	0.37
LSM1	0.057
UGT2B11	-1.23075
IDUA	-0.13675
PPP2R3C	-0.468333333333333
COX11	-0.958333333333333
PDZK1	-2.633
ZNF443	0.3075
MGC21874	0.203666666666667
ZNF323	0.839
KRTAP10-10	0.4085
CXCL6	-0.85375
SLC34A2	2.955
LOC284402	2.7135
NPTN	1.03333333333333
UPP1	-1.832
SLC6A9	1.0145
OR7G3	-1.107
CISD1	-0.00433333333333333
ZNF545	0.688166666666667
SYT14	-1.713
NT5C3L	-0.1285
ZNHIT3	-0.633166666666667
SNRPD3	0.20475
KIAA0701	0.183875
UNC93B1	0.0906666666666667
GMNN	-0.5135
SPCS2	0.4565
LOC388524	-0.3765
NAPRT1	0.450875
PNLIPRP1	0.563
OR6V1	0.5185
PRKAB1	-0.468
EYA4	-1.4754
KIF20A	-0.36425
ALG10	0.08275
ITPKC	1.3605
LMX1B	-0.1655
RPUSD4	-0.546666666666667
C7orf34	0.168833333333333
DLGAP2	0.2585
PFN1	-0.0136
MICALL2	-1.11275
ZNF654	0.7875
SS18L1	-0.05275
SLC16A8	0.53025
MKI67IP	-0.888333333333334
ITGB3	-0.869875
TCEA3	1.31125
CEP152	-1.4874375
CLIP1	1.207
ZNF75	0.4349375
ATP5C1	0.135166666666667
NUDT5	-0.269833333333333
PSCDBP	0.24225
UBP1	-0.1005
RBM27	-0.12425
C13orf15	2.815
ZNF282	-0.404166666666667
ZNF222	0.218
COL10A1	4.50625
PRDM15	-0.03025
TTTY5	-0.8925
FAM9C	-0.400916666666667
C20orf67	0.1355
GNG13	0.3135
F12	-1.727
C1orf41	-0.05925
CPXCR1	0.252
GSK3A	0.6605
SUPT6H	-0.683833333333333
PI16	-0.4375
ELL2	-0.207916666666667
C9orf167	-1.86316666666667
PVRL3	-3.1825
FLJ38596	1.3445
ADAM20	-0.45775
GPR89A	0.91
GPR87	-0.2595
ZNF30	0.3485
SMR3B	0.9
ZNF770	-0.552375
TRPC4AP	-0.278
DKFZP686E2158	-0.166
C2orf28	-0.6335
FREM1	-1.478
LAMA4	0.486166666666667
ADPRHL2	0.6155
EIF4G2	0.354833333333333
GUCA1A	-1.291
CTNNA2	-1.488875
NUDT15	-0.259833333333333
CEPT1	-0.626
ZNFX1	0.7673
CCDC92	1.35675
TDRD1	-1.451
KCNK5	1.17666666666667
ETNK1	0.2095
LTA	0.5625
TTPA	0.558833333333333
B3GALNT2	0.7635
SC65	-0.689
PEX5L	-1.139875
EPS15L1	-0.47475
MGEA5	-0.444
HIST1H3A	1.1045
ING1	0.79175
BCAT1	-3.983375
ORC6L	-1.33818181818182
KLK11	1.16283333333333
C19orf28	-1.1025
DNER	-3.16475
MED22	-0.741071428571429
ETV6	2.45316666666667
CHAC2	-1.65425
CD300E	-1.137
CEBPB	2.11018181818182
ZNF398	-1.727
LRCH3	0.437
HMGA1	-0.272333333333333
CAPN7	0.0798333333333334
MGC5566	-3.13475
CCL3	2.44475
NANOS1	0.561375
ZFYVE19	-0.328
APITD1	-0.976
PARD3	0.638
IRAK4	-0.312833333333333
SERPINI2	3.021
CEP170L	-0.68425
TTC9	1.808125
MYOM3	-0.85275
MLPH	-3.12775
LOC222699	0.8225
NRG1	-0.55125
TBC1D9	-0.870545454545455
TTK	-0.256166666666667
ZNF557	0.2514
DDX41	-0.9425
FANK1	-0.212
UBE2D2	0.126875
PSMB10	1.307
MYH7B	0.188
GABARAPL2	0.83475
MARVELD2	2.24566666666667
DGCR2	0.856833333333333
UNC45A	0.623833333333333
C6orf72	1.2705
ZNF683	5.052
GIT2	-0.016625
CASK	-0.358666666666667
C14orf161	3.1685
LRRC44	0.30225
TIFA	1.8655
UTP11L	-0.38425
C6orf65	-1.285
FDPS	0.31775
DUSP9	-2.0377
SLC17A8	1.98816666666667
OR51G1	0.013
NANS	-0.75375
OLFML1	1.04
ATP10B	-0.374125
NPAS3	1.94075
PRKCA	-2.6086
GGA2	0.6175625
LCE4A	0.5785
SPANXN3	-0.91175
CCDC115	0.294625
SDCCAG3	-1.49175
GLIPR1L1	-0.136666666666667
TTC1	-0.73375
C17orf76	-1.87575
MAD2L2	-1.982
HIPK1	-0.4921
LRRC3B	-1.1194
CLN3	0.360681818181818
C17orf47	0.4545
FMN2	-1.70875
TUBB1	-1.608
WAPAL	0.0855
C3orf21	-0.52775
SCN5A	-0.9225
SMYD1	3.2975
BEX5	-0.69675
ZNF192	0.0895
SEC22A	0.952
GRIA2	2.16414285714286
KIAA0825	-2.0705
NUSAP1	-1.01618181818182
LANCL1	-0.431875
C15orf40	-0.6573
ZNF645	-0.018375
GPR61	0.19525
NLRP14	0.2645
SNX21	-0.6833
C1QTNF8	0.1875
C17orf46	0.5535
IFNA8	1.168
SPRR1B	-3.50733333333333
FLRT1	-0.7735
SNX17	-0.557833333333333
ASB2	-0.0106666666666667
HBG1	-4.6595
RPRML	3.01725
JOSD2	-0.753833333333333
PLSCR3	-0.31375
SPOCD1	-2.37716666666667
RAB39	-0.08
GHRH	-0.6705
ITIH5L	-0.26575
C17orf37	0.27075
SMCR8	-0.06525
DPY19L2P3	-0.7855
IL11RA	2.02066666666667
GDF3	-4.40266666666667
RPS6KB1	-1.11875
DNAJC19	0.5048
TOP1	-0.73775
CRCT1	-0.897
MPST	-0.13225
DPM2	-0.086
FAM38B	-3.33616666666667
SLC18A1	-3.5275
FARP1	2.11
PAX7	-0.04525
TUBD1	-0.03125
GNL3	-0.4795
BTG2	-0.103533333333333
NDUFS6	-0.557
C1orf79	-0.49275
ERAL1	-1.28225
ECHS1	0.23375
VPS4A	0.0748333333333333
CYP11A1	-0.955
ABCC6	-1.97028571428571
PBX4	-1.574
MOSC1	-0.54325
NCF4	0.694
HYMAI	0.527
NAGPA	-0.267875
OTOP2	-0.18825
ACOT12	-0.38725
MTHFD2L	-0.579375
LOC441376	5.91025
C19orf34	0.437
RAB1B	0.124
ALDOAP2	-1.009
NTRK1	-1.84733333333333
ARTS-1	1.0898
SLC6A11	-0.1035
NAP1L2	-1.42875
CNGB1	-0.346833333333333
EPB41L4B	-0.171416666666667
FAM134B	1.822875
HS3ST3A1	-2.69666666666667
CPXM2	3.21925
SIRPB2	-0.4195
CHORDC1	-0.6805
TRIB3	-1.35833333333333
SLC2A5	0.416
C2orf49	-1.06933333333333
DDX5	-0.08325
OR5L1	1.1095
ANAPC4	-0.377333333333333
ZSWIM1	-0.207
LOC93622	-0.56375
KCNK3	-0.2969
RP11-35N6.1	-2.263625
ZFP161	-0.000666666666666667
AQP9	0.93575
SLC15A2	1.77116666666667
MREG	-1.87116666666667
OR9I1	0.705
PDLIM2	-0.42075
ADAM7	0.4395
GSTCD	-0.765166666666667
WDR21A	0.1845
SLC12A8	2.3245
TMEM174	-0.116
IGSF3	1.38541666666667
LRRN1	0.528
LOC402117	-0.228
SRPK1	0.562666666666667
LY6K	0.479
NFIA	1.216
PTCD3	-0.13875
LEP	2.674
PCDH21	-0.724666666666667
MAPKAPK2	0.725642857142857
NMNAT1	-1.0725
LHFPL2	1.4145
C9orf43	-0.18875
DIP2A	0.7385
ACTR8	-0.5265
CCDC34	-1.2125
PTPN22	1.266125
ITGA3	-1.371
FAM129C	-0.17925
RABGGTA	0.0511666666666667
UNC45B	0.36025
KIAA1033	0.279
ZNF510	-0.318166666666667
CYP2D6	0.138666666666667
SLC26A10	-1.7575
STX8	-0.177
LUZP1	0.01775
WDR89	-0.237
EIF4G3	-0.6633
C5AR1	1.201
ZNF623	0.2225
A2M	2.62725
TGM7	0.0405
GRPEL1	-0.910333333333333
LMNB2	-0.0327
ROCK2	0.683666666666667
SNX16	0.223
CCDC66	-0.20575
ANXA3	-1.81175
KIAA1609	2.0045
EED	-0.548
RNF32	-0.0658333333333334
HES1	0.9963
CLC	3.0245
ISL1	-1.42216666666667
KIAA0528	0.26875
MANEA	0.7755
C1orf61	0.3065
hCG_2001000	-0.3665
RAPGEF6	-0.7182
KIAA0020	0.331166666666667
NEIL1	1.25725
C16orf45	-1.8405
RBM10	-0.372
C10orf125	-0.57425
MRS2L	-0.75225
DNAH17	-1.04825
C19orf10	-0.268
C1orf160	0.32475
SLFN12	0.71825
EXOC3	0.0768333333333334
HIST3H3	1.056
NCOR2	0.437833333333333
TNFRSF9	0.2465
MFSD8	-0.523
ALX1	-0.990333333333333
NOL1	-0.1865
PODN	1.83525
TIAL1	-0.86775
HIST1H1E	0.886
NPY6R	0.055
TM4SF4	1.6225
CORO2A	-1.31625
ETNK2	-1.2215
APOE	-0.2514
ANGPT4	0.576
HDGF2	0.58475
G30	-0.4425
ST8SIA4	-0.724625
F2RL1	-0.5865
FAM19A4	-1.72075
CCAR1	-0.28625
B3GNT7	0.2955
OPHN1	-0.0219
DSCR6	1.761
C21orf13	-0.220666666666667
GAS2L1	1.04491666666667
RFX3	-0.0938333333333333
COPS4	-0.629625
BCHE	-1.07283333333333
BCL2	3.85625
HBZ	-2.66816666666667
ARL13B	1.065
MAPBPIP	0.01825
MYO15B	-0.067375
SPZ1	0.803
KIAA1324	2.14022222222222
PLCL2	-0.8185
C4orf29	-1.58675
WDFY2	-0.315375
ZNF284	-0.144
NAALADL1	-0.265
DUSP5	-0.531
PXDN	0.82975
SLMO1	0.2125
TNXB	0.348
BIRC7	-1.1985
A4GALT	1.80883333333333
TIMM22	-0.1575
FAM110C	-0.7395
TOMM34	-0.295
ABHD9	0.9235
ADAM32	3.985
CRHBP	-1.16125
AQP2	0.4525
LOC130355	0.395
ZNF187	0.607833333333333
ZNF816A	0.4425
F7	-0.979
CNOT1	0.0033
SLC13A4	-1.55975
ZBTB11	0.27875
B3GALT5	0.21325
EXOC2	-0.4235
IRS1	-0.5971
TMEM1	0.368666666666667
MRPL34	-0.0703333333333333
SAMM50	-0.74025
CDC42EP3	-0.57525
HSF2	0.9843
MFN2	-0.75425
TSPAN7	-2.39266666666667
NUCB1	1.38833333333333
RHOH	-2.362
ARL16	0.3595
TACR1	0.19875
SFRS5	-0.600333333333333
SNX25	-2.84575
RHBDF1	1.357
PCDH18	0.881333333333333
HMG1L1	0.4955
MYO5C	0.42425
MAPK10	-0.3125
LDHAL6A	0.518333333333333
NUDT12	0.532333333333333
NCAM1	0.07325
GLIS2	0.535
GGTL4	0.26575
DAPP1	2.064
ATF7	1.352125
KIAA0748	-1.18725
NFIL3	-0.2285
TM6SF1	0.2686
SEZ6	-0.55
NANOS3	-0.0391666666666667
DNAJA3	-0.141666666666667
CLDN6	-3.3895
CIITA	3.7877
EPHA4	-1.55158333333333
FANCC	0.01475
CMTM3	-0.4355
PSG3	-0.687285714285714
MRPL15	-0.421
C21orf59	-0.423
PLCXD2	-0.51125
C2orf34	-0.471125
UBE2L6	1.8755
MED14	-0.626166666666667
HP1BP3	0.4512
C6orf208	-0.144
TPBG	-0.4505
OSR2	0.70675
XPC	-0.0655
KLHL7	-0.801333333333333
CCR3	0.175833333333333
AGTPBP1	-0.301333333333333
PCSK6	-0.939466666666667
STAT5A	-0.5898
FAM18B	-0.1905
LONRF2	-0.556333333333333
PTPN2	-0.33225
SF3A3	0.181333333333333
EFCBP2	-1.429
HCFC1	0.171
AHNAK	0.0976
ACTR5	0.118
KIF14	-0.761857142857143
TENC1	1.4795
HEATR5B	0.005
YIPF2	1.217
MYEOV2	-0.214333333333333
DUSP18	0.921
KIAA1012	0.13725
AHR	-0.4235
C17orf53	-0.959833333333333
PTPRH	-4.12925
ATP6V1C1	0.2232
TAS2R3	0.2965
LOC440356	1.20775
COQ10B	-0.7885
PSMF1	0.721
SORBS2	4.64083333333333
NFE2L2	-0.98525
TMCO7	-0.624
SH3PXD2A	0.1711
SH2D2A	-0.9675
SPINK5	-4.30525
MRPS24	-1.159
OPA3	0.63525
TRAF7	0.853166666666667
C4orf35	0.100333333333333
MT1G	-0.375875
MGC39545	-0.35725
HS1BP3	-0.4159
OR2B2	-1.0535
CHRM4	0.0425
SFRP2	0.711333333333333
RIC3	1.29825
ART1	-0.1585
C6orf1	-0.460375
DUS4L	-1.83925
C10orf104	0.24525
TNFAIP6	0.1685
RTEL1	-0.86675
CCT4	-0.5808
ZNF709	-0.40225
CHMP6	0.378333333333333
UPP2	-0.55975
CYP19A1	-3.38
CD151	-0.0411666666666667
NDUFA13	0.086
ARFRP1	-0.200833333333333
FAM26B	0.40925
CRYBA1	-1.674
MRPL41	-0.753666666666667
NPFFR2	-2.53375
HRH2	0.413
SCAMP3	0.489666666666667
MTMR6	0.1713
MTG1	-1.11216666666667
UBTD1	0.4765
CRABP1	1.226
FLJ33790	0.3583
KIAA1908	-1.40783333333333
GPR158	-2.277
PACSIN3	-0.132
OMD	1.0765
CATSPER1	-0.754833333333333
HOXB8	-0.0195
FBXO46	1.414
OAS1	1.553
SVIL	1.30525
PHB2	0.27975
ADCY3	0.0055
NDRG2	3.30183333333333
ERMAP	0.9837
APBA2	0.2505
IGSF9	2.02375
WNT6	0.872642857142857
MYCBPAP	-0.3045
ATP2B2	0.403555555555555
CPVL	-0.8959
TRAM2	-0.763
NOP5/NOP58	0.14025
ZNRF4	-0.31225
TLK1	-0.531375
MTMR12	1.54892857142857
ZNF384	1.151
FAM9B	-3.898
RPN1	0.7788
PMVK	0.692
EIF3D	0.8337
SIX2	0.8735
HPS1	0.292428571428571
RNF7	0.124
PSKH2	0.238
KCTD13	0.0203333333333333
CSMD3	-0.811666666666667
FBF1	-0.858
IL8	-6.11875
SERPINB13	1.31166666666667
FBXL20	-0.4895
BLR1	0.30025
SH2B1	0.791
RFNG	0.989375
RAB20	0.4815
RBM7	-0.3895
POLR1A	-0.256833333333333
TMPRSS4	-3.7085
TAF9	-0.8485
TERF2	0.750833333333333
TNFRSF1A	0.493666666666667
ACADVL	-0.679166666666667
GTF2H5	0.288
EDG8	-0.280333333333333
C9orf140	-0.596375
UST6	-0.50775
ZBTB8OS	-0.58675
ZNF710	1.274
GPR174	-1.2975
ATP6V0A2	-0.76875
KIAA0319L	1.00216666666667
XKRX	0.0405
DOPEY2	0.6951
SDHD	-0.286666666666667
SUMF1	0.8635
OSM	2.43
OPN3	-2.01875
DAGLB	-0.691
PPFIBP1	-0.0927
TRIM63	-4.65925
C10orf53	-0.015
LYPD3	-1.47916666666667
BCL7A	0.204875
AGER	-0.8045
TCF19	0.974375
SAT2	-0.71725
PFTK1	0.400666666666667
GABRE	-0.691625
C15orf38	0.0981
FIS1	-1.3285
KCNV2	-0.17525
CLPS	0.2045
PPCDC	-0.015125
FOXN2	0.44
NT5E	-1.3609
CD83	2.26475
IL18	0.03675
VPS16	0.41825
IGFBP2	-2.203
NOTCH2	0.833
SIGLEC1	3.362
CD93	4.4765
SULF2	-1.69525
CEP164	-0.11925
P53AIP1	0.4905
TOR2A	-0.1605
ZNF136	0.269
MGP	3.4534
CCDC144A	0.3978
TRPC1	-0.9685
SMS	-1.31766666666667
MAPK7	-0.358166666666667
RRAGC	0.85875
PARD6A	-0.0125
NUB1	-0.0985
SYNGR4	0.21125
OR11H12	0.1705
WIF1	4.74725
GCH1	0.47575
OR11H4	-1.6035
SLC44A5	-0.362
GPRIN2	2.9585
LOC401431	-2.38825
CPA4	-2.7759
MELK	-0.206333333333333
IL15RA	1.102
CUL3	0.737625
HMBOX1	0.16175
PODXL	-1.94475
CCT6B	1.643
COMTD1	-0.5345
MUC20	2.85716666666667
GPX2	-3.664
ITK	-0.74675
FBXL5	0.7495
C13orf27	1.3135
DEFA5	0.2085
TRHDE	null
MTP18	-0.811
UQCRQ	-0.3163
ITGB2	1.93908333333333
CSRP2BP	0.41775
TAS2R44	0.266
PHPT1	-1.087375
FAM44C	-0.41975
ERH	-0.30425
MPHOSPH1	-0.956166666666666
MORC1	-0.983
PARVB	-1.8525
LAMA1	-2.83608333333333
PGBD3	-0.32075
GIMAP6	4.03825
AREG	-0.519666666666667
LIPT1	-0.0165
MGC99813	-1.37325
C1orf201	0.571
GRIN2A	-1.0041
MAN2C1	-0.286625
NSUN5	-0.5175
SF3B5	1.04375
MYC	0.0579999999999999
NRXN1	-0.44425
ZNF18	-0.64425
SPDYA	-0.61175
SLC37A1	1.406
DECR2	-0.334
ANKRD38	2.7345
SPTLC3	-0.333833333333333
SUPT16H	-0.4435
DTWD2	0.40875
ULBP1	-1.4605
ZADH1	-1.06133333333333
OIP5	-1.14175
IL10RB	0.765166666666667
OTUB2	-0.178875
VWA3A	0.184666666666667
SPIC	-0.109166666666667
OR6C4	-0.344
PSCD4	1.3435
DPY19L2P2	-0.2425
TRAPPC6A	0.431
C21orf2	-0.453833333333333
CEMP1	0.96325
LIN7B	0.916
E2F7	-0.3455
VCP	0.292375
LAMA3	1.44708333333333
BGN	0.747
GPR160	-1.94166666666667
COCH	-1.29
GPR81	-0.833
APOBEC3F	-1.52575
tcag7.1017	-0.7235
C1orf32	0.5145
SCGB1D2	6.01625
FLJ43987	-0.6285
C6orf170	1.243
KLK9	0.459
GPD1L	-1.365375
VPS37B	0.547
ATG3	0.445166666666667
ADAMTS17	0.255
KLHDC2	-0.416
NDUFV2	-0.18925
BLK	-3.40875
MATN4	1.4285
GPM6A	0.4775
GBP4	5.52783333333333
TMEM162	0.4998
PKP2	1.5935
HRASLS	3.09622222222222
MMP1	-3.49425
SFXN3	-1.0938
FSD1	-2.24966666666667
ST6GALNAC3	-2.46683333333333
CA12	-3.1407
NCOA6	0.62925
C19orf58	-0.0235
PPP4R1	0.244166666666667
MAN1A2	0.754666666666667
IKBKAP	-1.663
UPF1	0.883
KIAA1219	0.4825
WNT16	-0.1564
SNW1	-0.472
IL18RAP	3.92625
RPP30	-0.24475
CDC40	1.05778571428571
SETD3	-0.29
SLAMF6	0.85825
ELK4	-0.554
TRIM47	1.6725
ACOX3	0.417875
TRIM6	-1.285375
KIAA0372	0.384666666666667
TP53AP1	-0.874375
SMURF2	1.29525
ADAD1	0.14925
EBP	-1.4759
KRTAP13-2	0.1155
FLJ36874	-0.642833333333333
TOR1A	-0.5105
P2RY4	1.0945
GPBP1	0.72075
TRPV1	0.148125
ADAMTS12	-1.91233333333333
PES1	0.5909
ATG4A	-0.212333333333333
MAGEA10	-3.69475
WFS1	-0.72325
CC2D1B	-0.401333333333333
PABPN1	-0.586375
SLC25A30	-0.02275
SLCO1C1	0.3305
SLC22A5	-0.80825
KIF23	-1.27916666666667
SYN2	-1.32233333333333
ASPN	4.90016666666667
CENTG2	0.21625
QSOX2	-1.4725
FLJ10815	0.4055
STK24	1.8210625
SPEG	2.0139
STK10	-0.303666666666667
DACT2	-2.0085
AAAS	-1.48875
SSX3	-1.125125
ABCD3	-0.3643
C4orf12	0.180125
PARVG	1.64233333333333
FIG4	2.039
C9orf46	0.7145
TMCO6	0.0975
IGHMBP2	-0.202
DUS2L	-0.513166666666667
FAM3C	-1.1691875
TMEM16D	-2.46325
DCTN4	-0.003
KCNH3	-0.73575
EIF2AK2	0.37125
AP1S3	-0.992375
CST4	-0.042
PAM	1.5715
NUTF2	0.33825
CITED2	-0.4796
SLC39A4	-0.8395
C2orf52	-1.076
GRM3	-0.68375
C12orf49	0.541375
CCDC49	-0.1675
GRAMD1B	-1.70925
FNDC4	-0.07525
SIAH2	0.364625
GDPD4	-0.15475
C21orf87	0.742625
ATP5A1	-0.0415
C16orf63	0.175875
LOC388135	-1.6795
ATP5J2	-1.355875
MMP3	-1.287
EMID2	-0.52375
CRHR1	0.21175
WDR70	-0.451
C13orf31	1.98425
ZFAND1	0.066
CCL18	4.66616666666667
C3orf49	-1.3425
RINT1	-1.5265
KIAA0408	-2.1645
F13A1	4.4847
SLC10A1	-0.3608
OGN	-1.7735
GIPC2	-2.26766666666667
XPO6	0.173
LCE1A	0.7935
FMR1	1.6624
LOC374920	0.394
DUSP3	-0.625625
ANKMY1	0.089
C7orf50	-0.1455
BBS9	-0.6572
UNC119B	0.055125
C9orf72	0.03975
MGC35440	-0.3265
ENTPD6	0.491875
PPP1R2P9	0.02925
ERCC4	-0.465
FAHD2B	0.5535
HMHA1	-0.7045
HACL1	-0.3895
RAD23A	0.940166666666667
FAM83B	0.90425
PPP5C	0.1745
RNASEH2C	-0.535625
C9orf153	-1.869
SCAMP4	0.203125
GHITM	0.2433
NDUFB7	0.078125
ADCYAP1	1.558
SP110	1.26583333333333
MAP3K7IP2	1.43425
DHH	0.0035
AGRN	0.544928571428571
WDR33	0.3385
CEP290	0.792
PRPS1L1	-2.6985
KLRA1	0.3225
GPR97	-0.254
CHD7	-0.513833333333333
TLR10	0.943
SLC30A8	-1.4905
HIC1	1.18016666666667
IAPP	-0.1985
RXFP4	0.6015
GP1BB	1.542
SHQ1	-0.8205
NKX2-3	0.251166666666667
API5	-0.922
FTHP1	-0.998
MOV10L1	-0.7792
TRIM6-TRIM34	1.91383333333333
ADHFE1	0.92425
FAM117A	0.066
DDI1	0.4955
CDON	-1.285
TRIM73	-1.0695
IGKC	4.318
MMP14	0.0199166666666667
DYNC1LI1	-0.407375
C11orf66	0.10675
TRBV3-1	-0.939
FASTKD5	0.04275
BIVM	1.06625
LHX4	-0.1885
CXCL2	-2.5389
RAB2B	-0.892333333333333
IZUMO1	1.31925
MAP3K15	-2.094875
FAM19A2	0.482
ZC3H8	-1.56733333333333
ZMAT1	0.937
SPINK5L3	-2.91066666666667
SLC10A6	1.402
APPL2	-0.275125
CARD10	-1.10716666666667
LOC402176	-0.212875
EEF1D	0.6704
RAB6A	-9.36750677027476e-18
C12orf5	-0.60625
PAPOLG	0.153
MSRB2	0.187
BCR	1.23494444444444
PUS3	0.1365
TIAM2	3.25225
ZNF317	0.530333333333333
CHD2	0.165285714285714
FZD5	-1.24118181818182
NUDT8	-1.57375
ZNF763	-1.003
PRC1	0.052
ABCB9	0.705333333333333
SPATA3	0.958333333333333
TRAK2	-0.73625
STAB1	2.84425
LRRTM2	-0.411333333333333
psiTPTE22	1.505
DBI	2.88525
SERPINA11	-3.4395
NAT5	0.22425
C20orf58	-2.9975
RPS6KA4	-0.707
FLJ90650	-1.4085
TGFBRAP1	0.8545
CHRDL2	4.4035
FAHD2A	0.613833333333333
CNTN1	-0.36275
BBS4	-0.5306
TMEM181	1.19525
MINPP1	-0.93925
MPHOSPH6	0.36875
HOXC10	1.5709
ITPKB	2.97725
CLPTM1L	0.21575
MEOX2	-1.337
ATP6V0C	0.29275
PRPF8	0.0298333333333333
TMC5	-0.653
FKBP3	-0.7285
PLEKHB2	-1.449125
OR4D6	0.602
ZNF544	0.0589
D2HGDH	-0.429875
RPL18A	0.4622
HEL308	-0.83875
MPP6	-2.544
TCERG1	-0.88875
KRT16	0.574666666666667
KLF17	-0.8095
KLF5	3.20875
CDR1	4.41775
VCX3A	-4.688
FBLN2	3.732625
C14orf104	-0.71075
HBE1	-4.8469
OR4S2	1.346
C1orf108	-0.161833333333333
ROBO4	3.02216666666667
CPEB4	-0.234
C11orf80	0.185666666666667
BCKDHA	1.10733333333333
MYOC	0.967
GIF	0.3965
CKMT1A	1.138
RPL3	0.5955
THBS1	1.743125
APOO	-0.6415
ARMCX1	0.86325
HSZFP36	0.12725
SNAPC5	-0.9565
EIF4ENIF1	0.8355
ZNF433	-0.4545
TNFRSF21	1.2255
TMPRSS7	0.2355
SPATA18	0.2832
HPDL	-0.7315
MKL2	1.1234
TBX3	-0.699
C21orf93	0.255333333333333
DAXX	0.93375
ELMO1	0.088875
RGS13	1.12933333333333
TAF11	-0.34875
UNC13A	-1.86275
LOC653314	-0.4053
ORC3L	0.88675
IMAA	-1.983
TARBP2	-0.29825
CABIN1	0.0282
TRIOBP	1.1389375
HIST1H2AC	1.989125
RGS22	-3.263
NCOA1	0.8915
IL25	1.738
SNCG	0.1925
GPR6	0.306
AMDHD1	-3.00016666666667
CHEK2	0.108125
C6orf142	1.86775
DRD4	0.7665
C14orf68	-1.68475
GDF11	-2.27875
SEMG2	-0.532
CD247	-0.44775
CDAN1	-0.29425
RBMX2	0.0736666666666667
TGS1	-0.12825
OIT3	2.097
SYF2	0.2625
MCM4	-1.00325
PKHD1L1	0.734875
CEP192	-0.237833333333333
IFT88	-0.14625
RPL9	0.0305714285714286
RAB32	0.15025
DDX43	-2.76225
P2RX2	-0.00483333333333333
OR5D18	1.328
UBE1	-0.707666666666667
SLC24A1	0.644875
ARHGAP5	0.59125
CETP	-1.0065
KIAA1731	-0.201166666666667
SLC9A4	-0.411
PTPN6	1.4585
BAHD1	-0.35125
GRIK3	-0.526
CACNB2	-0.1871
PDE10A	-0.384
DGCR14	-0.1155
PCDHB9	1.45366666666667
RHOQ	-0.143166666666667
MAP3K4	-0.60075
KTI12	-0.334333333333333
RPL23AP13	-2.37675
GNG11	-1.5585
CLCN3	-0.208666666666667
GPAM	-1.621625
VSTM2A	-0.055
SLAMF7	3.0075
INTS2	-1.224
PPP2CA	-0.6321
LRP12	0.902333333333333
SEC14L2	0.734444444444444
DKFZP586H2123	2.85025
MC3R	-0.647
CIRH1A	0.156
HIST1H2AB	0.796833333333333
POLH	1.038375
MGC16703	-2.6725
SNAPC2	-0.9075
FILIP1L	-0.16225
RASGRP4	-0.131
LRRC1	2.07975
GAS1	0.193
PRAC	-0.8715
DGKA	-0.472
