Hybridization REF	TCGA-BH-A18S-11A-43R-A12D-07
HBXIP	-0.15575
RNF207	-0.7985
APIP	-0.0645
PLA2G3	-1.14916666666667
CCDC84	-0.4445
MYLIP	0.369538461538462
PHIP	0.3455
AARS2	-0.763833333333333
DHX32	0.48425
SCAPER	0.428833333333333
MEN1	-0.588
NIP7	-0.63725
FLJ25404	0.455
FASTKD3	-0.8515
TMEM158	-2.64608333333333
RARA	1.89925
BDH1	-0.0005
ANKRD16	-0.41625
CARM1	-0.3565
SS18	0.4205
IKZF2	0.214416666666667
MYD88	-0.394375
PML	0.48295
TAF1A	-0.80025
CBFB	-0.48725
HIST1H3H	-2.82733333333333
C7orf29	-2.37375
COMMD4	-0.607
DPP3	-1.63825
DAB2	1.681625
LOC388882	0.0005
YPEL4	-0.132
AGBL3	0.54125
LRP6	0.025
SERPINH1	-0.671083333333333
TLE1	0.509
CD244	1.50616666666667
ZDHHC15	0.235
MGLL	2.3474
PLDN	0.06975
LOC654346	1.239
FAP	0.59
GPR37	0.324166666666667
SCARA5	3.2815
EBF4	1.42636363636364
LSM6	0.244
MLLT1	-0.250125
SLC5A12	0.00599999999999995
A2BP1	-0.427
COPS5	-0.245166666666667
TPM4	-0.387
TNFSF4	-1.50533333333333
ACADSB	0.876444444444444
HERPUD1	0.52125
BCL2L11	-0.884722222222222
CEP78	-1.424
CDCA3	-2.632875
WBSCR19	0.8439
MYO1A	-1.125
PPEF1	-0.582666666666667
LOC440348	-0.8135
CPEB2	0.59925
BPTF	-0.368583333333333
RPL21	0.605625
GSX2	-0.1415
ADPRH	1.47266666666667
C17orf68	-0.163166666666667
KCNS1	0.723166666666667
MLLT6	0.0485
PIWIL4	1.7475
RNF26	-0.88625
RAP1B	1.370875
ADAMTS1	1.9025
ZNF571	0.69725
P2RY6	-0.75975
TRIM21	1.00233333333333
CADM3	0.1825
NLRC5	0.388666666666667
ADRA2B	0.745333333333333
LOC90835	-0.763625
PCF11	-0.1735
LOC400451	0.9455
GLTSCR1	0.5382
C17orf88	-0.794833333333333
CDH16	-0.0664999999999999
FGF7	3.661625
PCSK4	0.789166666666667
NPC1L1	-0.962833333333333
TAT	3.109125
TBCA	-0.707
MGC33407	0.17375
GPR115	-1.174625
CYGB	0.8525
FNBP4	-0.279333333333333
C12orf43	-0.437
CBL	-0.3891
CLECL1	1.667
PPAPDC1A	-2.65975
WDR25	-0.126
SGCA	1.988
C22orf29	-0.248
YIPF1	0.7715
GALK2	-0.4685
RAB3B	-3.18925
LOC440087	-0.473
UCP1	4.145
REEP5	1.81975
FADD	-0.7285
FOXA1	1.01075
CACNA1A	1.13633333333333
ABI1	0.315166666666667
GRIN2D	0.19025
SLC1A4	-1.36316666666667
LOC401127	-2.05975
HINT2	0.5275
PLD4	-0.125833333333333
ZNF286A	-1.4285
ENY2	-0.45275
IL1F6	0.7515
PXDNL	1.1355
C20orf79	-0.034
TNFSF13B	2.987
DENND3	1.2265
JARID1D	-3.05725
HIST1H2AK	-0.387875
LOC93349	-0.3339
SSH1	-0.7814
ENSA	-0.363
LOC219854	0.8715
CKAP2	-2.3983
DKFZP564J102	1.76083333333333
MGC87315	-0.614
HNRPAB	-1.28575
AMH	-2.755
ZNF526	-0.1295
BRUNOL5	0.1194
CACNG3	0.176333333333333
TRPM1	-1.7925
PPP2R1A	-0.33
COL2A1	-1.971
DDN	-0.339833333333333
FLJ25770	2.62875
HK2	0.231928571428571
ELOVL6	-1.442
MDK	-0.537
EPHX1	0.38525
RASSF2	0.90375
DKFZP434B0335	-0.50975
DLX3	0.243625
PRTN3	-0.80625
AVPR1A	1.619
C21orf125	-1.91525
TNFAIP8	1.00666666666667
GNB2L1	-0.062
CALCRL	2.22925
SCGB2A2	8.33316666666667
UBXD7	-0.03925
ZNF674	-0.7
TMEM35	0.698875
BRSK2	-1.094875
HECTD3	-0.733
TMEM188	0.664833333333333
LGALS9	1.416125
SCARB2	0.684583333333333
USP34	-0.18025
C17orf28	0.484
ZDHHC23	-0.827
AQP12B	-0.082
SLC16A3	-2.3615
APLP2	0.1795
ITIH2	-4.75875
MICAL3	-0.06175
TNNI3K	1.5978
HDAC2	0.3965
PRR7	-0.8506
THBS2	-1.081375
LOC751071	-1.47533333333333
CA2	0.764333333333333
RANBP17	0.14975
RLN3	0.1465
CRYZ	-0.189666666666667
GBAS	0.133166666666667
TAS1R1	-0.097
MPZL3	1.2975
PCDH8	0.09275
HSP90B1	-0.298833333333333
KCNK15	-0.5325
TNIP2	-0.202166666666667
GPR146	2.1255
NOL6	-0.772875
SPC25	-5.23255555555556
STEAP2	2.61692857142857
VAMP3	0.0626666666666667
TCIRG1	-0.0575
ZP4	-0.539833333333333
PARL	0.231125
TRIM39	-0.0745
KIAA1305	1.25425
CRNN	0.200166666666667
GRN	0.487
HSH2D	-1.80525
SCAMP1	0.63225
KIAA1913	1.37625
PTS	-0.262
BANP	-0.329642857142857
PRKACG	0.43375
ADCY6	0.564
C16orf46	-0.9015
CYP51A1	-0.516875
DDC	-1.2935
ANPEP	0.596333333333333
PROM1	3.001
SIGLEC10	1.63075
COPG	-0.4195
FAM26E	1.332375
TRIP4	0.263
SNX3	0.555
C1orf175	1.51633333333333
PPY2	0.16325
C14orf152	-0.407666666666667
FTSJ1	-1.5975
DST	1.87915
LOC554235	0.24225
GLRX5	-0.194
C20orf12	1.0222
CAB39	0.3355
MSH2	-1.32283333333333
PIP4K2C	0.2565
CYLD	0.760625
WTAP	1.0585
MGAT4A	1.285
TSC22D4	-0.9632
CHRM2	-1.4055
PPYR1	0.443833333333333
CCNH	0.188166666666667
RRM1	-1.05575
ECAT8	-1.7255
LOC400120	0.00724999999999998
GABRA4	0.52625
C14orf4	2.09066666666667
C1orf59	-0.30725
CTDSPL	0.356666666666667
NHEDC2	-0.611
PDE11A	1.1094375
KLHL29	2.21925
CD5	-0.6236
TSPAN9	1.469625
WDR67	-1.254
THUMPD1	0.3359
C18orf17	-0.10825
CLYBL	0.486333333333333
FLJ13231	-0.513875
CMBL	-0.1015
LECT2	-0.46175
NKAPL	4.54766666666667
LOC654780	0.6855
OR4C6	0.803
RAB30	-0.122166666666667
TSSK4	-0.383
TMEM163	1.3705
OSBPL11	0.67975
GNB5	-0.865
CCL21	1.92125
C1orf121	-0.225
FMO2	4.0385
RPTN	0.077
MSTN	1.101
VCL	-0.500928571428572
FYTTD1	0.26575
C11orf1	0.1015
CCDC88C	-0.262375
HFE	-0.0876666666666667
MOGAT1	2.5805
FAM125B	0.278166666666667
IRGQ	-0.3105
RAVER2	0.28125
AKAP5	-1.415
SSSCA1	-0.75875
C11orf63	1.100625
ACTG2	3.0653
PORCN	-0.7505
DTL	-3.90981818181818
TMEM151	0.56025
FAM122C	-0.5725
RSAD2	1.7559
BAT4	-0.009
KRTDAP	-0.452666666666667
MYH8	0.35925
CRTC3	0.51975
LRRFIP2	0.2546
INTS4	-0.641333333333333
TTN	-1.6485
SLC26A5	0.9895
PLLP	-0.893
RGS6	0.423125
SRGAP3	0.674125
ZNF525	-0.360166666666667
NBR2	-0.824166666666667
C13orf1	-0.0469
ZNF137	-0.1335
CEP27	-1.56475
BEST2	-0.004
RNF121	-0.314
DMRTC2	0.0865
C8orf76	-0.45525
BCCIP	-0.129625
MEST	0.99875
HTRA2	-0.626
ANGPTL2	2.326
ILKAP	0.149333333333333
ERAS	0.215
HBS1L	-0.91725
CPA5	1.424
TMEM30A	0.798
CD300LF	3.1945
WISP3	3.704
CRK	0.432928571428571
PDS5A	-0.3965
BRPF3	0.114333333333333
NEDD9	1.590875
SMPDL3B	0.20225
PSG6	-0.62775
PSMD13	-0.316
ETV5	-0.5743125
OR51A4	-0.134
BTBD7	0.896
GSTO1	-0.7295
hCG_16001	1.134
MAD2L1BP	-0.261166666666667
COX6A2	0.5505
SCNN1A	0.742666666666667
LSM1	0.204833333333333
UGT2B11	1.82325
IDUA	-0.004
PPP2R3C	-0.365
COX11	-0.537833333333333
PDZK1	0.62925
ZNF443	-1.02733333333333
MGC21874	0.657833333333333
ZNF323	1.2314
KRTAP10-10	0.264
CXCL6	1.438
SLC34A2	3.1523
LOC284402	0.4755
NPTN	1.20516666666667
UPP1	-0.667
SLC6A9	-1.2425
OR7G3	0.09975
CISD1	-1.31416666666667
ZNF545	-0.7105
SYT14	-0.154
NT5C3L	-0.189833333333333
ZNHIT3	-0.269333333333333
SNRPD3	-0.2985
KIAA0701	0.79075
UNC93B1	-0.5205
GMNN	-1.56025
SPCS2	0.306333333333333
LOC388524	-0.043
NAPRT1	-0.018875
PNLIPRP1	-0.50575
OR6V1	0.823
PRKAB1	-0.65775
EYA4	-2.35066666666667
KIF20A	-4.0465
ALG10	-0.94
ITPKC	2.38266666666667
LMX1B	0.408833333333333
RPUSD4	-0.347
C7orf34	0.313
DLGAP2	0.517625
PFN1	-1.4218
MICALL2	-0.635916666666667
ZNF654	-0.533
SS18L1	-0.767625
SLC16A8	0.80125
MKI67IP	-0.252333333333333
ITGB3	-0.26775
TCEA3	1.282
CEP152	-2.3089375
CLIP1	0.434125
ZNF75	0.3591875
ATP5C1	-0.763333333333333
NUDT5	-1.0245
PSCDBP	1.50425
UBP1	-0.39575
RBM27	-0.29325
C13orf15	3.89175
ZNF282	-0.416
ZNF222	0.3528
COL10A1	0.795
PRDM15	-0.773875
TTTY5	-0.816
FAM9C	-1.26066666666667
C20orf67	-0.70175
GNG13	2.2395
F12	-1.36375
C1orf41	-1.3885
CPXCR1	-0.0115
GSK3A	-0.522875
SUPT6H	-0.846666666666667
PI16	3.61716666666667
ELL2	0.354583333333333
C9orf167	-1.60216666666667
PVRL3	-0.822
FLJ38596	0.288
ADAM20	0.40925
GPR89A	-0.331
GPR87	2.9105
ZNF30	-0.4275
SMR3B	2.8375
ZNF770	-0.103875
TRPC4AP	-0.801666666666667
DKFZP686E2158	0.2515
C2orf28	-0.00266666666666667
FREM1	1.70716666666667
LAMA4	1.76316666666667
ADPRHL2	-0.20075
EIF4G2	0.477166666666667
GUCA1A	0.0685
CTNNA2	-1.248125
NUDT15	-0.543166666666667
CEPT1	0.4155
ZNFX1	-0.1915
CCDC92	0.98675
TDRD1	-1.4795
KCNK5	-1.27583333333333
ETNK1	0.229083333333333
LTA	-0.166
TTPA	0.850833333333333
B3GALNT2	-0.855125
SC65	-2.08883333333333
PEX5L	-2.20575
EPS15L1	-1.27025
MGEA5	0.280875
HIST1H3A	0.12025
ING1	0.1215
BCAT1	-2.041125
ORC6L	-3.72627272727273
KLK11	-2.15883333333333
C19orf28	-1.1955
DNER	-3.658125
MED22	-0.918571428571429
ETV6	1.18475
CHAC2	-1.99375
CD300E	0.3635
CEBPB	1.90791666666667
ZNF398	-0.272
LRCH3	-0.118
HMGA1	-1.97716666666667
CAPN7	0.296
MGC5566	-2.67125
CCL3	3.8125
NANOS1	0.68925
ZFYVE19	-0.354
APITD1	-1.21783333333333
PARD3	0.905125
IRAK4	-0.767833333333333
SERPINI2	0.135
CEP170L	-0.67275
TTC9	1.893625
MYOM3	-0.98225
MLPH	-0.153
LOC222699	-0.6
NRG1	1.28991666666667
TBC1D9	2.453
TTK	-4.59183333333333
ZNF557	0.2073
DDX41	-0.95
FANK1	2.4955
UBE2D2	-0.7235
PSMB10	0.72475
MYH7B	1.26
GABARAPL2	0.26675
MARVELD2	0.843833333333333
DGCR2	0.950333333333333
UNC45A	-0.233666666666667
C6orf72	0.527
ZNF683	4.402
GIT2	0.427875
CASK	0.738333333333333
C14orf161	4.453
LRRC44	-0.30725
TIFA	0.452875
UTP11L	-0.57625
C6orf65	-1.45675
FDPS	-0.81825
DUSP9	-1.5529
SLC17A8	-0.2355
OR51G1	0.166833333333333
NANS	-0.47875
OLFML1	1.5605
ATP10B	-1.550625
NPAS3	0.839
PRKCA	-1.6587
GGA2	0.1905
LCE4A	0.9195
SPANXN3	0.4055
CCDC115	1.7295
SDCCAG3	-0.6375
GLIPR1L1	0.41425
TTC1	-0.22675
C17orf76	1.03925
MAD2L2	-1.383
HIPK1	0.0166
LRRC3B	2.21416666666667
CLN3	-0.766
C17orf47	0.049
FMN2	-2.053875
TUBB1	-1.616125
WAPAL	-0.1715
C3orf21	-1.115
SCN5A	-0.1379
SMYD1	1.613
BEX5	2.20425
ZNF192	0.0775
SEC22A	0.2285
GRIA2	2.66578571428571
KIAA0825	-0.87875
NUSAP1	-3.978
LANCL1	-0.012
C15orf40	-0.0938
ZNF645	0.112125
GPR61	0.192
NLRP14	0.1885
SNX21	0.4653
C1QTNF8	0.5465
C17orf46	0.39225
IFNA8	0.214
SPRR1B	-2.16916666666667
FLRT1	-1.04575
SNX17	-0.657166666666667
ASB2	0.821
HBG1	-4.661
RPRML	-1.4365
JOSD2	-0.583
PLSCR3	0.722
SPOCD1	-0.962166666666667
RAB39	-0.846
GHRH	-0.141166666666667
ITIH5L	0.68425
C17orf37	0.16825
SMCR8	0.21425
DPY19L2P3	-0.226833333333333
IL11RA	1.8925
GDF3	-3.58716666666667
RPS6KB1	-1.12008333333333
DNAJC19	-0.00549999999999995
TOP1	-0.42075
CRCT1	0.2765
MPST	0.48375
DPM2	-0.855125
FAM38B	-2.64933333333333
SLC18A1	-2.1595
FARP1	-0.3365
PAX7	0.10625
TUBD1	-1.1105
GNL3	-0.655625
BTG2	2.8922
NDUFS6	-0.66025
C1orf79	-0.177
ERAL1	-1.4175
ECHS1	1.03025
VPS4A	-0.423333333333333
CYP11A1	0.71325
ABCC6	-0.0625714285714286
PBX4	-0.618
MOSC1	2.4515
NCF4	0.85525
HYMAI	-1.4615
NAGPA	-0.61175
OTOP2	0.22025
ACOT12	-0.2275
MTHFD2L	0.15175
LOC441376	3.04725
C19orf34	-0.0465
RAB1B	-1.8305
ALDOAP2	-1.4305
NTRK1	-2.378
ARTS-1	1.6338
SLC6A11	-1.2225
NAP1L2	1.79425
CNGB1	0.158
EPB41L4B	1.62758333333333
FAM134B	2.05975
HS3ST3A1	-2.09
CPXM2	5.8165
SIRPB2	-0.0555
CHORDC1	-0.831833333333333
TRIB3	-1.92116666666667
SLC2A5	1.44875
C2orf49	-0.582
DDX5	0.75
OR5L1	-0.1865
ANAPC4	0.3485
ZSWIM1	0.08775
LOC93622	-0.77825
KCNK3	0.1512
RP11-35N6.1	-0.492875
ZFP161	0.536166666666667
AQP9	4.52775
SLC15A2	0.226833333333333
MREG	-0.476666666666667
OR9I1	0.3855
PDLIM2	0.223875
ADAM7	0.332
GSTCD	-1.007
WDR21A	-0.1425
SLC12A8	-0.214166666666667
TMEM174	0.39125
IGSF3	-0.654833333333333
LRRN1	1.37025
LOC402117	0.07925
SRPK1	-1.19133333333333
LY6K	-0.6776875
NFIA	3.2395
PTCD3	-0.109125
LEP	4.1175
PCDH21	-0.353333333333333
MAPKAPK2	-0.306357142857143
NMNAT1	-0.376
LHFPL2	0.660375
C9orf43	-0.1605
DIP2A	-1.2545
ACTR8	-0.037
CCDC34	-0.966
PTPN22	-0.639875
ITGA3	-0.680375
FAM129C	0.281
RABGGTA	0.106166666666667
UNC45B	0.561
KIAA1033	0.01325
ZNF510	-0.83
CYP2D6	-0.0916666666666667
SLC26A10	-0.427
STX8	0.917
LUZP1	0.171
WDR89	-0.451833333333333
EIF4G3	-0.6405
C5AR1	1.69425
ZNF623	-1.0155
A2M	2.17675
TGM7	0.933
GRPEL1	-0.450833333333333
LMNB2	-2.1848
ROCK2	0.0858333333333333
SNX16	0.524
CCDC66	0.841
ANXA3	2.82225
KIAA1609	-0.194875
EED	-0.59625
RNF32	-0.169333333333333
HES1	1.4476
CLC	0.092
ISL1	-1.41516666666667
KIAA0528	-0.13625
MANEA	-0.120375
C1orf61	-1.6005
hCG_2001000	1.0555
RAPGEF6	-0.0763
KIAA0020	0.363833333333333
NEIL1	1.566
C16orf45	-0.1025
RBM10	-0.503
C10orf125	-0.14575
MRS2L	-1.3365
DNAH17	-0.810875
C19orf10	-1.03825
C1orf160	0.143
SLFN12	1.4635
EXOC3	-0.722833333333333
HIST3H3	0.49725
NCOR2	0.388833333333333
TNFRSF9	-0.73725
MFSD8	0.674
ALX1	-4.42033333333333
NOL1	-2.06775
PODN	2.533
TIAL1	-1.25825
HIST1H1E	-1.89925
NPY6R	0.31
TM4SF4	0.2605
CORO2A	-0.4855
ETNK2	-1.48883333333333
APOE	2.2761
ANGPT4	0.888
HDGF2	-1.155
G30	-0.5895
ST8SIA4	-0.538125
F2RL1	-0.05575
FAM19A4	1.2955
CCAR1	-1.249
B3GNT7	0.1585
OPHN1	0.0668
DSCR6	-1.957
C21orf13	0.854
GAS2L1	0.51025
RFX3	0.320166666666667
COPS4	0.174
BCHE	-3.3315
BCL2	2.665875
HBZ	-2.9345
ARL13B	0.238375
MAPBPIP	0.394375
MYO15B	0.682
SPZ1	0.8365
KIAA1324	2.82722222222222
PLCL2	0.274
C4orf29	-0.757
WDFY2	-0.374625
ZNF284	-1.3505
NAALADL1	0.4995
DUSP5	1.45083333333333
PXDN	1.07775
SLMO1	-0.63
TNXB	1.1999
BIRC7	-0.20175
A4GALT	1.14
TIMM22	-0.33375
FAM110C	0.35375
TOMM34	-1.2875
ABHD9	0.8455
ADAM32	2.1575
CRHBP	2.369
AQP2	0.511875
LOC130355	1.337
ZNF187	0.608666666666667
ZNF816A	0.2565
F7	0.518875
CNOT1	-1.0783
SLC13A4	-1.06525
ZBTB11	-0.48375
B3GALT5	0.17
EXOC2	0.366833333333333
IRS1	1.1211
TMEM1	0.0783333333333334
MRPL34	-0.612166666666667
SAMM50	-0.3015
CDC42EP3	1.4695
HSF2	-0.1179
MFN2	0.33225
TSPAN7	0.8965
NUCB1	0.24775
RHOH	-0.3365
ARL16	-0.5555
TACR1	-0.011
SFRS5	0.599833333333333
SNX25	-0.038
RHBDF1	0.120333333333333
PCDH18	2.41116666666667
HMG1L1	-0.33525
MYO5C	1.2755
MAPK10	1.43
LDHAL6A	0.00583333333333333
NUDT12	0.434833333333333
NCAM1	-0.01675
GLIS2	0.73
GGTL4	0.01625
DAPP1	0.6895
ATF7	0.79625
KIAA0748	-1.674
NFIL3	1.57075
TM6SF1	1.1915
SEZ6	0.289875
NANOS3	0.2065
DNAJA3	-1.06366666666667
CLDN6	-2.4805
CIITA	2.7672
EPHA4	0.36
FANCC	-0.4975
CMTM3	0.171125
PSG3	-0.221625
MRPL15	-0.6825
C21orf59	-0.66675
PLCXD2	-0.746
C2orf34	-1.228375
UBE2L6	0.916625
MED14	-0.711166666666667
HP1BP3	0.0796
C6orf208	0.382
TPBG	-0.30475
OSR2	0.33825
XPC	-0.386666666666667
KLHL7	-0.576583333333333
CCR3	0.0343333333333333
AGTPBP1	-0.270833333333333
PCSK6	-0.9166
STAT5A	-0.1097
FAM18B	0.9705
LONRF2	0.137666666666667
PTPN2	-0.215375
SF3A3	-1.147
EFCBP2	-0.63975
HCFC1	-1.21133333333333
AHNAK	1.31735
ACTR5	-0.657
KIF14	-5.055
TENC1	1.86625
HEATR5B	1.129
YIPF2	-0.2755
MYEOV2	0.584
DUSP18	0.96725
KIAA1012	0.11675
AHR	0.675
C17orf53	-2.72516666666667
PTPRH	-3.1325
ATP6V1C1	-0.042
TAS2R3	0.509
LOC440356	-1.68975
COQ10B	0.9705
PSMF1	0.0585833333333334
SORBS2	3.46525
NFE2L2	0.26075
TMCO7	-0.18
SH3PXD2A	-0.6523
SH2D2A	-1.46025
SPINK5	0.1365
MRPS24	-0.84075
OPA3	0.431
TRAF7	-1.4595
C4orf35	-0.143
MT1G	0.5015
MGC39545	0.2045
HS1BP3	-0.3599
OR2B2	0.128
CHRM4	0.506
SFRP2	0.985916666666667
RIC3	2.5125
ART1	0.171
C6orf1	0.05225
DUS4L	-1.016
C10orf104	1.0705
TNFAIP6	2.994
RTEL1	-1.17575
CCT4	-0.6045
ZNF709	-0.448
CHMP6	0.107333333333333
UPP2	0.57075
CYP19A1	-1.529875
CD151	-0.114666666666667
NDUFA13	0.0343333333333333
ARFRP1	-0.585666666666667
FAM26B	1.79425
CRYBA1	-2.5415
MRPL41	-0.156166666666667
NPFFR2	-1.627375
HRH2	0.3195
SCAMP3	-0.8975
MTMR6	0.5342
MTG1	-1.43366666666667
UBTD1	1.031
CRABP1	-1.619
FLJ33790	-0.7159
KIAA1908	-0.4465
GPR158	-1.8835
PACSIN3	-0.6995
OMD	3.31
CATSPER1	-0.4435
HOXB8	-0.72375
FBXO46	0.4505
OAS1	-0.141166666666667
SVIL	1.33775
PHB2	-1.069
ADCY3	0.4215
NDRG2	3.125
ERMAP	0.6175
APBA2	-1.81466666666667
IGSF9	0.987
WNT6	0.948785714285714
MYCBPAP	0.5955
ATP2B2	0.00649999999999998
CPVL	0.9652
TRAM2	-0.623583333333333
NOP5/NOP58	-0.79725
ZNRF4	0.5505
TLK1	0.258375
MTMR12	0.340714285714286
ZNF384	-0.480666666666667
FAM9B	-2.043
RPN1	-0.1053
PMVK	0.4595
EIF3D	0.4058
SIX2	-1.306
HPS1	0.783142857142857
RNF7	0.29475
PSKH2	0.1215
KCTD13	-0.8605
CSMD3	-0.8084
FBF1	-0.3865
IL8	-0.412125
SERPINB13	0.590083333333333
FBXL20	-0.89175
BLR1	0.3165
SH2B1	-0.645833333333333
RFNG	-0.560875
RAB20	1.60116666666667
RBM7	0.6025
POLR1A	-0.8785
TMPRSS4	-2.8655
TAF9	-0.723625
TERF2	-0.769333333333333
TNFRSF1A	0.91675
ACADVL	0.332
GTF2H5	0.1505
EDG8	0.314166666666667
C9orf140	-2.41375
UST6	0.3795
ZBTB8OS	-0.602
ZNF710	-0.093
GPR174	-1.6425
ATP6V0A2	-0.32625
KIAA0319L	-0.678916666666667
XKRX	-1.264
DOPEY2	0.1026
SDHD	0.52775
SUMF1	1.163
OSM	4.074
OPN3	-1.41775
DAGLB	-0.9095
PPFIBP1	-0.134
TRIM63	-0.21225
C10orf53	0.871
LYPD3	0.405666666666667
BCL7A	-0.763625
AGER	-0.683
TCF19	-2.1035
SAT2	1.044
PFTK1	0.721666666666667
GABRE	0.34025
C15orf38	1.0679
FIS1	0.4435
KCNV2	1.952
CLPS	0.0145
PPCDC	-0.79275
FOXN2	0.554833333333333
NT5E	-2.3357
CD83	2.287
IL18	0.90175
VPS16	-0.31925
IGFBP2	-1.129
NOTCH2	0.82975
SIGLEC1	2.45925
CD93	6.0895
SULF2	0.05725
CEP164	-0.195875
P53AIP1	1.06483333333333
TOR2A	-0.150166666666667
ZNF136	0.234
MGP	4.3076
CCDC144A	0.678333333333333
TRPC1	0.342333333333333
SMS	-0.731
MAPK7	-0.149666666666667
RRAGC	1.1005
PARD6A	-0.257166666666667
NUB1	0.0658333333333333
SYNGR4	-0.6815
OR11H12	0.6275
WIF1	4.21825
GCH1	-0.147
OR11H4	0.081
SLC44A5	0.1995
GPRIN2	2.5585
LOC401431	0.93
CPA4	-2.0816
MELK	-4.31144444444444
IL15RA	0.934
CUL3	0.9795
HMBOX1	0.69925
PODXL	-1.15175
CCT6B	1.70233333333333
COMTD1	-0.7705
MUC20	1.5095
GPX2	-0.008625
ITK	-1.334625
FBXL5	2.08675
C13orf27	-1.54625
DEFA5	-0.035
TRHDE	-1
MTP18	-1.08566666666667
UQCRQ	-0.1292
ITGB2	2.21966666666667
CSRP2BP	0.439
TAS2R44	0.5145
PHPT1	-0.09825
FAM44C	-0.228
ERH	-1.09275
MPHOSPH1	-3.42433333333333
MORC1	-0.821
PARVB	-1.558
LAMA1	-2.48416666666667
PGBD3	0.58925
GIMAP6	4.95825
AREG	1.976
LIPT1	0.67775
MGC99813	-1.18075
C1orf201	0.244
GRIN2A	-1.20388888888889
MAN2C1	-0.464625
NSUN5	-1.33475
SF3B5	0.28625
MYC	0.4035625
NRXN1	2.481
ZNF18	0.18975
SPDYA	-0.595125
SLC37A1	0.3045
DECR2	-0.4565
ANKRD38	1.6635
SPTLC3	-1.05283333333333
SUPT16H	-1.071125
DTWD2	-0.34925
ULBP1	-0.771
ZADH1	0.046
OIP5	-5.104
IL10RB	0.146333333333333
OTUB2	-1.1465
VWA3A	0.3165
SPIC	0.686666666666667
OR6C4	0.1525
PSCD4	1.89983333333333
DPY19L2P2	-1.7655
TRAPPC6A	0.683
C21orf2	-0.244166666666667
CEMP1	0.373
LIN7B	0.7675
E2F7	-3.607
VCP	-0.609375
LAMA3	2.40008333333333
BGN	-0.50225
GPR160	0.592166666666667
COCH	-4.12433333333333
GPR81	2.00433333333333
APOBEC3F	-1.2295
tcag7.1017	-0.824
C1orf32	0.542
SCGB1D2	6.00225
FLJ43987	-0.365
C6orf170	-0.21325
KLK9	0.766
GPD1L	0.55
VPS37B	0.249
ATG3	-0.3665
ADAMTS17	0.3975
KLHDC2	0.3905
NDUFV2	-0.397
BLK	-2.225
MATN4	-0.6635
GPM6A	0.676
GBP4	3.02233333333333
TMEM162	0.466666666666667
PKP2	0.1155
HRASLS	-0.247333333333333
MMP1	-4.07025
SFXN3	-0.1856
FSD1	-1.684
ST6GALNAC3	0.646166666666667
CA12	1.225
NCOA6	-0.0995
C19orf58	-0.4304
PPP4R1	-0.128666666666667
MAN1A2	0.331833333333333
IKBKAP	-1.4995
UPF1	0.0133333333333334
KIAA1219	0.16525
WNT16	-0.160166666666667
SNW1	-0.120625
IL18RAP	3.907
RPP30	-0.201
CDC40	0.186714285714286
SETD3	0.514833333333333
SLAMF6	-0.20125
ELK4	-0.94
TRIM47	0.328666666666667
ACOX3	1.2725
TRIM6	1.45275
KIAA0372	-0.484166666666667
TP53AP1	0.702875
SMURF2	-0.676
ADAD1	0.0355
EBP	-1.5412
KRTAP13-2	-0.0555
FLJ36874	-1.64966666666667
TOR1A	-0.236
P2RY4	0.032
GPBP1	0.168
TRPV1	0.319625
ADAMTS12	1.683
PES1	-1.3708
ATG4A	0.715
MAGEA10	-4.1395
WFS1	1.17925
CC2D1B	-0.398333333333333
PABPN1	-0.368375
SLC25A30	0.87725
SLCO1C1	1.76933333333333
SLC22A5	0.8495
KIF23	-4.38783333333333
SYN2	1.07466666666667
ASPN	6.48233333333333
CENTG2	-0.647
QSOX2	-1.7838
FLJ10815	-0.798666666666667
STK24	-0.2144375
SPEG	1.108
STK10	0.5435
DACT2	1.833
AAAS	-1.2765
SSX3	-1.330625
ABCD3	0.1117
C4orf12	1.027
PARVG	1.002
FIG4	0.6505
C9orf46	1.09925
TMCO6	-0.967
IGHMBP2	-0.88475
DUS2L	-0.717666666666667
FAM3C	0.2763125
TMEM16D	-1.70525
DCTN4	0.25575
KCNH3	0.8175
EIF2AK2	-0.4635
AP1S3	0.53325
CST4	-0.239
PAM	1.754375
NUTF2	-0.95
CITED2	0.4972
SLC39A4	-0.8685
C2orf52	-2.4105
GRM3	-0.17275
C12orf49	0.31175
CCDC49	-0.1399
GRAMD1B	-1.212125
FNDC4	2.08975
SIAH2	-1.349
GDPD4	-0.33675
C21orf87	0.626875
ATP5A1	-0.233666666666667
C16orf63	-0.76575
LOC388135	-0.0411666666666667
ATP5J2	-0.841
MMP3	-1.04225
EMID2	-0.04025
CRHR1	0.443
WDR70	0.16375
C13orf31	2.2135
ZFAND1	0.77225
CCL18	5.46216666666667
C3orf49	-0.2325
RINT1	-1.13
KIAA0408	0.307
F13A1	5.4881
SLC10A1	0.7385
OGN	4.03
GIPC2	0.671833333333333
XPO6	-1.23583333333333
LCE1A	0.364
FMR1	0.401
LOC374920	0.50425
DUSP3	0.257625
ANKMY1	-0.71525
C7orf50	-0.43575
BBS9	-0.0829
UNC119B	-0.175
C9orf72	1.30675
MGC35440	-0.84275
ENTPD6	-0.465125
PPP1R2P9	0.83975
ERCC4	-0.85675
FAHD2B	0.012
HMHA1	-0.0575
HACL1	0.03875
RAD23A	-1.22516666666667
FAM83B	-1.10375
