Hybridization REF	TCGA-E2-A14V-01A-11R-A12D-07
GPRC5D	0.974
BLVRA	0.789875
KIF12	2.755
LRRC23	0.91775
FAM14A	-0.130166666666667
RASL12	0.50725
DAZAP2	1.07225
IKBKB	0.0342142857142857
ZNF271	0.337333333333333
BOK	-0.8145
CXorf6	-2.40275
MYEOV	0.2045
BTN2A2	-0.7937
FRG1	-0.72575
HSP90AB6P	-0.4755
ENOX1	1.13766666666667
ZNF706	0.4244
DOK1	-0.1169
PGAP1	-0.024375
TMEM136	-0.57775
FSCN1	-2.11025
KIF17	-0.29625
TRIM66	-0.7215
CBR3	0.368833333333333
C13orf24	0.124
C19orf52	0.23225
BNIP1	0.856
AQP3	-1.9595
KRT6C	-0.3245
SIRPA	-0.457833333333333
IGFBP6	-1.46233333333333
PLEKHK1	0.481125
RNASE7	0.478
ARHGEF15	0.78675
NPHS2	-0.2335
SRD5A1	-1.12575
REXO4	-0.4975
EEF1DP3	0.69675
SLC37A2	-0.494
ZNF142	-0.034
ANKHD1	-0.0355
MUT	0.344
VPS37A	-0.075
GPRIN1	0.56925
SLC38A3	-1.370625
BAZ2B	0.76525
WDR87	1.30716666666667
BRD7	0.59525
POU6F2	-0.731
NISCH	-0.04475
TCEB1	-0.259
LINGO2	-2.117
TAX1BP3	-1.10725
RPL34	0.259944444444444
MARK2	0.3805
AKAP12	-1.7839
AMBN	0.405
SLC25A27	-1.97766666666667
FLJ21865	-0.385625
KIR2DS2	0.136333333333333
WDR77	-1.27375
ATF2	0.042
ITFG3	0.338833333333333
SLC39A13	0.8765
ARL6IP5	1.138375
C10orf137	-0.155375
QTRT1	-0.951666666666667
CCNT1	0.0375
DYNLL1	0.9405
WDR53	-0.016
LIPG	-1.71583333333333
ASAH3	0.308
HELB	-0.96575
PHACTR2	-0.17725
VENTX	-0.7785
LAD1	2.29083333333333
PAOX	2.0525
MAPK8	0.1755
CCDC38	0.078
DNAJC8	-0.4697
RBBP8	0.48725
WNT11	0.453
KCNJ12	-0.663666666666667
HDAC8	-0.218666666666667
STARD4	-3.402
ACVR1	0.509666666666667
C14orf65	-0.745916666666667
KLB	-3.115
C1orf65	-0.60975
ZFYVE28	-0.273
NSUN6	0.02075
KIF27	0.0331666666666667
SYTL2	-0.5045
UBXD2	0.6182
OR6T1	0.479
CCDC91	0.639285714285714
GRID2	-0.0534999999999999
CALN1	-0.80875
ZNF423	-0.35675
PSMB4	-0.1025
XPNPEP3	-0.482333333333333
ARPP-21	-3.21355555555556
SART1	-0.678
RACGAP1P	-1.3915
SPTA1	-5.10375
C6orf113	-0.224333333333333
C7orf16	-3.53625
CHST7	-0.818
C21orf29	-0.397333333333333
SEMA6D	-0.703285714285714
PCMTD1	0.6325
KIAA1754	-0.939333333333333
MYCN	-0.933375
KCNJ3	-0.88925
MAPK13	2.1078
ERO1LB	0.4025
NTF3	-1.659
NKX6-2	-0.3365
GTF2B	-0.7595
GSPT1	-0.131
GUSB	0.0358333333333333
LOC221091	-1.7135
LIG1	-0.453
EXTL3	-0.587
NID2	-0.85325
TTC29	1.6245
TMEM97	1.28925
EXTL2	-1.63516666666667
SUZ12	-0.483375
IL1F8	-0.8255
KRT18	0.319
MRPS16	-0.285583333333333
PI4K2B	0.32675
LACRT	-0.641
OR51F2	0.571
JMJD2C	-0.498375
KGFLP1	0.02475
CDK5RAP3	-1.1891
YTHDF2	1.2175
GGCX	-0.152125
ARPC4	0.268
EGLN2	0.610166666666667
KBTBD4	0.728357142857143
ROBO3	-0.7161
DEFB118	-0.9305
KIAA1543	1.76975
RTCD1	-0.776
MZF1	-0.4995
C18orf26	-1.0155
CNIH4	0.558333333333333
ZFP2	1.28916666666667
HTATSF1	0.4315
WFDC2	2.424125
NDUFA7	-0.1675
TTC22	-0.210333333333333
FAM40B	-2.621125
DCPS	-1.29125
SH2D1B	-2.40916666666667
MRGPRE	0.497
SBK1	0.99975
UNQ6411	0.474
OSBPL9	-0.86775
NUP107	-0.0545
MYOZ3	-0.5932
PDE4B	0.934416666666667
FAM113A	-0.4805
IDH3G	0.314333333333333
FBXL7	-0.2835
ARFGAP3	-0.391
MAPRE2	-1.06676923076923
IL1RN	-0.0158
KIF13A	0.24225
RAC3	-0.177
TCTE1	-0.524
TMEM14B	-0.699666666666667
ADIPOR1	0.599666666666667
GRINA	1.2845
CLIP4	-0.9215
LRIT2	0.4525
TFPI	-2.56028571428571
FABP6	-1.131
SLITRK2	-0.79925
HKR1	-0.06175
SMTN	-0.28425
C1orf75	0.23575
CD209	0.1275
CYB5R2	1.39225
DNTTIP2	-0.873166666666667
CSGlcA-T	0.513375
GABRB3	-2.57875
PCBD1	-0.194333333333333
TAF3	1.34141666666667
HOXD3	0.417166666666667
GIPC3	-0.139833333333333
P11	0.5683
BFSP1	1.05475
LCP2	-0.527
TAS2R8	-0.2235
SEZ6L	-1.01633333333333
NR2C1	-1.355125
EXDL2	0.5332
TNFRSF13B	-2.29666666666667
MKI67	-0.84625
GLS	-0.127666666666667
C7orf54	0.1836
LGALS13	0.167833333333333
IL4R	0.3405
SEC11A	-0.292666666666667
SPP2	0.542166666666667
C18orf32	0.543
CLSPN	-0.877833333333333
SPAG1	1.261875
C9orf82	0.131
TM4SF1	0.259916666666667
EMILIN2	0.26625
SMG7	0.750833333333333
TAS2R13	0.49
ZNF628	0.4895
DZIP1L	-0.814
ANKRD13A	0.651
VASP	1.262625
ZCCHC11	-2.04625
SYPL1	0.537125
MGC34774	0.094
C4orf28	-0.090125
KIAA1211	0.266666666666667
RPS27L	-0.67225
TATDN3	-0.0685
PDCD1	-0.577
OR5P2	0.8255
IFIT1L	0.665
MIPOL1	0.7515
OR51D1	0.11425
C1orf92	-0.1595
LAMP2	1.31627777777778
CAT	0.132166666666667
C16orf80	0.1085
C15orf32	-0.021
ZNF746	0.36475
C1orf76	-2.0465
ATXN1	0.599
LAMC2	2.435875
SLC2A7	-0.423
CPOX	-1.58225
APH1B	0.879166666666667
LOC442245	-1.381
CTNND1	0.523111111111111
GABRG2	-1.394
MADCAM1	-0.604166666666667
F5	-3.54228571428571
SEMA4F	-0.091
NUDCD3	0.839
PDZD11	0.3145
TRIML1	0.678
GCNT3	-3.11016666666667
TMEM120A	0.99725
CNDP1	1.2295
N4BP1	0.396375
SLC35F2	-2.3325
LCP1	-0.239333333333333
IGBP1	-0.0413
DCAKD	-0.889875
ELA2A	0.1295
C12orf56	-2.24171428571429
PITRM1	-0.683214285714286
GUK1	0.530666666666667
RASSF8	-0.756875
OR2A14	0.168
ADM	-0.374777777777778
FGD3	2.74883333333333
GHRHR	-0.0653333333333333
RHPN2	1.0405
C4orf39	-0.8385
VPS72	-0.013
SERF2	0.547222222222222
CD22	0.435833333333333
CD47	0.7316
PPIC	1.26816666666667
IMPDH1	0.34625
ACP6	-0.619333333333333
PRKACA	-0.24575
PPP1R1A	-0.31225
TRPV3	0.07725
ASXL1	-0.333
C17orf55	-1.12933333333333
FXYD1	-0.431833333333333
LMOD2	0.1385
ANKRD33	0.409
LCE2C	-0.32675
ZNF620	-0.812
DKFZP566E164	-0.83725
VSIG2	2.73775
KIAA1128	1.48975
USO1	0.1585
NUDT4	1.38364285714286
CLDN1	1.77521428571429
OR4Q3	0.088
FASTK	-0.454333333333333
ICOS	0.8608
LDB1	0.10025
GSTA5	-0.751333333333333
ABCC1	-0.954333333333333
FAM54A	-1.01525
PCBP2	-0.490666666666667
NUP205	-0.56275
ACTA1	0.741666666666667
GABBR2	-1.83375
PIP5K1B	0.592666666666667
AGXT	-2.19866666666667
RNF181	0.036
ATP8A2	1.16025
AFTPH	1.3814375
FGF21	0.49775
FCER1G	1.949125
SNTB1	-2.26025
SLC24A3	1.80375
TXNL4B	-1.6768
RPL10L	-0.279666666666667
LOC389517	-0.68725
TSGA13	-1.2585
SHOX2	0.214666666666667
ITGA7	-1.2826
KCNIP2	-0.5022
KLF13	-0.3984
ZFAND2A	-0.36925
CEACAM1	0.322071428571429
PFKFB4	-2.18383333333333
MED19	-0.14125
LRRC57	0.1815
RNF11	-0.0885
ANKRD32	-2.37925
P117	0.51125
OBFC2A	-0.669833333333333
POLD3	-0.659583333333333
RAB18	1.034125
TPH2	-0.155
PHB	1.7644
JDP2	1.846
MORF4L1	0.0768
POU2F1	-0.82675
CNNM2	-0.795416666666667
LOXHD1	0.04
ZC3H15	0.05975
ELK3	-0.0843333333333333
FAM111B	0.31875
CBLC	3.7215
SBNO1	0.64625
ANKMY2	-0.49075
PLEKHA5	-0.223
DHX58	0.618333333333333
ARCN1	0.019
TREML1	0.1364
KNCN	0.442
SEC24A	-0.666875
PSCA	-1.09
MGC24125	0.4885
DNA2L	-0.2075
CIB4	0.658625
HIGD2A	-0.203166666666667
TBX6	0.1706
TTLL5	-0.6485
SGK3	-0.398166666666667
GCN1L1	-0.45675
AMOT	0.5324
LDOC1	0.448333333333333
NRK	0.609
ASB9	-1.776
NAT1	4.819
TRAFD1	-0.2285
PEAR1	0.380666666666667
FAM36A	-0.364
OR1S2	0.761666666666667
LOC388323	-2.31825
PGS1	-1.06083333333333
LEPREL1	-3.59275
TFF1	-1.89575
HAP1	0.04475
EPHB2	-0.47025
ACTG1	0.6545
ZFP42	-1.5618
HAVCR2	-0.1334
NME1	0.246
SNX26	0.0688333333333333
LACTB	-0.00683333333333334
ZKSCAN2	-0.449125
C5orf35	0.437
ANKS3	-0.3915
RBM28	-0.66075
DKFZP586P0123	0.18275
HNRNPA1	0.315333333333333
BCAS3	-1.45758333333333
FLJ20184	0.312
POLA2	-1.3115
TMC7	1.30583333333333
HSD17B6	1.467
ZNF658B	-1.2455
TTTY10	0.194
RANBP9	-0.383083333333333
CPNE7	-1.99866666666667
EVL	0.288294117647059
LNX1	0.764333333333334
IFNA21	-0.5462
CFD	0.83725
PYCARD	1.835
MYBPC2	-1.8585
ENPP3	-2.27566666666667
ACSL4	-2.04675
LOC440258	-0.342333333333333
TMEM176B	3.50383333333333
SOX2	-1.396125
SCO1	-0.409833333333333
COMT	-0.014
AOC2	0.32825
PDLIM5	0.644571428571429
SPHK2	0.585333333333333
NXPH2	0.275
GPR108	0.559166666666667
RAD51L1	-0.861
TMEM54	0.792
LETMD1	-1.26988888888889
SLC6A17	0.5445
KRT75	5.117
STT3B	-0.9785
CD3EAP	0.509
TMEM63A	0.75575
DUSP13	-2.4375
CD1C	-0.831
LASS2	1.02366666666667
AVP	1.6465
PITPNM1	0.7685
FLJ22795	-0.4705
MCTP1	-2.33425
TRIM68	-0.117833333333333
UCK2	-0.0848333333333333
ABHD1	1.36125
FAM50A	0.4315
RNASEH1	-0.754666666666667
PCP2	1.28133333333333
OR52H1	0.303
C20orf149	0.999
RBP5	-0.513833333333333
HYAL3	-0.1515
CLPB	-0.467
SMNDC1	-0.223
DONSON	-1.10283333333333
FLJ27523	-0.328666666666667
BARHL2	-0.4435
SLC30A9	0.516166666666667
TMPRSS11B	-0.422
E2F8	-0.0986666666666667
CCDC25	-0.161
C14orf48	-0.751333333333333
C20orf116	0.664375
TSPAN11	0.6645
YIF1B	-0.527333333333333
FAM12B	0.399
OR1L6	0.219
HPN	0.2343
NBN	0.805125
C14orf94	-0.469333333333333
OCLM	-0.3495
ZSCAN18	0.5433
L3MBTL	-1.5364
TSTA3	0.9735
RAC1	0.82425
C19orf15	-0.0565
NFE2	-3.43525
KLK14	0.589
ARSF	-0.497
MAST2	-0.106833333333333
AMICA1	1.50366666666667
GTF2A1	-0.34825
ATP1A3	0.01325
TC2N	2.5912
PNKP	0.16325
ODZ2	1.543875
MATR3	0.6695
S100P	1.542125
KRT82	0.501
CA13	-1.09955555555556
PROZ	-1.48666666666667
AASDH	0.0294285714285714
C19orf40	0.555333333333333
DCK	0.109692307692308
FAM5C	1.973
SLC6A4	-1.598
MID1IP1	0.152375
TESSP5	0.5015
TMOD4	-0.0193333333333333
DOCK2	-1.75333333333333
TUG1	-0.109125
NUP214	-0.74925
DPYSL2	-1.13686363636364
GOLM1	1.82583333333333
MPFL	0.3615
SOX13	1.6295
SDCCAG8	0.834
KEL	-2.52583333333333
NUP210L	-2.88925
GK	-1.11725
DNAJB1	0.90975
ALPK3	0.0155
CHID1	0.5271
CYLC2	0.964166666666667
IKZF5	0.003
C8orf51	1.432
PPM1J	0.93475
GIMAP8	1.92583333333333
GPR101	-1.5065
NR2F1	-2.015
ACAD8	-0.2455
RBM35A	2.16925
GNAI2	-0.486
METTL8	-0.327833333333333
SLC39A7	-0.39625
FBXO8	0.60775
CAMK1	-1.091
RFC3	0.024875
FAM129A	-0.726857142857143
ILF2	-0.353
FGFBP3	-1.020625
NOM1	-0.755333333333333
PSMA3	-1.00975
ASCC3	0.3245
ZYG11A	-0.49925
SOX21	-1.88325
LYRM1	-0.13425
DEFB1	2.97
LOC91431	-2.028
OR7C2	1.2395
FAM46B	0.943375
TMEM18	0.009
ARHGAP30	-0.0125
TMEM86A	3.53416666666667
EPHA2	-1.78833333333333
C10orf46	0.87275
TCHH	-1.48266666666667
C3orf30	-0.0516
LOC285636	0.310666666666667
PAIP2	-0.162
CYP2U1	-0.67225
C12orf34	0.217
SARS2	-0.415333333333333
ZCWPW1	0.7455
SAMD12	2.42625
KIAA1430	-0.08525
ACAT1	-0.94125
MEOX1	0.2165
ADAMDEC1	3.66225
PHKA2	-0.87625
CARD11	-2.1135
CALML4	-1.1195
TSSC1	-0.64375
TMEM45A	-0.859333333333333
MPP7	1.7685
POU1F1	-0.495
SLC2A13	-0.7457
FBN2	-0.129642857142857
ZC3H7A	-0.1438
LAIR2	-1.0835
ST3GAL1	0.853166666666667
LCT	-2.93875
GEMIN8	0.5925
KLF16	0.8049
HIF3A	-0.3016
FAM44A	0.196285714285714
AQP10	-1.1217
PLA2G2A	-0.8295
FOLH1	0.232
C20orf186	-0.134
MAPKAP1	-0.383625
SPRR2D	-1.51375
UBQLN4	-0.0446666666666667
RSHL1	-0.134666666666667
PIAS3	0.097
MRPL24	0.6075
GREB1	-1.42725
FAM27E3	-2.216
NUP62CL	-1.02675
NEUROG3	1.348
REEP3	1.06683333333333
MARK1	-1.323625
LMBRD1	1.084
PRPF19	-0.93
PNMT	2.898
CTGLF1	-1.195
SLC25A16	0.47525
EIF2B3	-1.247
RPA2	-0.652
PAK6	1.34166666666667
CCDC26	-5.84728571428572
SEMA3E	2.977875
MXD4	0.5747
TNFSF10	3.6823
SMARCB1	-0.677
DTX3L	1.198
PLA2G4E	-0.051
PPAP2A	-0.134
ULK1	0.1455
TAS1R3	0.3885
SLC2A3	-2.58845454545455
ARID3A	-0.93725
GNG5	-0.381
ACOX1	-0.531
KIF5B	-0.10825
NUP153	-0.4255
MUC7	-0.1655
CSDE1	-0.348857142857143
CLPTM1	-0.0605
C3orf23	-0.73425
LRRC17	-0.394333333333333
TTYH3	-0.48475
ATP5B	-1.31
ELF3	2.335
CPSF3L	-0.160666666666667
ZNF665	0.613833333333333
TLR6	-0.2165
GPI	-0.948125
RAD9A	0.93625
NDST4	-1.64125
AGPAT3	0.400583333333333
MAGI3	2.553
ADORA2A	2.54475
CACNG7	0.1855
CAMK2D	-1.43384615384615
CCHCR1	-0.306
RPS27A	-0.62675
OR10G7	0.4525
GCM2	1.916
FAM135B	1.3302
E2F1	-0.17075
PLCB3	0.062
OR2AE1	0.1195
COIL	2.87683333333333
CDC25C	-0.4555
RAB11FIP2	0.23225
TSC2	-0.1885
CTGLF5	-1.594
CCDC108	0.1205
OR13C4	0.3945
C10orf81	6.36425
PTPRB	0.746
ACP2	0.235
LAG3	-0.396
MRPL54	0.04075
LOC201175	1.493
ITGB1BP3	-1.56875
SPTAN1	-0.595333333333333
SIPA1L2	-0.33475
RCAN2	-1.3685
CDX2	-1.072
ECOP	-0.326
ACTR1A	0.585
PPARG	-1.6695
BBS10	0.575666666666667
TMEM44	-1.356875
BPIL2	-0.03825
CITED1	-1.524
IRF6	4.467
PRDM4	1.15783333333333
RRP9	-0.843166666666667
OR10H4	0.45775
IL31RA	-0.82425
GNB1L	0.105166666666667
MYBL2	-0.327375
ZNF407	1.01183333333333
PPIG	-0.479333333333333
TTC18	2.65175
RPSA	-1.0335
MAPT	0.067125
MRE11A	-0.713928571428571
C8orf37	-0.295833333333333
RASGEF1C	-0.8755
STBD1	0.66575
CTAG2	-0.974
MGAT5B	-1.38533333333333
ECM1	0.835
RLN1	-0.3215
PARP14	0.6295
EPB41L1	1.3333
HOXA3	-0.388583333333333
MAGEA9	-5.17933333333333
RPS8	-0.648166666666667
RPS19BP1	-0.00375
FOXJ2	0.277125
C10orf76	0.41025
IL17RE	0.2055
C10orf65	-2.248
ZNF343	0.3905
FBXO33	-0.739125
UHMK1	1.6637
LY6G6C	-0.0725
FGF19	-1.6435
C14orf128	-0.888833333333333
IFIT2	1.053875
TIGD1	-0.7515
S100G	-1.1115
GUCY1B3	1.182
NR3C1	-1.8277
CORO1B	1.95616666666667
PARP11	0.232666666666667
DNALI1	4.21316666666667
OR4N4	0.2892
MAP2K6	-0.827666666666667
FSTL4	0.27975
ANKRD47	0.7485
TMEM171	-1.2555
PNLIP	0.813
YY1	-0.520166666666667
CCDC138	-1.04733333333333
AASDHPPT	-0.3935
CKS1B	0.6903
MCM3	-0.766333333333333
ANAPC7	-0.676166666666667
FAM110A	2.1075
CDC37L1	1.35166666666667
THTPA	-0.02775
NBPF20	-1.077
WDR24	0.7935
NPTX2	-2.18075
CBLB	0.322833333333333
CETN1	0.341666666666667
RPUSD1	0.82275
FAF1	-0.7315
CDK6	-3.0071
HMX2	0.6005
CSK	-0.506
TEAD2	-0.0435
SNAP25	-1.63175
TUFT1	2.1072
TMTC3	2.03866666666667
LCK	-2.906
SGOL1	-1.23366666666667
AKTIP	1.09475
FURIN	-0.169625
SOX12	0.622166666666667
DEFB103A	-1.72875
RAMP1	1.8295
KIR3DX1	0.792
GAS2L3	-0.07975
PDE8A	-1.0843
EDN3	1.132
GMIP	0.83575
SF3A2	1.188
FN3KRP	-0.55475
SMAD7	0.44475
RHBDD2	0.668
OR11H6	0.0485
PPP1R3B	1.2282
C9orf23	-0.376
CADPS	-2.7185
GOLGA8A	-3.59075
TMEM57	0.962
RGL3	-0.134
S100A14	3.79625
FGFR2	0.7608
XRCC3	-0.63625
RTN4RL2	0.666
MGC3771	0.905
GH2	0.0836666666666667
BTBD2	-0.07325
LMO2	-1.053
RDBP	-0.55475
ACRBP	0.13875
AMY2A	2.324
DUOXA1	1.2755
PTK7	1.0145
TWF2	-0.209166666666667
FAM80A	-0.76675
TNNI2	-2.9825
GLT25D1	-0.1545
OCC-1	-0.5795
CYC1	-0.825333333333333
RPL22	0.2105
MORN3	2.18683333333333
DISP1	1.1895
PRB2	0.1495
CHUK	0.472
HR	-0.04375
CCDC134	-0.091125
DENND4B	-1.10425
C14orf130	-0.250375
RAB33A	-1.633
DCST2	0.575
TNMD	-2.639
PEX7	0.59075
FAM62A	0.0975
SRD5A2L	1.377
IL22	-0.16825
RPS26	-1.049
HOXC5	-0.001
SPATA6	0.69975
FLJ38482	-0.10325
ZNF234	0.9655
C18orf22	0.50975
SPATA22	0.23525
THOC1	-0.80375
CYP7B1	2.74075
KCNC3	-0.25025
C8orf42	-1.823
ALDH1B1	0.524333333333333
CCDC100	0.456
ARMC4	-3.417
FAM18B2	0.0756666666666667
SLC44A1	1.531625
FBXO17	-1.93883333333333
C6orf107	-0.39175
C19orf29	-0.11125
ZC3HAV1L	0.03175
PARP6	-0.3303
SULT2A1	-5.277
C1orf159	-0.19925
TMC1	0.86275
CHST14	-0.320875
GAMT	-0.548333333333333
SMCP	0.149833333333333
TSPAN33	-0.848083333333333
MIDN	0.693875
NOX4	2.3365
RNASEN	-0.5061
TBX1	0.825166666666667
SALL2	0.04525
C10orf35	1.53275
CYP2E1	-0.683125
LRFN2	3.49366666666667
ACO1	-1.07983333333333
IQCG	0.7516
MEGF9	2.3235
TM7SF4	0.69975
PLEKHA1	0.8916
STK33	-3.65625
C1orf210	1.84925
SNUPN	0.2358
KIAA0406	-0.4393
C20orf29	0.66875
TMEM55B	-0.095
OSTM1	1.5046875
CLCN7	-0.032
OTP	0.17225
FLJ23049	1.63075
HEATR4	0.6305
MAP3K10	0.966166666666667
PCDHGA9	0.421
AMDHD2	0.8435
LCTL	-1.8615
PDCD2L	-0.4675
CABLES2	0.37125
SLC5A9	-0.0743333333333333
CLCA2	1.36733333333333
MGC16025	-0.6395
STRAP	-0.508166666666667
C20orf196	0.2185
RRBP1	0.753333333333333
NAT13	-0.09725
MAT2B	0.50625
CSNK1D	-0.916833333333333
KIR3DL1	0.222
PRKAG3	0.7665
ZNF599	0.106
PRM3	1.0525
PER2	0.825166666666667
ASPHD1	-2.3985
PRMT6	-2.20425
KCNE1L	-0.860642857142857
FAM118A	-0.8835
TAF4	0.5955
NDUFB6	-0.29325
TRIM9	0.00916666666666668
PMFBP1	-0.9965
KY	0.711
DKFZp762E1312	-1.14709090909091
CSMD1	-1.36925
TBP	-0.681833333333333
OR1Q1	-0.479166666666667
RETNLB	0.59625
HPGD	3.32042857142857
DNAJC12	0.202833333333333
FKBP1B	-0.87425
ANKRD24	-1.6202
CXXC5	1.09933333333333
IL3	0.0575714285714286
DRAM	0.8854
PTCH1	-1.91
TP53BP1	-0.27025
SLC17A7	0.241125
COL25A1	-1.53422222222222
AMACR	0.474166666666667
RHCG	-0.09325
VPS13A	-0.386666666666667
FAM55D	-1.0165
PRPF38B	-0.353083333333333
OSBPL6	0.70125
PFDN5	0.031
CMTM6	0.35375
KCNK12	-1.69575
RP2	0.48925
C16orf52	-1.64575
PICK1	-0.982
IFNE1	-1.4524
SEMA4B	1.1665
TYRO3	-1.966
OR12D2	0.281
CSNK1A1	0.8106
FANCF	1.58875
LONP2	1.213125
TBL1Y	-1.14975
LDOC1L	-0.2245
CCNC	0.09325
C3orf60	-0.7455
CHKA	1.21575
UBAP1	0.0505
MAP3K1	1.5025
ANKRD9	-0.66275
FAM92A1	-2.80083333333333
GAB2	1.113375
AZU1	-0.305
DIS3	0.0123333333333333
C21orf109	-0.73925
IQCB1	-0.90325
SPATS2	-0.267833333333333
EFCAB3	0.076
PRB3	0.37375
FUZ	0.688
ZNF813	0.714125
BMPER	-1.4338
HEG1	-0.153125
ALS2CR11	-2.83875
SURF2	0.162
PSMC1	-0.6145
OR2D2	0.2935
SLC7A8	2.31116666666667
C4orf40	-1.151
SPATA7	0.06725
MAZ	-0.526083333333333
PIN4	-0.11425
PDE1A	-1.76
TAF6L	0.4675
OR2T34	0.3625
KIAA0284	0.117
ACADS	0.162181818181818
MKRN2	-1.553
C18orf56	-2.72525
MS4A6E	1.366
GALNT4	0.4987
C22orf31	1.0715
FLJ36070	0.422
PSME4	-0.308
TFG	-0.1304
EPHX2	-1.251875
ANXA5	-0.257375
KRTAP1-1	-0.5475
BATF	1.69425
KARS	-1.6145
MSTP9	-1.235
GPR26	-0.221125
CCDC72	-1.022
TEF	0.472333333333333
FOXK1	-0.6766
PRLHR	-0.198
EMX1	2.53125
C11orf30	-1.10525
ICK	-0.655125
THSD7B	-0.102
C21orf100	-0.4695
DUOX1	2.0905
EFCAB4B	-0.23925
UBE2G2	-1.89633333333333
C3orf54	-0.01575
PARP1	-0.281
FAM60A	-0.923416666666667
C6orf146	0.465
OR9K2	0.446
DDX55	-0.7905
RPS15	0.589666666666667
ZNF618	0.480625
DKFZp686D0972	1.0075
SSPO	-1.892
SHFM3P1	-0.393666666666667
CPA6	2.05075
JAG2	0.35975
DEFA3	0.54125
PPBPL2	0.189
CD34	3.708
SLCO4A1	-3.362875
AFG3L1	-1.33516666666667
SHD	-0.54875
RP13-122B23.3	-0.348666666666667
PRKCSH	-0.369
DPH5	-0.754833333333333
HLA-F	1.4905
TBC1D4	-0.44625
RIG	0.4172
GLUD1	0.0261666666666667
HNRPCL1	0.559375
HBXIP	-0.57525
RNF207	-0.59
APIP	-0.18875
PLA2G3	-3.61425
CCDC84	-1.672
MYLIP	0.68
PHIP	-0.72725
AARS2	-0.352
DHX32	0.77825
SCAPER	0.0431666666666667
MEN1	-0.428666666666667
NIP7	-1.32425
FLJ25404	0.7765
FASTKD3	-0.62475
TMEM158	-2.00141666666667
RARA	2.29875
BDH1	0.086
ANKRD16	1.6085
CARM1	0.807
SS18	0.265333333333333
IKZF2	-0.0998333333333333
MYD88	-0.167
PML	0.0914
TAF1A	-0.7345
CBFB	-0.3325
HIST1H3H	-0.747333333333333
C7orf29	-1.70225
COMMD4	-0.322166666666667
DPP3	-0.5995
DAB2	-0.010125
LOC388882	-0.323
YPEL4	-0.7035
AGBL3	1.04625
LRP6	-0.0698
SERPINH1	-0.321333333333333
TLE1	-1.536
CD244	0.2355
ZDHHC15	-1.7305
MGLL	1.1926
PLDN	-0.124333333333333
LOC654346	1.782
FAP	2.93875
GPR37	0.182333333333333
SCARA5	-1.19966666666667
EBF4	2.59309090909091
LSM6	-0.17175
MLLT1	-0.0184375
SLC5A12	0.75575
A2BP1	-1.8965
COPS5	-0.206166666666667
TPM4	0.209571428571429
TNFSF4	0.595666666666667
ACADSB	1.66205555555556
HERPUD1	0.3555
BCL2L11	-0.191833333333333
CEP78	-0.500125
CDCA3	-0.16025
WBSCR19	0.3292
MYO1A	-1.7895
PPEF1	1.712
LOC440348	-0.77175
CPEB2	0.334125
BPTF	-0.141416666666667
RPL21	-0.308875
GSX2	-1.049
ADPRH	0.338666666666667
C17orf68	0.796333333333333
KCNS1	-0.851833333333333
MLLT6	0.4289
PIWIL4	-1.2335
RNF26	-0.10675
RAP1B	1.502
ADAMTS1	-2.481
ZNF571	0.35825
P2RY6	-0.9285
TRIM21	0.9185
CADM3	0.33575
NLRC5	0.136333333333333
ADRA2B	0.407833333333333
LOC90835	-0.396125
PCF11	-1.17525
LOC400451	1.4875
GLTSCR1	0.7841
C17orf88	-0.638333333333333
CDH16	-1.647
FGF7	0.427625
PCSK4	0.885
NPC1L1	-0.171333333333333
TAT	0.874285714285714
TBCA	-0.43375
MGC33407	0.0245
GPR115	-0.04025
CYGB	-0.695
FNBP4	-0.687333333333333
C12orf43	0.07725
CBL	-0.8045
CLECL1	-0.12675
PPAPDC1A	2.70325
WDR25	-0.364166666666667
SGCA	0.019
C22orf29	0.1635
YIPF1	1.17525
GALK2	-1.082
RAB3B	-3.86781818181818
LOC440087	0.26975
UCP1	-1.85
REEP5	1.599125
FADD	0.7366
FOXA1	3.14075
CACNA1A	0.392666666666667
ABI1	0.0551666666666667
GRIN2D	1.20175
SLC1A4	0.4655
LOC401127	-0.617
HINT2	0.206
PLD4	-0.279666666666667
ZNF286A	-1.05825
ENY2	-0.14625
IL1F6	0.0955
PXDNL	1.35125
C20orf79	0.2285
TNFSF13B	1.58683333333333
DENND3	0.03525
JARID1D	-3.41525
HIST1H2AK	0.177375
LOC93349	-0.7933
SSH1	-0.6424
ENSA	-0.5715
LOC219854	-0.438666666666667
CKAP2	-0.389
DKFZP564J102	-1.68666666666667
MGC87315	0.354
HNRPAB	-0.507
AMH	-0.953
ZNF526	0.5965
BRUNOL5	0.1246
CACNG3	0.105666666666667
TRPM1	-3.102
PPP2R1A	0.594
COL2A1	-1.4
DDN	-0.118
FLJ25770	0.486833333333333
HK2	-0.795642857142857
ELOVL6	-2.036125
MDK	0.13575
EPHX1	0.56775
RASSF2	-0.092375
DKFZP434B0335	-0.938
DLX3	1.40925
PRTN3	-0.5905
AVPR1A	0.679666666666667
C21orf125	-1.376
TNFAIP8	0.1165
GNB2L1	-0.59475
CALCRL	2.0425
SCGB2A2	7.81516666666667
UBXD7	-0.026
ZNF674	-0.247
TMEM35	0.205375
BRSK2	-0.970125
HECTD3	-0.276166666666667
TMEM188	0.417916666666667
LGALS9	1.840875
SCARB2	0.93325
USP34	-0.25075
