Hybridization REF	TCGA-BH-A18S-01A-11R-A12D-07
PTK7	-0.0516666666666667
TWF2	-0.186833333333333
FAM80A	-2.266
TNNI2	-2.89033333333333
GLT25D1	-1.143
OCC-1	-3.28325
CYC1	-1.452
RPL22	-0.0346363636363636
MORN3	2.22666666666667
DISP1	1.48225
PRB2	0.2535
CHUK	-0.02475
HR	-0.7875
CCDC134	0.456
DENND4B	-1.11075
C14orf130	0.8425
RAB33A	-2.8185
DCST2	0.31
TNMD	-1.62575
PEX7	1.58875
FAM62A	-0.04975
SRD5A2L	1.05675
IL22	0.374
RPS26	-1.0055
HOXC5	-0.542
SPATA6	1.86525
FLJ38482	0.8565
ZNF234	1.4455
C18orf22	1.3045
SPATA22	0.3905
THOC1	-0.36125
CYP7B1	1.88375
KCNC3	-0.317
C8orf42	-0.9895
ALDH1B1	0.1595
CCDC100	0.0363
ARMC4	-1.1715
FAM18B2	-0.04875
SLC44A1	1.9665
FBXO17	-1.17916666666667
C6orf107	-0.003
C19orf29	-0.128
ZC3HAV1L	-0.48725
PARP6	-0.2414
SULT2A1	-4.189
C1orf159	-0.93475
TMC1	0.176
CHST14	0.384375
GAMT	0.785666666666667
SMCP	0.0358333333333333
TSPAN33	0.155583333333333
MIDN	0.26975
NOX4	1.0025
RNASEN	-0.5501
TBX1	-2.16383333333333
SALL2	0.4035
C10orf35	1.51425
CYP2E1	-0.845125
LRFN2	1.39683333333333
ACO1	-0.809
IQCG	2.1854
MEGF9	1.96675
TM7SF4	1.35125
PLEKHA1	0.192266666666667
STK33	-3.0275
C1orf210	3.21725
SNUPN	0.7177
KIAA0406	-0.9638
C20orf29	0.17275
TMEM55B	0.10775
OSTM1	-1.7994375
CLCN7	-0.03575
OTP	0.021
FLJ23049	-0.4865
HEATR4	0.2965
MAP3K10	0.444166666666667
PCDHGA9	0.3275
AMDHD2	0.17525
LCTL	-1.249
PDCD2L	-0.1825
CABLES2	-1.049
SLC5A9	-0.299
CLCA2	-1.559
MGC16025	-0.719
STRAP	-1.0445
C20orf196	-0.205
RRBP1	0.0365
NAT13	-0.879
MAT2B	0.28675
CSNK1D	-0.5685
KIR3DL1	0.3025
PRKAG3	0.227
ZNF599	1.0865
PRM3	0.8165
PER2	1.2425
ASPHD1	-0.568
PRMT6	-0.8665
KCNE1L	-1.159
FAM118A	0.229333333333333
TAF4	-0.76625
NDUFB6	0.23525
TRIM9	-1.09783333333333
PMFBP1	-0.49825
KY	0.12
DKFZp762E1312	-4.03627272727273
CSMD1	-1.2615
TBP	-1.4685
OR1Q1	0.474833333333333
RETNLB	0.45175
HPGD	-0.544785714285714
DNAJC12	-0.486166666666667
FKBP1B	-1.80475
ANKRD24	1.24966666666667
CXXC5	0.929
IL3	0.584125
DRAM	-0.7579
PTCH1	-2.0665
TP53BP1	0.27275
SLC17A7	0.16075
COL25A1	-0.6488
AMACR	0.659833333333333
RHCG	-0.34675
VPS13A	-0.37825
FAM55D	0.606
PRPF38B	-0.661583333333333
OSBPL6	-1.79625
PFDN5	0.6701
CMTM6	0.34175
KCNK12	-1.804
RP2	-0.2945
C16orf52	-1.406
PICK1	1.1785
IFNE1	-1.19816666666667
SEMA4B	1.022
TYRO3	-2.34
OR12D2	0.253
CSNK1A1	0.1554
FANCF	1.69125
LONP2	1.721875
TBL1Y	-0.683
LDOC1L	0.00875000000000001
CCNC	-0.986
C3orf60	0.72575
CHKA	-0.89225
UBAP1	0.18925
MAP3K1	1.52
ANKRD9	-0.02175
FAM92A1	-0.735333333333333
GAB2	-0.237
AZU1	0.17525
DIS3	-0.766833333333333
C21orf109	-1.78225
IQCB1	-1.15275
SPATS2	-0.663
EFCAB3	-0.551
PRB3	0.154875
FUZ	0.522833333333333
ZNF813	0.689625
BMPER	-0.869833333333333
HEG1	-1.151125
ALS2CR11	-0.10425
SURF2	0.29125
PSMC1	-0.188916666666667
OR2D2	0.0255
SLC7A8	2.68833333333333
C4orf40	0.361
SPATA7	0.02575
MAZ	-0.87125
PIN4	0.49875
PDE1A	-1.30675
TAF6L	0.174666666666667
OR2T34	0.3925
KIAA0284	-0.26225
ACADS	0.192909090909091
MKRN2	0.0955
C18orf56	-2.15225
MS4A6E	0.229166666666667
GALNT4	0.6199
C22orf31	-0.1505
FLJ36070	0.7925
PSME4	0.305
TFG	-0.2155
EPHX2	2.67375
ANXA5	-0.188125
KRTAP1-1	-0.5193
BATF	3.86875
KARS	-1.2105
MSTP9	0.195
GPR26	5.107875
CCDC72	0.28825
TEF	0.0973333333333333
FOXK1	-1.6411
PRLHR	-0.4435
EMX1	0.2125
C11orf30	-0.307875
ICK	0.635
THSD7B	-0.09925
C21orf100	-0.7815
DUOX1	2.7075
EFCAB4B	-0.498
UBE2G2	-1.025
C3orf54	0.23975
PARP1	-0.482
FAM60A	-1.24291666666667
C6orf146	0.32025
OR9K2	0.395
DDX55	-1.01916666666667
RPS15	0.0616666666666667
ZNF618	0.191375
DKFZp686D0972	-0.572
SSPO	-1.215
SHFM3P1	1.3095
CPA6	-0.67625
JAG2	-0.0145
DEFA3	0.06725
PPBPL2	0.5542
CD34	3.66375
SLCO4A1	-3.996375
AFG3L1	-1.68716666666667
SHD	-0.79275
RP13-122B23.3	-0.694
PRKCSH	-0.582166666666667
DPH5	0.507333333333333
HLA-F	1.55325
TBC1D4	0.3285
RIG	-0.239333333333333
GLUD1	0.708
HNRPCL1	1.005625
HBXIP	0.04125
RNF207	-0.2035
APIP	-0.02675
PLA2G3	-3.4565
CCDC84	-1.78425
MYLIP	0.0876923076923077
PHIP	-0.7275
AARS2	-0.672
DHX32	0.884
SCAPER	0.0896666666666667
MEN1	0.233375
NIP7	-0.5945
FLJ25404	0.604
FASTKD3	-0.673
TMEM158	-3.65258333333333
RARA	1.295
BDH1	1.3695
ANKRD16	0.9515
CARM1	0.722
SS18	0.711333333333333
IKZF2	-0.162166666666667
MYD88	0.091
PML	0.17625
TAF1A	0.15575
CBFB	-0.695125
HIST1H3H	1.22533333333333
C7orf29	-3.52
COMMD4	-0.2715
DPP3	-1.128
DAB2	-0.021875
LOC388882	0.058
YPEL4	-1.346
AGBL3	0.781
LRP6	0.2561
SERPINH1	-1.51358333333333
TLE1	0.23575
CD244	0.458166666666667
ZDHHC15	1.67625
MGLL	0.3296
PLDN	0.188166666666667
LOC654346	1.357
FAP	0.7695
GPR37	-0.225833333333333
SCARA5	-1.18116666666667
EBF4	1.06518181818182
LSM6	-0.45025
MLLT1	-0.0833125
SLC5A12	-0.58975
A2BP1	-1.65683333333333
COPS5	-0.0411666666666667
TPM4	-0.120928571428571
TNFSF4	-0.225666666666667
ACADSB	2.75655555555555
HERPUD1	0.937
BCL2L11	-0.443277777777778
CEP78	-1.993875
CDCA3	-2.529625
WBSCR19	0.1899
MYO1A	-2.075
PPEF1	1.90283333333333
LOC440348	-1.6445
CPEB2	1.72525
BPTF	0.03025
RPL21	0.43675
GSX2	-0.124
ADPRH	1.14183333333333
C17orf68	0.387833333333333
KCNS1	-0.104166666666667
MLLT6	-0.2072
PIWIL4	-0.4275
RNF26	-0.66275
RAP1B	0.56875
ADAMTS1	-3.5052
ZNF571	1.82575
P2RY6	-0.924
TRIM21	1.00716666666667
CADM3	0.242
NLRC5	-0.396833333333333
ADRA2B	-0.702166666666667
LOC90835	-0.16175
PCF11	0.45075
LOC400451	2.32275
GLTSCR1	0.4949
C17orf88	-0.903333333333333
CDH16	-1.959
FGF7	1.744375
PCSK4	0.116
NPC1L1	-0.8935
TAT	4.91225
TBCA	-0.18875
MGC33407	0.12525
GPR115	-1.276375
CYGB	-0.08
FNBP4	-1.16766666666667
C12orf43	0.054
CBL	-0.9511
CLECL1	1.49375
PPAPDC1A	-0.28525
WDR25	1.28333333333333
SGCA	0.828
C22orf29	-0.278333333333333
YIPF1	2.0685
GALK2	0.21525
RAB3B	-3.63141666666667
LOC440087	-0.20475
UCP1	5.3045
REEP5	2.50125
FADD	-0.1841
FOXA1	4.05175
CACNA1A	0.470333333333333
ABI1	0.381166666666667
GRIN2D	0.59575
SLC1A4	0.869166666666667
LOC401127	0.31625
HINT2	1.1865
PLD4	1.30466666666667
ZNF286A	-0.99525
ENY2	-0.74
IL1F6	0.44
PXDNL	1.94425
C20orf79	0.20325
TNFSF13B	2.05766666666667
DENND3	0.1175
JARID1D	-3.07025
HIST1H2AK	2.241125
LOC93349	-0.602
SSH1	-1.367
ENSA	0.531
LOC219854	0.868833333333333
CKAP2	-3.2778
DKFZP564J102	1.41133333333333
MGC87315	0.3625
HNRPAB	-1.18025
AMH	-2.828
ZNF526	0.865
BRUNOL5	-0.2636
CACNG3	0.058
TRPM1	-2.0145
PPP2R1A	0.157625
COL2A1	-1.71325
DDN	-0.462666666666667
FLJ25770	1.82783333333333
HK2	-0.0627857142857143
ELOVL6	-1.092
MDK	-0.8105
EPHX1	2.57025
RASSF2	-0.0175
DKFZP434B0335	-0.42925
DLX3	-0.33525
PRTN3	-0.0255
AVPR1A	0.13525
C21orf125	-1.7575
TNFAIP8	-2.06733333333333
GNB2L1	-0.74025
CALCRL	1.88025
SCGB2A2	1.9695
UBXD7	-0.253
ZNF674	-0.2075
TMEM35	-0.576125
BRSK2	-1.236125
HECTD3	0.177166666666667
TMEM188	0.429083333333333
LGALS9	1.34075
SCARB2	1.43066666666667
USP34	-0.0110833333333333
C17orf28	2.45558333333333
ZDHHC23	-1.07525
AQP12B	-0.4685
SLC16A3	-3.053
APLP2	1.820375
ITIH2	-6.07175
MICAL3	-1.287625
TNNI3K	1.9125
HDAC2	-1.11525
PRR7	-0.3543
THBS2	-1.454375
LOC751071	-0.0693333333333334
CA2	-1.79183333333333
RANBP17	-2.98775
RLN3	0.41525
CRYZ	0.073
GBAS	0.519
TAS1R1	-0.42175
MPZL3	1.1735
PCDH8	-1.69575
HSP90B1	0.104
KCNK15	0.164
TNIP2	-0.0593333333333333
GPR146	-0.36175
NOL6	-0.01375
SPC25	-4.45055555555556
STEAP2	2.55714285714286
VAMP3	0.0975
TCIRG1	-0.04
ZP4	-0.4065
PARL	0.097
TRIM39	0.675833333333333
KIAA1305	0.63
CRNN	0.245833333333333
GRN	0.909
HSH2D	-0.25775
SCAMP1	0.8188125
KIAA1913	-1.048
PTS	-0.962
BANP	0.492785714285714
PRKACG	0.684
ADCY6	-0.394166666666667
C16orf46	0.845
CYP51A1	0.237
DDC	-5.33575
ANPEP	-2.5255
PROM1	-2.36
SIGLEC10	2.4875
COPG	0.9155
FAM26E	0.52675
TRIP4	0.74425
SNX3	-0.801
C1orf175	0.1645
PPY2	0.05625
C14orf152	0.14725
FTSJ1	-1.064
DST	-0.05665
LOC554235	0.291
GLRX5	-0.571
C20orf12	1.5531
CAB39	0.230333333333333
MSH2	-1.3825
PIP4K2C	0.964625
CYLD	1.115875
WTAP	-0.7864375
MGAT4A	3.14655555555556
TSC22D4	0.0789
CHRM2	-1.943
PPYR1	-0.0631666666666667
CCNH	-0.0598333333333333
RRM1	-0.60025
ECAT8	2.03225
LOC400120	-0.17875
GABRA4	-0.26975
C14orf4	0.907166666666667
C1orf59	-0.6145
CTDSPL	0.831416666666667
NHEDC2	-1.038
PDE11A	-0.3731875
KLHL29	-3.26425
CD5	-1.4168
TSPAN9	1.6623125
WDR67	-1.9935
THUMPD1	0.3811
C18orf17	0.93225
CLYBL	0.0756666666666667
FLJ13231	-0.186375
CMBL	1.535375
LECT2	-0.3405
NKAPL	0.854666666666667
LOC654780	0.554
OR4C6	0.1575
RAB30	2.32433333333333
TSSK4	0.5165
TMEM163	1.119
OSBPL11	0.09425
GNB5	-0.813166666666667
CCL21	0.2115
C1orf121	0.433
FMO2	1.97083333333333
RPTN	1.1435
MSTN	0.2595
VCL	-1.38228571428571
FYTTD1	-0.1755
C11orf1	0.47025
CCDC88C	1.0694375
HFE	0.0246111111111111
MOGAT1	-0.3855
FAM125B	0.354333333333333
IRGQ	0.153
RAVER2	0.8975
AKAP5	0.3615
SSSCA1	-0.08925
C11orf63	2.270375
ACTG2	-1.848
PORCN	-0.919
DTL	-2.741
TMEM151	0.42125
FAM122C	0.186
RSAD2	1.7312
BAT4	0.1875
KRTDAP	-0.759666666666667
MYH8	-0.0458571428571429
CRTC3	0.69
LRRFIP2	0.6629
INTS4	-0.110666666666667
TTN	-1.9785
SLC26A5	0.645
PLLP	-1.18425
RGS6	-0.65525
SRGAP3	0.993625
ZNF525	0.149
NBR2	0.430833333333333
C13orf1	-0.11
ZNF137	0.675
CEP27	-1.3215
BEST2	-0.0425
RNF121	-0.16875
DMRTC2	0.8655
C8orf76	-0.70075
BCCIP	0.815625
MEST	-2.71775
HTRA2	-0.0895
ANGPTL2	-1.218
ILKAP	-0.1695
ERAS	-0.137
HBS1L	-1.08025
CPA5	-0.1725
TMEM30A	-0.039
CD300LF	2.17
WISP3	-0.5685
CRK	-0.324071428571429
PDS5A	0.0713
BRPF3	0.764666666666667
NEDD9	-0.076125
SMPDL3B	1.7765
PSG6	-0.5235
PSMD13	0.27775
ETV5	-1.8398125
OR51A4	0.0135
BTBD7	1.06258333333333
GSTO1	-0.9515
hCG_16001	0.309
MAD2L1BP	0.102833333333333
COX6A2	0.7035
SCNN1A	2.56883333333333
LSM1	0.716833333333333
UGT2B11	-4.397
IDUA	1.71125
PPP2R3C	-0.527666666666667
COX11	-1.05233333333333
PDZK1	2.51475
ZNF443	1.13683333333333
MGC21874	1.6645
ZNF323	2.0805
KRTAP10-10	0.0795
CXCL6	-0.68125
SLC34A2	1.053
LOC284402	0.8
NPTN	0.768666666666667
UPP1	-2.36616666666667
SLC6A9	-0.067
OR7G3	0.151
CISD1	-1.029
ZNF545	0.899166666666667
SYT14	-1.666
NT5C3L	0.716166666666667
ZNHIT3	0.144666666666667
SNRPD3	0.296
KIAA0701	0.704
UNC93B1	0.162833333333333
GMNN	-2.50125
SPCS2	0.736833333333333
LOC388524	-0.7765
NAPRT1	-0.2785
PNLIPRP1	-0.3625
OR6V1	0.004
PRKAB1	-0.065
EYA4	-3.19333333333333
KIF20A	-3.869
ALG10	0.58925
ITPKC	1.29933333333333
LMX1B	1.66116666666667
RPUSD4	-0.406
C7orf34	0.222833333333333
DLGAP2	0.12875
PFN1	-1.0829
MICALL2	-0.827666666666667
ZNF654	0.326
SS18L1	-1.620875
SLC16A8	0.09675
MKI67IP	0.0888333333333333
ITGB3	0.727875
TCEA3	3.29341666666667
CEP152	-2.62775
CLIP1	0.57725
ZNF75	0.136125
ATP5C1	-0.414333333333333
NUDT5	-0.349166666666667
PSCDBP	2.431
UBP1	-0.21775
RBM27	0.0925
C13orf15	2.244
ZNF282	-0.147333333333333
ZNF222	0.6737
COL10A1	5.52825
PRDM15	-0.750875
TTTY5	-0.2085
FAM9C	-0.4495
C20orf67	-0.09125
GNG13	-0.179
F12	0.629
C1orf41	-0.162
CPXCR1	-0.1015
GSK3A	0.343375
SUPT6H	0.0953333333333333
PI16	-1.46616666666667
ELL2	-0.596833333333333
C9orf167	-2.3725
PVRL3	-3.8379
FLJ38596	1.862
ADAM20	0.3035
GPR89A	1.0615
GPR87	-3.1325
ZNF30	1.46975
SMR3B	0.011
ZNF770	0.232625
TRPC4AP	-0.888833333333333
DKFZP686E2158	0.125
C2orf28	0.426333333333333
FREM1	-3.0155
LAMA4	-0.379833333333333
ADPRHL2	0.55125
EIF4G2	0.274833333333333
GUCA1A	-0.22
CTNNA2	-0.8385
NUDT15	-1.786
CEPT1	1.0415
ZNFX1	0.5093
CCDC92	0.9125
TDRD1	-0.6145
KCNK5	-2.35633333333333
ETNK1	0.830083333333333
LTA	0.337
TTPA	0.2958
B3GALNT2	0.26875
SC65	-0.0885
PEX5L	-0.176875
EPS15L1	0.9065
MGEA5	-1.02825
HIST1H3A	1.26
ING1	-0.82425
BCAT1	-3.204
ORC6L	-4.19527272727273
KLK11	-5.3315
C19orf28	-1.638
DNER	-4.7805
MED22	-0.590142857142857
ETV6	1.04508333333333
CHAC2	-1.8635
CD300E	0.184
CEBPB	0.451083333333333
ZNF398	-0.10575
LRCH3	-0.502
HMGA1	-1.82766666666667
CAPN7	0.0948333333333333
MGC5566	-3.2195
CCL3	2.99125
NANOS1	0.348625
ZFYVE19	0.711
APITD1	0.4815
PARD3	0.461875
IRAK4	0.1095
SERPINI2	-1.05
CEP170L	-0.80325
TTC9	2.7585
MYOM3	-1.394
MLPH	2.143875
LOC222699	0.6665
NRG1	-2.16091666666667
TBC1D9	3.13318181818182
TTK	-4.43766666666667
ZNF557	1.155
DDX41	-0.546333333333333
FANK1	3.7455
UBE2D2	-0.045125
PSMB10	0.619875
MYH7B	-0.228
GABARAPL2	0.9025
MARVELD2	2.00566666666667
DGCR2	1.0575
UNC45A	0.2405
C6orf72	-0.0915
ZNF683	2.536
GIT2	-0.190875
CASK	-0.442
C14orf161	4.15666666666667
LRRC44	0.525
TIFA	0.729875
UTP11L	-0.28475
C6orf65	-1.00475
FDPS	-0.26175
DUSP9	-2.4675
SLC17A8	0.2015
OR51G1	0.186333333333333
NANS	0.784
OLFML1	1.1755
ATP10B	-1.054375
NPAS3	-0.8115
PRKCA	-3.047
GGA2	-0.7335625
LCE4A	0.3805
SPANXN3	0.8165
CCDC115	1.593
SDCCAG3	-0.65375
GLIPR1L1	0.66975
TTC1	0.23275
C17orf76	-0.542
MAD2L2	-1.84175
HIPK1	-0.2851
LRRC3B	-0.477
CLN3	-0.565272727272727
C17orf47	0.1785
FMN2	-2.683625
TUBB1	-1.23925
WAPAL	0.209833333333333
C3orf21	-0.641625
SCN5A	-0.5668
SMYD1	-0.415
BEX5	2.0365
ZNF192	0.289
SEC22A	0.4525
GRIA2	2.82378571428571
KIAA0825	-1.0695
NUSAP1	-3.73654545454546
LANCL1	0.286625
C15orf40	0.4124
ZNF645	0.184375
GPR61	0.105
NLRP14	0.507
SNX21	0.3872
C1QTNF8	0.351
C17orf46	0.63725
IFNA8	0.559
SPRR1B	-1.29583333333333
FLRT1	-0.65975
SNX17	0.0366666666666667
ASB2	-0.907333333333333
HBG1	-6.0025
RPRML	-2.024
JOSD2	0.412
PLSCR3	-0.51725
SPOCD1	-0.867833333333333
RAB39	-0.322
GHRH	4.22983333333333
ITIH5L	1.02275
C17orf37	0.88925
SMCR8	0.58775
DPY19L2P3	0.0123333333333334
IL11RA	0.121666666666667
GDF3	-4.2395
RPS6KB1	-0.85675
DNAJC19	1.4014
TOP1	-0.3535
CRCT1	0.3165
MPST	0.18325
DPM2	0.290625
FAM38B	0.1515
SLC18A1	-1.76616666666667
FARP1	-0.953
PAX7	0.1435
TUBD1	-1.0405
GNL3	-0.262625
BTG2	2.3472
NDUFS6	-0.26225
C1orf79	-1.336
ERAL1	-0.11425
ECHS1	0.87625
VPS4A	0.000166666666666667
CYP11A1	-0.755375
ABCC6	-0.104214285714286
PBX4	-3.78
MOSC1	-1.3965
NCF4	0.578
HYMAI	-0.0865
NAGPA	-0.290125
OTOP2	0.1485
ACOT12	-0.05375
MTHFD2L	-0.1455
LOC441376	3.14125
C19orf34	-0.0545
RAB1B	0.537
ALDOAP2	0.2885
NTRK1	-1.59466666666667
ARTS-1	-0.1211
SLC6A11	0.0725
NAP1L2	1.59375
CNGB1	0.182
EPB41L4B	1.54333333333333
FAM134B	2.5655
HS3ST3A1	-1.951
CPXM2	4.207
SIRPB2	-0.019
CHORDC1	-1.58883333333333
TRIB3	-1.30666666666667
SLC2A5	0.89175
C2orf49	-0.518166666666667
DDX5	0.33675
OR5L1	0.799
ANAPC4	-0.821333333333333
ZSWIM1	0.459875
LOC93622	0.272875
KCNK3	0.6968
RP11-35N6.1	-1.200875
ZFP161	0.512166666666667
AQP9	0.9735
SLC15A2	-1.30366666666667
MREG	1.04933333333333
OR9I1	0.2295
PDLIM2	0.227625
ADAM7	0.456
GSTCD	0.1865
WDR21A	0.57225
SLC12A8	2.41616666666667
TMEM174	0.0985
IGSF3	-0.516333333333333
LRRN1	2.54425
LOC402117	0.25925
SRPK1	-1.687
LY6K	-2.541
NFIA	1.7305
PTCD3	-0.554625
LEP	1.74466666666667
PCDH21	-0.707666666666667
MAPKAPK2	1.03914285714286
NMNAT1	0.0425
LHFPL2	0.1165
C9orf43	2.11325
DIP2A	-0.304
ACTR8	0.20725
CCDC34	-1.1595
PTPN22	-1.004125
ITGA3	-0.6695
FAM129C	-0.4305
RABGGTA	0.5405
UNC45B	0.46425
KIAA1033	0.008625
ZNF510	0.217
CYP2D6	-0.696333333333333
SLC26A10	-2.839
STX8	0.38
LUZP1	-0.2275
WDR89	0.394333333333333
EIF4G3	0.00200000000000002
C5AR1	0.64675
ZNF623	0.0535
A2M	-0.261
TGM7	0.277
GRPEL1	0.262666666666667
LMNB2	-2.2108
ROCK2	-0.150166666666667
SNX16	0.759125
CCDC66	0.1815
ANXA3	0.35375
KIAA1609	-0.176625
EED	-1.17325
RNF32	1.50316666666667
HES1	1.817
CLC	-0.171166666666667
ISL1	-0.568166666666667
KIAA0528	0.23575
MANEA	-0.64425
C1orf61	-2.424
hCG_2001000	0.54225
RAPGEF6	-0.3998
KIAA0020	-0.795333333333333
NEIL1	0.91925
C16orf45	-0.86275
RBM10	-0.0856666666666667
C10orf125	-2.143625
MRS2L	-0.478
DNAH17	-1.37725
C19orf10	-0.09925
C1orf160	0.90725
SLFN12	-0.81225
EXOC3	-0.267166666666667
HIST3H3	1.0715
NCOR2	0.148166666666667
TNFRSF9	-0.85875
MFSD8	1.19175
ALX1	-3.51616666666667
NOL1	-1.26475
PODN	2.34975
TIAL1	-0.66075
HIST1H1E	2.16725
NPY6R	0.13475
TM4SF4	-0.64275
CORO2A	0.95425
ETNK2	-0.645166666666667
APOE	0.2442
ANGPT4	0.509
HDGF2	-0.21825
G30	0.423
ST8SIA4	-0.462375
F2RL1	-1.347875
FAM19A4	-2.3655
CCAR1	-0.21625
B3GNT7	0.1345
OPHN1	-0.4408
DSCR6	1.98
C21orf13	2.529
GAS2L1	0.694833333333333
RFX3	-0.150833333333333
COPS4	0.350375
BCHE	-5.115
BCL2	3.195125
HBZ	-3.87733333333333
ARL13B	0.367
MAPBPIP	1.896
MYO15B	-0.149875
SPZ1	-0.1745
KIAA1324	4.19733333333333
PLCL2	-1.21875
C4orf29	-0.3895
WDFY2	-0.77975
ZNF284	-0.3895
NAALADL1	0.2215
DUSP5	2.09133333333333
PXDN	-1.00075
SLMO1	-0.275
TNXB	0.1049
BIRC7	-0.88975
A4GALT	1.3105
TIMM22	-0.3475
FAM110C	1.90225
TOMM34	-0.8535
ABHD9	-0.3045
ADAM32	3.0935
CRHBP	0.0455
AQP2	0.21975
LOC130355	0.76225
ZNF187	0.886166666666667
ZNF816A	0.667
F7	1.232125
CNOT1	-0.1954
SLC13A4	-1.4865
ZBTB11	-0.26425
B3GALT5	0.419
EXOC2	0.533833333333333
IRS1	0.7918
TMEM1	-0.180166666666667
MRPL34	-0.102
SAMM50	-0.113
CDC42EP3	0.740625
HSF2	-1.0637
MFN2	0.241
TSPAN7	-2.8405
NUCB1	0.86775
RHOH	-0.13525
ARL16	-0.1005
TACR1	0.46425
SFRS5	-0.0756666666666667
SNX25	0.2135
RHBDF1	0.588166666666667
PCDH18	-0.08
HMG1L1	-1.0455
MYO5C	1.421125
MAPK10	0.413
LDHAL6A	-0.143666666666667
NUDT12	1.75383333333333
NCAM1	-0.368875
GLIS2	0.493
GGTL4	1.33225
DAPP1	0.81725
ATF7	1.501625
KIAA0748	-1.1935
NFIL3	-2.17175
TM6SF1	0.4027
SEZ6	0.280875
NANOS3	-0.250666666666667
DNAJA3	-0.458
CLDN6	-2.4495
CIITA	2.0525
EPHA4	-2.04533333333333
FANCC	-1.1165
CMTM3	-0.280375
PSG3	0.044125
MRPL15	-0.453
C21orf59	0.583
PLCXD2	0.1
C2orf34	0.17575
UBE2L6	1.2565
MED14	-0.175166666666667
HP1BP3	0.5312
C6orf208	1.117
TPBG	-0.702
OSR2	-2.33375
XPC	0.574666666666667
KLHL7	-0.941333333333333
CCR3	-0.181833333333333
AGTPBP1	-1.446
PCSK6	1.85693333333333
STAT5A	-0.9655
FAM18B	0.31375
LONRF2	-0.694666666666667
PTPN2	-0.813
SF3A3	-0.743
EFCBP2	-0.6185
HCFC1	-0.935333333333333
AHNAK	0.329
ACTR5	-0.058
KIF14	-4.12828571428572
TENC1	1.482
HEATR5B	1.594
YIPF2	1.017
MYEOV2	0.798
DUSP18	1.36575
KIAA1012	0.21575
AHR	-1.34083333333333
C17orf53	-1.58366666666667
PTPRH	-4.4845
ATP6V1C1	0.2002
TAS2R3	0.052
LOC440356	1.721
COQ10B	0.62925
PSMF1	0.51525
SORBS2	3.709
NFE2L2	-0.50875
TMCO7	-0.02175
SH3PXD2A	-0.8014
SH2D2A	-2.5025
SPINK5	-2.15975
MRPS24	-0.60475
OPA3	0.0325
TRAF7	-0.5055
C4orf35	0.0595
MT1G	-1.6865
MGC39545	-0.3325
HS1BP3	0.763
OR2B2	0.183
CHRM4	0.4215
SFRP2	1.03933333333333
RIC3	1.4455
ART1	-1.2815
C6orf1	1.24775
DUS4L	-0.28575
C10orf104	0.64075
TNFAIP6	1.26825
RTEL1	-2.24625
CCT4	-0.8638
ZNF709	0.376
CHMP6	0.411
UPP2	0.223
CYP19A1	-2.58071428571429
CD151	0.1885
NDUFA13	0.1805
ARFRP1	-0.951333333333333
FAM26B	1.5955
CRYBA1	-0.9815
MRPL41	0.516
NPFFR2	-1.34225
HRH2	0.2845
SCAMP3	1.00333333333333
MTMR6	1.0459
MTG1	-1.35833333333333
UBTD1	1.54725
CRABP1	3.5285
FLJ33790	-2.0005
KIAA1908	-1.068
GPR158	-3.08075
PACSIN3	0.774333333333333
OMD	2.00666666666667
CATSPER1	-0.2285
HOXB8	-0.438875
FBXO46	0.858
OAS1	1.2655
SVIL	0.0125
PHB2	-0.87825
ADCY3	-0.337
NDRG2	0.563666666666667
ERMAP	0.8081
APBA2	-2.3405
IGSF9	2.32825
WNT6	-0.764357142857143
MYCBPAP	2.40775
ATP2B2	-0.2369
CPVL	-1.156
TRAM2	-1.19958333333333
NOP5/NOP58	-0.43975
ZNRF4	-0.18475
TLK1	0.7655
MTMR12	0.458357142857143
ZNF384	-0.238833333333333
FAM9B	-2.44475
RPN1	0.3132
PMVK	1.80025
EIF3D	0.1989
SIX2	-0.3405
HPS1	0.506571428571429
RNF7	0.44225
PSKH2	0.805
KCTD13	-0.0888333333333333
CSMD3	-0.6532
FBF1	-0.28
IL8	-4.21425
SERPINB13	0.765333333333333
FBXL20	0.46425
BLR1	0.40975
SH2B1	-0.256333333333333
RFNG	0.428
RAB20	-0.2645
RBM7	-0.85425
POLR1A	-0.445833333333333
TMPRSS4	-3.66175
TAF9	-0.460375
TERF2	1.0455
TNFRSF1A	0.198333333333333
ACADVL	-0.977833333333333
GTF2H5	0.26125
EDG8	-0.849333333333333
C9orf140	-2.715625
UST6	0.0905
ZBTB8OS	-0.08625
ZNF710	0.5785
GPR174	-1.4505
ATP6V0A2	-0.24075
KIAA0319L	0.197083333333333
XKRX	0.0375
DOPEY2	1.8375
SDHD	-1.02716666666667
SUMF1	2.2165
OSM	2.8485
OPN3	-0.34825
DAGLB	-0.139333333333333
PPFIBP1	-0.4522
TRIM63	-2.85275
C10orf53	0.1165
LYPD3	1.96183333333333
BCL7A	-0.148875
AGER	-1.77583333333333
TCF19	-1.92325
SAT2	0.0885
PFTK1	0.637333333333333
GABRE	-4.040375
C15orf38	1.5052
FIS1	0.5105
KCNV2	0.22275
CLPS	0.44775
PPCDC	-0.000374999999999993
FOXN2	-0.734333333333333
NT5E	-4.049
CD83	0.5965
IL18	0.058375
VPS16	0.23675
IGFBP2	-0.615
NOTCH2	0.56375
SIGLEC1	2.146625
CD93	4.3485
SULF2	-1.874
