Hybridization REF	TCGA-BH-A0DT-01A-21R-A12D-07
CD1C	1.44783333333333
LASS2	0.504833333333333
AVP	-0.2135
PITPNM1	-1.3095
FLJ22795	-0.778
MCTP1	-1.5085
TRIM68	-0.255166666666667
UCK2	-0.79
ABHD1	2.54875
FAM50A	-0.571
RNASEH1	-1.20033333333333
PCP2	1.931
OR52H1	-0.944
C20orf149	-0.05625
RBP5	1.0775
HYAL3	0.10975
CLPB	-1.55025
SMNDC1	0.3745
DONSON	-2.56616666666667
FLJ27523	1.105
BARHL2	0.00733333333333334
SLC30A9	0.216166666666667
TMPRSS11B	-0.3785
E2F8	-2.36866666666667
CCDC25	0.617666666666667
C14orf48	0.1155
C20orf116	0.43375
TSPAN11	0.6885
YIF1B	-1.29233333333333
FAM12B	0.43175
OR1L6	0.1945
HPN	0.624
NBN	0.398125
C14orf94	-0.184333333333333
OCLM	0.11
ZSCAN18	0.0711
L3MBTL	-1.2292
TSTA3	0.884333333333333
RAC1	0.172125
C19orf15	-0.1165
NFE2	-3.9825
KLK14	0.494
ARSF	-0.106
MAST2	-0.2985
AMICA1	2.54716666666667
GTF2A1	-0.239875
ATP1A3	-0.879
TC2N	3.1761
PNKP	-0.121
ODZ2	3.232625
MATR3	1.341875
S100P	-1.7
KRT82	-0.112
CA13	0.4569
PROZ	-1.79316666666667
AASDH	0.548625
C19orf40	-0.0755
DCK	-0.446923076923077
FAM5C	-2.284
SLC6A4	5.399
MID1IP1	-0.730375
TESSP5	0.753
TMOD4	-0.00683333333333334
DOCK2	-1.22
TUG1	0.090625
NUP214	-1.1435
DPYSL2	0.473545454545454
GOLM1	1.02158333333333
MPFL	-0.1455
SOX13	0.532
SDCCAG8	1.3576
KEL	-1.962
NUP210L	-2.848
GK	-0.866125
DNAJB1	0.0585
ALPK3	-0.6965
CHID1	0.3569
CYLC2	1.39033333333333
IKZF5	1.026
C8orf51	0.809
PPM1J	1.14375
GIMAP8	3.57666666666667
GPR101	-0.9665
NR2F1	-0.028
ACAD8	0.054
RBM35A	1.9565
GNAI2	-0.980333333333333
METTL8	0.043
SLC39A7	-1.9285
FBXO8	1.054
CAMK1	-0.75075
RFC3	-0.961125
FAM129A	0.235785714285714
ILF2	-0.2255
FGFBP3	-1.305875
NOM1	-0.861833333333333
PSMA3	-0.7885
ASCC3	0.5502
ZYG11A	-0.88125
SOX21	-1.546
LYRM1	0.945
DEFB1	3.183
LOC91431	-2.69416666666667
OR7C2	2.675
FAM46B	1.5825
TMEM18	-0.33075
ARHGAP30	1.07333333333333
TMEM86A	2.2455
EPHA2	-0.999833333333333
C10orf46	1.10055
TCHH	-1.226
C3orf30	-0.158333333333333
LOC285636	-0.176666666666667
PAIP2	0.216
CYP2U1	-0.1625
C12orf34	0.61825
SARS2	-0.823833333333333
ZCWPW1	1.52
SAMD12	2.323375
KIAA1430	0.58025
ACAT1	0.61825
MEOX1	2.33183333333333
ADAMDEC1	6.598
PHKA2	-0.87275
CARD11	-0.993166666666667
CALML4	-0.768
TSSC1	-0.78625
TMEM45A	-0.615777777777778
MPP7	2.278625
POU1F1	1.048
SLC2A13	-0.6268
FBN2	1.49264285714286
ZC3H7A	-0.0062
LAIR2	-0.45375
ST3GAL1	-0.354333333333333
LCT	-4.452
GEMIN8	0.547166666666667
KLF16	0.106
HIF3A	-0.3554
FAM44A	0.065
AQP10	-1.6165
PLA2G2A	-1.61
FOLH1	1.03933333333333
C20orf186	-1.0235
MAPKAP1	-0.83675
SPRR2D	-2.1815
UBQLN4	-0.891666666666667
RSHL1	-0.0161666666666667
PIAS3	-0.358875
MRPL24	0.836
GREB1	-0.552125
FAM27E3	-2.468
NUP62CL	-1.60425
NEUROG3	-0.354
REEP3	1.51575
MARK1	2.218625
LMBRD1	1.16275
PRPF19	-1.9445
PNMT	0.280666666666667
CTGLF1	-1.6035
SLC25A16	0.75
EIF2B3	-1.4105
RPA2	-0.4705
PAK6	1.43583333333333
CCDC26	-3.819375
SEMA3E	4.20975
MXD4	0.894
TNFSF10	4.6643
SMARCB1	-1.39383333333333
DTX3L	1.26383333333333
PLA2G4E	-0.548
PPAP2A	0.86025
ULK1	-0.558
TAS1R3	0.133
SLC2A3	-3.13236363636364
ARID3A	-1.978
GNG5	-0.4755
ACOX1	0.1523
KIF5B	0.22825
NUP153	-1.207
MUC7	-0.993
CSDE1	-0.226142857142857
CLPTM1	-1.3685
C3orf23	-0.036625
LRRC17	0.706666666666667
TTYH3	-1.067
ATP5B	-1.76
ELF3	1.746
CPSF3L	-0.4005
ZNF665	0.403833333333333
TLR6	-0.0918999999999999
GPI	-1.164
RAD9A	-0.759125
NDST4	-3.19275
AGPAT3	0.351333333333333
MAGI3	1.95383333333333
ADORA2A	1.45025
CACNG7	0.1215
CAMK2D	-0.4655
CCHCR1	-0.9005
RPS27A	-0.19475
OR10G7	0.429833333333333
GCM2	0.319
FAM135B	0.7551
E2F1	-2.20925
PLCB3	-0.04125
OR2AE1	0.6395
COIL	0.0198333333333333
CDC25C	-2.35183333333333
RAB11FIP2	0.9205
TSC2	-0.22175
CTGLF5	-1.644
CCDC108	0.1545
OR13C4	0.20575
C10orf81	5.642
PTPRB	2.14875
ACP2	-0.162
LAG3	0.15575
MRPL54	0.5765
LOC201175	0.2875
ITGB1BP3	-1.6825
SPTAN1	-0.671
SIPA1L2	-0.3125
RCAN2	0.231
CDX2	2.209
ECOP	0.0145
ACTR1A	0.153428571428571
PPARG	0.466666666666667
BBS10	0.584833333333333
TMEM44	-1.27275
BPIL2	-0.31625
CITED1	-0.35225
IRF6	3.9855
PRDM4	0.476166666666667
RRP9	-1.10533333333333
OR10H4	0.6595
IL31RA	-1.54166666666667
GNB1L	-1.109
MYBL2	-2.641125
ZNF407	1.40983333333333
PPIG	-0.266166666666667
TTC18	3.68625
RPSA	-0.226
MAPT	1.89775
MRE11A	-0.0183571428571429
C8orf37	0.0916666666666667
RASGEF1C	-0.466333333333333
STBD1	-0.0465
CTAG2	-0.2764
MGAT5B	-1.92983333333333
ECM1	1.09525
RLN1	3.7655
PARP14	1.0816875
EPB41L1	0.8
HOXA3	-0.295
MAGEA9	-5.702
RPS8	0.2585
RPS19BP1	0.12025
FOXJ2	0.074875
C10orf76	0.58275
IL17RE	0.08575
C10orf65	-1.99025
ZNF343	-0.382
FBXO33	-0.4055
UHMK1	1.3545
LY6G6C	-0.8265
FGF19	-2.90575
C14orf128	-0.0186666666666667
IFIT2	2.421875
TIGD1	-1.25775
S100G	0.371
GUCY1B3	2.3395
NR3C1	0.3537
CORO1B	-0.512166666666667
PARP11	1.25825
DNALI1	4.13216666666667
OR4N4	0.4425
MAP2K6	-0.292666666666667
FSTL4	0.079
ANKRD47	1.24825
TMEM171	-1.493
PNLIP	0.5465
YY1	-0.527333333333333
CCDC138	-1.7685
AASDHPPT	-0.2791
CKS1B	-0.2798
MCM3	-1.22
ANAPC7	-0.6
FAM110A	1.0235
CDC37L1	1.79333333333333
THTPA	0.72525
NBPF20	-0.889
WDR24	0.2005
NPTX2	-1.495
CBLB	0.0426666666666667
CETN1	0.551833333333333
RPUSD1	0.0385
FAF1	-0.95875
CDK6	-2.4233
HMX2	-0.0495
CSK	-0.960666666666667
TEAD2	-0.151
SNAP25	-1.4425
TUFT1	1.1935
TMTC3	0.775333333333333
LCK	-1.249
SGOL1	-2.24033333333333
AKTIP	1.3635
FURIN	-0.8215
SOX12	-1.15033333333333
DEFB103A	-0.22275
RAMP1	1.87475
KIR3DX1	0.335
GAS2L3	-0.79625
PDE8A	-0.7833
EDN3	5.056
GMIP	0.67125
SF3A2	0.01
FN3KRP	0.12275
SMAD7	0.4505
RHBDD2	0.0785
OR11H6	0.591
PPP1R3B	1.4754
C9orf23	0.46875
CADPS	-2.01825
GOLGA8A	-2.68375
TMEM57	0.115333333333333
RGL3	0.8055
S100A14	3.26375
FGFR2	2.0273125
XRCC3	-1.2905
RTN4RL2	0.42075
MGC3771	2.341
GH2	0.2136
BTBD2	-0.78625
LMO2	0.33675
RDBP	-0.642125
ACRBP	-1.53625
AMY2A	2.4585
DUOXA1	0.7595
PTK7	0.316
TWF2	-0.4725
FAM80A	-2.6195
TNNI2	-2.03033333333333
GLT25D1	-0.878
OCC-1	-1.135
CYC1	-0.971
RPL22	1.05377272727273
MORN3	2.402
DISP1	1.8155
PRB2	-0.3915
CHUK	0.4045
HR	-0.18875
CCDC134	-0.70225
DENND4B	-1.2005
C14orf130	-0.091
RAB33A	-0.1525
DCST2	-0.046
TNMD	0.4485
PEX7	1.821
FAM62A	0.235875
SRD5A2L	0.976
IL22	0.063
RPS26	-2.418
HOXC5	-0.697
SPATA6	1.67175
FLJ38482	0.558875
ZNF234	0.8505
C18orf22	1.3085
SPATA22	1.36675
THOC1	0.29325
CYP7B1	3.5805
KCNC3	-0.0545
C8orf42	-1.5095
ALDH1B1	-0.4855
CCDC100	0.1247
ARMC4	-1.79875
FAM18B2	0.34725
SLC44A1	1.42875
FBXO17	-1.52866666666667
C6orf107	-0.58325
C19orf29	-0.35125
ZC3HAV1L	0.54825
PARP6	-0.3598
SULT2A1	-4.55625
C1orf159	-0.57775
TMC1	0.297
CHST14	-0.128
GAMT	-0.130833333333333
SMCP	-0.109333333333333
TSPAN33	-0.305916666666667
MIDN	-0.55525
NOX4	2.9295
RNASEN	-0.3548
TBX1	-1.4094
SALL2	-0.35125
C10orf35	2.424
CYP2E1	-1.32725
LRFN2	1.95916666666667
ACO1	-0.8605
IQCG	1.5539
MEGF9	2.143
TM7SF4	1.67125
PLEKHA1	1.5722
STK33	-2.336
C1orf210	2.56775
SNUPN	0.3444
KIAA0406	-1.886
C20orf29	0.28275
TMEM55B	-0.471
OSTM1	-0.34775
CLCN7	-0.45775
OTP	-0.6015
FLJ23049	0.3165
HEATR4	0.9515
MAP3K10	0.008
PCDHGA9	-0.527
AMDHD2	0.12325
LCTL	-2.6425
PDCD2L	-0.8275
CABLES2	-0.69425
SLC5A9	-0.7785
CLCA2	-0.568666666666667
MGC16025	-0.721
STRAP	-1.119
C20orf196	-0.7195
RRBP1	0.0506666666666667
NAT13	-0.554
MAT2B	1.135375
CSNK1D	-1.39516666666667
KIR3DL1	0.5725
PRKAG3	0.258
ZNF599	-0.107
PRM3	0.9125
PER2	1.311
ASPHD1	-1.38
PRMT6	-0.65525
KCNE1L	1.81214285714286
FAM118A	0.0698333333333333
TAF4	-0.3775
NDUFB6	-0.35375
TRIM9	-1.69854545454545
PMFBP1	-1.158
KY	0.0565
DKFZp762E1312	-3.11372727272727
CSMD1	-0.63075
TBP	-0.219666666666667
OR1Q1	-0.026
RETNLB	0.14975
HPGD	2.95821428571429
DNAJC12	3.026
FKBP1B	-0.947
ANKRD24	-0.683
CXXC5	0.325
IL3	0.02775
DRAM	1.0789
PTCH1	-1.597
TP53BP1	-0.287
SLC17A7	0.2635
COL25A1	-1.8009
AMACR	-0.203833333333333
RHCG	-0.33625
VPS13A	-0.445583333333333
FAM55D	0.9655
PRPF38B	-0.13825
OSBPL6	-1.1785
PFDN5	0.5184
CMTM6	0.84625
KCNK12	-2.04675
RP2	0.834
C16orf52	-0.908
PICK1	-0.208
IFNE1	-0.715166666666667
SEMA4B	0.53
TYRO3	-2.29025
OR12D2	0.776
CSNK1A1	0.68045
FANCF	1.81825
LONP2	0.308125
TBL1Y	0.236
LDOC1L	0.423125
CCNC	0.2815
C3orf60	-0.09525
CHKA	-1.7465
UBAP1	-0.21425
MAP3K1	0.9105
ANKRD9	-1.06875
FAM92A1	-1.22933333333333
GAB2	0.065125
AZU1	-0.2745
DIS3	-0.574416666666667
C21orf109	-1.07075
IQCB1	-0.5275
SPATS2	-0.983333333333333
EFCAB3	-0.518
PRB3	0.000124999999999993
FUZ	0.792666666666667
ZNF813	0.4675
BMPER	-1.47516666666667
HEG1	-0.138125
ALS2CR11	-3.81725
SURF2	-0.034
PSMC1	-0.27475
OR2D2	0.1435
SLC7A8	2.01383333333333
C4orf40	-0.0775
SPATA7	1.07625
MAZ	-0.529416666666667
PIN4	0.7165
PDE1A	-0.1505
TAF6L	-0.465333333333333
OR2T34	0.2555
KIAA0284	0.38925
ACADS	0.719090909090909
MKRN2	-0.6735
C18orf56	-1.96825
MS4A6E	0.579666666666667
GALNT4	0.5633
C22orf31	0.719
FLJ36070	-0.016
PSME4	-0.31025
TFG	-0.4147
EPHX2	1.723875
ANXA5	-0.06525
KRTAP1-1	-0.752111111111111
BATF	2.94025
KARS	-1.79975
MSTP9	-1.183
GPR26	3.7315
CCDC72	0.19175
TEF	0.9625
FOXK1	-0.7688
PRLHR	0.117
EMX1	2.2125
C11orf30	-0.684625
ICK	0.560375
THSD7B	0.924
C21orf100	-2.68
DUOX1	3.155
EFCAB4B	-0.065
UBE2G2	-1.2105
C3orf54	0.46925
PARP1	-0.088
FAM60A	-0.763916666666667
C6orf146	0.622
OR9K2	1.1755
DDX55	-1.34683333333333
RPS15	0.40175
ZNF618	0.6430625
DKFZp686D0972	0.40325
SSPO	-0.821
SHFM3P1	0.622833333333333
CPA6	-1.864
JAG2	0.20875
DEFA3	-0.18325
PPBPL2	0.5354
CD34	4.598125
SLCO4A1	-3.03675
AFG3L1	-2.10066666666667
SHD	-0.08775
RP13-122B23.3	-0.891333333333333
PRKCSH	-1.647
DPH5	-0.147166666666667
HLA-F	2.098
TBC1D4	-0.85
RIG	-0.6944
GLUD1	0.2735
HNRPCL1	0.26075
HBXIP	-0.0615
RNF207	-0.42
APIP	-0.064
PLA2G3	-0.900833333333333
CCDC84	-1.0095
MYLIP	0.321230769230769
PHIP	-0.03925
AARS2	-0.3175
DHX32	0.93275
SCAPER	-0.515166666666667
MEN1	-0.5555
NIP7	-1.2135
FLJ25404	0.729
FASTKD3	-0.49425
TMEM158	-2.501
RARA	1.552
BDH1	0.063
ANKRD16	0.98725
CARM1	0.2015
SS18	0.624
IKZF2	0.31525
MYD88	-0.179
PML	0.48355
TAF1A	-0.715
CBFB	-0.804625
HIST1H3H	-1.73916666666667
C7orf29	-1.12375
COMMD4	-0.328
DPP3	-0.9465
DAB2	0.45675
LOC388882	0.0585
YPEL4	-0.55025
AGBL3	0.46975
LRP6	-0.0131
SERPINH1	-0.443416666666667
TLE1	-1.12225
CD244	1.38483333333333
ZDHHC15	-0.27575
MGLL	-0.1605
PLDN	0.16025
LOC654346	1.529
FAP	3.47725
GPR37	0.796666666666667
SCARA5	2.4985
EBF4	1.41018181818182
LSM6	0.01075
MLLT1	-0.4125
SLC5A12	-0.40175
A2BP1	-2.62283333333333
COPS5	0.1035
TPM4	-0.667
TNFSF4	0.901666666666667
ACADSB	2.58805555555556
HERPUD1	0.154
BCL2L11	-0.670833333333334
CEP78	-0.893875
CDCA3	-2.052625
WBSCR19	0.743
MYO1A	-2.037
PPEF1	3.14133333333333
LOC440348	-1.11425
CPEB2	0.4275
BPTF	-0.399416666666667
RPL21	0.6663125
GSX2	-0.582
ADPRH	0.893833333333333
C17orf68	0.470666666666667
KCNS1	-1.08066666666667
MLLT6	-0.0227
PIWIL4	0.655
RNF26	-0.89475
RAP1B	1.258875
ADAMTS1	-1.4552
ZNF571	0.939
P2RY6	-0.1195
TRIM21	0.967333333333333
CADM3	0.23975
NLRC5	0.300833333333333
ADRA2B	-0.281833333333333
LOC90835	0.66475
PCF11	0.15425
LOC400451	2.01525
GLTSCR1	0.1558
C17orf88	-0.829833333333333
CDH16	-2.109
FGF7	3.01275
PCSK4	0.773666666666667
NPC1L1	-0.1485
TAT	2.115
TBCA	-0.6245
MGC33407	0.10175
GPR115	-1.406
CYGB	0.3465
FNBP4	-0.819166666666667
C12orf43	-0.669
CBL	-0.586
CLECL1	2.1455
PPAPDC1A	1.59275
WDR25	-0.00400000000000001
SGCA	0.4205
C22orf29	-0.191833333333333
YIPF1	1.13
GALK2	-0.61825
RAB3B	-3.954
LOC440087	-0.47975
UCP1	0
REEP5	1.9455
FADD	-0.4301
FOXA1	2.903375
CACNA1A	0.211833333333333
ABI1	0.284166666666667
GRIN2D	-0.4145
SLC1A4	0.274666666666667
LOC401127	-1.24125
HINT2	0.245
PLD4	0.255
ZNF286A	-0.975
ENY2	-0.4905
IL1F6	-0.138
PXDNL	1.3315
C20orf79	0.051
TNFSF13B	3.05566666666667
DENND3	-0.0735
JARID1D	-3.58875
HIST1H2AK	-0.222125
LOC93349	0.0333
SSH1	-1.0262
ENSA	0.14
LOC219854	1.044
CKAP2	-1.022
DKFZP564J102	-0.769833333333333
MGC87315	-0.154333333333333
HNRPAB	-1.04675
AMH	-2.4655
ZNF526	0.229
BRUNOL5	-1.0707
CACNG3	-0.1915
TRPM1	-3.2945
PPP2R1A	-0.229125
COL2A1	-0.98375
DDN	-0.564666666666667
FLJ25770	2.10233333333333
HK2	-0.741428571428571
ELOVL6	-0.316375
MDK	-0.54725
EPHX1	-0.78125
RASSF2	0.892875
DKFZP434B0335	-0.5955
DLX3	-0.413875
PRTN3	-0.3885
AVPR1A	1.33975
C21orf125	-3.0345
TNFAIP8	0.690666666666667
GNB2L1	-0.18775
CALCRL	3.5545
SCGB2A2	7.76816666666667
UBXD7	-0.16475
ZNF674	-0.5185
TMEM35	0.42675
BRSK2	-1.12925
HECTD3	-0.543333333333333
TMEM188	-0.0495
LGALS9	1.595375
SCARB2	0.522666666666667
USP34	0.0720833333333333
C17orf28	1.10616666666667
ZDHHC23	-0.088
AQP12B	-0.9395
SLC16A3	-2.53325
APLP2	-0.417375
ITIH2	-4.62875
MICAL3	-0.723
TNNI3K	1.4387
HDAC2	0.76725
PRR7	-1.0298
THBS2	0.655
LOC751071	0.111166666666667
CA2	-1.19366666666667
RANBP17	0.6645
RLN3	0.262
CRYZ	0.522166666666667
GBAS	0.358666666666667
TAS1R1	0.1275
MPZL3	0.6295
PCDH8	-2.50225
HSP90B1	0.104083333333333
KCNK15	1.7265
TNIP2	-0.0428333333333333
GPR146	-0.221
NOL6	-0.716125
SPC25	-3.64144444444444
STEAP2	3.19957142857143
VAMP3	-0.626166666666667
TCIRG1	-0.031
ZP4	0.192
PARL	-0.13025
TRIM39	-0.0736666666666667
KIAA1305	0.67625
CRNN	0.318
GRN	-0.056
HSH2D	-0.73975
SCAMP1	0.851125
KIAA1913	1.568
PTS	-0.12175
BANP	0.00907142857142858
PRKACG	-0.639
ADCY6	-0.0396666666666667
C16orf46	0.078
CYP51A1	-0.279375
DDC	-5.09725
ANPEP	-0.689166666666667
PROM1	3.118
SIGLEC10	1.775
COPG	-0.227
FAM26E	1.542875
TRIP4	0.525
SNX3	0.186833333333333
C1orf175	0.498166666666667
PPY2	0.549666666666667
C14orf152	-0.2425
FTSJ1	-1.41083333333333
DST	0.6227
LOC554235	-0.0345
GLRX5	0.23925
C20orf12	1.4144
CAB39	0.217833333333333
MSH2	-1.0765
PIP4K2C	0.885625
CYLD	0.562125
WTAP	0.944375
MGAT4A	1.84722222222222
TSC22D4	-0.6811
CHRM2	-1.879
PPYR1	0.105666666666667
CCNH	-0.5165
RRM1	-0.389
ECAT8	1.9175
LOC400120	0.09575
GABRA4	-0.389714285714286
C14orf4	1.893
C1orf59	-0.9525
CTDSPL	0.437333333333333
NHEDC2	-0.709
PDE11A	-0.25975
KLHL29	0.182
CD5	0.2491
TSPAN9	1.9668125
WDR67	-1.85075
THUMPD1	0.8652
C18orf17	1.42425
CLYBL	0.5995
FLJ13231	-0.912375
CMBL	0.50975
LECT2	-0.776
NKAPL	2.66533333333333
LOC654780	0.7235
OR4C6	-0.812
RAB30	-0.297333333333333
TSSK4	0.0835
TMEM163	0.8495
OSBPL11	0.6325
GNB5	-1.2885
CCL21	2.65725
C1orf121	0.351666666666667
FMO2	3.06583333333333
RPTN	0.583
MSTN	0.753
VCL	-0.0852857142857143
FYTTD1	0.0825
C11orf1	0.44475
CCDC88C	-0.28175
HFE	0.0822222222222222
MOGAT1	-0.9595
FAM125B	0.395
IRGQ	0.038
RAVER2	-0.98
AKAP5	-2.3575
SSSCA1	-0.82425
C11orf63	1.624125
ACTG2	2.9623
PORCN	-0.1275
DTL	-2.20590909090909
TMEM151	0.32025
FAM122C	-0.68325
RSAD2	2.8728
BAT4	0.0115
KRTDAP	-1.70616666666667
MYH8	0.847
CRTC3	0.15325
LRRFIP2	0.8214
INTS4	-0.295333333333333
TTN	-1.67866666666667
SLC26A5	1.7875
PLLP	-0.08225
RGS6	-0.935625
SRGAP3	-0.35875
ZNF525	0.276666666666667
NBR2	-0.170166666666667
C13orf1	0.3579
ZNF137	0.273
CEP27	-2.00425
BEST2	-0.25
RNF121	-0.428
DMRTC2	0.11125
C8orf76	-0.23025
BCCIP	0.159125
MEST	-0.22675
HTRA2	-0.526
ANGPTL2	1.36575
ILKAP	0.0736666666666667
ERAS	-0.168
HBS1L	-0.65675
CPA5	0.7615
TMEM30A	0.786333333333333
CD300LF	2.06116666666667
WISP3	2.585
CRK	0.244
PDS5A	0.1586
BRPF3	0.423666666666667
NEDD9	1.206875
SMPDL3B	1.31125
PSG6	-0.316
PSMD13	-0.156
ETV5	-1.3556875
OR51A4	0.037
BTBD7	0.95575
GSTO1	-0.476
hCG_16001	1.9045
MAD2L1BP	0.0323333333333333
COX6A2	0.1495
SCNN1A	1.32816666666667
LSM1	0.624166666666667
UGT2B11	-3.479
IDUA	0.8015
PPP2R3C	-0.517333333333333
COX11	-0.953166666666667
PDZK1	1.27775
ZNF443	0.153166666666667
MGC21874	0.791
ZNF323	1.2575
KRTAP10-10	0.3735
CXCL6	0.77675
SLC34A2	2.4771
LOC284402	0.078
NPTN	1.10841666666667
UPP1	-1.61325
SLC6A9	-0.833
OR7G3	-0.0425
CISD1	-0.7295
ZNF545	-0.232666666666667
SYT14	-0.9825
NT5C3L	-0.4955
ZNHIT3	-0.0493333333333333
SNRPD3	-0.0405
KIAA0701	1.05075
UNC93B1	-0.396333333333333
GMNN	-1.194
SPCS2	0.969666666666667
LOC388524	0.607
NAPRT1	0.37325
PNLIPRP1	0.27225
OR6V1	0.755
PRKAB1	-0.08775
EYA4	-3.12783333333333
KIF20A	-2.762
ALG10	-0.46775
ITPKC	0.75
LMX1B	0.9015
RPUSD4	-0.493833333333333
C7orf34	0.347833333333333
DLGAP2	-0.327428571428571
PFN1	-1.0946
MICALL2	0.208833333333333
ZNF654	-0.647
SS18L1	-0.80125
SLC16A8	1.0415
MKI67IP	0.05
ITGB3	-0.39125
TCEA3	2.21966666666667
CEP152	-2.256375
CLIP1	0.037875
ZNF75	0.380866666666667
ATP5C1	-0.6105
NUDT5	-0.588
PSCDBP	1.81975
UBP1	-0.44725
RBM27	0.567
C13orf15	2.693625
ZNF282	-0.195666666666667
ZNF222	0.206
COL10A1	5.42275
PRDM15	-1.083
TTTY5	-0.2785
FAM9C	-0.671727272727273
C20orf67	-0.53125
GNG13	0.4635
F12	0.9285
C1orf41	-0.804
CPXCR1	0.055
GSK3A	-0.097625
SUPT6H	-0.651833333333333
PI16	3.33033333333333
ELL2	-0.596083333333333
C9orf167	-2.0595
PVRL3	-1.7362
FLJ38596	-0.2555
ADAM20	0.00149999999999997
GPR89A	0.869
GPR87	0.583
ZNF30	0.5165
SMR3B	2.18425
ZNF770	0.4855
TRPC4AP	-1.11466666666667
DKFZP686E2158	0.734166666666667
C2orf28	0.5115
FREM1	1.095
LAMA4	0.738166666666667
ADPRHL2	-0.256
EIF4G2	0.739333333333333
GUCA1A	-1.8155
CTNNA2	-2.230125
NUDT15	-0.805833333333333
CEPT1	-0.163833333333333
ZNFX1	0.4335
CCDC92	0.782
TDRD1	-2.6205
KCNK5	-1.6195
ETNK1	0.436416666666667
LTA	0.4205
TTPA	-0.163
B3GALNT2	-0.034375
SC65	-0.9365
PEX5L	-2.40942857142857
EPS15L1	-1.077
MGEA5	0.063625
HIST1H3A	1.5885
ING1	-0.3045
BCAT1	-3.300125
ORC6L	-3.57118181818182
KLK11	-4.152
C19orf28	-1.108375
DNER	-4.027125
MED22	-0.474785714285714
ETV6	1.2585
CHAC2	-1.8425
CD300E	-0.664
CEBPB	0.728166666666667
ZNF398	0.27975
LRCH3	-0.49
HMGA1	-1.893
CAPN7	0.0633333333333333
MGC5566	-3.66425
CCL3	2.818
NANOS1	-0.607857142857143
ZFYVE19	-0.01575
APITD1	0.0641666666666667
PARD3	0.536
IRAK4	-0.202333333333333
SERPINI2	0.068
CEP170L	-0.48475
TTC9	1.962375
MYOM3	-1.1295
MLPH	0.92225
LOC222699	0.6965
NRG1	-1.0035
TBC1D9	4.052
TTK	-2.54833333333333
ZNF557	0.7427
DDX41	-0.727833333333333
FANK1	3.7095
UBE2D2	-0.64275
PSMB10	0.699875
MYH7B	0.32
GABARAPL2	-0.60675
MARVELD2	1.7575
DGCR2	0.822
UNC45A	-0.216166666666667
C6orf72	0.312
ZNF683	4.938
GIT2	0.15275
CASK	1.87366666666667
C14orf161	2.931
LRRC44	1.25325
TIFA	0.963625
UTP11L	-0.60625
C6orf65	-0.828
FDPS	-0.47875
DUSP9	-1.759
SLC17A8	0.437333333333333
OR51G1	-0.241333333333333
NANS	0.08775
OLFML1	1.83025
ATP10B	-2.12875
NPAS3	1.227
PRKCA	-2.4322
GGA2	-0.3225625
LCE4A	0.3965
SPANXN3	0.27475
CCDC115	1.734875
SDCCAG3	-0.80275
GLIPR1L1	0.673
TTC1	-0.20375
C17orf76	1.054
MAD2L2	-1.6985
HIPK1	-0.2618
LRRC3B	-0.5616
CLN3	-0.494227272727273
C17orf47	0.0105
FMN2	-1.763875
TUBB1	-2.079875
WAPAL	0.425166666666667
C3orf21	-0.98675
SCN5A	-0.937444444444444
SMYD1	1.71475
BEX5	2.04525
ZNF192	-1.085
SEC22A	0.118166666666667
GRIA2	0.283285714285714
KIAA0825	-1.42825
NUSAP1	-2.49581818181818
LANCL1	0.03325
C15orf40	0.3403
ZNF645	0.74125
GPR61	-0.13075
NLRP14	-0.4825
SNX21	-0.5397
C1QTNF8	0.0055
C17orf46	0.527
IFNA8	0.8375
SPRR1B	-2.5136
FLRT1	-1.00925
SNX17	-0.714333333333333
ASB2	0.384333333333333
HBG1	-4.406
RPRML	-1.90375
JOSD2	-0.146833333333333
PLSCR3	0.9815
SPOCD1	0.3395
RAB39	-0.331
GHRH	3.1635
ITIH5L	0.0815
C17orf37	0.2845
SMCR8	0.6595
DPY19L2P3	-0.218666666666667
IL11RA	0.505833333333333
GDF3	-3.53133333333333
RPS6KB1	-1.31233333333333
DNAJC19	0.2861
TOP1	-0.35825
CRCT1	0.15575
MPST	0.385
DPM2	0.033125
FAM38B	-0.210666666666667
SLC18A1	-3.14616666666667
FARP1	0.9975
PAX7	0.4485
TUBD1	-1.4605
GNL3	-0.776625
BTG2	2.81326666666667
NDUFS6	-0.774
C1orf79	-0.724
ERAL1	-1.15575
ECHS1	0.825
VPS4A	-0.97
CYP11A1	-1.143125
ABCC6	-1.03985714285714
PBX4	-1.5195
MOSC1	-0.636125
NCF4	0.077
HYMAI	0.276
NAGPA	-0.432
OTOP2	0.41425
ACOT12	-0.5235
MTHFD2L	-0.211125
LOC441376	1.9795
C19orf34	-0.9825
RAB1B	-1.3225
ALDOAP2	-0.956
NTRK1	-2.2595
ARTS-1	1.4364
SLC6A11	-1.4965
NAP1L2	-0.03725
CNGB1	-0.627666666666667
EPB41L4B	0.514727272727273
FAM134B	1.2575
HS3ST3A1	-0.818333333333333
CPXM2	5.4505
SIRPB2	0.641
CHORDC1	-1.015
TRIB3	-0.725
SLC2A5	0.40275
C2orf49	-0.0561666666666667
DDX5	-0.24125
OR5L1	-0.211
ANAPC4	0.311
ZSWIM1	0.360125
LOC93622	-0.173875
KCNK3	-0.5085
RP11-35N6.1	-0.964
ZFP161	1.05433333333333
AQP9	0.8825
SLC15A2	-0.405666666666667
MREG	1.401
