Hybridization REF	TCGA-BH-A18V-01A-11R-A12D-07
HBG1	-4.6265
RPRML	-0.14625
JOSD2	-0.042
PLSCR3	0.34825
SPOCD1	0.0436666666666667
RAB39	0.143
GHRH	-0.370833333333333
ITIH5L	0.2655
C17orf37	0.2725
SMCR8	0.52025
DPY19L2P3	-0.214333333333333
IL11RA	0.297666666666667
GDF3	-3.45983333333333
RPS6KB1	-2.16158333333333
DNAJC19	0.6785
TOP1	-0.78025
CRCT1	-0.365
MPST	0.07025
DPM2	0.537125
FAM38B	-3.52233333333333
SLC18A1	-2.03683333333333
FARP1	1.518
PAX7	-0.033
TUBD1	-1.61525
GNL3	-0.2105
BTG2	-0.0194666666666667
NDUFS6	0.459
C1orf79	-0.04775
ERAL1	-0.918
ECHS1	0.6055
VPS4A	0.299166666666667
CYP11A1	-0.90425
ABCC6	-1.98957142857143
PBX4	-0.906
MOSC1	-2.397125
NCF4	1.564
HYMAI	-0.233
NAGPA	-0.50375
OTOP2	0.29075
ACOT12	0.3175
MTHFD2L	-0.295
LOC441376	4.1525
C19orf34	0.3395
RAB1B	-0.3025
ALDOAP2	-0.763
NTRK1	-1.67916666666667
ARTS-1	-0.73
SLC6A11	0.237
NAP1L2	-0.00775
CNGB1	0.0865
EPB41L4B	1.13141666666667
FAM134B	-0.48925
HS3ST3A1	-0.0831666666666667
CPXM2	4.76825
SIRPB2	0.067
CHORDC1	0.861333333333333
TRIB3	-0.565333333333333
SLC2A5	1.7155
C2orf49	0.551166666666667
DDX5	-0.65225
OR5L1	1.179
ANAPC4	-0.382833333333333
ZSWIM1	-0.054
LOC93622	-0.3525
KCNK3	-0.4945
RP11-35N6.1	-1.905
ZFP161	-0.246
AQP9	5.018
SLC15A2	2.01483333333333
MREG	-0.737166666666667
OR9I1	0.915
PDLIM2	0.959125
ADAM7	0.302
GSTCD	0.5955
WDR21A	1.092375
SLC12A8	2.51266666666667
TMEM174	-0.08025
IGSF3	-0.307166666666667
LRRN1	0.13075
LOC402117	-0.01075
SRPK1	0.000833333333333331
LY6K	-1.8375625
NFIA	1.05
PTCD3	-0.06175
LEP	3.22416666666667
PCDH21	-0.687
MAPKAPK2	0.651642857142857
NMNAT1	-1.372
LHFPL2	1.299375
C9orf43	0.44325
DIP2A	-0.957833333333333
ACTR8	0.164375
CCDC34	0.2905
PTPN22	0.325375
ITGA3	-2.108625
FAM129C	0.77525
RABGGTA	-0.095
UNC45B	0.0635
KIAA1033	0.28825
ZNF510	-0.379
CYP2D6	1.25866666666667
SLC26A10	-1.6605
STX8	-0.765
LUZP1	-0.159375
WDR89	-0.809166666666667
EIF4G3	-1.3671
C5AR1	1.959625
ZNF623	0.558
A2M	-0.172
TGM7	0.333
GRPEL1	-0.0861666666666667
LMNB2	0.0652
ROCK2	-0.365166666666667
SNX16	0.895875
CCDC66	0.57975
ANXA3	1.8715
KIAA1609	2.074375
EED	-0.01675
RNF32	-0.393166666666667
HES1	0.8956
CLC	0.571666666666667
ISL1	0.261833333333333
KIAA0528	-0.300125
MANEA	0.226625
C1orf61	-2.31
hCG_2001000	-0.155
RAPGEF6	-1.1396
KIAA0020	1.0565
NEIL1	0.4935
C16orf45	-2.771
RBM10	-0.153666666666667
C10orf125	0.766625
MRS2L	0.062
DNAH17	-0.53675
C19orf10	-0.73
C1orf160	-0.141
SLFN12	0.90625
EXOC3	-0.13
HIST3H3	0.15075
NCOR2	-0.205
TNFRSF9	1.55025
MFSD8	0.57075
ALX1	-3.0245
NOL1	-0.6175
PODN	1.88975
TIAL1	-0.5465
HIST1H1E	-0.45625
NPY6R	0.44575
TM4SF4	5.23525
CORO2A	0.0365
ETNK2	-1.40333333333333
APOE	1.0262
ANGPT4	-0.2025
HDGF2	-0.49675
G30	0.781
ST8SIA4	0.3185
F2RL1	0.145625
FAM19A4	-1.1195
CCAR1	-0.6715
B3GNT7	0.27575
OPHN1	-0.2223
DSCR6	1.6785
C21orf13	-2.0495
GAS2L1	0.10175
RFX3	0.268333333333333
COPS4	-0.322625
BCHE	-5.05483333333333
BCL2	-0.019625
HBZ	-2.84083333333333
ARL13B	-0.14175
MAPBPIP	0.980375
MYO15B	-0.62625
SPZ1	1.92575
KIAA1324	1.07066666666667
PLCL2	-0.354125
C4orf29	-1.03875
WDFY2	0.883875
ZNF284	-0.621
NAALADL1	1.452
DUSP5	-0.564333333333333
PXDN	0.885375
SLMO1	0.32775
TNXB	0.2816
BIRC7	-1.1295
A4GALT	0.570166666666667
TIMM22	-0.53225
FAM110C	-0.8245
TOMM34	0.259375
ABHD9	3.912
ADAM32	1.5105
CRHBP	-0.898
AQP2	0.595625
LOC130355	0.4905
ZNF187	0.0426666666666667
ZNF816A	0.012
F7	-0.64125
CNOT1	0.3948
SLC13A4	-0.56725
ZBTB11	-0.58975
B3GALT5	-0.368
EXOC2	-0.843166666666667
IRS1	-1.1942
TMEM1	-0.805666666666667
MRPL34	-0.449
SAMM50	-0.11
CDC42EP3	-0.444625
HSF2	-0.5885
MFN2	-1.16275
TSPAN7	-2.81216666666667
NUCB1	0.536166666666667
RHOH	-1.639
ARL16	-0.9305
TACR1	0.26075
SFRS5	-0.158666666666667
SNX25	-0.687625
RHBDF1	0.417333333333333
PCDH18	1.07416666666667
HMG1L1	0.98975
MYO5C	-0.19525
MAPK10	0.8945
LDHAL6A	-0.227
NUDT12	-0.601
NCAM1	-0.26175
GLIS2	0.131
GGTL4	-0.05275
DAPP1	3.70175
ATF7	0.287
KIAA0748	-1.12
NFIL3	0.52725
TM6SF1	0.6099
SEZ6	0.03325
NANOS3	1.07166666666667
DNAJA3	0.0743333333333333
CLDN6	-1.5485
CIITA	3.4046
EPHA4	1.65141666666667
FANCC	0.43875
CMTM3	0.1815
PSG3	-0.353125
MRPL15	-0.321
C21orf59	-2.05425
PLCXD2	-0.05875
C2orf34	-0.468125
UBE2L6	1.791125
MED14	0.372
HP1BP3	-0.4875
C6orf208	-0.2665
TPBG	-1.05225
OSR2	0.39025
XPC	-0.945833333333333
KLHL7	-0.877583333333333
CCR3	-0.2035
AGTPBP1	-0.200333333333333
PCSK6	0.132533333333333
STAT5A	-0.9219
FAM18B	0.37025
LONRF2	-3.53
PTPN2	-0.019125
SF3A3	-0.3035
EFCBP2	-0.2705
HCFC1	-0.335666666666667
AHNAK	0.37355
ACTR5	-1.0835
KIF14	-1.24757142857143
TENC1	-0.20025
HEATR5B	-0.314
YIPF2	1.24516666666667
MYEOV2	0.106
DUSP18	0.45875
KIAA1012	-0.454
AHR	-0.3565
C17orf53	-0.218
PTPRH	-3.29025
ATP6V1C1	1.1058
TAS2R3	-0.1995
LOC440356	0.4165
COQ10B	0.539
PSMF1	-0.707166666666667
SORBS2	2.92758333333333
NFE2L2	-0.24825
TMCO7	-0.41875
SH3PXD2A	0.00509999999999995
SH2D2A	0.91675
SPINK5	-3.713
MRPS24	-0.14325
OPA3	0.58525
TRAF7	0.458833333333333
C4orf35	0.094
MT1G	0.51
MGC39545	-0.64225
HS1BP3	0.3814
OR2B2	0.0165
CHRM4	0.375
SFRP2	1.51983333333333
RIC3	-0.00275
ART1	0.2945
C6orf1	-0.162125
DUS4L	-0.046
C10orf104	0.32775
TNFAIP6	2.68425
RTEL1	-1.26475
CCT4	0.0163000000000001
ZNF709	-0.2155
CHMP6	-0.402666666666667
UPP2	0.63325
CYP19A1	-2.100875
CD151	-0.530166666666667
NDUFA13	0.252
ARFRP1	-0.392333333333333
FAM26B	1.25925
CRYBA1	-1.581
MRPL41	0.1885
NPFFR2	-1.922875
HRH2	0.378
SCAMP3	0.593666666666667
MTMR6	1.5439
MTG1	-0.113833333333333
UBTD1	0.401
CRABP1	1.0615
FLJ33790	0.594
KIAA1908	-2.08383333333333
GPR158	1.345
PACSIN3	0.531166666666667
OMD	3.135
CATSPER1	-0.03
HOXB8	-0.916
FBXO46	0.696
OAS1	1.03133333333333
SVIL	-0.44
PHB2	-0.76075
ADCY3	1.319
NDRG2	1.52683333333333
ERMAP	-0.8723
APBA2	0.598333333333333
IGSF9	2.41575
WNT6	1.74257142857143
MYCBPAP	2.5985
ATP2B2	-0.5281
CPVL	0.4932
TRAM2	-0.88075
NOP5/NOP58	0.217
ZNRF4	-0.218
TLK1	0.23
MTMR12	0.0742142857142857
ZNF384	-0.139833333333333
FAM9B	-2.79566666666667
RPN1	0.8196
PMVK	1.53275
EIF3D	-0.3852
SIX2	0.725
HPS1	0.830642857142857
RNF7	0.76175
PSKH2	0.5715
KCTD13	0.0856666666666667
CSMD3	-0.7568
FBF1	-0.598
IL8	-1.18875
SERPINB13	0.343833333333333
FBXL20	-0.30225
BLR1	0.55
SH2B1	-0.388666666666667
RFNG	-0.30625
RAB20	1.5005
RBM7	-0.11025
POLR1A	-0.129666666666667
TMPRSS4	-2.79225
TAF9	-1.340125
TERF2	0.21
TNFRSF1A	0.144166666666667
ACADVL	-1.18533333333333
GTF2H5	-0.44475
EDG8	2.61116666666667
C9orf140	0.435875
UST6	-0.7055
ZBTB8OS	-0.3365
ZNF710	1.4705
GPR174	-0.557
ATP6V0A2	-0.17725
KIAA0319L	-0.436833333333333
XKRX	-0.85
DOPEY2	0.137
SDHD	-0.00233333333333336
SUMF1	0.3385
OSM	4.1135
OPN3	-0.4855
DAGLB	-1.32733333333333
PPFIBP1	0.8497
TRIM63	-2.96675
C10orf53	-0.309
LYPD3	1.12833333333333
BCL7A	-0.676125
AGER	-0.991
TCF19	1.058125
SAT2	-0.811
PFTK1	0.187833333333333
GABRE	-1.05825
C15orf38	1.5001
FIS1	-0.0575
KCNV2	-0.07875
CLPS	0.36025
PPCDC	-0.444125
FOXN2	0.177666666666667
NT5E	-2.6355
CD83	1.69125
IL18	1.313875
VPS16	-0.8415
IGFBP2	-3.64133333333333
NOTCH2	1.59675
SIGLEC1	3.297875
CD93	5.105
SULF2	-0.06225
CEP164	-0.477625
P53AIP1	0.0335
TOR2A	-0.00966666666666667
ZNF136	-0.431
MGP	3.8405
CCDC144A	0.929333333333333
TRPC1	-1.56466666666667
SMS	-0.535
MAPK7	-0.310166666666667
RRAGC	0.463
PARD6A	0.4195
NUB1	0.429333333333333
SYNGR4	0.71575
OR11H12	0.3035
WIF1	3.58125
GCH1	0.6275
OR11H4	0.0185
SLC44A5	-0.795
GPRIN2	3.25
LOC401431	-0.7575
CPA4	-1.4151
MELK	0.969777777777778
IL15RA	2.0765
CUL3	-0.43975
HMBOX1	-0.37575
PODXL	-0.96525
CCT6B	0.268333333333333
COMTD1	0.25825
MUC20	1.806
GPX2	-3.464875
ITK	-1.10025
FBXL5	0.25775
C13orf27	0.3615
DEFA5	0.856
TRHDE	-0.5875
MTP18	-0.3445
UQCRQ	-0.6723
ITGB2	2.47658333333333
CSRP2BP	-1.03775
TAS2R44	0.532
PHPT1	-0.1955
FAM44C	-0.28825
ERH	-0.90675
MPHOSPH1	-0.755666666666667
MORC1	-0.659
PARVB	-0.2595
LAMA1	-2.31366666666667
PGBD3	0.401
GIMAP6	4.219
AREG	-1.42883333333333
LIPT1	-0.44725
MGC99813	0.03425
C1orf201	-0.0535
GRIN2A	-1.4741
MAN2C1	-0.838375
NSUN5	-0.025
SF3B5	-0.0855
MYC	1.1254375
NRXN1	-0.8575
ZNF18	0.306
SPDYA	-0.8845
SLC37A1	0.268
DECR2	-0.50625
ANKRD38	1.441625
SPTLC3	-0.589666666666667
SUPT16H	-0.943
DTWD2	-0.90275
ULBP1	-0.281
ZADH1	-1.5255
OIP5	-0.24375
IL10RB	0.787666666666667
OTUB2	-0.1005
VWA3A	-0.2735
SPIC	0.214833333333333
OR6C4	0.0055
PSCD4	1.96566666666667
DPY19L2P2	-0.884
TRAPPC6A	0.767166666666667
C21orf2	-1.14416666666667
CEMP1	0.437
LIN7B	0.448
E2F7	-1.05266666666667
VCP	0.299375
LAMA3	-0.792916666666667
BGN	1.61575
GPR160	-2.0435
COCH	-0.0683333333333333
GPR81	0.697666666666667
APOBEC3F	-1.17375
tcag7.1017	-0.37925
C1orf32	0.5675
SCGB1D2	-1.349
FLJ43987	-0.6635
C6orf170	-0.0155
KLK9	0.1575
GPD1L	-1.630125
VPS37B	-0.88475
ATG3	0.0645
ADAMTS17	-0.2845
KLHDC2	-0.4805
NDUFV2	-1.15525
BLK	-2.12375
MATN4	1.0645
GPM6A	0.00187500000000002
GBP4	4.00183333333333
TMEM162	0.255333333333333
PKP2	0.3195
HRASLS	2.89822222222222
MMP1	3.69525
SFXN3	-0.6104
FSD1	-1.64833333333333
ST6GALNAC3	-2.61466666666667
CA12	-2.0347
NCOA6	-0.777
C19orf58	0.3784
PPP4R1	-0.5995
MAN1A2	0.564833333333333
IKBKAP	-0.771
UPF1	0.316333333333333
KIAA1219	-0.8185
WNT16	0.237666666666667
SNW1	-0.315625
IL18RAP	3.756
RPP30	-0.102
CDC40	0.227357142857143
SETD3	0.584833333333333
SLAMF6	0.26525
ELK4	-0.1245
TRIM47	0.7675
ACOX3	1.0905
TRIM6	-0.058625
KIAA0372	-0.855333333333333
TP53AP1	-0.327125
SMURF2	0.24525
ADAD1	0.60175
EBP	-0.7111
KRTAP13-2	0.3085
FLJ36874	-0.323833333333333
TOR1A	0.163333333333333
P2RY4	0.449
GPBP1	-0.3665
TRPV1	-0.23175
ADAMTS12	0.361666666666667
PES1	-0.3448
ATG4A	0.326333333333333
MAGEA10	-4.4785
WFS1	-0.801
CC2D1B	-0.655666666666667
PABPN1	0.306125
SLC25A30	0.21325
SLCO1C1	-0.759
SLC22A5	-1.7235
KIF23	0.287166666666667
SYN2	0.0395
ASPN	7.608
CENTG2	1.44975
QSOX2	-0.5737
FLJ10815	0.480333333333333
STK24	1.53325
SPEG	1.491
STK10	0.597
DACT2	-2.445
AAAS	-0.84
SSX3	-1.494125
ABCD3	-0.8152
C4orf12	-0.758875
PARVG	1.36516666666667
FIG4	-0.03875
C9orf46	1.20875
TMCO6	-0.5675
IGHMBP2	-0.72225
DUS2L	-0.0831666666666667
FAM3C	0.504125
TMEM16D	-2.181875
DCTN4	-0.95125
KCNH3	-0.24
EIF2AK2	0.45575
AP1S3	1.172
CST4	0.829
PAM	0.90525
NUTF2	0.08075
CITED2	-0.169
SLC39A4	1.0785
C2orf52	0.7995
GRM3	-0.3665
C12orf49	0.016
CCDC49	-0.1016
GRAMD1B	-1.158375
FNDC4	0.089
SIAH2	0.75425
GDPD4	0.32625
C21orf87	0.633
ATP5A1	-0.869166666666667
C16orf63	-0.57475
LOC388135	-0.658833333333333
ATP5J2	0.2015
MMP3	2.10325
EMID2	-0.2805
CRHR1	0.85875
WDR70	-0.7195
C13orf31	2.4465
ZFAND1	0.95675
CCL18	4.2765
C3orf49	0.0865
RINT1	0.1895
KIAA0408	-1.74366666666667
F13A1	4.1002
SLC10A1	1.14333333333333
OGN	-0.73175
GIPC2	-2.34616666666667
XPO6	-0.0876666666666667
LCE1A	0.367
FMR1	0.5772
LOC374920	-0.674
DUSP3	0.18225
ANKMY1	-0.47825
C7orf50	-0.384
BBS9	0.174
UNC119B	-0.49975
C9orf72	1.1705
MGC35440	0.05925
ENTPD6	-0.6555
PPP1R2P9	0.43925
ERCC4	0.06775
FAHD2B	0.345
HMHA1	-0.4655
HACL1	-1.45425
RAD23A	0.359333333333333
FAM83B	1.04925
PPP5C	-0.46
RNASEH2C	1.032375
C9orf153	-0.63875
SCAMP4	-0.27975
GHITM	0.6691
NDUFB7	0.411375
ADCYAP1	0.755
SP110	0.7465
MAP3K7IP2	0.26575
DHH	0.1775
AGRN	0.945857142857143
WDR33	0.344666666666667
CEP290	-1.415
PRPS1L1	-1.20066666666667
KLRA1	-0.966
GPR97	0.225
CHD7	0.203666666666667
TLR10	1.15825
SLC30A8	-1.4585
HIC1	1.15766666666667
IAPP	-0.2655
RXFP4	0.5005
GP1BB	0.402
SHQ1	-0.443
NKX2-3	0.330333333333333
API5	0.7855
FTHP1	0.76
MOV10L1	0.425833333333333
TRIM6-TRIM34	2.01416666666667
ADHFE1	2.143
FAM117A	-0.50725
DDI1	0.0666666666666666
CDON	-2.002
TRIM73	-2.231
IGKC	4.195
MMP14	0.208
DYNC1LI1	-0.083125
C11orf66	1.36175
TRBV3-1	-2.0005
FASTKD5	-1.341
BIVM	-0.3425
LHX4	-0.11
CXCL2	-0.4326
RAB2B	-0.625166666666667
IZUMO1	-0.124
MAP3K15	-2.04725
FAM19A2	0.2855
ZC3H8	0.0525
ZMAT1	-0.054125
SPINK5L3	-1.81675
SLC10A6	0.7245
APPL2	-1.255875
CARD10	-0.9295
LOC402176	0.007375
EEF1D	0.6749
RAB6A	0.8454
C12orf5	-0.21325
PAPOLG	0.43425
MSRB2	0.241
BCR	0.8155
PUS3	-0.57825
TIAM2	0.93225
ZNF317	0.154833333333333
CHD2	0.303307692307692
FZD5	-2.17513636363636
NUDT8	0.00675000000000001
ZNF763	-0.457
PRC1	1.21088888888889
ABCB9	-0.101666666666667
SPATA3	0.536
TRAK2	-0.48475
STAB1	2.79475
LRRTM2	-0.546
psiTPTE22	0.30475
DBI	0.47625
SERPINA11	-3.4345
NAT5	-0.5895
C20orf58	-2.09075
RPS6KA4	0.993166666666667
FLJ90650	-0.46025
TGFBRAP1	0.21225
CHRDL2	1.967375
FAHD2A	0.375166666666667
CNTN1	0.044
BBS4	-1.8182
TMEM181	-0.9235
MINPP1	-0.6365
MPHOSPH6	1.33625
HOXC10	0.4593
ITPKB	-0.666375
CLPTM1L	0.53475
MEOX2	1.77216666666667
ATP6V0C	0.298125
PRPF8	-0.444666666666667
TMC5	-1.9445
FKBP3	-1.10175
PLEKHB2	0.6505
OR4D6	0.3845
ZNF544	-0.2044
D2HGDH	-0.633
RPL18A	0.2633
HEL308	-0.7675
MPP6	-1.27725
TCERG1	-1.0395
KRT16	0.687833333333333
KLF17	-1.3295
KLF5	3.296125
CDR1	4.456125
VCX3A	-4.2795
FBLN2	2.373375
C14orf104	-0.803
HBE1	-4.528
OR4S2	-0.1415
C1orf108	-0.451166666666667
ROBO4	3.09116666666667
CPEB4	-0.883625
C11orf80	0.0935
BCKDHA	0.204333333333333
MYOC	0.13625
GIF	0.2245
CKMT1A	1.566
RPL3	-0.0961
THBS1	1.5785
APOO	-0.06875
ARMCX1	0.39675
HSZFP36	0.32775
SNAPC5	0.412
EIF4ENIF1	0.1505
ZNF433	-0.557
TNFRSF21	-0.429125
TMPRSS7	0.4345
SPATA18	0.4473
HPDL	-0.502
MKL2	0.3441
TBX3	-0.267769230769231
C21orf93	0.0395
DAXX	0.66275
ELMO1	-0.00775
RGS13	1.385
TAF11	-0.163
UNC13A	-0.085625
LOC653314	-0.5616
ORC3L	0.13
IMAA	-1.545
TARBP2	-1.08125
CABIN1	-0.7756
TRIOBP	0.2425
HIST1H2AC	0.295375
RGS22	-3.78366666666667
NCOA1	0.727666666666667
IL25	0.82
SNCG	-0.4985
GPR6	0.236
AMDHD1	-2.34583333333333
CHEK2	-0.382375
C6orf142	4.46675
DRD4	0.4955
C14orf68	-0.8975
GDF11	-2.0175
SEMG2	0.106
CD247	-0.62375
CDAN1	-0.30275
RBMX2	0.282166666666667
TGS1	-0.8375
OIT3	2.4925
SYF2	-0.15225
MCM4	-1.15875
PKHD1L1	0.605375
CEP192	-1.0785
IFT88	-1.4725
RPL9	-0.739714285714286
RAB32	-0.20825
DDX43	1.099
P2RX2	0.208
OR5D18	0.3835
UBE1	-0.06175
SLC24A1	0.235125
ARHGAP5	0.69925
CETP	-0.78275
KIAA1731	0.0905
SLC9A4	0.0885
PTPN6	0.936
BAHD1	1.24125
GRIK3	-0.006
CACNB2	-1.2856
PDE10A	-0.7845
DGCR14	-0.4685
PCDHB9	-0.0335000000000001
RHOQ	1.05466666666667
MAP3K4	-0.5995
KTI12	0.0988333333333333
RPL23AP13	-1.194
GNG11	-1.224
CLCN3	-0.191166666666667
GPAM	-1.128125
VSTM2A	0.7315
SLAMF7	3.5875
INTS2	-1.50125
PPP2CA	0.0307
LRP12	1.5506
SEC14L2	-1.34288888888889
DKFZP586H2123	0.42975
MC3R	-0.339
CIRH1A	-0.415333333333333
HIST1H2AB	0.222
POLH	-0.172125
MGC16703	-1.51783333333333
SNAPC2	-0.893
FILIP1L	1.2575
RASGRP4	0.5535
LRRC1	2.84325
GAS1	1.7095
PRAC	-1.112
DGKA	-1.00833333333333
NT5C3	-0.0355
PEG3	-4.36925
NADK	0.244
PRR17	-0.29925
LOC374569	3.36775
SGSH	-1.00283333333333
NLRP8	0.811
GALT	-0.8084
MCF2	-0.459
ZNF263	0.15775
TACSTD1	1.67
TYR	-5.9621
ATP6AP2	0.463
RNUXA	-0.376
ABHD10	0.0536
GDPD2	-1.08225
SLC35C1	0.92475
UBE2A	0.458
HERC5	-0.0835
FAM112B	-4.2015
FBXL16	2.33775
DKFZP434A0131	0.11025
ELA3A	-2.0705
RBM41	-0.637
HAO2	0.11525
RNH1	0.094375
SHANK2	1.424
OSBP2	-2.0825
DAK	-0.4665
C3orf58	1.863
TCL1B	-1.677
KBTBD2	-0.01525
SUGT1L1	0.569
UBE2E2	1.48416666666667
MYL9	2.60175
CDC23	-0.6215
PBXIP1	0.7092
CXorf40B	0.8035
NBL1	0.6455
RTBDN	0.1515
RAB11FIP5	0.840875
TTTY13	-0.3215
SCOTIN	-0.311333333333333
SOHLH1	2.35566666666667
CDKN1A	-0.1615
NCK1	2.06775
ZNF550	-0.25675
SAPS3	0.651166666666667
SPIN3	0.5425
MAGEE2	-0.4005
MIS12	-0.924333333333333
OR8H2	0.539
KIAA0774	0.672833333333333
UNC5D	-2.02
CUL7	0.0625
LIPC	-2.971
DIO1	-3.23275
C20orf11	-0.1479
CTRL	-0.1865
HS3ST2	0.66425
PAK4	0.680666666666667
CCRL1	3.699
RNF10	-0.40325
ZNF567	1.205
ZNF660	-0.6005
TCEAL3	-0.04
MAGOH	0.121666666666667
CENPB	-0.155333333333333
C19orf7	0.458125
LOC388965	-0.49625
ZCCHC13	1.9705
JMJD1A	-0.545
HIST1H4H	0.239
TBRG1	-1.0783
GPC3	-4.729375
TAF1C	-0.51625
EBNA1BP2	-0.522
CIAPIN1	0.08975
PDGFRA	-0.187722222222222
CSTB	0.097875
CENPI	0.003
GTF2E2	-0.219833333333333
RPP21	0.41975
CCNF	-0.391
KCNQ3	0.7405
FAM79A	1.7095
SLC22A12	0.1795
NOVA1	-1.6985
FZD3	-1.5255
AKAP8	0.57625
SOCS5	0.583875
CFDP1	0.51125
DLG5	0.1285
PGM5	-0.313916666666667
C1orf144	0.172333333333333
HDAC10	-0.2445
RND2	-0.39025
C20orf199	-1.1505
RNMT	-0.612125
SLURP1	0.969875
ASTN1	-0.085
SH3BGR	-0.71725
MYCL1	0.4515
ZHX1	0.8025
CENPK	-1.229
FOSB	0.573
LOC643406	0.83
C2orf59	-0.49825
TMEM135	-0.46075
SLC27A2	-3.36325
KRT33A	2.1065
OVOL1	2.56
PAMCI	-1.30633333333333
S100A7	-1.3335
ZNF789	-1.15
HARS2	-0.5875
RPL23A	-0.947833333333333
TCF23	0.22625
UPF3B	-0.8545
C17orf78	-0.356
HLA-DOB	1.96633333333333
C14orf142	0.0563333333333333
TEKT5	0.0843333333333333
DMWD	0.7745
POLD1	-0.710666666666667
GSCL	-0.138
CALD1	2.4065
SCRT1	0.091
AIG1	-1.0185
UNC84B	0.94475
ZNF404	-1.34125
TMED6	-3.1115
KIAA1462	0.1795
LRRC27	-0.28
PYGO1	-0.408
PIGU	-1.2005
ALAS2	-3.635
WRNIP1	-0.084
CNNM3	-0.3205
ZNF2	-0.14275
ST3GAL5	-1.2525
MRPL23	-0.20975
TSSK6	0.34
PSMA6	-0.97225
C16orf70	-0.0735
KIAA1602	-0.29675
ALMS1	-0.309
DCN	2.246875
TMEM132D	-1.181
SUCLG2	0.06875
ABHD14A	-0.98275
DEXI	0.015
AMPD2	-0.634666666666667
IFNAR2	0.256666666666667
CYB5A	-0.7315
TLOC1	0.62845
NXF5	0.166833333333333
NRBF2	0.608875
KCTD3	-0.34275
ITGAE	-0.364833333333333
SLC30A3	-1.29733333333333
ZRF1	-0.0575
IFRD2	0.220375
XAB1	0.47275
PYCR2	-0.134666666666667
SERPINB3	-3.9425
TMLHE	-0.1427
GEFT	-1.33475
ABCA5	-2.38625
EMR4	-0.0283333333333333
TSFM	-0.4625
HIST3H2BB	0.00475
ARHGEF19	0.51175
TSPAN17	0.0695
ABCC8	-0.415
MAP1S	0.538166666666667
C22orf36	-0.64275
BNC2	-0.957428571428571
HIST1H4A	0.271
NDUFS3	-0.241833333333333
WDR3	0.0383333333333333
XKR4	-0.76225
TTC33	-0.0949285714285714
STMN2	3.46425
CPN2	-0.835
HSPC105	3.078375
PCOLCE2	-3.61375
C3orf55	3.676
KLHDC9	2.501
TBC1D23	0.3795
ATXN2L	-0.707333333333333
MAP2K3	0.10325
SCAP	-0.4145
ZNF486	0.238666666666667
C20orf96	-2.02675
NARS	-0.12725
ADAMTSL1	-0.735428571428571
PRCC	1.31333333333333
CCDC126	0.61875
ZNF675	-0.085
CALCOCO1	-0.65125
ANKRD43	-0.5535
CWF19L2	-0.1285
ZBTB32	2.22116666666667
BRAF	1.8055
ODF4	0.288
MGC14376	0.753333333333333
HORMAD1	6.5515
AAK1	-0.0835833333333333
PEBP1	-0.193833333333333
TNFSF5IP1	-0.2465
DKFZp564N2472	0.60125
RMND1	-1.321
IGKV1-5	4.09925
COL1A2	2.5885
SERPINA5	-4.329625
AANAT	0.529
C19orf21	-1.86566666666667
GEMIN5	-0.91775
UBR4	-0.257333333333333
LTBP3	1.07683333333333
AMHR2	-2.13283333333333
PROCR	-1.4905
MYBBP1A	-1.03675
C20orf39	0.691166666666667
ZNF697	-0.877625
PASK	-0.9188
ZNF776	-0.131833333333333
RFXDC2	-0.5845
KIAA0467	0.00225
C10orf96	-2.751
ZNF503	-1.01825
GULP1	-1.70675
KCNE4	-0.757
DKFZp434K191	-1.2095
LOC196913	-0.1955
BHLHB4	0.4555
CH25H	0.43575
LOC81691	-0.597666666666667
ALPL	3.13357142857143
COL12A1	2.129375
FOLR3	-0.7445
GPR123	0.26175
TRIM62	-0.272857142857143
ABLIM1	1.52566666666667
MAST3	-1.13775
RHBDD1	1.22683333333333
LOC338809	-0.484
RYBP	-0.43725
TTC26	0.18775
ZNF22	1.49783333333333
ISCA2	-0.1025
RDM1	-0.18025
PIGM	0.38525
GNB3	0.0225
ACTR2	1.26
HMGB1	1.02075
EDG1	2.20833333333333
SOAT2	-3.54775
OR10AD1	0.654
RAP1GDS1	0.864833333333333
LCE1F	0.9325
ESM1	-0.054
RCN3	2.8075
CREBL1	-0.158
DBNL	0.0495
PTGER3	1.06075
USP30	-0.250833333333333
BCL2L12	-0.154166666666667
KIF26B	2.08025
ZNF416	0.00225000000000002
ZNF225	-0.372
C17orf70	-0.779
ZNF554	-1.16475
RAE1	-0.734333333333333
TNIK	-0.277833333333333
ACTN3	0.536
MGC45922	0.5395
CCNA1	1.628
RYK	1.21133333333333
IL26	0.4445
LRP3	0.593
QARS	-0.642
SOX7	0.933142857142857
BID	1.635125
OR2S2	0.454
CXCL14	4.49375
C11orf47	0.406
MGC29891	1.9845
HSPB8	0.0861
PRDM14	-2.1245
NUFIP2	-0.497
MNAT1	-0.682
ZDHHC2	0.16025
MBNL2	1.02
ADD3	-0.746125
CSNK2A1P	-0.92125
KLK6	-0.577
TMEM111	-0.5461
KIAA1279	-0.25075
NUBP2	0.310166666666667
RAB42	1.54325
ID3	-1.1443
TM9SF1	-0.71075
MDP-1	-1.37225
POU4F2	0.45025
IQCK	1.2895
C16orf14	-0.359
CAPN3	-1.127875
FAM43B	-0.949875
RECQL	1.2565
AP1G1	0.447428571428571
CTNNBL1	-0.762166666666667
