Hybridization REF	TCGA-E2-A1BC-01A-11R-A12P-07
DCAKD	0.261
ELA2A	-0.4655
C12orf56	-2.52228571428571
PITRM1	-0.0398571428571429
GUK1	-0.111166666666667
RASSF8	-0.543375
OR2A14	0.2435
ADM	-0.918666666666667
FGD3	2.676
GHRHR	-0.2885
RHPN2	0.75
C4orf39	0.386
VPS72	-0.7245
SERF2	0.820333333333333
CD22	-0.0488333333333333
CD47	-1.0881
PPIC	0.847666666666667
IMPDH1	-0.274083333333333
ACP6	-0.278166666666667
PRKACA	0.513
PPP1R1A	3.604875
TRPV3	0.0215
ASXL1	-0.809875
C17orf55	-1.1225
FXYD1	1.82016666666667
LMOD2	-0.1515
ANKRD33	-0.018
LCE2C	-0.241125
ZNF620	0.2755
DKFZP566E164	-1.5925
VSIG2	2.0705
KIAA1128	1.029
USO1	-0.315833333333333
NUDT4	0.420142857142857
CLDN1	-0.629642857142857
OR4Q3	0.033
FASTK	-0.57
ICOS	0.766333333333333
LDB1	0.89675
GSTA5	0.2885
ABCC1	-1.885
FAM54A	-4.92525
PCBP2	-0.518
NUP205	-2.356
ACTA1	0.144333333333333
GABBR2	-1.41233333333333
PIP5K1B	-0.668
AGXT	-2.5962
RNF181	0.793
ATP8A2	-0.18425
AFTPH	1.2876875
FGF21	0.23
FCER1G	1.6395
SNTB1	-1.6485
SLC24A3	1.439
TXNL4B	-0.9953
RPL10L	0.0186666666666667
LOC389517	-0.6838
TSGA13	-1.501
SHOX2	0.539666666666667
ITGA7	0.9154
KCNIP2	2.051
KLF13	0.4148
ZFAND2A	-0.903
CEACAM1	-1.31114285714286
PFKFB4	-2.03116666666667
MED19	0.821
LRRC57	0.01
RNF11	0.998
ANKRD32	-2.47675
P117	0.2475
OBFC2A	-0.513
POLD3	-0.90275
RAB18	1.29825
TPH2	-0.644
PHB	0.1896
JDP2	2.03616666666667
MORF4L1	0.386
POU2F1	-0.979
CNNM2	-1.28808333333333
LOXHD1	-0.155833333333333
ZC3H15	-0.1565
ELK3	0.414166666666667
FAM111B	-2.0985
CBLC	3.54366666666667
SBNO1	0.282
ANKMY2	-0.01475
PLEKHA5	-0.147
DHX58	1.962
ARCN1	0.619666666666667
TREML1	0.2181
KNCN	1.041
SEC24A	-0.777
PSCA	-0.703
MGC24125	0.299333333333333
DNA2L	-2.4055
CIB4	-0.271
HIGD2A	-0.102166666666667
TBX6	-0.222833333333333
TTLL5	-0.532833333333333
SGK3	0.807166666666667
GCN1L1	-0.57125
AMOT	-0.705444444444444
LDOC1	-0.494333333333333
NRK	0.112
ASB9	-2.63175
NAT1	4.1851
TRAFD1	0.72025
PEAR1	0.7565
FAM36A	-0.29375
OR1S2	0.0902
LOC388323	-1.941
PGS1	-0.555833333333333
LEPREL1	-3.43925
TFF1	-4.28541666666667
HAP1	-0.1405
EPHB2	-0.24525
ACTG1	0.202666666666667
ZFP42	-2.3226
HAVCR2	0.0864
NME1	-0.9985
SNX26	0.0976666666666666
LACTB	-0.139
ZKSCAN2	-0.246875
C5orf35	0.04675
ANKS3	-0.08375
RBM28	-1.65525
DKFZP586P0123	-0.30725
HNRNPA1	-0.399333333333333
BCAS3	-1.36316666666667
FLJ20184	1.2595
POLA2	-2.06616666666667
TMC7	0.335
HSD17B6	2.1135
ZNF658B	0.9065
TTTY10	0.0545
RANBP9	-0.222166666666667
CPNE7	-2.83783333333333
EVL	1.35247058823529
LNX1	0.3735
IFNA21	0.00900000000000001
CFD	2.653
PYCARD	1.7085
MYBPC2	-1.239
ENPP3	-1.818
ACSL4	-1.2685
LOC440258	-0.332
TMEM176B	3.11833333333333
SOX2	-5.2695
SCO1	0.0841666666666667
COMT	0.26025
AOC2	0.34775
PDLIM5	1.62057142857143
SPHK2	0.608833333333333
NXPH2	-0.235
GPR108	0.638166666666667
RAD51L1	-0.0675
TMEM54	0.83925
LETMD1	-0.980666666666667
SLC6A17	0.55625
KRT75	0.054
STT3B	-1.31933333333333
CD3EAP	-0.493833333333333
TMEM63A	0.901
DUSP13	-3.39075
CD1C	-0.862
LASS2	0.652666666666667
AVP	2.445
PITPNM1	-0.710375
FLJ22795	-2.018
MCTP1	-2.151
TRIM68	0.7905
UCK2	-1.76133333333333
ABHD1	0.258
FAM50A	0.251
RNASEH1	-1.09166666666667
PCP2	1.60083333333333
OR52H1	0.5295
C20orf149	0.09025
RBP5	1.0345
HYAL3	-0.84
CLPB	-0.80425
SMNDC1	-0.297
DONSON	-3.398
FLJ27523	0.68925
BARHL2	0.0923333333333333
SLC30A9	0.2375
TMPRSS11B	-0.0876666666666667
E2F8	-3.86016666666667
CCDC25	0.140833333333333
C14orf48	-0.2122
C20orf116	0.683125
TSPAN11	0.375
YIF1B	-1.01716666666667
FAM12B	1.3335
OR1L6	0.2495
HPN	1.0336
NBN	0.2975
C14orf94	-0.802666666666667
OCLM	-0.6225
ZSCAN18	2.0362
L3MBTL	-1.2983
TSTA3	1.78166666666667
RAC1	0.383875
C19orf15	0.438833333333333
NFE2	-5.773
KLK14	0.1595
ARSF	-1.5855
MAST2	0.132666666666667
AMICA1	1.38366666666667
GTF2A1	0.336375
ATP1A3	0.62125
TC2N	3.3828
PNKP	0.956333333333333
ODZ2	-1.918375
MATR3	0.355
S100P	-0.885625
KRT82	0.3485
CA13	-0.4194
PROZ	-1.97966666666667
AASDH	0.837714285714286
C19orf40	-0.143166666666667
DCK	-1.389
FAM5C	-2.04175
SLC6A4	-1.758
MID1IP1	-0.483375
TESSP5	-0.1265
TMOD4	-0.529
DOCK2	-1.74833333333333
TUG1	0.694375
NUP214	-0.367
DPYSL2	-0.0716363636363637
GOLM1	2.1765
MPFL	0.31825
SOX13	0.97125
SDCCAG8	0.6167
KEL	-2.75533333333333
NUP210L	-3.2865
GK	-1.042875
DNAJB1	1.08825
ALPK3	1.889
CHID1	0.9482
CYLC2	0.569333333333333
IKZF5	0.514
C8orf51	0.284833333333333
PPM1J	1.9
GIMAP8	3.27933333333333
GPR101	0.081
NR2F1	-0.294
ACAD8	0.0755
RBM35A	1.08075
GNAI2	0.419666666666667
METTL8	-0.227166666666667
SLC39A7	-0.045
FBXO8	0.5675
CAMK1	1.1015
RFC3	-1.8735
FAM129A	2.40007142857143
ILF2	-0.946
FGFBP3	-1.428875
NOM1	-1.8325
PSMA3	-0.25575
ASCC3	-0.416
ZYG11A	-1.35225
SOX21	-1.40575
LYRM1	0.027
DEFB1	1.485
LOC91431	-3.74316666666667
OR7C2	0.324
FAM46B	2.8415
TMEM18	-0.67025
ARHGAP30	0.562833333333333
TMEM86A	4.23291666666667
EPHA2	-0.8875
C10orf46	1.4433
TCHH	-0.88
C3orf30	-0.0108333333333334
LOC285636	0.237833333333333
PAIP2	0.2785
CYP2U1	0.0667142857142857
C12orf34	0.19125
SARS2	-0.144833333333333
ZCWPW1	-0.395
SAMD12	1.8505
KIAA1430	0.179
ACAT1	-0.11075
MEOX1	2.40583333333333
ADAMDEC1	3.35425
PHKA2	-0.152
CARD11	-1.03633333333333
CALML4	-2.25
TSSC1	-0.50875
TMEM45A	-0.934222222222222
MPP7	2.152625
POU1F1	-0.67425
SLC2A13	1.2349
FBN2	-1.03035714285714
ZC3H7A	0.182
LAIR2	-1.632
ST3GAL1	1.15683333333333
LCT	-3.6885
GEMIN8	0.909666666666667
KLF16	0.9973
HIF3A	0.58
FAM44A	0.422785714285714
AQP10	-1.4404
PLA2G2A	2.5925
FOLH1	0.813333333333333
C20orf186	0.2985
MAPKAP1	-0.2925
SPRR2D	-2.175
UBQLN4	-0.973
RSHL1	0.685166666666667
PIAS3	0.223125
MRPL24	0.321
GREB1	-1.96625
FAM27E3	-2.981
NUP62CL	-1.08075
NEUROG3	1.995
REEP3	1.14383333333333
MARK1	-0.20375
LMBRD1	0.09525
PRPF19	0.019
PNMT	0.660166666666667
CTGLF1	-0.378
SLC25A16	0.81425
EIF2B3	-0.0265
RPA2	-0.46425
PAK6	0.513666666666667
CCDC26	-4.460375
SEMA3E	4.419125
MXD4	1.6783
TNFSF10	3.4589
SMARCB1	0.072
DTX3L	1.022
PLA2G4E	0.766
PPAP2A	1.52675
ULK1	-0.00741666666666666
TAS1R3	0.608
SLC2A3	-2.02845454545455
ARID3A	-1.8385
GNG5	-0.282
ACOX1	0.3357
KIF5B	0.2135
NUP153	-0.884
MUC7	-0.5665
CSDE1	-0.136428571428571
CLPTM1	0.71625
C3orf23	-0.56075
LRRC17	1.686
TTYH3	-0.624375
ATP5B	-1.2865
ELF3	1.4177
CPSF3L	0.644166666666667
ZNF665	0.3145
TLR6	-0.295
GPI	-0.82025
RAD9A	-0.5565
NDST4	-4.19675
AGPAT3	-0.00275
MAGI3	2.2855
ADORA2A	-0.74575
CACNG7	-0.009
CAMK2D	-0.508214285714286
CCHCR1	-1.5765
RPS27A	-0.5375
OR10G7	0.1512
GCM2	0.286
FAM135B	1.6269
E2F1	-2.87025
PLCB3	0.0835
OR2AE1	-0.5315
COIL	0.174166666666667
CDC25C	-4.33983333333333
RAB11FIP2	0.639083333333333
TSC2	0.40975
CTGLF5	-1.381
CCDC108	0.756222222222222
OR13C4	0.46325
C10orf81	2.06025
PTPRB	1.79025
ACP2	2.2675
LAG3	-1.193
MRPL54	0.37475
LOC201175	1.76
ITGB1BP3	-1.59675
SPTAN1	-0.0178333333333333
SIPA1L2	-0.9965
RCAN2	-0.5675
CDX2	0.9315
ECOP	-0.64425
ACTR1A	0.501714285714286
PPARG	1.50933333333333
BBS10	0.280166666666667
TMEM44	-1.37625
BPIL2	0.175333333333333
CITED1	-1.654
IRF6	3.52975
PRDM4	-0.136833333333333
RRP9	-0.818666666666667
OR10H4	-0.0165
IL31RA	-1.14675
GNB1L	-1.56483333333333
MYBL2	-3.784875
ZNF407	0.924
PPIG	0.1285
TTC18	1.93925
RPSA	-0.888
MAPT	1.72375
MRE11A	-0.137857142857143
C8orf37	0.382666666666667
RASGEF1C	-0.396
STBD1	1.27375
CTAG2	-0.134666666666667
MGAT5B	-1.91783333333333
ECM1	-0.31325
RLN1	2.592
PARP14	0.9124375
EPB41L1	0.0399
HOXA3	0.187666666666667
MAGEA9	-4.39575
RPS8	-0.536833333333333
RPS19BP1	0.346
FOXJ2	0.128625
C10orf76	0.593875
IL17RE	0.75025
C10orf65	-0.21075
ZNF343	0.00166666666666668
FBXO33	-0.492125
UHMK1	0.9799
LY6G6C	-0.372
FGF19	-2.3865
C14orf128	-0.531666666666667
IFIT2	1.82
TIGD1	-0.99875
S100G	-0.438
GUCY1B3	1.71
NR3C1	0.1239
CORO1B	1.6495
PARP11	1.11516666666667
DNALI1	3.4955
OR4N4	0.22825
MAP2K6	-0.364833333333333
FSTL4	-0.07975
ANKRD47	1.834125
TMEM171	-2.2305
PNLIP	0.282666666666667
YY1	-0.197333333333333
CCDC138	-2.5575
AASDHPPT	-0.0403
CKS1B	-1.5851
MCM3	-1.20716666666667
ANAPC7	-0.352833333333333
FAM110A	1.69525
CDC37L1	1.37533333333333
THTPA	1.17725
NBPF20	-0.753
WDR24	1.13025
NPTX2	-1.47075
CBLB	0.763666666666667
CETN1	0.748666666666667
RPUSD1	0.8375
FAF1	-0.71375
CDK6	-3.0091
HMX2	0.2055
CSK	-0.420166666666667
TEAD2	0.93425
SNAP25	-1.14025
TUFT1	0.7323
TMTC3	1.3175
LCK	-2.8275
SGOL1	-3.40666666666667
AKTIP	1.308
FURIN	2.128875
SOX12	-0.401833333333333
DEFB103A	-1.39325
RAMP1	-0.35725
KIR3DX1	0.7345
GAS2L3	-1.40225
PDE8A	-1.3613
EDN3	0.964
GMIP	0.64575
SF3A2	1.5715
FN3KRP	0.21675
SMAD7	1.015
RHBDD2	1.0335
OR11H6	0.6835
PPP1R3B	1.7756
C9orf23	0.09175
CADPS	-0.667
GOLGA8A	-2.860125
TMEM57	1.36333333333333
RGL3	-1.122
S100A14	1.19725
FGFR2	2.333375
XRCC3	-0.9995
RTN4RL2	0.53625
MGC3771	1.289
GH2	0.399666666666667
BTBD2	0.455
LMO2	-0.32875
RDBP	-0.695625
ACRBP	-2.36025
AMY2A	1.813
DUOXA1	1.227
PTK7	1.35416666666667
TWF2	0.597333333333333
FAM80A	0.58475
TNNI2	-3.39933333333333
GLT25D1	-0.322166666666667
OCC-1	-2.686
CYC1	-0.888666666666667
RPL22	0.210045454545455
MORN3	1.311
DISP1	0.38375
PRB2	-0.589
CHUK	-0.3765
HR	-0.284625
CCDC134	-0.177125
DENND4B	-0.99975
C14orf130	0.19525
RAB33A	-1.8675
DCST2	0.4095
TNMD	1.7385
PEX7	-0.032
FAM62A	0.148125
SRD5A2L	0.1145
IL22	0.38725
RPS26	-1.09716666666667
HOXC5	0.6585
SPATA6	0.8615
FLJ38482	0.26475
ZNF234	1.6125
C18orf22	0.974
SPATA22	1.08275
THOC1	-0.6815
CYP7B1	3.1215
KCNC3	0.0375
C8orf42	-1.223
ALDH1B1	0.496666666666667
CCDC100	0.143
ARMC4	-2.4125
FAM18B2	0.26275
SLC44A1	1.6595
FBXO17	-1.21
C6orf107	-0.2465
C19orf29	-0.03425
ZC3HAV1L	-0.47575
PARP6	-0.216
SULT2A1	-5.067875
C1orf159	-0.351
TMC1	-0.021
CHST14	0.642125
GAMT	0.546666666666667
SMCP	-0.1375
TSPAN33	-0.54075
MIDN	1.04075
NOX4	2.759
RNASEN	-0.635
TBX1	0.4145
SALL2	-0.1515
C10orf35	0.64025
CYP2E1	-0.47275
LRFN2	1.60633333333333
ACO1	-0.015
IQCG	1.3854
MEGF9	2.92775
TM7SF4	0.7015
PLEKHA1	0.737666666666667
STK33	-3.2925
C1orf210	2.33725
SNUPN	-0.0271
KIAA0406	-0.8598
C20orf29	0.19375
TMEM55B	0.18775
OSTM1	-1.33225
CLCN7	1.005
OTP	-0.3325
FLJ23049	-0.013
HEATR4	0.451
MAP3K10	1.502
PCDHGA9	0.302
AMDHD2	1.3815
LCTL	-2.4385
PDCD2L	-1.35575
CABLES2	-1.5505
SLC5A9	-0.38975
CLCA2	0.853
MGC16025	-0.639
STRAP	-0.73
C20orf196	0.097
RRBP1	0.712833333333333
NAT13	-0.39025
MAT2B	0.342375
CSNK1D	-0.712166666666667
KIR3DL1	0.30475
PRKAG3	0.643
ZNF599	0.7465
PRM3	0.55
PER2	1.5825
ASPHD1	-2.96
PRMT6	-1.196
KCNE1L	-0.273
FAM118A	-0.748333333333333
TAF4	-1.1425
NDUFB6	-0.264
TRIM9	-1.29618181818182
PMFBP1	-1.11425
KY	0.176
DKFZp762E1312	-5.00190909090909
CSMD1	-1.28625
TBP	-1.13733333333333
OR1Q1	0.626
RETNLB	0.48975
HPGD	0.638214285714286
DNAJC12	0.735666666666667
FKBP1B	-1.68875
ANKRD24	-0.0661666666666667
CXXC5	0.13
IL3	-0.227333333333333
DRAM	-0.0502
PTCH1	-0.821
TP53BP1	0.19675
SLC17A7	-0.26425
COL25A1	-1.81077777777778
AMACR	0.241
RHCG	0.02975
VPS13A	-0.483416666666667
FAM55D	0.5165
PRPF38B	-0.583666666666667
OSBPL6	2.336
PFDN5	0.6162
CMTM6	0.264375
KCNK12	-1.7425
RP2	0.85625
C16orf52	-1.634
PICK1	1.078
IFNE1	-1.09783333333333
SEMA4B	1.577
TYRO3	-1.00425
OR12D2	0.643
CSNK1A1	0.89825
FANCF	1.43675
LONP2	0.882125
TBL1Y	-0.744
LDOC1L	0.3555
CCNC	-0.595
C3orf60	-0.161
CHKA	-1.74075
UBAP1	0.1085
MAP3K1	2.445
ANKRD9	0.1425
FAM92A1	-1.523
GAB2	-0.011625
AZU1	0.11925
DIS3	-0.822083333333333
C21orf109	-1.5125
IQCB1	-1.17375
SPATS2	-0.594833333333333
EFCAB3	0.4495
PRB3	-0.065375
FUZ	0.372666666666667
ZNF813	0.365375
BMPER	-0.786333333333333
HEG1	0.460125
ALS2CR11	-1.66025
SURF2	-0.63375
PSMC1	0.02
OR2D2	-0.059
SLC7A8	2.66683333333333
C4orf40	-0.1475
SPATA7	0.4665
MAZ	0.121083333333333
PIN4	-0.1865
PDE1A	-0.782125
TAF6L	-0.263833333333333
OR2T34	0.067
KIAA0284	0.344
ACADS	0.939
MKRN2	0.041
C18orf56	-4.479
MS4A6E	-0.00180000000000001
GALNT4	0.7178
C22orf31	0.273
FLJ36070	0.3025
PSME4	0.042
TFG	-0.1156
EPHX2	1.84475
ANXA5	-0.169625
KRTAP1-1	-0.077
BATF	0.053
KARS	-1.53475
MSTP9	-0.8155
GPR26	-0.2445
CCDC72	0.1175
TEF	0.788333333333333
FOXK1	-0.3645
PRLHR	0.046
EMX1	0.10575
C11orf30	-0.428125
ICK	0.537875
THSD7B	0.80225
C21orf100	-3.799
DUOX1	1.694
EFCAB4B	-0.825
UBE2G2	-1.182
C3orf54	0.168
PARP1	-1.2865
FAM60A	-1.51341666666667
C6orf146	-0.351
OR9K2	-0.041
DDX55	-1.20966666666667
RPS15	-0.3765
ZNF618	0.1878125
DKFZp686D0972	0.99475
SSPO	-0.9275
SHFM3P1	1.06383333333333
CPA6	-1.08975
JAG2	1.192
DEFA3	-0.343
PPBPL2	0.375166666666667
CD34	4.39725
SLCO4A1	-3.170125
AFG3L1	-2.26866666666667
SHD	-1.57
RP13-122B23.3	-0.185333333333333
PRKCSH	-0.243
DPH5	-0.5455
HLA-F	2.0215
TBC1D4	-0.414
RIG	-0.2105
GLUD1	-0.018
HNRPCL1	1.3475
HBXIP	-0.35125
RNF207	-0.351
APIP	-0.46925
PLA2G3	-3.53266666666667
CCDC84	-1.33575
MYLIP	-0.036
PHIP	-0.88275
AARS2	-0.4635
DHX32	0.79825
SCAPER	-0.807666666666667
MEN1	-0.277857142857143
NIP7	-1.85175
FLJ25404	0.5855
FASTKD3	-0.79725
TMEM158	-2.44483333333333
RARA	1.336
BDH1	0.556
ANKRD16	0.73975
CARM1	0.634
SS18	0.706333333333333
IKZF2	0.69375
MYD88	0.57075
PML	0.49845
TAF1A	-1.464
CBFB	-1.13775
HIST1H3H	0.2315
C7orf29	-3.7265
COMMD4	-0.669333333333333
DPP3	0.71325
DAB2	0.402125
LOC388882	-0.7725
YPEL4	-0.577875
AGBL3	1.0715
LRP6	0.748
SERPINH1	0.804333333333333
TLE1	1.57975
CD244	0.180666666666667
ZDHHC15	0.595
MGLL	0.1716
PLDN	0.56975
LOC654346	1.1325
FAP	3.65525
GPR37	-1.531
SCARA5	1.608
EBF4	1.82372727272727
LSM6	-0.6445
MLLT1	0.4143125
SLC5A12	-0.617
A2BP1	-1.83283333333333
COPS5	-0.0241666666666667
TPM4	0.18
TNFSF4	0.591166666666667
ACADSB	1.89122222222222
HERPUD1	0.36375
BCL2L11	-0.474055555555556
CEP78	-1.886875
CDCA3	-3.055875
WBSCR19	0.0914
MYO1A	-2.5665
PPEF1	2.97533333333333
LOC440348	-1.24425
CPEB2	1.394
BPTF	-0.5435
RPL21	-0.4014375
GSX2	-2.193
ADPRH	1.3265
C17orf68	-0.667166666666667
KCNS1	-1.54366666666667
MLLT6	0.4204
PIWIL4	-0.2025
RNF26	-0.681
RAP1B	0.627375
ADAMTS1	-1.2289
ZNF571	1.0475
P2RY6	-0.7995
TRIM21	1.3445
CADM3	0.44975
NLRC5	0.6485
ADRA2B	-0.0171666666666666
LOC90835	0.45075
PCF11	-0.35375
LOC400451	2.255
GLTSCR1	1.0765
C17orf88	-0.305
CDH16	-1.9405
FGF7	1.928125
PCSK4	1.23133333333333
NPC1L1	-1.76116666666667
TAT	0.228142857142857
TBCA	-0.823
MGC33407	-0.16475
GPR115	-0.977142857142857
CYGB	1.41
FNBP4	-0.943166666666667
C12orf43	-0.32075
CBL	-0.3482
CLECL1	1.2755
PPAPDC1A	2.43725
WDR25	0.656
SGCA	1.2265
C22orf29	0.35
YIPF1	2.21675
GALK2	-1.0375
RAB3B	1.41675
LOC440087	0.27875
UCP1	-1.091
REEP5	1.80525
FADD	-0.181
FOXA1	3.176875
CACNA1A	-0.0245
ABI1	0.0375
GRIN2D	1.92375
SLC1A4	0.681166666666667
LOC401127	-1.00375
HINT2	0.656
PLD4	0.581333333333333
ZNF286A	-1.11025
ENY2	-0.856
IL1F6	-0.167
PXDNL	1.05
C20orf79	0.551333333333333
TNFSF13B	1.46633333333333
DENND3	0.691875
JARID1D	-4.158
HIST1H2AK	1.38025
LOC93349	-0.1872
SSH1	-0.9681
ENSA	1.003
LOC219854	0.454666666666667
CKAP2	-1.6138
DKFZP564J102	1.05766666666667
MGC87315	0.590666666666667
HNRPAB	-0.76175
AMH	-1.651
ZNF526	0.7425
BRUNOL5	-0.2812
CACNG3	-0.302333333333333
TRPM1	-3.514
PPP2R1A	0.892625
COL2A1	-2.64075
DDN	-0.572
FLJ25770	1.11658333333333
HK2	-1.34835714285714
ELOVL6	-1.603875
MDK	-1.17175
EPHX1	1.398
RASSF2	0.810375
DKFZP434B0335	-0.893
DLX3	0.60275
PRTN3	-0.76625
AVPR1A	2.0415
C21orf125	-2.8165
TNFAIP8	-0.627333333333333
GNB2L1	0.05875
CALCRL	3.799
SCGB2A2	8.04333333333333
UBXD7	0.079
ZNF674	-0.3635
TMEM35	0.17425
BRSK2	-1.214625
HECTD3	0.681166666666667
TMEM188	-0.455916666666667
LGALS9	1.19475
SCARB2	0.791083333333333
USP34	0.23375
C17orf28	2.35208333333333
ZDHHC23	-1.22375
AQP12B	0.159
SLC16A3	-2.875375
APLP2	1.05575
ITIH2	-5.843
MICAL3	-0.68575
TNNI3K	-0.2119
HDAC2	-0.932375
PRR7	-0.5392
THBS2	1.71875
LOC751071	-1.208
CA2	3.2845
RANBP17	0.03425
RLN3	0.16275
CRYZ	0.130833333333333
GBAS	-0.647333333333333
TAS1R1	-0.75725
MPZL3	0.3625
PCDH8	-3.035
HSP90B1	-0.27175
KCNK15	0.9965
TNIP2	0.958
GPR146	1.6895
NOL6	-0.015125
SPC25	-5.44833333333333
STEAP2	1.207
VAMP3	0.181333333333333
TCIRG1	-0.5595
ZP4	-0.347
PARL	0.025875
TRIM39	0.2745
KIAA1305	0.62125
CRNN	-0.07375
GRN	0.43025
HSH2D	-2.00725
SCAMP1	0.5689375
KIAA1913	0.6575
PTS	-0.46375
BANP	-0.147928571428571
PRKACG	-0.2105
ADCY6	0.775666666666667
C16orf46	-0.107
CYP51A1	-0.03325
DDC	-6.0835
ANPEP	-0.658333333333333
PROM1	-2.47933333333333
SIGLEC10	1.6
COPG	1.1145
FAM26E	1.875
TRIP4	0.641
SNX3	-0.206166666666667
C1orf175	0.457666666666667
PPY2	-0.068
C14orf152	0.288
FTSJ1	-0.709166666666667
DST	0.7808
LOC554235	0.08375
GLRX5	-0.13725
C20orf12	1.3999
CAB39	0.239
MSH2	-1.49966666666667
PIP4K2C	0.673875
CYLD	0.669625
WTAP	0.105875
MGAT4A	0.931222222222222
TSC22D4	-0.4331
CHRM2	-1.8925
PPYR1	-0.0925
CCNH	-0.118833333333333
RRM1	-0.76525
ECAT8	-3.30775
LOC400120	-0.42525
GABRA4	0.385857142857143
C14orf4	1.78183333333333
C1orf59	-0.26475
CTDSPL	0.841666666666667
NHEDC2	-1.184
PDE11A	-0.216266666666667
KLHL29	-0.35125
CD5	-1.247
TSPAN9	2.0213125
WDR67	-1.61
THUMPD1	0.9427
C18orf17	1.02175
CLYBL	0.847333333333333
FLJ13231	-0.53675
CMBL	1.0235
LECT2	0.14475
NKAPL	2.86483333333333
LOC654780	0.1315
OR4C6	0.4895
RAB30	2.07733333333333
TSSK4	-0.409
TMEM163	-0.1295
OSBPL11	0.654666666666667
GNB5	-1.19966666666667
CCL21	0.84525
C1orf121	-0.204
FMO2	3.1505
RPTN	0.173
MSTN	1.2755
VCL	0.0737857142857143
FYTTD1	-0.20225
C11orf1	0.761
CCDC88C	-0.45125
HFE	-0.545777777777778
MOGAT1	1.3635
FAM125B	0.652
IRGQ	0.3595
RAVER2	-0.47525
AKAP5	0.7095
SSSCA1	-1.1975
C11orf63	1.21275
ACTG2	1.0268
PORCN	-0.9275
DTL	-4.15336363636364
TMEM151	0.16175
FAM122C	-0.97425
RSAD2	2.9051
BAT4	-0.4055
KRTDAP	-2.65316666666667
MYH8	0.73625
CRTC3	1.04225
LRRFIP2	0.0499
INTS4	-0.551666666666667
TTN	-1.971
SLC26A5	-0.163
PLLP	-0.82625
RGS6	-0.75425
SRGAP3	1.337625
ZNF525	-0.0753333333333333
NBR2	-0.00050000000000001
C13orf1	-0.2719
ZNF137	0.27
CEP27	-1.87425
BEST2	-0.471
RNF121	0.42275
DMRTC2	0.330333333333333
C8orf76	-0.806
BCCIP	0.5985
MEST	-2.00225
HTRA2	0.054
ANGPTL2	0.84
ILKAP	-0.325166666666667
ERAS	0.0405
HBS1L	-1.046
CPA5	0.015
TMEM30A	0.685833333333333
CD300LF	0.705333333333333
WISP3	-0.1455
CRK	0.421785714285714
PDS5A	-0.6267
BRPF3	-0.0176666666666667
NEDD9	0.68425
SMPDL3B	1.28225
PSG6	-1.809
PSMD13	0.98375
ETV5	-1.7598125
OR51A4	-0.1375
BTBD7	1.057
GSTO1	-1.03725
hCG_16001	-0.026
MAD2L1BP	-0.0221666666666667
COX6A2	1.933
SCNN1A	2.7375
LSM1	-0.410833333333333
UGT2B11	5.53525
IDUA	0.9145
PPP2R3C	-1.074
COX11	-0.595666666666667
PDZK1	-4.73575
ZNF443	0.482333333333333
MGC21874	1.65183333333333
ZNF323	2.4724
KRTAP10-10	0.0605
CXCL6	-1.19233333333333
SLC34A2	0.7191
LOC284402	-0.2175
NPTN	1.23691666666667
UPP1	-2.17783333333333
SLC6A9	-0.98
OR7G3	-0.73975
CISD1	-1.09833333333333
ZNF545	-0.193333333333333
SYT14	-0.244
NT5C3L	-0.169666666666667
ZNHIT3	-0.862166666666667
SNRPD3	0.35475
KIAA0701	0.25975
UNC93B1	-0.170166666666667
GMNN	-2.79125
SPCS2	0.5235
LOC388524	-0.3315
NAPRT1	0.851875
PNLIPRP1	0.896
OR6V1	0.1085
PRKAB1	-0.47625
EYA4	-1.177
KIF20A	-4.513
ALG10	0.1365
ITPKC	0.844333333333333
LMX1B	2.1965
RPUSD4	-0.366666666666667
C7orf34	-0.531666666666667
DLGAP2	0.500875
PFN1	-0.7288
MICALL2	-0.229166666666667
ZNF654	0.3175
SS18L1	-1.091
SLC16A8	0.30225
MKI67IP	-0.332666666666667
ITGB3	-0.689625
TCEA3	2.489
CEP152	-2.58625
CLIP1	0.753125
ZNF75	0.2604375
ATP5C1	-0.450333333333333
NUDT5	-0.870166666666667
PSCDBP	-0.76325
UBP1	0.0105
RBM27	0.00324999999999999
C13orf15	2.94375
ZNF282	-0.259833333333333
ZNF222	0.5107
COL10A1	5.5535
PRDM15	-0.810625
TTTY5	-0.04
FAM9C	0.0220833333333334
C20orf67	0.42025
GNG13	-0.317
F12	-1.2255
C1orf41	-0.4725
CPXCR1	0.354
GSK3A	0.193625
SUPT6H	0.547166666666667
PI16	2.53783333333333
ELL2	-1.07933333333333
C9orf167	-1.66233333333333
PVRL3	-1.2597
FLJ38596	0.21975
ADAM20	0.82125
GPR89A	0.572
GPR87	-2.867
ZNF30	0.75925
SMR3B	-0.523666666666667
ZNF770	0.70525
TRPC4AP	-0.375166666666667
DKFZP686E2158	0.398166666666667
C2orf28	-0.002
FREM1	-1.48033333333333
LAMA4	1.017
ADPRHL2	0.5035
EIF4G2	0.297166666666667
GUCA1A	0.672
CTNNA2	1.91875
NUDT15	-0.642
CEPT1	0.789166666666667
ZNFX1	0.8068
CCDC92	1.25225
TDRD1	-1.1795
KCNK5	-1.77133333333333
ETNK1	0.511916666666667
LTA	-0.798
TTPA	0.430333333333333
B3GALNT2	0.113625
SC65	0.705166666666667
PEX5L	-2.29757142857143
EPS15L1	-0.119
