Hybridization REF	TCGA-E2-A1B4-01A-11R-A12P-07
IMPDH1	-0.97225
ACP6	0.023
PRKACA	0.329625
PPP1R1A	-0.113125
TRPV3	0.71975
ASXL1	-1.083375
C17orf55	-0.774166666666667
FXYD1	-0.336333333333333
LMOD2	0.5025
ANKRD33	0.5675
LCE2C	0.028
ZNF620	-0.3745
DKFZP566E164	-0.54275
VSIG2	3.90275
KIAA1128	1.44925
USO1	-0.424
NUDT4	0.773428571428572
CLDN1	-0.447714285714286
OR4Q3	-0.593
FASTK	-0.630166666666667
ICOS	1.93783333333333
LDB1	-0.08875
GSTA5	-1.51875
ABCC1	-2.04283333333333
FAM54A	-4.0615
PCBP2	-1.13416666666667
NUP205	-1.96925
ACTA1	0.321833333333333
GABBR2	-1.949
PIP5K1B	0.1185
AGXT	-2.09183333333333
RNF181	0.25225
ATP8A2	0.862
AFTPH	2.144875
FGF21	0.305
FCER1G	2.060875
SNTB1	-2.57275
SLC24A3	-1.005625
TXNL4B	-1.3268
RPL10L	-0.398666666666667
LOC389517	-1.06825
TSGA13	-1.2325
SHOX2	-1.08383333333333
ITGA7	-0.7187
KCNIP2	-0.373833333333333
KLF13	-0.4352
ZFAND2A	-0.09225
CEACAM1	-0.5585
PFKFB4	-2.0745
MED19	0.54175
LRRC57	0.282
RNF11	1.10175
ANKRD32	-2.353
P117	0.192
OBFC2A	-1.24616666666667
POLD3	-1.03283333333333
RAB18	0.90725
TPH2	0.399
PHB	-0.7891
JDP2	2.2645
MORF4L1	-1.0083
POU2F1	-0.4645
CNNM2	-1.25191666666667
LOXHD1	1.1225
ZC3H15	-0.71225
ELK3	0.421333333333333
FAM111B	-3.92925
CBLC	3.50283333333333
SBNO1	0.11925
ANKMY2	-0.63275
PLEKHA5	0.6775
DHX58	1.47733333333333
ARCN1	-0.700666666666667
TREML1	0.4412
KNCN	0.37
SEC24A	-1.1955
PSCA	-1.2975
MGC24125	1.009
DNA2L	-2.021
CIB4	-0.407125
HIGD2A	0.4865
TBX6	-0.221333333333333
TTLL5	0.305333333333333
SGK3	1.92083333333333
GCN1L1	-0.94725
AMOT	0.4956
LDOC1	1.35833333333333
NRK	0.492166666666667
ASB9	-3.93225
NAT1	5.8603
TRAFD1	-0.59075
PEAR1	0.240666666666667
FAM36A	0.329125
OR1S2	0.175166666666667
LOC388323	-1.68325
PGS1	-0.916
LEPREL1	-3.1065
TFF1	-1.77266666666667
HAP1	0.607
EPHB2	-1.3045
ACTG1	-0.204666666666667
ZFP42	-1.731
HAVCR2	-0.1241
NME1	-1.0625
SNX26	-0.387333333333333
LACTB	0.903
ZKSCAN2	-0.29575
C5orf35	0.9815
ANKS3	0.254
RBM28	-0.76275
DKFZP586P0123	-0.9055
HNRNPA1	-0.339666666666667
BCAS3	-1.47625
FLJ20184	1.294
POLA2	-1.837
TMC7	-0.245833333333333
HSD17B6	1.015
ZNF658B	1.77
TTTY10	-0.1172
RANBP9	-0.06075
CPNE7	-2.85816666666667
EVL	2.31158823529412
LNX1	1.5295
IFNA21	0.64
CFD	0.41
PYCARD	1.92416666666667
MYBPC2	-1.8455
ENPP3	-1.901
ACSL4	-2.57925
LOC440258	-0.907833333333333
TMEM176B	3.0725
SOX2	-4.89525
SCO1	-0.777166666666667
COMT	-0.29725
AOC2	0.45475
PDLIM5	2.54357142857143
SPHK2	1.11316666666667
NXPH2	0.2605
GPR108	0.9875
RAD51L1	0.2595
TMEM54	1.271
LETMD1	-0.184555555555556
SLC6A17	0.08375
KRT75	-0.169
STT3B	-1.28366666666667
CD3EAP	-0.602333333333333
TMEM63A	0.18375
DUSP13	-2.3975
CD1C	-1.40116666666667
LASS2	0.790666666666667
AVP	0.1305
PITPNM1	-2.20225
FLJ22795	-1.214
MCTP1	-2.37925
TRIM68	0.7855
UCK2	-1.40483333333333
ABHD1	0.75975
FAM50A	-0.4875
RNASEH1	-1.68733333333333
PCP2	0.959
OR52H1	-0.433
C20orf149	1.57475
RBP5	0.0643333333333333
HYAL3	0.57725
CLPB	-0.628
SMNDC1	-0.7105
DONSON	-2.92416666666667
FLJ27523	0.27275
BARHL2	0.323666666666667
SLC30A9	0.0815
TMPRSS11B	-0.2525
E2F8	-3.28766666666667
CCDC25	0.840083333333333
C14orf48	-2.02175
C20orf116	0.45225
TSPAN11	0.5505
YIF1B	-1.2505
FAM12B	-0.186
OR1L6	0.648
HPN	0.6972
NBN	1.56475
C14orf94	-0.341
OCLM	0.595
ZSCAN18	1.3303
L3MBTL	-0.4887
TSTA3	0.5955
RAC1	-0.2795
C19orf15	-0.715833333333333
NFE2	-4.7725
KLK14	0.828
ARSF	0.4255
MAST2	0.250833333333333
AMICA1	-0.0173333333333333
GTF2A1	-0.35725
ATP1A3	0.16975
TC2N	4.1077
PNKP	0.0285
ODZ2	1.65125
MATR3	0.211375
S100P	-3.0495
KRT82	-0.015
CA13	0.1214
PROZ	-1.80283333333333
AASDH	0.692
C19orf40	-0.161666666666667
DCK	-1.71838461538462
FAM5C	-2.45625
SLC6A4	4.179
MID1IP1	-0.337
TESSP5	1.013
TMOD4	0.1935
DOCK2	-2.04016666666667
TUG1	-0.366
NUP214	-1.20175
DPYSL2	-1.19890909090909
GOLM1	1.47308333333333
MPFL	0.1845
SOX13	1.77075
SDCCAG8	1.3235
KEL	-1.6875
NUP210L	-2.15925
GK	-0.15175
DNAJB1	0.42
ALPK3	0.595
CHID1	0.7051
CYLC2	0.157
IKZF5	1.08225
C8orf51	1.2825
PPM1J	1.55625
GIMAP8	2.7875
GPR101	0.066
NR2F1	-1.2055
ACAD8	0.178
RBM35A	0.717
GNAI2	-0.930666666666667
METTL8	0.1915
SLC39A7	-1.9895
FBXO8	1.1465
CAMK1	-0.1735
RFC3	-1.3115
FAM129A	2.02764285714286
ILF2	-0.97275
FGFBP3	-1.9765
NOM1	-1.805
PSMA3	-0.39225
ASCC3	0.0654
ZYG11A	-1.35325
SOX21	-1.656
LYRM1	0.00399999999999999
DEFB1	2.2955
LOC91431	-2.34916666666667
OR7C2	1.176
FAM46B	2.16325
TMEM18	0.009625
ARHGAP30	-0.0743333333333334
TMEM86A	2.9555
EPHA2	-1.3525
C10orf46	1.23995
TCHH	-1.73083333333333
C3orf30	-0.358
LOC285636	0.4835
PAIP2	-0.3305
CYP2U1	-1.027125
C12orf34	2.22275
SARS2	-0.177833333333333
ZCWPW1	1.60575
SAMD12	2.267625
KIAA1430	0.125125
ACAT1	-2.074
MEOX1	-1.765
ADAMDEC1	0.33825
PHKA2	0.078
CARD11	-1.643
CALML4	-2.0255
TSSC1	-1.08025
TMEM45A	-1.93755555555556
MPP7	2.455875
POU1F1	-0.33
SLC2A13	-0.9738
FBN2	-1.78378571428571
ZC3H7A	-0.1332
LAIR2	0.06375
ST3GAL1	-0.222166666666667
LCT	-2.21266666666667
GEMIN8	1.03066666666667
KLF16	-0.00389999999999994
HIF3A	-0.5218
FAM44A	-0.0877142857142857
AQP10	-1.2969
PLA2G2A	-2.559
FOLH1	-0.533666666666667
C20orf186	0.1325
MAPKAP1	-0.5745
SPRR2D	-1.71725
UBQLN4	-1.42883333333333
RSHL1	-0.283
PIAS3	0.440375
MRPL24	0.176
GREB1	-0.46325
FAM27E3	-2.1885
NUP62CL	0.271
NEUROG3	-1.58
REEP3	1.15091666666667
MARK1	-1.369
LMBRD1	1.76425
PRPF19	0.242
PNMT	2.2735
CTGLF1	-0.7375
SLC25A16	0.99125
EIF2B3	-2.0505
RPA2	0.078
PAK6	2.234
CCDC26	-3.886375
SEMA3E	4.70375
MXD4	0.6722
TNFSF10	4.4087
SMARCB1	-0.282666666666667
DTX3L	0.719333333333333
PLA2G4E	-0.597
PPAP2A	0.241
ULK1	-0.317583333333333
TAS1R3	0.7945
SLC2A3	-4.26818181818182
ARID3A	-2.4995
GNG5	0.23925
ACOX1	-0.1675
KIF5B	-0.341
NUP153	-1.28225
MUC7	-0.182
CSDE1	-0.263928571428571
CLPTM1	0.0635
C3orf23	-0.552375
LRRC17	1.127
TTYH3	-1.50775
ATP5B	-2.074
ELF3	1.6722
CPSF3L	-0.758833333333333
ZNF665	0.585666666666667
TLR6	0.4412
GPI	-1.06575
RAD9A	-0.681625
NDST4	0.1425
AGPAT3	0.825833333333333
MAGI3	2.1745
ADORA2A	-0.8955
CACNG7	0.5885
CAMK2D	-0.3545
CCHCR1	-1.07425
RPS27A	-0.34075
OR10G7	0.524333333333333
GCM2	0.4345
FAM135B	1.17366666666667
E2F1	-2.644
PLCB3	-0.22525
OR2AE1	1.154
COIL	-0.141666666666667
CDC25C	-3.20566666666667
RAB11FIP2	-0.336833333333333
TSC2	-0.1985
CTGLF5	-1.7285
CCDC108	1.203125
OR13C4	0.35425
C10orf81	5.39725
PTPRB	1.9505
ACP2	0.50575
LAG3	-0.71325
MRPL54	0.85375
LOC201175	0.00950000000000001
ITGB1BP3	-1.99025
SPTAN1	1.02416666666667
SIPA1L2	0.683
RCAN2	-0.9565
CDX2	-1.278
ECOP	0.05075
ACTR1A	0.410785714285714
PPARG	-2.682
BBS10	1.02116666666667
TMEM44	-1.1275
BPIL2	0.58225
CITED1	0.626
IRF6	4.55275
PRDM4	0.6895
RRP9	-0.700166666666667
OR10H4	0.603
IL31RA	-0.03675
GNB1L	-1.28766666666667
MYBL2	-3.72
ZNF407	1.39516666666667
PPIG	0.0256666666666667
TTC18	4.6675
RPSA	-0.423
MAPT	2.407125
MRE11A	-0.827
C8orf37	-0.391
RASGEF1C	-0.341833333333333
STBD1	-0.53775
CTAG2	0.00216666666666667
MGAT5B	-1.77383333333333
ECM1	0.56825
RLN1	3.146
PARP14	-0.2079375
EPB41L1	0.8496
HOXA3	-0.741333333333333
MAGEA9	-4.1225
RPS8	-0.0671666666666667
RPS19BP1	0.0285
FOXJ2	0.520125
C10orf76	0.802375
IL17RE	0.65
C10orf65	-3.156
ZNF343	0.296166666666667
FBXO33	0.702125
UHMK1	-0.5462
LY6G6C	2.66375
FGF19	-1.861
C14orf128	0.0278333333333333
IFIT2	1.411625
TIGD1	-0.0605
S100G	-0.329
GUCY1B3	1.127
NR3C1	0.159444444444444
CORO1B	-0.185666666666667
PARP11	1.52758333333333
DNALI1	4.64166666666667
OR4N4	-0.03375
MAP2K6	-1.10866666666667
FSTL4	0.44925
ANKRD47	0.998125
TMEM171	-1.8495
PNLIP	-0.711
YY1	-0.6855
CCDC138	-2.0805
AASDHPPT	-0.6363
CKS1B	-1.9042
MCM3	-1.31233333333333
ANAPC7	-0.694666666666667
FAM110A	2.21325
CDC37L1	1.76333333333333
THTPA	1.49875
NBPF20	-1.7765
WDR24	0.15125
NPTX2	-2.339
CBLB	1.05833333333333
CETN1	0.4115
RPUSD1	0.02275
FAF1	-0.5455
CDK6	-3.1143
HMX2	0.253
CSK	-0.971833333333333
TEAD2	-1.75075
SNAP25	-0.87975
TUFT1	0.3588
TMTC3	0.712833333333333
LCK	-3.273
SGOL1	-2.55116666666667
AKTIP	-0.59175
FURIN	-0.071375
SOX12	-0.055
DEFB103A	-0.19325
RAMP1	1.1935
KIR3DX1	1.355
GAS2L3	-1.65825
PDE8A	-1.2905
EDN3	2.061
GMIP	0.92525
SF3A2	-0.04
FN3KRP	0.20575
SMAD7	0.62975
RHBDD2	0.7755
OR11H6	0.267
PPP1R3B	1.3945
C9orf23	0.599
CADPS	-1.30025
GOLGA8A	-2.982375
TMEM57	1.16433333333333
RGL3	-0.247
S100A14	3.255
FGFR2	1.519125
XRCC3	-0.63925
RTN4RL2	0.4545
MGC3771	2.317
GH2	-0.08
BTBD2	0.35425
LMO2	0.2915
RDBP	-0.818625
ACRBP	-2.3985
AMY2A	2.734
DUOXA1	1.0065
PTK7	-0.0756666666666667
TWF2	-0.946166666666667
FAM80A	-1.175
TNNI2	-2.82916666666667
GLT25D1	-1.286
OCC-1	-2.45
CYC1	-1.42133333333333
RPL22	-0.0775
MORN3	2.376
DISP1	1.82425
PRB2	0.1135
CHUK	-1.4105
HR	-0.96075
CCDC134	-0.313875
DENND4B	-1.09775
C14orf130	0.303
RAB33A	-2.07675
DCST2	0.417
TNMD	-2.98125
PEX7	1.514
FAM62A	-0.626875
SRD5A2L	0.6605
IL22	-0.1725
RPS26	-1.67983333333333
HOXC5	0.0125
SPATA6	2.30775
FLJ38482	0.235625
ZNF234	1.056
C18orf22	1.04225
SPATA22	0.637
THOC1	-0.483
CYP7B1	2.98675
KCNC3	0.52975
C8orf42	-0.06
ALDH1B1	-0.761333333333333
CCDC100	-0.1525
ARMC4	-5.13933333333333
FAM18B2	-0.19225
SLC44A1	1.60825
FBXO17	-1.56566666666667
C6orf107	-0.484
C19orf29	-0.275
ZC3HAV1L	-0.7035
PARP6	-0.3902
SULT2A1	-4.55525
C1orf159	-0.61075
TMC1	-0.419666666666667
CHST14	-0.1925
GAMT	0.237166666666667
SMCP	0.676166666666667
TSPAN33	-2.09025
MIDN	-0.135
NOX4	2.5685
RNASEN	0.0662
TBX1	-0.831166666666666
SALL2	1.4415
C10orf35	1.381
CYP2E1	-0.64475
LRFN2	3.18283333333333
ACO1	-1.32083333333333
IQCG	1.3772
MEGF9	2.86725
TM7SF4	-0.222
PLEKHA1	-0.126066666666667
STK33	-2.50425
C1orf210	2.93325
SNUPN	0.7565
KIAA0406	-1.3502
C20orf29	1.409
TMEM55B	0.29025
OSTM1	-1.188625
CLCN7	-0.2725
OTP	-0.64225
FLJ23049	-1.135
HEATR4	1.5225
MAP3K10	0.150166666666667
PCDHGA9	-0.1515
AMDHD2	-1.16075
LCTL	-2.4745
PDCD2L	-0.7615
CABLES2	-0.809
SLC5A9	-0.80675
CLCA2	-0.225833333333333
MGC16025	-0.9925
STRAP	-1.5755
C20orf196	-0.099
RRBP1	-0.534833333333333
NAT13	-1.174
MAT2B	-0.164875
CSNK1D	-0.9115
KIR3DL1	0.23725
PRKAG3	-0.166
ZNF599	1.2175
PRM3	1.203
PER2	0.687
ASPHD1	-1.5165
PRMT6	0.217
KCNE1L	-0.703285714285714
FAM118A	-1.24916666666667
TAF4	-0.39225
NDUFB6	0.2265
TRIM9	0.48425
PMFBP1	-0.57975
KY	-0.0195
DKFZp762E1312	-3.78172727272727
CSMD1	-1.8725
TBP	-0.1745
OR1Q1	0.645666666666667
RETNLB	0.66425
HPGD	-0.166428571428571
DNAJC12	3.67066666666667
FKBP1B	-0.5145
ANKRD24	0.3555
CXXC5	0.183833333333333
IL3	0.257428571428571
DRAM	0.5047
PTCH1	-1.4795
TP53BP1	-0.13775
SLC17A7	0.72975
COL25A1	-1.07188888888889
AMACR	0.281333333333333
RHCG	-0.24575
VPS13A	0.0183333333333333
FAM55D	2.469
PRPF38B	-0.364727272727273
OSBPL6	1.84875
PFDN5	1.1068
CMTM6	0.615625
KCNK12	-1.89375
RP2	-1.25075
C16orf52	-1.12875
PICK1	-0.266
IFNE1	-0.597333333333333
SEMA4B	0.2485
TYRO3	-2.32275
OR12D2	-0.6725
CSNK1A1	0.46565
FANCF	1.1575
LONP2	0.644875
TBL1Y	-0.1495
LDOC1L	-0.416125
CCNC	-0.36425
C3orf60	0.7695
CHKA	-0.0115
UBAP1	0.699
MAP3K1	1.7215
ANKRD9	-0.06925
FAM92A1	-2.426
GAB2	-0.504125
AZU1	-0.22375
DIS3	-0.558
C21orf109	-1.19666666666667
IQCB1	-0.93425
SPATS2	-0.841333333333333
EFCAB3	-0.22025
PRB3	0.161625
FUZ	0.608333333333333
ZNF813	0.147125
BMPER	-1.85016666666667
HEG1	-0.352375
ALS2CR11	-2.11325
SURF2	0.27725
PSMC1	-0.265583333333333
OR2D2	0.9755
SLC7A8	3.12083333333333
C4orf40	0.726
SPATA7	0.74975
MAZ	-1.05658333333333
PIN4	1.04025
PDE1A	-1.01525
TAF6L	0.390333333333333
OR2T34	0.106
KIAA0284	0.50575
ACADS	1.55972727272727
MKRN2	-0.984
C18orf56	-2.39425
MS4A6E	0.954833333333333
GALNT4	0.5474
C22orf31	-0.2375
FLJ36070	0.632
PSME4	-0.16975
TFG	-0.3392
EPHX2	2.46825
ANXA5	-0.236875
KRTAP1-1	-0.250444444444444
BATF	2.4225
KARS	-3.11275
MSTP9	-0.1215
GPR26	-0.4945
CCDC72	0.924
TEF	0.945666666666667
FOXK1	-1.0331
PRLHR	0.284
EMX1	3.1215
C11orf30	-0.35625
ICK	0.7725
THSD7B	0.12375
C21orf100	-0.2185
DUOX1	2.516
EFCAB4B	-0.77125
UBE2G2	-1.429
C3orf54	0.517
PARP1	-0.36
FAM60A	-2.07125
C6orf146	-1.98366666666667
OR9K2	0.675
DDX55	-1.12083333333333
RPS15	0.942083333333333
ZNF618	1.4429375
DKFZp686D0972	-0.02525
SSPO	0.495
SHFM3P1	0.538
CPA6	-0.0875
JAG2	0.32525
DEFA3	0.53825
PPBPL2	0.9114
CD34	4.000875
SLCO4A1	-4.27975
AFG3L1	-1.961
SHD	-0.702
RP13-122B23.3	-1.00733333333333
PRKCSH	-0.626
DPH5	-0.0693333333333333
HLA-F	1.032125
TBC1D4	-1.1735
RIG	0.4712
GLUD1	1.355
HNRPCL1	-0.602125
HBXIP	0.06875
RNF207	-0.1585
APIP	-0.311
PLA2G3	0.756
CCDC84	-0.1055
MYLIP	-0.497307692307692
PHIP	0.8075
AARS2	-0.317666666666667
DHX32	0.7035
SCAPER	0.360833333333333
MEN1	0.00587500000000003
NIP7	-1.86075
FLJ25404	-0.162
FASTKD3	0.27775
TMEM158	-2.97491666666667
RARA	1.55975
BDH1	0.8505
ANKRD16	0.639333333333333
CARM1	0.235
SS18	0.213166666666667
IKZF2	1.01483333333333
MYD88	-0.4015
PML	0.29
TAF1A	-1.37675
CBFB	-1.721125
HIST1H3H	-2.9395
C7orf29	-1.05525
COMMD4	-0.1955
DPP3	-1.30025
DAB2	2.65625
LOC388882	-0.864
YPEL4	-0.06725
AGBL3	0.42175
LRP6	0.6537
SERPINH1	-1.00216666666667
TLE1	0.12125
CD244	-0.0263333333333333
ZDHHC15	-0.16675
MGLL	-1.7459
PLDN	-1.47758333333333
LOC654346	1.49
FAP	2.6155
GPR37	-1.40666666666667
SCARA5	-1.8715
EBF4	2.67327272727273
LSM6	-0.58975
MLLT1	-0.17325
SLC5A12	-0.4535
A2BP1	-1.1968
COPS5	-0.512
TPM4	-1.3735
TNFSF4	1.10383333333333
ACADSB	2.37794444444444
HERPUD1	-0.1725
BCL2L11	-0.25
CEP78	-1.381625
CDCA3	-2.4
WBSCR19	0.152
MYO1A	-1.9595
PPEF1	2.527
LOC440348	0.12625
CPEB2	1.19225
BPTF	-0.257333333333333
RPL21	-1.0808125
GSX2	-1.796
ADPRH	0.430333333333333
C17orf68	0.858333333333333
KCNS1	-0.824166666666667
MLLT6	0.085
PIWIL4	0.6565
RNF26	-0.72075
RAP1B	-0.056625
ADAMTS1	-2.9102
ZNF571	1.995
P2RY6	0.24625
TRIM21	0.768666666666667
CADM3	-0.636
NLRC5	0.0685
ADRA2B	-0.195166666666667
LOC90835	0.981375
PCF11	0.08675
LOC400451	2.8415
GLTSCR1	0.1299
C17orf88	-0.231833333333333
CDH16	-1.833
FGF7	1.02785714285714
PCSK4	0.3825
NPC1L1	-0.566666666666667
TAT	0.0197142857142857
TBCA	-0.48275
MGC33407	-0.1575
GPR115	-1.581625
CYGB	-0.058
FNBP4	-0.903
C12orf43	-0.13475
CBL	-0.5028
CLECL1	0.59325
PPAPDC1A	1.8085
WDR25	-0.134166666666667
SGCA	1.1065
C22orf29	0.347
YIPF1	1.989
GALK2	-0.36825
RAB3B	-4.07916666666667
LOC440087	1.371
UCP1	1.681
REEP5	2.409125
FADD	-0.7711
FOXA1	4.148
CACNA1A	0.307166666666667
ABI1	-0.0145
GRIN2D	-0.2635
SLC1A4	1.14783333333333
LOC401127	-0.798
HINT2	0.79675
PLD4	0.427333333333333
ZNF286A	-0.602
ENY2	-0.676
IL1F6	0.351
PXDNL	2.2575
C20orf79	-0.195333333333333
TNFSF13B	2.24566666666667
DENND3	0.37375
JARID1D	-3.6775
HIST1H2AK	0.1355
LOC93349	0.265888888888889
SSH1	-1.4917
ENSA	0.14375
LOC219854	0.4315
CKAP2	-2.5587
DKFZP564J102	-0.562
MGC87315	-0.554166666666667
HNRPAB	-1.097
AMH	-0.4385
ZNF526	0.5765
BRUNOL5	-0.059
CACNG3	0.214833333333333
TRPM1	-1.733
PPP2R1A	0.479
COL2A1	-1.2435
DDN	0.0005
FLJ25770	1.27091666666667
HK2	-1.41842857142857
ELOVL6	-1.80625
MDK	0.4205
EPHX1	1.18825
RASSF2	0.540125
DKFZP434B0335	-0.737
DLX3	1.305
PRTN3	-0.15325
AVPR1A	-2.4785
C21orf125	-2.3065
TNFAIP8	-0.283333333333333
GNB2L1	-0.463
CALCRL	2.24175
SCGB2A2	8.09616666666667
UBXD7	-0.1685
ZNF674	-0.566
TMEM35	0.310375
BRSK2	-1.073875
HECTD3	0.701333333333333
TMEM188	-1.38027272727273
LGALS9	1.44075
SCARB2	0.934
USP34	-0.0571666666666666
C17orf28	1.30583333333333
ZDHHC23	-0.243
AQP12B	0.511
SLC16A3	-3.41025
APLP2	1.053
ITIH2	-5.74525
MICAL3	-0.900625
TNNI3K	1.2097
HDAC2	-0.44575
PRR7	-1.5012
THBS2	-0.646125
LOC751071	-0.149333333333333
CA2	-1.1935
RANBP17	0.5525
RLN3	0.51425
CRYZ	-0.975666666666667
GBAS	0.456166666666667
TAS1R1	0.5005
MPZL3	1.7605
PCDH8	-2.2335
HSP90B1	-0.72675
KCNK15	0.2215
TNIP2	-0.317
GPR146	-0.2215
NOL6	-0.795375
SPC25	-4.29511111111111
STEAP2	2.60764285714286
VAMP3	-0.136
TCIRG1	-0.12575
ZP4	0.7155
PARL	-1.141625
TRIM39	0.508666666666667
KIAA1305	1.346
CRNN	0.4348
GRN	-0.65
HSH2D	-1.81675
SCAMP1	-0.397
KIAA1913	-0.57275
PTS	-0.04
BANP	-0.0975714285714286
PRKACG	0.41125
ADCY6	0.6335
C16orf46	-0.695
CYP51A1	-0.673
DDC	-5.9825
ANPEP	-0.281666666666667
PROM1	-0.269833333333333
SIGLEC10	0.50375
COPG	1.3255
FAM26E	0.420125
TRIP4	0.633
SNX3	-0.276833333333333
C1orf175	0.791666666666667
PPY2	-0.29925
C14orf152	0.110666666666667
FTSJ1	-1.212
DST	-0.110105263157895
LOC554235	0.39475
GLRX5	-0.804
C20orf12	1.5649
CAB39	0.270666666666667
MSH2	-1.373
PIP4K2C	1.187375
CYLD	0.205625
WTAP	-0.06
MGAT4A	2.40666666666667
TSC22D4	-0.7051
CHRM2	-1.611
PPYR1	-0.0395
CCNH	0.494
RRM1	-1.29725
ECAT8	-3.88675
LOC400120	-0.1425
GABRA4	1.14385714285714
C14orf4	1.39966666666667
C1orf59	-0.047
CTDSPL	1.593
NHEDC2	-2.061
PDE11A	0.149533333333333
KLHL29	-0.97975
CD5	-1.3514
TSPAN9	2.077375
WDR67	-1.97425
THUMPD1	0.9687
C18orf17	1.83425
CLYBL	0.210666666666667
FLJ13231	0.126125
CMBL	2.321
LECT2	-1.50025
NKAPL	2.84433333333333
LOC654780	0.705
OR4C6	-0.2905
RAB30	1.346
TSSK4	0.236
TMEM163	-0.7315
OSBPL11	0.44925
GNB5	-0.834333333333333
CCL21	0.4705
C1orf121	-0.691
FMO2	1.89816666666667
RPTN	1.285
MSTN	-0.9805
VCL	-0.196428571428571
FYTTD1	-0.41575
C11orf1	1.3095
CCDC88C	0.700125
HFE	-0.386
MOGAT1	-0.844
FAM125B	0.747333333333333
IRGQ	0.38
RAVER2	0.16825
AKAP5	0.573
SSSCA1	-0.000750000000000001
C11orf63	-0.551571428571429
ACTG2	2.079
PORCN	-0.2105
DTL	-4.40372727272727
TMEM151	0.64425
FAM122C	-0.65825
RSAD2	1.6956
BAT4	-0.5255
KRTDAP	-1.86783333333333
MYH8	0.205125
CRTC3	0.97275
LRRFIP2	0.8745
INTS4	-0.117666666666667
TTN	-1.3194
SLC26A5	0.6065
PLLP	-1.1645
RGS6	-1.34975
SRGAP3	1.08575
ZNF525	0.0461666666666667
NBR2	0.143666666666667
C13orf1	0.3001
ZNF137	0.2345
CEP27	-2.03575
BEST2	0.684
RNF121	-0.7105
DMRTC2	-0.22225
C8orf76	-0.5285
BCCIP	0.496875
MEST	-0.4335
HTRA2	-0.42
ANGPTL2	-0.78375
ILKAP	-0.208
ERAS	-1.121
HBS1L	-0.07075
CPA5	0.718
TMEM30A	0.245833333333333
CD300LF	1.40416666666667
WISP3	3.3635
CRK	-0.0645714285714286
PDS5A	-0.7569
BRPF3	1.35216666666667
NEDD9	-0.803
SMPDL3B	0.7765
PSG6	-1.2375
PSMD13	0.30175
ETV5	-1.964
OR51A4	0.202
BTBD7	1.2225
GSTO1	-1.046875
hCG_16001	0.122
MAD2L1BP	-1.00166666666667
COX6A2	0.3075
SCNN1A	3.22
LSM1	0.07
UGT2B11	5.67
IDUA	1.6765
PPP2R3C	-1.03116666666667
COX11	-1.27633333333333
PDZK1	-1.4305
ZNF443	1.54716666666667
MGC21874	2.21383333333333
ZNF323	1.5071
KRTAP10-10	0.9305
CXCL6	-0.70175
SLC34A2	0.84475
LOC284402	0.3015
NPTN	0.379333333333333
UPP1	-3.02325
SLC6A9	-0.811
OR7G3	0.5135
CISD1	-1.269
ZNF545	0.3375
SYT14	-1.5205
NT5C3L	-1.13816666666667
ZNHIT3	0.251666666666667
SNRPD3	0.258
KIAA0701	-0.062125
UNC93B1	0.4485
GMNN	-2.283125
SPCS2	0.267
LOC388524	-1.086
NAPRT1	-1.0235
PNLIPRP1	-0.0813333333333333
OR6V1	0.4615
PRKAB1	0.04275
EYA4	-1.885
KIF20A	-2.881
ALG10	-1.0515
ITPKC	0.717333333333333
LMX1B	1.2215
RPUSD4	-0.136666666666667
C7orf34	-0.043
DLGAP2	-0.189714285714286
PFN1	-0.3549
MICALL2	-0.241916666666667
ZNF654	-1.452
SS18L1	-1.430125
SLC16A8	0.54675
MKI67IP	-0.406
ITGB3	-1.379
TCEA3	2.77225
CEP152	-3.20257142857143
CLIP1	-0.023875
ZNF75	0.4011875
ATP5C1	-0.6956
NUDT5	-0.615166666666667
PSCDBP	0.43775
UBP1	1.06225
RBM27	-0.0775
C13orf15	2.392375
ZNF282	-0.445833333333333
ZNF222	0.6519
COL10A1	5.65775
PRDM15	-0.452875
TTTY5	-0.187
FAM9C	0.166666666666667
C20orf67	0.4895
GNG13	1.727
F12	-0.187
C1orf41	0.213
CPXCR1	0.158
GSK3A	0.298
SUPT6H	-0.1935
PI16	-0.953333333333333
ELL2	-0.84975
C9orf167	-2.284
PVRL3	-3.0807
FLJ38596	2.1065
ADAM20	0.17075
GPR89A	-1.2045
GPR87	-0.3485
ZNF30	1.7545
SMR3B	0.561666666666667
ZNF770	0.022125
TRPC4AP	-1.00366666666667
DKFZP686E2158	0.6135
C2orf28	0.22
FREM1	-0.810833333333333
LAMA4	-0.1475
ADPRHL2	-0.5395
EIF4G2	-0.052
GUCA1A	0.6515
CTNNA2	-1.49371428571429
NUDT15	-1.27466666666667
CEPT1	-0.186333333333333
ZNFX1	-0.491
CCDC92	1.49375
TDRD1	-1.409
KCNK5	-1.66
ETNK1	-0.343583333333333
LTA	0.301
TTPA	-0.0119999999999999
B3GALNT2	-1.010375
SC65	-1.4965
PEX5L	-1.737375
EPS15L1	0.072
MGEA5	0.60125
HIST1H3A	0.98875
ING1	0.4125
BCAT1	-4.480125
ORC6L	-4.30136363636364
KLK11	-4.3805
C19orf28	-1.186875
DNER	-4.743125
MED22	-0.944357142857143
ETV6	0.891666666666667
CHAC2	-1.64275
CD300E	0.573
CEBPB	-0.225
ZNF398	0.24425
LRCH3	-0.1225
HMGA1	-2.121
