Hybridization REF	TCGA-AR-A1AJ-01A-21R-A12P-07
AGER	-0.385666666666667
TCF19	-0.333875
SAT2	-0.11225
PFTK1	-0.5445
GABRE	-1.52775
C15orf38	0.7448
FIS1	-0.554
KCNV2	-0.02825
CLPS	0.565
PPCDC	-0.40425
FOXN2	0.996833333333333
NT5E	-1.8697
CD83	1.8365
IL18	1.650875
VPS16	-0.15375
IGFBP2	-2.80866666666667
NOTCH2	0.3365
SIGLEC1	3.417375
CD93	5.105
SULF2	-0.38825
CEP164	-0.30925
P53AIP1	-0.054
TOR2A	-0.0121666666666667
ZNF136	-0.2495
MGP	2.6175
CCDC144A	-0.3645
TRPC1	-1.73916666666667
SMS	-0.132666666666667
MAPK7	-0.4285
RRAGC	1.406
PARD6A	-0.896
NUB1	1.51
SYNGR4	0.10325
OR11H12	0.4315
WIF1	0.3765
GCH1	0.973
OR11H4	0.091
SLC44A5	-0.5545
GPRIN2	3.1035
LOC401431	0.1875
CPA4	0.0643
MELK	-0.623888888888889
IL15RA	1.709
CUL3	-0.089625
HMBOX1	-0.26875
PODXL	-0.723
CCT6B	1.0385
COMTD1	1.372
MUC20	0.6965
GPX2	-3.297125
ITK	0.6695
FBXL5	0.89375
C13orf27	-0.7665
DEFA5	0.206
TRHDE	-1.792
MTP18	-0.430666666666667
UQCRQ	-0.767
ITGB2	3.04491666666667
CSRP2BP	-0.11775
TAS2R44	0.3955
PHPT1	-0.497375
FAM44C	-0.31325
ERH	-0.29425
MPHOSPH1	-1.7125
MORC1	0.0695
PARVB	-0.19175
LAMA1	-1.51775
PGBD3	2.042
GIMAP6	4.6615
AREG	-5.1
LIPT1	0.19225
MGC99813	-1.541
C1orf201	-0.0165
GRIN2A	-0.8092
MAN2C1	-0.668625
NSUN5	-0.10175
SF3B5	0.46625
MYC	-0.3884375
NRXN1	-0.970833333333333
ZNF18	-0.06775
SPDYA	-1.011125
SLC37A1	1.576
DECR2	0.05175
ANKRD38	0.01525
SPTLC3	-1.08691666666667
SUPT16H	-0.837125
DTWD2	-0.012
ULBP1	-0.2995
ZADH1	-0.0573333333333333
OIP5	-0.97725
IL10RB	0.754166666666667
OTUB2	-0.581375
VWA3A	-0.159833333333333
SPIC	0.9645
OR6C4	0.0335
PSCD4	2.02516666666667
DPY19L2P2	-1.0135
TRAPPC6A	-0.0256666666666667
C21orf2	-0.210833333333333
CEMP1	0.41975
LIN7B	0.007
E2F7	-1.70483333333333
VCP	0.037875
LAMA3	-0.83025
BGN	0.735
GPR160	-1.523
COCH	-4.1235
GPR81	-0.391833333333333
APOBEC3F	-0.177
tcag7.1017	-0.43325
C1orf32	0.377
SCGB1D2	4.8575
FLJ43987	-0.2015
C6orf170	0.0675
KLK9	0.0905
GPD1L	-0.869375
VPS37B	-0.4095
ATG3	0.542
ADAMTS17	-0.1085
KLHDC2	-0.625666666666667
NDUFV2	0.1365
BLK	0.65875
MATN4	0.454
GPM6A	0.865428571428571
GBP4	4.8535
TMEM162	0.0711666666666667
PKP2	-1.328
HRASLS	2.164
MMP1	-0.278
SFXN3	-0.2716
FSD1	-1.50916666666667
ST6GALNAC3	-1.2405
CA12	-0.809
NCOA6	0.486
C19orf58	0.189
PPP4R1	-0.191833333333333
MAN1A2	0.207
IKBKAP	-0.69175
UPF1	-0.00749999999999999
KIAA1219	0.0195
WNT16	0.385333333333333
SNW1	-0.36725
IL18RAP	4.19575
RPP30	-0.11275
CDC40	0.418857142857143
SETD3	-0.249333333333333
SLAMF6	0.92725
ELK4	-0.125
TRIM47	1.119
ACOX3	1.42925
TRIM6	0.82475
KIAA0372	-0.412
TP53AP1	-0.667125
SMURF2	0.63825
ADAD1	0.42925
EBP	-0.625
KRTAP13-2	-0.45
FLJ36874	-0.675833333333333
TOR1A	0.365333333333333
P2RY4	0.346
GPBP1	0.396
TRPV1	-0.246875
ADAMTS12	-0.0593333333333333
PES1	-0.391
ATG4A	0.5215
MAGEA10	-4.40225
WFS1	-0.273
CC2D1B	0.336166666666667
PABPN1	-0.3165
SLC25A30	0.01875
SLCO1C1	0.0541666666666667
SLC22A5	-0.6825
KIF23	-1.30966666666667
SYN2	-0.4335
ASPN	5.9575
CENTG2	0.23175
QSOX2	-1.1641
FLJ10815	0.3305
STK24	0.1109375
SPEG	1.1123
STK10	0.884833333333333
DACT2	1.051
AAAS	-1.6685
SSX3	-0.853375
ABCD3	-0.7656
C4orf12	-0.6875
PARVG	2.047
FIG4	0.4065
C9orf46	1.03425
TMCO6	-0.5515
IGHMBP2	-0.2975
DUS2L	0.0435
FAM3C	0.40475
TMEM16D	-1.94725
DCTN4	-0.178
KCNH3	-0.14225
EIF2AK2	1.9155
AP1S3	-0.295375
CST4	1.0945
PAM	0.126625
NUTF2	-0.0445
CITED2	-0.2907
SLC39A4	-1.242
C2orf52	-1.3865
GRM3	-0.20275
C12orf49	0.36875
CCDC49	-0.3766
GRAMD1B	-0.625125
FNDC4	0.97975
SIAH2	-0.30875
GDPD4	0.0145
C21orf87	0.46
ATP5A1	0.121833333333333
C16orf63	0.0885
LOC388135	-0.993333333333334
ATP5J2	-0.367375
MMP3	-1.42675
EMID2	-0.02925
CRHR1	0.1385
WDR70	-0.24125
C13orf31	1.99
ZFAND1	0.4875
CCL18	4.88066666666667
C3orf49	-0.62
RINT1	0.538
KIAA0408	-0.701666666666667
F13A1	5.2736
SLC10A1	0.2485
OGN	3.12575
GIPC2	-0.773666666666667
XPO6	0.513166666666667
LCE1A	0.606
FMR1	0.7729
LOC374920	-0.2695
DUSP3	0.088375
ANKMY1	0.25475
C7orf50	0.20575
BBS9	-0.1093
UNC119B	-0.596625
C9orf72	1.08875
MGC35440	1.10425
ENTPD6	-0.636375
PPP1R2P9	0.92925
ERCC4	0.121
FAHD2B	-0.385
HMHA1	1.245
HACL1	-0.4835
RAD23A	-0.402
FAM83B	-0.1865
PPP5C	-1.007
RNASEH2C	-0.427
C9orf153	-0.4125
SCAMP4	-0.096125
GHITM	1.5334
NDUFB7	-0.68175
ADCYAP1	1.03
SP110	2.733
MAP3K7IP2	1.46425
DHH	-0.0285
AGRN	0.847642857142857
WDR33	0.321666666666667
CEP290	-0.3465
PRPS1L1	-1.38166666666667
KLRA1	-0.2035
GPR97	0.31
CHD7	-1.15366666666667
TLR10	2.1345
SLC30A8	-0.601
HIC1	1.00483333333333
IAPP	0.0465
RXFP4	0.12375
GP1BB	1.44725
SHQ1	-0.482
NKX2-3	-0.2825
API5	-0.227
FTHP1	0.398
MOV10L1	0.127
TRIM6-TRIM34	2.572
ADHFE1	1.354
FAM117A	0.2515
DDI1	0.675333333333333
CDON	-0.782333333333333
TRIM73	-1.0175
IGKC	4.1145
MMP14	0.212083333333333
DYNC1LI1	0.039875
C11orf66	0.09625
TRBV3-1	-0.39525
FASTKD5	0.01275
BIVM	-1.86825
LHX4	-0.159
CXCL2	2.3335
RAB2B	-0.892666666666667
IZUMO1	-1.223
MAP3K15	-1.734
FAM19A2	0.146
ZC3H8	0.386833333333333
ZMAT1	0.961375
SPINK5L3	-1.9995
SLC10A6	0.333
APPL2	-0.9305
CARD10	-0.785666666666667
LOC402176	-0.685
EEF1D	0.2151
RAB6A	0.1324
C12orf5	0.039125
PAPOLG	1.56725
MSRB2	1.24325
BCR	0.965888888888889
PUS3	-0.19925
TIAM2	2.2825
ZNF317	-0.281333333333333
CHD2	-0.022
FZD5	-0.775045454545455
NUDT8	-0.7825
ZNF763	-0.7835
PRC1	-0.898777777777778
ABCB9	-0.13
SPATA3	0.1475
TRAK2	-0.276125
STAB1	2.78675
LRRTM2	-0.0671666666666667
psiTPTE22	1.4595
DBI	0.9295
SERPINA11	-2.6125
NAT5	0.019
C20orf58	-1.83825
RPS6KA4	0.637833333333333
FLJ90650	0.60725
TGFBRAP1	0.2125
CHRDL2	0.907625
FAHD2A	-0.608666666666667
CNTN1	-0.06025
BBS4	-1.0698
TMEM181	-0.4155
MINPP1	-1.577
MPHOSPH6	0.239416666666667
HOXC10	-0.7031
ITPKB	0.2315
CLPTM1L	-0.31775
MEOX2	0.5545
ATP6V0C	0.216625
PRPF8	-0.508333333333333
TMC5	-0.50025
FKBP3	-0.538
PLEKHB2	0.416625
OR4D6	0.186
ZNF544	-0.5849
D2HGDH	-0.323125
RPL18A	-0.6587
HEL308	0.077125
MPP6	-1.53775
TCERG1	-0.95825
KRT16	1.562
KLF17	-0.936
KLF5	0.337375
CDR1	3.048375
VCX3A	-4.4625
FBLN2	2.728875
C14orf104	0.048
HBE1	-4.6006
OR4S2	0.685
C1orf108	-0.121333333333333
ROBO4	3.21116666666667
CPEB4	0.052
C11orf80	-0.954833333333333
BCKDHA	-0.111166666666667
MYOC	3.39025
GIF	-0.2415
CKMT1A	1.522
RPL3	-0.1924
THBS1	1.3425
APOO	-0.23525
ARMCX1	1.35525
HSZFP36	-0.45875
SNAPC5	-0.171
EIF4ENIF1	0.0645
ZNF433	-0.64625
TNFRSF21	0.27825
TMPRSS7	0.608
SPATA18	0.4341
HPDL	-0.5215
MKL2	0.9077
TBX3	-1.73461538461538
C21orf93	0.0801666666666667
DAXX	0.54325
ELMO1	0.55125
RGS13	3.32766666666667
TAF11	-0.438
UNC13A	-1.493625
LOC653314	-0.3463
ORC3L	0.161
IMAA	-1.599
TARBP2	-0.85325
CABIN1	-0.0036
TRIOBP	0.3453125
HIST1H2AC	0.556625
RGS22	-2.133
NCOA1	0.951166666666667
IL25	1.3805
SNCG	0.944
GPR6	0.513
AMDHD1	-1.88433333333333
CHEK2	-0.184625
C6orf142	0.1715
DRD4	1.04125
C14orf68	-1.1235
GDF11	-2.2235
SEMG2	0.3955
CD247	1.215
CDAN1	-0.928
RBMX2	0.157666666666667
TGS1	-0.539
OIT3	1.69525
SYF2	0.486
MCM4	-1.324125
PKHD1L1	0.82025
CEP192	0.0358333333333333
IFT88	-0.46525
RPL9	-0.256071428571429
RAB32	0.813
DDX43	-2.1
P2RX2	0.226666666666667
OR5D18	0.309
UBE1	0.0189166666666667
SLC24A1	0.078125
ARHGAP5	-0.2765
CETP	0.352
KIAA1731	-0.921833333333333
SLC9A4	0.42
PTPN6	1.6975
BAHD1	0.17725
GRIK3	0.0195
CACNB2	-0.2029
PDE10A	-0.1805
DGCR14	-0.46
PCDHB9	0.529333333333333
RHOQ	0.798833333333333
MAP3K4	-0.45675
KTI12	0.392833333333333
RPL23AP13	-1.49025
GNG11	0.17975
CLCN3	0.7055
GPAM	-0.517125
VSTM2A	1.6395
SLAMF7	3.69516666666667
INTS2	-1.022
PPP2CA	-0.1695
LRP12	0.834733333333333
SEC14L2	0.135333333333333
DKFZP586H2123	2.44425
MC3R	-0.0895
CIRH1A	-0.818833333333333
HIST1H2AB	-0.219333333333333
POLH	-0.335375
MGC16703	-1.1365
SNAPC2	-0.63
FILIP1L	0.87425
RASGRP4	0.1465
LRRC1	0.9715
GAS1	0.70475
PRAC	-0.689
DGKA	-0.037
NT5C3	0.56475
PEG3	0.0916666666666667
NADK	0.12725
PRR17	-0.17625
LOC374569	0.86375
SGSH	0.174666666666667
NLRP8	0.1
GALT	0.0404
MCF2	-1.5465
ZNF263	0.6815
TACSTD1	1.92083333333333
TYR	-5.6473
ATP6AP2	0.418
RNUXA	-0.03275
ABHD10	0.1319
GDPD2	-1.681
SLC35C1	0.04325
UBE2A	0.72175
HERC5	2.63666666666667
FAM112B	-3.9365
FBXL16	-0.1025
DKFZP434A0131	0.0215
ELA3A	-1.4545
RBM41	0.1965
HAO2	-0.20675
RNH1	0.576125
SHANK2	0.7085
OSBP2	-1.533
DAK	-0.730666666666667
C3orf58	0.687
TCL1B	-0.8585
KBTBD2	-0.31525
SUGT1L1	-0.23275
UBE2E2	1.21166666666667
MYL9	1.731375
CDC23	-0.7925
PBXIP1	1.3457
CXorf40B	0.1225
NBL1	0.13825
RTBDN	0.2265
RAB11FIP5	0.264875
TTTY13	0.142
SCOTIN	0.575666666666667
SOHLH1	-0.274
CDKN1A	0.249428571428571
NCK1	1.79625
ZNF550	0.41125
SAPS3	0.264833333333333
SPIN3	-0.167833333333333
MAGEE2	0.1505
MIS12	-0.776
OR8H2	0.131
KIAA0774	-1.462
UNC5D	-2.4785
CUL7	-0.4665
LIPC	-2.239
DIO1	-0.447
C20orf11	-0.1908
CTRL	-0.064
HS3ST2	1.85975
PAK4	0.144833333333333
CCRL1	3.181
RNF10	-0.671375
ZNF567	-0.11175
ZNF660	-0.8005
TCEAL3	-0.52375
MAGOH	-0.243833333333333
CENPB	-0.168166666666667
C19orf7	0.714625
LOC388965	0.2945
ZCCHC13	0.1425
JMJD1A	-0.9099
HIST1H4H	-0.6685
TBRG1	-0.375
GPC3	-3.03375
TAF1C	-0.311
EBNA1BP2	-0.261166666666667
CIAPIN1	-0.11675
PDGFRA	0.655
CSTB	0.984375
CENPI	-0.180833333333333
GTF2E2	-0.858166666666667
RPP21	-0.16375
CCNF	-0.265166666666667
KCNQ3	0.3985
FAM79A	1.03525
SLC22A12	0.123
NOVA1	-0.862833333333333
FZD3	-1.8725
AKAP8	-0.00975
SOCS5	0.2225
CFDP1	0.14425
DLG5	1.19775
PGM5	0.00158333333333334
C1orf144	0.578416666666667
HDAC10	-0.594
RND2	-0.77
C20orf199	-0.78825
RNMT	-0.06625
SLURP1	0.90625
ASTN1	-0.3355
SH3BGR	1.27125
MYCL1	0.30275
ZHX1	0.602833333333333
CENPK	-1.63325
FOSB	1.2298
LOC643406	0.343375
C2orf59	-0.497125
TMEM135	-1.0385
SLC27A2	-2.71725
KRT33A	-0.1195
OVOL1	-0.166875
PAMCI	0.217833333333333
S100A7	0.785
ZNF789	-0.2415
HARS2	0.231
RPL23A	-0.423333333333333
TCF23	-0.06225
UPF3B	-0.223875
C17orf78	-0.7305
HLA-DOB	2.60966666666667
C14orf142	0.266333333333333
TEKT5	0.188333333333333
DMWD	-0.2245
POLD1	-1.07466666666667
GSCL	-0.055
CALD1	0.1765
SCRT1	0.662
AIG1	-0.185
UNC84B	1.0625
ZNF404	-0.72475
TMED6	-2.16825
KIAA1462	0.27
LRRC27	0.645
PYGO1	-0.585
PIGU	-0.914
ALAS2	-3.752
WRNIP1	0.4015
CNNM3	-0.256
ZNF2	0.12475
ST3GAL5	0.254833333333333
MRPL23	-0.252
TSSK6	0.1615
PSMA6	0.179
C16orf70	-0.56675
KIAA1602	-0.171
ALMS1	0.143
DCN	3.67275
TMEM132D	-0.28175
SUCLG2	-0.04725
ABHD14A	-0.63475
DEXI	0.021
AMPD2	0.290333333333333
IFNAR2	1.37133333333333
CYB5A	0.1922
TLOC1	-0.0389
NXF5	-0.295
NRBF2	1.028875
KCTD3	0.52425
ITGAE	-0.727833333333333
SLC30A3	-1.31383333333333
ZRF1	0.369
IFRD2	-0.162125
XAB1	0.492
PYCR2	0.0896666666666667
SERPINB3	1.1865
TMLHE	-0.0212
GEFT	-1.248
ABCA5	-1.185125
EMR4	0.2955
TSFM	-0.08325
HIST3H2BB	-0.617
ARHGEF19	1.6295
TSPAN17	0.614833333333333
ABCC8	-0.96025
MAP1S	0.344833333333333
C22orf36	-0.3735
BNC2	-0.257071428571429
HIST1H4A	-0.30975
NDUFS3	0.127
WDR3	-0.406
XKR4	1.23575
TTC33	-0.328642857142857
STMN2	3.01225
CPN2	-0.407666666666667
HSPC105	0.594875
PCOLCE2	0.187
C3orf55	2.553
KLHDC9	2.4645
TBC1D23	0.616375
ATXN2L	-0.373916666666667
MAP2K3	0.626416666666667
SCAP	0.16425
ZNF486	-0.427166666666667
C20orf96	-0.658
NARS	0.00749999999999999
ADAMTSL1	-0.3095
PRCC	0.2045
CCDC126	0.712916666666667
ZNF675	-0.89375
CALCOCO1	-0.07375
ANKRD43	-1.28375
CWF19L2	-0.330666666666667
ZBTB32	3.35233333333333
BRAF	0.36725
ODF4	0.048
MGC14376	0.848333333333333
HORMAD1	3.43216666666667
AAK1	-0.0938333333333333
PEBP1	0.118583333333333
TNFSF5IP1	0.462833333333333
DKFZp564N2472	0.06325
RMND1	-0.29175
IGKV1-5	3.3495
COL1A2	1.98308333333333
SERPINA5	-3.93925
AANAT	0.3225
C19orf21	-1.2425
GEMIN5	-0.20825
UBR4	-0.0731666666666667
LTBP3	0.402
AMHR2	-1.74766666666667
PROCR	0.48575
MYBBP1A	-0.8505
C20orf39	-0.225
ZNF697	-0.651875
PASK	0.3164
ZNF776	-0.210833333333333
RFXDC2	-0.55275
KIAA0467	0.287
C10orf96	-2.48075
ZNF503	0.55975
GULP1	-1.57766666666667
KCNE4	-0.526833333333333
DKFZp434K191	0.34175
LOC196913	-0.2505
BHLHB4	1.3825
CH25H	2.39175
LOC81691	-0.369833333333333
ALPL	1.18892857142857
COL12A1	0.903875
FOLR3	-1.2145
GPR123	-0.00625
TRIM62	-0.141428571428571
ABLIM1	0.537
MAST3	-0.09725
RHBDD1	0.295
LOC338809	-2.175
RYBP	-0.01675
TTC26	-0.199625
ZNF22	0.711333333333333
ISCA2	0.00750000000000001
RDM1	-1.5115
PIGM	0.44875
GNB3	-0.6065
ACTR2	1.1909
HMGB1	0.2783
EDG1	3.1895
SOAT2	-3.23025
OR10AD1	0.5315
RAP1GDS1	0.490583333333333
LCE1F	0.1705
ESM1	-0.888625
RCN3	1.755
CREBL1	-0.2095
DBNL	0.601833333333333
PTGER3	2.02375
USP30	-0.172166666666667
BCL2L12	-0.486166666666667
KIF26B	1.65125
ZNF416	0.2755
ZNF225	-0.154
C17orf70	-0.06475
ZNF554	0.079
RAE1	-1.0365
TNIK	1.002
ACTN3	-0.153
MGC45922	0.5975
CCNA1	0.686666666666667
RYK	0.461833333333333
IL26	0.2505
LRP3	0.693833333333333
QARS	-0.2655
SOX7	0.683857142857143
BID	0.704875
OR2S2	-0.693
CXCL14	4.68575
C11orf47	-0.168
MGC29891	1.20066666666667
HSPB8	0.5241
PRDM14	-1.2705
NUFIP2	1.4545
MNAT1	-0.89
ZDHHC2	-0.701416666666667
MBNL2	0.02875
ADD3	0.033
CSNK2A1P	-0.8455
KLK6	1.31583333333333
TMEM111	-0.3271
KIAA1279	0.506
NUBP2	0.1815
RAB42	0.44225
ID3	-0.7855
TM9SF1	-1.444
MDP-1	-1.264
POU4F2	0.193
IQCK	0.28
C16orf14	-0.82525
CAPN3	-0.916625
FAM43B	-0.21975
RECQL	-0.675
AP1G1	0.0311428571428572
CTNNBL1	-0.0796666666666667
ECHDC1	0.5025
SMARCC1	0.2261
FOXQ1	-1.098875
GNAI3	-0.2375
POLG2	-1.642
CD4	1.95025
ITLN1	0.99825
EBI2	4.86175
IRF1	2.3155
PTPRE	2.9102
PTK2B	0.02575
NXNL2	-1.546
SOX4	0.566166666666667
TSPAN3	-0.286666666666667
SH2D1A	0.4465
C8orf58	-0.727333333333333
USP20	-0.20175
DUSP22	-0.0378333333333333
CALB1	-1.87283333333333
L3MBTL2	0.264166666666667
MCRS1	-0.64075
TMEM118	-0.3165
C18orf8	1.23816666666667
FLJ10241	-0.888125
GJA12	0.593
PKD1	0.240333333333333
ZFP3	-0.154
JAM3	-1.28575
LAPTM4A	1.3973
DIRC2	0.471
KIAA2022	1.019
MYOM1	0.286833333333333
TRPM8	-0.0581666666666667
MOP-1	0.90025
PHKG2	-0.2315
ZNF650	0.3145
KIAA1522	0.9085
PSG8	-1.10266666666667
DDX19B	0.1405
MOBKL1B	0.92575
DIAPH2	-0.00199999999999999
PTPN12	1.16
CLN8	-0.5577
CRYZL1	0.363333333333333
CRY2	0.146416666666667
FCGR2B	4.99266666666667
PNPLA4	-0.163125
ZNF454	1.6725
DKFZp434B1231	0.17075
CLDN11	0.238
RFWD2	0.8
CIB2	0.114666666666667
MXRA8	1.861
HRK	0.786625
MAML2	-0.2395
C4orf31	-1.06625
C6orf192	1.377
COG6	-0.135875
FAM5B	0.126
NFATC1	1.4461
SEPT10	0.49025
SCYL1	0.4087
RPP40	0.16
SCOC	0.2775
KIAA1450	0.5545
CTDSPL2	0.01575
TBX5	1.508
NAPG	0.119625
RHD	-4.173
C14orf45	0.747
ZBTB22	0.8015
PLCG1	-0.4275
ANKRD10	-0.817375
AQP7P2	1.94625
TAGLN2	1.51666666666667
HTR2C	-0.592666666666667
SLC16A7	-0.0726666666666667
C17orf83	-0.27525
TSGA14	-0.0939166666666667
MDH1	0.2185
PPP3R2	0.176
DCBLD2	-2.29257142857143
RBM33	0.058625
DPH3	-1.138
SYT10	-0.998166666666667
FMO4	2.124125
THYN1	-1.006
DRD5	-1.6705
OTOR	0.493
PGRMC2	0.1888
KATNAL1	-0.548625
PAQR6	-1.25425
UBE2I	-0.28775
C14orf28	-0.18625
C8orf70	1.22175
FLYWCH1	-0.293125
ANGPTL3	-0.40725
GLRX2	0.5595
ATP11A	0.0975714285714286
ARL5B	0.982125
MUC16	0.70975
SLC25A5	-0.250642857142857
ACRC	-0.6045
MYO1C	-0.12275
FAM89B	1.22216666666667
FAS	1.96025
KIFAP3	1.327
GLRA2	-0.1045
BTN3A2	1.0146
CNKSR3	1.189625
CSTF3	-0.0591666666666667
ARPM1	1.66725
KIAA1530	-1.0205
C9orf150	0.145833333333333
PRKCI	0.32
tcag7.1015	-1.3755
SOD3	1.10775
ZNF574	-0.208
CYP21A2	0.23225
RPL12	-0.02575
COMMD2	0.54925
WIZ	0.16425
LOC344405	-0.769
ALDH4A1	-1.08982352941176
CRYAB	1.96
COPA	0.688833333333333
PCDHGA7	0.360666666666667
KIF11	-0.749083333333333
RASD2	0.947875
SLC26A3	0.1625
ZNF175	-1.082
JAKMIP2	-1.72025
C8orf4	0.706666666666667
PTHLH	0.20275
SLC40A1	1.54608333333333
OR7D4	0.378
PCDHB17	-0.449
CD36	4.22857142857143
C6orf203	0.9522
PRKG2	-0.359
LOC400566	-1.0165
ANAPC13	0.05325
SLCO3A1	0.199
ZNF692	-1.752
FANCL	-0.2835
SH3GLB1	1.38125
C12orf61	-0.418
KBTBD6	-0.523
SUPT5H	-0.27375
XRCC6	-0.0352
HUS1B	-0.3809
FAM133B	0.0362142857142857
LOC728276	-0.6905
KCTD18	0.9115
SOS2	0.780666666666667
CCDC99	-1.127
C1QTNF5	2.198
NNAT	1.16433333333333
USP16	1.0065
LARS	-0.279625
ZBTB2	0.198
ABO	0.189833333333333
TRAF3	1.09125
GALNT5	-2.7695
NAP5	0.807375
ALG14	0.140333333333333
KIAA0515	0.171076923076923
WDR75	0.0131666666666667
TEX261	-0.551
LY86	1.53525
LOC389072	-0.4015
FLJ13611	-0.136
MRGPRX2	0.355
SNRPA	-1.326375
OR2G2	0.362
GPRASP2	0.516
C7orf42	0.2394
C9orf163	-0.261
CYP11B2	0.4445
FCRL3	2.28983333333333
PRDX1	0.34475
FGB	-6.19083333333333
COX17	0.445666666666667
C16orf33	-0.7555
PIWIL1	0.152166666666667
FOLR1	-1.11283333333333
KIAA0082	0.3185
FREQ	0.673
TMCC2	-0.527
TCF12	-0.659416666666667
ZNF721	-0.228
FAM130A2	0.38475
POU4F1	-0.93825
SNRPF	-0.5125
SGIP1	0.652
ZNF641	0.653333333333333
EMG1	-0.52625
PRRG4	0.8095
HIRA	-0.1425
MYNN	0.592666666666667
AEBP2	-0.299333333333333
TBXA2R	0.0415
ISL2	-1.21583333333333
PCDHB11	1.051
RNF144A	-0.81275
MARCH5	0.3475
DULLARD	-0.126666666666667
DCLRE1B	-0.382666666666667
ITGA8	-0.399
TP73	-0.064375
PRKCD	1.262
NDUFB4	0.341
ATP13A4	1.32625
ANTXR2	0.140666666666667
COL4A3	-0.184333333333333
MYO10	-0.487
SLC6A18	0.167
PEX1	-0.196
TMEM74	-1.13933333333333
RBM19	0.385
TAPBP	1.29725
RUNX1	-0.042875
MID1	-0.5915
GPR64	1.56933333333333
RASEF	0.2915
GABRG1	0.021125
MYO16	-0.49425
DBF4	-0.808833333333333
TSHZ2	2.289
RIPK2	1.028
PPTC7	0.4635
KIF4B	-0.5945
LRRC31	-0.348875
ZNF540	-0.14925
EFNB3	0.0346666666666667
LOH12CR1	-0.6725
STON2	0.105166666666667
GLP1R	0.18775
CSTF2T	0.487875
IREB2	-0.733625
GRSF1	0.3355
PDCD7	-0.5215
LRRC43	0.114
CNR1	0.5575
IL1F7	-0.0945
C12orf64	-0.12775
FAM69B	-0.36225
NR2E1	-0.7725
MS4A6A	3.8752
FTL	0.4153
C7orf36	0.45
PCLO	-0.5107
DYRK2	0.94375
ARIH2	0.33225
SAMD7	-0.0805
SCNN1D	-0.80825
SLC32A1	-0.1725
C22orf25	-0.0185
MRPS18A	0.0084
GPR112	1.3565
EARS2	-0.8365
ERN2	0.293
ATPBD3	0.1
PRH2	-0.43
CDKN2D	0.436166666666667
PGLYRP2	-0.2675
TRIM40	0.12675
SEC14L3	-0.364666666666667
SLC22A1	-0.222
BTN2A3	0.02025
RASA4	0.352
CCNL2	-0.73825
MYBPC3	0.841
GJA4	2.31275
CDC42SE1	1.3355
TRPV2	0.206
MYPN	-3.3006
SIM1	0.309
CDADC1	0.482
ZFHX4	0.557
NIBP	-0.112166666666667
ADAMTS19	-2.396
ABTB2	-0.9335
TSPYL2	-0.5055
EIF2S3	-0.013
SOX30	0.03625
AP2A1	-0.599333333333333
DKFZP564O0523	0.435
LOC285398	0.227
CDH18	-4.6465
CHL1	1.831625
GATS	0.0139
TBC1D2B	0.607166666666667
OR1J1	-0.294
GSN	1.75533333333333
DPCR1	0.065375
GARNL4	-0.266833333333333
SMARCA5	0.2995
PLEKHG3	-0.0483333333333333
ZBTB45	0.0545
FRMD6	-0.919166666666667
PLS1	-2.06216666666667
DGKZ	1.27633333333333
EFNA1	0.819
WDR85	-0.06525
ANK2	0.70775
PAGE4	-1.28366666666667
SENP6	0.461666666666667
AKR7A2	-0.292
FKBP10	-2.49375
VEGFC	-1.46933333333333
LARP1	-0.050625
SRBD1	0.32175
ITGB6	2.3825
SLC1A2	-1.01207142857143
INVS	-0.0735
MPO	1.17175
MOBKL3	0.306
CUTL2	-0.57025
KLK2	0.123333333333333
VIM	-0.45925
REG1B	0.507333333333333
PCDHGC4	0.272
C3orf34	-0.2775
SUMO3	1.35383333333333
CST9L	-0.53025
MLL4	-0.445
SPR	-0.1725
SAMD9L	3.9955
ABCE1	0.32825
SUPT3H	-1.48783333333333
ACTBL1	-2.1875
ADAMTS4	1.44933333333333
SLIT3	3.33275
RHEBL1	0.1005
NPM2	-2.2015
MAN1C1	1.326375
KIAA1856	0.54625
HSPA6	2.74775
LOC388152	-0.1805
C10orf140	-1.61
ZDHHC12	-0.194
LIN7A	-1.3273
PHC2	0.326416666666667
SPHK1	0.39825
TRIM26	0.7218125
FAM83E	0.416
C18orf24	-0.0231666666666667
ZNF578	-0.0215
ORAI1	0.23425
RUVBL1	0.141166666666667
C7orf20	-0.574833333333333
APAF1	-0.3185
SLC36A4	-0.788
MYH11	3.26483333333333
NEK1	0.4484
MPP2	-0.986375
C12orf24	-2.125
TNK2	0.529375
ZNF289	-0.029
MATN3	-3.25228571428571
IFNGR2	2.61616666666667
ITPR1	-0.02575
EBF3	2.8492
TBC1D20	-0.084
OR10P1	0.27625
DDAH2	1.207
SHPRH	-0.197
STX7	0.446
LOC554248	-0.51725
BCAR1	-0.59
ATXN3	0.462666666666667
TRIM27	-0.32725
CDC42EP2	0.5965
CHP	-0.0620714285714286
SOX17	2.022625
ZNF259	-1.12533333333333
CHCHD1	0.7745
ZDHHC19	0.569
GBP2	3.485
GARNL3	0.072375
MRC2	0.07575
C1orf52	0.14075
AOF2	-0.559333333333333
LRPPRC	-0.2672
ACVR1C	1.373
TM4SF18	3.16416666666667
TMEM169	-0.0958333333333333
PPP1R16A	0.19025
EBF1	1.42933333333333
RRS1	0.362
SNX2	0.43425
OR2T2	0.8535
RBX1	-0.05325
ANKRD54	-0.0186666666666667
