Hybridization REF	TCGA-BH-A18Q-11A-34R-A12D-07
C1orf65	0.068
ZFYVE28	0.725
NSUN6	1.247
KIF27	1.28633333333333
SYTL2	-0.416333333333333
UBXD2	0.3282
OR6T1	0.3815
CCDC91	0.618642857142857
GRID2	0.0815
CALN1	-0.924
ZNF423	1.947
PSMB4	-0.827833333333333
XPNPEP3	-0.519666666666667
ARPP-21	-3.72088888888889
SART1	-0.31925
RACGAP1P	-3.297
SPTA1	-4.15475
C6orf113	-0.708333333333333
C7orf16	-2.20925
CHST7	-0.1535
C21orf29	0.175
SEMA6D	1.472
PCMTD1	1.937875
KIAA1754	-0.0356666666666667
MYCN	-0.7075625
KCNJ3	-1.0235
MAPK13	0.97
ERO1LB	0.69625
NTF3	1.253
NKX6-2	-0.67025
GTF2B	0.28325
GSPT1	-1.42516666666667
GUSB	-0.260333333333333
LOC221091	1.6145
LIG1	-0.97225
EXTL3	-0.368666666666667
NID2	-1.82525
TTC29	0.02925
TMEM97	-2.31425
EXTL2	-0.413
SUZ12	-0.73825
IL1F8	0.248
KRT18	-0.903636363636364
MRPS16	-1.10975
PI4K2B	-0.58675
LACRT	5.399
OR51F2	0.32
JMJD2C	-0.03575
KGFLP1	3.29975
CDK5RAP3	-0.4281
YTHDF2	0.266166666666667
GGCX	-0.126625
ARPC4	-0.18325
EGLN2	0.280833333333333
KBTBD4	0.0982142857142857
ROBO3	0.5804
DEFB118	0.824
KIAA1543	0.4975
RTCD1	-1.09
MZF1	0.4355
C18orf26	0.309
CNIH4	-1.00766666666667
ZFP2	3.06383333333333
HTATSF1	0.2495
WFDC2	2.63725
NDUFA7	-0.488
TTC22	1.05783333333333
FAM40B	-3.097
DCPS	-1.091
SH2D1B	-0.6795
MRGPRE	0.338
SBK1	0.022
UNQ6411	-0.046
OSBPL9	-0.04625
NUP107	-0.34775
MYOZ3	0.9038
PDE4B	1.07641666666667
FAM113A	-0.25
IDH3G	0.0325
FBXL7	0.423625
ARFGAP3	0.0085
MAPRE2	-0.336153846153846
IL1RN	0.1056
KIF13A	0.33075
RAC3	-1.4255
TCTE1	-0.431
TMEM14B	-0.548833333333333
ADIPOR1	-0.582
GRINA	0.2905
CLIP4	2.2675
LRIT2	0.457
TFPI	-0.414285714285714
FABP6	-2.51825
SLITRK2	-0.2046
HKR1	0.45975
SMTN	0.40375
C1orf75	-1.61125
CD209	0.456875
CYB5R2	1.724
DNTTIP2	-0.0543333333333333
CSGlcA-T	-0.16225
GABRB3	-2.66175
PCBD1	0.113666666666667
TAF3	1.10391666666667
HOXD3	0.9385
GIPC3	-0.122333333333333
P11	1.0099
BFSP1	-0.55275
LCP2	0.0355
TAS2R8	0.0045
SEZ6L	-1.23575
NR2C1	-0.59325
EXDL2	0.2479
TNFRSF13B	-1.462
MKI67	-4.3725
GLS	0.0803333333333333
C7orf54	-0.6873
LGALS13	0.148166666666667
IL4R	1.271
SEC11A	-0.111333333333333
SPP2	0.2325
C18orf32	0.126
CLSPN	-2.93916666666667
SPAG1	0.127375
C9orf82	0.32325
TM4SF1	0.861916666666667
EMILIN2	1.619
SMG7	-0.474333333333333
TAS2R13	0.335
ZNF628	0.2455
DZIP1L	0.718666666666667
ANKRD13A	0.0238
VASP	0.173125
ZCCHC11	-0.3625
SYPL1	0.142875
MGC34774	0.42175
C4orf28	0.743875
KIAA1211	-1.65741666666667
RPS27L	0.09275
TATDN3	-0.91775
PDCD1	-0.2865
OR5P2	0.8095
IFIT1L	0.0165
MIPOL1	-0.03425
OR51D1	-0.03925
C1orf92	-0.634666666666667
LAMP2	0.443555555555555
CAT	1.50416666666667
C16orf80	-0.06625
C15orf32	0.278
ZNF746	-0.22675
C1orf76	-1.2325
ATXN1	0.4465
LAMC2	3.045125
SLC2A7	0.1015
CPOX	-1.1105
APH1B	0.534166666666667
LOC442245	0.90575
CTNND1	1.28477777777778
GABRG2	-0.914714285714286
MADCAM1	0.0468333333333333
F5	-2.624625
SEMA4F	-0.2555
NUDCD3	-0.084375
PDZD11	-0.6995
TRIML1	0.471
GCNT3	-3.31883333333333
TMEM120A	0.68925
CNDP1	0.1315
N4BP1	0.188375
SLC35F2	-1.904
LCP1	-0.95925
IGBP1	0.2969
DCAKD	0.876375
ELA2A	0.2035
C12orf56	-2.301375
PITRM1	-0.206857142857143
GUK1	-0.0635
RASSF8	-0.0566875
OR2A14	0.16625
ADM	0.0241111111111111
FGD3	0.0801666666666667
GHRHR	-0.170333333333333
RHPN2	0.3905
C4orf39	1.90083333333333
VPS72	-0.53875
SERF2	0.218611111111111
CD22	0.0865
CD47	0.752
PPIC	0.146333333333333
IMPDH1	-1.08041666666667
ACP6	-0.3025
PRKACA	-0.426625
PPP1R1A	3.521625
TRPV3	-0.25775
ASXL1	-0.251875
C17orf55	-0.745333333333333
FXYD1	3.049
LMOD2	0.225
ANKRD33	0.121
LCE2C	0.41225
ZNF620	-0.3575
DKFZP566E164	-0.309
VSIG2	2.95325
KIAA1128	1.44075
USO1	0.059
NUDT4	0.474214285714286
CLDN1	0.390642857142857
OR4Q3	0.199
FASTK	-0.594
ICOS	0.7965
LDB1	0.3385
GSTA5	0.277
ABCC1	-2.41033333333333
FAM54A	-5.00625
PCBP2	-0.249833333333333
NUP205	-1.50475
ACTA1	-1.40366666666667
GABBR2	-1.40725
PIP5K1B	1.19233333333333
AGXT	-2.0502
RNF181	-0.176
ATP8A2	0.1255
AFTPH	0.8585625
FGF21	-0.19575
FCER1G	1.255625
SNTB1	-1.01925
SLC24A3	0.599125
TXNL4B	-1.0563
RPL10L	0.112833333333333
LOC389517	-0.32795
TSGA13	0.072
SHOX2	0.338
ITGA7	0.8411
KCNIP2	1.99516666666667
KLF13	0.6391
ZFAND2A	-0.27075
CEACAM1	0.554357142857143
PFKFB4	-2.37183333333333
MED19	-0.106
LRRC57	0.292
RNF11	0.8605
ANKRD32	-2.6885
P117	0.138
OBFC2A	-0.2125
POLD3	-0.90125
RAB18	1.24375
TPH2	-0.197
PHB	-0.2665
JDP2	2.118
MORF4L1	0.3425
POU2F1	-0.18825
CNNM2	-1.17341666666667
LOXHD1	0.111833333333333
ZC3H15	-0.40775
ELK3	0.419
FAM111B	-2.89575
CBLC	2.74483333333333
SBNO1	0.1035
ANKMY2	0.48925
PLEKHA5	0.09975
DHX58	1.05583333333333
ARCN1	-0.0318333333333333
TREML1	0.3106
KNCN	0.237
SEC24A	-1.41925
PSCA	-1.126
MGC24125	0.0966666666666667
DNA2L	-2.88725
CIB4	0.97225
HIGD2A	-0.359333333333333
TBX6	0.103666666666667
TTLL5	-0.604166666666667
SGK3	0.626666666666667
GCN1L1	-0.43225
AMOT	1.1008
LDOC1	0.0811666666666667
NRK	-0.469166666666667
ASB9	-1.73525
NAT1	0.268
TRAFD1	-0.39075
PEAR1	0.9725
FAM36A	-0.032
OR1S2	-0.09
LOC388323	-2.1555
PGS1	-0.379833333333333
LEPREL1	-0.61025
TFF1	-3.58091666666667
HAP1	0.39875
EPHB2	-1.173
ACTG1	0.3745
ZFP42	-1.9016
HAVCR2	-0.505
NME1	-1.4555
SNX26	0.093
LACTB	-0.505333333333333
ZKSCAN2	-0.725375
C5orf35	0.36
ANKS3	0.061
RBM28	-1.44375
DKFZP586P0123	-0.901
HNRNPA1	0.0758333333333333
BCAS3	-1.28566666666667
FLJ20184	0.039
POLA2	-1.77083333333333
TMC7	-1.5395
HSD17B6	-0.1735
ZNF658B	1.14183333333333
TTTY10	-0.0251666666666667
RANBP9	-0.82775
CPNE7	-2.444
EVL	-0.0264705882352941
LNX1	0.901666666666667
IFNA21	-0.0291666666666667
CFD	4.161
PYCARD	0.486666666666667
MYBPC2	-0.8125
ENPP3	-0.247333333333333
ACSL4	-0.877
LOC440258	0.2345
TMEM176B	3.41033333333333
SOX2	-5.043
SCO1	-0.446333333333333
COMT	0.6015
AOC2	-0.54775
PDLIM5	1.40692857142857
SPHK2	0.314666666666667
NXPH2	-0.4515
GPR108	0.482666666666667
RAD51L1	0.208166666666667
TMEM54	-0.02575
LETMD1	-0.0617777777777778
SLC6A17	-0.11025
KRT75	-0.096
STT3B	-0.799
CD3EAP	-1.155
TMEM63A	-0.04775
DUSP13	-2.5485
CD1C	0.318
LASS2	-0.670333333333333
AVP	0.3525
PITPNM1	-1.47525
FLJ22795	-1.3815
MCTP1	-1.82775
TRIM68	1.04066666666667
UCK2	-1.54583333333333
ABHD1	1.2975
FAM50A	-0.6885
RNASEH1	-1.3415
PCP2	1.45566666666667
OR52H1	0.295
C20orf149	-0.21625
RBP5	-0.047
HYAL3	-1.32825
CLPB	-1.49325
SMNDC1	-0.10225
DONSON	-3.05166666666667
FLJ27523	0.11275
BARHL2	0.142166666666667
SLC30A9	0.215333333333333
TMPRSS11B	-0.31475
E2F8	-3.57166666666667
CCDC25	-0.0190833333333333
C14orf48	-0.7135
C20orf116	0.077
TSPAN11	0.8205
YIF1B	-1.44233333333333
FAM12B	1.4375
OR1L6	-0.1585
HPN	-1.2227
NBN	-0.273875
C14orf94	-0.250166666666667
OCLM	-0.3935
ZSCAN18	1.4683
L3MBTL	-0.5405
TSTA3	-0.451166666666667
RAC1	0.261875
C19orf15	0.398833333333333
NFE2	-4.26375
KLK14	0.107
ARSF	0.969
MAST2	-0.566166666666667
AMICA1	2.1615
GTF2A1	0.1725
ATP1A3	-0.343
TC2N	2.2714
PNKP	-0.3315
ODZ2	2.9575
MATR3	0.26625
S100P	-4.020125
KRT82	0.106
CA13	0.4528
PROZ	-1.85283333333333
AASDH	0.75675
C19orf40	-0.868166666666667
DCK	-0.788076923076923
FAM5C	-0.6745
SLC6A4	-2.217
MID1IP1	-0.62275
TESSP5	0.33
TMOD4	-0.167166666666667
DOCK2	-1.02566666666667
TUG1	0.567875
NUP214	-0.85425
DPYSL2	1.03995454545455
GOLM1	-0.2085
MPFL	0.1795
SOX13	0.50275
SDCCAG8	0.96
KEL	-2.19566666666667
NUP210L	-2.8095
GK	-1.755125
DNAJB1	0.261
ALPK3	0.5985
CHID1	0.2951
CYLC2	0.5078
IKZF5	0.51125
C8orf51	-0.739333333333333
PPM1J	-0.0235
GIMAP8	4.05983333333333
GPR101	-0.3575
NR2F1	2.179
ACAD8	0.34225
RBM35A	-0.00275
GNAI2	-0.0171666666666667
METTL8	-0.973666666666667
SLC39A7	-1.54275
FBXO8	1.1695
CAMK1	0.11425
RFC3	-1.311
FAM129A	2.62921428571429
ILF2	-1.2575
FGFBP3	0.061875
NOM1	-1.5
PSMA3	-1.05375
ASCC3	-0.3543
ZYG11A	-2.0235
SOX21	-1.5575
LYRM1	0.73175
DEFB1	3.336
LOC91431	-2.48666666666667
OR7C2	0.718
FAM46B	1.8005
TMEM18	0.461125
ARHGAP30	0.7655
TMEM86A	1.602
EPHA2	0.411333333333333
C10orf46	0.45655
TCHH	-0.978666666666667
C3orf30	-0.3335
LOC285636	0.1465
PAIP2	0.6275
CYP2U1	0.59075
C12orf34	0.46825
SARS2	-0.6345
ZCWPW1	1.3735
SAMD12	1.55
KIAA1430	0.157625
ACAT1	-0.05675
MEOX1	3.44366666666667
ADAMDEC1	1.52325
PHKA2	-0.2655
CARD11	-1.19033333333333
CALML4	-0.18
TSSC1	-1.0125
TMEM45A	-1.71088888888889
MPP7	2.20725
POU1F1	0.3315
SLC2A13	-0.622
FBN2	-1.962
ZC3H7A	0.2373
LAIR2	-1.7955
ST3GAL1	-0.302166666666667
LCT	-2.57125
GEMIN8	0.304
KLF16	0.1245
HIF3A	1.1715
FAM44A	0.374357142857143
AQP10	-1.4478
PLA2G2A	-0.6325
FOLH1	2.30516666666667
C20orf186	-0.0465
MAPKAP1	-0.5995
SPRR2D	-1.70525
UBQLN4	-1.50116666666667
RSHL1	0.118166666666667
PIAS3	0.10275
MRPL24	-0.5445
GREB1	-3.007125
FAM27E3	-1.4085
NUP62CL	-1.62925
NEUROG3	0.0495
REEP3	0.302416666666667
MARK1	1.177
LMBRD1	1.41275
PRPF19	-1.3345
PNMT	0.337333333333333
CTGLF1	-0.531
SLC25A16	-0.23675
EIF2B3	-0.7715
RPA2	-0.37
PAK6	1.53216666666667
CCDC26	-4.5215
SEMA3E	3.20675
MXD4	0.8723
TNFSF10	4.1396
SMARCB1	-0.543333333333333
DTX3L	0.318833333333333
PLA2G4E	-0.287
PPAP2A	2.014
ULK1	-0.294166666666667
TAS1R3	-0.1915
SLC2A3	-2.32681818181818
ARID3A	-2.3765
GNG5	-0.79275
ACOX1	-0.273
KIF5B	-0.1055
NUP153	-0.448
MUC7	-0.4525
CSDE1	-0.158
CLPTM1	-0.40175
C3orf23	-0.790875
LRRC17	0.704833333333333
TTYH3	-1.63
ATP5B	-1.218
ELF3	0.8267
CPSF3L	-0.293
ZNF665	0.612833333333333
TLR6	0.3812
GPI	-1.292125
RAD9A	-0.360875
NDST4	-4.07425
AGPAT3	-0.423166666666667
MAGI3	1.0885
ADORA2A	-0.841125
CACNG7	0.2185
CAMK2D	0.292714285714286
CCHCR1	-0.4895
RPS27A	0.57875
OR10G7	-0.190666666666667
GCM2	-0.9295
FAM135B	0.7716
E2F1	-1.8995
PLCB3	-0.675
OR2AE1	1.259
COIL	0.221833333333333
CDC25C	-3.689
RAB11FIP2	0.895
TSC2	0.381
CTGLF5	-0.601
CCDC108	0.5599
OR13C4	0.1465
C10orf81	4.92975
PTPRB	2.2045
ACP2	-0.6335
LAG3	0.30525
MRPL54	0.174
LOC201175	0.503
ITGB1BP3	-1.65775
SPTAN1	0.174333333333333
SIPA1L2	-0.803
RCAN2	-0.639
CDX2	-0.814
ECOP	-0.91675
ACTR1A	-0.164214285714286
PPARG	1.547
BBS10	1.0315
TMEM44	-1.254875
BPIL2	-0.56775
CITED1	0.43625
IRF6	3.92275
PRDM4	0.151666666666667
RRP9	-0.845
OR10H4	0.334
IL31RA	-0.7265
GNB1L	-1.36316666666667
MYBL2	-2.9325
ZNF407	1.01183333333333
PPIG	-0.183333333333333
TTC18	3.4185
RPSA	-0.162
MAPT	0.484
MRE11A	-0.523642857142857
C8orf37	0.011
RASGEF1C	0.472666666666667
STBD1	0.8905
CTAG2	-0.6212
MGAT5B	-2.19233333333333
ECM1	-1.247875
RLN1	1.354
PARP14	0.2830625
EPB41L1	0.4367
HOXA3	1.2815
MAGEA9	-4.70225
RPS8	0.362666666666667
RPS19BP1	0.057
FOXJ2	0.700875
C10orf76	0.262625
IL17RE	-0.1315
C10orf65	0.4
ZNF343	-0.3615
FBXO33	0.236125
UHMK1	0.0898
LY6G6C	0.5685
FGF19	-1.87825
C14orf128	1.17066666666667
IFIT2	1.637375
TIGD1	-0.46375
S100G	0.3035
GUCY1B3	2.155
NR3C1	0.8246
CORO1B	-0.348333333333333
PARP11	0.591583333333333
DNALI1	3.31616666666667
OR4N4	0.354
MAP2K6	0.954166666666667
FSTL4	-0.0455
ANKRD47	1.95825
TMEM171	-1.3765
PNLIP	-0.16225
YY1	-0.5075
CCDC138	-2.06483333333333
AASDHPPT	-0.4663
CKS1B	-0.8768
MCM3	-1.34783333333333
ANAPC7	-0.881
FAM110A	0.74
CDC37L1	1.4905
THTPA	0.60025
NBPF20	-0.732
WDR24	-0.277
NPTX2	-4.423
CBLB	0.763166666666667
CETN1	0.207666666666667
RPUSD1	-0.2675
FAF1	-0.71
CDK6	-2.1291
HMX2	0.6205
CSK	-0.5325
TEAD2	-0.1015
SNAP25	0.72575
TUFT1	-0.2155
TMTC3	0.342833333333333
LCK	-1.675
SGOL1	-2.6055
AKTIP	1.3885
FURIN	-0.102375
SOX12	-1.30316666666667
DEFB103A	-0.1615
RAMP1	-1.22
KIR3DX1	-0.3185
GAS2L3	-1.13375
PDE8A	-0.9857
EDN3	6.43875
GMIP	-0.045
SF3A2	0.78125
FN3KRP	-0.679
SMAD7	0.9585
RHBDD2	0.15975
OR11H6	0.0255
PPP1R3B	1.8138
C9orf23	0.11375
CADPS	-3.0945
GOLGA8A	-1.1565
TMEM57	-0.2045
RGL3	-0.184
S100A14	1.291
FGFR2	2.1615
XRCC3	-0.825
RTN4RL2	0.29375
MGC3771	0.873
GH2	0.199333333333333
BTBD2	-0.017
LMO2	1.65725
RDBP	-0.637125
ACRBP	-2.101
AMY2A	3.199
DUOXA1	1.661
PTK7	0.224333333333333
TWF2	-0.201166666666667
FAM80A	-2.0135
TNNI2	-0.522166666666667
GLT25D1	-1.49066666666667
OCC-1	-1.133
CYC1	-1.00316666666667
RPL22	0.563454545454546
MORN3	0.7585
DISP1	1.471
PRB2	0.259
CHUK	-0.05675
HR	0.254
CCDC134	-0.759875
DENND4B	-0.95725
C14orf130	-0.442
RAB33A	-1.96925
DCST2	0.346
TNMD	1.84575
PEX7	0.69
FAM62A	0.1135
SRD5A2L	-0.19475
IL22	-0.1325
RPS26	-1.74583333333333
HOXC5	-0.198
SPATA6	1.272
FLJ38482	0.3585
ZNF234	1.496
C18orf22	0.583
SPATA22	1.57375
THOC1	-0.5655
CYP7B1	3.056
KCNC3	1.00725
C8orf42	-0.00950000000000001
ALDH1B1	-0.9025
CCDC100	0.7306
ARMC4	-0.91325
FAM18B2	0.3465
SLC44A1	0.789875
FBXO17	-0.298666666666667
C6orf107	-0.457
C19orf29	-0.1425
ZC3HAV1L	0.088
PARP6	-0.0577
SULT2A1	-4.6605
C1orf159	-0.59525
TMC1	-0.21025
CHST14	0.24375
GAMT	-0.371333333333333
SMCP	0.1825
TSPAN33	-0.170083333333333
MIDN	-0.3225
NOX4	0.70025
RNASEN	-0.4832
TBX1	0.815
SALL2	0.54375
C10orf35	1.49275
CYP2E1	-0.314875
LRFN2	0.0358333333333333
ACO1	-0.301
IQCG	0.5702
MEGF9	1.84375
TM7SF4	-0.02875
PLEKHA1	0.9686
STK33	-2.406
C1orf210	1.37775
SNUPN	0.0705
KIAA0406	-1.3648
C20orf29	-0.362
TMEM55B	-0.2235
OSTM1	-0.939375
CLCN7	-0.84725
OTP	-0.35325
FLJ23049	0.43775
HEATR4	0.897
MAP3K10	0.411
PCDHGA9	0.629
AMDHD2	-0.54625
LCTL	-1.96
PDCD2L	-1.225
CABLES2	-0.7175
SLC5A9	-0.67375
CLCA2	3.878
MGC16025	1.0265
STRAP	-1.22533333333333
C20orf196	-0.2935
RRBP1	-0.1955
NAT13	-0.72825
MAT2B	1.147875
CSNK1D	-1.2095
KIR3DL1	0.195
PRKAG3	0.4415
ZNF599	0.892
PRM3	1.1355
PER2	2.46916666666667
ASPHD1	-2.074
PRMT6	-0.6815
KCNE1L	0.627357142857143
FAM118A	-0.8445
TAF4	-0.927
NDUFB6	-0.65975
TRIM9	-0.133333333333333
PMFBP1	-1.10825
KY	2.0425
DKFZp762E1312	-4.37836363636364
CSMD1	-0.5175
TBP	-0.193833333333333
OR1Q1	0.4815
RETNLB	0.038
HPGD	0.114142857142857
DNAJC12	0.0238333333333333
FKBP1B	-0.4105
ANKRD24	-0.754666666666667
CXXC5	0.066
IL3	-0.051125
DRAM	1.4989
PTCH1	-0.204875
TP53BP1	-0.56
SLC17A7	0.734375
COL25A1	-0.8744
AMACR	-1.06933333333333
RHCG	0.5925
VPS13A	-0.111083333333333
FAM55D	3.298
PRPF38B	-0.196916666666667
OSBPL6	-0.60575
PFDN5	1.0029
CMTM6	0.78875
KCNK12	-1.427
RP2	0.80175
C16orf52	-0.57025
PICK1	0.06
IFNE1	-0.4365
SEMA4B	0.05575
TYRO3	-1.1285
OR12D2	0.4295
CSNK1A1	0.6606
FANCF	0.78475
LONP2	-0.07225
TBL1Y	-0.9695
LDOC1L	0.228875
CCNC	-0.00875000000000001
C3orf60	-0.301
CHKA	-0.764
UBAP1	0.3875
MAP3K1	1.321
ANKRD9	-0.714
FAM92A1	-0.999333333333333
GAB2	0.367875
AZU1	-0.37525
DIS3	-0.141916666666667
C21orf109	-1.13725
IQCB1	-0.17725
SPATS2	-1.0805
EFCAB3	-0.40525
PRB3	0.050875
FUZ	0.0926666666666667
ZNF813	0.386875
BMPER	-0.2825
HEG1	-0.018125
ALS2CR11	-0.8405
SURF2	-0.15125
PSMC1	-0.316333333333333
OR2D2	0.631
SLC7A8	1.70316666666667
C4orf40	0.4685
SPATA7	0.8405
MAZ	-1.06083333333333
PIN4	0.39925
PDE1A	0.455125
TAF6L	-0.252333333333333
OR2T34	0.0965
KIAA0284	0.29325
ACADS	1.017
MKRN2	-0.4
C18orf56	-2.6825
MS4A6E	0.349333333333333
GALNT4	0.413
C22orf31	1.9975
FLJ36070	0.668
PSME4	-0.503
TFG	-0.5089
EPHX2	2.013625
ANXA5	-0.2245
KRTAP1-1	0.3498
BATF	1.45075
KARS	-1.032
MSTP9	1.2795
GPR26	-0.54775
CCDC72	-0.2345
TEF	1.71716666666667
FOXK1	-0.1322
PRLHR	0.713
EMX1	0.2785
C11orf30	-0.5265
ICK	0.5355
THSD7B	0.8945
C21orf100	-1.9365
DUOX1	2.5325
EFCAB4B	-0.525
UBE2G2	-1.15333333333333
C3orf54	1.18775
PARP1	-1.78825
FAM60A	-0.8785
C6orf146	0.36275
OR9K2	0.1485
DDX55	-1.26
RPS15	0.5045
ZNF618	0.674625
DKFZp686D0972	1.40425
SSPO	0.487
SHFM3P1	0.414333333333333
CPA6	1.284
JAG2	1.88275
DEFA3	0.28425
PPBPL2	0.242666666666667
CD34	4.679875
SLCO4A1	-2.418625
AFG3L1	-0.877
SHD	-1.21375
RP13-122B23.3	-0.683166666666667
PRKCSH	-0.651666666666667
DPH5	-0.229666666666667
HLA-F	1.618625
TBC1D4	1.03225
RIG	0.497
GLUD1	0.35
HNRPCL1	-0.027375
HBXIP	-0.65625
RNF207	-0.103
APIP	-0.42325
PLA2G3	0.136
CCDC84	-0.36825
MYLIP	0.00807692307692308
PHIP	0.408
AARS2	-0.310166666666667
DHX32	0.16075
SCAPER	0.589666666666667
MEN1	-0.268875
NIP7	-1.219
FLJ25404	0.768
FASTKD3	-0.90825
TMEM158	-2.16433333333333
RARA	1.1675
BDH1	0.327
ANKRD16	0.3805
CARM1	0.228
SS18	0.141833333333333
IKZF2	-0.120583333333333
MYD88	-0.43575
PML	0.4185
TAF1A	-0.787
CBFB	-0.67525
HIST1H3H	-2.62816666666667
C7orf29	-1.03
COMMD4	-1.0335
DPP3	-2.1745
DAB2	0.675125
LOC388882	-0.241
YPEL4	0.817375
AGBL3	0.44825
LRP6	0.553
SERPINH1	-0.930416666666667
TLE1	0.514
CD244	0.872333333333333
ZDHHC15	0.534
MGLL	1.5577
PLDN	0.0341666666666667
LOC654346	0.5575
FAP	0.918
GPR37	-0.460833333333333
SCARA5	3.076
EBF4	2.00154545454545
LSM6	-0.066
MLLT1	-0.13725
SLC5A12	-0.3605
A2BP1	-0.186166666666667
COPS5	-0.448666666666667
TPM4	-0.4935
TNFSF4	-1.40466666666667
ACADSB	1.44716666666667
HERPUD1	0.85525
BCL2L11	-0.690388888888889
CEP78	-1.686875
CDCA3	-2.60925
WBSCR19	1.2375
MYO1A	-1.6765
PPEF1	-0.539666666666667
LOC440348	0.25475
CPEB2	0.65
BPTF	-0.268666666666667
RPL21	0.7738125
GSX2	0.3415
ADPRH	1.52716666666667
C17orf68	-0.0883333333333333
KCNS1	0.117833333333333
MLLT6	0.4332
PIWIL4	1.9555
RNF26	-0.58575
RAP1B	0.66025
ADAMTS1	0.6667
ZNF571	1.14275
P2RY6	-1.259
TRIM21	0.941
CADM3	0.4635
NLRC5	0.354833333333333
ADRA2B	0.329833333333333
LOC90835	-0.6075
PCF11	-0.20425
LOC400451	1.6365
GLTSCR1	0.6484
C17orf88	-0.675166666666667
CDH16	-0.57125
FGF7	4.05075
PCSK4	0.206833333333333
NPC1L1	-0.905333333333333
TAT	1.726875
TBCA	-0.806
MGC33407	-0.0835
GPR115	-2.044
CYGB	0.9755
FNBP4	-0.322166666666667
C12orf43	-0.288
CBL	-0.6751
CLECL1	1.58175
PPAPDC1A	-2.58625
WDR25	0.0515
SGCA	1.217
C22orf29	-0.232
YIPF1	0.54775
GALK2	-0.71675
RAB3B	-3.40258333333333
LOC440087	0.18475
UCP1	1.3625
REEP5	1.8275
FADD	-0.5641
FOXA1	1.981875
CACNA1A	0.988666666666667
ABI1	0.368666666666667
GRIN2D	0.68475
SLC1A4	-1.73966666666667
LOC401127	-1.99375
HINT2	0.26375
PLD4	0.2395
ZNF286A	-1.22325
ENY2	-0.99025
IL1F6	0.4335
PXDNL	-0.46625
C20orf79	-0.294
TNFSF13B	2.3615
DENND3	0.427875
JARID1D	-2.6955
HIST1H2AK	-0.692
LOC93349	-0.2874
SSH1	-1.08
ENSA	-0.62
LOC219854	0.392166666666667
CKAP2	-2.3817
DKFZP564J102	1.69483333333333
MGC87315	-0.422333333333333
HNRPAB	-1.24775
AMH	-1.7365
ZNF526	0.3815
BRUNOL5	-0.338111111111111
CACNG3	0.0431666666666667
TRPM1	-2.1915
PPP2R1A	-0.075375
COL2A1	0.12675
DDN	-0.463333333333333
FLJ25770	2.315
HK2	-0.727428571428572
ELOVL6	-1.4695
MDK	-0.4055
EPHX1	1.109
RASSF2	0.18775
DKFZP434B0335	-0.34425
DLX3	0.20125
PRTN3	-0.93675
AVPR1A	1.2195
C21orf125	-1.5585
TNFAIP8	-0.202166666666667
GNB2L1	0.1065
CALCRL	2.855
SCGB2A2	7.22266666666667
UBXD7	-0.261
ZNF674	-0.0525
TMEM35	0.53525
BRSK2	-1.087875
HECTD3	-0.148333333333333
TMEM188	0.304333333333333
LGALS9	0.72825
SCARB2	0.462666666666667
USP34	-0.3095
C17orf28	0.88075
ZDHHC23	-0.60575
AQP12B	-0.034
SLC16A3	-3.060375
APLP2	0.224375
ITIH2	-4.66425
MICAL3	0.801125
TNNI3K	2.2218
HDAC2	-0.4725
PRR7	-0.9336
THBS2	-0.346125
LOC751071	-0.897166666666667
CA2	-0.3735
RANBP17	-0.6965
RLN3	0.21775
CRYZ	0.411
GBAS	-0.0451666666666667
TAS1R1	0.3915
MPZL3	0.3015
PCDH8	-0.75125
HSP90B1	-0.627
KCNK15	-0.8645
TNIP2	-0.127666666666667
GPR146	1.8685
NOL6	-0.55575
SPC25	-4.87911111111111
STEAP2	3.05207142857143
VAMP3	0.3645
TCIRG1	-0.57375
ZP4	-0.233833333333333
PARL	0.32075
TRIM39	0.3765
KIAA1305	1.93375
CRNN	0.0886666666666667
GRN	-0.37175
HSH2D	-1.62425
SCAMP1	0.616625
KIAA1913	1.24925
PTS	-0.72225
BANP	0.211071428571429
PRKACG	-0.09525
ADCY6	0.743166666666667
C16orf46	0.4285
CYP51A1	-0.2765
DDC	-1.369
ANPEP	0.497833333333333
PROM1	2.42466666666667
SIGLEC10	1.6765
COPG	-0.1525
FAM26E	1.231
TRIP4	0.13375
SNX3	0.428833333333333
C1orf175	1.11
PPY2	-0.0725
C14orf152	0.677
FTSJ1	-1.22416666666667
DST	2.0808
LOC554235	0.1845
GLRX5	-0.568
C20orf12	1.1822
CAB39	0.344
MSH2	-1.23766666666667
PIP4K2C	0.068125
CYLD	0.794
WTAP	0.8770625
MGAT4A	0.0542222222222222
TSC22D4	-0.0293
CHRM2	-0.738
PPYR1	0.159166666666667
CCNH	-0.478
RRM1	-1.20375
ECAT8	-3.641
LOC400120	0.36275
GABRA4	0.08625
C14orf4	1.8665
C1orf59	-0.51775
CTDSPL	0.917166666666667
NHEDC2	-0.8045
PDE11A	0.655133333333333
KLHL29	2.54875
CD5	-0.5384
TSPAN9	1.2603125
WDR67	-1.847
THUMPD1	0.7505
C18orf17	-0.69325
CLYBL	0.820333333333333
FLJ13231	-0.422875
CMBL	-0.11725
LECT2	-0.56725
NKAPL	4.04466666666667
LOC654780	0.6915
OR4C6	0.4825
RAB30	0.216833333333333
TSSK4	-0.3175
TMEM163	1.361
OSBPL11	0.449083333333333
