Hybridization REF	TCGA-BH-A0AU-01A-11R-A12P-07
LOC442245	-0.13125
CTNND1	0.987388888888889
GABRG2	-0.5195
MADCAM1	1.52383333333333
F5	-1.9785
SEMA4F	0.1165
NUDCD3	0.18575
PDZD11	0.478
TRIML1	-0.053
GCNT3	-3.266
TMEM120A	0.719
CNDP1	1.535
N4BP1	0.3355
SLC35F2	-1.478
LCP1	-0.205083333333333
IGBP1	-0.0049
DCAKD	0.61725
ELA2A	-0.716
C12orf56	-2.583875
PITRM1	0.157071428571429
GUK1	0.694333333333333
RASSF8	-2.131875
OR2A14	0.768
ADM	-1.76322222222222
FGD3	2.38366666666667
GHRHR	0.217166666666667
RHPN2	-0.4935
C4orf39	0.5655
VPS72	-0.43
SERF2	0.703611111111111
CD22	1.26933333333333
CD47	0.7105
PPIC	0.933333333333333
IMPDH1	0.0390833333333333
ACP6	0.348333333333333
PRKACA	0.11675
PPP1R1A	0.1345
TRPV3	0.9085
ASXL1	-0.11575
C17orf55	-1.227
FXYD1	-0.350333333333333
LMOD2	-0.415
ANKRD33	0.2955
LCE2C	-0.3715
ZNF620	-0.715
DKFZP566E164	-0.9165
VSIG2	0.332
KIAA1128	1.688
USO1	0.519166666666667
NUDT4	1.008
CLDN1	-1.91035714285714
OR4Q3	0.469
FASTK	-0.0045
ICOS	2.58833333333333
LDB1	-0.50325
GSTA5	-1.7005
ABCC1	-1.398
FAM54A	-1.81325
PCBP2	-0.264333333333333
NUP205	-1.19325
ACTA1	-1.35116666666667
GABBR2	-1.9945
PIP5K1B	-1.366
AGXT	-3.0675
RNF181	0.3915
ATP8A2	0.445
AFTPH	1.2020625
FGF21	0.24125
FCER1G	2.253125
SNTB1	-1.16925
SLC24A3	2.22225
TXNL4B	-1.5603
RPL10L	-0.212
LOC389517	-1.07485
TSGA13	-0.498
SHOX2	-0.9555
ITGA7	-0.2601
KCNIP2	-0.047
KLF13	-1.2231
ZFAND2A	0.821
CEACAM1	-0.388714285714286
PFKFB4	-2.194
MED19	0.76375
LRRC57	0.0745
RNF11	1.3585
ANKRD32	-2.518
P117	0.23475
OBFC2A	-0.320333333333333
POLD3	-1.47008333333333
RAB18	1.619
TPH2	0.437
PHB	0.0492
JDP2	0.5315
MORF4L1	0.2918
POU2F1	-0.4995
CNNM2	-0.946833333333333
LOXHD1	0.4714
ZC3H15	-0.13125
ELK3	0.378666666666667
FAM111B	-1.50575
CBLC	2.89916666666667
SBNO1	-0.46175
ANKMY2	0.05175
PLEKHA5	0.2035
DHX58	3.03716666666667
ARCN1	-0.584666666666667
TREML1	0.0768
KNCN	1.1745
SEC24A	-0.572875
PSCA	0.9675
MGC24125	0.739833333333333
DNA2L	-1.80375
CIB4	1.352875
HIGD2A	0.0736666666666666
TBX6	-0.0553333333333334
TTLL5	-0.922166666666667
SGK3	2.8315
GCN1L1	0.122
AMOT	0.6202
LDOC1	-0.155666666666667
NRK	0.499666666666667
ASB9	-2.6975
NAT1	3.2043
TRAFD1	-0.3345
PEAR1	0.3835
FAM36A	0.263125
OR1S2	0.437333333333333
LOC388323	-1.933
PGS1	0.00816666666666667
LEPREL1	-3.7835
TFF1	-1.75908333333333
HAP1	0.45475
EPHB2	-0.26475
ACTG1	-0.269166666666667
ZFP42	-1.227
HAVCR2	0.6662
NME1	-0.204
SNX26	-0.836166666666667
LACTB	0.518666666666667
ZKSCAN2	-0.423375
C5orf35	0.24325
ANKS3	-0.088
RBM28	-0.80325
DKFZP586P0123	-1.29175
HNRNPA1	-0.1255
BCAS3	-1.24083333333333
FLJ20184	0.299
POLA2	-1.02316666666667
TMC7	-0.782666666666667
HSD17B6	3.0115
ZNF658B	1.46216666666667
TTTY10	-0.783
RANBP9	-0.549166666666667
CPNE7	-1.46116666666667
EVL	-0.259529411764706
LNX1	0.56775
IFNA21	0.431666666666667
CFD	2.398
PYCARD	0.3945
MYBPC2	-1.508
ENPP3	-2.1345
ACSL4	-0.98175
LOC440258	-1.986
TMEM176B	3.7035
SOX2	0.233
SCO1	0.2485
COMT	1.07625
AOC2	0.28475
PDLIM5	1.03871428571429
SPHK2	1.31883333333333
NXPH2	0.0305
GPR108	-0.4925
RAD51L1	-0.283833333333333
TMEM54	1.11625
LETMD1	-1.02933333333333
SLC6A17	0.16525
KRT75	-0.5385
STT3B	-0.321833333333333
CD3EAP	-0.0868333333333333
TMEM63A	-0.34875
DUSP13	1.22075
CD1C	0.275
LASS2	1.14566666666667
AVP	-1.127
PITPNM1	-2.56
FLJ22795	0.2715
MCTP1	-1.911
TRIM68	0.713166666666667
UCK2	-0.980833333333333
ABHD1	2.604
FAM50A	-0.20625
RNASEH1	-1.0705
PCP2	0.965333333333333
OR52H1	0.612
C20orf149	-0.318
RBP5	0.308833333333333
HYAL3	-0.0275
CLPB	-0.2285
SMNDC1	0.301
DONSON	-1.79633333333333
FLJ27523	0.44525
BARHL2	0.6335
SLC30A9	1.17533333333333
TMPRSS11B	0.1165
E2F8	-1.00716666666667
CCDC25	0.632666666666667
C14orf48	-0.661666666666667
C20orf116	0.37175
TSPAN11	-0.106
YIF1B	-0.908166666666667
FAM12B	0.379666666666667
OR1L6	0.2245
HPN	1.5064
NBN	1.3085
C14orf94	-1.32033333333333
OCLM	0.0585
ZSCAN18	-0.247
L3MBTL	-0.5525
TSTA3	1.565
RAC1	0.57775
C19orf15	0.774166666666667
NFE2	-3.37725
KLK14	0.387
ARSF	-0.6385
MAST2	-0.3385
AMICA1	2.28216666666667
GTF2A1	-1.308625
ATP1A3	-1.00075
TC2N	1.7676
PNKP	0.118
ODZ2	-1.101875
MATR3	-0.046
S100P	-2.373
KRT82	0.892
CA13	-0.0888
PROZ	-1.68433333333333
AASDH	0.479625
C19orf40	0.781666666666667
DCK	0.409153846153846
FAM5C	-1.19225
SLC6A4	-1.5455
MID1IP1	-0.488125
TESSP5	-0.1985
TMOD4	0.569833333333333
DOCK2	-0.566333333333333
TUG1	0.586125
NUP214	-1.438
DPYSL2	-0.782863636363636
GOLM1	1.53475
MPFL	-0.00625
SOX13	0.89025
SDCCAG8	1.243
KEL	-2.13866666666667
NUP210L	-3.35575
GK	-0.10525
DNAJB1	1.30325
ALPK3	-0.808
CHID1	1.0802
CYLC2	0.380833333333333
IKZF5	0.99025
C8orf51	1.56983333333333
PPM1J	2.11575
GIMAP8	2.97516666666667
GPR101	0.864
NR2F1	-1.363
ACAD8	0.55075
RBM35A	1.82275
GNAI2	-0.760166666666667
METTL8	-0.0753333333333333
SLC39A7	-1.94025
FBXO8	0.917
CAMK1	-0.94375
RFC3	-0.618375
FAM129A	2.43985714285714
ILF2	-0.73975
FGFBP3	-1.581375
NOM1	-0.662166666666667
PSMA3	-0.57425
ASCC3	-0.3057
ZYG11A	-1.33925
SOX21	-1.89575
LYRM1	0.901
DEFB1	0.3265
LOC91431	-2.26116666666667
OR7C2	1.2625
FAM46B	0.695125
TMEM18	-1.184
ARHGAP30	1.044
TMEM86A	2.01966666666667
EPHA2	-2.1065
C10orf46	1.333
TCHH	-0.328666666666667
C3orf30	0.151
LOC285636	0.451666666666667
PAIP2	0.2835
CYP2U1	1.3125
C12orf34	0.9595
SARS2	-0.613666666666667
ZCWPW1	0.97225
SAMD12	1.354875
KIAA1430	0.19925
ACAT1	-0.60425
MEOX1	1.6965
ADAMDEC1	6.19625
PHKA2	-0.238
CARD11	-1.046
CALML4	-1.137
TSSC1	-0.6845
TMEM45A	-0.254777777777778
MPP7	1.354
POU1F1	0.821
SLC2A13	-1.1622
FBN2	-1.3555
ZC3H7A	-0.1148
LAIR2	1.172
ST3GAL1	-0.821333333333333
LCT	-3.676
GEMIN8	1.06733333333333
KLF16	-0.7233
HIF3A	-0.3315
FAM44A	-0.629571428571428
AQP10	-1.8865
PLA2G2A	-0.452
FOLH1	0.613333333333333
C20orf186	-0.652
MAPKAP1	-0.785625
SPRR2D	-1.42825
UBQLN4	0.846
RSHL1	0.231166666666667
PIAS3	0.441125
MRPL24	1.154
GREB1	0.32325
FAM27E3	-2.4635
NUP62CL	0.33025
NEUROG3	-2.0025
REEP3	0.528583333333333
MARK1	0.2675
LMBRD1	0.6155
PRPF19	-1.463
PNMT	0.650833333333333
CTGLF1	-1.613
SLC25A16	0.292
EIF2B3	-1.087
RPA2	-0.35
PAK6	1.932
CCDC26	-3.952625
SEMA3E	2.698125
MXD4	0.5775
TNFSF10	2.3053
SMARCB1	-0.0905
DTX3L	1.38433333333333
PLA2G4E	-1.715
PPAP2A	0.58275
ULK1	0.183083333333333
TAS1R3	0.0245
SLC2A3	-3.08763636363636
ARID3A	-2.71325
GNG5	-1.32875
ACOX1	0.3991
KIF5B	-0.1375
NUP153	-1.073
MUC7	0.005
CSDE1	-0.668
CLPTM1	-0.088
C3orf23	0.02325
LRRC17	2.61233333333333
TTYH3	-0.889625
ATP5B	-0.6195
ELF3	1.521
CPSF3L	-0.494166666666667
ZNF665	-0.0178333333333333
TLR6	0.3171
GPI	-0.732375
RAD9A	-0.2375
NDST4	-4.0095
AGPAT3	-0.0224166666666667
MAGI3	1.28316666666667
ADORA2A	-0.01525
CACNG7	0.496
CAMK2D	-0.404285714285714
CCHCR1	-1.48275
RPS27A	0.03775
OR10G7	0.0653333333333333
GCM2	-0.6635
FAM135B	0.5315
E2F1	-1.68025
PLCB3	0.5955
OR2AE1	-0.497
COIL	0.44
CDC25C	-2.10366666666667
RAB11FIP2	0.167333333333333
TSC2	0.37875
CTGLF5	-2.335
CCDC108	0.1983
OR13C4	-0.09225
C10orf81	5.48225
PTPRB	1.5835
ACP2	0.21425
LAG3	0.49975
MRPL54	-0.4
LOC201175	-1.1235
ITGB1BP3	-2.1165
SPTAN1	-0.437666666666667
SIPA1L2	-1.19425
RCAN2	0.6905
CDX2	0.651
ECOP	0.146
ACTR1A	0.226928571428571
PPARG	-0.597
BBS10	0.242666666666667
TMEM44	-1.37725
BPIL2	0.1575
CITED1	-0.747
IRF6	4.02025
PRDM4	0.442666666666667
RRP9	-1.24516666666667
OR10H4	0.02025
IL31RA	-0.40475
GNB1L	0.958833333333333
MYBL2	-1.55325
ZNF407	0.985666666666667
PPIG	-0.316166666666667
TTC18	3.1305
RPSA	-0.912
MAPT	2.379
MRE11A	-0.343214285714286
C8orf37	-0.180333333333333
RASGEF1C	-0.715666666666667
STBD1	0.73475
CTAG2	-0.1455
MGAT5B	-1.85533333333333
ECM1	0.277125
RLN1	1.2755
PARP14	1.1808125
EPB41L1	2.1081
HOXA3	-0.592916666666667
MAGEA9	-3.33375
RPS8	-0.274
RPS19BP1	2.04175
FOXJ2	0.420375
C10orf76	0.746
IL17RE	0.08525
C10orf65	-0.2975
ZNF343	0.5705
FBXO33	-0.55325
UHMK1	1.5387
LY6G6C	0.886
FGF19	-2.53625
C14orf128	-0.429833333333333
IFIT2	2.370125
TIGD1	-0.7445
S100G	0.214
GUCY1B3	1.8845
NR3C1	-0.6929
CORO1B	0.108
PARP11	1.56716666666667
DNALI1	4.12916666666667
OR4N4	0.300625
MAP2K6	0.377
FSTL4	-0.1065
ANKRD47	0.885375
TMEM171	-1.247
PNLIP	0.397
YY1	-0.845666666666667
CCDC138	-1.52983333333333
AASDHPPT	-0.8992
CKS1B	-0.8252
MCM3	-1.74816666666667
ANAPC7	0.3015
FAM110A	1.25925
CDC37L1	1.09416666666667
THTPA	0.54
NBPF20	-1.7905
WDR24	0.03025
NPTX2	-0.7435
CBLB	0.8805
CETN1	0.335
RPUSD1	0.149
FAF1	-0.57525
CDK6	-2.6546
HMX2	0.053
CSK	-0.859166666666667
TEAD2	-0.28625
SNAP25	-0.5955
TUFT1	1.1523
TMTC3	0.789
LCK	-1.57575
SGOL1	0.501
AKTIP	2.46325
FURIN	1.095625
SOX12	-0.6095
DEFB103A	0.03975
RAMP1	3.66575
KIR3DX1	0.4715
GAS2L3	-0.85625
PDE8A	-1.1828
EDN3	1.87475
GMIP	0.91525
SF3A2	-0.43475
FN3KRP	0.7105
SMAD7	0.8585
RHBDD2	0.9255
OR11H6	1.009
PPP1R3B	1.4653
C9orf23	-0.6065
CADPS	-0.05825
GOLGA8A	-3.675125
TMEM57	0.553
RGL3	0.961
S100A14	3.8505
FGFR2	0.6121875
XRCC3	-0.90775
RTN4RL2	0.82075
MGC3771	2.3795
GH2	0.099
BTBD2	-0.57175
LMO2	-0.66725
RDBP	-0.856375
ACRBP	-1.06975
AMY2A	2.671
DUOXA1	0.3305
PTK7	0.5965
TWF2	-0.338666666666667
FAM80A	0.3135
TNNI2	-2.83816666666667
GLT25D1	-0.143166666666667
OCC-1	-1.0415
CYC1	-0.0326666666666667
RPL22	0.2475
MORN3	2.06416666666667
DISP1	1.59625
PRB2	-0.2405
CHUK	0.05
HR	-0.568125
CCDC134	-0.86975
DENND4B	-1.4085
C14orf130	-0.23225
RAB33A	-0.65725
DCST2	0.0515
TNMD	1.86925
PEX7	1.42475
FAM62A	0.0265
SRD5A2L	0.16275
IL22	0.7725
RPS26	-0.892
HOXC5	-0.034
SPATA6	0.65375
FLJ38482	1.10325
ZNF234	1.371
C18orf22	0.84425
SPATA22	0.45
THOC1	0.05525
CYP7B1	3.26675
KCNC3	0.13525
C8orf42	0.727
ALDH1B1	-0.120166666666667
CCDC100	-0.494
ARMC4	-0.46775
FAM18B2	0.0799999999999999
SLC44A1	0.33775
FBXO17	0.277333333333333
C6orf107	-0.78675
C19orf29	-0.772
ZC3HAV1L	-0.28925
PARP6	-0.2033
SULT2A1	-3.933625
C1orf159	-0.63025
TMC1	0.71375
CHST14	-0.232125
GAMT	-0.306166666666667
SMCP	0.121833333333333
TSPAN33	1.23316666666667
MIDN	-0.873125
NOX4	3.36225
RNASEN	0.5145
TBX1	2.70933333333333
SALL2	-0.15325
C10orf35	1.1535
CYP2E1	0.551625
LRFN2	1.48333333333333
ACO1	-0.489166666666667
IQCG	2.0355
MEGF9	0.38475
TM7SF4	1.9755
PLEKHA1	0.4552
STK33	-1.132
C1orf210	1.94925
SNUPN	1.0475
KIAA0406	-0.1424
C20orf29	0.594
TMEM55B	-0.3735
OSTM1	-0.8696875
CLCN7	0.16
OTP	-0.46
FLJ23049	0.828
HEATR4	0.8345
MAP3K10	-0.477666666666667
PCDHGA9	0.912
AMDHD2	0.1025
LCTL	-1.7435
PDCD2L	-0.2775
CABLES2	0.15875
SLC5A9	-0.33325
CLCA2	-2.03083333333333
MGC16025	-0.3005
STRAP	0.0205
C20orf196	0.0425
RRBP1	-0.467166666666667
NAT13	-0.03175
MAT2B	0.01225
CSNK1D	-1.20916666666667
KIR3DL1	0.20775
PRKAG3	0.6315
ZNF599	1.1355
PRM3	1.193
PER2	-0.051
ASPHD1	-1.7855
PRMT6	-0.283
KCNE1L	-0.814928571428571
FAM118A	-1.33683333333333
TAF4	-0.46425
NDUFB6	-0.41725
TRIM9	-1.42763636363636
PMFBP1	0.00975
KY	-1.442
DKFZp762E1312	-1.75718181818182
CSMD1	-0.9905
TBP	-0.574333333333333
OR1Q1	-0.0873333333333333
RETNLB	0.5675
HPGD	-0.0845
DNAJC12	-0.109666666666667
FKBP1B	-1.28975
ANKRD24	-0.247333333333333
CXXC5	0.954166666666667
IL3	0.198875
DRAM	1.0903
PTCH1	-1.35675
TP53BP1	-0.16375
SLC17A7	0.192875
COL25A1	-1.1974
AMACR	1.57466666666667
RHCG	0.1335
VPS13A	-0.89925
FAM55D	-0.2075
PRPF38B	-0.199666666666667
OSBPL6	0.72325
PFDN5	0.7919
CMTM6	0.856375
KCNK12	-2.0405
RP2	0.242
C16orf52	-0.2145
PICK1	0.3855
IFNE1	-0.931
SEMA4B	0.22275
TYRO3	-1.89275
OR12D2	-0.0475
CSNK1A1	0.00765000000000001
FANCF	1.93575
LONP2	1.27675
TBL1Y	-1.135
LDOC1L	0.453125
CCNC	0.4145
C3orf60	0.00275
CHKA	-0.323
UBAP1	-0.37875
MAP3K1	-0.878
ANKRD9	-1.84375
FAM92A1	0.8065
GAB2	-0.139
AZU1	0.08375
DIS3	-0.0615833333333333
C21orf109	-0.87375
IQCB1	-0.69125
SPATS2	-0.344333333333333
EFCAB3	-1.0335
PRB3	-0.093625
FUZ	0.842333333333333
ZNF813	0.45225
BMPER	-0.676333333333333
HEG1	-0.29625
ALS2CR11	-1.51975
SURF2	-0.314
PSMC1	-0.379916666666667
OR2D2	-0.187
SLC7A8	2.18733333333333
C4orf40	0.6285
SPATA7	0.4485
MAZ	-0.391083333333333
PIN4	1.8055
PDE1A	-0.37575
TAF6L	-0.167
OR2T34	0.354
KIAA0284	0.221
ACADS	0.493545454545455
MKRN2	-0.48
C18orf56	-1.389
MS4A6E	0.549333333333333
GALNT4	0.9102
C22orf31	0.3625
FLJ36070	-0.0195
PSME4	-0.46875
TFG	0.7727
EPHX2	1.944625
ANXA5	-0.222
KRTAP1-1	-0.6563
BATF	1.4555
KARS	-2.04825
MSTP9	-0.5995
GPR26	0.75875
CCDC72	0.029
TEF	0.843666666666667
FOXK1	-0.9252
PRLHR	-1.285
EMX1	3.307
C11orf30	-0.967
ICK	-0.178125
THSD7B	0.16875
C21orf100	-1.8405
DUOX1	2.303
EFCAB4B	0.6595
UBE2G2	-2.1355
C3orf54	-0.122
PARP1	-0.27025
FAM60A	-1.75825
C6orf146	0.8385
OR9K2	1.659
DDX55	-0.656833333333333
RPS15	-0.505
ZNF618	-0.039125
DKFZp686D0972	0.37
SSPO	0.605
SHFM3P1	0.6865
CPA6	-1.12225
JAG2	-0.59525
DEFA3	-0.109
PPBPL2	0.608
CD34	3.5435
SLCO4A1	-3.518125
AFG3L1	-2.4645
SHD	-0.36675
RP13-122B23.3	-1.71966666666667
PRKCSH	-0.00683333333333333
DPH5	0.152666666666667
HLA-F	1.70825
TBC1D4	-1.066
RIG	0.1655
GLUD1	0.613833333333333
HNRPCL1	0.295
HBXIP	0.0525
RNF207	-1.5525
APIP	0.32875
PLA2G3	-2.633
CCDC84	-1.225
MYLIP	-1.72507692307692
PHIP	-0.0465
AARS2	-0.493333333333333
DHX32	0.58075
SCAPER	-0.077
MEN1	0.192125
NIP7	-1.06025
FLJ25404	-0.417
FASTKD3	0.23425
TMEM158	-2.13875
RARA	2.3025
BDH1	0.244
ANKRD16	-0.1505
CARM1	1.034
SS18	0.278166666666667
IKZF2	-0.242916666666667
MYD88	0.035125
PML	0.21215
TAF1A	-0.4275
CBFB	-0.816
HIST1H3H	0.0793333333333333
C7orf29	-1.23325
COMMD4	0.247833333333333
DPP3	-0.95575
DAB2	0.143
LOC388882	-0.744
YPEL4	-0.38325
AGBL3	0.8885
LRP6	-0.5337
SERPINH1	-0.328083333333333
TLE1	-1.509
CD244	0.553166666666667
ZDHHC15	-1.115
MGLL	-0.7627
PLDN	-0.467416666666667
LOC654346	1.46
FAP	3.89125
GPR37	0.484
SCARA5	0.7025
EBF4	2.05109090909091
LSM6	-0.28725
MLLT1	-0.403625
SLC5A12	0.45825
A2BP1	-1.43716666666667
COPS5	1.74216666666667
TPM4	-0.932357142857143
TNFSF4	3.0735
ACADSB	2.68033333333333
HERPUD1	1.4575
BCL2L11	-0.499722222222222
CEP78	-1.547
CDCA3	-1.09325
WBSCR19	0.00859999999999999
MYO1A	-1.4395
PPEF1	2.765
LOC440348	-0.74525
CPEB2	1.95575
BPTF	-0.0895833333333333
RPL21	-0.0455
GSX2	-1.118
ADPRH	0.420833333333333
C17orf68	-0.282
KCNS1	-0.851666666666667
MLLT6	-0.0958
PIWIL4	0.26
RNF26	-1.17775
RAP1B	0.42075
ADAMTS1	-2.5375
ZNF571	0.99
P2RY6	0.217
TRIM21	0.646666666666667
CADM3	-0.70175
NLRC5	1.00033333333333
ADRA2B	-0.490333333333333
LOC90835	0.80425
PCF11	0.1925
LOC400451	1.6995
GLTSCR1	-0.1981
C17orf88	-0.693333333333333
CDH16	-1.01833333333333
FGF7	2.018125
PCSK4	0.613166666666667
NPC1L1	-0.807833333333333
TAT	-0.2075
TBCA	-0.5835
MGC33407	0.5035
GPR115	-0.75925
CYGB	-0.3335
FNBP4	-0.933833333333333
C12orf43	0.31225
CBL	-1.0596
CLECL1	1.7405
PPAPDC1A	2.72375
WDR25	-0.206833333333333
SGCA	-0.2675
C22orf29	0.0135
YIPF1	1.0685
GALK2	-0.73075
RAB3B	-3.17483333333333
LOC440087	0.266
UCP1	1.1845
REEP5	1.988625
FADD	-0.3898
FOXA1	2.933625
CACNA1A	0.079
ABI1	0.609833333333333
GRIN2D	-1.03275
SLC1A4	-1.18416666666667
LOC401127	-0.7315
HINT2	-0.013
PLD4	0.0563333333333333
ZNF286A	-0.19275
ENY2	-0.066
IL1F6	-0.345
PXDNL	1.044
C20orf79	-0.17275
TNFSF13B	3.40033333333333
DENND3	0.068875
JARID1D	-2.8455
HIST1H2AK	0.189625
LOC93349	-0.7896
SSH1	-1.0975
ENSA	-0.50575
LOC219854	0.436833333333333
CKAP2	-0.7134
DKFZP564J102	0.453833333333333
MGC87315	-0.328833333333333
HNRPAB	-1.20425
AMH	-1.579
ZNF526	0.335
BRUNOL5	0.3607
CACNG3	-0.287833333333333
TRPM1	-1.71
PPP2R1A	0.229625
COL2A1	2.672
DDN	-0.0588333333333333
FLJ25770	1.4305
HK2	-1.08485714285714
ELOVL6	-1.411125
MDK	1.02825
EPHX1	1.6685
RASSF2	0.860625
DKFZP434B0335	-1.076
DLX3	-0.3675
PRTN3	0.00375
AVPR1A	0.404
C21orf125	-1.29075
TNFAIP8	-0.416166666666667
GNB2L1	-0.4355
CALCRL	2.778
SCGB2A2	7.2
UBXD7	0.05875
ZNF674	-0.566
TMEM35	1.349375
BRSK2	-0.245125
HECTD3	0.0203333333333333
TMEM188	0.227083333333333
LGALS9	1.644
SCARB2	1.33983333333333
USP34	0.0426666666666667
C17orf28	2.2085
ZDHHC23	0.00275
AQP12B	-0.9475
SLC16A3	-0.963
APLP2	-0.074375
ITIH2	-5.2215
MICAL3	-1.012375
TNNI3K	2.5742
HDAC2	-0.6685
PRR7	-1.1766
THBS2	1.44475
LOC751071	-0.2075
CA2	1.24933333333333
RANBP17	1.55675
RLN3	0.4755
CRYZ	0.1375
GBAS	0.852833333333333
TAS1R1	-0.43925
MPZL3	-0.288
PCDH8	-1.73725
HSP90B1	-0.0801666666666666
KCNK15	1.9205
TNIP2	-0.165333333333333
GPR146	-0.41675
NOL6	-0.57425
SPC25	-2.02944444444444
STEAP2	2.69021428571429
VAMP3	0.136
TCIRG1	-0.2965
ZP4	-0.215
PARL	0.719375
TRIM39	-0.003
KIAA1305	1.8765
CRNN	0.356333333333333
GRN	0.20175
HSH2D	0.17775
SCAMP1	0.0555
KIAA1913	1.766
PTS	-0.0495
BANP	-0.561857142857143
PRKACG	-0.87
ADCY6	0.525833333333333
C16orf46	-0.561
CYP51A1	-0.604625
DDC	-3.722
ANPEP	0.529166666666667
PROM1	-1.405
SIGLEC10	1.22575
COPG	1.011
FAM26E	2.067125
TRIP4	0.2105
SNX3	0.0923333333333333
C1orf175	-0.0186666666666666
PPY2	-0.0465
C14orf152	0.596
FTSJ1	-0.646833333333333
DST	-0.3714
LOC554235	0.2855
GLRX5	-0.08425
C20orf12	1.6366
CAB39	0.621166666666667
MSH2	-0.513666666666667
PIP4K2C	1.804625
CYLD	1.457125
WTAP	0.7295625
MGAT4A	1.33
TSC22D4	-0.2886
CHRM2	-1.9565
PPYR1	0.0843333333333334
CCNH	-0.7145
RRM1	0.08225
ECAT8	-2.4215
LOC400120	0.06875
GABRA4	-0.330857142857143
C14orf4	1.09566666666667
C1orf59	-0.523
CTDSPL	0.57275
NHEDC2	-0.393
PDE11A	-0.8815
KLHL29	-1.0485
CD5	0.3375
TSPAN9	1.601125
WDR67	-0.1085
THUMPD1	0.2171
C18orf17	-0.20075
CLYBL	1.2865
FLJ13231	0.47575
CMBL	1.333625
LECT2	0.6045
NKAPL	2.34033333333333
LOC654780	0.3445
OR4C6	-0.2475
RAB30	0.487666666666667
TSSK4	-0.0135
TMEM163	0.0615
OSBPL11	0.65175
GNB5	-1.00833333333333
CCL21	1.06775
C1orf121	0.256666666666667
FMO2	2.46383333333333
RPTN	-0.2145
MSTN	1.6255
VCL	-0.289142857142857
FYTTD1	0.6315
C11orf1	0.34275
CCDC88C	0.29875
HFE	-0.2675
MOGAT1	-1.551
FAM125B	0.512333333333333
IRGQ	-0.216
RAVER2	-0.02075
AKAP5	-2.4145
SSSCA1	-0.26075
C11orf63	1.44075
ACTG2	0.5251
PORCN	-1.0625
DTL	-1.279
TMEM151	0.509
FAM122C	-1.337
RSAD2	3.908
BAT4	-1.209
KRTDAP	-0.639666666666667
MYH8	0.80675
CRTC3	0.70325
LRRFIP2	-0.4316
INTS4	-0.8355
TTN	-1.6334
SLC26A5	-0.2665
PLLP	-1.138
RGS6	-0.42275
SRGAP3	0.224625
ZNF525	-0.101833333333333
NBR2	0.204833333333333
C13orf1	0.7756
ZNF137	0.2935
CEP27	-1.3585
BEST2	0.3755
RNF121	0.0875
DMRTC2	2.0165
C8orf76	1.15225
BCCIP	0.853125
MEST	-1.11025
HTRA2	-1.094
ANGPTL2	0.43425
ILKAP	0.172333333333333
ERAS	0.0495
HBS1L	-0.723
CPA5	0.7655
TMEM30A	0.184333333333333
CD300LF	2.04466666666667
WISP3	0.1845
CRK	-0.138857142857143
PDS5A	0.9077
BRPF3	0.5495
NEDD9	-1.36725
SMPDL3B	1.259
PSG6	-1.69625
PSMD13	0.3215
ETV5	-2.197875
OR51A4	-0.552
BTBD7	-0.3635
GSTO1	-0.801375
hCG_16001	0.1985
MAD2L1BP	-0.554666666666667
COX6A2	-1.258
SCNN1A	2.381
LSM1	0.438833333333333
UGT2B11	-1.86675
IDUA	0.5045
PPP2R3C	-0.758666666666667
COX11	-0.249666666666667
PDZK1	3.117
ZNF443	1.25833333333333
MGC21874	1.21233333333333
ZNF323	1.0479
KRTAP10-10	0.8815
CXCL6	-0.381
SLC34A2	0.3395
LOC284402	0.132
NPTN	0.891833333333333
UPP1	-2.00391666666667
SLC6A9	0.5885
OR7G3	0.181333333333333
CISD1	-0.691
ZNF545	-0.575333333333333
SYT14	-0.735
NT5C3L	0.606
ZNHIT3	0.714333333333333
SNRPD3	-0.335
KIAA0701	0.748125
UNC93B1	-0.4115
GMNN	-2.4
SPCS2	0.242666666666667
LOC388524	-1.032
NAPRT1	-1.13925
PNLIPRP1	2.3795
OR6V1	0.575
PRKAB1	-0.4095
EYA4	-2.92433333333333
KIF20A	-2.26375
ALG10	-0.37425
ITPKC	1.5615
LMX1B	-0.258833333333333
RPUSD4	-0.803833333333333
C7orf34	-0.125166666666667
DLGAP2	-0.013
PFN1	-0.92
MICALL2	-0.312
ZNF654	-0.5575
SS18L1	-0.735
SLC16A8	0.00974999999999998
MKI67IP	0.425166666666667
ITGB3	-1.905625
TCEA3	2.37183333333333
CEP152	-2.6235625
CLIP1	0.33675
ZNF75	0.3853125
ATP5C1	-0.582666666666667
NUDT5	-1.5845
PSCDBP	1.3045
UBP1	0.719
RBM27	0.2
C13orf15	2.183625
ZNF282	-0.0773333333333334
ZNF222	0.113
COL10A1	5.30975
PRDM15	-0.805
TTTY5	-0.462
FAM9C	0.0479166666666666
C20orf67	-0.208
GNG13	0.932
F12	0.5175
C1orf41	-0.873
CPXCR1	0.4115
GSK3A	0.97575
SUPT6H	0.0138333333333333
PI16	-0.893833333333333
ELL2	-1.43891666666667
C9orf167	-2.37383333333333
PVRL3	-2.037
FLJ38596	0.4025
ADAM20	0.011
GPR89A	0.999
GPR87	-1.965
ZNF30	2.0105
SMR3B	0.572
ZNF770	-0.711375
TRPC4AP	0.416833333333333
DKFZP686E2158	0.7225
C2orf28	0.438833333333333
FREM1	-0.0598333333333333
LAMA4	0.2305
ADPRHL2	0.3635
EIF4G2	0.909
