Hybridization REF	TCGA-E2-A15E-06A-11R-A12D-07
SSBP2	1.04875
MRFAP1	0.609333333333333
NME4	1.03425
LOC55565	0.462
DLL4	0.40025
MYOCD	0.153
HTR3D	0.4625
C9orf156	0.553
CHMP4C	1.85383333333333
PROCA1	-1.93475
GCDH	0.8805
APOF	0.445666666666667
WEE1	-0.938
SSR4	-0.18875
RGS1	6.82475
ACCN4	-1.74533333333333
FLJ20489	1.312
ZNF215	-2.9795
AGPAT6	0.9625
PDE7B	-0.61925
BBX	-0.16825
MS4A3	-3.70466666666667
OR4A16	0.4105
EFEMP1	1.464
TULP2	-0.359666666666667
RERE	0.97425
BNC1	-3.1055
PIGB	0.1665
COMMD8	-0.43675
TRIP11	0.726333333333333
FLJ40142	-0.9
PCDHB6	0.277
FKBP8	-0.218166666666667
FLJ12716	0.369
POT1	-0.241333333333333
KIAA1109	0.131142857142857
PTPRC	0.984083333333333
UNQ9391	0.197
CCT7	-0.9295
EEF1A2	-1.15075
MIPEP	1.2575
ZFX	0.53
UCHL3	-0.06625
LOC388419	0.509
GSG1L	0.0388333333333333
RAB24	0.00174999999999999
SLA2	0.359
SDS	2.93116666666667
LYPLA3	0.0795
CASQ1	0.73875
SLC25A40	-0.714166666666667
IRAK1BP1	-1.19225
ACOT6	3.93775
COL9A3	-3.17175
ASB11	0.5155
C2orf18	1.13783333333333
FOXD2	0.87825
C6orf211	0.5245
OR8G1	0.0646666666666667
MDGA1	2.0925
ADARB1	-1.994
GGT1	-0.5535
WNT1	0.4016
DBP	1.64
COL5A3	0.18225
RHOD	1.5385
COL4A2	0.1595
LOC201164	-0.78525
HEBP1	2.28075
LUM	0.748833333333333
ZCCHC6	-0.387
PAGE1	-3.50983333333333
DTX2	0.686
SLC7A13	3.806
H3F3A	1.22907142857143
RABIF	0.289
D4S234E	-2.49233333333333
DYRK3	-0.614166666666667
PFAS	-1.82583333333333
ALOXE3	0.0781666666666667
RPLP0	-0.212071428571429
RBM34	0.476
C12orf28	1.4535
U2AF2	0.190333333333333
MKNK2	0.77525
SEC16A	1.36775
ZNF44	0.1012
YWHAG	-0.431125
IGF2BP2	-3.68266666666667
OR1D5	0.5515
SIX6	-2.72025
CCR6	2.3605
PALM	0.42925
PUM2	0.233571428571429
SPRYD5	-1.9795
ALG10B	-0.5175
ZNF365	-2.09275
PHC1	-2.23775
KIAA0913	0.09475
ARX	0.3425
PPP3CB	0.373
IRX6	-0.1074
ANGPTL4	-3.3984
LSM14B	0.7668
PCDHGB7	-1.9255
INSM1	-0.0484166666666667
WBP2NL	-1.1685
ZNF493	-0.1249375
NGEF	-3.05825
RNASE13	0.221
SPPL2A	0.2745
SFXN1	-1.709375
FAM102A	1.52075
SAPS2	-0.634666666666667
JTV1	-0.5335
OR51B4	-0.983
SCGB1A1	0.499833333333333
NEUROD2	0.41825
tAKR	-0.3045
C1orf26	0.66025
RICH2	-2.019
TEDDM1	-0.473
CYP2S1	-0.722
TBCE	-0.904166666666667
MAPK1	-1.04325
HDHD1A	0.5975
MRM1	-0.48875
ATP9A	0.273785714285714
HSD17B3	0.661833333333333
HN1L	0.615833333333333
RNF216	-0.053375
HOXD12	-0.5265
PPP1R14B	-0.451125
SBF1	-0.6475
TAS2R42	0.0555
USP46	0.771166666666667
LILRB3	1.45666666666667
SPI1	1.036
OXSM	0.01075
GYS2	0.3998
NUPL2	-0.338
C8orf46	2.287375
SF3A1	-0.1321
C21orf99	0.34825
HOXB4	-0.7387
YRDC	-0.58075
GPRC5D	1.455
BLVRA	0.864625
KIF12	3.837
LRRC23	0.922
FAM14A	-0.9975
RASL12	0.487875
DAZAP2	2.01925
IKBKB	1.48185714285714
ZNF271	0.126833333333333
BOK	-0.02175
CXorf6	-2.28875
MYEOV	-0.619
BTN2A2	-1.2946
FRG1	-0.06075
HSP90AB6P	-0.867
ENOX1	-0.738833333333333
ZNF706	0.6978
DOK1	1.6877
PGAP1	-0.9295
TMEM136	-0.275
FSCN1	-2.4345
KIF17	-0.34825
TRIM66	0.0275
CBR3	-2.5175
C13orf24	0.616833333333333
C19orf52	-0.277
BNIP1	0.824
AQP3	-1.031
KRT6C	-2.60866666666667
SIRPA	-0.608833333333333
IGFBP6	-0.886
PLEKHK1	-1.603375
RNASE7	0.28
ARHGEF15	0.19025
NPHS2	0.42075
SRD5A1	-1.444
REXO4	-0.72325
EEF1DP3	1.8755
SLC37A2	0.07625
ZNF142	0.19775
ANKHD1	-1.639
MUT	0.373
VPS37A	-0.92825
GPRIN1	-1.73675
SLC38A3	-1.1205
BAZ2B	0.7495
WDR87	0.2896
BRD7	-0.29
POU6F2	-0.8115
NISCH	1.4185
TCEB1	0.28575
LINGO2	-3.053
TAX1BP3	-0.49325
RPL34	0.616944444444444
MARK2	0.529
AKAP12	-3.2081
AMBN	0.4075
SLC25A27	-0.3045
FLJ21865	0.7455
KIR2DS2	0.457833333333333
WDR77	-1.392
ATF2	-0.36
ITFG3	0.251166666666667
SLC39A13	0.21225
ARL6IP5	1.289
C10orf137	-0.39325
QTRT1	0.0161666666666667
CCNT1	0.11125
DYNLL1	0.7816
WDR53	0.46375
LIPG	-1.72533333333333
ASAH3	0.6535
HELB	-0.79325
PHACTR2	-0.8985
VENTX	-0.3435
LAD1	-1.45833333333333
PAOX	1.27
MAPK8	-0.1385
CCDC38	-0.16475
DNAJC8	-0.0792
RBBP8	1.03725
WNT11	-0.3521
KCNJ12	-1.0595
HDAC8	0.152666666666667
STARD4	-3.37275
ACVR1	-0.392166666666667
C14orf65	0.164
KLB	-1.7285
C1orf65	0.42775
ZFYVE28	0.722125
NSUN6	0.60025
KIF27	-0.787666666666667
SYTL2	-0.604333333333333
UBXD2	-0.7352
OR6T1	0.384
CCDC91	0.5155
GRID2	0.2005
CALN1	-1.097375
ZNF423	-1.28825
PSMB4	-0.782333333333333
XPNPEP3	-0.604833333333333
ARPP-21	0.679888888888889
SART1	-0.534
RACGAP1P	-2.7345
SPTA1	-5.0815
C6orf113	-1.07716666666667
C7orf16	-2.39025
CHST7	-1.28366666666667
C21orf29	-0.390833333333333
SEMA6D	-2.09642857142857
PCMTD1	1.7910625
KIAA1754	-1.53833333333333
MYCN	-1.34575
KCNJ3	1.2585
MAPK13	2.2256
ERO1LB	-1.31775
NTF3	-1.40033333333333
NKX6-2	-0.31575
GTF2B	0.1965
GSPT1	0.6145
GUSB	-0.433833333333333
LOC221091	-3.065
LIG1	-0.84625
EXTL3	0.208666666666667
NID2	-3.27575
TTC29	-0.02
TMEM97	-2.365875
EXTL2	-1.49066666666667
SUZ12	-0.66475
IL1F8	0.2025
KRT18	1.40509090909091
MRPS16	-0.3315
PI4K2B	-0.87425
LACRT	0.4605
OR51F2	0.6475
JMJD2C	-1.252125
KGFLP1	0.875
CDK5RAP3	-0.3173
YTHDF2	0.5285
GGCX	0.041375
ARPC4	0.71
EGLN2	1.54433333333333
KBTBD4	0.231571428571429
ROBO3	-0.9896
DEFB118	0.7385
KIAA1543	1.0375
RTCD1	-0.469666666666667
MZF1	1.49175
C18orf26	-0.694
CNIH4	-0.5995
ZFP2	1.28133333333333
HTATSF1	-0.046
WFDC2	3.551875
NDUFA7	-0.3925
TTC22	0.349
FAM40B	-3.05975
DCPS	-1.07375
SH2D1B	-0.955666666666667
MRGPRE	0.6005
SBK1	-0.18575
UNQ6411	-0.236
OSBPL9	0.3495
NUP107	-1.27775
MYOZ3	0.3749
PDE4B	-1.29208333333333
FAM113A	-0.3505
IDH3G	0.635166666666667
FBXL7	0.189375
ARFGAP3	-0.96275
MAPRE2	-1.54561538461538
IL1RN	-0.5531
KIF13A	-0.3085
RAC3	0.2805
TCTE1	-0.336
TMEM14B	-0.125666666666667
ADIPOR1	-0.00666666666666667
GRINA	1.9095
CLIP4	-1.47825
LRIT2	0.2325
TFPI	-3.71321428571429
FABP6	-1.56575
SLITRK2	-0.3446
HKR1	0.67375
SMTN	-0.56525
C1orf75	-0.91925
CD209	0.306875
CYB5R2	0.8455
DNTTIP2	-0.519833333333333
CSGlcA-T	0.432125
GABRB3	-0.46425
PCBD1	1.5455
TAF3	-0.0255
HOXD3	2.132
GIPC3	0.177
P11	0.6639
BFSP1	-0.35825
LCP2	0.28675
TAS2R8	0.3375
SEZ6L	-0.95025
NR2C1	-0.616875
EXDL2	1.0306
TNFRSF13B	-1.143
MKI67	-3.62875
GLS	-1.2415
C7orf54	-0.152
LGALS13	0.589166666666667
IL4R	0.05075
SEC11A	0.214
SPP2	0.308166666666667
C18orf32	1.74675
CLSPN	-2.34366666666667
SPAG1	0.645
C9orf82	-0.4415
TM4SF1	-2.71825
EMILIN2	-0.52475
SMG7	0.1935
TAS2R13	0.6095
ZNF628	0.5935
DZIP1L	-1.50066666666667
ANKRD13A	-0.8913
VASP	0.594
ZCCHC11	-2.7475
SYPL1	0.34525
MGC34774	0.24875
C4orf28	-0.231
KIAA1211	-0.929833333333333
RPS27L	0.03125
TATDN3	-0.35525
PDCD1	0.2535
OR5P2	0.6775
IFIT1L	0.2875
MIPOL1	1.1565
OR51D1	0.3455
C1orf92	-0.497333333333333
LAMP2	0.540333333333333
CAT	0.279333333333333
C16orf80	-1.14275
C15orf32	1.034
ZNF746	0.295
C1orf76	-1.668
ATXN1	0.33675
LAMC2	-0.519625
SLC2A7	-0.269
CPOX	-1.9525
APH1B	1.90716666666667
LOC442245	-0.01425
CTNND1	0.566833333333333
GABRG2	-0.624375
MADCAM1	-0.2005
F5	-2.265875
SEMA4F	-0.3405
NUDCD3	0.820625
PDZD11	0.31
TRIML1	-0.196
GCNT3	-3.18966666666667
TMEM120A	0.99025
CNDP1	2.1445
N4BP1	-0.2045
SLC35F2	-2.44075
LCP1	-0.387833333333333
IGBP1	0.712
DCAKD	0.676125
ELA2A	0.353
C12orf56	-2.047875
PITRM1	0.480142857142857
GUK1	0.283333333333333
RASSF8	-2.0221875
OR2A14	0.16025
ADM	-4.17911111111111
FGD3	2.59566666666667
GHRHR	0.480666666666667
RHPN2	-0.1545
C4orf39	1.67416666666667
VPS72	-0.1345
SERF2	1.67
CD22	3.462
CD47	0.6997
PPIC	0.524
IMPDH1	0.563083333333333
ACP6	0.0981666666666667
PRKACA	0.502125
PPP1R1A	0.698625
TRPV3	-0.1755
ASXL1	-0.48925
C17orf55	0.860333333333333
FXYD1	-0.2055
LMOD2	0.3275
ANKRD33	0.393
LCE2C	-0.15725
ZNF620	-0.372
DKFZP566E164	-1.45675
VSIG2	3.8205
KIAA1128	0.332
USO1	-0.0555
NUDT4	0.967571428571429
CLDN1	0.793071428571429
OR4Q3	0.377
FASTK	0.158833333333333
ICOS	1.73833333333333
LDB1	0.519
GSTA5	0.0935
ABCC1	-1.9745
FAM54A	-3.6785
PCBP2	1.2185
NUP205	-1.27125
ACTA1	-0.601666666666667
GABBR2	-1.73175
PIP5K1B	-1.16783333333333
AGXT	-1.8226
RNF181	0.34325
ATP8A2	-2.21725
AFTPH	1.292625
FGF21	0.465
FCER1G	1.7555
SNTB1	-2.26825
SLC24A3	2.64725
TXNL4B	-1.0944
RPL10L	0.66
LOC389517	-0.3553
TSGA13	-0.151
SHOX2	-3.14983333333333
ITGA7	-0.4231
KCNIP2	-0.287333333333333
KLF13	0.3596
ZFAND2A	0.007
CEACAM1	-1.01192857142857
PFKFB4	-1.86333333333333
MED19	-0.014
LRRC57	-0.561833333333333
RNF11	0.855
ANKRD32	-2.4035
P117	-0.00275
OBFC2A	-0.154
POLD3	-1.19
RAB18	1.940125
TPH2	-0.167166666666667
PHB	-0.3918
JDP2	1.79416666666667
MORF4L1	-0.1639
POU2F1	-0.55075
CNNM2	-1.61408333333333
LOXHD1	0.1465
ZC3H15	-1.2215
ELK3	-0.3945
FAM111B	-3.742
CBLC	3.67733333333333
SBNO1	-1.27275
ANKMY2	-0.53725
PLEKHA5	0.3035
DHX58	2.39433333333333
ARCN1	-0.0761666666666667
TREML1	0.4556
KNCN	0.458
SEC24A	-1.31575
PSCA	1.39075
MGC24125	0.561833333333333
DNA2L	-1.18075
CIB4	0.155125
HIGD2A	0.112666666666667
TBX6	0.355166666666667
TTLL5	-0.217333333333333
SGK3	1.734
GCN1L1	-0.5815
AMOT	0.1681
LDOC1	1.05616666666667
NRK	0.3155
ASB9	-3.79875
NAT1	4.9414
TRAFD1	0.516
PEAR1	0.442
FAM36A	0.278375
OR1S2	0.362166666666667
LOC388323	-1.7355
PGS1	-0.310166666666667
LEPREL1	-3.57575
TFF1	1.58775
HAP1	0.3895
EPHB2	-0.5435
ACTG1	1.273
ZFP42	-1.99533333333333
HAVCR2	0.2239
NME1	-1.16
SNX26	0.469166666666667
LACTB	0.8375
ZKSCAN2	-0.35925
C5orf35	0.9225
ANKS3	-0.13275
RBM28	-1.0675
DKFZP586P0123	-1.038
HNRNPA1	0.191666666666667
BCAS3	-1.30166666666667
FLJ20184	0.694
POLA2	-1.41466666666667
TMC7	-0.4445
HSD17B6	-0.216
ZNF658B	0.495333333333333
TTTY10	0.4295
RANBP9	-0.457666666666667
CPNE7	-1.41366666666667
EVL	2.51652941176471
LNX1	0.751
IFNA21	-0.2805
CFD	0.83375
PYCARD	1.709
MYBPC2	-1.4825
ENPP3	-2.6145
ACSL4	-2.48225
LOC440258	-1.07983333333333
TMEM176B	3.29233333333333
SOX2	-4.2085
SCO1	-0.773
COMT	-0.27325
AOC2	-0.20175
PDLIM5	0.590428571428571
SPHK2	0.434833333333333
NXPH2	-0.1455
GPR108	0.521666666666667
RAD51L1	-0.217666666666667
TMEM54	1.449
LETMD1	0.035
SLC6A17	1.15225
KRT75	0.2165
STT3B	-0.9255
CD3EAP	-0.44
TMEM63A	0.2515
DUSP13	-2.395
CD1C	0.356666666666667
LASS2	0.339833333333333
AVP	1.662
PITPNM1	-1.1185
FLJ22795	-1.9
MCTP1	-2.44725
TRIM68	0.287833333333333
UCK2	-1.0855
ABHD1	1.85125
FAM50A	0.29125
RNASEH1	-1.26633333333333
PCP2	2.49416666666667
OR52H1	0.0465
C20orf149	1.518
RBP5	2.22966666666667
HYAL3	-0.406
CLPB	-0.2555
SMNDC1	-0.365
DONSON	-2.3825
FLJ27523	0.46525
BARHL2	0.2095
SLC30A9	0.161166666666667
TMPRSS11B	0.026
E2F8	-1.867
CCDC25	-1.31258333333333
C14orf48	0.018
C20orf116	-0.11125
TSPAN11	0.035
YIF1B	-0.701833333333333
FAM12B	1.58425
OR1L6	0.3795
HPN	2.2313
NBN	0.812875
C14orf94	0.371833333333333
OCLM	0.2525
ZSCAN18	1.3507
L3MBTL	-0.8032
TSTA3	2.513
RAC1	1.028375
C19orf15	0.3245
NFE2	-3.20975
KLK14	0.373
ARSF	0.3205
MAST2	0.157166666666667
AMICA1	2.16983333333333
GTF2A1	-0.20225
ATP1A3	-0.57475
TC2N	3.0123
PNKP	1.60675
ODZ2	-1.48475
MATR3	0.476375
S100P	-1.24775
KRT82	0.89
CA13	-0.7063
PROZ	-0.863
AASDH	0.462875
C19orf40	0.152666666666667
DCK	-0.445384615384615
FAM5C	-1.16175
SLC6A4	-1.223
MID1IP1	0.48725
TESSP5	0.9325
TMOD4	-0.3255
DOCK2	-0.236833333333333
TUG1	-0.001875
NUP214	-0.10775
DPYSL2	-1.38236363636364
GOLM1	1.54533333333333
MPFL	0.396
SOX13	1.1265
SDCCAG8	0.4968
KEL	-1.29883333333333
NUP210L	-2.75775
GK	-1.0005
DNAJB1	1.30275
ALPK3	0.043
CHID1	0.4287
CYLC2	0.4445
IKZF5	0.32225
C8orf51	2.891
PPM1J	1.93025
GIMAP8	2.39283333333333
GPR101	-0.2385
NR2F1	-1.925
ACAD8	-0.018
RBM35A	2.59775
GNAI2	0.745833333333333
METTL8	-1.05983333333333
SLC39A7	-0.68975
FBXO8	0.94825
CAMK1	-0.03825
RFC3	-1.1915
FAM129A	-0.999857142857143
ILF2	-1.1715
FGFBP3	-2.776
NOM1	-0.493666666666667
PSMA3	-0.31125
ASCC3	-1.886
ZYG11A	-0.8445
SOX21	-1.283875
LYRM1	0.139
DEFB1	-2.495
LOC91431	-2.86333333333333
OR7C2	0.5915
FAM46B	1.66025
TMEM18	-0.5545
ARHGAP30	1.59683333333333
TMEM86A	2.46908333333333
EPHA2	-1.55733333333333
C10orf46	1.2069
TCHH	-1.14866666666667
C3orf30	0.685
LOC285636	0.0436666666666667
PAIP2	0.561
CYP2U1	-0.481
C12orf34	-0.5885
SARS2	-0.321
ZCWPW1	1.2005
SAMD12	2.186875
KIAA1430	0.350375
ACAT1	-0.99625
MEOX1	2.04583333333333
ADAMDEC1	5.897
PHKA2	-0.3
CARD11	-0.0186666666666667
CALML4	-1.86
TSSC1	-0.33625
TMEM45A	-3.54288888888889
MPP7	2.28875
POU1F1	0.409
SLC2A13	-1.7192
FBN2	-0.868142857142857
ZC3H7A	-0.153
LAIR2	0.24225
ST3GAL1	0.609833333333333
LCT	-2.81725
GEMIN8	1.1295
KLF16	0.8171
HIF3A	-0.0735
FAM44A	-1.04864285714286
AQP10	-0.5569
PLA2G2A	-0.607
FOLH1	0.5975
C20orf186	0.324
MAPKAP1	0.717375
SPRR2D	-0.86125
UBQLN4	-0.131333333333333
RSHL1	0.265166666666667
PIAS3	0.304125
MRPL24	0.41125
GREB1	0.88775
FAM27E3	-1.5935
NUP62CL	-3.77325
NEUROG3	1.9535
REEP3	0.74225
MARK1	0.439375
LMBRD1	-0.01
PRPF19	-0.799
PNMT	1.294
CTGLF1	-0.1355
SLC25A16	0.5675
EIF2B3	-1.26
RPA2	-0.938
PAK6	1.71283333333333
CCDC26	-4.381625
SEMA3E	3.5575
MXD4	1.7299
TNFSF10	2.4448
SMARCB1	-0.496666666666667
DTX3L	1.1585
PLA2G4E	0.451
PPAP2A	-0.49075
ULK1	-0.245333333333333
TAS1R3	0.314
SLC2A3	-3.87163636363636
ARID3A	-2.51975
GNG5	0.315
ACOX1	0.0384
KIF5B	-0.09425
NUP153	-0.897
MUC7	-0.0185
CSDE1	-0.569142857142857
CLPTM1	0.2905
C3orf23	0.45275
LRRC17	-1.81783333333333
TTYH3	-0.582625
ATP5B	-0.3985
ELF3	1.6963
CPSF3L	1.0255
ZNF665	1.04316666666667
TLR6	0.0525
GPI	-1.263625
RAD9A	-0.033375
NDST4	-2.95075
AGPAT3	0.237166666666667
MAGI3	1.6805
ADORA2A	-0.172125
CACNG7	0.6085
CAMK2D	-1.75607142857143
CCHCR1	-0.8445
RPS27A	-0.62075
OR10G7	0.123333333333333
GCM2	-0.7375
FAM135B	4.1715
E2F1	-1.515
PLCB3	0.754
OR2AE1	0.002
COIL	-0.0515
CDC25C	-2.0905
RAB11FIP2	-0.704666666666667
TSC2	1.1255
CTGLF5	-1.1245
CCDC108	0.5479
OR13C4	0.47425
C10orf81	5.5575
PTPRB	-0.0385
ACP2	0.6735
LAG3	-0.2415
MRPL54	-0.20175
LOC201175	1.693
ITGB1BP3	-1.16125
SPTAN1	0.774666666666667
SIPA1L2	-1.10925
RCAN2	-1.601
CDX2	-0.8425
ECOP	0.10625
ACTR1A	0.968357142857143
PPARG	-3.1325
BBS10	0.629333333333333
TMEM44	-1.788375
BPIL2	0.57925
CITED1	-0.9575
IRF6	3.79
PRDM4	-0.155333333333333
RRP9	-0.5215
OR10H4	0.477
IL31RA	-0.6085
GNB1L	-0.893333333333333
MYBL2	-2.396375
ZNF407	0.865333333333333
PPIG	-1.23733333333333
TTC18	3.45375
RPSA	-0.1525
MAPT	2.633125
MRE11A	-0.580384615384615
C8orf37	-0.329166666666667
RASGEF1C	-0.339333333333333
STBD1	1.052
CTAG2	-0.4708
MGAT5B	-2.5175
ECM1	0.314875
RLN1	1.1915
PARP14	0.8809375
EPB41L1	1.635
HOXA3	-1.46858333333333
MAGEA9	-5.17025
RPS8	-0.631333333333333
RPS19BP1	0.09275
FOXJ2	-0.03725
C10orf76	0.524125
IL17RE	0.692
C10orf65	-0.33875
ZNF343	-0.425333333333333
FBXO33	0.568
UHMK1	0.3556
LY6G6C	0.2425
FGF19	-1.62625
C14orf128	0.610666666666667
IFIT2	0.935875
TIGD1	-0.7985
S100G	3.7435
GUCY1B3	0.652
NR3C1	-0.7932
CORO1B	0.963166666666667
PARP11	0.675416666666667
DNALI1	4.74516666666667
OR4N4	0.24825
MAP2K6	0.231166666666667
FSTL4	0.457
ANKRD47	0.7475
TMEM171	-1.1755
PNLIP	0.200666666666667
YY1	0.0608333333333333
CCDC138	-2.66733333333333
AASDHPPT	-0.8714
CKS1B	-1.5003
MCM3	-1.7815
ANAPC7	-0.833666666666667
FAM110A	1.10375
CDC37L1	0.0941666666666667
THTPA	1.805
NBPF20	-1.5405
WDR24	1.2805
NPTX2	-4.985
CBLB	-0.176
CETN1	0.686
RPUSD1	0.9475
FAF1	-0.45125
CDK6	-2.9884
HMX2	0.5755
CSK	0.381666666666667
TEAD2	1.78225
SNAP25	-1.5785
TUFT1	0.9894
TMTC3	-0.0523333333333333
LCK	-0.6695
SGOL1	-1.63383333333333
AKTIP	0.83375
FURIN	0.750875
SOX12	-0.3345
DEFB103A	-1.38825
RAMP1	3.408
KIR3DX1	0.525
GAS2L3	-1.7455
PDE8A	-2.2839
EDN3	0.04175
GMIP	1.19075
SF3A2	1.73475
FN3KRP	0.49025
SMAD7	0.70575
RHBDD2	0.75275
OR11H6	-0.158
PPP1R3B	-0.7986
C9orf23	-0.2445
CADPS	-2.273
GOLGA8A	-2.612875
TMEM57	1.155
RGL3	-1.254
S100A14	2.63475
FGFR2	0.871875
XRCC3	-0.245
RTN4RL2	0.8585
MGC3771	1.793
GH2	0.441666666666667
BTBD2	0.1255
LMO2	-1.3905
RDBP	-0.45775
ACRBP	0.38275
AMY2A	2.811
DUOXA1	0.9865
PTK7	-1.01266666666667
TWF2	0.641833333333333
FAM80A	-2.07175
TNNI2	-2.70983333333333
GLT25D1	-0.853666666666667
OCC-1	-3.69125
CYC1	0.150333333333333
RPL22	0.46
MORN3	0.933
DISP1	0.4425
PRB2	-0.204
CHUK	-0.8285
HR	-0.65775
CCDC134	-0.189375
DENND4B	-0.6695
C14orf130	0.305125
RAB33A	-1.36925
DCST2	0.5915
TNMD	-3.6015
PEX7	0.06
FAM62A	0.43775
SRD5A2L	0.732
IL22	0.463
RPS26	-0.226833333333333
HOXC5	1.9845
SPATA6	1.093
FLJ38482	0.599875
ZNF234	-0.133
C18orf22	1.4865
SPATA22	0.6515
THOC1	-0.48975
CYP7B1	0.41075
KCNC3	0.598
C8orf42	-2.6025
ALDH1B1	-0.990333333333333
CCDC100	0.466
ARMC4	-1.4435
FAM18B2	-0.09325
SLC44A1	0.252375
FBXO17	-2.09833333333333
C6orf107	-0.401
C19orf29	-0.209
ZC3HAV1L	-0.727
PARP6	0.817
SULT2A1	-5.255375
C1orf159	0.09575
TMC1	-0.8635
CHST14	0.048875
GAMT	0.516
SMCP	0.172333333333333
TSPAN33	0.399916666666667
MIDN	-0.3725
NOX4	0.4255
RNASEN	-0.5438
TBX1	0.501666666666667
SALL2	0.476
C10orf35	2.02625
CYP2E1	0.954125
LRFN2	2.58866666666667
ACO1	-1.8105
IQCG	1.2971
MEGF9	0.61275
TM7SF4	0.64125
PLEKHA1	0.11
STK33	-3.26575
C1orf210	2.75675
SNUPN	0.6491
KIAA0406	-0.6349
C20orf29	-0.68375
TMEM55B	0.79725
OSTM1	-2.042375
CLCN7	0.88975
OTP	0.111
FLJ23049	-1.56975
HEATR4	2.3005
MAP3K10	1.29383333333333
PCDHGA9	0.0495
AMDHD2	0.9115
LCTL	-2.003
PDCD2L	-0.274
CABLES2	-0.37675
SLC5A9	-0.3965
CLCA2	-1.50466666666667
MGC16025	-1.0235
STRAP	-1.10516666666667
C20orf196	-0.3045
RRBP1	-0.302833333333333
NAT13	-0.60225
MAT2B	0.979125
CSNK1D	-0.606666666666667
KIR3DL1	0.514
PRKAG3	-0.519
ZNF599	0.937
PRM3	0.7485
PER2	0.0675
ASPHD1	-2.6585
PRMT6	0.03325
KCNE1L	-0.443071428571429
FAM118A	-1.06
TAF4	-0.36425
NDUFB6	-0.9645
TRIM9	-1.7705
PMFBP1	-0.80775
KY	0.8105
DKFZp762E1312	-3.79918181818182
CSMD1	-1.0415
TBP	-0.783333333333333
OR1Q1	0.2865
RETNLB	0.22275
HPGD	0.4945
DNAJC12	2.59333333333333
FKBP1B	-1.199
ANKRD24	-0.603666666666667
CXXC5	1.34616666666667
IL3	-0.203714285714286
DRAM	0.2868
PTCH1	-2.056
TP53BP1	0.92375
SLC17A7	0.195714285714286
COL25A1	-1.9167
AMACR	0.528833333333333
RHCG	-0.177
VPS13A	-1.44916666666667
FAM55D	0.21
PRPF38B	-0.274
OSBPL6	-0.3915
PFDN5	1.4584
CMTM6	0.4005
KCNK12	-0.99775
RP2	-0.0595
C16orf52	-2.156
PICK1	0.216
IFNE1	-1.2415
SEMA4B	0.98225
TYRO3	-2.78175
OR12D2	0.8415
CSNK1A1	0.28915
FANCF	1.22675
LONP2	-0.25175
TBL1Y	-0.56275
LDOC1L	-0.525875
CCNC	-0.93475
C3orf60	0.9205
CHKA	-0.96325
UBAP1	-0.47575
MAP3K1	0.5915
ANKRD9	-0.37675
FAM92A1	-3.76383333333333
GAB2	0.55725
AZU1	-0.29975
DIS3	-0.0801666666666667
C21orf109	-1.44125
IQCB1	-0.54475
SPATS2	0.311166666666667
EFCAB3	0.27275
PRB3	0.372
FUZ	0.7255
ZNF813	1.395875
BMPER	-1.35016666666667
HEG1	-1.21575
ALS2CR11	-2.5185
SURF2	0.1515
PSMC1	-0.391
OR2D2	0.62
SLC7A8	2.4275
C4orf40	0.4645
SPATA7	0.00425
MAZ	0.3325
PIN4	0.02825
PDE1A	-1.237125
TAF6L	0.2625
OR2T34	0.407
KIAA0284	0.764
ACADS	1.21854545454545
MKRN2	-0.604
C18orf56	-4.1325
MS4A6E	0.128166666666667
GALNT4	0.5902
C22orf31	-0.553
FLJ36070	0.478
PSME4	0.0905
TFG	0.2675
EPHX2	0.377125
ANXA5	-0.484875
KRTAP1-1	-0.0276
BATF	2.8125
KARS	-1.488
MSTP9	-0.4425
GPR26	-0.3405
CCDC72	0.9165
TEF	0.960166666666667
FOXK1	-0.1484
PRLHR	0.3625
EMX1	4.17125
C11orf30	-0.328125
ICK	0.59025
THSD7B	-0.424
C21orf100	-0.481
DUOX1	0.3465
EFCAB4B	0.038
UBE2G2	-1.73083333333333
C3orf54	-0.0965
PARP1	-1.01375
FAM60A	-1.88491666666667
C6orf146	-0.0625
OR9K2	0.501
DDX55	-1.4115
RPS15	-0.26475
ZNF618	0.511
DKFZp686D0972	0.60075
SSPO	-0.4105
SHFM3P1	1.2925
CPA6	2.03775
JAG2	-0.29725
DEFA3	3.0765
PPBPL2	-0.0005
CD34	2.843125
SLCO4A1	-2.925375
AFG3L1	-1.35016666666667
SHD	-0.1835
RP13-122B23.3	-0.174333333333333
PRKCSH	-0.472
DPH5	-0.271666666666667
HLA-F	1.53125
TBC1D4	-1.26875
RIG	0.1875
GLUD1	-0.450833333333333
HNRPCL1	0.021125
HBXIP	-0.2225
RNF207	-0.288
APIP	-0.67275
PLA2G3	-0.537333333333333
CCDC84	-0.57625
MYLIP	0.0319230769230769
PHIP	-0.70925
AARS2	-0.617666666666667
DHX32	0.3595
SCAPER	0.316166666666667
MEN1	0.130125
NIP7	-1.64975
FLJ25404	0.687
FASTKD3	-0.50875
TMEM158	-2.9985
RARA	2.55325
BDH1	1.06
ANKRD16	0.9355
CARM1	0.9155
SS18	0.204666666666667
IKZF2	0.72825
MYD88	1.0035
PML	0.2911
TAF1A	-1.30975
CBFB	-1.1615
HIST1H3H	1.2575
C7orf29	-3.008
COMMD4	0.172166666666667
DPP3	-0.8025
DAB2	0.17525
LOC388882	-0.0585
