Hybridization REF	TCGA-BH-A18K-01A-11R-A12D-07
MCM3	-0.739833333333333
ANAPC7	1.4255
FAM110A	1.052
CDC37L1	0.348333333333333
THTPA	0.02425
NBPF20	-1.3315
WDR24	0.05275
NPTX2	-3.06675
CBLB	1.055
CETN1	-0.0833333333333334
RPUSD1	1.1085
FAF1	-0.4145
CDK6	-2.5723
HMX2	0.1925
CSK	0.1255
TEAD2	2.1405
SNAP25	-1.53525
TUFT1	0.4057
TMTC3	0.739833333333333
LCK	-1.67775
SGOL1	0.0895
AKTIP	0.36575
FURIN	0.748375
SOX12	-0.409166666666667
DEFB103A	-0.32275
RAMP1	-0.268
KIR3DX1	-0.1965
GAS2L3	-0.05025
PDE8A	-0.2328
EDN3	6.4445
GMIP	1.50475
SF3A2	-0.13775
FN3KRP	0.27875
SMAD7	1.91825
RHBDD2	0.41625
OR11H6	0.4805
PPP1R3B	-0.445
C9orf23	-0.38775
CADPS	-1.64025
GOLGA8A	-3.41925
TMEM57	0.152666666666667
RGL3	-2.665
S100A14	3.207
FGFR2	0.65125
XRCC3	0.3525
RTN4RL2	0.54575
MGC3771	0.0595
GH2	0.233833333333333
BTBD2	1.79675
LMO2	-1.198
RDBP	0.532875
ACRBP	-1.7525
AMY2A	4.53575
DUOXA1	0.575
PTK7	1.42283333333333
TWF2	-0.404666666666667
FAM80A	-3.7795
TNNI2	0.2395
GLT25D1	0.426666666666667
OCC-1	-1.71525
CYC1	0.557
RPL22	-0.423636363636364
MORN3	2.026
DISP1	0.125
PRB2	0.1765
CHUK	0.57225
HR	0.993625
CCDC134	-0.03475
DENND4B	-0.614
C14orf130	-1.24075
RAB33A	-2.14525
DCST2	0.415
TNMD	-1.6405
PEX7	0.2735
FAM62A	-0.00812499999999998
SRD5A2L	0.90125
IL22	0.151
RPS26	-0.101833333333333
HOXC5	-0.1435
SPATA6	-0.3835
FLJ38482	-0.95175
ZNF234	1.6935
C18orf22	1.63325
SPATA22	1.6485
THOC1	-0.20975
CYP7B1	4.7995
KCNC3	0.532
C8orf42	1.1805
ALDH1B1	-1.49616666666667
CCDC100	-0.1208
ARMC4	-4.04225
FAM18B2	-0.22175
SLC44A1	0.0575
FBXO17	-1.59316666666667
C6orf107	-0.158
C19orf29	0.19075
ZC3HAV1L	-0.14975
PARP6	-0.1863
SULT2A1	-4.680875
C1orf159	0.12725
TMC1	-0.661
CHST14	0.041125
GAMT	-3.35466666666667
SMCP	0.392833333333333
TSPAN33	1.90708333333333
MIDN	0.66425
NOX4	1.87325
RNASEN	-0.8351
TBX1	1.76483333333333
SALL2	-0.87675
C10orf35	0.55325
CYP2E1	-1.072875
LRFN2	-0.572666666666667
ACO1	-1.50783333333333
IQCG	3.048
MEGF9	0.462
TM7SF4	0.92975
PLEKHA1	0.809066666666667
STK33	-0.53675
C1orf210	1.9895
SNUPN	0.7946
KIAA0406	-0.0598
C20orf29	-0.44725
TMEM55B	-0.82075
OSTM1	-2.105
CLCN7	-0.1145
OTP	0.50725
FLJ23049	-0.7435
HEATR4	0.0245
MAP3K10	-0.0413333333333333
PCDHGA9	0.442
AMDHD2	0.211
LCTL	0.39
PDCD2L	-0.8065
CABLES2	1.13475
SLC5A9	-0.50225
CLCA2	-2.73366666666667
MGC16025	-0.445
STRAP	0.00716666666666667
C20orf196	-1.435
RRBP1	0.275833333333333
NAT13	0.95175
MAT2B	0.08725
CSNK1D	-0.163333333333333
KIR3DL1	0.2715
PRKAG3	2.873
ZNF599	-0.423
PRM3	1.2675
PER2	0.629833333333333
ASPHD1	-2.734
PRMT6	0.28275
KCNE1L	-0.128071428571429
FAM118A	-0.994166666666667
TAF4	0.21
NDUFB6	-0.7645
TRIM9	-2.09408333333333
PMFBP1	-0.755
KY	0.5795
DKFZp762E1312	-0.579909090909091
CSMD1	-1.04
TBP	-0.114666666666667
OR1Q1	0.350666666666667
RETNLB	0.4375
HPGD	-0.487692307692308
DNAJC12	-3.6825
FKBP1B	-3.04775
ANKRD24	-0.307
CXXC5	-0.342166666666667
IL3	0.243
DRAM	1.2621
PTCH1	-0.58925
TP53BP1	-0.3565
SLC17A7	-0.04175
COL25A1	-1.7457
AMACR	-1.80633333333333
RHCG	2.88725
VPS13A	-0.848416666666666
FAM55D	0.8075
PRPF38B	-0.236083333333333
OSBPL6	-3.96625
PFDN5	-0.5427
CMTM6	0.37475
KCNK12	-1.1265
RP2	0.56425
C16orf52	-0.66225
PICK1	-0.0655
IFNE1	-1.179
SEMA4B	0.40125
TYRO3	-0.85775
OR12D2	0.404
CSNK1A1	-0.85175
FANCF	1.1075
LONP2	0.829625
TBL1Y	-0.66925
LDOC1L	0.427375
CCNC	0.0915
C3orf60	-0.47775
CHKA	-0.26675
UBAP1	0.46675
MAP3K1	0.528
ANKRD9	-1.161
FAM92A1	-3.0935
GAB2	-0.634625
AZU1	0.3075
DIS3	-0.527166666666667
C21orf109	-1.15925
IQCB1	0.1635
SPATS2	0.361
EFCAB3	-0.19025
PRB3	0.15325
FUZ	-0.867666666666667
ZNF813	0.52875
BMPER	-1.51333333333333
HEG1	-0.724
ALS2CR11	-0.90325
SURF2	-0.2
PSMC1	-0.32825
OR2D2	0.752
SLC7A8	-1.45583333333333
C4orf40	0.6865
SPATA7	-1.204
MAZ	0.574083333333333
PIN4	-0.14425
PDE1A	-1.772
TAF6L	0.489333333333333
OR2T34	0.853
KIAA0284	0.22
ACADS	-0.377818181818182
MKRN2	0.9565
C18orf56	-1.90125
MS4A6E	0.723833333333333
GALNT4	0.774
C22orf31	0.6355
FLJ36070	0.1375
PSME4	2.1365
TFG	0.7631
EPHX2	0.105
ANXA5	-0.410125
KRTAP1-1	-0.3691
BATF	0.674
KARS	-0.96125
MSTP9	0.2815
GPR26	0.381875
CCDC72	-0.73475
TEF	0.829333333333333
FOXK1	-0.2645
PRLHR	0.279
EMX1	0.5015
C11orf30	1.387125
ICK	0.30025
THSD7B	0.17575
C21orf100	-1.3035
DUOX1	2.6525
EFCAB4B	0.57825
UBE2G2	-0.803333333333333
C3orf54	-0.253
PARP1	0.827
FAM60A	0.56025
C6orf146	0.284
OR9K2	0.4425
DDX55	-1.024
RPS15	0.534916666666667
ZNF618	1.0945625
DKFZp686D0972	0.42675
SSPO	-1.1945
SHFM3P1	-0.614333333333333
CPA6	-2.03125
JAG2	0.777
DEFA3	0.17775
PPBPL2	0.0553333333333334
CD34	3.675125
SLCO4A1	-3.290625
AFG3L1	-1.71366666666667
SHD	-0.37675
RP13-122B23.3	-0.993666666666667
PRKCSH	1.1295
DPH5	-0.0618333333333333
HLA-F	2.003125
TBC1D4	1.50925
RIG	0.0801666666666666
GLUD1	-0.565166666666667
HNRPCL1	0.839
HBXIP	-0.5775
RNF207	-0.843
APIP	-1.39825
PLA2G3	-2.43733333333333
CCDC84	-0.64225
MYLIP	-1.79492307692308
PHIP	-0.78675
AARS2	-0.393166666666667
DHX32	0.34575
SCAPER	-0.054
MEN1	0.053
NIP7	-0.78025
FLJ25404	0.507
FASTKD3	0.29525
TMEM158	0.164166666666667
RARA	0.287
BDH1	0.705
ANKRD16	2.058
CARM1	0.2205
SS18	1.402
IKZF2	-0.873916666666667
MYD88	0.431875
PML	0.6811
TAF1A	0.69175
CBFB	0.058
HIST1H3H	-0.0348333333333333
C7orf29	-2.965
COMMD4	-1.0815
DPP3	0.3005
DAB2	-0.173
LOC388882	0.9985
YPEL4	-1.418
AGBL3	0.62875
LRP6	1.0653
SERPINH1	1.50191666666667
TLE1	0.16975
CD244	0.477
ZDHHC15	1.47575
MGLL	-1.8755
PLDN	-0.916166666666667
LOC654346	1.4705
FAP	1.45425
GPR37	0.757333333333333
SCARA5	-0.5875
EBF4	-0.594545454545455
LSM6	0.58175
MLLT1	0.403875
SLC5A12	-0.268
A2BP1	-1.78083333333333
COPS5	0.165333333333333
TPM4	0.418
TNFSF4	-0.0588333333333333
ACADSB	-0.466444444444444
HERPUD1	-0.93025
BCL2L11	0.390388888888889
CEP78	-0.359625
CDCA3	1.600125
WBSCR19	-0.4542
MYO1A	-1.7965
PPEF1	1.11866666666667
LOC440348	-0.5555
CPEB2	-0.259875
BPTF	-0.382
RPL21	-0.2945625
GSX2	0.3215
ADPRH	1.65066666666667
C17orf68	0.766333333333333
KCNS1	0.0566666666666667
MLLT6	0.5741
PIWIL4	2.4005
RNF26	0.796
RAP1B	-0.228
ADAMTS1	0.1611
ZNF571	0.19425
P2RY6	0.12025
TRIM21	0.695333333333333
CADM3	-0.23575
NLRC5	0.575333333333333
ADRA2B	-0.211666666666667
LOC90835	-0.552125
PCF11	0.6835
LOC400451	-0.666
GLTSCR1	0.2532
C17orf88	-0.218
CDH16	-0.808
FGF7	1.49925
PCSK4	-0.969333333333333
NPC1L1	-0.755666666666667
TAT	0.05425
TBCA	-0.6825
MGC33407	0.277
GPR115	-1.1425
CYGB	0.3015
FNBP4	-0.948666666666667
C12orf43	-0.075
CBL	0.7904
CLECL1	-0.697
PPAPDC1A	0.44575
WDR25	-0.708166666666667
SGCA	-0.2555
C22orf29	-0.715833333333333
YIPF1	0.29025
GALK2	-1.19075
RAB3B	-3.57825
LOC440087	-0.74775
UCP1	-2.971
REEP5	-0.15725
FADD	0.837
FOXA1	-6.228
CACNA1A	0.537666666666667
ABI1	2.21
GRIN2D	0.05525
SLC1A4	-1.97233333333333
LOC401127	0.0505
HINT2	-2.075
PLD4	-0.434666666666667
ZNF286A	0.95
ENY2	0.69
IL1F6	-0.05
PXDNL	2.74475
C20orf79	0.0935
TNFSF13B	2.40066666666667
DENND3	0.343625
JARID1D	-2.36725
HIST1H2AK	-0.43375
LOC93349	0.745
SSH1	-0.3344
ENSA	0.847
LOC219854	0.385666666666667
CKAP2	0.1919
DKFZP564J102	-0.0646666666666667
MGC87315	-0.198666666666667
HNRPAB	0.0515
AMH	-0.8405
ZNF526	0.2015
BRUNOL5	0.0958
CACNG3	0.216666666666667
TRPM1	-2.5215
PPP2R1A	-0.1305
COL2A1	-1.04
DDN	-0.053
FLJ25770	0.697666666666667
HK2	0.490785714285714
ELOVL6	-0.923
MDK	0.56275
EPHX1	1.96475
RASSF2	1.71775
DKFZP434B0335	-0.4695
DLX3	0.797375
PRTN3	-0.25475
AVPR1A	1.03325
C21orf125	-2.02625
TNFAIP8	-1.31016666666667
GNB2L1	-1.1965
CALCRL	3.31725
SCGB2A2	5.3205
UBXD7	-0.30325
ZNF674	0.312
TMEM35	0.01175
BRSK2	-1.162125
HECTD3	0.764
TMEM188	-0.0573333333333333
LGALS9	1.80375
SCARB2	0.538583333333334
USP34	0.686833333333333
C17orf28	0.61
ZDHHC23	0.48625
AQP12B	0.2905
SLC16A3	-1.703375
APLP2	1.5005
ITIH2	-5.41
MICAL3	-0.37475
TNNI3K	-0.7766
HDAC2	0.070125
PRR7	0.2216
THBS2	-1.708
LOC751071	1.15416666666667
CA2	-0.168
RANBP17	0.46825
RLN3	0.53075
CRYZ	-0.5555
GBAS	-0.00399999999999999
TAS1R1	-0.72975
MPZL3	0.6335
PCDH8	1.845
HSP90B1	1.25191666666667
KCNK15	-0.8135
TNIP2	-0.369666666666667
GPR146	-0.361
NOL6	0.03325
SPC25	-1.69688888888889
STEAP2	1.22764285714286
VAMP3	-0.926833333333334
TCIRG1	0.21775
ZP4	1.51266666666667
PARL	0.4015
TRIM39	0.262166666666667
KIAA1305	1.8455
CRNN	0.1385
GRN	0.46575
HSH2D	-2.68825
SCAMP1	-0.10825
KIAA1913	2.189
PTS	0.22925
BANP	0.436714285714286
PRKACG	-0.114
ADCY6	0.547
C16orf46	0.165
CYP51A1	-0.442375
DDC	-2.7455
ANPEP	-1.464
PROM1	3.2255
SIGLEC10	1.19725
COPG	1.24
FAM26E	0.668125
TRIP4	-0.21825
SNX3	0.0205
C1orf175	0.41
PPY2	-0.21425
C14orf152	0.2115
FTSJ1	-0.112666666666667
DST	-1.05465
LOC554235	0.52325
GLRX5	-0.47075
C20orf12	1.236
CAB39	0.357666666666667
MSH2	0.165666666666667
PIP4K2C	0.437875
CYLD	1.666
WTAP	0.4035625
MGAT4A	-0.704
TSC22D4	0.6502
CHRM2	-1.529
PPYR1	0.3715
CCNH	-0.908
RRM1	-0.85725
ECAT8	-3.4175
LOC400120	-0.377
GABRA4	-0.0314285714285714
C14orf4	-0.029
C1orf59	0.81025
CTDSPL	-0.27075
NHEDC2	-0.6045
PDE11A	-2.00766666666667
KLHL29	-2.75625
CD5	-0.4183
TSPAN9	0.986375
WDR67	0.234
THUMPD1	0.1953
C18orf17	1.984
CLYBL	-3.09933333333333
FLJ13231	-1.208625
CMBL	-1.39675
LECT2	-0.17925
NKAPL	1.54116666666667
LOC654780	0.5325
OR4C6	0.017
RAB30	0.0255
TSSK4	0.08
TMEM163	2.874
OSBPL11	0.845583333333333
GNB5	-1.58933333333333
CCL21	0.6425
C1orf121	1.20916666666667
FMO2	2.47083333333333
RPTN	0.6545
MSTN	-0.1055
VCL	-0.273642857142857
FYTTD1	0.765
C11orf1	0.02525
CCDC88C	0.332375
HFE	-0.0546666666666667
MOGAT1	-0.182
FAM125B	0.185833333333333
IRGQ	0.543
RAVER2	0.37525
AKAP5	-2.557
SSSCA1	0.836
C11orf63	-1.165
ACTG2	1.4384
PORCN	-0.811
DTL	-0.267090909090909
TMEM151	0.31625
FAM122C	-1.28525
RSAD2	3.2406
BAT4	-0.5245
KRTDAP	-2.517
MYH8	0.38325
CRTC3	-0.16425
LRRFIP2	0.4009
INTS4	1.50583333333333
TTN	-1.38383333333333
SLC26A5	0.5
PLLP	-0.8335
RGS6	0.120625
SRGAP3	0.44175
ZNF525	0.178166666666667
NBR2	-0.504
C13orf1	-0.2788
ZNF137	0.053
CEP27	-1.56975
BEST2	0.608
RNF121	1.125
DMRTC2	0.38525
C8orf76	0.98325
BCCIP	-0.61575
MEST	-3.5225
HTRA2	-0.2855
ANGPTL2	-0.04025
ILKAP	0.329
ERAS	0.421
HBS1L	-0.72725
CPA5	0.508
TMEM30A	1.26833333333333
CD300LF	1.30533333333333
WISP3	-0.2705
CRK	-0.329142857142857
PDS5A	-0.1663
BRPF3	0.5665
NEDD9	-1.60425
SMPDL3B	1.93075
PSG6	-1.32725
PSMD13	0.19925
ETV5	-1.7439375
OR51A4	0.063
BTBD7	-0.106166666666667
GSTO1	-1.082
hCG_16001	0.6385
MAD2L1BP	-0.315333333333333
COX6A2	-0.15
SCNN1A	0.211166666666667
LSM1	-0.756333333333333
UGT2B11	-3.88675
IDUA	0.1365
PPP2R3C	-1.706
COX11	-1.186
PDZK1	-5.0135
ZNF443	1.09466666666667
MGC21874	0.0656666666666667
ZNF323	1.746
KRTAP10-10	0.3725
CXCL6	0.04
SLC34A2	3.2364
LOC284402	0.00849999999999999
NPTN	0.46725
UPP1	-1.50158333333333
SLC6A9	0.7355
OR7G3	0.165
CISD1	0.333166666666667
ZNF545	0.1635
SYT14	-0.628
NT5C3L	-0.249833333333333
ZNHIT3	-0.879
SNRPD3	-0.61
KIAA0701	-0.40275
UNC93B1	0.305166666666667
GMNN	-1.287125
SPCS2	1.40933333333333
LOC388524	-0.653
NAPRT1	0.8225
PNLIPRP1	0.2615
OR6V1	0.5875
PRKAB1	-0.91675
EYA4	-3.51166666666667
KIF20A	-0.1835
ALG10	0.92625
ITPKC	0.239166666666667
LMX1B	1.16766666666667
RPUSD4	-0.147333333333333
C7orf34	0.0281666666666667
DLGAP2	0.65325
PFN1	0.4375
MICALL2	0.489333333333333
ZNF654	-1.525
SS18L1	0.085875
SLC16A8	0.34175
MKI67IP	0.667166666666667
ITGB3	-1.090875
TCEA3	0.691833333333333
CEP152	-1.9526
CLIP1	0.74025
ZNF75	-0.0795
ATP5C1	0.464166666666667
NUDT5	0.8
PSCDBP	-0.24425
UBP1	0.28325
RBM27	0.36825
C13orf15	1.23525
ZNF282	-0.590666666666667
ZNF222	1.3688
COL10A1	4.82775
PRDM15	-0.591125
TTTY5	-0.032
FAM9C	-0.0646666666666667
C20orf67	1.2145
GNG13	0.576
F12	1.3545
C1orf41	-0.3985
CPXCR1	0.0585
GSK3A	0.522
SUPT6H	0.427333333333333
PI16	1.1475
ELL2	-2.19875
C9orf167	-2.37683333333333
PVRL3	-2.7604
FLJ38596	-0.434
ADAM20	-0.44275
GPR89A	0.7775
GPR87	-3.0465
ZNF30	-0.17875
SMR3B	-0.14
ZNF770	-0.05075
TRPC4AP	-0.0953333333333333
DKFZP686E2158	0.136666666666667
C2orf28	0.393666666666667
FREM1	-1.98883333333333
LAMA4	-0.515333333333333
ADPRHL2	-1.1475
EIF4G2	-0.0103333333333333
GUCA1A	-0.357
CTNNA2	-1.615875
NUDT15	-0.173333333333333
CEPT1	-0.473166666666667
ZNFX1	0.3026
CCDC92	1.2835
TDRD1	-0.792
KCNK5	2.3695
ETNK1	0.657833333333333
LTA	1.3605
TTPA	-0.249333333333333
B3GALNT2	1.249
SC65	-0.346
PEX5L	-1.34075
EPS15L1	1.1325
MGEA5	-1.255375
HIST1H3A	0.624
ING1	0.331
BCAT1	-2.7445
ORC6L	-0.671818181818182
KLK11	-2.70883333333333
C19orf28	-0.257375
DNER	-4.20025
MED22	-0.539142857142857
ETV6	3.29625
CHAC2	-0.64425
CD300E	0.826
CEBPB	1.37475
ZNF398	-1.12525
LRCH3	0.373
HMGA1	0.094
CAPN7	0.287833333333333
MGC5566	-3.25775
CCL3	3.175125
NANOS1	0.522
ZFYVE19	-1.19325
APITD1	-0.0805
PARD3	1.5015
IRAK4	-0.1185
SERPINI2	0.2475
CEP170L	1.477
TTC9	2.393375
MYOM3	-1.747
MLPH	-3.52075
LOC222699	0.31
NRG1	-1.06658333333333
TBC1D9	-1.198
TTK	-0.242333333333333
ZNF557	0.7793
DDX41	0.228333333333333
FANK1	0.7655
UBE2D2	-0.0985
PSMB10	0.112125
MYH7B	-0.4325
GABARAPL2	-1.29075
MARVELD2	0.812
DGCR2	0.00466666666666667
UNC45A	-0.769666666666667
C6orf72	-0.702
ZNF683	4.24625
GIT2	-0.123125
CASK	2.88583333333333
C14orf161	-0.1375
LRRC44	-1.37425
TIFA	1.55375
UTP11L	0.09325
C6orf65	-0.15275
FDPS	-0.21725
DUSP9	-1.7083
SLC17A8	0.0548
OR51G1	0.352333333333333
NANS	-0.77925
OLFML1	0.8115
ATP10B	-0.536375
NPAS3	-1.72175
PRKCA	-1.2215
GGA2	0.140875
LCE4A	0.404
SPANXN3	-0.07825
CCDC115	1.08225
SDCCAG3	-0.5705
GLIPR1L1	0.091
TTC1	-0.37
C17orf76	-1.90175
MAD2L2	-1.088
HIPK1	-0.6869
LRRC3B	-0.776333333333333
CLN3	-0.637409090909091
C17orf47	0.3605
FMN2	-3.446375
TUBB1	-1.321375
WAPAL	-0.0716666666666667
C3orf21	0.07075
SCN5A	-0.4374
SMYD1	2.15075
BEX5	1.6705
ZNF192	0.181
SEC22A	0.377
GRIA2	0.342714285714286
KIAA0825	-1.7075
NUSAP1	-0.699545454545455
LANCL1	0.73125
C15orf40	-1.2009
ZNF645	-0.1295
GPR61	0.22075
NLRP14	0.3755
SNX21	-0.1199
C1QTNF8	0.1975
C17orf46	0.70775
IFNA8	0.9225
SPRR1B	-1.3615
FLRT1	-0.9145
SNX17	0.6985
ASB2	-1.138
HBG1	-4.994
RPRML	-2.14675
JOSD2	0.961333333333333
PLSCR3	0.85125
SPOCD1	-0.6745
RAB39	0.0665
GHRH	-0.0835
ITIH5L	0.5405
C17orf37	0.27375
SMCR8	0.3535
DPY19L2P3	-1.279
IL11RA	-0.201
GDF3	-4.23266666666667
RPS6KB1	-1.30383333333333
DNAJC19	0.3699
TOP1	0.72375
CRCT1	-0.885875
MPST	-0.00287499999999999
DPM2	0.038
FAM38B	-2.894
SLC18A1	-2.138
FARP1	0.2765
PAX7	0.137
TUBD1	-1.33825
GNL3	-0.50575
BTG2	-0.0187333333333333
NDUFS6	-0.25025
C1orf79	-1.32425
ERAL1	1.19775
ECHS1	-0.532
VPS4A	-0.286
CYP11A1	-0.49675
ABCC6	-1.83578571428571
PBX4	-2.343
MOSC1	-1.205125
NCF4	-0.204
HYMAI	0.6145
NAGPA	-0.766125
OTOP2	0.2925
ACOT12	0.20175
MTHFD2L	0.27
LOC441376	3.107
C19orf34	0.2715
RAB1B	1.39
ALDOAP2	-1.3435
NTRK1	-1.88283333333333
ARTS-1	-0.5267
SLC6A11	-0.711
NAP1L2	-0.30325
CNGB1	0.193166666666667
EPB41L4B	0.58325
FAM134B	-1.96125
HS3ST3A1	1.7445
CPXM2	5.04775
SIRPB2	0.0695
CHORDC1	0.833833333333333
TRIB3	-3.3465
SLC2A5	1.1655
C2orf49	0.0116666666666667
DDX5	-0.53975
OR5L1	0.448
ANAPC4	-0.582833333333333
ZSWIM1	0.74275
LOC93622	-0.757
KCNK3	2.0989
RP11-35N6.1	-1.798125
ZFP161	0.423666666666667
AQP9	4.91125
SLC15A2	2.14366666666667
MREG	-0.447666666666667
OR9I1	0.491
PDLIM2	-0.311375
ADAM7	0.593
GSTCD	0.156
WDR21A	0.28475
SLC12A8	2.18466666666667
TMEM174	0.2895
IGSF3	1.02825
LRRN1	3.48175
LOC402117	0.15525
SRPK1	0.398666666666667
LY6K	1.4876875
NFIA	-2.7095
PTCD3	-0.432625
LEP	2.35583333333333
PCDH21	-0.290166666666667
MAPKAPK2	1.25757142857143
NMNAT1	-1.89583333333333
LHFPL2	0.5465
C9orf43	0.179
DIP2A	-0.2465
ACTR8	0.21225
CCDC34	-0.85225
PTPN22	-0.5055
ITGA3	-1.62425
FAM129C	0.49575
RABGGTA	-0.0331666666666667
UNC45B	0.0405
KIAA1033	-0.299875
ZNF510	0.189333333333333
CYP2D6	-0.221333333333333
SLC26A10	-0.7255
STX8	-0.67025
LUZP1	0.194
WDR89	0.0736666666666667
EIF4G3	-0.7326
C5AR1	1.492125
ZNF623	1.351
A2M	-0.668
TGM7	0.4885
GRPEL1	-0.322166666666667
LMNB2	0.6746
ROCK2	0.394333333333333
SNX16	2.0255
CCDC66	0.195
ANXA3	-1.889
KIAA1609	0.244125
EED	0.57625
RNF32	1.35133333333333
HES1	0.2673
CLC	0.0578333333333333
ISL1	-0.8405
KIAA0528	-0.6335
MANEA	0.9165
C1orf61	0.5965
hCG_2001000	0.70575
RAPGEF6	-0.7062
KIAA0020	0.530333333333333
NEIL1	-1.82625
C16orf45	-2.920875
RBM10	-0.390166666666667
C10orf125	-0.069875
MRS2L	0.727
DNAH17	1.783125
C19orf10	-0.416
C1orf160	-0.28725
SLFN12	2.09175
EXOC3	0.162833333333333
HIST3H3	0.20575
NCOR2	0.571333333333333
TNFRSF9	0.8955
MFSD8	-0.16125
ALX1	-2.92883333333333
NOL1	1.52775
PODN	2.4655
TIAL1	-0.715
HIST1H1E	-1.0855
NPY6R	0.288
TM4SF4	-0.30375
CORO2A	-0.59625
ETNK2	-0.796833333333333
APOE	0.5109
ANGPT4	0.2895
HDGF2	0.04
G30	0.3165
ST8SIA4	-0.584285714285714
F2RL1	-2.51175
FAM19A4	-2.40675
CCAR1	-0.0555
B3GNT7	0.1075
OPHN1	-0.2668
DSCR6	2.2535
C21orf13	-0.550833333333333
GAS2L1	0.627083333333333
RFX3	0.0718333333333333
COPS4	-0.0675
BCHE	-4.54466666666667
BCL2	-1.6555
HBZ	-3.16116666666667
ARL13B	0.745875
MAPBPIP	0.878875
MYO15B	-1.36275
SPZ1	0.40175
KIAA1324	2.32511111111111
PLCL2	-0.311375
C4orf29	-0.135
WDFY2	-0.34025
ZNF284	1.1015
NAALADL1	-0.5225
DUSP5	-2.29333333333333
PXDN	0.386875
SLMO1	0.40025
TNXB	0.19
BIRC7	-0.7855
A4GALT	-0.8405
TIMM22	0.288
FAM110C	-1.64225
TOMM34	1.26525
ABHD9	3.3505
ADAM32	2.3165
CRHBP	-0.51575
AQP2	0.62225
LOC130355	0.8235
ZNF187	-0.178333333333333
ZNF816A	0.244
F7	-0.766875
CNOT1	0.6911
SLC13A4	-0.72525
ZBTB11	0.017
B3GALT5	0.218
EXOC2	0.417833333333333
IRS1	-2.1069
TMEM1	0.0605
MRPL34	-0.049
SAMM50	-0.62475
CDC42EP3	-0.42675
HSF2	-0.7725
MFN2	-0.7705
TSPAN7	-3.03133333333333
NUCB1	0.578916666666667
RHOH	-2.831
ARL16	-0.0115
TACR1	0.6215
SFRS5	-0.996833333333333
SNX25	-2.50225
RHBDF1	0.670333333333333
PCDH18	1.87066666666667
HMG1L1	0.31525
MYO5C	-0.216375
MAPK10	1.2675
LDHAL6A	0.331166666666667
NUDT12	0.0575
NCAM1	0.08875
GLIS2	0.111
GGTL4	-0.16025
DAPP1	1.71075
ATF7	0.43475
KIAA0748	-1.171
NFIL3	0.19875
TM6SF1	-0.2784
SEZ6	0.35775
NANOS3	1.245
DNAJA3	0.0665
CLDN6	-1.3615
CIITA	1.8953
EPHA4	-2.14316666666667
FANCC	0.19
CMTM3	-0.60775
PSG3	-0.250875
MRPL15	-0.3785
C21orf59	-0.54475
PLCXD2	0.17975
C2orf34	1.391375
UBE2L6	0.50775
MED14	0.639333333333333
HP1BP3	-0.9127
C6orf208	-0.21
TPBG	-0.2105
OSR2	-3.01975
XPC	-0.929333333333333
KLHL7	0.6555
CCR3	-0.0403333333333333
AGTPBP1	0.00516666666666666
PCSK6	-0.779466666666667
STAT5A	-0.5638
FAM18B	-0.56425
LONRF2	-2.6025
PTPN2	-0.455
SF3A3	-0.908
EFCBP2	-0.266
HCFC1	-0.142333333333333
AHNAK	-1.19735
ACTR5	-0.47775
KIF14	-0.0121428571428571
TENC1	0.4365
HEATR5B	0.6865
YIPF2	0.8725
MYEOV2	0.612333333333333
DUSP18	1.33625
KIAA1012	1.41325
AHR	-0.795333333333333
C17orf53	0.0386666666666667
PTPRH	-3.66275
ATP6V1C1	0.609
TAS2R3	-0.265
LOC440356	-0.86275
COQ10B	0.28325
PSMF1	-0.370083333333333
SORBS2	-1.75508333333333
NFE2L2	0.46825
TMCO7	-0.444
SH3PXD2A	0.2904
SH2D2A	0.32175
SPINK5	-1.155
MRPS24	0.261
OPA3	-0.25525
TRAF7	1.70916666666667
C4orf35	0.659666666666667
MT1G	0.02175
MGC39545	0.604
HS1BP3	0.3987
OR2B2	0.6435
CHRM4	0.0825
SFRP2	1.81808333333333
RIC3	-1.84175
ART1	-0.1435
C6orf1	-0.2505
DUS4L	-0.1775
C10orf104	-0.30875
TNFAIP6	2.105
RTEL1	-0.3915
CCT4	0.2108
ZNF709	1.05
CHMP6	0.3805
UPP2	-0.11975
CYP19A1	-1.753625
CD151	1.34183333333333
NDUFA13	0.1455
ARFRP1	-0.408666666666667
FAM26B	0.4225
CRYBA1	-1.6245
MRPL41	-0.82
NPFFR2	-1.918125
HRH2	0.291
SCAMP3	0.381
MTMR6	1.1543
MTG1	-1.55216666666667
UBTD1	0.85675
CRABP1	4.276
FLJ33790	-0.833
KIAA1908	-1.64983333333333
GPR158	3.383
PACSIN3	-0.0806666666666667
OMD	1.65483333333333
CATSPER1	-0.756166666666667
HOXB8	-1.80775
FBXO46	0.51
OAS1	-0.182
SVIL	0.2455
PHB2	1.43425
ADCY3	0.9685
NDRG2	1.52216666666667
ERMAP	0.5552
APBA2	0.534333333333333
IGSF9	3.4535
WNT6	1.83971428571429
MYCBPAP	-0.78025
ATP2B2	0.0678
CPVL	-1.7341
TRAM2	-0.245333333333333
NOP5/NOP58	0.5105
ZNRF4	0.154
TLK1	0.63175
MTMR12	0.387928571428571
ZNF384	1.09766666666667
FAM9B	-3.19925
RPN1	1.5366
PMVK	0.57525
EIF3D	-0.3428
SIX2	-0.35275
HPS1	0.365928571428571
RNF7	-0.03375
PSKH2	0.2885
KCTD13	1.76416666666667
CSMD3	-0.6897
