Hybridization REF	TCGA-BH-A0DT-11A-12R-A12D-07
FASTKD3	-0.012
TMEM158	-3.22391666666667
RARA	2.4545
BDH1	-0.4395
ANKRD16	-0.123
CARM1	-0.4305
SS18	0.225833333333333
IKZF2	-0.1045
MYD88	-0.799875
PML	-0.10425
TAF1A	-0.69425
CBFB	-1.128625
HIST1H3H	-2.42416666666667
C7orf29	-2.02
COMMD4	-0.7345
DPP3	-2.88325
DAB2	1.115375
LOC388882	0.4595
YPEL4	0.17325
AGBL3	1.088
LRP6	-0.1871
SERPINH1	-1.16208333333333
TLE1	-0.28725
CD244	-0.262166666666667
ZDHHC15	0.57275
MGLL	0.1397
PLDN	-1.53266666666667
LOC654346	0.364
FAP	1.29725
GPR37	0.0166666666666667
SCARA5	3.49333333333333
EBF4	1.64845454545455
LSM6	0.22625
MLLT1	0.172
SLC5A12	-0.4365
A2BP1	-0.0988333333333333
COPS5	0.131333333333333
TPM4	-0.536785714285714
TNFSF4	-1.391
ACADSB	2.50405555555556
HERPUD1	1.12425
BCL2L11	0.315777777777778
CEP78	-1.430125
CDCA3	-2.80475
WBSCR19	1.5299
MYO1A	-2.494
PPEF1	3.408
LOC440348	-0.5975
CPEB2	0.632375
BPTF	0.112583333333333
RPL21	0.8250625
GSX2	0.0105
ADPRH	0.0538
C17orf68	-0.574666666666667
KCNS1	1.41016666666667
MLLT6	-0.3583
PIWIL4	1.6205
RNF26	-0.704
RAP1B	1.157125
ADAMTS1	1.2971
ZNF571	1.1515
P2RY6	-1.3815
TRIM21	1.0015
CADM3	1.10225
NLRC5	-0.220166666666667
ADRA2B	-0.598333333333333
LOC90835	-0.79425
PCF11	-0.04775
LOC400451	1.10475
GLTSCR1	0.2219
C17orf88	-0.800833333333333
CDH16	1.0585
FGF7	3.441875
PCSK4	-0.304833333333333
NPC1L1	-1.10916666666667
TAT	4.301375
TBCA	-0.448
MGC33407	0.06225
GPR115	-1.22514285714286
CYGB	-0.0685
FNBP4	-0.327
C12orf43	-0.976
CBL	-1.4417
CLECL1	-1.107
PPAPDC1A	-1.67825
WDR25	-0.972666666666667
SGCA	0.076
C22orf29	-0.624
YIPF1	1.27375
GALK2	-0.312
RAB3B	-3.71025
LOC440087	-1.4155
UCP1	1.9625
REEP5	2.618375
FADD	-1.3698
FOXA1	2.636125
CACNA1A	3.68033333333333
ABI1	0.9565
GRIN2D	-2.58475
SLC1A4	-0.472333333333333
LOC401127	-1.917
HINT2	0.11025
PLD4	-0.837166666666667
ZNF286A	-1.273
ENY2	-0.23875
IL1F6	1.486
PXDNL	0.2035
C20orf79	0.8605
TNFSF13B	1.79233333333333
DENND3	-1.190625
JARID1D	-3.1175
HIST1H2AK	-0.598125
LOC93349	-0.8902
SSH1	-2.0827
ENSA	-1.01875
LOC219854	0.620333333333333
CKAP2	-2.3566
DKFZP564J102	-0.779833333333333
MGC87315	-1.01783333333333
HNRPAB	-1.38
AMH	-1.591
ZNF526	-0.2845
BRUNOL5	0.3633
CACNG3	2.07483333333333
TRPM1	-2.8195
PPP2R1A	0.582625
COL2A1	-0.304
DDN	-0.0103333333333333
FLJ25770	2.34933333333333
HK2	-1.18914285714286
ELOVL6	-1.89425
MDK	-0.305
EPHX1	0.3855
RASSF2	0.701625
DKFZP434B0335	-1.90775
DLX3	1.57985714285714
PRTN3	-0.982
AVPR1A	0.47575
C21orf125	-3.68325
TNFAIP8	0.361
GNB2L1	-0.08275
CALCRL	1.89675
SCGB2A2	8.53016666666667
UBXD7	-1.61075
ZNF674	-0.3955
TMEM35	0.68
BRSK2	-0.858857142857143
HECTD3	-0.619
TMEM188	-0.314
LGALS9	0.22825
SCARB2	0.580666666666667
USP34	-0.676833333333333
C17orf28	1.16666666666667
ZDHHC23	0.35575
AQP12B	1.1995
SLC16A3	-3.90875
APLP2	0.3485
ITIH2	-4.0005
MICAL3	-0.77275
TNNI3K	1.9021
HDAC2	0.245375
PRR7	-2.9949
THBS2	-1.026875
LOC751071	-1.52566666666667
CA2	1.11383333333333
RANBP17	-0.2775
RLN3	-0.09925
CRYZ	0.546166666666667
GBAS	0.783833333333333
TAS1R1	0.765
MPZL3	0.344
PCDH8	-0.534666666666667
HSP90B1	-0.380416666666667
KCNK15	0.468
TNIP2	-1.95733333333333
GPR146	0.47025
NOL6	-0.41375
SPC25	-5.04044444444444
STEAP2	2.3135
VAMP3	0.495
TCIRG1	-1.513
ZP4	-0.5712
PARL	0.07125
TRIM39	0.0866666666666667
KIAA1305	1.361
CRNN	1.159
GRN	-1.29575
HSH2D	-2.61925
SCAMP1	0.54075
KIAA1913	1.15
PTS	0.19925
BANP	-0.442642857142857
PRKACG	0.6315
ADCY6	0.4305
C16orf46	0.04
CYP51A1	-0.46175
DDC	-0.67225
ANPEP	0.9215
PROM1	3.9385
SIGLEC10	0.4775
COPG	-0.4155
FAM26E	0.546625
TRIP4	0.49375
SNX3	0.476666666666667
C1orf175	2.45533333333333
PPY2	-0.467
C14orf152	1.33475
FTSJ1	-1.47183333333333
DST	1.6326
LOC554235	2.15125
GLRX5	-0.28025
C20orf12	1.0076
CAB39	0.593333333333333
MSH2	-0.736333333333333
PIP4K2C	0.782625
CYLD	0.667125
WTAP	1.16175
MGAT4A	0.840333333333333
TSC22D4	-1.5774
CHRM2	-1.8475
PPYR1	1.339
CCNH	0.207333333333333
RRM1	-0.687
ECAT8	-0.826
LOC400120	1.17
GABRA4	0.308625
C14orf4	1.26883333333333
C1orf59	-0.09225
CTDSPL	0.977083333333333
NHEDC2	-1.2755
PDE11A	0.2684
KLHL29	2.5975
CD5	-1.3426
TSPAN9	0.865375
WDR67	-2.13575
THUMPD1	1.0463
C18orf17	0.18925
CLYBL	0.8785
FLJ13231	-1.250875
CMBL	-0.06225
LECT2	-0.92875
NKAPL	5.121
LOC654780	1.386
OR4C6	3.225
RAB30	-0.0826666666666667
TSSK4	0.157
TMEM163	1.097
OSBPL11	0.263166666666667
GNB5	-0.860833333333333
CCL21	2.952
C1orf121	-0.510666666666667
FMO2	4.15366666666667
RPTN	0.17
MSTN	0.5035
VCL	-0.3225
FYTTD1	0.66825
C11orf1	0.9035
CCDC88C	-0.5015
HFE	-0.704470588235294
MOGAT1	1.263
FAM125B	-0.713833333333333
IRGQ	-1.138
RAVER2	1.122
AKAP5	-1.613
SSSCA1	-0.6165
C11orf63	0.867375
ACTG2	3.3905
PORCN	-0.764
DTL	-2.91445454545455
TMEM151	1.5975
FAM122C	-0.79875
RSAD2	0.4859
BAT4	-0.877
KRTDAP	-0.665666666666667
MYH8	0.071875
CRTC3	0.013
LRRFIP2	0.5994
INTS4	-0.662333333333333
TTN	-0.66
SLC26A5	1.26
PLLP	-0.563
RGS6	0.435571428571429
SRGAP3	0.3555
ZNF525	0.0871666666666667
NBR2	0.076
C13orf1	0.6716
ZNF137	0.1985
CEP27	-1.7845
BEST2	0.493
RNF121	-0.54975
DMRTC2	0.9815
C8orf76	-0.44425
BCCIP	0.38225
MEST	0.55875
HTRA2	-1.614
ANGPTL2	1.59325
ILKAP	0.0273333333333333
ERAS	-0.658
HBS1L	-0.083625
CPA5	3.8995
TMEM30A	0.986666666666667
CD300LF	1.33583333333333
WISP3	5.4355
CRK	-0.9405
PDS5A	-0.000799999999999995
BRPF3	0.347833333333333
NEDD9	1.623
SMPDL3B	0.062
PSG6	0.5835
PSMD13	-0.8195
ETV5	-0.121375
OR51A4	1.738
BTBD7	0.56225
GSTO1	-1.180375
hCG_16001	0.9955
MAD2L1BP	-0.614333333333333
COX6A2	-1.254
SCNN1A	0.664666666666667
LSM1	0.0173333333333333
UGT2B11	5.28925
IDUA	-0.223
PPP2R3C	-0.446333333333333
COX11	-0.7515
PDZK1	2.42375
ZNF443	0.285166666666667
MGC21874	0.415333333333333
ZNF323	1.8711
KRTAP10-10	0.641
CXCL6	1.4725
SLC34A2	3.308
LOC284402	0.747
NPTN	1.42066666666667
UPP1	-2.78883333333333
SLC6A9	-0.1795
OR7G3	0.58175
CISD1	-0.6125
ZNF545	0.0403333333333333
SYT14	-0.806
NT5C3L	-1.33583333333333
ZNHIT3	0.2825
SNRPD3	-0.02875
KIAA0701	0.2515
UNC93B1	-1.20183333333333
GMNN	0.074
SPCS2	0.638666666666667
LOC388524	0.1485
NAPRT1	-0.91625
PNLIPRP1	-0.248
OR6V1	1.881
PRKAB1	-0.99175
EYA4	-2.54
KIF20A	-4.48775
ALG10	-0.5155
ITPKC	1.19533333333333
LMX1B	1.72233333333333
RPUSD4	-0.0755
C7orf34	1.26366666666667
DLGAP2	0.278714285714286
PFN1	-1.2909
MICALL2	-1.62275
ZNF654	-0.8945
SS18L1	-1.0105
SLC16A8	1.20725
MKI67IP	0.420833333333333
ITGB3	-1.916875
TCEA3	1.76575
CEP152	-2.6773125
CLIP1	-0.256375
ZNF75	0.4801875
ATP5C1	-0.120833333333333
NUDT5	-1.11433333333333
PSCDBP	0.341
UBP1	0.53525
RBM27	-0.88125
C13orf15	3.192
ZNF282	-1.68016666666667
ZNF222	0.4766
COL10A1	0.7385
PRDM15	-0.83225
TTTY5	0.391
FAM9C	-0.236666666666667
C20orf67	-0.34275
GNG13	6.2645
F12	-1.73025
C1orf41	-0.58925
CPXCR1	-0.857
GSK3A	-0.328625
SUPT6H	-1.275
PI16	2.9965
ELL2	-0.00208333333333334
C9orf167	-3.25016666666667
PVRL3	-1.1066
FLJ38596	0.541
ADAM20	-0.13125
GPR89A	-1.057
GPR87	1.6455
ZNF30	0.45925
SMR3B	0.18225
ZNF770	-0.258875
TRPC4AP	-1.87933333333333
DKFZP686E2158	0.981333333333333
C2orf28	0.1325
FREM1	2.81816666666667
LAMA4	0.736333333333333
ADPRHL2	-1.13
EIF4G2	0.621333333333333
GUCA1A	1.52
CTNNA2	-0.917875
NUDT15	-0.0735
CEPT1	-0.287833333333333
ZNFX1	-1.1425
CCDC92	0.79625
TDRD1	-1.3215
KCNK5	-1.70466666666667
ETNK1	-0.269333333333333
LTA	0.3275
TTPA	0.464833333333333
B3GALNT2	-1.806125
SC65	-3.18166666666667
PEX5L	-1.79957142857143
EPS15L1	-1.407
MGEA5	0.172125
HIST1H3A	-0.034
ING1	-0.480375
BCAT1	-3.9935
ORC6L	-3.61172727272727
KLK11	-0.643
C19orf28	-2.323875
DNER	-3.603625
MED22	-1.15278571428571
ETV6	0.797916666666667
CHAC2	-1.73525
CD300E	0.0675
CEBPB	1.15008333333333
ZNF398	-0.06775
LRCH3	0.508
HMGA1	-1.45766666666667
CAPN7	0.605833333333333
MGC5566	-3.44075
CCL3	3.41457142857143
NANOS1	0.70025
ZFYVE19	-1.11325
APITD1	-0.928833333333333
PARD3	0.69675
IRAK4	-0.620166666666667
SERPINI2	0.4795
CEP170L	-0.82925
TTC9	2.84675
MYOM3	-1.68
MLPH	-0.636125
LOC222699	0.8375
NRG1	0.985333333333333
TBC1D9	3.238
TTK	-3.49216666666667
ZNF557	0.445
DDX41	-1.35533333333333
FANK1	2.8905
UBE2D2	-0.345875
PSMB10	0.09625
MYH7B	-0.158
GABARAPL2	0.897875
MARVELD2	1.08083333333333
DGCR2	0.356333333333333
UNC45A	-1.17316666666667
C6orf72	0.607
ZNF683	4.45725
GIT2	-0.1735
CASK	0.717
C14orf161	3.68416666666667
LRRC44	0.83525
TIFA	0.797
UTP11L	-0.4035
C6orf65	-2.87325
FDPS	-1.253
DUSP9	-1.378
SLC17A8	0.1528
OR51G1	0.409333333333333
NANS	-0.6615
OLFML1	1.7285
ATP10B	-0.3445
NPAS3	0.67775
PRKCA	-1.1434
GGA2	0.0243750000000001
LCE4A	2.2335
SPANXN3	0.3555
CCDC115	1.23275
SDCCAG3	-1.228
GLIPR1L1	-0.112333333333333
TTC1	-0.22475
C17orf76	0.527
MAD2L2	-2.208
HIPK1	-1.2307
LRRC3B	4.02883333333333
CLN3	-1.22209090909091
C17orf47	-0.3585
FMN2	-2.09775
TUBB1	-1.07871428571429
WAPAL	-0.1785
C3orf21	-2.01525
SCN5A	0.0611
SMYD1	4.57775
BEX5	3.35
ZNF192	0.18
SEC22A	-0.0993333333333333
GRIA2	2.58971428571429
KIAA0825	-0.8305
NUSAP1	-3.85445454545455
LANCL1	-0.210625
C15orf40	0.1632
ZNF645	1.222875
GPR61	1.0825
NLRP14	1.0345
SNX21	-0.1491
C1QTNF8	0.5755
C17orf46	2.09175
IFNA8	-1.9415
SPRR1B	-2.08833333333333
FLRT1	-1.80875
SNX17	-1.812
ASB2	-0.524333333333333
HBG1	-4.1975
RPRML	-1.29025
JOSD2	0.0121666666666667
PLSCR3	0.40725
SPOCD1	-1.52416666666667
RAB39	-0.1595
GHRH	1.10616666666667
ITIH5L	1.92825
C17orf37	0.02125
SMCR8	-0.332
DPY19L2P3	-0.00500000000000001
IL11RA	1.55233333333333
GDF3	-4.79033333333333
RPS6KB1	-1.50466666666667
DNAJC19	0.8141
TOP1	-0.2015
CRCT1	0.517125
MPST	0.56475
DPM2	-0.8875
FAM38B	-1.556
SLC18A1	-2.5264
FARP1	0.0171666666666667
PAX7	-0.03425
TUBD1	-1.15925
GNL3	0.07925
BTG2	2.5212
NDUFS6	-0.75425
C1orf79	-0.6685
ERAL1	-0.76825
ECHS1	0.36975
VPS4A	-0.9655
CYP11A1	-0.00637500000000004
ABCC6	-0.616928571428571
PBX4	-1.3405
MOSC1	0.461125
NCF4	-1.80475
HYMAI	1.27
NAGPA	-1.81725
OTOP2	1.269
ACOT12	0.41625
MTHFD2L	0.405625
LOC441376	3.1185
C19orf34	0.5515
RAB1B	-1.9375
ALDOAP2	-2.9605
NTRK1	-2.35533333333333
ARTS-1	1.1981
SLC6A11	-0.248
NAP1L2	2.66325
CNGB1	0.106833333333333
EPB41L4B	1.05583333333333
FAM134B	2.097
HS3ST3A1	-3.8045
CPXM2	5.9465
SIRPB2	-1.462
CHORDC1	-0.543666666666667
TRIB3	-2.66416666666667
SLC2A5	0.31475
C2orf49	-0.904666666666667
DDX5	0.61475
OR5L1	1.36
ANAPC4	0.465
ZSWIM1	0.3335
LOC93622	-0.562625
KCNK3	-0.1989
RP11-35N6.1	0.836375
ZFP161	0.510833333333333
AQP9	0.40375
SLC15A2	-0.351333333333333
MREG	0.8375
OR9I1	0.3145
PDLIM2	-0.122125
ADAM7	0.235
GSTCD	-0.892333333333333
WDR21A	-0.358625
SLC12A8	-0.787166666666667
TMEM174	0.4495
IGSF3	-0.0195833333333334
LRRN1	1.4225
LOC402117	-1.06275
SRPK1	-1.14683333333333
LY6K	-0.9436
NFIA	2.7895
PTCD3	-0.393375
LEP	3.62633333333333
PCDH21	-0.322666666666667
MAPKAPK2	-0.85
NMNAT1	-1.1675
LHFPL2	0.26225
C9orf43	-0.35375
DIP2A	-1.664
ACTR8	0.21975
CCDC34	-0.753
PTPN22	-1.786875
ITGA3	-0.943375
FAM129C	-0.653666666666667
RABGGTA	-1.01683333333333
UNC45B	0.48325
KIAA1033	-0.5385
ZNF510	-0.104
CYP2D6	-1.86933333333333
SLC26A10	-1.025
STX8	0.47325
LUZP1	-0.147
WDR89	0.228333333333333
EIF4G3	-0.8599
C5AR1	0.61425
ZNF623	-1.737
A2M	1.74625
TGM7	3.904
GRPEL1	-0.331666666666667
LMNB2	-2.5432
ROCK2	-0.4725
SNX16	0.314375
CCDC66	0.47375
ANXA3	2.3985
KIAA1609	-0.10425
EED	-0.159
RNF32	0.818333333333333
HES1	0.6342
CLC	0.9628
ISL1	0.355166666666667
KIAA0528	0.37225
MANEA	0.32775
C1orf61	-0.335
hCG_2001000	0.85475
RAPGEF6	0.24
KIAA0020	0.320666666666667
NEIL1	1.24325
C16orf45	0.13025
RBM10	-0.9525
C10orf125	-1.197875
MRS2L	-0.42125
DNAH17	-1.15575
C19orf10	-1.31975
C1orf160	-0.20675
SLFN12	1.04675
EXOC3	-0.972833333333333
HIST3H3	-0.06775
NCOR2	-0.035
TNFRSF9	0.21175
MFSD8	0.72
ALX1	-3.08433333333333
NOL1	-2.394
PODN	1.7495
TIAL1	-0.581
HIST1H1E	-0.09375
NPY6R	0.60625
TM4SF4	0.921
CORO2A	-0.947
ETNK2	-1.36966666666667
APOE	0.1191
ANGPT4	2.569
HDGF2	-2.42725
G30	-3.265
ST8SIA4	-1.760125
F2RL1	0.537625
FAM19A4	2.36925
CCAR1	-0.45
B3GNT7	0.66
OPHN1	0.8802
DSCR6	-1.616
C21orf13	0.883166666666667
GAS2L1	0.425916666666667
RFX3	0.014
COPS4	0.644625
BCHE	-2.56316666666667
BCL2	2.998875
HBZ	-3.8075
ARL13B	0.58175
MAPBPIP	0.10675
MYO15B	0.203
SPZ1	1.176
KIAA1324	3.64277777777778
PLCL2	-0.45525
C4orf29	-0.52425
WDFY2	-0.964125
ZNF284	-1.8515
NAALADL1	0.043
DUSP5	1.12016666666667
PXDN	-0.450125
SLMO1	-1.53875
TNXB	1.9341
BIRC7	-1.82825
A4GALT	-0.248
TIMM22	-0.41525
FAM110C	0.29525
TOMM34	-2.318875
ABHD9	1.013
ADAM32	2.553
CRHBP	0.5115
AQP2	0.568875
LOC130355	1.6315
ZNF187	0.844333333333333
ZNF816A	0.672
F7	1.508875
CNOT1	-0.5312
SLC13A4	-1.41125
ZBTB11	0.009
B3GALT5	0.38975
EXOC2	0.479333333333333
IRS1	1.5417
TMEM1	0.22
MRPL34	-0.715833333333333
SAMM50	-0.71575
CDC42EP3	0.714125
HSF2	-0.0461
MFN2	0.19
TSPAN7	1.00216666666667
NUCB1	0.438916666666667
RHOH	-0.57725
ARL16	-0.8345
TACR1	-0.40625
SFRS5	0.648166666666667
SNX25	0.201
RHBDF1	-0.706166666666667
PCDH18	2.93716666666667
HMG1L1	-0.1845
MYO5C	1.779875
MAPK10	0.4835
LDHAL6A	0.313666666666667
NUDT12	1.03366666666667
NCAM1	0.413375
GLIS2	3.2965
GGTL4	0.9495
DAPP1	0.31825
ATF7	0.45525
KIAA0748	-1.599
NFIL3	0.52075
TM6SF1	0.893222222222222
SEZ6	0.95275
NANOS3	0.529166666666667
DNAJA3	-1.25366666666667
CLDN6	-2.3355
CIITA	1.8728
EPHA4	-0.172166666666667
FANCC	-0.36475
CMTM3	-0.8175
PSG3	0.954857142857143
MRPL15	-0.472
C21orf59	0.02475
PLCXD2	0.42325
C2orf34	-0.59675
UBE2L6	0.269375
MED14	-0.396333333333333
HP1BP3	-0.8941
C6orf208	-0.073
TPBG	0.39325
OSR2	-0.279875
XPC	-1.38
KLHL7	-0.158916666666667
CCR3	0.802
AGTPBP1	-0.033
PCSK6	-0.791333333333334
STAT5A	-1.0948
FAM18B	1.032
LONRF2	1.47883333333333
PTPN2	0.19225
SF3A3	-1.45066666666667
EFCBP2	1.0235
HCFC1	-1.8014
AHNAK	0.04875
ACTR5	-1.125
KIF14	-4.73657142857143
TENC1	-0.029
HEATR5B	1.0455
YIPF2	-0.5135
MYEOV2	0.710333333333333
DUSP18	0.62
KIAA1012	0.4245
AHR	0.878833333333333
C17orf53	-2.82233333333333
PTPRH	-3.337
ATP6V1C1	-0.0077
TAS2R3	-0.091
LOC440356	-1.29075
COQ10B	0.43825
PSMF1	0.0941666666666667
SORBS2	3.52866666666667
NFE2L2	0.654
TMCO7	-0.559
SH3PXD2A	-0.686
SH2D2A	-1.98525
SPINK5	-0.82975
MRPS24	-0.63225
OPA3	0.329375
TRAF7	-1.43033333333333
C4orf35	1.2965
MT1G	0.853
MGC39545	2.86825
HS1BP3	-1.0136
OR2B2	0.6875
CHRM4	-0.5205
SFRP2	1.561
RIC3	2.9275
ART1	-0.4365
C6orf1	-0.327125
DUS4L	0.01275
C10orf104	1.19625
TNFAIP6	2.98825
RTEL1	-1.86575
CCT4	-0.1399
ZNF709	0.4805
CHMP6	-0.186333333333333
UPP2	-0.21375
CYP19A1	-3.539
CD151	-0.960166666666667
NDUFA13	-0.131166666666667
ARFRP1	-1.49533333333333
FAM26B	1.66525
CRYBA1	-1.902
MRPL41	-1.04133333333333
NPFFR2	-1.43685714285714
HRH2	2.4715
SCAMP3	-1.31383333333333
MTMR6	0.7901
MTG1	-1.88266666666667
UBTD1	-0.045
CRABP1	0.104
FLJ33790	-0.4941
KIAA1908	-0.846
GPR158	-2.288
PACSIN3	-1.49483333333333
OMD	4.3862
CATSPER1	-1.85666666666667
HOXB8	-1.96057142857143
FBXO46	0.3825
OAS1	-0.386
SVIL	1.22175
PHB2	-1.0035
ADCY3	-0.2425
NDRG2	2.7155
ERMAP	0.5981
APBA2	-1.3206
IGSF9	1.48925
WNT6	0.178357142857143
MYCBPAP	1.71575
ATP2B2	0.869333333333333
CPVL	-0.784
TRAM2	-0.0846666666666667
NOP5/NOP58	-0.22825
ZNRF4	2.242
TLK1	0.381625
MTMR12	0.158785714285714
ZNF384	-0.811666666666667
FAM9B	-2.38
RPN1	-0.1211
PMVK	0.0355
EIF3D	0.5822
SIX2	-1.40525
HPS1	-0.197571428571429
RNF7	0.702
PSKH2	-0.597
KCTD13	-0.607166666666667
CSMD3	-0.9106
FBF1	-0.2545
IL8	-4.483875
SERPINB13	1.08991666666667
FBXL20	-0.499
BLR1	1.02825
SH2B1	-1.01116666666667
RFNG	-0.154125
RAB20	0.00116666666666665
RBM7	0.79375
POLR1A	-1.03933333333333
TMPRSS4	-3.253
TAF9	-0.136125
TERF2	-0.187833333333333
TNFRSF1A	-0.00491666666666667
ACADVL	-0.872666666666667
GTF2H5	0.7415
EDG8	-0.00819999999999992
C9orf140	-2.33675
UST6	0.58125
ZBTB8OS	-0.1075
ZNF710	-0.7175
GPR174	-2.6545
ATP6V0A2	-0.91625
KIAA0319L	-1.00091666666667
XKRX	-0.652
DOPEY2	-0.1339
SDHD	0.293333333333333
SUMF1	1.92
OSM	-0.32675
OPN3	-0.95175
DAGLB	-2.01766666666667
PPFIBP1	-0.0938
TRIM63	-2.94325
C10orf53	-1.931
LYPD3	0.995666666666667
BCL7A	0.112875
AGER	-0.553166666666667
TCF19	-2.54675
SAT2	0.63125
PFTK1	-0.526666666666667
GABRE	-1.168625
C15orf38	0.4993
FIS1	0.309
KCNV2	4.38375
CLPS	0.9215
PPCDC	-1.224
FOXN2	-0.991333333333333
NT5E	-1.9994
CD83	-0.357
IL18	-1.026625
VPS16	-1.009
IGFBP2	-1.51383333333333
NOTCH2	1.30125
SIGLEC1	1.64128571428571
CD93	5.5165
SULF2	-0.908
CEP164	-0.49625
P53AIP1	3.56633333333333
TOR2A	0.280333333333333
ZNF136	0.1155
MGP	4.558
CCDC144A	0.220166666666667
TRPC1	0.416166666666667
SMS	-0.7485
MAPK7	-0.195166666666667
RRAGC	0.691
PARD6A	-0.1645
NUB1	-0.208333333333333
SYNGR4	-0.83675
OR11H12	1.616
WIF1	3.637
GCH1	0.493
OR11H4	0.2485
SLC44A5	0.7705
GPRIN2	1.58466666666667
LOC401431	-0.1395
CPA4	-2.2107
MELK	-4.16322222222222
IL15RA	0.38825
CUL3	1.825375
HMBOX1	-3.68125
PODXL	-0.77775
CCT6B	2.04216666666667
COMTD1	-1.19875
MUC20	1.05016666666667
GPX2	-1.30125
ITK	-1.63525
FBXL5	1.82
C13orf27	-0.8895
DEFA5	0.405
TRHDE	-1.637
MTP18	-1.53283333333333
UQCRQ	-0.4309
ITGB2	-0.0593333333333334
CSRP2BP	0.47425
TAS2R44	0.87
PHPT1	-0.656875
FAM44C	-0.39225
ERH	-0.99125
MPHOSPH1	-1.5075
MORC1	0.4155
PARVB	-1.98525
LAMA1	-2.262
PGBD3	0.76775
GIMAP6	5.058
AREG	3.44333333333333
LIPT1	0.969
MGC99813	-0.9125
C1orf201	-0.2065
GRIN2A	-0.6893
MAN2C1	-2.48575
NSUN5	-1.87625
SF3B5	0.154
MYC	-0.4180625
NRXN1	2.57116666666667
ZNF18	0.15325
SPDYA	-0.05325
SLC37A1	-0.0115
DECR2	-0.75575
ANKRD38	1.2655
SPTLC3	-0.794416666666667
SUPT16H	-0.87025
DTWD2	0.196
ULBP1	1.126
ZADH1	1.08916666666667
OIP5	-4.195
IL10RB	-0.843666666666667
OTUB2	-2.0605
VWA3A	0.378166666666667
SPIC	1.8002
OR6C4	-1.3065
PSCD4	0.202666666666667
DPY19L2P2	0.513
TRAPPC6A	0.053
C21orf2	-1.0585
CEMP1	-0.33375
LIN7B	0.475
E2F7	-3.39083333333333
VCP	-0.98925
LAMA3	3.19283333333333
BGN	0.27675
GPR160	1.48483333333333
COCH	-4.17683333333333
GPR81	2.52233333333333
APOBEC3F	-1.10175
tcag7.1017	-0.83125
C1orf32	1.218
SCGB1D2	6.73625
FLJ43987	-0.255
C6orf170	-0.303
KLK9	2.115
GPD1L	1.151
VPS37B	0.3605
ATG3	0.0688333333333333
ADAMTS17	2.1135
KLHDC2	0.959666666666667
NDUFV2	-0.2575
BLK	-5.123
MATN4	-0.5405
GPM6A	1.3365
GBP4	2.13016666666667
TMEM162	0.821666666666667
PKP2	0.7245
HRASLS	-0.118444444444444
MMP1	-5.76825
SFXN3	-0.6923
FSD1	-1.83933333333333
ST6GALNAC3	-0.7615
CA12	2.2342
NCOA6	0.281
C19orf58	-0.7249
PPP4R1	-0.773833333333333
MAN1A2	-0.279166666666667
IKBKAP	-0.9495
UPF1	-0.889666666666667
KIAA1219	-0.23375
WNT16	-0.2338
SNW1	0.186375
IL18RAP	2.86575
RPP30	-0.134625
CDC40	0.0189285714285714
SETD3	0.207333333333333
SLAMF6	0.16525
ELK4	-0.444
TRIM47	-0.307166666666667
ACOX3	1.08725
TRIM6	0.9005
KIAA0372	-0.533833333333333
TP53AP1	1.067875
SMURF2	-0.83175
ADAD1	0.00549999999999998
EBP	-1.3061
KRTAP13-2	0.12
FLJ36874	-1.18183333333333
TOR1A	-0.332
P2RY4	-0.165
GPBP1	0.65575
TRPV1	1.23175
ADAMTS12	-0.2955
PES1	-1.2946
ATG4A	0.63
MAGEA10	-5.847
WFS1	0.41075
CC2D1B	-1.09566666666667
PABPN1	-0.24925
SLC25A30	-0.16975
SLCO1C1	0.786833333333333
SLC22A5	1.4915
KIF23	-3.85866666666667
SYN2	0.380833333333333
ASPN	5.99316666666667
CENTG2	-0.5715
QSOX2	-2.0495
FLJ10815	-0.1766
STK24	-0.5295
SPEG	1.0018
STK10	-0.992833333333333
DACT2	1.995
AAAS	-0.88075
SSX3	-0.72375
ABCD3	0.936
C4orf12	1.185625
PARVG	-1.67016666666667
FIG4	-0.10775
C9orf46	1.91575
TMCO6	-0.3045
IGHMBP2	-2.26875
DUS2L	-2.2165
FAM3C	0.8780625
TMEM16D	-0.789875
DCTN4	0.94
KCNH3	0.9585
EIF2AK2	-1.31675
AP1S3	-0.6475
CST4	-0.174
PAM	0.5984375
NUTF2	-1.53075
CITED2	1.475
SLC39A4	-0.34
C2orf52	-1.272
GRM3	0.30925
C12orf49	0.091625
CCDC49	-0.6855
GRAMD1B	-1.46857142857143
FNDC4	0.44075
SIAH2	-1.12225
GDPD4	1.031
C21orf87	0.987125
ATP5A1	0.0896666666666667
C16orf63	-0.85325
LOC388135	-0.946166666666667
ATP5J2	-0.744375
MMP3	-2.0185
EMID2	0.18275
CRHR1	0.456
WDR70	0.12825
C13orf31	0.64475
ZFAND1	1.0345
CCL18	4.42483333333333
C3orf49	0.823
RINT1	-0.586
KIAA0408	-0.118
F13A1	5.769
SLC10A1	0.6075
OGN	5.1985
GIPC2	1.0845
XPO6	-2.16533333333333
LCE1A	0.401
FMR1	-0.2722
LOC374920	0.639
DUSP3	0.00175000000000002
ANKMY1	-1.66725
C7orf50	-1.569
BBS9	-0.3526
UNC119B	0.221
C9orf72	0.933875
MGC35440	-0.803666666666667
ENTPD6	-0.749625
PPP1R2P9	0.316
ERCC4	0.03875
FAHD2B	-0.318
HMHA1	-1.352
HACL1	0.13275
