Hybridization REF	TCGA-C8-A12Y-01A-11R-A12D-07
NRXN1	-1.05516666666667
ZNF18	0.3995
SPDYA	-0.828125
SLC37A1	1.2525
DECR2	0.3785
ANKRD38	0.788625
SPTLC3	0.766
SUPT16H	-0.586
DTWD2	0.28025
ULBP1	-1.648
ZADH1	0.150833333333333
OIP5	-2.52525
IL10RB	-0.297666666666667
OTUB2	0.319875
VWA3A	0.549
SPIC	0.167333333333333
OR6C4	0.3855
PSCD4	0.615666666666667
DPY19L2P2	-0.9585
TRAPPC6A	0.254333333333333
C21orf2	-0.449
CEMP1	0.6045
LIN7B	-0.1665
E2F7	-1.81916666666667
VCP	-0.2218125
LAMA3	2.16733333333333
BGN	1.22325
GPR160	-0.059
COCH	-4.9225
GPR81	1.03783333333333
APOBEC3F	-1.96575
tcag7.1017	-0.3495
C1orf32	0.475
SCGB1D2	5.9845
FLJ43987	-0.3995
C6orf170	0.87775
KLK9	0.1835
GPD1L	0.06125
VPS37B	0.049
ATG3	-0.9965
ADAMTS17	0.126
KLHDC2	-0.513666666666667
NDUFV2	-0.109
BLK	-3.25275
MATN4	-1.6345
GPM6A	-0.151
GBP4	4.14716666666667
TMEM162	0.232
PKP2	0.365
HRASLS	2.36722222222222
MMP1	-2.611
SFXN3	0.4235
FSD1	-1.85266666666667
ST6GALNAC3	-2.7675
CA12	3.2914
NCOA6	0.91875
C19orf58	0.2495
PPP4R1	0.0608333333333333
MAN1A2	0.928166666666667
IKBKAP	-0.98875
UPF1	0.00133333333333334
KIAA1219	0.958
WNT16	-0.0523333333333333
SNW1	0.227625
IL18RAP	2.54725
RPP30	0.08425
CDC40	0.283428571428571
SETD3	0.95
SLAMF6	0.004
ELK4	-0.212
TRIM47	0.359666666666667
ACOX3	1.35175
TRIM6	1.252125
KIAA0372	-0.414333333333333
TP53AP1	1.441625
SMURF2	-0.9765
ADAD1	0.298
EBP	-0.9366
KRTAP13-2	-0.094
FLJ36874	-1.19216666666667
TOR1A	-0.140166666666667
P2RY4	0.63
GPBP1	0.3425
TRPV1	-0.019
ADAMTS12	1.12633333333333
PES1	-1.6793
ATG4A	1.1295
MAGEA10	-4.41975
WFS1	2.1215
CC2D1B	-0.12
PABPN1	0.08025
SLC25A30	-0.6165
SLCO1C1	-0.2824
SLC22A5	2.4865
KIF23	-1.93633333333333
SYN2	-0.5735
ASPN	8.25316666666667
CENTG2	0.62275
QSOX2	-1.6821
FLJ10815	-0.297666666666667
STK24	-0.542375
SPEG	0.7415
STK10	-0.1755
DACT2	-2.1285
AAAS	-0.80425
SSX3	-1.6445
ABCD3	0.942
C4orf12	-0.6225
PARVG	-0.0555
FIG4	0.61975
C9orf46	1.7235
TMCO6	-0.6005
IGHMBP2	0.3095
DUS2L	-1.21316666666667
FAM3C	-0.185375
TMEM16D	-1.704875
DCTN4	0.9775
KCNH3	-0.309
EIF2AK2	1.9865
AP1S3	1.315375
CST4	3.647
PAM	1.47625
NUTF2	-0.7115
CITED2	-0.2578
SLC39A4	0.0985
C2orf52	-1.198
GRM3	-0.411
C12orf49	0.168375
CCDC49	-0.5416
GRAMD1B	-1.56225
FNDC4	-0.3925
SIAH2	1.759375
GDPD4	0.23975
C21orf87	0.499875
ATP5A1	-1.077
C16orf63	0.243125
LOC388135	-0.211333333333333
ATP5J2	-0.275
MMP3	-0.3335
EMID2	-0.37275
CRHR1	0.226
WDR70	0.0505
C13orf31	1.26775
ZFAND1	-1.02275
CCL18	3.33583333333333
C3orf49	0.356
RINT1	-0.9365
KIAA0408	-1.89366666666667
F13A1	5.3268
SLC10A1	0.396833333333333
OGN	0.7265
GIPC2	-2.04066666666667
XPO6	-0.0316666666666667
LCE1A	0.7725
FMR1	0.8889
LOC374920	0.506
DUSP3	0.206625
ANKMY1	0.02025
C7orf50	-0.57275
BBS9	-0.0552000000000001
UNC119B	-0.74175
C9orf72	0.13775
MGC35440	0.028
ENTPD6	0.355
PPP1R2P9	0.645
ERCC4	1.05325
FAHD2B	-1.6855
HMHA1	0.69
HACL1	-0.593
RAD23A	-0.8405
FAM83B	-0.4705
PPP5C	-1.11233333333333
RNASEH2C	-0.19625
C9orf153	-1.102
SCAMP4	0.35675
GHITM	0.8223
NDUFB7	0.130875
ADCYAP1	-0.8625
SP110	3.0295
MAP3K7IP2	1.17825
DHH	0.4245
AGRN	0.838428571428571
WDR33	-0.290333333333333
CEP290	-0.103
PRPS1L1	-1.86133333333333
KLRA1	-0.5125
GPR97	0.2555
CHD7	-0.694666666666667
TLR10	0.9675
SLC30A8	0.8195
HIC1	1.1005
IAPP	-0.2725
RXFP4	0.4355
GP1BB	0.01475
SHQ1	0.8865
NKX2-3	0.284333333333333
API5	-0.1585
FTHP1	1.56
MOV10L1	0.211333333333333
TRIM6-TRIM34	3.22483333333333
ADHFE1	0.8835
FAM117A	-0.0315
DDI1	0.686
CDON	-0.126
TRIM73	-0.6245
IGKC	4.835
MMP14	0.457
DYNC1LI1	-0.914875
C11orf66	0.399
TRBV3-1	-1.705
FASTKD5	0.464
BIVM	-2.054
LHX4	-0.54475
CXCL2	-0.6332
RAB2B	-0.325
IZUMO1	-1.17475
MAP3K15	-2.1675
FAM19A2	0.108833333333333
ZC3H8	-0.378
ZMAT1	1.406875
SPINK5L3	-3.645
SLC10A6	0.9105
APPL2	-0.746375
CARD10	-0.313333333333333
LOC402176	-1.97825
EEF1D	0.2652
RAB6A	1.74
C12orf5	-0.18425
PAPOLG	0.269
MSRB2	1.589
BCR	-0.146
PUS3	-0.54325
TIAM2	0.347
ZNF317	-0.0301666666666667
CHD2	-0.466357142857143
FZD5	-0.997181818181818
NUDT8	-1.7125
ZNF763	-0.1895
PRC1	-2.31033333333333
ABCB9	0.154833333333333
SPATA3	0.2105
TRAK2	0.5775
STAB1	2.494125
LRRTM2	0.1812
psiTPTE22	0.239
DBI	0.85575
SERPINA11	-0.595
NAT5	0.87375
C20orf58	-2.29575
RPS6KA4	0.00716666666666667
FLJ90650	-0.702
TGFBRAP1	-0.15525
CHRDL2	2.649875
FAHD2A	-1.9965
CNTN1	0.145
BBS4	-0.719
TMEM181	0.07625
MINPP1	-0.8415
MPHOSPH6	-0.883
HOXC10	0.5789
ITPKB	-0.355375
CLPTM1L	0.567
MEOX2	0.139833333333333
ATP6V0C	0.76475
PRPF8	-1.48166666666667
TMC5	1.37775
FKBP3	0.0735
PLEKHB2	0.276875
OR4D6	0.642
ZNF544	0.8425
D2HGDH	-0.916375
RPL18A	-0.9423
HEL308	0.112375
MPP6	-4.4635
TCERG1	-0.883
KRT16	0.107
KLF17	-0.99875
KLF5	-1.66575
CDR1	1.863625
VCX3A	-3.676
FBLN2	2.684375
C14orf104	-0.00775
HBE1	-4.605
OR4S2	0.391
C1orf108	-0.541833333333333
ROBO4	3.048
CPEB4	1.175
C11orf80	-0.104166666666667
BCKDHA	-0.6255
MYOC	0.09425
GIF	0.0745
CKMT1A	-0.733
RPL3	-0.3465
THBS1	2.9285
APOO	-0.462
ARMCX1	2.09
HSZFP36	0.89825
SNAPC5	-0.42225
EIF4ENIF1	0.7365
ZNF433	0.22725
TNFRSF21	-1.0255
TMPRSS7	-0.129
SPATA18	1.036
HPDL	-1.766
MKL2	2.5161
TBX3	1.15115384615385
C21orf93	0.398166666666667
DAXX	0.178
ELMO1	-0.50225
RGS13	2.67783333333333
TAF11	-0.82575
UNC13A	-2.45575
LOC653314	-0.5183
ORC3L	0.233
IMAA	-1.972
TARBP2	-0.67825
CABIN1	-0.7015
TRIOBP	-0.338375
HIST1H2AC	0.1255
RGS22	0.636666666666667
NCOA1	1.21266666666667
IL25	0.2105
SNCG	0.8345
GPR6	0.112
AMDHD1	0.865
CHEK2	-0.82875
C6orf142	0.497
DRD4	0.34175
C14orf68	-1.1935
GDF11	-2.21475
SEMG2	0.641
CD247	-1.6735
CDAN1	-0.37175
RBMX2	0.367833333333333
TGS1	-0.60275
OIT3	0.166
SYF2	0.5455
MCM4	-1.97425
PKHD1L1	0.444125
CEP192	-0.580833333333333
IFT88	0.3745
RPL9	-0.203642857142857
RAB32	0.388875
DDX43	-2.2175
P2RX2	0.525833333333333
OR5D18	0.3625
UBE1	-1.12208333333333
SLC24A1	0.437625
ARHGAP5	-0.253
CETP	-1.75875
KIAA1731	-0.8005
SLC9A4	0.3465
PTPN6	1.1375
BAHD1	-0.05
GRIK3	0.31
CACNB2	-0.3916
PDE10A	-0.66
DGCR14	-0.554
PCDHB9	-0.418666666666667
RHOQ	-0.551333333333333
MAP3K4	0.642
KTI12	0.1975
RPL23AP13	-2.0195
GNG11	-0.71725
CLCN3	1.49433333333333
GPAM	-0.760875
VSTM2A	0.5625
SLAMF7	2.4265
INTS2	-0.8565
PPP2CA	0.1756
LRP12	-0.5854
SEC14L2	3.21177777777778
DKFZP586H2123	3.65625
MC3R	0.451
CIRH1A	-2.287
HIST1H2AB	0.773666666666667
POLH	-1.03075
MGC16703	-1.54083333333333
SNAPC2	0.7235
FILIP1L	1.217
RASGRP4	1.057
LRRC1	2.3505
GAS1	0.7615
PRAC	-0.88675
DGKA	0.219833333333333
NT5C3	-0.14425
PEG3	-3.81341666666667
NADK	-0.71625
PRR17	0.6145
LOC374569	-0.22775
SGSH	-0.436333333333333
NLRP8	0.453
GALT	-0.975
MCF2	-0.9345
ZNF263	0.68225
TACSTD1	1.5735
TYR	-6.1918
ATP6AP2	0.304
RNUXA	0.22
ABHD10	-0.1972
GDPD2	-1.917
SLC35C1	-0.30725
UBE2A	0.422625
HERC5	1.32533333333333
FAM112B	-4.52933333333333
FBXL16	2.983
DKFZP434A0131	-0.791
ELA3A	-2.343
RBM41	-0.564125
HAO2	-0.138333333333333
RNH1	-0.06375
SHANK2	2.20133333333333
OSBP2	-1.796375
DAK	-0.909
C3orf58	0.118333333333333
TCL1B	2.4815
KBTBD2	-0.105
SUGT1L1	0.2415
UBE2E2	-0.267666666666667
MYL9	2.730375
CDC23	-0.296833333333333
PBXIP1	1.4014
CXorf40B	0.231
NBL1	1.152
RTBDN	0.308
RAB11FIP5	0.444375
TTTY13	-0.451
SCOTIN	-0.306833333333333
SOHLH1	-1.60866666666667
CDKN1A	-0.9155
NCK1	0.61875
ZNF550	0.65225
SAPS3	0.729833333333333
SPIN3	0.0656666666666667
MAGEE2	0.07275
MIS12	-0.894166666666667
OR8H2	0.5385
KIAA0774	-1.22183333333333
UNC5D	-1.701
CUL7	-1.06633333333333
LIPC	-3.01116666666667
DIO1	2.5905
C20orf11	0.8776
CTRL	-0.54
HS3ST2	1.2035
PAK4	0.190166666666667
CCRL1	4.21925
RNF10	0.75675
ZNF567	0.79825
ZNF660	-1.0635
TCEAL3	1.445
MAGOH	1.08
CENPB	-0.282833333333333
C19orf7	1.04325
LOC388965	0.01175
ZCCHC13	-0.373
JMJD1A	-0.6651
HIST1H4H	0.2645
TBRG1	0.0441
GPC3	-5.066875
TAF1C	-1.250375
EBNA1BP2	-0.321833333333333
CIAPIN1	-0.98875
PDGFRA	-0.647277777777778
CSTB	0.072375
CENPI	-1.43383333333333
GTF2E2	-0.0246666666666667
RPP21	0.06975
CCNF	-1.1555
KCNQ3	1.156
FAM79A	0.8395
SLC22A12	0.4895
NOVA1	0.0686666666666667
FZD3	-0.2958
AKAP8	-0.20025
SOCS5	-0.015375
CFDP1	-0.711
DLG5	1.74975
PGM5	-0.330166666666667
C1orf144	0.261166666666667
HDAC10	-1.5605
RND2	0.48175
C20orf199	-0.643
RNMT	-0.689875
SLURP1	0.312
ASTN1	-0.222125
SH3BGR	1.86975
MYCL1	-0.829125
ZHX1	-0.4645
CENPK	-3.3925
FOSB	0.6065
LOC643406	0.50975
C2orf59	-1.04375
TMEM135	-0.520125
SLC27A2	0.9615
KRT33A	2.33
OVOL1	1.380625
PAMCI	-1.82666666666667
S100A7	-0.3405
ZNF789	-0.021
HARS2	0.444
RPL23A	-0.883666666666667
TCF23	-0.093
UPF3B	-1.108875
C17orf78	-0.29
HLA-DOB	-0.116333333333333
C14orf142	0.8805
TEKT5	2.14016666666667
DMWD	0.269
POLD1	-1.3585
GSCL	-0.3775
CALD1	0.8353
SCRT1	0.338
AIG1	1.889
UNC84B	-1.42775
ZNF404	0.3755
TMED6	-3.36725
KIAA1462	-0.644
LRRC27	2.01666666666667
PYGO1	-0.15
PIGU	-0.329833333333333
ALAS2	-3.70933333333333
WRNIP1	0.286375
CNNM3	-0.581
ZNF2	0.50125
ST3GAL5	-1.07066666666667
MRPL23	0.19275
TSSK6	-0.21825
PSMA6	0.1465
C16orf70	-0.33425
KIAA1602	-0.17
ALMS1	0.622333333333333
DCN	2.330375
TMEM132D	-0.947
SUCLG2	0.295
ABHD14A	-0.3925
DEXI	1.28166666666667
AMPD2	-1.56566666666667
IFNAR2	-0.573
CYB5A	2.7813
TLOC1	-0.73975
NXF5	-0.465833333333333
NRBF2	0.193625
KCTD3	2.57375
ITGAE	-1.497
SLC30A3	-1.81083333333333
ZRF1	-0.936
IFRD2	-0.84925
XAB1	-0.264
PYCR2	-0.0288333333333333
SERPINB3	-5.2145
TMLHE	-0.4617
GEFT	-1.38
ABCA5	-0.30875
EMR4	0.5275
TSFM	-0.10075
HIST3H2BB	-0.02225
ARHGEF19	0.6755
TSPAN17	0.496333333333333
ABCC8	4.63675
MAP1S	0.0625
C22orf36	-0.04325
BNC2	-0.419071428571428
HIST1H4A	-1.18425
NDUFS3	-0.0876666666666667
WDR3	-0.323833333333333
XKR4	-0.893333333333333
TTC33	-0.210857142857143
STMN2	4.627
CPN2	-0.994166666666667
HSPC105	1.26575
PCOLCE2	-4.9815
C3orf55	0.3
KLHDC9	3.60416666666667
TBC1D23	0.3315
ATXN2L	-0.773083333333333
MAP2K3	0.055
SCAP	-0.7975
ZNF486	-0.266333333333333
C20orf96	0.922
NARS	-0.0345
ADAMTSL1	-0.847
PRCC	1.205
CCDC126	2.29458333333333
ZNF675	-0.749
CALCOCO1	-0.1295
ANKRD43	-0.155
CWF19L2	-0.133
ZBTB32	2.05316666666667
BRAF	0.24675
ODF4	0.437
MGC14376	1.44566666666667
HORMAD1	-3.34166666666667
AAK1	-0.108
PEBP1	0.858166666666667
TNFSF5IP1	-0.13
DKFZp564N2472	0.58075
RMND1	0.539
IGKV1-5	4.38675
COL1A2	3.30966666666667
SERPINA5	1.181
AANAT	0.756
C19orf21	1.382
GEMIN5	-0.31275
UBR4	-0.726
LTBP3	0.669833333333333
AMHR2	-2.045
PROCR	-0.6865
MYBBP1A	-1.36225
C20orf39	-0.384166666666667
ZNF697	0.33225
PASK	-0.1703
ZNF776	1.921
RFXDC2	0.464
KIAA0467	-0.10875
C10orf96	-2.738
ZNF503	-1.35825
GULP1	-1.21683333333333
KCNE4	2.57533333333333
DKFZp434K191	-0.921375
LOC196913	0.5595
BHLHB4	-0.181
CH25H	0.8225
LOC81691	-0.573666666666667
ALPL	-0.534714285714286
COL12A1	3.106375
FOLR3	-1.211
GPR123	-0.03525
TRIM62	0.0947142857142857
ABLIM1	0.603333333333333
MAST3	-0.47125
RHBDD1	0.877833333333333
LOC338809	0.5885
RYBP	0.7145
TTC26	0.594375
ZNF22	0.332166666666667
ISCA2	0.33275
RDM1	-1.9345
PIGM	0.821
GNB3	-1.235
ACTR2	0.3363
HMGB1	0.198
EDG1	2.42416666666667
SOAT2	-3.09025
OR10AD1	0.1035
RAP1GDS1	1.93675
LCE1F	0.5255
ESM1	-0.552625
RCN3	2.18275
CREBL1	-0.53175
DBNL	-0.984833333333333
PTGER3	3.573375
USP30	0.252666666666667
BCL2L12	-0.112833333333333
KIF26B	2.46875
ZNF416	1.64225
ZNF225	0.069
C17orf70	0.1265
ZNF554	1.0505
RAE1	-0.292833333333333
TNIK	0.0861666666666667
ACTN3	1.3655
MGC45922	0.4075
CCNA1	-0.1885
RYK	1.583
IL26	0.389
LRP3	0.27
QARS	-1.49475
SOX7	0.594642857142857
BID	-0.636125
OR2S2	0.435
CXCL14	5.15875
C11orf47	-0.7395
MGC29891	1.41
HSPB8	3.2776
PRDM14	-1.5665
NUFIP2	-0.27575
MNAT1	-0.377875
ZDHHC2	-1.50408333333333
MBNL2	-0.39025
ADD3	-0.2555
CSNK2A1P	-0.377
KLK6	-0.392
TMEM111	0.3884
KIAA1279	0.586
NUBP2	0.323166666666667
RAB42	-0.6405
ID3	-0.732
TM9SF1	0.13775
MDP-1	0.219
POU4F2	0.217
IQCK	2.3935
C16orf14	0.069
CAPN3	-1.7065
FAM43B	-0.34175
RECQL	-0.9555
AP1G1	-0.431142857142857
CTNNBL1	0.2705
ECHDC1	-2.00216666666667
SMARCC1	-1.0375
FOXQ1	-0.733125
GNAI3	-0.0671666666666667
POLG2	-1.49925
CD4	0.676375
ITLN1	-0.35875
EBI2	2.24825
IRF1	0.392
PTPRE	1.9689
PTK2B	-1.21875
NXNL2	0.9485
SOX4	1.36461111111111
TSPAN3	0.0161666666666667
SH2D1A	-3.4455
C8orf58	-0.509833333333333
USP20	-0.89
DUSP22	-0.711333333333333
CALB1	-2.1682
L3MBTL2	0.253
MCRS1	-0.89775
TMEM118	0.274333333333333
C18orf8	0.507166666666667
FLJ10241	-0.24525
GJA12	1.12775
PKD1	-0.412
ZFP3	0.1845
JAM3	-0.68
LAPTM4A	1.9253
DIRC2	1.48725
KIAA2022	-0.6685
MYOM1	-0.2255
TRPM8	-3.15483333333333
MOP-1	0.915
PHKG2	0.828375
ZNF650	0.041625
KIAA1522	1.583625
PSG8	-1.30033333333333
DDX19B	-1.2075
MOBKL1B	0.61875
DIAPH2	-0.320083333333333
PTPN12	0.42125
CLN8	-0.9037
CRYZL1	-0.258833333333333
CRY2	0.418583333333333
FCGR2B	3.60333333333333
PNPLA4	1.324375
ZNF454	-0.394
DKFZp434B1231	0.004
CLDN11	1.074
RFWD2	1.27316666666667
CIB2	-1.00733333333333
MXRA8	3.397625
HRK	-0.863
MAML2	-0.9465
C4orf31	0.73275
C6orf192	0.90775
COG6	0.57975
FAM5B	0.6495
NFATC1	0.1448
SEPT10	0.22775
SCYL1	-0.0689
RPP40	-0.60675
SCOC	0.6266
KIAA1450	-0.2885
CTDSPL2	-0.48625
TBX5	2.6556
NAPG	0.702375
RHD	-4.53825
C14orf45	2.97916666666667
ZBTB22	0.777
PLCG1	-0.7565
ANKRD10	-1.57125
AQP7P2	-0.82125
TAGLN2	0.413666666666667
HTR2C	-1.37116666666667
SLC16A7	-1.71433333333333
C17orf83	0.1115
TSGA14	-0.105833333333333
MDH1	-0.57025
PPP3R2	-0.08
DCBLD2	-2.68507142857143
RBM33	-0.061375
DPH3	-0.43975
SYT10	-2.34216666666667
FMO4	2.7205
THYN1	-0.2265
DRD5	-2.411
OTOR	1.338
PGRMC2	0.8786
KATNAL1	-0.20325
PAQR6	-1.30525
UBE2I	0.12625
C14orf28	0.76225
C8orf70	-0.7395
FLYWCH1	-0.174375
ANGPTL3	-1.54166666666667
GLRX2	0.295666666666667
ATP11A	-1.32635714285714
ARL5B	0.35225
MUC16	-2.7505
SLC25A5	-1.41442857142857
ACRC	-0.6605
MYO1C	-0.7225
FAM89B	1.15866666666667
FAS	0.074625
KIFAP3	1.27125
GLRA2	0.1375
BTN3A2	0.4597
CNKSR3	-0.314
CSTF3	-0.479
ARPM1	-0.16875
KIAA1530	-0.48
C9orf150	2.87266666666667
PRKCI	-1.1655
tcag7.1015	-1.49475
SOD3	-0.7275
ZNF574	0.245
CYP21A2	2.5495
RPL12	0.3295
COMMD2	-0.767
WIZ	0.36125
LOC344405	-1.65925
ALDH4A1	-0.757470588235294
CRYAB	2.5205
COPA	0.411766666666667
PCDHGA7	0.653666666666667
KIF11	-1.11833333333333
RASD2	-0.801375
SLC26A3	1.169
ZNF175	-1.61
JAKMIP2	-1.243
C8orf4	1.93666666666667
PTHLH	1.80925
SLC40A1	0.679
OR7D4	0.217833333333333
PCDHB17	-1.236
CD36	1.57664285714286
C6orf203	0.8368
PRKG2	0.416
LOC400566	1.412
ANAPC13	0.99275
SLCO3A1	-0.8185
ZNF692	-1.321
FANCL	-0.446
SH3GLB1	1.185
C12orf61	-0.1455
KBTBD6	-0.58575
SUPT5H	0.260625
XRCC6	-0.9694
HUS1B	1.7386
FAM133B	-0.3785
LOC728276	-0.3595
KCTD18	1.12275
SOS2	0.795
CCDC99	-1.38525
C1QTNF5	3.6165
NNAT	-0.0186666666666667
USP16	0.16075
LARS	-1.058625
ZBTB2	1.399375
ABO	0.228833333333333
TRAF3	0.6805
GALNT5	-1.9155
NAP5	0.900625
ALG14	0.788666666666667
KIAA0515	-0.0688076923076923
WDR75	-0.370666666666667
TEX261	-0.589583333333333
LY86	0.62025
LOC389072	-0.635
FLJ13611	0.29375
MRGPRX2	0.5035
SNRPA	-1.397
OR2G2	0.6545
GPRASP2	-0.147
C7orf42	0.7857
C9orf163	-0.3465
CYP11B2	-0.2
FCRL3	0.839166666666667
PRDX1	0.35625
FGB	-2.01916666666667
COX17	0.4275
C16orf33	0.2785
PIWIL1	-0.9525
FOLR1	-2.49983333333333
KIAA0082	-0.38925
FREQ	-0.546833333333333
TMCC2	-1.37716666666667
TCF12	0.371833333333333
ZNF721	1.30925
FAM130A2	0.88375
POU4F1	-2.317
SNRPF	-0.51025
SGIP1	2.16483333333333
ZNF641	0.881
EMG1	-0.21825
PRRG4	2.2095
HIRA	-1.413
MYNN	-0.312333333333333
AEBP2	-0.712166666666667
TBXA2R	0.651666666666667
ISL2	-1.94816666666667
PCDHB11	0.695
RNF144A	-1.26325
MARCH5	0.717375
DULLARD	-1.2225
DCLRE1B	-0.6325
ITGA8	-0.0545
TP73	-0.021875
PRKCD	1.35025
NDUFB4	1.09775
ATP13A4	1.9465
ANTXR2	-0.8055
COL4A3	-1.1532
MYO10	-1.1737
SLC6A18	0.415
PEX1	0.108
TMEM74	-3.11966666666667
RBM19	-0.455
TAPBP	0.33515
RUNX1	0.701875
MID1	-1.17525
GPR64	-2.00533333333333
RASEF	2.902
GABRG1	0.07
MYO16	-1.4775
DBF4	-1.4355
TSHZ2	2.24125
RIPK2	0.577125
PPTC7	0.571833333333333
KIF4B	-0.7505
LRRC31	1.875375
ZNF540	-0.1155
EFNB3	-0.235666666666667
LOH12CR1	1.10375
STON2	0.422
GLP1R	0.593
CSTF2T	0.76575
IREB2	-0.71875
GRSF1	0.03175
PDCD7	-0.841
LRRC43	-0.147
CNR1	-0.252166666666667
IL1F7	-0.765
C12orf64	-0.0403333333333333
FAM69B	-0.2935
NR2E1	-2.87866666666667
MS4A6A	1.8399
FTL	-0.888
C7orf36	0.16775
PCLO	1.8114
DYRK2	1.19166666666667
ARIH2	-0.6885
SAMD7	-0.395
SCNN1D	-0.567
SLC32A1	-1.77957142857143
C22orf25	-1.37016666666667
MRPS18A	0.0125
GPR112	-1.4165
EARS2	-0.09675
ERN2	0.3235
ATPBD3	0.238
PRH2	-0.0945
CDKN2D	0.6015
PGLYRP2	3.7835
TRIM40	0.250333333333333
SEC14L3	-0.058
SLC22A1	-1.11325
BTN2A3	-0.035
RASA4	0.10325
CCNL2	-0.889666666666667
MYBPC3	0.087
GJA4	3.211
CDC42SE1	0.6045
TRPV2	-0.9995
MYPN	-3.9266
SIM1	0.3495
CDADC1	0.280333333333333
ZFHX4	0.64175
NIBP	0.625666666666667
ADAMTS19	-2.27566666666667
ABTB2	-1.54475
TSPYL2	-0.978375
EIF2S3	-0.3139
SOX30	-0.18925
AP2A1	-0.889333333333333
DKFZP564O0523	0.147833333333333
LOC285398	0.19625
CDH18	-4.601
CHL1	1.17725
GATS	-0.5797
TBC1D2B	-0.78
OR1J1	-0.0425
GSN	1.12633333333333
DPCR1	0.2895
GARNL4	-1.039
SMARCA5	0.0945
PLEKHG3	0.1455
ZBTB45	2.422
FRMD6	0.388333333333333
PLS1	1.29933333333333
DGKZ	-0.0256666666666667
EFNA1	2.0899
WDR85	-0.532875
ANK2	-0.59525
PAGE4	-1.26783333333333
SENP6	0.705
AKR7A2	-0.652
FKBP10	-1.7275
VEGFC	-1.19
LARP1	-0.385375
SRBD1	0.21475
ITGB6	4.0175
SLC1A2	-0.334142857142857
INVS	0.23
MPO	0.319
MOBKL3	-0.0387
CUTL2	-1.360875
KLK2	0.134666666666667
VIM	-1.176
REG1B	0.1245
PCDHGC4	-0.22
C3orf34	1.34316666666667
SUMO3	0.046
CST9L	1.369
MLL4	-0.793
SPR	1.27033333333333
SAMD9L	2.84725
ABCE1	-0.81725
SUPT3H	-0.418666666666667
ACTBL1	0.5765
ADAMTS4	1.09516666666667
SLIT3	3.30675
RHEBL1	-0.37
NPM2	-1.87325
MAN1C1	1.6575
KIAA1856	0.67625
HSPA6	1.278
LOC388152	-0.9115
C10orf140	-1.423
ZDHHC12	-0.0355
LIN7A	-1.6493
PHC2	-0.168166666666667
SPHK1	-0.23525
TRIM26	0.3098125
FAM83E	1.275
C18orf24	-1.36883333333333
ZNF578	0.721166666666667
ORAI1	-0.6235
RUVBL1	0.0425
C7orf20	-0.0781666666666667
APAF1	0.345
SLC36A4	-1.96933333333333
MYH11	4.38516666666667
NEK1	0.261
MPP2	-1.007875
C12orf24	-2.4835
TNK2	0.591
ZNF289	-0.96675
MATN3	-0.432
IFNGR2	0.680166666666667
ITPR1	-0.3665
EBF3	2.956
TBC1D20	0.6037
OR10P1	0.539
DDAH2	1.5845
SHPRH	-0.337875
STX7	0.1325
LOC554248	-1.009
BCAR1	0.34175
ATXN3	0.669166666666667
TRIM27	-1.07475
CDC42EP2	1.1285
CHP	0.406928571428572
SOX17	1.9915
ZNF259	-0.535166666666667
CHCHD1	1.783625
ZDHHC19	0.147
GBP2	2.9165
GARNL3	2.030375
MRC2	0.073
C1orf52	0.1215
AOF2	-0.096
LRPPRC	0.0404999999999999
ACVR1C	-0.810833333333333
TM4SF18	1.85166666666667
TMEM169	-0.550833333333333
PPP1R16A	-0.08675
EBF1	1.1885
RRS1	-0.0781666666666667
SNX2	-0.07675
OR2T2	0.347
RBX1	-0.0665
ANKRD54	0.0375
TSNAX	0.723333333333333
TMEM83	-2.41325
ZBTB7A	0.551
ATM	-1.76890909090909
LOC338328	2.265
TIE1	0.893833333333333
HIST1H3G	0.207333333333333
PASD1	-4.15333333333333
TINAG	0.376
PCDHAC2	1.2065
LRRC15	-0.380125
WBSCR17	-0.96325
TFF2	0.1
PARP2	-0.56425
NDFIP2	-0.375375
PCDHGB2	-0.167
WDR60	-0.01475
MAP7D2	-1.3977
USP45	-0.453
GSDML	-1.28575
TNS1	0.2194
PLCD4	-0.9245
IQCD	2.21133333333333
SMPX	-1.742
CD9	1.43833333333333
SRGN	0.59475
CASP7	2.156875
INOC1	-0.119666666666667
DKFZp451M2119	-1.803375
VMAC	1.184
USP53	-0.0587
CAMK1G	-0.98725
TMEM106A	0.151166666666667
CDC20	-1.625
ACSL5	-0.784333333333333
CBWD5	-0.726375
C1orf87	0.084
KIAA1274	0.31025
PRUNE2	0.784
LYPLA2	-0.500833333333333
DOK6	-1.19333333333333
GPR149	-0.163
FAM30A	2.34375
TMEM129	-0.02875
SLC35B3	0.722
ACPP	-1.772
LOC200261	-1.359
SLC4A7	0.23
CCDC40	3.723
GART	-1.39325
THOP1	-1.3135
SCARB1	-1.019375
CACNA1F	0.4895
TRIAP1	-0.498666666666667
SYT14L	0.3655
SFRS8	-0.243
PBOV1	-0.114
GOLSYN	3.42275
GJB7	-1.7245
CAMK2N1	1.108
GREM1	4.42675
FLJ20433	0.1675
QPCT	-3.157
PRKAG2	1.93016666666667
H2AFX	-0.54025
C6orf154	1.9625
PLOD3	-0.8425
ZBTB39	-0.213833333333333
WASF3	-0.960833333333333
DRG1	-0.79075
PRR4	-0.9825
SPCS1	-1.38125
KDELR3	0.102666666666667
SRP19	0.1895
GABRA6	0.707
