Hybridization REF	TCGA-BH-A0B5-11A-23R-A12P-07
AMACR	-0.0493333333333333
RHCG	0.52425
VPS13A	-0.987333333333333
FAM55D	1.581
PRPF38B	-0.781333333333333
OSBPL6	-1.01475
PFDN5	1.3275
CMTM6	-0.5935
KCNK12	-1.2665
RP2	-0.0725
C16orf52	-1.07575
PICK1	0.166
IFNE1	-1.1368
SEMA4B	-0.26925
TYRO3	1.688
OR12D2	0.5755
CSNK1A1	-0.11205
FANCF	-0.31725
LONP2	0.47175
TBL1Y	-0.36975
LDOC1L	-0.414
CCNC	0.18325
C3orf60	-0.0375
CHKA	-0.77825
UBAP1	0.61675
MAP3K1	-0.6405
ANKRD9	-0.23825
FAM92A1	-0.00366666666666667
GAB2	1.491625
AZU1	-0.15125
DIS3	0.00725
C21orf109	-2.23975
IQCB1	-1.00625
SPATS2	-1.89283333333333
EFCAB3	0.478
PRB3	0.56775
FUZ	0.718833333333333
ZNF813	-0.338875
BMPER	0.863
HEG1	0.353875
ALS2CR11	-0.61975
SURF2	-6.93889390390723e-18
PSMC1	0.0710833333333333
OR2D2	0.816
SLC7A8	1.687
C4orf40	0.558
SPATA7	1.09825
MAZ	-0.995833333333333
PIN4	-0.2255
PDE1A	1.320875
TAF6L	0.0513333333333333
OR2T34	0.4815
KIAA0284	-0.76175
ACADS	3.32509090909091
MKRN2	0.068
C18orf56	-4.80575
MS4A6E	0.4512
GALNT4	-0.1635
C22orf31	1.4555
FLJ36070	1.547
PSME4	-0.91675
TFG	-0.542
EPHX2	2.414875
ANXA5	0.608625
KRTAP1-1	0.619
BATF	-1.3575
KARS	-0.48575
MSTP9	-0.6955
GPR26	-0.1955
CCDC72	0.05725
TEF	2.49366666666667
FOXK1	-0.1703
PRLHR	0.8635
EMX1	0.337
C11orf30	-0.69525
ICK	0.15625
THSD7B	0.67925
C21orf100	-1.08
DUOX1	0.8495
EFCAB4B	-0.85275
UBE2G2	-0.815333333333333
C3orf54	1.17175
PARP1	-2.08975
FAM60A	-2.628
C6orf146	1.41125
OR9K2	0.5475
DDX55	-1.549
RPS15	0.677583333333333
ZNF618	0.1235625
DKFZp686D0972	0.07
SSPO	-0.7935
SHFM3P1	1.13333333333333
CPA6	-2.152
JAG2	1.6515
DEFA3	2.80725
PPBPL2	0.6282
CD34	5.63375
SLCO4A1	-1.408625
AFG3L1	-1.61783333333333
SHD	-0.95475
RP13-122B23.3	-0.0188333333333333
PRKCSH	-0.872333333333333
DPH5	-0.0775
HLA-F	2.218625
TBC1D4	0.7425
RIG	0.174666666666667
GLUD1	-0.281833333333333
HNRPCL1	0.048
HBXIP	-0.138
RNF207	-1.7145
APIP	0.79425
PLA2G3	-2.3575
CCDC84	-0.88425
MYLIP	0.00146153846153848
PHIP	-0.21825
AARS2	-0.663166666666667
DHX32	0.046
SCAPER	0.1515
MEN1	0.035
NIP7	-1.29425
FLJ25404	0.927
FASTKD3	-0.7675
TMEM158	-2.81616666666667
RARA	1.21375
BDH1	1.873
ANKRD16	0.293
CARM1	-0.536
SS18	0.308666666666667
IKZF2	-0.92775
MYD88	-0.518875
PML	0.3395
TAF1A	-1.33625
CBFB	-0.91675
HIST1H3H	-2.87533333333333
C7orf29	-3.2445
COMMD4	-0.787
DPP3	-1.498
DAB2	1.31725
LOC388882	0.341
YPEL4	0.51525
AGBL3	1.42425
LRP6	-0.2672
SERPINH1	-0.289666666666667
TLE1	0.87425
CD244	0.383333333333333
ZDHHC15	-1.1955
MGLL	2.6669
PLDN	0.19325
LOC654346	0.509
FAP	1.447
GPR37	-0.3435
SCARA5	4.4855
EBF4	0.108636363636364
LSM6	1.19475
MLLT1	0.316625
SLC5A12	0.1405
A2BP1	-0.672333333333333
COPS5	-0.0401666666666667
TPM4	-1.56557142857143
TNFSF4	-1.309
ACADSB	0.977388888888889
HERPUD1	-0.17225
BCL2L11	-0.879
CEP78	-2.249625
CDCA3	-2.5295
WBSCR19	0.97
MYO1A	-1.916
PPEF1	-1.77366666666667
LOC440348	-0.51525
CPEB2	1.0515
BPTF	-0.632916666666667
RPL21	1.3524375
GSX2	0.992
ADPRH	1.26616666666667
C17orf68	0.309333333333333
KCNS1	-0.9935
MLLT6	0.2977
PIWIL4	1.69925
RNF26	-0.761
RAP1B	1.8345
ADAMTS1	0.5814
ZNF571	0.3885
P2RY6	-1.021
TRIM21	1.09633333333333
CADM3	2.941
NLRC5	0.400833333333333
ADRA2B	2.397
LOC90835	-2.22725
PCF11	-0.145
LOC400451	-0.9935
GLTSCR1	0.9063
C17orf88	-0.117166666666667
CDH16	0.000750000000000084
FGF7	3.092625
PCSK4	1.54716666666667
NPC1L1	0.399333333333333
TAT	0.958
TBCA	-0.1585
MGC33407	-0.271
GPR115	-1.763375
CYGB	2.619
FNBP4	-1.09216666666667
C12orf43	0.17025
CBL	-0.1264
CLECL1	-0.01675
PPAPDC1A	-2.73525
WDR25	0.516666666666667
SGCA	3.6425
C22orf29	-0.448333333333333
YIPF1	0.31475
GALK2	-0.3935
RAB3B	-3.61090909090909
LOC440087	-0.6725
UCP1	-1.1845
REEP5	0.904125
FADD	-1.0829
FOXA1	-6.693
CACNA1A	1.65483333333333
ABI1	-0.2995
GRIN2D	1.61675
SLC1A4	-2.26666666666667
LOC401127	-0.32825
HINT2	1.21125
PLD4	-0.671666666666667
ZNF286A	-1.48725
ENY2	-0.06225
IL1F6	0.683
PXDNL	2.21375
C20orf79	-0.256333333333333
TNFSF13B	0.797833333333334
DENND3	1.921
JARID1D	-3.456
HIST1H2AK	0.309375
LOC93349	-0.5963
SSH1	-0.8476
ENSA	-0.39875
LOC219854	0.348666666666667
CKAP2	-2.6197
DKFZP564J102	3.15033333333333
MGC87315	-0.471333333333333
HNRPAB	-1.51
AMH	-1.903
ZNF526	0.3805
BRUNOL5	1.1344
CACNG3	0.1725
TRPM1	-2.483
PPP2R1A	0.2995
COL2A1	-1.75475
DDN	0.1715
FLJ25770	2.45041666666667
HK2	-0.643214285714286
ELOVL6	-0.451875
MDK	-2.70625
EPHX1	2.019
RASSF2	0.254625
DKFZP434B0335	-0.3945
DLX3	0.221857142857143
PRTN3	-0.8075
AVPR1A	3.2745
C21orf125	-1.85375
TNFAIP8	2.54466666666667
GNB2L1	0.43175
CALCRL	6.28525
SCGB2A2	3.9765
UBXD7	0.131
ZNF674	-1.1605
TMEM35	2.07775
BRSK2	-0.423625
HECTD3	0.6055
TMEM188	0.109916666666667
LGALS9	0.664875
SCARB2	0.8075
USP34	0.107916666666667
C17orf28	0.407333333333333
ZDHHC23	-2.3415
AQP12B	-0.165
SLC16A3	-3.334125
APLP2	0.269625
ITIH2	-4.86625
MICAL3	-0.54075
TNNI3K	1.3083
HDAC2	0.179125
PRR7	-1.0106
THBS2	-1.6425
LOC751071	0.322833333333333
CA2	0.281833333333333
RANBP17	-0.8585
RLN3	0.418
CRYZ	-0.733333333333333
GBAS	0.762666666666667
TAS1R1	0.3505
MPZL3	-1.209
PCDH8	-3.04625
HSP90B1	-0.902416666666667
KCNK15	-1.1075
TNIP2	0.605666666666667
GPR146	4.08275
NOL6	-0.75975
SPC25	-5.70144444444444
STEAP2	1.98392857142857
VAMP3	1.3365
TCIRG1	-0.675
ZP4	0.026
PARL	0.750375
TRIM39	0.416666666666667
KIAA1305	1.8085
CRNN	0.451166666666667
GRN	-0.7435
HSH2D	-3.11825
SCAMP1	-0.2764375
KIAA1913	-0.84075
PTS	-0.901
BANP	-0.457785714285714
PRKACG	0.58825
ADCY6	1.24633333333333
C16orf46	-0.1035
CYP51A1	-0.237
DDC	-3.55025
ANPEP	0.411166666666667
PROM1	-3.3625
SIGLEC10	0.24125
COPG	0.0415
FAM26E	2.619125
TRIP4	0.561
SNX3	1.48
C1orf175	0.734333333333333
PPY2	0.4
C14orf152	-0.18425
FTSJ1	-1.06633333333333
DST	0.2468
LOC554235	0.706
GLRX5	-0.49475
C20orf12	0.0329
CAB39	0.248833333333333
MSH2	-2.1075
PIP4K2C	0.118875
CYLD	0.711
WTAP	0.6205
MGAT4A	-0.511777777777778
TSC22D4	-0.2183
CHRM2	-0.6425
PPYR1	0.9015
CCNH	0.849166666666667
RRM1	-1.29025
ECAT8	-2.6245
LOC400120	0.29525
GABRA4	-0.3275
C14orf4	1.87733333333333
C1orf59	-1.096
CTDSPL	-0.0633333333333333
NHEDC2	-0.16
PDE11A	-1.12346666666667
KLHL29	1.1015
CD5	-1.2377
TSPAN9	1.2349375
WDR67	-0.30775
THUMPD1	0.3807
C18orf17	1.1485
CLYBL	1.53633333333333
FLJ13231	-0.544
CMBL	0.407125
LECT2	-0.1985
NKAPL	5.61266666666667
LOC654780	0.655
OR4C6	-0.5165
RAB30	-0.434333333333333
TSSK4	-0.3235
TMEM163	0.7685
OSBPL11	1.13825
GNB5	-1.278
CCL21	2.86975
C1orf121	-0.0593333333333333
FMO2	4.61833333333333
RPTN	0.795
MSTN	0.188
VCL	-0.0790714285714286
FYTTD1	0.2035
C11orf1	0.7235
CCDC88C	-0.873375
HFE	-0.707277777777778
MOGAT1	4.828
FAM125B	0.571
IRGQ	0.066
RAVER2	0.7435
AKAP5	-4.596
SSSCA1	-0.49925
C11orf63	1.047875
ACTG2	1.672
PORCN	-1.2975
DTL	-4.73972727272727
TMEM151	0.853
FAM122C	-1.31225
RSAD2	2.2333
BAT4	-0.677
KRTDAP	-2.20266666666667
MYH8	1.937875
CRTC3	1.37
LRRFIP2	-0.0648
INTS4	-0.622
TTN	-1.07133333333333
SLC26A5	0.61
PLLP	-0.9785
RGS6	1.3005
SRGAP3	0.07925
ZNF525	-0.128
NBR2	-0.752
C13orf1	-0.1434
ZNF137	-0.506
CEP27	-1.41525
BEST2	0.3375
RNF121	-0.2185
DMRTC2	-0.18125
C8orf76	-0.76475
BCCIP	-0.332375
MEST	0.9845
HTRA2	0.7005
ANGPTL2	2.45775
ILKAP	-0.0416666666666667
ERAS	0.073
HBS1L	-0.71
CPA5	0.9735
TMEM30A	0.345166666666667
CD300LF	0.250333333333333
WISP3	0.376
CRK	1.05785714285714
PDS5A	-0.2187
BRPF3	0.390333333333333
NEDD9	0.66625
SMPDL3B	-1.97025
PSG6	-1.04475
PSMD13	0.21325
ETV5	-2.023125
OR51A4	-0.379
BTBD7	0.535833333333333
GSTO1	-1.443875
hCG_16001	1.844
MAD2L1BP	-0.760666666666667
COX6A2	2.0455
SCNN1A	-1.77083333333333
LSM1	0.131
UGT2B11	-2.968
IDUA	0.575
PPP2R3C	0.115833333333333
COX11	-0.1345
PDZK1	-4.49725
ZNF443	-1.0075
MGC21874	0.761
ZNF323	1.0103
KRTAP10-10	0.454
CXCL6	-0.79475
SLC34A2	0.3415
LOC284402	0.577
NPTN	0.09825
UPP1	-1.54
SLC6A9	-1.3355
OR7G3	0.44825
CISD1	-0.567
ZNF545	-1.12366666666667
SYT14	-1.214
NT5C3L	0.965666666666667
ZNHIT3	0.08
SNRPD3	-0.6745
KIAA0701	0.578
UNC93B1	-0.758333333333333
GMNN	-1.791125
SPCS2	-0.374666666666667
LOC388524	0.805
NAPRT1	1.333
PNLIPRP1	-0.27475
OR6V1	1.4555
PRKAB1	-0.40575
EYA4	0.0293333333333333
KIF20A	-4.1735
ALG10	-0.5875
ITPKC	1.30433333333333
LMX1B	0.136166666666667
RPUSD4	0.529833333333333
C7orf34	0.141166666666667
DLGAP2	0.58175
PFN1	-0.7332
MICALL2	-2.395
ZNF654	-0.0255
SS18L1	-0.94825
SLC16A8	1.252
MKI67IP	-0.694166666666667
ITGB3	-0.444875
TCEA3	1.32383333333333
CEP152	-2.052875
CLIP1	0.148125
ZNF75	0.5365625
ATP5C1	-0.229166666666667
NUDT5	-0.827
PSCDBP	-0.4405
UBP1	-1.033
RBM27	-0.54775
C13orf15	4.13425
ZNF282	0.0636666666666667
ZNF222	-0.1685
COL10A1	0.99025
PRDM15	-1.132875
TTTY5	-0.217
FAM9C	-0.4345
C20orf67	0.502
GNG13	2.8265
F12	-3.32675
C1orf41	-1.61175
CPXCR1	0.4525
GSK3A	-0.463875
SUPT6H	-0.0238333333333333
PI16	4.50166666666667
ELL2	0.745416666666667
C9orf167	-1.024
PVRL3	0.4744
FLJ38596	0.37825
ADAM20	0.43
GPR89A	-0.721
GPR87	-2.2155
ZNF30	-0.3265
SMR3B	0.8865
ZNF770	0.331125
TRPC4AP	0.248
DKFZP686E2158	-0.450166666666667
C2orf28	0.526
FREM1	0.00116666666666666
LAMA4	1.844
ADPRHL2	0.001
EIF4G2	0.294166666666667
GUCA1A	-0.00699999999999998
CTNNA2	-1.7855
NUDT15	0.0411666666666667
CEPT1	1.521
ZNFX1	0.1912
CCDC92	2.3995
TDRD1	-2.584
KCNK5	-1.18433333333333
ETNK1	-0.677833333333333
LTA	-0.2435
TTPA	1.85616666666667
B3GALNT2	-1.0595
SC65	-1.8435
PEX5L	-1.593
EPS15L1	-0.1285
MGEA5	-0.071875
HIST1H3A	-0.36075
ING1	0.752125
BCAT1	-3.594875
ORC6L	-4.22645454545455
KLK11	-4.695
C19orf28	-2.564125
DNER	-1.73575
MED22	-0.933785714285714
ETV6	-0.489333333333333
CHAC2	-1.13125
CD300E	0.795
CEBPB	1.631
ZNF398	-0.365
LRCH3	0.2565
HMGA1	-1.9165
CAPN7	0.850166666666667
MGC5566	-2.276
CCL3	3.238
NANOS1	-0.34825
ZFYVE19	-0.2875
APITD1	-1.38766666666667
PARD3	0.59625
IRAK4	-0.6375
SERPINI2	0.606
CEP170L	-0.6255
TTC9	-0.2565
MYOM3	-1.6065
MLPH	-2.31275
LOC222699	0.7235
NRG1	-1.70983333333333
TBC1D9	0.163818181818182
TTK	-6.07866666666667
ZNF557	0.0735
DDX41	-0.614666666666667
FANK1	-0.7065
UBE2D2	-0.041625
PSMB10	-0.236375
MYH7B	2.0495
GABARAPL2	0.27525
MARVELD2	-3.33866666666667
DGCR2	0.588166666666667
UNC45A	0.313333333333333
C6orf72	1.1255
ZNF683	1.902
GIT2	0.2385
CASK	-0.177
C14orf161	-0.328666666666667
LRRC44	-0.61475
TIFA	-0.4655
UTP11L	-0.623125
C6orf65	-1.577
FDPS	-0.463
DUSP9	-1.2908
SLC17A8	0.345666666666667
OR51G1	-0.145833333333333
NANS	-1.008
OLFML1	2.41575
ATP10B	-1.769625
NPAS3	-0.8185
PRKCA	-1.5783
GGA2	-0.7260625
LCE4A	1.041
SPANXN3	0.232666666666667
CCDC115	1.138125
SDCCAG3	-0.567
GLIPR1L1	-0.1485
TTC1	-0.01925
C17orf76	0.283
MAD2L2	-1.404
HIPK1	-0.5566
LRRC3B	1.658
CLN3	-1.01813636363636
C17orf47	0.641
FMN2	-2.995125
TUBB1	-1.373
WAPAL	-0.466166666666667
C3orf21	-1.2005
SCN5A	-0.5687
SMYD1	1.70333333333333
BEX5	0.58025
ZNF192	0.3485
SEC22A	0.0771666666666667
GRIA2	0.131230769230769
KIAA0825	-1.47275
NUSAP1	-4.65881818181818
LANCL1	0.23075
C15orf40	0.2771
ZNF645	0.42125
GPR61	0.496
NLRP14	0.038
SNX21	1.2762
C1QTNF8	0.3635
C17orf46	0.3835
IFNA8	2.1165
SPRR1B	-2.6982
FLRT1	-1.104
SNX17	0.3885
ASB2	-0.671333333333333
HBG1	-4.7345
RPRML	-1.115
JOSD2	0.5325
PLSCR3	0.0405
SPOCD1	-1.97
RAB39	0.392
GHRH	-0.18
ITIH5L	0.5695
C17orf37	0.44625
SMCR8	0.70275
DPY19L2P3	-0.697666666666667
IL11RA	1.93483333333333
GDF3	-3.69766666666667
RPS6KB1	-1.095
DNAJC19	0.7972
TOP1	-0.7265
CRCT1	-0.46825
MPST	1.93875
DPM2	-0.31175
FAM38B	-2.71083333333333
SLC18A1	-2.803
FARP1	-1.31616666666667
PAX7	0.28375
TUBD1	-1.19825
GNL3	-1.546
BTG2	3.5506
NDUFS6	-0.47225
C1orf79	-0.97025
ERAL1	-0.06275
ECHS1	2.491
VPS4A	0.478833333333333
CYP11A1	0.1925
ABCC6	-0.181428571428571
PBX4	-1.7205
MOSC1	3.92775
NCF4	0.19325
HYMAI	-0.321
NAGPA	-0.370375
OTOP2	0.41225
ACOT12	-0.1915
MTHFD2L	-0.10575
LOC441376	-1.226
C19orf34	-0.533
RAB1B	-0.91325
ALDOAP2	-0.323
NTRK1	-1.8675
ARTS-1	1.5432
SLC6A11	null
NAP1L2	0.94725
CNGB1	0.0743333333333334
EPB41L4B	3.64325
FAM134B	3.993
HS3ST3A1	-2.93833333333333
CPXM2	5.173
SIRPB2	0.1795
CHORDC1	-1.65566666666667
TRIB3	-3.07783333333333
SLC2A5	0.591
C2orf49	-0.0661666666666667
DDX5	-0.708
OR5L1	1.166
ANAPC4	-0.2665
ZSWIM1	0.3565
LOC93622	-0.452125
KCNK3	1.2326
RP11-35N6.1	-1.496125
ZFP161	0.2695
AQP9	2.05225
SLC15A2	-0.787833333333333
MREG	-1.66766666666667
OR9I1	-0.0475
PDLIM2	0.22175
ADAM7	0.7525
GSTCD	-1.32066666666667
WDR21A	-0.484125
SLC12A8	-1.54266666666667
TMEM174	0.2975
IGSF3	-2.6295
LRRN1	-3.4035
LOC402117	-0.5055
SRPK1	-2.509
LY6K	-0.4806875
NFIA	3.513
PTCD3	0.11625
LEP	3.8695
PCDH21	-1.0402
MAPKAPK2	-0.0115714285714285
NMNAT1	-0.356333333333333
LHFPL2	-0.62325
C9orf43	-0.29825
DIP2A	-0.4955
ACTR8	-0.023125
CCDC34	-2.21875
PTPN22	-2.08075
ITGA3	-1.81475
FAM129C	0.284
RABGGTA	0.289833333333333
UNC45B	1.55275
KIAA1033	0.29725
ZNF510	0.364833333333333
CYP2D6	0.631333333333333
SLC26A10	-1.155
STX8	1.07225
LUZP1	0.286625
WDR89	-0.844666666666667
EIF4G3	-0.8895
C5AR1	0.988125
ZNF623	-0.5945
A2M	1.81375
TGM7	1.006
GRPEL1	0.364333333333333
LMNB2	-2.7377
ROCK2	1.19166666666667
SNX16	0.3735
CCDC66	2.84725
ANXA3	1.7705
KIAA1609	-1.010875
EED	-1.12975
RNF32	0.115333333333333
HES1	-0.9585
CLC	0.759833333333333
ISL1	-1.18933333333333
KIAA0528	0.00225
MANEA	0.832875
C1orf61	-2.835
hCG_2001000	1.57525
RAPGEF6	-0.9966
KIAA0020	-0.286333333333333
NEIL1	0.83825
C16orf45	-0.696375
RBM10	-0.0566666666666667
C10orf125	0.105625
MRS2L	-0.773
DNAH17	-0.356875
C19orf10	-1.308
C1orf160	0.8645
SLFN12	-0.065
EXOC3	0.439833333333333
HIST3H3	-0.4885
NCOR2	-0.411166666666667
TNFRSF9	-1.88425
MFSD8	0.98125
ALX1	-0.699833333333333
NOL1	-1.654
PODN	4.0405
TIAL1	-0.2995
HIST1H1E	-0.4165
NPY6R	0.557
TM4SF4	1.4225
CORO2A	-1.5415
ETNK2	-0.514166666666667
APOE	2.9729
ANGPT4	0.6335
HDGF2	0.23725
G30	null
ST8SIA4	-0.34975
F2RL1	-3.583
FAM19A4	2.10675
CCAR1	-1.723
B3GNT7	0.38925
OPHN1	0.5423
DSCR6	-3.0705
C21orf13	-0.700333333333333
GAS2L1	0.536583333333333
RFX3	0.258
COPS4	0.15275
BCHE	-1.905
BCL2	2.737375
HBZ	-2.70866666666667
ARL13B	-0.353
MAPBPIP	0.2375
MYO15B	1.159625
SPZ1	2.403
KIAA1324	-3.77144444444444
PLCL2	1.572625
C4orf29	-0.96925
WDFY2	-0.148125
ZNF284	-1.1735
NAALADL1	1.2575
DUSP5	-0.644166666666667
PXDN	1.39575
SLMO1	-1.0625
TNXB	2.3364
BIRC7	-0.8215
A4GALT	1.7095
TIMM22	0.56325
FAM110C	-1.627
TOMM34	-2.0535
ABHD9	0.2855
ADAM32	0.5605
CRHBP	4.6235
AQP2	1.629375
LOC130355	1.5895
ZNF187	0.490666666666667
ZNF816A	-0.1615
F7	0.506875
CNOT1	-0.6458
SLC13A4	-1.4495
ZBTB11	-0.98125
B3GALT5	-0.32375
EXOC2	-0.183
IRS1	1.2551
TMEM1	-0.277833333333333
MRPL34	0.178833333333333
SAMM50	0.721
CDC42EP3	1.011625
HSF2	-0.3647
MFN2	-0.4075
TSPAN7	1.06033333333333
NUCB1	1.25516666666667
RHOH	-3.41
ARL16	0.0145
TACR1	0.15425
SFRS5	-0.259833333333333
SNX25	-0.580125
RHBDF1	-0.449
PCDH18	4.7865
HMG1L1	-0.7595
MYO5C	-0.37375
MAPK10	2.633
LDHAL6A	0.429166666666667
NUDT12	-0.312166666666667
NCAM1	0.49225
GLIS2	0.961
GGTL4	-0.54025
DAPP1	-2.3285
ATF7	1.278625
KIAA0748	-1.47325
NFIL3	1.23625
TM6SF1	0.6321
SEZ6	0.666375
NANOS3	-1.02433333333333
DNAJA3	-0.567333333333333
CLDN6	-2.1065
CIITA	2.1169
EPHA4	1.01883333333333
FANCC	-1.2545
CMTM3	-0.518625
PSG3	-0.541375
MRPL15	-0.32475
C21orf59	-1.5175
PLCXD2	-0.133
C2orf34	-0.2855
UBE2L6	0.53225
MED14	-0.220333333333333
HP1BP3	0.4155
C6orf208	0.861
TPBG	-2.1055
OSR2	2.07575
XPC	0.261666666666667
KLHL7	-0.507083333333333
CCR3	0.2766
AGTPBP1	0.253666666666667
PCSK6	-1.5392
STAT5A	1.9547
FAM18B	0.1465
LONRF2	-2.06633333333333
PTPN2	-0.52675
SF3A3	-0.49
EFCBP2	0.05475
HCFC1	-1.27616666666667
AHNAK	1.28915
ACTR5	-0.456
KIF14	-5.84385714285714
TENC1	3.5995
HEATR5B	1.2075
YIPF2	0.3465
MYEOV2	0.740833333333333
DUSP18	0.63225
KIAA1012	0.30375
AHR	-0.6455
C17orf53	0.8725
PTPRH	-2.86375
ATP6V1C1	-0.1221
TAS2R3	-1.1715
LOC440356	-1.77375
COQ10B	0.49625
PSMF1	0.41875
SORBS2	2.11591666666667
NFE2L2	-0.3835
TMCO7	-0.03425
SH3PXD2A	0.0139
SH2D2A	-2.43225
SPINK5	-3.32875
MRPS24	-0.44675
OPA3	0.745625
TRAF7	-0.4615
C4orf35	0.84
MT1G	0.153625
MGC39545	0.667333333333333
HS1BP3	1.0008
OR2B2	0.105
CHRM4	0.2045
SFRP2	-0.607416666666667
RIC3	2.04675
ART1	-0.1305
C6orf1	-0.691125
DUS4L	-0.64425
C10orf104	1.4575
TNFAIP6	1.2745
RTEL1	-1.09425
CCT4	-0.3725
ZNF709	-0.72925
CHMP6	0.377
UPP2	0.886
CYP19A1	-2.90814285714286
CD151	1.09966666666667
NDUFA13	0.320166666666667
ARFRP1	0.312666666666667
FAM26B	2.424
CRYBA1	-1.361
MRPL41	0.881666666666667
NPFFR2	-1.176
HRH2	0.8605
SCAMP3	-0.330833333333333
MTMR6	0.351
MTG1	-0.349
UBTD1	2.298
CRABP1	-2.7835
FLJ33790	-1.371
KIAA1908	-0.633666666666667
GPR158	-1.08325
PACSIN3	-0.766166666666667
OMD	3.51916666666667
CATSPER1	-1.3995
HOXB8	-0.836
FBXO46	0.1245
OAS1	1.12633333333333
SVIL	0.9245
PHB2	-0.305
ADCY3	0.4675
NDRG2	2.37133333333333
ERMAP	1.037
APBA2	-2.08366666666667
IGSF9	-1.607
WNT6	0.424928571428571
MYCBPAP	-0.19275
ATP2B2	-0.1953
CPVL	-1.198
TRAM2	-0.525416666666667
NOP5/NOP58	-1.833
ZNRF4	0.79925
TLK1	-0.57925
MTMR12	0.181071428571429
ZNF384	-0.0708333333333333
FAM9B	-2.39675
RPN1	-0.3111
PMVK	0.46375
EIF3D	0.4007
SIX2	1.00275
HPS1	0.4865
RNF7	-0.08275
PSKH2	0.3025
KCTD13	-0.729333333333333
CSMD3	-0.349888888888889
FBF1	-0.846
IL8	-3.876875
SERPINB13	0.252
FBXL20	0.14625
BLR1	0.205
SH2B1	-0.0573333333333333
RFNG	0.899
RAB20	0.8805
RBM7	0.44925
POLR1A	-0.280166666666667
TMPRSS4	-3.371
TAF9	-0.184125
TERF2	-0.00216666666666666
TNFRSF1A	0.594416666666667
ACADVL	0.4375
GTF2H5	0.2425
EDG8	-1.256
C9orf140	-2.664375
UST6	1.05825
ZBTB8OS	-0.43575
ZNF710	-2.3425
GPR174	-1.7845
ATP6V0A2	-1.007
KIAA0319L	-1.074
XKRX	-2.3395
DOPEY2	-0.9386
SDHD	1.66141666666667
SUMF1	0.34325
OSM	1.53425
OPN3	-2.017
DAGLB	-0.208333333333333
PPFIBP1	0.3475
TRIM63	-1.67075
C10orf53	-0.011
LYPD3	-3.18266666666667
BCL7A	-0.64275
AGER	-0.687666666666667
TCF19	-2.221625
SAT2	1.52125
PFTK1	-0.349833333333333
GABRE	1.59
C15orf38	1.9174
FIS1	1.454
KCNV2	1.5565
CLPS	0.55725
PPCDC	-0.48975
FOXN2	1.90983333333333
NT5E	-1.9454
CD83	-0.263
IL18	-1.35575
VPS16	0.162
IGFBP2	-1.91216666666667
NOTCH2	0.3335
SIGLEC1	2.866125
CD93	6.3245
SULF2	-1.45475
CEP164	-0.34
P53AIP1	0.834833333333333
TOR2A	-0.195333333333333
ZNF136	-0.42725
MGP	2.9686
CCDC144A	1.28166666666667
TRPC1	-0.069
SMS	-1.58516666666667
MAPK7	-0.0698333333333333
RRAGC	1.9425
PARD6A	-0.383
NUB1	1.18833333333333
SYNGR4	-0.227
OR11H12	0.506
WIF1	1.124875
GCH1	-1.00725
OR11H4	-0.102
SLC44A5	-0.7985
GPRIN2	-0.077
LOC401431	1.68275
CPA4	-2.8136
MELK	-4.60533333333333
IL15RA	2.35925
CUL3	1.22625
HMBOX1	0.087
PODXL	-1.09175
CCT6B	1.54666666666667
COMTD1	-0.4485
MUC20	-0.407333333333333
GPX2	-3.30725
ITK	-1.7005
FBXL5	2.66475
C13orf27	-1.16175
DEFA5	0.167
TRHDE	2.145
MTP18	-1.34933333333333
UQCRQ	0.6649
ITGB2	0.0751666666666667
CSRP2BP	0.25975
TAS2R44	0.352
PHPT1	-0.03
FAM44C	0.34125
ERH	-0.90775
MPHOSPH1	-2.97983333333333
MORC1	-0.569
PARVB	0.93225
LAMA1	-2.2225
PGBD3	-0.14725
GIMAP6	5.236
AREG	-2.66233333333333
LIPT1	0.3835
MGC99813	-1.29925
C1orf201	0.114833333333333
GRIN2A	-1.0116
MAN2C1	0.21875
NSUN5	-0.62325
SF3B5	0.24075
MYC	-0.4298125
NRXN1	-0.0814166666666667
ZNF18	0.05425
SPDYA	-0.81275
SLC37A1	-0.9015
DECR2	-0.0815
ANKRD38	-0.871
SPTLC3	-0.87525
SUPT16H	-0.876
DTWD2	-0.688
ULBP1	-1.4555
ZADH1	-0.0893333333333333
OIP5	-5.79375
IL10RB	0.338333333333333
OTUB2	-0.648375
VWA3A	0.5268
SPIC	0.481166666666667
OR6C4	0.504
PSCD4	0.2515
DPY19L2P2	-0.5515
TRAPPC6A	0.278166666666667
C21orf2	-0.0171666666666667
CEMP1	-0.44325
LIN7B	0.5845
E2F7	-4.37533333333333
VCP	-0.5116875
LAMA3	1.36316666666667
BGN	-0.009
GPR160	-0.9245
COCH	-3.367
GPR81	2.185
APOBEC3F	-1.39825
tcag7.1017	-0.757
C1orf32	0.5375
SCGB1D2	0.74325
FLJ43987	-0.56
C6orf170	-0.97975
KLK9	1.345
GPD1L	3.443625
VPS37B	0.146
ATG3	-0.295833333333333
ADAMTS17	0.0535
KLHDC2	0.777833333333333
NDUFV2	-0.20525
BLK	-2.4455
MATN4	0.1505
GPM6A	0.8375
GBP4	3.541
TMEM162	0.588166666666667
PKP2	1.7485
HRASLS	-1.81533333333333
MMP1	-5.524
SFXN3	0.6391
FSD1	-1.425
ST6GALNAC3	0.9685
CA12	-1.8535
NCOA6	0.1985
C19orf58	0.15
