Hybridization REF	TCGA-BH-A18P-01A-11R-A12D-07
RABIF	0.702875
D4S234E	-2.59966666666667
DYRK3	-0.1415
PFAS	-1.73116666666667
ALOXE3	0.120166666666667
RPLP0	-0.0501428571428571
RBM34	0.461833333333333
C12orf28	1.859
U2AF2	-0.0306666666666667
MKNK2	0.894625
SEC16A	1.28566666666667
ZNF44	0.2345
YWHAG	0.72525
IGF2BP2	-3.25066666666667
OR1D5	0.1065
SIX6	-3.24025
CCR6	0.9035
PALM	0.79175
PUM2	0.540071428571429
SPRYD5	-1.663
ALG10B	-0.488125
ZNF365	3.2145
PHC1	-2.436
KIAA0913	0.2015
ARX	1.163375
PPP3CB	0.543666666666667
IRX6	0.00629999999999999
ANGPTL4	-1.8414
LSM14B	-0.0818
PCDHGB7	0.1455
INSM1	-1.02616666666667
WBP2NL	0.239
ZNF493	-0.8195625
NGEF	-1.50725
RNASE13	0.103
SPPL2A	0.0931666666666667
SFXN1	-1.218
FAM102A	1.5025
SAPS2	-0.0965
JTV1	-1.5025
OR51B4	-1.3255
SCGB1A1	-0.0803333333333333
NEUROD2	0.268
tAKR	0.26775
C1orf26	1.0805
RICH2	0.5405
TEDDM1	0.129
CYP2S1	-0.8625
TBCE	0.263
MAPK1	-0.785875
HDHD1A	-0.8055
MRM1	-0.9935
ATP9A	0.518785714285714
HSD17B3	0.2895
HN1L	0.836666666666667
RNF216	-0.107125
HOXD12	0.396
PPP1R14B	-0.926125
SBF1	-0.722
TAS2R42	0.0595
USP46	0.600333333333333
LILRB3	2.62716666666667
SPI1	1.1165
OXSM	0.0505
GYS2	0.454833333333333
NUPL2	-0.9015
C8orf46	-2.295
SF3A1	0.0493
C21orf99	0.82525
HOXB4	0.4509
YRDC	-0.72
GPRC5D	1.073
BLVRA	0.18825
KIF12	3.4615
LRRC23	-0.285
FAM14A	0.937333333333333
RASL12	0.63225
DAZAP2	1.09925
IKBKB	0.857214285714286
ZNF271	1.05316666666667
BOK	-0.20125
CXorf6	-2.203
MYEOV	-2.062
BTN2A2	-1.0516
FRG1	0.0945
HSP90AB6P	-0.294
ENOX1	0.483
ZNF706	-0.2579
DOK1	1.366
PGAP1	-0.49775
TMEM136	-0.98525
FSCN1	-1.882
KIF17	-0.21425
TRIM66	0.137
CBR3	0.0875
C13orf24	0.813
C19orf52	0.1425
BNIP1	0.47575
AQP3	-2.52875
KRT6C	-1.37166666666667
SIRPA	-0.348833333333333
IGFBP6	-2.08116666666667
PLEKHK1	0.686125
RNASE7	-0.654
ARHGEF15	0.388
NPHS2	-0.00499999999999999
SRD5A1	-0.45675
REXO4	-0.30475
EEF1DP3	0.098
SLC37A2	-0.36425
ZNF142	0.976
ANKHD1	-0.761
MUT	0.9365
VPS37A	0.38975
GPRIN1	0.091
SLC38A3	-1.0685
BAZ2B	1.6585
WDR87	0.5225
BRD7	-0.67025
POU6F2	-1.666
NISCH	0.034625
TCEB1	-0.21475
LINGO2	-2.8975
TAX1BP3	-0.57225
RPL34	0.157055555555556
MARK2	0.0506666666666667
AKAP12	-1.507
AMBN	0.1015
SLC25A27	-1.80633333333333
FLJ21865	-0.657875
KIR2DS2	0.425833333333333
WDR77	-1.2325
ATF2	-0.17475
ITFG3	-0.399666666666667
SLC39A13	0.984
ARL6IP5	1.228625
C10orf137	-0.304
QTRT1	-1.08266666666667
CCNT1	-0.014
DYNLL1	0.5613
WDR53	-0.306
LIPG	-0.310166666666667
ASAH3	0.3335
HELB	-0.1345
PHACTR2	-0.410125
VENTX	-0.57
LAD1	2.18416666666667
PAOX	1.32225
MAPK8	-0.3905
CCDC38	-0.4335
DNAJC8	-0.5524
RBBP8	-0.42375
WNT11	-0.2984
KCNJ12	3.3975
HDAC8	-0.222666666666667
STARD4	-2.49275
ACVR1	1.02783333333333
C14orf65	0.18175
KLB	-2.2995
C1orf65	-0.75325
ZFYVE28	-0.439
NSUN6	-0.12575
KIF27	1.96883333333333
SYTL2	-1.859
UBXD2	0.6671
OR6T1	0.428
CCDC91	1.95307142857143
GRID2	-0.4145
CALN1	-1.089125
ZNF423	0.601
PSMB4	0.245833333333333
XPNPEP3	0.0888333333333333
ARPP-21	-3.2405
SART1	-0.9165
RACGAP1P	-1.546
SPTA1	-5.001
C6orf113	0.108
C7orf16	-2.78125
CHST7	-1.2045
C21orf29	-1.00766666666667
SEMA6D	-1.360125
PCMTD1	1.6024375
KIAA1754	-0.886166666666667
MYCN	1.6604375
KCNJ3	-1.86975
MAPK13	2.799
ERO1LB	0.83325
NTF3	-1.81133333333333
NKX6-2	-0.441
GTF2B	0.35425
GSPT1	-0.5065
GUSB	0.352
LOC221091	-1.116
LIG1	-0.6095
EXTL3	0.468333333333333
NID2	-1.18775
TTC29	0.7475
TMEM97	-1.653125
EXTL2	-1.4945
SUZ12	-0.0505
IL1F8	0.26
KRT18	0.632181818181818
MRPS16	-0.694
PI4K2B	-0.29
LACRT	0.867
OR51F2	0.483
JMJD2C	-0.49175
KGFLP1	2.2555
CDK5RAP3	-1.1066
YTHDF2	0.781666666666667
GGCX	0.734625
ARPC4	0.02
EGLN2	0.684
KBTBD4	0.107214285714286
ROBO3	-1.0898
DEFB118	-0.278
KIAA1543	1.6835
RTCD1	0.219833333333333
MZF1	0.53225
C18orf26	0.372
CNIH4	1.53383333333333
ZFP2	2.819
HTATSF1	0.86875
WFDC2	2.007625
NDUFA7	0.6735
TTC22	0.198333333333333
FAM40B	-1.7055
DCPS	-1.17825
SH2D1B	-0.0998333333333333
MRGPRE	0.3275
SBK1	1.4745
UNQ6411	0.16
OSBPL9	-1.4555
NUP107	-1.4745
MYOZ3	-0.1366
PDE4B	0.71425
FAM113A	-0.3255
IDH3G	-0.603833333333333
FBXL7	-0.099375
ARFGAP3	0.03525
MAPRE2	-1.06446153846154
IL1RN	-0.8079
KIF13A	0.22425
RAC3	-0.8515
TCTE1	-0.3375
TMEM14B	-0.6305
ADIPOR1	0.391333333333333
GRINA	1.293
CLIP4	0.58075
LRIT2	-0.101
TFPI	-3.11514285714286
FABP6	-2.6345
SLITRK2	-0.8095
HKR1	0.90575
SMTN	0.17325
C1orf75	-0.29675
CD209	0.403125
CYB5R2	2.38375
DNTTIP2	0.00383333333333333
CSGlcA-T	0.807875
GABRB3	-2.89675
PCBD1	0.0536666666666667
TAF3	1.06208333333333
HOXD3	-1.10916666666667
GIPC3	-0.199166666666667
P11	0.0232
BFSP1	-1.14175
LCP2	0.43425
TAS2R8	-0.0135
SEZ6L	-1.05325
NR2C1	-1.460625
EXDL2	0.8677
TNFRSF13B	-2.153
MKI67	-0.076
GLS	-0.844416666666667
C7orf54	-0.9946
LGALS13	0.222833333333333
IL4R	1.1775
SEC11A	0.2265
SPP2	0.336833333333333
C18orf32	1.6645
CLSPN	-1.4925
SPAG1	0.331125
C9orf82	-0.287
TM4SF1	0.23675
EMILIN2	0.53075
SMG7	0.592666666666667
TAS2R13	-0.3625
ZNF628	0.667
DZIP1L	0.183833333333333
ANKRD13A	-0.3642
VASP	2.377875
ZCCHC11	-0.954625
SYPL1	-0.32025
MGC34774	0.0696666666666667
C4orf28	0.1465
KIAA1211	0.432333333333333
RPS27L	-1.213
TATDN3	-0.839
PDCD1	0.5915
OR5P2	0.277
IFIT1L	0.2865
MIPOL1	0.608
OR51D1	-1.05675
C1orf92	-0.818666666666667
LAMP2	1.04494444444444
CAT	-0.0846666666666667
C16orf80	-1.49
C15orf32	0.4385
ZNF746	0.5525
C1orf76	-1.579
ATXN1	0.921
LAMC2	1.110625
SLC2A7	-0.236
CPOX	-1.78625
APH1B	1.20833333333333
LOC442245	-1.228
CTNND1	0.611722222222222
GABRG2	-1.24625
MADCAM1	-0.714333333333333
F5	-3.12475
SEMA4F	-0.383166666666667
NUDCD3	0.397
PDZD11	0.2355
TRIML1	0.401
GCNT3	-2.0005
TMEM120A	-0.16325
CNDP1	-0.1085
N4BP1	-0.256125
SLC35F2	-1.6965
LCP1	-0.704583333333333
IGBP1	-0.0043
DCAKD	-0.768625
ELA2A	-0.729
C12orf56	-2.802875
PITRM1	-0.0881428571428571
GUK1	0.483833333333333
RASSF8	-0.09925
OR2A14	0.278
ADM	-2.42177777777778
FGD3	-0.37
GHRHR	0.154666666666667
RHPN2	1.13125
C4orf39	2.16333333333333
VPS72	0.08025
SERF2	0.836111111111111
CD22	0.382666666666667
CD47	-2.4658
PPIC	1.3305
IMPDH1	-0.205166666666667
ACP6	0.1875
PRKACA	0.335375
PPP1R1A	1.94075
TRPV3	-0.09575
ASXL1	-0.560875
C17orf55	1.12716666666667
FXYD1	-0.969833333333333
LMOD2	-0.4415
ANKRD33	0.2815
LCE2C	-0.30425
ZNF620	0.598
DKFZP566E164	-1.84525
VSIG2	-0.39075
KIAA1128	1.196
USO1	-0.0605
NUDT4	0.8865
CLDN1	-0.333714285714286
OR4Q3	0.444
FASTK	-0.337666666666667
ICOS	1.83483333333333
LDB1	1.33425
GSTA5	-1.873
ABCC1	-1.8355
FAM54A	-1.99425
PCBP2	-0.953166666666667
NUP205	-0.888
ACTA1	-1.61766666666667
GABBR2	-1.4885
PIP5K1B	0.513833333333333
AGXT	-2.17216666666667
RNF181	-0.13775
ATP8A2	1.334
AFTPH	1.40375
FGF21	0.4365
FCER1G	2.380375
SNTB1	-1.78775
SLC24A3	1.968625
TXNL4B	-1.6216
RPL10L	-0.701666666666667
LOC389517	-0.54935
TSGA13	-0.061
SHOX2	-0.370333333333333
ITGA7	-0.8385
KCNIP2	0.125333333333333
KLF13	1.5566
ZFAND2A	-0.91325
CEACAM1	2.28542857142857
PFKFB4	-2.17016666666667
MED19	-0.34525
LRRC57	0.67
RNF11	0.86375
ANKRD32	-1.80775
P117	0.09
OBFC2A	-1.09816666666667
POLD3	-0.134583333333333
RAB18	1.348625
TPH2	-0.807666666666667
PHB	-0.928
JDP2	1.73
MORF4L1	0.0503
POU2F1	-0.3365
CNNM2	0.113083333333333
LOXHD1	-0.0413333333333334
ZC3H15	0.021
ELK3	0.106833333333333
FAM111B	1.1525
CBLC	3.52916666666667
SBNO1	-0.04975
ANKMY2	-0.87875
PLEKHA5	-0.33575
DHX58	0.471
ARCN1	-0.610333333333333
TREML1	0.2676
KNCN	-0.035
SEC24A	-1.138125
PSCA	-0.14725
MGC24125	0.71
DNA2L	-1.265
CIB4	0.01375
HIGD2A	0.0893333333333333
TBX6	0.00866666666666666
TTLL5	-0.763166666666667
SGK3	-0.699
GCN1L1	-1.30975
AMOT	0.0551
LDOC1	0.588333333333333
NRK	0.151666666666667
ASB9	-2.9905
NAT1	3.2054
TRAFD1	0.145
PEAR1	0.335166666666667
FAM36A	0.851125
OR1S2	0.212333333333333
LOC388323	-1.856
PGS1	-1.0285
LEPREL1	-2.99425
TFF1	-0.941
HAP1	0.24675
EPHB2	-0.72675
ACTG1	0.976333333333333
ZFP42	-1.0904
HAVCR2	0.3317
NME1	-1.1565
SNX26	-0.32975
LACTB	-0.261
ZKSCAN2	-0.327125
C5orf35	0.3795
ANKS3	-0.4025
RBM28	-1.05875
DKFZP586P0123	-0.20625
HNRNPA1	0.391333333333333
BCAS3	-1.35308333333333
FLJ20184	-0.0585
POLA2	-1.56683333333333
TMC7	-0.727333333333333
HSD17B6	1.1365
ZNF658B	0.0145
TTTY10	0.0156
RANBP9	0.778
CPNE7	-0.715
EVL	0.992470588235295
LNX1	1.54291666666667
IFNA21	-0.0988333333333333
CFD	0.34425
PYCARD	1.11783333333333
MYBPC2	-2.0055
ENPP3	-1.74816666666667
ACSL4	-1.60325
LOC440258	-0.260166666666667
TMEM176B	2.97183333333333
SOX2	-0.780375
SCO1	-0.157
COMT	0.41425
AOC2	0.1335
PDLIM5	1.41114285714286
SPHK2	1.09483333333333
NXPH2	0.506
GPR108	-0.0508333333333333
RAD51L1	-0.715666666666667
TMEM54	0.74275
LETMD1	-1.23666666666667
SLC6A17	0.5315
KRT75	-0.331
STT3B	-0.451833333333333
CD3EAP	0.027
TMEM63A	1.5115
DUSP13	-1.92175
CD1C	-0.8335
LASS2	1.05366666666667
AVP	1.0535
PITPNM1	-0.67475
FLJ22795	-0.547
MCTP1	-2.29175
TRIM68	1.25516666666667
UCK2	-0.4515
ABHD1	1.436
FAM50A	-0.049
RNASEH1	-1.10466666666667
PCP2	0.174166666666667
OR52H1	0.2985
C20orf149	0.68725
RBP5	-0.5355
HYAL3	-1.54225
CLPB	-0.51475
SMNDC1	0.4945
DONSON	-2.48533333333333
FLJ27523	0.444
BARHL2	-0.091
SLC30A9	0.566833333333333
TMPRSS11B	-0.3955
E2F8	-0.565833333333333
CCDC25	0.00900000000000001
C14orf48	-0.1798
C20orf116	0.5875
TSPAN11	0.161
YIF1B	-1.60283333333333
FAM12B	-0.20725
OR1L6	0.226
HPN	0.4597
NBN	0.36825
C14orf94	-0.304666666666667
OCLM	0.6055
ZSCAN18	-0.051
L3MBTL	-1.4908
TSTA3	0.7545
RAC1	0.5435
C19orf15	0.453333333333333
NFE2	-4.2585
KLK14	0.2635
ARSF	-0.2445
MAST2	0.5955
AMICA1	2.032
GTF2A1	1.038
ATP1A3	-0.14075
TC2N	3.6367
PNKP	0.62325
ODZ2	1.31825
MATR3	0.63975
S100P	-1.706875
KRT82	0.081
CA13	-0.0848
PROZ	-1.22083333333333
AASDH	0.793
C19orf40	-0.725666666666667
DCK	0.0256923076923077
FAM5C	-1.7555
SLC6A4	-0.9765
MID1IP1	-0.249375
TESSP5	0.054
TMOD4	0.7665
DOCK2	-0.785166666666667
TUG1	1.23225
NUP214	-0.4195
DPYSL2	-0.616181818181818
GOLM1	1.53375
MPFL	0.13425
SOX13	0.311
SDCCAG8	1.2051
KEL	-2.298
NUP210L	-2.13675
GK	-0.3795
DNAJB1	0.51525
ALPK3	0.8035
CHID1	-0.0852
CYLC2	0.402333333333333
IKZF5	0.8795
C8orf51	0.8175
PPM1J	-0.38925
GIMAP8	2.531
GPR101	0.0155
NR2F1	-0.7085
ACAD8	-0.90525
RBM35A	1.16125
GNAI2	-0.190666666666667
METTL8	-0.2855
SLC39A7	-0.58125
FBXO8	0.64525
CAMK1	-0.161
RFC3	-0.6645
FAM129A	-0.630071428571429
ILF2	-0.244
FGFBP3	-1.823125
NOM1	-0.568666666666667
PSMA3	-0.13375
ASCC3	-0.2277
ZYG11A	-2.4005
SOX21	-1.418625
LYRM1	-0.88175
DEFB1	1.85
LOC91431	-2.39316666666667
OR7C2	1.1765
FAM46B	-0.6845
TMEM18	-0.0345
ARHGAP30	1.15183333333333
TMEM86A	2.54841666666667
EPHA2	-1.23683333333333
C10orf46	1.07945
TCHH	-0.455166666666667
C3orf30	0.078
LOC285636	0.283333333333333
PAIP2	0.3035
CYP2U1	-0.794857142857143
C12orf34	1.52125
SARS2	-0.3475
ZCWPW1	0.71675
SAMD12	2.430875
KIAA1430	0.6945
ACAT1	-1.62825
MEOX1	0.6465
ADAMDEC1	5.28125
PHKA2	-0.769
CARD11	-0.850666666666667
CALML4	0.978
TSSC1	-0.9245
TMEM45A	-0.386555555555556
MPP7	0.80475
POU1F1	0.17575
SLC2A13	-0.626
FBN2	0.531285714285714
ZC3H7A	0.7915
LAIR2	0.09075
ST3GAL1	1.87366666666667
LCT	-2.676
GEMIN8	0.832
KLF16	0.5521
HIF3A	-0.281
FAM44A	0.908571428571428
AQP10	-1.2187
PLA2G2A	-1.6905
FOLH1	3.39
C20orf186	0.2145
MAPKAP1	-0.3075
SPRR2D	-1.5475
UBQLN4	0.483833333333333
RSHL1	-0.0803333333333333
PIAS3	1.11375
MRPL24	0.8755
GREB1	-3.4425
FAM27E3	-1.9875
NUP62CL	-2.261
NEUROG3	0.659
REEP3	1.32416666666667
MARK1	1.5925
LMBRD1	0.79675
PRPF19	-1.9655
PNMT	2.01633333333333
CTGLF1	-0.5215
SLC25A16	0.2725
EIF2B3	-0.7795
RPA2	-1.1005
PAK6	1.7665
CCDC26	-4.440375
SEMA3E	4.250875
MXD4	1.7708
TNFSF10	5.0952
SMARCB1	-0.176
DTX3L	1.23866666666667
PLA2G4E	0.5525
PPAP2A	-0.085
ULK1	0.362416666666667
TAS1R3	0.019
SLC2A3	-3.28027272727273
ARID3A	-1.426
GNG5	-0.554
ACOX1	0.0863
KIF5B	0.2155
NUP153	-0.977
MUC7	0.3835
CSDE1	-0.525357142857143
CLPTM1	-0.18025
C3orf23	-0.02275
LRRC17	0.355166666666667
TTYH3	-0.523125
ATP5B	-0.6875
ELF3	2.0117
CPSF3L	-0.127833333333333
ZNF665	0.477166666666667
TLR6	0.1166
GPI	-0.975
RAD9A	-0.437875
NDST4	-3.016
AGPAT3	0.384416666666667
MAGI3	1.9625
ADORA2A	-0.633875
CACNG7	-0.281
CAMK2D	0.224714285714286
CCHCR1	-0.92425
RPS27A	0.32675
OR10G7	0.2415
GCM2	0.1365
FAM135B	0.0851
E2F1	-1.4395
PLCB3	-1.39375
OR2AE1	0.032
COIL	-0.445333333333333
CDC25C	-1.28183333333333
RAB11FIP2	0.93075
TSC2	-0.0365
CTGLF5	-0.2155
CCDC108	0.2871
OR13C4	0.61275
C10orf81	6.14775
PTPRB	1.1405
ACP2	0.748
LAG3	1.478
MRPL54	0.54225
LOC201175	1.162
ITGB1BP3	-1.56125
SPTAN1	-0.126833333333333
SIPA1L2	1.4605
RCAN2	-0.6135
CDX2	-0.3045
ECOP	0.05275
ACTR1A	0.425571428571429
PPARG	-1.5115
BBS10	0.380833333333333
TMEM44	-1.11075
BPIL2	0.4975
CITED1	-1.46825
IRF6	3.6055
PRDM4	0.3395
RRP9	-1.4225
OR10H4	0.45275
IL31RA	-0.672
GNB1L	-2.11766666666667
MYBL2	-1.648875
ZNF407	1.1595
PPIG	0.355833333333333
TTC18	1.805
RPSA	-0.1665
MAPT	-0.635625
MRE11A	-0.531
C8orf37	-0.432166666666667
RASGEF1C	-0.698166666666666
STBD1	0.802
CTAG2	-0.3255
MGAT5B	-2.515
ECM1	0.86575
RLN1	1.864
PARP14	1.033625
EPB41L1	-0.9372
HOXA3	-0.649
MAGEA9	-5.144
RPS8	-0.9005
RPS19BP1	0.03475
FOXJ2	-0.017
C10orf76	0.334125
IL17RE	0.6805
C10orf65	-0.6735
ZNF343	-0.1875
FBXO33	-0.4465
UHMK1	0.6972
LY6G6C	0.0275
FGF19	-1.80875
C14orf128	-1.26083333333333
IFIT2	1.5305
TIGD1	-0.3645
S100G	0.053
GUCY1B3	1.2695
NR3C1	-0.7175
CORO1B	-0.2595
PARP11	1.20775
DNALI1	4.08733333333333
OR4N4	0.0425
MAP2K6	-2.131
FSTL4	0.8505
ANKRD47	1.03975
TMEM171	-1.636
PNLIP	0.496
YY1	0.229
CCDC138	-2.88516666666667
AASDHPPT	-1.0115
CKS1B	-0.4878
MCM3	-0.963166666666667
ANAPC7	-0.1815
FAM110A	2.1975
CDC37L1	1.17933333333333
THTPA	1.3175
NBPF20	0.722
WDR24	0.25675
NPTX2	-2.91625
CBLB	0.568
CETN1	0.3755
RPUSD1	-0.26
FAF1	-0.6255
CDK6	-3.0396
HMX2	-0.0375
CSK	-0.477833333333333
TEAD2	1.4915
SNAP25	-1.08625
TUFT1	1.2587
TMTC3	1.08783333333333
LCK	-1.913
SGOL1	-1.022
AKTIP	-0.03025
FURIN	0.23175
SOX12	0.294166666666667
DEFB103A	-0.8405
RAMP1	-0.065
KIR3DX1	0.686
GAS2L3	-0.12225
PDE8A	-1.4151
EDN3	0.58375
GMIP	0.95375
SF3A2	0.68525
FN3KRP	-0.691
SMAD7	0.86925
RHBDD2	0.94625
OR11H6	0.797
PPP1R3B	1.0504
C9orf23	0.44825
CADPS	-2.135
GOLGA8A	-2.94125
TMEM57	0.607166666666667
RGL3	-0.2545
S100A14	3.8605
FGFR2	1.0193125
XRCC3	-0.86475
RTN4RL2	0.7785
MGC3771	0.863
GH2	0.2175
BTBD2	-0.05475
LMO2	-0.605
RDBP	-0.54975
ACRBP	-1.737
AMY2A	0.957
DUOXA1	0.3125
PTK7	0.574833333333333
TWF2	-0.6255
FAM80A	-0.816
TNNI2	-2.9625
GLT25D1	-1.58883333333333
OCC-1	-2.13925
CYC1	-1.22866666666667
RPL22	-0.00240909090909092
MORN3	2.069
DISP1	1.59
PRB2	0.246
CHUK	-0.306
HR	-0.066125
CCDC134	0.10575
DENND4B	-0.273
C14orf130	0.436875
RAB33A	-1.517
DCST2	0.375
TNMD	-1.47725
PEX7	1.177
FAM62A	0.745875
SRD5A2L	0.42075
IL22	-0.181
RPS26	0.141333333333333
HOXC5	0.283
SPATA6	0.96925
FLJ38482	0.74525
ZNF234	1.272
C18orf22	-0.184
SPATA22	0.24075
THOC1	-1.04775
CYP7B1	1.5225
KCNC3	1.6215
C8orf42	0.771
ALDH1B1	-0.2175
CCDC100	-0.0781
ARMC4	-2.6685
FAM18B2	-0.29
SLC44A1	1.099125
FBXO17	-2.41766666666667
C6orf107	0.5235
C19orf29	-0.452
ZC3HAV1L	0.4585
PARP6	-0.0928
SULT2A1	-4.84425
C1orf159	-0.19025
TMC1	0.12225
CHST14	0.591
GAMT	-0.912
SMCP	0.347666666666667
TSPAN33	0.712083333333333
MIDN	0.92925
NOX4	2.41375
RNASEN	-0.4314
TBX1	-0.5115
SALL2	1.24675
C10orf35	1.2655
CYP2E1	-1.22025
LRFN2	2.10566666666667
ACO1	-2.00066666666667
IQCG	0.7988
MEGF9	2.17275
TM7SF4	0.75325
PLEKHA1	1.1046
STK33	-3.81975
C1orf210	2.20275
SNUPN	0.1676
KIAA0406	-1.008
C20orf29	-0.00475
TMEM55B	-0.39625
OSTM1	-0.6920625
CLCN7	-0.035
OTP	0.1585
FLJ23049	2.01575
HEATR4	0.6355
MAP3K10	0.782
PCDHGA9	0.468
AMDHD2	0.07225
LCTL	-2.037
PDCD2L	-0.7235
CABLES2	-0.28275
SLC5A9	-0.435
CLCA2	-2.12833333333333
MGC16025	-0.5235
STRAP	-0.5135
C20orf196	-0.187
RRBP1	0.746333333333333
NAT13	-0.24125
MAT2B	-0.366625
CSNK1D	-0.679666666666667
KIR3DL1	0.504
PRKAG3	-0.4305
ZNF599	1.667
PRM3	0.68
PER2	2.15833333333333
ASPHD1	-1.604
PRMT6	-0.49875
KCNE1L	-0.532785714285714
FAM118A	0.132166666666667
TAF4	-0.16775
NDUFB6	0.0265
TRIM9	-1.72508333333333
PMFBP1	-1.036
KY	-0.169
DKFZp762E1312	-0.841454545454545
CSMD1	-1.9585
TBP	-0.513
OR1Q1	0.238166666666667
RETNLB	-0.018
HPGD	-0.777928571428571
DNAJC12	1.75933333333333
FKBP1B	-2.53125
ANKRD24	-0.3455
CXXC5	0.932333333333333
IL3	-0.061875
DRAM	-0.0624
PTCH1	0.04425
TP53BP1	0.7095
SLC17A7	0.114625
COL25A1	-1.7575
AMACR	0.6315
RHCG	-0.62275
VPS13A	0.43225
FAM55D	1.194
PRPF38B	-0.4555
OSBPL6	1.56075
PFDN5	0.3277
CMTM6	0.944875
KCNK12	-1.31675
RP2	0.30125
C16orf52	-1.45175
PICK1	0.5725
IFNE1	-1.09083333333333
SEMA4B	1.0865
TYRO3	-2.14825
OR12D2	-0.26
CSNK1A1	0.4321
FANCF	0.9475
LONP2	0.32375
TBL1Y	0.74375
LDOC1L	0.8745
CCNC	0.28325
C3orf60	-0.4595
CHKA	-2.4375
UBAP1	0.04875
MAP3K1	0.544
ANKRD9	-1.0475
FAM92A1	-1.44283333333333
GAB2	-0.855125
AZU1	-0.36975
DIS3	-0.880166666666667
C21orf109	-1.889
IQCB1	-0.096
SPATS2	-0.0311666666666667
EFCAB3	-0.27575
PRB3	0.25625
FUZ	0.255166666666667
ZNF813	0.605
BMPER	-1.58766666666667
HEG1	-0.356875
ALS2CR11	-1.7875
SURF2	-0.465
PSMC1	0.584083333333333
OR2D2	0.472
SLC7A8	2.1445
C4orf40	0.4905
SPATA7	0.7505
MAZ	-0.185
PIN4	-0.20125
PDE1A	-1.32225
TAF6L	-0.6975
OR2T34	0.291
KIAA0284	1.19875
ACADS	-0.382636363636364
MKRN2	-0.624
C18orf56	-2.027
MS4A6E	0.00466666666666666
GALNT4	0.3664
C22orf31	-0.3125
FLJ36070	-0.0995
PSME4	0.0175
TFG	-0.0577
EPHX2	0.840375
ANXA5	0.359375
KRTAP1-1	-0.1892
BATF	2.1985
KARS	-2.073
MSTP9	-0.843
GPR26	-0.058
CCDC72	-0.27575
TEF	1.41583333333333
FOXK1	-0.5633
PRLHR	-0.3005
EMX1	-0.16375
C11orf30	0.612625
ICK	0.816375
THSD7B	-0.05225
C21orf100	-1.0825
DUOX1	0.3675
EFCAB4B	-0.33175
UBE2G2	-0.804166666666667
C3orf54	-0.45575
PARP1	-0.1445
FAM60A	-0.107416666666667
C6orf146	0.323
OR9K2	0.164
DDX55	-1.345
RPS15	-0.00483333333333331
ZNF618	0.81275
DKFZp686D0972	0.32375
SSPO	-1.321
SHFM3P1	1.22616666666667
CPA6	-1.9985
JAG2	-0.082
DEFA3	0.19675
PPBPL2	0.0348333333333334
CD34	3.754125
SLCO4A1	-3.225875
AFG3L1	-1.32516666666667
SHD	-0.696
RP13-122B23.3	-0.157666666666667
PRKCSH	-1.17033333333333
DPH5	-0.736
HLA-F	2.743375
TBC1D4	-1.59825
RIG	-0.0412
GLUD1	-0.0223333333333333
HNRPCL1	0.500875
HBXIP	-0.4745
RNF207	-0.244
APIP	-0.633
PLA2G3	-0.461
CCDC84	-2.422
MYLIP	0.648769230769231
PHIP	0.37875
AARS2	-0.311166666666667
DHX32	1.016
SCAPER	-0.0263333333333333
MEN1	-0.360125
NIP7	-1.71875
FLJ25404	0.5505
FASTKD3	-0.3105
TMEM158	-1.57708333333333
RARA	1.051
BDH1	0.9
ANKRD16	0.61175
CARM1	0.68
SS18	0.216333333333333
IKZF2	1.36625
MYD88	0.693375
PML	0.5215
TAF1A	-0.085
CBFB	-0.984125
HIST1H3H	-1.70683333333333
C7orf29	-0.15825
COMMD4	-0.643666666666667
DPP3	-1.074
DAB2	0.111125
LOC388882	0.144
YPEL4	-0.585
AGBL3	0.91075
LRP6	0.8909
SERPINH1	0.189333333333333
TLE1	-0.13825
CD244	0.722
ZDHHC15	-1.48325
MGLL	0.8111
PLDN	-0.212416666666667
LOC654346	2.19
FAP	3.13875
GPR37	0.5405
SCARA5	-0.550833333333333
EBF4	2.05645454545455
LSM6	-0.92425
MLLT1	0.0871875
SLC5A12	-0.02375
A2BP1	-1.2175
COPS5	-0.0105
TPM4	0.3625
TNFSF4	1.45933333333333
ACADSB	-0.393777777777778
HERPUD1	0.013
BCL2L11	0.224833333333333
CEP78	-1.49
CDCA3	-0.768875
WBSCR19	0.7737
MYO1A	-2.352
PPEF1	2.52433333333333
LOC440348	-0.34275
CPEB2	0.384125
BPTF	-0.43625
RPL21	0.319375
GSX2	-0.0825
ADPRH	1.29383333333333
C17orf68	0.720333333333333
KCNS1	-0.956333333333333
MLLT6	0.7726
PIWIL4	-0.1035
RNF26	-1.21975
RAP1B	1.252
ADAMTS1	-2.4869
ZNF571	0.93225
P2RY6	0.284
TRIM21	1.167
CADM3	-0.26175
NLRC5	1.28
ADRA2B	-0.225166666666667
LOC90835	-1.02225
PCF11	-0.392
LOC400451	2.39125
GLTSCR1	0.682
C17orf88	-0.360833333333333
CDH16	-1.831
FGF7	2.039625
PCSK4	-0.585666666666667
NPC1L1	-0.565666666666667
TAT	0.0561428571428572
TBCA	0.043
MGC33407	0.196
GPR115	-1.400375
CYGB	0.3355
FNBP4	-0.7535
C12orf43	-0.0485
CBL	-0.7422
CLECL1	0.3255
PPAPDC1A	2.0005
WDR25	0.543833333333333
SGCA	0.712
C22orf29	0.589333333333333
YIPF1	1.28825
GALK2	-1.14625
RAB3B	-3.40316666666667
LOC440087	1.02475
