Hybridization REF	TCGA-E2-A15K-01A-11R-A12P-07
KIAA1841	-0.00475
EVX1	0.125
WDR38	0.3615
LOC402057	-1.2285
ACAA2	-0.2225
GLCE	1.6715
GPR18	4.831
HIST1H2AG	-1.2556
PIGK	1.032625
C16orf67	-0.279166666666667
DAG1	-0.063625
OR4D2	0.5595
C21orf81	-3.28625
PLOD2	-1.97716666666667
TTC27	-0.46675
TSPAN2	1.6285
PI3	-1.02875
ZFAND6	0.52425
C6orf57	-0.7155
NUF2	-0.952125
ARID2	0.20275
RCC1	0.484
CD86	1.431
FAM91A1	-0.5065
CALM2	0.571833333333333
GYG2	-2.67275
PARS2	0.295833333333333
INTS12	-0.27525
CTSF	2.089375
BNIPL	2.5805
GNA13	-0.162
HUNK	0.436
ZBTB4	1.416625
B4GALT4	0.174
CHD1L	-1.712875
MSTO1	-0.457333333333333
FUT8	1.93107692307692
AGA	1.19575
TRMT11	-0.357666666666667
WWP1	1.99033333333333
B9D2	1.35833333333333
STAT1	1.848125
PTTG1	-1.478
TMEM62	2.14725
SSBP2	-0.1585
MRFAP1	0.161833333333333
NME4	-0.103
LOC55565	0.534333333333333
DLL4	2.08825
MYOCD	0.792
HTR3D	0.0805
C9orf156	0.99525
CHMP4C	0.190833333333333
PROCA1	-2.03675
GCDH	-0.76875
APOF	2.10733333333333
WEE1	0.221833333333333
SSR4	-0.17525
RGS1	7.63575
ACCN4	-1.4935
FLJ20489	0.353875
ZNF215	-1.149
AGPAT6	-1.419875
PDE7B	-2.006
BBX	-0.251625
MS4A3	-4.36166666666667
OR4A16	0.5215
EFEMP1	1.086125
TULP2	-0.477666666666667
RERE	1.239
BNC1	-3.483
PIGB	0.6345
COMMD8	0.10025
TRIP11	0.898666666666667
FLJ40142	-0.09575
PCDHB6	-0.93375
FKBP8	-0.976666666666667
FLJ12716	0.615
POT1	0.383666666666667
KIAA1109	0.317714285714286
PTPRC	1.84191666666667
UNQ9391	1.1455
CCT7	-0.247333333333333
EEF1A2	-0.7825
MIPEP	0.51025
ZFX	0.6035
UCHL3	-0.01525
LOC388419	-0.0935
GSG1L	-0.568833333333333
RAB24	-0.805666666666667
SLA2	0.1075
SDS	2.8255
LYPLA3	-0.1785
CASQ1	1.359
SLC25A40	-0.3865
IRAK1BP1	1.32275
ACOT6	0.732
COL9A3	-3.49525
ASB11	-0.727
C2orf18	1.27216666666667
FOXD2	2.1685
C6orf211	0.101
OR8G1	0.3555
MDGA1	0.791
ADARB1	-1.492625
GGT1	-0.608
WNT1	0.1945
DBP	0.527
COL5A3	2.13075
RHOD	1.913
COL4A2	0.8905
LOC201164	-0.56775
HEBP1	1.0365
LUM	1.72991666666667
ZCCHC6	0.6145
PAGE1	-3.59583333333333
DTX2	0.2675
SLC7A13	4.3105
H3F3A	1.53007142857143
RABIF	0.99175
D4S234E	-2.86233333333333
DYRK3	0.689666666666667
PFAS	-1.1395
ALOXE3	0.4955
RPLP0	-0.5845
RBM34	0.324166666666667
C12orf28	0.632
U2AF2	-0.468666666666667
MKNK2	0.6015625
SEC16A	1.34166666666667
ZNF44	-0.0214
YWHAG	-0.50675
IGF2BP2	-3.63990909090909
OR1D5	0.099
SIX6	-3.40225
CCR6	1.5435
PALM	0.84075
PUM2	0.308642857142857
SPRYD5	-2.6165
ALG10B	0.498625
ZNF365	2.0085
PHC1	-1.57275
KIAA0913	0.0815
ARX	0.24
PPP3CB	0.634833333333333
IRX6	0.206
ANGPTL4	-0.2135
LSM14B	0.6974
PCDHGB7	0.605
INSM1	-0.85625
WBP2NL	0.976
ZNF493	0.0756875
NGEF	0.15225
RNASE13	0.2675
SPPL2A	0.251666666666667
SFXN1	-1.401125
FAM102A	1.105375
SAPS2	-0.50125
JTV1	-1.1215
OR51B4	-1.68525
SCGB1A1	0.5115
NEUROD2	0.236875
tAKR	-0.352666666666667
C1orf26	1.189
RICH2	-1.437
TEDDM1	-0.23025
CYP2S1	-0.716
TBCE	0.5815
MAPK1	-0.367875
HDHD1A	-0.23275
MRM1	-0.955
ATP9A	-0.369071428571428
HSD17B3	-0.5544
HN1L	1.23658333333333
RNF216	-1.41775
HOXD12	-0.27
PPP1R14B	-1.045625
SBF1	-0.95775
TAS2R42	1.674
USP46	0.3525
LILRB3	2.87033333333333
SPI1	1.601
OXSM	0.16475
GYS2	0.375833333333333
NUPL2	-0.15325
C8orf46	-2.22775
SF3A1	-0.13325
C21orf99	-0.398
HOXB4	1.7921
YRDC	-0.67975
GPRC5D	1.014
BLVRA	1.44425
KIF12	3.0775
LRRC23	0.732
FAM14A	0.900833333333333
RASL12	1.217875
DAZAP2	1.51125
IKBKB	0.978714285714286
ZNF271	0.401166666666667
BOK	0.01275
CXorf6	-2.409
MYEOV	-2.23825
BTN2A2	-0.4615
FRG1	-0.097
HSP90AB6P	-1.051
ENOX1	1.41066666666667
ZNF706	0.3033
DOK1	0.879
PGAP1	-2.12214285714286
TMEM136	-0.42075
FSCN1	-2.486
KIF17	0.35675
TRIM66	-0.0865
CBR3	1.583
C13orf24	0.509333333333333
C19orf52	-0.507
BNIP1	0.9345
AQP3	1.45375
KRT6C	-3.01766666666667
SIRPA	0.126916666666667
IGFBP6	-1.77233333333333
PLEKHK1	-0.046875
RNASE7	0.3115
ARHGEF15	0.50275
NPHS2	0.61925
SRD5A1	-1.3175
REXO4	-1.02425
EEF1DP3	0.21
SLC37A2	0.36975
ZNF142	0.42375
ANKHD1	-1.1425
MUT	0.0805
VPS37A	-0.64625
GPRIN1	-0.31525
SLC38A3	-0.09175
BAZ2B	1.49925
WDR87	-0.3036
BRD7	-0.371
POU6F2	-0.672
NISCH	0.1325
TCEB1	-0.45225
LINGO2	-3.20925
TAX1BP3	-0.03325
RPL34	0.379722222222222
MARK2	0.0355
AKAP12	-2.4674
AMBN	-0.093
SLC25A27	-2.44383333333333
FLJ21865	-0.370875
KIR2DS2	0.960833333333333
WDR77	-1.06025
ATF2	0.32525
ITFG3	0.667666666666667
SLC39A13	0.3745
ARL6IP5	2.0295
C10orf137	-0.071125
QTRT1	-0.586833333333333
CCNT1	-0.2215
DYNLL1	0.6956
WDR53	0.47575
LIPG	0.051
ASAH3	1.0605
HELB	-1.507
PHACTR2	0.30675
VENTX	-0.1705
LAD1	1.526
PAOX	1.50025
MAPK8	-0.5315
CCDC38	0.56825
DNAJC8	0.0164
RBBP8	-0.19325
WNT11	-0.4156
KCNJ12	-0.554333333333333
HDAC8	0.0543333333333333
STARD4	-2.98975
ACVR1	1.53316666666667
C14orf65	0.65775
KLB	-1.822
C1orf65	0.2105
ZFYVE28	0.228625
NSUN6	1.41925
KIF27	1.08266666666667
SYTL2	0.611833333333333
UBXD2	0.4148
OR6T1	0.9535
CCDC91	0.1785
GRID2	0.8365
CALN1	-0.394125
ZNF423	0.38275
PSMB4	0.392
XPNPEP3	-0.750333333333333
ARPP-21	-4.2997
SART1	-0.5435
RACGAP1P	-0.781
SPTA1	-4.68325
C6orf113	0.0326666666666667
C7orf16	-2.9405
CHST7	-0.441
C21orf29	-0.449166666666667
SEMA6D	-1.962875
PCMTD1	1.7793125
KIAA1754	-0.860166666666667
MYCN	-1.2959375
KCNJ3	5.9215
MAPK13	1.983
ERO1LB	-0.657
NTF3	-2.35183333333333
NKX6-2	-0.45325
GTF2B	0.39875
GSPT1	-0.345
GUSB	-0.0138333333333333
LOC221091	-0.8075
LIG1	-0.39925
EXTL3	-1.0405
NID2	-0.641
TTC29	-4.26
TMEM97	-0.818
EXTL2	-0.753833333333333
SUZ12	-0.459125
IL1F8	0.5245
KRT18	0.204272727272727
MRPS16	-0.134333333333333
PI4K2B	0.4855
LACRT	3.5485
OR51F2	1.1665
JMJD2C	0.323375
KGFLP1	0.548
CDK5RAP3	-0.574
YTHDF2	0.111166666666667
GGCX	0.50625
ARPC4	0.368
EGLN2	0.969166666666667
KBTBD4	0.515785714285714
ROBO3	-0.8831
DEFB118	-0.4755
KIAA1543	0.80125
RTCD1	-0.5545
MZF1	-0.22425
C18orf26	0.952
CNIH4	0.661666666666667
ZFP2	0.997333333333333
HTATSF1	0.1575
WFDC2	3.301375
NDUFA7	0.455
TTC22	0.8675
FAM40B	-1.897875
DCPS	-0.8185
SH2D1B	-0.389166666666667
MRGPRE	0.451
SBK1	0.8865
UNQ6411	-1.786
OSBPL9	-0.11725
NUP107	-0.86
MYOZ3	0.778
PDE4B	0.695
FAM113A	-0.3485
IDH3G	-0.273166666666667
FBXL7	-0.5065
ARFGAP3	0.835
MAPRE2	-1.17215384615385
IL1RN	0.3791
KIF13A	0.33525
RAC3	-1.0405
TCTE1	-0.4935
TMEM14B	-0.175666666666667
ADIPOR1	0.473
GRINA	0.4745
CLIP4	-1.66875
LRIT2	-0.403
TFPI	-3.2795
FABP6	-0.19375
SLITRK2	-0.618
HKR1	-0.179
SMTN	-0.36
C1orf75	-0.0295
CD209	0.33125
CYB5R2	1.40525
DNTTIP2	0.301333333333333
CSGlcA-T	0.112125
GABRB3	0.67675
PCBD1	0.808
TAF3	0.755916666666666
HOXD3	-0.452666666666667
GIPC3	-0.408833333333333
P11	1.0802
BFSP1	0.457
LCP2	1.235
TAS2R8	-0.604
SEZ6L	0.08
NR2C1	-0.949
EXDL2	1.0487
TNFRSF13B	-1.49683333333333
MKI67	-1.70275
GLS	-0.188083333333333
C7orf54	-0.7623
LGALS13	0.103
IL4R	0.615
SEC11A	-0.260166666666667
SPP2	0.747666666666667
C18orf32	1.10125
CLSPN	-1.223
SPAG1	1.62125
C9orf82	0.575
TM4SF1	-0.576
EMILIN2	1.177
SMG7	0.0623333333333333
TAS2R13	0.3495
ZNF628	-0.005
DZIP1L	-0.993333333333333
ANKRD13A	-0.3306
VASP	0.675
ZCCHC11	-2.3965
SYPL1	0.742625
MGC34774	0.1245
C4orf28	0.629125
KIAA1211	1.53816666666667
RPS27L	0.464
TATDN3	0.67575
PDCD1	1.39325
OR5P2	0.2795
IFIT1L	1.4165
MIPOL1	2.3205
OR51D1	0.737
C1orf92	-0.9865
LAMP2	0.4105
CAT	0.13
C16orf80	-1.1405
C15orf32	-0.4205
ZNF746	0.03975
C1orf76	-1.2655
ATXN1	1.0595
LAMC2	1.74275
SLC2A7	-0.862
CPOX	-1.79825
APH1B	1.801
LOC442245	-0.48025
CTNND1	0.340444444444444
GABRG2	-1.202125
MADCAM1	0.1115
F5	-1.17575
SEMA4F	0.446166666666667
NUDCD3	0.02625
PDZD11	0.7715
TRIML1	0.806
GCNT3	0.153666666666667
TMEM120A	-0.0295
CNDP1	-0.13
N4BP1	-0.109
SLC35F2	-1.774375
LCP1	0.0246666666666667
IGBP1	0.191
DCAKD	0.839875
ELA2A	-0.891
C12orf56	2.24525
PITRM1	-0.307357142857143
GUK1	0.359166666666667
RASSF8	-0.392875
OR2A14	1.251
ADM	-2.62233333333333
FGD3	3.66933333333333
GHRHR	0.235833333333333
RHPN2	0.40225
C4orf39	-1.537
VPS72	-0.0545
SERF2	1.0655
CD22	2.64466666666667
CD47	0.0699
PPIC	0.886833333333333
IMPDH1	-0.252666666666667
ACP6	-0.174833333333333
PRKACA	-0.0465
PPP1R1A	-0.09375
TRPV3	-0.53775
ASXL1	-0.681125
C17orf55	0.174666666666667
FXYD1	-0.313166666666667
LMOD2	-0.108
ANKRD33	0.477
LCE2C	0.297375
ZNF620	0.401
DKFZP566E164	-0.7575
VSIG2	2.5325
KIAA1128	1.13025
USO1	0.176166666666667
NUDT4	0.679357142857143
CLDN1	-0.351357142857143
OR4Q3	0.628
FASTK	-0.2055
ICOS	3.09716666666667
LDB1	0.153
GSTA5	-1.7775
ABCC1	-0.8345
FAM54A	-1.01575
PCBP2	-0.268833333333333
NUP205	-1.02225
ACTA1	-2.068
GABBR2	-1.7865
PIP5K1B	1.08333333333333
AGXT	-2.56866666666667
RNF181	0.48025
ATP8A2	0.478
AFTPH	1.3935625
FGF21	0.31675
FCER1G	2.615625
SNTB1	-1.768
SLC24A3	1.1015
TXNL4B	-1.5083
RPL10L	-0.253666666666667
LOC389517	-1.24165
TSGA13	0.464
SHOX2	-1.6195
ITGA7	-0.8746
KCNIP2	-0.634166666666667
KLF13	-1.0209
ZFAND2A	-0.6105
CEACAM1	1.26535714285714
PFKFB4	-2.73383333333333
MED19	0.02175
LRRC57	0.333833333333333
RNF11	0.90775
ANKRD32	-1.523
P117	0.1235
OBFC2A	-0.249
POLD3	-0.994083333333333
RAB18	0.9615
TPH2	-0.005
PHB	-0.0948
JDP2	2.24266666666667
MORF4L1	-0.0381
POU2F1	-0.55925
CNNM2	-0.862333333333333
LOXHD1	0.669333333333333
ZC3H15	-0.385
ELK3	0.513333333333333
FAM111B	-1.259
CBLC	3.259
SBNO1	-0.083
ANKMY2	-0.063
PLEKHA5	0.39725
DHX58	2.15216666666667
ARCN1	-0.5635
TREML1	0.6604
KNCN	1.19
SEC24A	-0.6475
PSCA	0.131
MGC24125	0.759333333333333
DNA2L	-0.35125
CIB4	-0.502375
HIGD2A	0.505833333333333
TBX6	0.438
TTLL5	0.298
SGK3	0.329166666666667
GCN1L1	-0.40375
AMOT	0.000899999999999982
LDOC1	-2.00183333333333
NRK	-0.298833333333333
ASB9	-0.872
NAT1	5.0139
TRAFD1	-0.129
PEAR1	0.791333333333333
FAM36A	0.194375
OR1S2	0.0676666666666667
LOC388323	-3.0095
PGS1	-0.79
LEPREL1	-3.41625
TFF1	0.435333333333333
HAP1	0.20575
EPHB2	-0.31225
ACTG1	-0.00933333333333333
ZFP42	-2.33383333333333
HAVCR2	0.859
NME1	-0.7455
SNX26	-0.220333333333333
LACTB	0.202
ZKSCAN2	0.565125
C5orf35	0.76025
ANKS3	0.21025
RBM28	-1.018
DKFZP586P0123	-0.802
HNRNPA1	-0.274833333333333
BCAS3	-1.83266666666667
FLJ20184	1.15
POLA2	-0.883833333333333
TMC7	0.1555
HSD17B6	1.6825
ZNF658B	1.42566666666667
TTTY10	-0.540666666666667
RANBP9	-0.325583333333333
CPNE7	-1.40133333333333
EVL	1.45988235294118
LNX1	1.29316666666667
IFNA21	0.5382
CFD	1.01775
PYCARD	3.04466666666667
MYBPC2	-1.054
ENPP3	-1.24916666666667
ACSL4	-1.83725
LOC440258	-1.07516666666667
TMEM176B	3.60233333333333
SOX2	-5.318
SCO1	-0.2395
COMT	-0.60725
AOC2	0.135
PDLIM5	0.269857142857143
SPHK2	0.6185
NXPH2	0.474
GPR108	0.173
RAD51L1	0.4175
TMEM54	0.596
LETMD1	-1.25833333333333
SLC6A17	-0.236
KRT75	-0.71
STT3B	-0.526
CD3EAP	-0.718833333333333
TMEM63A	0.67725
DUSP13	-2.7045
CD1C	1.43866666666667
LASS2	0.770666666666667
AVP	0.1075
PITPNM1	-0.544
FLJ22795	-1.167
MCTP1	-2.01825
TRIM68	-0.3075
UCK2	-1.36833333333333
ABHD1	2.15025
FAM50A	-0.5855
RNASEH1	-0.993
PCP2	2.2045
OR52H1	1.0015
C20orf149	-0.1535
RBP5	1.3295
HYAL3	0.16725
CLPB	-1.2775
SMNDC1	-0.16475
DONSON	-0.977666666666667
FLJ27523	0.518333333333333
BARHL2	0.5435
SLC30A9	0.330833333333333
TMPRSS11B	-0.09525
E2F8	0.0543333333333333
CCDC25	-0.241916666666667
C14orf48	1.92716666666667
C20orf116	0.732
TSPAN11	0.4685
YIF1B	-0.588333333333333
FAM12B	0.57175
OR1L6	0.3595
HPN	1.3043
NBN	0.86625
C14orf94	0.1155
OCLM	0.044
ZSCAN18	-0.5007
L3MBTL	-2.5521
TSTA3	1.63766666666667
RAC1	-0.014125
C19orf15	-0.0181666666666667
NFE2	-4.0285
KLK14	0.6015
ARSF	0.504
MAST2	-0.235666666666667
AMICA1	2.77966666666667
GTF2A1	-0.187625
ATP1A3	0.34525
TC2N	3.6816
PNKP	-0.012
ODZ2	-4.120875
MATR3	0.542875
S100P	2.69925
KRT82	0.161
CA13	0.7804
PROZ	0.700166666666667
AASDH	0.8425
C19orf40	0.942333333333333
DCK	0.379692307692308
FAM5C	-2.22025
SLC6A4	2.8075
MID1IP1	-0.370125
TESSP5	0.313
TMOD4	0.552666666666667
DOCK2	-0.545166666666667
TUG1	0.033
NUP214	-1.34475
DPYSL2	-0.5025
GOLM1	1.03541666666667
MPFL	0.14425
SOX13	1.23075
SDCCAG8	1.4737
KEL	-2.21833333333333
NUP210L	-2.578
GK	-0.890375
DNAJB1	0.7385
ALPK3	0.683
CHID1	-0.3821
CYLC2	0.594333333333333
IKZF5	0.367
C8orf51	0.7635
PPM1J	1.706
GIMAP8	3.45866666666667
GPR101	0.303
NR2F1	-2.699
ACAD8	-0.6765
RBM35A	1.05225
GNAI2	-0.333
METTL8	0.104833333333333
SLC39A7	-1.3765
FBXO8	1.234
CAMK1	0.315
RFC3	-0.3225
FAM129A	1.97521428571429
ILF2	-0.18175
FGFBP3	-3.178375
NOM1	-0.4905
PSMA3	0.645
ASCC3	0.1403
ZYG11A	-1.52525
SOX21	-1.717625
LYRM1	0.6695
DEFB1	-1.494
LOC91431	-1.4275
OR7C2	1.2515
FAM46B	1.046875
TMEM18	-0.541875
ARHGAP30	1.46883333333333
TMEM86A	2.57241666666667
EPHA2	-1.24616666666667
C10orf46	1.33595
TCHH	-0.771666666666667
C3orf30	-0.4628
LOC285636	-0.864166666666667
PAIP2	0.03475
CYP2U1	-0.618
C12orf34	1.355
SARS2	-0.6565
ZCWPW1	1.949
SAMD12	1.484
KIAA1430	0.356375
ACAT1	-0.743
MEOX1	1.623
ADAMDEC1	6.788
PHKA2	-0.72225
CARD11	-0.775833333333333
CALML4	0.704
TSSC1	-0.4
TMEM45A	-1.09944444444444
MPP7	1.40025
POU1F1	0.426
SLC2A13	-1.6513
FBN2	-1.9855
ZC3H7A	0.6665
LAIR2	0.79
ST3GAL1	0.381
LCT	-3.24625
GEMIN8	0.873333333333333
KLF16	0.1458
HIF3A	-0.0133
FAM44A	-0.564214285714286
AQP10	-1.2768
PLA2G2A	2.7365
FOLH1	0.379
C20orf186	0.315
MAPKAP1	-0.571875
SPRR2D	-1.35425
UBQLN4	-0.199166666666667
RSHL1	-0.012
PIAS3	0.4125
MRPL24	0.87675
GREB1	-1.24975
FAM27E3	-2.7675
NUP62CL	-1.344
NEUROG3	-0.548
REEP3	0.744166666666667
MARK1	-1.861375
LMBRD1	0.94275
PRPF19	-1.0145
PNMT	0.0778333333333333
CTGLF1	-1.3485
SLC25A16	0.84675
EIF2B3	-1.476
RPA2	0.11475
PAK6	1.89433333333333
CCDC26	-4.18575
SEMA3E	2.603875
MXD4	0.9354
TNFSF10	4.3276
SMARCB1	0.0825
DTX3L	1.55566666666667
PLA2G4E	0.594
PPAP2A	0.14925
ULK1	-0.402333333333333
TAS1R3	0.2775
SLC2A3	-2.927
ARID3A	-2.4075
GNG5	0.1385
ACOX1	0.223
KIF5B	0.21975
NUP153	-0.4065
MUC7	0.2645
CSDE1	-0.390571428571429
CLPTM1	-0.7805
C3orf23	0.14875
LRRC17	0.197833333333333
TTYH3	-0.806625
ATP5B	-1.2255
ELF3	2.2157
CPSF3L	-0.195
ZNF665	-0.103833333333333
TLR6	1.6175
GPI	-0.6185
RAD9A	-0.08225
NDST4	-3.69825
AGPAT3	0.152083333333333
MAGI3	1.8185
ADORA2A	0.77475
CACNG7	0.454
CAMK2D	-1.85628571428571
CCHCR1	-0.857
RPS27A	-0.64575
OR10G7	0.440333333333333
GCM2	-0.5445
FAM135B	1.6406
E2F1	-0.914
PLCB3	0.5925
OR2AE1	0.384
COIL	-0.063
CDC25C	-0.5655
RAB11FIP2	-0.217
TSC2	0.20825
CTGLF5	-2.0245
CCDC108	0.0633
OR13C4	0.2205
C10orf81	6.744
PTPRB	1.44825
ACP2	0.74775
LAG3	2.02
MRPL54	0.43475
LOC201175	-0.3605
ITGB1BP3	-2.073
SPTAN1	0.036
SIPA1L2	0.2555
RCAN2	-0.7155
CDX2	1.946
ECOP	0.6455
ACTR1A	-0.0597857142857143
PPARG	-1.9695
BBS10	0.2565
TMEM44	-0.6365
BPIL2	0.741
CITED1	-0.17275
IRF6	4.28725
PRDM4	0.089
RRP9	-1.18316666666667
OR10H4	0.15125
IL31RA	-1.97625
GNB1L	-0.790666666666667
MYBL2	-1.761125
ZNF407	0.929
PPIG	-0.0318333333333333
TTC18	3.1265
RPSA	-0.652
MAPT	1.720625
MRE11A	-0.359
C8orf37	0.8255
RASGEF1C	-2.4435
STBD1	0.19525
CTAG2	2.3475
MGAT5B	-2.5165
ECM1	2.918875
RLN1	2.67
PARP14	1.0208125
EPB41L1	1.6526
HOXA3	-1.15075
MAGEA9	-4.41925
RPS8	-0.1265
RPS19BP1	0.3955
FOXJ2	-0.022125
C10orf76	0.713625
IL17RE	1.069
C10orf65	-1.74325
ZNF343	-0.197833333333333
FBXO33	0.253375
UHMK1	0.3699
LY6G6C	1.58475
FGF19	-2.0495
C14orf128	-0.839333333333333
IFIT2	1.556875
TIGD1	-0.51925
S100G	0.2615
GUCY1B3	2.34
NR3C1	-0.4507
CORO1B	0.940333333333333
PARP11	0.705166666666667
DNALI1	4.35416666666667
OR4N4	0.246125
MAP2K6	0.276833333333333
FSTL4	0.885
ANKRD47	1.2975
TMEM171	-1.943
PNLIP	-0.19025
YY1	-0.122666666666667
CCDC138	-1.64
AASDHPPT	-1.0411
CKS1B	0.0197
MCM3	-0.512833333333333
ANAPC7	-0.441666666666667
FAM110A	1.25825
CDC37L1	1.38116666666667
THTPA	0.88875
NBPF20	-1.9805
WDR24	0.94125
NPTX2	-2.06725
CBLB	0.254333333333333
CETN1	0.191166666666667
RPUSD1	0.253
FAF1	-0.44025
CDK6	-2.9924
HMX2	0.7475
CSK	-0.3855
TEAD2	0.543
SNAP25	-2.135
TUFT1	0.1446
TMTC3	0.981333333333333
LCK	-0.87975
SGOL1	0.069
AKTIP	0.628
FURIN	-0.976
SOX12	-0.249333333333333
DEFB103A	-1.33625
RAMP1	2.25275
KIR3DX1	1.126
GAS2L3	-1.294
PDE8A	-1.3504
EDN3	-1.3655
GMIP	1.397
SF3A2	-0.244
FN3KRP	0.18575
SMAD7	0.4395
RHBDD2	0.323
OR11H6	-0.048
PPP1R3B	0.2868
C9orf23	0.4995
CADPS	-0.31175
GOLGA8A	-3.454
TMEM57	0.568833333333333
RGL3	1.041
S100A14	2.736
FGFR2	1.7543125
XRCC3	0.00624999999999999
RTN4RL2	0.6575
MGC3771	2.401
GH2	-0.0335
BTBD2	-0.22775
LMO2	-0.26975
RDBP	-0.593875
ACRBP	-1.3065
AMY2A	0.732
DUOXA1	1.6455
PTK7	0.383666666666667
TWF2	-0.2785
FAM80A	0.949
TNNI2	-2.0955
GLT25D1	-0.535333333333333
OCC-1	-1.715
CYC1	-1.134
RPL22	-0.319090909090909
MORN3	2.0015
DISP1	1.6065
PRB2	0.4875
CHUK	0.12025
HR	-0.41525
CCDC134	0.19625
DENND4B	-1.01575
C14orf130	1.256875
RAB33A	-0.3985
DCST2	0.6065
TNMD	-0.7425
PEX7	1.3535
FAM62A	-0.14175
SRD5A2L	1.76825
IL22	-0.8005
RPS26	-1.49116666666667
HOXC5	-0.12
SPATA6	2.32025
FLJ38482	-1.368875
ZNF234	0.399
C18orf22	0.13725
SPATA22	0.7795
THOC1	0.48925
CYP7B1	2.848
KCNC3	0.31475
C8orf42	-1.341
ALDH1B1	-0.498
CCDC100	0.3329
ARMC4	-3.357
FAM18B2	0.342
SLC44A1	0.869625
FBXO17	-2.03933333333333
C6orf107	-0.397
C19orf29	-0.26325
ZC3HAV1L	-0.55
PARP6	-0.4139
SULT2A1	-4.843
C1orf159	-0.42475
TMC1	-0.537
CHST14	-0.15775
GAMT	0.0331666666666667
SMCP	0.3575
TSPAN33	-0.463083333333333
MIDN	-0.13725
NOX4	2.94525
RNASEN	-0.4824
TBX1	-1.274
SALL2	1.26
C10orf35	1.04925
CYP2E1	-0.365875
LRFN2	3.33133333333333
ACO1	-2.32566666666667
IQCG	1.7446
MEGF9	1.87475
TM7SF4	1.61425
PLEKHA1	0.0721333333333333
STK33	-3.715
C1orf210	3.024
SNUPN	0.4259
KIAA0406	-0.8728
C20orf29	0.73
TMEM55B	0.1095
OSTM1	-0.829125
CLCN7	-0.285
OTP	-0.182
FLJ23049	-1.7295
HEATR4	0.183
MAP3K10	-0.262
PCDHGA9	0.49
AMDHD2	0.13425
LCTL	-3.8305
PDCD2L	-0.46225
CABLES2	-0.2675
SLC5A9	-0.58475
CLCA2	-2.9292
MGC16025	-0.2985
STRAP	-0.981
C20orf196	0.1
RRBP1	0.323
NAT13	-0.62775
MAT2B	0.379125
CSNK1D	-1.2765
KIR3DL1	0.05275
PRKAG3	-0.121
ZNF599	0.445
PRM3	1.6095
PER2	0.8535
ASPHD1	-2.944
PRMT6	0.2795
KCNE1L	-0.726714285714286
FAM118A	0.320166666666667
TAF4	-0.276
NDUFB6	0.0505
TRIM9	-1.19525
PMFBP1	0.46175
KY	0.1635
DKFZp762E1312	-1.45309090909091
CSMD1	-1.41775
TBP	-0.344666666666667
OR1Q1	0.844166666666667
RETNLB	-0.10975
HPGD	-0.655769230769231
DNAJC12	4.04183333333333
FKBP1B	0.19475
ANKRD24	-0.3125
CXXC5	-0.126
IL3	0.443142857142857
DRAM	0.7794
PTCH1	-2.031625
TP53BP1	0.365
SLC17A7	0.729142857142857
COL25A1	-1.8417
AMACR	0.604
RHCG	-0.13925
VPS13A	-0.635833333333333
FAM55D	2.1155
PRPF38B	-0.161916666666667
OSBPL6	-0.3395
PFDN5	0.6391
CMTM6	1.2
KCNK12	-1.48125
RP2	0.58325
C16orf52	-0.503
PICK1	-0.063
IFNE1	-1.464
SEMA4B	0.52775
TYRO3	-0.927
OR12D2	-0.52
CSNK1A1	0.4572
FANCF	1.141
LONP2	0.68825
TBL1Y	-1.518
LDOC1L	-0.265875
CCNC	0.288
C3orf60	-0.5285
CHKA	-0.94725
UBAP1	0.31975
MAP3K1	0.7215
ANKRD9	-0.5775
FAM92A1	-2.3
GAB2	-0.581125
AZU1	-0.07425
DIS3	-0.209583333333333
C21orf109	-1.5545
IQCB1	-1.05475
SPATS2	-0.473833333333333
EFCAB3	-0.37075
PRB3	0.235
FUZ	0.277833333333333
ZNF813	0.515
BMPER	-1.73216666666667
HEG1	-0.1625
ALS2CR11	-1.924
SURF2	-0.0485
PSMC1	0.40225
OR2D2	0.318
SLC7A8	2.5965
C4orf40	0.8935
SPATA7	0.4765
MAZ	0.206
PIN4	1.171
PDE1A	-1.25375
TAF6L	-0.932
OR2T34	0.3795
KIAA0284	0.9445
ACADS	0.932
MKRN2	-0.383
C18orf56	-0.389
MS4A6E	0.401
GALNT4	0.6115
C22orf31	1.323
FLJ36070	0.828
PSME4	0.42225
TFG	0.3388
EPHX2	1.05575
ANXA5	-0.333125
KRTAP1-1	-0.0468888888888889
BATF	3.1585
KARS	-2.02175
MSTP9	-0.5285
GPR26	-0.01975
CCDC72	0.428
TEF	1.0935
FOXK1	-1.4354
PRLHR	0.9285
EMX1	3.728
C11orf30	-0.932125
ICK	0.09225
THSD7B	0.21
C21orf100	-2.088
DUOX1	3.081
EFCAB4B	0.06275
UBE2G2	-1.386
C3orf54	0.22025
PARP1	-0.58325
FAM60A	-2.303
C6orf146	0.24525
OR9K2	0.8
DDX55	-1.2995
RPS15	0.228916666666667
ZNF618	0.6015625
DKFZp686D0972	0.28925
SSPO	0.97
SHFM3P1	0.337833333333333
CPA6	5.0975
JAG2	0.615
DEFA3	0.04375
PPBPL2	-0.1808
CD34	4.172125
SLCO4A1	-3.32375
AFG3L1	-1.84216666666667
SHD	-1.161
RP13-122B23.3	-0.951
PRKCSH	-1.0035
DPH5	0.186666666666667
HLA-F	1.821875
TBC1D4	-0.288
RIG	-0.349833333333333
