Hybridization REF	TCGA-BH-A18K-11A-13R-A12D-07
CYC1	-0.338166666666667
RPL22	0.534272727272727
MORN3	0.499166666666667
DISP1	1.68
PRB2	0.9055
CHUK	-0.05225
HR	0.08875
CCDC134	-0.692375
DENND4B	-0.991
C14orf130	-0.02275
RAB33A	-2.82625
DCST2	-0.108
TNMD	2.4055
PEX7	0.67525
FAM62A	0.44125
SRD5A2L	0.19775
IL22	0.0695
RPS26	-1.69683333333333
HOXC5	0.4625
SPATA6	1.22775
FLJ38482	0.029375
ZNF234	-0.491
C18orf22	0.801
SPATA22	2.03025
THOC1	-0.75425
CYP7B1	2.18775
KCNC3	0.346
C8orf42	0.3865
ALDH1B1	-0.48
CCDC100	0.4726
ARMC4	-1.5985
FAM18B2	0.12475
SLC44A1	0.65575
FBXO17	0.0625
C6orf107	-0.89825
C19orf29	-0.20475
ZC3HAV1L	-0.37975
PARP6	0.4549
SULT2A1	-4.7995
C1orf159	-0.7105
TMC1	-0.278
CHST14	-0.085375
GAMT	0.00766666666666667
SMCP	1.05266666666667
TSPAN33	0.297166666666667
MIDN	-1.036875
NOX4	0.31725
RNASEN	-0.4893
TBX1	-0.473166666666667
SALL2	0.80975
C10orf35	1.21375
CYP2E1	-0.09175
LRFN2	0.567666666666667
ACO1	0.3665
IQCG	0.3789
MEGF9	2.075
TM7SF4	0.652
PLEKHA1	0.0515333333333333
STK33	-3.27975
C1orf210	1.871
SNUPN	0.3553
KIAA0406	-1.0235
C20orf29	-0.35375
TMEM55B	0.154
OSTM1	-1.1499375
CLCN7	-0.74375
OTP	0.10075
FLJ23049	-0.81275
HEATR4	0.6495
MAP3K10	0.00133333333333333
PCDHGA9	0.1725
AMDHD2	-0.35925
LCTL	-1.8505
PDCD2L	-1.15425
CABLES2	-0.60925
SLC5A9	-0.92575
CLCA2	4.3505
MGC16025	-0.0875
STRAP	-0.891
C20orf196	0.058
RRBP1	-0.444166666666667
NAT13	-0.95125
MAT2B	1.199375
CSNK1D	-1.37383333333333
KIR3DL1	0.008
PRKAG3	0.9295
ZNF599	0.458
PRM3	1.5045
PER2	1.27233333333333
ASPHD1	-2.2595
PRMT6	-0.54925
KCNE1L	-0.0137857142857143
FAM118A	-1.136
TAF4	-0.53475
NDUFB6	-0.79
TRIM9	0.0744166666666667
PMFBP1	-1.70225
KY	1.3395
DKFZp762E1312	-5.32354545454545
CSMD1	-1.42666666666667
TBP	-0.113166666666667
OR1Q1	0.857666666666667
RETNLB	0.164
HPGD	1.21721428571429
DNAJC12	1.313
FKBP1B	-0.048
ANKRD24	0.176333333333333
CXXC5	-0.530666666666667
IL3	-0.14075
DRAM	0.6393
PTCH1	-0.093125
TP53BP1	-0.09875
SLC17A7	0.991
COL25A1	-0.714222222222222
AMACR	-0.143
RHCG	0.75675
VPS13A	-0.623083333333333
FAM55D	2.9805
PRPF38B	-0.394416666666667
OSBPL6	-0.229
PFDN5	1.2695
CMTM6	0.2035
KCNK12	-1.1605
RP2	-0.0345
C16orf52	-1.20775
PICK1	0.5875
IFNE1	0.3745
SEMA4B	0.3715
TYRO3	0.2285
OR12D2	-0.209
CSNK1A1	0.64885
FANCF	0.70025
LONP2	0.525125
TBL1Y	-1.81975
LDOC1L	0.0795
CCNC	0.093
C3orf60	-0.3105
CHKA	-0.59225
UBAP1	1.094
MAP3K1	-0.1705
ANKRD9	-0.8155
FAM92A1	-0.831833333333333
GAB2	0.742875
AZU1	-0.037
DIS3	0.358833333333333
C21orf109	-1.5675
IQCB1	-0.128
SPATS2	-0.866166666666667
EFCAB3	-0.15725
PRB3	0.168625
FUZ	0.155833333333333
ZNF813	0.575625
BMPER	0.0171666666666667
HEG1	-0.046875
ALS2CR11	-0.799
SURF2	-0.09925
PSMC1	0.0015
OR2D2	-0.0445
SLC7A8	1.56966666666667
C4orf40	0.725
SPATA7	0.74
MAZ	-0.98775
PIN4	0.42
PDE1A	0.23925
TAF6L	0.0136666666666667
OR2T34	-0.077
KIAA0284	0.33925
ACADS	2.18272727272727
MKRN2	-0.5325
C18orf56	-4.6115
MS4A6E	0.3378
GALNT4	-0.0715
C22orf31	1.89
FLJ36070	1.3935
PSME4	-0.47675
TFG	0.0794
EPHX2	1.983125
ANXA5	0.273625
KRTAP1-1	0.6884
BATF	2.148
KARS	-0.8375
MSTP9	1.277
GPR26	-0.268625
CCDC72	-0.3675
TEF	1.64466666666667
FOXK1	-0.4828
PRLHR	1.6335
EMX1	0.2305
C11orf30	-0.393375
ICK	0.36425
THSD7B	0.19975
C21orf100	-1.8115
DUOX1	2.1515
EFCAB4B	-0.733333333333333
UBE2G2	-1.54783333333333
C3orf54	1.51175
PARP1	-1.778
FAM60A	-1.90933333333333
C6orf146	0.40975
OR9K2	0.1395
DDX55	-1.41383333333333
RPS15	0.974416666666667
ZNF618	0.6436875
DKFZp686D0972	1.796
SSPO	-1.0445
SHFM3P1	0.7195
CPA6	2.37925
JAG2	1.96625
DEFA3	-0.1035
PPBPL2	-0.154333333333333
CD34	4.542375
SLCO4A1	-2.772
AFG3L1	-1.20116666666667
SHD	-1.31425
RP13-122B23.3	-0.664333333333333
PRKCSH	-0.254833333333333
DPH5	0.0865
HLA-F	1.573625
TBC1D4	1.534
RIG	0.5305
GLUD1	0.396166666666667
HNRPCL1	-0.4385
HBXIP	-0.48625
RNF207	-0.74
APIP	-0.159
PLA2G3	-1.13
CCDC84	-0.535
MYLIP	-0.307615384615385
PHIP	0.39925
AARS2	-0.547166666666667
DHX32	0.558
SCAPER	0.783833333333333
MEN1	0.02925
NIP7	-1.33175
FLJ25404	0.038
FASTKD3	-0.8035
TMEM158	-2.80083333333333
RARA	1.32225
BDH1	0.4815
ANKRD16	-0.08925
CARM1	-0.999
SS18	0.549
IKZF2	-0.540166666666667
MYD88	-0.10025
PML	0.6125
TAF1A	-0.8195
CBFB	-0.976
HIST1H3H	-1.38066666666667
C7orf29	-2.27475
COMMD4	-0.590166666666667
DPP3	-1.86175
DAB2	0.86425
LOC388882	0.1005
YPEL4	0.931875
AGBL3	0.2665
LRP6	-0.6362
SERPINH1	-0.719083333333333
TLE1	-0.07325
CD244	0.299333333333333
ZDHHC15	0.29025
MGLL	2.553
PLDN	-1.04741666666667
LOC654346	0.839
FAP	0.88225
GPR37	-0.613
SCARA5	3.193
EBF4	2.51318181818182
LSM6	-0.30875
MLLT1	0.1590625
SLC5A12	-0.4105
A2BP1	-0.282333333333333
COPS5	-0.0381666666666667
TPM4	-1.17878571428571
TNFSF4	-1.59733333333333
ACADSB	1.80044444444444
HERPUD1	0.652
BCL2L11	-0.400333333333333
CEP78	-2.027375
CDCA3	-2.80075
WBSCR19	0.7055
MYO1A	-2.1985
PPEF1	0.821166666666667
LOC440348	0.1785
CPEB2	1.122625
BPTF	-0.142333333333333
RPL21	0.3311875
GSX2	-0.0815
ADPRH	0.283333333333333
C17orf68	0.472333333333333
KCNS1	0.746
MLLT6	0.3446
PIWIL4	1.22775
RNF26	-0.41825
RAP1B	0.666625
ADAMTS1	-0.9136
ZNF571	1.037
P2RY6	-0.4165
TRIM21	0.812666666666667
CADM3	0.85775
NLRC5	0.0898333333333334
ADRA2B	0.617333333333333
LOC90835	-0.444375
PCF11	-0.569
LOC400451	1.75875
GLTSCR1	0.3526
C17orf88	-0.4195
CDH16	1.832
FGF7	3.14175
PCSK4	-0.622333333333333
NPC1L1	-0.479166666666667
TAT	1.914625
TBCA	-0.563
MGC33407	-0.18425
GPR115	-1.02225
CYGB	1.5625
FNBP4	-1.12583333333333
C12orf43	0.08275
CBL	-0.852
CLECL1	1.273
PPAPDC1A	-2.6475
WDR25	0.0438333333333333
SGCA	2.204
C22orf29	-0.362333333333333
YIPF1	0.74725
GALK2	-0.666
RAB3B	-3.31116666666667
LOC440087	-0.5295
UCP1	0.541
REEP5	2.17175
FADD	-0.5223
FOXA1	2.535875
CACNA1A	1.42983333333333
ABI1	0.631166666666667
GRIN2D	-0.56525
SLC1A4	-1.0645
LOC401127	-1.4275
HINT2	0.7815
PLD4	0.487333333333333
ZNF286A	-1.2035
ENY2	-0.867
IL1F6	0.15
PXDNL	0.1445
C20orf79	-0.36575
TNFSF13B	1.467
DENND3	-0.12975
JARID1D	-2.92475
HIST1H2AK	0.16675
LOC93349	-1.3135
SSH1	-1.3666
ENSA	-0.4915
LOC219854	0.148666666666667
CKAP2	-1.7345
DKFZP564J102	0.661833333333333
MGC87315	-1.179
HNRPAB	-1.61325
AMH	-2.153
ZNF526	0.332
BRUNOL5	0.1391
CACNG3	0.334833333333333
TRPM1	-1.743
PPP2R1A	0.56325
COL2A1	0.14875
DDN	-0.239333333333333
FLJ25770	1.76233333333333
HK2	-1.02364285714286
ELOVL6	0.70825
MDK	-0.7515
EPHX1	2.47525
RASSF2	-0.207375
DKFZP434B0335	-0.68475
DLX3	0.5135
PRTN3	-0.7695
AVPR1A	0.5925
C21orf125	-2.17025
TNFAIP8	0.106
GNB2L1	0.532
CALCRL	3.454
SCGB2A2	7.743
UBXD7	-0.752
ZNF674	0.137
TMEM35	0.693
BRSK2	-1.284625
HECTD3	0.518
TMEM188	0.257
LGALS9	0.8095
SCARB2	1.099
USP34	-0.0525
C17orf28	1.06733333333333
ZDHHC23	-0.47125
AQP12B	0.27
SLC16A3	-3.81175
APLP2	0.719375
ITIH2	-5.22
MICAL3	-0.064375
TNNI3K	1.4108
HDAC2	0.00874999999999999
PRR7	-1.6307
THBS2	-1.4715
LOC751071	-0.328833333333333
CA2	0.0408333333333333
RANBP17	-0.51525
RLN3	0.02625
CRYZ	-0.447166666666667
GBAS	1.27033333333333
TAS1R1	0.40125
MPZL3	-0.1715
PCDH8	-1.3135
HSP90B1	-1.00366666666667
KCNK15	-0.8935
TNIP2	-0.453333333333333
GPR146	2.61025
NOL6	-0.5815
SPC25	-6.05644444444444
STEAP2	2.11785714285714
VAMP3	0.825166666666667
TCIRG1	-0.91175
ZP4	-0.5805
PARL	0.274
TRIM39	0.288333333333333
KIAA1305	1.77825
CRNN	0.450166666666667
GRN	-0.13275
HSH2D	-2.6785
SCAMP1	0.3756875
KIAA1913	0.208
PTS	-0.83025
BANP	0.3015
PRKACG	0.758
ADCY6	1.1545
C16orf46	-0.0805
CYP51A1	-0.905
DDC	-1.008
ANPEP	0.717333333333333
PROM1	2.78966666666667
SIGLEC10	1.10725
COPG	0.3355
FAM26E	0.953625
TRIP4	0.2395
SNX3	0.738833333333333
C1orf175	0.979833333333333
PPY2	-0.063
C14orf152	0.48425
FTSJ1	-1.05366666666667
DST	1.295
LOC554235	0.366
GLRX5	-0.3325
C20orf12	1.053
CAB39	0.588333333333333
MSH2	-1.05466666666667
PIP4K2C	0.159
CYLD	0.3415
WTAP	0.8294375
MGAT4A	-0.228666666666667
TSC22D4	0.1245
CHRM2	-1.6025
PPYR1	0.422333333333333
CCNH	-0.184333333333333
RRM1	-1.056
ECAT8	-3.42175
LOC400120	-0.1395
GABRA4	0.206875
C14orf4	1.60816666666667
C1orf59	-0.69975
CTDSPL	1.01325
NHEDC2	-0.925
PDE11A	0.2333125
KLHL29	2.5365
CD5	-1.2582
TSPAN9	1.0945
WDR67	-2.06325
THUMPD1	0.3165
C18orf17	-0.0525
CLYBL	1.1855
FLJ13231	-0.986875
CMBL	-0.065875
LECT2	-0.41575
NKAPL	4.25483333333333
LOC654780	0.3865
OR4C6	1.0025
RAB30	-0.535833333333333
TSSK4	-0.1965
TMEM163	1.421
OSBPL11	-0.296416666666667
GNB5	-1.026
CCL21	2.316
C1orf121	-0.548666666666667
FMO2	3.754
RPTN	0.426
MSTN	0.379
VCL	0.483142857142857
FYTTD1	0.0195
C11orf1	0.6875
CCDC88C	-0.6218125
HFE	-0.584888888888889
MOGAT1	1.3865
FAM125B	0.300666666666667
IRGQ	-0.1405
RAVER2	1.51075
AKAP5	-1.0135
SSSCA1	-0.1595
C11orf63	1.16675
ACTG2	3.2325
PORCN	-1.0745
DTL	-4.28209090909091
TMEM151	0.37025
FAM122C	-0.67525
RSAD2	1.6668
BAT4	-0.6465
KRTDAP	0.2525
MYH8	-0.04175
CRTC3	0.82775
LRRFIP2	0.4292
INTS4	-0.0768333333333333
TTN	-1.6864
SLC26A5	0.786
PLLP	0.22275
RGS6	0.822375
SRGAP3	0.894625
ZNF525	0.139
NBR2	0.394
C13orf1	-0.3521
ZNF137	0.4105
CEP27	-1.9625
BEST2	-0.0985
RNF121	-0.30675
DMRTC2	0.28675
C8orf76	-0.89475
BCCIP	-0.5695
MEST	0.571
HTRA2	-0.231
ANGPTL2	1.79625
ILKAP	0.0463333333333333
ERAS	-0.129
HBS1L	-0.697125
CPA5	1.725
TMEM30A	0.6235
CD300LF	1.36333333333333
WISP3	2.658
CRK	0.0896428571428571
PDS5A	-0.4171
BRPF3	0.4045
NEDD9	0.360375
SMPDL3B	1.13575
PSG6	-0.63525
PSMD13	0.3805
ETV5	-0.4199375
OR51A4	0.103
BTBD7	0.1515
GSTO1	-1.24875
hCG_16001	0.5885
MAD2L1BP	-0.713166666666667
COX6A2	-0.3385
SCNN1A	2.12383333333333
LSM1	-0.275166666666667
UGT2B11	2.296
IDUA	1.02525
PPP2R3C	-0.626
COX11	-1.14233333333333
PDZK1	-3.70475
ZNF443	0.305166666666667
MGC21874	0.924
ZNF323	2.2667
KRTAP10-10	0.3725
CXCL6	2.42725
SLC34A2	2.7097
LOC284402	0.4825
NPTN	0.858916666666667
UPP1	-2.61858333333333
SLC6A9	-0.467
OR7G3	-0.0125
CISD1	-1.15883333333333
ZNF545	0.112833333333333
SYT14	-1.0245
NT5C3L	0.151
ZNHIT3	-0.272666666666667
SNRPD3	-0.69575
KIAA0701	0.282375
UNC93B1	-0.333
GMNN	-1.34425
SPCS2	-0.0363333333333333
LOC388524	-0.1925
NAPRT1	0.13975
PNLIPRP1	0.08925
OR6V1	0.896
PRKAB1	-0.00775
EYA4	-2.33366666666667
KIF20A	-4.43325
ALG10	-0.84775
ITPKC	1.046
LMX1B	0.6705
RPUSD4	0.0381666666666667
C7orf34	0.613
DLGAP2	0.52275
PFN1	-0.0525
MICALL2	-1.17883333333333
ZNF654	-1.007
SS18L1	-0.82075
SLC16A8	1.09025
MKI67IP	-0.110666666666667
ITGB3	-2.121625
TCEA3	1.10033333333333
CEP152	-2.875
CLIP1	-0.302
ZNF75	0.5156875
ATP5C1	-0.216833333333333
NUDT5	-1.53383333333333
PSCDBP	-0.1955
UBP1	-0.02
RBM27	-1.34275
C13orf15	2.7535
ZNF282	-0.181166666666667
ZNF222	0.2328
COL10A1	2.43
PRDM15	-0.836
TTTY5	-0.1865
FAM9C	-0.59675
C20orf67	0.73625
GNG13	2.7185
F12	-2.02875
C1orf41	-1.6275
CPXCR1	0.159
GSK3A	0.222
SUPT6H	0.214333333333333
PI16	3.2415
ELL2	0.3615
C9orf167	-2.289
PVRL3	-1.5958
FLJ38596	0.43525
ADAM20	0.096
GPR89A	-1.48
GPR87	0.406
ZNF30	0.70475
SMR3B	0.778
ZNF770	-0.1955
TRPC4AP	0.470166666666667
DKFZP686E2158	0.218833333333333
C2orf28	0.2185
FREM1	1.58633333333333
LAMA4	0.876
ADPRHL2	-0.26425
EIF4G2	0.550166666666667
GUCA1A	0.198
CTNNA2	-1.463875
NUDT15	-0.754333333333333
CEPT1	0.760666666666667
ZNFX1	-0.0245
CCDC92	1.67875
TDRD1	0.3435
KCNK5	-1.00166666666667
ETNK1	0.0129166666666667
LTA	0.2895
TTPA	0.922666666666667
B3GALNT2	-1.859
SC65	-1.76733333333333
PEX5L	-1.486
EPS15L1	0.18625
MGEA5	0.34275
HIST1H3A	-0.74825
ING1	-0.178625
BCAT1	-3.601375
ORC6L	-3.91845454545454
KLK11	-1.48183333333333
C19orf28	-2.02975
DNER	-2.363375
MED22	-0.736785714285714
ETV6	0.93125
CHAC2	-2.63675
CD300E	0.1115
CEBPB	0.888666666666667
ZNF398	-0.437
LRCH3	-0.5155
HMGA1	-2.11433333333333
CAPN7	0.341833333333333
MGC5566	-2.7195
CCL3	1.822625
NANOS1	0.63625
ZFYVE19	0.00600000000000001
APITD1	-1.21633333333333
PARD3	1.3125
IRAK4	-0.655666666666667
SERPINI2	0.4605
CEP170L	-0.73075
TTC9	2.095125
MYOM3	-1.39275
MLPH	0.359375
LOC222699	-0.125
NRG1	0.482833333333333
TBC1D9	2.25554545454545
TTK	-4.75116666666667
ZNF557	0.1313
DDX41	-0.4055
FANK1	1.755
UBE2D2	-0.24125
PSMB10	-0.111625
MYH7B	1.4165
GABARAPL2	0.434375
MARVELD2	0.244666666666667
DGCR2	0.762666666666667
UNC45A	0.156166666666667
C6orf72	0.092
ZNF683	3.7835
GIT2	0.0868749999999999
CASK	0.337333333333333
C14orf161	2.35283333333333
LRRC44	-0.514
TIFA	1.205625
UTP11L	-0.55325
C6orf65	-0.89525
FDPS	-0.418
DUSP9	-1.7717
SLC17A8	0.0918333333333334
OR51G1	-0.0595
NANS	-0.98325
OLFML1	1.7655
ATP10B	-1.038625
NPAS3	-0.41325
PRKCA	-1.8538
GGA2	-0.3146875
LCE4A	0.328
SPANXN3	0.31025
CCDC115	1.52075
SDCCAG3	-1.01875
GLIPR1L1	0.2375
TTC1	-0.12675
C17orf76	-0.37075
MAD2L2	-1.4815
HIPK1	-0.4794
LRRC3B	3.652
CLN3	-0.380772727272727
C17orf47	0.4955
FMN2	-0.2905
TUBB1	-1.574625
WAPAL	-0.305833333333333
C3orf21	-1.226875
SCN5A	-0.1631
SMYD1	3.0815
BEX5	1.37475
ZNF192	0.0845
SEC22A	-0.763666666666667
GRIA2	0.811357142857143
KIAA0825	-0.84
NUSAP1	-4.59427272727273
LANCL1	-0.139625
C15orf40	-0.1876
ZNF645	0.037375
GPR61	0.59275
NLRP14	0.2285
SNX21	0.3513
C1QTNF8	0.212
C17orf46	0.7755
IFNA8	0.392
SPRR1B	-2.12683333333333
FLRT1	-1.34475
SNX17	0.319166666666667
ASB2	-0.198333333333333
HBG1	-4.7995
RPRML	-1.549
JOSD2	0.7455
PLSCR3	0.6065
SPOCD1	-1.97883333333333
RAB39	-2.4995
GHRH	0.6605
ITIH5L	0.641
C17orf37	0.3385
SMCR8	-0.19425
DPY19L2P3	-0.532
IL11RA	2.38733333333333
GDF3	-4.13433333333333
RPS6KB1	-1.57225
DNAJC19	0.1852
TOP1	-0.44025
CRCT1	0.68225
MPST	0.64575
DPM2	-0.468
FAM38B	-3.27483333333333
SLC18A1	-1.74683333333333
FARP1	0.228333333333333
PAX7	-0.04625
TUBD1	-1.28425
GNL3	-0.906875
BTG2	1.7864
NDUFS6	-0.961
C1orf79	-1.04775
ERAL1	0.24775
ECHS1	1.918
VPS4A	0.0025
CYP11A1	0.693
ABCC6	0.129928571428571
PBX4	-1.861
MOSC1	2.19475
NCF4	0.2995
HYMAI	0.6705
NAGPA	-0.470125
OTOP2	0.247
ACOT12	-3.46944695195361e-18
MTHFD2L	0.057875
LOC441376	1.15825
C19orf34	0.3375
RAB1B	-0.5455
ALDOAP2	-1.136
NTRK1	-1.131
ARTS-1	0.8666
SLC6A11	-1.34
NAP1L2	2.1925
CNGB1	-0.000666666666666667
EPB41L4B	1.6745
FAM134B	2.04375
HS3ST3A1	-2.34083333333333
CPXM2	5.16075
SIRPB2	0.529
CHORDC1	-1.24916666666667
TRIB3	-1.9875
SLC2A5	1.62925
C2orf49	-1.48733333333333
DDX5	-0.30175
OR5L1	0.3255
ANAPC4	-0.0415
ZSWIM1	0.291375
LOC93622	-0.314
KCNK3	0.3944
RP11-35N6.1	0.88625
ZFP161	0.571166666666667
AQP9	-0.2565
SLC15A2	0.902833333333333
MREG	0.0125
OR9I1	0.116
PDLIM2	-0.11
ADAM7	0.2225
GSTCD	-1.481
WDR21A	-0.02525
SLC12A8	0.510833333333333
TMEM174	-0.32725
IGSF3	-0.487
LRRN1	1.6155
LOC402117	-0.08
SRPK1	-1.78433333333333
LY6K	-0.0815
NFIA	2.596
PTCD3	-0.078375
LEP	3.47033333333333
PCDH21	-0.437166666666667
MAPKAPK2	-0.2115
NMNAT1	-0.852833333333333
LHFPL2	0.053
C9orf43	0.385
DIP2A	-1.14883333333333
ACTR8	-0.306125
CCDC34	0.0125
PTPN22	-0.891
ITGA3	0.870375
FAM129C	-0.18375
RABGGTA	0.09
UNC45B	0.59075
KIAA1033	-0.397125
ZNF510	0.444666666666667
CYP2D6	0.514
SLC26A10	0.0275
STX8	0.579
LUZP1	0.409
WDR89	-0.728333333333333
EIF4G3	-1.1373
C5AR1	-0.05875
ZNF623	-0.3655
A2M	2.80525
TGM7	1.3445
GRPEL1	-0.766166666666667
LMNB2	-2.6129
ROCK2	0.0025
SNX16	0.704375
CCDC66	0.424
ANXA3	1.832
KIAA1609	-0.230875
EED	-0.597
RNF32	0.360833333333333
HES1	1.1998
CLC	-0.0103333333333333
ISL1	1.09533333333333
KIAA0528	-0.193875
MANEA	0.1925
C1orf61	0.179
hCG_2001000	0.7885
RAPGEF6	-0.0728
KIAA0020	-0.418333333333333
NEIL1	1.60375
C16orf45	0.194625
RBM10	-0.4235
C10orf125	-0.368625
MRS2L	-0.91875
DNAH17	-0.311125
C19orf10	-1.18
C1orf160	0.61675
SLFN12	0.12325
EXOC3	-0.125833333333333
HIST3H3	-0.37425
NCOR2	0.151333333333333
TNFRSF9	-1.09675
MFSD8	0.255
ALX1	-3.92366666666667
NOL1	-1.488
PODN	2.5045
TIAL1	-0.64875
HIST1H1E	-0.9995
NPY6R	-0.037
TM4SF4	0.005
CORO2A	-1.603
ETNK2	0.529333333333333
APOE	1.4175
ANGPT4	0.6965
HDGF2	-0.843
G30	1.25
ST8SIA4	-0.779875
F2RL1	0.1735
FAM19A4	1.07075
CCAR1	-0.94475
B3GNT7	-0.081
OPHN1	0.1407
DSCR6	-2.0715
C21orf13	0.386333333333333
GAS2L1	0.620333333333333
RFX3	0.04
COPS4	0.132
BCHE	-4.29616666666667
BCL2	2.531875
HBZ	-3.3905
ARL13B	-0.336625
MAPBPIP	0.451375
MYO15B	0.675375
SPZ1	-0.67425
KIAA1324	3.23355555555556
PLCL2	0.360375
C4orf29	-0.6055
WDFY2	-0.672125
ZNF284	-1.003
NAALADL1	1.289
DUSP5	0.903666666666667
PXDN	0.438625
SLMO1	-1.1305
TNXB	1.2459
BIRC7	-1.5345
A4GALT	0.4955
TIMM22	0.68525
FAM110C	0.1355
TOMM34	-1.639
ABHD9	0.1805
ADAM32	1.296
CRHBP	3.4905
AQP2	0.373625
LOC130355	0.53775
ZNF187	0.982833333333333
ZNF816A	0.637
F7	0.8395
CNOT1	0.0765
SLC13A4	-0.51725
ZBTB11	0.0155
B3GALT5	0.29175
EXOC2	0.371333333333333
IRS1	1.0771
TMEM1	-0.162666666666667
MRPL34	-0.114166666666667
SAMM50	0.271
CDC42EP3	0.823
HSF2	-0.1242
MFN2	0.0155
TSPAN7	0.637166666666667
NUCB1	0.5985
RHOH	-1.405
ARL16	-0.0055
TACR1	-0.1805
SFRS5	0.280333333333333
SNX25	-0.259375
RHBDF1	0.176166666666667
PCDH18	4.15666666666667
HMG1L1	-1.6445
MYO5C	1.3115
MAPK10	1.3845
LDHAL6A	-0.174833333333333
NUDT12	0.729166666666667
NCAM1	0.236375
GLIS2	0.5295
GGTL4	0.176
DAPP1	-1.65025
ATF7	0.239625
KIAA0748	-1.40425
NFIL3	-0.3135
TM6SF1	0.0928
SEZ6	0.414125
NANOS3	-0.205833333333333
DNAJA3	-0.698
CLDN6	-2.323
CIITA	1.7997
EPHA4	-1.01808333333333
FANCC	-0.60825
CMTM3	-0.17775
PSG3	0.0802857142857143
MRPL15	-0.828
C21orf59	-0.83
PLCXD2	-0.265
C2orf34	-0.0395
UBE2L6	0.660625
MED14	-0.192333333333333
HP1BP3	-0.5454
C6orf208	-0.2965
TPBG	-0.266
OSR2	-0.14825
XPC	-0.324166666666667
KLHL7	-0.572333333333333
CCR3	-0.104666666666667
AGTPBP1	-0.959833333333333
PCSK6	-0.719733333333333
STAT5A	-0.1434
FAM18B	0.43625
LONRF2	-0.0146666666666667
PTPN2	-0.3285
SF3A3	-1.17283333333333
EFCBP2	0.022
HCFC1	-0.979
AHNAK	0.85665
ACTR5	-0.74675
KIF14	-5.50885714285714
TENC1	2.15575
HEATR5B	1.1445
YIPF2	0.140333333333333
MYEOV2	0.398833333333333
DUSP18	0.54175
KIAA1012	0.31375
AHR	0.476666666666667
C17orf53	-1.689
PTPRH	-2.62475
ATP6V1C1	0.0405
TAS2R3	0.2005
LOC440356	-1.588
COQ10B	0.4705
PSMF1	0.318
SORBS2	2.74425
NFE2L2	0.471
TMCO7	-0.2695
SH3PXD2A	-0.6573
SH2D2A	-1.7585
SPINK5	-2.3135
MRPS24	-0.7225
OPA3	-0.010875
TRAF7	0.6935
C4orf35	0.247833333333333
MT1G	0.237625
MGC39545	0.53775
HS1BP3	0.0194
OR2B2	0.006
CHRM4	0.011
SFRP2	1.9885
RIC3	3.16675
ART1	-0.4705
C6orf1	-0.02
DUS4L	-0.74275
C10orf104	0.6955
TNFAIP6	0.1585
RTEL1	-0.7985
CCT4	-0.2262
ZNF709	0.241
CHMP6	0.191666666666667
UPP2	0.29175
CYP19A1	-3.377
CD151	0.856666666666667
NDUFA13	0.1405
ARFRP1	-0.2435
FAM26B	1.9795
CRYBA1	-2.593
MRPL41	0.0738333333333333
NPFFR2	-1.375
HRH2	0.4335
SCAMP3	-0.206833333333333
MTMR6	0.5807
MTG1	-0.763166666666667
UBTD1	0.76325
CRABP1	-0.1865
FLJ33790	-0.3421
KIAA1908	0.0111666666666667
GPR158	-1.8205
PACSIN3	-0.5645
OMD	3.15666666666667
CATSPER1	-1.42533333333333
HOXB8	-1.20775
FBXO46	0.6375
OAS1	1.15066666666667
SVIL	1.714
PHB2	0.2115
ADCY3	0.0335
NDRG2	3.19683333333333
ERMAP	1.088
APBA2	-1.26716666666667
IGSF9	1.55925
WNT6	0.353428571428571
MYCBPAP	1.65825
ATP2B2	-0.1417
CPVL	-0.6482
TRAM2	-0.634833333333333
NOP5/NOP58	-1.69725
ZNRF4	0.854
TLK1	0.00212500000000001
MTMR12	0.396214285714286
ZNF384	-0.014
FAM9B	-2.9405
RPN1	0.3391
PMVK	0.82
EIF3D	0.6558
SIX2	-0.68575
HPS1	0.164642857142857
RNF7	0.27925
PSKH2	-0.171
KCTD13	-0.374
CSMD3	-0.2536
FBF1	-0.2915
IL8	-5.593
SERPINB13	0.358416666666667
FBXL20	-0.04325
BLR1	0.25075
SH2B1	0.270666666666667
RFNG	0.252875
RAB20	0.340166666666667
RBM7	0.36825
POLR1A	-0.525333333333333
TMPRSS4	-3.201
TAF9	-0.888875
TERF2	0.704666666666667
TNFRSF1A	0.29425
ACADVL	0.5235
GTF2H5	-0.24325
EDG8	0.2255
C9orf140	-2.358375
UST6	0.00649999999999999
ZBTB8OS	-1.16325
ZNF710	-0.2075
GPR174	-1.251
ATP6V0A2	-0.854
KIAA0319L	-0.7005
XKRX	-0.437
DOPEY2	-0.2994
SDHD	0.595333333333333
SUMF1	1.5075
OSM	-0.058
OPN3	-0.53825
DAGLB	-0.796166666666667
PPFIBP1	-0.4376
TRIM63	-2.62625
C10orf53	-0.162
LYPD3	0.8225
BCL7A	0.19575
AGER	-0.456333333333333
TCF19	-1.858875
SAT2	1.2165
PFTK1	-0.0241666666666667
GABRE	0.288
C15orf38	0.7022
FIS1	1.2975
KCNV2	1.8055
CLPS	0.37625
PPCDC	-0.62925
FOXN2	-1.49883333333333
NT5E	-2.8332
CD83	-0.25375
IL18	-0.7495
VPS16	0.00875
IGFBP2	-0.302666666666667
NOTCH2	0.85925
SIGLEC1	2.336125
CD93	5.118
SULF2	-1.4865
CEP164	0.188875
