Hybridization REF	TCGA-BH-A0BS-11A-11R-A12P-07
SPDYA	-0.4152
SLC37A1	0.3075
DECR2	-0.67425
ANKRD38	0.988625
SPTLC3	-1.32983333333333
SUPT16H	-0.89425
DTWD2	0.6385
ULBP1	0.386
ZADH1	0.318833333333333
OIP5	-4.01775
IL10RB	-0.0208333333333333
OTUB2	-0.595
VWA3A	0.1664
SPIC	-0.235833333333333
OR6C4	0.1345
PSCD4	0.863833333333333
DPY19L2P2	-0.655
TRAPPC6A	0.924833333333333
C21orf2	0.265166666666667
CEMP1	-0.06025
LIN7B	0.7775
E2F7	-2.6655
VCP	-0.683875
LAMA3	2.95708333333333
BGN	-0.74375
GPR160	0.613333333333333
COCH	-1.56616666666667
GPR81	2.6715
APOBEC3F	-1.01175
tcag7.1017	-1.053
C1orf32	-0.827
SCGB1D2	6.83575
FLJ43987	-0.089
C6orf170	0.401
KLK9	-0.056
GPD1L	1.08
VPS37B	0.671
ATG3	-0.3645
ADAMTS17	-1.074
KLHDC2	0.483666666666667
NDUFV2	-0.48775
BLK	-1.879
MATN4	-0.456
GPM6A	0.642142857142857
GBP4	2.8515
TMEM162	0.121
PKP2	0.747
HRASLS	0.363333333333333
MMP1	-5.9405
SFXN3	-0.5866
FSD1	-2.77966666666667
ST6GALNAC3	-0.913166666666667
CA12	1.2979
NCOA6	-0.12475
C19orf58	-0.5632
PPP4R1	-0.407
MAN1A2	0.0685
IKBKAP	-1.28825
UPF1	-0.098
KIAA1219	0.1995
WNT16	0.1096
SNW1	-0.144625
IL18RAP	3.788
RPP30	-0.09225
CDC40	-0.128928571428571
SETD3	0.105833333333333
SLAMF6	-1.2285
ELK4	-2.006
TRIM47	0.681333333333333
ACOX3	1.384125
TRIM6	0.89625
KIAA0372	-0.377333333333333
TP53AP1	0.905875
SMURF2	-0.27125
ADAD1	0.0605000000000001
EBP	-1.294
KRTAP13-2	0.6125
FLJ36874	-1.483
TOR1A	-0.550833333333333
P2RY4	1.455
GPBP1	0.2035
TRPV1	0.351375
ADAMTS12	-0.1475
PES1	-0.5537
ATG4A	0.352166666666667
MAGEA10	-4.16925
WFS1	0.71375
CC2D1B	-0.564
PABPN1	-0.491125
SLC25A30	0.5155
SLCO1C1	0.424333333333333
SLC22A5	1.2615
KIF23	-4.1795
SYN2	0.614
ASPN	3.9105
CENTG2	-0.379
QSOX2	-1.5408
FLJ10815	-0.642833333333333
STK24	-0.2375625
SPEG	0.7115
STK10	-0.7975
DACT2	2.4895
AAAS	-0.92075
SSX3	-0.953428571428571
ABCD3	-0.1476
C4orf12	0.83625
PARVG	0.133666666666667
FIG4	0.46775
C9orf46	0.96375
TMCO6	-0.173
IGHMBP2	-0.8605
DUS2L	-0.567333333333333
FAM3C	-0.217125
TMEM16D	-2.685875
DCTN4	0.71125
KCNH3	0.49425
EIF2AK2	-0.76775
AP1S3	-1.0905
CST4	0.4035
PAM	-0.06225
NUTF2	-0.8185
CITED2	1.8635
SLC39A4	-1.08875
C2orf52	-0.695
GRM3	0.161
C12orf49	0.17125
CCDC49	-0.2627
GRAMD1B	-1.112125
FNDC4	1.24275
SIAH2	-0.59975
GDPD4	0.912
C21orf87	0.639375
ATP5A1	-0.081
C16orf63	-0.502875
LOC388135	-1.7944
ATP5J2	-1.040875
MMP3	-3.10125
EMID2	0.64175
CRHR1	0.07075
WDR70	-0.06475
C13orf31	0.299
ZFAND1	0.68925
CCL18	3.8445
C3orf49	0.65
RINT1	-0.5945
KIAA0408	-0.146166666666667
F13A1	3.4391
SLC10A1	0.151
OGN	2.9965
GIPC2	-0.778833333333333
XPO6	-0.701666666666667
LCE1A	0.456
FMR1	0.3771
LOC374920	0.58075
DUSP3	0.03875
ANKMY1	0.28225
C7orf50	-0.174
BBS9	-0.7449
UNC119B	0.508
C9orf72	0.349125
MGC35440	-2.277
ENTPD6	0.015875
PPP1R2P9	-0.610333333333333
ERCC4	-0.91175
FAHD2B	0.545
HMHA1	-0.6995
HACL1	-0.079
RAD23A	-0.598166666666667
FAM83B	-0.40875
PPP5C	-0.7785
RNASEH2C	-0.575
C9orf153	-0.86225
SCAMP4	0.095625
GHITM	0.4327
NDUFB7	0.225125
ADCYAP1	-0.4485
SP110	0.9925
MAP3K7IP2	0.86625
DHH	0.3195
AGRN	0.316357142857143
WDR33	0.184666666666667
CEP290	-0.491833333333333
PRPS1L1	-2.59283333333333
KLRA1	-2.0025
GPR97	-0.2565
CHD7	-1.11666666666667
TLR10	0.98725
SLC30A8	-0.745
HIC1	0.9398
IAPP	-0.1665
RXFP4	-0.289333333333333
GP1BB	2.47925
SHQ1	0.058
NKX2-3	-0.0246666666666667
API5	-0.61775
FTHP1	-0.2435
MOV10L1	0.7158
TRIM6-TRIM34	2.26666666666667
ADHFE1	1.8265
FAM117A	0.4385
DDI1	0.7392
CDON	0.0303333333333333
TRIM73	-0.83
IGKC	4.946
MMP14	-1.55058333333333
DYNC1LI1	-0.57875
C11orf66	0.09325
TRBV3-1	-1.533
FASTKD5	-0.13875
BIVM	-1.048
LHX4	1.5695
CXCL2	3.0329
RAB2B	-0.5815
IZUMO1	-0.32475
MAP3K15	-1.310625
FAM19A2	-0.81
ZC3H8	-0.212166666666667
ZMAT1	2.3835
SPINK5L3	-2.386
SLC10A6	1.0765
APPL2	-0.366375
CARD10	-0.006
LOC402176	0.736625
EEF1D	0.8359
RAB6A	0.133
C12orf5	-0.972125
PAPOLG	0.912
MSRB2	0.65325
BCR	0.523777777777778
PUS3	0.06925
TIAM2	0.98775
ZNF317	-0.1535
CHD2	0.314142857142857
FZD5	-1.21981818181818
NUDT8	-0.31125
ZNF763	-0.4585
PRC1	-3.72755555555556
ABCB9	0.0605999999999999
SPATA3	0.3435
TRAK2	-0.180625
STAB1	2.26175
LRRTM2	0.238833333333333
psiTPTE22	2.42
DBI	1.516
SERPINA11	-2.169
NAT5	0.25875
C20orf58	-2.44375
RPS6KA4	-0.251666666666667
FLJ90650	1.3225
TGFBRAP1	-0.15825
CHRDL2	-0.68875
FAHD2A	0.391666666666667
CNTN1	-0.2745
BBS4	-0.1603
TMEM181	0.01225
MINPP1	-0.906
MPHOSPH6	0.44225
HOXC10	-0.4062
ITPKB	0.656714285714286
CLPTM1L	-1.142
MEOX2	1.72433333333333
ATP6V0C	-0.139625
PRPF8	-0.0398333333333333
TMC5	4.048
FKBP3	-0.57025
PLEKHB2	-1.114
OR4D6	0.921
ZNF544	-0.448
D2HGDH	-0.308875
RPL18A	1.0311
HEL308	0.3945
MPP6	-2.32925
TCERG1	-1.58
KRT16	1.40666666666667
KLF17	-1.331
KLF5	2.759625
CDR1	4.040375
VCX3A	-2.943
FBLN2	1.763375
C14orf104	-0.41625
HBE1	-4.9605
OR4S2	2.035
C1orf108	-0.675
ROBO4	3.93316666666667
CPEB4	0.573875
C11orf80	-0.0921666666666667
BCKDHA	0.804666666666667
MYOC	3.67
GIF	0.719
CKMT1A	0.8825
RPL3	1.6916
THBS1	1.238375
APOO	-1.41975
ARMCX1	2.21
HSZFP36	0.6015
SNAPC5	-0.35975
EIF4ENIF1	1.2045
ZNF433	0.193333333333333
TNFRSF21	0.2665
TMPRSS7	2.9765
SPATA18	1.89344444444444
HPDL	-1.9705
MKL2	1.3506
TBX3	2.01776923076923
C21orf93	0.6446
DAXX	-0.29
ELMO1	-0.165
RGS13	0.693
TAF11	-0.93775
UNC13A	-2.866875
LOC653314	0.3009
ORC3L	-0.504
IMAA	-2.7325
TARBP2	-0.47875
CABIN1	-0.9569
TRIOBP	0.033625
HIST1H2AC	0.415428571428571
RGS22	-1.03866666666667
NCOA1	1.36183333333333
IL25	1.6025
SNCG	2.789
GPR6	-0.0645
AMDHD1	-0.739833333333333
CHEK2	-1.031375
C6orf142	0.45725
DRD4	1.062
C14orf68	-1.43525
GDF11	-2.33325
SEMG2	0.885
CD247	0.673
CDAN1	-0.413
RBMX2	0.0545
TGS1	-0.478
OIT3	0.207333333333333
SYF2	0.73075
MCM4	-3.041
PKHD1L1	1.05485714285714
CEP192	-0.841333333333333
IFT88	0.42625
RPL9	1.85314285714286
RAB32	0.765875
DDX43	-2.267
P2RX2	0.238833333333333
OR5D18	0.168
UBE1	-0.409666666666667
SLC24A1	0.37825
ARHGAP5	0.00125
CETP	-2.21766666666667
KIAA1731	-1.89566666666667
SLC9A4	-2.456
PTPN6	0.61025
BAHD1	0.27925
GRIK3	0.0605
CACNB2	-0.0672222222222222
PDE10A	-1.37133333333333
DGCR14	-0.0245
PCDHB9	-0.277666666666667
RHOQ	0.346333333333333
MAP3K4	0.06775
KTI12	-0.357666666666667
RPL23AP13	-0.16925
GNG11	1.182
CLCN3	0.568833333333333
GPAM	2.067
VSTM2A	1.1845
SLAMF7	2.89566666666667
INTS2	-0.70275
PPP2CA	-0.0665
LRP12	-0.2096
SEC14L2	2.43644444444444
DKFZP586H2123	5.0445
MC3R	-0.6655
CIRH1A	-1.044
HIST1H2AB	-0.249666666666667
POLH	-1.348875
MGC16703	-2.75166666666667
SNAPC2	-0.299
FILIP1L	1.236
RASGRP4	0.1825
LRRC1	1.81775
GAS1	1.37075
PRAC	-0.926
DGKA	-0.5615
NT5C3	-0.75925
PEG3	-0.672166666666667
NADK	-0.94925
PRR17	0.19125
LOC374569	0.78775
SGSH	0.638333333333333
NLRP8	1.297
GALT	0.5439
MCF2	-1.1475
ZNF263	0.4785
TACSTD1	0.8825
TYR	-6.22933333333333
ATP6AP2	-0.18275
RNUXA	-0.27675
ABHD10	0.568333333333333
GDPD2	-2.27433333333333
SLC35C1	-0.41925
UBE2A	-0.685
HERC5	-0.189333333333333
FAM112B	-4.45716666666667
FBXL16	-0.22625
DKFZP434A0131	-0.9105
ELA3A	-2.1535
RBM41	-1.24375
HAO2	0.652
RNH1	0.219
SHANK2	2.28516666666667
OSBP2	-2.208375
DAK	-0.416
C3orf58	1.77225
TCL1B	-1.457
KBTBD2	-0.692125
SUGT1L1	1.02775
UBE2E2	0.289166666666667
MYL9	3.646875
CDC23	-0.9425
PBXIP1	1.9956
CXorf40B	0.051
NBL1	2.12925
RTBDN	-0.062
RAB11FIP5	0.311625
TTTY13	-0.611
SCOTIN	-0.360666666666667
SOHLH1	-1.259
CDKN1A	-0.377785714285714
NCK1	0.6775
ZNF550	1.17525
SAPS3	0.23025
SPIN3	0.503666666666667
MAGEE2	-0.26525
MIS12	-0.7935
OR8H2	-0.7015
KIAA0774	-0.047
UNC5D	-2.1695
CUL7	-0.415333333333333
LIPC	-2.54416666666667
DIO1	-1.12325
C20orf11	-0.1179
CTRL	-0.9605
HS3ST2	0.61175
PAK4	0.454833333333333
CCRL1	3.115
RNF10	-0.469125
ZNF567	0.96725
ZNF660	-0.4265
TCEAL3	0.46325
MAGOH	0.8105
CENPB	-0.35
C19orf7	0.781625
LOC388965	0.42525
ZCCHC13	2.4265
JMJD1A	-0.8973
HIST1H4H	-1.164
TBRG1	-0.3834
GPC3	-1.9405
TAF1C	-0.67925
EBNA1BP2	-0.883333333333333
CIAPIN1	-0.3605
PDGFRA	0.46
CSTB	-0.987125
CENPI	-2.595
GTF2E2	-0.693833333333333
RPP21	-0.179
CCNF	-2.10933333333333
KCNQ3	-0.111
FAM79A	1.569
SLC22A12	-0.6455
NOVA1	1.61766666666667
FZD3	0.4971
AKAP8	-1.0515
SOCS5	1.0075
CFDP1	-0.526
DLG5	0.09
PGM5	1.7345
C1orf144	-0.3445
HDAC10	-1.416
RND2	0.2965
C20orf199	-0.02025
RNMT	-0.682
SLURP1	0.26875
ASTN1	0.4655
SH3BGR	2.4415
MYCL1	-0.676142857142857
ZHX1	0.972666666666667
CENPK	-3.8875
FOSB	2.2846
LOC643406	-0.055
C2orf59	-1.273875
TMEM135	-0.322875
SLC27A2	-3.32
KRT33A	2.852
OVOL1	0.953375
PAMCI	-0.1895
S100A7	-1.9795
ZNF789	-0.8795
HARS2	0.26525
RPL23A	0.0925
TCF23	-0.29275
UPF3B	-1.383625
C17orf78	0.383
HLA-DOB	0.697166666666667
C14orf142	0.2195
TEKT5	0.97225
DMWD	0.0515
POLD1	-2.15416666666667
GSCL	-1.6795
CALD1	0.8735
SCRT1	1.53233333333333
AIG1	1.40275
UNC84B	0.48225
ZNF404	0.716
TMED6	2.66225
KIAA1462	0.189
LRRC27	1.7484
PYGO1	-0.418
PIGU	-0.464333333333333
ALAS2	-3.642
WRNIP1	0.059
CNNM3	0.1605
ZNF2	0.6315
ST3GAL5	-1.06866666666667
MRPL23	-0.0785
TSSK6	0.192
PSMA6	-0.63525
C16orf70	-0.567
KIAA1602	-0.16125
ALMS1	-0.505833333333333
DCN	2.71925
TMEM132D	-0.539
SUCLG2	-0.238
ABHD14A	0.459
DEXI	0.142166666666667
AMPD2	-0.867833333333333
IFNAR2	-1.274
CYB5A	2.0625
TLOC1	0.96895
NXF5	-0.0825
NRBF2	0.506625
KCTD3	1.18475
ITGAE	-0.1765
SLC30A3	-2.388
ZRF1	-1.2995
IFRD2	-0.950875
XAB1	0.04325
PYCR2	-0.486833333333333
SERPINB3	-4.206
TMLHE	0.4678
GEFT	-1.502125
ABCA5	1.335375
EMR4	2.553
TSFM	-0.20325
HIST3H2BB	-1.63275
ARHGEF19	0.9715
TSPAN17	-0.718
ABCC8	2.00225
MAP1S	0.1795
C22orf36	1.354
BNC2	-1.91064285714286
HIST1H4A	-1.24666666666667
NDUFS3	-0.137666666666667
WDR3	-0.552666666666667
XKR4	0.28975
TTC33	0.276307692307692
STMN2	1.5515
CPN2	-1.3675
HSPC105	1.56675
PCOLCE2	0.57
C3orf55	2.529
KLHDC9	2.02866666666667
TBC1D23	0.38175
ATXN2L	-1.80141666666667
MAP2K3	0.144666666666667
SCAP	0.00875
ZNF486	0.148666666666667
C20orf96	-0.3255
NARS	-0.91775
ADAMTSL1	-1.91278571428571
PRCC	-0.482333333333333
CCDC126	1.68575
ZNF675	-0.52725
CALCOCO1	1.23975
ANKRD43	3.31275
CWF19L2	0.518
ZBTB32	0.285666666666667
BRAF	-0.2135
ODF4	0.04075
MGC14376	0.597
HORMAD1	-1.422
AAK1	-0.379909090909091
PEBP1	0.894833333333333
TNFSF5IP1	-0.191833333333333
DKFZp564N2472	0.8765
RMND1	0.15625
IGKV1-5	5.288
COL1A2	-0.557916666666667
SERPINA5	-1.80125
AANAT	0.1715
C19orf21	-2.63
GEMIN5	-0.26075
UBR4	-0.6576
LTBP3	1.17316666666667
AMHR2	-2.01
PROCR	-1.17025
MYBBP1A	-0.94625
C20orf39	-2.67983333333333
ZNF697	-0.612125
PASK	-1.5999
ZNF776	-0.258166666666667
RFXDC2	0.016
KIAA0467	0.09525
C10orf96	-3.285
ZNF503	-0.47275
GULP1	0.50475
KCNE4	-0.4185
DKFZp434K191	-0.717625
LOC196913	-0.772
BHLHB4	2.5475
CH25H	-0.2745
LOC81691	-1.47483333333333
ALPL	0.864285714285714
COL12A1	-0.33025
FOLR3	-0.884666666666667
GPR123	0.083875
TRIM62	-0.245142857142857
ABLIM1	1.37366666666667
MAST3	-0.77725
RHBDD1	0.1145
LOC338809	1.0475
RYBP	0.566
TTC26	-0.81525
ZNF22	0.992333333333333
ISCA2	-0.01475
RDM1	-2.64575
PIGM	0.000749999999999998
GNB3	-1.4735
ACTR2	-0.5176
HMGB1	0.19435
EDG1	4.571
SOAT2	-3.53125
OR10AD1	1.0685
RAP1GDS1	0.664833333333333
LCE1F	0.9755
ESM1	-2.48057142857143
RCN3	0.67625
CREBL1	-0.40525
DBNL	-0.3955
PTGER3	2.070625
USP30	-0.257833333333333
BCL2L12	-0.797
KIF26B	0.111
ZNF416	0.881
ZNF225	0.156
C17orf70	0.27725
ZNF554	1.1565
RAE1	-1.05783333333333
TNIK	-0.342833333333333
ACTN3	0.6575
MGC45922	1.432
CCNA1	0.331833333333333
RYK	0.934333333333333
IL26	1.173
LRP3	1.00316666666667
QARS	0.081
SOX7	1.07
BID	-0.6595
OR2S2	0.3255
CXCL14	4.99225
C11orf47	-1.308
MGC29891	-0.549833333333333
HSPB8	0.8843
PRDM14	-1.42
NUFIP2	0.432
MNAT1	-0.300625
ZDHHC2	0.402166666666667
MBNL2	1.1345
ADD3	-0.003375
CSNK2A1P	-1.40925
KLK6	1.87316666666667
TMEM111	-0.1991
KIAA1279	-0.331
NUBP2	0.207333333333333
RAB42	-1.35675
ID3	-0.6387
TM9SF1	-0.48525
MDP-1	0.1045
POU4F2	0.56375
IQCK	0.45125
C16orf14	-1.22725
CAPN3	-1.109625
FAM43B	-0.62375
RECQL	-1.411
AP1G1	-0.404357142857143
CTNNBL1	-0.272833333333333
ECHDC1	0.139333333333333
SMARCC1	-0.8767
FOXQ1	-0.417125
GNAI3	-0.2305
POLG2	-1.52275
CD4	0.977375
ITLN1	-0.458
EBI2	4.58125
IRF1	0.04075
PTPRE	1.3696
PTK2B	-0.3235
NXNL2	-0.8705
SOX4	0.566166666666667
TSPAN3	-0.0395
SH2D1A	-2.5455
C8orf58	-0.707666666666667
USP20	-0.25625
DUSP22	-0.301666666666667
CALB1	-2.1388
L3MBTL2	0.983583333333333
MCRS1	-0.3315
TMEM118	-2.6135
C18orf8	0.356333333333333
FLJ10241	-0.330625
GJA12	1.0885
PKD1	-0.225833333333333
ZFP3	0.6875
JAM3	-0.36425
LAPTM4A	0.9498
DIRC2	-0.03425
KIAA2022	0.850166666666667
MYOM1	1.72533333333333
TRPM8	-1.80983333333333
MOP-1	1.2155
PHKG2	-0.65925
ZNF650	0.49475
KIAA1522	0.701
PSG8	-1.12766666666667
DDX19B	-0.327
MOBKL1B	-0.634
DIAPH2	-0.277416666666667
PTPN12	-0.3205
CLN8	-0.4636
CRYZL1	0.547666666666667
CRY2	1.07316666666667
FCGR2B	2.0955
PNPLA4	1.5125
ZNF454	0.9415
DKFZp434B1231	-1.051
CLDN11	1.3899
RFWD2	0.108
CIB2	0.0328333333333334
MXRA8	2.043125
HRK	0.93275
MAML2	0.73875
C4orf31	0.0995
C6orf192	0.87425
COG6	1.268375
FAM5B	-0.0805
NFATC1	0.5979
SEPT10	0.593
SCYL1	-0.251
RPP40	-0.83825
SCOC	0.8819
KIAA1450	0.64725
CTDSPL2	-0.05375
TBX5	0.9796
NAPG	-0.558375
RHD	-3.67675
C14orf45	1.933
ZBTB22	1.045
PLCG1	-1.3225
ANKRD10	-0.581875
AQP7P2	3.39425
TAGLN2	-0.271333333333333
HTR2C	-0.827
SLC16A7	1.0145
C17orf83	1.04325
TSGA14	-0.573083333333333
MDH1	0.0435
PPP3R2	0.5116
DCBLD2	-1.69042857142857
RBM33	-0.639625
DPH3	-1.65025
SYT10	-1.175
FMO4	2.4305
THYN1	-0.24875
DRD5	-1.4815
OTOR	0.349428571428571
PGRMC2	0.5081
KATNAL1	0.092875
PAQR6	-2.34025
UBE2I	-1.033
C14orf28	0.6935
C8orf70	1.79075
FLYWCH1	-0.39675
ANGPTL3	0.06925
GLRX2	-0.273833333333333
ATP11A	-1.27914285714286
ARL5B	-0.712375
MUC16	-0.40475
SLC25A5	-0.919
ACRC	-1.77925
MYO1C	-0.308875
FAM89B	0.628166666666667
FAS	1.221
KIFAP3	0.757
GLRA2	0.213
BTN3A2	0.0766
CNKSR3	-0.054875
CSTF3	-0.4465
ARPM1	0.782
KIAA1530	-1.719
C9orf150	2.24466666666667
PRKCI	-0.50375
tcag7.1015	-1.422
SOD3	1.53425
ZNF574	0.377
CYP21A2	0.1695
RPL12	0.717
COMMD2	-0.18825
WIZ	-0.29775
LOC344405	-0.2035
ALDH4A1	-0.369176470588235
CRYAB	4.74875
COPA	0.00129999999999994
PCDHGA7	0.426166666666667
KIF11	-2.53383333333333
RASD2	0.49775
SLC26A3	3.363
ZNF175	-0.0095
JAKMIP2	-2.59785714285714
C8orf4	1.921
PTHLH	0.9025
SLC40A1	2.62633333333333
OR7D4	-0.0193333333333333
PCDHB17	0.238
CD36	5.99678571428571
C6orf203	1.1014
PRKG2	0.027
LOC400566	0.16525
ANAPC13	0.114
SLCO3A1	-0.27925
ZNF692	-1.999
FANCL	-0.206
SH3GLB1	0.426
C12orf61	1.847
KBTBD6	0.54325
SUPT5H	-0.02075
XRCC6	-0.2361
HUS1B	-0.5965
FAM133B	0.2255
LOC728276	0.5515
KCTD18	0.664
SOS2	1.3385
CCDC99	-2.3955
C1QTNF5	2.9085
NNAT	2.9205
USP16	0.18675
LARS	-0.691
ZBTB2	-0.145875
ABO	-0.563166666666667
TRAF3	-0.65025
GALNT5	-2.93
NAP5	0.621125
ALG14	0.671166666666667
KIAA0515	0.125576923076923
WDR75	-0.852166666666667
TEX261	-0.172666666666667
LY86	0.71325
LOC389072	-1.2495
FLJ13611	-0.16275
MRGPRX2	0.398
SNRPA	-1.11
OR2G2	-0.2785
GPRASP2	2.6405
C7orf42	0.0875
C9orf163	-0.5145
CYP11B2	0.902
FCRL3	0.870666666666667
PRDX1	-0.8645
FGB	-6.13116666666667
COX17	0.215
C16orf33	-0.97075
PIWIL1	-0.2335
FOLR1	-0.064
KIAA0082	-1.061
FREQ	-0.863333333333333
TMCC2	-1.6814
TCF12	-0.345
ZNF721	0.924
FAM130A2	0.89275
POU4F1	-2.93566666666667
SNRPF	-0.959875
SGIP1	1.03566666666667
ZNF641	0.771333333333333
EMG1	-0.331125
PRRG4	0.6455
HIRA	-2.776
MYNN	0.767333333333333
AEBP2	0.132333333333333
TBXA2R	-0.0501666666666667
ISL2	-1.26683333333333
PCDHB11	0.1235
RNF144A	-1.120875
MARCH5	0.646625
DULLARD	-0.203666666666667
DCLRE1B	-0.591
ITGA8	-1.0085
TP73	-0.103875
PRKCD	0.463
NDUFB4	-0.2685
ATP13A4	3.60585714285714
ANTXR2	-0.2645
COL4A3	-0.6204
MYO10	-2.3545
SLC6A18	0.257
PEX1	-0.1845
TMEM74	-0.797
RBM19	0.05575
TAPBP	0.3093
RUNX1	0.828625
MID1	0.8165
GPR64	0.913833333333333
RASEF	2.469
GABRG1	0.260428571428571
MYO16	0.120666666666667
DBF4	-2.84733333333333
TSHZ2	3.938
RIPK2	-0.5025
PPTC7	0.195833333333333
KIF4B	-1.8225
LRRC31	1.58583333333333
ZNF540	2.0845
EFNB3	0.224166666666667
LOH12CR1	0.361625
STON2	-0.1312
GLP1R	-0.55725
CSTF2T	-0.760125
IREB2	-1.06385714285714
GRSF1	-0.35775
PDCD7	-0.443
LRRC43	0.264
CNR1	0.754333333333333
IL1F7	-0.12
C12orf64	0.68225
FAM69B	-0.3685
NR2E1	-1.4555
MS4A6A	2.5485
FTL	-1.1229
C7orf36	0.3795
PCLO	0.1435
DYRK2	0.0345
ARIH2	0.040625
SAMD7	-0.1045
SCNN1D	-0.6225
SLC32A1	-1.53816666666667
C22orf25	-0.437333333333333
MRPS18A	0.0880000000000001
GPR112	0.0605
EARS2	-0.845
ERN2	-0.41
ATPBD3	0.207166666666667
PRH2	0.583
CDKN2D	-1.20816666666667
PGLYRP2	1.05725
TRIM40	0.505
SEC14L3	0.01425
SLC22A1	-1.441
BTN2A3	-0.1035
RASA4	0.89075
CCNL2	-0.96375
MYBPC3	-1.3355
GJA4	3.71725
CDC42SE1	0.09275
TRPV2	-1.89
MYPN	-3.054
SIM1	0.3725
CDADC1	0.886416666666666
ZFHX4	0.7615
NIBP	-0.0563333333333333
ADAMTS19	-1.2015
ABTB2	-0.7115
TSPYL2	6.93889390390723e-18
EIF2S3	0.0675
SOX30	-0.657333333333333
AP2A1	-1.2315
DKFZP564O0523	0.727833333333333
LOC285398	-0.7145
CDH18	-3.804
CHL1	3.8425
GATS	-0.917444444444444
TBC1D2B	0.107166666666667
OR1J1	-0.6385
GSN	2.38966666666667
DPCR1	-0.36525
GARNL4	-0.4282
SMARCA5	-1.0185
PLEKHG3	0.0113333333333333
ZBTB45	0.9425
FRMD6	0.7855
PLS1	0.185
DGKZ	-0.162
EFNA1	1.3764
WDR85	-0.878625
ANK2	-0.634
PAGE4	-1.03975
SENP6	1.1945
AKR7A2	-0.016
FKBP10	-2.87525
VEGFC	-1.1775
LARP1	-1.1403125
SRBD1	0.098
ITGB6	3.962
SLC1A2	-0.4535
INVS	-0.874166666666667
MPO	0.70025
MOBKL3	0.2819
CUTL2	-0.301714285714286
KLK2	0.967583333333333
VIM	-1.257
REG1B	-0.508
PCDHGC4	0.111333333333333
C3orf34	-0.590666666666667
SUMO3	-0.540666666666667
CST9L	4.9085
MLL4	-0.3725
SPR	0.669
SAMD9L	0.321
ABCE1	-0.29425
SUPT3H	-0.679333333333333
ACTBL1	-0.81225
ADAMTS4	-0.809833333333333
SLIT3	3.6205
RHEBL1	-1.2935
NPM2	0.47975
MAN1C1	-0.712
KIAA1856	1.09025
HSPA6	-0.30425
LOC388152	-1.822
C10orf140	1.1905
ZDHHC12	-0.1375
LIN7A	0.2397
PHC2	-0.119454545454545
SPHK1	-0.43275
TRIM26	-0.2900625
FAM83E	-1.197
C18orf24	-2.20033333333333
ZNF578	0.136166666666667
ORAI1	0.0185
RUVBL1	-1.09216666666667
C7orf20	-0.547166666666667
APAF1	-0.975
SLC36A4	-1.5775
MYH11	5.035
NEK1	0.3076
MPP2	-0.6895
C12orf24	-2.126
TNK2	0.136
ZNF289	-0.0945
MATN3	-2.92
IFNGR2	0.678666666666667
ITPR1	2.577375
EBF3	4.2505
TBC1D20	-0.6661
OR10P1	0.314
DDAH2	1.211
SHPRH	0.231375
STX7	-0.018
LOC554248	-2.19725
BCAR1	-0.2415
ATXN3	-0.12875
TRIM27	-0.78525
CDC42EP2	0.3535
CHP	0.162214285714286
SOX17	3.814625
ZNF259	-0.908166666666667
CHCHD1	0.319125
ZDHHC19	-0.209
GBP2	3.3825
GARNL3	1.09675
MRC2	-1.207
C1orf52	-0.2855
AOF2	-0.924666666666667
LRPPRC	-0.383
ACVR1C	3.56266666666667
TM4SF18	5.15033333333333
TMEM169	-0.88075
PPP1R16A	-0.286875
EBF1	2.68766666666667
RRS1	-0.4345
SNX2	-0.04125
OR2T2	-0.3535
RBX1	-0.21
ANKRD54	0.2335
TSNAX	0.365166666666667
TMEM83	-2.673
ZBTB7A	0.5295
ATM	-1.189
LOC338328	2.6285
TIE1	1.16633333333333
HIST1H3G	-0.401333333333333
PASD1	-4.47033333333333
TINAG	1.36425
PCDHAC2	0.2435
LRRC15	-2.38485714285714
WBSCR17	-0.46075
TFF2	-0.2115
PARP2	-0.806
NDFIP2	-0.139125
PCDHGB2	-0.6455
WDR60	-0.15525
MAP7D2	-2.726375
USP45	-1.55775
GSDML	-1.25
TNS1	0.556777777777778
PLCD4	0.6855
IQCD	-0.2585
SMPX	-2.37566666666667
CD9	1.16583333333333
SRGN	1.669375
CASP7	0.835375
INOC1	0.2775
DKFZp451M2119	-0.781625
VMAC	1.235
USP53	1.46
CAMK1G	-1.474375
TMEM106A	-0.506333333333333
CDC20	-3.2021
ACSL5	0.897833333333333
CBWD5	-0.561875
C1orf87	-0.8802
KIAA1274	0.823
PRUNE2	-0.480230769230769
LYPLA2	-0.502666666666667
DOK6	-2.78666666666667
GPR149	0.1705
FAM30A	3.75925
TMEM129	0.584
SLC35B3	0.63225
ACPP	-0.926333333333333
LOC200261	-1.233
SLC4A7	0.4649
CCDC40	1.37225
GART	-1.913
THOP1	-1.62525
SCARB1	-0.90775
CACNA1F	-0.23275
TRIAP1	0.238166666666667
SYT14L	1.688
SFRS8	-0.670666666666667
PBOV1	-0.84175
GOLSYN	2.45775
GJB7	-0.253
CAMK2N1	0.512666666666667
GREM1	1.60866666666667
FLJ20433	1.4035
QPCT	-2.14725
PRKAG2	1.36466666666667
H2AFX	-2.2265
C6orf154	0.015
PLOD3	-1.88725
ZBTB39	-1.09083333333333
WASF3	1.10141666666667
DRG1	-0.18875
PRR4	2.0215
SPCS1	-0.4285
