Hybridization REF	TCGA-BH-A18J-01A-11R-A12D-07
TLE1	0.9855
CD244	0.257666666666667
ZDHHC15	-0.7155
MGLL	-0.9139
PLDN	-0.522
LOC654346	1.6745
FAP	3.2035
GPR37	0.1255
SCARA5	-1.41483333333333
EBF4	1.82490909090909
LSM6	-0.98375
MLLT1	0.0468125
SLC5A12	-0.302
A2BP1	-0.892
COPS5	-0.586166666666667
TPM4	0.706214285714286
TNFSF4	2.77666666666667
ACADSB	1.14577777777778
HERPUD1	0.04425
BCL2L11	0.257888888888889
CEP78	-0.597625
CDCA3	-1.28675
WBSCR19	-0.2763
MYO1A	-2.178
PPEF1	3.55166666666667
LOC440348	-0.99125
CPEB2	1.10775
BPTF	0.0668333333333333
RPL21	-0.0113125
GSX2	0.2345
ADPRH	1.47383333333333
C17orf68	0.032
KCNS1	-0.4785
MLLT6	-0.6625
PIWIL4	0.2365
RNF26	-0.882
RAP1B	0.111625
ADAMTS1	-2.2299
ZNF571	0.60125
P2RY6	-0.378
TRIM21	0.721833333333333
CADM3	0.06425
NLRC5	0.544333333333333
ADRA2B	0.399
LOC90835	-0.875625
PCF11	0.191
LOC400451	1.50525
GLTSCR1	0.5082
C17orf88	-0.707166666666667
CDH16	-1.0905
FGF7	1.8695
PCSK4	0.0871666666666667
NPC1L1	-1.1315
TAT	0.26675
TBCA	-0.07275
MGC33407	-0.1755
GPR115	0.114875
CYGB	-0.039
FNBP4	-1.1
C12orf43	-0.066
CBL	-0.285
CLECL1	0.466
PPAPDC1A	2.57625
WDR25	0.105166666666667
SGCA	0.4565
C22orf29	0.169333333333333
YIPF1	1.3015
GALK2	-1.3685
RAB3B	-2.93725
LOC440087	-0.994
UCP1	-0.623
REEP5	1.137875
FADD	0.0464
FOXA1	3.805125
CACNA1A	-0.0638333333333333
ABI1	0.118833333333333
GRIN2D	0.35025
SLC1A4	-0.401166666666667
LOC401127	0.19175
HINT2	0.1965
PLD4	-0.291333333333333
ZNF286A	-0.7455
ENY2	-0.29425
IL1F6	0.1375
PXDNL	2.25
C20orf79	0.12375
TNFSF13B	3.19266666666667
DENND3	0.3575
JARID1D	-3.13175
HIST1H2AK	-0.019625
LOC93349	0.3883
SSH1	-0.1898
ENSA	1.345
LOC219854	-0.5445
CKAP2	-0.8563
DKFZP564J102	-0.206666666666667
MGC87315	0.610666666666667
HNRPAB	-0.5085
AMH	-1.5045
ZNF526	0.8115
BRUNOL5	-0.106444444444444
CACNG3	-0.0231666666666667
TRPM1	-1.345
PPP2R1A	0.350375
COL2A1	-0.87875
DDN	-0.250833333333333
FLJ25770	0.321583333333333
HK2	-1.26142857142857
ELOVL6	-2.006625
MDK	0.0285
EPHX1	2.92375
RASSF2	0.6055
DKFZP434B0335	0.25525
DLX3	0.55775
PRTN3	-0.0905
AVPR1A	1.49275
C21orf125	-1.74325
TNFAIP8	-1.03766666666667
GNB2L1	-0.518
CALCRL	2.549
SCGB2A2	6.3735
UBXD7	-0.05675
ZNF674	0.8545
TMEM35	-0.658625
BRSK2	-0.700375
HECTD3	0.289833333333333
TMEM188	-0.679416666666667
LGALS9	1.7595
SCARB2	2.19458333333333
USP34	0.111166666666667
C17orf28	1.7975
ZDHHC23	-0.952
AQP12B	0.9055
SLC16A3	-1.250875
APLP2	0.379625
ITIH2	-6.025
MICAL3	-0.9375
TNNI3K	0.0784
HDAC2	0.531
PRR7	-0.1442
THBS2	1.2225
LOC751071	0.5925
CA2	2.69866666666667
RANBP17	1.26875
RLN3	0.389
CRYZ	0.1455
GBAS	-0.561
TAS1R1	0.1675
MPZL3	0.532
PCDH8	-1.13775
HSP90B1	0.610916666666667
KCNK15	0.922
TNIP2	-0.171166666666667
GPR146	0.18275
NOL6	-0.214875
SPC25	-2.45588888888889
STEAP2	1.34328571428571
VAMP3	-0.739
TCIRG1	0.00225
ZP4	0.0528333333333333
PARL	-0.191125
TRIM39	0.259166666666667
KIAA1305	1.4905
CRNN	0.2374
GRN	0.07525
HSH2D	-0.04675
SCAMP1	0.451625
KIAA1913	0.953
PTS	-0.33425
BANP	0.0892857142857143
PRKACG	0.124
ADCY6	0.3595
C16orf46	0.327
CYP51A1	-0.38575
DDC	-5.7185
ANPEP	-0.626833333333333
PROM1	0.808833333333333
SIGLEC10	2.42425
COPG	1.1015
FAM26E	1.886
TRIP4	-0.04325
SNX3	0.201333333333333
C1orf175	0.104
PPY2	-0.40075
C14orf152	0.2475
FTSJ1	-0.542333333333333
DST	0.20085
LOC554235	-0.14875
GLRX5	-0.13875
C20orf12	0.4555
CAB39	0.573333333333333
MSH2	-1.83733333333333
PIP4K2C	0.97325
CYLD	0.61875
WTAP	0.27575
MGAT4A	1.479
TSC22D4	-0.1766
CHRM2	-2.053
PPYR1	0.1085
CCNH	-0.714
RRM1	-0.47875
ECAT8	-3.47575
LOC400120	0.08175
GABRA4	0.128571428571429
C14orf4	1.803
C1orf59	1.265
CTDSPL	0.403166666666667
NHEDC2	-1.555
PDE11A	-0.2120625
KLHL29	-1.2765
CD5	-1.3912
TSPAN9	2.0221875
WDR67	-1.0315
THUMPD1	0.2132
C18orf17	0.5795
CLYBL	-0.401
FLJ13231	0.451375
CMBL	0.67975
LECT2	-0.3865
NKAPL	1.86183333333333
LOC654780	0.3315
OR4C6	0.731
RAB30	3.03283333333333
TSSK4	-0.7195
TMEM163	0.5285
OSBPL11	0.445166666666667
GNB5	-1.15533333333333
CCL21	0.082
C1orf121	0.77
FMO2	2.02783333333333
RPTN	-0.243
MSTN	0.4805
VCL	0.464285714285714
FYTTD1	0.17275
C11orf1	-0.742
CCDC88C	0.3434375
HFE	0.163611111111111
MOGAT1	0.282
FAM125B	0.643166666666667
IRGQ	0.48
RAVER2	-0.12525
AKAP5	0.439
SSSCA1	0.087
C11orf63	-0.58975
ACTG2	0.5786
PORCN	-0.8475
DTL	-1.96709090909091
TMEM151	0.3265
FAM122C	-0.84475
RSAD2	3.9626
BAT4	-0.4675
KRTDAP	-1.16083333333333
MYH8	0.63375
CRTC3	0.8255
LRRFIP2	-0.8095
INTS4	-0.0756666666666667
TTN	-1.60333333333333
SLC26A5	0.657
PLLP	-0.70475
RGS6	-0.107625
SRGAP3	0.94725
ZNF525	0.326833333333333
NBR2	-0.2855
C13orf1	-0.0244
ZNF137	0.669
CEP27	-1.4535
BEST2	0.0215
RNF121	0.85825
DMRTC2	1.6645
C8orf76	-0.082
BCCIP	0.82875
MEST	-0.2795
HTRA2	-0.114
ANGPTL2	1.2515
ILKAP	0.0631666666666667
ERAS	0.0665
HBS1L	-0.053125
CPA5	0.1395
TMEM30A	1.01166666666667
CD300LF	1.64866666666667
WISP3	0.0575
CRK	-0.176857142857143
PDS5A	-0.3735
BRPF3	0.468666666666667
NEDD9	0.209125
SMPDL3B	1.62975
PSG6	-0.78775
PSMD13	0.506
ETV5	-1.09725
OR51A4	-0.045
BTBD7	0.09125
GSTO1	-1.651875
hCG_16001	-0.0525
MAD2L1BP	-0.533833333333333
COX6A2	0.6135
SCNN1A	2.49266666666667
LSM1	-0.415666666666667
UGT2B11	0.7915
IDUA	0.47675
PPP2R3C	-0.817666666666667
COX11	-0.833333333333333
PDZK1	-1.38725
ZNF443	1.275
MGC21874	1.273
ZNF323	1.3918
KRTAP10-10	0.0655
CXCL6	-0.2485
SLC34A2	2.9249
LOC284402	-0.0085
NPTN	0.77975
UPP1	-1.5735
SLC6A9	0.9365
OR7G3	-0.40175
CISD1	-1.07466666666667
ZNF545	0.216166666666667
SYT14	-0.119
NT5C3L	-0.631333333333333
ZNHIT3	-1.41733333333333
SNRPD3	-0.76325
KIAA0701	0.748375
UNC93B1	0.651833333333333
GMNN	-1.81675
SPCS2	0.381166666666667
LOC388524	-1.539
NAPRT1	0.214125
PNLIPRP1	0.035
OR6V1	0.176
PRKAB1	-0.1675
EYA4	-2.95516666666667
KIF20A	-1.55375
ALG10	-0.00699999999999999
ITPKC	1.08916666666667
LMX1B	1.4305
RPUSD4	-1.5285
C7orf34	0.0521666666666667
DLGAP2	0.55675
PFN1	-0.5742
MICALL2	0.1275
ZNF654	0.3325
SS18L1	-1.013375
SLC16A8	0.595
MKI67IP	-0.241833333333333
ITGB3	-0.86475
TCEA3	1.69883333333333
CEP152	-2.1678125
CLIP1	1.106625
ZNF75	0.151875
ATP5C1	-0.661
NUDT5	-0.253166666666667
PSCDBP	-0.11775
UBP1	-0.634
RBM27	0.72675
C13orf15	2.865875
ZNF282	0.0341666666666667
ZNF222	0.3187
COL10A1	6.43925
PRDM15	-1.01275
TTTY5	0.131
FAM9C	-0.459916666666667
C20orf67	-0.3285
GNG13	0.3355
F12	0.391
C1orf41	-0.7085
CPXCR1	-0.375
GSK3A	0.4585
SUPT6H	-0.0988333333333333
PI16	-1.81983333333333
ELL2	-0.43375
C9orf167	-1.57316666666667
PVRL3	-2.1603
FLJ38596	0.506
ADAM20	0.94825
GPR89A	-0.6895
GPR87	-0.4945
ZNF30	0.73
SMR3B	0.2865
ZNF770	-0.21075
TRPC4AP	-0.5415
DKFZP686E2158	0.398166666666667
C2orf28	0.0815
FREM1	-2.72766666666667
LAMA4	1.20666666666667
ADPRHL2	0.32825
EIF4G2	1.21366666666667
GUCA1A	0.215
CTNNA2	-1.725
NUDT15	-0.417666666666667
CEPT1	0.561
ZNFX1	0.8946
CCDC92	1.615
TDRD1	-0.405
KCNK5	-0.0706666666666667
ETNK1	-0.455
LTA	0.3525
TTPA	0.784333333333333
B3GALNT2	1.184875
SC65	-0.027
PEX5L	-0.536
EPS15L1	0.7775
MGEA5	-0.086125
HIST1H3A	2.2285
ING1	1.3745
BCAT1	-2.1295
ORC6L	-3.18109090909091
KLK11	-5.324
C19orf28	-1.44425
DNER	-4.55771428571429
MED22	-0.293
ETV6	1.71183333333333
CHAC2	-1.387
CD300E	-0.309
CEBPB	0.70075
ZNF398	-0.29975
LRCH3	-0.047
HMGA1	-1.422
CAPN7	2.18633333333333
MGC5566	-3.0575
CCL3	2.284875
NANOS1	1.62875
ZFYVE19	-0.26225
APITD1	0.199333333333333
PARD3	1.312
IRAK4	-0.439
SERPINI2	-1.186
CEP170L	-0.548
TTC9	2.70075
MYOM3	-1.2205
MLPH	0.38225
LOC222699	0.6985
NRG1	-0.881333333333333
TBC1D9	2.11281818181818
TTK	-1.64483333333333
ZNF557	0.6637
DDX41	-0.399
FANK1	3.5065
UBE2D2	0.2955
PSMB10	0.2645
MYH7B	0.777
GABARAPL2	-0.3455
MARVELD2	2.06483333333333
DGCR2	0.432
UNC45A	0.144833333333333
C6orf72	0.7915
ZNF683	2.099
GIT2	0.165875
CASK	0.691833333333333
C14orf161	1.01866666666667
LRRC44	0.211
TIFA	-0.540625
UTP11L	-0.5265
C6orf65	-0.7045
FDPS	-0.11925
DUSP9	-2.0549
SLC17A8	0.142
OR51G1	-0.0528333333333333
NANS	0.2045
OLFML1	1.63225
ATP10B	-0.673625
NPAS3	-0.2695
PRKCA	-1.9659
GGA2	-0.98325
LCE4A	0.409
SPANXN3	0.45875
CCDC115	1.807625
SDCCAG3	-1.10725
GLIPR1L1	0.1525
TTC1	0.22325
C17orf76	1.24375
MAD2L2	-0.6405
HIPK1	0.346
LRRC3B	-0.1374
CLN3	-0.870818181818182
C17orf47	-0.103
FMN2	-1.908875
TUBB1	-1.6445
WAPAL	0.0143333333333333
C3orf21	-0.1825
SCN5A	-0.303
SMYD1	0.30825
BEX5	1.1325
ZNF192	-0.288
SEC22A	0.29
GRIA2	-0.00992857142857142
KIAA0825	-0.91425
NUSAP1	-2.80809090909091
LANCL1	-0.392375
C15orf40	-1.4613
ZNF645	0.163
GPR61	0.04175
NLRP14	-0.4015
SNX21	-0.0612
C1QTNF8	0.375
C17orf46	0.27275
IFNA8	0.2405
SPRR1B	-1.334
FLRT1	-0.29625
SNX17	-0.228833333333333
ASB2	-1.42483333333333
HBG1	-6.2125
RPRML	-1.9265
JOSD2	0.804333333333333
PLSCR3	0.24925
SPOCD1	0.00116666666666667
RAB39	-0.6615
GHRH	-0.0786666666666667
ITIH5L	0.25275
C17orf37	0.16475
SMCR8	-0.22525
DPY19L2P3	-0.737833333333333
IL11RA	1.06083333333333
GDF3	-4.3805
RPS6KB1	-1.00316666666667
DNAJC19	0.1158
TOP1	0.01125
CRCT1	-0.146
MPST	-0.295875
DPM2	0.184375
FAM38B	-0.547166666666667
SLC18A1	-1.86466666666667
FARP1	0.818333333333333
PAX7	0.9355
TUBD1	-1.0035
GNL3	-1.509125
BTG2	2.32246666666667
NDUFS6	-0.48525
C1orf79	-1.899
ERAL1	-0.22
ECHS1	2.09775
VPS4A	-0.569166666666667
CYP11A1	-0.552625
ABCC6	-2.15042857142857
PBX4	-1.4705
MOSC1	1.007125
NCF4	0.2415
HYMAI	1.076
NAGPA	-0.848875
OTOP2	0.015
ACOT12	0.2815
MTHFD2L	0.094125
LOC441376	4.9845
C19orf34	-0.9255
RAB1B	0.6275
ALDOAP2	-0.717
NTRK1	-1.98866666666667
ARTS-1	1.01
SLC6A11	-0.2585
NAP1L2	-2.70575
CNGB1	0.086
EPB41L4B	0.715833333333333
FAM134B	1.912125
HS3ST3A1	-0.272833333333333
CPXM2	6.2835
SIRPB2	-0.0085
CHORDC1	-1.78233333333333
TRIB3	-1.54
SLC2A5	1.12
C2orf49	-0.2765
DDX5	-0.292
OR5L1	0.5925
ANAPC4	-0.561666666666667
ZSWIM1	0.582
LOC93622	-0.06725
KCNK3	0.9562
RP11-35N6.1	-1.41675
ZFP161	-0.0893333333333333
AQP9	1.82775
SLC15A2	-0.631333333333333
MREG	0.0948333333333333
OR9I1	0.091
PDLIM2	0.154875
ADAM7	0.1405
GSTCD	-0.657666666666667
WDR21A	0.562625
SLC12A8	1.6125
TMEM174	-0.01825
IGSF3	1.965
LRRN1	-0.5545
LOC402117	0.49575
SRPK1	-1.37433333333333
LY6K	-0.218
NFIA	3.4995
PTCD3	-0.95075
LEP	-0.0208333333333333
PCDH21	-1.00133333333333
MAPKAPK2	1.917
NMNAT1	-0.715
LHFPL2	0.7745
C9orf43	-0.0795
DIP2A	-0.582166666666667
ACTR8	-0.622375
CCDC34	-0.225
PTPN22	-1.282
ITGA3	-0.780375
FAM129C	-0.39975
RABGGTA	0.412333333333333
UNC45B	0.0825
KIAA1033	0.06025
ZNF510	0.289833333333333
CYP2D6	-0.5455
SLC26A10	-1.623
STX8	0.15525
LUZP1	-0.055875
WDR89	0.803333333333333
EIF4G3	1.3137
C5AR1	1.063625
ZNF623	0.1815
A2M	0.425
TGM7	0.0785
GRPEL1	-0.0176666666666667
LMNB2	-1.3618
ROCK2	0.2295
SNX16	0.5355
CCDC66	-0.63875
ANXA3	-0.50775
KIAA1609	-0.2775
EED	-0.2965
RNF32	-0.0443333333333333
HES1	1.7442
CLC	0.308333333333333
ISL1	-0.107833333333333
KIAA0528	0.060625
MANEA	0.2095
C1orf61	-2.0315
hCG_2001000	0.0935
RAPGEF6	-0.3327
KIAA0020	-0.265666666666667
NEIL1	-1.18225
C16orf45	1.104375
RBM10	-0.069
C10orf125	-1.453375
MRS2L	-0.179
DNAH17	-1.21125
C19orf10	-0.8585
C1orf160	0.796
SLFN12	1.2045
EXOC3	-0.349666666666667
HIST3H3	1.3445
NCOR2	0.687833333333333
TNFRSF9	-0.10925
MFSD8	0.08675
ALX1	-3.571
NOL1	-1.20975
PODN	2.84525
TIAL1	0.45675
HIST1H1E	-1.666
NPY6R	0.20925
TM4SF4	-0.31675
CORO2A	1.55575
ETNK2	0.995666666666667
APOE	0.5952
ANGPT4	0.758
HDGF2	-0.60275
G30	0.00799999999999995
ST8SIA4	-0.26225
F2RL1	-0.043375
FAM19A4	-2.22475
CCAR1	-0.2685
B3GNT7	0.1975
OPHN1	-0.1973
DSCR6	1.403
C21orf13	-0.1415
GAS2L1	0.636916666666667
RFX3	0.359666666666667
COPS4	-0.5195
BCHE	-4.1825
BCL2	1.290125
HBZ	-4.00616666666667
ARL13B	0.741625
MAPBPIP	0.779625
MYO15B	-0.85725
SPZ1	0.4895
KIAA1324	3.42222222222222
PLCL2	-0.636375
C4orf29	-1.4135
WDFY2	-0.07225
ZNF284	0.191
NAALADL1	0.3025
DUSP5	0.668
PXDN	1.276375
SLMO1	-0.717
TNXB	0.1299
BIRC7	-0.8795
A4GALT	1.22883333333333
TIMM22	-0.1065
FAM110C	2.02775
TOMM34	-1.276875
ABHD9	0.4285
ADAM32	0.258
CRHBP	-0.394
AQP2	0.3205
LOC130355	1.7275
ZNF187	0.530666666666667
ZNF816A	0.934
F7	0.694625
CNOT1	-0.8717
SLC13A4	-0.45825
ZBTB11	0.09025
B3GALT5	1.4825
EXOC2	1.0575
IRS1	-0.0249
TMEM1	-0.385333333333333
MRPL34	0.220166666666667
SAMM50	-0.82175
CDC42EP3	0.299125
HSF2	-0.7151
MFN2	-0.0285
TSPAN7	-2.724
NUCB1	0.510166666666667
RHOH	-0.40375
ARL16	-0.8495
TACR1	-0.08
SFRS5	-1.086
SNX25	-0.41075
RHBDF1	0.879666666666667
PCDH18	1.45816666666667
HMG1L1	-0.1325
MYO5C	0.1535
MAPK10	0.41
LDHAL6A	0.293666666666667
NUDT12	-0.0673333333333333
NCAM1	0.07425
GLIS2	0.143
GGTL4	-0.8835
DAPP1	-0.74975
ATF7	0.633875
KIAA0748	-1.816
NFIL3	-0.1615
TM6SF1	0.4281
SEZ6	0.312
NANOS3	0.820666666666667
DNAJA3	-0.630333333333333
CLDN6	-2.0495
CIITA	2.5183
EPHA4	1.44366666666667
FANCC	0.74075
CMTM3	0.5865
PSG3	-0.565375
MRPL15	-0.8445
C21orf59	0.01925
PLCXD2	-0.03075
C2orf34	-0.075625
UBE2L6	1.356
MED14	0.00416666666666666
HP1BP3	0.9432
C6orf208	1.318
TPBG	1.3095
OSR2	1.4895
XPC	-0.003
KLHL7	-0.486416666666667
CCR3	-0.0141666666666667
AGTPBP1	-0.586166666666667
PCSK6	0.887133333333333
STAT5A	-2.1669
FAM18B	-0.5055
LONRF2	-0.767
PTPN2	-0.00975
SF3A3	-0.5925
EFCBP2	0.09925
HCFC1	-0.33
AHNAK	0.449
ACTR5	-0.20425
KIF14	-1.60557142857143
TENC1	1.283
HEATR5B	0.673
YIPF2	0.978
MYEOV2	0.679166666666667
DUSP18	1.0305
KIAA1012	0.2055
AHR	0.605166666666667
C17orf53	-1.80233333333333
PTPRH	-4.02575
ATP6V1C1	-0.4281
TAS2R3	-0.287
LOC440356	-1.064
COQ10B	0.44075
PSMF1	0.51125
SORBS2	1.7485
NFE2L2	0.6
TMCO7	-0.6685
SH3PXD2A	0.2356
SH2D2A	-1.6795
SPINK5	-2.937
MRPS24	-0.6635
OPA3	0.15225
TRAF7	1.24516666666667
C4orf35	0.378
MT1G	-1.09475
MGC39545	-0.440333333333333
HS1BP3	0.6589
OR2B2	0.4005
CHRM4	0.226
SFRP2	3.43058333333333
RIC3	-1.1225
ART1	-0.0355
C6orf1	0.84725
DUS4L	-0.90475
C10orf104	0.47875
TNFAIP6	3.29
RTEL1	-1.197
CCT4	-0.7512
ZNF709	-0.00275
CHMP6	0.475
UPP2	0.27525
CYP19A1	-2.16075
CD151	0.272666666666667
NDUFA13	1.0585
ARFRP1	-0.703
FAM26B	2.46925
CRYBA1	-1.1275
MRPL41	0.368333333333333
NPFFR2	0.839
HRH2	0.2155
SCAMP3	1.36116666666667
MTMR6	0.6215
MTG1	0.0348333333333333
UBTD1	1.6065
CRABP1	-0.0315
FLJ33790	1.4582
KIAA1908	-1.86533333333333
GPR158	-2.014
PACSIN3	0.49
OMD	3.6015
CATSPER1	-0.422666666666667
HOXB8	0.372375
FBXO46	0.833
OAS1	2.15916666666667
SVIL	1.0105
PHB2	-0.7685
ADCY3	-0.9265
NDRG2	-0.245166666666667
ERMAP	2.2286
APBA2	-0.298
IGSF9	3.9895
WNT6	0.00728571428571426
MYCBPAP	-0.7625
ATP2B2	-0.00219999999999998
CPVL	-0.9047
TRAM2	0.386333333333333
NOP5/NOP58	-0.495
ZNRF4	0.19125
TLK1	0.284125
MTMR12	-0.0485
ZNF384	-0.444
FAM9B	-3.0445
RPN1	0.7893
PMVK	1.14925
EIF3D	-0.5603
SIX2	1.32575
HPS1	0.393642857142857
RNF7	0.55775
PSKH2	0.029
KCTD13	-0.152666666666667
CSMD3	-0.8093
FBF1	-0.3225
IL8	-2.97575
SERPINB13	0.682166666666667
FBXL20	-0.1555
BLR1	0.5
SH2B1	-0.541333333333333
RFNG	-0.1035
RAB20	2.08483333333333
RBM7	-0.73425
POLR1A	-0.245166666666667
TMPRSS4	-3.154
TAF9	-0.750875
TERF2	-0.652333333333333
TNFRSF1A	0.82225
ACADVL	-1.1655
GTF2H5	0.61375
EDG8	0.606166666666667
C9orf140	-0.92975
UST6	-0.29125
ZBTB8OS	-0.7365
ZNF710	1.2635
GPR174	-1.39
ATP6V0A2	-0.037
KIAA0319L	-0.718833333333334
XKRX	0.709
DOPEY2	1.3791
SDHD	-1.07675
SUMF1	3.0035
OSM	3.482
OPN3	-1.00675
DAGLB	0.1375
PPFIBP1	1.1316
TRIM63	-2.984
C10orf53	0.4525
LYPD3	1.65883333333333
BCL7A	0.091625
AGER	-1.28633333333333
TCF19	-0.726875
SAT2	-0.33225
PFTK1	1.53983333333333
GABRE	-3.456125
C15orf38	1.4791
FIS1	0.3825
KCNV2	-0.00724999999999999
CLPS	0.31125
PPCDC	-0.969875
FOXN2	0.528
NT5E	-1.8176
CD83	0.44
IL18	0.855375
VPS16	0.86725
IGFBP2	-0.132166666666667
NOTCH2	1.0795
SIGLEC1	2.812625
CD93	5.166
SULF2	1.2735
CEP164	-0.27375
P53AIP1	-0.0641666666666667
TOR2A	-0.0231666666666667
ZNF136	-0.16325
MGP	4.3396
CCDC144A	1.07883333333333
TRPC1	-0.497
SMS	-0.952
MAPK7	-0.430666666666667
RRAGC	1.34875
PARD6A	0.287666666666667
NUB1	0.338833333333333
SYNGR4	0.534
OR11H12	-0.079
WIF1	0.651142857142857
GCH1	0.059
OR11H4	-0.4665
SLC44A5	1.9405
GPRIN2	2.94633333333333
LOC401431	0.168
CPA4	-2.4399
MELK	-1.30677777777778
IL15RA	0.7605
CUL3	0.01525
HMBOX1	0.467
PODXL	-0.9085
CCT6B	-0.993
COMTD1	-0.8125
MUC20	-0.115833333333333
GPX2	-3.54625
ITK	-2.005
FBXL5	1.44825
C13orf27	-1.41975
DEFA5	0.9205
TRHDE	0.4855
MTP18	-1.18433333333333
UQCRQ	0.1509
ITGB2	1.679
CSRP2BP	-0.97375
TAS2R44	0.2425
PHPT1	0.44275
FAM44C	-0.1615
ERH	0.79325
MPHOSPH1	-1.591
MORC1	-0.753
PARVB	-1.10575
LAMA1	-2.39633333333333
PGBD3	0.47075
GIMAP6	3.56375
AREG	-0.181333333333333
LIPT1	-0.508
MGC99813	-1.5885
C1orf201	-0.3565
GRIN2A	-0.477777777777778
MAN2C1	-1.8625
NSUN5	-0.8335
SF3B5	0.3575
MYC	-2.3118125
NRXN1	-0.4475
ZNF18	0.292
SPDYA	-0.189375
SLC37A1	1.5555
DECR2	-0.12925
ANKRD38	1.17
SPTLC3	0.295583333333333
SUPT16H	-0.350875
DTWD2	0.4645
ULBP1	-0.0655
ZADH1	0.375166666666667
OIP5	-2.89725
IL10RB	0.132
OTUB2	0.224875
VWA3A	-0.3175
SPIC	0.4925
OR6C4	-0.322
PSCD4	1.299
DPY19L2P2	-0.254
TRAPPC6A	-0.134833333333333
C21orf2	-0.349333333333333
CEMP1	-1.0735
LIN7B	-0.269
E2F7	-2.2425
VCP	0.2348125
LAMA3	-0.272
BGN	2.05075
GPR160	1.262
COCH	-4.8575
GPR81	1.0155
APOBEC3F	-2.22275
tcag7.1017	-0.49625
C1orf32	-0.0605
SCGB1D2	4.38075
FLJ43987	0.11
C6orf170	0.8975
KLK9	0.2205
GPD1L	1.061375
VPS37B	0.13025
ATG3	-0.415
ADAMTS17	-0.0135
KLHDC2	-0.0695
NDUFV2	-0.1355
BLK	-2.92075
MATN4	-1.5095
GPM6A	-0.556
GBP4	3.12733333333333
TMEM162	0.4712
PKP2	0.339
HRASLS	1.72577777777778
MMP1	-2.68475
SFXN3	0.0283
FSD1	-1.7545
ST6GALNAC3	-0.9875
CA12	2.4517
NCOA6	0.55325
C19orf58	0.7988
PPP4R1	0.707333333333333
MAN1A2	1.21766666666667
IKBKAP	-0.732
UPF1	0.8805
KIAA1219	-0.00575
WNT16	0.599333333333333
SNW1	-0.265375
IL18RAP	0.496
RPP30	-0.082
CDC40	0.388642857142857
SETD3	-0.127666666666667
SLAMF6	-0.453
ELK4	0.8995
TRIM47	0.919333333333333
ACOX3	1.289875
TRIM6	1.20025
KIAA0372	-0.0993333333333333
TP53AP1	0.8215
SMURF2	-0.5185
ADAD1	-0.18425
EBP	-1.3493
KRTAP13-2	-0.8755
FLJ36874	-0.486
TOR1A	0.364166666666667
P2RY4	0.423
GPBP1	0.2865
TRPV1	-0.535
ADAMTS12	1.04933333333333
PES1	-0.9386
ATG4A	1.0655
MAGEA10	-4.65125
WFS1	2.052
CC2D1B	0.00783333333333335
PABPN1	-0.26975
SLC25A30	0.54425
SLCO1C1	-0.2705
SLC22A5	0.978
KIF23	-2.47333333333333
SYN2	-0.375666666666667
ASPN	7.52516666666667
CENTG2	0.6035
QSOX2	-1.0365
FLJ10815	-0.200333333333333
STK24	0.3661875
SPEG	0.8135
STK10	-0.285333333333333
DACT2	-2.939
AAAS	-0.58375
SSX3	-1.2365
ABCD3	0.422
C4orf12	-0.656125
PARVG	0.283
FIG4	0.9655
C9orf46	0.26875
TMCO6	-0.984
IGHMBP2	-0.3275
DUS2L	-1.29383333333333
FAM3C	-0.067625
TMEM16D	-1.90075
DCTN4	0.70975
KCNH3	-0.24675
EIF2AK2	1.30775
AP1S3	0.789375
CST4	2.023
PAM	1.1975625
NUTF2	-0.634
CITED2	1.226
SLC39A4	-0.27875
C2orf52	-0.7795
GRM3	-0.20075
C12orf49	1.234125
CCDC49	-0.7041
GRAMD1B	-1.4235
FNDC4	0.772
SIAH2	0.363125
GDPD4	0.072
C21orf87	0.207
ATP5A1	-0.0186666666666667
C16orf63	-0.347625
LOC388135	-0.738666666666667
ATP5J2	-0.477625
MMP3	-1.76525
EMID2	-0.32125
CRHR1	0.34925
WDR70	-0.52475
C13orf31	2.02075
ZFAND1	-0.72125
CCL18	3.874
C3orf49	1.1765
RINT1	-1.118
KIAA0408	-0.864166666666667
F13A1	5.5836
SLC10A1	-0.0805
OGN	0.37625
GIPC2	-1.63333333333333
XPO6	-0.534
LCE1A	1.1155
FMR1	0.056
LOC374920	-0.6635
DUSP3	0.250375
ANKMY1	-0.1735
C7orf50	-0.22025
BBS9	0.6269
UNC119B	0.028625
C9orf72	-0.32325
MGC35440	0.48
ENTPD6	0.274125
PPP1R2P9	0.62875
ERCC4	0.69225
FAHD2B	-1.2485
HMHA1	-0.79
HACL1	0.84725
RAD23A	0.6785
FAM83B	-1.11725
PPP5C	-0.495833333333333
RNASEH2C	0.003375
C9orf153	-0.12175
SCAMP4	0.32675
GHITM	0.1311
NDUFB7	0.840125
ADCYAP1	-0.0831666666666667
SP110	2.11566666666667
MAP3K7IP2	0.87225
DHH	0.432
AGRN	1.03521428571429
WDR33	-0.205
CEP290	0.218833333333333
PRPS1L1	-1.7335
KLRA1	-1.104
GPR97	-0.0665
CHD7	-0.519416666666667
TLR10	0.27275
SLC30A8	-0.366
HIC1	1.41083333333333
IAPP	1.1545
RXFP4	-0.61675
GP1BB	0.292
SHQ1	-0.075
NKX2-3	0.262
API5	0.05325
FTHP1	1.3685
MOV10L1	0.589166666666667
TRIM6-TRIM34	2.17266666666667
ADHFE1	-0.5795
FAM117A	-1.388
