Hybridization REF	TCGA-BH-A18N-01A-11R-A12D-07
IDH3G	0.000333333333333334
FBXL7	0.883125
ARFGAP3	-2.138
MAPRE2	-1.24661538461538
IL1RN	-0.7975
KIF13A	0.652
RAC3	-0.842
TCTE1	-0.3255
TMEM14B	-0.602333333333333
ADIPOR1	-0.828166666666667
GRINA	1.4615
CLIP4	-0.359
LRIT2	0.5825
TFPI	-3.40264285714286
FABP6	-1.23375
SLITRK2	-0.188666666666667
HKR1	0.84375
SMTN	-0.78575
C1orf75	-0.927
CD209	0.14725
CYB5R2	-1.12775
DNTTIP2	-0.537166666666667
CSGlcA-T	0.422125
GABRB3	-2.188
PCBD1	0.600166666666667
TAF3	1.85508333333333
HOXD3	-1.1355
GIPC3	0.0661666666666667
P11	0.4452
BFSP1	-0.358
LCP2	0.2615
TAS2R8	0.2435
SEZ6L	1.98125
NR2C1	-0.14
EXDL2	1.0963
TNFRSF13B	-2.25333333333333
MKI67	-2.53025
GLS	-0.224083333333333
C7orf54	-1.0659
LGALS13	-0.619166666666667
IL4R	0.04
SEC11A	-0.0108333333333333
SPP2	0.334333333333333
C18orf32	1.847
CLSPN	-2.0545
SPAG1	1.999875
C9orf82	-0.11575
TM4SF1	-1.78191666666667
EMILIN2	0.5425
SMG7	-0.702333333333333
TAS2R13	-0.6975
ZNF628	-0.0335
DZIP1L	-1.214
ANKRD13A	-0.219
VASP	0.3995
ZCCHC11	-3.258875
SYPL1	0.866125
MGC34774	0.222333333333333
C4orf28	0.720875
KIAA1211	-0.624166666666667
RPS27L	1.50375
TATDN3	-1.07725
PDCD1	-1.408
OR5P2	0.3735
IFIT1L	-0.069
MIPOL1	1.324
OR51D1	0.161
C1orf92	-0.837333333333333
LAMP2	0.630388888888889
CAT	0.289
C16orf80	-0.73525
C15orf32	0.658
ZNF746	0.16675
C1orf76	-1.2665
ATXN1	-0.09575
LAMC2	-1.168625
SLC2A7	0.6035
CPOX	-1.35125
APH1B	2.55333333333333
LOC442245	1.124
CTNND1	0.705833333333333
GABRG2	-1.204625
MADCAM1	-0.561833333333333
F5	-4.086375
SEMA4F	0.774666666666667
NUDCD3	0.223
PDZD11	-0.032
TRIML1	-0.0785
GCNT3	-3.6655
TMEM120A	0.1535
CNDP1	-0.0625
N4BP1	1.066
SLC35F2	-0.405
LCP1	-1.03958333333333
IGBP1	0.5565
DCAKD	0.67125
ELA2A	-1.191
C12orf56	-2.8822
PITRM1	-0.581857142857143
GUK1	-0.139
RASSF8	-1.9233125
OR2A14	0.353666666666667
ADM	-3.11533333333333
FGD3	2.93916666666667
GHRHR	-0.0445
RHPN2	1.13775
C4orf39	1.3075
VPS72	-0.532
SERF2	1.28933333333333
CD22	0.253333333333333
CD47	0.6923
PPIC	-0.1085
IMPDH1	-0.139333333333333
ACP6	-0.2355
PRKACA	0.09325
PPP1R1A	-2.39575
TRPV3	-0.5135
ASXL1	-0.700375
C17orf55	0.816166666666667
FXYD1	-0.925833333333333
LMOD2	-0.5705
ANKRD33	0.4765
LCE2C	0.036
ZNF620	0.4595
DKFZP566E164	-2.40275
VSIG2	3.29225
KIAA1128	0.935
USO1	0.365666666666667
NUDT4	2.42707142857143
CLDN1	0.809428571428571
OR4Q3	-0.644
FASTK	-0.5455
ICOS	0.333333333333333
LDB1	0.4785
GSTA5	-0.58525
ABCC1	-0.259166666666667
FAM54A	-3.17925
PCBP2	-0.3645
NUP205	-1.711
ACTA1	-0.4475
GABBR2	-1.558
PIP5K1B	-2.98433333333333
AGXT	-3.6825
RNF181	0.139
ATP8A2	-1.34325
AFTPH	1.8631875
FGF21	0.4065
FCER1G	1.903375
SNTB1	-1.27
SLC24A3	-1.411
TXNL4B	-0.5004
RPL10L	-0.0933333333333333
LOC389517	-0.77965
TSGA13	0.196
SHOX2	-1.13716666666667
ITGA7	-0.7409
KCNIP2	-0.566333333333333
KLF13	0.4541
ZFAND2A	-0.8755
CEACAM1	-2.32242857142857
PFKFB4	-2.16666666666667
MED19	0.18375
LRRC57	0.465666666666667
RNF11	0.604
ANKRD32	-2.02625
P117	0.43525
OBFC2A	-1.14316666666667
POLD3	-0.681166666666667
RAB18	1.13025
TPH2	-0.6878
PHB	-0.3133
JDP2	1.29616666666667
MORF4L1	-0.027
POU2F1	-0.67425
CNNM2	-0.964166666666667
LOXHD1	0.3734
ZC3H15	-0.61525
ELK3	0.879833333333333
FAM111B	-1.48525
CBLC	3.05366666666667
SBNO1	-0.14425
ANKMY2	-0.2345
PLEKHA5	-0.305
DHX58	0.694666666666667
ARCN1	0.0583333333333333
TREML1	0.2385
KNCN	0.0045
SEC24A	-0.815125
PSCA	0.05375
MGC24125	-0.5985
DNA2L	-1.927
CIB4	-0.141166666666667
HIGD2A	0.3225
TBX6	-0.0136666666666666
TTLL5	-0.981666666666667
SGK3	3.77766666666667
GCN1L1	-0.6
AMOT	-0.141
LDOC1	0.912833333333333
NRK	0.807166666666667
ASB9	-2.31625
NAT1	3.2615
TRAFD1	0.377
PEAR1	0.558666666666667
FAM36A	-0.0725
OR1S2	0.293833333333333
LOC388323	-1.7005
PGS1	0.595666666666667
LEPREL1	-1.9155
TFF1	-4.2015
HAP1	-0.18725
EPHB2	-0.9865
ACTG1	0.102333333333333
ZFP42	-1.56383333333333
HAVCR2	0.3878
NME1	-0.6605
SNX26	-0.428583333333333
LACTB	2.44233333333333
ZKSCAN2	0.1405
C5orf35	1.38375
ANKS3	0.241
RBM28	-1.5055
DKFZP586P0123	-1.016
HNRNPA1	-0.2945
BCAS3	-1.22783333333333
FLJ20184	-0.289
POLA2	-1.65283333333333
TMC7	1.65816666666667
HSD17B6	1.7505
ZNF658B	0.629666666666667
TTTY10	-0.3202
RANBP9	-0.3445
CPNE7	-2.13066666666667
EVL	0.995411764705882
LNX1	1.38841666666667
IFNA21	-0.2962
CFD	3.19375
PYCARD	1.37516666666667
MYBPC2	-2.1135
ENPP3	-2.265
ACSL4	-2.2075
LOC440258	-0.340833333333333
TMEM176B	2.525
SOX2	-5.578375
SCO1	-0.298666666666667
COMT	0.365
AOC2	-0.15425
PDLIM5	1.98592857142857
SPHK2	1.01433333333333
NXPH2	2.108
GPR108	0.934666666666667
RAD51L1	-0.579333333333333
TMEM54	1.25725
LETMD1	-0.533777777777778
SLC6A17	-0.58225
KRT75	0.1225
STT3B	-0.3215
CD3EAP	-0.4635
TMEM63A	0.20125
DUSP13	-1.71875
CD1C	-1.99983333333333
LASS2	0.6105
AVP	-0.275
PITPNM1	-1.155375
FLJ22795	-1.864
MCTP1	-2.67575
TRIM68	0.521833333333333
UCK2	-2.03566666666667
ABHD1	0.202
FAM50A	-0.22975
RNASEH1	-1.09833333333333
PCP2	2.30533333333333
OR52H1	0.739
C20orf149	0.76075
RBP5	-1.78166666666667
HYAL3	-1.2145
CLPB	-1.01375
SMNDC1	-0.53125
DONSON	-2.91733333333333
FLJ27523	0.5355
BARHL2	0.2745
SLC30A9	0.367166666666667
TMPRSS11B	0.299666666666667
E2F8	-3.14966666666667
CCDC25	-1.4195
C14orf48	0.0584
C20orf116	0.949875
TSPAN11	0.5895
YIF1B	-0.709
FAM12B	0.02725
OR1L6	0.3905
HPN	1.9128
NBN	1.266
C14orf94	-0.427166666666667
OCLM	-0.2975
ZSCAN18	1.7625
L3MBTL	-0.2073
TSTA3	0.4075
RAC1	-0.082875
C19orf15	0.971166666666667
NFE2	-3.90375
KLK14	0.281
ARSF	1.047
MAST2	-0.00766666666666667
AMICA1	0.2545
GTF2A1	-0.100625
ATP1A3	-0.56975
TC2N	1.9941
PNKP	0.20775
ODZ2	-3.255625
MATR3	0.359
S100P	-4.0475
KRT82	0.031
CA13	-0.1704
PROZ	-1.93616666666667
AASDH	0.374125
C19orf40	-0.0533333333333333
DCK	-1.05830769230769
FAM5C	-2.922
SLC6A4	0.977
MID1IP1	-0.75225
TESSP5	0.6295
TMOD4	-0.5605
DOCK2	-1.598
TUG1	0.7295
NUP214	-0.9615
DPYSL2	-0.9155
GOLM1	1.12808333333333
MPFL	0.49325
SOX13	1.2565
SDCCAG8	0.7305
KEL	-2.531
NUP210L	-2.96075
GK	-0.43
DNAJB1	0.95975
ALPK3	0.143
CHID1	0.1276
CYLC2	0.5175
IKZF5	0.3785
C8orf51	0.926
PPM1J	2.17075
GIMAP8	2.96266666666667
GPR101	0.2005
NR2F1	-1.5405
ACAD8	-0.523
RBM35A	1.63325
GNAI2	0.045
METTL8	0.297666666666667
SLC39A7	-0.435
FBXO8	1.04225
CAMK1	0.3195
RFC3	-0.7145
FAM129A	-1.84807142857143
ILF2	-0.9225
FGFBP3	-0.845125
NOM1	-0.801166666666667
PSMA3	-1
ASCC3	-0.2231
ZYG11A	-4.89425
SOX21	-2.144125
LYRM1	0.79425
DEFB1	-0.5685
LOC91431	-2.34766666666667
OR7C2	1.0385
FAM46B	1.792375
TMEM18	-0.357375
ARHGAP30	0.376
TMEM86A	1.74833333333333
EPHA2	-0.931833333333333
C10orf46	0.89565
TCHH	-1.12266666666667
C3orf30	0.613833333333333
LOC285636	0.276166666666667
PAIP2	0.64875
CYP2U1	-0.366375
C12orf34	1.89225
SARS2	-0.465833333333333
ZCWPW1	0.58275
SAMD12	2.3205
KIAA1430	0.47825
ACAT1	0.32075
MEOX1	-0.3075
ADAMDEC1	1.703
PHKA2	-0.46
CARD11	-1.22716666666667
CALML4	-2.176
TSSC1	-0.449
TMEM45A	-0.100888888888889
MPP7	1.615
POU1F1	-0.0105
SLC2A13	-1.5928
FBN2	-2.12607142857143
ZC3H7A	0.2796
LAIR2	-0.994
ST3GAL1	1.32933333333333
LCT	-3.40325
GEMIN8	0.690666666666667
KLF16	-0.0182
HIF3A	-0.64
FAM44A	0.629357142857143
AQP10	-1.5683
PLA2G2A	-2.5395
FOLH1	2.61516666666667
C20orf186	0.4345
MAPKAP1	-0.524625
SPRR2D	-2.2825
UBQLN4	-0.727666666666667
RSHL1	0.0843333333333333
PIAS3	-0.211375
MRPL24	0.3885
GREB1	0.120875
FAM27E3	-1.596
NUP62CL	-0.40125
NEUROG3	-0.975
REEP3	0.320833333333333
MARK1	-1.436375
LMBRD1	1.21975
PRPF19	0.0115
PNMT	0.268166666666667
CTGLF1	-1.0165
SLC25A16	-0.976
EIF2B3	-0.6875
RPA2	-0.353
PAK6	1.73816666666667
CCDC26	-5.13614285714286
SEMA3E	-1.86375
MXD4	0.8319
TNFSF10	3.3192
SMARCB1	-0.3755
DTX3L	1.16883333333333
PLA2G4E	-0.055
PPAP2A	1.168
ULK1	0.0179166666666667
TAS1R3	0.0665
SLC2A3	-3.32063636363636
ARID3A	-1.92575
GNG5	-0.04275
ACOX1	-0.1526
KIF5B	-0.151
NUP153	-1.0935
MUC7	-0.0065
CSDE1	-0.879142857142857
CLPTM1	0.393
C3orf23	-0.56625
LRRC17	-0.585333333333333
TTYH3	-1.664125
ATP5B	-0.5955
ELF3	0.3023
CPSF3L	-0.0421666666666667
ZNF665	0.876
TLR6	0.6085
GPI	-1.330875
RAD9A	-0.72775
NDST4	-0.10675
AGPAT3	-0.234916666666667
MAGI3	1.9695
ADORA2A	0.388875
CACNG7	0.2755
CAMK2D	-1.33985714285714
CCHCR1	-1.40075
RPS27A	-0.846
OR10G7	-0.499833333333333
GCM2	-0.393
FAM135B	2.1855
E2F1	-1.7475
PLCB3	-0.763
OR2AE1	0.425
COIL	0.0648333333333333
CDC25C	-2.07166666666667
RAB11FIP2	0.5785
TSC2	0.6415
CTGLF5	-1.0985
CCDC108	0.395
OR13C4	0.20625
C10orf81	1.53125
PTPRB	1.57975
ACP2	0.6045
LAG3	-0.843
MRPL54	0.8305
LOC201175	-0.259
ITGB1BP3	-2.1755
SPTAN1	0.113666666666667
SIPA1L2	-0.2475
RCAN2	0.5705
CDX2	-1.3355
ECOP	-0.44375
ACTR1A	0.1
PPARG	1.42383333333333
BBS10	0.942
TMEM44	-1.262625
BPIL2	-0.22
CITED1	-1.14125
IRF6	3.1055
PRDM4	0.408666666666667
RRP9	-0.698833333333333
OR10H4	-0.055
IL31RA	-0.201333333333333
GNB1L	-1.51783333333333
MYBL2	-3.114875
ZNF407	1.98666666666667
PPIG	-0.414333333333333
TTC18	3.29275
RPSA	-0.639
MAPT	2.077375
MRE11A	-0.134307692307692
C8orf37	1.603
RASGEF1C	-0.716333333333333
STBD1	0.73175
CTAG2	-0.604
MGAT5B	-2.62916666666667
ECM1	0.411375
RLN1	3.647
PARP14	0.862375
EPB41L1	0.4385
HOXA3	-1.75233333333333
MAGEA9	-5.157
RPS8	-0.427666666666667
RPS19BP1	0.391
FOXJ2	0.50225
C10orf76	0.49825
IL17RE	-0.11275
C10orf65	-1.35
ZNF343	0.473666666666667
FBXO33	0.098875
UHMK1	1.2032
LY6G6C	1.72825
FGF19	-2.702
C14orf128	-0.00716666666666666
IFIT2	2.103875
TIGD1	-0.6195
S100G	0.191
GUCY1B3	2.411
NR3C1	-1.6097
CORO1B	0.0975
PARP11	1.1585
DNALI1	3.95283333333333
OR4N4	0.6025
MAP2K6	-1.99
FSTL4	1.7595
ANKRD47	1.250875
TMEM171	-1.612
PNLIP	0.51375
YY1	-0.0905
CCDC138	-3.09933333333333
AASDHPPT	0.112
CKS1B	-2.0526
MCM3	-1.2305
ANAPC7	0.1765
FAM110A	1.6685
CDC37L1	0.437
THTPA	0.941
NBPF20	-1.038
WDR24	0.841
NPTX2	-0.60625
CBLB	0.7315
CETN1	0.1342
RPUSD1	0.91875
FAF1	-1.16125
CDK6	-3.5934
HMX2	0.5255
CSK	-0.709
TEAD2	-1.7875
SNAP25	-1.90625
TUFT1	0.7444
TMTC3	0.692333333333333
LCK	-4.06425
SGOL1	-2.067
AKTIP	1.80525
FURIN	0.5675
SOX12	-0.499
DEFB103A	-1.335
RAMP1	3.75775
KIR3DX1	0.223
GAS2L3	-0.74
PDE8A	-0.7586
EDN3	-0.7295
GMIP	0.64875
SF3A2	-0.137
FN3KRP	-0.076
SMAD7	1.33425
RHBDD2	0.673
OR11H6	-0.5105
PPP1R3B	-0.2889
C9orf23	0.16475
CADPS	-1.33475
GOLGA8A	-2.303625
TMEM57	0.275333333333333
RGL3	0.3995
S100A14	2.54425
FGFR2	2.107
XRCC3	-0.83475
RTN4RL2	0.5265
MGC3771	2.3365
GH2	0.156
BTBD2	-0.09575
LMO2	0.36875
RDBP	-0.497
ACRBP	-1.86125
AMY2A	2.95975
DUOXA1	1.357
PTK7	-0.222333333333333
TWF2	-0.114833333333333
FAM80A	-3.33575
TNNI2	-3.63516666666667
GLT25D1	-0.7495
OCC-1	-0.62475
CYC1	-0.226333333333333
RPL22	-0.220090909090909
MORN3	2.015
DISP1	2.39925
PRB2	-0.277
CHUK	0.37425
HR	-0.758875
CCDC134	-0.085375
DENND4B	-1.6415
C14orf130	-0.255625
RAB33A	-2.54725
DCST2	0.0495
TNMD	-2.189
PEX7	1.27925
FAM62A	-0.433875
SRD5A2L	0.65775
IL22	1.08933333333333
RPS26	-0.475833333333333
HOXC5	0.2805
SPATA6	0.9985
FLJ38482	0.92
ZNF234	1.777
C18orf22	0.7585
SPATA22	0.143
THOC1	0.01025
CYP7B1	1.36675
KCNC3	0.554
C8orf42	-0.3455
ALDH1B1	-0.817833333333333
CCDC100	0.7973
ARMC4	-0.026
FAM18B2	1.03275
SLC44A1	0.750125
FBXO17	-0.8015
C6orf107	-0.203333333333333
C19orf29	-0.12575
ZC3HAV1L	-0.43575
PARP6	0.264
SULT2A1	-5.0125
C1orf159	-0.55275
TMC1	0.0946666666666667
CHST14	0.49775
GAMT	0.323666666666667
SMCP	-0.6525
TSPAN33	0.47275
MIDN	-0.243625
NOX4	2.0125
RNASEN	-0.1818
TBX1	1.16316666666667
SALL2	0.81875
C10orf35	1.25425
CYP2E1	-0.68725
LRFN2	2.51183333333333
ACO1	-1.1645
IQCG	1.3058
MEGF9	2.26875
TM7SF4	-0.10025
PLEKHA1	0.5736
STK33	-3.92075
C1orf210	2.67325
SNUPN	0.4723
KIAA0406	-0.8146
C20orf29	0.37975
TMEM55B	-0.00200000000000001
OSTM1	-1.5169375
CLCN7	0.9605
OTP	-0.7605
FLJ23049	-0.30675
HEATR4	1.8775
MAP3K10	-0.11
PCDHGA9	0.1015
AMDHD2	0.837
LCTL	-2.624
PDCD2L	-1.17675
CABLES2	-1.155
SLC5A9	-0.527
CLCA2	-2.9722
MGC16025	-1.579
STRAP	-0.601333333333333
C20orf196	0.428
RRBP1	-0.288
NAT13	-0.0565
MAT2B	1.43275
CSNK1D	-0.821166666666667
KIR3DL1	-0.0385
PRKAG3	0.0555
ZNF599	1.053
PRM3	0.947
PER2	1.21666666666667
ASPHD1	-2.544
PRMT6	-0.245
KCNE1L	-0.495785714285714
FAM118A	-1.04716666666667
TAF4	-0.0805
NDUFB6	-0.31825
TRIM9	0.17175
PMFBP1	-0.873
KY	0.488
DKFZp762E1312	-3.75063636363636
CSMD1	-2.259
TBP	-0.682833333333333
OR1Q1	0.452666666666667
RETNLB	-0.47775
HPGD	4.44678571428571
DNAJC12	3.60533333333333
FKBP1B	-0.000750000000000001
ANKRD24	0.203833333333333
CXXC5	1.11716666666667
IL3	-0.06725
DRAM	0.9615
PTCH1	-2.26
TP53BP1	0.15
SLC17A7	0.095875
COL25A1	-1.6689
AMACR	0.54
RHCG	-1.47325
VPS13A	-0.302333333333333
FAM55D	0.186
PRPF38B	-0.289083333333333
OSBPL6	-0.3105
PFDN5	0.7262
CMTM6	1.626125
KCNK12	-1.7275
RP2	0.48
C16orf52	-1.84175
PICK1	0.97
IFNE1	-1.57233333333333
SEMA4B	0.50775
TYRO3	-2.6155
OR12D2	0.718
CSNK1A1	0.5643
FANCF	1.23
LONP2	2.030625
TBL1Y	0.23575
LDOC1L	0.617625
CCNC	0.01825
C3orf60	0.4535
CHKA	-1.699
UBAP1	0.05575
MAP3K1	2.304
ANKRD9	-0.86075
FAM92A1	0.6235
GAB2	1.1965
AZU1	0.5905
DIS3	-0.447416666666667
C21orf109	-1.974
IQCB1	-0.52525
SPATS2	-0.165333333333333
EFCAB3	-0.41125
PRB3	0.0315
FUZ	1.381
ZNF813	0.870125
BMPER	-1.07175
HEG1	-0.33275
ALS2CR11	-2.319
SURF2	-0.652
PSMC1	-0.352083333333333
OR2D2	1.187
SLC7A8	2.0325
C4orf40	0.2205
SPATA7	0.41325
MAZ	0.0163333333333334
PIN4	0.6185
PDE1A	-0.923375
TAF6L	-0.0523333333333333
OR2T34	0.349
KIAA0284	-0.15675
ACADS	1.28863636363636
MKRN2	-0.556
C18orf56	-3.0885
MS4A6E	0.041
GALNT4	1.2613
C22orf31	0.361
FLJ36070	-0.089
PSME4	-0.5935
TFG	0.0566
EPHX2	-0.44925
ANXA5	-0.465
KRTAP1-1	0.163
BATF	2.60775
KARS	-0.1535
MSTP9	0.782
GPR26	2.981125
CCDC72	0.6665
TEF	1.12183333333333
FOXK1	-1.1712
PRLHR	0.0525
EMX1	0.57575
C11orf30	-0.640125
ICK	0.9005
THSD7B	0.1635
C21orf100	-0.57
DUOX1	2.128
EFCAB4B	0.16225
UBE2G2	-1.0645
C3orf54	0.54925
PARP1	-1.07925
FAM60A	-0.48775
C6orf146	0.154666666666667
OR9K2	0.455
DDX55	-1.13233333333333
RPS15	0.172833333333333
ZNF618	0.6249375
DKFZp686D0972	-0.24475
SSPO	0.3715
SHFM3P1	1.16133333333333
CPA6	-0.7285
JAG2	0.642
DEFA3	0.397
PPBPL2	0.504666666666667
CD34	4.32325
SLCO4A1	-3.489125
AFG3L1	-1.6415
SHD	-1.7385
RP13-122B23.3	-0.657166666666667
PRKCSH	-0.539666666666667
DPH5	-0.376
HLA-F	1.4335
TBC1D4	-0.20875
RIG	-0.118666666666667
GLUD1	0.596333333333333
HNRPCL1	0.93125
HBXIP	-0.0995
RNF207	-0.2305
APIP	-0.16675
PLA2G3	0.2555
CCDC84	-0.4675
MYLIP	0.00730769230769231
PHIP	-0.05
AARS2	-0.7455
DHX32	0.9305
SCAPER	-0.113666666666667
MEN1	-0.4285
NIP7	-1.79025
FLJ25404	0.835
FASTKD3	-0.30925
TMEM158	-2.80941666666667
RARA	0.87975
BDH1	1.49
ANKRD16	0.97475
CARM1	0.366
SS18	0.5745
IKZF2	-1.698
MYD88	0.27625
PML	-0.137
TAF1A	-1.41175
CBFB	-1.309
HIST1H3H	-0.920166666666667
C7orf29	-1.207
COMMD4	0.634666666666667
DPP3	-0.607
DAB2	0.99975
LOC388882	0.3655
YPEL4	-1.305875
AGBL3	0.45475
LRP6	-0.0438
SERPINH1	-0.532166666666667
TLE1	-2.30025
CD244	0.125
ZDHHC15	0.51225
MGLL	-0.571
PLDN	0.80125
LOC654346	0.8225
FAP	1.859
GPR37	-2.9405
SCARA5	-1.57766666666667
EBF4	2.56872727272727
LSM6	-0.935
MLLT1	0.1558125
SLC5A12	-0.131
A2BP1	-2.10233333333333
COPS5	0.8405
TPM4	-0.641928571428571
TNFSF4	0.739833333333333
ACADSB	1.71955555555556
HERPUD1	0.24625
BCL2L11	-1.18622222222222
CEP78	-1.75575
CDCA3	-1.8435
WBSCR19	0.037
MYO1A	-2.2985
PPEF1	3.26533333333333
LOC440348	0.01675
CPEB2	1.281375
BPTF	-0.21375
RPL21	0.1451875
GSX2	0.723
ADPRH	1.8175
C17orf68	1.13266666666667
KCNS1	-0.974166666666667
MLLT6	0.1074
PIWIL4	-0.18275
RNF26	-0.92
RAP1B	0.043125
ADAMTS1	-1.5866
ZNF571	0.961
P2RY6	-0.762
TRIM21	0.0675
CADM3	-0.3825
NLRC5	0.3445
ADRA2B	-0.335166666666667
LOC90835	1.561875
PCF11	-0.287
LOC400451	2.49425
GLTSCR1	0.4408
C17orf88	-0.293833333333333
CDH16	-2.03375
FGF7	1.27025
PCSK4	-0.0505
NPC1L1	-0.6205
TAT	-0.079125
TBCA	0.22575
MGC33407	0.54975
GPR115	-1.043625
CYGB	0.319
FNBP4	-1.1885
C12orf43	0.3215
CBL	-0.604
CLECL1	1.62475
PPAPDC1A	0.58675
WDR25	0.206
SGCA	0.853
C22orf29	-0.0206
YIPF1	1.60775
GALK2	-0.79425
RAB3B	-3.29775
LOC440087	4.62875
UCP1	-1.015
REEP5	3.009875
FADD	-0.2124
FOXA1	3.31025
CACNA1A	-0.335
ABI1	-0.349666666666667
GRIN2D	-0.45825
SLC1A4	1.042
LOC401127	-1.30125
HINT2	0.6185
PLD4	1.3885
ZNF286A	-0.879
ENY2	-0.0625
IL1F6	0.0055
PXDNL	3.91825
C20orf79	-0.2215
TNFSF13B	2.2815
DENND3	0.25225
JARID1D	-4.0215
HIST1H2AK	1.01
LOC93349	-1.0547
SSH1	-1.3511
ENSA	0.8885
LOC219854	0.7625
CKAP2	-1.2722
DKFZP564J102	1.31333333333333
MGC87315	-0.0395
HNRPAB	0.2
AMH	-3.221
ZNF526	0.539
BRUNOL5	-0.0528
CACNG3	0.261833333333333
TRPM1	-2.9125
PPP2R1A	0.080125
COL2A1	2.65175
DDN	-0.504333333333333
FLJ25770	1.79036363636364
HK2	-0.516142857142857
ELOVL6	-0.556375
MDK	0.2045
EPHX1	-0.86875
RASSF2	0.023
DKFZP434B0335	-0.10625
DLX3	0.576625
PRTN3	-0.84275
AVPR1A	0.48625
C21orf125	-3.24075
TNFAIP8	-1.44716666666667
GNB2L1	0.17875
CALCRL	4.103
SCGB2A2	6.0595
UBXD7	-0.0135
ZNF674	-0.411
TMEM35	-0.389125
BRSK2	-1.677625
HECTD3	-0.081
TMEM188	0.934333333333333
LGALS9	1.058
SCARB2	0.785833333333333
USP34	0.175583333333333
C17orf28	2.157
ZDHHC23	0.0085
AQP12B	-0.193
SLC16A3	-2.190125
APLP2	0.93
ITIH2	-5.63975
MICAL3	-1.465
TNNI3K	1.9064
HDAC2	-0.81075
PRR7	-1.3249
THBS2	-0.795875
LOC751071	-0.334666666666667
CA2	0.742333333333333
RANBP17	0.8715
RLN3	0.03575
CRYZ	0.961666666666667
GBAS	0.323
TAS1R1	-0.82425
MPZL3	1.0105
PCDH8	-1.0125
HSP90B1	-0.0199166666666667
KCNK15	1.5385
TNIP2	0.0171666666666667
GPR146	-0.97425
NOL6	-0.433
SPC25	-3.43866666666667
STEAP2	-0.594
VAMP3	0.124833333333333
TCIRG1	0.44325
ZP4	-0.667333333333333
PARL	-0.15925
TRIM39	0.0855
KIAA1305	1.75125
CRNN	0.46
GRN	0.657
HSH2D	0.93725
SCAMP1	1.811625
KIAA1913	0.04875
PTS	-0.2075
BANP	-0.085
PRKACG	0.511
ADCY6	0.722333333333333
C16orf46	-0.676
CYP51A1	-0.684875
DDC	-6.3355
ANPEP	-0.054
PROM1	-3.17383333333333
SIGLEC10	1.89175
COPG	0.3395
FAM26E	1.148375
TRIP4	0.5995
SNX3	-0.0216666666666667
C1orf175	1.83366666666667
PPY2	0.915
C14orf152	0.14325
FTSJ1	-1.09566666666667
DST	-1.2278
LOC554235	0.018
GLRX5	0.4995
C20orf12	1.2794
CAB39	0.0393333333333333
MSH2	-2.0465
PIP4K2C	1.037125
CYLD	1.586375
WTAP	0.226375
MGAT4A	2.87133333333333
TSC22D4	-0.2861
CHRM2	-1.1815
PPYR1	-0.00716666666666665
CCNH	0.334
RRM1	-1.4985
ECAT8	-3.055
LOC400120	-0.2355
GABRA4	-0.0387142857142857
C14orf4	1.12333333333333
C1orf59	-0.545
CTDSPL	1.27583333333333
NHEDC2	-0.5965
PDE11A	-0.193733333333333
KLHL29	-2.20775
CD5	-2.1395
TSPAN9	1.282875
WDR67	-1.65525
THUMPD1	0.7881
C18orf17	0.82325
CLYBL	-0.777833333333333
FLJ13231	-0.13875
CMBL	1.029875
LECT2	-0.7565
NKAPL	2.24233333333333
LOC654780	0.4
OR4C6	0.422
RAB30	2.6475
TSSK4	-0.6135
TMEM163	0.2335
OSBPL11	0.272
GNB5	-0.00999999999999992
CCL21	1.3145
C1orf121	-0.562
FMO2	1.79633333333333
RPTN	null
MSTN	0.524
VCL	-0.640714285714286
FYTTD1	0.2165
C11orf1	0.595
CCDC88C	0.800375
HFE	-0.313555555555556
MOGAT1	-1.133
FAM125B	0.829833333333333
IRGQ	0.7345
RAVER2	0.526
AKAP5	-2.259
SSSCA1	-0.3425
C11orf63	1.997875
ACTG2	0.1051
PORCN	-0.763
DTL	-2.23772727272727
TMEM151	0.60575
FAM122C	-1.768
RSAD2	2.3288
BAT4	0.011
KRTDAP	-1.1835
MYH8	0.260375
CRTC3	0.5505
LRRFIP2	0.5232
INTS4	-0.3985
TTN	-1.8135
SLC26A5	0.195
PLLP	-1.61325
RGS6	-0.56075
SRGAP3	-0.09325
ZNF525	0.198333333333333
NBR2	0.295833333333333
C13orf1	0.5189
ZNF137	0.678
CEP27	-1.737
BEST2	-0.0745
RNF121	0.1
DMRTC2	-0.5605
C8orf76	0.507
BCCIP	-0.20925
MEST	-2.788
HTRA2	-0.6145
ANGPTL2	-0.19225
ILKAP	0.405
ERAS	0.333
HBS1L	-0.350375
CPA5	-0.1885
TMEM30A	0.853666666666667
CD300LF	1.77766666666667
WISP3	5.5075
CRK	0.514285714285714
PDS5A	-0.1005
BRPF3	0.0755
NEDD9	-0.870125
SMPDL3B	0.53825
PSG6	-1.05825
PSMD13	0.394
ETV5	-1.5779375
OR51A4	0.41
BTBD7	0.221333333333333
GSTO1	-0.3725
hCG_16001	0.4385
MAD2L1BP	-0.207
COX6A2	-0.1595
SCNN1A	2.60533333333333
LSM1	-1.25416666666667
UGT2B11	-4.22175
IDUA	1.55275
PPP2R3C	-0.884166666666667
COX11	-0.857333333333333
PDZK1	2.13175
ZNF443	0.899666666666667
MGC21874	1.41383333333333
ZNF323	0.5589
KRTAP10-10	0.6915
CXCL6	-1.74466666666667
