Hybridization REF	TCGA-E2-A1BC-11A-32R-A12P-07
NHEDC2	-0.4335
PDE11A	3.2884375
KLHL29	1.0805
CD5	-1.6345
TSPAN9	1.513875
WDR67	-1.72725
THUMPD1	-0.078
C18orf17	0.76825
CLYBL	1.32616666666667
FLJ13231	-0.7595
CMBL	0.18525
LECT2	-1.10225
NKAPL	6.02066666666667
LOC654780	1.0255
OR4C6	-0.3735
RAB30	0.458166666666667
TSSK4	-0.754
TMEM163	1.936
OSBPL11	0.985
GNB5	-1.83683333333333
CCL21	2.3155
C1orf121	0.1405
FMO2	4.22933333333333
RPTN	-0.385
MSTN	2.102
VCL	1.11521428571429
FYTTD1	0.33025
C11orf1	0.29525
CCDC88C	-0.2715
HFE	0.494166666666667
MOGAT1	3.478
FAM125B	1.406
IRGQ	0.3215
RAVER2	0.5435
AKAP5	-2.4515
SSSCA1	-0.374
C11orf63	2.055125
ACTG2	0.7116
PORCN	-1.3065
DTL	-5.14727272727273
TMEM151	0.5845
FAM122C	-0.9335
RSAD2	2.4006
BAT4	-0.2345
KRTDAP	-2.4825
MYH8	-0.314285714285714
CRTC3	1.31125
LRRFIP2	0.1469
INTS4	-0.359
TTN	-0.504333333333333
SLC26A5	0.533
PLLP	-1.30075
RGS6	1.521625
SRGAP3	0.00187499999999996
ZNF525	-0.469166666666667
NBR2	0.0211666666666667
C13orf1	0.1227
ZNF137	-0.282
CEP27	-1.18175
BEST2	0.2115
RNF121	-0.636
DMRTC2	0.0965
C8orf76	-0.282
BCCIP	-0.1905
MEST	2.527
HTRA2	0.0805
ANGPTL2	3.27775
ILKAP	0.122666666666667
ERAS	-0.067
HBS1L	-0.43
CPA5	0.296
TMEM30A	0.173833333333333
CD300LF	1.14483333333333
WISP3	0.7125
CRK	1.47214285714286
PDS5A	0.0451
BRPF3	-0.0246666666666667
NEDD9	1.027
SMPDL3B	-2.27875
PSG6	-1.8585
PSMD13	0.32125
ETV5	-1.883375
OR51A4	0.1975
BTBD7	0.546
GSTO1	-1.496
hCG_16001	0.2205
MAD2L1BP	-0.966
COX6A2	1.9015
SCNN1A	-2.40916666666667
LSM1	0.295166666666667
UGT2B11	-2.544
IDUA	1.13125
PPP2R3C	0.013
COX11	-0.565166666666667
PDZK1	-4.6505
ZNF443	-0.656833333333333
MGC21874	0.923666666666667
ZNF323	0.9661
KRTAP10-10	0.485
CXCL6	-0.74325
SLC34A2	0.211
LOC284402	0.74
NPTN	0.445
UPP1	-1.3225
SLC6A9	-0.589
OR7G3	0.36675
CISD1	-0.981166666666667
ZNF545	-0.4865
SYT14	-1.1385
NT5C3L	0.4665
ZNHIT3	-0.743
SNRPD3	-0.85175
KIAA0701	0.519125
UNC93B1	-0.362833333333333
GMNN	-2.185375
SPCS2	-0.248833333333333
LOC388524	-0.601
NAPRT1	0.6185
PNLIPRP1	0.306666666666667
OR6V1	1.2605
PRKAB1	-0.07125
EYA4	-1.65533333333333
KIF20A	-4.26025
ALG10	-0.46675
ITPKC	1.89683333333333
LMX1B	-0.181833333333333
RPUSD4	0.173333333333333
C7orf34	-0.210166666666667
DLGAP2	0.87125
PFN1	-0.818
MICALL2	-2.32141666666667
ZNF654	0.1825
SS18L1	-1.16975
SLC16A8	1.346
MKI67IP	-1.45066666666667
ITGB3	-0.196375
TCEA3	0.636583333333333
CEP152	-2.2509375
CLIP1	0.917125
ZNF75	0.3709375
ATP5C1	-0.189166666666667
NUDT5	-0.854166666666667
PSCDBP	-0.52675
UBP1	-0.47125
RBM27	-0.55675
C13orf15	4.140875
ZNF282	-0.3805
ZNF222	-0.1373
COL10A1	0.39325
PRDM15	-1.1245
TTTY5	-0.2575
FAM9C	-0.132333333333333
C20orf67	0.52575
GNG13	-0.9315
F12	-4.147
C1orf41	-1.747
CPXCR1	-1.7245
GSK3A	-0.12
SUPT6H	0.262
PI16	4.36
ELL2	0.852083333333333
C9orf167	-1.24966666666667
PVRL3	0.0462999999999999
FLJ38596	1.159
ADAM20	0.436
GPR89A	-0.849
GPR87	-5.125
ZNF30	0.24075
SMR3B	-0.732666666666667
ZNF770	0.224
TRPC4AP	0.616833333333333
DKFZP686E2158	-0.328666666666667
C2orf28	0.428333333333333
FREM1	2.77133333333333
LAMA4	3.45083333333333
ADPRHL2	-0.333
EIF4G2	0.7415
GUCA1A	-1.5875
CTNNA2	-2.203875
NUDT15	0.039
CEPT1	1.00633333333333
ZNFX1	1.2801
CCDC92	2.3355
TDRD1	-1.466
KCNK5	-2.26266666666667
ETNK1	-0.862416666666666
LTA	0.7075
TTPA	2.5995
B3GALNT2	-0.497875
SC65	-1.74566666666667
PEX5L	-2.33457142857143
EPS15L1	0.24425
MGEA5	0.362375
HIST1H3A	-0.39625
ING1	0.210875
BCAT1	-3.183875
ORC6L	-4.569
KLK11	-5.30233333333333
C19orf28	-2.050875
DNER	-2.768375
MED22	-0.695928571428572
ETV6	-0.11825
CHAC2	-1.09375
CD300E	0.339
CEBPB	1.77725
ZNF398	-0.37075
LRCH3	0.439
HMGA1	-2.383
CAPN7	0.5345
MGC5566	-2.8825
CCL3	3.521625
NANOS1	2.12528571428571
ZFYVE19	-0.6235
APITD1	-1.71766666666667
PARD3	0.56475
IRAK4	-0.67
SERPINI2	0.5
CEP170L	-0.6435
TTC9	-0.24425
MYOM3	-1.979
MLPH	-2.109625
LOC222699	0.2425
NRG1	-2.44533333333333
TBC1D9	1.67727272727273
TTK	-6.31833333333333
ZNF557	-0.0116
DDX41	-0.761833333333333
FANK1	-0.7735
UBE2D2	-0.149
PSMB10	0.3295
MYH7B	3.2245
GABARAPL2	0.142125
MARVELD2	-2.902
DGCR2	0.541
UNC45A	0.436166666666667
C6orf72	0.821
ZNF683	1.88475
GIT2	0.22
CASK	0.114833333333333
C14orf161	-0.605166666666667
LRRC44	-0.91575
TIFA	-1.449125
UTP11L	-0.60725
C6orf65	-1.852
FDPS	-0.31225
DUSP9	-1.7338
SLC17A8	0.290666666666667
OR51G1	0.415833333333333
NANS	-0.88525
OLFML1	2.73475
ATP10B	-0.971285714285714
NPAS3	-0.463
PRKCA	-2.0548
GGA2	-0.609375
LCE4A	1.002
SPANXN3	-0.8195
CCDC115	1.0545
SDCCAG3	-0.33275
GLIPR1L1	-0.172666666666667
TTC1	0.3565
C17orf76	1.488
MAD2L2	-1.797
HIPK1	0.3525
LRRC3B	1.2565
CLN3	-0.765454545454545
C17orf47	-0.179
FMN2	-2.040375
TUBB1	-1.277625
WAPAL	-0.6435
C3orf21	-0.654
SCN5A	-0.2346
SMYD1	0.02675
BEX5	-0.8115
ZNF192	0.3125
SEC22A	-0.131166666666667
GRIA2	0.156857142857143
KIAA0825	-2.084
NUSAP1	-4.97263636363636
LANCL1	0.484875
C15orf40	0.3054
ZNF645	0.688875
GPR61	-0.29675
NLRP14	0.083
SNX21	1.6995
C1QTNF8	0.166
C17orf46	0.2465
IFNA8	-1.011
SPRR1B	-2.97683333333333
FLRT1	-0.9935
SNX17	0.598666666666667
ASB2	-0.5075
HBG1	-4.6745
RPRML	-0.277
JOSD2	0.754166666666667
PLSCR3	0.35975
SPOCD1	-1.89216666666667
RAB39	-2.5215
GHRH	-0.2065
ITIH5L	0.16375
C17orf37	0.4485
SMCR8	0.55075
DPY19L2P3	-0.0785
IL11RA	2.80033333333333
GDF3	-3.95666666666667
RPS6KB1	-0.703916666666667
DNAJC19	0.2419
TOP1	-1.19775
CRCT1	-1.17285714285714
MPST	1.1025
DPM2	-0.269375
FAM38B	-2.511
SLC18A1	-2.68516666666667
FARP1	-1.093
PAX7	0.01125
TUBD1	-1.66
GNL3	-1.46225
BTG2	2.90613333333333
NDUFS6	-0.3685
C1orf79	-2.2875
ERAL1	-0.0445
ECHS1	2.61525
VPS4A	0.592333333333333
CYP11A1	0.737
ABCC6	2.41014285714286
PBX4	-1.817
MOSC1	3.794875
NCF4	1.29975
HYMAI	-1.427
NAGPA	-0.02075
OTOP2	0.306
ACOT12	0.19625
MTHFD2L	-0.0602499999999999
LOC441376	-2.7575
C19orf34	0.124
RAB1B	0.5695
ALDOAP2	-0.343
NTRK1	-1.6585
ARTS-1	2.317
SLC6A11	-1.037
NAP1L2	0.597
CNGB1	0.8445
EPB41L4B	3.86941666666667
FAM134B	3.254625
HS3ST3A1	-2.31816666666667
CPXM2	5.45325
SIRPB2	0.362
CHORDC1	-1.6925
TRIB3	-3.6715
SLC2A5	2.0585
C2orf49	-0.3795
DDX5	-0.332
OR5L1	1.0275
ANAPC4	-0.2935
ZSWIM1	0.016375
LOC93622	-0.85625
KCNK3	-0.0285
RP11-35N6.1	-0.301
ZFP161	0.468166666666667
AQP9	3.74
SLC15A2	-1.49783333333333
MREG	-1.67683333333333
OR9I1	0.7835
PDLIM2	0.277375
ADAM7	0.7505
GSTCD	-1.59016666666667
WDR21A	-0.373875
SLC12A8	-0.600333333333333
TMEM174	0.484
IGSF3	-2.27108333333333
LRRN1	-3.46525
LOC402117	0.15875
SRPK1	-2.59066666666667
LY6K	-0.167875
NFIA	3.7435
PTCD3	-0.19875
LEP	5.03
PCDH21	-0.543
MAPKAPK2	0.1995
NMNAT1	0.286833333333333
LHFPL2	0.07875
C9orf43	0.38125
DIP2A	-0.490333333333333
ACTR8	0.0465
CCDC34	-2.04
PTPN22	-1.14325
ITGA3	-1.81625
FAM129C	0.29525
RABGGTA	0.926833333333333
UNC45B	0.75675
KIAA1033	0.77525
ZNF510	0.5705
CYP2D6	-0.264333333333333
SLC26A10	-0.977
STX8	0.76925
LUZP1	0.746
WDR89	-0.912166666666667
EIF4G3	-0.2602
C5AR1	1.952625
ZNF623	-0.293
A2M	2.07925
TGM7	-0.271
GRPEL1	-0.1675
LMNB2	-2.4439
ROCK2	1.2065
SNX16	1.51925
CCDC66	0.5255
ANXA3	1.89775
KIAA1609	-0.8575
EED	-0.96375
RNF32	-1.01766666666667
HES1	-1.9093
CLC	0.768
ISL1	-0.524333333333333
KIAA0528	-0.674625
MANEA	1.178
C1orf61	-1.7685
hCG_2001000	0.118
RAPGEF6	-1.4856
KIAA0020	-0.616
NEIL1	0.753
C16orf45	0.371875
RBM10	-0.556833333333333
C10orf125	0.507
MRS2L	-0.5805
DNAH17	-0.22225
C19orf10	-0.8745
C1orf160	0.6065
SLFN12	0.864
EXOC3	0.3275
HIST3H3	-0.496
NCOR2	0.161333333333333
TNFRSF9	-2.1735
MFSD8	0.64575
ALX1	-2.742
NOL1	-1.7445
PODN	3.549
TIAL1	-0.69325
HIST1H1E	-1.5045
NPY6R	0.557
TM4SF4	1.39775
CORO2A	-2.6805
ETNK2	-1.52633333333333
APOE	1.6196
ANGPT4	0.635
HDGF2	-0.75375
G30	0.0225
ST8SIA4	-0.499875
F2RL1	-4.40175
FAM19A4	-4.42075
CCAR1	-1.29225
B3GNT7	0.2865
OPHN1	-0.3589
DSCR6	-3.2985
C21orf13	-0.0525
GAS2L1	1.14783333333333
RFX3	-0.156
COPS4	0.360375
BCHE	-1.422
BCL2	3.115125
HBZ	-2.602
ARL13B	-0.091375
MAPBPIP	0.28075
MYO15B	1.113
SPZ1	0.69725
KIAA1324	-4.07866666666667
PLCL2	1.598
C4orf29	-1.252
WDFY2	-0.838625
ZNF284	-2.424
NAALADL1	1.152
DUSP5	-1.1655
PXDN	2.083
SLMO1	-0.966
TNXB	2.054
BIRC7	-1.1915
A4GALT	1.81666666666667
TIMM22	0.3885
FAM110C	-1.45
TOMM34	-1.988125
ABHD9	0.256
ADAM32	2.9125
CRHBP	4.65225
AQP2	0.904875
LOC130355	1.80125
ZNF187	0.527666666666667
ZNF816A	-0.2955
F7	-0.836875
CNOT1	-0.4296
SLC13A4	-0.84725
ZBTB11	-0.84875
B3GALT5	-1.04975
EXOC2	-0.148833333333333
IRS1	1.5453
TMEM1	-0.0833333333333333
MRPL34	0.3115
SAMM50	0.5715
CDC42EP3	0.745
HSF2	-0.5766
MFN2	0.77975
TSPAN7	0.8955
NUCB1	1.39991666666667
RHOH	-4.0115
ARL16	0.1905
TACR1	0.3125
SFRS5	-1.03683333333333
SNX25	-0.60925
RHBDF1	0.2025
PCDH18	4.05433333333333
HMG1L1	-0.7155
MYO5C	-0.4575
MAPK10	4.0435
LDHAL6A	-0.2312
NUDT12	0.329833333333333
NCAM1	-0.0605000000000001
GLIS2	-0.262
GGTL4	-0.7555
DAPP1	-2.33975
ATF7	1.27975
KIAA0748	-1.40175
NFIL3	0.033
TM6SF1	0.6152
SEZ6	0.173625
NANOS3	-3.46944695195361e-18
DNAJA3	-0.689
CLDN6	-2.064
CIITA	2.2025
EPHA4	-0.41675
FANCC	-0.983
CMTM3	0.392875
PSG3	-0.52875
MRPL15	0.135
C21orf59	-0.9355
PLCXD2	-1.2415
C2orf34	-0.154125
UBE2L6	-0.080625
MED14	-1.05933333333333
HP1BP3	0.4134
C6orf208	-0.199
TPBG	-2.543
OSR2	1.745375
XPC	-0.426666666666667
KLHL7	-0.51175
CCR3	-1.4716
AGTPBP1	0.194166666666667
PCSK6	-1.75373333333333
STAT5A	1.301
FAM18B	0.1555
LONRF2	-0.125833333333333
PTPN2	-0.888
SF3A3	-0.666
EFCBP2	0.3075
HCFC1	-0.667
AHNAK	1.6823
ACTR5	-0.8395
KIF14	-6.46857142857143
TENC1	3.089
HEATR5B	1.1885
YIPF2	0.492
MYEOV2	1.02166666666667
DUSP18	0.76725
KIAA1012	0.614
AHR	-0.541666666666667
C17orf53	-0.2785
PTPRH	-2.90925
ATP6V1C1	0.1785
TAS2R3	0.5195
LOC440356	-1.80825
COQ10B	0.818
PSMF1	0.225416666666667
SORBS2	1.97766666666667
NFE2L2	0.03725
TMCO7	0.0855
SH3PXD2A	0.3878
SH2D2A	-2.50925
SPINK5	-0.4735
MRPS24	-0.529
OPA3	0.636625
TRAF7	-0.592666666666667
C4orf35	0.4012
MT1G	-0.4975
MGC39545	-0.279333333333333
HS1BP3	0.454
OR2B2	0.6805
CHRM4	-1.1665
SFRP2	1.37208333333333
RIC3	1.15875
ART1	1.0475
C6orf1	-0.287625
DUS4L	-1.41775
C10orf104	1.0945
TNFAIP6	1.616
RTEL1	-0.5855
CCT4	-0.8517
ZNF709	-0.474
CHMP6	0.628666666666667
UPP2	0.576
CYP19A1	-2.2015
CD151	1.0775
NDUFA13	0.357833333333333
ARFRP1	0.216833333333333
FAM26B	2.012
CRYBA1	-2.4295
MRPL41	1.094
NPFFR2	-2.702875
HRH2	0.263
SCAMP3	-0.108
MTMR6	0.9182
MTG1	-0.889833333333333
UBTD1	2.38625
CRABP1	-2.7105
FLJ33790	-1.0079
KIAA1908	0.4635
GPR158	-0.56675
PACSIN3	-1.56816666666667
OMD	4.4705
CATSPER1	-1.45416666666667
HOXB8	2.451375
FBXO46	-0.321
OAS1	0.193833333333333
SVIL	1.06825
PHB2	-0.499
ADCY3	0.218
NDRG2	2.72416666666667
ERMAP	1.3127
APBA2	-2.01733333333333
IGSF9	-2.57325
WNT6	-0.506857142857143
MYCBPAP	0.952
ATP2B2	-0.2615
CPVL	-0.0905
TRAM2	-0.48775
NOP5/NOP58	-1.96625
ZNRF4	0.138
TLK1	-0.187
MTMR12	0.933
ZNF384	-0.322166666666667
FAM9B	-2.49775
RPN1	0.0089
PMVK	0.5755
EIF3D	-0.0531
SIX2	0.83575
HPS1	0.62
RNF7	-0.0215
PSKH2	-0.1575
KCTD13	-0.7015
CSMD3	-1.4616
FBF1	0.3705
IL8	-3.865625
SERPINB13	-0.118363636363636
FBXL20	-0.18825
BLR1	0.739
SH2B1	0.0315
RFNG	0.42
RAB20	0.900666666666667
RBM7	0.0865
POLR1A	0.2545
TMPRSS4	-3.35025
TAF9	-0.393
TERF2	0.283
TNFRSF1A	0.86525
ACADVL	1.3005
GTF2H5	0.53
EDG8	-1.5045
C9orf140	-3.0465
UST6	1.21325
ZBTB8OS	-0.287
ZNF710	-1.124
GPR174	-3.142
ATP6V0A2	-0.7285
KIAA0319L	-1.28741666666667
XKRX	-1.5955
DOPEY2	-0.1178
SDHD	0.906416666666667
SUMF1	1.05125
OSM	2.064
OPN3	-2.3165
DAGLB	-0.7445
PPFIBP1	-0.1834
TRIM63	-1.9465
C10orf53	0.0285
LYPD3	-3.28483333333333
BCL7A	-0.503125
AGER	-1.12033333333333
TCF19	-2.1525
SAT2	1.14525
PFTK1	0.701333333333333
GABRE	1.720875
C15orf38	1.6313
FIS1	1.0505
KCNV2	-0.0155
CLPS	1.02775
PPCDC	-0.440625
FOXN2	1.36933333333333
NT5E	-1.5918
CD83	0.20275
IL18	-1.51425
VPS16	0.17675
IGFBP2	-2.38216666666667
NOTCH2	1.1735
SIGLEC1	3.72475
CD93	6.499
SULF2	-1.8605
CEP164	-0.243375
P53AIP1	-0.245666666666667
TOR2A	-0.259333333333333
ZNF136	-0.10375
MGP	2.9426
CCDC144A	0.2045
TRPC1	-0.0738333333333333
SMS	-1.91816666666667
MAPK7	-0.133833333333333
RRAGC	2.3685
PARD6A	0.0888333333333334
NUB1	0.8255
SYNGR4	-0.18925
OR11H12	0.5485
WIF1	0.637375
GCH1	-1.07325
OR11H4	0.138
SLC44A5	-0.688
GPRIN2	-0.129833333333333
LOC401431	2.55525
CPA4	-2.3428
MELK	-4.44088888888889
IL15RA	1.6075
CUL3	0.88375
HMBOX1	-2.44575
PODXL	-1.51925
CCT6B	1.018
COMTD1	-1.22325
MUC20	-0.420166666666667
GPX2	-3.674
ITK	-2.22975
FBXL5	3.12075
C13orf27	-1.72775
DEFA5	0.0855
TRHDE	3.5055
MTP18	-1.46466666666667
UQCRQ	0.5951
ITGB2	0.674
CSRP2BP	0.4
TAS2R44	0.2505
PHPT1	0.37275
FAM44C	0.24325
ERH	-0.75325
MPHOSPH1	-2.5165
MORC1	-0.8225
PARVB	0.791
LAMA1	-1.88825
PGBD3	-0.1805
GIMAP6	4.96375
AREG	-2.18133333333333
LIPT1	0.32275
MGC99813	-1.5185
C1orf201	0.335666666666667
GRIN2A	-0.927444444444444
MAN2C1	0.409875
NSUN5	-0.7405
SF3B5	0.18675
MYC	-0.99475
NRXN1	0.190416666666667
ZNF18	0.11575
SPDYA	-1.076125
SLC37A1	-0.7645
DECR2	0.3935
ANKRD38	3.414375
SPTLC3	-0.620833333333333
SUPT16H	-0.924125
DTWD2	0.71725
ULBP1	-0.53
ZADH1	0.314
OIP5	-6.2435
IL10RB	0.252833333333333
OTUB2	-0.49075
VWA3A	0.608333333333333
SPIC	0.517833333333333
OR6C4	0.6455
PSCD4	1.34116666666667
DPY19L2P2	-0.572
TRAPPC6A	-0.0213333333333333
C21orf2	0.691166666666667
CEMP1	-0.204
LIN7B	0.918
E2F7	-5.059
VCP	0.369875
LAMA3	0.983083333333333
BGN	0.204
GPR160	-1.04433333333333
COCH	-2.70766666666667
GPR81	2.73616666666667
APOBEC3F	-1.414
tcag7.1017	-0.70675
C1orf32	0.6915
SCGB1D2	0.1935
FLJ43987	-1.247
C6orf170	-0.68
KLK9	1.2095
GPD1L	1.57175
VPS37B	-0.232
ATG3	-0.0203333333333333
ADAMTS17	0.3395
KLHDC2	0.796666666666667
NDUFV2	0.411
BLK	-2.73675
MATN4	0.615
GPM6A	1.04925
GBP4	3.11483333333333
TMEM162	-0.147833333333333
PKP2	-0.049
HRASLS	0.622666666666667
MMP1	-5.66025
SFXN3	0.0216
FSD1	-1.78733333333333
ST6GALNAC3	1.0355
CA12	-1.3671
NCOA6	0.1195
C19orf58	0.3719
PPP4R1	-0.343166666666667
MAN1A2	0.686833333333333
IKBKAP	-1.6875
UPF1	-0.127833333333333
KIAA1219	0.04375
WNT16	-0.2334
SNW1	-0.291875
IL18RAP	3.982
RPP30	-0.078375
CDC40	-0.0937857142857143
SETD3	1.01466666666667
SLAMF6	-0.659
ELK4	-0.552
TRIM47	-0.154
ACOX3	1.124375
TRIM6	1.32775
KIAA0372	0.251833333333333
TP53AP1	0.380625
SMURF2	-0.30025
ADAD1	0.33175
EBP	-1.486
KRTAP13-2	-0.024
FLJ36874	-0.7235
TOR1A	-0.231333333333333
P2RY4	0.899
GPBP1	-0.13
TRPV1	0.437875
ADAMTS12	2.58216666666667
PES1	-0.5324
ATG4A	0.928166666666667
MAGEA10	-4.5085
WFS1	2.19875
CC2D1B	0.286833333333333
PABPN1	0.00175000000000001
SLC25A30	0.231
SLCO1C1	3.78633333333333
SLC22A5	0.0095
KIF23	-5.82
SYN2	2.7985
ASPN	7.35833333333333
CENTG2	-0.364
QSOX2	-2.0663
FLJ10815	0.1555
STK24	-0.3618125
SPEG	-0.6662
STK10	0.347833333333333
DACT2	2.2505
AAAS	-0.53825
SSX3	-1.31425
ABCD3	0.1001
C4orf12	1.59575
PARVG	-0.303
FIG4	0.76875
C9orf46	0.38475
TMCO6	-0.3085
IGHMBP2	-0.46
DUS2L	-0.361166666666667
FAM3C	-0.3798125
TMEM16D	-0.5015
DCTN4	0.7005
KCNH3	0.09675
EIF2AK2	-0.12175
AP1S3	-2.105625
CST4	-0.2915
PAM	1.7806875
NUTF2	-0.67575
CITED2	1.495
SLC39A4	-1.78025
C2orf52	-1.11
GRM3	0.23675
C12orf49	0.649875
CCDC49	0.4419
GRAMD1B	-1.8255
FNDC4	2.7855
SIAH2	-0.60325
GDPD4	-0.12625
C21orf87	0.609875
ATP5A1	0.637666666666667
C16orf63	-0.63475
LOC388135	1.02633333333333
ATP5J2	-0.423
MMP3	-5.54
EMID2	0.00899999999999999
CRHR1	0.47825
WDR70	-0.66
C13orf31	1.945
ZFAND1	0.24825
CCL18	4.89183333333333
C3orf49	-0.066
RINT1	-0.9695
KIAA0408	2.7365
F13A1	5.7167
SLC10A1	0.336666666666667
OGN	4.571
GIPC2	0.939333333333333
XPO6	-0.681666666666667
LCE1A	0.5075
FMR1	0.1139
LOC374920	0.08075
DUSP3	1.15825
ANKMY1	-0.29375
C7orf50	-0.046
BBS9	0.1209
UNC119B	0.15375
C9orf72	1.3145
MGC35440	-1.567
ENTPD6	-0.269625
PPP1R2P9	1.129
ERCC4	-0.65125
FAHD2B	0.2165
HMHA1	-1.0735
HACL1	0.61175
RAD23A	0.2315
FAM83B	-3.35775
PPP5C	-0.415333333333333
RNASEH2C	0.236625
C9orf153	-0.38825
SCAMP4	0.210875
GHITM	1.0386
NDUFB7	0.948125
ADCYAP1	3.77033333333333
SP110	1.09633333333333
MAP3K7IP2	0.6815
DHH	0.349
AGRN	-1.21214285714286
WDR33	0.455833333333333
CEP290	-0.6585
PRPS1L1	-1.79033333333333
KLRA1	-0.292
GPR97	-0.0405
CHD7	-1.33675
TLR10	0.41
SLC30A8	-2.008
HIC1	2.23233333333333
IAPP	-0.4015
RXFP4	0.49975
GP1BB	1.619
SHQ1	-0.642
NKX2-3	-0.00516666666666666
API5	-0.00674999999999999
FTHP1	0.8025
MOV10L1	1.948
TRIM6-TRIM34	1.58283333333333
ADHFE1	3.92
FAM117A	-0.27775
DDI1	0.6005
CDON	1.11833333333333
TRIM73	-1.523
IGKC	0.164
MMP14	-0.415333333333333
DYNC1LI1	-0.453375
C11orf66	0.6465
TRBV3-1	-2.99675
FASTKD5	-0.55325
BIVM	-0.25525
LHX4	-0.35275
CXCL2	3.5764
RAB2B	-0.0971666666666666
IZUMO1	-0.2815
MAP3K15	-1.3675
FAM19A2	1.01966666666667
ZC3H8	-1.228
ZMAT1	1.383625
SPINK5L3	-2.42175
SLC10A6	3.1505
APPL2	0.094375
CARD10	-0.173
LOC402176	-0.1725
EEF1D	0.2724
RAB6A	0.485
C12orf5	-0.662375
PAPOLG	0.06725
MSRB2	1.66125
BCR	1.33461111111111
PUS3	-0.907
TIAM2	-0.94425
ZNF317	-0.27
CHD2	0.026
FZD5	0.879590909090909
NUDT8	0.51025
ZNF763	-0.255
PRC1	-4.07333333333333
ABCB9	-0.156
SPATA3	0.62525
TRAK2	1.758
STAB1	3.2175
LRRTM2	1.2125
psiTPTE22	1.45225
DBI	2.066
SERPINA11	-3.15275
NAT5	0.0305
C20orf58	-1.9865
RPS6KA4	0.7745
FLJ90650	6.0705
TGFBRAP1	-0.21475
CHRDL2	-0.8365
FAHD2A	0.3105
CNTN1	-0.4435
BBS4	-0.2713
TMEM181	-0.578
MINPP1	-0.50175
MPHOSPH6	-0.810916666666667
HOXC10	-1.6653
ITPKB	1.10825
CLPTM1L	-0.04675
MEOX2	3.85366666666667
ATP6V0C	0.534
PRPF8	-0.127833333333333
TMC5	-0.35125
FKBP3	-0.52975
PLEKHB2	-1.029
OR4D6	1.1385
ZNF544	-1.2817
D2HGDH	-0.171875
RPL18A	-0.6167
HEL308	0.389125
MPP6	-1.56975
TCERG1	-1.48075
KRT16	-1.31383333333333
KLF17	-2.13275
KLF5	-1.601625
CDR1	5.612625
VCX3A	-3.069
FBLN2	3.630125
C14orf104	-1.33825
HBE1	-4.5552
OR4S2	1.11
C1orf108	-0.0923333333333333
ROBO4	4.3485
CPEB4	1.05675
C11orf80	-2.483
BCKDHA	0.994333333333333
MYOC	7.302
GIF	0.26
CKMT1A	-2.4405
RPL3	0.1612
THBS1	1.18425
APOO	-1.54825
ARMCX1	2.11975
HSZFP36	-0.30325
SNAPC5	0.18075
EIF4ENIF1	0.785
ZNF433	-0.29075
TNFRSF21	1.282
TMPRSS7	3.0055
SPATA18	1.2925
HPDL	-3.6035
MKL2	1.64
TBX3	-0.575769230769231
C21orf93	0.798833333333333
DAXX	-0.5585
ELMO1	0.775625
RGS13	3.519
TAF11	-0.7025
UNC13A	-2.84925
LOC653314	-0.3656
ORC3L	-0.49675
IMAA	-2.735
TARBP2	-0.6915
CABIN1	-1.3833
TRIOBP	0.79775
HIST1H2AC	-0.00849999999999999
RGS22	2.06116666666667
NCOA1	1.347
IL25	4.039
SNCG	3.986
GPR6	0.768
AMDHD1	-2.51583333333333
CHEK2	-2.7725
C6orf142	3.188
DRD4	1.0815
C14orf68	-0.956
GDF11	-2.2525
SEMG2	1.485
CD247	-2.1905
CDAN1	-0.6515
RBMX2	-0.263
TGS1	-0.43
OIT3	-0.169
SYF2	0.501
MCM4	-3.813
PKHD1L1	1.13675
CEP192	-1.1305
IFT88	0.339
RPL9	0.3485
RAB32	0.77875
DDX43	0.375
P2RX2	0.764833333333333
OR5D18	0.7035
UBE1	-0.0108333333333333
SLC24A1	-0.026125
ARHGAP5	-0.10125
CETP	3.56725
KIAA1731	-1.27783333333333
SLC9A4	0.312
PTPN6	-0.2365
BAHD1	-0.027
GRIK3	0.0935
CACNB2	-0.9089
PDE10A	-0.36175
DGCR14	0.14025
PCDHB9	-0.198166666666667
RHOQ	3.0755
MAP3K4	-0.12125
KTI12	-0.278166666666667
RPL23AP13	1.568
GNG11	2.801
CLCN3	0.5045
GPAM	6.211125
VSTM2A	0.127
SLAMF7	0.156333333333333
INTS2	-0.52475
PPP2CA	-0.3542
LRP12	-0.3726
SEC14L2	-1.70688888888889
DKFZP586H2123	4.3575
MC3R	0.197
CIRH1A	-0.837166666666667
HIST1H2AB	-0.296
POLH	-1.00025
MGC16703	-2.292
SNAPC2	-0.6175
FILIP1L	2.3555
RASGRP4	0.0475
LRRC1	-0.9865
GAS1	2.464
PRAC	-0.859
DGKA	-1.3175
NT5C3	-1.109
PEG3	-2.28741666666667
NADK	0.29075
PRR17	-0.33625
LOC374569	2.47125
SGSH	0.1105
NLRP8	-0.201
GALT	0.5621
MCF2	-0.6355
ZNF263	-0.44475
TACSTD1	-7.40083333333333
TYR	-6.2666
ATP6AP2	0.16025
RNUXA	-0.07475
ABHD10	0.1071
GDPD2	-1.27
SLC35C1	1.178
UBE2A	0.3355
HERC5	-0.919166666666667
FAM112B	-4.89283333333333
FBXL16	-5.59
DKFZP434A0131	-0.59275
ELA3A	-2.1115
RBM41	-0.7255
HAO2	0.104
RNH1	0.862375
