Hybridization REF	TCGA-A7-A13E-11A-61R-A12P-07
SLC5A12	-0.9035
A2BP1	-1.32516666666667
COPS5	-0.197
TPM4	-0.496785714285714
TNFSF4	-0.0806666666666667
ACADSB	0.580111111111111
HERPUD1	0.75275
BCL2L11	-1.37816666666667
CEP78	-1.708875
CDCA3	-2.991125
WBSCR19	-0.0713000000000001
MYO1A	-2.2245
PPEF1	-0.181
LOC440348	-0.60375
CPEB2	0.994625
BPTF	-0.630416666666667
RPL21	-0.2054375
GSX2	0.18
ADPRH	2.058
C17orf68	-0.0416666666666667
KCNS1	-0.241
MLLT6	-0.1475
PIWIL4	1.52325
RNF26	-0.727
RAP1B	0.4205
ADAMTS1	0.8091
ZNF571	0.8925
P2RY6	0.03575
TRIM21	1.066
CADM3	1.00125
NLRC5	0.388666666666667
ADRA2B	1.25983333333333
LOC90835	-1.661625
PCF11	-0.5615
LOC400451	0.6805
GLTSCR1	0.1478
C17orf88	-0.986666666666667
CDH16	-1.4635
FGF7	4.567
PCSK4	0.638333333333333
NPC1L1	-1.16666666666667
TAT	1.426375
TBCA	-0.51075
MGC33407	-0.04375
GPR115	-1.17175
CYGB	1.226
FNBP4	-1.38266666666667
C12orf43	0.10325
CBL	-0.3576
CLECL1	1.8815
PPAPDC1A	-3.192
WDR25	-0.510333333333333
SGCA	2.6545
C22orf29	-0.472833333333333
YIPF1	0.875
GALK2	-0.652
RAB3B	-4.22975
LOC440087	0.157
UCP1	1.3795
REEP5	1.746375
FADD	-0.7367
FOXA1	0.79425
CACNA1A	0.288166666666667
ABI1	-0.102666666666667
GRIN2D	-0.241
SLC1A4	-1.31716666666667
LOC401127	-1.41625
HINT2	1.046
PLD4	0.00883333333333332
ZNF286A	-1.675
ENY2	-0.30225
IL1F6	0.7295
PXDNL	3.543
C20orf79	0.594
TNFSF13B	3.01816666666667
DENND3	1.373125
JARID1D	-3.8735
HIST1H2AK	-0.47725
LOC93349	-0.0727
SSH1	-0.921
ENSA	-0.96625
LOC219854	1.19216666666667
CKAP2	-1.5787
DKFZP564J102	2.476
MGC87315	-1.1125
HNRPAB	-1.34225
AMH	-3.3625
ZNF526	0.1535
BRUNOL5	-0.026
CACNG3	0.227333333333333
TRPM1	-2.537
PPP2R1A	0.0515
COL2A1	-0.85725
DDN	-0.039
FLJ25770	1.96775
HK2	0.389071428571429
ELOVL6	-0.749875
MDK	-1.0605
EPHX1	2.97625
RASSF2	0.753375
DKFZP434B0335	-0.348
DLX3	-0.33
PRTN3	-0.919
AVPR1A	1.70675
C21orf125	-2.9735
TNFAIP8	0.730166666666667
GNB2L1	-0.444
CALCRL	4.17225
SCGB2A2	7.855
UBXD7	-0.46925
ZNF674	-0.0885
TMEM35	1.643125
BRSK2	-1.4555
HECTD3	0.553333333333333
TMEM188	0.181
LGALS9	2.131375
SCARB2	1.77016666666667
USP34	0.331166666666667
C17orf28	0.664916666666667
ZDHHC23	-1.7495
AQP12B	-0.3555
SLC16A3	-3.214375
APLP2	0.728625
ITIH2	-5.19175
MICAL3	0.087375
TNNI3K	1.6593
HDAC2	-0.728125
PRR7	-1.8631
THBS2	-0.434625
LOC751071	-0.8585
CA2	-0.485333333333333
RANBP17	-1.45
RLN3	0.09425
CRYZ	0.2595
GBAS	0.471833333333333
TAS1R1	0.17625
MPZL3	-0.7125
PCDH8	-1.87825
HSP90B1	-0.679166666666667
KCNK15	-0.0325
TNIP2	-0.226166666666667
GPR146	2.77975
NOL6	-0.884875
SPC25	-5.74633333333333
STEAP2	3.045
VAMP3	1.10066666666667
TCIRG1	-0.621
ZP4	-0.121
PARL	0.236375
TRIM39	-0.00333333333333333
KIAA1305	2.42675
CRNN	-0.137
GRN	0.61125
HSH2D	-2.90025
SCAMP1	0.0849375
KIAA1913	0.581
PTS	-0.80725
BANP	-0.788
PRKACG	1.222
ADCY6	1.20066666666667
C16orf46	-0.011
CYP51A1	-0.55975
DDC	-6.037
ANPEP	0.177333333333333
PROM1	1.22666666666667
SIGLEC10	0.85275
COPG	0.735
FAM26E	3.175375
TRIP4	0.4045
SNX3	1.28433333333333
C1orf175	0.4825
PPY2	0.60325
C14orf152	-0.05775
FTSJ1	-1.2405
DST	1.5237
LOC554235	0.27975
GLRX5	-0.03675
C20orf12	0.9582
CAB39	0.848333333333333
MSH2	-1.91283333333333
PIP4K2C	0.41575
CYLD	0.7355
WTAP	0.7575
MGAT4A	0.727444444444444
TSC22D4	-0.4822
CHRM2	-2.002
PPYR1	0.199
CCNH	0.466666666666667
RRM1	-1.45025
ECAT8	-3.46825
LOC400120	1.29875
GABRA4	0.00999999999999999
C14orf4	0.938
C1orf59	-0.4935
CTDSPL	0.647916666666667
NHEDC2	0.339
PDE11A	1.7659375
KLHL29	2.04975
CD5	-1.1991
TSPAN9	1.5660625
WDR67	-1.12625
THUMPD1	0.417
C18orf17	0.014
CLYBL	1.08516666666667
FLJ13231	-0.764125
CMBL	-0.085625
LECT2	0.0555
NKAPL	4.95766666666667
LOC654780	0.149
OR4C6	1.0925
RAB30	0.191166666666667
TSSK4	-0.491
TMEM163	1.038
OSBPL11	0.909
GNB5	-1.3125
CCL21	3.17375
C1orf121	-0.1705
FMO2	4.16366666666667
RPTN	0.0595
MSTN	1.1295
VCL	0.867857142857143
FYTTD1	0.24925
C11orf1	0.15625
CCDC88C	-0.413
HFE	0.312222222222222
MOGAT1	2.202
FAM125B	0.711666666666667
IRGQ	0.847
RAVER2	0.17875
AKAP5	-1.5665
SSSCA1	-0.439
C11orf63	1.305
ACTG2	3.0003
PORCN	-1.133
DTL	-4.23127272727273
TMEM151	-0.07175
FAM122C	-1.109
RSAD2	1.6869
BAT4	-0.583
KRTDAP	-2.07566666666667
MYH8	1.239125
CRTC3	1.0985
LRRFIP2	0.0199
INTS4	-0.352666666666667
TTN	0.5965
SLC26A5	0.35
PLLP	-0.432
RGS6	1.22675
SRGAP3	1.004
ZNF525	-0.0466666666666667
NBR2	0.312166666666667
C13orf1	0.0661
ZNF137	0.047
CEP27	-1.651
BEST2	-0.434
RNF121	-0.6305
DMRTC2	-1.1505
C8orf76	-0.47275
BCCIP	-0.390125
MEST	2.56625
HTRA2	-0.639
ANGPTL2	2.8855
ILKAP	-0.052
ERAS	-0.9015
HBS1L	-0.32475
CPA5	0.494
TMEM30A	0.9635
CD300LF	1.24083333333333
WISP3	3.6175
CRK	0.929785714285714
PDS5A	-0.3263
BRPF3	-0.0761666666666667
NEDD9	0.94075
SMPDL3B	0.023
PSG6	-1.116
PSMD13	0.1545
ETV5	-0.42675
OR51A4	-0.696
BTBD7	0.701166666666667
GSTO1	-1.056125
hCG_16001	-0.137
MAD2L1BP	-0.825333333333333
COX6A2	0.044
SCNN1A	0.900666666666667
LSM1	-0.00416666666666666
UGT2B11	-0.844
IDUA	0.8745
PPP2R3C	-0.506166666666667
COX11	-0.720166666666667
PDZK1	0.09125
ZNF443	0.235833333333333
MGC21874	0.736333333333333
ZNF323	1.017
KRTAP10-10	0.254
CXCL6	1.2615
SLC34A2	1.7561
LOC284402	0.0835
NPTN	1.06433333333333
UPP1	-1.55391666666667
SLC6A9	-1.0025
OR7G3	0.20925
CISD1	-0.921666666666667
ZNF545	-0.1835
SYT14	-1.337
NT5C3L	-0.0886666666666667
ZNHIT3	-0.598166666666667
SNRPD3	-0.59075
KIAA0701	0.449875
UNC93B1	0.239166666666667
GMNN	-2.148
SPCS2	-0.302833333333333
LOC388524	-1.0615
NAPRT1	-0.49025
PNLIPRP1	0.497
OR6V1	0.385
PRKAB1	-0.23075
EYA4	-2.88416666666667
KIF20A	-4.245
ALG10	-1.02075
ITPKC	0.799333333333333
LMX1B	0.847666666666667
RPUSD4	-0.744
C7orf34	-0.1065
DLGAP2	0.553625
PFN1	-0.1115
MICALL2	-1.41125
ZNF654	-0.304
SS18L1	-1.4745
SLC16A8	1.2205
MKI67IP	-0.815666666666667
ITGB3	0.03175
TCEA3	1.16316666666667
CEP152	-2.518
CLIP1	0.7935
ZNF75	0.2711875
ATP5C1	-0.5765
NUDT5	-0.861333333333333
PSCDBP	0.3675
UBP1	0.398
RBM27	-0.3715
C13orf15	3.31575
ZNF282	-0.869
ZNF222	0.3065
COL10A1	1.383
PRDM15	-1.385875
TTTY5	1.5665
FAM9C	0.513833333333333
C20orf67	0.05925
GNG13	-0.22
F12	-3.53625
C1orf41	-1.27925
CPXCR1	0.561
GSK3A	-0.308
SUPT6H	-0.125
PI16	4.57983333333333
ELL2	0.0535
C9orf167	-1.08283333333333
PVRL3	-0.6451
FLJ38596	0.38275
ADAM20	0.40075
GPR89A	-1.225
GPR87	0.687
ZNF30	0.63225
SMR3B	1.38675
ZNF770	-0.02125
TRPC4AP	-0.272666666666667
DKFZP686E2158	0.147833333333333
C2orf28	0.4965
FREM1	3.25916666666667
LAMA4	3.10583333333333
ADPRHL2	-0.83225
EIF4G2	0.297833333333333
GUCA1A	-0.1185
CTNNA2	-1.132625
NUDT15	-0.511666666666667
CEPT1	0.694833333333333
ZNFX1	0.6251
CCDC92	2.07075
TDRD1	-1.1625
KCNK5	-1.79133333333333
ETNK1	-0.455
LTA	0.2565
TTPA	1.19266666666667
B3GALNT2	-1.214875
SC65	-1.93183333333333
PEX5L	-1.6695
EPS15L1	-0.04275
MGEA5	0.259625
HIST1H3A	-0.43925
ING1	-0.335375
BCAT1	-1.940875
ORC6L	-4.575
KLK11	-2.57816666666667
C19orf28	-1.77275
DNER	-4.04675
MED22	-0.872928571428571
ETV6	0.645833333333333
CHAC2	-1.93825
CD300E	0.5935
CEBPB	1.16633333333333
ZNF398	-0.59775
LRCH3	-0.379
HMGA1	-2.65916666666667
CAPN7	0.274
MGC5566	-2.4265
CCL3	3.786
NANOS1	1.6405
ZFYVE19	-0.8075
APITD1	-0.967
PARD3	0.465875
IRAK4	-0.334666666666667
SERPINI2	-0.267
CEP170L	0.05325
TTC9	1.08075
MYOM3	-1.83325
MLPH	-0.63
LOC222699	-0.336
NRG1	-0.0950833333333333
TBC1D9	2.06481818181818
TTK	-4.73883333333333
ZNF557	0.2104
DDX41	-0.766833333333333
FANK1	1.626
UBE2D2	-0.203
PSMB10	0.674
MYH7B	1.177
GABARAPL2	0.539375
MARVELD2	-0.121833333333333
DGCR2	0.583833333333333
UNC45A	-0.2285
C6orf72	0.5615
ZNF683	2.55675
GIT2	0.468625
CASK	0.173833333333333
C14orf161	1.84283333333333
LRRC44	-1.086
TIFA	0.0155
UTP11L	-0.639625
C6orf65	-0.82125
FDPS	-0.75175
DUSP9	-2.0412
SLC17A8	-0.466333333333333
OR51G1	-0.117833333333333
NANS	-0.6375
OLFML1	2.31425
ATP10B	-1.09725
NPAS3	0.3675
PRKCA	-1.7975
GGA2	-0.387625
LCE4A	-0.257
SPANXN3	0.356
CCDC115	1.22925
SDCCAG3	-0.729
GLIPR1L1	0.359
TTC1	0.452
C17orf76	1.1465
MAD2L2	-1.7855
HIPK1	0.0117
LRRC3B	2.14816666666667
CLN3	-0.9945
C17orf47	0.4025
FMN2	-2.223625
TUBB1	-0.0180000000000001
WAPAL	-0.422166666666667
C3orf21	-0.66825
SCN5A	-0.1445
SMYD1	1.70375
BEX5	0.88175
ZNF192	0.1005
SEC22A	-0.33
GRIA2	1.62642857142857
KIAA0825	-2.03775
NUSAP1	-4.51527272727273
LANCL1	0.27125
C15orf40	-0.1909
ZNF645	0.36475
GPR61	0.32275
NLRP14	-0.107
SNX21	1.0504
C1QTNF8	0.9185
C17orf46	-0.000500000000000004
IFNA8	-0.341
SPRR1B	-2.03316666666667
FLRT1	-0.0255
SNX17	0.0496666666666667
ASB2	-0.221666666666667
HBG1	-5.1795
RPRML	-1.21975
JOSD2	0.401333333333333
PLSCR3	0.71325
SPOCD1	-1.534
RAB39	-0.318
GHRH	0.428666666666667
ITIH5L	0.88675
C17orf37	0.29125
SMCR8	0.038
DPY19L2P3	-0.377666666666667
IL11RA	2.48883333333333
GDF3	-4.02183333333333
RPS6KB1	-0.95475
DNAJC19	0.0519
TOP1	-0.45975
CRCT1	-1.121
MPST	0.238875
DPM2	-0.721375
FAM38B	-1.87216666666667
SLC18A1	-2.62416666666667
FARP1	-0.111833333333333
PAX7	0.0755
TUBD1	-1.61575
GNL3	-0.92775
BTG2	2.47906666666667
NDUFS6	-0.38175
C1orf79	-2.0635
ERAL1	-0.2305
ECHS1	1.82425
VPS4A	-0.124833333333333
CYP11A1	1.502375
ABCC6	1.54328571428571
PBX4	-2.457
MOSC1	3.137
NCF4	1.37375
HYMAI	-0.3115
NAGPA	-0.65275
OTOP2	0.1245
ACOT12	0.24725
MTHFD2L	-0.16
LOC441376	1.04825
C19orf34	1.681
RAB1B	0.0035
ALDOAP2	-1.159
NTRK1	-1.45716666666667
ARTS-1	1.1253
SLC6A11	-0.4505
NAP1L2	1.58
CNGB1	0.544166666666667
EPB41L4B	2.16075
FAM134B	1.959875
HS3ST3A1	-3.0095
CPXM2	6.529
SIRPB2	0.695
CHORDC1	-1.139
TRIB3	-2.77683333333333
SLC2A5	1.214
C2orf49	-0.397333333333333
DDX5	-0.116
OR5L1	-0.1125
ANAPC4	-0.256666666666667
ZSWIM1	0.33025
LOC93622	-0.691125
KCNK3	1.0029
RP11-35N6.1	-0.635
ZFP161	0.646
AQP9	3.9685
SLC15A2	0.532
MREG	-0.921166666666667
OR9I1	0.2445
PDLIM2	0.631
ADAM7	0.293
GSTCD	-1.07516666666667
WDR21A	-0.537875
SLC12A8	-0.301833333333333
TMEM174	0.2575
IGSF3	-0.87125
LRRN1	0.48075
LOC402117	0.785
SRPK1	-2.14833333333333
LY6K	-0.784875
NFIA	3.56
PTCD3	-0.734
LEP	4.83266666666667
PCDH21	-0.516166666666667
MAPKAPK2	0.0145714285714286
NMNAT1	0.312166666666667
LHFPL2	0.223625
C9orf43	0.2315
DIP2A	-0.9465
ACTR8	-0.190875
CCDC34	-1.57225
PTPN22	-1.09375
ITGA3	-0.38325
FAM129C	0.97425
RABGGTA	0.153166666666667
UNC45B	1.895
KIAA1033	0.27325
ZNF510	0.207333333333333
CYP2D6	-1.0925
SLC26A10	-1.5945
STX8	0.548
LUZP1	0.5265
WDR89	-0.485333333333333
EIF4G3	-0.0751
C5AR1	1.920625
ZNF623	-0.767
A2M	2.84775
TGM7	0.309
GRPEL1	-0.743166666666667
LMNB2	-2.3592
ROCK2	0.880833333333333
SNX16	1.7295
CCDC66	0.9855
ANXA3	1.87825
KIAA1609	-0.68875
EED	-0.865
RNF32	-0.454666666666667
HES1	0.4114
CLC	1.72983333333333
ISL1	0.887833333333333
KIAA0528	-0.057375
MANEA	0.694375
C1orf61	-2.009
hCG_2001000	-0.4545
RAPGEF6	-0.5823
KIAA0020	-0.602166666666667
NEIL1	0.8115
C16orf45	1.161125
RBM10	-0.953833333333333
C10orf125	-0.133125
MRS2L	-0.6035
DNAH17	-0.639125
C19orf10	-0.93475
C1orf160	0.61475
SLFN12	1.74825
EXOC3	0.0621666666666667
HIST3H3	-0.196
NCOR2	0.154333333333333
TNFRSF9	-1.414
MFSD8	0.129
ALX1	-1.27466666666667
NOL1	-1.538
PODN	3.0595
TIAL1	-0.75225
HIST1H1E	-2.10075
NPY6R	0.22125
TM4SF4	0.41725
CORO2A	-1.90425
ETNK2	-0.786833333333333
APOE	0.0317
ANGPT4	1.2775
HDGF2	-1.3795
G30	1.3975
ST8SIA4	0.03
F2RL1	-0.679375
FAM19A4	-3.01425
CCAR1	-0.8625
B3GNT7	0.3195
OPHN1	-0.3013
DSCR6	-1.962
C21orf13	0.319666666666667
GAS2L1	0.769666666666667
RFX3	-0.365
COPS4	0.365625
BCHE	-0.961333333333333
BCL2	2.458375
HBZ	-3.48566666666667
ARL13B	-0.038625
MAPBPIP	0.553375
MYO15B	0.2435
SPZ1	1.3605
KIAA1324	1.89244444444444
PLCL2	1.142125
C4orf29	-1.47525
WDFY2	-0.615375
ZNF284	-0.5655
NAALADL1	0.6425
DUSP5	-0.0876666666666667
PXDN	0.939
SLMO1	-0.8195
TNXB	1.3532
BIRC7	-0.272
A4GALT	1.82966666666667
TIMM22	0.45
FAM110C	-0.48125
TOMM34	-1.577125
ABHD9	1.025
ADAM32	1.9925
CRHBP	4.1375
AQP2	0.67475
LOC130355	1.52175
ZNF187	0.652833333333333
ZNF816A	0.1965
F7	-0.49675
CNOT1	-0.4599
SLC13A4	-0.26
ZBTB11	-0.658
B3GALT5	-0.39475
EXOC2	0.3455
IRS1	0.9525
TMEM1	-0.0796666666666667
MRPL34	0.1725
SAMM50	0.10125
CDC42EP3	0.87025
HSF2	-0.8468
MFN2	0.6765
TSPAN7	1.62966666666667
NUCB1	1.06975
RHOH	-2.05025
ARL16	-0.2675
TACR1	0.15725
SFRS5	-0.513166666666667
SNX25	-0.343375
RHBDF1	-0.241666666666667
PCDH18	4.48283333333333
HMG1L1	-0.746
MYO5C	0.682125
MAPK10	2.6425
LDHAL6A	0.448833333333333
NUDT12	0.593666666666667
NCAM1	-0.1165
GLIS2	-0.463
GGTL4	-0.99525
DAPP1	-0.563
ATF7	0.4195
KIAA0748	-0.379
NFIL3	0.68
TM6SF1	0.9979
SEZ6	0.613625
NANOS3	1.11566666666667
DNAJA3	-1.01466666666667
CLDN6	-2.761
CIITA	2.0522
EPHA4	0.237833333333333
FANCC	-0.86075
CMTM3	0.61325
PSG3	-0.051125
MRPL15	-0.67775
C21orf59	-0.63925
PLCXD2	-0.2555
C2orf34	0.1365
UBE2L6	0.501125
MED14	-0.689333333333333
HP1BP3	0.0961
C6orf208	0.1435
TPBG	-0.483
OSR2	1.2675
XPC	-0.498166666666667
KLHL7	-0.49425
CCR3	-0.519333333333333
AGTPBP1	-0.1765
PCSK6	-1.03246666666667
STAT5A	0.4931
FAM18B	0.476
LONRF2	-0.0606666666666667
PTPN2	-0.6175
SF3A3	-1.15783333333333
EFCBP2	0.78475
HCFC1	-0.763333333333333
AHNAK	1.7868
ACTR5	-0.88025
KIF14	-4.736
TENC1	2.43175
HEATR5B	0.5675
YIPF2	0.228
MYEOV2	0.902666666666667
DUSP18	0.9095
KIAA1012	0.8155
AHR	0.147166666666667
C17orf53	-1.66083333333333
PTPRH	-2.4155
ATP6V1C1	-0.0492
TAS2R3	0.7335
LOC440356	-1.13925
COQ10B	0.7065
PSMF1	0.28175
SORBS2	2.65425
NFE2L2	0.72675
TMCO7	0.065
SH3PXD2A	0.2986
SH2D2A	-1.84525
SPINK5	-0.78675
MRPS24	-0.64125
OPA3	-0.118625
TRAF7	-0.38
C4orf35	0.517333333333333
MT1G	0.059
MGC39545	-0.13875
HS1BP3	-0.0905
OR2B2	-0.0345
CHRM4	-0.195
SFRP2	3.36033333333333
RIC3	1.3435
ART1	0.475
C6orf1	-0.0395
DUS4L	-1.2535
C10orf104	1.01
TNFAIP6	2.9345
RTEL1	-1.2675
CCT4	-1.1506
ZNF709	0.079
CHMP6	0.365
UPP2	0.49875
CYP19A1	-0.88575
CD151	1.18233333333333
NDUFA13	0.4585
ARFRP1	-0.587
FAM26B	2.578
CRYBA1	-1.0835
MRPL41	0.338166666666667
NPFFR2	-1.054875
HRH2	0.252
SCAMP3	-0.416666666666667
MTMR6	1.1668
MTG1	-1.1815
UBTD1	1.41325
CRABP1	-1.698
FLJ33790	-1.0409
KIAA1908	0.132166666666667
GPR158	-0.85725
PACSIN3	-1.80416666666667
OMD	4.063
CATSPER1	-0.546666666666667
HOXB8	-1.328625
FBXO46	0.1285
OAS1	0.687333333333333
SVIL	1.0585
PHB2	-0.643
ADCY3	0.647
NDRG2	2.877
ERMAP	1.2259
APBA2	-1.538
IGSF9	0.356
WNT6	-0.0192142857142857
MYCBPAP	1.30325
ATP2B2	0.1218
CPVL	0.997
TRAM2	0.262166666666667
NOP5/NOP58	-1.48275
ZNRF4	0.1745
TLK1	0.1825
MTMR12	0.503571428571429
ZNF384	-0.207166666666667
FAM9B	-3.65375
RPN1	0.3988
PMVK	0.62675
EIF3D	-0.1437
SIX2	0.365
HPS1	0.597071428571429
RNF7	0.20125
PSKH2	-0.00899999999999999
KCTD13	-0.707666666666667
CSMD3	-0.8905
FBF1	0.4765
IL8	-4.111375
SERPINB13	0.28675
FBXL20	-0.2245
BLR1	0.19
SH2B1	-0.795833333333333
RFNG	-0.480375
RAB20	0.752333333333333
RBM7	0.3
POLR1A	-0.807666666666667
TMPRSS4	-3.021
TAF9	-0.56325
TERF2	0.677333333333333
TNFRSF1A	1.471
ACADVL	0.619833333333333
GTF2H5	0.96575
EDG8	-0.197666666666667
C9orf140	-2.913375
UST6	-0.20225
ZBTB8OS	-0.45475
ZNF710	-0.542
GPR174	-1.2195
ATP6V0A2	-0.57875
KIAA0319L	-1.19566666666667
XKRX	-1.771
DOPEY2	0.2161
SDHD	0.188583333333333
SUMF1	1.80725
OSM	2.0105
OPN3	-1.06275
DAGLB	-0.797166666666667
PPFIBP1	-0.2137
TRIM63	-1.5975
C10orf53	-0.503
LYPD3	-0.721166666666667
BCL7A	-0.581
AGER	-0.802333333333333
TCF19	-2.298
SAT2	1.09975
PFTK1	0.688333333333333
GABRE	0.755625
C15orf38	1.1411
FIS1	1.1755
KCNV2	1.07575
CLPS	0.2895
PPCDC	-0.9035
FOXN2	0.425
NT5E	-0.7079
CD83	-0.172
IL18	0.098375
VPS16	-0.1835
IGFBP2	-1.5655
NOTCH2	1.049
SIGLEC1	3.771625
CD93	6.938
SULF2	-0.57725
CEP164	0.013625
P53AIP1	0.517666666666667
TOR2A	-0.4845
ZNF136	0.2065
MGP	3.6205
CCDC144A	0.458666666666667
TRPC1	0.431666666666667
SMS	-1.1955
MAPK7	0.0458333333333333
RRAGC	1.38625
PARD6A	-0.230666666666667
NUB1	0.612833333333333
SYNGR4	-0.67225
OR11H12	-0.4625
WIF1	3.5225
GCH1	-0.308
OR11H4	-0.0575
SLC44A5	-1.201
GPRIN2	1.59033333333333
LOC401431	0.80875
CPA4	-2.2539
MELK	-4.53244444444444
IL15RA	1.1725
CUL3	0.915
HMBOX1	1.08075
PODXL	-0.89225
CCT6B	1.00033333333333
COMTD1	-1.49775
MUC20	-0.0661666666666667
GPX2	-1.52
ITK	-1.069125
FBXL5	2.773
C13orf27	-1.817
DEFA5	0.6445
TRHDE	0.9275
MTP18	-1.77083333333333
UQCRQ	0.3956
ITGB2	1.62566666666667
CSRP2BP	0.06725
TAS2R44	-0.205
PHPT1	0.310125
FAM44C	0.06275
ERH	-0.08825
MPHOSPH1	-1.81366666666667
MORC1	-0.502
PARVB	0.33275
LAMA1	-1.98658333333333
PGBD3	0.4975
GIMAP6	5.06675
AREG	0.676166666666667
LIPT1	0.46725
MGC99813	-1.25075
C1orf201	0.0266666666666667
GRIN2A	-0.7024
MAN2C1	-0.856875
NSUN5	-1.21375
SF3B5	0.20475
MYC	-1.316125
NRXN1	0.89
ZNF18	0.30825
SPDYA	-0.16125
SLC37A1	-0.107
DECR2	0.256
ANKRD38	2.7735
SPTLC3	-0.723
SUPT16H	-0.969
DTWD2	-0.0255
ULBP1	0.5815
ZADH1	0.600666666666667
OIP5	-5.33175
IL10RB	0.286333333333333
OTUB2	-0.66025
VWA3A	0.711666666666667
SPIC	0.662166666666667
OR6C4	0.0355
PSCD4	2.37233333333333
DPY19L2P2	-1.457
TRAPPC6A	0.0296666666666667
C21orf2	-0.756
CEMP1	-0.02525
LIN7B	0.083
E2F7	-4.269
VCP	-0.066375
LAMA3	2.01341666666667
BGN	1.176
GPR160	-0.124
COCH	-2.63316666666667
GPR81	1.884
APOBEC3F	-0.19275
tcag7.1017	-0.78475
C1orf32	-0.183
SCGB1D2	6.012
FLJ43987	-0.3495
C6orf170	-0.2895
KLK9	0.167
GPD1L	0.260375
VPS37B	0.1045
ATG3	-0.161333333333333
ADAMTS17	0.402
KLHDC2	0.454666666666667
NDUFV2	-0.2295
BLK	-3.208
MATN4	0.588
GPM6A	1.7395
GBP4	3.19483333333333
TMEM162	0.155
PKP2	-0.712
HRASLS	0.134333333333333
MMP1	-6.0585
SFXN3	-0.2312
FSD1	-2.3845
ST6GALNAC3	0.8125
CA12	0.5334
NCOA6	0.000750000000000008
C19orf58	-0.275
PPP4R1	-0.276833333333333
MAN1A2	0.8915
IKBKAP	-1.38225
UPF1	-0.299833333333333
KIAA1219	0.3185
WNT16	0.3745
SNW1	-0.134875
IL18RAP	3.76725
RPP30	-0.27625
CDC40	-0.0137857142857143
SETD3	0.748833333333333
SLAMF6	-0.24925
ELK4	-1.061
TRIM47	0.518
ACOX3	1.071375
TRIM6	1.59
KIAA0372	-0.150666666666667
TP53AP1	0.824875
SMURF2	-0.1
ADAD1	0.41075
EBP	-1.5394
KRTAP13-2	-0.6675
FLJ36874	-1.00933333333333
TOR1A	-0.118
P2RY4	-0.583
GPBP1	-0.1425
TRPV1	0.119125
ADAMTS12	1.57833333333333
PES1	-0.8747
ATG4A	0.817
MAGEA10	-4.84975
WFS1	1.81
CC2D1B	-0.3735
PABPN1	-0.075125
SLC25A30	0.65775
SLCO1C1	2.76666666666667
SLC22A5	1.403
KIF23	-4.436
SYN2	1.14233333333333
ASPN	7.59366666666667
CENTG2	-0.229
QSOX2	-2.1783
FLJ10815	0.15
STK24	-0.2331875
SPEG	0.1121
STK10	0.364666666666667
DACT2	2.556
AAAS	-0.56775
SSX3	-1.0695
ABCD3	0.2337
C4orf12	1.40475
PARVG	0.791833333333333
FIG4	0.90475
C9orf46	0.97225
TMCO6	-0.5085
IGHMBP2	-1.176
DUS2L	-0.89
FAM3C	0.464
TMEM16D	-0.308625
DCTN4	0.7355
KCNH3	0.2665
EIF2AK2	0.055
AP1S3	-1.35575
CST4	0.581
PAM	1.7224375
NUTF2	-0.693
CITED2	1.3569
SLC39A4	-1.369
C2orf52	-1.681
GRM3	0.01725
C12orf49	0.405375
CCDC49	0.04
GRAMD1B	-1.24325
FNDC4	2.386
SIAH2	-0.85325
GDPD4	0.49625
C21orf87	0.138125
ATP5A1	0.293833333333333
C16orf63	-0.671125
LOC388135	0.702333333333333
ATP5J2	-0.168625
MMP3	-4.51825
EMID2	-0.0135
CRHR1	0.3585
WDR70	-0.2
C13orf31	2.3515
ZFAND1	0.403
CCL18	4.92116666666667
C3orf49	-0.0045
RINT1	-0.8305
KIAA0408	2.05566666666667
F13A1	5.9711
SLC10A1	0.999166666666667
OGN	5.51975
GIPC2	1.6575
XPO6	-1.102
LCE1A	0.586
FMR1	-0.0001
LOC374920	0.20725
DUSP3	0.884125
ANKMY1	-1.04425
C7orf50	-0.587
BBS9	-0.385
UNC119B	0.123625
C9orf72	0.983125
MGC35440	-1.84875
ENTPD6	-0.13375
PPP1R2P9	0.566
ERCC4	-0.19825
FAHD2B	-0.101
HMHA1	-0.075
HACL1	0.4365
RAD23A	-0.473666666666667
FAM83B	-0.7425
PPP5C	-0.928166666666667
RNASEH2C	0.14225
C9orf153	0.23275
SCAMP4	0.242875
GHITM	0.2102
NDUFB7	0.6925
ADCYAP1	2.78916666666667
SP110	1.6425
MAP3K7IP2	0.66575
DHH	-0.07
AGRN	-0.220928571428571
WDR33	0.7145
CEP290	-0.535666666666667
PRPS1L1	-1.98566666666667
KLRA1	-0.342
GPR97	-0.3495
CHD7	-1.06858333333333
TLR10	1.525
SLC30A8	-1.6945
HIC1	2.09833333333333
IAPP	-0.5835
RXFP4	-0.14975
GP1BB	-0.2235
SHQ1	-0.0205
NKX2-3	0.5755
API5	0.02425
FTHP1	1.4375
MOV10L1	2.07166666666667
TRIM6-TRIM34	2.0185
ADHFE1	3.141
FAM117A	0.1025
DDI1	0.5035
CDON	0.752
TRIM73	-2.221
IGKC	4.476
MMP14	-1.19766666666667
DYNC1LI1	-0.521125
C11orf66	0.69575
TRBV3-1	-1.615
FASTKD5	-0.0795
BIVM	-0.73325
