Hybridization REF	TCGA-BH-A0HA-11A-31R-A12P-07
LYPLA3	0.368
CASQ1	1.15875
SLC25A40	-1.66866666666667
IRAK1BP1	0.747
ACOT6	-0.36025
COL9A3	-2.85
ASB11	-0.238
C2orf18	0.5115
FOXD2	-1.17975
C6orf211	-0.1895
OR8G1	-0.232666666666667
MDGA1	0.93325
ADARB1	-0.8
GGT1	2.01625
WNT1	0.1652
DBP	-0.365
COL5A3	0.5365
RHOD	0.94225
COL4A2	0.5935
LOC201164	-1.1425
HEBP1	0.944
LUM	0.72
ZCCHC6	0.66475
PAGE1	-3.86866666666667
DTX2	0.595
SLC7A13	2.341
H3F3A	0.194928571428571
RABIF	-0.38425
D4S234E	1.74033333333333
DYRK3	1.1365
PFAS	-1.479
ALOXE3	0.426666666666667
RPLP0	-0.629571428571429
RBM34	-0.527
C12orf28	0.756
U2AF2	-0.487166666666667
MKNK2	0.775125
SEC16A	1.06525
ZNF44	-0.1659
YWHAG	-0.588
IGF2BP2	-2.52983333333333
OR1D5	0.079
SIX6	-3.5705
CCR6	-1.70875
PALM	1.23425
PUM2	0.293142857142857
SPRYD5	-1.423
ALG10B	-0.67725
ZNF365	2.163
PHC1	-1.90625
KIAA0913	-0.0985
ARX	0.86625
PPP3CB	0.528833333333333
IRX6	0.6719
ANGPTL4	1.9031
LSM14B	-0.2294
PCDHGB7	-0.0145
INSM1	-1.97366666666667
WBP2NL	-0.5445
ZNF493	0.121125
NGEF	-1.99375
RNASE13	0.6085
SPPL2A	-0.708166666666667
SFXN1	-2.80775
FAM102A	1.17475
SAPS2	-0.285166666666667
JTV1	-1.405
OR51B4	-1.1955
SCGB1A1	0.758166666666667
NEUROD2	0.38225
tAKR	0.117
C1orf26	0.4615
RICH2	1.01525
TEDDM1	1.06025
CYP2S1	-0.6445
TBCE	-1.0545
MAPK1	-0.938625
HDHD1A	-0.33775
MRM1	-0.7315
ATP9A	-0.301928571428571
HSD17B3	0.806166666666667
HN1L	-0.16975
RNF216	-0.1395
HOXD12	-0.1885
PPP1R14B	-1.793625
SBF1	-0.4365
TAS2R42	0.899
USP46	-0.217333333333333
LILRB3	1.1725
SPI1	-0.0405
OXSM	-0.475
GYS2	-0.0283333333333334
NUPL2	-0.927
C8orf46	-0.973125
SF3A1	0.1253
C21orf99	-0.19075
HOXB4	0.2485
YRDC	-0.398
GPRC5D	0.663
BLVRA	-0.160625
KIF12	2.607
LRRC23	0.72125
FAM14A	0.670333333333333
RASL12	2.13
DAZAP2	0.83325
IKBKB	0.866428571428571
ZNF271	0.662666666666667
BOK	1.18475
CXorf6	-1.31875
MYEOV	-0.9585
BTN2A2	-1.3904
FRG1	-0.11725
HSP90AB6P	-0.92925
ENOX1	-1.3965
ZNF706	0.1789
DOK1	-0.3113
PGAP1	-0.1325
TMEM136	-0.909
FSCN1	-1.70125
KIF17	0.20375
TRIM66	0.132
CBR3	-0.0495
C13orf24	-0.0956666666666667
C19orf52	-0.299
BNIP1	1.148
AQP3	1.948125
KRT6C	3.18733333333333
SIRPA	1.25075
IGFBP6	1.84116666666667
PLEKHK1	-2.347625
RNASE7	1.65
ARHGEF15	0.4785
NPHS2	0.84325
SRD5A1	0.75475
REXO4	-0.99875
EEF1DP3	0.977
SLC37A2	-1.3825
ZNF142	0.61525
ANKHD1	-0.83
MUT	0.305
VPS37A	-0.46725
GPRIN1	-1.86425
SLC38A3	-0.910875
BAZ2B	0.94725
WDR87	-0.555
BRD7	-0.26675
POU6F2	-1.1515
NISCH	1.861625
TCEB1	-0.776
LINGO2	-1.1995
TAX1BP3	0.6465
RPL34	0.664055555555556
MARK2	0.6125
AKAP12	-0.7994
AMBN	0.2175
SLC25A27	0.4455
FLJ21865	0.12975
KIR2DS2	0.2475
WDR77	-1.1955
ATF2	-0.417083333333333
ITFG3	-0.373
SLC39A13	0.583
ARL6IP5	1.357125
C10orf137	-0.807125
QTRT1	0.4165
CCNT1	-0.41975
DYNLL1	0.2226
WDR53	-0.531
LIPG	0.671166666666667
ASAH3	0.511
HELB	-1.729
PHACTR2	0.15725
VENTX	-0.4465
LAD1	1.0905
PAOX	1.32475
MAPK8	-0.6025
CCDC38	0.473
DNAJC8	-0.0414
RBBP8	0.346
WNT11	1.2858
KCNJ12	-0.454666666666667
HDAC8	-0.109
STARD4	-2.9015
ACVR1	0.850833333333333
C14orf65	-0.786666666666667
KLB	-1.683
C1orf65	0.0345
ZFYVE28	0.57425
NSUN6	0.74125
KIF27	0.58
SYTL2	-0.372666666666667
UBXD2	-0.1254
OR6T1	0.4875
CCDC91	0.3185
GRID2	-0.411
CALN1	-0.39425
ZNF423	0.66775
PSMB4	-0.958333333333333
XPNPEP3	-0.595
ARPP-21	-3.80444444444444
SART1	0.16975
RACGAP1P	-3.0035
SPTA1	-5.36125
C6orf113	-0.681166666666667
C7orf16	-2.663
CHST7	0.3245
C21orf29	-0.4478
SEMA6D	0.383875
PCMTD1	1.6279375
KIAA1754	0.426666666666667
MYCN	-1.74475
KCNJ3	-0.12625
MAPK13	2.3716
ERO1LB	0.3025
NTF3	0.5055
NKX6-2	-1.0795
GTF2B	0.3745
GSPT1	-0.944
GUSB	0.626166666666667
LOC221091	-0.088
LIG1	-1.4285
EXTL3	-0.0566666666666667
NID2	-3.49375
TTC29	-0.27775
TMEM97	-2.55875
EXTL2	-1.07366666666667
SUZ12	-0.73
IL1F8	0.614
KRT18	-0.377363636363636
MRPS16	-0.931666666666667
PI4K2B	-1.27
LACRT	5.428
OR51F2	0.723
JMJD2C	-0.814125
KGFLP1	2.52175
CDK5RAP3	-0.2484
YTHDF2	0.332666666666667
GGCX	0.209
ARPC4	0.68025
EGLN2	0.852
KBTBD4	0.809857142857143
ROBO3	0.7422
DEFB118	-0.805
KIAA1543	1.65725
RTCD1	-1.31166666666667
MZF1	1.1085
C18orf26	-1.049
CNIH4	-0.3635
ZFP2	2.90316666666667
HTATSF1	0.3055
WFDC2	2.97025
NDUFA7	-1.0555
TTC22	1.29383333333333
FAM40B	-3.799
DCPS	-1.485
SH2D1B	-0.9078
MRGPRE	0.423
SBK1	0.07525
UNQ6411	0.4355
OSBPL9	-0.18275
NUP107	-0.5795
MYOZ3	-0.2084
PDE4B	1.19591666666667
FAM113A	-0.0955
IDH3G	0.38
FBXL7	-0.08975
ARFGAP3	0.20275
MAPRE2	-0.277769230769231
IL1RN	-1.3675
KIF13A	-0.267
RAC3	-1.2105
TCTE1	0.3935
TMEM14B	-0.6455
ADIPOR1	-0.3375
GRINA	1.084
CLIP4	1.74825
LRIT2	-0.4695
TFPI	-1.61085714285714
FABP6	-2.4575
SLITRK2	-0.279
HKR1	1.396
SMTN	1.1285
C1orf75	-1.2875
CD209	0.31475
CYB5R2	1.3245
DNTTIP2	-0.189
CSGlcA-T	0.339125
GABRB3	-1.3855
PCBD1	-0.1175
TAF3	0.458916666666667
HOXD3	0.276333333333333
GIPC3	-0.476666666666667
P11	1.1493
BFSP1	-0.65175
LCP2	-0.78925
TAS2R8	-0.689
SEZ6L	-1.70085714285714
NR2C1	-1.1515
EXDL2	0.8495
TNFRSF13B	-1.80333333333333
MKI67	-5.62225
GLS	-0.362916666666667
C7orf54	-0.7451
LGALS13	-0.438
IL4R	2.0445
SEC11A	-0.2605
SPP2	0.320666666666667
C18orf32	0.826
CLSPN	-2.9435
SPAG1	-0.2525
C9orf82	-0.40425
TM4SF1	1.71591666666667
EMILIN2	0.77125
SMG7	-0.0995
TAS2R13	1.1965
ZNF628	0.5065
DZIP1L	0.937333333333333
ANKRD13A	-0.2341
VASP	-0.21525
ZCCHC11	-0.84275
SYPL1	0.568125
MGC34774	-0.24975
C4orf28	0.83675
KIAA1211	-1.59683333333333
RPS27L	0.296
TATDN3	-0.76375
PDCD1	-0.9315
OR5P2	0.6675
IFIT1L	0.6335
MIPOL1	0.6095
OR51D1	-0.00450000000000001
C1orf92	-1.01266666666667
LAMP2	0.498166666666667
CAT	1.77366666666667
C16orf80	0.194
C15orf32	0.6825
ZNF746	-0.43825
C1orf76	-0.24
ATXN1	0.0635
LAMC2	3.495625
SLC2A7	-1.2195
CPOX	-1.8885
APH1B	1.108
LOC442245	1.5215
CTNND1	1.30116666666667
GABRG2	-0.896571428571429
MADCAM1	-0.312
F5	-3.392875
SEMA4F	-0.200666666666667
NUDCD3	0.449625
PDZD11	-1.176
TRIML1	0.544
GCNT3	-2.67733333333333
TMEM120A	0.73175
CNDP1	0.1845
N4BP1	0.453625
SLC35F2	-2.0535
LCP1	-1.23625
IGBP1	0.1762
DCAKD	1.28075
ELA2A	-0.691
C12orf56	-2.452
PITRM1	0.00550000000000001
GUK1	-0.244666666666667
RASSF8	-0.54425
OR2A14	0.476
ADM	-0.997333333333333
FGD3	-0.275
GHRHR	-0.1624
RHPN2	0.94475
C4orf39	1.24933333333333
VPS72	-0.85875
SERF2	0.304888888888889
CD22	-0.140333333333333
CD47	0.7521
PPIC	-0.279666666666667
IMPDH1	-0.739
ACP6	0.822666666666667
PRKACA	0.48975
PPP1R1A	2.9675
TRPV3	0.702
ASXL1	-0.55175
C17orf55	-1.22466666666667
FXYD1	2.48433333333333
LMOD2	-0.1845
ANKRD33	0.228
LCE2C	-0.033375
ZNF620	-0.712
DKFZP566E164	-0.67325
VSIG2	3.1525
KIAA1128	1.12325
USO1	-0.318
NUDT4	0.0415
CLDN1	0.8255
OR4Q3	0.838
FASTK	-0.43
ICOS	0.689833333333334
LDB1	0.14325
GSTA5	1.91125
ABCC1	-1.96016666666667
FAM54A	-5.38075
PCBP2	-0.111833333333333
NUP205	-1.5875
ACTA1	-0.959666666666667
GABBR2	-1.226
PIP5K1B	1.966
AGXT	-1.96566666666667
RNF181	0.1245
ATP8A2	0.7395
AFTPH	1.0230625
FGF21	-0.11
FCER1G	1.195125
SNTB1	-2.191
SLC24A3	0.851875
TXNL4B	-0.3537
RPL10L	1.08633333333333
LOC389517	-0.7004
TSGA13	0.6265
SHOX2	-1.60416666666667
ITGA7	0.413
KCNIP2	0.394166666666667
KLF13	0.8934
ZFAND2A	-0.355
CEACAM1	0.4565
PFKFB4	-1.97816666666667
MED19	-0.02975
LRRC57	0.246666666666667
RNF11	0.56825
ANKRD32	-3.41375
P117	0.2845
OBFC2A	0.260166666666667
POLD3	-1.08958333333333
RAB18	1.265625
TPH2	-0.0758333333333333
PHB	0.3799
JDP2	1.295
MORF4L1	-0.0083
POU2F1	-0.8075
CNNM2	-0.885
LOXHD1	0.4205
ZC3H15	-0.61675
ELK3	0.057
FAM111B	-4.31325
CBLC	2.893
SBNO1	-0.43575
ANKMY2	0.23775
PLEKHA5	-0.45325
DHX58	1.1095
ARCN1	-0.0405
TREML1	0.5613
KNCN	0.8795
SEC24A	-1.350375
PSCA	0.08975
MGC24125	0.5185
DNA2L	-3.48375
CIB4	0.97475
HIGD2A	-1.00316666666667
TBX6	0.071
TTLL5	-1.0145
SGK3	0.542166666666667
GCN1L1	-0.5255
AMOT	0.6357
LDOC1	0.162833333333333
NRK	-0.330666666666667
ASB9	-2.4965
NAT1	2.0742
TRAFD1	0.7515
PEAR1	1.207
FAM36A	-0.00337500000000002
OR1S2	0.091
LOC388323	-1.8305
PGS1	0.772
LEPREL1	-0.92825
TFF1	-4.12525
HAP1	0.51925
EPHB2	-1.8265
ACTG1	0.198166666666667
ZFP42	-1.3386
HAVCR2	-0.8177
NME1	-1.039
SNX26	0.392666666666667
LACTB	-0.137166666666667
ZKSCAN2	-0.94975
C5orf35	0.6105
ANKS3	-0.627
RBM28	-1.4425
DKFZP586P0123	-0.7595
HNRNPA1	-0.000666666666666672
BCAS3	-0.850083333333333
FLJ20184	0.353
POLA2	-1.7965
TMC7	-0.979666666666667
HSD17B6	-1.7365
ZNF658B	0.7385
TTTY10	0.0648333333333333
RANBP9	-0.781666666666667
CPNE7	-2.66333333333333
EVL	-0.233176470588235
LNX1	0.369916666666667
IFNA21	-0.140333333333333
CFD	2.93275
PYCARD	-0.0985
MYBPC2	-0.922
ENPP3	-0.159833333333333
ACSL4	-0.74525
LOC440258	-0.3635
TMEM176B	3.45583333333333
SOX2	-5.24
SCO1	-0.0876666666666666
COMT	1.491
AOC2	0.31975
PDLIM5	1.37028571428571
SPHK2	-0.0883333333333333
NXPH2	0.8375
GPR108	1.19783333333333
RAD51L1	0.657166666666667
TMEM54	0.3205
LETMD1	-0.179333333333333
SLC6A17	0.85725
KRT75	0.124
STT3B	-1.513
CD3EAP	-1.34833333333333
TMEM63A	1.21325
DUSP13	-3.22775
CD1C	-1.00716666666667
LASS2	0.1655
AVP	1.4395
PITPNM1	-0.14075
FLJ22795	-2.3695
MCTP1	-2.3135
TRIM68	0.999
UCK2	-0.9645
ABHD1	0.97625
FAM50A	-0.11725
RNASEH1	-0.974333333333333
PCP2	1.33466666666667
OR52H1	0.7915
C20orf149	-0.21625
RBP5	-0.785
HYAL3	-0.98975
CLPB	-0.96875
SMNDC1	-0.19775
DONSON	-3.64733333333333
FLJ27523	0.1555
BARHL2	0.226833333333333
SLC30A9	-0.0486666666666667
TMPRSS11B	0.0943333333333333
E2F8	-4.56033333333333
CCDC25	-0.16575
C14orf48	-0.203666666666667
C20orf116	0.46725
TSPAN11	0.6495
YIF1B	-1.34416666666667
FAM12B	1.17633333333333
OR1L6	0.0815
HPN	0.3338
NBN	-0.3735
C14orf94	0.222166666666667
OCLM	0.2505
ZSCAN18	1.9783
L3MBTL	-1.0984
TSTA3	0.7035
RAC1	0.56925
C19orf15	-0.1204
NFE2	-5.31125
KLK14	0.3415
ARSF	0.607
MAST2	-0.307
AMICA1	0.9475
GTF2A1	-0.62725
ATP1A3	1.03625
TC2N	3.423
PNKP	0.51325
ODZ2	1.912875
MATR3	-0.06825
S100P	-4.2635
KRT82	-0.6205
CA13	1.1546
PROZ	-2.6665
AASDH	0.662571428571429
C19orf40	-0.891
DCK	-1.45576923076923
FAM5C	0.9985
SLC6A4	-2.886
MID1IP1	-0.963
TESSP5	0.5005
TMOD4	-0.574
DOCK2	-1.4675
TUG1	0.015125
NUP214	0.078
DPYSL2	0.904727272727273
GOLM1	1.10641666666667
MPFL	0.241
SOX13	-0.1665
SDCCAG8	0.8135
KEL	-1.41416666666667
NUP210L	-2.8955
GK	-2.044125
DNAJB1	0.8085
ALPK3	0.716
CHID1	0.7188
CYLC2	0.413833333333333
IKZF5	0.07375
C8orf51	-1.30266666666667
PPM1J	0.68725
GIMAP8	3.899
GPR101	0.00499999999999999
NR2F1	0.2235
ACAD8	-0.1725
RBM35A	-0.08925
GNAI2	0.170833333333333
METTL8	-1.22066666666667
SLC39A7	-1.5455
FBXO8	0.88925
CAMK1	0.4465
RFC3	-1.24975
FAM129A	2.063
ILF2	-1.25925
FGFBP3	-0.680375
NOM1	-1.57033333333333
PSMA3	-0.86475
ASCC3	-0.5685
ZYG11A	-2.37425
SOX21	-1.976125
LYRM1	0.5835
DEFB1	3.829
LOC91431	-3.152
OR7C2	0.7435
FAM46B	2.996625
TMEM18	0.683
ARHGAP30	0.457
TMEM86A	1.91183333333333
EPHA2	1.15466666666667
C10orf46	0.93625
TCHH	-1.16883333333333
C3orf30	0.295333333333333
LOC285636	-0.315166666666667
PAIP2	0.43325
CYP2U1	0.75225
C12orf34	0.46025
SARS2	-0.437
ZCWPW1	0.9645
SAMD12	1.545875
KIAA1430	-0.35025
ACAT1	-0.65825
MEOX1	3.54883333333333
ADAMDEC1	4.5605
PHKA2	-0.5835
CARD11	-0.805833333333333
CALML4	-0.4025
TSSC1	-0.6675
TMEM45A	-1.33622222222222
MPP7	1.337875
POU1F1	0.3135
SLC2A13	-0.4247
FBN2	-1.77678571428571
ZC3H7A	-0.3394
LAIR2	-1.685
ST3GAL1	-0.126
LCT	-3.5365
GEMIN8	0.745666666666667
KLF16	0.6828
HIF3A	0.3355
FAM44A	-0.805142857142857
AQP10	-1.1825
PLA2G2A	-1.979
FOLH1	2.0525
C20orf186	0.297
MAPKAP1	0.40125
SPRR2D	-1.9275
UBQLN4	-0.5955
RSHL1	0.0601666666666667
PIAS3	0.333125
MRPL24	0.10275
GREB1	-2.749625
FAM27E3	-0.9515
NUP62CL	-0.68525
NEUROG3	1.354
REEP3	0.383083333333333
MARK1	0.300125
LMBRD1	1.32725
PRPF19	-1.462
PNMT	1.9295
CTGLF1	0.362
SLC25A16	-0.36275
EIF2B3	-0.68
RPA2	-0.2295
PAK6	1.86983333333333
CCDC26	-4.81457142857143
SEMA3E	3.195875
MXD4	0.6822
TNFSF10	4.4448
SMARCB1	0.140666666666667
DTX3L	0.0381666666666667
PLA2G4E	0.702
PPAP2A	2.50025
ULK1	-0.453416666666667
TAS1R3	0.687
SLC2A3	-2.83254545454545
ARID3A	-3.07075
GNG5	-1.0665
ACOX1	-0.4264
KIF5B	-0.62775
NUP153	-0.34225
MUC7	0.407
CSDE1	-0.272714285714286
CLPTM1	0.1995
C3orf23	-0.781375
LRRC17	-0.472833333333333
TTYH3	-1.48425
ATP5B	-0.4455
ELF3	2.1043
CPSF3L	0.678
ZNF665	0.214833333333333
TLR6	-0.4916
GPI	-1.882875
RAD9A	-0.23625
NDST4	-3.79225
AGPAT3	-0.5755
MAGI3	0.978333333333333
ADORA2A	-0.53125
CACNG7	-0.2825
CAMK2D	-0.340857142857143
CCHCR1	-0.965
RPS27A	0.24425
OR10G7	-0.5405
GCM2	-0.2035
FAM135B	0.3856
E2F1	-2.341
PLCB3	0.061
OR2AE1	0.2985
COIL	0.2255
CDC25C	-4.6475
RAB11FIP2	0.38975
TSC2	1.3405
CTGLF5	-1.3575
CCDC108	0.5491
OR13C4	0.10725
C10orf81	5.9845
PTPRB	2.38125
ACP2	0.7905
LAG3	-0.65825
MRPL54	0.39625
LOC201175	1.1355
ITGB1BP3	-1.486
SPTAN1	-0.303666666666667
SIPA1L2	-1.29125
RCAN2	-0.7305
CDX2	0.09
ECOP	-1.315
ACTR1A	0.327142857142857
PPARG	0.9
BBS10	1.10933333333333
TMEM44	-1.207125
BPIL2	-0.27275
CITED1	1.503
IRF6	4.74025
PRDM4	-0.178666666666667
RRP9	-0.495833333333333
OR10H4	0.39125
IL31RA	-0.41
GNB1L	-1.24466666666667
MYBL2	-3.6225
ZNF407	1.20316666666667
PPIG	-0.477
TTC18	2.774
RPSA	-0.4695
MAPT	1.730375
MRE11A	-0.4805
C8orf37	-0.3265
RASGEF1C	0.5375
STBD1	1.3565
CTAG2	-0.783166666666667
MGAT5B	-2.591
ECM1	-1.5545
RLN1	1.3935
PARP14	-0.296125
EPB41L1	0.2621
HOXA3	0.84375
MAGEA9	-4.72625
RPS8	0.270833333333333
RPS19BP1	0.14925
FOXJ2	0.31075
C10orf76	0.69775
IL17RE	0.5495
C10orf65	-0.25375
ZNF343	0.284
FBXO33	-0.521375
UHMK1	0.187
LY6G6C	0.23775
FGF19	-1.14625
C14orf128	1.23533333333333
IFIT2	-0.03225
TIGD1	-0.80325
S100G	0.37
GUCY1B3	1.7655
NR3C1	0.4847
CORO1B	0.908333333333333
PARP11	0.365916666666667
DNALI1	3.451
OR4N4	0.05275
MAP2K6	0.8495
FSTL4	-0.19375
ANKRD47	1.843375
TMEM171	-2.058
PNLIP	0.66025
YY1	-0.426333333333333
CCDC138	-2.48816666666667
AASDHPPT	-0.6745
CKS1B	-1.4169
MCM3	-1.323
ANAPC7	0.1475
FAM110A	1.18625
CDC37L1	1.63233333333333
THTPA	0.463
NBPF20	-1.5605
WDR24	0.201
NPTX2	-3.151
CBLB	0.746166666666667
CETN1	0.229333333333333
RPUSD1	0.3035
FAF1	-0.4655
CDK6	-2.6664
HMX2	0.3405
CSK	-0.255333333333333
TEAD2	0.40375
SNAP25	0.3295
TUFT1	0.0149
TMTC3	-0.0348333333333333
LCK	-2.24975
SGOL1	-3.651
AKTIP	2.049
FURIN	0.51525
SOX12	-1.73383333333333
DEFB103A	-0.7345
RAMP1	-1.09025
KIR3DX1	-0.314
GAS2L3	-1.994
PDE8A	-1.8096
EDN3	6.065
GMIP	-0.06175
SF3A2	1.2265
FN3KRP	0.795
SMAD7	0.3515
RHBDD2	0.90825
OR11H6	-0.551
PPP1R3B	1.5173
C9orf23	-0.02125
CADPS	-3.0195
GOLGA8A	-2.023625
TMEM57	0.0658333333333333
RGL3	-0.1935
S100A14	0.422
FGFR2	2.1271875
XRCC3	-1.231
RTN4RL2	0.38425
MGC3771	0.2635
GH2	0.819166666666667
BTBD2	0.12
LMO2	0.6775
RDBP	-0.6775
ACRBP	-2.14025
AMY2A	3.08025
DUOXA1	1.642
PTK7	1.04966666666667
TWF2	0.588833333333333
FAM80A	-1.404
TNNI2	-1.89133333333333
GLT25D1	-0.900166666666667
OCC-1	-1.85675
CYC1	-0.921
RPL22	0.435090909090909
MORN3	0.434
DISP1	0.34725
PRB2	0.9795
CHUK	-0.08
HR	0.63625
CCDC134	-0.458
DENND4B	-0.60475
C14orf130	-0.04175
RAB33A	-2.8325
DCST2	0.0365
TNMD	2.09675
PEX7	0.95875
FAM62A	0.53925
SRD5A2L	0.329
IL22	-0.8505
RPS26	-1.31716666666667
HOXC5	-0.018
SPATA6	1.036
FLJ38482	0.2485
ZNF234	0.1005
C18orf22	0.60025
SPATA22	0.384
THOC1	-0.716
CYP7B1	2.9085
KCNC3	0.85925
C8orf42	0.502
ALDH1B1	-0.369166666666667
CCDC100	-0.3439
ARMC4	-1.0655
FAM18B2	0.998333333333333
SLC44A1	0.826875
FBXO17	-0.755
C6orf107	-0.63725
C19orf29	-0.023
ZC3HAV1L	-0.20175
PARP6	0.3112
SULT2A1	-5.11957142857143
C1orf159	-0.4015
TMC1	-0.74475
CHST14	0.823125
GAMT	-0.152333333333333
SMCP	0.6455
TSPAN33	0.41225
MIDN	-0.209125
NOX4	-0.608
RNASEN	-0.8315
TBX1	-0.941333333333333
SALL2	0.65425
C10orf35	1.302
CYP2E1	-0.324
LRFN2	1.00933333333333
ACO1	-1.12733333333333
IQCG	0.4407
MEGF9	1.7675
TM7SF4	1.16075
PLEKHA1	0.633866666666667
STK33	-3.27775
C1orf210	2.242
SNUPN	0.3095
KIAA0406	-0.496
C20orf29	-0.573
TMEM55B	0.24175
OSTM1	-1.2515625
CLCN7	0.5245
OTP	-0.76025
FLJ23049	-1.908
HEATR4	0.5685
MAP3K10	1.243
PCDHGA9	0.575
AMDHD2	0.352
LCTL	-4.146
PDCD2L	-1.3005
CABLES2	-1.177
SLC5A9	0.073
CLCA2	3.91983333333333
MGC16025	-0.1365
STRAP	-1.179
C20orf196	0.2365
RRBP1	0.118666666666667
NAT13	-0.92575
MAT2B	0.719375
CSNK1D	-0.763
KIR3DL1	0.1485
PRKAG3	0.9065
ZNF599	0.0185
PRM3	1.228
PER2	3.24233333333333
ASPHD1	-2.0745
PRMT6	-0.64575
KCNE1L	-0.895285714285714
FAM118A	0.207833333333333
TAF4	-1.20125
NDUFB6	-0.60575
TRIM9	-0.768333333333333
PMFBP1	-1.67925
KY	2.257
DKFZp762E1312	-5.696
CSMD1	-2.1
TBP	-0.596333333333333
OR1Q1	0.9245
RETNLB	-0.208
HPGD	3.41935714285714
DNAJC12	-0.013
FKBP1B	0.05575
ANKRD24	-0.335333333333333
CXXC5	-0.684666666666667
IL3	0.19275
DRAM	0.0743
PTCH1	-0.708625
TP53BP1	0.176
SLC17A7	0.665125
COL25A1	-1.3944
AMACR	-0.5655
RHCG	-0.1565
VPS13A	-0.621333333333333
FAM55D	2.0385
PRPF38B	-0.462166666666667
OSBPL6	-0.51775
PFDN5	1.1901
CMTM6	0.56225
KCNK12	-1.22725
RP2	0.48275
C16orf52	-0.87875
PICK1	1.816
IFNE1	-0.287166666666667
SEMA4B	1.21375
TYRO3	-2.091
OR12D2	0.2045
CSNK1A1	1.09635
FANCF	0.63125
LONP2	1.04375
TBL1Y	-1.5275
LDOC1L	0.387375
CCNC	0.071
C3orf60	-0.7475
CHKA	-0.4465
UBAP1	0.72075
MAP3K1	0.4515
ANKRD9	-0.42425
FAM92A1	-1.7515
GAB2	-0.022625
AZU1	0.029
DIS3	-0.620416666666667
C21orf109	-2.43233333333333
IQCB1	0.09825
SPATS2	-0.827666666666667
EFCAB3	-0.75225
PRB3	-0.117625
FUZ	0.656333333333333
ZNF813	-0.18775
BMPER	-0.806333333333333
HEG1	0.011375
ALS2CR11	-2.0715
SURF2	-0.28025
PSMC1	-0.32225
OR2D2	0.178
SLC7A8	1.45983333333333
C4orf40	0.7925
SPATA7	0.179
MAZ	-0.944416666666667
PIN4	0.471
PDE1A	-0.657375
TAF6L	-0.175166666666667
OR2T34	0.045
KIAA0284	0.4725
ACADS	1.09518181818182
MKRN2	-0.538
C18orf56	-4.96175
MS4A6E	0.267
GALNT4	-0.000799999999999984
C22orf31	0.74
FLJ36070	1.066
PSME4	0.31525
TFG	-0.2035
EPHX2	2.121
ANXA5	-0.238125
KRTAP1-1	1.0012
BATF	1.52775
KARS	-0.52225
MSTP9	1.216
GPR26	-0.352875
CCDC72	-0.386
TEF	0.584833333333333
FOXK1	-0.331
PRLHR	0.878
EMX1	0.2275
C11orf30	-0.423375
ICK	-0.039875
THSD7B	0.95225
C21orf100	-0.693
DUOX1	2.7525
EFCAB4B	-0.751
UBE2G2	-0.969666666666667
C3orf54	-0.2165
PARP1	-1.9645
FAM60A	-0.81825
C6orf146	0.465
OR9K2	0.2655
DDX55	-1.52566666666667
RPS15	0.0731666666666667
ZNF618	0.4654375
DKFZp686D0972	2.73125
SSPO	-0.649
SHFM3P1	1.92366666666667
CPA6	-1.06475
JAG2	3.0245
DEFA3	0.2255
PPBPL2	0.2035
CD34	4.448125
SLCO4A1	-2.2335
AFG3L1	-0.680333333333333
SHD	-1.7375
RP13-122B23.3	0.258
PRKCSH	-0.305666666666667
DPH5	-0.183
HLA-F	2.089
TBC1D4	-0.01675
RIG	-0.0756666666666667
GLUD1	0.148333333333333
HNRPCL1	1.230375
HBXIP	-0.62225
RNF207	-0.47
APIP	-1.187
PLA2G3	-1.64316666666667
CCDC84	-1.3035
MYLIP	0.430307692307692
PHIP	0.262
AARS2	-0.453333333333333
DHX32	0.3935
SCAPER	-0.132
MEN1	0.19875
NIP7	-0.598
FLJ25404	0.3055
FASTKD3	-1.09475
TMEM158	-2.47091666666667
RARA	1.39525
BDH1	0.4875
ANKRD16	0.1935
CARM1	-0.0395
SS18	0.808333333333333
IKZF2	-0.40125
MYD88	0.710625
PML	0.3816
TAF1A	-1.31025
CBFB	-0.889125
HIST1H3H	-2.36833333333333
C7orf29	-1.97425
COMMD4	-0.663
DPP3	-0.873
DAB2	0.3725
LOC388882	0.227
YPEL4	0.408
AGBL3	1.1585
LRP6	0.3541
SERPINH1	-0.675666666666667
TLE1	0.6505
CD244	-0.00366666666666669
ZDHHC15	0.1895
MGLL	0.6266
PLDN	-0.421166666666667
LOC654346	0.9885
FAP	-0.14125
GPR37	-0.335166666666667
SCARA5	2.941
EBF4	2.13954545454545
LSM6	-0.347
MLLT1	0.229125
SLC5A12	-0.7815
A2BP1	-1.24883333333333
COPS5	0.149333333333333
TPM4	-0.622
TNFSF4	-2.0935
ACADSB	2.00611111111111
HERPUD1	0.493
BCL2L11	-0.635944444444444
CEP78	-1.87225
CDCA3	-2.8095
WBSCR19	0.6906
MYO1A	-3.087
PPEF1	2.68866666666667
LOC440348	-0.398
CPEB2	0.4485
BPTF	-0.58325
RPL21	0.467875
GSX2	0.691
ADPRH	0.968833333333333
C17orf68	-0.112333333333333
KCNS1	1.76533333333333
MLLT6	0.7741
PIWIL4	1.011
RNF26	-0.79275
RAP1B	0.49175
ADAMTS1	0.3654
ZNF571	1.40075
P2RY6	-2.02775
TRIM21	0.990833333333333
CADM3	0.9795
NLRC5	0.145
ADRA2B	0.807833333333333
LOC90835	-0.6365
